sequence,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFXgBdmB5mBi?iBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBRhBunB/?rBasB0pB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBamBRiBW?sB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFUgBRhBunB/?rBasBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFNlBUhB3iBq?pBxrBzrB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFOlBdmBRiBC?nB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Jex/IvhFXhBiiBTkBe?qB9rBcsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFRgB3iBmlBq?rBUnBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB/pBq?rBTnBOqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB2pBq?rBTnBXqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFamBRiBXlBu?rBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeXAJvhFdmBRiB2pBS?sBzrB0pB
JLSOZTI,X,O,X,O,X,X,X,O,O,O,X,X
JLSOZIT,X,O,X,O,X,X,X,X,O,O,X,X
JLZTISO,O,X,O,X,O,X,O,O,X,X,O,X
JLZTIOS,O,O,O,X,O,X,O,X,X,O,O,X
JLZTSIO,O,O,O,X,O,X,O,O,X,X,O,X
JLZTSOI,O,O,O,X,O,X,O,O,X,O,O,O
JLZTOIS,O,O,O,X,O,X,O,X,X,O,O,O
JLZTOSI,O,O,O,X,O,X,O,X,X,O,O,O
JLZITSO,O,X,O,X,O,X,O,X,X,X,O,X
JLZITOS,O,X,O,X,O,X,O,X,X,O,O,X
JLZISTO,O,X,O,X,O,X,O,X,X,X,O,X
JLZISOT,X,X,X,X,X,X,X,X,X,X,O,X
JLZIOTS,O,X,O,X,X,X,O,X,X,O,O,X
JLZIOST,X,X,X,X,X,X,O,X,X,O,O,X
JLZSTIO,O,O,O,X,O,X,O,O,X,X,O,X
JLZSTOI,O,O,O,X,O,X,O,O,X,O,O,O
JLZSITO,O,O,O,X,O,X,O,X,X,X,O,X
JLZSIOT,X,O,X,X,X,X,X,X,X,X,O,X
JLZSOTI,X,O,X,X,X,X,O,X,X,O,O,X
JLZSOIT,X,O,X,X,X,X,O,X,X,O,O,X
JLZOTIS,O,O,O,X,X,X,O,X,X,O,O,X
JLZOTSI,O,O,O,X,X,X,O,X,X,O,O,X
JLZOITS,O,X,O,X,X,X,O,X,X,O,O,X
JLZOIST,X,X,X,X,X,X,O,X,X,O,O,X
JLZOSTI,X,O,X,X,X,X,O,X,X,O,O,X
JLZOSIT,X,O,X,X,X,X,O,X,X,O,O,X
JLOTISZ,X,X,X,X,O,X,O,O,O,O,X,O
JLOTIZS,X,X,O,X,O,X,O,O,X,O,X,O
JLOTSIZ,X,X,X,O,O,X,O,O,O,O,X,O
JLOTSZI,X,X,X,O,O,X,O,O,O,O,X,O
JLOTZIS,X,X,O,O,O,X,O,O,X,O,X,O
JLOTZSI,X,X,O,O,O,X,O,O,X,O,X,O
JLOITSZ,X,X,X,X,O,X,O,O,O,O,X,X
JLOITZS,X,X,O,X,O,X,O,O,X,O,X,X
JLOISTZ,X,X,X,X,O,X,O,O,O,O,X,X
JLOISZT,X,X,X,X,X,X,X,X,O,O,X,X
JLOIZTS,X,X,O,X,X,X,O,X,X,O,X,X
JLOIZST,X,X,X,X,X,X,O,X,X,O,X,X
JLOSTIZ,X,X,X,O,O,X,O,O,O,O,X,O
JLOSTZI,X,X,X,O,O,X,O,O,O,O,X,O
JLOSITZ,X,X,X,O,O,X,O,O,O,O,X,X
JLOSIZT,X,X,X,O,X,X,X,X,O,O,X,X
JLOSZTI,X,X,X,O,X,X,X,O,O,O,X,X
JLOSZIT,X,X,X,O,X,X,X,X,O,O,X,X
JLOZTIS,X,X,O,X,X,X,O,O,X,O,X,X
JLOZTSI,X,X,O,X,X,X,O,O,X,O,X,X
JLOZITS,X,X,O,X,X,X,O,X,X,O,X,X
JLOZIST,X,X,X,X,X,X,O,X,X,O,X,X
JLOZSTI,X,X,X,X,X,X,O,O,X,O,X,X
JLOZSIT,X,X,X,X,X,X,O,X,X,O,X,X
JSTILZO,O,O,O,O,O,O,O,O,X,X,X,X
JSTILOZ,X,O,X,O,O,O,X,O,X,X,X,O
JSTIZLO,O,O,O,O,O,O,O,X,X,X,X,X
JSTIZOL,O,O,O,O,X,O,O,X,X,X,X,X
JSTIOLZ,X,X,X,O,X,X,O,X,X,X,X,X
JSTIOZL,O,O,X,O,X,O,O,X,X,X,X,X
JSTLIZO,O,O,O,O,O,O,O,O,X,X,X,X
JSTLIOZ,X,O,X,O,O,O,X,O,X,X,X,O
JSTLZIO,O,O,O,O,O,O,O,O,X,X,O,X
JSTLZOI,O,O,O,O,O,O,O,O,O,O,O,O
JSTLOIZ,X,O,X,O,O,O,O,O,O,O,X,O
JSTLOZI,X,O,X,O,O,O,O,O,O,O,X,O
JSTZILO,O,O,O,O,X,O,O,X,X,X,O,X
JSTZIOL,O,O,O,O,X,O,O,X,X,X,O,X
JSTZLIO,O,O,O,O,O,O,O,O,X,X,O,X
JSTZLOI,O,O,O,O,O,O,O,O,O,O,O,O
JSTZOIL,O,O,O,O,X,O,O,X,X,X,O,X
JSTZOLI,O,O,O,O,X,O,O,X,X,X,O,X
JSTOILZ,X,X,X,O,X,X,O,X,X,X,X,X
JSTOIZL,O,O,X,O,X,O,O,X,X,X,X,X
JSTOLIZ,X,O,X,O,X,O,O,O,X,X,X,O
JSTOLZI,X,O,X,O,X,O,O,O,X,X,X,O
JSTOZIL,O,O,X,O,X,O,O,X,X,X,X,X
JSTOZLI,O,O,X,O,X,O,O,X,X,X,X,X
JSITLZO,O,O,O,O,O,O,O,O,X,X,X,X
JSITLOZ,X,O,X,O,O,X,X,O,X,X,X,O
JSITZLO,O,O,O,O,O,O,O,X,X,X,X,X
JSITZOL,O,O,O,O,X,O,O,X,X,X,X,X
JSITOLZ,X,X,X,O,X,X,O,X,X,X,X,X
JSITOZL,O,O,X,O,X,O,O,X,X,X,X,X
JSILTZO,X,O,O,O,O,O,O,O,X,X,X,X
JSILTOZ,X,O,X,O,O,O,X,O,X,X,X,O
JSILZTO,X,O,O,O,O,O,X,X,X,X,X,X
JSILZOT,X,O,X,O,X,O,X,X,X,X,X,X
JSILOTZ,X,O,X,O,O,X,X,X,X,X,X,X
JSILOZT,X,O,X,O,X,X,X,X,X,X,X,X
JSIZTLO,O,O,O,O,O,O,O,X,X,X,X,X
JSIZTOL,O,O,O,O,X,O,O,X,X,X,X,X
JSIZLTO,O,O,O,X,X,O,O,X,X,X,X,X
JSIZLOT,X,O,X,X,X,O,X,X,X,X,X,X
JSIZOTL,X,O,O,O,X,O,X,X,X,X,X,X
JSIZOLT,X,O,X,X,X,O,X,X,X,X,X,X
JSIOTLZ,X,X,X,O,X,X,O,X,X,X,X,X
JSIOTZL,X,O,X,O,X,X,O,X,X,X,X,X
JSIOLTZ,X,X,X,O,X,X,O,X,X,X,X,X
JSIOLZT,X,X,X,O,X,X,X,X,X,X,X,X
JSIOZTL,X,O,X,O,X,X,O,X,X,X,X,X
JSIOZLT,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIZO,X,O,O,O,O,O,O,O,X,X,X,X
JSLTIOZ,X,O,X,O,O,O,X,O,X,X,X,O
JSLTZIO,X,O,O,O,O,O,O,O,X,X,O,X
JSLTZOI,X,O,O,O,O,O,O,O,O,O,O,O
JSLTOIZ,X,O,X,O,O,O,O,O,O,O,X,O
JSLTOZI,X,O,X,O,O,O,O,O,O,O,X,O
JSLITZO,X,O,O,O,O,O,O,O,X,X,X,X
JSLITOZ,X,O,X,O,O,O,X,O,X,X,X,O
JSLIZTO,X,O,O,O,O,O,X,X,X,X,X,X
JSLIZOT,X,O,X,O,X,O,X,X,X,X,X,X
JSLIOTZ,X,O,X,O,O,X,X,X,X,X,X,X
JSLIOZT,X,O,X,O,X,X,X,X,X,X,X,X
JSLZTIO,X,O,O,O,O,O,X,O,X,X,O,X
JSLZTOI,X,O,O,O,O,O,X,O,O,O,O,O
JSLZITO,X,O,O,O,O,O,X,X,X,X,O,X
JSLZIOT,X,O,X,O,X,O,X,X,X,X,O,X
JSLZOTI,X,O,X,O,X,O,X,X,O,O,O,X
JSLZOIT,X,O,X,O,X,O,X,X,O,O,O,X
JSLOTIZ,X,O,X,O,O,X,O,O,O,O,X,O
JSLOTZI,X,O,X,O,O,X,O,O,O,O,X,O
JSLOITZ,X,O,X,O,O,X,O,O,O,O,X,X
JSLOIZT,X,O,X,O,X,X,X,X,O,O,X,X
JSLOZTI,X,O,X,O,X,X,X,O,O,O,X,X
JSLOZIT,X,O,X,O,X,X,X,X,O,O,X,X
JSZTILO,O,O,O,O,X,O,O,X,X,X,O,X
JSZTIOL,O,O,O,O,X,O,O,X,X,X,O,X
JSZTLIO,O,O,O,O,X,O,O,O,X,X,O,X
JSZTLOI,O,O,O,O,X,O,O,O,O,O,O,O
JSZTOIL,O,O,O,O,X,O,O,X,X,X,O,X
JSZTOLI,O,O,O,O,X,O,O,X,X,X,O,X
JSZITLO,O,O,O,O,X,O,O,X,X,X,O,X
JSZITOL,O,O,O,O,X,O,O,X,X,X,O,X
JSZILTO,O,O,O,X,X,O,O,X,X,X,O,X
JSZILOT,X,O,X,X,X,O,X,X,X,X,O,X
JSZIOTL,X,O,O,O,X,O,X,X,X,X,O,X
JSZIOLT,X,O,X,X,X,O,X,X,X,X,O,X
JSZLTIO,O,O,O,O,X,O,O,O,X,X,O,X
JSZLTOI,O,O,O,O,X,O,O,O,O,O,O,O
JSZLITO,O,O,O,O,X,O,O,X,X,X,O,X
JSZLIOT,X,O,X,O,X,O,X,X,X,X,O,X
JSZLOTI,X,O,X,O,X,O,O,X,O,O,O,X
JSZLOIT,X,O,X,O,X,O,O,X,O,O,O,X
JSZOTIL,X,O,O,O,X,O,O,X,X,X,O,X
JSZOTLI,X,O,O,O,X,O,O,X,X,X,O,X
JSZOITL,X,O,O,O,X,O,O,X,X,X,O,X
JSZOILT,X,O,X,X,X,O,O,X,X,X,O,X
JSZOLTI,X,O,X,O,X,O,O,X,O,O,O,X
JSZOLIT,X,O,X,O,X,O,O,X,O,O,O,X
JSOTILZ,X,X,X,O,X,X,O,O,X,X,X,X
JSOTIZL,X,O,X,O,X,X,O,X,X,X,X,X
JSOTLIZ,X,O,X,O,X,X,O,O,X,X,X,O
JSOTLZI,X,O,X,O,X,X,O,O,X,X,X,O
JSOTZIL,X,O,X,O,X,X,O,X,X,X,X,X
JSOTZLI,X,O,X,O,X,X,O,O,X,X,X,X
JSOITLZ,X,X,X,O,X,X,O,O,X,X,X,X
JSOITZL,X,O,X,O,X,X,O,X,X,X,X,X
JSOILTZ,X,X,X,O,X,X,O,O,X,X,X,X
JSOILZT,X,X,X,O,X,X,X,X,X,X,X,X
JSOIZTL,X,O,X,O,X,X,O,X,X,X,X,X
JSOIZLT,X,X,X,X,X,X,O,X,X,X,X,X
JSOLTIZ,X,O,X,O,X,X,O,O,O,O,X,O
JSOLTZI,X,O,X,O,X,X,O,O,O,O,X,O
JSOLITZ,X,O,X,O,X,X,O,O,O,O,X,X
JSOLIZT,X,O,X,O,X,X,X,X,O,O,X,X
JSOLZTI,X,O,X,O,X,X,X,O,O,O,X,X
JSOLZIT,X,O,X,O,X,X,X,X,O,O,X,X
JSOZTIL,X,O,X,O,X,X,O,X,X,X,X,X
JSOZTLI,X,O,X,O,X,X,O,O,X,X,X,X
JSOZITL,X,O,X,O,X,X,O,X,X,X,X,X
JSOZILT,X,O,X,X,X,X,O,X,X,X,X,X
JSOZLTI,X,O,X,O,X,X,O,O,O,O,X,X
JSOZLIT,X,O,X,O,X,X,O,X,O,O,X,X
JZTILSO,O,X,O,O,X,X,O,O,X,X,O,X
JZTILOS,O,O,O,X,X,O,O,X,X,O,O,X
JZTISLO,O,O,O,O,X,O,O,X,X,X,O,X
JZTISOL,O,O,O,O,X,O,O,X,X,X,O,X
JZTIOLS,O,O,O,X,X,O,O,X,X,X,O,X
JZTIOSL,O,O,O,O,X,O,O,X,X,X,O,X
JZTLISO,O,X,O,O,X,X,O,O,X,X,O,X
JZTLIOS,O,O,O,X,X,O,O,X,X,O,O,X
JZTLSIO,O,O,O,O,X,O,O,O,X,X,O,X
JZTLSOI,O,O,O,O,X,O,O,O,X,O,O,O
JZTLOIS,O,O,O,X,X,O,O,X,X,O,O,O
JZTLOSI,O,O,O,X,X,O,O,X,X,O,O,O
JZTSILO,O,O,O,O,X,O,O,X,X,X,O,X
JZTSIOL,O,O,O,O,X,O,O,X,X,X,O,X
JZTSLIO,O,O,O,O,X,O,O,O,X,X,O,X
JZTSLOI,O,O,O,O,X,O,O,O,X,O,O,O
JZTSOIL,O,O,O,O,X,O,O,X,X,X,O,X
JZTSOLI,O,O,O,O,X,O,O,X,X,X,O,X
JZTOILS,O,O,O,X,X,O,O,X,X,X,O,X
JZTOISL,O,O,O,O,X,O,O,X,X,X,O,X
JZTOLIS,O,O,O,X,X,O,O,X,X,O,O,X
JZTOLSI,O,O,O,X,X,O,O,X,X,O,O,X
JZTOSIL,O,O,O,O,X,O,O,X,X,X,O,X
JZTOSLI,O,O,O,O,X,O,O,X,X,X,O,X
JZITLSO,O,X,O,X,X,X,O,X,X,X,O,X
JZITLOS,O,O,O,X,X,O,O,X,X,O,O,X
JZITSLO,O,O,O,X,X,O,O,X,X,X,O,X
JZITSOL,O,O,O,X,X,O,O,X,X,X,O,X
JZITOLS,O,O,O,X,X,O,O,X,X,X,O,X
JZITOSL,O,O,O,X,X,O,O,X,X,X,O,X
JZILTSO,O,X,O,X,X,X,O,X,X,X,O,X
JZILTOS,O,X,O,X,X,X,O,X,X,O,O,X
JZILSTO,O,X,O,X,X,X,O,X,X,X,O,X
JZILSOT,X,X,X,X,X,X,X,X,X,X,O,X
JZILOTS,O,X,O,X,X,X,O,X,X,O,O,X
JZILOST,O,X,X,X,X,X,O,X,X,O,O,X
JZISTLO,O,O,O,X,X,O,O,X,X,X,O,X
JZISTOL,O,O,O,X,X,O,O,X,X,X,O,X
JZISLTO,O,O,O,X,X,O,O,X,X,X,O,X
JZISLOT,X,O,X,X,X,O,X,X,X,X,O,X
JZISOTL,X,O,O,X,X,O,X,X,X,X,O,X
JZISOLT,X,O,X,X,X,O,X,X,X,X,O,X
JZIOTLS,O,O,O,X,X,O,O,X,X,X,O,X
JZIOTSL,O,O,O,X,X,O,O,X,X,X,O,X
JZIOLTS,O,X,O,X,X,X,O,X,X,O,O,X
JZIOLST,O,X,X,X,X,X,O,X,X,O,O,X
JZIOSTL,O,O,O,X,X,O,O,X,X,X,O,X
JZIOSLT,O,O,X,X,X,O,O,X,X,X,O,X
JZLTISO,O,X,O,X,X,X,O,O,X,X,O,X
JZLTIOS,O,O,O,X,X,O,O,X,X,O,O,X
JZLTSIO,O,O,O,X,X,O,O,O,X,X,O,X
JZLTSOI,O,O,O,X,X,O,O,O,X,O,O,O
JZLTOIS,O,O,O,X,X,O,O,X,X,O,O,O
JZLTOSI,O,O,O,X,X,O,O,X,X,O,O,O
JZLITSO,O,X,O,X,X,X,O,X,X,X,O,X
JZLITOS,O,X,O,X,X,X,O,X,X,O,O,X
JZLISTO,O,X,O,X,X,X,O,X,X,X,O,X
JZLISOT,X,X,X,X,X,X,X,X,X,X,O,X
JZLIOTS,O,X,O,X,X,X,O,X,X,O,O,X
JZLIOST,O,X,X,X,X,X,O,X,X,O,O,X
JZLSTIO,O,O,O,X,X,O,O,O,X,X,O,X
JZLSTOI,O,O,O,X,X,O,O,O,X,O,O,O
JZLSITO,O,O,O,X,X,X,O,X,X,X,O,X
JZLSIOT,X,O,X,X,X,X,X,X,X,X,O,X
JZLSOTI,X,O,X,X,X,O,O,X,X,O,O,X
JZLSOIT,X,O,X,X,X,X,O,X,X,O,O,X
JZLOTIS,O,O,O,X,X,O,O,X,X,O,O,X
JZLOTSI,O,O,O,X,X,O,O,X,X,O,O,X
JZLOITS,O,X,O,X,X,X,O,X,X,O,O,X
JZLOIST,O,X,X,X,X,X,O,X,X,O,O,X
JZLOSTI,O,O,X,X,X,O,O,X,X,O,O,X
JZLOSIT,O,O,X,X,X,X,O,X,X,O,O,X
JZSTILO,O,O,O,O,X,O,O,X,X,X,O,X
JZSTIOL,O,O,O,O,X,O,O,X,X,X,O,X
JZSTLIO,O,O,O,O,X,O,O,O,X,X,O,X
JZSTLOI,O,O,O,O,X,O,O,O,X,O,O,O
JZSTOIL,O,O,O,O,X,O,O,X,X,X,O,X
JZSTOLI,O,O,O,O,X,O,O,X,X,X,O,X
JZSITLO,O,O,O,O,X,O,O,X,X,X,O,X
JZSITOL,O,O,O,O,X,O,O,X,X,X,O,X
JZSILTO,O,O,O,X,X,O,O,X,X,X,O,X
JZSILOT,X,O,X,X,X,O,X,X,X,X,O,X
JZSIOTL,X,O,O,O,X,O,X,X,X,X,O,X
JZSIOLT,X,O,X,X,X,O,X,X,X,X,O,X
JZSLTIO,O,O,O,O,X,O,O,O,X,X,O,X
JZSLTOI,O,O,O,O,X,O,O,O,X,O,O,O
JZSLITO,O,O,O,O,X,O,O,X,X,X,O,X
JZSLIOT,X,O,X,O,X,O,X,X,X,X,O,X
JZSLOTI,X,O,X,O,X,O,O,X,X,O,O,X
JZSLOIT,X,O,X,O,X,O,O,X,X,O,O,X
JZSOTIL,X,O,O,O,X,O,O,X,X,X,O,X
JZSOTLI,X,O,O,O,X,O,O,X,X,X,O,X
JZSOITL,X,O,O,O,X,O,O,X,X,X,O,X
JZSOILT,X,O,X,X,X,O,O,X,X,X,O,X
JZSOLTI,X,O,X,O,X,O,O,X,X,O,O,X
JZSOLIT,X,O,X,O,X,O,O,X,X,O,O,X
JZOTILS,O,O,O,O,X,O,O,X,X,X,O,X
JZOTISL,O,O,O,O,X,O,O,X,X,X,O,X
JZOTLIS,O,O,O,O,X,O,O,X,X,O,O,X
JZOTLSI,O,O,O,O,X,O,O,X,X,O,O,X
JZOTSIL,O,O,O,O,X,O,O,X,X,X,O,X
JZOTSLI,O,O,O,O,X,O,O,X,X,X,O,X
JZOITLS,O,O,O,X,X,O,O,X,X,X,O,X
JZOITSL,O,O,O,X,X,O,O,X,X,X,O,X
JZOILTS,O,X,O,X,X,X,O,X,X,O,O,X
JZOILST,O,X,X,X,X,X,O,X,X,O,O,X
JZOISTL,O,O,O,X,X,O,O,X,X,X,O,X
JZOISLT,O,O,X,X,X,O,O,X,X,X,O,X
JZOLTIS,O,O,O,X,X,O,O,X,X,O,O,X
JZOLTSI,O,O,O,X,X,O,O,X,X,O,O,X
JZOLITS,O,X,O,X,X,X,O,X,X,O,O,X
JZOLIST,O,X,X,X,X,X,O,X,X,O,O,X
JZOLSTI,O,O,X,X,X,O,O,X,X,O,O,X
JZOLSIT,O,O,X,X,X,X,O,X,X,O,O,X
JZOSTIL,O,O,O,O,X,O,O,X,X,X,O,X
JZOSTLI,O,O,O,O,X,O,O,X,X,X,O,X
JZOSITL,O,O,O,O,X,O,O,X,X,X,O,X
JZOSILT,O,O,X,X,X,O,O,X,X,X,O,X
JZOSLTI,O,O,X,O,X,O,O,X,X,O,O,X
JZOSLIT,O,O,X,O,X,O,O,X,X,O,O,X
JOTILSZ,O,X,X,X,X,X,O,O,X,X,X,X
JOTILZS,O,X,O,X,X,X,O,O,X,X,X,X
JOTISLZ,O,X,X,O,X,X,O,O,X,X,X,X
JOTISZL,O,X,X,O,X,X,O,X,X,X,X,X
JOTIZLS,O,O,O,O,X,X,O,O,X,X,X,X
JOTIZSL,O,O,O,O,X,X,O,X,X,X,X,X
JOTLISZ,O,X,X,X,X,X,O,O,X,O,X,O
JOTLIZS,O,X,O,X,X,X,O,O,X,O,X,O
JOTLSIZ,O,X,X,O,X,X,O,O,X,O,X,O
JOTLSZI,O,X,X,O,X,X,O,O,X,O,X,O
JOTLZIS,O,X,O,O,X,X,O,O,X,O,X,O
JOTLZSI,O,X,O,O,X,X,O,O,X,O,X,O
JOTSILZ,O,X,X,O,X,X,O,O,X,X,X,X
JOTSIZL,O,O,X,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,O,O,X,X,X,O
JOTSLZI,O,O,X,O,X,X,O,O,X,X,X,O
JOTSZIL,O,O,X,O,X,X,O,X,X,X,X,X
JOTSZLI,O,O,X,O,X,X,O,O,X,X,X,X
JOTZILS,O,O,O,O,X,X,O,O,X,X,X,X
JOTZISL,O,O,O,O,X,X,O,X,X,X,X,X
JOTZLIS,O,O,O,O,X,X,O,O,X,O,X,X
JOTZLSI,O,O,O,O,X,X,O,O,X,O,X,X
JOTZSIL,O,O,O,O,X,X,O,X,X,X,X,X
JOTZSLI,O,O,O,O,X,X,O,O,X,X,X,X
JOITLSZ,O,X,X,X,X,X,O,O,X,X,X,X
JOITLZS,O,X,O,X,X,X,O,O,X,X,X,X
JOITSLZ,O,X,X,O,X,X,O,O,X,X,X,X
JOITSZL,O,X,X,O,X,X,O,X,X,X,X,X
JOITZLS,O,X,O,O,X,X,O,O,X,X,X,X
JOITZSL,O,X,O,O,X,X,O,X,X,X,X,X
JOILTSZ,O,X,X,X,X,X,O,O,X,O,X,X
JOILTZS,O,X,O,X,X,X,O,O,X,O,X,X
JOILSTZ,X,X,X,X,X,X,O,O,X,O,X,X
JOILSZT,X,X,X,X,X,X,X,X,X,O,X,X
JOILZTS,O,X,O,X,X,X,O,X,X,O,X,X
JOILZST,O,X,X,X,X,X,O,X,X,O,X,X
JOISTLZ,O,X,X,O,X,X,O,O,X,X,X,X
JOISTZL,O,X,X,O,X,X,O,X,X,X,X,X
JOISLTZ,X,X,X,O,X,X,O,O,X,X,X,X
JOISLZT,X,X,X,O,X,X,X,X,X,X,X,X
JOISZTL,O,X,X,O,X,X,O,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,O,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,O,X,X,X,X,X
JOIZTSL,O,X,O,X,X,X,O,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,O,X,X,O,X,X
JOIZLST,O,X,X,X,X,X,O,X,X,O,X,X
JOIZSTL,O,X,O,X,X,X,O,X,X,X,X,X
JOIZSLT,O,X,X,X,X,X,O,X,X,X,X,X
JOLTISZ,O,X,X,X,X,X,O,O,O,O,X,O
JOLTIZS,O,X,O,X,X,X,O,O,X,O,X,O
JOLTSIZ,O,X,X,O,X,X,O,O,O,O,X,O
JOLTSZI,O,X,X,O,X,X,O,O,O,O,X,O
JOLTZIS,O,X,O,O,X,X,O,O,X,O,X,O
JOLTZSI,O,X,O,O,X,X,O,O,X,O,X,O
JOLITSZ,O,X,X,X,X,X,O,O,O,O,X,X
JOLITZS,O,X,O,X,X,X,O,O,X,O,X,X
JOLISTZ,X,X,X,X,X,X,O,O,O,O,X,X
JOLISZT,X,X,X,X,X,X,X,X,O,O,X,X
JOLIZTS,O,X,O,X,X,X,O,X,X,O,X,X
JOLIZST,O,X,X,X,X,X,O,X,X,O,X,X
JOLSTIZ,O,X,X,O,X,X,O,O,O,O,X,O
JOLSTZI,O,X,X,O,X,X,O,O,O,O,X,O
JOLSITZ,X,X,X,O,X,X,O,O,O,O,X,X
JOLSIZT,X,X,X,O,X,X,X,X,O,O,X,X
JOLSZTI,O,X,X,O,X,X,X,O,O,O,X,X
JOLSZIT,O,X,X,O,X,X,X,X,O,O,X,X
JOLZTIS,O,X,O,X,X,X,O,O,X,O,X,X
JOLZTSI,O,X,O,X,X,X,O,O,X,O,X,X
JOLZITS,O,X,O,X,X,X,O,X,X,O,X,X
JOLZIST,O,X,X,X,X,X,O,X,X,O,X,X
JOLZSTI,O,X,X,X,X,X,O,O,X,O,X,X
JOLZSIT,O,X,X,X,X,X,O,X,X,O,X,X
JOSTILZ,O,X,X,O,X,X,O,O,X,X,X,X
JOSTIZL,O,O,X,O,X,X,O,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,O,O,X,X,X,O
JOSTLZI,O,O,X,O,X,X,O,O,X,X,X,O
JOSTZIL,O,O,X,O,X,X,O,X,X,X,X,X
JOSTZLI,O,O,X,O,X,X,O,O,X,X,X,X
JOSITLZ,O,X,X,O,X,X,O,O,X,X,X,X
JOSITZL,O,O,X,O,X,X,O,X,X,X,X,X
JOSILTZ,X,X,X,O,X,X,O,O,X,X,X,X
JOSILZT,X,X,X,O,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,O,X,X,X,X,X
JOSIZLT,O,X,X,X,X,X,O,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,O,O,O,O,X,O
JOSLTZI,O,O,X,O,X,X,O,O,O,O,X,O
JOSLITZ,X,O,X,O,X,X,O,O,O,O,X,X
JOSLIZT,X,O,X,O,X,X,X,X,O,O,X,X
JOSLZTI,O,O,X,O,X,X,X,O,O,O,X,X
JOSLZIT,O,O,X,O,X,X,X,X,O,O,X,X
JOSZTIL,O,O,X,O,X,X,O,X,X,X,X,X
JOSZTLI,O,O,X,O,X,X,O,O,X,X,X,X
JOSZITL,O,O,X,O,X,X,O,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,O,X,X,X,X,X
JOSZLTI,O,O,X,O,X,X,O,O,O,O,X,X
JOSZLIT,O,O,X,O,X,X,O,X,O,O,X,X
JOZTILS,O,O,O,O,X,X,O,O,X,X,X,X
JOZTISL,O,O,O,O,X,X,O,X,X,X,X,X
JOZTLIS,O,O,O,O,X,X,O,O,X,O,X,X
JOZTLSI,O,O,O,O,X,X,O,O,X,O,X,X
JOZTSIL,O,O,O,O,X,X,O,X,X,X,X,X
JOZTSLI,O,O,O,O,X,X,O,O,X,X,X,X
JOZITLS,O,O,O,X,X,X,O,X,X,X,X,X
JOZITSL,O,O,O,X,X,X,O,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,O,X,X,O,X,X
JOZILST,O,X,X,X,X,X,O,X,X,O,X,X
JOZISTL,O,O,O,X,X,X,O,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,O,X,X,X,X,X
JOZLTIS,O,O,O,X,X,X,O,O,X,O,X,X
JOZLTSI,O,O,O,X,X,X,O,O,X,O,X,X
JOZLITS,O,X,O,X,X,X,O,X,X,O,X,X
JOZLIST,O,X,X,X,X,X,O,X,X,O,X,X
JOZLSTI,O,O,X,X,X,X,O,O,X,O,X,X
JOZLSIT,O,O,X,X,X,X,O,X,X,O,X,X
JOZSTIL,O,O,O,O,X,X,O,X,X,X,X,X
JOZSTLI,O,O,O,O,X,X,O,O,X,X,X,X
JOZSITL,O,O,O,O,X,X,O,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,O,X,X,X,X,X
JOZSLTI,O,O,X,O,X,X,O,O,X,O,X,X
JOZSLIT,O,O,X,O,X,X,O,X,X,O,X,X
STILJZO,O,O,X,O,O,O,X,O,X,X,X,X
STILJOZ,X,O,X,O,O,O,X,O,X,X,X,O
STILZJO,O,O,X,O,O,O,O,X,X,X,O,X
STILZOJ,O,O,O,O,O,O,O,X,O,X,X,X
STILOJZ,X,O,X,O,O,O,X,X,O,X,X,X
STILOZJ,X,O,X,O,O,O,X,X,O,X,X,X
STIJLZO,O,O,O,O,O,O,O,O,X,X,X,X
STIJLOZ,X,O,X,O,O,O,X,O,X,X,X,O
STIJZLO,O,O,O,O,O,O,O,X,X,X,X,X
STIJZOL,O,O,O,O,X,O,O,X,X,X,X,X
