sequence,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFOnB6oB/qBznB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8JeFCJvhFXjBxlBStBmlB0q?BzrB,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFKnBziB+oB/qB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8Je0AJvhFlhBziB+oB/qBxr?BywB,v115@9gB8HeB8HeB8HeC8DeC8Je3BJvhFziB+oB0lBVsBil?BRwB,v115@9gB8HeB8HeB8HeC8DeC8Je3AJvhF1mBxiBcsBToB2q?BSwB,v115@9gB8HeB8HeB8HeC8DeC8JeUBJvhFFiBTjBWtBxqByw?B/qB,v115@9gB8HeB8HeB8HeC8DeC8JeiAJvhFTjBGmBlqBxsBcs?B3rB,v115@9gB8HeB8HeB8HeC8DeC8JefIJvhF6oBTlBlmBmlBUn?BRwB,v115@9gB8HeB8HeB8HeC8DeC8JeTAJvhFUjBxmBStBlqB3r?BmrB,v115@9gB8HeB8HeB8HeC8DeC8JeXBJvhFxiB2qBToBCsBFs?B0qB
JZTOLSI,O,X,O,X,X,O,X,X,X,X,X
JZTOSIL,O,X,X,X,O,O,X,X,X,X,X
JZTOSLI,O,X,O,X,X,O,X,X,X,X,X
JZITLSO,X,O,X,X,O,X,X,X,X,X,X
JZITLOS,X,X,X,X,O,X,X,X,X,X,X
JZITSLO,X,X,X,O,O,X,X,X,X,X,X
JZITSOL,X,X,X,O,O,X,X,X,X,X,X
JZITOLS,X,X,X,X,O,X,X,X,X,X,X
JZITOSL,X,X,X,O,O,X,X,X,X,X,X
JZILTSO,X,O,X,X,O,X,O,X,X,X,X
JZILTOS,X,X,X,X,O,X,O,X,X,X,X
JZILSTO,O,O,O,X,X,X,O,X,X,X,X
JZILSOT,O,X,O,X,X,X,O,X,X,X,X
JZILOTS,X,X,X,X,X,X,O,X,X,X,X
JZILOST,X,X,O,X,X,X,O,X,X,X,X
JZISTLO,O,X,O,O,O,X,X,X,X,X,X
JZISTOL,O,X,X,O,O,X,X,X,X,X,X
JZISLTO,O,X,O,O,X,X,X,X,X,X,X
JZISLOT,O,X,O,O,X,X,X,X,X,X,X
JZISOTL,O,X,X,O,X,X,X,X,X,X,X
JZISOLT,O,X,O,O,X,X,X,X,X,X,X
JZIOTLS,X,X,X,X,O,X,X,X,X,X,X
JZIOTSL,X,X,X,O,O,X,X,X,X,X,X
JZIOLTS,X,X,X,X,X,X,O,X,X,X,X
JZIOLST,O,X,O,X,X,X,O,X,X,X,X
JZIOSTL,O,X,X,O,X,X,X,X,X,X,X
JZIOSLT,O,X,O,O,X,X,X,X,X,X,X
JZLTISO,X,X,X,X,X,X,O,X,X,X,X
JZLTIOS,X,X,X,X,X,X,O,X,X,X,X
JZLTSIO,O,X,O,X,X,X,X,X,X,X,X
JZLTSOI,X,X,O,X,X,O,X,X,X,X,X
JZLTOIS,X,X,X,X,X,O,O,X,X,X,X
JZLTOSI,X,X,O,X,X,O,X,X,X,X,X
JZLITSO,X,O,X,X,X,X,O,X,X,X,X
JZLITOS,X,X,X,X,X,X,O,X,X,X,X
JZLISTO,O,O,O,X,X,X,O,X,X,X,X
JZLISOT,O,X,O,X,X,X,O,X,X,X,X
JZLIOTS,X,X,X,X,X,X,O,X,X,X,X
JZLIOST,X,X,O,X,X,X,O,X,X,X,X
JZLSTIO,O,O,O,X,X,X,X,X,X,X,X
JZLSTOI,X,X,O,X,X,X,X,X,X,X,X
JZLSITO,O,O,O,X,X,X,X,X,X,X,X
JZLSIOT,O,X,O,X,X,X,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X,X,X,X,O
JZLSOIT,O,O,O,X,X,X,X,X,X,X,X
JZLOTIS,X,O,X,X,X,O,O,X,X,X,O
JZLOTSI,O,O,O,X,X,O,X,X,X,X,O
JZLOITS,X,O,X,X,X,O,O,X,X,X,X
JZLOIST,O,O,O,X,X,X,O,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X,X,X,X,X
JZLOSIT,O,O,O,X,X,X,X,X,X,X,X
JZSTILO,O,X,O,O,X,X,X,X,X,X,X
JZSTIOL,O,X,X,O,X,X,X,X,X,X,X
JZSTLIO,O,X,O,O,X,X,X,X,X,X,X
JZSTLOI,X,X,O,O,X,X,X,X,X,X,X
JZSTOIL,O,X,X,O,X,X,X,X,X,X,X
JZSTOLI,O,X,O,O,X,X,X,X,X,X,X
JZSITLO,O,X,O,O,X,X,X,X,X,X,X
JZSITOL,O,X,X,O,X,X,X,X,X,X,X
JZSILTO,O,X,O,O,X,X,X,X,X,X,X
JZSILOT,O,X,O,O,X,X,X,X,X,X,X
JZSIOTL,O,X,X,O,X,X,X,X,X,X,X
JZSIOLT,O,X,O,O,X,X,X,X,X,X,X
JZSLTIO,O,X,O,O,X,X,X,X,X,X,X
JZSLTOI,X,X,O,O,X,X,X,X,X,X,X
JZSLITO,O,X,O,O,X,X,X,X,X,X,X
JZSLIOT,O,X,O,O,X,X,X,X,X,X,X
JZSLOTI,O,X,O,O,X,X,X,X,X,X,O
JZSLOIT,O,X,O,O,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,X,X,X,X,X,X,X
JZSOTLI,O,X,O,O,X,X,X,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X
JZSOILT,O,X,O,O,X,X,X,X,X,X,X
JZSOLTI,O,X,O,O,X,X,X,X,X,X,O
JZSOLIT,O,X,O,O,X,X,X,X,X,X,X
JZOTILS,X,O,X,X,O,O,X,X,X,X,X
JZOTISL,X,X,X,X,O,O,X,X,X,X,X
JZOTLIS,X,O,X,X,X,O,O,X,X,X,X
JZOTLSI,O,O,O,X,X,O,X,X,X,X,X
JZOTSIL,O,X,X,X,O,O,X,X,X,X,X
JZOTSLI,O,X,O,X,X,O,X,X,X,X,X
JZOITLS,X,O,X,X,O,O,X,X,X,X,X
JZOITSL,X,X,X,O,O,O,X,X,X,X,X
JZOILTS,X,O,X,X,X,O,O,X,X,X,X
JZOILST,O,O,O,X,X,X,O,X,X,X,X
JZOISTL,O,X,X,O,X,X,X,X,X,X,X
JZOISLT,O,X,O,O,X,X,X,X,X,X,X
JZOLTIS,X,O,X,X,X,O,O,X,X,X,O
JZOLTSI,O,O,O,X,X,O,X,X,X,X,O
JZOLITS,X,O,X,X,X,O,O,X,X,X,X
JZOLIST,O,O,O,X,X,X,O,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,O,X,X,X,X,X,X,X
JZOSTLI,O,X,O,O,X,X,X,X,X,X,X
JZOSITL,O,X,X,O,X,X,X,X,X,X,X
JZOSILT,O,X,O,O,X,X,X,X,X,X,X
JZOSLTI,O,X,O,O,X,X,X,X,X,X,O
JZOSLIT,O,X,O,O,X,X,X,X,X,X,X
JOTILSZ,X,O,X,O,O,X,O,X,X,X,X
JOTILZS,X,X,X,X,O,X,O,X,X,X,X
JOTISLZ,X,X,X,O,O,X,X,X,X,X,X
JOTISZL,X,X,X,O,O,X,X,X,X,X,X
JOTIZLS,X,X,X,X,O,X,X,X,X,X,X
JOTIZSL,X,X,X,O,O,X,X,X,X,X,X
JOTLISZ,X,O,X,X,O,X,O,X,X,X,O
JOTLIZS,X,X,X,X,O,X,O,X,X,X,O
JOTLSIZ,O,O,O,X,O,X,O,X,X,X,O
JOTLSZI,O,O,O,X,X,X,X,X,X,X,O
JOTLZIS,X,O,X,X,X,X,O,X,X,X,O
JOTLZSI,O,O,O,X,X,X,X,X,X,X,O
JOTSILZ,O,X,X,O,O,X,X,X,X,X,X
JOTSIZL,X,X,X,O,O,X,X,X,X,X,X
JOTSLIZ,O,X,O,X,O,X,O,X,X,X,O
JOTSLZI,O,X,O,X,X,X,X,X,X,X,O
JOTSZIL,O,X,X,O,O,X,X,X,X,X,X
JOTSZLI,O,X,O,O,X,X,X,X,X,X,X
JOTZILS,X,O,X,X,O,X,X,X,X,X,X
JOTZISL,X,X,X,X,O,X,X,X,X,X,X
JOTZLIS,X,O,X,X,X,X,O,X,X,X,X
JOTZLSI,O,O,O,X,X,X,X,X,X,X,X
JOTZSIL,O,X,X,X,O,X,X,X,X,X,X
JOTZSLI,O,X,O,X,X,X,X,X,X,X,X
JOITLSZ,X,O,X,O,O,X,O,X,X,X,X
JOITLZS,X,X,X,X,O,X,O,X,X,X,X
JOITSLZ,X,X,X,O,O,X,X,X,X,X,X
JOITSZL,X,X,X,O,O,X,X,X,X,X,X
JOITZLS,X,X,X,X,O,X,X,X,X,X,X
JOITZSL,X,X,X,O,O,X,X,X,X,X,X
JOILTSZ,X,O,X,O,O,X,O,X,X,X,O
JOILTZS,X,X,X,X,O,X,O,X,X,X,O
JOILSTZ,O,O,O,O,X,X,O,X,X,X,X
JOILSZT,O,X,O,O,X,X,O,X,X,X,X
JOILZTS,X,X,X,X,X,X,O,X,X,X,X
JOILZST,O,X,O,X,X,X,O,X,X,X,X
JOISTLZ,O,X,X,O,O,X,X,X,X,X,X
JOISTZL,X,X,X,O,O,X,X,X,X,X,X
JOISLTZ,O,X,O,O,X,X,O,X,X,X,O
JOISLZT,O,X,O,O,X,X,O,X,X,X,X
JOISZTL,O,X,X,O,X,X,X,X,X,X,X
JOISZLT,O,X,O,O,X,X,X,X,X,X,X
JOIZTLS,X,X,X,X,O,O,X,X,X,X,X
JOIZTSL,X,X,X,O,O,O,X,X,X,X,X
JOIZLTS,X,X,X,X,X,O,O,X,X,X,X
JOIZLST,O,X,O,X,X,X,O,X,X,X,X
JOIZSTL,O,X,X,O,X,X,X,X,X,X,X
JOIZSLT,O,X,O,O,X,X,X,X,X,X,X
JOLTISZ,X,O,X,X,O,X,O,X,X,X,O
JOLTIZS,X,X,X,X,O,X,O,X,X,X,O
JOLTSIZ,O,O,O,X,O,X,O,X,X,X,O
JOLTSZI,O,O,O,X,X,O,X,X,X,X,O
JOLTZIS,X,O,X,X,X,O,O,X,X,X,O
JOLTZSI,O,O,O,X,X,O,X,X,X,X,O
JOLITSZ,X,O,X,O,O,X,O,X,X,X,O
JOLITZS,X,X,X,X,O,X,O,X,X,X,O
JOLISTZ,O,O,O,O,X,X,O,X,X,X,X
JOLISZT,O,X,O,O,X,X,O,X,X,X,X
JOLIZTS,X,X,X,X,X,X,O,X,X,X,X
JOLIZST,O,X,O,X,X,X,O,X,X,X,X
JOLSTIZ,O,O,O,X,X,X,O,X,X,X,O
JOLSTZI,O,O,O,X,X,X,X,X,X,X,O
JOLSITZ,O,O,O,O,X,X,O,X,O,X,O
JOLSIZT,O,X,O,O,X,X,O,X,X,X,X
JOLSZTI,O,O,O,O,X,X,X,X,X,X,O
JOLSZIT,O,O,O,O,X,X,X,X,X,X,X
JOLZTIS,X,O,X,X,X,O,O,X,X,X,O
JOLZTSI,O,O,O,X,X,O,X,X,X,X,O
JOLZITS,X,O,X,X,X,O,O,X,X,X,X
JOLZIST,O,O,O,X,X,X,O,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X,X,X,X,X
JOLZSIT,O,O,O,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,O,O,X,X,X,X,X,X
JOSTIZL,X,X,X,O,O,X,X,X,X,X,X
JOSTLIZ,O,X,O,X,O,X,O,X,X,X,O
JOSTLZI,O,X,O,X,X,X,X,X,X,X,O
JOSTZIL,O,X,X,O,O,X,X,X,X,X,X
JOSTZLI,O,X,O,O,X,X,X,X,X,X,X
JOSITLZ,O,X,X,O,O,X,X,X,O,X,X
JOSITZL,X,X,X,O,O,X,X,X,X,X,X
JOSILTZ,O,X,O,O,X,X,O,X,O,X,O
JOSILZT,O,X,O,O,X,X,O,X,X,X,X
JOSIZTL,O,X,X,O,X,X,X,X,X,X,X
JOSIZLT,O,X,O,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,X,X,O,X,X,X,O
JOSLTZI,O,X,O,X,X,X,X,X,X,X,O
JOSLITZ,O,X,O,O,X,X,O,X,O,X,O
JOSLIZT,O,X,O,O,X,X,O,X,X,X,X
JOSLZTI,O,X,O,O,X,X,X,X,X,X,O
JOSLZIT,O,X,O,O,X,X,X,X,X,X,X
JOSZTIL,O,X,X,O,X,X,X,X,X,X,X
JOSZTLI,O,X,O,O,X,X,X,X,X,X,X
JOSZITL,O,X,X,O,X,X,X,X,X,X,X
JOSZILT,O,X,O,O,X,X,X,X,X,X,X
JOSZLTI,O,X,O,O,X,X,X,X,X,X,O
JOSZLIT,O,X,O,O,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,O,O,X,X,X,X,X
JOZTISL,X,X,X,X,O,O,X,X,X,X,X
JOZTLIS,X,O,X,X,X,O,O,X,X,X,X
JOZTLSI,O,O,O,X,X,O,X,X,X,X,X
JOZTSIL,O,X,X,X,O,O,X,X,X,X,X
JOZTSLI,O,X,O,X,X,O,X,X,X,X,X
JOZITLS,X,O,X,X,O,O,X,X,X,X,X
JOZITSL,X,X,X,O,O,O,X,X,X,X,X
JOZILTS,X,O,X,X,X,O,O,X,X,X,X
JOZILST,O,O,O,X,X,X,O,X,X,X,X
JOZISTL,O,X,X,O,X,X,X,X,X,X,X
JOZISLT,O,X,O,O,X,X,X,X,X,X,X
JOZLTIS,X,O,X,X,X,O,O,X,X,X,O
JOZLTSI,O,O,O,X,X,O,X,X,X,X,O
JOZLITS,X,O,X,X,X,O,O,X,X,X,X
JOZLIST,O,O,O,X,X,X,O,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,O,X,X,X,X,X,X,X
JOZSTLI,O,X,O,O,X,X,X,X,X,X,X
JOZSITL,O,X,X,O,X,X,X,X,X,X,X
JOZSILT,O,X,O,O,X,X,X,X,X,X,X
JOZSLTI,O,X,O,O,X,X,X,X,X,X,O
JOZSLIT,O,X,O,O,X,X,X,X,X,X,X
STILJZO,X,X,X,O,O,X,X,O,X,X,X
STILJOZ,X,X,O,O,O,X,X,O,O,X,X
STILZJO,O,X,X,O,O,X,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,O,O,X
STILOJZ,O,X,X,X,X,X,X,O,O,X,X
STILOZJ,X,X,X,X,X,X,X,X,O,O,X
STIJLZO,X,X,X,O,O,X,X,O,X,X,X
STIJLOZ,X,X,O,O,O,X,X,O,O,X,X
STIJZLO,X,X,O,O,O,X,X,O,X,X,X
STIJZOL,X,X,X,O,O,X,X,O,X,O,X
STIJOLZ,X,X,X,O,O,X,X,O,O,X,X
STIJOZL,X,X,X,O,O,X,X,O,X,O,X
STIZLJO,O,X,O,O,O,X,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,X,O,O,X
STIZJLO,O,X,O,O,O,X,X,X,X,X,X
STIZJOL,O,X,X,O,O,X,X,X,X,O,X
STIZOLJ,O,X,X,X,X,X,X,X,O,O,X
STIZOJL,O,X,X,O,O,X,X,X,X,O,X
STIOLJZ,O,X,X,X,X,X,X,O,O,X,X
STIOLZJ,X,X,X,X,X,X,X,X,O,O,X
STIOJLZ,O,X,X,O,O,X,X,O,O,X,X
STIOJZL,X,X,X,O,O,X,X,O,X,O,X
STIOZLJ,X,X,X,X,X,X,X,X,O,O,X
STIOZJL,X,X,X,O,O,X,X,X,X,O,X
STLIJZO,X,X,X,X,O,X,X,O,X,X,X
STLIJOZ,X,X,O,X,O,X,X,O,O,X,X
STLIZJO,O,X,X,X,O,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X,X,X,O,O,X
STLIOJZ,O,X,X,X,X,X,X,O,O,X,X
STLIOZJ,X,X,X,X,X,X,X,X,O,O,X
STLJIZO,X,X,X,X,O,X,X,O,X,X,X
STLJIOZ,X,X,O,X,O,X,X,O,X,X,X
STLJZIO,X,X,O,X,X,X,X,X,X,X,X
STLJZOI,X,X,O,X,X,X,X,X,X,X,X
STLJOIZ,X,X,O,X,O,X,X,X,X,X,X
STLJOZI,X,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,O,X,X,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,X,O,X,X,X,X,X,X,X,X
STLZJOI,X,X,O,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X,X,O,X,X
STLOIZJ,X,X,X,X,X,X,X,X,O,O,X
STLOJIZ,O,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,X,O,O,X,X,O,X,X,X
STJILOZ,X,X,O,O,O,X,X,O,X,X,X
STJIZLO,X,X,O,O,O,X,X,O,X,X,X
STJIZOL,X,X,X,O,O,X,X,O,X,O,X
STJIOLZ,X,X,X,O,O,X,X,O,X,X,X
STJIOZL,X,X,X,O,O,X,X,O,X,O,X
STJLIZO,X,X,X,X,O,X,X,O,X,X,X
STJLIOZ,X,X,O,X,O,X,X,O,X,X,X
STJLZIO,X,X,O,X,X,X,X,X,X,X,X
STJLZOI,X,X,O,X,X,X,X,X,X,X,X
STJLOIZ,X,X,O,X,O,X,X,X,X,X,X
STJLOZI,X,X,O,X,X,X,X,X,X,X,X
STJZILO,X,X,O,O,O,X,X,X,X,X,X
STJZIOL,X,X,X,O,O,X,X,X,X,X,X
STJZLIO,X,X,O,O,X,X,X,X,X,X,X
STJZLOI,X,X,O,O,X,X,X,X,X,X,X
STJZOIL,X,X,X,O,O,X,X,X,X,X,X
STJZOLI,X,X,O,O,X,X,X,X,X,X,X
STJOILZ,X,X,X,O,O,X,X,X,X,X,X
STJOIZL,X,X,X,O,O,X,X,X,X,O,X
STJOLIZ,X,X,O,X,O,X,X,X,X,X,X
STJOLZI,X,X,O,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,O,O,X,X,X,X,X,X
STJOZLI,X,X,O,O,X,X,X,X,X,X,X
STZILJO,O,X,O,O,O,X,X,X,X,X,X
STZILOJ,O,X,X,X,X,X,X,X,X,O,X
STZIJLO,O,X,O,O,O,X,X,X,X,X,X
STZIJOL,O,X,X,O,O,X,X,X,X,O,X
STZIOLJ,O,X,X,X,X,X,X,X,X,O,X
STZIOJL,O,X,X,O,O,X,X,X,X,O,X
STZLIJO,O,X,O,O,X,X,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,O,X,X,X,X,X,X,X
STZLJOI,X,X,O,O,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,O,O,O,X,X,X,X,X,X
STZJIOL,O,X,X,O,O,X,X,X,X,X,X
STZJLIO,O,X,O,O,X,X,X,X,X,X,X
STZJLOI,X,X,O,O,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,O,X,X,X,X,X,X
STZJOLI,O,X,O,O,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,X,X,X,X,X,O,X
STZOIJL,O,X,X,O,X,X,X,X,X,O,X
STZOLIJ,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,X,X,X,X
STZOJLI,O,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,O,X,X
STOILZJ,X,X,X,X,X,X,X,X,O,O,X
STOIJLZ,O,X,X,X,O,X,X,X,O,X,X
STOIJZL,X,X,X,X,O,X,X,X,X,O,X
STOIZLJ,X,X,X,X,X,X,X,X,O,O,X
STOIZJL,X,X,X,X,O,X,X,X,X,O,X
STOLIJZ,O,X,X,X,X,X,X,X,O,X,X
STOLIZJ,X,X,X,X,X,X,X,X,O,O,X
STOLJIZ,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,O,X,X,X,X,X,X
STOJIZL,X,X,X,X,O,X,X,X,X,O,X
STOJLIZ,O,X,X,X,O,X,X,X,X,X,X
STOJLZI,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,X,O,X,X,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,X,X,X,X,O,X
STOZIJL,O,X,X,X,X,X,X,X,X,O,X
STOZLIJ,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,X,O,O,X,X,O,X,X,X
SITLJOZ,X,X,O,O,O,X,X,O,O,X,X
SITLZJO,O,X,X,O,O,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X,X,X,O,O,X
SITLOJZ,O,X,X,X,X,X,X,O,O,X,X
SITLOZJ,X,X,X,X,X,X,X,X,O,O,X
SITJLZO,X,X,X,O,O,X,X,O,X,X,X
SITJLOZ,X,X,O,O,O,X,X,O,O,X,X
SITJZLO,X,X,O,O,O,X,X,O,X,X,X
SITJZOL,X,X,X,O,O,X,X,O,X,O,X
SITJOLZ,X,X,X,O,O,X,X,O,O,X,X
SITJOZL,X,X,X,O,O,X,X,O,X,O,X
SITZLJO,O,X,O,O,O,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X,X,O,O,X
SITZJLO,O,X,O,O,O,X,X,X,X,X,X
SITZJOL,O,X,X,O,O,X,X,X,X,O,X
SITZOLJ,O,X,X,X,X,X,X,X,O,O,X
SITZOJL,O,X,X,O,O,X,X,X,X,O,X
SITOLJZ,O,X,X,X,X,X,X,O,O,X,X
SITOLZJ,X,X,X,X,X,X,X,X,O,O,X
SITOJLZ,O,X,X,O,O,X,X,O,O,X,X
SITOJZL,X,X,X,O,O,X,X,O,X,O,X
SITOZLJ,X,X,X,X,X,X,X,X,O,O,X
SITOZJL,X,X,X,O,O,X,X,X,X,O,X
SILTJZO,X,X,X,O,X,X,O,X,X,X,X
SILTJOZ,X,X,O,O,X,X,O,X,O,X,X
SILTZJO,O,X,X,O,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X,X,O,O,X
SILTOJZ,O,X,X,X,X,X,X,X,O,X,X
SILTOZJ,X,X,X,X,X,X,X,X,O,O,X
SILJTZO,X,X,X,O,X,X,O,X,X,X,X
SILJTOZ,X,X,O,O,X,X,O,X,O,X,X
SILJZTO,O,X,O,O,X,X,O,X,X,X,X
SILJZOT,O,X,O,O,X,X,O,X,X,X,X
SILJOTZ,O,X,O,O,X,X,O,X,O,X,X
SILJOZT,O,X,O,O,X,X,O,X,X,X,X
SILZTJO,O,X,O,O,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X,O,O,X
SILZJTO,O,X,O,O,X,X,X,X,X,X,X
SILZJOT,O,X,O,O,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,O,X,X
SILZOJT,O,X,O,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,O,X,X
SILOTZJ,X,X,X,X,X,X,X,X,O,X,X
SILOJTZ,O,X,O,X,X,X,X,X,O,X,X
SILOJZT,O,X,O,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,O,X,X
SILOZJT,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,O,O,X,X,X,X,X,X
SIJTLOZ,X,X,O,O,O,X,X,X,O,X,X
SIJTZLO,X,X,O,O,O,X,X,X,X,X,X
SIJTZOL,X,X,X,O,O,X,X,X,X,O,X
SIJTOLZ,X,X,X,O,O,X,X,X,O,X,X
SIJTOZL,X,X,X,O,O,X,X,X,X,O,X
SIJLTZO,X,X,X,O,X,X,O,X,X,X,X
SIJLTOZ,X,X,O,O,X,X,O,X,O,X,X
SIJLZTO,O,X,O,O,X,X,O,X,X,X,X
SIJLZOT,O,X,O,O,X,X,O,X,X,X,X
SIJLOTZ,O,X,O,O,X,X,O,X,O,X,X
SIJLOZT,O,X,O,O,X,X,O,X,X,X,X
SIJZTLO,O,X,O,O,O,X,X,X,X,X,X
SIJZTOL,O,X,X,O,O,X,X,X,X,O,X
SIJZLTO,O,X,O,O,X,X,X,X,X,X,X
SIJZLOT,O,X,O,O,X,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,X,X,X,X
SIJZOLT,O,X,O,O,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,O,O,X,X,X,O,X,X
SIJOTZL,X,X,X,O,O,X,X,X,X,X,X
SIJOLTZ,O,X,O,O,X,X,O,X,O,X,X
SIJOLZT,O,X,O,O,X,X,O,X,X,X,X
SIJOZTL,X,X,X,O,X,X,X,X,X,X,X
SIJOZLT,O,X,O,O,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,O,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X,O,O,X
SIZTJLO,O,X,O,O,O,X,X,X,X,X,X
SIZTJOL,O,X,X,O,O,X,X,X,X,O,X
SIZTOLJ,O,X,X,X,X,X,X,X,O,O,X
SIZTOJL,O,X,X,O,O,X,X,X,X,O,X
SIZLTJO,O,X,O,O,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X,O,O,X
SIZLJTO,O,X,O,O,X,X,X,X,X,X,X
SIZLJOT,O,X,O,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,O,X,X
SIZLOJT,O,X,O,X,X,X,X,X,X,X,X
SIZJTLO,O,X,O,O,O,X,X,X,X,X,X
SIZJTOL,O,X,X,O,O,X,X,X,X,O,X
SIZJLTO,O,X,O,O,X,X,X,X,X,X,X
SIZJLOT,O,X,O,O,X,X,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,X,X,X,X,X
SIZJOLT,O,X,O,O,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,O,O,X
SIZOTJL,O,X,X,O,O,X,X,X,X,O,X
SIZOLTJ,O,X,X,X,X,X,X,X,O,X,X
SIZOLJT,O,X,O,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X
SIZOJLT,O,X,O,O,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,O,O,X,X
SIOTLZJ,X,X,X,X,X,X,X,X,O,O,X
SIOTJLZ,O,X,X,O,X,X,X,O,O,X,X
SIOTJZL,X,X,X,O,X,X,X,O,X,O,X
SIOTZLJ,X,X,X,X,X,X,X,X,O,O,X
SIOTZJL,X,X,X,O,X,X,X,X,X,O,X
SIOLTJZ,O,X,X,X,X,X,X,X,O,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,O,X,X
SIOLJTZ,O,X,O,X,X,X,X,X,O,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,O,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,O,X,X,X,X,O,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,O,X,X,X,X,O,X,X
SIOJLZT,O,X,O,O,X,X,X,X,X,X,X
SIOJZTL,O,X,X,O,X,X,X,X,X,X,X
SIOJZLT,O,X,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,O,O,X
