sequence,v115@QhC8EeF8DeC8JeT/IvhFOlBxhBXjBdsBUrBCrB,v115@QhC8EeF8DeC8JeT/IvhF0gBxhBXjB2qBdsBSwB,v115@QhC8EeF8DeC8JeT/IvhF9mBOnBXjB0lBilBRwB,v115@QhC8EeF8DeC8JeT/IvhFNlBGhBxiB8qB3rBisB,v115@QhC8EeF8DeC8JeT/IvhFxgBXjByqBtrBOsB0qB,v115@QhC8EeF8DeC8JeT/IvhFKlBxhBXjBcrBesBtqB,v115@QhC8EeF8DeC8Jei/IvhFXjBUlBRmB9rBOsBzqB
ZOSJLIT,O,O,X,X,X,O,X
OTILJSZ,O,O,O,X,O,X,X
OTILJZS,X,O,O,X,O,X,X
OTILSJZ,O,O,O,X,O,X,X
OTILSZJ,O,X,O,O,O,X,X
OTILZJS,O,X,O,X,O,X,X
OTILZSJ,O,X,O,X,O,X,X
OTIJLSZ,O,O,O,X,X,X,X
OTIJLZS,X,O,O,X,X,X,X
OTIJSLZ,O,O,O,X,X,X,X
OTIJSZL,O,O,O,O,X,X,X
OTIJZLS,O,O,O,X,X,X,X
OTIJZSL,O,O,O,X,X,X,X
OTISLJZ,O,O,O,X,O,X,X
OTISLZJ,O,X,O,O,O,X,X
OTISJLZ,O,O,O,X,X,X,X
OTISJZL,O,O,O,O,X,X,X
OTISZLJ,O,X,O,O,X,X,X
OTISZJL,O,O,O,O,X,X,X
OTIZLJS,O,X,O,X,X,X,X
OTIZLSJ,O,X,O,X,X,X,X
OTIZJLS,O,O,O,X,X,X,X
OTIZJSL,O,O,O,X,X,X,X
OTIZSLJ,O,X,O,O,X,X,X
OTIZSJL,O,O,O,O,X,X,X
OTLIJSZ,O,O,X,X,O,X,X
OTLIJZS,X,O,X,X,O,X,X
OTLISJZ,O,O,X,X,O,X,X
OTLISZJ,O,X,X,O,O,X,X
OTLIZJS,O,X,X,X,O,X,X
OTLIZSJ,O,X,X,X,O,X,X
OTLJISZ,O,O,X,X,O,X,X
OTLJIZS,X,O,X,X,O,X,X
OTLJSIZ,O,O,X,X,O,X,X
OTLJSZI,O,O,X,X,O,O,X
OTLJZIS,O,O,X,X,O,O,X
OTLJZSI,O,O,X,X,O,O,X
OTLSIJZ,O,O,X,X,O,X,X
OTLSIZJ,O,X,X,O,O,X,X
OTLSJIZ,O,O,X,X,O,X,X
OTLSJZI,O,O,X,X,O,O,X
OTLSZIJ,O,X,X,O,O,X,X
OTLSZJI,O,X,X,O,O,X,X
OTLZIJS,O,X,X,X,O,X,X
OTLZISJ,O,X,X,X,O,X,X
OTLZJIS,O,X,X,X,O,O,X
OTLZJSI,O,X,X,X,O,O,X
OTLZSIJ,O,X,X,O,O,X,X
OTLZSJI,O,X,X,O,O,X,X
OTJILSZ,O,O,X,X,X,X,X
OTJILZS,X,O,X,X,X,X,X
OTJISLZ,O,O,X,X,X,X,X
OTJISZL,O,O,X,O,X,X,X
OTJIZLS,O,O,X,X,X,X,X
OTJIZSL,O,O,X,X,X,X,X
OTJLISZ,O,O,X,X,O,X,X
OTJLIZS,X,O,X,X,O,X,X
OTJLSIZ,O,O,X,X,O,X,X
OTJLSZI,O,O,X,X,O,O,X
OTJLZIS,O,O,X,X,O,O,X
OTJLZSI,O,O,X,X,O,O,X
OTJSILZ,O,O,X,X,X,X,X
OTJSIZL,O,O,X,O,X,X,X
OTJSLIZ,O,O,X,X,O,X,X
OTJSLZI,O,O,X,X,O,O,X
OTJSZIL,O,O,X,O,X,X,X
OTJSZLI,O,O,X,O,X,O,X
OTJZILS,O,O,X,X,X,X,X
OTJZISL,O,O,X,X,X,X,X
OTJZLIS,O,O,X,X,X,O,X
OTJZLSI,O,O,X,X,X,O,X
OTJZSIL,O,O,X,O,X,X,X
OTJZSLI,O,O,X,O,X,O,X
OTSILJZ,O,O,O,X,O,X,X
OTSILZJ,O,X,O,O,O,X,X
OTSIJLZ,O,O,O,X,X,X,X
OTSIJZL,O,O,O,O,X,X,X
OTSIZLJ,O,X,O,O,X,X,X
OTSIZJL,O,O,O,O,X,X,X
OTSLIJZ,O,O,X,X,O,X,X
OTSLIZJ,O,X,X,O,O,X,X
OTSLJIZ,O,O,X,X,O,X,X
OTSLJZI,O,O,X,X,O,O,X
OTSLZIJ,O,X,X,O,O,X,X
OTSLZJI,O,X,X,O,O,X,X
OTSJILZ,O,O,O,X,X,X,X
OTSJIZL,O,O,O,O,X,X,X
OTSJLIZ,O,O,X,X,O,X,X
OTSJLZI,O,O,X,X,O,O,X
OTSJZIL,O,O,X,O,X,X,X
OTSJZLI,O,O,X,O,X,O,X
OTSZILJ,O,X,X,O,X,X,X
OTSZIJL,O,O,X,O,X,X,X
OTSZLIJ,O,X,X,O,O,X,X
OTSZLJI,O,X,X,O,O,X,X
OTSZJIL,O,O,X,O,X,X,X
OTSZJLI,O,O,X,O,X,X,X
OTZILJS,O,X,X,X,X,X,X
OTZILSJ,O,X,X,X,X,X,X
OTZIJLS,O,O,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X,X
OTZISLJ,O,X,X,O,X,X,X
OTZISJL,O,O,X,O,X,X,X
OTZLIJS,O,X,X,X,O,X,X
OTZLISJ,O,X,X,X,O,X,X
OTZLJIS,O,X,X,X,O,O,X
OTZLJSI,O,X,X,X,O,O,X
OTZLSIJ,O,X,X,O,O,X,X
OTZLSJI,O,X,X,O,O,X,X
OTZJILS,O,O,X,X,X,X,X
OTZJISL,O,O,X,X,X,X,X
OTZJLIS,O,O,X,X,X,O,X
OTZJLSI,O,O,X,X,X,O,X
OTZJSIL,O,O,X,O,X,X,X
OTZJSLI,O,O,X,O,X,O,X
OTZSILJ,O,X,X,O,X,X,X
OTZSIJL,O,O,X,O,X,X,X
OTZSLIJ,O,X,X,O,O,X,X
OTZSLJI,O,X,X,O,O,X,X
OTZSJIL,O,O,X,O,X,X,X
OTZSJLI,O,O,X,O,X,X,X
OITLJSZ,O,O,O,X,O,X,X
OITLJZS,X,O,O,X,O,X,X
OITLSJZ,O,O,O,X,O,X,X
OITLSZJ,O,X,O,O,O,X,X
OITLZJS,O,X,O,X,O,X,X
OITLZSJ,O,X,O,X,O,X,X
OITJLSZ,O,O,O,X,X,X,X
OITJLZS,X,O,O,X,X,X,X
OITJSLZ,O,O,O,X,X,X,X
OITJSZL,O,O,O,O,X,X,X
OITJZLS,O,O,O,X,X,X,X
OITJZSL,O,O,O,X,X,X,X
OITSLJZ,O,O,O,X,O,X,X
OITSLZJ,O,X,O,O,O,X,X
OITSJLZ,O,O,O,X,X,X,X
OITSJZL,O,O,O,O,X,X,X
OITSZLJ,O,X,O,O,X,X,X
OITSZJL,O,O,O,O,X,X,X
OITZLJS,O,X,O,X,X,X,X
OITZLSJ,O,X,O,X,X,X,X
OITZJLS,O,O,O,X,X,X,X
OITZJSL,O,O,O,X,X,X,X
OITZSLJ,O,X,O,O,X,X,X
OITZSJL,O,O,O,O,X,X,X
OILTJSZ,X,X,O,X,O,X,X
OILTJZS,X,X,O,X,O,X,X
OILTSJZ,X,X,O,X,O,X,X
OILTSZJ,X,X,O,O,O,X,X
OILTZJS,X,X,O,X,O,X,X
OILTZSJ,X,X,O,X,O,X,X
OILJTSZ,X,X,O,X,O,X,X
OILJTZS,X,X,O,X,O,X,X
OILJSTZ,X,X,O,X,X,X,X
OILJSZT,X,X,O,X,X,O,X
OILJZTS,X,X,O,X,X,O,X
OILJZST,X,X,O,X,X,O,X
OILSTJZ,X,X,O,X,O,X,X
OILSTZJ,X,X,O,O,O,X,X
OILSJTZ,X,X,O,X,X,X,X
OILSJZT,X,X,O,X,X,O,X
OILSZTJ,X,X,O,O,X,X,X
OILSZJT,X,X,O,X,X,X,X
OILZTJS,X,X,O,X,O,X,X
OILZTSJ,X,X,O,X,O,X,X
OILZJTS,X,X,O,X,X,O,X
OILZJST,X,X,O,X,X,O,X
OILZSTJ,X,X,O,X,X,X,X
OILZSJT,X,X,O,X,X,X,X
OIJTLSZ,O,O,O,X,X,X,X
OIJTLZS,X,O,O,X,X,X,X
OIJTSLZ,O,O,O,X,X,X,X
OIJTSZL,O,O,O,O,X,X,X
OIJTZLS,O,O,O,X,X,X,X
OIJTZSL,O,O,O,X,X,X,X
OIJLTSZ,X,X,O,X,X,X,X
OIJLTZS,X,X,O,X,X,X,X
OIJLSTZ,X,X,O,X,X,X,X
OIJLSZT,X,X,O,X,X,O,X
OIJLZTS,X,X,O,X,X,O,X
OIJLZST,X,X,O,X,X,O,X
OIJSTLZ,O,O,O,X,X,X,X
OIJSTZL,O,O,O,O,X,X,X
OIJSLTZ,O,X,O,X,X,X,X
OIJSLZT,O,O,O,X,X,O,X
OIJSZTL,O,O,O,O,X,X,X
OIJSZLT,O,O,O,X,X,O,X
OIJZTLS,O,O,O,X,X,X,X
OIJZTSL,O,O,O,X,X,X,X
OIJZLTS,X,X,O,X,X,O,X
OIJZLST,X,O,O,X,X,O,X
OIJZSTL,O,O,O,X,X,X,X
OIJZSLT,O,O,O,X,X,O,X
OISTLJZ,O,O,O,X,O,X,X
OISTLZJ,O,X,O,O,O,X,X
OISTJLZ,O,O,O,X,X,X,X
OISTJZL,O,O,O,O,X,X,X
OISTZLJ,O,X,O,O,X,X,X
OISTZJL,O,O,O,O,X,X,X
OISLTJZ,O,O,O,X,O,X,X
OISLTZJ,O,X,O,O,O,X,X
OISLJTZ,O,X,O,X,X,X,X
OISLJZT,O,O,O,X,X,O,X
OISLZTJ,X,X,O,O,X,X,X
OISLZJT,O,X,O,X,X,X,X
OISJTLZ,O,O,O,X,X,X,X
OISJTZL,O,O,O,O,X,X,X
OISJLTZ,O,X,O,X,X,X,X
OISJLZT,O,O,O,X,X,O,X
OISJZTL,O,O,O,O,X,X,X
OISJZLT,O,O,O,X,X,O,X
OISZTLJ,O,X,O,O,X,X,X
OISZTJL,O,O,O,O,X,X,X
OISZLTJ,X,X,O,O,X,X,X
OISZLJT,O,X,O,X,X,X,X
OISZJTL,O,O,O,O,X,X,X
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,O,X,O,X,X,X,X
OIZTLSJ,O,X,O,X,X,X,X
OIZTJLS,O,X,O,X,X,X,X
OIZTJSL,O,X,O,X,X,X,X
OIZTSLJ,O,X,O,O,X,X,X
OIZTSJL,O,X,O,O,X,X,X
OIZLTJS,X,X,O,X,X,X,X
OIZLTSJ,X,X,O,X,X,X,X
OIZLJTS,X,X,O,X,X,O,X
OIZLJST,X,X,O,X,X,O,X
OIZLSTJ,X,X,O,X,X,X,X
OIZLSJT,X,X,O,X,X,X,X
OIZJTLS,O,X,O,X,X,X,X
OIZJTSL,O,X,O,X,X,X,X
OIZJLTS,X,X,O,X,X,O,X
OIZJLST,X,X,O,X,X,O,X
OIZJSTL,O,X,O,X,X,X,X
OIZJSLT,O,X,O,X,X,O,X
OIZSTLJ,O,X,O,O,X,X,X
OIZSTJL,O,X,O,O,X,X,X
OIZSLTJ,X,X,O,O,X,X,X
OIZSLJT,O,X,O,X,X,X,X
OIZSJTL,O,X,O,O,X,X,X
OIZSJLT,O,X,O,X,X,X,X
OLTIJSZ,O,O,X,X,O,X,X
OLTIJZS,X,O,X,X,O,X,X
OLTISJZ,O,O,X,X,O,X,X
OLTISZJ,O,X,X,O,O,X,X
OLTIZJS,O,X,X,X,O,X,X
OLTIZSJ,O,X,X,X,O,X,X
OLTJISZ,O,O,X,X,O,X,X
OLTJIZS,X,O,X,X,O,X,X
OLTJSIZ,O,O,X,X,O,X,X
OLTJSZI,O,O,X,X,O,O,X
OLTJZIS,O,O,X,X,O,O,X
OLTJZSI,O,O,X,X,O,O,X
OLTSIJZ,O,O,X,X,O,X,X
OLTSIZJ,O,X,X,O,O,X,X
OLTSJIZ,O,O,X,X,O,X,X
OLTSJZI,O,O,X,X,O,O,X
OLTSZIJ,O,X,X,O,O,X,X
OLTSZJI,O,X,X,O,O,X,X
OLTZIJS,O,X,X,X,O,X,X
OLTZISJ,O,X,X,X,O,X,X
OLTZJIS,O,X,X,X,O,O,X
OLTZJSI,O,X,X,X,O,O,X
OLTZSIJ,O,X,X,O,O,X,X
OLTZSJI,O,X,X,O,O,X,X
OLITJSZ,X,X,O,X,O,X,X
OLITJZS,X,X,O,X,O,X,X
OLITSJZ,X,X,O,X,O,X,X
OLITSZJ,X,X,O,O,O,X,X
OLITZJS,X,X,O,X,O,X,X
OLITZSJ,X,X,O,X,O,X,X
OLIJTSZ,X,X,O,X,O,X,X
OLIJTZS,X,X,O,X,O,X,X
OLIJSTZ,X,X,O,X,X,X,X
OLIJSZT,X,X,O,X,X,O,X
OLIJZTS,X,X,O,X,X,O,X
OLIJZST,X,X,O,X,X,O,X
OLISTJZ,X,X,O,X,O,X,X
OLISTZJ,X,X,O,O,O,X,X
OLISJTZ,X,X,O,X,X,X,X
OLISJZT,X,X,O,X,X,O,X
OLISZTJ,X,X,O,O,X,X,X
OLISZJT,X,X,O,X,X,X,X
OLIZTJS,X,X,O,X,O,X,X
OLIZTSJ,X,X,O,X,O,X,X
OLIZJTS,X,X,O,X,X,O,X
OLIZJST,X,X,O,X,X,O,X
OLIZSTJ,X,X,O,X,X,X,X
OLIZSJT,X,X,O,X,X,X,X
OLJTISZ,O,O,X,X,O,X,X
OLJTIZS,X,O,X,X,O,X,X
OLJTSIZ,O,O,X,X,O,X,X
OLJTSZI,O,O,X,X,O,O,X
OLJTZIS,O,O,X,X,O,O,X
OLJTZSI,O,O,X,X,O,O,X
OLJITSZ,X,X,X,X,O,X,X
OLJITZS,X,X,X,X,O,X,X
OLJISTZ,X,X,X,X,X,X,X
OLJISZT,X,X,X,X,X,O,X
OLJIZTS,X,X,X,X,X,O,X
OLJIZST,X,X,X,X,X,O,X
OLJSTIZ,O,O,X,X,O,X,X
OLJSTZI,O,O,X,X,O,O,X
OLJSITZ,O,X,X,X,X,X,X
OLJSIZT,O,O,X,X,X,O,X
OLJSZTI,O,O,X,X,X,O,X
OLJSZIT,O,O,X,X,X,O,X
OLJZTIS,O,O,X,X,X,O,X
OLJZTSI,O,O,X,X,X,O,X
OLJZITS,X,X,X,X,X,O,X
OLJZIST,X,O,X,X,X,O,X
OLJZSTI,O,O,X,X,X,O,X
OLJZSIT,O,O,X,X,X,O,X
OLSTIJZ,O,O,X,X,O,X,X
OLSTIZJ,O,X,X,O,O,X,X
OLSTJIZ,O,O,X,X,O,X,X
OLSTJZI,O,O,X,X,O,O,X
OLSTZIJ,O,X,X,O,O,X,X
OLSTZJI,O,X,X,O,O,X,X
OLSITJZ,O,O,O,X,O,X,X
OLSITZJ,O,X,O,O,O,X,X
OLSIJTZ,O,X,O,X,X,X,X
OLSIJZT,O,O,O,X,X,O,X
OLSIZTJ,X,X,O,O,X,X,X
OLSIZJT,O,X,O,X,X,X,X
OLSJTIZ,O,O,X,X,O,X,X
OLSJTZI,O,O,X,X,O,O,X
OLSJITZ,O,X,O,X,X,X,X
OLSJIZT,O,O,O,X,X,O,X
OLSJZTI,O,O,X,X,X,O,X
OLSJZIT,O,O,X,X,X,O,X
OLSZTIJ,O,X,X,O,O,X,X
OLSZTJI,O,X,X,O,O,X,X
OLSZITJ,X,X,X,O,X,X,O
OLSZIJT,O,X,X,X,X,X,O
OLSZJTI,O,X,X,X,X,O,X
OLSZJIT,O,X,X,X,X,O,X
OLZTIJS,O,X,X,X,O,X,X
OLZTISJ,O,X,X,X,O,X,X
OLZTJIS,O,X,X,X,O,O,X
OLZTJSI,O,X,X,X,O,O,X
OLZTSIJ,O,X,X,O,O,X,X
OLZTSJI,O,X,X,O,O,X,X
OLZITJS,X,X,X,X,O,X,X
OLZITSJ,X,X,X,X,O,X,X
OLZIJTS,X,X,X,X,X,O,X
OLZIJST,X,X,X,X,X,O,X
OLZISTJ,X,X,X,X,X,X,O
OLZISJT,X,X,X,X,X,X,O
OLZJTIS,O,X,X,X,X,O,X
OLZJTSI,O,X,X,X,X,O,X
OLZJITS,X,X,X,X,X,O,X
OLZJIST,X,X,X,X,X,O,X
OLZJSTI,O,X,X,X,X,O,X
OLZJSIT,O,X,X,X,X,O,X
OLZSTIJ,O,X,X,O,O,X,X
OLZSTJI,O,X,X,O,O,X,X
OLZSITJ,X,X,X,O,X,X,O
OLZSIJT,O,X,X,X,X,X,O
OLZSJTI,O,X,X,X,X,O,X
OLZSJIT,O,X,X,X,X,O,X
OJTILSZ,O,O,X,X,X,X,X
OJTILZS,X,O,X,X,X,X,X
OJTISLZ,O,O,X,X,X,X,X
OJTISZL,O,O,X,O,X,X,X
OJTIZLS,O,O,X,X,X,X,X
OJTIZSL,O,O,X,X,X,X,X
OJTLISZ,O,O,X,X,O,X,X
OJTLIZS,X,O,X,X,O,X,X
OJTLSIZ,O,O,X,X,O,X,X
OJTLSZI,O,O,X,X,O,O,X
OJTLZIS,O,O,X,X,O,O,X
OJTLZSI,O,O,X,X,O,O,X
OJTSILZ,O,O,X,X,X,X,X
OJTSIZL,O,O,X,O,X,X,X
OJTSLIZ,O,O,X,X,O,X,X
OJTSLZI,O,O,X,X,O,O,X
OJTSZIL,O,O,X,O,X,X,X
OJTSZLI,O,O,X,O,X,O,X
OJTZILS,O,O,X,X,X,X,X
OJTZISL,O,O,X,X,X,X,X
OJTZLIS,O,O,X,X,X,O,X
OJTZLSI,O,O,X,X,X,O,X
OJTZSIL,O,O,X,O,X,X,X
OJTZSLI,O,O,X,O,X,O,X
OJITLSZ,O,O,O,X,X,X,X
OJITLZS,X,O,O,X,X,X,X
OJITSLZ,O,O,O,X,X,X,X
OJITSZL,O,O,O,O,X,X,X
OJITZLS,O,O,O,X,X,X,X
OJITZSL,O,O,O,X,X,X,X
OJILTSZ,X,X,O,X,X,X,X
OJILTZS,X,X,O,X,X,X,X
OJILSTZ,X,X,O,X,X,X,X
OJILSZT,X,X,O,X,X,O,X
OJILZTS,X,X,O,X,X,O,X
OJILZST,X,X,O,X,X,O,X
OJISTLZ,O,O,O,X,X,X,X
OJISTZL,O,O,O,O,X,X,X
OJISLTZ,O,X,O,X,X,X,X
OJISLZT,O,O,O,X,X,O,X
OJISZTL,O,O,O,O,X,X,X
OJISZLT,O,O,O,X,X,O,X
OJIZTLS,O,O,O,X,X,X,X
OJIZTSL,O,O,O,X,X,X,X
OJIZLTS,X,X,O,X,X,O,X
OJIZLST,X,O,O,X,X,O,X
OJIZSTL,O,O,O,X,X,X,X
OJIZSLT,O,O,O,X,X,O,X
OJLTISZ,O,O,X,X,O,X,X
OJLTIZS,X,O,X,X,O,X,X
OJLTSIZ,O,O,X,X,O,X,X
OJLTSZI,O,O,X,X,O,O,X
OJLTZIS,O,O,X,X,O,O,X
OJLTZSI,O,O,X,X,O,O,X
OJLITSZ,X,X,X,X,O,X,X
OJLITZS,X,X,X,X,O,X,X
OJLISTZ,X,X,X,X,X,X,X
OJLISZT,X,X,X,X,X,O,X
OJLIZTS,X,X,X,X,X,O,X
OJLIZST,X,X,X,X,X,O,X
OJLSTIZ,O,O,X,X,O,X,X
OJLSTZI,O,O,X,X,O,O,X
OJLSITZ,O,X,X,X,X,X,X
OJLSIZT,O,O,X,X,X,O,X
OJLSZTI,O,O,X,X,X,O,X
OJLSZIT,O,O,X,X,X,O,X
OJLZTIS,O,O,X,X,X,O,X
OJLZTSI,O,O,X,X,X,O,X
OJLZITS,X,X,X,X,X,O,X
OJLZIST,X,O,X,X,X,O,X
OJLZSTI,O,O,X,X,X,O,X
OJLZSIT,O,O,X,X,X,O,X
OJSTILZ,O,O,O,X,X,X,X
OJSTIZL,O,O,O,O,X,X,X
OJSTLIZ,O,O,X,X,O,X,X
OJSTLZI,O,O,X,X,O,O,X
OJSTZIL,O,O,X,O,X,X,X
OJSTZLI,O,O,X,O,X,O,X
OJSITLZ,O,O,O,X,X,X,X
OJSITZL,O,O,O,O,X,X,X
OJSILTZ,O,X,O,X,X,X,X
OJSILZT,O,O,O,X,X,O,X
OJSIZTL,O,O,O,O,X,X,X
OJSIZLT,O,O,O,X,X,O,X
OJSLTIZ,O,O,X,X,O,X,X
OJSLTZI,O,O,X,X,O,O,X
OJSLITZ,O,X,O,X,X,X,X
OJSLIZT,O,O,O,X,X,O,X
OJSLZTI,O,O,X,X,X,O,X
OJSLZIT,O,O,X,X,X,O,X
OJSZTIL,O,O,X,O,X,X,X
OJSZTLI,O,O,X,O,X,O,X
OJSZITL,O,O,O,O,X,X,X
OJSZILT,O,O,O,X,X,O,X
OJSZLTI,O,O,X,X,X,O,X
OJSZLIT,O,O,X,X,X,O,X
OJZTILS,O,O,X,X,X,X,X
OJZTISL,O,O,X,X,X,X,X
OJZTLIS,O,O,X,X,X,O,X
OJZTLSI,O,O,X,X,X,O,X
OJZTSIL,O,O,X,O,X,X,X
OJZTSLI,O,O,X,O,X,O,X
OJZITLS,O,O,X,X,X,X,X
OJZITSL,O,O,X,X,X,X,X
OJZILTS,X,X,X,X,X,O,X
OJZILST,X,O,X,X,X,O,X
OJZISTL,O,O,X,X,X,X,X
OJZISLT,O,O,X,X,X,O,X
OJZLTIS,O,O,X,X,X,O,X
OJZLTSI,O,O,X,X,X,O,X
OJZLITS,X,X,X,X,X,O,X
OJZLIST,X,O,X,X,X,O,X
OJZLSTI,O,O,X,X,X,O,X
OJZLSIT,O,O,X,X,X,O,X
OJZSTIL,O,O,X,O,X,X,X
OJZSTLI,O,O,X,O,X,O,X
OJZSITL,O,O,X,O,X,X,X
OJZSILT,O,O,X,X,X,O,X
OJZSLTI,O,O,X,X,X,O,X
OJZSLIT,O,O,X,X,X,O,X
OSTILJZ,O,O,O,X,O,X,X
OSTILZJ,O,X,O,O,O,X,X
OSTIJLZ,O,O,O,X,X,X,X
OSTIJZL,O,O,O,O,X,X,X
OSTIZLJ,O,X,O,O,X,X,X
OSTIZJL,O,O,O,O,X,X,X
OSTLIJZ,O,O,X,X,O,X,X
OSTLIZJ,O,X,X,O,O,X,X
OSTLJIZ,O,O,X,X,O,X,X
OSTLJZI,O,O,X,X,O,O,X
OSTLZIJ,O,X,X,O,O,X,X
OSTLZJI,O,X,X,O,O,X,X
OSTJILZ,O,O,O,X,X,X,X
OSTJIZL,O,O,O,O,X,X,X
OSTJLIZ,O,O,X,X,O,X,X
OSTJLZI,O,O,X,X,O,O,X
OSTJZIL,O,O,X,O,X,X,X
OSTJZLI,O,O,X,O,X,O,X
OSTZILJ,O,X,X,O,X,X,X
OSTZIJL,O,O,X,O,X,X,X
OSTZLIJ,O,X,X,O,O,X,X
OSTZLJI,O,X,X,O,O,X,X
OSTZJIL,O,O,X,O,X,X,X
OSTZJLI,O,O,X,O,X,X,X
OSITLJZ,O,O,O,X,O,X,X
OSITLZJ,O,X,O,O,O,X,X
OSITJLZ,O,O,O,X,X,X,X
OSITJZL,O,O,O,O,X,X,X
OSITZLJ,O,X,O,O,X,X,X
OSITZJL,O,O,O,O,X,X,X
OSILTJZ,O,O,O,X,O,X,X
OSILTZJ,O,X,O,O,O,X,X
OSILJTZ,O,X,O,X,X,X,X
OSILJZT,O,O,O,X,X,O,X
OSILZTJ,X,X,O,O,X,X,X
OSILZJT,O,X,O,X,X,X,X
OSIJTLZ,O,O,O,X,X,X,X
OSIJTZL,O,O,O,O,X,X,X
OSIJLTZ,O,X,O,X,X,X,X
OSIJLZT,O,O,O,X,X,O,X
OSIJZTL,O,O,O,O,X,X,X
OSIJZLT,O,O,O,X,X,O,X
OSIZTLJ,O,X,O,O,X,X,X
OSIZTJL,O,O,O,O,X,X,X
OSIZLTJ,X,X,O,O,X,X,X
OSIZLJT,O,X,O,X,X,X,X
OSIZJTL,O,O,O,O,X,X,X
OSIZJLT,O,O,O,X,X,X,X
OSLTIJZ,O,O,X,X,O,X,X
OSLTIZJ,O,X,X,O,O,X,X
OSLTJIZ,O,O,X,X,O,X,X
OSLTJZI,O,O,X,X,O,O,X
OSLTZIJ,O,X,X,O,O,X,X
OSLTZJI,O,X,X,O,O,X,X
OSLITJZ,O,O,O,X,O,X,X
OSLITZJ,O,X,O,O,O,X,X
OSLIJTZ,O,X,O,X,X,X,X
OSLIJZT,O,O,O,X,X,O,X
OSLIZTJ,X,X,O,O,X,X,X
OSLIZJT,O,X,O,X,X,X,X
OSLJTIZ,O,O,X,X,O,X,X
OSLJTZI,O,O,X,X,O,O,X
OSLJITZ,O,X,O,X,X,X,X
OSLJIZT,O,O,O,X,X,O,X
OSLJZTI,O,O,X,X,X,O,X
OSLJZIT,O,O,X,X,X,O,X
OSLZTIJ,O,X,X,O,O,X,X
OSLZTJI,O,X,X,O,O,X,X
OSLZITJ,X,X,X,O,X,X,O
OSLZIJT,O,X,X,X,X,X,O
OSLZJTI,O,X,X,X,X,O,X
OSLZJIT,O,X,X,X,X,O,X
OSJTILZ,O,O,O,X,X,X,X
OSJTIZL,O,O,O,O,X,X,X
OSJTLIZ,O,O,X,X,O,X,X
OSJTLZI,O,O,X,X,O,O,X
OSJTZIL,O,O,X,O,X,X,X
OSJTZLI,O,O,X,O,X,O,X
OSJITLZ,O,O,O,X,X,X,X
OSJITZL,O,O,O,O,X,X,X
OSJILTZ,O,X,O,X,X,X,X
OSJILZT,O,O,O,X,X,O,X
OSJIZTL,O,O,O,O,X,X,X
OSJIZLT,O,O,O,X,X,O,X
OSJLTIZ,O,O,X,X,O,X,X
OSJLTZI,O,O,X,X,O,O,X
OSJLITZ,O,X,O,X,X,X,X
OSJLIZT,O,O,O,X,X,O,X
OSJLZTI,O,O,X,X,X,O,X
OSJLZIT,O,O,X,X,X,O,X
OSJZTIL,O,O,X,O,X,X,X
OSJZTLI,O,O,X,O,X,O,X
OSJZITL,O,O,O,O,X,X,X
OSJZILT,O,O,O,X,X,O,X
OSJZLTI,O,O,X,X,X,O,X
OSJZLIT,O,O,X,X,X,O,X
OSZTILJ,O,X,X,O,X,X,X
OSZTIJL,O,O,X,O,X,X,X
OSZTLIJ,O,X,X,O,O,X,X
OSZTLJI,O,X,X,O,O,X,X
OSZTJIL,O,O,X,O,X,X,X
OSZTJLI,O,O,X,O,X,X,X
OSZITLJ,O,X,O,O,X,X,X
OSZITJL,O,O,O,O,X,X,X
OSZILTJ,X,X,O,O,X,X,O
OSZILJT,O,X,O,X,X,X,O
OSZIJTL,O,O,O,O,X,X,X
OSZIJLT,O,O,O,X,X,X,X
OSZLTIJ,O,X,X,O,O,X,X
OSZLTJI,O,X,X,O,O,X,X
OSZLITJ,X,X,X,O,X,X,O
OSZLIJT,O,X,X,X,X,X,O
OSZLJTI,O,X,X,X,X,O,X
OSZLJIT,O,X,X,X,X,O,X
OSZJTIL,O,O,X,O,X,X,X
OSZJTLI,O,O,X,O,X,O,X
OSZJITL,O,O,O,O,X,X,X
OSZJILT,O,O,O,X,X,O,X
OSZJLTI,O,O,X,X,X,O,X
OSZJLIT,O,O,X,X,X,O,X
OZTILJS,O,X,X,X,X,X,X
OZTILSJ,O,X,X,X,X,X,X
OZTIJLS,O,O,X,X,X,X,X
OZTIJSL,O,O,X,X,X,X,X
OZTISLJ,O,X,X,O,X,X,X
OZTISJL,O,O,X,O,X,X,X
OZTLIJS,O,X,X,X,O,X,X
OZTLISJ,O,X,X,X,O,X,X
OZTLJIS,O,X,X,X,O,O,X
OZTLJSI,O,X,X,X,O,O,X
OZTLSIJ,O,X,X,O,O,X,X
OZTLSJI,O,X,X,O,O,X,X
OZTJILS,O,O,X,X,X,X,X
OZTJISL,O,O,X,X,X,X,X
OZTJLIS,O,O,X,X,X,O,X
OZTJLSI,O,O,X,X,X,O,X
OZTJSIL,O,O,X,O,X,X,X
OZTJSLI,O,O,X,O,X,O,X
OZTSILJ,O,X,X,O,X,X,X
OZTSIJL,O,O,X,O,X,X,X
OZTSLIJ,O,X,X,O,O,X,X
OZTSLJI,O,X,X,O,O,X,X
OZTSJIL,O,O,X,O,X,X,X
