sequence,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlB/mBUiB5?oBtqBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBamBUiB5?oBfsBWwB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhF0gB6mBNnB5?oB/qB2wB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oBXrB0rB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFSmBNnB5oB/?qB0rBmqB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlBNnB5oBC?mB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBGhB5oB8?qBXnBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBUhB5oBO?sBCrB3rB
SIZOJLT,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,O,O,O,O,X,X,X,X
SIOTLZJ,O,O,O,O,O,O,X,O,X
SIOTJLZ,O,O,X,O,O,X,X,X,O
SIOTJZL,O,O,X,O,X,O,O,O,O
SIOTZLJ,O,O,O,O,O,O,O,O,X
SIOTZJL,O,O,X,O,X,O,O,O,X
SIOLTJZ,O,O,O,O,O,X,X,X,X
SIOLTZJ,O,O,O,O,O,O,X,O,X
SIOLJTZ,O,X,X,O,O,X,X,X,X
SIOLJZT,O,X,X,O,X,X,X,X,X
SIOLZTJ,O,O,O,O,O,O,X,O,X
SIOLZJT,O,X,X,O,X,X,X,X,X
SIOJTLZ,O,O,X,O,O,X,X,X,O
SIOJTZL,O,O,X,O,X,O,O,O,O
SIOJLTZ,O,O,X,O,O,X,X,X,O
SIOJLZT,X,O,X,O,X,X,X,X,X
SIOJZTL,X,O,X,O,X,O,O,O,X
SIOJZLT,X,O,X,O,X,X,X,X,X
SIOZTLJ,X,O,O,O,O,O,O,O,X
SIOZTJL,X,O,X,O,X,O,O,O,X
SIOZLTJ,O,O,O,O,O,O,X,O,X
SIOZLJT,O,X,X,O,X,X,X,X,X
SIOZJTL,X,O,X,O,X,O,O,O,X
SIOZJLT,X,X,X,O,X,X,X,X,X
SLTIJZO,O,O,X,O,O,X,X,X,X
SLTIJOZ,O,O,O,O,O,X,X,X,X
SLTIZJO,O,O,O,O,O,O,X,O,X
SLTIZOJ,O,O,O,O,O,O,X,O,X
SLTIOJZ,O,O,O,O,O,X,X,X,X
SLTIOZJ,O,O,O,O,O,O,X,O,X
SLTJIZO,O,O,X,O,O,X,X,X,X
SLTJIOZ,O,O,O,O,O,X,X,X,X
SLTJZIO,O,O,X,O,O,X,X,X,X
SLTJZOI,O,O,X,O,O,X,X,X,X
SLTJOIZ,O,O,O,O,O,X,X,X,X
SLTJOZI,O,O,X,O,O,X,X,X,X
SLTZIJO,O,O,O,O,O,O,X,O,X
SLTZIOJ,O,O,O,O,O,O,X,O,X
SLTZJIO,O,O,O,O,O,O,X,O,X
SLTZJOI,O,O,O,O,O,O,X,O,X
SLTZOIJ,O,O,O,O,O,O,X,O,X
SLTZOJI,O,O,O,O,O,O,X,O,X
SLTOIJZ,O,O,O,O,O,X,X,X,X
SLTOIZJ,O,O,O,O,O,O,X,O,X
SLTOJIZ,O,O,O,O,O,X,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X,X
SLTOZIJ,O,O,O,O,O,O,X,O,X
SLTOZJI,O,O,O,O,O,O,X,O,X
SLITJZO,O,O,X,O,O,X,X,X,X
SLITJOZ,O,O,O,O,O,X,X,X,X
SLITZJO,O,O,O,O,O,O,X,O,X
SLITZOJ,O,O,O,O,O,O,X,O,X
SLITOJZ,O,O,O,O,O,X,X,X,X
SLITOZJ,O,O,O,O,O,O,X,O,X
SLIJTZO,O,X,X,O,O,X,X,X,X
SLIJTOZ,O,X,X,O,O,X,X,X,X
SLIJZTO,O,X,X,O,X,X,X,O,X
SLIJZOT,O,X,X,O,X,X,X,X,X
SLIJOTZ,O,X,X,O,O,X,X,X,X
SLIJOZT,O,X,X,O,X,X,X,X,X
SLIZTJO,O,O,O,O,O,O,X,O,X
SLIZTOJ,O,O,O,O,O,O,X,O,X
SLIZJTO,O,X,X,O,X,X,X,O,X
SLIZJOT,O,X,X,O,X,X,X,X,X
SLIZOTJ,O,O,O,O,O,O,X,O,X
SLIZOJT,O,X,X,O,X,X,X,X,X
SLIOTJZ,O,O,O,O,O,X,X,X,X
SLIOTZJ,O,O,O,O,O,O,X,O,X
SLIOJTZ,O,X,X,O,O,X,X,X,X
SLIOJZT,O,X,X,O,X,X,X,X,X
SLIOZTJ,O,O,O,O,O,O,X,O,X
SLIOZJT,O,X,X,O,X,X,X,X,X
SLJTIZO,O,X,X,O,O,X,X,X,X
SLJTIOZ,O,X,X,O,O,X,X,X,X
SLJTZIO,O,X,X,O,O,X,X,X,X
SLJTZOI,O,X,X,O,O,X,X,X,X
SLJTOIZ,O,X,X,O,O,X,X,X,X
SLJTOZI,O,X,X,O,O,X,X,X,X
SLJITZO,O,X,X,O,O,X,X,X,X
SLJITOZ,O,X,X,O,O,X,X,X,X
SLJIZTO,O,X,X,O,X,X,X,O,X
SLJIZOT,O,X,X,O,X,X,X,X,X
SLJIOTZ,O,X,X,O,O,X,X,X,X
SLJIOZT,O,X,X,O,X,X,X,X,X
SLJZTIO,O,X,X,O,X,X,X,O,X
SLJZTOI,O,X,X,O,X,X,X,O,X
SLJZITO,O,X,X,O,X,X,X,O,X
SLJZIOT,O,X,X,O,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X
SLJOTIZ,O,X,X,O,O,X,X,X,X
SLJOTZI,O,X,X,O,O,X,X,X,X
SLJOITZ,O,X,X,O,O,X,X,X,X
SLJOIZT,O,X,X,O,X,X,X,X,X
SLJOZTI,O,X,X,O,X,X,X,X,X
SLJOZIT,O,X,X,O,X,X,X,X,X
SLZTIJO,O,O,O,O,O,O,X,O,X
SLZTIOJ,O,O,O,O,O,O,X,O,X
SLZTJIO,O,O,O,O,O,O,X,O,X
SLZTJOI,O,O,O,O,O,O,X,O,X
SLZTOIJ,O,O,O,O,O,O,X,O,X
SLZTOJI,O,O,O,O,O,O,X,O,X
SLZITJO,O,O,O,O,O,O,X,O,X
SLZITOJ,O,O,O,O,O,O,X,O,X
SLZIJTO,O,X,X,O,X,X,X,O,X
SLZIJOT,O,X,X,O,X,X,X,X,X
SLZIOTJ,O,O,O,O,O,O,X,O,X
SLZIOJT,O,X,X,O,X,X,X,X,X
SLZJTIO,O,X,X,O,X,X,X,O,X
SLZJTOI,O,X,X,O,X,X,X,O,X
SLZJITO,O,X,X,O,X,X,X,O,X
SLZJIOT,O,X,X,O,X,X,X,X,X
SLZJOTI,O,X,X,O,X,X,X,X,X
SLZJOIT,O,X,X,O,X,X,X,X,X
SLZOTIJ,O,O,O,O,O,O,X,O,X
SLZOTJI,O,O,O,O,O,O,X,O,X
SLZOITJ,O,O,O,O,O,O,X,O,X
SLZOIJT,O,X,X,O,X,X,X,X,X
SLZOJTI,O,X,X,O,X,X,X,X,X
SLZOJIT,O,X,X,O,X,X,X,X,X
SLOTIJZ,O,O,O,O,O,X,X,X,X
SLOTIZJ,O,O,O,O,O,O,X,O,X
SLOTJIZ,O,O,O,O,O,X,X,X,X
SLOTJZI,O,O,X,O,O,X,X,X,X
SLOTZIJ,O,O,O,O,O,O,X,O,X
SLOTZJI,O,O,O,O,O,O,X,O,X
SLOITJZ,O,O,O,O,O,X,X,X,X
SLOITZJ,O,O,O,O,O,O,X,O,X
SLOIJTZ,O,X,X,O,O,X,X,X,X
SLOIJZT,O,X,X,O,X,X,X,X,X
SLOIZTJ,O,O,O,O,O,O,X,O,X
SLOIZJT,O,X,X,O,X,X,X,X,X
SLOJTIZ,O,X,X,O,O,X,X,X,X
SLOJTZI,O,X,X,O,O,X,X,X,X
SLOJITZ,O,X,X,O,O,X,X,X,X
SLOJIZT,O,X,X,O,X,X,X,X,X
SLOJZTI,O,X,X,O,X,X,X,X,X
SLOJZIT,O,X,X,O,X,X,X,X,X
SLOZTIJ,O,O,O,O,O,O,X,O,X
SLOZTJI,O,O,O,O,O,O,X,O,X
SLOZITJ,O,O,O,O,O,O,X,O,X
SLOZIJT,O,X,X,O,X,X,X,X,X
SLOZJTI,O,X,X,O,X,X,X,X,X
SLOZJIT,O,X,X,O,X,X,X,X,X
SJTILZO,O,O,X,O,O,X,X,X,O
SJTILOZ,O,O,X,O,O,X,X,X,O
SJTIZLO,O,O,X,O,O,O,O,O,X
SJTIZOL,O,O,X,O,X,O,O,O,O
SJTIOLZ,O,O,X,O,O,X,X,X,O
SJTIOZL,O,O,X,O,X,O,O,O,O
SJTLIZO,O,O,X,O,O,X,X,X,O
SJTLIOZ,O,O,X,O,O,X,X,X,O
SJTLZIO,O,O,X,O,O,X,X,X,O
SJTLZOI,O,O,X,O,O,X,X,X,O
SJTLOIZ,O,O,X,O,O,X,X,X,O
SJTLOZI,O,O,X,O,O,X,X,X,O
SJTZILO,O,O,X,O,O,O,O,O,X
SJTZIOL,O,O,X,O,X,O,O,O,O
SJTZLIO,O,O,X,O,O,O,O,O,X
SJTZLOI,O,O,X,O,O,O,O,O,X
SJTZOIL,O,O,X,O,X,O,O,O,O
SJTZOLI,O,O,X,O,X,O,O,O,X
SJTOILZ,O,O,X,O,O,X,X,X,O
SJTOIZL,O,O,X,O,X,O,O,O,O
SJTOLIZ,O,O,X,O,O,X,X,X,O
SJTOLZI,O,O,X,O,O,X,X,X,O
SJTOZIL,O,O,X,O,X,O,O,O,O
SJTOZLI,O,O,X,O,X,O,O,O,X
SJITLZO,O,O,X,O,O,X,X,X,O
SJITLOZ,O,O,X,O,O,X,X,X,O
SJITZLO,O,O,X,O,O,O,O,O,X
SJITZOL,O,O,X,O,X,O,O,O,O
SJITOLZ,O,O,X,O,O,X,X,X,O
SJITOZL,O,O,X,O,X,O,O,O,O
SJILTZO,O,O,X,O,O,X,X,X,O
SJILTOZ,O,O,X,O,O,X,X,X,O
SJILZTO,X,O,X,O,X,X,X,O,O
SJILZOT,X,O,X,O,X,X,X,X,X
SJILOTZ,O,O,X,O,O,X,X,X,O
SJILOZT,X,O,X,O,X,X,X,X,X
SJIZTLO,X,O,X,O,X,O,O,O,X
SJIZTOL,X,O,X,O,X,O,O,O,X
SJIZLTO,X,O,X,O,X,X,X,O,X
SJIZLOT,X,O,X,O,X,X,X,X,X
SJIZOTL,X,O,X,O,X,O,O,O,X
SJIZOLT,X,O,X,O,X,X,X,X,X
SJIOTLZ,O,O,X,O,O,X,X,X,O
SJIOTZL,O,O,X,O,X,O,O,O,O
SJIOLTZ,O,O,X,O,O,X,X,X,O
SJIOLZT,X,O,X,O,X,X,X,X,X
SJIOZTL,X,O,X,O,X,O,O,O,X
SJIOZLT,X,O,X,O,X,X,X,X,X
SJLTIZO,O,O,X,O,O,X,X,X,O
SJLTIOZ,O,O,X,O,O,X,X,X,O
SJLTZIO,O,O,X,O,O,X,X,X,O
SJLTZOI,O,O,X,O,O,X,X,X,O
SJLTOIZ,O,O,X,O,O,X,X,X,O
SJLTOZI,O,O,X,O,O,X,X,X,O
SJLITZO,O,O,X,O,O,X,X,X,O
SJLITOZ,O,O,X,O,O,X,X,X,O
SJLIZTO,X,O,X,O,X,X,X,O,O
SJLIZOT,X,O,X,O,X,X,X,X,X
SJLIOTZ,O,O,X,O,O,X,X,X,O
SJLIOZT,X,O,X,O,X,X,X,X,X
SJLZTIO,X,O,X,O,X,X,X,O,O
SJLZTOI,X,O,X,O,X,X,X,O,O
SJLZITO,X,O,X,O,X,X,X,O,O
SJLZIOT,X,O,X,O,X,X,X,X,X
SJLZOTI,X,O,X,O,X,X,X,X,X
SJLZOIT,X,O,X,O,X,X,X,X,X
SJLOTIZ,O,O,X,O,O,X,X,X,O
SJLOTZI,O,O,X,O,O,X,X,X,O
SJLOITZ,O,O,X,O,O,X,X,X,O
SJLOIZT,X,O,X,O,X,X,X,X,X
SJLOZTI,X,O,X,O,X,X,X,X,X
SJLOZIT,X,O,X,O,X,X,X,X,X
SJZTILO,X,O,X,O,X,O,O,O,X
SJZTIOL,X,O,X,O,X,O,O,O,X
SJZTLIO,X,O,X,O,X,O,O,O,X
SJZTLOI,X,O,X,O,X,O,O,O,X
SJZTOIL,X,O,X,O,X,O,O,O,X
SJZTOLI,X,O,X,O,X,O,O,O,X
SJZITLO,X,O,X,O,X,O,O,O,X
SJZITOL,X,O,X,O,X,O,O,O,X
SJZILTO,X,O,X,O,X,X,X,O,X
SJZILOT,X,O,X,O,X,X,X,X,X
SJZIOTL,X,O,X,O,X,O,O,O,X
SJZIOLT,X,O,X,O,X,X,X,X,X
SJZLTIO,X,O,X,O,X,X,X,O,X
SJZLTOI,X,O,X,O,X,X,X,O,X
SJZLITO,X,O,X,O,X,X,X,O,X
SJZLIOT,X,O,X,O,X,X,X,X,X
SJZLOTI,X,O,X,O,X,X,X,X,X
SJZLOIT,X,O,X,O,X,X,X,X,X
SJZOTIL,X,O,X,O,X,O,O,O,X
SJZOTLI,X,O,X,O,X,O,O,O,X
SJZOITL,X,O,X,O,X,O,O,O,X
SJZOILT,X,O,X,O,X,X,X,X,X
SJZOLTI,X,O,X,O,X,X,X,X,X
SJZOLIT,X,O,X,O,X,X,X,X,X
SJOTILZ,O,O,X,O,O,X,X,X,O
SJOTIZL,O,O,X,O,X,O,O,O,O
SJOTLIZ,O,O,X,O,O,X,X,X,O
SJOTLZI,O,O,X,O,O,X,X,X,O
SJOTZIL,O,O,X,O,X,O,O,O,O
SJOTZLI,O,O,X,O,X,O,O,O,X
SJOITLZ,O,O,X,O,O,X,X,X,O
SJOITZL,O,O,X,O,X,O,O,O,O
SJOILTZ,O,O,X,O,O,X,X,X,O
SJOILZT,X,O,X,O,X,X,X,X,X
SJOIZTL,X,O,X,O,X,O,O,O,X
SJOIZLT,X,O,X,O,X,X,X,X,X
SJOLTIZ,O,O,X,O,O,X,X,X,O
SJOLTZI,O,O,X,O,O,X,X,X,O
SJOLITZ,O,O,X,O,O,X,X,X,O
SJOLIZT,X,O,X,O,X,X,X,X,X
SJOLZTI,X,O,X,O,X,X,X,X,X
SJOLZIT,X,O,X,O,X,X,X,X,X
SJOZTIL,X,O,X,O,X,O,O,O,X
SJOZTLI,X,O,X,O,X,O,O,O,X
SJOZITL,X,O,X,O,X,O,O,O,X
SJOZILT,X,O,X,O,X,X,X,X,X
SJOZLTI,X,O,X,O,X,X,X,X,X
SJOZLIT,X,O,X,O,X,X,X,X,X
SZTILJO,X,O,O,O,O,O,O,O,X
SZTILOJ,X,O,O,O,O,O,O,O,X
SZTIJLO,X,O,O,O,O,O,O,O,X
SZTIJOL,X,O,X,O,X,O,O,O,X
SZTIOLJ,X,O,O,O,O,O,O,O,X
SZTIOJL,X,O,X,O,X,O,O,O,X
SZTLIJO,X,O,O,O,O,O,O,O,X
SZTLIOJ,X,O,O,O,O,O,O,O,X
SZTLJIO,X,O,O,O,O,O,O,O,X
SZTLJOI,X,O,O,O,O,O,O,O,X
SZTLOIJ,X,O,O,O,O,O,O,O,X
SZTLOJI,X,O,O,O,O,O,O,O,X
SZTJILO,X,O,O,O,O,O,O,O,X
SZTJIOL,X,O,X,O,X,O,O,O,X
SZTJLIO,X,O,O,O,O,O,O,O,X
SZTJLOI,X,O,O,O,O,O,O,O,X
SZTJOIL,X,O,X,O,X,O,O,O,X
SZTJOLI,X,O,X,O,X,O,O,O,X
SZTOILJ,X,O,O,O,O,O,O,O,X
SZTOIJL,X,O,X,O,X,O,O,O,X
SZTOLIJ,X,O,O,O,O,O,O,O,X
SZTOLJI,X,O,O,O,O,O,O,O,X
SZTOJIL,X,O,X,O,X,O,O,O,X
SZTOJLI,X,O,X,O,X,O,O,O,X
SZITLJO,X,O,O,O,O,O,O,O,X
SZITLOJ,X,O,O,O,O,O,O,O,X
SZITJLO,X,O,O,O,O,O,O,O,X
SZITJOL,X,O,X,O,X,O,O,O,X
SZITOLJ,X,O,O,O,O,O,O,O,X
SZITOJL,X,O,X,O,X,O,O,O,X
SZILTJO,O,O,O,O,O,O,X,O,X
SZILTOJ,O,O,O,O,O,O,X,O,X
SZILJTO,O,X,X,O,X,X,X,O,X
SZILJOT,O,X,X,O,X,X,X,X,X
SZILOTJ,O,O,O,O,O,O,X,O,X
SZILOJT,O,X,X,O,X,X,X,X,X
SZIJTLO,X,O,X,O,X,O,O,O,X
SZIJTOL,X,O,X,O,X,O,O,O,X
SZIJLTO,X,X,X,O,X,X,X,O,X
SZIJLOT,X,X,X,O,X,X,X,X,X
SZIJOTL,X,O,X,O,X,O,O,O,X
SZIJOLT,X,X,X,O,X,X,X,X,X
SZIOTLJ,X,O,O,O,O,O,O,O,X
SZIOTJL,X,O,X,O,X,O,O,O,X
SZIOLTJ,O,O,O,O,O,O,X,O,X
SZIOLJT,O,X,X,O,X,X,X,X,X
SZIOJTL,X,O,X,O,X,O,O,O,X
SZIOJLT,X,X,X,O,X,X,X,X,X
SZLTIJO,O,O,O,O,O,O,X,O,X
SZLTIOJ,O,O,O,O,O,O,X,O,X
SZLTJIO,O,O,O,O,O,O,X,O,X
SZLTJOI,O,O,O,O,O,O,X,O,X
SZLTOIJ,O,O,O,O,O,O,X,O,X
SZLTOJI,O,O,O,O,O,O,X,O,X
SZLITJO,O,O,O,O,O,O,X,O,X
SZLITOJ,O,O,O,O,O,O,X,O,X
SZLIJTO,O,X,X,O,X,X,X,O,X
SZLIJOT,O,X,X,O,X,X,X,X,X
SZLIOTJ,O,O,O,O,O,O,X,O,X
SZLIOJT,O,X,X,O,X,X,X,X,X
SZLJTIO,O,X,X,O,X,X,X,O,X
SZLJTOI,O,X,X,O,X,X,X,O,X
SZLJITO,O,X,X,O,X,X,X,O,X
SZLJIOT,O,X,X,O,X,X,X,X,X
SZLJOTI,O,X,X,O,X,X,X,X,X
SZLJOIT,O,X,X,O,X,X,X,X,X
SZLOTIJ,O,O,O,O,O,O,X,O,X
SZLOTJI,O,O,O,O,O,O,X,O,X
SZLOITJ,O,O,O,O,O,O,X,O,X
SZLOIJT,O,X,X,O,X,X,X,X,X
SZLOJTI,O,X,X,O,X,X,X,X,X
SZLOJIT,O,X,X,O,X,X,X,X,X
SZJTILO,X,O,X,O,X,O,O,O,X
SZJTIOL,X,O,X,O,X,O,O,O,X
SZJTLIO,X,O,X,O,X,O,O,O,X
SZJTLOI,X,O,X,O,X,O,O,O,X
SZJTOIL,X,O,X,O,X,O,O,O,X
SZJTOLI,X,O,X,O,X,O,O,O,X
SZJITLO,X,O,X,O,X,O,O,O,X
SZJITOL,X,O,X,O,X,O,O,O,X
SZJILTO,X,X,X,O,X,X,X,O,X
SZJILOT,X,X,X,O,X,X,X,X,X
SZJIOTL,X,O,X,O,X,O,O,O,X
SZJIOLT,X,X,X,O,X,X,X,X,X
SZJLTIO,X,X,X,O,X,X,X,O,X
SZJLTOI,X,X,X,O,X,X,X,O,X
SZJLITO,X,X,X,O,X,X,X,O,X
SZJLIOT,X,X,X,O,X,X,X,X,X
SZJLOTI,X,X,X,O,X,X,X,X,X
SZJLOIT,X,X,X,O,X,X,X,X,X
SZJOTIL,X,O,X,O,X,O,O,O,X
SZJOTLI,X,O,X,O,X,O,O,O,X
SZJOITL,X,O,X,O,X,O,O,O,X
SZJOILT,X,X,X,O,X,X,X,X,X
SZJOLTI,X,X,X,O,X,X,X,X,X
SZJOLIT,X,X,X,O,X,X,X,X,X
SZOTILJ,X,O,O,O,O,O,O,O,X
SZOTIJL,X,O,X,O,X,O,O,O,X
SZOTLIJ,X,O,O,O,O,O,O,O,X
SZOTLJI,X,O,O,O,O,O,O,O,X
SZOTJIL,X,O,X,O,X,O,O,O,X
SZOTJLI,X,O,X,O,X,O,O,O,X
SZOITLJ,X,O,O,O,O,O,O,O,X
SZOITJL,X,O,X,O,X,O,O,O,X
SZOILTJ,O,O,O,O,O,O,X,O,X
SZOILJT,O,X,X,O,X,X,X,X,X
SZOIJTL,X,O,X,O,X,O,O,O,X
SZOIJLT,X,X,X,O,X,X,X,X,X
SZOLTIJ,O,O,O,O,O,O,X,O,X
SZOLTJI,O,O,O,O,O,O,X,O,X
SZOLITJ,O,O,O,O,O,O,X,O,X
SZOLIJT,O,X,X,O,X,X,X,X,X
SZOLJTI,O,X,X,O,X,X,X,X,X
SZOLJIT,O,X,X,O,X,X,X,X,X
SZOJTIL,X,O,X,O,X,O,O,O,X
SZOJTLI,X,O,X,O,X,O,O,O,X
SZOJITL,X,O,X,O,X,O,O,O,X
SZOJILT,X,X,X,O,X,X,X,X,X
SZOJLTI,X,X,X,O,X,X,X,X,X
SZOJLIT,X,X,X,O,X,X,X,X,X
SOTILJZ,O,O,O,O,O,X,X,X,X
SOTILZJ,O,O,O,O,O,O,X,O,X
SOTIJLZ,O,O,X,O,O,X,X,X,O
SOTIJZL,O,O,X,O,X,O,O,O,O
SOTIZLJ,O,O,O,O,O,O,O,O,X
SOTIZJL,O,O,X,O,X,O,O,O,X
SOTLIJZ,O,O,O,O,O,X,X,X,X
SOTLIZJ,O,O,O,O,O,O,X,O,X
SOTLJIZ,O,O,O,O,O,X,X,X,X
SOTLJZI,O,O,X,O,O,X,X,X,X
SOTLZIJ,O,O,O,O,O,O,X,O,X
SOTLZJI,O,O,O,O,O,O,X,O,X
SOTJILZ,O,O,X,O,O,X,X,X,O
SOTJIZL,O,O,X,O,X,O,O,O,O
SOTJLIZ,O,O,X,O,O,X,X,X,O
SOTJLZI,O,O,X,O,O,X,X,X,O
SOTJZIL,O,O,X,O,X,O,O,O,O
SOTJZLI,O,O,X,O,X,O,O,O,X
SOTZILJ,O,O,O,O,O,O,O,O,X
SOTZIJL,O,O,X,O,X,O,O,O,X
SOTZLIJ,O,O,O,O,O,O,O,O,X
SOTZLJI,O,O,O,O,O,O,O,O,X
SOTZJIL,O,O,X,O,X,O,O,O,X
SOTZJLI,O,O,X,O,X,O,O,O,X
SOITLJZ,O,O,O,O,O,X,X,X,X
SOITLZJ,O,O,O,O,O,O,X,O,X
SOITJLZ,O,O,X,O,O,X,X,X,O
SOITJZL,O,O,X,O,X,O,O,O,O
SOITZLJ,O,O,O,O,O,O,O,O,X
SOITZJL,O,O,X,O,X,O,O,O,X
SOILTJZ,O,O,O,O,O,X,X,X,X
SOILTZJ,O,O,O,O,O,O,X,O,X
SOILJTZ,O,X,X,O,O,X,X,X,X
SOILJZT,O,X,X,O,X,X,X,X,X
SOILZTJ,O,O,O,O,O,O,X,O,X
SOILZJT,O,X,X,O,X,X,X,X,X
SOIJTLZ,O,O,X,O,O,X,X,X,O
SOIJTZL,O,O,X,O,X,O,O,O,O
SOIJLTZ,O,O,X,O,O,X,X,X,O
SOIJLZT,X,O,X,O,X,X,X,X,X
SOIJZTL,X,O,X,O,X,O,O,O,X
SOIJZLT,X,O,X,O,X,X,X,X,X
SOIZTLJ,X,O,O,O,O,O,O,O,X
SOIZTJL,X,O,X,O,X,O,O,O,X
SOIZLTJ,O,O,O,O,O,O,X,O,X
SOIZLJT,O,X,X,O,X,X,X,X,X
SOIZJTL,X,O,X,O,X,O,O,O,X
SOIZJLT,X,X,X,O,X,X,X,X,X
SOLTIJZ,O,O,O,O,O,X,X,X,X
SOLTIZJ,O,O,O,O,O,O,X,O,X
SOLTJIZ,O,O,O,O,O,X,X,X,X
SOLTJZI,O,O,X,O,O,X,X,X,X
SOLTZIJ,O,O,O,O,O,O,X,O,X
SOLTZJI,O,O,O,O,O,O,X,O,X
SOLITJZ,O,O,O,O,O,X,X,X,X
SOLITZJ,O,O,O,O,O,O,X,O,X
SOLIJTZ,O,X,X,O,O,X,X,X,X
SOLIJZT,O,X,X,O,X,X,X,X,X
SOLIZTJ,O,O,O,O,O,O,X,O,X
SOLIZJT,O,X,X,O,X,X,X,X,X
SOLJTIZ,O,X,X,O,O,X,X,X,X
SOLJTZI,O,X,X,O,O,X,X,X,X
SOLJITZ,O,X,X,O,O,X,X,X,X
SOLJIZT,O,X,X,O,X,X,X,X,X
SOLJZTI,O,X,X,O,X,X,X,X,X
SOLJZIT,O,X,X,O,X,X,X,X,X
SOLZTIJ,O,O,O,O,O,O,X,O,X
SOLZTJI,O,O,O,O,O,O,X,O,X
SOLZITJ,O,O,O,O,O,O,X,O,X
SOLZIJT,O,X,X,O,X,X,X,X,X
SOLZJTI,O,X,X,O,X,X,X,X,X
SOLZJIT,O,X,X,O,X,X,X,X,X
SOJTILZ,O,O,X,O,O,X,X,X,O
SOJTIZL,O,O,X,O,X,O,O,O,O
SOJTLIZ,O,O,X,O,O,X,X,X,O
SOJTLZI,O,O,X,O,O,X,X,X,O
SOJTZIL,O,O,X,O,X,O,O,O,O
SOJTZLI,O,O,X,O,X,O,O,O,X
SOJITLZ,O,O,X,O,O,X,X,X,O
SOJITZL,O,O,X,O,X,O,O,O,O
SOJILTZ,O,O,X,O,O,X,X,X,O
SOJILZT,X,O,X,O,X,X,X,X,X
SOJIZTL,X,O,X,O,X,O,O,O,X
SOJIZLT,X,O,X,O,X,X,X,X,X
SOJLTIZ,O,O,X,O,O,X,X,X,O
SOJLTZI,O,O,X,O,O,X,X,X,O
SOJLITZ,O,O,X,O,O,X,X,X,O
SOJLIZT,X,O,X,O,X,X,X,X,X
SOJLZTI,X,O,X,O,X,X,X,X,X
SOJLZIT,X,O,X,O,X,X,X,X,X
SOJZTIL,X,O,X,O,X,O,O,O,X
SOJZTLI,X,O,X,O,X,O,O,O,X
SOJZITL,X,O,X,O,X,O,O,O,X
SOJZILT,X,O,X,O,X,X,X,X,X
SOJZLTI,X,O,X,O,X,X,X,X,X
SOJZLIT,X,O,X,O,X,X,X,X,X
SOZTILJ,X,O,O,O,O,O,O,O,X
SOZTIJL,X,O,X,O,X,O,O,O,X
SOZTLIJ,X,O,O,O,O,O,O,O,X
SOZTLJI,X,O,O,O,O,O,O,O,X
SOZTJIL,X,O,X,O,X,O,O,O,X
SOZTJLI,X,O,X,O,X,O,O,O,X
SOZITLJ,X,O,O,O,O,O,O,O,X
SOZITJL,X,O,X,O,X,O,O,O,X
SOZILTJ,O,O,O,O,O,O,X,O,X
SOZILJT,O,X,X,O,X,X,X,X,X
SOZIJTL,X,O,X,O,X,O,O,O,X
SOZIJLT,X,X,X,O,X,X,X,X,X
SOZLTIJ,O,O,O,O,O,O,X,O,X
SOZLTJI,O,O,O,O,O,O,X,O,X
SOZLITJ,O,O,O,O,O,O,X,O,X
SOZLIJT,O,X,X,O,X,X,X,X,X
SOZLJTI,O,X,X,O,X,X,X,X,X
SOZLJIT,O,X,X,O,X,X,X,X,X
SOZJTIL,X,O,X,O,X,O,O,O,X
SOZJTLI,X,O,X,O,X,O,O,O,X
SOZJITL,X,O,X,O,X,O,O,O,X
SOZJILT,X,X,X,O,X,X,X,X,X
SOZJLTI,X,X,X,O,X,X,X,X,X
SOZJLIT,X,X,X,O,X,X,X,X,X
ZTILJSO,O,O,O,X,X,X,O,X,X
ZTILJOS,O,O,O,X,O,X,O,X,X
ZTILSJO,O,O,O,X,O,O,O,O,X
ZTILSOJ,O,O,O,X,O,O,O,O,X
ZTILOJS,O,O,O,X,O,X,O,X,X
ZTILOSJ,O,O,O,X,O,O,O,O,X
ZTIJLSO,O,O,O,O,X,X,O,X,O
ZTIJLOS,O,O,O,O,X,X,O,X,O
ZTIJSLO,O,O,O,O,X,O,O,O,X
ZTIJSOL,O,O,X,O,X,O,O,O,O
ZTIJOLS,O,O,O,O,X,X,O,X,O
ZTIJOSL,O,O,X,O,X,O,O,O,O
