sequence,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBxhBXjB1rBStB2xB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBxnBCoBmrBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhFxgB/nB+oBFmBUsBatB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBGjBRnBimBFsBXtB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhBGjBxrBXtBisB,v115@JhA8GeD8FeF8CeA8JeT/IvhF0gBlhB3iB+oBxrByxB
OJSILTZ,X,O,X,X,O,O
OJSILZT,X,O,X,O,O,O
OJSIZTL,X,O,X,O,O,O
OJSIZLT,X,O,X,O,O,O
OJSLTIZ,X,O,X,O,X,X
OJSLTZI,X,O,X,X,X,X
OJSLITZ,X,O,X,X,O,X
OJSLIZT,X,O,X,O,O,X
OJSLZTI,X,O,X,X,O,X
OJSLZIT,X,O,X,O,O,X
OJSZTIL,X,O,O,O,O,O
OJSZTLI,X,O,O,X,O,X
OJSZITL,X,O,O,O,O,O
OJSZILT,X,O,X,O,O,O
OJSZLTI,X,O,O,X,O,X
OJSZLIT,X,O,X,O,O,X
OJZTILS,O,O,O,O,X,O
OJZTISL,X,O,O,O,O,O
OJZTLIS,O,O,O,X,X,O
OJZTLSI,O,O,O,X,X,X
OJZTSIL,X,O,O,O,O,O
OJZTSLI,X,O,O,X,O,X
OJZITLS,O,O,O,X,X,O
OJZITSL,X,O,O,X,O,O
OJZILTS,X,O,X,X,X,O
OJZILST,O,X,X,X,X,O
OJZISTL,X,O,O,X,O,O
OJZISLT,X,O,X,X,O,O
OJZLTIS,O,O,O,X,X,O
OJZLTSI,O,O,O,X,X,X
OJZLITS,X,O,X,X,X,O
OJZLIST,O,X,X,X,X,O
OJZLSTI,O,O,O,X,X,X
OJZLSIT,O,O,X,X,X,X
OJZSTIL,X,O,O,O,O,O
OJZSTLI,X,O,O,X,O,X
OJZSITL,X,O,O,O,O,O
OJZSILT,X,O,X,O,O,O
OJZSLTI,X,O,O,X,O,X
OJZSLIT,X,O,X,O,O,X
OSTILJZ,O,X,X,O,O,X
OSTILZJ,O,O,X,O,O,X
OSTIJLZ,X,O,X,O,O,X
OSTIJZL,X,O,O,O,O,X
OSTIZLJ,O,O,O,O,O,X
OSTIZJL,X,O,O,O,O,X
OSTLIJZ,O,X,X,O,X,X
OSTLIZJ,O,X,X,O,X,X
OSTLJIZ,O,X,X,O,X,X
OSTLJZI,O,X,X,X,X,X
OSTLZIJ,O,X,X,O,X,X
OSTLZJI,O,X,X,X,X,X
OSTJILZ,X,O,X,O,O,X
OSTJIZL,X,O,O,O,O,X
OSTJLIZ,X,O,X,O,X,X
OSTJLZI,X,O,X,X,X,X
OSTJZIL,X,O,O,O,O,X
OSTJZLI,X,O,O,X,O,X
OSTZILJ,O,O,O,O,O,X
OSTZIJL,X,O,O,O,O,X
OSTZLIJ,O,O,O,O,O,X
OSTZLJI,O,X,O,X,O,X
OSTZJIL,X,O,O,O,O,X
OSTZJLI,X,X,O,X,O,X
OSITLJZ,X,X,X,O,O,X
OSITLZJ,X,O,X,O,O,X
OSITJLZ,X,O,X,O,O,O
OSITJZL,X,O,O,O,O,O
OSITZLJ,X,O,O,O,O,X
OSITZJL,X,O,O,O,O,O
OSILTJZ,X,X,X,X,O,X
OSILTZJ,X,O,X,X,O,X
OSILJTZ,X,O,X,X,O,X
OSILJZT,X,O,X,O,O,X
OSILZTJ,X,O,X,X,O,X
OSILZJT,X,O,X,O,O,X
OSIJTLZ,X,O,X,O,O,O
OSIJTZL,X,O,O,O,O,O
OSIJLTZ,X,O,X,X,O,O
OSIJLZT,X,O,X,O,O,O
OSIJZTL,X,O,X,O,O,O
OSIJZLT,X,O,X,O,O,O
OSIZTLJ,X,O,X,O,O,X
OSIZTJL,X,O,X,O,O,O
OSIZLTJ,X,O,X,X,O,X
OSIZLJT,X,O,X,O,O,X
OSIZJTL,X,O,X,O,O,O
OSIZJLT,X,O,X,O,O,O
OSLTIJZ,O,X,X,O,X,X
OSLTIZJ,O,X,X,O,X,X
OSLTJIZ,O,X,X,O,X,X
OSLTJZI,O,X,X,X,X,X
OSLTZIJ,O,X,X,O,X,X
OSLTZJI,O,X,X,X,X,X
OSLITJZ,O,X,X,X,O,X
OSLITZJ,O,O,X,X,O,X
OSLIJTZ,X,O,X,X,O,X
OSLIJZT,O,O,X,O,O,X
OSLIZTJ,O,O,X,X,O,X
OSLIZJT,O,O,X,O,O,X
OSLJTIZ,O,O,X,O,X,X
OSLJTZI,O,O,X,X,X,X
OSLJITZ,X,O,X,X,O,X
OSLJIZT,O,O,X,O,O,X
OSLJZTI,O,O,X,X,O,X
OSLJZIT,O,O,X,O,O,X
OSLZTIJ,O,O,X,O,O,X
OSLZTJI,O,X,X,X,O,X
OSLZITJ,O,O,X,X,O,X
OSLZIJT,O,O,X,O,O,X
OSLZJTI,O,X,X,X,O,X
OSLZJIT,O,X,X,O,O,X
OSJTILZ,X,O,X,O,O,X
OSJTIZL,X,O,O,O,O,X
OSJTLIZ,X,O,X,O,X,X
OSJTLZI,X,O,X,X,X,X
OSJTZIL,X,O,O,O,O,X
OSJTZLI,X,O,O,X,O,X
OSJITLZ,X,O,X,O,O,O
OSJITZL,X,O,O,O,O,O
OSJILTZ,X,O,X,X,O,O
OSJILZT,X,O,X,O,O,O
OSJIZTL,X,O,X,O,O,O
OSJIZLT,X,O,X,O,O,O
OSJLTIZ,X,O,X,O,X,X
OSJLTZI,X,O,X,X,X,X
OSJLITZ,X,O,X,X,O,X
OSJLIZT,X,O,X,O,O,X
OSJLZTI,X,O,X,X,O,X
OSJLZIT,X,O,X,O,O,X
OSJZTIL,X,O,O,O,O,O
OSJZTLI,X,O,O,X,O,X
OSJZITL,X,O,O,O,O,O
OSJZILT,X,O,X,O,O,O
OSJZLTI,X,O,O,X,O,X
OSJZLIT,X,O,X,O,O,X
OSZTILJ,O,O,O,O,O,X
OSZTIJL,X,O,O,O,O,O
OSZTLIJ,O,O,O,O,O,X
OSZTLJI,O,X,O,X,O,X
OSZTJIL,X,O,O,O,O,O
OSZTJLI,X,O,O,X,O,X
OSZITLJ,O,O,O,O,O,X
OSZITJL,X,O,O,O,O,O
OSZILTJ,O,O,X,X,O,X
OSZILJT,O,O,X,O,O,X
OSZIJTL,X,O,O,O,O,O
OSZIJLT,X,O,X,O,O,O
OSZLTIJ,O,O,O,O,O,X
OSZLTJI,O,X,O,X,O,X
OSZLITJ,O,O,X,X,O,X
OSZLIJT,O,O,X,O,O,X
OSZLJTI,O,X,O,X,O,X
OSZLJIT,O,X,X,O,O,X
OSZJTIL,X,O,O,O,O,O
OSZJTLI,X,O,O,X,O,X
OSZJITL,X,O,O,O,O,O
OSZJILT,X,O,X,O,O,O
OSZJLTI,X,O,O,X,O,X
OSZJLIT,X,O,X,O,O,X
OZTILJS,O,X,O,O,X,O
OZTILSJ,O,X,O,X,O,X
OZTIJLS,O,O,O,O,X,O
OZTIJSL,X,O,O,O,O,O
OZTISLJ,O,O,O,O,O,X
OZTISJL,X,O,O,O,O,O
OZTLIJS,O,X,O,O,X,O
OZTLISJ,O,X,O,X,O,X
OZTLJIS,O,O,O,X,X,O
OZTLJSI,O,O,O,X,X,X
OZTLSIJ,O,O,O,O,O,X
OZTLSJI,O,X,O,X,O,X
OZTJILS,O,O,O,O,X,O
OZTJISL,X,O,O,O,O,O
OZTJLIS,O,O,O,X,X,O
OZTJLSI,O,O,O,X,X,X
OZTJSIL,X,O,O,O,O,O
OZTJSLI,X,O,O,X,O,X
OZTSILJ,O,O,O,O,O,X
OZTSIJL,X,O,O,O,O,O
OZTSLIJ,O,O,O,O,O,X
OZTSLJI,O,X,O,X,O,X
OZTSJIL,X,O,O,O,O,O
OZTSJLI,X,O,O,X,O,X
OZITLJS,O,X,O,O,X,O
OZITLSJ,O,X,O,X,O,X
OZITJLS,O,O,O,O,X,O
OZITJSL,X,O,O,O,O,O
OZITSLJ,O,O,O,O,O,X
OZITSJL,X,O,O,O,O,O
OZILTJS,O,X,X,X,X,O
OZILTSJ,O,X,X,X,O,X
OZILJTS,X,X,X,X,X,O
OZILJST,O,X,X,X,X,O
OZILSTJ,O,X,X,X,O,X
OZILSJT,O,X,X,X,O,X
OZIJTLS,O,O,O,X,X,O
OZIJTSL,X,O,O,X,O,O
OZIJLTS,X,O,X,X,X,O
OZIJLST,O,X,X,X,X,O
OZIJSTL,X,O,O,X,O,O
OZIJSLT,X,O,X,X,O,O
OZISTLJ,O,O,O,O,O,X
OZISTJL,X,O,O,O,O,O
OZISLTJ,O,O,X,X,O,X
OZISLJT,O,O,X,O,O,X
OZISJTL,X,O,O,O,O,O
OZISJLT,X,O,X,O,O,O
OZLTIJS,O,X,O,O,X,O
OZLTISJ,O,X,O,X,O,X
OZLTJIS,O,O,O,X,X,O
OZLTJSI,O,O,O,X,X,X
OZLTSIJ,O,O,O,O,O,X
OZLTSJI,O,X,O,X,O,X
OZLITJS,O,X,X,X,X,O
OZLITSJ,O,X,X,X,O,X
OZLIJTS,X,X,X,X,X,O
OZLIJST,O,X,X,X,X,O
OZLISTJ,O,X,X,X,O,X
OZLISJT,O,X,X,X,O,X
OZLJTIS,O,O,O,X,X,O
OZLJTSI,O,O,O,X,X,X
OZLJITS,X,O,X,X,X,O
OZLJIST,O,X,X,X,X,O
OZLJSTI,O,O,O,X,X,X
OZLJSIT,O,O,X,X,X,X
OZLSTIJ,O,O,O,O,O,X
OZLSTJI,O,X,O,X,O,X
OZLSITJ,O,O,X,X,O,X
OZLSIJT,O,O,X,O,O,X
OZLSJTI,O,X,O,X,O,X
OZLSJIT,O,X,X,O,O,X
OZJTILS,O,O,O,O,X,O
OZJTISL,X,O,O,O,O,O
OZJTLIS,O,O,O,X,X,O
OZJTLSI,O,O,O,X,X,X
OZJTSIL,X,O,O,O,O,O
OZJTSLI,X,O,O,X,O,X
OZJITLS,O,O,O,X,X,O
OZJITSL,X,O,O,X,O,O
OZJILTS,X,O,X,X,X,O
OZJILST,O,X,X,X,X,O
OZJISTL,X,O,O,X,O,O
OZJISLT,X,O,X,X,O,O
OZJLTIS,O,O,O,X,X,O
OZJLTSI,O,O,O,X,X,X
OZJLITS,X,O,X,X,X,O
OZJLIST,O,X,X,X,X,O
OZJLSTI,O,O,O,X,X,X
OZJLSIT,O,O,X,X,X,X
OZJSTIL,X,O,O,O,O,O
OZJSTLI,X,O,O,X,O,X
OZJSITL,X,O,O,O,O,O
OZJSILT,X,O,X,O,O,O
OZJSLTI,X,O,O,X,O,X
OZJSLIT,X,O,X,O,O,X
OZSTILJ,O,O,O,O,O,X
OZSTIJL,X,O,O,O,O,O
OZSTLIJ,O,O,O,O,O,X
OZSTLJI,O,X,O,X,O,X
OZSTJIL,X,O,O,O,O,O
OZSTJLI,X,O,O,X,O,X
OZSITLJ,O,O,O,O,O,X
OZSITJL,X,O,O,O,O,O
OZSILTJ,O,O,X,X,O,X
OZSILJT,O,O,X,O,O,X
OZSIJTL,X,O,O,O,O,O
OZSIJLT,X,O,X,O,O,O
OZSLTIJ,O,O,O,O,O,X
OZSLTJI,O,X,O,X,O,X
OZSLITJ,O,O,X,X,O,X
OZSLIJT,O,O,X,O,O,X
OZSLJTI,O,X,O,X,O,X
OZSLJIT,O,X,X,O,O,X
OZSJTIL,X,O,O,O,O,O
OZSJTLI,X,O,O,X,O,X
OZSJITL,X,O,O,O,O,O
OZSJILT,X,O,X,O,O,O
OZSJLTI,X,O,O,X,O,X
OZSJLIT,X,O,X,O,O,X
