sequence,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBRhBGjB8sB3rBFsB,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBGhBcoBXnBlnBxwB,v115@KhB8GeC8DeE8DeB8JeRBJvhF3iBcoBlkB+rBikBTsB,v115@KhB8GeC8DeE8DeB8JeGBJvhFTjBlkB0nBikBXnBxwB,v115@KhB8GeC8DeE8DeB8Jei/IvhFRhBTjB3kB+rBlsBcsB,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBRhBcoBFsBusB3rB,v115@KhB8GeC8DeE8DeB8JeGBJvhFTjBikBXnBlkB0nBxwB,v115@KhB8GeC8DeE8DeB8Jem/IvhFxiBTkBXoBUsBCsBFrB,v115@KhB8GeC8DeE8DeB8Jei/IvhFTjB3kBFnBGmB0nBxwB
SIOZLTJ,O,O,X,X,X,X,X,O,O
SIOZLJT,O,O,X,X,X,X,O,O,X
SIOZJTL,X,X,X,O,X,X,X,O,X
SIOZJLT,O,O,X,X,X,X,O,O,X
SLTIJZO,X,X,X,X,O,X,X,X,X
SLTIJOZ,O,X,X,X,O,X,X,X,O
SLTIZJO,O,X,X,X,X,O,X,X,X
SLTIZOJ,O,X,X,X,X,O,X,X,O
SLTIOJZ,O,X,X,X,O,X,X,X,O
SLTIOZJ,O,X,X,X,X,O,X,X,O
SLTJIZO,X,X,X,X,O,X,X,X,X
SLTJIOZ,O,X,X,X,O,X,X,X,X
SLTJZIO,X,X,X,X,O,X,X,X,X
SLTJZOI,X,X,X,X,O,X,X,X,X
SLTJOIZ,O,X,X,X,O,X,X,X,X
SLTJOZI,X,X,X,X,O,X,X,X,X
SLTZIJO,O,X,X,X,X,O,X,X,X
SLTZIOJ,O,X,X,X,X,O,X,X,X
SLTZJIO,O,X,X,X,O,O,X,X,X
SLTZJOI,O,X,X,X,O,O,X,X,X
SLTZOIJ,O,X,X,X,X,O,X,X,X
SLTZOJI,O,X,X,X,O,O,X,X,X
SLTOIJZ,O,X,X,X,O,X,X,X,O
SLTOIZJ,O,X,X,X,X,O,X,X,O
SLTOJIZ,O,X,X,X,O,X,X,X,X
SLTOJZI,X,X,X,X,O,X,X,X,X
SLTOZIJ,O,X,X,X,X,O,X,X,X
SLTOZJI,O,X,X,X,O,O,X,X,X
SLITJZO,X,O,X,X,O,X,X,X,X
SLITJOZ,O,O,X,X,O,X,O,X,O
SLITZJO,O,O,X,X,X,O,X,X,X
SLITZOJ,O,O,X,X,X,O,X,X,O
SLITOJZ,O,O,X,X,O,X,O,X,O
SLITOZJ,O,O,X,X,X,O,X,X,O
SLIJTZO,X,O,X,X,O,X,X,X,X
SLIJTOZ,O,O,X,X,O,X,O,X,O
SLIJZTO,O,O,X,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,O,X,X
SLIJOTZ,O,O,X,X,O,X,O,X,O
SLIJOZT,O,O,X,X,X,X,O,X,X
SLIZTJO,O,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X,O
SLIZJTO,O,O,X,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,O,X,X
SLIZOTJ,O,O,X,X,X,X,X,X,O
SLIZOJT,O,O,X,X,X,X,O,X,X
SLIOTJZ,O,O,X,X,O,X,O,X,O
SLIOTZJ,O,O,X,X,X,O,X,X,O
SLIOJTZ,O,O,X,X,O,X,O,X,O
SLIOJZT,O,O,X,X,X,X,O,X,X
SLIOZTJ,O,O,X,X,X,X,X,X,O
SLIOZJT,O,O,X,X,X,X,O,X,X
SLJTIZO,X,X,X,X,O,X,X,X,X
SLJTIOZ,O,X,X,X,O,X,X,X,X
SLJTZIO,X,X,X,X,O,X,X,X,X
SLJTZOI,X,X,X,X,O,X,X,X,X
SLJTOIZ,O,X,X,X,O,X,X,X,X
SLJTOZI,X,X,X,X,O,X,X,X,X
SLJITZO,X,O,X,X,O,X,X,X,X
SLJITOZ,O,O,X,X,O,X,O,X,O
SLJIZTO,O,O,X,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,O,X,X
SLJIOTZ,O,O,X,X,O,X,O,X,O
SLJIOZT,O,O,X,X,X,X,O,X,X
SLJZTIO,O,X,X,X,O,X,X,X,X
SLJZTOI,O,X,X,X,O,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X
SLJZOTI,O,X,X,X,O,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,O,X,X,X,X
SLJOTZI,X,X,X,X,O,X,X,X,X
SLJOITZ,O,O,X,X,O,X,O,X,O
SLJOIZT,O,O,X,X,X,X,O,X,X
SLJOZTI,O,X,X,X,O,X,X,X,X
SLJOZIT,O,O,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,X,O,X,X,X
SLZTIOJ,O,X,X,X,X,O,X,X,X
SLZTJIO,O,X,X,X,O,O,X,X,X
SLZTJOI,O,X,X,X,O,O,X,X,X
SLZTOIJ,O,X,X,X,X,O,X,X,X
SLZTOJI,O,X,X,X,O,O,X,X,X
SLZITJO,O,O,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X,O
SLZIJTO,O,O,X,X,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,O,O
SLZIOJT,O,O,X,X,X,X,X,O,X
SLZJTIO,O,X,X,X,O,X,X,X,X
SLZJTOI,O,X,X,X,O,X,X,X,X
SLZJITO,O,O,X,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X
SLZJOTI,O,X,X,X,O,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,X,X,O,X,O,X
SLZOTJI,O,X,X,X,O,O,X,O,X
SLZOITJ,O,O,X,X,X,X,X,O,O
SLZOIJT,O,O,X,X,X,X,X,O,X
SLZOJTI,O,X,X,X,O,X,X,O,X
SLZOJIT,O,O,X,X,X,X,X,O,X
SLOTIJZ,O,X,X,X,O,X,X,X,O
SLOTIZJ,O,X,X,X,X,O,X,X,O
SLOTJIZ,O,X,X,X,O,X,X,X,X
SLOTJZI,X,X,X,X,O,X,X,X,X
SLOTZIJ,O,X,X,X,X,O,X,X,X
SLOTZJI,O,X,X,X,O,O,X,X,X
SLOITJZ,O,O,X,X,O,X,O,X,O
SLOITZJ,O,O,X,X,X,O,X,X,O
SLOIJTZ,O,O,X,X,O,X,O,X,O
SLOIJZT,O,O,X,X,X,X,O,X,X
SLOIZTJ,O,O,X,X,X,X,X,X,O
SLOIZJT,O,O,X,X,X,X,O,X,X
SLOJTIZ,O,X,X,X,O,X,X,X,X
SLOJTZI,X,X,X,X,O,X,X,X,X
SLOJITZ,O,O,X,X,O,X,O,X,O
SLOJIZT,O,O,X,X,X,X,O,X,X
SLOJZTI,O,X,X,X,O,X,X,O,X
SLOJZIT,O,O,X,X,X,X,X,O,X
SLOZTIJ,O,X,X,X,X,O,X,O,X
SLOZTJI,O,X,X,X,O,O,X,O,X
SLOZITJ,O,O,X,X,X,X,X,O,O
SLOZIJT,O,O,X,X,X,X,X,O,X
SLOZJTI,O,X,X,X,O,X,X,O,X
SLOZJIT,O,O,X,X,X,X,X,O,X
SJTILZO,X,X,X,X,O,X,X,X,X
SJTILOZ,O,X,X,X,O,X,X,X,X
SJTIZLO,X,X,O,X,O,X,X,X,X
SJTIZOL,X,X,O,O,O,X,X,X,X
SJTIOLZ,X,X,X,X,O,X,X,X,X
SJTIOZL,X,X,O,O,O,X,X,X,X
SJTLIZO,X,X,X,X,O,X,X,X,X
SJTLIOZ,O,X,X,X,O,X,X,X,X
SJTLZIO,X,X,X,X,O,X,X,X,X
SJTLZOI,X,X,X,X,O,X,X,X,X
SJTLOIZ,O,X,X,X,O,X,X,X,X
SJTLOZI,X,X,X,X,O,X,X,X,X
SJTZILO,X,X,O,X,O,X,X,X,X
SJTZIOL,X,X,O,X,O,X,X,X,X
SJTZLIO,X,X,O,X,O,X,X,X,X
SJTZLOI,X,X,O,X,O,X,X,X,X
SJTZOIL,X,X,O,O,O,X,X,X,X
SJTZOLI,X,X,O,O,O,X,X,X,X
SJTOILZ,X,X,X,X,O,X,X,X,X
SJTOIZL,X,X,O,O,O,X,X,X,X
SJTOLIZ,X,X,X,X,O,X,X,X,X
SJTOLZI,X,X,X,X,O,X,X,X,X
SJTOZIL,X,X,O,O,O,X,X,X,X
SJTOZLI,X,X,O,O,O,X,X,X,X
SJITLZO,X,O,X,X,O,X,X,X,X
SJITLOZ,O,O,X,X,O,X,O,X,O
SJITZLO,X,O,O,X,O,X,X,X,X
SJITZOL,X,X,O,O,O,X,X,X,X
SJITOLZ,X,X,X,X,O,X,O,X,O
SJITOZL,X,X,O,O,O,X,X,X,X
SJILTZO,X,O,X,X,O,X,X,X,X
SJILTOZ,O,O,X,X,O,X,O,X,O
SJILZTO,O,O,X,X,X,X,X,X,X
SJILZOT,O,O,X,X,X,X,O,X,X
SJILOTZ,O,O,X,X,O,X,O,X,O
SJILOZT,O,O,X,X,X,X,O,X,X
SJIZTLO,O,O,O,X,X,X,X,X,X
SJIZTOL,X,X,O,O,X,X,X,X,X
SJIZLTO,O,O,O,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,O,X,X
SJIZOTL,X,X,O,O,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,O,X,X
SJIOTLZ,X,X,X,X,O,X,O,X,O
SJIOTZL,X,X,O,O,O,X,X,X,X
SJIOLTZ,O,O,X,X,O,X,O,X,O
SJIOLZT,O,O,X,X,X,X,O,X,X
SJIOZTL,X,X,O,O,X,X,X,X,X
SJIOZLT,X,O,O,X,X,X,O,X,X
SJLTIZO,X,X,X,X,O,X,X,X,X
SJLTIOZ,O,X,X,X,O,X,X,X,X
SJLTZIO,X,X,X,X,O,X,X,X,X
SJLTZOI,X,X,X,X,O,X,X,X,X
SJLTOIZ,O,X,X,X,O,X,X,X,X
SJLTOZI,X,X,X,X,O,X,X,X,X
SJLITZO,X,O,X,X,O,X,X,X,X
SJLITOZ,O,O,X,X,O,X,O,X,O
SJLIZTO,O,O,X,X,X,X,X,X,X
SJLIZOT,O,O,X,X,X,X,O,X,X
SJLIOTZ,O,O,X,X,O,X,O,X,O
SJLIOZT,O,O,X,X,X,X,O,X,X
SJLZTIO,O,X,X,X,O,X,X,X,X
SJLZTOI,O,X,X,X,O,X,X,X,X
SJLZITO,O,O,X,X,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X,X,X
SJLZOTI,O,X,X,X,O,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X,X
SJLOTIZ,O,X,X,X,O,X,X,X,X
SJLOTZI,X,X,X,X,O,X,X,X,X
SJLOITZ,O,O,X,X,O,X,O,X,O
SJLOIZT,O,O,X,X,X,X,O,X,X
SJLOZTI,O,X,X,X,O,X,X,X,X
SJLOZIT,O,O,X,X,X,X,X,X,X
SJZTILO,O,X,O,X,O,X,X,X,X
SJZTIOL,X,X,O,X,O,X,X,X,X
SJZTLIO,O,X,O,X,O,X,X,X,X
SJZTLOI,O,X,O,X,O,X,X,X,X
SJZTOIL,X,X,O,O,O,X,X,X,X
SJZTOLI,X,X,O,O,O,X,X,X,X
SJZITLO,O,O,O,X,X,X,X,X,X
SJZITOL,X,X,O,X,X,X,X,X,X
SJZILTO,O,O,O,X,X,X,X,X,X
SJZILOT,O,O,X,X,X,X,X,X,X
SJZIOTL,X,X,O,X,X,X,X,O,X
SJZIOLT,O,O,X,X,X,X,X,O,X
SJZLTIO,O,X,O,X,O,X,X,X,X
SJZLTOI,O,X,O,X,O,X,X,X,X
SJZLITO,O,O,O,X,X,X,X,X,X
SJZLIOT,O,O,X,X,X,X,X,X,X
SJZLOTI,O,X,X,X,O,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X,X,X
SJZOTIL,X,X,O,O,O,X,X,O,X
SJZOTLI,X,X,O,O,O,X,X,O,X
SJZOITL,X,X,O,X,X,X,X,O,X
SJZOILT,O,X,O,X,X,X,X,O,X
SJZOLTI,O,X,O,X,O,X,X,O,X
SJZOLIT,O,X,O,X,X,X,X,O,X
SJOTILZ,X,X,X,X,O,X,X,X,X
SJOTIZL,X,X,O,O,O,X,X,X,X
SJOTLIZ,X,X,X,X,O,X,X,X,X
SJOTLZI,X,X,X,X,O,X,X,X,X
SJOTZIL,X,X,O,O,O,X,X,O,X
SJOTZLI,X,X,O,O,O,X,X,O,X
SJOITLZ,X,X,X,X,O,X,O,X,O
SJOITZL,X,X,O,O,O,X,X,X,X
SJOILTZ,O,X,X,X,O,X,O,X,O
SJOILZT,O,X,X,X,X,X,O,X,X
SJOIZTL,X,X,O,O,X,X,X,O,X
SJOIZLT,X,X,O,X,X,X,O,O,X
SJOLTIZ,O,X,X,X,O,X,X,X,X
SJOLTZI,X,X,X,X,O,X,X,X,X
SJOLITZ,O,X,X,X,O,X,O,X,O
SJOLIZT,O,X,X,X,X,X,O,X,X
SJOLZTI,X,X,X,X,O,X,X,O,X
SJOLZIT,O,X,X,X,X,X,X,O,X
SJOZTIL,X,X,O,O,O,X,X,O,X
SJOZTLI,X,X,O,O,O,X,X,O,X
SJOZITL,X,X,O,X,X,X,X,O,X
SJOZILT,X,X,O,X,X,X,X,O,X
SJOZLTI,X,X,O,X,O,X,X,O,X
SJOZLIT,X,X,O,X,X,X,X,O,X
SZTILJO,O,X,X,X,X,O,X,X,X
SZTILOJ,O,X,X,X,X,O,X,X,X
SZTIJLO,O,X,O,X,X,X,X,X,X
SZTIJOL,X,X,O,X,X,X,X,X,X
SZTIOLJ,X,X,X,X,X,X,X,O,X
SZTIOJL,X,X,X,X,X,X,X,O,X
SZTLIJO,O,X,X,X,X,O,X,X,X
SZTLIOJ,O,X,X,X,X,O,X,X,X
SZTLJIO,O,X,X,X,O,O,X,X,X
SZTLJOI,O,X,X,X,O,O,X,X,X
SZTLOIJ,O,X,X,X,X,O,X,X,X
SZTLOJI,O,X,X,X,O,O,X,X,X
SZTJILO,O,X,O,X,O,X,X,X,X
SZTJIOL,X,X,O,X,O,X,X,X,X
SZTJLIO,O,X,O,X,O,X,X,X,X
SZTJLOI,O,X,O,X,O,X,X,X,X
SZTJOIL,X,X,O,O,O,X,X,X,X
SZTJOLI,X,X,O,O,O,X,X,X,X
SZTOILJ,X,X,X,X,X,X,X,O,X
SZTOIJL,X,X,X,X,X,X,X,O,X
SZTOLIJ,X,X,X,X,X,X,X,O,X
SZTOLJI,X,X,X,X,O,X,X,O,X
SZTOJIL,X,X,O,O,O,X,X,O,X
SZTOJLI,X,X,O,O,O,X,X,O,X
SZITLJO,O,O,X,X,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X,O
SZITJLO,O,O,O,X,X,X,X,X,X
SZITJOL,X,X,O,X,X,X,X,X,X
SZITOLJ,X,X,X,X,X,X,X,O,O
SZITOJL,X,X,X,X,X,X,X,O,X
SZILTJO,O,O,X,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X,O
SZILJTO,O,O,X,X,X,X,X,X,X
SZILJOT,O,O,X,X,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,X,O,O
SZILOJT,O,O,X,X,X,X,X,O,X
SZIJTLO,O,O,O,X,X,X,X,X,X
SZIJTOL,X,X,O,X,X,X,X,X,X
SZIJLTO,O,O,O,X,X,X,X,X,X
SZIJLOT,O,O,X,X,X,X,X,X,X
SZIJOTL,X,X,O,X,X,X,X,O,X
SZIJOLT,O,O,X,X,X,X,X,O,X
SZIOTLJ,X,X,X,X,X,X,X,O,O
SZIOTJL,X,X,X,X,X,X,X,O,X
SZIOLTJ,O,O,X,X,X,X,X,O,O
SZIOLJT,O,O,X,X,X,X,X,O,X
SZIOJTL,X,X,X,X,X,X,X,O,X
SZIOJLT,O,O,X,X,X,X,X,O,X
SZLTIJO,O,X,X,X,X,O,X,X,X
SZLTIOJ,O,X,X,X,X,O,X,X,X
SZLTJIO,O,X,X,X,O,O,X,X,X
SZLTJOI,O,X,X,X,O,O,X,X,X
SZLTOIJ,O,X,X,X,X,O,X,X,X
SZLTOJI,O,X,X,X,O,O,X,X,X
SZLITJO,O,O,X,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X,O
SZLIJTO,O,O,X,X,X,X,X,X,X
SZLIJOT,O,O,X,X,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,X,O,O
SZLIOJT,O,O,X,X,X,X,X,O,X
SZLJTIO,O,X,X,X,O,X,X,X,X
SZLJTOI,O,X,X,X,O,X,X,X,X
SZLJITO,O,O,X,X,X,X,X,X,X
SZLJIOT,O,O,X,X,X,X,X,X,X
SZLJOTI,O,X,X,X,O,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X,X
SZLOTIJ,O,X,X,X,X,O,X,O,X
SZLOTJI,O,X,X,X,O,O,X,O,X
SZLOITJ,O,O,X,X,X,X,X,O,O
SZLOIJT,O,O,X,X,X,X,X,O,X
SZLOJTI,O,X,X,X,O,X,X,O,X
SZLOJIT,O,O,X,X,X,X,X,O,X
SZJTILO,O,X,O,X,O,X,X,X,X
SZJTIOL,X,X,O,X,O,X,X,X,X
SZJTLIO,O,X,O,X,O,X,X,X,X
SZJTLOI,O,X,O,X,O,X,X,X,X
SZJTOIL,X,X,O,O,O,X,X,X,X
SZJTOLI,X,X,O,O,O,X,X,X,X
SZJITLO,O,O,O,X,X,X,X,X,X
SZJITOL,X,X,O,X,X,X,X,X,X
SZJILTO,O,O,O,X,X,X,X,X,X
SZJILOT,O,O,X,X,X,X,X,X,X
SZJIOTL,X,X,O,X,X,X,X,O,X
SZJIOLT,O,O,X,X,X,X,X,O,X
SZJLTIO,O,X,O,X,O,X,X,X,X
SZJLTOI,O,X,O,X,O,X,X,X,X
SZJLITO,O,O,O,X,X,X,X,X,X
SZJLIOT,O,O,X,X,X,X,X,X,X
SZJLOTI,O,X,X,X,O,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X,X,X
SZJOTIL,X,X,O,O,O,X,X,O,X
SZJOTLI,X,X,O,O,O,X,X,O,X
SZJOITL,X,X,O,X,X,X,X,O,X
SZJOILT,O,X,O,X,X,X,X,O,X
SZJOLTI,O,X,O,X,O,X,X,O,X
SZJOLIT,O,X,O,X,X,X,X,O,X
SZOTILJ,X,X,X,X,X,X,X,O,X
SZOTIJL,X,X,X,X,X,X,X,O,X
SZOTLIJ,X,X,X,X,X,X,X,O,X
SZOTLJI,X,X,X,X,O,X,X,O,X
SZOTJIL,X,X,O,O,O,X,X,O,X
SZOTJLI,X,X,O,O,O,X,X,O,X
SZOITLJ,X,X,X,X,X,X,X,O,O
SZOITJL,X,X,X,X,X,X,X,O,X
SZOILTJ,O,X,X,X,X,X,X,O,O
SZOILJT,O,X,X,X,X,X,X,O,X
SZOIJTL,X,X,X,X,X,X,X,O,X
SZOIJLT,O,X,X,X,X,X,X,O,X
SZOLTIJ,O,X,X,X,X,X,X,O,X
SZOLTJI,O,X,X,X,O,X,X,O,X
SZOLITJ,O,X,X,X,X,X,X,O,O
SZOLIJT,O,X,X,X,X,X,X,O,X
SZOLJTI,O,X,X,X,O,X,X,O,X
SZOLJIT,O,X,X,X,X,X,X,O,X
SZOJTIL,X,X,O,O,O,X,X,O,X
SZOJTLI,X,X,O,O,O,X,X,O,X
SZOJITL,X,X,O,X,X,X,X,O,X
SZOJILT,O,X,O,X,X,X,X,O,X
SZOJLTI,O,X,O,X,O,X,X,O,X
SZOJLIT,O,X,O,X,X,X,X,O,X
SOTILJZ,X,X,X,X,O,X,X,X,O
SOTILZJ,X,X,X,X,X,X,X,X,O
SOTIJLZ,X,X,X,X,O,X,X,X,O
SOTIJZL,X,X,X,O,O,X,X,X,X
SOTIZLJ,X,X,X,X,X,X,X,X,O
SOTIZJL,X,X,X,O,X,X,X,X,X
SOTLIJZ,X,X,X,X,O,X,X,X,O
SOTLIZJ,X,X,X,X,X,X,X,X,O
SOTLJIZ,X,X,X,X,O,X,X,X,X
SOTLJZI,X,X,X,X,O,X,X,X,X
SOTLZIJ,X,X,X,X,X,X,X,X,X
SOTLZJI,X,X,X,X,O,X,X,X,X
SOTJILZ,X,X,X,X,O,X,X,X,X
SOTJIZL,X,X,O,O,O,X,X,X,X
SOTJLIZ,X,X,X,X,O,X,X,X,X
SOTJLZI,X,X,X,X,O,X,X,X,X
SOTJZIL,X,X,O,O,O,X,X,O,X
SOTJZLI,X,X,O,O,O,X,X,O,X
SOTZILJ,X,X,X,X,X,X,X,O,X
SOTZIJL,X,X,X,X,X,X,X,O,X
SOTZLIJ,X,X,X,X,X,X,X,O,X
SOTZLJI,X,X,X,X,O,X,X,O,X
SOTZJIL,X,X,O,O,O,X,X,O,X
SOTZJLI,X,X,O,O,O,X,X,O,X
SOITLJZ,X,X,X,X,O,X,O,X,O
SOITLZJ,X,X,X,X,X,X,X,X,O
SOITJLZ,X,X,X,X,O,X,O,X,O
SOITJZL,X,X,X,O,O,X,X,X,X
SOITZLJ,X,X,X,X,X,X,X,X,O
SOITZJL,X,X,X,O,X,X,X,X,X
SOILTJZ,O,X,X,X,O,X,O,X,O
SOILTZJ,O,X,X,X,X,X,X,X,O
SOILJTZ,O,X,X,X,O,X,O,X,O
SOILJZT,O,X,X,X,X,X,O,X,X
SOILZTJ,O,X,X,X,X,X,X,X,O
SOILZJT,O,X,X,X,X,X,O,X,X
SOIJTLZ,X,X,X,X,O,X,O,X,O
SOIJTZL,X,X,X,O,O,X,X,X,X
SOIJLTZ,O,X,X,X,O,X,O,X,O
SOIJLZT,O,X,X,X,X,X,O,X,X
SOIJZTL,X,X,X,O,X,X,X,O,X
SOIJZLT,X,X,X,X,X,X,O,O,X
SOIZTLJ,X,X,X,X,X,X,X,O,O
SOIZTJL,X,X,X,O,X,X,X,O,X
SOIZLTJ,O,X,X,X,X,X,X,O,O
SOIZLJT,O,X,X,X,X,X,O,O,X
SOIZJTL,X,X,X,O,X,X,X,O,X
SOIZJLT,O,X,X,X,X,X,O,O,X
SOLTIJZ,O,X,X,X,O,X,X,X,O
SOLTIZJ,O,X,X,X,X,X,X,X,O
SOLTJIZ,O,X,X,X,O,X,X,X,X
SOLTJZI,X,X,X,X,O,X,X,X,X
SOLTZIJ,O,X,X,X,X,X,X,X,X
SOLTZJI,O,X,X,X,O,X,X,X,X
SOLITJZ,O,X,X,X,O,X,O,X,O
SOLITZJ,O,X,X,X,X,X,X,X,O
SOLIJTZ,O,X,X,X,O,X,O,X,O
SOLIJZT,O,X,X,X,X,X,O,X,X
SOLIZTJ,O,X,X,X,X,X,X,X,O
SOLIZJT,O,X,X,X,X,X,O,X,X
SOLJTIZ,O,X,X,X,O,X,X,X,X
SOLJTZI,X,X,X,X,O,X,X,X,X
SOLJITZ,O,X,X,X,O,X,O,X,O
SOLJIZT,O,X,X,X,X,X,O,X,X
SOLJZTI,O,X,X,X,O,X,X,O,X
SOLJZIT,O,X,X,X,X,X,X,O,X
SOLZTIJ,O,X,X,X,X,X,X,O,X
SOLZTJI,O,X,X,X,O,X,X,O,X
SOLZITJ,O,X,X,X,X,X,X,O,O
SOLZIJT,O,X,X,X,X,X,X,O,X
SOLZJTI,O,X,X,X,O,X,X,O,X
SOLZJIT,O,X,X,X,X,X,X,O,X
SOJTILZ,X,X,X,X,O,X,X,X,X
SOJTIZL,X,X,O,O,O,X,X,X,X
SOJTLIZ,X,X,X,X,O,X,X,X,X
SOJTLZI,X,X,X,X,O,X,X,X,X
SOJTZIL,X,X,O,O,O,X,X,O,X
SOJTZLI,X,X,O,O,O,X,X,O,X
SOJITLZ,X,X,X,X,O,X,O,X,O
SOJITZL,X,X,O,O,O,X,X,X,X
SOJILTZ,O,X,X,X,O,X,O,X,O
SOJILZT,O,X,X,X,X,X,O,X,X
SOJIZTL,X,X,O,O,X,X,X,O,X
SOJIZLT,X,X,O,X,X,X,O,O,X
SOJLTIZ,O,X,X,X,O,X,X,X,X
SOJLTZI,X,X,X,X,O,X,X,X,X
SOJLITZ,O,X,X,X,O,X,O,X,O
SOJLIZT,O,X,X,X,X,X,O,X,X
SOJLZTI,X,X,X,X,O,X,X,O,X
SOJLZIT,O,X,X,X,X,X,X,O,X
SOJZTIL,X,X,O,O,O,X,X,O,X
SOJZTLI,X,X,O,O,O,X,X,O,X
SOJZITL,X,X,O,X,X,X,X,O,X
SOJZILT,X,X,O,X,X,X,X,O,X
SOJZLTI,X,X,O,X,O,X,X,O,X
SOJZLIT,X,X,O,X,X,X,X,O,X
SOZTILJ,X,X,X,X,X,X,X,O,X
SOZTIJL,X,X,X,X,X,X,X,O,X
SOZTLIJ,X,X,X,X,X,X,X,O,X
SOZTLJI,X,X,X,X,O,X,X,O,X
SOZTJIL,X,X,O,O,O,X,X,O,X
SOZTJLI,X,X,O,O,O,X,X,O,X
SOZITLJ,X,X,X,X,X,X,X,O,O
SOZITJL,X,X,X,X,X,X,X,O,X
SOZILTJ,O,X,X,X,X,X,X,O,O
SOZILJT,O,X,X,X,X,X,X,O,X
SOZIJTL,X,X,X,X,X,X,X,O,X
SOZIJLT,O,X,X,X,X,X,X,O,X
SOZLTIJ,O,X,X,X,X,X,X,O,X
SOZLTJI,O,X,X,X,O,X,X,O,X
SOZLITJ,O,X,X,X,X,X,X,O,O
SOZLIJT,O,X,X,X,X,X,X,O,X
SOZLJTI,O,X,X,X,O,X,X,O,X
SOZLJIT,O,X,X,X,X,X,X,O,X
SOZJTIL,X,X,O,O,O,X,X,O,X
SOZJTLI,X,X,O,O,O,X,X,O,X
SOZJITL,X,X,O,X,X,X,X,O,X
SOZJILT,O,X,O,X,X,X,X,O,X
SOZJLTI,O,X,O,X,O,X,X,O,X
SOZJLIT,O,X,O,X,X,X,X,O,X
ZTILJSO,X,O,O,X,X,O,X,X,X
ZTILJOS,O,O,X,O,X,O,X,X,X
ZTILSJO,X,O,X,X,X,O,X,X,X
ZTILSOJ,X,O,X,X,X,O,X,X,X
ZTILOJS,O,O,X,O,X,O,X,X,X
ZTILOSJ,X,O,X,X,X,O,X,X,X
ZTIJLSO,X,O,O,X,X,O,X,X,X
ZTIJLOS,O,O,X,O,X,O,X,X,X
ZTIJSLO,X,O,O,X,X,X,X,X,X
ZTIJSOL,X,X,O,O,X,X,X,X,X
ZTIJOLS,X,X,O,O,X,X,X,X,X
ZTIJOSL,X,X,O,O,X,X,X,X,X
ZTISLJO,X,O,X,X,X,O,X,X,X
ZTISLOJ,X,O,X,X,X,O,X,X,X
ZTISJLO,X,O,O,X,X,X,X,X,X
ZTISJOL,X,X,O,O,X,X,X,X,X
ZTISOLJ,X,X,X,X,X,X,X,X,X
ZTISOJL,X,X,X,O,X,X,X,X,X
ZTIOLJS,X,X,X,O,X,O,X,X,X
ZTIOLSJ,X,X,X,X,X,O,X,X,X
ZTIOJLS,X,X,O,O,X,X,X,X,X
ZTIOJSL,X,X,O,O,X,X,X,X,X
ZTIOSLJ,X,X,X,X,X,X,X,X,X
ZTIOSJL,X,X,X,O,X,X,X,X,X
ZTLIJSO,X,O,O,X,X,O,X,X,X
ZTLIJOS,O,O,X,X,X,O,X,X,X
ZTLISJO,X,O,X,X,X,O,X,X,X
ZTLISOJ,X,O,X,X,X,O,X,X,X
ZTLIOJS,O,O,X,X,X,O,X,X,X
ZTLIOSJ,X,O,X,X,X,O,X,X,X
ZTLJISO,X,O,O,X,X,O,X,X,X
ZTLJIOS,O,O,X,X,X,O,X,X,X
ZTLJSIO,O,X,O,X,X,O,X,X,X
ZTLJSOI,O,X,O,X,X,O,X,X,X
ZTLJOIS,O,O,O,O,X,O,X,X,X
ZTLJOSI,O,X,O,O,X,O,X,X,X
