sequence,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFmhBCjB/qBToB0r?BFrB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhFChBxiB/rBToB0q?BFsB,v115@HhB8HeB8DeB8BeC8DeC8Jem/IvhF8mBCjB3lBToBFm?BRwB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoB0r?BXrB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFymBTlBFoBGoBXr?B0rB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhF/mBGjBTlBUoBVw?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFlhBziB+oB/qBUm?BywB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFzhBfoB6oB2qB1w?B8qB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFVmBGjB/qBUoBTr?BasB,v115@HhB8HeB8DeB8BeC8DeC8Jex/IvhFylB3mBFoBGoB0q?BzrB,v115@HhB8HeB8DeB8BeC8DeC8JeFBJvhF6qBcrBxnBmkBTo?BXsB,v115@HhB8HeB8DeB8BeC8DeC8Je3AJvhFCiB8qBxnBmkBTo?B1wB
LOTZSIJ,O,X,X,O,O,O,X,X,O,X,X,X
LOTZSJI,O,X,O,O,O,O,X,X,O,X,X,X
LOITJSZ,O,X,X,O,O,X,X,X,X,X,X,X
LOITJZS,O,X,X,O,O,X,X,X,X,X,X,X
LOITSJZ,O,X,X,O,O,X,X,X,X,X,X,X
LOITSZJ,O,X,X,O,O,O,X,X,X,X,X,X
LOITZJS,O,X,X,O,O,O,X,X,X,X,X,X
LOITZSJ,X,X,X,O,O,O,X,X,X,X,X,X
LOIJTSZ,O,X,O,O,O,X,X,X,X,X,X,X
LOIJTZS,O,X,O,O,O,X,X,X,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOIJSZT,O,X,O,X,X,X,X,X,X,X,X,X
LOIJZTS,O,O,O,X,X,X,X,X,X,X,X,X
LOIJZST,O,O,O,X,X,X,X,X,X,X,X,X
LOISTJZ,O,X,X,O,O,X,X,X,X,X,X,X
LOISTZJ,O,X,X,O,O,X,X,X,X,X,X,X
LOISJTZ,O,X,X,X,O,X,X,X,X,X,X,X
LOISJZT,O,X,O,X,X,X,X,X,X,X,X,X
LOISZTJ,O,O,X,X,O,X,X,X,X,X,X,X
LOISZJT,O,O,O,X,X,X,X,X,X,X,X,X
LOIZTJS,O,O,O,O,O,O,X,X,X,X,O,X
LOIZTSJ,X,X,O,O,O,O,X,X,X,X,O,X
LOIZJTS,O,O,O,O,X,O,X,X,X,X,X,X
LOIZJST,O,O,O,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,O,O,O,X,X,X,X,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X,X,X,X,X,X
LOJTISZ,O,X,O,O,O,X,X,X,X,X,X,X
LOJTIZS,O,X,O,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,X,X,O,O,X,X,X,X,X,X,X
LOJTSZI,X,X,O,O,O,X,X,X,X,X,X,X
LOJTZIS,O,X,O,O,O,X,X,X,X,X,X,X
LOJTZSI,O,X,O,O,O,X,X,X,X,X,X,X
LOJITSZ,O,X,O,O,O,X,X,X,X,X,X,X
LOJITZS,O,X,O,O,O,X,X,X,X,X,X,X
LOJISTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJISZT,O,X,O,X,X,X,X,X,X,X,X,X
LOJIZTS,O,O,O,X,X,X,X,X,X,X,X,X
LOJIZST,O,O,O,X,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,X,X,X,X,X,X,X,X,X,X
LOJSTZI,X,X,O,X,X,X,X,X,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X,X,X,X,X,X
LOJSIZT,O,X,O,X,X,X,X,X,X,X,X,X
LOJSZTI,O,X,O,X,X,X,X,X,X,X,X,X
LOJSZIT,O,X,O,X,X,X,X,X,X,X,X,X
LOJZTIS,O,O,O,X,X,X,X,X,X,X,X,X
LOJZTSI,O,X,O,X,X,X,X,X,X,X,X,X
LOJZITS,O,O,O,X,X,X,X,X,X,X,X,X
LOJZIST,O,O,O,X,X,X,X,X,X,X,X,X
LOJZSTI,O,O,O,X,X,X,X,X,X,X,X,X
LOJZSIT,O,O,O,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,X,X,O,O,X,X,O,X,X,X,X
LOSTIZJ,O,X,X,O,O,X,X,X,O,X,X,X
LOSTJIZ,O,X,X,O,O,X,X,O,X,X,X,X
LOSTJZI,X,X,O,O,O,X,X,O,X,X,X,X
LOSTZIJ,O,X,X,O,O,X,X,X,O,X,X,X
LOSTZJI,O,X,O,O,O,X,X,O,O,X,X,X
LOSITJZ,O,X,X,O,O,X,X,O,X,X,X,X
LOSITZJ,O,X,X,O,O,X,X,X,O,X,X,X
LOSIJTZ,O,X,X,X,O,X,X,X,X,X,X,X
LOSIJZT,O,X,O,X,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,X,O,X,X,X,O,X,X,X
LOSIZJT,O,O,O,X,X,X,X,X,O,X,X,X
LOSJTIZ,O,X,X,X,O,X,X,O,X,X,X,X
LOSJTZI,X,X,O,X,O,X,X,O,X,X,X,X
LOSJITZ,O,X,O,X,O,X,X,X,X,X,X,X
LOSJIZT,O,X,O,X,X,X,X,X,X,X,X,X
LOSJZTI,O,X,O,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,O,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,O,X,X,X,O,X,X,X
LOSZTJI,O,O,O,X,O,X,X,O,O,X,X,X
LOSZITJ,O,O,O,X,O,X,X,X,O,X,X,X
LOSZIJT,O,O,O,X,X,X,X,X,O,X,X,X
LOSZJTI,O,O,O,X,X,X,X,X,O,X,X,X
LOSZJIT,O,O,O,X,X,X,X,X,O,X,X,X
LOZTIJS,O,O,O,O,O,O,X,X,X,X,O,X
LOZTISJ,X,X,O,O,O,O,X,X,X,X,O,X
LOZTJIS,O,O,O,O,O,O,X,X,X,X,X,X
LOZTJSI,O,X,O,O,O,O,X,X,O,X,X,X
LOZTSIJ,O,X,X,O,O,O,X,X,O,X,X,X
LOZTSJI,O,X,O,O,O,O,X,X,O,X,X,X
LOZITJS,O,O,O,O,O,O,X,X,X,X,O,X
LOZITSJ,X,X,O,O,O,O,X,X,X,X,O,X
LOZIJTS,O,O,O,O,X,O,X,X,X,X,X,X
LOZIJST,O,O,O,X,X,X,X,X,X,X,X,X
LOZISTJ,O,O,O,O,X,X,X,X,X,X,X,X
LOZISJT,O,O,O,X,X,X,X,X,X,X,X,X
LOZJTIS,O,O,O,O,X,O,X,X,X,X,X,X
LOZJTSI,O,X,O,O,X,O,X,X,O,X,X,X
LOZJITS,O,O,O,O,X,O,X,X,X,X,X,X
LOZJIST,O,O,O,X,X,X,X,X,X,X,X,X
LOZJSTI,O,O,O,X,X,X,X,X,O,X,X,X
LOZJSIT,O,O,O,X,X,X,X,X,O,X,X,X
LOZSTIJ,O,O,X,O,X,X,X,X,O,X,X,X
LOZSTJI,O,O,O,O,X,X,X,X,O,X,X,X
LOZSITJ,O,O,O,O,X,X,X,X,O,X,X,X
LOZSIJT,O,O,O,X,X,X,X,X,O,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X,O,X,X,X
LOZSJIT,O,O,O,X,X,X,X,X,O,X,X,X
JTILSZO,O,X,X,X,X,X,X,X,X,X,X,X
JTILSOZ,O,X,X,X,X,X,X,X,X,X,X,X
JTILZSO,O,X,X,X,X,X,X,X,X,X,X,O
JTILZOS,O,X,X,X,X,X,X,X,X,X,X,X
JTILOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JTILOZS,O,X,X,X,X,X,X,X,X,X,X,X
JTISLZO,X,X,X,X,X,X,X,O,X,X,X,X
JTISLOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTISZLO,X,X,X,X,X,X,O,X,X,X,X,X
JTISZOL,X,X,O,X,X,X,O,X,X,X,X,X
JTISOLZ,X,X,O,X,X,X,X,O,X,X,X,X
JTISOZL,X,X,O,X,X,X,O,X,X,X,X,X
JTIZLSO,X,X,X,X,X,X,X,X,X,X,X,O
JTIZLOS,X,X,X,X,X,X,X,X,X,X,X,X
JTIZSLO,X,X,X,X,X,X,X,X,X,O,X,O
JTIZSOL,X,X,O,X,X,X,X,X,X,X,X,X
JTIZOLS,X,X,O,X,X,X,X,X,X,X,X,X
JTIZOSL,X,X,O,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,O,O,X,X,X,X,X,X,X
JTIOLZS,O,X,O,O,O,X,X,X,X,X,X,X
JTIOSLZ,X,X,O,X,O,X,X,O,X,X,X,X
JTIOSZL,X,X,O,X,X,X,O,X,X,X,X,X
JTIOZLS,X,X,O,O,X,X,X,X,X,X,X,X
JTIOZSL,X,X,O,X,X,X,X,X,X,X,X,X
JTLISZO,O,X,X,X,X,X,X,X,X,X,X,X
JTLISOZ,O,X,X,X,X,X,X,X,X,X,X,X
JTLIZSO,O,X,X,X,X,X,X,X,X,X,X,O
JTLIZOS,O,X,X,X,X,X,X,X,X,X,X,X
JTLIOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JTLIOZS,O,X,X,X,X,X,X,X,X,X,X,X
JTLSIZO,O,X,X,X,X,X,X,O,X,X,X,X
JTLSIOZ,O,X,X,X,X,X,X,O,X,X,X,X
JTLSZIO,X,X,X,X,X,X,X,O,X,X,X,X
JTLSZOI,X,X,X,X,X,X,X,O,X,X,X,X
JTLSOIZ,X,X,X,X,O,X,X,O,X,X,X,X
JTLSOZI,X,X,X,X,O,X,X,O,X,X,X,X
JTLZISO,O,X,X,X,X,X,X,X,X,X,X,O
JTLZIOS,O,X,X,X,X,X,X,X,X,X,X,X
JTLZSIO,O,X,X,X,X,X,X,X,X,X,X,O
JTLZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JTLZOIS,X,X,X,O,X,X,X,X,X,X,X,X
JTLZOSI,X,X,X,O,X,X,X,X,X,X,X,X
JTLOISZ,X,X,X,O,O,X,X,X,X,X,X,X
JTLOIZS,X,X,X,O,O,X,X,X,X,X,X,X
JTLOSIZ,X,X,X,O,O,X,X,O,X,X,X,X
JTLOSZI,X,X,X,O,O,X,X,O,X,X,X,X
JTLOZIS,X,X,X,O,O,X,X,X,X,X,X,X
JTLOZSI,X,X,X,O,O,X,X,X,X,X,X,X
JTSILZO,O,X,X,X,X,X,X,O,X,X,X,X
JTSILOZ,O,X,X,X,X,X,X,O,X,X,X,X
JTSIZLO,X,X,X,X,X,X,O,X,X,X,X,X
JTSIZOL,X,X,X,X,X,X,O,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,X,X,O,X,X,X,X
JTSIOZL,X,X,X,X,X,X,O,X,X,X,X,X
JTSLIZO,O,X,X,X,X,X,X,O,X,X,X,X
JTSLIOZ,O,X,X,X,X,X,X,O,X,X,X,X
JTSLZIO,X,X,X,X,X,X,X,O,X,X,X,X
JTSLZOI,X,X,X,X,X,X,X,O,X,X,X,X
JTSLOIZ,X,X,X,X,O,X,X,O,X,X,X,X
JTSLOZI,X,X,X,X,O,X,X,O,X,X,X,X
JTSZILO,X,X,X,X,X,X,O,X,X,O,X,X
JTSZIOL,X,X,X,X,X,O,O,X,X,X,X,X
JTSZLIO,X,X,X,X,X,X,O,O,X,O,X,X
JTSZLOI,X,X,X,X,X,O,O,O,X,O,X,X
JTSZOIL,X,X,X,X,X,O,O,X,X,X,X,X
JTSZOLI,X,X,O,X,X,O,O,O,X,X,X,X
JTSOILZ,O,X,X,X,O,X,X,O,X,X,X,X
JTSOIZL,X,X,X,X,X,O,O,X,X,X,X,X
JTSOLIZ,O,X,X,X,O,X,X,O,X,X,X,X
JTSOLZI,X,X,O,X,O,X,X,O,X,X,X,X
JTSOZIL,X,X,X,X,X,O,O,X,X,X,X,X
JTSOZLI,X,X,O,X,X,O,O,O,X,X,X,X
JTZILSO,O,X,X,X,X,X,X,X,X,X,X,O
JTZILOS,O,X,X,X,X,X,X,X,X,X,X,X
JTZISLO,X,X,X,X,X,X,X,X,X,O,X,O
JTZISOL,X,X,O,X,X,O,X,X,X,X,X,X
JTZIOLS,O,X,O,X,X,O,X,X,X,X,X,X
JTZIOSL,X,X,O,X,X,O,X,X,X,X,X,X
JTZLISO,O,X,X,X,X,X,X,X,X,X,X,O
JTZLIOS,O,X,X,X,X,X,X,X,X,X,X,X
JTZLSIO,O,X,X,X,X,X,X,X,X,X,X,O
JTZLSOI,X,X,X,X,X,O,X,X,X,X,X,X
JTZLOIS,X,O,X,O,X,O,X,X,X,X,X,X
JTZLOSI,X,X,X,O,X,O,X,X,X,X,X,X
JTZSILO,O,X,X,X,X,X,X,X,X,O,X,O
JTZSIOL,O,X,X,X,X,O,X,X,X,X,X,X
JTZSLIO,O,X,X,X,X,X,X,O,X,O,X,O
JTZSLOI,X,O,X,X,X,O,X,O,X,O,X,X
JTZSOIL,O,O,X,X,X,O,X,X,X,X,X,X
JTZSOLI,O,O,O,X,X,O,X,O,X,X,X,X
JTZOILS,O,O,O,O,X,O,X,X,X,X,X,X
JTZOISL,X,O,O,X,X,O,X,X,X,X,X,X
JTZOLIS,O,O,O,O,X,O,X,X,X,X,X,X
JTZOLSI,O,X,O,O,X,O,X,X,X,X,X,X
JTZOSIL,O,O,X,X,X,O,X,X,X,X,X,X
JTZOSLI,O,O,O,X,X,O,X,O,X,X,X,X
JTOILSZ,O,X,O,O,O,X,X,X,X,X,X,X
JTOILZS,O,X,O,O,O,X,X,X,X,X,X,X
JTOISLZ,X,X,O,X,O,X,X,O,X,X,X,X
JTOISZL,X,X,O,X,X,O,O,X,X,X,X,X
JTOIZLS,X,O,O,O,X,O,X,X,X,X,X,X
JTOIZSL,X,O,O,X,X,O,X,X,X,X,X,X
JTOLISZ,O,X,O,O,O,X,X,X,X,X,X,X
JTOLIZS,O,X,O,O,O,X,X,X,X,X,X,X
JTOLSIZ,O,X,X,O,O,X,X,O,X,X,X,X
JTOLSZI,X,X,O,O,O,X,X,O,X,X,X,X
JTOLZIS,O,X,O,O,O,X,X,X,X,X,X,X
JTOLZSI,O,X,O,O,O,X,X,X,X,X,X,X
JTOSILZ,O,X,X,X,O,X,X,O,X,X,X,X
JTOSIZL,X,X,X,X,X,O,O,X,X,X,X,X
JTOSLIZ,O,X,X,X,O,X,X,O,X,X,X,X
JTOSLZI,X,X,O,X,O,X,X,O,X,X,X,X
JTOSZIL,X,X,X,X,X,O,O,X,X,X,X,X
JTOSZLI,X,X,O,X,X,O,O,O,X,X,X,X
JTOZILS,O,O,O,O,X,O,X,X,X,X,X,X
JTOZISL,X,O,O,X,X,O,X,X,X,X,X,X
JTOZLIS,O,O,O,O,X,O,X,X,X,X,X,X
JTOZLSI,O,X,O,O,X,O,X,X,X,X,X,X
JTOZSIL,O,O,X,X,X,O,X,X,X,X,X,X
JTOZSLI,O,O,O,X,X,O,X,O,X,X,X,X
JITLSZO,O,X,X,X,X,X,X,X,X,X,X,X
JITLSOZ,O,X,X,X,X,X,X,X,X,X,X,X
JITLZSO,O,X,X,X,X,X,X,X,X,X,X,O
JITLZOS,O,X,X,X,X,X,X,X,X,X,X,X
JITLOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JITLOZS,O,X,X,X,X,X,X,X,X,X,X,X
JITSLZO,X,X,X,X,X,X,X,X,X,X,X,X
JITSLOZ,X,X,X,X,X,X,X,X,X,X,X,X
JITSZLO,X,X,X,X,X,X,O,X,X,X,X,X
JITSZOL,X,X,O,X,X,X,O,X,X,X,X,X
JITSOLZ,X,X,O,X,X,X,X,X,X,X,X,X
JITSOZL,X,X,O,X,X,X,O,X,X,X,X,X
JITZLSO,X,X,X,X,X,X,X,X,X,X,X,O
JITZLOS,X,X,X,X,X,X,X,X,X,X,X,X
JITZSLO,X,X,X,X,X,X,X,X,X,O,X,O
JITZSOL,X,X,O,X,X,X,X,X,X,X,X,X
JITZOLS,X,X,O,X,X,X,X,X,X,X,X,X
JITZOSL,X,X,O,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,O,O,O,X,X,X,X,X,X,X
JITOLZS,O,X,O,O,O,X,X,X,X,X,X,X
JITOSLZ,X,X,O,X,O,X,X,X,X,X,X,X
JITOSZL,X,X,O,X,X,X,O,X,X,X,X,X
JITOZLS,X,X,O,O,X,X,X,X,X,X,X,X
JITOZSL,X,X,O,X,X,X,X,X,X,X,X,X
JILTSZO,O,X,X,X,X,X,X,X,X,X,X,X
JILTSOZ,O,X,X,X,X,X,X,X,X,X,X,X
JILTZSO,O,X,X,X,X,X,X,X,X,X,X,O
JILTZOS,O,X,X,X,X,X,X,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JILTOZS,O,X,X,X,X,X,X,X,X,X,X,X
JILSTZO,O,X,X,X,X,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X,X,X,X,X,X
JILSZTO,O,X,X,X,X,X,O,X,X,X,X,X
JILSZOT,O,X,O,X,X,X,O,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,X,X,X,X,X,X
JILSOZT,O,X,O,X,X,X,O,X,X,X,X,X
JILZTSO,O,X,X,X,X,X,X,X,X,X,O,X
JILZTOS,O,X,X,X,X,X,X,X,X,X,O,X
JILZSTO,O,X,X,X,X,X,X,X,X,X,X,X
JILZSOT,O,X,O,X,X,X,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,X,X,X,X,X,X
JILZOST,O,X,O,X,X,X,X,X,X,X,X,X
JILOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JILOTZS,O,X,O,X,X,X,X,X,X,X,X,X
JILOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,O,X,X,X,O,X,X,X,X,X
JILOZTS,O,X,O,X,X,X,X,X,X,X,X,X
JILOZST,O,X,O,X,X,X,X,X,X,X,X,X
JISTLZO,O,X,X,X,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X,X,X,X
JISTZLO,X,X,X,X,X,X,O,X,X,X,X,X
JISTZOL,X,X,O,X,X,X,O,X,X,X,X,X
JISTOLZ,O,X,O,X,X,X,X,X,X,X,X,X
JISTOZL,X,X,O,X,X,X,O,X,X,X,X,X
JISLTZO,O,X,X,X,X,X,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X,X,X,X,X
JISLZTO,O,X,X,X,X,X,O,X,X,X,X,X
JISLZOT,O,X,O,X,X,X,O,X,X,X,X,X
JISLOTZ,O,X,O,X,X,X,X,X,X,X,X,X
JISLOZT,O,X,O,X,X,X,O,X,X,X,X,X
JISZTLO,O,X,X,X,X,X,O,X,X,X,X,X
JISZTOL,O,X,O,X,X,X,O,X,O,X,X,X
JISZLTO,O,X,X,X,X,X,O,X,X,X,X,X
JISZLOT,O,X,O,X,X,X,O,X,O,X,X,X
JISZOTL,O,X,O,X,X,X,O,X,O,X,X,X
JISZOLT,O,X,O,X,X,X,O,X,O,X,X,X
JISOTLZ,O,X,O,X,X,X,X,X,X,X,X,X
JISOTZL,X,X,O,X,X,X,O,X,O,X,X,X
JISOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,O,X,X,X,X,X
JISOZTL,O,X,O,X,X,X,O,X,O,X,X,X
JISOZLT,O,X,O,X,X,X,O,X,O,X,X,X
JIZTLSO,O,X,X,X,X,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X,X,X,X
JIZTSLO,X,X,X,X,X,X,X,X,X,O,X,X
JIZTSOL,X,X,O,X,X,X,X,X,O,X,X,X
JIZTOLS,O,X,O,X,X,O,X,X,X,X,X,X
JIZTOSL,X,X,O,X,X,O,X,X,X,X,X,X
JIZLTSO,O,X,X,X,X,X,X,X,X,X,O,X
JIZLTOS,O,X,X,X,X,X,X,X,X,X,O,X
JIZLSTO,O,X,X,X,X,X,X,X,X,X,X,X
JIZLSOT,O,X,O,X,X,X,X,X,O,X,X,X
JIZLOTS,O,O,O,X,X,O,X,X,X,X,X,X
JIZLOST,O,O,O,X,X,X,X,X,X,X,X,X
JIZSTLO,O,X,X,X,X,X,O,X,X,O,X,X
JIZSTOL,O,X,O,X,X,X,O,X,O,X,X,X
JIZSLTO,O,X,X,X,X,X,O,X,X,O,X,X
JIZSLOT,O,O,O,X,X,X,O,X,O,X,X,X
JIZSOTL,O,O,O,X,X,O,O,X,O,X,X,X
JIZSOLT,O,O,O,X,X,X,O,X,O,X,X,X
JIZOTLS,O,O,O,X,X,O,X,X,X,X,X,X
JIZOTSL,X,O,O,X,X,O,X,X,X,X,X,X
JIZOLTS,O,O,O,X,X,O,X,X,X,X,X,X
JIZOLST,O,O,O,X,X,X,X,X,X,X,X,X
JIZOSTL,O,O,O,X,X,O,O,X,O,X,X,X
JIZOSLT,O,O,O,X,X,X,O,X,O,X,X,X
JIOTLSZ,O,X,O,O,O,X,X,X,X,X,X,X
JIOTLZS,O,X,O,O,O,X,X,X,X,X,X,X
JIOTSLZ,X,X,O,X,O,X,X,X,X,X,X,X
JIOTSZL,X,X,O,X,X,O,O,X,X,X,X,X
JIOTZLS,X,O,O,O,X,O,X,X,X,X,X,X
JIOTZSL,X,O,O,X,X,O,X,X,X,X,X,X
JIOLTSZ,O,X,O,O,O,X,X,X,X,X,X,X
JIOLTZS,O,X,O,O,O,X,X,X,X,X,X,X
JIOLSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOLSZT,O,X,O,X,X,X,O,X,X,X,X,X
JIOLZTS,O,O,O,X,X,X,X,X,X,X,X,X
JIOLZST,O,O,O,X,X,X,X,X,X,X,X,X
JIOSTLZ,O,X,O,X,O,X,X,X,X,X,X,X
JIOSTZL,X,X,O,X,X,X,O,X,X,X,X,X
JIOSLTZ,O,X,O,X,O,X,X,X,X,X,X,X
JIOSLZT,O,X,O,X,X,X,O,X,X,X,X,X
JIOSZTL,O,O,O,X,X,X,O,X,X,X,X,X
JIOSZLT,O,O,O,X,X,X,O,X,X,X,X,X
JIOZTLS,O,O,O,O,X,O,X,X,X,X,X,X
JIOZTSL,X,O,O,X,X,O,X,X,X,X,X,X
JIOZLTS,O,O,O,O,X,O,X,X,X,X,X,X
JIOZLST,O,O,O,X,X,X,X,X,X,X,X,X
JIOZSTL,O,O,O,X,X,O,O,X,X,X,X,X
JIOZSLT,O,O,O,X,X,X,O,X,X,X,X,X
JLTISZO,O,X,X,X,X,X,X,X,X,X,X,X
JLTISOZ,O,X,X,X,X,X,X,X,X,X,X,X
JLTIZSO,O,X,X,X,X,X,X,X,X,X,X,X
JLTIZOS,O,X,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JLTIOZS,O,X,X,X,X,X,X,X,X,X,X,X
JLTSIZO,O,X,X,X,X,X,X,X,X,X,X,X
JLTSIOZ,O,X,X,X,X,X,X,X,X,X,X,X
JLTSZIO,X,X,X,X,X,X,X,X,X,X,X,X
JLTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOIZ,X,X,X,X,O,X,X,X,X,X,X,X
JLTSOZI,X,X,X,X,O,X,X,X,X,X,X,X
JLTZISO,O,X,X,X,X,X,X,X,X,X,X,X
JLTZIOS,O,X,X,X,X,X,X,X,X,X,X,X
JLTZSIO,O,X,X,X,X,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOIS,X,X,X,O,X,X,X,X,X,X,X,X
JLTZOSI,X,X,X,O,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,O,O,X,X,X,X,X,X,X
JLTOIZS,X,X,X,O,O,X,X,X,X,X,X,X
JLTOSIZ,X,X,X,O,O,X,X,X,X,X,X,X
JLTOSZI,X,X,X,O,O,X,X,X,X,X,X,X
JLTOZIS,X,X,X,O,O,X,X,X,X,X,X,X
JLTOZSI,X,X,X,O,O,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,X,X,X,X,X,X,X,X
JLITSOZ,O,X,X,X,X,X,X,X,X,X,X,X
JLITZSO,O,X,X,X,X,X,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,X,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JLITOZS,O,X,X,X,X,X,X,X,X,X,X,X
JLISTZO,O,X,X,X,X,X,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,X,X,X,X
JLISZTO,O,X,X,X,X,X,O,X,X,X,X,X
JLISZOT,O,X,O,X,X,X,O,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLISOZT,O,X,O,X,X,X,O,X,X,X,X,X
JLIZTSO,O,X,X,X,X,X,X,X,X,X,O,X
JLIZTOS,O,X,X,X,X,X,X,X,X,X,O,X
JLIZSTO,O,X,X,X,X,X,X,X,X,X,X,X
JLIZSOT,O,X,O,X,X,X,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,X,X,X,X,X,X
JLIZOST,O,X,O,X,X,X,X,X,X,X,X,X
JLIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JLIOTZS,O,X,O,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLIOSZT,O,X,O,X,X,X,O,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X,X,X,X,X,X,X
JLIOZST,O,X,O,X,X,X,X,X,X,X,X,X
JLSTIZO,O,X,X,X,X,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,X,X,X,X,X,X,X,X,X
JLSTZIO,X,X,X,X,X,X,X,X,X,X,X,X
JLSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOIZ,X,X,X,X,O,X,X,X,X,X,X,X
JLSTOZI,X,X,X,X,O,X,X,X,X,X,X,X
JLSITZO,O,X,X,X,X,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X,X,X,X
JLSIZTO,O,X,X,X,X,X,O,X,X,X,X,X
JLSIZOT,O,X,X,X,X,X,O,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,O,X,X,X,X,X
JLSZTIO,O,X,X,X,X,X,O,X,X,X,X,X
JLSZTOI,X,X,X,X,X,X,O,X,X,X,X,X
JLSZITO,O,X,X,X,X,X,O,X,X,X,X,X
JLSZIOT,O,X,X,X,X,X,O,X,X,X,X,X
JLSZOTI,X,X,O,X,X,X,O,X,X,X,X,X
JLSZOIT,O,X,O,X,X,X,O,X,X,X,X,X
JLSOTIZ,O,X,X,X,O,X,X,X,X,X,X,X
JLSOTZI,X,X,O,X,O,X,X,X,X,X,X,X
JLSOITZ,O,X,X,X,O,X,X,X,X,X,X,X
JLSOIZT,O,X,O,X,X,X,O,X,X,X,X,X
JLSOZTI,X,X,O,X,X,X,O,X,X,X,X,X
JLSOZIT,O,X,O,X,X,X,O,X,X,X,X,X
JLZTISO,O,X,X,X,X,X,X,X,X,X,O,X
JLZTIOS,O,X,X,X,X,X,X,X,X,X,O,X
JLZTSIO,O,X,X,X,X,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOIS,X,O,X,O,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,O,X,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,X,X,X,X,X,O,X
JLZITOS,O,X,X,X,X,X,X,X,X,X,O,X
JLZISTO,O,X,X,X,X,X,X,X,X,X,X,X
JLZISOT,O,X,O,X,X,X,X,X,X,X,X,X
