sequence,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFxhBTjB3mB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFlhB3iB5oBetBzq?BCsB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFXiBTjBUmB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFzhB5nB8qB6tBOt?B3rB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFTjBqqB/rBFnBGt?B0sB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFRiBSoB8qB+rB/s?BTtB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB6tBGrBzs?B0qB,v115@9gB8HeC8GeC8GeC8CeA8Me6FJvhFThBxiBXnB8sB+t?BVwB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhF5oBFnB8sB6qBTr?BmsB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB8sB+tB6q?BTrB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnBGrBCtBTt?B0qB
JZTOLSI,O,X,O,X,X,O,O,O,X,O,X
JZTOSIL,O,O,O,X,X,O,X,O,O,O,X
JZTOSLI,O,X,O,X,X,O,O,O,X,O,X
JZITLSO,O,O,O,O,X,X,X,O,X,O,X
JZITLOS,O,O,O,X,X,X,X,O,X,O,X
JZITSLO,O,O,O,O,X,O,X,O,X,O,X
JZITSOL,O,O,O,O,X,O,X,O,X,O,X
JZITOLS,O,X,O,X,X,X,X,O,X,O,X
JZITOSL,O,O,O,X,X,O,X,O,O,O,X
JZILTSO,O,O,O,O,X,X,X,O,X,O,X
JZILTOS,O,O,O,X,X,X,X,O,X,O,X
JZILSTO,O,O,O,O,O,X,X,O,X,X,X
JZILSOT,O,O,X,O,O,X,X,X,X,X,X
JZILOTS,O,O,O,X,X,X,X,X,X,X,X
JZILOST,O,O,X,X,O,X,X,X,X,X,X
JZISTLO,O,O,O,O,X,O,X,O,X,O,X
JZISTOL,O,O,O,O,X,O,X,O,X,O,X
JZISLTO,O,O,O,O,X,O,X,O,X,X,X
JZISLOT,O,O,X,O,X,O,X,X,X,X,X
JZISOTL,O,O,O,O,X,O,X,O,X,X,X
JZISOLT,X,O,X,O,X,O,X,X,X,X,X
JZIOTLS,O,O,O,X,X,X,X,O,X,O,X
JZIOTSL,O,O,O,X,X,O,X,O,O,O,X
JZIOLTS,O,O,O,X,X,X,X,X,X,X,X
JZIOLST,O,O,X,X,O,X,X,X,X,X,X
JZIOSTL,O,O,O,X,X,O,X,O,O,O,X
JZIOSLT,X,O,X,X,X,O,X,X,X,X,X
JZLTISO,O,O,O,O,X,X,X,O,X,O,X
JZLTIOS,O,O,O,X,X,X,X,O,X,O,X
JZLTSIO,O,O,O,X,X,O,X,O,X,O,X
JZLTSOI,O,O,O,X,X,O,O,O,X,O,O
JZLTOIS,O,O,O,X,X,X,X,O,X,O,O
JZLTOSI,O,O,O,X,X,O,X,O,X,O,O
JZLITSO,O,O,O,O,X,X,X,O,X,O,X
JZLITOS,O,O,O,X,X,X,X,O,X,O,X
JZLISTO,O,O,O,O,O,X,X,O,X,X,X
JZLISOT,O,O,X,O,O,X,X,X,X,X,X
JZLIOTS,O,O,O,X,X,X,X,X,X,X,X
JZLIOST,O,O,X,X,O,X,X,X,X,X,X
JZLSTIO,O,O,O,X,O,O,X,O,X,X,X
JZLSTOI,O,O,O,X,O,O,O,O,X,X,O
JZLSITO,O,O,O,X,O,O,X,O,X,X,X
JZLSIOT,O,O,X,X,O,O,X,X,X,X,X
JZLSOTI,O,O,X,X,O,O,X,X,X,X,X
JZLSOIT,O,O,X,X,O,O,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X,X,X,O,X
JZLOTSI,O,O,O,X,X,O,X,X,X,O,X
JZLOITS,O,O,O,X,X,X,X,X,X,X,X
JZLOIST,O,O,X,X,O,X,X,X,X,X,X
JZLOSTI,O,O,X,X,O,O,X,X,X,O,X
JZLOSIT,O,O,X,X,O,O,X,X,X,X,X
JZSTILO,O,O,O,X,X,O,X,O,X,O,X
JZSTIOL,O,O,O,X,X,O,X,O,X,O,X
JZSTLIO,O,O,O,X,X,O,X,O,X,O,X
JZSTLOI,O,O,O,X,X,O,O,O,X,O,O
JZSTOIL,O,O,O,X,X,O,X,O,X,O,X
JZSTOLI,O,X,O,X,X,O,O,O,X,O,X
JZSITLO,O,O,O,X,X,O,X,O,X,O,X
JZSITOL,O,O,O,X,X,O,X,O,X,O,X
JZSILTO,O,O,O,X,X,O,X,O,X,X,X
JZSILOT,O,O,X,X,X,O,X,X,X,X,X
JZSIOTL,O,O,O,X,X,O,X,O,X,X,X
JZSIOLT,X,O,X,X,X,O,X,X,X,X,X
JZSLTIO,O,O,O,X,X,O,X,O,X,X,X
JZSLTOI,O,O,O,X,X,O,O,O,X,X,O
JZSLITO,O,O,O,X,X,O,X,O,X,X,X
JZSLIOT,O,O,X,X,X,O,X,X,X,X,X
JZSLOTI,O,O,X,X,X,O,X,X,X,X,X
JZSLOIT,O,O,X,X,X,O,X,X,X,X,X
JZSOTIL,O,O,O,X,X,O,X,O,X,O,X
JZSOTLI,O,O,O,X,X,O,O,O,X,O,X
JZSOITL,O,O,O,X,X,O,X,O,X,O,X
JZSOILT,X,O,X,X,X,O,X,X,X,X,X
JZSOLTI,X,O,X,X,X,O,O,X,X,O,X
JZSOLIT,X,O,X,X,X,O,X,X,X,X,X
JZOTILS,O,O,O,X,X,X,X,O,X,O,X
JZOTISL,O,O,O,X,X,O,X,O,O,O,X
JZOTLIS,O,O,O,X,X,X,O,O,X,O,X
JZOTLSI,O,O,O,X,X,O,O,O,X,O,X
JZOTSIL,O,O,O,X,X,O,X,O,O,O,X
JZOTSLI,O,O,O,X,X,O,O,O,X,O,X
JZOITLS,O,O,O,X,X,X,X,O,X,O,X
JZOITSL,O,O,O,X,X,O,X,O,O,O,X
JZOILTS,O,O,O,X,X,X,X,X,X,X,X
JZOILST,O,O,X,X,O,X,X,X,X,X,X
JZOISTL,O,O,O,X,X,O,X,O,O,O,X
JZOISLT,X,O,X,X,X,O,X,X,X,X,X
JZOLTIS,O,O,O,X,X,X,O,X,X,O,X
JZOLTSI,O,O,O,X,X,O,O,X,X,O,X
JZOLITS,O,O,O,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,X,O,X,X,X,X,X,X
JZOLSTI,O,O,X,X,O,O,O,X,X,O,X
JZOLSIT,O,O,X,X,O,O,X,X,X,X,X
JZOSTIL,O,O,O,X,X,O,X,O,O,O,X
JZOSTLI,O,O,O,X,X,O,O,O,X,O,X
JZOSITL,O,O,O,X,X,O,X,O,O,O,X
JZOSILT,X,O,X,X,X,O,X,X,X,X,X
JZOSLTI,X,O,X,X,X,O,O,X,X,O,X
JZOSLIT,X,O,X,X,X,O,X,X,X,X,X
JOTILSZ,O,O,O,X,O,X,O,O,X,X,X
JOTILZS,O,O,O,X,X,X,O,O,X,X,X
JOTISLZ,O,O,O,X,X,X,O,O,X,X,X
JOTISZL,O,O,O,X,X,X,X,X,X,X,X
JOTIZLS,O,O,O,X,X,X,X,O,X,X,X
JOTIZSL,O,O,O,X,X,X,X,O,X,X,X
JOTLISZ,O,O,O,X,O,X,O,O,X,X,O
JOTLIZS,O,O,O,X,X,X,O,O,X,X,O
JOTLSIZ,O,O,O,X,O,X,O,O,X,X,O
JOTLSZI,O,O,O,X,O,X,O,O,X,X,O
JOTLZIS,O,O,O,X,X,X,O,O,X,X,O
JOTLZSI,O,O,O,X,X,X,O,O,X,X,O
JOTSILZ,O,O,O,X,X,O,O,O,X,X,X
JOTSIZL,O,O,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,O,O,O,X,X,O
JOTSLZI,O,O,O,X,X,O,O,O,X,X,O
JOTSZIL,O,O,O,X,X,O,X,O,O,O,X
JOTSZLI,O,O,O,X,X,O,O,O,X,O,X
JOTZILS,O,O,O,X,X,X,X,O,X,O,X
JOTZISL,O,O,O,X,X,O,X,O,O,O,X
JOTZLIS,O,O,O,X,X,X,O,O,X,O,X
JOTZLSI,O,O,O,X,X,O,O,O,X,O,X
JOTZSIL,O,O,O,X,X,O,X,O,O,O,X
JOTZSLI,O,O,O,X,X,O,O,O,X,O,X
JOITLSZ,X,O,O,X,O,X,O,O,X,X,X
JOITLZS,X,O,O,X,X,X,O,O,X,X,X
JOITSLZ,X,O,O,X,X,X,O,O,X,X,X
JOITSZL,X,O,O,X,X,X,X,X,X,X,X
JOITZLS,X,O,X,X,X,X,X,O,X,X,X
JOITZSL,X,O,O,X,X,X,X,O,X,X,X
JOILTSZ,X,O,O,X,O,X,O,X,X,X,X
JOILTZS,X,O,O,X,X,X,O,X,X,X,X
JOILSTZ,X,O,O,X,O,X,O,X,X,X,X
JOILSZT,X,O,X,X,O,X,X,X,X,X,X
JOILZTS,X,O,O,X,X,X,X,X,X,X,X
JOILZST,X,O,X,X,O,X,X,X,X,X,X
JOISTLZ,X,O,X,X,X,O,O,X,X,X,X
JOISTZL,X,O,X,X,X,O,X,X,X,X,X
JOISLTZ,X,O,X,X,O,O,O,X,X,X,X
JOISLZT,X,O,X,X,O,O,X,X,X,X,X
JOISZTL,X,O,X,X,X,O,X,X,O,O,X
JOISZLT,X,O,X,X,X,O,X,X,X,X,X
JOIZTLS,X,O,O,X,X,X,X,O,X,O,X
JOIZTSL,X,O,O,X,X,O,X,O,O,O,X
JOIZLTS,X,O,O,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,X,O,X,X,X,X,X,X
JOIZSTL,X,O,O,X,X,O,X,O,O,O,X
JOIZSLT,X,O,X,X,X,O,X,X,X,X,X
JOLTISZ,O,O,O,X,O,X,O,X,X,X,O
JOLTIZS,O,O,O,X,X,X,O,X,X,X,O
JOLTSIZ,O,O,O,X,O,X,O,X,X,X,O
JOLTSZI,O,O,O,X,O,X,O,X,X,X,O
JOLTZIS,O,O,O,X,X,X,O,X,X,X,O
JOLTZSI,O,O,O,X,X,X,O,X,X,X,O
JOLITSZ,O,O,O,X,O,X,O,X,X,X,X
JOLITZS,O,O,O,X,X,X,O,X,X,X,X
JOLISTZ,X,O,O,X,O,X,O,X,X,X,X
JOLISZT,X,O,X,X,O,X,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,X,X,X,X
JOLIZST,O,O,X,X,O,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,O,O,O,X,X,X,O
JOLSTZI,O,O,O,X,O,O,O,X,X,X,O
JOLSITZ,X,O,O,X,O,O,O,X,X,X,X
JOLSIZT,X,O,X,X,O,O,X,X,X,X,X
JOLSZTI,O,O,X,X,O,O,O,X,X,O,X
JOLSZIT,O,O,X,X,O,O,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,O,X,X,O,X
JOLZTSI,O,O,O,X,X,O,O,X,X,O,X
JOLZITS,O,O,O,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,X,O,X,X,X,X,X,X
JOLZSTI,O,O,X,X,O,O,O,X,X,O,X
JOLZSIT,O,O,X,X,O,O,X,X,X,X,X
JOSTILZ,O,O,X,X,X,O,O,X,X,X,X
JOSTIZL,O,O,X,X,X,O,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,O,O,X,X,X,O
JOSTLZI,O,O,X,X,X,O,O,X,X,X,O
JOSTZIL,O,O,X,X,X,O,X,X,O,O,X
JOSTZLI,O,O,X,X,X,O,O,X,X,O,X
JOSITLZ,O,O,X,X,X,O,O,X,X,X,X
JOSITZL,O,O,X,X,X,O,X,X,X,X,X
JOSILTZ,X,O,X,X,O,O,O,X,X,X,X
JOSILZT,X,O,X,X,O,O,X,X,X,X,X
JOSIZTL,O,O,X,X,X,O,X,X,O,O,X
JOSIZLT,X,O,X,X,X,O,X,X,X,X,X
JOSLTIZ,X,O,X,X,O,O,O,X,X,X,O
JOSLTZI,X,O,X,X,O,O,O,X,X,X,O
JOSLITZ,X,O,X,X,O,O,O,X,X,X,X
JOSLIZT,X,O,X,X,O,O,X,X,X,X,X
JOSLZTI,X,O,X,X,O,O,O,X,X,O,X
JOSLZIT,X,O,X,X,O,O,X,X,X,X,X
JOSZTIL,O,O,X,X,X,O,X,X,O,O,X
JOSZTLI,O,O,X,X,X,O,O,X,X,O,X
JOSZITL,O,O,X,X,X,O,X,X,O,O,X
JOSZILT,X,O,X,X,X,O,X,X,X,X,X
JOSZLTI,X,O,X,X,X,O,O,X,X,O,X
JOSZLIT,X,O,X,X,X,O,X,X,X,X,X
JOZTILS,O,O,O,X,X,X,X,O,X,O,X
JOZTISL,O,O,O,X,X,O,X,O,O,O,X
JOZTLIS,O,O,O,X,X,X,O,O,X,O,X
JOZTLSI,O,O,O,X,X,O,O,O,X,O,X
JOZTSIL,O,O,O,X,X,O,X,O,O,O,X
JOZTSLI,O,O,O,X,X,O,O,O,X,O,X
JOZITLS,O,O,O,X,X,X,X,O,X,O,X
JOZITSL,O,O,O,X,X,O,X,O,O,O,X
JOZILTS,O,O,O,X,X,X,X,X,X,X,X
JOZILST,O,O,X,X,O,X,X,X,X,X,X
JOZISTL,O,O,O,X,X,O,X,O,O,O,X
JOZISLT,X,O,X,X,X,O,X,X,X,X,X
JOZLTIS,O,O,O,X,X,X,O,X,X,O,X
JOZLTSI,O,O,O,X,X,O,O,X,X,O,X
JOZLITS,O,O,O,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,O,X,X,X,X,X,X
JOZLSTI,O,O,X,X,O,O,O,X,X,O,X
JOZLSIT,O,O,X,X,O,O,X,X,X,X,X
JOZSTIL,O,O,O,X,X,O,X,O,O,O,X
JOZSTLI,O,O,O,X,X,O,O,O,X,O,X
JOZSITL,O,O,O,X,X,O,X,O,O,O,X
JOZSILT,X,O,X,X,X,O,X,X,X,X,X
JOZSLTI,X,O,X,X,X,O,O,X,X,O,X
JOZSLIT,X,O,X,X,X,O,X,X,X,X,X
STILJZO,O,X,O,X,X,O,X,X,X,X,X
STILJOZ,O,X,O,X,X,X,O,X,X,X,X
STILZJO,O,X,X,O,X,X,X,X,X,X,X
STILZOJ,O,X,O,O,X,X,X,X,X,X,X
STILOJZ,O,X,O,X,X,X,O,X,X,X,X
STILOZJ,O,X,O,O,X,X,O,X,X,X,X
STIJLZO,O,X,O,X,X,O,X,X,X,X,X
STIJLOZ,O,X,O,X,X,X,X,X,X,X,X
STIJZLO,O,X,O,X,X,O,X,X,X,X,X
STIJZOL,O,X,O,X,X,O,X,X,X,X,X
STIJOLZ,O,X,O,X,X,X,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,O,X,X,X,X,X,X,X
STIZLOJ,O,X,O,O,X,X,X,X,X,X,X
STIZJLO,O,X,X,O,X,X,X,X,X,X,X
STIZJOL,O,X,X,O,X,X,X,X,X,X,X
STIZOLJ,O,X,X,O,X,X,X,X,X,X,X
STIZOJL,O,X,O,O,X,X,X,X,X,X,X
STIOLJZ,O,X,O,X,X,X,O,X,X,X,X
STIOLZJ,O,X,O,O,X,X,O,X,X,X,X
STIOJLZ,O,X,O,X,X,X,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,O,X,X,X,X,X,X,X
STIOZJL,O,X,O,O,X,X,X,X,X,X,X
STLIJZO,O,X,O,X,X,O,X,X,X,X,X
STLIJOZ,O,X,O,X,X,X,O,X,X,X,X
STLIZJO,O,X,X,O,X,X,X,X,X,X,X
STLIZOJ,O,X,O,O,X,X,X,X,X,X,X
STLIOJZ,O,X,O,X,X,X,O,X,X,X,X
STLIOZJ,O,X,O,O,X,X,O,X,X,X,X
STLJIZO,O,X,O,X,X,O,X,O,X,X,X
STLJIOZ,O,X,O,X,X,X,O,O,X,X,O
STLJZIO,O,X,O,X,X,O,X,O,X,X,X
STLJZOI,O,X,O,X,X,O,O,O,X,X,O
STLJOIZ,O,X,O,X,X,X,O,O,X,X,O
STLJOZI,O,X,O,X,X,X,O,O,X,X,O
STLZIJO,O,X,X,O,X,X,X,X,X,X,X
STLZIOJ,O,X,O,O,X,X,X,X,X,X,X
STLZJIO,O,X,O,O,X,X,X,X,X,X,X
STLZJOI,O,X,O,O,X,X,O,X,X,X,X
STLZOIJ,O,X,O,O,X,X,O,X,X,X,X
STLZOJI,O,X,O,O,X,X,O,X,X,X,X
STLOIJZ,O,X,O,X,X,X,O,X,X,X,X
STLOIZJ,O,X,O,O,X,X,O,X,X,X,X
STLOJIZ,O,X,O,X,X,X,O,O,X,X,X
STLOJZI,O,X,O,X,X,X,O,O,X,X,X
STLOZIJ,O,X,O,O,X,X,O,X,X,X,X
STLOZJI,O,X,O,O,X,X,O,X,X,X,X
STJILZO,O,X,O,X,X,O,X,O,X,X,X
STJILOZ,O,X,O,X,X,X,O,O,X,X,O
STJIZLO,O,X,O,X,X,O,X,O,X,X,X
STJIZOL,O,X,O,X,X,O,X,O,X,X,X
STJIOLZ,O,X,O,X,X,X,O,O,X,X,X
STJIOZL,O,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,X,O,X,O,X,X,X
STJLIOZ,O,X,O,X,X,X,O,O,X,X,O
STJLZIO,O,X,O,X,X,O,X,O,X,X,X
STJLZOI,O,X,O,X,X,O,O,O,X,X,O
STJLOIZ,O,X,O,X,X,X,O,O,X,X,O
STJLOZI,O,X,O,X,X,X,O,O,X,X,O
STJZILO,O,X,O,X,X,O,X,O,X,X,X
STJZIOL,O,X,O,X,X,O,X,O,X,X,X
STJZLIO,O,X,O,X,X,O,X,O,X,X,X
STJZLOI,O,X,O,X,X,O,O,O,X,X,O
STJZOIL,O,X,O,X,X,O,X,O,X,X,X
STJZOLI,O,X,O,X,X,O,O,O,X,X,X
STJOILZ,O,X,O,X,X,O,O,O,X,X,X
STJOIZL,O,X,O,X,X,O,X,X,X,X,X
STJOLIZ,O,X,O,X,X,O,O,O,X,X,O
STJOLZI,O,X,O,X,X,O,O,O,X,X,O
STJOZIL,O,X,O,X,X,O,X,O,X,X,X
STJOZLI,O,X,O,X,X,O,O,O,X,X,X
STZILJO,O,X,X,O,X,X,X,X,X,X,X
STZILOJ,O,X,O,O,X,X,X,X,X,X,X
STZIJLO,O,X,X,O,X,X,X,X,X,X,X
STZIJOL,O,X,X,O,X,X,X,X,X,X,X
STZIOLJ,O,X,X,O,X,X,X,X,O,X,X
STZIOJL,O,X,O,O,X,X,X,X,O,X,X
STZLIJO,O,X,X,O,X,X,X,X,X,X,X
STZLIOJ,O,X,O,O,X,X,X,X,X,X,X
STZLJIO,O,X,O,O,X,X,X,X,X,X,X
STZLJOI,O,X,O,O,X,X,O,X,X,X,X
STZLOIJ,O,X,O,O,X,X,O,X,X,X,X
STZLOJI,O,X,O,O,X,X,O,X,X,X,X
STZJILO,O,X,O,O,X,O,X,X,X,X,X
STZJIOL,O,X,O,O,X,O,X,X,X,X,X
STZJLIO,O,X,O,O,X,O,X,X,X,X,X
STZJLOI,O,X,O,O,X,O,X,X,X,X,X
STZJOIL,O,X,O,O,X,O,X,X,X,X,X
STZJOLI,O,X,O,O,X,O,X,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,X,O,X,X
STZOIJL,O,X,O,O,X,X,X,X,O,X,X
STZOLIJ,O,X,X,O,X,X,O,X,O,X,X
STZOLJI,O,X,X,O,X,X,O,X,X,X,X
STZOJIL,O,X,O,O,X,O,X,X,O,X,X
STZOJLI,O,X,O,O,X,O,X,X,X,X,X
STOILJZ,O,X,O,X,X,O,O,X,X,X,X
STOILZJ,O,X,O,O,X,X,O,X,X,X,X
STOIJLZ,O,X,O,X,X,O,X,X,X,X,X
STOIJZL,O,X,O,X,X,O,X,X,X,X,X
STOIZLJ,O,X,X,O,X,X,X,X,O,X,X
STOIZJL,O,X,O,O,X,X,X,X,O,X,X
STOLIJZ,O,X,O,X,X,O,O,X,X,X,X
STOLIZJ,O,X,O,O,X,X,O,X,X,X,X
STOLJIZ,O,X,O,X,X,O,O,O,X,X,X
STOLJZI,O,X,O,X,X,O,O,O,X,X,X
STOLZIJ,O,X,O,O,X,X,O,X,O,X,X
STOLZJI,O,X,O,O,X,X,O,X,X,X,X
STOJILZ,O,X,O,X,X,O,O,O,X,X,X
STOJIZL,O,X,O,X,X,O,X,X,X,X,X
STOJLIZ,O,X,O,X,X,O,O,O,X,X,X
STOJLZI,O,X,O,X,X,O,O,O,X,X,X
STOJZIL,O,X,O,X,X,O,X,O,O,X,X
STOJZLI,O,X,O,X,X,O,O,O,X,X,X
STOZILJ,O,X,X,O,X,X,X,X,O,X,X
STOZIJL,O,X,O,O,X,X,X,X,O,X,X
STOZLIJ,O,X,X,O,X,X,O,X,O,X,X
STOZLJI,O,X,X,O,X,X,O,X,X,X,X
STOZJIL,O,X,O,O,X,O,X,X,O,X,X
STOZJLI,O,X,O,O,X,O,X,X,X,X,X
SITLJZO,X,X,X,X,X,O,X,X,X,X,X
SITLJOZ,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,O,X,X,X,X,X,X,X
SITLZOJ,X,X,O,O,X,X,X,X,X,X,X
SITLOJZ,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,X,X,O,O,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,O,X,X,X,X,X
SITJLOZ,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,X,X,O,X,X,X,X,X
SITJZOL,X,X,X,X,X,O,X,X,X,X,X
SITJOLZ,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,O,X,X,X,X,X,X,X
SITZLOJ,X,X,O,O,X,X,X,X,X,X,X
SITZJLO,X,X,X,O,X,X,X,X,X,X,X
SITZJOL,X,X,X,O,X,X,X,X,X,X,X
SITZOLJ,X,X,X,O,X,X,X,X,X,X,X
SITZOJL,X,X,O,O,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,X,X,X,X,X
SITOLZJ,X,X,O,O,X,X,X,X,X,X,X
SITOJLZ,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,X,X,X,X,X,X,X
SITOZJL,X,X,O,O,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,O,O,X,X,X,X,X
SILTJOZ,X,X,O,X,O,X,X,X,X,X,X
SILTZJO,X,X,X,O,O,X,X,X,X,X,X
SILTZOJ,X,X,O,O,X,X,X,X,X,X,X
SILTOJZ,X,X,O,X,O,X,X,X,X,X,X
SILTOZJ,X,X,O,O,X,X,X,X,X,X,X
SILJTZO,X,X,O,X,O,O,X,X,X,X,X
SILJTOZ,X,X,O,X,O,X,X,X,X,X,X
SILJZTO,X,X,O,O,O,O,X,X,X,X,X
SILJZOT,X,X,X,O,O,O,X,X,X,X,X
SILJOTZ,X,X,O,X,O,X,X,X,X,X,X
SILJOZT,X,X,X,O,O,O,X,X,X,X,X
SILZTJO,X,X,X,O,O,X,X,X,X,X,X
SILZTOJ,X,X,X,O,X,X,X,X,X,X,X
SILZJTO,X,X,X,O,O,O,X,X,X,X,X
SILZJOT,X,X,X,O,O,O,X,X,X,X,X
SILZOTJ,X,X,X,O,X,X,X,X,X,X,X
SILZOJT,X,X,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,O,X,X,X,X,X,X
SILOTZJ,X,X,O,O,X,X,X,X,X,X,X
SILOJTZ,X,X,O,X,O,X,X,X,X,X,X
SILOJZT,X,X,X,O,O,O,X,X,X,X,X
SILOZTJ,X,X,X,O,X,X,X,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,X,X,X,X
SIJTLZO,X,O,O,X,X,O,X,X,X,X,X
SIJTLOZ,X,O,O,X,X,X,X,X,X,X,X
SIJTZLO,X,O,O,X,X,O,X,X,X,X,X
SIJTZOL,X,O,O,X,X,O,X,X,X,X,X
SIJTOLZ,X,O,O,X,X,X,X,X,X,X,X
SIJTOZL,X,O,O,X,X,X,X,X,X,X,X
SIJLTZO,X,O,O,X,O,O,X,X,X,X,X
SIJLTOZ,X,O,O,X,O,X,X,X,X,X,X
SIJLZTO,X,O,O,O,O,O,X,X,X,X,X
SIJLZOT,X,O,X,O,O,O,X,X,X,X,X
SIJLOTZ,X,O,O,X,O,X,X,X,X,X,X
SIJLOZT,X,O,X,O,O,O,X,X,X,X,X
SIJZTLO,X,O,O,O,X,O,X,X,X,X,X
SIJZTOL,X,O,O,O,X,O,X,X,X,X,X
SIJZLTO,X,O,O,O,X,O,X,X,X,X,X
SIJZLOT,X,O,X,O,X,O,X,X,X,X,X
SIJZOTL,X,O,O,O,X,O,X,X,X,X,X
SIJZOLT,X,O,X,O,X,O,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,O,X,X,X,X,X
SIJOTZL,X,O,X,X,X,O,X,X,X,X,X
SIJOLTZ,X,O,X,X,O,O,X,X,X,X,X
SIJOLZT,X,O,X,O,O,O,X,X,X,X,X
SIJOZTL,X,O,X,O,X,O,X,X,X,X,X
SIJOZLT,X,O,X,O,X,O,X,X,X,X,X
SIZTLJO,X,X,X,O,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,O,X,X,X,X,X,X,X
SIZTJLO,X,O,X,O,X,X,X,X,X,X,X
SIZTJOL,X,O,X,O,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,O,X,X,X,X,O,X,X
SIZTOJL,X,X,X,O,X,X,X,X,O,X,X
SIZLTJO,X,X,X,O,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,O,X,X,X,X,X,X,X
SIZLJTO,X,X,X,O,X,O,X,X,X,X,X
SIZLJOT,X,X,X,O,X,O,X,X,X,X,X
SIZLOTJ,X,X,X,O,X,X,X,X,X,X,X
SIZLOJT,X,X,X,O,X,X,X,X,X,X,X
SIZJTLO,X,O,X,O,X,O,X,X,X,X,X
SIZJTOL,X,O,X,O,X,O,X,X,X,X,X
SIZJLTO,X,O,X,O,X,O,X,X,X,X,X
SIZJLOT,X,O,X,O,X,O,X,X,X,X,X
SIZJOTL,X,O,X,O,X,O,X,X,X,X,X
SIZJOLT,X,O,X,O,X,O,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,O,X,X
SIZOTJL,X,X,X,O,X,X,X,X,O,X,X
SIZOLTJ,X,X,X,O,X,X,X,X,O,X,X
SIZOLJT,X,X,X,O,X,X,X,X,X,X,X
SIZOJTL,X,X,X,O,X,X,X,X,O,X,X
SIZOJLT,X,X,X,O,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,O,X,X,X,X,X
SIOTLZJ,X,X,X,O,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,O,X,X,X,X,X
SIOTJZL,X,X,X,X,X,O,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,X,X,X,O,X,X
SIOTZJL,X,X,X,O,X,X,X,X,O,X,X
SIOLTJZ,X,X,X,X,X,O,X,X,X,X,X
SIOLTZJ,X,X,X,O,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,O,X,X,X,X,X
SIOLJZT,X,X,X,O,X,O,X,X,X,X,X
SIOLZTJ,X,X,X,O,X,X,X,X,O,X,X
SIOLZJT,X,X,X,O,X,O,X,X,X,X,X
SIOJTLZ,X,O,X,X,X,O,X,X,X,X,X
SIOJTZL,X,O,X,X,X,O,X,X,X,X,X
SIOJLTZ,X,O,X,X,X,O,X,X,X,X,X
SIOJLZT,X,O,X,O,X,O,X,X,X,X,X
SIOJZTL,X,O,X,O,X,O,X,X,O,X,X
SIOJZLT,X,O,X,O,X,O,X,X,X,X,X
