sequence,v115@OhC8GeC8CeA8AeE8Jei/IvhFzgBfnBxiBcpBeqBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBzgBfnBxnByuBFrB,v115@OhC8GeC8CeA8AeE8JeT/IvhF0hBxiBllBXlB2uBirB,v115@OhC8GeC8CeA8AeE8Jei/IvhFFhBxiBcpBzmBmqBXqB,v115@OhC8GeC8CeA8AeE8Jem/IvhFzgBfnBxiBipBFrB0pB,v115@OhC8GeC8CeA8AeE8JeyEJvhFzgBfnB0kBxnB2uBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBFhBxiBfrBzmByuB,v115@OhC8GeC8CeA8AeE8JezAJvhFfnBxiBmkB0pBFrBipB,v115@OhC8GeC8CeA8AeE8Je/EJvhFUgBxiByqBzmB2uBFrB,v115@OhC8GeC8CeA8AeE8JeFBJvhFxiBmkBfrBzmB0pBipB,v115@OhC8GeC8CeA8AeE8JefHJvhFxiBikBUmBFqBTpBmqB
ILTSJZO,X,O,O,X,O,X,O,X,X,X,X
ILTSJOZ,X,O,O,X,O,X,X,X,X,X,X
ILTSZJO,X,O,O,X,O,X,O,X,X,X,X
ILTSZOJ,X,O,X,X,O,X,O,X,X,X,X
ILTSOJZ,X,O,X,X,O,X,X,X,X,X,X
ILTSOZJ,X,O,X,X,O,X,O,X,X,X,X
ILTZJSO,X,O,O,X,X,X,O,X,X,X,X
ILTZJOS,X,O,O,X,X,X,O,X,X,X,X
ILTZSJO,X,O,O,X,X,X,O,X,X,X,X
ILTZSOJ,X,O,X,X,X,X,O,X,X,X,X
ILTZOJS,X,O,O,X,X,X,O,X,X,X,X
ILTZOSJ,X,O,X,X,X,X,O,X,X,X,X
ILTOJSZ,X,X,O,X,O,X,X,X,X,X,X
ILTOJZS,X,X,O,X,X,X,X,X,X,X,X
ILTOSJZ,X,O,X,X,O,X,O,X,X,X,X
ILTOSZJ,X,O,X,X,O,X,O,X,X,X,X
ILTOZJS,X,O,O,X,X,X,O,X,X,X,X
ILTOZSJ,X,O,X,X,X,X,O,X,X,X,X
ILJTSZO,X,X,O,X,O,O,X,X,X,X,X
ILJTSOZ,X,X,O,X,O,O,X,X,X,X,X
ILJTZSO,X,X,O,O,X,X,X,X,X,X,X
ILJTZOS,X,X,O,O,X,X,X,X,X,X,X
ILJTOSZ,X,X,O,X,O,X,X,X,X,X,X
ILJTOZS,X,X,O,X,X,X,X,X,X,X,X
ILJSTZO,O,O,O,X,O,O,O,X,X,X,X
ILJSTOZ,O,O,O,X,O,O,X,X,X,X,X
ILJSZTO,O,O,O,X,O,O,O,X,X,X,X
ILJSZOT,O,O,O,X,X,X,O,X,O,X,X
ILJSOTZ,X,X,O,X,O,O,X,X,O,X,X
ILJSOZT,X,X,O,X,X,X,X,X,O,X,X
ILJZTSO,O,O,O,O,X,X,O,X,X,X,X
ILJZTOS,X,X,O,O,X,X,O,X,X,X,X
ILJZSTO,O,O,O,O,O,O,O,X,X,X,X
ILJZSOT,O,O,O,X,X,X,O,X,X,X,X
ILJZOTS,X,X,O,O,X,X,O,X,X,X,X
ILJZOST,O,O,O,X,X,X,O,X,X,X,X
ILJOTSZ,X,X,O,X,X,X,X,X,O,X,X
ILJOTZS,X,X,O,X,X,X,X,X,X,X,X
ILJOSTZ,X,X,O,X,O,O,O,X,O,X,X
ILJOSZT,X,X,O,X,X,X,O,X,O,X,X
ILJOZTS,X,X,O,X,X,X,O,X,X,X,X
ILJOZST,X,X,O,X,X,X,O,X,O,X,X
ILSTJZO,O,O,O,X,O,O,O,X,X,X,X
ILSTJOZ,O,O,O,X,O,O,X,X,X,X,X
ILSTZJO,O,O,O,X,O,X,O,O,X,X,X
ILSTZOJ,X,O,X,X,O,X,O,O,X,X,X
ILSTOJZ,O,O,X,X,O,O,X,X,X,X,X
ILSTOZJ,X,O,X,X,O,X,O,O,X,X,X
ILSJTZO,O,O,O,X,O,O,O,X,X,X,X
ILSJTOZ,O,O,O,X,O,O,X,X,X,X,X
ILSJZTO,O,O,O,X,O,O,O,X,X,X,X
ILSJZOT,O,O,O,X,X,X,O,X,X,X,X
ILSJOTZ,X,X,O,X,O,O,X,X,X,X,X
ILSJOZT,X,X,O,X,X,X,X,X,X,X,X
ILSZTJO,O,O,O,X,O,X,O,O,X,X,O
ILSZTOJ,X,O,X,X,O,X,O,O,X,X,O
ILSZJTO,O,O,O,X,O,X,O,O,X,X,X
ILSZJOT,O,O,O,X,X,X,O,X,X,X,X
ILSZOTJ,X,O,X,X,X,X,O,X,X,X,X
ILSZOJT,O,O,X,X,X,X,O,X,X,X,X
ILSOTJZ,X,O,X,X,O,X,O,X,X,X,X
ILSOTZJ,X,O,X,X,O,X,O,X,X,X,X
ILSOJTZ,X,X,X,X,O,X,O,X,X,X,X
ILSOJZT,X,X,X,X,X,X,O,X,X,X,X
ILSOZTJ,X,O,X,X,X,X,O,X,X,X,X
ILSOZJT,X,O,X,X,X,X,O,X,X,X,X
ILZTJSO,O,O,O,O,X,X,O,X,X,X,X
ILZTJOS,X,O,O,O,X,X,O,X,X,X,X
ILZTSJO,O,O,O,X,X,X,O,X,X,X,X
ILZTSOJ,X,O,X,X,X,X,O,X,X,X,X
ILZTOJS,X,O,O,O,X,X,O,X,X,X,X
ILZTOSJ,X,O,X,O,X,X,O,X,X,X,X
ILZJTSO,O,O,O,O,X,X,O,X,X,X,X
ILZJTOS,X,O,O,O,X,X,O,X,X,X,X
ILZJSTO,O,O,O,O,O,X,O,O,X,X,X
ILZJSOT,O,O,O,X,X,X,O,X,X,X,X
ILZJOTS,X,X,O,O,X,X,O,X,X,X,X
ILZJOST,O,O,O,O,X,X,O,X,X,O,X
ILZSTJO,O,O,O,X,O,X,O,O,X,X,X
ILZSTOJ,X,O,X,X,O,X,O,O,X,X,X
ILZSJTO,O,O,O,O,O,X,O,O,X,X,X
ILZSJOT,O,O,O,X,X,X,O,X,X,X,X
ILZSOTJ,X,O,X,O,X,X,O,X,X,X,X
ILZSOJT,O,O,X,O,X,X,O,X,X,X,X
ILZOTJS,X,X,O,O,X,X,O,X,X,X,X
ILZOTSJ,X,X,X,O,X,X,O,X,X,X,X
ILZOJTS,X,X,O,O,X,X,O,X,X,X,X
ILZOJST,O,O,O,O,X,X,O,X,X,O,X
ILZOSTJ,X,O,X,O,X,X,O,X,X,O,X
ILZOSJT,O,O,X,O,X,X,O,X,X,O,X
ILOTJSZ,X,X,O,X,X,X,X,X,O,X,X
ILOTJZS,X,X,O,O,X,X,X,X,X,X,X
ILOTSJZ,X,X,X,X,X,X,O,X,X,X,X
ILOTSZJ,X,X,X,X,X,X,O,X,X,X,X
ILOTZJS,X,X,O,O,X,X,O,X,X,X,X
ILOTZSJ,X,X,X,O,X,X,O,X,X,X,X
ILOJTSZ,X,X,O,X,X,X,X,X,O,X,X
ILOJTZS,X,X,O,O,X,X,X,X,X,X,X
ILOJSTZ,X,X,O,X,O,X,O,X,O,X,X
ILOJSZT,X,X,O,X,X,X,O,X,O,X,X
ILOJZTS,X,X,O,O,X,X,O,X,X,X,X
ILOJZST,X,X,O,O,X,X,O,X,O,X,X
ILOSTJZ,X,O,X,X,O,X,O,X,X,X,X
ILOSTZJ,X,O,X,X,O,X,O,X,X,O,X
ILOSJTZ,X,X,X,X,O,X,O,X,O,X,X
ILOSJZT,X,X,X,X,X,X,O,X,O,X,X
ILOSZTJ,X,O,X,X,X,X,O,X,X,O,X
ILOSZJT,X,O,X,X,X,X,O,X,X,O,X
ILOZTJS,X,X,O,O,X,X,O,X,X,X,X
ILOZTSJ,X,X,X,O,X,X,O,X,X,X,X
ILOZJTS,X,X,O,O,X,X,O,X,X,X,X
ILOZJST,X,O,O,O,X,X,O,X,O,O,X
ILOZSTJ,X,O,X,O,X,X,O,X,X,O,X
ILOZSJT,X,O,X,O,X,X,O,X,X,O,X
IJTLSZO,X,X,O,X,X,O,X,X,X,X,X
IJTLSOZ,X,X,O,X,X,O,X,X,X,X,X
IJTLZSO,X,X,O,O,X,X,X,X,X,X,X
IJTLZOS,X,X,O,O,X,X,X,X,X,X,X
IJTLOSZ,X,X,O,X,X,O,X,X,X,X,X
IJTLOZS,X,X,O,X,X,X,X,X,X,X,X
IJTSLZO,O,X,X,X,X,O,X,X,X,X,X
IJTSLOZ,O,X,X,X,X,O,X,X,X,X,X
IJTSZLO,O,X,X,O,X,O,X,X,X,X,X
IJTSZOL,O,X,O,X,X,O,X,X,O,X,X
IJTSOLZ,O,X,X,X,X,O,X,X,O,X,X
IJTSOZL,O,X,O,X,X,O,X,X,O,X,X
IJTZLSO,O,X,X,O,X,X,X,X,X,X,X
IJTZLOS,O,X,O,O,X,X,X,X,X,X,X
IJTZSLO,O,X,X,O,X,X,X,X,X,X,X
IJTZSOL,O,X,O,X,X,X,X,X,X,X,X
IJTZOLS,O,X,O,O,X,X,X,X,X,X,X
IJTZOSL,O,X,O,X,X,X,X,X,X,X,X
IJTOLSZ,X,X,O,X,X,O,X,X,O,X,X
IJTOLZS,X,X,O,X,X,X,X,X,X,X,X
IJTOSLZ,O,X,X,X,X,O,X,X,O,X,X
IJTOSZL,O,X,O,X,X,O,X,X,O,X,X
IJTOZLS,O,X,O,O,X,X,X,X,X,X,X
IJTOZSL,O,X,O,X,X,X,X,X,X,X,X
IJLTSZO,X,X,O,X,O,O,X,X,X,X,X
IJLTSOZ,X,X,O,X,O,O,X,X,X,X,X
IJLTZSO,X,X,O,O,X,X,X,X,X,X,X
IJLTZOS,X,X,O,O,X,X,X,X,X,X,X
IJLTOSZ,X,X,O,X,X,O,X,X,X,X,X
IJLTOZS,X,X,O,X,X,X,X,X,X,X,X
IJLSTZO,O,O,O,X,O,O,O,X,X,X,X
IJLSTOZ,O,O,O,X,O,O,X,X,X,X,X
IJLSZTO,O,O,O,X,O,O,O,X,X,X,X
IJLSZOT,O,O,O,X,X,X,O,X,O,X,X
IJLSOTZ,X,X,O,X,O,O,X,X,O,X,X
IJLSOZT,X,X,O,X,X,X,X,X,O,X,X
IJLZTSO,O,O,O,O,X,X,O,X,X,X,X
IJLZTOS,X,X,O,O,X,X,O,X,X,X,X
IJLZSTO,O,O,O,O,O,O,O,X,X,X,X
IJLZSOT,O,O,O,X,X,X,O,X,X,X,X
IJLZOTS,X,X,O,O,X,X,O,X,X,X,X
IJLZOST,O,O,O,X,X,X,O,X,X,X,X
IJLOTSZ,X,X,O,X,X,X,X,X,O,X,X
IJLOTZS,X,X,O,X,X,X,X,X,X,X,X
IJLOSTZ,X,X,O,X,O,O,O,X,O,X,X
IJLOSZT,X,X,O,X,X,X,O,X,O,X,X
IJLOZTS,X,X,O,X,X,X,O,X,X,X,X
IJLOZST,X,X,O,X,X,X,O,X,O,X,X
IJSTLZO,O,O,X,X,O,O,O,X,X,X,X
IJSTLOZ,O,O,X,X,O,O,X,X,X,X,X
IJSTZLO,O,X,X,O,X,O,X,O,X,X,X
IJSTZOL,O,X,O,X,X,O,X,O,O,X,X
IJSTOLZ,O,O,X,X,O,O,X,X,O,X,X
IJSTOZL,O,X,O,X,X,O,X,O,O,X,X
IJSLTZO,O,O,O,X,O,O,O,X,X,X,X
IJSLTOZ,O,O,O,X,O,O,X,X,X,X,X
IJSLZTO,O,O,O,X,O,O,O,X,X,X,X
IJSLZOT,O,O,O,X,X,X,O,X,O,X,X
IJSLOTZ,X,X,O,X,O,O,X,X,O,X,X
IJSLOZT,X,X,O,X,X,X,X,X,O,X,X
IJSZTLO,O,X,X,O,X,O,X,O,X,X,O
IJSZTOL,O,X,X,X,X,O,X,O,O,X,X
IJSZLTO,O,X,X,O,X,O,X,O,X,X,X
IJSZLOT,O,X,X,X,X,X,X,X,O,X,X
IJSZOTL,O,X,X,X,X,X,X,O,O,X,X
IJSZOLT,O,X,X,X,X,X,X,X,O,X,X
IJSOTLZ,O,X,X,X,X,O,X,X,O,X,X
IJSOTZL,O,X,O,X,X,O,X,X,O,X,X
IJSOLTZ,X,X,O,X,X,O,X,X,O,X,X
IJSOLZT,X,X,O,X,X,X,X,X,O,X,X
IJSOZTL,O,X,X,X,X,X,X,X,O,X,X
IJSOZLT,O,X,X,X,X,X,X,X,O,X,X
IJZTLSO,O,X,X,O,X,X,X,X,X,X,X
IJZTLOS,O,X,O,O,X,X,X,X,X,X,X
IJZTSLO,O,X,X,O,X,X,X,O,X,X,X
IJZTSOL,O,X,O,X,X,X,X,O,X,X,X
IJZTOLS,O,X,O,O,X,X,X,X,X,X,X
IJZTOSL,O,X,O,X,X,X,X,X,X,O,X
IJZLTSO,O,X,O,O,X,X,X,X,X,X,X
IJZLTOS,O,X,O,O,X,X,X,X,X,X,X
IJZLSTO,O,X,O,O,X,O,X,O,X,X,X
IJZLSOT,O,X,O,X,X,X,X,X,X,X,X
IJZLOTS,X,X,O,O,X,X,X,X,X,X,X
IJZLOST,O,X,O,O,X,X,X,X,X,O,X
IJZSTLO,O,X,X,O,X,O,X,O,X,X,X
IJZSTOL,O,X,X,X,X,O,X,O,O,X,X
IJZSLTO,O,X,X,O,X,O,X,O,X,X,X
IJZSLOT,O,X,X,X,X,X,X,X,O,X,X
IJZSOTL,O,X,X,X,X,X,X,O,O,O,X
IJZSOLT,O,X,X,X,X,X,X,X,O,O,X
IJZOTLS,X,X,O,O,X,X,X,X,X,X,X
IJZOTSL,X,X,O,O,X,X,X,X,X,O,X
IJZOLTS,X,X,O,O,X,X,X,X,X,X,X
IJZOLST,O,X,O,O,X,X,X,X,O,O,X
IJZOSTL,O,X,X,O,X,X,X,O,O,O,X
IJZOSLT,O,X,X,O,X,X,X,X,O,O,X
IJOTLSZ,X,X,O,X,X,X,X,X,O,X,X
IJOTLZS,X,X,O,O,X,X,X,X,X,X,X
IJOTSLZ,X,X,X,X,X,X,X,X,O,X,X
IJOTSZL,X,X,O,O,X,X,X,X,O,X,X
IJOTZLS,X,X,O,O,X,X,X,X,X,X,X
IJOTZSL,X,X,O,O,X,X,X,X,X,X,X
IJOLTSZ,X,X,O,X,X,X,X,X,O,X,X
IJOLTZS,X,X,O,O,X,X,X,X,X,X,X
IJOLSTZ,X,X,O,X,X,O,O,X,O,X,X
IJOLSZT,X,X,O,X,X,X,O,X,O,X,X
IJOLZTS,X,X,O,O,X,X,O,X,X,X,X
IJOLZST,X,X,O,O,X,X,O,X,O,X,X
IJOSTLZ,O,X,X,X,X,O,O,X,O,X,X
IJOSTZL,O,X,O,O,X,O,X,X,O,O,X
IJOSLTZ,X,X,O,X,X,O,O,X,O,X,X
IJOSLZT,X,X,O,X,X,X,O,X,O,X,X
IJOSZTL,O,X,X,O,X,X,X,X,O,O,X
IJOSZLT,O,X,X,O,X,X,X,X,O,O,X
IJOZTLS,X,X,O,O,X,X,X,X,X,X,X
IJOZTSL,X,X,O,O,X,X,X,X,X,O,X
IJOZLTS,X,X,O,O,X,X,X,X,X,X,X
IJOZLST,O,X,O,O,X,X,X,X,O,O,X
IJOZSTL,O,X,X,O,X,X,X,X,O,O,X
IJOZSLT,O,X,X,O,X,X,X,X,O,O,X
ISTLJZO,O,O,X,X,O,O,O,X,X,X,X
ISTLJOZ,O,O,X,X,O,O,X,X,X,X,X
ISTLZJO,O,O,X,X,O,X,O,O,X,X,X
ISTLZOJ,X,O,X,X,O,X,O,O,X,X,X
ISTLOJZ,O,O,X,X,O,O,X,X,X,X,X
ISTLOZJ,X,O,X,X,O,X,O,O,X,X,X
ISTJLZO,O,O,X,X,O,O,O,X,X,X,X
ISTJLOZ,O,O,X,X,O,O,X,X,X,X,X
ISTJZLO,O,X,X,X,X,O,X,O,X,X,X
ISTJZOL,O,X,O,X,X,O,X,O,X,X,X
ISTJOLZ,O,O,X,X,O,O,X,X,X,X,X
ISTJOZL,O,X,O,X,X,O,X,O,X,X,X
ISTZLJO,O,O,X,X,O,X,O,O,X,X,O
ISTZLOJ,X,O,X,X,O,X,O,O,X,X,O
ISTZJLO,O,X,X,X,X,O,X,O,X,X,O
ISTZJOL,O,X,O,X,X,O,X,O,X,X,X
ISTZOLJ,X,O,X,X,O,X,X,O,X,X,O
ISTZOJL,O,X,X,X,X,O,X,O,X,X,X
ISTOLJZ,O,O,X,X,O,O,X,X,X,X,X
ISTOLZJ,X,O,X,X,O,X,O,O,X,X,X
ISTOJLZ,O,O,X,X,O,O,X,X,X,X,X
ISTOJZL,O,X,X,X,X,O,X,O,X,X,X
ISTOZLJ,X,O,X,X,O,X,X,O,X,X,X
ISTOZJL,O,X,X,X,X,O,X,O,X,X,X
ISLTJZO,O,O,O,X,O,O,O,X,X,X,X
ISLTJOZ,O,O,O,X,O,O,X,X,X,X,X
ISLTZJO,O,O,O,X,O,X,O,O,X,X,X
ISLTZOJ,X,O,X,X,O,X,O,O,X,X,X
ISLTOJZ,O,O,X,X,O,O,X,X,X,X,X
ISLTOZJ,X,O,X,X,O,X,O,O,X,X,X
ISLJTZO,O,O,O,X,O,O,O,X,X,X,X
ISLJTOZ,O,O,O,X,O,O,X,X,X,X,X
ISLJZTO,O,O,O,X,O,O,O,X,X,X,X
ISLJZOT,O,O,O,X,X,X,O,X,X,X,X
ISLJOTZ,X,X,O,X,O,O,X,X,X,X,X
ISLJOZT,X,X,O,X,X,X,X,X,X,X,X
ISLZTJO,O,O,O,X,O,X,O,O,X,X,O
ISLZTOJ,X,O,X,X,O,X,O,O,X,X,O
ISLZJTO,O,O,O,X,O,X,O,O,X,X,X
ISLZJOT,O,O,O,X,X,X,O,X,X,X,X
ISLZOTJ,X,O,X,X,X,X,O,X,X,X,X
ISLZOJT,O,O,X,X,X,X,O,X,X,X,X
ISLOTJZ,X,O,X,X,O,X,O,X,X,X,X
ISLOTZJ,X,O,X,X,O,X,O,X,X,X,X
ISLOJTZ,X,X,X,X,O,X,O,X,X,X,X
ISLOJZT,X,X,X,X,X,X,O,X,X,X,X
ISLOZTJ,X,O,X,X,X,X,O,X,X,X,X
ISLOZJT,X,O,X,X,X,X,O,X,X,X,X
ISJTLZO,O,O,X,X,O,O,O,X,X,X,X
ISJTLOZ,O,O,X,X,O,O,X,X,X,X,X
ISJTZLO,O,X,X,O,X,O,X,O,X,X,X
ISJTZOL,O,X,O,X,X,O,X,O,O,X,X
ISJTOLZ,O,O,X,X,O,O,X,X,O,X,X
ISJTOZL,O,X,O,X,X,O,X,O,O,X,X
ISJLTZO,O,O,O,X,O,O,O,X,X,X,X
ISJLTOZ,O,O,O,X,O,O,X,X,X,X,X
ISJLZTO,O,O,O,X,O,O,O,X,X,X,X
ISJLZOT,O,O,O,X,X,X,O,X,O,X,X
ISJLOTZ,X,X,O,X,O,O,X,X,O,X,X
ISJLOZT,X,X,O,X,X,X,X,X,O,X,X
ISJZTLO,O,X,X,O,X,O,X,O,X,X,O
ISJZTOL,O,X,X,X,X,O,X,O,O,X,X
ISJZLTO,O,X,X,O,X,O,X,O,X,X,X
ISJZLOT,O,X,X,X,X,X,X,X,O,X,X
ISJZOTL,O,X,X,X,X,X,X,O,O,X,X
ISJZOLT,O,X,X,X,X,X,X,X,O,X,X
ISJOTLZ,O,X,X,X,X,O,X,X,O,X,X
ISJOTZL,O,X,O,X,X,O,X,X,O,X,X
ISJOLTZ,X,X,O,X,X,O,X,X,O,X,X
ISJOLZT,X,X,O,X,X,X,X,X,O,X,X
ISJOZTL,O,X,X,X,X,X,X,X,O,X,X
ISJOZLT,O,X,X,X,X,X,X,X,O,X,X
ISZTLJO,O,O,X,X,O,X,O,O,X,X,O
ISZTLOJ,X,O,X,X,O,X,O,O,X,X,O
ISZTJLO,O,X,X,X,X,O,X,O,X,X,O
ISZTJOL,O,X,X,X,X,O,X,O,X,X,X
ISZTOLJ,X,O,X,X,O,X,X,O,X,X,O
ISZTOJL,O,X,X,X,X,O,X,O,X,X,X
ISZLTJO,O,O,X,X,O,X,O,O,X,X,O
ISZLTOJ,X,O,X,X,O,X,O,O,X,X,O
ISZLJTO,O,O,X,O,O,X,O,O,X,X,X
ISZLJOT,O,O,X,X,X,X,O,X,X,X,X
ISZLOTJ,X,O,X,O,X,X,O,X,X,X,X
ISZLOJT,O,O,X,O,X,X,O,X,X,X,X
ISZJTLO,O,X,X,O,X,O,X,O,X,X,O
ISZJTOL,O,X,X,X,X,O,X,O,X,X,X
ISZJLTO,O,X,X,O,X,O,X,O,X,X,X
ISZJLOT,O,X,X,X,X,X,X,X,X,X,X
ISZJOTL,O,X,X,X,X,X,X,O,X,O,X
ISZJOLT,O,X,X,X,X,X,X,X,X,O,X
ISZOTLJ,X,X,X,O,X,X,X,O,X,O,O
ISZOTJL,O,X,X,X,X,X,X,O,X,O,X
ISZOLTJ,X,X,X,O,X,X,X,X,X,O,X
ISZOLJT,O,X,X,O,X,X,X,X,X,O,X
ISZOJTL,O,X,X,O,X,X,X,O,X,O,X
ISZOJLT,O,X,X,O,X,X,X,X,X,O,X
ISOTLJZ,O,O,X,X,O,O,O,X,X,X,X
ISOTLZJ,X,O,X,X,O,X,O,O,X,O,X
ISOTJLZ,O,O,X,X,O,O,O,X,X,X,X
ISOTJZL,O,X,X,O,X,O,X,O,X,O,X
ISOTZLJ,X,O,X,O,O,X,O,O,X,O,X
ISOTZJL,O,X,X,X,X,O,X,O,X,O,X
ISOLTJZ,X,O,X,X,O,X,O,X,X,X,X
ISOLTZJ,X,O,X,X,O,X,O,X,X,O,X
ISOLJTZ,X,X,X,X,O,X,O,X,O,X,X
ISOLJZT,X,X,X,X,X,X,O,X,O,X,X
ISOLZTJ,X,O,X,X,X,X,O,X,X,O,X
ISOLZJT,X,O,X,X,X,X,O,X,X,O,X
ISOJTLZ,O,X,X,X,X,O,O,X,O,X,X
ISOJTZL,O,X,X,O,X,O,X,X,O,O,X
ISOJLTZ,X,X,X,X,X,O,O,X,O,X,X
ISOJLZT,X,X,X,X,X,X,O,X,O,X,X
ISOJZTL,O,X,X,O,X,X,X,X,O,O,X
ISOJZLT,O,X,X,O,X,X,X,X,O,O,X
ISOZTLJ,X,X,X,O,X,X,O,O,X,O,O
ISOZTJL,O,X,X,X,X,X,X,O,X,O,X
ISOZLTJ,X,X,X,O,X,X,O,X,X,O,X
ISOZLJT,O,X,X,O,X,X,O,X,X,O,X
ISOZJTL,O,X,X,O,X,X,X,O,X,O,X
ISOZJLT,O,X,X,O,X,X,X,X,X,O,X
IZTLJSO,O,X,X,O,X,X,X,X,X,X,X
IZTLJOS,X,X,O,O,X,X,X,X,X,X,X
IZTLSJO,O,X,X,X,X,X,X,X,X,X,O
IZTLSOJ,X,X,X,X,X,X,X,X,X,X,O
IZTLOJS,X,X,X,O,X,X,X,X,X,X,X
IZTLOSJ,X,X,X,O,X,X,X,X,X,X,X
IZTJLSO,O,X,X,O,X,X,X,X,X,X,X
IZTJLOS,O,X,O,O,X,X,X,X,X,X,X
IZTJSLO,O,X,X,O,X,X,X,O,X,X,X
IZTJSOL,O,X,O,X,X,X,X,O,X,X,X
IZTJOLS,O,X,O,O,X,X,X,X,X,X,X
IZTJOSL,O,X,O,X,X,X,X,O,X,O,X
IZTSLJO,O,X,X,X,X,X,X,O,X,X,O
IZTSLOJ,X,X,X,X,X,X,X,O,X,X,O
IZTSJLO,O,X,X,X,X,X,X,O,X,X,O
IZTSJOL,O,X,O,X,X,X,X,O,X,X,X
IZTSOLJ,X,X,X,X,X,X,X,O,X,X,O
IZTSOJL,O,X,X,X,X,X,X,O,X,X,X
IZTOLJS,X,X,X,O,X,X,X,X,X,X,X
IZTOLSJ,X,X,X,O,X,X,X,X,X,X,X
IZTOJLS,X,X,O,O,X,X,X,X,X,X,X
IZTOJSL,X,X,O,O,X,X,X,O,X,O,X
IZTOSLJ,X,X,X,O,X,X,X,O,X,O,X
IZTOSJL,X,X,X,X,X,X,X,O,X,O,X
IZLTJSO,O,O,O,O,X,X,O,X,X,X,X
IZLTJOS,X,X,O,O,X,X,O,X,X,X,X
IZLTSJO,O,O,O,X,X,X,O,X,X,X,X
IZLTSOJ,X,O,X,X,X,X,O,X,X,X,X
IZLTOJS,X,X,O,O,X,X,O,X,X,X,X
IZLTOSJ,X,X,X,O,X,X,O,X,X,X,X
IZLJTSO,O,O,O,O,X,X,O,X,X,X,X
IZLJTOS,O,X,O,O,X,X,O,X,X,X,X
IZLJSTO,O,O,O,O,O,X,O,O,X,X,X
IZLJSOT,O,O,O,X,X,X,O,X,X,X,X
IZLJOTS,X,X,O,O,X,X,O,X,X,X,X
IZLJOST,O,O,O,O,X,X,O,X,X,O,X
IZLSTJO,O,O,O,X,O,X,O,O,X,X,X
IZLSTOJ,X,O,X,X,O,X,O,O,X,X,X
IZLSJTO,O,O,O,O,O,X,O,O,X,X,X
IZLSJOT,O,O,O,X,X,X,O,X,X,X,X
IZLSOTJ,X,O,X,O,X,X,O,X,X,X,X
IZLSOJT,O,O,X,O,X,X,O,X,X,X,X
IZLOTJS,X,X,O,O,X,X,O,X,X,X,X
IZLOTSJ,X,X,X,O,X,X,O,X,X,X,X
IZLOJTS,X,X,O,O,X,X,O,X,X,X,X
IZLOJST,O,O,O,O,X,X,O,X,X,O,X
IZLOSTJ,X,O,X,O,X,X,O,X,X,O,X
IZLOSJT,O,O,X,O,X,X,O,X,X,O,X
IZJTLSO,O,X,X,O,X,X,X,X,X,X,X
IZJTLOS,O,X,O,O,X,X,X,X,X,X,X
IZJTSLO,O,X,X,O,X,X,X,O,X,X,X
IZJTSOL,O,X,O,X,X,X,X,O,X,X,X
IZJTOLS,O,X,O,O,X,X,X,X,X,X,X
IZJTOSL,O,X,O,X,X,X,X,O,X,O,X
IZJLTSO,O,X,O,O,X,X,X,X,X,X,X
IZJLTOS,O,X,O,O,X,X,X,X,X,X,X
IZJLSTO,O,X,O,O,X,O,X,O,X,X,X
IZJLSOT,O,X,O,X,X,X,X,X,X,X,X
IZJLOTS,X,X,O,O,X,X,X,X,X,X,X
IZJLOST,O,X,O,O,X,X,X,X,X,O,X
IZJSTLO,O,X,X,O,X,O,X,O,X,X,X
IZJSTOL,O,X,X,X,X,O,X,O,O,X,X
IZJSLTO,O,X,X,O,X,O,X,O,X,X,X
IZJSLOT,O,X,X,X,X,X,X,X,O,X,X
IZJSOTL,O,X,X,X,X,X,X,O,O,O,X
IZJSOLT,O,X,X,X,X,X,X,X,O,O,X
IZJOTLS,X,X,O,O,X,X,X,X,X,X,X
IZJOTSL,X,X,O,O,X,X,X,X,X,O,X
IZJOLTS,X,X,O,O,X,X,X,X,X,X,X
IZJOLST,O,X,O,O,X,X,X,X,O,O,X
IZJOSTL,O,X,X,O,X,X,X,O,O,O,X
IZJOSLT,O,X,X,O,X,X,X,X,O,O,X
IZSTLJO,O,O,X,X,O,X,O,O,X,X,O
IZSTLOJ,X,O,X,X,O,X,O,O,X,X,O
IZSTJLO,O,X,X,X,X,O,X,O,X,X,O
IZSTJOL,O,X,X,X,X,O,X,O,X,X,X
IZSTOLJ,X,O,X,X,O,X,X,O,X,X,O
IZSTOJL,O,X,X,X,X,O,X,O,X,X,X
IZSLTJO,O,O,X,X,O,X,O,O,X,X,O
IZSLTOJ,X,O,X,X,O,X,O,O,X,X,O
IZSLJTO,O,O,X,O,O,X,O,O,X,X,X
IZSLJOT,O,O,X,X,X,X,O,X,X,X,X
IZSLOTJ,X,O,X,O,X,X,O,X,X,X,X
IZSLOJT,O,O,X,O,X,X,O,X,X,X,X
IZSJTLO,O,X,X,O,X,O,X,O,X,X,O
IZSJTOL,O,X,X,X,X,O,X,O,X,X,X
IZSJLTO,O,X,X,O,X,O,X,O,X,X,X
IZSJLOT,O,X,X,X,X,X,X,X,X,X,X
IZSJOTL,O,X,X,X,X,X,X,O,X,O,X
IZSJOLT,O,X,X,X,X,X,X,X,X,O,X
IZSOTLJ,X,X,X,O,X,X,X,O,X,O,O
IZSOTJL,O,X,X,X,X,X,X,O,X,O,X
