sequence,v115@OhC8GeC8CeA8AeE8Jei/IvhFzgBfnBxiBcpBeqBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBzgBfnBxnByuBFrB,v115@OhC8GeC8CeA8AeE8JeT/IvhF0hBxiBllBXlB2uBirB,v115@OhC8GeC8CeA8AeE8Jei/IvhFFhBxiBcpBzmBmqBXqB,v115@OhC8GeC8CeA8AeE8Jem/IvhFzgBfnBxiBipBFrB0pB,v115@OhC8GeC8CeA8AeE8JeyEJvhFzgBfnB0kBxnB2uBFrB,v115@OhC8GeC8CeA8AeE8JeOEJvhF8kBFhBxiBfrBzmByuB,v115@OhC8GeC8CeA8AeE8JezAJvhFfnBxiBmkB0pBFrBipB,v115@OhC8GeC8CeA8AeE8Je/EJvhFUgBxiByqBzmB2uBFrB,v115@OhC8GeC8CeA8AeE8JeFBJvhFxiBmkBfrBzmB0pBipB,v115@OhC8GeC8CeA8AeE8JefHJvhFxiBikBUmBFqBTpBmqB
LJSIOZT,X,X,O,X,X,X,X,X,O,X,X
LJSZTIO,O,O,O,X,O,O,O,X,X,X,X
LJSZTOI,O,O,O,X,O,O,O,X,O,X,X
LJSZITO,O,O,O,X,O,O,O,X,X,X,X
LJSZIOT,O,O,O,X,X,X,O,X,O,X,X
LJSZOTI,O,O,O,X,X,X,O,X,O,X,X
LJSZOIT,O,O,O,X,X,X,O,X,O,X,X
LJSOTIZ,X,X,O,X,O,O,O,X,O,X,X
LJSOTZI,X,X,O,X,O,O,O,X,O,X,X
LJSOITZ,X,X,O,X,O,O,O,X,O,X,X
LJSOIZT,X,X,O,X,X,X,O,X,O,X,X
LJSOZTI,X,X,O,X,X,X,O,X,O,X,X
LJSOZIT,X,X,O,X,X,X,O,X,O,X,X
LJZTISO,O,O,O,O,X,X,O,X,X,X,X
LJZTIOS,O,O,O,O,X,X,O,X,X,X,X
LJZTSIO,O,O,O,O,O,O,O,X,X,X,X
LJZTSOI,O,O,O,X,O,O,O,X,X,X,X
LJZTOIS,O,O,O,O,X,X,O,X,X,X,X
LJZTOSI,O,O,O,O,O,O,O,X,X,X,X
LJZITSO,O,O,O,O,X,X,O,X,X,X,X
LJZITOS,O,O,O,O,X,X,O,X,X,X,X
LJZISTO,O,O,O,O,O,O,O,X,X,X,X
LJZISOT,O,O,O,X,X,X,O,X,X,X,X
LJZIOTS,X,X,O,O,X,X,O,X,X,X,X
LJZIOST,O,O,O,O,X,X,O,X,X,X,X
LJZSTIO,O,O,O,O,O,O,O,X,X,X,X
LJZSTOI,O,O,O,X,O,O,O,X,O,X,X
LJZSITO,O,O,O,O,O,O,O,X,X,X,X
LJZSIOT,O,O,O,X,X,X,O,X,O,X,X
LJZSOTI,O,O,O,O,X,X,O,X,O,X,X
LJZSOIT,O,O,O,O,X,X,O,X,O,X,X
LJZOTIS,O,O,O,O,X,X,O,X,X,X,X
LJZOTSI,O,O,O,O,X,X,O,X,X,X,X
LJZOITS,X,X,O,O,X,X,O,X,X,X,X
LJZOIST,O,O,O,O,X,X,O,X,O,X,X
LJZOSTI,O,O,O,O,X,X,O,X,O,X,X
LJZOSIT,O,O,O,O,X,X,O,X,O,X,X
LJOTISZ,X,X,O,X,O,O,X,X,O,X,X
LJOTIZS,X,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,O,O,X,X,O,X,X
LJOTSZI,X,X,O,X,O,O,X,X,O,X,X
LJOTZIS,X,X,O,O,X,X,X,X,X,X,X
LJOTZSI,X,X,O,O,O,O,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,O,X,X
LJOITZS,X,X,O,O,X,X,X,X,X,X,X
LJOISTZ,X,X,O,X,O,O,O,X,O,X,X
LJOISZT,X,X,O,X,X,X,O,X,O,X,X
LJOIZTS,X,X,O,O,X,X,O,X,X,X,X
LJOIZST,X,X,O,O,X,X,O,X,O,X,X
LJOSTIZ,X,X,O,X,O,O,O,X,O,X,X
LJOSTZI,X,X,O,X,O,O,O,X,O,X,X
LJOSITZ,X,X,O,X,O,O,O,X,O,X,X
LJOSIZT,X,X,O,X,X,X,O,X,O,X,X
LJOSZTI,X,X,O,X,X,X,O,X,O,X,X
LJOSZIT,X,X,O,X,X,X,O,X,O,X,X
LJOZTIS,X,X,O,O,X,X,O,X,X,X,X
LJOZTSI,X,X,O,O,X,X,O,X,X,X,X
LJOZITS,X,X,O,O,X,X,O,X,X,X,X
LJOZIST,X,X,O,O,X,X,O,X,O,X,X
LJOZSTI,X,X,O,O,X,X,O,X,O,X,X
LJOZSIT,X,X,O,O,X,X,O,X,O,X,X
LSTIJZO,O,O,O,X,O,O,O,X,X,X,X
LSTIJOZ,O,O,O,X,O,O,X,X,X,X,X
LSTIZJO,O,O,O,X,O,X,O,O,X,X,X
LSTIZOJ,X,O,X,X,O,X,O,O,X,X,X
LSTIOJZ,O,O,X,X,O,O,X,X,X,X,X
LSTIOZJ,X,O,X,X,O,X,O,O,X,X,X
LSTJIZO,O,O,O,X,O,O,O,X,X,X,X
LSTJIOZ,O,O,O,X,O,O,X,X,X,X,X
LSTJZIO,O,O,O,X,O,O,O,X,X,X,X
LSTJZOI,O,O,O,X,O,O,O,X,X,X,X
LSTJOIZ,O,O,O,X,O,O,X,X,X,X,X
LSTJOZI,O,O,O,X,O,O,X,X,X,X,X
LSTZIJO,O,O,O,X,O,X,O,O,X,X,X
LSTZIOJ,X,O,X,X,O,X,O,O,X,X,X
LSTZJIO,O,O,O,X,O,X,O,O,X,X,X
LSTZJOI,O,O,O,X,O,X,O,O,X,X,X
LSTZOIJ,X,O,X,X,O,X,O,O,X,X,X
LSTZOJI,X,O,X,X,O,X,O,O,X,X,X
LSTOIJZ,O,O,X,X,O,O,O,X,X,X,X
LSTOIZJ,X,O,X,X,O,X,O,O,X,X,X
LSTOJIZ,O,O,X,X,O,O,O,X,X,X,X
LSTOJZI,O,O,X,X,O,O,O,X,X,X,X
LSTOZIJ,X,O,X,X,O,X,O,O,X,X,X
LSTOZJI,X,O,X,X,O,X,O,O,X,X,X
LSITJZO,O,O,O,X,O,O,O,X,X,X,X
LSITJOZ,O,O,O,X,O,O,X,X,X,X,X
LSITZJO,O,O,O,X,O,X,O,O,X,X,X
LSITZOJ,X,O,X,X,O,X,O,O,X,X,X
LSITOJZ,O,O,X,X,O,O,X,X,X,X,X
LSITOZJ,X,O,X,X,O,X,O,O,X,X,X
LSIJTZO,O,O,O,X,O,O,O,X,X,X,X
LSIJTOZ,O,O,O,X,O,O,X,X,X,X,X
LSIJZTO,O,O,O,X,O,O,O,X,X,X,X
LSIJZOT,O,O,O,X,X,X,O,X,X,X,X
LSIJOTZ,X,X,O,X,O,O,X,X,X,X,X
LSIJOZT,X,X,O,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,X,O,X,O,O,X,X,O
LSIZTOJ,X,O,X,X,O,X,O,O,X,X,O
LSIZJTO,O,O,O,X,O,X,O,O,X,X,X
LSIZJOT,O,O,O,X,X,X,O,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,O,X,X,X,X
LSIZOJT,O,O,X,X,X,X,O,X,X,X,X
LSIOTJZ,X,O,X,X,O,X,O,X,X,X,X
LSIOTZJ,X,O,X,X,O,X,O,X,X,X,X
LSIOJTZ,X,X,X,X,O,X,O,X,X,X,X
LSIOJZT,X,X,X,X,X,X,O,X,X,X,X
LSIOZTJ,X,O,X,X,X,X,O,X,X,X,X
LSIOZJT,X,O,X,X,X,X,O,X,X,X,X
LSJTIZO,O,O,O,X,O,O,O,X,X,X,X
LSJTIOZ,O,O,O,X,O,O,X,X,X,X,X
LSJTZIO,O,O,O,X,O,O,O,X,X,X,X
LSJTZOI,O,O,O,X,O,O,O,X,O,X,X
LSJTOIZ,O,O,O,X,O,O,X,X,O,X,X
LSJTOZI,O,O,O,X,O,O,X,X,O,X,X
LSJITZO,O,O,O,X,O,O,O,X,X,X,X
LSJITOZ,O,O,O,X,O,O,X,X,X,X,X
LSJIZTO,O,O,O,X,O,O,O,X,X,X,X
LSJIZOT,O,O,O,X,X,X,O,X,O,X,X
LSJIOTZ,X,X,O,X,O,O,X,X,O,X,X
LSJIOZT,X,X,O,X,X,X,X,X,O,X,X
LSJZTIO,O,O,O,X,O,O,O,X,X,X,X
LSJZTOI,O,O,O,X,O,O,O,X,O,X,X
LSJZITO,O,O,O,X,O,O,O,X,X,X,X
LSJZIOT,O,O,O,X,X,X,O,X,O,X,X
LSJZOTI,O,O,O,X,X,X,O,X,O,X,X
LSJZOIT,O,O,O,X,X,X,O,X,O,X,X
LSJOTIZ,X,X,O,X,O,O,O,X,O,X,X
LSJOTZI,X,X,O,X,O,O,O,X,O,X,X
LSJOITZ,X,X,O,X,O,O,O,X,O,X,X
LSJOIZT,X,X,O,X,X,X,O,X,O,X,X
LSJOZTI,X,X,O,X,X,X,O,X,O,X,X
LSJOZIT,X,X,O,X,X,X,O,X,O,X,X
LSZTIJO,O,O,O,X,O,X,O,O,X,X,O
LSZTIOJ,X,O,X,X,O,X,O,O,X,X,O
LSZTJIO,O,O,O,X,O,X,O,O,X,X,O
LSZTJOI,O,O,O,X,O,X,O,O,X,X,O
LSZTOIJ,X,O,X,X,O,X,O,O,X,X,O
LSZTOJI,X,O,X,X,O,X,O,O,X,X,O
LSZITJO,O,O,O,X,O,X,O,O,X,X,O
LSZITOJ,X,O,X,X,O,X,O,O,X,X,O
LSZIJTO,O,O,O,X,O,X,O,O,X,X,X
LSZIJOT,O,O,O,X,X,X,O,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,O,X,X,X,X
LSZIOJT,O,O,X,X,X,X,O,X,X,X,X
LSZJTIO,O,O,O,X,O,X,O,O,X,X,X
LSZJTOI,O,O,O,X,O,X,O,O,X,X,X
LSZJITO,O,O,O,X,O,X,O,O,X,X,X
LSZJIOT,O,O,O,X,X,X,O,X,X,X,X
LSZJOTI,O,O,O,X,X,X,O,X,X,O,X
LSZJOIT,O,O,O,X,X,X,O,X,X,O,X
LSZOTIJ,X,O,X,X,X,X,O,X,X,O,X
LSZOTJI,X,O,X,X,X,X,O,X,X,O,X
LSZOITJ,X,O,X,X,X,X,O,X,X,O,X
LSZOIJT,O,O,X,X,X,X,O,X,X,O,X
LSZOJTI,O,O,X,X,X,X,O,X,X,O,X
LSZOJIT,O,O,X,X,X,X,O,X,X,O,X
LSOTIJZ,X,O,X,X,O,X,O,X,X,X,X
LSOTIZJ,X,O,X,X,O,X,O,X,X,O,X
LSOTJIZ,X,O,X,X,O,X,O,X,X,X,X
LSOTJZI,X,O,X,X,O,X,O,X,X,X,X
LSOTZIJ,X,O,X,X,O,X,O,X,X,O,X
LSOTZJI,X,O,X,X,O,X,O,X,X,O,X
LSOITJZ,X,O,X,X,O,X,O,X,X,X,X
LSOITZJ,X,O,X,X,O,X,O,X,X,O,X
LSOIJTZ,X,X,X,X,O,X,O,X,O,X,X
LSOIJZT,X,X,X,X,X,X,O,X,O,X,X
LSOIZTJ,X,O,X,X,X,X,O,X,X,O,X
LSOIZJT,X,O,X,X,X,X,O,X,X,O,X
LSOJTIZ,X,X,X,X,O,X,O,X,O,X,X
LSOJTZI,X,X,X,X,O,X,O,X,O,X,X
LSOJITZ,X,X,X,X,O,X,O,X,O,X,X
LSOJIZT,X,X,X,X,X,X,O,X,O,X,X
LSOJZTI,X,X,X,X,X,X,O,X,O,X,X
LSOJZIT,X,X,X,X,X,X,O,X,O,X,X
LSOZTIJ,X,O,X,X,X,X,O,X,X,O,X
LSOZTJI,X,O,X,X,X,X,O,X,X,O,X
LSOZITJ,X,O,X,X,X,X,O,X,X,O,X
LSOZIJT,X,O,X,X,X,X,O,X,X,O,X
LSOZJTI,X,O,X,X,X,X,O,X,X,O,X
LSOZJIT,X,O,X,X,X,X,O,X,X,O,X
LZTIJSO,O,O,O,O,X,X,O,X,X,X,X
LZTIJOS,X,O,O,O,X,X,O,X,X,X,X
LZTISJO,O,O,O,X,X,X,O,X,X,X,O
LZTISOJ,X,O,X,X,X,X,O,X,X,X,O
LZTIOJS,X,O,O,O,X,X,O,X,X,X,X
LZTIOSJ,X,O,X,O,X,X,O,X,X,X,X
LZTJISO,O,O,O,O,X,X,O,X,X,X,X
LZTJIOS,O,O,O,O,X,X,O,X,X,X,X
LZTJSIO,O,O,O,O,O,X,O,O,X,X,O
LZTJSOI,O,O,O,X,O,X,O,O,X,X,O
LZTJOIS,O,O,O,O,X,X,O,X,X,X,X
LZTJOSI,O,O,O,O,O,X,O,O,X,X,X
LZTSIJO,O,O,O,X,O,X,O,O,X,X,O
LZTSIOJ,X,O,X,X,O,X,O,O,X,X,O
LZTSJIO,O,O,O,X,O,X,O,O,X,X,O
LZTSJOI,O,O,O,X,O,X,O,O,X,X,O
LZTSOIJ,X,O,X,X,O,X,O,O,X,X,O
LZTSOJI,X,O,X,X,O,X,O,O,X,X,O
LZTOIJS,X,O,O,O,X,X,O,X,X,X,X
LZTOISJ,X,O,X,O,X,X,O,X,X,X,X
LZTOJIS,X,O,O,O,X,X,O,X,X,X,X
LZTOJSI,X,O,O,O,O,X,O,O,X,X,X
LZTOSIJ,X,O,X,O,O,X,O,O,X,X,O
LZTOSJI,X,O,X,X,O,X,O,O,X,X,O
LZITJSO,O,O,O,O,X,X,O,X,X,X,X
LZITJOS,X,O,O,O,X,X,O,X,X,X,X
LZITSJO,O,O,O,X,X,X,O,X,X,X,X
LZITSOJ,X,O,X,X,X,X,O,X,X,X,X
LZITOJS,X,O,O,O,X,X,O,X,X,X,X
LZITOSJ,X,O,X,O,X,X,O,X,X,X,X
LZIJTSO,O,O,O,O,X,X,O,X,X,X,X
LZIJTOS,O,O,O,O,X,X,O,X,X,X,X
LZIJSTO,O,O,O,O,O,X,O,O,X,X,X
LZIJSOT,O,O,O,X,X,X,O,X,X,X,X
LZIJOTS,X,X,O,O,X,X,O,X,X,X,X
LZIJOST,O,O,O,O,X,X,O,X,X,O,X
LZISTJO,O,O,O,X,O,X,O,O,X,X,X
LZISTOJ,X,O,X,X,O,X,O,O,X,X,X
LZISJTO,O,O,O,O,O,X,O,O,X,X,X
LZISJOT,O,O,O,X,X,X,O,X,X,X,X
LZISOTJ,X,O,X,O,X,X,O,X,X,X,X
LZISOJT,O,O,X,O,X,X,O,X,X,X,X
LZIOTJS,X,X,O,O,X,X,O,X,X,X,X
LZIOTSJ,X,X,X,O,X,X,O,X,X,X,X
LZIOJTS,X,X,O,O,X,X,O,X,X,X,X
LZIOJST,O,O,O,O,X,X,O,X,X,O,X
LZIOSTJ,X,O,X,O,X,X,O,X,X,O,X
LZIOSJT,O,O,X,O,X,X,O,X,X,O,X
LZJTISO,O,O,O,O,X,X,O,X,X,X,X
LZJTIOS,O,O,O,O,X,X,O,X,X,X,X
LZJTSIO,O,O,O,O,O,X,O,O,X,X,X
LZJTSOI,O,O,O,X,O,X,O,O,X,X,X
LZJTOIS,O,O,O,O,X,X,O,X,X,X,X
LZJTOSI,O,O,O,O,O,X,O,O,X,X,X
LZJITSO,O,O,O,O,X,X,O,X,X,X,X
LZJITOS,O,O,O,O,X,X,O,X,X,X,X
LZJISTO,O,O,O,O,O,X,O,O,X,X,X
LZJISOT,O,O,O,X,X,X,O,X,X,X,X
LZJIOTS,X,X,O,O,X,X,O,X,X,X,X
LZJIOST,O,O,O,O,X,X,O,X,X,O,X
LZJSTIO,O,O,O,O,O,X,O,O,X,X,X
LZJSTOI,O,O,O,X,O,X,O,O,O,X,X
LZJSITO,O,O,O,O,O,X,O,O,X,X,X
LZJSIOT,O,O,O,X,X,X,O,X,O,X,X
LZJSOTI,O,O,O,O,X,X,O,X,O,O,X
LZJSOIT,O,O,O,O,X,X,O,X,O,O,X
LZJOTIS,O,O,O,O,X,X,O,X,X,X,X
LZJOTSI,O,O,O,O,X,X,O,X,X,X,X
LZJOITS,X,X,O,O,X,X,O,X,X,X,X
LZJOIST,O,O,O,O,X,X,O,X,O,O,X
LZJOSTI,O,O,O,O,X,X,O,X,O,O,X
LZJOSIT,O,O,O,O,X,X,O,X,O,O,X
LZSTIJO,O,O,O,X,O,X,O,O,X,X,O
LZSTIOJ,X,O,X,X,O,X,O,O,X,X,O
LZSTJIO,O,O,O,X,O,X,O,O,X,X,O
LZSTJOI,O,O,O,X,O,X,O,O,X,X,O
LZSTOIJ,X,O,X,X,O,X,O,O,X,X,O
LZSTOJI,X,O,X,X,O,X,O,O,X,X,O
LZSITJO,O,O,O,X,O,X,O,O,X,X,O
LZSITOJ,X,O,X,X,O,X,O,O,X,X,O
LZSIJTO,O,O,O,O,O,X,O,O,X,X,X
LZSIJOT,O,O,O,X,X,X,O,X,X,X,X
LZSIOTJ,X,O,X,O,X,X,O,X,X,X,X
LZSIOJT,O,O,X,O,X,X,O,X,X,X,X
LZSJTIO,O,O,O,O,O,X,O,O,X,X,X
LZSJTOI,O,O,O,X,O,X,O,O,X,X,X
LZSJITO,O,O,O,O,O,X,O,O,X,X,X
LZSJIOT,O,O,O,X,X,X,O,X,X,X,X
LZSJOTI,O,O,O,O,X,X,O,X,X,O,X
LZSJOIT,O,O,O,O,X,X,O,X,X,O,X
LZSOTIJ,X,O,X,O,X,X,O,X,X,O,X
LZSOTJI,X,O,X,X,X,X,O,X,X,O,X
LZSOITJ,X,O,X,O,X,X,O,X,X,O,X
LZSOIJT,O,O,X,O,X,X,O,X,X,O,X
LZSOJTI,O,O,X,O,X,X,O,X,X,O,X
LZSOJIT,O,O,X,O,X,X,O,X,X,O,X
LZOTIJS,X,O,O,O,X,X,O,X,X,X,X
LZOTISJ,X,O,X,O,X,X,O,X,X,X,X
LZOTJIS,X,O,O,O,X,X,O,X,X,X,X
LZOTJSI,X,O,O,O,X,X,O,X,X,X,X
LZOTSIJ,X,O,X,O,X,X,O,X,X,X,X
LZOTSJI,X,O,X,X,X,X,O,X,X,X,X
LZOITJS,X,X,O,O,X,X,O,X,X,X,X
LZOITSJ,X,X,X,O,X,X,O,X,X,X,X
LZOIJTS,X,X,O,O,X,X,O,X,X,X,X
LZOIJST,O,O,O,O,X,X,O,X,O,O,X
LZOISTJ,X,O,X,O,X,X,O,X,X,O,X
LZOISJT,O,O,X,O,X,X,O,X,X,O,X
LZOJTIS,O,O,O,O,X,X,O,X,X,X,X
LZOJTSI,O,O,O,O,X,X,O,X,X,X,X
LZOJITS,X,X,O,O,X,X,O,X,X,X,X
LZOJIST,O,O,O,O,X,X,O,X,O,O,X
LZOJSTI,O,O,O,O,X,X,O,X,O,O,X
LZOJSIT,O,O,O,O,X,X,O,X,O,O,X
LZOSTIJ,X,O,X,O,X,X,O,X,X,O,X
LZOSTJI,X,O,X,X,X,X,O,X,X,O,X
LZOSITJ,X,O,X,O,X,X,O,X,X,O,X
LZOSIJT,O,O,X,O,X,X,O,X,X,O,X
LZOSJTI,O,O,X,O,X,X,O,X,X,O,X
LZOSJIT,O,O,X,O,X,X,O,X,X,O,X
LOTIJSZ,X,X,O,X,O,X,X,X,O,X,X
LOTIJZS,X,X,O,O,X,X,X,X,X,X,X
LOTISJZ,X,O,X,X,O,X,O,X,X,X,X
LOTISZJ,X,O,X,X,O,X,O,X,X,X,X
LOTIZJS,X,O,O,O,X,X,O,X,X,X,X
LOTIZSJ,X,O,X,O,X,X,O,X,X,X,X
LOTJISZ,X,X,O,X,O,X,X,X,O,X,X
LOTJIZS,X,X,O,O,X,X,X,X,X,X,X
LOTJSIZ,X,O,O,X,O,X,X,X,O,X,X
LOTJSZI,X,O,O,X,O,X,X,X,O,X,X
LOTJZIS,X,O,O,O,X,X,X,X,X,X,X
LOTJZSI,X,O,O,O,O,X,X,X,X,X,X
LOTSIJZ,X,O,X,X,O,X,O,X,X,X,X
LOTSIZJ,X,O,X,X,O,X,O,X,X,X,X
LOTSJIZ,X,O,X,X,O,X,O,X,X,X,X
LOTSJZI,X,O,X,X,O,X,O,X,X,X,X
LOTSZIJ,X,O,X,X,O,X,O,X,X,X,X
LOTSZJI,X,O,X,X,O,X,O,X,X,X,X
LOTZIJS,X,O,O,O,X,X,O,X,X,X,X
LOTZISJ,X,O,X,O,X,X,O,X,X,X,X
LOTZJIS,X,O,O,O,X,X,O,X,X,X,X
LOTZJSI,X,O,O,X,O,X,O,X,X,X,X
LOTZSIJ,X,O,X,O,O,X,O,X,X,X,X
LOTZSJI,X,O,X,X,O,X,O,X,X,X,X
LOITJSZ,X,X,O,X,X,X,X,X,O,X,X
LOITJZS,X,X,O,O,X,X,X,X,X,X,X
LOITSJZ,X,X,X,X,X,X,O,X,X,X,X
LOITSZJ,X,X,X,X,X,X,O,X,X,X,X
LOITZJS,X,X,O,O,X,X,O,X,X,X,X
LOITZSJ,X,X,X,O,X,X,O,X,X,X,X
LOIJTSZ,X,X,O,X,X,X,X,X,O,X,X
LOIJTZS,X,X,O,O,X,X,X,X,X,X,X
LOIJSTZ,X,X,O,X,O,X,O,X,O,X,X
LOIJSZT,X,X,O,X,X,X,O,X,O,X,X
LOIJZTS,X,X,O,O,X,X,O,X,X,X,X
LOIJZST,X,X,O,O,X,X,O,X,O,X,X
LOISTJZ,X,O,X,X,O,X,O,X,X,X,X
LOISTZJ,X,O,X,X,O,X,O,X,X,O,X
LOISJTZ,X,X,X,X,O,X,O,X,O,X,X
LOISJZT,X,X,X,X,X,X,O,X,O,X,X
LOISZTJ,X,O,X,X,X,X,O,X,X,O,X
LOISZJT,X,O,X,X,X,X,O,X,X,O,X
LOIZTJS,X,X,O,O,X,X,O,X,X,X,X
LOIZTSJ,X,X,X,O,X,X,O,X,X,X,X
LOIZJTS,X,X,O,O,X,X,O,X,X,X,X
LOIZJST,X,O,O,O,X,X,O,X,O,O,X
LOIZSTJ,X,O,X,O,X,X,O,X,X,O,X
LOIZSJT,X,O,X,O,X,X,O,X,X,O,X
LOJTISZ,X,X,O,X,O,X,X,X,O,X,X
LOJTIZS,X,X,O,O,X,X,X,X,X,X,X
LOJTSIZ,X,X,O,X,O,X,X,X,O,X,X
LOJTSZI,X,X,O,X,O,X,X,X,O,X,X
LOJTZIS,X,X,O,O,X,X,X,X,X,X,X
LOJTZSI,X,X,O,O,O,X,X,X,X,X,X
LOJITSZ,X,X,O,X,X,X,X,X,O,X,X
LOJITZS,X,X,O,O,X,X,X,X,X,X,X
LOJISTZ,X,X,O,X,O,X,O,X,O,X,X
LOJISZT,X,X,O,X,X,X,O,X,O,X,X
LOJIZTS,X,X,O,O,X,X,O,X,X,X,X
LOJIZST,X,X,O,O,X,X,O,X,O,X,X
LOJSTIZ,X,X,O,X,O,X,O,X,O,X,X
LOJSTZI,X,X,O,X,O,X,O,X,O,X,X
LOJSITZ,X,X,O,X,O,X,O,X,O,X,X
LOJSIZT,X,X,O,X,X,X,O,X,O,X,X
LOJSZTI,X,X,O,X,X,X,O,X,O,X,X
LOJSZIT,X,X,O,X,X,X,O,X,O,X,X
LOJZTIS,X,X,O,O,X,X,O,X,X,X,X
LOJZTSI,X,X,O,O,X,X,O,X,X,X,X
LOJZITS,X,X,O,O,X,X,O,X,X,X,X
LOJZIST,X,X,O,O,X,X,O,X,O,X,X
LOJZSTI,X,X,O,O,X,X,O,X,O,X,X
LOJZSIT,X,X,O,O,X,X,O,X,O,X,X
LOSTIJZ,X,O,X,X,O,X,O,X,X,X,X
LOSTIZJ,X,O,X,X,O,X,O,X,X,O,X
LOSTJIZ,X,O,X,X,O,X,O,X,X,X,X
LOSTJZI,X,O,X,X,O,X,O,X,X,X,X
LOSTZIJ,X,O,X,X,O,X,O,X,X,O,X
LOSTZJI,X,O,X,X,O,X,O,X,X,O,X
LOSITJZ,X,O,X,X,O,X,O,X,X,X,X
LOSITZJ,X,O,X,X,O,X,O,X,X,O,X
LOSIJTZ,X,X,X,X,O,X,O,X,O,X,X
LOSIJZT,X,X,X,X,X,X,O,X,O,X,X
LOSIZTJ,X,O,X,X,X,X,O,X,X,O,X
LOSIZJT,X,O,X,X,X,X,O,X,X,O,X
LOSJTIZ,X,X,X,X,O,X,O,X,O,X,X
LOSJTZI,X,X,X,X,O,X,O,X,O,X,X
LOSJITZ,X,X,X,X,O,X,O,X,O,X,X
LOSJIZT,X,X,X,X,X,X,O,X,O,X,X
LOSJZTI,X,X,X,X,X,X,O,X,O,X,X
LOSJZIT,X,X,X,X,X,X,O,X,O,X,X
LOSZTIJ,X,O,X,X,X,X,O,X,X,O,X
LOSZTJI,X,O,X,X,X,X,O,X,X,O,X
LOSZITJ,X,O,X,X,X,X,O,X,X,O,X
LOSZIJT,X,O,X,X,X,X,O,X,X,O,X
LOSZJTI,X,O,X,X,X,X,O,X,X,O,X
LOSZJIT,X,O,X,X,X,X,O,X,X,O,X
LOZTIJS,X,O,O,O,X,X,O,X,X,X,X
LOZTISJ,X,O,X,O,X,X,O,X,X,X,X
LOZTJIS,X,O,O,O,X,X,O,X,X,X,X
LOZTJSI,X,O,O,O,X,X,O,X,X,X,X
LOZTSIJ,X,O,X,O,X,X,O,X,X,X,X
LOZTSJI,X,O,X,X,X,X,O,X,X,X,X
LOZITJS,X,X,O,O,X,X,O,X,X,X,X
LOZITSJ,X,X,X,O,X,X,O,X,X,X,X
LOZIJTS,X,X,O,O,X,X,O,X,X,X,X
LOZIJST,X,O,O,O,X,X,O,X,O,O,X
LOZISTJ,X,O,X,O,X,X,O,X,X,O,X
LOZISJT,X,O,X,O,X,X,O,X,X,O,X
LOZJTIS,X,O,O,O,X,X,O,X,X,X,X
LOZJTSI,X,O,O,O,X,X,O,X,X,X,X
LOZJITS,X,X,O,O,X,X,O,X,X,X,X
LOZJIST,X,O,O,O,X,X,O,X,O,O,X
LOZJSTI,X,O,O,O,X,X,O,X,O,O,X
LOZJSIT,X,O,O,O,X,X,O,X,O,O,X
LOZSTIJ,X,O,X,O,X,X,O,X,X,O,X
LOZSTJI,X,O,X,X,X,X,O,X,X,O,X
LOZSITJ,X,O,X,O,X,X,O,X,X,O,X
LOZSIJT,X,O,X,O,X,X,O,X,X,O,X
LOZSJTI,X,O,X,O,X,X,O,X,X,O,X
LOZSJIT,X,O,X,O,X,X,O,X,X,O,X
JTILSZO,X,X,O,X,X,O,X,X,X,X,X
JTILSOZ,X,X,O,X,X,O,X,X,X,X,X
JTILZSO,X,X,O,O,X,X,X,X,X,X,X
JTILZOS,X,X,O,O,X,X,X,X,X,X,X
JTILOSZ,X,X,O,X,X,O,X,X,X,X,X
JTILOZS,X,X,O,X,X,X,X,X,X,X,X
JTISLZO,O,X,X,X,X,O,X,X,X,X,X
JTISLOZ,O,X,X,X,X,O,X,X,X,X,X
JTISZLO,O,X,X,O,X,O,X,X,X,X,X
JTISZOL,O,X,O,X,X,O,X,X,O,X,X
JTISOLZ,O,X,X,X,X,O,X,X,O,X,X
JTISOZL,O,X,O,X,X,O,X,X,O,X,X
JTIZLSO,O,X,X,O,X,X,X,X,X,X,X
JTIZLOS,O,X,O,O,X,X,X,X,X,X,X
JTIZSLO,O,X,X,O,X,X,X,X,X,X,X
JTIZSOL,O,X,O,X,X,X,X,X,X,X,X
JTIZOLS,O,X,O,O,X,X,X,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X,X,X,X,X
JTIOLSZ,X,X,O,X,X,O,X,X,O,X,X
JTIOLZS,X,X,O,X,X,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,O,X,X,O,X,X
JTIOSZL,O,X,O,X,X,O,X,X,O,X,X
JTIOZLS,O,X,O,O,X,X,X,X,X,X,X
JTIOZSL,O,X,O,X,X,X,X,X,X,X,X
JTLISZO,X,X,O,X,O,O,X,X,X,X,X
JTLISOZ,X,X,O,X,O,O,X,X,X,X,X
JTLIZSO,X,X,O,O,X,X,X,X,X,X,X
JTLIZOS,X,X,O,O,X,X,X,X,X,X,X
