sequence,v115@NhA8HeF8DeE8Je0/IvhFRiBSoB/pBFmBTqBmqB,v115@NhA8HeF8DeE8JeUBJvhFRiBSoB/pBFlBzqBmpB,v115@NhA8HeF8DeE8JeT/IvhFRiBSoB/qBFmB0pBmqB,v115@NhA8HeF8DeE8JeT/IvhFlgBRiBSoB/qBOrB0pB,v115@NhA8HeF8DeE8Jem/IvhFUhBRiBSoBTkBfrBVvB,v115@NhA8HeF8DeE8JeRCJvhFSoBTkB/qBFmB0pBmqB,v115@NhA8HeF8DeE8Jex/IvhFGiBTjB/pBUlBFmByvB,v115@NhA8HeF8DeE8JeOEJvhF8kBRiBSoBFmBXqBzqB
ZLOSTIJ,O,O,O,O,X,O,X,X
ZLOSTJI,O,O,O,O,X,O,X,X
ZLOSITJ,O,O,O,O,X,O,X,X
ZLOSIJT,O,O,O,O,X,X,X,X
ZLOSJTI,O,O,O,O,X,X,X,X
ZLOSJIT,O,O,O,O,X,X,X,X
ZJTILSO,X,X,X,O,X,X,X,X
ZJTILOS,X,X,X,O,X,X,X,X
ZJTISLO,X,X,X,O,X,X,X,X
ZJTISOL,X,X,X,O,X,X,X,X
ZJTIOLS,X,X,X,O,X,X,X,X
ZJTIOSL,X,X,X,O,X,X,X,X
ZJTLISO,X,X,X,O,X,X,X,X
ZJTLIOS,X,X,X,O,X,X,X,X
ZJTLSIO,X,X,X,O,X,X,X,X
ZJTLSOI,X,X,X,O,X,X,X,X
ZJTLOIS,X,X,X,O,X,X,X,X
ZJTLOSI,X,X,X,O,X,X,X,X
ZJTSILO,X,X,X,O,X,X,O,X
ZJTSIOL,X,X,X,O,X,X,O,X
ZJTSLIO,X,X,X,O,X,X,O,X
ZJTSLOI,X,X,X,O,X,X,O,X
ZJTSOIL,X,X,X,O,X,X,O,X
ZJTSOLI,X,X,X,O,X,X,O,X
ZJTOILS,X,X,X,O,X,X,X,X
ZJTOISL,X,X,X,O,X,X,X,X
ZJTOLIS,X,X,X,O,X,X,X,X
ZJTOLSI,X,X,X,O,X,X,X,X
ZJTOSIL,X,X,X,O,X,X,O,X
ZJTOSLI,X,X,X,O,X,X,O,X
ZJITLSO,X,X,X,O,X,X,X,X
ZJITLOS,X,X,X,O,X,X,X,X
ZJITSLO,X,X,X,O,X,X,X,X
ZJITSOL,X,X,X,O,X,X,X,X
ZJITOLS,X,X,X,O,X,X,X,X
ZJITOSL,X,X,X,O,X,X,X,X
ZJILTSO,X,X,X,O,X,X,X,X
ZJILTOS,X,X,X,O,X,X,X,X
ZJILSTO,X,X,O,O,X,X,X,X
ZJILSOT,X,X,O,O,X,X,X,X
ZJILOTS,X,X,X,O,X,X,X,X
ZJILOST,X,O,O,O,X,X,X,X
ZJISTLO,X,X,O,O,X,X,X,X
ZJISTOL,X,X,O,O,X,X,X,X
ZJISLTO,X,X,O,O,X,X,X,X
ZJISLOT,X,X,O,O,X,X,X,X
ZJISOTL,X,X,O,O,X,X,X,X
ZJISOLT,X,X,O,O,X,X,X,X
ZJIOTLS,X,X,X,O,X,X,X,X
ZJIOTSL,X,X,X,O,X,X,X,X
ZJIOLTS,X,X,X,O,X,X,X,X
ZJIOLST,X,O,O,O,X,X,X,X
ZJIOSTL,X,O,O,O,X,X,X,X
ZJIOSLT,X,O,O,O,X,X,X,X
ZJLTISO,X,X,X,O,X,X,X,X
ZJLTIOS,X,X,X,O,X,X,X,X
ZJLTSIO,X,X,X,O,X,X,X,X
ZJLTSOI,X,X,X,O,X,X,X,X
ZJLTOIS,X,X,X,O,X,X,X,X
ZJLTOSI,X,X,X,O,X,X,X,X
ZJLITSO,X,X,X,O,X,X,X,X
ZJLITOS,X,X,X,O,X,X,X,X
ZJLISTO,X,X,O,O,X,X,X,X
ZJLISOT,X,X,O,O,X,X,X,X
ZJLIOTS,X,X,X,O,X,X,X,X
ZJLIOST,X,O,O,O,X,X,X,X
ZJLSTIO,X,X,O,O,X,X,X,X
ZJLSTOI,X,X,O,O,X,X,X,X
ZJLSITO,X,X,O,O,X,X,X,X
ZJLSIOT,X,X,O,O,X,X,X,X
ZJLSOTI,X,X,O,O,X,X,X,X
ZJLSOIT,X,X,O,O,X,X,X,X
ZJLOTIS,X,X,X,O,X,X,X,X
ZJLOTSI,X,X,X,O,X,X,X,X
ZJLOITS,X,X,X,O,X,X,X,X
ZJLOIST,X,O,O,O,X,X,X,X
ZJLOSTI,X,O,O,O,X,X,X,X
ZJLOSIT,X,O,O,O,X,X,X,X
ZJSTILO,X,X,O,O,X,X,O,X
ZJSTIOL,X,X,O,O,X,X,O,X
ZJSTLIO,X,X,O,O,X,X,O,X
ZJSTLOI,X,X,O,O,X,X,O,X
ZJSTOIL,X,X,O,O,X,X,O,X
ZJSTOLI,X,X,O,O,X,X,O,X
ZJSITLO,X,X,O,O,X,X,O,X
ZJSITOL,X,X,O,O,X,X,O,X
ZJSILTO,X,X,O,O,X,X,X,X
ZJSILOT,X,X,O,O,X,X,X,X
ZJSIOTL,X,X,O,O,X,X,O,X
ZJSIOLT,X,X,O,O,X,X,X,X
ZJSLTIO,X,X,O,O,X,X,O,X
ZJSLTOI,X,X,O,O,X,X,O,X
ZJSLITO,X,X,O,O,X,X,X,X
ZJSLIOT,X,X,O,O,X,X,X,X
ZJSLOTI,X,X,O,O,X,X,O,X
ZJSLOIT,X,X,O,O,X,X,X,X
ZJSOTIL,X,X,O,O,X,X,O,X
ZJSOTLI,X,X,O,O,X,X,O,X
ZJSOITL,X,X,O,O,X,X,O,X
ZJSOILT,X,X,O,O,X,X,X,X
ZJSOLTI,X,X,O,O,X,X,O,X
ZJSOLIT,X,X,O,O,X,X,X,X
ZJOTILS,X,X,X,O,X,X,X,X
ZJOTISL,X,X,X,O,X,X,X,X
ZJOTLIS,X,X,X,O,X,X,X,X
ZJOTLSI,X,X,X,O,X,X,X,X
ZJOTSIL,X,X,X,O,X,X,O,X
ZJOTSLI,X,X,X,O,X,X,O,X
ZJOITLS,X,X,X,O,X,X,X,X
ZJOITSL,X,X,X,O,X,X,X,X
ZJOILTS,X,X,X,O,X,X,X,X
ZJOILST,X,O,O,O,X,X,X,X
ZJOISTL,X,O,O,O,X,X,X,X
ZJOISLT,X,O,O,O,X,X,X,X
ZJOLTIS,X,X,X,O,X,X,X,X
ZJOLTSI,X,X,X,O,X,X,X,X
ZJOLITS,X,X,X,O,X,X,X,X
ZJOLIST,X,O,O,O,X,X,X,X
ZJOLSTI,X,O,O,O,X,X,X,X
ZJOLSIT,X,O,O,O,X,X,X,X
ZJOSTIL,X,O,O,O,X,X,O,X
ZJOSTLI,X,O,O,O,X,X,O,X
ZJOSITL,X,O,O,O,X,X,O,X
ZJOSILT,X,O,O,O,X,X,X,X
ZJOSLTI,X,O,O,O,X,X,O,X
ZJOSLIT,X,O,O,O,X,X,X,X
ZSTILJO,O,X,O,O,X,X,O,O
ZSTILOJ,O,X,O,O,X,O,O,O
ZSTIJLO,O,X,O,O,X,X,O,O
ZSTIJOL,X,X,O,O,X,X,O,O
ZSTIOLJ,O,X,O,O,X,O,O,O
ZSTIOJL,O,X,O,O,X,X,O,O
ZSTLIJO,O,X,O,O,X,X,O,O
ZSTLIOJ,O,X,O,O,X,O,O,O
ZSTLJIO,O,X,O,O,X,X,O,O
ZSTLJOI,O,X,O,O,X,X,O,O
ZSTLOIJ,O,X,O,O,X,O,O,O
ZSTLOJI,O,X,O,O,X,O,O,O
ZSTJILO,O,X,O,O,X,X,O,O
ZSTJIOL,X,X,O,O,X,X,O,O
ZSTJLIO,O,X,O,O,X,X,O,O
ZSTJLOI,O,X,O,O,X,X,O,O
ZSTJOIL,X,X,O,O,X,X,O,O
ZSTJOLI,X,X,O,O,X,X,O,O
ZSTOILJ,O,X,O,O,X,O,O,O
ZSTOIJL,O,X,O,O,X,X,O,O
ZSTOLIJ,O,X,O,O,X,O,O,O
ZSTOLJI,O,X,O,O,X,O,O,O
ZSTOJIL,O,X,O,O,X,X,O,O
ZSTOJLI,O,X,O,O,X,X,O,O
ZSITLJO,O,X,O,O,X,X,O,O
ZSITLOJ,O,X,O,O,X,O,O,O
ZSITJLO,O,X,O,O,X,X,O,O
ZSITJOL,X,X,O,O,X,X,O,O
ZSITOLJ,O,X,O,O,X,O,O,O
ZSITOJL,O,X,O,O,X,X,O,O
ZSILTJO,O,X,O,O,X,X,O,O
ZSILTOJ,O,X,O,O,X,O,O,O
ZSILJTO,O,X,O,O,X,X,X,O
ZSILJOT,O,X,O,O,X,X,X,O
ZSILOTJ,O,O,O,O,X,O,O,O
ZSILOJT,O,O,O,O,X,X,X,O
ZSIJTLO,O,X,O,O,X,X,O,O
ZSIJTOL,X,X,O,O,X,X,O,O
ZSIJLTO,O,X,O,O,X,X,X,O
ZSIJLOT,O,X,O,O,X,X,X,O
ZSIJOTL,O,X,O,O,X,X,O,O
ZSIJOLT,O,X,O,O,X,X,X,O
ZSIOTLJ,O,O,O,O,X,O,O,O
ZSIOTJL,O,O,O,O,X,X,O,O
ZSIOLTJ,O,O,O,O,X,O,O,O
ZSIOLJT,O,O,O,O,X,X,X,O
ZSIOJTL,O,O,O,O,X,X,O,O
ZSIOJLT,O,O,O,O,X,X,X,O
ZSLTIJO,O,X,O,O,X,X,O,O
ZSLTIOJ,O,X,O,O,X,O,O,O
ZSLTJIO,O,X,O,O,X,X,O,O
ZSLTJOI,O,X,O,O,X,X,O,O
ZSLTOIJ,O,X,O,O,X,O,O,O
ZSLTOJI,O,X,O,O,X,O,O,O
ZSLITJO,O,X,O,O,X,X,O,O
ZSLITOJ,O,X,O,O,X,O,O,O
ZSLIJTO,O,X,O,O,X,X,X,O
ZSLIJOT,O,X,O,O,X,X,X,O
ZSLIOTJ,O,O,O,O,X,O,O,O
ZSLIOJT,O,O,O,O,X,X,X,O
ZSLJTIO,O,X,O,O,X,X,O,O
ZSLJTOI,O,X,O,O,X,X,O,O
ZSLJITO,O,X,O,O,X,X,X,O
ZSLJIOT,O,X,O,O,X,X,X,O
ZSLJOTI,O,X,O,O,X,X,O,O
ZSLJOIT,O,X,O,O,X,X,X,O
ZSLOTIJ,O,O,O,O,X,O,O,O
ZSLOTJI,O,O,O,O,X,O,O,O
ZSLOITJ,O,O,O,O,X,O,O,O
ZSLOIJT,O,O,O,O,X,X,X,O
ZSLOJTI,O,O,O,O,X,X,O,O
ZSLOJIT,O,O,O,O,X,X,X,O
ZSJTILO,O,X,O,O,X,X,O,O
ZSJTIOL,X,X,O,O,X,X,O,O
ZSJTLIO,O,X,O,O,X,X,O,O
ZSJTLOI,O,X,O,O,X,X,O,O
ZSJTOIL,X,X,O,O,X,X,O,O
ZSJTOLI,X,X,O,O,X,X,O,O
ZSJITLO,O,X,O,O,X,X,O,O
ZSJITOL,X,X,O,O,X,X,O,O
ZSJILTO,O,X,O,O,X,X,X,O
ZSJILOT,O,X,O,O,X,X,X,O
ZSJIOTL,O,X,O,O,X,X,O,O
ZSJIOLT,O,X,O,O,X,X,X,O
ZSJLTIO,O,X,O,O,X,X,O,O
ZSJLTOI,O,X,O,O,X,X,O,O
ZSJLITO,O,X,O,O,X,X,X,O
ZSJLIOT,O,X,O,O,X,X,X,O
ZSJLOTI,O,X,O,O,X,X,O,O
ZSJLOIT,O,X,O,O,X,X,X,O
ZSJOTIL,O,X,O,O,X,X,O,O
ZSJOTLI,O,X,O,O,X,X,O,O
ZSJOITL,O,X,O,O,X,X,O,O
ZSJOILT,O,X,O,O,X,X,X,O
ZSJOLTI,O,X,O,O,X,X,O,O
ZSJOLIT,O,X,O,O,X,X,X,O
ZSOTILJ,O,O,O,O,X,O,O,O
ZSOTIJL,O,O,O,O,X,X,O,O
ZSOTLIJ,O,O,O,O,X,O,O,O
ZSOTLJI,O,O,O,O,X,O,O,O
ZSOTJIL,O,O,O,O,X,X,O,O
ZSOTJLI,O,O,O,O,X,X,O,O
ZSOITLJ,O,O,O,O,X,O,O,O
ZSOITJL,O,O,O,O,X,X,O,O
ZSOILTJ,O,O,O,O,X,O,O,O
ZSOILJT,O,O,O,O,X,X,X,O
ZSOIJTL,O,O,O,O,X,X,O,O
ZSOIJLT,O,O,O,O,X,X,X,O
ZSOLTIJ,O,O,O,O,X,O,O,O
ZSOLTJI,O,O,O,O,X,O,O,O
ZSOLITJ,O,O,O,O,X,O,O,O
ZSOLIJT,O,O,O,O,X,X,X,O
ZSOLJTI,O,O,O,O,X,X,O,O
ZSOLJIT,O,O,O,O,X,X,X,O
ZSOJTIL,O,O,O,O,X,X,O,O
ZSOJTLI,O,O,O,O,X,X,O,O
ZSOJITL,O,O,O,O,X,X,O,O
ZSOJILT,O,O,O,O,X,X,X,O
ZSOJLTI,O,O,O,O,X,X,O,O
ZSOJLIT,O,O,O,O,X,X,X,O
ZOTILJS,X,X,X,O,O,X,X,X
ZOTILSJ,O,O,O,O,O,X,X,X
ZOTIJLS,X,X,X,O,O,X,X,X
ZOTIJSL,X,X,X,O,O,X,X,X
ZOTISLJ,O,O,O,O,O,X,X,X
ZOTISJL,O,O,O,O,O,X,X,X
ZOTLIJS,X,X,X,O,O,X,X,X
ZOTLISJ,O,O,O,O,O,X,X,X
ZOTLJIS,X,X,X,O,O,X,X,X
ZOTLJSI,X,X,X,O,O,X,X,X
ZOTLSIJ,O,O,O,O,O,X,X,X
ZOTLSJI,O,O,O,O,O,X,X,X
ZOTJILS,X,X,X,O,O,X,X,X
ZOTJISL,X,X,X,O,O,X,X,X
ZOTJLIS,X,X,X,O,O,X,X,X
ZOTJLSI,X,X,X,O,O,X,X,X
ZOTJSIL,X,X,X,O,O,X,O,X
ZOTJSLI,X,X,X,O,O,X,O,X
ZOTSILJ,O,O,O,O,O,X,O,X
ZOTSIJL,O,O,O,O,O,X,O,X
ZOTSLIJ,O,O,O,O,O,X,O,X
ZOTSLJI,O,O,O,O,O,X,O,X
ZOTSJIL,O,O,O,O,O,X,O,X
ZOTSJLI,O,O,O,O,O,X,O,X
ZOITLJS,X,X,X,O,O,X,X,X
ZOITLSJ,O,O,O,O,O,X,X,X
ZOITJLS,X,X,X,O,O,X,X,X
ZOITJSL,X,X,X,O,O,X,X,X
ZOITSLJ,O,O,O,O,O,X,X,X
ZOITSJL,O,O,O,O,O,X,X,X
ZOILTJS,X,X,X,O,O,X,X,X
ZOILTSJ,O,O,O,O,O,X,X,X
ZOILJTS,X,X,X,O,O,X,X,X
ZOILJST,X,O,O,O,X,X,X,X
ZOILSTJ,O,O,O,O,X,O,X,X
ZOILSJT,O,O,O,O,X,X,X,X
ZOIJTLS,X,X,X,O,O,X,X,X
ZOIJTSL,X,X,X,O,O,X,X,X
ZOIJLTS,X,X,X,O,O,X,X,X
ZOIJLST,X,O,O,O,X,X,X,X
ZOIJSTL,X,O,O,O,X,X,X,X
ZOIJSLT,X,O,O,O,X,X,X,X
ZOISTLJ,O,O,O,O,X,O,X,X
ZOISTJL,O,O,O,O,X,X,X,X
ZOISLTJ,O,O,O,O,X,O,X,X
ZOISLJT,O,O,O,O,X,X,X,X
ZOISJTL,O,O,O,O,X,X,X,X
ZOISJLT,O,O,O,O,X,X,X,X
ZOLTIJS,X,X,X,O,O,X,X,X
ZOLTISJ,O,O,O,O,O,X,X,X
ZOLTJIS,X,X,X,O,O,X,X,X
ZOLTJSI,X,X,X,O,O,X,X,X
ZOLTSIJ,O,O,O,O,O,X,X,X
ZOLTSJI,O,O,O,O,O,X,X,X
ZOLITJS,X,X,X,O,O,X,X,X
ZOLITSJ,O,O,O,O,O,X,X,X
ZOLIJTS,X,X,X,O,O,X,X,X
ZOLIJST,X,O,O,O,X,X,X,X
ZOLISTJ,O,O,O,O,X,O,X,X
ZOLISJT,O,O,O,O,X,X,X,X
ZOLJTIS,X,X,X,O,O,X,X,X
ZOLJTSI,X,X,X,O,O,X,X,X
ZOLJITS,X,X,X,O,O,X,X,X
ZOLJIST,X,O,O,O,X,X,X,X
ZOLJSTI,X,O,O,O,X,X,X,X
ZOLJSIT,X,O,O,O,X,X,X,X
ZOLSTIJ,O,O,O,O,X,O,X,X
ZOLSTJI,O,O,O,O,X,O,X,X
ZOLSITJ,O,O,O,O,X,O,X,X
ZOLSIJT,O,O,O,O,X,X,X,X
ZOLSJTI,O,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,O,X,X,X,X
ZOJTILS,X,X,X,O,O,X,X,X
ZOJTISL,X,X,X,O,O,X,X,X
ZOJTLIS,X,X,X,O,O,X,X,X
ZOJTLSI,X,X,X,O,O,X,X,X
ZOJTSIL,X,X,X,O,O,X,O,X
ZOJTSLI,X,X,X,O,O,X,O,X
ZOJITLS,X,X,X,O,O,X,X,X
ZOJITSL,X,X,X,O,O,X,X,X
ZOJILTS,X,X,X,O,O,X,X,X
ZOJILST,X,O,O,O,X,X,X,X
ZOJISTL,X,O,O,O,X,X,X,X
ZOJISLT,X,O,O,O,X,X,X,X
ZOJLTIS,X,X,X,O,O,X,X,X
ZOJLTSI,X,X,X,O,O,X,X,X
ZOJLITS,X,X,X,O,O,X,X,X
ZOJLIST,X,O,O,O,X,X,X,X
ZOJLSTI,X,O,O,O,X,X,X,X
ZOJLSIT,X,O,O,O,X,X,X,X
ZOJSTIL,X,O,O,O,X,X,O,X
ZOJSTLI,X,O,O,O,X,X,O,X
ZOJSITL,X,O,O,O,X,X,O,X
ZOJSILT,X,O,O,O,X,X,X,X
ZOJSLTI,X,O,O,O,X,X,O,X
ZOJSLIT,X,O,O,O,X,X,X,X
ZOSTILJ,O,O,O,O,X,O,O,X
ZOSTIJL,O,O,O,O,X,X,O,X
ZOSTLIJ,O,O,O,O,X,O,O,X
ZOSTLJI,O,O,O,O,X,O,O,X
ZOSTJIL,O,O,O,O,X,X,O,X
ZOSTJLI,O,O,O,O,X,X,O,X
ZOSITLJ,O,O,O,O,X,O,O,X
ZOSITJL,O,O,O,O,X,X,O,X
ZOSILTJ,O,O,O,O,X,O,O,X
ZOSILJT,O,O,O,O,X,X,X,X
ZOSIJTL,O,O,O,O,X,X,O,X
ZOSIJLT,O,O,O,O,X,X,X,X
ZOSLTIJ,O,O,O,O,X,O,O,X
ZOSLTJI,O,O,O,O,X,O,O,X
ZOSLITJ,O,O,O,O,X,O,O,X
ZOSLIJT,O,O,O,O,X,X,X,X
ZOSLJTI,O,O,O,O,X,X,O,X
ZOSLJIT,O,O,O,O,X,X,X,X
ZOSJTIL,O,O,O,O,X,X,O,X
ZOSJTLI,O,O,O,O,X,X,O,X
ZOSJITL,O,O,O,O,X,X,O,X
ZOSJILT,O,O,O,O,X,X,X,X
ZOSJLTI,O,O,O,O,X,X,O,X
ZOSJLIT,O,O,O,O,X,X,X,X
OTILJSZ,O,X,X,X,O,X,X,X
OTILJZS,X,X,X,X,O,X,X,X
OTILSJZ,O,O,X,X,O,O,X,X
OTILSZJ,O,O,O,X,O,O,X,O
OTILZJS,X,X,X,X,O,X,X,X
OTILZSJ,O,O,X,X,O,X,X,X
OTIJLSZ,O,X,X,X,O,X,X,X
OTIJLZS,X,X,X,X,O,X,X,X
OTIJSLZ,O,X,X,X,O,X,X,X
OTIJSZL,O,X,X,X,O,X,O,X
OTIJZLS,X,X,X,X,O,X,X,X
OTIJZSL,X,X,X,X,O,X,X,X
OTISLJZ,O,O,X,X,O,O,X,X
OTISLZJ,O,O,O,X,O,O,X,O
OTISJLZ,O,O,X,X,O,O,X,X
OTISJZL,O,O,X,X,O,X,O,X
OTISZLJ,O,O,O,X,O,O,O,O
OTISZJL,O,O,O,X,O,X,O,O
OTIZLJS,X,X,X,X,O,X,X,X
OTIZLSJ,O,O,X,X,O,X,X,X
OTIZJLS,X,X,X,X,O,X,X,X
OTIZJSL,X,X,X,X,O,X,X,X
OTIZSLJ,O,O,X,X,O,X,X,X
OTIZSJL,O,O,X,X,O,X,X,X
OTLIJSZ,O,X,X,X,O,X,X,X
OTLIJZS,X,X,X,X,O,X,X,X
OTLISJZ,O,O,X,X,O,O,X,X
OTLISZJ,O,O,O,X,O,O,X,O
OTLIZJS,X,X,X,X,O,X,X,X
OTLIZSJ,O,O,X,X,O,X,X,X
OTLJISZ,O,X,X,X,O,X,X,X
OTLJIZS,X,X,X,X,O,X,X,X
OTLJSIZ,O,X,X,X,O,X,X,X
OTLJSZI,O,X,X,X,O,X,O,X
OTLJZIS,X,X,X,X,O,X,X,X
OTLJZSI,X,X,X,X,O,X,X,X
OTLSIJZ,O,O,X,X,O,O,X,X
OTLSIZJ,O,O,O,X,O,O,X,O
OTLSJIZ,O,O,X,X,O,O,X,X
OTLSJZI,O,O,X,X,O,O,O,X
OTLSZIJ,O,O,O,X,O,O,O,O
OTLSZJI,O,O,O,X,O,O,O,O
OTLZIJS,X,X,X,X,O,X,X,X
OTLZISJ,O,O,X,X,O,X,X,X
OTLZJIS,X,X,X,X,O,X,X,X
OTLZJSI,X,X,X,X,O,X,X,X
OTLZSIJ,O,O,X,X,O,X,X,X
OTLZSJI,O,O,X,X,O,X,X,X
OTJILSZ,O,X,X,X,O,X,X,X
OTJILZS,X,X,X,X,O,X,X,X
OTJISLZ,O,X,X,X,O,X,X,X
OTJISZL,O,X,X,X,O,X,O,X
OTJIZLS,X,X,X,X,O,X,X,X
OTJIZSL,X,X,X,X,O,X,X,X
OTJLISZ,O,X,X,X,O,X,X,X
OTJLIZS,X,X,X,X,O,X,X,X
OTJLSIZ,O,X,X,X,O,X,X,X
OTJLSZI,O,X,X,X,O,X,O,X
OTJLZIS,X,X,X,X,O,X,X,X
OTJLZSI,X,X,X,X,O,X,X,X
OTJSILZ,O,X,X,X,O,X,X,X
OTJSIZL,O,X,X,X,O,X,O,X
OTJSLIZ,O,X,X,X,O,X,X,X
OTJSLZI,O,X,X,X,O,X,O,X
OTJSZIL,O,X,X,X,O,X,O,X
OTJSZLI,O,X,X,X,O,X,O,X
OTJZILS,X,X,X,X,O,X,X,X
OTJZISL,X,X,X,X,O,X,X,X
OTJZLIS,X,X,X,X,O,X,X,X
OTJZLSI,X,X,X,X,O,X,X,X
OTJZSIL,X,X,X,X,O,X,O,X
OTJZSLI,X,X,X,X,O,X,O,X
OTSILJZ,O,O,X,X,O,O,X,X
OTSILZJ,O,O,O,X,O,O,X,O
OTSIJLZ,O,O,X,X,O,O,X,X
OTSIJZL,O,O,X,X,O,X,O,X
OTSIZLJ,O,O,O,X,O,O,O,O
OTSIZJL,O,O,O,X,O,X,O,O
OTSLIJZ,O,O,X,X,O,O,X,X
OTSLIZJ,O,O,O,X,O,O,X,O
OTSLJIZ,O,O,X,X,O,O,X,X
OTSLJZI,O,O,X,X,O,O,O,X
OTSLZIJ,O,O,O,X,O,O,O,O
OTSLZJI,O,O,O,X,O,O,O,O
OTSJILZ,O,O,X,X,O,O,X,X
OTSJIZL,O,O,X,X,O,X,O,X
OTSJLIZ,O,O,X,X,O,O,X,X
OTSJLZI,O,O,X,X,O,O,O,X
OTSJZIL,O,O,X,X,O,X,O,X
OTSJZLI,O,O,X,X,O,X,O,X
OTSZILJ,O,O,O,X,O,O,O,O
OTSZIJL,O,O,O,X,O,X,O,O
OTSZLIJ,O,O,O,X,O,O,O,O
OTSZLJI,O,O,O,X,O,O,O,O
OTSZJIL,O,O,O,X,O,X,O,O
OTSZJLI,O,O,O,X,O,X,O,O
OTZILJS,X,X,X,X,O,X,X,X
OTZILSJ,O,O,X,X,O,X,X,X
OTZIJLS,X,X,X,X,O,X,X,X
OTZIJSL,X,X,X,X,O,X,X,X
OTZISLJ,O,O,X,X,O,X,X,X
OTZISJL,O,O,X,X,O,X,X,X
OTZLIJS,X,X,X,X,O,X,X,X
OTZLISJ,O,O,X,X,O,X,X,X
OTZLJIS,X,X,X,X,O,X,X,X
OTZLJSI,X,X,X,X,O,X,X,X
OTZLSIJ,O,O,X,X,O,X,X,X
OTZLSJI,O,O,X,X,O,X,X,X
OTZJILS,X,X,X,X,O,X,X,X
OTZJISL,X,X,X,X,O,X,X,X
OTZJLIS,X,X,X,X,O,X,X,X
OTZJLSI,X,X,X,X,O,X,X,X
OTZJSIL,X,X,X,X,O,X,O,X
OTZJSLI,X,X,X,X,O,X,O,X
OTZSILJ,O,O,X,X,O,X,O,X
OTZSIJL,O,O,X,X,O,X,O,X
OTZSLIJ,O,O,X,X,O,X,O,X
OTZSLJI,O,O,X,X,O,X,O,X
OTZSJIL,O,O,X,X,O,X,O,X
OTZSJLI,O,O,X,X,O,X,O,X
OITLJSZ,O,X,X,X,O,X,X,X
OITLJZS,X,X,X,X,O,X,X,X
OITLSJZ,O,O,X,X,O,O,X,X
OITLSZJ,O,O,O,X,O,O,X,O
OITLZJS,X,X,X,X,O,X,X,X
OITLZSJ,O,O,X,X,O,X,X,X
OITJLSZ,O,X,X,X,O,X,X,X
OITJLZS,X,X,X,X,O,X,X,X
OITJSLZ,O,X,X,X,O,X,X,X
OITJSZL,O,X,X,X,O,X,O,X
OITJZLS,X,X,X,X,O,X,X,X
OITJZSL,X,X,X,X,O,X,X,X
OITSLJZ,O,O,X,X,O,O,X,X
OITSLZJ,O,O,O,X,O,O,X,O
OITSJLZ,O,O,X,X,O,O,X,X
OITSJZL,O,O,X,X,O,X,O,X
OITSZLJ,O,O,O,X,O,O,O,O
OITSZJL,O,O,O,X,O,X,O,O
OITZLJS,X,X,X,X,O,X,X,X
OITZLSJ,O,O,X,X,O,X,X,X
OITZJLS,X,X,X,X,O,X,X,X
OITZJSL,X,X,X,X,O,X,X,X
OITZSLJ,O,O,X,X,O,X,X,X
OITZSJL,O,O,X,X,O,X,X,X
OILTJSZ,O,X,X,X,O,X,X,X
OILTJZS,X,X,X,X,O,X,X,X
OILTSJZ,O,O,X,X,O,O,X,X
OILTSZJ,O,O,O,X,O,O,X,O
OILTZJS,X,X,X,X,O,X,X,X
OILTZSJ,O,O,X,X,O,X,X,X
OILJTSZ,O,X,X,O,O,X,X,X
OILJTZS,X,X,X,X,O,X,X,X
OILJSTZ,O,O,X,O,O,O,X,X
OILJSZT,O,O,X,O,X,X,X,X
OILJZTS,X,X,X,O,O,X,X,X
OILJZST,X,O,X,O,X,X,X,X
OILSTJZ,O,O,X,X,O,O,X,X
OILSTZJ,O,O,O,O,O,O,X,O
OILSJTZ,O,O,X,X,O,O,X,X
OILSJZT,O,O,X,X,X,X,X,X
OILSZTJ,O,O,O,O,X,O,X,O
OILSZJT,O,O,O,O,X,X,X,O
OILZTJS,X,X,X,O,O,X,X,X
OILZTSJ,O,O,O,O,O,X,X,X
OILZJTS,X,X,X,O,O,X,X,X
OILZJST,X,O,O,O,X,X,X,X
OILZSTJ,O,O,O,O,X,O,X,X
OILZSJT,O,O,O,O,X,X,X,X
OIJTLSZ,O,X,X,O,O,X,X,X
OIJTLZS,X,X,X,X,O,X,X,X
OIJTSLZ,O,X,X,O,O,X,X,X
OIJTSZL,O,X,X,O,O,X,O,X
OIJTZLS,X,X,X,X,O,X,X,X
OIJTZSL,X,X,X,X,O,X,X,X
OIJLTSZ,O,X,X,O,O,X,X,X
OIJLTZS,X,X,X,X,O,X,X,X
OIJLSTZ,O,O,X,O,O,O,X,X
OIJLSZT,O,O,X,O,X,X,X,X
OIJLZTS,X,X,X,O,O,X,X,X
OIJLZST,X,O,X,O,X,X,X,X
OIJSTLZ,O,O,X,O,O,O,X,X
OIJSTZL,O,O,X,O,O,X,O,X
OIJSLTZ,O,O,X,O,O,O,X,X
OIJSLZT,O,O,X,O,X,X,X,X
OIJSZTL,O,O,X,O,X,X,O,X
OIJSZLT,O,O,X,O,X,X,X,X
OIJZTLS,X,X,X,O,O,X,X,X
OIJZTSL,X,X,X,O,O,X,X,X
OIJZLTS,X,X,X,O,O,X,X,X
OIJZLST,X,O,X,O,X,X,X,X
OIJZSTL,X,O,X,O,X,X,X,X
OIJZSLT,X,O,X,O,X,X,X,X
