sequence,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgB6nBTjBtqB3rBmrB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgBXiBTjBtqBSsB2wB,v115@HhA8IeC8EeE8DeC8Je0/IvhF6lBNmBTjBXnBGnBRwB,v115@HhA8IeC8EeE8DeC8Jex/IvhFihB9nBTjBfsBUrBGqB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxhBTjBdrBWsB6qBXsB,v115@HhA8IeC8EeE8DeC8Je0/IvhFxgB+nBTjBqqB/rBdsB,v115@HhA8IeC8EeE8DeC8Je0/IvhFGjBRmB3nB6qBNrBzrB
SIZTOLJ,O,X,O,O,X,X,X
SIZTOJL,O,X,O,O,X,X,X
SIZLTJO,O,X,O,O,X,X,X
SIZLTOJ,O,X,O,O,X,X,X
SIZLJTO,X,X,O,O,X,X,O
SIZLJOT,O,X,O,X,X,X,O
SIZLOTJ,O,X,O,O,X,X,X
SIZLOJT,O,X,O,X,X,X,X
SIZJTLO,X,X,O,O,X,X,O
SIZJTOL,X,X,O,O,X,X,O
SIZJLTO,X,X,O,O,X,X,O
SIZJLOT,O,X,O,X,X,X,O
SIZJOTL,X,X,O,O,X,X,O
SIZJOLT,O,X,O,X,X,X,O
SIZOTLJ,O,X,O,O,X,X,X
SIZOTJL,O,X,O,O,X,X,X
SIZOLTJ,O,X,O,O,X,X,X
SIZOLJT,O,X,O,X,X,X,X
SIZOJTL,X,X,O,O,X,X,O
SIZOJLT,O,X,O,X,X,X,O
SIOTLJZ,O,X,O,X,X,X,X
SIOTLZJ,O,X,O,X,X,X,X
SIOTJLZ,O,X,O,X,X,X,X
SIOTJZL,O,X,O,X,X,X,X
SIOTZLJ,O,X,O,O,X,X,X
SIOTZJL,O,X,O,O,X,X,X
SIOLTJZ,O,X,O,X,X,X,X
SIOLTZJ,O,X,O,X,X,X,X
SIOLJTZ,X,X,O,X,X,O,X
SIOLJZT,X,X,O,X,X,O,X
SIOLZTJ,O,X,O,X,X,X,X
SIOLZJT,O,X,O,X,X,O,X
SIOJTLZ,X,X,O,X,X,X,X
SIOJTZL,X,X,O,X,X,X,X
SIOJLTZ,X,X,O,X,X,O,X
SIOJLZT,X,X,O,X,X,O,X
SIOJZTL,X,X,O,X,X,X,O
SIOJZLT,X,X,O,X,X,X,O
SIOZTLJ,O,X,O,O,X,X,X
SIOZTJL,O,X,O,O,X,X,X
SIOZLTJ,O,X,O,O,X,X,X
SIOZLJT,O,X,O,X,X,X,X
SIOZJTL,X,X,O,O,X,X,O
SIOZJLT,O,X,O,X,X,X,O
SLTIJZO,O,O,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X
SLTIZJO,O,O,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X
SLTJIZO,O,O,X,X,X,O,X
SLTJIOZ,O,O,X,X,X,O,X
SLTJZIO,O,O,X,X,X,O,X
SLTJZOI,O,O,X,X,X,O,X
SLTJOIZ,O,O,X,X,X,O,X
SLTJOZI,O,O,X,X,X,O,X
SLTZIJO,O,O,X,O,X,X,X
SLTZIOJ,O,O,X,O,X,X,X
SLTZJIO,O,O,X,O,X,O,X
SLTZJOI,O,O,X,O,X,O,X
SLTZOIJ,O,O,X,O,X,X,X
SLTZOJI,O,O,X,O,X,O,X
SLTOIJZ,O,O,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,O,X
SLTOJZI,O,O,X,X,X,O,X
SLTOZIJ,O,O,X,O,X,X,X
SLTOZJI,O,O,X,O,X,O,X
SLITJZO,O,O,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X
SLITZJO,O,O,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X
SLIJTZO,X,X,X,X,X,O,X
SLIJTOZ,X,X,X,X,X,O,X
SLIJZTO,X,X,X,X,X,O,O
SLIJZOT,X,O,X,X,X,O,O
SLIJOTZ,X,X,X,X,X,O,X
SLIJOZT,X,O,X,X,X,O,X
SLIZTJO,O,O,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X
SLIZJTO,X,X,X,X,X,O,O
SLIZJOT,O,O,X,X,X,O,O
SLIZOTJ,O,O,X,X,X,X,X
SLIZOJT,O,O,X,X,X,O,X
SLIOTJZ,O,O,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,O,X
SLIOJZT,X,O,X,X,X,O,X
SLIOZTJ,O,O,X,X,X,X,X
SLIOZJT,O,O,X,X,X,O,X
SLJTIZO,O,O,X,X,X,O,X
SLJTIOZ,O,O,X,X,X,O,X
SLJTZIO,O,O,X,X,X,O,X
SLJTZOI,O,O,X,X,X,O,X
SLJTOIZ,O,O,X,X,X,O,X
SLJTOZI,O,O,X,X,X,O,X
SLJITZO,X,X,X,X,X,O,X
SLJITOZ,X,X,X,X,X,O,X
SLJIZTO,X,X,X,X,X,O,O
SLJIZOT,X,O,X,X,X,O,O
SLJIOTZ,X,X,X,X,X,O,X
SLJIOZT,X,O,X,X,X,O,X
SLJZTIO,O,O,X,X,X,O,X
SLJZTOI,O,O,X,X,X,O,X
SLJZITO,X,X,X,X,X,O,O
SLJZIOT,O,O,X,X,X,O,O
SLJZOTI,O,O,X,X,X,O,X
SLJZOIT,O,O,X,X,X,O,X
SLJOTIZ,O,O,X,X,X,O,X
SLJOTZI,O,O,X,X,X,O,X
SLJOITZ,X,X,X,X,X,O,X
SLJOIZT,X,O,X,X,X,O,X
SLJOZTI,O,O,X,X,X,O,X
SLJOZIT,O,O,X,X,X,O,X
SLZTIJO,O,O,X,O,X,X,X
SLZTIOJ,O,O,X,O,X,X,X
SLZTJIO,O,O,X,O,X,O,X
SLZTJOI,O,O,X,O,X,O,X
SLZTOIJ,O,O,X,O,X,X,X
SLZTOJI,O,O,X,O,X,O,X
SLZITJO,O,O,X,O,X,X,X
SLZITOJ,O,O,X,O,X,X,X
SLZIJTO,X,X,X,O,X,O,O
SLZIJOT,O,O,X,X,X,O,O
SLZIOTJ,O,O,X,O,X,X,X
SLZIOJT,O,O,X,X,X,O,X
SLZJTIO,O,O,X,O,X,O,X
SLZJTOI,O,O,X,O,X,O,X
SLZJITO,X,X,X,O,X,O,O
SLZJIOT,O,O,X,X,X,O,O
SLZJOTI,O,O,X,X,X,O,X
SLZJOIT,O,O,X,X,X,O,X
SLZOTIJ,O,O,X,O,X,X,X
SLZOTJI,O,O,X,O,X,O,X
SLZOITJ,O,O,X,O,X,X,X
SLZOIJT,O,O,X,X,X,O,X
SLZOJTI,O,O,X,X,X,O,X
SLZOJIT,O,O,X,X,X,O,X
SLOTIJZ,O,O,X,X,X,X,X
SLOTIZJ,O,O,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,O,X
SLOTJZI,O,O,X,X,X,O,X
SLOTZIJ,O,O,X,O,X,X,X
SLOTZJI,O,O,X,O,X,O,X
SLOITJZ,O,O,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,X
SLOIJTZ,X,X,X,X,X,O,X
SLOIJZT,X,O,X,X,X,O,X
SLOIZTJ,O,O,X,X,X,X,X
SLOIZJT,O,O,X,X,X,O,X
SLOJTIZ,O,O,X,X,X,O,X
SLOJTZI,O,O,X,X,X,O,X
SLOJITZ,X,X,X,X,X,O,X
SLOJIZT,X,O,X,X,X,O,X
SLOJZTI,O,O,X,X,X,O,X
SLOJZIT,O,O,X,X,X,O,X
SLOZTIJ,O,O,X,O,X,X,X
SLOZTJI,O,O,X,O,X,O,X
SLOZITJ,O,O,X,O,X,X,X
SLOZIJT,O,O,X,X,X,O,X
SLOZJTI,O,O,X,X,X,O,X
SLOZJIT,O,O,X,X,X,O,X
SJTILZO,O,X,X,X,O,X,X
SJTILOZ,O,X,X,X,O,X,X
SJTIZLO,O,X,X,X,O,X,O
SJTIZOL,O,X,X,X,O,X,O
SJTIOLZ,O,X,X,X,O,X,X
SJTIOZL,O,X,X,X,O,X,X
SJTLIZO,O,X,X,X,O,O,X
SJTLIOZ,O,X,X,X,O,O,X
SJTLZIO,O,X,X,X,O,O,X
SJTLZOI,O,X,X,X,O,O,X
SJTLOIZ,O,X,X,X,O,O,X
SJTLOZI,O,X,X,X,O,O,X
SJTZILO,O,X,X,O,O,X,O
SJTZIOL,O,X,X,O,O,X,O
SJTZLIO,O,X,X,O,O,X,X
SJTZLOI,O,X,X,O,O,X,X
SJTZOIL,O,X,X,O,O,X,X
SJTZOLI,O,X,X,O,O,X,X
SJTOILZ,O,X,X,X,O,X,X
SJTOIZL,O,X,X,X,O,X,X
SJTOLIZ,O,X,X,X,O,O,X
SJTOLZI,O,X,X,X,O,O,X
SJTOZIL,O,X,X,O,O,X,X
SJTOZLI,O,X,X,O,O,X,X
SJITLZO,X,X,X,X,O,X,X
SJITLOZ,X,X,X,X,O,X,X
SJITZLO,X,X,X,X,O,X,O
SJITZOL,X,X,X,X,O,X,O
SJITOLZ,X,X,X,X,O,X,X
SJITOZL,X,X,X,X,O,X,X
SJILTZO,X,X,X,X,X,O,X
SJILTOZ,X,X,X,X,X,O,X
SJILZTO,X,X,X,X,X,O,O
SJILZOT,X,X,X,X,X,O,O
SJILOTZ,X,X,X,X,X,O,X
SJILOZT,X,X,X,X,X,O,X
SJIZTLO,X,X,X,X,X,X,O
SJIZTOL,X,X,X,X,X,X,O
SJIZLTO,X,X,X,X,X,X,O
SJIZLOT,X,X,X,X,X,X,O
SJIZOTL,X,X,X,X,X,X,O
SJIZOLT,X,X,X,X,X,X,O
SJIOTLZ,X,X,X,X,O,X,X
SJIOTZL,X,X,X,X,O,X,X
SJIOLTZ,X,X,X,X,X,O,X
SJIOLZT,X,X,X,X,X,O,X
SJIOZTL,X,X,X,X,X,X,O
SJIOZLT,X,X,X,X,X,X,O
SJLTIZO,O,X,X,X,X,O,X
SJLTIOZ,O,X,X,X,X,O,X
SJLTZIO,O,X,X,X,X,O,X
SJLTZOI,O,X,X,X,X,O,X
SJLTOIZ,O,X,X,X,X,O,X
SJLTOZI,O,X,X,X,X,O,X
SJLITZO,X,X,X,X,X,O,X
SJLITOZ,X,X,X,X,X,O,X
SJLIZTO,X,X,X,X,X,O,O
SJLIZOT,X,X,X,X,X,O,O
SJLIOTZ,X,X,X,X,X,O,X
SJLIOZT,X,X,X,X,X,O,X
SJLZTIO,O,X,X,X,X,O,X
SJLZTOI,O,X,X,X,X,O,X
SJLZITO,X,X,X,X,X,O,O
SJLZIOT,O,X,X,X,X,O,O
SJLZOTI,O,X,X,X,X,O,X
SJLZOIT,O,X,X,X,X,O,X
SJLOTIZ,O,X,X,X,X,O,X
SJLOTZI,O,X,X,X,X,O,X
SJLOITZ,X,X,X,X,X,O,X
SJLOIZT,X,X,X,X,X,O,X
SJLOZTI,O,X,X,X,X,O,X
SJLOZIT,O,X,X,X,X,O,X
SJZTILO,O,X,X,O,O,X,O
SJZTIOL,O,X,X,O,O,X,O
SJZTLIO,O,X,X,O,O,X,X
SJZTLOI,O,X,X,O,O,X,X
SJZTOIL,O,X,X,O,O,X,X
SJZTOLI,O,X,X,O,O,X,X
SJZITLO,X,X,X,O,X,X,O
SJZITOL,X,X,X,O,X,X,O
SJZILTO,X,X,X,O,X,X,O
SJZILOT,O,X,X,X,X,X,O
SJZIOTL,X,X,X,O,X,X,O
SJZIOLT,O,X,X,X,X,X,O
SJZLTIO,O,X,X,O,X,O,X
SJZLTOI,O,X,X,O,X,O,X
SJZLITO,X,X,X,O,X,O,O
SJZLIOT,O,X,X,X,X,O,O
SJZLOTI,O,X,X,X,X,O,X
SJZLOIT,O,X,X,X,X,O,X
SJZOTIL,O,X,X,O,O,X,X
SJZOTLI,O,X,X,O,O,X,X
SJZOITL,X,X,X,O,X,X,O
SJZOILT,O,X,X,X,X,X,O
SJZOLTI,O,X,X,X,X,O,X
SJZOLIT,O,X,X,X,X,O,X
SJOTILZ,O,X,X,X,O,X,X
SJOTIZL,O,X,X,X,O,X,X
SJOTLIZ,O,X,X,X,O,O,X
SJOTLZI,O,X,X,X,O,O,X
SJOTZIL,O,X,X,O,O,X,X
SJOTZLI,O,X,X,O,O,X,X
SJOITLZ,X,X,X,X,O,X,X
SJOITZL,X,X,X,X,O,X,X
SJOILTZ,X,X,X,X,X,O,X
SJOILZT,X,X,X,X,X,O,X
SJOIZTL,X,X,X,X,X,X,O
SJOIZLT,X,X,X,X,X,X,O
SJOLTIZ,O,X,X,X,X,O,X
SJOLTZI,O,X,X,X,X,O,X
SJOLITZ,X,X,X,X,X,O,X
SJOLIZT,X,X,X,X,X,O,X
SJOLZTI,O,X,X,X,X,O,X
SJOLZIT,O,X,X,X,X,O,X
SJOZTIL,O,X,X,O,O,X,X
SJOZTLI,O,X,X,O,O,X,X
SJOZITL,X,X,X,O,X,X,O
SJOZILT,O,X,X,X,X,X,O
SJOZLTI,O,X,X,X,X,O,X
SJOZLIT,O,X,X,X,X,O,X
SZTILJO,O,O,X,O,X,X,X
SZTILOJ,O,O,X,O,X,X,X
SZTIJLO,O,X,X,O,X,X,O
SZTIJOL,O,X,X,O,X,X,O
SZTIOLJ,O,O,X,O,X,X,X
SZTIOJL,O,X,X,O,X,X,X
SZTLIJO,O,O,X,O,X,X,X
SZTLIOJ,O,O,X,O,X,X,X
SZTLJIO,O,O,X,O,X,X,X
SZTLJOI,O,O,X,O,X,X,X
SZTLOIJ,O,O,X,O,X,X,X
SZTLOJI,O,O,X,O,X,X,X
SZTJILO,O,X,X,O,O,X,O
SZTJIOL,O,X,X,O,O,X,O
SZTJLIO,O,X,X,O,O,X,X
SZTJLOI,O,X,X,O,O,X,X
SZTJOIL,O,X,X,O,O,X,X
SZTJOLI,O,X,X,O,O,X,X
SZTOILJ,O,O,X,O,X,X,X
SZTOIJL,O,X,X,O,X,X,X
SZTOLIJ,O,O,X,O,X,X,X
SZTOLJI,O,O,X,O,X,X,X
SZTOJIL,O,X,X,O,O,X,X
SZTOJLI,O,X,X,O,O,X,X
SZITLJO,O,O,O,O,X,X,X
SZITLOJ,O,O,O,O,X,X,X
SZITJLO,O,X,O,O,X,X,O
SZITJOL,O,X,O,O,X,X,O
SZITOLJ,O,O,O,O,X,X,X
SZITOJL,O,X,O,O,X,X,X
SZILTJO,O,X,O,O,X,X,X
SZILTOJ,O,O,O,O,X,X,X
SZILJTO,X,X,O,O,X,X,O
SZILJOT,O,O,O,X,X,X,O
SZILOTJ,O,O,O,O,X,X,X
SZILOJT,O,O,O,X,X,X,X
SZIJTLO,X,X,O,O,X,X,O
SZIJTOL,X,X,O,O,X,X,O
SZIJLTO,X,X,O,O,X,X,O
SZIJLOT,O,X,O,X,X,X,O
SZIJOTL,X,X,O,O,X,X,O
SZIJOLT,O,X,O,X,X,X,O
SZIOTLJ,O,O,O,O,X,X,X
SZIOTJL,O,X,O,O,X,X,X
SZIOLTJ,O,O,O,O,X,X,X
SZIOLJT,O,O,O,X,X,X,X
SZIOJTL,X,X,O,O,X,X,O
SZIOJLT,O,X,O,X,X,X,O
SZLTIJO,O,O,X,O,X,X,X
SZLTIOJ,O,O,X,O,X,X,X
SZLTJIO,O,O,X,O,X,O,X
SZLTJOI,O,O,X,O,X,O,X
SZLTOIJ,O,O,X,O,X,X,X
SZLTOJI,O,O,X,O,X,O,X
SZLITJO,O,O,X,O,X,X,X
SZLITOJ,O,O,X,O,X,X,X
SZLIJTO,X,X,X,O,X,O,O
SZLIJOT,O,O,X,X,X,O,O
SZLIOTJ,O,O,X,O,X,X,X
SZLIOJT,O,O,X,X,X,O,X
SZLJTIO,O,O,X,O,X,O,X
SZLJTOI,O,O,X,O,X,O,X
SZLJITO,X,X,X,O,X,O,O
SZLJIOT,O,O,X,X,X,O,O
SZLJOTI,O,O,X,X,X,O,X
SZLJOIT,O,O,X,X,X,O,X
SZLOTIJ,O,O,X,O,X,X,X
SZLOTJI,O,O,X,O,X,O,X
SZLOITJ,O,O,O,O,X,X,X
SZLOIJT,O,O,O,X,X,O,X
SZLOJTI,O,O,X,X,X,O,X
SZLOJIT,O,O,X,X,X,O,X
SZJTILO,O,X,X,O,O,X,O
SZJTIOL,O,X,X,O,O,X,O
SZJTLIO,O,X,X,O,O,X,X
SZJTLOI,O,X,X,O,O,X,X
SZJTOIL,O,X,X,O,O,X,X
SZJTOLI,O,X,X,O,O,X,X
SZJITLO,X,X,X,O,X,X,O
SZJITOL,X,X,X,O,X,X,O
SZJILTO,X,X,X,O,X,X,O
SZJILOT,O,X,X,X,X,X,O
SZJIOTL,X,X,X,O,X,X,O
SZJIOLT,O,X,X,X,X,X,O
SZJLTIO,O,X,X,O,X,O,X
SZJLTOI,O,X,X,O,X,O,X
SZJLITO,X,X,X,O,X,O,O
SZJLIOT,O,X,X,X,X,O,O
SZJLOTI,O,X,X,X,X,O,X
SZJLOIT,O,X,X,X,X,O,X
SZJOTIL,O,X,X,O,O,X,X
SZJOTLI,O,X,X,O,O,X,X
SZJOITL,X,X,X,O,X,X,O
SZJOILT,O,X,X,X,X,X,O
SZJOLTI,O,X,X,X,X,O,X
SZJOLIT,O,X,X,X,X,O,X
SZOTILJ,O,O,X,O,X,X,X
SZOTIJL,O,X,X,O,X,X,X
SZOTLIJ,O,O,X,O,X,X,X
SZOTLJI,O,O,X,O,X,X,X
SZOTJIL,O,X,X,O,O,X,X
SZOTJLI,O,X,X,O,O,X,X
SZOITLJ,O,O,O,O,X,X,X
SZOITJL,O,X,O,O,X,X,X
SZOILTJ,O,O,O,O,X,X,X
SZOILJT,O,O,O,X,X,X,X
SZOIJTL,X,X,O,O,X,X,O
SZOIJLT,O,X,O,X,X,X,O
SZOLTIJ,O,O,X,O,X,X,X
SZOLTJI,O,O,X,O,X,O,X
SZOLITJ,O,O,O,O,X,X,X
SZOLIJT,O,O,O,X,X,O,X
SZOLJTI,O,O,X,X,X,O,X
SZOLJIT,O,O,X,X,X,O,X
SZOJTIL,O,X,X,O,O,X,X
SZOJTLI,O,X,X,O,O,X,X
SZOJITL,X,X,X,O,X,X,O
SZOJILT,O,X,X,X,X,X,O
SZOJLTI,O,X,X,X,X,O,X
SZOJLIT,O,X,X,X,X,O,X
SOTILJZ,O,O,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X
SOTIJLZ,O,X,X,X,X,X,X
SOTIJZL,O,X,X,X,X,X,X
SOTIZLJ,O,O,X,O,X,X,X
SOTIZJL,O,X,X,O,X,X,X
SOTLIJZ,O,O,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,X
SOTLJIZ,O,O,X,X,X,O,X
SOTLJZI,O,O,X,X,X,O,X
SOTLZIJ,O,O,X,O,X,X,X
SOTLZJI,O,O,X,O,X,O,X
SOTJILZ,O,X,X,X,O,X,X
SOTJIZL,O,X,X,X,O,X,X
SOTJLIZ,O,X,X,X,O,O,X
SOTJLZI,O,X,X,X,O,O,X
SOTJZIL,O,X,X,O,O,X,X
SOTJZLI,O,X,X,O,O,X,X
SOTZILJ,O,O,X,O,X,X,X
SOTZIJL,O,X,X,O,X,X,X
SOTZLIJ,O,O,X,O,X,X,X
SOTZLJI,O,O,X,O,X,X,X
SOTZJIL,O,X,X,O,O,X,X
SOTZJLI,O,X,X,O,O,X,X
SOITLJZ,O,X,O,X,X,X,X
SOITLZJ,O,X,O,X,X,X,X
SOITJLZ,O,X,O,X,X,X,X
SOITJZL,O,X,O,X,X,X,X
SOITZLJ,O,X,O,O,X,X,X
SOITZJL,O,X,O,O,X,X,X
SOILTJZ,O,X,O,X,X,X,X
SOILTZJ,O,X,O,X,X,X,X
SOILJTZ,X,X,O,X,X,O,X
SOILJZT,X,X,O,X,X,O,X
SOILZTJ,O,X,O,X,X,X,X
SOILZJT,O,X,O,X,X,O,X
SOIJTLZ,X,X,O,X,X,X,X
SOIJTZL,X,X,O,X,X,X,X
SOIJLTZ,X,X,O,X,X,O,X
SOIJLZT,X,X,O,X,X,O,X
SOIJZTL,X,X,O,X,X,X,O
SOIJZLT,X,X,O,X,X,X,O
SOIZTLJ,O,X,O,O,X,X,X
SOIZTJL,O,X,O,O,X,X,X
SOIZLTJ,O,X,O,O,X,X,X
SOIZLJT,O,X,O,X,X,X,X
SOIZJTL,X,X,O,O,X,X,O
SOIZJLT,O,X,O,X,X,X,O
SOLTIJZ,O,O,X,X,X,X,X
SOLTIZJ,O,O,X,X,X,X,X
SOLTJIZ,O,O,X,X,X,O,X
SOLTJZI,O,O,X,X,X,O,X
SOLTZIJ,O,O,X,O,X,X,X
SOLTZJI,O,O,X,O,X,O,X
SOLITJZ,O,O,X,X,X,X,X
SOLITZJ,O,O,X,X,X,X,X
SOLIJTZ,X,X,X,X,X,O,X
SOLIJZT,X,O,X,X,X,O,X
SOLIZTJ,O,O,X,X,X,X,X
SOLIZJT,O,O,X,X,X,O,X
SOLJTIZ,O,O,X,X,X,O,X
SOLJTZI,O,O,X,X,X,O,X
SOLJITZ,X,X,X,X,X,O,X
SOLJIZT,X,O,X,X,X,O,X
SOLJZTI,O,O,X,X,X,O,X
SOLJZIT,O,O,X,X,X,O,X
SOLZTIJ,O,O,X,O,X,X,X
SOLZTJI,O,O,X,O,X,O,X
SOLZITJ,O,O,X,O,X,X,X
SOLZIJT,O,O,X,X,X,O,X
SOLZJTI,O,O,X,X,X,O,X
SOLZJIT,O,O,X,X,X,O,X
SOJTILZ,O,X,X,X,O,X,X
SOJTIZL,O,X,X,X,O,X,X
SOJTLIZ,O,X,X,X,O,O,X
SOJTLZI,O,X,X,X,O,O,X
SOJTZIL,O,X,X,O,O,X,X
SOJTZLI,O,X,X,O,O,X,X
SOJITLZ,X,X,X,X,O,X,X
SOJITZL,X,X,X,X,O,X,X
SOJILTZ,X,X,X,X,X,O,X
SOJILZT,X,X,X,X,X,O,X
SOJIZTL,X,X,X,X,X,X,O
SOJIZLT,X,X,X,X,X,X,O
SOJLTIZ,O,X,X,X,X,O,X
SOJLTZI,O,X,X,X,X,O,X
SOJLITZ,X,X,X,X,X,O,X
SOJLIZT,X,X,X,X,X,O,X
SOJLZTI,O,X,X,X,X,O,X
SOJLZIT,O,X,X,X,X,O,X
SOJZTIL,O,X,X,O,O,X,X
SOJZTLI,O,X,X,O,O,X,X
SOJZITL,X,X,X,O,X,X,O
SOJZILT,O,X,X,X,X,X,O
SOJZLTI,O,X,X,X,X,O,X
SOJZLIT,O,X,X,X,X,O,X
SOZTILJ,O,O,X,O,X,X,X
SOZTIJL,O,X,X,O,X,X,X
SOZTLIJ,O,O,X,O,X,X,X
SOZTLJI,O,O,X,O,X,X,X
SOZTJIL,O,X,X,O,O,X,X
SOZTJLI,O,X,X,O,O,X,X
SOZITLJ,O,O,O,O,X,X,X
SOZITJL,O,X,O,O,X,X,X
SOZILTJ,O,O,O,O,X,X,X
SOZILJT,O,O,O,X,X,X,X
SOZIJTL,X,X,O,O,X,X,O
SOZIJLT,O,X,O,X,X,X,O
SOZLTIJ,O,O,X,O,X,X,X
SOZLTJI,O,O,X,O,X,O,X
SOZLITJ,O,O,O,O,X,X,X
SOZLIJT,O,O,O,X,X,O,X
SOZLJTI,O,O,X,X,X,O,X
SOZLJIT,O,O,X,X,X,O,X
SOZJTIL,O,X,X,O,O,X,X
SOZJTLI,O,X,X,O,O,X,X
SOZJITL,X,X,X,O,X,X,O
SOZJILT,O,X,X,X,X,X,O
SOZJLTI,O,X,X,X,X,O,X
SOZJLIT,O,X,X,X,X,O,X
ZTILJSO,X,O,O,X,X,X,X
ZTILJOS,O,O,O,X,X,X,X
ZTILSJO,O,O,O,O,X,X,X
ZTILSOJ,O,O,O,O,X,X,X
ZTILOJS,O,O,O,X,X,X,X
ZTILOSJ,O,O,O,O,X,X,X
ZTIJLSO,X,O,O,X,O,X,X
ZTIJLOS,O,O,O,X,O,X,X
ZTIJSLO,O,X,O,O,O,X,X
ZTIJSOL,O,X,O,O,O,X,X
ZTIJOLS,O,O,O,X,O,X,X
ZTIJOSL,O,X,O,O,O,X,X
ZTISLJO,O,O,O,O,X,X,X
ZTISLOJ,O,O,O,O,X,X,X
ZTISJLO,O,X,O,O,X,X,X
ZTISJOL,O,X,O,O,X,X,X
ZTISOLJ,O,O,O,O,X,X,X
ZTISOJL,O,X,O,O,X,X,X
ZTIOLJS,O,O,O,X,X,X,X
ZTIOLSJ,O,O,O,O,X,X,X
ZTIOJLS,O,O,O,X,O,X,X
ZTIOJSL,O,X,O,O,O,X,X
ZTIOSLJ,O,O,O,O,X,X,X
ZTIOSJL,O,X,O,O,X,X,X
ZTLIJSO,X,O,X,X,X,X,X
ZTLIJOS,O,O,X,X,X,X,X
ZTLISJO,O,O,X,O,X,X,X
ZTLISOJ,O,O,X,O,X,X,X
ZTLIOJS,O,O,X,X,X,X,X
ZTLIOSJ,O,O,X,O,X,X,X
ZTLJISO,X,O,X,X,O,X,X
ZTLJIOS,O,O,X,X,O,X,X
ZTLJSIO,O,O,X,X,O,O,X
ZTLJSOI,O,O,X,X,O,O,X
ZTLJOIS,O,O,X,X,O,X,X
ZTLJOSI,O,O,X,X,O,O,X
ZTLSIJO,O,O,X,O,X,X,X
ZTLSIOJ,O,O,X,O,X,X,X
ZTLSJIO,O,O,X,O,X,O,X
ZTLSJOI,O,O,X,O,X,O,X
ZTLSOIJ,O,O,X,O,X,X,X
ZTLSOJI,O,O,X,O,X,O,X
ZTLOIJS,O,O,O,X,X,X,X
ZTLOISJ,O,O,O,O,X,X,X
ZTLOJIS,O,O,X,X,O,X,X
ZTLOJSI,O,O,X,X,O,O,X
ZTLOSIJ,O,O,X,O,X,X,X
ZTLOSJI,O,O,X,O,X,O,X
ZTJILSO,X,O,X,X,O,X,X
ZTJILOS,O,O,X,X,O,X,X
ZTJISLO,O,X,X,O,O,X,X
ZTJISOL,O,X,X,O,O,X,X
ZTJIOLS,O,O,X,X,O,X,X
ZTJIOSL,O,X,X,O,O,X,X
ZTJLISO,X,O,X,X,O,X,X
ZTJLIOS,O,O,X,X,O,X,X
ZTJLSIO,O,O,X,X,O,O,X
ZTJLSOI,O,O,X,X,O,O,X
ZTJLOIS,O,O,X,X,O,X,X
ZTJLOSI,O,O,X,X,O,O,X
ZTJSILO,O,X,X,O,O,X,O
ZTJSIOL,O,X,X,O,O,X,O
ZTJSLIO,O,X,X,O,O,X,X
ZTJSLOI,O,X,X,O,O,X,X
ZTJSOIL,O,X,X,O,O,X,X
ZTJSOLI,O,X,X,O,O,X,X
ZTJOILS,O,O,X,X,O,X,X
ZTJOISL,O,X,X,O,O,X,X
ZTJOLIS,O,O,X,X,O,X,X
ZTJOLSI,O,O,X,X,O,O,X
ZTJOSIL,O,X,X,O,O,X,X
ZTJOSLI,O,X,X,O,O,X,X
ZTSILJO,O,O,X,O,X,X,X
ZTSILOJ,O,O,X,O,X,X,X
ZTSIJLO,O,X,X,O,X,X,O
ZTSIJOL,O,X,X,O,X,X,O
ZTSIOLJ,O,O,X,O,X,X,X
ZTSIOJL,O,X,X,O,X,X,X
ZTSLIJO,O,O,X,O,X,X,X
ZTSLIOJ,O,O,X,O,X,X,X
ZTSLJIO,O,O,X,O,X,X,X
ZTSLJOI,O,O,X,O,X,X,X
ZTSLOIJ,O,O,X,O,X,X,X
ZTSLOJI,O,O,X,O,X,X,X
ZTSJILO,O,X,X,O,O,X,O
ZTSJIOL,O,X,X,O,O,X,O
ZTSJLIO,O,X,X,O,O,X,X
ZTSJLOI,O,X,X,O,O,X,X
ZTSJOIL,O,X,X,O,O,X,X
ZTSJOLI,O,X,X,O,O,X,X
ZTSOILJ,O,O,X,O,X,X,X
ZTSOIJL,O,X,X,O,X,X,X
