sequence,v115@FhC8HeB8HeC8AeA8AeB8BeA8Je6EJvhFZlBulBfnB0?iBNrBzsB,v115@FhC8HeB8HeC8AeA8AeB8BeA8Jem/IvhFtlBxhBfqBc?rBinBzsB,v115@FhC8HeB8HeC8AeA8AeB8BeA8Je6EJvhFZlBUhB9nBf?rBetBzrB,v115@FhC8HeB8HeC8AeA8AeB8BeA8Je0/IvhFxhBGmBinBd?qBfrBzsB
SZLOITJ,O,O,X,X
SZLOIJT,X,O,O,X
SZLOJTI,X,O,O,X
SZLOJIT,X,O,O,X
SZJTILO,O,O,O,X
SZJTIOL,O,O,O,X
SZJTLIO,O,O,O,X
SZJTLOI,O,O,O,X
SZJTOIL,O,O,O,X
SZJTOLI,O,O,O,X
SZJITLO,O,O,O,X
SZJITOL,O,O,O,X
SZJILTO,O,O,O,X
SZJILOT,X,X,O,X
SZJIOTL,X,O,O,X
SZJIOLT,X,O,O,X
SZJLTIO,O,O,O,O
SZJLTOI,O,O,O,O
SZJLITO,O,O,O,X
SZJLIOT,X,X,O,X
SZJLOTI,X,O,O,X
SZJLOIT,X,O,O,X
SZJOTIL,X,O,O,X
SZJOTLI,X,O,O,X
SZJOITL,X,O,O,X
SZJOILT,X,O,O,X
SZJOLTI,X,O,O,O
SZJOLIT,X,O,O,X
SZOTILJ,O,O,X,X
SZOTIJL,O,O,X,X
SZOTLIJ,O,O,X,X
SZOTLJI,O,O,X,X
SZOTJIL,O,O,X,X
SZOTJLI,O,O,X,X
SZOITLJ,O,O,X,X
SZOITJL,O,O,X,X
SZOILTJ,O,O,X,X
SZOILJT,X,O,O,X
SZOIJTL,X,O,O,X
SZOIJLT,X,O,O,X
SZOLTIJ,O,O,X,X
SZOLTJI,O,O,X,X
SZOLITJ,O,O,X,X
SZOLIJT,X,O,O,X
SZOLJTI,X,O,O,O
SZOLJIT,X,O,O,X
SZOJTIL,X,O,O,X
SZOJTLI,X,O,O,X
SZOJITL,X,O,O,X
SZOJILT,X,O,O,X
SZOJLTI,X,O,O,O
SZOJLIT,X,O,O,X
SOTILJZ,O,O,X,X
SOTILZJ,O,O,X,X
SOTIJLZ,O,O,X,X
SOTIJZL,O,O,X,X
SOTIZLJ,O,O,X,X
SOTIZJL,O,O,X,X
SOTLIJZ,O,O,X,X
SOTLIZJ,O,O,X,X
SOTLJIZ,O,O,X,X
SOTLJZI,O,O,X,X
SOTLZIJ,O,O,X,X
SOTLZJI,O,O,X,X
SOTJILZ,O,O,X,X
SOTJIZL,O,O,X,X
SOTJLIZ,O,O,X,X
SOTJLZI,O,O,X,X
SOTJZIL,O,O,X,X
SOTJZLI,O,O,X,X
SOTZILJ,O,O,X,X
SOTZIJL,O,O,X,X
SOTZLIJ,O,O,X,X
SOTZLJI,O,O,X,X
SOTZJIL,O,O,X,X
SOTZJLI,O,O,X,X
SOITLJZ,O,O,X,X
SOITLZJ,O,O,X,X
SOITJLZ,O,O,X,X
SOITJZL,O,O,X,X
SOITZLJ,O,O,X,X
SOITZJL,O,O,X,X
SOILTJZ,O,O,X,X
SOILTZJ,O,O,X,X
SOILJTZ,O,O,O,X
SOILJZT,O,O,O,X
SOILZTJ,O,O,X,X
SOILZJT,O,O,O,X
SOIJTLZ,O,O,O,X
SOIJTZL,O,O,O,X
SOIJLTZ,O,O,O,X
SOIJLZT,O,O,O,X
SOIJZTL,O,O,O,X
SOIJZLT,O,O,O,X
SOIZTLJ,O,O,X,X
SOIZTJL,O,O,X,X
SOIZLTJ,O,O,X,X
SOIZLJT,O,O,O,X
SOIZJTL,O,O,O,X
SOIZJLT,O,O,O,X
SOLTIJZ,O,O,X,X
SOLTIZJ,O,O,X,X
SOLTJIZ,O,O,X,X
SOLTJZI,O,O,X,X
SOLTZIJ,O,O,X,X
SOLTZJI,O,O,X,X
SOLITJZ,O,O,X,X
SOLITZJ,O,O,X,X
SOLIJTZ,O,O,O,X
SOLIJZT,O,O,O,X
SOLIZTJ,O,O,X,X
SOLIZJT,O,O,O,X
SOLJTIZ,O,O,O,X
SOLJTZI,O,O,O,X
SOLJITZ,O,O,O,X
SOLJIZT,O,O,O,X
SOLJZTI,O,O,O,O
SOLJZIT,O,O,O,X
SOLZTIJ,O,O,X,X
SOLZTJI,O,O,X,X
SOLZITJ,O,O,X,X
SOLZIJT,O,O,O,X
SOLZJTI,O,O,O,O
SOLZJIT,O,O,O,X
SOJTILZ,O,O,O,X
SOJTIZL,O,O,O,X
SOJTLIZ,O,O,O,X
SOJTLZI,O,O,O,X
SOJTZIL,O,O,O,X
SOJTZLI,O,O,O,X
SOJITLZ,O,O,O,X
SOJITZL,O,O,O,X
SOJILTZ,O,O,O,X
SOJILZT,O,O,O,X
SOJIZTL,O,O,O,X
SOJIZLT,O,O,O,X
SOJLTIZ,O,O,O,X
SOJLTZI,O,O,O,X
SOJLITZ,O,O,O,X
SOJLIZT,O,O,O,X
SOJLZTI,O,O,O,O
SOJLZIT,O,O,O,X
SOJZTIL,O,O,O,X
SOJZTLI,O,O,O,X
SOJZITL,O,O,O,X
SOJZILT,O,O,O,X
SOJZLTI,O,O,O,O
SOJZLIT,O,O,O,X
SOZTILJ,O,O,X,X
SOZTIJL,O,O,X,X
SOZTLIJ,O,O,X,X
SOZTLJI,O,O,X,X
SOZTJIL,O,O,X,X
SOZTJLI,O,O,X,X
SOZITLJ,O,O,X,X
SOZITJL,O,O,X,X
SOZILTJ,O,O,X,X
SOZILJT,O,O,O,X
SOZIJTL,O,O,O,X
SOZIJLT,O,O,O,X
SOZLTIJ,O,O,X,X
SOZLTJI,O,O,X,X
SOZLITJ,O,O,X,X
SOZLIJT,O,O,O,X
SOZLJTI,O,O,O,O
SOZLJIT,O,O,O,X
SOZJTIL,O,O,O,X
SOZJTLI,O,O,O,X
SOZJITL,O,O,O,X
SOZJILT,O,O,O,X
SOZJLTI,O,O,O,O
SOZJLIT,O,O,O,X
ZTILJSO,O,O,X,X
ZTILJOS,O,X,X,X
ZTILSJO,O,O,X,X
ZTILSOJ,O,O,X,X
ZTILOJS,O,X,X,X
ZTILOSJ,O,O,X,X
ZTIJLSO,O,X,X,X
ZTIJLOS,O,X,X,X
ZTIJSLO,O,O,X,X
ZTIJSOL,O,O,X,X
ZTIJOLS,O,X,X,X
ZTIJOSL,O,X,X,X
ZTISLJO,O,O,X,X
ZTISLOJ,O,O,X,X
ZTISJLO,O,O,X,X
ZTISJOL,O,O,X,X
ZTISOLJ,O,O,X,X
ZTISOJL,O,O,X,X
ZTIOLJS,O,O,X,X
ZTIOLSJ,O,O,X,X
ZTIOJLS,O,X,X,X
ZTIOJSL,O,O,X,X
ZTIOSLJ,O,O,X,X
ZTIOSJL,O,O,X,X
ZTLIJSO,O,O,X,X
ZTLIJOS,O,X,X,X
ZTLISJO,O,O,X,X
ZTLISOJ,O,O,X,X
ZTLIOJS,O,X,X,X
ZTLIOSJ,O,O,X,X
ZTLJISO,O,O,X,O
ZTLJIOS,O,X,X,X
ZTLJSIO,O,O,X,O
ZTLJSOI,O,O,X,O
ZTLJOIS,O,X,X,X
ZTLJOSI,O,X,X,O
ZTLSIJO,O,O,X,X
ZTLSIOJ,O,O,X,X
ZTLSJIO,O,O,X,X
ZTLSJOI,O,O,X,X
ZTLSOIJ,O,O,X,X
ZTLSOJI,O,O,X,X
ZTLOIJS,O,O,X,X
ZTLOISJ,O,O,X,X
ZTLOJIS,O,O,X,X
ZTLOJSI,O,O,X,X
ZTLOSIJ,O,O,X,X
ZTLOSJI,O,O,X,X
ZTJILSO,O,X,X,X
ZTJILOS,O,X,X,X
ZTJISLO,O,O,X,X
ZTJISOL,O,O,X,X
ZTJIOLS,O,X,X,X
ZTJIOSL,O,X,X,X
ZTJLISO,O,O,X,O
ZTJLIOS,O,X,X,X
ZTJLSIO,O,O,X,O
ZTJLSOI,O,O,X,O
ZTJLOIS,O,X,X,X
ZTJLOSI,O,X,X,O
ZTJSILO,O,O,X,X
ZTJSIOL,O,O,X,X
ZTJSLIO,O,O,X,X
ZTJSLOI,O,O,X,X
ZTJSOIL,O,O,X,X
ZTJSOLI,O,O,X,X
ZTJOILS,O,X,X,X
ZTJOISL,O,O,X,X
ZTJOLIS,O,O,X,O
ZTJOLSI,O,O,X,O
ZTJOSIL,O,O,X,X
ZTJOSLI,O,O,X,X
ZTSILJO,O,O,X,X
ZTSILOJ,O,O,X,X
ZTSIJLO,O,O,X,X
ZTSIJOL,O,O,X,X
ZTSIOLJ,O,O,X,X
ZTSIOJL,O,O,X,X
ZTSLIJO,O,O,X,X
ZTSLIOJ,O,O,X,X
ZTSLJIO,O,O,X,X
ZTSLJOI,O,O,X,X
ZTSLOIJ,O,O,X,X
ZTSLOJI,O,O,X,X
ZTSJILO,O,O,X,X
ZTSJIOL,O,O,X,X
ZTSJLIO,O,O,X,X
ZTSJLOI,O,O,X,X
ZTSJOIL,O,O,X,X
ZTSJOLI,O,O,X,X
ZTSOILJ,O,O,X,X
ZTSOIJL,O,O,X,X
ZTSOLIJ,O,O,X,X
ZTSOLJI,O,O,X,X
ZTSOJIL,O,O,X,X
ZTSOJLI,O,O,X,X
ZTOILJS,O,O,X,X
ZTOILSJ,O,O,X,X
ZTOIJLS,O,X,X,X
ZTOIJSL,O,O,X,X
ZTOISLJ,O,O,X,X
ZTOISJL,O,O,X,X
ZTOLIJS,O,O,X,X
ZTOLISJ,O,O,X,X
ZTOLJIS,O,O,X,O
ZTOLJSI,O,O,X,O
ZTOLSIJ,O,O,X,X
ZTOLSJI,O,O,X,X
ZTOJILS,O,X,X,X
ZTOJISL,O,O,X,X
ZTOJLIS,O,O,X,O
ZTOJLSI,O,O,X,O
ZTOJSIL,O,O,X,X
ZTOJSLI,O,O,X,X
ZTOSILJ,O,O,X,X
ZTOSIJL,O,O,X,X
ZTOSLIJ,O,O,X,X
ZTOSLJI,O,O,X,X
ZTOSJIL,O,O,X,X
ZTOSJLI,O,O,X,X
ZITLJSO,O,O,X,X
ZITLJOS,O,X,X,X
ZITLSJO,O,O,X,X
ZITLSOJ,O,O,X,X
ZITLOJS,O,X,X,X
ZITLOSJ,O,O,X,X
ZITJLSO,O,X,X,X
ZITJLOS,O,X,X,X
ZITJSLO,O,O,X,X
ZITJSOL,O,O,X,X
ZITJOLS,O,X,X,X
ZITJOSL,O,X,X,X
ZITSLJO,O,O,X,X
ZITSLOJ,O,O,X,X
ZITSJLO,O,O,X,X
ZITSJOL,O,O,X,X
ZITSOLJ,O,O,X,X
ZITSOJL,O,O,X,X
ZITOLJS,O,O,X,X
ZITOLSJ,O,O,X,X
ZITOJLS,O,X,X,X
ZITOJSL,O,O,X,X
ZITOSLJ,O,O,X,X
ZITOSJL,O,O,X,X
ZILTJSO,O,O,X,X
ZILTJOS,O,X,X,X
ZILTSJO,O,O,X,X
ZILTSOJ,O,O,X,X
ZILTOJS,O,X,X,X
ZILTOSJ,O,O,X,X
ZILJTSO,O,O,O,O
ZILJTOS,O,X,X,X
ZILJSTO,X,O,O,X
ZILJSOT,X,X,O,X
ZILJOTS,O,X,X,X
ZILJOST,X,X,X,X
ZILSTJO,O,O,O,X
ZILSTOJ,O,O,X,X
ZILSJTO,O,O,O,X
ZILSJOT,X,X,O,X
ZILSOTJ,O,O,X,X
ZILSOJT,X,X,O,X
ZILOTJS,O,X,X,X
ZILOTSJ,O,O,X,X
ZILOJTS,O,X,X,X
ZILOJST,O,X,X,X
ZILOSTJ,O,O,X,X
ZILOSJT,O,X,X,X
ZIJTLSO,O,X,O,X
ZIJTLOS,O,X,X,X
ZIJTSLO,O,O,O,X
ZIJTSOL,O,O,O,X
ZIJTOLS,O,X,X,X
ZIJTOSL,O,X,X,X
ZIJLTSO,O,X,O,O
ZIJLTOS,O,X,X,X
ZIJLSTO,X,X,O,X
ZIJLSOT,X,X,O,X
ZIJLOTS,O,X,X,X
ZIJLOST,X,X,X,X
ZIJSTLO,X,O,O,X
ZIJSTOL,X,O,O,X
ZIJSLTO,X,X,O,X
ZIJSLOT,X,X,O,X
ZIJSOTL,X,X,O,X
ZIJSOLT,X,X,O,X
ZIJOTLS,O,X,X,X
ZIJOTSL,O,X,X,X
ZIJOLTS,O,X,X,O
ZIJOLST,X,X,X,X
ZIJOSTL,X,X,X,X
ZIJOSLT,X,X,X,X
ZISTLJO,O,O,O,X
ZISTLOJ,O,O,X,X
ZISTJLO,O,O,O,X
ZISTJOL,O,O,O,X
ZISTOLJ,O,O,X,X
ZISTOJL,O,O,X,X
ZISLTJO,O,O,O,X
ZISLTOJ,O,O,X,X
ZISLJTO,O,O,O,X
ZISLJOT,X,X,O,X
ZISLOTJ,O,O,X,X
ZISLOJT,X,X,O,X
ZISJTLO,O,O,O,X
ZISJTOL,O,O,O,X
ZISJLTO,O,O,O,X
ZISJLOT,X,X,O,X
ZISJOTL,X,O,O,X
ZISJOLT,X,O,O,X
ZISOTLJ,O,O,X,X
ZISOTJL,O,O,X,X
ZISOLTJ,O,O,X,X
ZISOLJT,X,O,O,X
ZISOJTL,X,O,O,X
ZISOJLT,X,O,O,X
ZIOTLJS,O,O,X,X
ZIOTLSJ,O,O,X,X
ZIOTJLS,O,X,X,X
ZIOTJSL,O,O,X,X
ZIOTSLJ,O,O,X,X
ZIOTSJL,O,O,X,X
ZIOLTJS,O,O,X,X
ZIOLTSJ,O,O,X,X
ZIOLJTS,O,O,X,O
ZIOLJST,O,O,X,X
ZIOLSTJ,O,O,X,X
ZIOLSJT,O,O,X,X
ZIOJTLS,O,X,X,X
ZIOJTSL,O,O,X,X
ZIOJLTS,O,X,X,O
ZIOJLST,O,X,X,X
ZIOJSTL,O,O,X,X
ZIOJSLT,O,X,X,X
ZIOSTLJ,O,O,X,X
ZIOSTJL,O,O,X,X
ZIOSLTJ,O,O,X,X
ZIOSLJT,O,O,X,X
ZIOSJTL,O,O,X,X
ZIOSJLT,O,O,X,X
ZLTIJSO,O,O,X,X
ZLTIJOS,O,X,X,X
ZLTISJO,O,O,X,X
ZLTISOJ,O,O,X,X
ZLTIOJS,O,X,X,X
ZLTIOSJ,O,O,X,X
ZLTJISO,O,O,X,O
ZLTJIOS,O,X,X,X
ZLTJSIO,O,O,X,O
ZLTJSOI,O,O,X,O
ZLTJOIS,O,X,X,X
ZLTJOSI,O,X,X,O
ZLTSIJO,O,O,X,X
ZLTSIOJ,O,O,X,X
ZLTSJIO,O,O,X,X
ZLTSJOI,O,O,X,X
ZLTSOIJ,O,O,X,X
ZLTSOJI,O,O,X,X
ZLTOIJS,O,O,X,X
ZLTOISJ,O,O,X,X
ZLTOJIS,O,O,X,X
ZLTOJSI,O,O,X,X
ZLTOSIJ,O,O,X,X
ZLTOSJI,O,O,X,X
ZLITJSO,O,O,X,X
ZLITJOS,O,X,X,X
ZLITSJO,O,O,X,X
ZLITSOJ,O,O,X,X
ZLITOJS,O,X,X,X
ZLITOSJ,O,O,X,X
ZLIJTSO,O,O,O,O
ZLIJTOS,O,X,X,X
ZLIJSTO,X,O,O,X
ZLIJSOT,X,X,O,X
ZLIJOTS,O,X,X,X
ZLIJOST,X,X,X,X
ZLISTJO,O,O,O,X
ZLISTOJ,O,O,X,X
ZLISJTO,O,O,O,X
ZLISJOT,X,X,O,X
ZLISOTJ,O,O,X,X
ZLISOJT,X,X,O,X
ZLIOTJS,O,X,X,X
ZLIOTSJ,O,O,X,X
ZLIOJTS,O,X,X,X
ZLIOJST,O,X,X,X
ZLIOSTJ,O,O,X,X
ZLIOSJT,O,X,X,X
ZLJTISO,O,O,O,O
ZLJTIOS,O,X,X,X
ZLJTSIO,O,O,O,O
ZLJTSOI,O,O,O,O
ZLJTOIS,O,X,X,X
ZLJTOSI,O,X,X,O
ZLJITSO,O,O,O,O
ZLJITOS,O,X,X,X
ZLJISTO,X,O,O,X
ZLJISOT,X,X,O,X
ZLJIOTS,O,X,X,X
ZLJIOST,X,X,X,X
ZLJSTIO,X,O,O,O
ZLJSTOI,X,O,O,O
ZLJSITO,X,O,O,X
ZLJSIOT,X,X,O,X
ZLJSOTI,X,O,O,X
ZLJSOIT,X,X,O,X
ZLJOTIS,O,X,X,O
ZLJOTSI,O,X,X,O
ZLJOITS,O,X,X,O
ZLJOIST,X,X,X,X
ZLJOSTI,X,X,X,O
ZLJOSIT,X,X,X,X
ZLSTIJO,O,O,O,X
ZLSTIOJ,O,O,X,X
ZLSTJIO,O,O,O,X
ZLSTJOI,O,O,O,X
ZLSTOIJ,O,O,X,X
ZLSTOJI,O,O,X,X
ZLSITJO,O,O,O,X
ZLSITOJ,O,O,X,X
ZLSIJTO,O,O,O,X
ZLSIJOT,X,X,O,X
ZLSIOTJ,O,O,X,X
ZLSIOJT,X,X,O,X
ZLSJTIO,O,O,O,O
ZLSJTOI,O,O,O,O
ZLSJITO,O,O,O,X
ZLSJIOT,X,X,O,X
ZLSJOTI,X,O,O,X
ZLSJOIT,X,O,O,X
ZLSOTIJ,O,O,X,X
ZLSOTJI,O,O,X,X
ZLSOITJ,O,O,X,X
ZLSOIJT,X,O,O,X
ZLSOJTI,X,O,O,X
ZLSOJIT,X,O,O,X
ZLOTIJS,O,O,X,X
ZLOTISJ,O,O,X,X
ZLOTJIS,O,O,X,O
ZLOTJSI,O,O,X,O
ZLOTSIJ,O,O,X,X
ZLOTSJI,O,O,X,X
ZLOITJS,O,O,X,X
ZLOITSJ,O,O,X,X
ZLOIJTS,O,O,X,O
ZLOIJST,O,O,X,X
ZLOISTJ,O,O,X,X
ZLOISJT,O,O,X,X
ZLOJTIS,O,O,X,O
ZLOJTSI,O,O,X,O
ZLOJITS,O,O,X,O
ZLOJIST,O,O,X,X
ZLOJSTI,O,O,X,O
ZLOJSIT,O,O,X,X
ZLOSTIJ,O,O,X,X
ZLOSTJI,O,O,X,X
ZLOSITJ,O,O,X,X
ZLOSIJT,O,O,X,X
ZLOSJTI,O,O,X,O
ZLOSJIT,O,O,X,X
ZJTILSO,O,X,O,X
ZJTILOS,O,X,X,X
ZJTISLO,O,O,O,X
ZJTISOL,O,O,O,X
ZJTIOLS,O,X,X,X
ZJTIOSL,O,X,X,X
ZJTLISO,O,O,O,O
ZJTLIOS,O,X,X,X
ZJTLSIO,O,O,O,O
ZJTLSOI,O,O,O,O
ZJTLOIS,O,X,X,X
ZJTLOSI,O,X,X,O
ZJTSILO,O,O,O,X
ZJTSIOL,O,O,O,X
ZJTSLIO,O,O,O,X
ZJTSLOI,O,O,O,X
ZJTSOIL,O,O,O,X
ZJTSOLI,O,O,O,X
ZJTOILS,O,X,X,X
ZJTOISL,O,O,X,X
ZJTOLIS,O,O,X,O
ZJTOLSI,O,O,X,O
ZJTOSIL,O,O,X,X
ZJTOSLI,O,O,X,X
ZJITLSO,O,X,O,X
ZJITLOS,O,X,X,X
ZJITSLO,O,O,O,X
ZJITSOL,O,O,O,X
ZJITOLS,O,X,X,X
ZJITOSL,O,X,X,X
ZJILTSO,O,X,O,O
ZJILTOS,O,X,X,X
ZJILSTO,X,X,O,X
ZJILSOT,X,X,O,X
ZJILOTS,O,X,X,X
ZJILOST,X,X,X,X
ZJISTLO,X,O,O,X
ZJISTOL,X,O,O,X
ZJISLTO,X,X,O,X
ZJISLOT,X,X,O,X
ZJISOTL,X,X,O,X
ZJISOLT,X,X,O,X
ZJIOTLS,O,X,X,X
ZJIOTSL,O,X,X,X
ZJIOLTS,O,X,X,O
ZJIOLST,X,X,X,X
ZJIOSTL,X,X,X,X
ZJIOSLT,X,X,X,X
ZJLTISO,O,O,O,O
ZJLTIOS,O,X,X,X
ZJLTSIO,O,O,O,O
ZJLTSOI,O,O,O,O
ZJLTOIS,O,X,X,X
ZJLTOSI,O,X,X,O
ZJLITSO,O,O,O,O
ZJLITOS,O,X,X,X
ZJLISTO,X,O,O,X
ZJLISOT,X,X,O,X
ZJLIOTS,O,X,X,X
ZJLIOST,X,X,X,X
ZJLSTIO,X,O,O,O
ZJLSTOI,X,O,O,O
ZJLSITO,X,O,O,X
ZJLSIOT,X,X,O,X
ZJLSOTI,X,O,O,X
ZJLSOIT,X,X,O,X
ZJLOTIS,O,X,X,O
ZJLOTSI,O,X,X,O
ZJLOITS,O,X,X,O
ZJLOIST,X,X,X,X
ZJLOSTI,X,X,X,O
ZJLOSIT,X,X,X,X
ZJSTILO,X,O,O,X
ZJSTIOL,X,O,O,X
ZJSTLIO,X,O,O,X
ZJSTLOI,X,O,O,X
ZJSTOIL,X,O,O,X
ZJSTOLI,X,O,O,X
ZJSITLO,X,O,O,X
ZJSITOL,X,O,O,X
ZJSILTO,X,O,O,X
ZJSILOT,X,X,O,X
ZJSIOTL,X,O,O,X
ZJSIOLT,X,O,O,X
ZJSLTIO,X,O,O,O
ZJSLTOI,X,O,O,O
ZJSLITO,X,O,O,X
ZJSLIOT,X,X,O,X
ZJSLOTI,X,O,O,X
ZJSLOIT,X,O,O,X
ZJSOTIL,X,O,O,X
ZJSOTLI,X,O,O,X
ZJSOITL,X,O,O,X
ZJSOILT,X,O,O,X
ZJSOLTI,X,O,O,O
ZJSOLIT,X,O,O,X
ZJOTILS,O,X,X,X
ZJOTISL,O,O,X,X
ZJOTLIS,O,O,X,O
ZJOTLSI,O,O,X,O
ZJOTSIL,O,O,X,X
ZJOTSLI,O,O,X,X
ZJOITLS,O,X,X,X
ZJOITSL,O,O,X,X
ZJOILTS,O,X,X,O
ZJOILST,X,X,X,X
ZJOISTL,X,O,X,X
ZJOISLT,X,X,X,X
ZJOLTIS,O,O,X,O
ZJOLTSI,O,O,X,O
ZJOLITS,O,O,X,O
ZJOLIST,X,O,X,X
ZJOLSTI,X,O,X,O
ZJOLSIT,X,O,X,X
ZJOSTIL,X,O,X,X
ZJOSTLI,X,O,X,X
ZJOSITL,X,O,X,X
ZJOSILT,X,O,X,X
ZJOSLTI,X,O,X,O
ZJOSLIT,X,O,X,X
ZSTILJO,O,O,O,X
ZSTILOJ,O,O,X,X
ZSTIJLO,O,O,O,X
ZSTIJOL,O,O,O,X
ZSTIOLJ,O,O,X,X
ZSTIOJL,O,O,X,X
ZSTLIJO,O,O,O,X
ZSTLIOJ,O,O,X,X
ZSTLJIO,O,O,O,X
ZSTLJOI,O,O,O,X
ZSTLOIJ,O,O,X,X
ZSTLOJI,O,O,X,X
ZSTJILO,O,O,O,X
ZSTJIOL,O,O,O,X
ZSTJLIO,O,O,O,X
ZSTJLOI,O,O,O,X
ZSTJOIL,O,O,O,X
ZSTJOLI,O,O,O,X
ZSTOILJ,O,O,X,X
ZSTOIJL,O,O,X,X
ZSTOLIJ,O,O,X,X
ZSTOLJI,O,O,X,X
ZSTOJIL,O,O,X,X
ZSTOJLI,O,O,X,X
ZSITLJO,O,O,O,X
ZSITLOJ,O,O,X,X
ZSITJLO,O,O,O,X
ZSITJOL,O,O,O,X
ZSITOLJ,O,O,X,X
ZSITOJL,O,O,X,X
ZSILTJO,O,O,O,X
ZSILTOJ,O,O,X,X
ZSILJTO,O,O,O,X
ZSILJOT,X,X,O,X
ZSILOTJ,O,O,X,X
ZSILOJT,X,X,O,X
ZSIJTLO,O,O,O,X
ZSIJTOL,O,O,O,X
ZSIJLTO,O,O,O,X
ZSIJLOT,X,X,O,X
ZSIJOTL,X,O,O,X
ZSIJOLT,X,O,O,X
ZSIOTLJ,O,O,X,X
ZSIOTJL,O,O,X,X
ZSIOLTJ,O,O,X,X
ZSIOLJT,X,O,O,X
ZSIOJTL,X,O,O,X
ZSIOJLT,X,O,O,X
ZSLTIJO,O,O,O,X
ZSLTIOJ,O,O,X,X
ZSLTJIO,O,O,O,X
ZSLTJOI,O,O,O,X
ZSLTOIJ,O,O,X,X
ZSLTOJI,O,O,X,X
ZSLITJO,O,O,O,X
ZSLITOJ,O,O,X,X
ZSLIJTO,O,O,O,X
ZSLIJOT,X,X,O,X
ZSLIOTJ,O,O,X,X
ZSLIOJT,X,X,O,X
ZSLJTIO,O,O,O,O
ZSLJTOI,O,O,O,O
ZSLJITO,O,O,O,X
ZSLJIOT,X,X,O,X
ZSLJOTI,X,O,O,X
ZSLJOIT,X,O,O,X
ZSLOTIJ,O,O,X,X
ZSLOTJI,O,O,X,X
ZSLOITJ,O,O,X,X
ZSLOIJT,X,O,O,X
ZSLOJTI,X,O,O,X
ZSLOJIT,X,O,O,X
ZSJTILO,O,O,O,X
ZSJTIOL,O,O,O,X
ZSJTLIO,O,O,O,X
ZSJTLOI,O,O,O,X
ZSJTOIL,O,O,O,X
ZSJTOLI,O,O,O,X
ZSJITLO,O,O,O,X
ZSJITOL,O,O,O,X
ZSJILTO,O,O,O,X
ZSJILOT,X,X,O,X
ZSJIOTL,X,O,O,X
ZSJIOLT,X,O,O,X
ZSJLTIO,O,O,O,O
ZSJLTOI,O,O,O,O
ZSJLITO,O,O,O,X
ZSJLIOT,X,X,O,X
ZSJLOTI,X,O,O,X
ZSJLOIT,X,O,O,X
ZSJOTIL,X,O,O,X
ZSJOTLI,X,O,O,X
ZSJOITL,X,O,O,X
ZSJOILT,X,O,O,X
ZSJOLTI,X,O,O,O
ZSJOLIT,X,O,O,X
ZSOTILJ,O,O,X,X
ZSOTIJL,O,O,X,X
ZSOTLIJ,O,O,X,X
ZSOTLJI,O,O,X,X
ZSOTJIL,O,O,X,X
ZSOTJLI,O,O,X,X
ZSOITLJ,O,O,X,X
ZSOITJL,O,O,X,X
ZSOILTJ,O,O,X,X
ZSOILJT,X,O,O,X
ZSOIJTL,X,O,O,X
ZSOIJLT,X,O,O,X
ZSOLTIJ,O,O,X,X
ZSOLTJI,O,O,X,X
ZSOLITJ,O,O,X,X
ZSOLIJT,X,O,O,X
ZSOLJTI,X,O,O,O
ZSOLJIT,X,O,O,X
ZSOJTIL,X,O,O,X
ZSOJTLI,X,O,O,X
ZSOJITL,X,O,O,X
ZSOJILT,X,O,O,X
ZSOJLTI,X,O,O,O
ZSOJLIT,X,O,O,X
ZOTILJS,O,O,X,X
ZOTILSJ,O,O,X,X
ZOTIJLS,O,X,X,X
ZOTIJSL,O,O,X,X
ZOTISLJ,O,O,X,X
ZOTISJL,O,O,X,X
ZOTLIJS,O,O,X,X
ZOTLISJ,O,O,X,X
ZOTLJIS,O,O,X,O
ZOTLJSI,O,O,X,O
ZOTLSIJ,O,O,X,X
ZOTLSJI,O,O,X,X
ZOTJILS,O,X,X,X
ZOTJISL,O,O,X,X
ZOTJLIS,O,O,X,O
ZOTJLSI,O,O,X,O
ZOTJSIL,O,O,X,X
ZOTJSLI,O,O,X,X
ZOTSILJ,O,O,X,X
ZOTSIJL,O,O,X,X
ZOTSLIJ,O,O,X,X
ZOTSLJI,O,O,X,X
ZOTSJIL,O,O,X,X
ZOTSJLI,O,O,X,X
ZOITLJS,O,O,X,X
ZOITLSJ,O,O,X,X
ZOITJLS,O,X,X,X
ZOITJSL,O,O,X,X
ZOITSLJ,O,O,X,X
ZOITSJL,O,O,X,X
ZOILTJS,O,O,X,X
ZOILTSJ,O,O,X,X
ZOILJTS,O,O,X,O
ZOILJST,O,O,X,X
ZOILSTJ,O,O,X,X
ZOILSJT,O,O,X,X
ZOIJTLS,O,X,X,X
ZOIJTSL,O,O,X,X
ZOIJLTS,O,X,X,O
ZOIJLST,O,X,X,X
ZOIJSTL,O,O,X,X
ZOIJSLT,O,X,X,X
ZOISTLJ,O,O,X,X
ZOISTJL,O,O,X,X
ZOISLTJ,O,O,X,X
ZOISLJT,O,O,X,X
ZOISJTL,O,O,X,X
ZOISJLT,O,O,X,X
ZOLTIJS,O,O,X,X
ZOLTISJ,O,O,X,X
ZOLTJIS,O,O,X,O
ZOLTJSI,O,O,X,O
ZOLTSIJ,O,O,X,X
ZOLTSJI,O,O,X,X
ZOLITJS,O,O,X,X
ZOLITSJ,O,O,X,X
ZOLIJTS,O,O,X,O
ZOLIJST,O,O,X,X
