sequence,v115@PhB8BeB8DeE8DeC8Jem/IvhFChBxiBTkBcsBXrBlrB,v115@PhB8BeB8DeE8DeC8Jex/IvhFmhBCjBTkBcrBXsBlqB,v115@PhB8BeB8DeE8DeC8Jem/IvhFfmBCjBTkBUnBlmBRwB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikBXrB0rB,v115@PhB8BeB8DeE8DeC8JeWGJvhFxiBlkBTnBikB0rBXrB,v115@PhB8BeB8DeE8DeC8Jei/IvhFcmBxiB3kBTnB1wBuqB,v115@PhB8BeB8DeE8DeC8JeKEJvhFzfBFhBxiB3mBcsBWwB,v115@PhB8BeB8DeE8DeC8JeOEJvhF8kBzgBxiBSsBVwBfsB,v115@PhB8BeB8DeE8DeC8Jei/IvhF1mBxiB3kBcsBTrBuqB,v115@PhB8BeB8DeE8DeC8JeWHJvhFxiBlkBUmBikBXsBzqB,v115@PhB8BeB8DeE8DeC8JelBJvhFxkB/rBOsBTkBCoB0qB,v115@PhB8BeB8DeE8DeC8JemAJvhFUiBxkBfsBTkBCoBVwB
JLITZSO,O,X,X,X,X,X,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,X,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,X,X,X,X
JLITOZS,O,X,X,X,X,X,X,X,X,X,X,X
JLISTZO,O,X,X,X,X,X,X,X,X,X,O,X
JLISTOZ,O,X,X,X,X,X,X,X,X,X,O,X
JLISZTO,O,X,X,X,X,X,X,X,X,X,X,X
JLISZOT,O,X,O,X,X,X,X,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLISOZT,O,X,O,X,X,X,X,X,X,X,X,X
JLIZTSO,O,X,X,X,X,X,X,X,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X,X,X,X,X,X
JLIZSTO,O,X,X,X,X,X,O,X,X,X,X,X
JLIZSOT,O,X,O,X,X,X,O,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,X,X,X,X,X,X
JLIZOST,O,X,O,X,X,X,O,X,X,X,X,X
JLIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
JLIOTZS,O,X,O,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLIOSZT,O,X,O,X,X,X,X,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X,X,X,X,X,X,X
JLIOZST,O,X,O,X,X,X,O,X,X,X,X,X
JLSTIZO,O,X,X,X,X,X,X,X,X,X,O,X
JLSTIOZ,O,X,X,X,X,X,X,X,X,X,O,X
JLSTZIO,O,X,X,X,X,X,X,X,X,X,X,X
JLSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOIZ,X,O,X,O,X,X,X,X,X,X,X,X
JLSTOZI,X,X,X,O,X,X,X,X,X,X,X,X
JLSITZO,O,X,X,X,X,X,X,X,X,X,O,X
JLSITOZ,O,X,X,X,X,X,X,X,X,X,O,X
JLSIZTO,O,X,X,X,X,X,X,X,X,X,X,X
JLSIZOT,O,X,O,X,X,X,X,X,X,X,X,X
JLSIOTZ,O,O,O,X,X,X,X,X,X,X,X,X
JLSIOZT,O,O,O,X,X,X,X,X,X,X,X,X
JLSZTIO,O,X,X,X,X,X,X,X,X,X,X,X
JLSZTOI,X,O,X,X,X,X,X,X,X,X,X,X
JLSZITO,O,X,X,X,X,X,X,X,X,X,X,X
JLSZIOT,O,O,X,X,X,X,X,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X,X,X,X,X,X
JLSZOIT,O,O,O,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,O,X,X,X,X,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X,X,X,X,X,X
JLSOITZ,O,O,O,O,X,X,X,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,X,X,X,X,X,X
JLSOZTI,O,O,O,X,X,X,X,X,X,X,X,X
JLSOZIT,O,O,O,X,X,X,X,X,X,X,X,X
JLZTISO,O,X,X,X,X,X,X,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,X,X,X,X
JLZTSIO,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,O,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,O,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,X,X,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,X,X,X,X
JLZISTO,O,X,X,X,X,X,O,X,X,X,X,X
JLZISOT,O,X,X,X,X,X,O,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,O,X,X,X,X,X
JLZSTIO,O,X,X,X,X,X,O,X,X,X,X,X
JLZSTOI,X,X,X,X,X,X,O,X,X,X,X,X
JLZSITO,O,X,X,X,X,X,O,X,X,X,X,X
JLZSIOT,O,X,X,X,X,X,O,X,X,X,X,X
JLZSOTI,X,X,O,X,X,X,O,X,X,X,X,X
JLZSOIT,O,X,O,X,X,X,O,X,X,X,X,X
JLZOTIS,O,X,X,X,O,X,X,X,X,X,X,X
JLZOTSI,X,X,O,X,O,X,X,X,X,X,X,X
JLZOITS,O,X,X,X,O,X,X,X,X,X,X,X
JLZOIST,O,X,O,X,X,X,O,X,X,X,X,X
JLZOSTI,X,X,O,X,X,X,O,X,X,X,X,X
JLZOSIT,O,X,O,X,X,X,O,X,X,X,X,X
JLOTISZ,O,X,O,O,O,X,X,X,X,X,X,X
JLOTIZS,O,X,O,O,O,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,O,O,X,X,X,X,X,X,X
JLOTSZI,O,X,O,O,O,X,X,X,X,X,X,X
JLOTZIS,O,X,X,O,O,X,X,X,X,X,X,X
JLOTZSI,X,X,O,O,O,X,X,X,X,X,X,X
JLOITSZ,O,X,O,O,O,X,X,X,X,X,X,X
JLOITZS,O,X,O,O,O,X,X,X,X,X,X,X
JLOISTZ,O,O,O,X,X,X,X,X,X,X,X,X
JLOISZT,O,O,O,X,X,X,X,X,X,X,X,X
JLOIZTS,O,X,O,X,X,X,X,X,X,X,X,X
JLOIZST,O,X,O,X,X,X,O,X,X,X,X,X
JLOSTIZ,O,O,O,X,X,X,X,X,X,X,X,X
JLOSTZI,O,X,O,X,X,X,X,X,X,X,X,X
JLOSITZ,O,O,O,X,X,X,X,X,X,X,X,X
JLOSIZT,O,O,O,X,X,X,X,X,X,X,X,X
JLOSZTI,O,O,O,X,X,X,X,X,X,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X,X,X,X
JLOZTIS,O,X,X,X,X,X,X,X,X,X,X,X
JLOZTSI,X,X,O,X,X,X,X,X,X,X,X,X
JLOZITS,O,X,O,X,X,X,X,X,X,X,X,X
JLOZIST,O,X,O,X,X,X,O,X,X,X,X,X
JLOZSTI,O,X,O,X,X,X,O,X,X,X,X,X
JLOZSIT,O,X,O,X,X,X,O,X,X,X,X,X
JSTILZO,O,X,X,X,X,X,X,X,X,X,O,X
JSTILOZ,O,X,X,X,X,X,X,X,X,X,O,X
JSTIZLO,X,X,X,X,X,X,X,X,X,O,O,X
JSTIZOL,X,X,X,X,X,X,X,X,X,O,O,X
JSTIOLZ,X,X,X,O,X,X,X,X,X,X,O,X
JSTIOZL,X,X,X,O,X,X,X,X,X,X,O,X
JSTLIZO,O,X,X,X,X,X,X,X,X,X,O,X
JSTLIOZ,O,X,X,X,X,X,X,X,X,X,O,X
JSTLZIO,O,X,X,X,X,X,X,X,X,X,X,X
JSTLZOI,X,X,X,X,X,O,X,X,X,X,X,X
JSTLOIZ,X,O,X,O,X,O,X,X,X,X,X,X
JSTLOZI,X,X,X,O,X,O,X,X,X,X,X,X
JSTZILO,O,X,X,X,X,X,X,X,X,O,O,X
JSTZIOL,X,X,X,X,X,X,X,X,X,O,O,X
JSTZLIO,O,X,X,X,X,X,X,X,X,O,X,X
JSTZLOI,X,X,X,X,X,O,X,X,X,O,X,X
JSTZOIL,X,X,X,O,O,O,X,X,X,O,X,X
JSTZOLI,X,X,X,O,O,O,X,X,X,O,X,X
JSTOILZ,X,O,X,O,O,O,X,X,X,X,O,X
JSTOIZL,X,X,X,O,O,O,X,X,X,X,O,X
JSTOLIZ,X,O,X,O,O,O,X,X,X,X,X,X
JSTOLZI,X,X,X,O,O,O,X,X,X,X,X,X
JSTOZIL,X,X,X,O,O,O,X,X,X,X,X,X
JSTOZLI,X,X,X,O,O,O,X,X,X,X,X,X
JSITLZO,O,X,X,X,X,X,X,X,X,X,O,X
JSITLOZ,O,X,X,X,X,X,X,X,X,X,O,X
JSITZLO,X,X,X,X,X,X,X,X,X,O,O,X
JSITZOL,X,X,X,X,X,X,X,X,X,O,O,X
JSITOLZ,X,X,X,O,X,X,X,X,X,X,O,X
JSITOZL,X,X,X,O,X,X,X,X,X,X,O,X
JSILTZO,O,X,X,X,X,X,X,X,X,X,O,X
JSILTOZ,O,X,X,X,X,X,X,X,X,X,O,X
JSILZTO,O,X,X,X,X,X,X,X,X,X,X,X
JSILZOT,O,X,O,X,X,X,X,X,O,X,X,X
JSILOTZ,O,O,O,X,X,O,X,X,X,X,X,X
JSILOZT,O,O,O,X,X,X,X,X,X,X,X,X
JSIZTLO,O,X,X,X,X,X,X,X,X,O,O,X
JSIZTOL,X,X,X,X,X,X,X,X,X,O,O,X
JSIZLTO,O,X,X,X,X,X,X,X,X,O,X,X
JSIZLOT,O,X,O,X,X,X,X,X,O,X,X,X
JSIZOTL,X,X,O,X,X,X,X,X,O,O,X,X
JSIZOLT,O,X,O,X,X,X,X,X,O,X,X,X
JSIOTLZ,O,O,O,O,X,O,X,X,X,X,O,X
JSIOTZL,X,X,O,O,X,O,X,X,X,X,O,X
JSIOLTZ,O,O,O,O,X,O,X,X,X,X,X,X
JSIOLZT,O,O,O,X,X,X,X,X,X,X,X,X
JSIOZTL,X,X,O,O,X,X,X,X,X,X,X,X
JSIOZLT,O,O,O,X,X,X,X,X,X,X,X,X
JSLTIZO,O,X,X,X,X,X,X,X,X,X,O,X
JSLTIOZ,O,X,X,X,X,X,X,X,X,X,O,X
JSLTZIO,O,X,X,X,X,X,X,X,X,X,X,X
JSLTZOI,X,X,X,X,X,O,X,X,X,X,X,X
JSLTOIZ,X,O,X,O,X,O,X,X,X,X,X,X
JSLTOZI,X,X,X,O,X,O,X,X,X,X,X,X
JSLITZO,O,X,X,X,X,X,X,X,X,X,O,X
JSLITOZ,O,X,X,X,X,X,X,X,X,X,O,X
JSLIZTO,O,X,X,X,X,X,X,X,X,X,X,X
JSLIZOT,O,X,O,X,X,X,X,X,O,X,X,X
JSLIOTZ,O,O,O,X,X,O,X,X,X,X,X,X
JSLIOZT,O,O,O,X,X,X,X,X,X,X,X,X
JSLZTIO,O,X,X,X,X,X,X,X,X,X,X,X
JSLZTOI,X,O,X,X,X,X,X,X,X,X,X,X
JSLZITO,O,X,X,X,X,X,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,X,O,X,X,X
JSLZOTI,O,O,O,X,X,X,X,X,O,X,X,X
JSLZOIT,O,O,O,X,X,X,X,X,O,X,X,X
JSLOTIZ,O,O,O,O,X,O,X,X,X,X,X,X
JSLOTZI,O,X,O,O,X,O,X,X,O,X,X,X
JSLOITZ,O,O,O,O,X,O,X,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X,X,X,X,X,X
JSLOZTI,O,O,O,X,X,X,X,X,O,X,X,X
JSLOZIT,O,O,O,X,X,X,X,X,O,X,X,X
JSZTILO,O,X,X,X,X,X,X,X,X,O,O,X
JSZTIOL,X,X,X,X,X,X,X,X,X,O,O,X
JSZTLIO,O,X,X,X,X,X,X,X,X,O,X,X
JSZTLOI,X,O,X,X,X,X,X,X,X,O,X,X
JSZTOIL,X,O,X,O,O,X,X,X,X,O,X,X
JSZTOLI,X,O,X,O,O,X,X,X,X,O,X,X
JSZITLO,O,X,X,X,X,X,X,X,X,O,O,X
JSZITOL,X,X,X,X,X,X,X,X,X,O,O,X
JSZILTO,O,X,X,X,X,X,X,X,X,O,X,X
JSZILOT,O,O,X,X,X,X,X,X,O,X,X,X
JSZIOTL,O,O,X,X,X,X,X,X,O,O,X,X
JSZIOLT,O,O,X,X,X,X,X,X,O,X,X,X
JSZLTIO,O,X,X,X,X,X,X,X,X,O,X,X
JSZLTOI,X,O,X,X,X,X,X,X,X,O,X,X
JSZLITO,O,X,X,X,X,X,X,X,X,O,X,X
JSZLIOT,O,O,X,X,X,X,X,X,O,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X,O,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X,O,X,X,X
JSZOTIL,O,O,X,O,O,X,X,X,O,O,X,X
JSZOTLI,O,O,O,O,O,X,X,X,O,O,X,X
JSZOITL,O,O,X,O,O,X,X,X,O,O,X,X
JSZOILT,O,O,O,X,X,X,X,X,O,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X,O,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X,O,X,X,X
JSOTILZ,O,O,O,O,O,O,X,X,X,X,O,X
JSOTIZL,X,X,O,O,O,O,X,X,X,X,O,X
JSOTLIZ,O,O,O,O,O,O,X,X,X,X,X,X
JSOTLZI,O,X,O,O,O,O,X,X,O,X,X,X
JSOTZIL,O,X,X,O,O,O,X,X,O,X,X,X
JSOTZLI,O,X,O,O,O,O,X,X,O,X,X,X
JSOITLZ,O,O,O,O,O,O,X,X,X,X,O,X
JSOITZL,X,X,O,O,O,O,X,X,X,X,O,X
JSOILTZ,O,O,O,O,X,O,X,X,X,X,X,X
JSOILZT,O,O,O,X,X,X,X,X,X,X,X,X
JSOIZTL,O,O,O,O,X,X,X,X,X,X,X,X
JSOIZLT,O,O,O,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,O,X,X,X,X,X,X
JSOLTZI,O,X,O,O,X,O,X,X,O,X,X,X
JSOLITZ,O,O,O,O,X,O,X,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X,X,X,X,X,X
JSOLZTI,O,O,O,X,X,X,X,X,O,X,X,X
JSOLZIT,O,O,O,X,X,X,X,X,O,X,X,X
JSOZTIL,O,O,X,O,X,X,X,X,O,X,X,X
JSOZTLI,O,O,O,O,X,X,X,X,O,X,X,X
JSOZITL,O,O,O,O,X,X,X,X,O,X,X,X
JSOZILT,O,O,O,X,X,X,X,X,O,X,X,X
JSOZLTI,O,O,O,X,X,X,X,X,O,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X,O,X,X,X
JZTILSO,O,X,X,X,X,X,X,O,X,X,X,X
JZTILOS,O,X,X,X,X,X,X,O,X,X,X,X
JZTISLO,O,X,X,X,X,X,X,X,X,X,X,X
JZTISOL,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,X,X,X,O,X,X,O,X,X,X,X
JZTIOSL,X,X,X,X,O,X,X,X,X,X,X,X
JZTLISO,O,X,X,X,X,X,X,O,X,X,X,X
JZTLIOS,O,X,X,X,X,X,X,O,X,X,X,X
JZTLSIO,X,X,X,X,X,X,X,O,X,X,X,X
JZTLSOI,X,X,X,X,X,X,X,O,X,X,X,X
JZTLOIS,X,X,X,X,O,X,X,O,X,X,X,X
JZTLOSI,X,X,X,X,O,X,X,O,X,X,X,X
JZTSILO,O,X,X,X,X,X,X,X,X,O,X,X
JZTSIOL,X,X,X,X,X,X,X,X,X,O,X,X
JZTSLIO,O,X,X,X,X,X,X,O,X,O,X,X
JZTSLOI,X,X,X,X,X,X,X,O,X,O,X,X
JZTSOIL,X,X,X,O,O,X,X,X,X,O,X,X
JZTSOLI,X,X,X,O,O,X,X,O,X,O,X,X
JZTOILS,X,X,X,O,O,X,X,O,X,X,X,X
JZTOISL,X,X,X,O,O,X,X,X,X,X,X,X
JZTOLIS,X,X,X,O,O,X,X,O,X,X,X,X
JZTOLSI,X,X,X,O,O,X,X,O,X,X,X,X
JZTOSIL,X,X,X,O,O,X,X,X,X,X,X,X
JZTOSLI,X,X,X,O,O,X,X,O,X,X,X,X
JZITLSO,O,X,X,X,X,X,X,O,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,O,X,X,X,X
JZITSLO,O,X,X,X,X,X,X,X,X,X,X,X
JZITSOL,X,X,X,X,X,X,X,X,X,X,X,X
JZITOLS,X,X,X,X,O,X,X,O,X,X,X,X
JZITOSL,X,X,X,X,O,X,X,X,X,X,X,X
JZILTSO,O,X,X,X,X,X,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,X,X,X,X
JZILSTO,O,X,X,X,X,X,O,X,X,X,X,X
JZILSOT,O,X,X,X,X,X,O,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,O,X,X,X,X,X
JZISTLO,O,X,X,X,X,X,O,X,X,X,O,X
JZISTOL,X,X,X,X,X,X,X,X,X,X,O,X
JZISLTO,O,X,X,X,X,X,O,X,X,X,X,X
JZISLOT,O,X,X,X,X,X,O,X,O,X,X,X
JZISOTL,O,X,X,X,X,X,X,X,O,X,X,X
JZISOLT,O,X,X,X,X,X,X,X,O,X,X,X
JZIOTLS,O,X,X,X,O,X,X,O,X,X,X,X
JZIOTSL,O,X,X,X,O,X,X,X,O,X,X,X
JZIOLTS,O,X,X,X,O,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,X,X,X,O,X,X,X,O,X,X,X
JZIOSLT,O,X,X,X,X,X,X,X,O,X,X,X
JZLTISO,O,X,X,X,X,X,X,O,X,X,X,X
JZLTIOS,O,X,X,X,X,X,X,O,X,X,X,X
JZLTSIO,X,X,X,X,X,X,X,O,X,X,X,X
JZLTSOI,X,X,X,X,X,X,X,O,X,X,X,X
JZLTOIS,X,X,X,X,O,X,X,O,X,X,X,X
JZLTOSI,X,X,X,X,O,X,X,O,X,X,X,X
JZLITSO,O,X,X,X,X,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,X,X,X,X,O,X,X,X,X,X
JZLISOT,O,X,X,X,X,X,O,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,O,X,X,X,X,X
JZLSTIO,O,X,X,X,X,X,O,X,X,X,X,X
JZLSTOI,X,X,X,X,X,X,O,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,O,X,X,X,X,X
JZLSIOT,O,X,X,X,X,X,O,X,X,X,X,X
JZLSOTI,X,X,O,X,X,X,O,X,X,X,X,X
JZLSOIT,O,X,O,X,X,X,O,X,X,X,X,X
JZLOTIS,O,X,X,X,O,X,X,O,X,X,X,X
JZLOTSI,X,X,O,X,O,X,X,O,X,X,X,X
JZLOITS,O,X,X,X,O,X,X,X,X,X,X,X
JZLOIST,O,X,O,X,X,X,O,X,X,X,X,X
JZLOSTI,X,X,O,X,X,X,O,X,X,X,X,X
JZLOSIT,O,X,O,X,X,X,O,X,X,X,X,X
JZSTILO,O,X,X,X,X,X,O,X,X,O,O,X
JZSTIOL,X,X,X,X,X,X,X,X,X,O,O,X
JZSTLIO,O,X,X,X,X,X,O,O,X,O,X,X
JZSTLOI,X,O,X,X,X,X,O,O,X,O,X,X
JZSTOIL,X,O,X,O,O,X,X,X,X,O,X,X
JZSTOLI,X,O,X,O,O,X,X,O,X,O,X,X
JZSITLO,O,X,X,X,X,X,O,X,X,O,O,X
JZSITOL,X,X,X,X,X,X,X,X,X,O,O,X
JZSILTO,O,X,X,X,X,X,O,X,X,O,X,X
JZSILOT,O,O,X,X,X,X,O,X,O,X,X,X
JZSIOTL,O,O,X,X,X,X,X,X,O,O,X,X
JZSIOLT,O,O,X,X,X,X,X,X,O,X,X,X
JZSLTIO,O,X,X,X,X,X,O,X,X,O,X,X
JZSLTOI,X,O,X,X,X,X,O,X,X,O,X,X
JZSLITO,O,X,X,X,X,X,O,X,X,O,X,X
JZSLIOT,O,O,X,X,X,X,O,X,O,X,X,X
JZSLOTI,O,O,O,X,X,X,O,X,O,X,X,X
JZSLOIT,O,O,O,X,X,X,O,X,O,X,X,X
JZSOTIL,O,O,X,O,O,X,X,X,O,O,X,X
JZSOTLI,O,O,O,O,O,X,X,O,O,O,X,X
JZSOITL,O,O,X,O,O,X,X,X,O,O,X,X
JZSOILT,O,O,O,X,X,X,X,X,O,X,X,X
JZSOLTI,O,O,O,X,X,X,X,X,O,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X,O,X,X,X
JZOTILS,O,X,X,O,O,X,X,O,X,X,X,X
JZOTISL,O,X,X,O,O,X,X,X,O,X,X,X
JZOTLIS,O,X,X,O,O,X,X,O,X,X,X,X
JZOTLSI,X,X,O,O,O,X,X,O,X,X,X,X
JZOTSIL,O,X,X,O,O,X,X,X,O,X,X,X
JZOTSLI,O,X,O,O,O,X,X,O,O,X,X,X
JZOITLS,O,X,X,O,O,X,X,O,X,X,X,X
JZOITSL,O,X,X,O,O,X,X,X,O,X,X,X
JZOILTS,O,X,X,X,O,X,X,X,X,X,X,X
JZOILST,O,X,O,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,X,X,O,X,X,X,O,X,X,X
JZOISLT,O,O,O,X,X,X,X,X,O,X,X,X
JZOLTIS,O,X,X,X,O,X,X,O,X,X,X,X
JZOLTSI,X,X,O,X,O,X,X,O,X,X,X,X
JZOLITS,O,X,X,X,O,X,X,X,X,X,X,X
JZOLIST,O,X,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,O,X,X,X,O,X,X,X
JZOSTLI,O,O,O,X,O,X,X,O,O,X,X,X
JZOSITL,O,O,X,X,O,X,X,X,O,X,X,X
JZOSILT,O,O,O,X,X,X,X,X,O,X,X,X
JZOSLTI,O,O,O,X,X,X,X,X,O,X,X,X
JZOSLIT,O,O,O,X,X,X,X,X,O,X,X,X
JOTILSZ,O,X,X,O,O,X,X,X,X,X,X,X
JOTILZS,O,X,X,O,O,X,X,X,X,X,X,X
JOTISLZ,O,X,X,O,O,O,X,X,X,X,X,X
JOTISZL,X,X,X,O,O,O,X,X,X,X,X,X
JOTIZLS,O,X,X,O,O,X,X,X,X,X,X,X
JOTIZSL,O,X,X,O,O,O,X,X,X,X,X,X
JOTLISZ,O,X,O,O,O,X,X,X,X,X,X,X
JOTLIZS,O,X,O,O,O,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,O,O,X,X,X,X,X,X,X
JOTLSZI,O,X,O,O,O,X,X,X,X,X,X,X
JOTLZIS,O,X,X,O,O,X,X,O,X,X,X,X
JOTLZSI,X,X,O,O,O,X,X,O,X,X,X,X
JOTSILZ,O,X,O,O,O,O,X,X,X,X,X,X
JOTSIZL,X,X,O,O,O,O,X,X,X,X,X,X
JOTSLIZ,O,X,O,O,O,O,X,X,X,X,X,X
JOTSLZI,O,X,O,O,O,O,X,X,O,X,X,X
JOTSZIL,O,X,X,O,O,O,X,X,O,X,X,X
JOTSZLI,O,X,O,O,O,O,X,X,O,X,X,X
JOTZILS,O,X,X,O,O,X,X,O,X,X,X,X
JOTZISL,O,X,X,O,O,O,X,X,O,X,X,X
JOTZLIS,O,X,X,O,O,X,X,O,X,X,X,X
JOTZLSI,X,X,O,O,O,X,X,O,X,X,X,X
JOTZSIL,O,X,X,O,O,O,X,X,O,X,X,X
JOTZSLI,O,X,O,O,O,O,X,O,O,X,X,X
JOITLSZ,O,X,X,O,O,X,X,X,X,X,X,X
JOITLZS,O,X,X,O,O,X,X,X,X,X,X,X
JOITSLZ,O,X,X,O,O,O,X,X,X,X,X,X
JOITSZL,X,X,X,O,O,O,X,X,X,X,X,X
JOITZLS,O,X,X,O,O,X,X,X,X,X,X,X
JOITZSL,O,X,X,O,O,O,X,X,X,X,X,X
JOILTSZ,O,X,O,O,O,X,X,X,X,X,X,X
JOILTZS,O,X,O,O,O,X,X,X,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X,X,X,X,X
JOILSZT,O,O,O,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,O,X,X,X,X,X,X,X,X,X
JOILZST,O,X,O,X,X,X,X,X,X,X,X,X
JOISTLZ,O,O,O,O,O,O,X,X,X,X,O,X
JOISTZL,X,X,O,O,O,O,X,X,X,X,O,X
JOISLTZ,O,O,O,O,X,O,X,X,X,X,X,X
JOISLZT,O,O,O,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,O,O,X,X,X,X,X,X,X,X
JOISZLT,O,O,O,X,X,X,X,X,X,X,X,X
JOIZTLS,O,X,X,O,O,X,X,X,X,X,X,X
JOIZTSL,O,X,X,O,O,X,X,X,X,X,X,X
JOIZLTS,O,X,X,X,O,X,X,X,X,X,X,X
JOIZLST,O,X,O,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,X,O,X,X,X,X,X,X,X
JOIZSLT,O,O,O,X,X,X,X,X,X,X,X,X
JOLTISZ,O,X,O,O,O,X,X,X,X,X,X,X
JOLTIZS,O,X,O,O,O,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,O,O,X,X,X,X,X,X,X
JOLTSZI,O,X,O,O,O,X,X,X,X,X,X,X
JOLTZIS,O,X,X,O,O,X,X,X,X,X,X,X
JOLTZSI,X,X,O,O,O,X,X,X,X,X,X,X
JOLITSZ,O,X,O,O,O,X,X,X,X,X,X,X
JOLITZS,O,X,O,O,O,X,X,X,X,X,X,X
JOLISTZ,O,O,O,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,O,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,O,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,X,X,X,X,X,X,X,X
JOLSTZI,O,X,O,X,X,X,X,X,X,X,X,X
JOLSITZ,O,O,O,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,O,X,X,X,X,X,X,X,X,X
JOLSZTI,O,O,O,X,X,X,X,X,X,X,X,X
JOLSZIT,O,O,O,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,X,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,O,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,O,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,O,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,O,O,O,O,X,X,X,X,O,X
JOSTIZL,X,X,O,O,O,O,X,X,X,X,O,X
JOSTLIZ,O,O,O,O,O,O,X,X,X,X,X,X
JOSTLZI,O,X,O,O,O,O,X,X,O,X,X,X
JOSTZIL,O,X,X,O,O,O,X,X,O,X,X,X
JOSTZLI,O,X,O,O,O,O,X,X,O,X,X,X
JOSITLZ,O,O,O,O,O,O,X,X,X,X,O,X
JOSITZL,X,X,O,O,O,O,X,X,X,X,O,X
JOSILTZ,O,O,O,O,X,O,X,X,X,X,X,X
JOSILZT,O,O,O,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,O,O,X,X,X,X,X,X,X,X
JOSIZLT,O,O,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,O,X,O,X,X,X,X,X,X
JOSLTZI,O,X,O,O,X,O,X,X,O,X,X,X
JOSLITZ,O,O,O,O,X,O,X,X,X,X,X,X
JOSLIZT,O,O,O,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X,X,O,X,X,X
