sequence,v115@9gA8IeB8HeB8GeE8DeB8JeaFJvhFRhBGjBzlB8sB3r?BFsB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lB0nBir?BWxB,v115@9gA8IeB8HeB8GeE8DeB8JeFAJvhFxhBTjB3lBcrB2s?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFzhBcoBilBFrBXs?BusB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFWnBTjBxqBlsBar?BXsB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFFhBXiBTjBmqBRs?BSxB,v115@9gA8IeB8HeB8GeE8DeB8JeUAJvhFTjBxmB3lBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8Je3AJvhFTjBxmBUlBCnB2w?BlsB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFcmBSoBTlB/sBmn?B1wB,v115@9gA8IeB8HeB8GeE8DeB8JeRAJvhFUiB2qBXoBzrBFr?BCtB
JIOTZSL,X,X,O,X,O,O,O,O,X,X
JIOLTSZ,O,X,X,X,X,O,X,X,X,X
JIOLTZS,O,X,O,X,X,O,X,X,X,X
JIOLSTZ,O,X,X,X,X,O,X,O,X,X
JIOLSZT,O,X,X,X,X,O,X,O,X,X
JIOLZTS,O,X,O,X,X,O,O,X,X,X
JIOLZST,O,X,O,X,X,O,O,X,X,X
JIOSTLZ,O,X,X,X,X,O,X,O,X,O
JIOSTZL,X,X,O,X,X,O,X,O,X,O
JIOSLTZ,O,X,X,X,X,O,X,O,X,X
JIOSLZT,O,X,X,X,X,O,X,O,X,X
JIOSZTL,X,X,O,X,X,O,O,O,X,O
JIOSZLT,O,X,O,X,X,O,O,O,X,X
JIOZTLS,O,X,O,X,O,O,O,X,X,X
JIOZTSL,X,X,O,X,O,O,O,X,X,X
JIOZLTS,O,X,O,X,X,O,O,X,X,X
JIOZLST,O,X,O,X,X,O,O,X,X,X
JIOZSTL,O,X,O,X,X,O,O,O,X,O
JIOZSLT,O,X,O,X,X,O,O,O,X,X
JLTISZO,X,X,X,O,X,O,X,X,X,X
JLTISOZ,X,X,X,O,X,O,X,O,X,X
JLTIZSO,X,X,X,O,X,O,X,X,X,X
JLTIZOS,X,X,X,X,X,O,O,X,X,X
JLTIOSZ,X,X,X,O,X,O,X,O,X,X
JLTIOZS,X,X,O,X,X,O,O,X,X,X
JLTSIZO,X,X,X,O,X,X,X,X,X,X
JLTSIOZ,X,X,X,O,X,X,X,X,X,X
JLTSZIO,X,X,O,O,X,X,X,X,X,X
JLTSZOI,X,X,O,O,X,X,X,X,X,X
JLTSOIZ,O,X,X,O,X,X,X,X,X,X
JLTSOZI,X,X,O,O,X,X,X,X,X,X
JLTZISO,X,X,X,O,X,O,X,X,X,X
JLTZIOS,X,O,O,X,X,O,O,X,X,X
JLTZSIO,X,X,X,O,X,X,X,X,X,X
JLTZSOI,O,X,X,O,X,X,X,X,X,X
JLTZOIS,O,O,O,X,X,O,O,X,X,X
JLTZOSI,O,X,X,X,X,X,X,X,X,X
JLTOISZ,O,X,X,O,X,O,X,O,X,X
JLTOIZS,O,X,O,X,X,O,O,X,X,X
JLTOSIZ,O,X,X,O,X,X,X,X,X,X
JLTOSZI,X,X,O,O,X,X,X,X,X,X
JLTOZIS,O,X,O,X,X,O,O,X,X,X
JLTOZSI,O,X,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,O,X,O,X,X,X,X
JLITSOZ,X,X,X,O,X,O,X,X,X,X
JLITZSO,X,X,X,O,X,O,X,X,X,X
JLITZOS,X,X,X,X,X,O,X,X,X,X
JLITOSZ,X,X,X,O,X,O,X,X,X,X
JLITOZS,X,X,O,X,X,O,X,X,X,X
JLISTZO,X,X,X,X,X,O,X,X,X,X
JLISTOZ,X,X,X,X,X,O,X,X,X,X
JLISZTO,X,X,X,X,X,O,X,X,X,X
JLISZOT,X,X,X,X,X,O,X,X,X,X
JLISOTZ,O,X,X,X,X,O,X,O,X,X
JLISOZT,O,X,X,X,X,O,X,O,X,X
JLIZTSO,X,X,X,O,X,O,X,X,X,X
JLIZTOS,X,X,O,X,X,O,X,X,X,X
JLIZSTO,X,X,O,X,X,O,X,X,X,X
JLIZSOT,O,X,O,X,X,O,X,X,X,X
JLIZOTS,O,X,O,X,X,O,O,X,X,X
JLIZOST,O,X,O,X,X,O,O,X,X,X
JLIOTSZ,O,X,X,X,X,O,X,X,X,X
JLIOTZS,O,X,O,X,X,O,X,X,X,X
JLIOSTZ,O,X,X,X,X,O,X,O,X,X
JLIOSZT,O,X,X,X,X,O,X,O,X,X
JLIOZTS,O,X,O,X,X,O,O,X,X,X
JLIOZST,O,X,O,X,X,O,O,X,X,X
JLSTIZO,X,O,X,X,X,X,X,X,X,X
JLSTIOZ,X,O,X,X,X,X,X,X,X,X
JLSTZIO,X,O,O,X,X,X,X,X,X,X
JLSTZOI,X,O,O,X,X,X,X,X,X,X
JLSTOIZ,O,O,X,X,X,X,X,X,X,X
JLSTOZI,X,X,O,X,X,X,X,X,X,X
JLSITZO,X,O,X,X,X,X,X,X,X,X
JLSITOZ,X,O,X,X,X,X,X,X,X,X
JLSIZTO,X,O,X,X,X,X,X,X,X,X
JLSIZOT,X,O,X,X,X,X,X,X,X,X
JLSIOTZ,O,O,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,X,X
JLSZTIO,X,O,X,X,X,X,X,X,X,X
JLSZTOI,O,O,X,X,X,X,X,X,X,X
JLSZITO,X,O,X,X,X,X,X,X,X,X
JLSZIOT,O,O,X,X,X,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,X,X,X,X,X,X,O
JLSOTZI,X,X,O,X,X,X,X,X,O,O
JLSOITZ,O,O,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X,O
JLSOZIT,O,X,X,X,X,X,X,X,X,X
JLZTISO,X,X,X,O,X,O,X,X,X,X
JLZTIOS,X,O,O,X,X,O,O,X,X,X
JLZTSIO,X,X,X,O,X,X,X,X,X,X
JLZTSOI,O,X,X,O,X,X,X,X,X,X
JLZTOIS,O,O,O,X,X,O,O,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,O,X,O,X,X,X,X
JLZITOS,X,O,O,X,X,O,X,X,X,X
JLZISTO,X,O,O,X,X,O,X,X,X,X
JLZISOT,O,O,O,X,X,O,X,X,X,X
JLZIOTS,O,O,O,X,X,O,O,X,X,X
JLZIOST,O,O,O,X,X,O,O,X,X,X
JLZSTIO,X,O,O,X,X,X,X,X,X,X
JLZSTOI,O,O,O,X,X,X,X,X,X,X
JLZSITO,X,O,O,X,X,X,X,X,X,X
JLZSIOT,O,O,O,X,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,X,X,X
JLZSOIT,O,O,O,X,X,X,X,X,X,X
JLZOTIS,O,O,O,X,X,O,O,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X,X
JLZOITS,O,O,O,X,X,O,O,X,X,X
JLZOIST,O,O,O,X,X,O,O,X,X,X
JLZOSTI,O,O,O,X,X,X,X,X,X,X
JLZOSIT,O,O,O,X,X,X,X,X,X,X
JLOTISZ,O,X,X,X,X,O,X,O,X,X
JLOTIZS,O,X,O,X,X,O,O,X,X,X
JLOTSIZ,O,X,X,X,X,X,X,X,X,X
JLOTSZI,X,X,O,X,X,X,X,X,X,X
JLOTZIS,O,X,O,X,X,O,O,X,X,X
JLOTZSI,O,X,X,X,X,X,X,X,X,X
JLOITSZ,O,X,X,X,X,O,X,X,X,X
JLOITZS,O,X,O,X,X,O,X,X,X,X
JLOISTZ,O,X,X,X,X,O,X,O,X,X
JLOISZT,O,X,X,X,X,O,X,O,X,X
JLOIZTS,O,X,O,X,X,O,O,X,X,X
JLOIZST,O,X,O,X,X,O,O,X,X,X
JLOSTIZ,O,O,X,X,X,X,X,X,X,O
JLOSTZI,X,X,O,X,X,X,X,X,O,O
JLOSITZ,O,O,X,X,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X,O
JLOSZIT,O,X,X,X,X,X,X,X,X,X
JLOZTIS,O,X,O,X,X,O,O,X,X,X
JLOZTSI,O,X,X,X,X,X,X,X,X,X
JLOZITS,O,X,O,X,X,O,O,X,X,X
JLOZIST,O,X,O,X,X,O,O,X,X,X
JLOZSTI,O,X,O,X,X,X,X,X,X,O
JLOZSIT,O,X,O,X,X,X,X,X,X,X
JSTILZO,X,O,X,O,X,O,X,X,X,X
JSTILOZ,X,O,X,O,X,O,X,O,X,X
JSTIZLO,X,X,O,O,X,O,X,X,X,X
JSTIZOL,X,O,O,X,X,O,O,O,X,X
JSTIOLZ,X,O,X,X,X,O,X,O,X,X
JSTIOZL,X,O,O,X,X,O,O,O,X,X
JSTLIZO,X,O,X,O,X,X,X,X,X,X
JSTLIOZ,X,O,X,O,X,X,X,X,X,X
JSTLZIO,X,O,O,O,X,X,X,X,X,X
JSTLZOI,X,O,O,O,X,X,X,X,X,X
JSTLOIZ,O,O,X,O,X,X,X,X,X,X
JSTLOZI,X,X,O,O,X,X,X,X,X,X
JSTZILO,X,X,O,O,X,O,X,X,X,X
JSTZIOL,X,O,O,X,X,O,O,X,X,X
JSTZLIO,X,O,O,O,X,X,X,X,X,X
JSTZLOI,X,O,O,O,X,X,X,X,X,X
JSTZOIL,X,O,O,X,X,O,O,X,X,X
JSTZOLI,X,O,O,O,X,X,X,X,X,X
JSTOILZ,O,O,X,X,X,O,X,O,X,O
JSTOIZL,X,O,O,X,X,O,O,O,X,O
JSTOLIZ,O,O,X,O,X,X,X,X,X,O
JSTOLZI,X,X,O,O,X,X,X,X,X,O
JSTOZIL,X,O,O,X,X,O,O,X,X,O
JSTOZLI,X,O,O,O,X,X,X,X,X,O
JSITLZO,X,O,X,O,X,O,X,X,X,X
JSITLOZ,X,O,X,O,X,O,X,X,X,X
JSITZLO,X,X,O,O,X,O,X,X,X,X
JSITZOL,X,O,O,X,X,O,X,X,X,X
JSITOLZ,X,O,X,X,X,O,X,O,X,X
JSITOZL,X,O,O,X,X,O,X,O,X,X
JSILTZO,X,O,X,X,X,O,X,X,X,X
JSILTOZ,X,O,X,X,X,O,X,X,X,X
JSILZTO,X,O,X,X,X,O,X,X,X,X
JSILZOT,X,O,X,X,X,O,X,X,X,X
JSILOTZ,O,O,X,X,X,O,X,O,X,X
JSILOZT,O,X,X,X,X,O,X,O,X,X
JSIZTLO,X,X,O,O,X,O,X,X,X,X
JSIZTOL,X,O,O,X,X,O,X,X,X,X
JSIZLTO,X,X,O,X,X,O,X,X,X,X
JSIZLOT,X,X,O,X,X,O,X,X,X,X
JSIZOTL,X,O,O,X,X,O,O,O,X,X
JSIZOLT,X,X,O,X,X,O,O,O,X,X
JSIOTLZ,O,O,X,X,X,O,X,O,X,O
JSIOTZL,X,O,O,X,X,O,X,O,X,O
JSIOLTZ,O,X,X,X,X,O,X,O,X,X
JSIOLZT,O,X,X,X,X,O,X,O,X,X
JSIOZTL,X,X,O,X,X,O,O,O,X,O
JSIOZLT,O,X,O,X,X,O,O,O,X,X
JSLTIZO,X,O,X,X,X,X,X,X,X,X
JSLTIOZ,X,O,X,X,X,X,X,X,X,X
JSLTZIO,X,O,O,X,X,X,X,X,X,X
JSLTZOI,X,O,O,X,X,X,X,X,X,X
JSLTOIZ,O,O,X,X,X,X,X,X,X,X
JSLTOZI,X,X,O,X,X,X,X,X,X,X
JSLITZO,X,O,X,X,X,X,X,X,X,X
JSLITOZ,X,O,X,X,X,X,X,X,X,X
JSLIZTO,X,O,X,X,X,X,X,X,X,X
JSLIZOT,X,O,X,X,X,X,X,X,X,X
JSLIOTZ,O,O,X,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,X,X,X,X
JSLZTIO,X,O,X,X,X,X,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X,X,X,X
JSLZITO,X,O,X,X,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,X,X,X
JSLZOTI,O,O,X,X,X,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,X,X,X,X,X,X,O
JSLOTZI,X,X,O,X,X,X,X,X,O,O
JSLOITZ,O,O,X,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,X,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,X,O
JSLOZIT,O,X,X,X,X,X,X,X,X,X
JSZTILO,X,X,O,O,X,O,X,X,X,X
JSZTIOL,X,O,O,X,X,O,O,X,X,X
JSZTLIO,X,O,O,O,X,X,X,X,X,X
JSZTLOI,O,O,O,O,X,X,X,X,X,X
JSZTOIL,O,O,O,X,X,O,O,X,X,X
JSZTOLI,O,O,O,O,X,X,X,X,X,X
JSZITLO,X,X,O,O,X,O,X,X,X,X
JSZITOL,X,O,O,X,X,O,X,X,X,X
JSZILTO,X,X,O,X,X,O,X,X,X,X
JSZILOT,O,X,O,X,X,O,X,X,X,X
JSZIOTL,O,O,O,X,X,O,O,X,X,X
JSZIOLT,O,X,O,X,X,O,O,X,X,X
JSZLTIO,X,O,O,X,X,X,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X,X,X,X
JSZLITO,X,O,O,X,X,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X,X,X
JSZOTIL,O,O,O,X,X,O,O,X,X,O
JSZOTLI,O,O,O,O,X,X,X,X,X,O
JSZOITL,O,O,O,X,X,O,O,X,X,O
JSZOILT,O,X,O,X,X,O,O,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X,X,O
JSZOLIT,O,O,O,X,X,X,X,X,X,X
JSOTILZ,O,O,X,X,X,O,X,O,X,O
JSOTIZL,X,O,O,X,X,O,O,O,X,O
JSOTLIZ,O,O,X,O,X,X,X,X,X,O
JSOTLZI,X,X,O,O,X,X,X,X,O,O
JSOTZIL,X,O,O,X,X,O,O,X,O,O
JSOTZLI,X,O,O,O,X,X,X,X,O,O
JSOITLZ,O,O,X,X,X,O,X,O,X,O
JSOITZL,X,O,O,X,X,O,X,O,X,O
JSOILTZ,O,X,X,X,X,O,X,O,X,X
JSOILZT,O,X,X,X,X,O,X,O,X,X
JSOIZTL,O,X,O,X,X,O,O,O,X,O
JSOIZLT,O,X,O,X,X,O,O,O,X,X
JSOLTIZ,O,O,X,X,X,X,X,X,X,O
JSOLTZI,X,X,O,X,X,X,X,X,O,O
JSOLITZ,O,O,X,X,X,X,X,X,X,X
JSOLIZT,O,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X,O
JSOLZIT,O,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,O,X,X,O,O,X,X,O
JSOZTLI,O,O,O,O,X,X,X,X,X,O
JSOZITL,O,O,O,X,X,O,O,X,X,O
JSOZILT,O,X,O,X,X,O,O,X,X,X
JSOZLTI,O,O,O,X,X,X,X,X,X,O
JSOZLIT,O,O,O,X,X,X,X,X,X,X
JZTILSO,X,X,X,O,O,O,X,X,X,X
JZTILOS,X,X,O,X,O,O,O,X,X,X
JZTISLO,X,X,O,O,O,O,X,X,X,X
JZTISOL,X,X,O,X,O,O,O,O,X,X
JZTIOLS,X,O,O,X,O,O,O,X,X,X
JZTIOSL,X,O,O,X,O,O,O,O,X,X
JZTLISO,X,X,X,O,O,O,X,X,X,X
JZTLIOS,X,O,O,X,O,O,O,X,X,X
JZTLSIO,X,X,X,O,X,X,X,X,X,X
JZTLSOI,O,X,X,O,X,X,X,X,X,X
JZTLOIS,O,O,O,X,O,O,O,X,X,X
JZTLOSI,O,X,X,X,X,X,X,X,X,X
JZTSILO,X,X,O,O,O,O,X,X,X,X
JZTSIOL,X,O,O,X,O,O,O,X,X,X
JZTSLIO,X,O,O,O,X,X,X,X,X,X
JZTSLOI,O,O,O,O,X,X,X,X,X,X
JZTSOIL,O,O,O,X,O,O,O,X,X,X
JZTSOLI,O,O,O,O,X,X,X,X,X,X
JZTOILS,O,O,O,X,O,O,O,X,X,X
JZTOISL,X,O,O,X,O,O,O,O,X,X
JZTOLIS,O,O,O,X,O,O,O,X,X,X
JZTOLSI,O,X,X,X,X,X,X,X,X,X
JZTOSIL,O,O,O,X,O,O,O,X,X,X
JZTOSLI,O,O,O,X,X,X,X,X,X,X
JZITLSO,X,X,X,O,O,O,X,X,X,X
JZITLOS,X,X,O,X,O,O,O,X,X,X
JZITSLO,X,X,O,O,O,O,X,X,X,X
JZITSOL,X,X,O,X,O,O,O,X,X,X
JZITOLS,X,O,O,X,O,O,O,X,X,X
JZITOSL,X,O,O,X,O,O,O,X,X,X
JZILTSO,X,X,X,O,X,O,X,X,X,X
JZILTOS,X,O,O,X,X,O,X,X,X,X
JZILSTO,X,O,O,X,X,O,X,X,X,X
JZILSOT,O,O,O,X,X,O,X,X,X,X
JZILOTS,O,O,O,X,X,O,O,X,X,X
JZILOST,O,O,O,X,X,O,O,X,X,X
JZISTLO,X,X,O,O,X,O,X,X,X,X
JZISTOL,X,O,O,X,X,O,X,X,X,X
JZISLTO,X,X,O,X,X,O,X,X,X,X
JZISLOT,O,X,O,X,X,O,X,X,X,X
JZISOTL,O,O,O,X,X,O,O,O,X,X
JZISOLT,O,X,O,X,X,O,O,O,X,X
JZIOTLS,O,O,O,X,O,O,O,X,X,X
JZIOTSL,X,O,O,X,O,O,O,X,X,X
JZIOLTS,O,O,O,X,X,O,O,X,X,X
JZIOLST,O,O,O,X,X,O,O,X,X,X
JZIOSTL,O,O,O,X,X,O,O,O,X,X
JZIOSLT,O,X,O,X,X,O,O,O,X,X
JZLTISO,X,X,X,O,X,O,X,X,X,X
JZLTIOS,X,O,O,X,X,O,O,X,X,X
JZLTSIO,X,X,X,O,X,X,X,X,X,X
JZLTSOI,O,X,X,O,X,X,X,X,X,X
JZLTOIS,O,O,O,X,X,O,O,X,X,X
JZLTOSI,O,X,X,X,X,X,X,X,X,X
JZLITSO,X,X,X,O,X,O,X,X,X,X
JZLITOS,X,O,O,X,X,O,X,X,X,X
JZLISTO,X,O,O,X,X,O,X,X,X,X
JZLISOT,O,O,O,X,X,O,X,X,X,X
JZLIOTS,O,O,O,X,X,O,O,X,X,X
JZLIOST,O,O,O,X,X,O,O,X,X,X
JZLSTIO,X,O,O,X,X,X,X,X,X,X
JZLSTOI,O,O,O,X,X,X,X,X,X,X
JZLSITO,X,O,O,X,X,X,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X,X,X,X
JZLOTIS,O,O,O,X,X,O,O,X,X,X
JZLOTSI,O,X,X,X,X,X,X,X,X,X
JZLOITS,O,O,O,X,X,O,O,X,X,X
JZLOIST,O,O,O,X,X,O,O,X,X,X
JZLOSTI,O,O,O,X,X,X,X,X,X,X
JZLOSIT,O,O,O,X,X,X,X,X,X,X
JZSTILO,X,X,O,O,X,O,X,X,X,X
JZSTIOL,X,O,O,X,X,O,O,X,X,X
JZSTLIO,X,O,O,O,X,X,X,X,X,X
JZSTLOI,O,O,O,O,X,X,X,X,X,X
JZSTOIL,O,O,O,X,X,O,O,X,X,X
JZSTOLI,O,O,O,O,X,X,X,X,X,X
JZSITLO,X,X,O,O,X,O,X,X,X,X
JZSITOL,X,O,O,X,X,O,X,X,X,X
JZSILTO,X,X,O,X,X,O,X,X,X,X
JZSILOT,O,X,O,X,X,O,X,X,X,X
JZSIOTL,O,O,O,X,X,O,O,X,X,X
JZSIOLT,O,X,O,X,X,O,O,X,X,X
JZSLTIO,X,O,O,X,X,X,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X,X,X,X
JZSLITO,X,O,O,X,X,X,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X,X,X
JZSOTIL,O,O,O,X,X,O,O,X,X,O
JZSOTLI,O,O,O,O,X,X,X,X,X,O
JZSOITL,O,O,O,X,X,O,O,X,X,O
JZSOILT,O,X,O,X,X,O,O,X,X,X
JZSOLTI,O,O,O,X,X,X,X,X,X,O
JZSOLIT,O,O,O,X,X,X,X,X,X,X
JZOTILS,O,O,O,X,O,O,O,X,X,X
JZOTISL,X,O,O,X,O,O,O,O,X,X
JZOTLIS,O,O,O,X,O,O,O,X,X,X
JZOTLSI,O,X,X,X,X,X,X,X,X,X
JZOTSIL,O,O,O,X,O,O,O,X,X,O
JZOTSLI,O,O,O,X,X,X,X,X,X,O
JZOITLS,O,O,O,X,O,O,O,X,X,X
JZOITSL,X,O,O,X,O,O,O,X,X,X
JZOILTS,O,O,O,X,X,O,O,X,X,X
JZOILST,O,O,O,X,X,O,O,X,X,X
JZOISTL,O,O,O,X,X,O,O,O,X,O
JZOISLT,O,X,O,X,X,O,O,O,X,X
JZOLTIS,O,O,O,X,X,O,O,X,X,X
JZOLTSI,O,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,O,X,X,O,O,X,X,X
JZOLIST,O,O,O,X,X,O,O,X,X,X
JZOLSTI,O,O,O,X,X,X,X,X,X,O
JZOLSIT,O,O,O,X,X,X,X,X,X,X
JZOSTIL,O,O,O,X,X,O,O,X,X,O
JZOSTLI,O,O,O,X,X,X,X,X,X,O
JZOSITL,O,O,O,X,X,O,O,X,X,O
JZOSILT,O,X,O,X,X,O,O,X,X,X
JZOSLTI,O,O,O,X,X,X,X,X,X,O
JZOSLIT,O,O,O,X,X,X,X,X,X,X
JOTILSZ,O,X,X,X,O,O,X,O,X,X
JOTILZS,O,X,O,X,O,O,O,X,X,X
JOTISLZ,X,X,X,X,O,O,X,O,X,X
JOTISZL,X,X,O,X,O,O,O,O,X,X
JOTIZLS,X,X,O,X,O,O,O,X,X,X
JOTIZSL,X,X,O,X,O,O,O,O,X,X
JOTLISZ,O,X,X,X,O,O,X,O,X,X
JOTLIZS,O,X,O,X,O,O,O,X,X,X
JOTLSIZ,O,X,X,X,X,X,X,X,X,X
JOTLSZI,X,X,O,X,X,X,X,X,X,X
JOTLZIS,O,X,O,X,O,O,O,X,X,X
JOTLZSI,O,X,X,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,O,O,X,O,X,O
JOTSIZL,X,O,O,X,O,O,O,O,X,O
JOTSLIZ,O,O,X,X,X,X,X,X,X,O
JOTSLZI,X,X,O,X,X,X,X,X,O,O
JOTSZIL,X,O,O,X,O,O,O,X,O,O
JOTSZLI,X,O,O,X,X,X,X,X,O,O
JOTZILS,O,O,O,X,O,O,O,X,X,X
JOTZISL,X,O,O,X,O,O,O,O,O,X
JOTZLIS,O,O,O,X,O,O,O,X,X,X
JOTZLSI,O,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,O,O,O,X,O,O
JOTZSLI,O,O,O,X,X,X,X,X,O,O
JOITLSZ,O,X,X,X,O,O,X,O,X,X
JOITLZS,O,X,O,X,O,O,O,X,X,X
JOITSLZ,X,X,X,X,O,O,X,O,X,X
JOITSZL,X,X,O,X,O,O,O,O,X,X
JOITZLS,X,X,O,X,O,O,O,X,X,X
JOITZSL,X,X,O,X,O,O,O,O,X,X
JOILTSZ,O,X,X,X,X,O,X,X,X,X
JOILTZS,O,X,O,X,X,O,X,X,X,X
JOILSTZ,O,X,X,X,X,O,X,O,X,X
JOILSZT,O,X,X,X,X,O,X,O,X,X
JOILZTS,O,X,O,X,X,O,O,X,X,X
JOILZST,O,X,O,X,X,O,O,X,X,X
JOISTLZ,O,X,X,X,X,O,X,O,X,O
JOISTZL,X,X,O,X,X,O,X,O,X,O
JOISLTZ,O,X,X,X,X,O,X,O,X,X
JOISLZT,O,X,X,X,X,O,X,O,X,X
JOISZTL,O,X,O,X,X,O,O,O,X,O
JOISZLT,O,X,O,X,X,O,O,O,X,X
JOIZTLS,O,X,O,X,O,O,O,X,X,X
JOIZTSL,X,X,O,X,O,O,O,X,X,X
JOIZLTS,O,X,O,X,X,O,O,X,X,X
JOIZLST,O,X,O,X,X,O,O,X,X,X
JOIZSTL,O,X,O,X,X,O,O,O,X,O
JOIZSLT,O,X,O,X,X,O,O,O,X,X
JOLTISZ,O,X,X,X,X,O,X,O,X,X
JOLTIZS,O,X,O,X,X,O,O,X,X,X
JOLTSIZ,O,X,X,X,X,X,X,X,X,X
JOLTSZI,X,X,O,X,X,X,X,X,X,X
JOLTZIS,O,X,O,X,X,O,O,X,X,X
JOLTZSI,O,X,X,X,X,X,X,X,X,X
JOLITSZ,O,X,X,X,X,O,X,X,X,X
JOLITZS,O,X,O,X,X,O,X,X,X,X
JOLISTZ,O,X,X,X,X,O,X,O,X,X
JOLISZT,O,X,X,X,X,O,X,O,X,X
JOLIZTS,O,X,O,X,X,O,O,X,X,X
JOLIZST,O,X,O,X,X,O,O,X,X,X
JOLSTIZ,O,O,X,X,X,X,X,X,X,O
JOLSTZI,X,X,O,X,X,X,X,X,O,O
JOLSITZ,O,O,X,X,X,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,X,O
JOLSZIT,O,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,O,X,X,O,O,X,X,X
JOLZTSI,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,O,X,X,O,O,X,X,X
JOLZIST,O,X,O,X,X,O,O,X,X,X
JOLZSTI,O,X,O,X,X,X,X,X,X,O
JOLZSIT,O,X,O,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,O,X,O,X,O
JOSTIZL,X,O,O,X,X,O,O,O,X,O
JOSTLIZ,O,O,X,X,X,X,X,X,X,O
JOSTLZI,X,X,O,X,X,X,X,X,O,O
JOSTZIL,X,O,O,X,X,O,O,X,O,O
JOSTZLI,X,O,O,X,X,X,X,X,O,O
JOSITLZ,O,O,X,X,X,O,X,O,X,O
JOSITZL,X,O,O,X,X,O,X,O,X,O
JOSILTZ,O,X,X,X,X,O,X,O,X,X
JOSILZT,O,X,X,X,X,O,X,O,X,X
JOSIZTL,O,X,O,X,X,O,O,O,X,O
JOSIZLT,O,X,O,X,X,O,O,O,X,X
JOSLTIZ,O,O,X,X,X,X,X,X,X,O
JOSLTZI,X,X,O,X,X,X,X,X,O,O
JOSLITZ,O,O,X,X,X,X,X,X,X,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,X,O
JOSLZIT,O,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,O,X,X,O,O,X,X,O
JOSZTLI,O,O,O,X,X,X,X,X,X,O
JOSZITL,O,O,O,X,X,O,O,X,X,O
JOSZILT,O,X,O,X,X,O,O,X,X,X
JOSZLTI,O,O,O,X,X,X,X,X,X,O
JOSZLIT,O,O,O,X,X,X,X,X,X,X
JOZTILS,O,O,O,X,O,O,O,X,X,X
JOZTISL,X,O,O,X,O,O,O,O,X,X
JOZTLIS,O,O,O,X,O,O,O,X,X,X
JOZTLSI,O,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,X,O,O,O,X,X,O
JOZTSLI,O,O,O,X,X,X,X,X,X,O
JOZITLS,O,O,O,X,O,O,O,X,X,X
JOZITSL,X,O,O,X,O,O,O,X,X,X
JOZILTS,O,O,O,X,X,O,O,X,X,X
JOZILST,O,O,O,X,X,O,O,X,X,X
