sequence,v115@QhC8GeF8AeA8AeB8Je2EJvhFRgBzhBCjB3lB8sBlrB,v115@QhC8GeF8AeA8AeB8JeT/IvhFxhBXjBilBurB0lBlsB,v115@QhC8GeF8AeA8AeB8JeT/IvhFigB3hB5nBOoB1qB8rB,v115@QhC8GeF8AeA8AeB8JeT/IvhFigBWnBxiB3lB8sBlrB,v115@QhC8GeF8AeA8AeB8JeT/IvhFKlBfmBlhB5nBOoB8rB,v115@QhC8GeF8AeA8AeB8Jei/IvhFzgBUlBRnBXoBlrBGsB
IOLTSJZ,X,O,O,X,O,X
IOLTSZJ,X,X,O,X,O,X
IOLTZJS,X,X,O,X,O,X
IOLTZSJ,X,X,O,X,O,X
IOLJTSZ,X,O,O,X,O,X
IOLJTZS,X,O,O,X,O,X
IOLJSTZ,X,O,X,X,O,X
IOLJSZT,X,O,X,X,O,X
IOLJZTS,X,X,O,X,O,X
IOLJZST,X,O,O,X,O,X
IOLSTJZ,X,O,X,X,O,X
IOLSTZJ,X,X,X,X,O,X
IOLSJTZ,X,O,X,X,O,X
IOLSJZT,X,O,X,X,O,X
IOLSZTJ,X,X,X,X,O,X
IOLSZJT,X,X,X,X,O,X
IOLZTJS,X,X,O,O,O,X
IOLZTSJ,X,X,O,O,O,X
IOLZJTS,X,X,O,X,O,X
IOLZJST,X,O,O,O,O,X
IOLZSTJ,X,X,O,O,O,X
IOLZSJT,X,X,O,O,O,X
IOJTLSZ,X,O,O,X,O,X
IOJTLZS,X,O,O,X,O,X
IOJTSLZ,X,O,O,X,X,X
IOJTSZL,X,O,O,X,X,X
IOJTZLS,X,O,O,X,O,X
IOJTZSL,X,O,O,X,X,X
IOJLTSZ,X,O,O,X,O,X
IOJLTZS,X,O,O,X,O,X
IOJLSTZ,X,O,X,X,O,X
IOJLSZT,X,O,X,X,O,X
IOJLZTS,X,X,O,X,O,X
IOJLZST,X,O,O,X,O,X
IOJSTLZ,X,O,O,X,X,X
IOJSTZL,X,X,O,X,X,X
IOJSLTZ,X,O,X,X,O,X
IOJSLZT,X,O,X,X,O,X
IOJSZTL,X,X,O,X,O,X
IOJSZLT,X,O,O,X,O,X
IOJZTLS,X,X,O,O,O,X
IOJZTSL,X,X,O,O,O,X
IOJZLTS,X,X,O,X,O,X
IOJZLST,X,O,O,O,O,X
IOJZSTL,X,X,O,O,O,X
IOJZSLT,X,O,O,O,O,X
IOSTLJZ,X,X,O,X,X,X
IOSTLZJ,X,X,O,O,X,X
IOSTJLZ,X,O,O,X,X,X
IOSTJZL,X,X,O,X,X,X
IOSTZLJ,X,X,O,O,X,X
IOSTZJL,X,X,O,O,X,X
IOSLTJZ,X,O,X,X,O,X
IOSLTZJ,X,X,X,O,O,X
IOSLJTZ,X,O,X,X,O,X
IOSLJZT,X,O,X,X,O,X
IOSLZTJ,X,X,X,O,O,X
IOSLZJT,X,X,X,O,O,X
IOSJTLZ,X,O,O,X,X,X
IOSJTZL,X,X,O,X,X,X
IOSJLTZ,X,O,X,X,O,X
IOSJLZT,X,O,X,X,O,X
IOSJZTL,X,X,O,X,O,X
IOSJZLT,X,O,O,X,O,X
IOSZTLJ,X,X,O,O,O,X
IOSZTJL,X,X,O,O,O,X
IOSZLTJ,X,X,O,O,O,X
IOSZLJT,X,X,O,O,O,X
IOSZJTL,X,X,O,O,O,X
IOSZJLT,X,O,O,O,O,X
IOZTLJS,X,X,O,O,O,X
IOZTLSJ,X,X,O,O,O,X
IOZTJLS,X,X,O,O,O,X
IOZTJSL,X,X,O,O,O,X
IOZTSLJ,X,X,O,O,O,X
IOZTSJL,X,X,O,O,O,X
IOZLTJS,X,X,O,O,O,X
IOZLTSJ,X,X,O,O,O,X
IOZLJTS,X,X,O,X,O,X
IOZLJST,X,X,O,O,O,X
IOZLSTJ,X,X,O,O,O,X
IOZLSJT,X,X,O,O,O,X
IOZJTLS,X,X,O,O,O,X
IOZJTSL,X,X,O,O,O,X
IOZJLTS,X,X,O,X,O,X
IOZJLST,X,X,O,O,O,X
IOZJSTL,X,X,O,O,O,X
IOZJSLT,X,X,O,O,O,X
IOZSTLJ,X,X,O,O,O,X
IOZSTJL,X,X,O,O,O,X
IOZSLTJ,X,X,O,O,O,X
IOZSLJT,X,X,O,O,O,X
IOZSJTL,X,X,O,O,O,X
IOZSJLT,X,X,O,O,O,X
LTIJSZO,X,O,O,X,O,X
LTIJSOZ,X,O,O,X,O,X
LTIJZSO,X,O,O,X,O,X
LTIJZOS,X,O,O,X,O,O
LTIJOSZ,X,O,O,X,O,X
LTIJOZS,X,O,O,X,O,X
LTISJZO,X,O,O,X,O,X
LTISJOZ,X,O,O,X,O,X
LTISZJO,X,X,O,X,O,X
LTISZOJ,X,X,O,X,O,O
LTISOJZ,X,O,O,X,O,X
LTISOZJ,X,X,O,X,O,X
LTIZJSO,X,X,O,X,O,X
LTIZJOS,X,X,O,X,O,O
LTIZSJO,X,X,O,X,O,X
LTIZSOJ,X,X,O,X,O,O
LTIZOJS,X,X,O,X,O,O
LTIZOSJ,X,X,O,X,O,O
LTIOJSZ,X,O,O,X,O,X
LTIOJZS,X,O,O,X,O,X
LTIOSJZ,X,O,O,X,O,X
LTIOSZJ,X,X,O,X,O,X
LTIOZJS,X,X,O,X,O,O
LTIOZSJ,X,X,O,X,O,O
LTJISZO,X,O,O,X,O,X
LTJISOZ,X,O,O,X,O,X
LTJIZSO,O,O,O,X,O,X
LTJIZOS,O,O,O,X,O,O
LTJIOSZ,X,O,O,X,O,X
LTJIOZS,O,O,O,X,O,X
LTJSIZO,O,O,O,X,O,X
LTJSIOZ,O,O,O,X,O,X
LTJSZIO,O,O,O,X,O,X
LTJSZOI,O,O,O,X,O,X
LTJSOIZ,O,O,O,X,O,X
LTJSOZI,O,O,O,X,O,X
LTJZISO,O,O,O,X,O,X
LTJZIOS,O,O,O,X,O,O
LTJZSIO,O,O,O,X,O,X
LTJZSOI,O,O,O,X,O,X
LTJZOIS,O,O,O,X,O,O
LTJZOSI,O,O,O,X,O,X
LTJOISZ,X,O,O,X,O,X
LTJOIZS,O,O,O,X,O,X
LTJOSIZ,O,O,O,X,O,X
LTJOSZI,O,O,O,X,O,X
LTJOZIS,O,O,O,X,O,X
LTJOZSI,O,O,O,X,O,X
LTSIJZO,O,O,O,X,O,X
LTSIJOZ,O,O,O,X,O,X
LTSIZJO,O,X,O,O,O,X
LTSIZOJ,O,X,O,O,O,O
LTSIOJZ,O,O,O,X,O,X
LTSIOZJ,O,X,O,O,O,X
LTSJIZO,O,O,O,X,O,X
LTSJIOZ,O,O,O,X,O,X
LTSJZIO,O,O,O,O,O,X
LTSJZOI,O,O,O,O,O,X
LTSJOIZ,O,O,O,X,O,X
LTSJOZI,O,O,O,O,O,X
LTSZIJO,O,X,O,O,O,X
LTSZIOJ,O,X,O,O,O,O
LTSZJIO,O,O,O,O,O,X
LTSZJOI,O,O,O,O,O,X
LTSZOIJ,O,X,O,O,O,O
LTSZOJI,O,O,O,O,O,X
LTSOIJZ,O,O,O,X,O,X
LTSOIZJ,O,X,O,O,O,X
LTSOJIZ,O,O,O,X,O,X
LTSOJZI,O,O,O,O,O,X
LTSOZIJ,O,X,O,O,O,X
LTSOZJI,O,O,O,O,O,X
LTZIJSO,O,X,O,O,O,X
LTZIJOS,O,X,O,O,O,O
LTZISJO,O,X,O,O,O,X
LTZISOJ,O,X,O,O,O,O
LTZIOJS,O,X,O,O,O,O
LTZIOSJ,O,X,O,O,O,O
LTZJISO,O,O,O,O,O,X
LTZJIOS,O,O,O,O,O,O
LTZJSIO,O,O,O,O,O,X
LTZJSOI,O,O,O,O,O,X
LTZJOIS,O,O,O,O,O,O
LTZJOSI,O,O,O,O,O,X
LTZSIJO,O,X,O,O,O,X
LTZSIOJ,O,X,O,O,O,O
LTZSJIO,O,O,O,O,O,X
LTZSJOI,O,O,O,O,O,X
LTZSOIJ,O,X,O,O,O,O
LTZSOJI,O,O,O,O,O,X
LTZOIJS,O,X,O,O,O,O
LTZOISJ,O,X,O,O,O,O
LTZOJIS,O,O,O,O,O,O
LTZOJSI,O,O,O,O,O,X
LTZOSIJ,O,X,O,O,O,O
LTZOSJI,O,O,O,O,O,X
LTOIJSZ,X,O,O,X,O,X
LTOIJZS,X,O,O,X,O,X
LTOISJZ,X,O,O,X,O,X
LTOISZJ,X,X,O,X,O,X
LTOIZJS,X,X,O,X,O,O
LTOIZSJ,X,X,O,X,O,O
LTOJISZ,X,O,O,X,O,X
LTOJIZS,O,O,O,X,O,X
LTOJSIZ,O,O,O,X,O,X
LTOJSZI,O,O,O,X,O,X
LTOJZIS,O,O,O,X,O,X
LTOJZSI,O,O,O,X,O,X
LTOSIJZ,O,O,O,X,O,X
LTOSIZJ,O,X,O,O,O,X
LTOSJIZ,O,O,O,X,O,X
LTOSJZI,O,O,O,O,O,X
LTOSZIJ,O,X,O,O,O,X
LTOSZJI,O,O,O,O,O,X
LTOZIJS,O,X,O,O,O,O
LTOZISJ,O,X,O,O,O,O
LTOZJIS,O,O,O,O,O,O
LTOZJSI,O,O,O,O,O,X
LTOZSIJ,O,X,O,O,O,O
LTOZSJI,O,O,O,O,O,X
LITJSZO,X,O,O,X,O,X
LITJSOZ,X,O,O,X,O,X
LITJZSO,X,O,O,X,O,X
LITJZOS,X,O,O,X,O,O
LITJOSZ,X,O,O,X,O,X
LITJOZS,X,O,O,X,O,X
LITSJZO,X,O,O,X,O,X
LITSJOZ,X,O,O,X,O,X
LITSZJO,X,X,O,X,O,X
LITSZOJ,X,X,O,X,O,O
LITSOJZ,X,O,O,X,O,X
LITSOZJ,X,X,O,X,O,X
LITZJSO,X,X,O,X,O,X
LITZJOS,X,X,O,X,O,O
LITZSJO,X,X,O,X,O,X
LITZSOJ,X,X,O,X,O,O
LITZOJS,X,X,O,X,O,O
LITZOSJ,X,X,O,X,O,O
LITOJSZ,X,O,O,X,O,X
LITOJZS,X,O,O,X,O,X
LITOSJZ,X,O,O,X,O,X
LITOSZJ,X,X,O,X,O,X
LITOZJS,X,X,O,X,O,O
LITOZSJ,X,X,O,X,O,O
LIJTSZO,X,O,O,X,O,X
LIJTSOZ,X,O,O,X,O,X
LIJTZSO,X,O,O,X,O,X
LIJTZOS,X,O,O,X,O,X
LIJTOSZ,X,O,O,X,O,X
LIJTOZS,X,O,O,X,O,X
LIJSTZO,X,X,X,X,O,X
LIJSTOZ,X,O,X,X,O,X
LIJSZTO,X,X,X,X,O,X
LIJSZOT,X,O,X,X,O,X
LIJSOTZ,X,O,X,X,O,X
LIJSOZT,X,O,X,X,O,X
LIJZTSO,X,X,O,X,O,X
LIJZTOS,X,X,O,X,O,X
LIJZSTO,X,X,X,X,O,X
LIJZSOT,X,O,O,X,O,X
LIJZOTS,X,X,O,X,O,X
LIJZOST,X,O,O,X,O,X
LIJOTSZ,X,O,O,X,O,X
LIJOTZS,X,O,O,X,O,X
LIJOSTZ,X,O,X,X,O,X
LIJOSZT,X,O,X,X,O,X
LIJOZTS,X,X,O,X,O,X
LIJOZST,X,O,O,X,O,X
LISTJZO,X,O,X,X,O,X
LISTJOZ,X,O,X,X,O,X
LISTZJO,X,X,X,X,O,X
LISTZOJ,X,X,X,X,O,X
LISTOJZ,X,O,X,X,O,X
LISTOZJ,X,X,X,X,O,X
LISJTZO,X,X,X,X,O,X
LISJTOZ,X,O,X,X,O,X
LISJZTO,X,X,X,X,O,X
LISJZOT,X,O,X,X,O,X
LISJOTZ,X,O,X,X,O,X
LISJOZT,X,O,X,X,O,X
LISZTJO,X,X,X,X,O,X
LISZTOJ,X,X,X,X,O,X
LISZJTO,X,X,X,X,O,X
LISZJOT,X,X,X,X,O,X
LISZOTJ,X,X,X,X,O,X
LISZOJT,X,X,X,X,O,X
LISOTJZ,X,O,X,X,O,X
LISOTZJ,X,X,X,X,O,X
LISOJTZ,X,O,X,X,O,X
LISOJZT,X,O,X,X,O,X
LISOZTJ,X,X,X,X,O,X
LISOZJT,X,X,X,X,O,X
LIZTJSO,X,X,O,O,O,X
LIZTJOS,X,X,O,O,O,O
LIZTSJO,X,X,O,O,O,X
LIZTSOJ,X,X,O,O,O,O
LIZTOJS,X,X,O,O,O,O
LIZTOSJ,X,X,O,O,O,O
LIZJTSO,X,X,O,X,O,X
LIZJTOS,X,X,O,X,O,X
LIZJSTO,X,X,X,O,O,X
LIZJSOT,X,O,O,O,O,X
LIZJOTS,X,X,O,X,O,X
LIZJOST,X,O,O,O,O,X
LIZSTJO,X,X,X,O,O,X
LIZSTOJ,X,X,X,O,O,X
LIZSJTO,X,X,X,O,O,X
LIZSJOT,X,X,O,O,O,X
LIZSOTJ,X,X,O,O,O,X
LIZSOJT,X,X,O,O,O,X
LIZOTJS,X,X,O,O,O,O
LIZOTSJ,X,X,O,O,O,O
LIZOJTS,X,X,O,X,O,X
LIZOJST,X,O,O,O,O,X
LIZOSTJ,X,X,O,O,O,X
LIZOSJT,X,X,O,O,O,X
LIOTJSZ,X,O,O,X,O,X
LIOTJZS,X,O,O,X,O,X
LIOTSJZ,X,O,O,X,O,X
LIOTSZJ,X,X,O,X,O,X
LIOTZJS,X,X,O,X,O,X
LIOTZSJ,X,X,O,X,O,X
LIOJTSZ,X,O,O,X,O,X
LIOJTZS,X,O,O,X,O,X
LIOJSTZ,X,O,X,X,O,X
LIOJSZT,X,O,X,X,O,X
LIOJZTS,X,X,O,X,O,X
LIOJZST,X,O,O,X,O,X
LIOSTJZ,X,O,X,X,O,X
LIOSTZJ,X,X,X,X,O,X
LIOSJTZ,X,O,X,X,O,X
LIOSJZT,X,O,X,X,O,X
LIOSZTJ,X,X,X,X,O,X
LIOSZJT,X,X,X,X,O,X
LIOZTJS,X,X,O,O,O,X
LIOZTSJ,X,X,O,O,O,X
LIOZJTS,X,X,O,X,O,X
LIOZJST,X,O,O,O,O,X
LIOZSTJ,X,X,O,O,O,X
LIOZSJT,X,X,O,O,O,X
LJTISZO,X,O,O,X,O,X
LJTISOZ,X,O,O,X,O,X
LJTIZSO,O,O,O,X,O,X
LJTIZOS,O,O,O,X,O,O
LJTIOSZ,X,O,O,X,O,X
LJTIOZS,O,O,O,X,O,X
LJTSIZO,O,O,O,X,O,X
LJTSIOZ,O,O,O,X,O,X
LJTSZIO,O,O,O,X,O,X
LJTSZOI,O,O,O,X,O,X
LJTSOIZ,O,O,O,X,O,X
LJTSOZI,O,O,O,X,O,X
LJTZISO,O,O,O,X,O,X
LJTZIOS,O,O,O,X,O,O
LJTZSIO,O,O,O,X,O,X
LJTZSOI,O,O,O,X,O,X
LJTZOIS,O,O,O,X,O,O
LJTZOSI,O,O,O,X,O,X
LJTOISZ,X,O,O,X,O,X
LJTOIZS,O,O,O,X,O,X
LJTOSIZ,O,O,O,X,O,X
LJTOSZI,O,O,O,X,O,X
LJTOZIS,O,O,O,X,O,X
LJTOZSI,O,O,O,X,O,X
LJITSZO,X,O,O,X,O,X
LJITSOZ,X,O,O,X,O,X
LJITZSO,O,O,O,X,O,X
LJITZOS,O,O,O,X,O,X
LJITOSZ,X,O,O,X,O,X
LJITOZS,O,O,O,X,O,X
LJISTZO,O,X,X,X,O,X
LJISTOZ,O,O,X,X,O,X
LJISZTO,O,X,X,X,O,X
LJISZOT,O,O,X,X,O,X
LJISOTZ,X,O,X,X,O,X
LJISOZT,X,O,X,X,O,X
LJIZTSO,O,X,O,X,O,X
LJIZTOS,O,X,O,X,O,X
LJIZSTO,O,X,X,X,O,X
LJIZSOT,O,O,O,X,O,X
LJIZOTS,O,X,O,X,O,X
LJIZOST,O,O,O,X,O,X
LJIOTSZ,X,O,O,X,O,X
LJIOTZS,X,O,O,X,O,X
LJIOSTZ,X,O,X,X,O,X
LJIOSZT,X,O,X,X,O,X
LJIOZTS,X,X,O,X,O,X
LJIOZST,X,O,O,X,O,X
LJSTIZO,O,O,X,X,O,X
LJSTIOZ,O,O,X,X,O,X
LJSTZIO,O,O,X,X,O,X
LJSTZOI,O,O,X,X,O,X
LJSTOIZ,O,O,X,X,O,X
LJSTOZI,O,O,X,X,O,X
LJSITZO,O,X,X,X,O,X
LJSITOZ,O,O,X,X,O,X
LJSIZTO,O,X,X,X,O,X
LJSIZOT,O,O,X,X,O,X
LJSIOTZ,X,O,X,X,O,X
LJSIOZT,X,O,X,X,O,X
LJSZTIO,O,X,X,X,O,X
LJSZTOI,O,X,X,X,O,X
LJSZITO,O,X,X,X,O,X
LJSZIOT,O,O,X,X,O,X
LJSZOTI,O,O,X,X,O,X
LJSZOIT,O,O,X,X,O,X
LJSOTIZ,X,O,X,X,O,X
LJSOTZI,X,O,X,X,O,X
LJSOITZ,X,O,X,X,O,X
LJSOIZT,X,O,X,X,O,X
LJSOZTI,X,O,X,X,O,X
LJSOZIT,X,O,X,X,O,X
LJZTISO,O,O,O,X,O,X
LJZTIOS,O,O,O,X,O,O
LJZTSIO,O,O,O,X,O,X
LJZTSOI,O,O,O,X,O,X
LJZTOIS,O,O,O,X,O,O
LJZTOSI,O,O,O,X,O,X
LJZITSO,O,X,O,X,O,X
LJZITOS,O,X,O,X,O,X
LJZISTO,O,X,X,X,O,X
LJZISOT,O,O,O,X,O,X
LJZIOTS,O,X,O,X,O,X
LJZIOST,O,O,O,X,O,X
LJZSTIO,O,X,X,X,O,X
LJZSTOI,O,X,X,X,O,X
LJZSITO,O,X,X,X,O,X
LJZSIOT,O,O,O,X,O,X
LJZSOTI,O,O,O,X,O,X
LJZSOIT,O,O,O,X,O,X
LJZOTIS,O,O,O,X,O,O
LJZOTSI,O,O,O,X,O,X
LJZOITS,O,X,O,X,O,X
LJZOIST,O,O,O,X,O,X
LJZOSTI,O,O,O,X,O,X
LJZOSIT,O,O,O,X,O,X
LJOTISZ,X,O,O,X,O,X
LJOTIZS,X,O,O,X,O,X
LJOTSIZ,X,O,O,X,O,X
LJOTSZI,X,O,O,X,O,X
LJOTZIS,X,O,O,X,O,X
LJOTZSI,X,O,O,X,O,X
LJOITSZ,X,O,O,X,O,X
LJOITZS,X,O,O,X,O,X
LJOISTZ,X,O,X,X,O,X
LJOISZT,X,O,X,X,O,X
LJOIZTS,X,X,O,X,O,X
LJOIZST,X,O,O,X,O,X
LJOSTIZ,X,O,X,X,O,X
LJOSTZI,X,O,X,X,O,X
LJOSITZ,X,O,X,X,O,X
LJOSIZT,X,O,X,X,O,X
LJOSZTI,X,O,X,X,O,X
LJOSZIT,X,O,X,X,O,X
LJOZTIS,X,O,O,X,O,X
LJOZTSI,X,O,O,X,O,X
LJOZITS,X,X,O,X,O,X
LJOZIST,X,O,O,X,O,X
LJOZSTI,X,O,O,X,O,X
LJOZSIT,X,O,O,X,O,X
LSTIJZO,O,O,X,X,O,X
LSTIJOZ,O,O,X,X,O,X
LSTIZJO,O,X,X,O,O,X
LSTIZOJ,O,X,X,O,O,O
LSTIOJZ,O,O,X,X,O,X
LSTIOZJ,O,X,X,O,O,X
LSTJIZO,O,O,X,X,O,X
LSTJIOZ,O,O,X,X,O,X
LSTJZIO,O,O,X,O,O,X
LSTJZOI,O,O,X,O,O,X
LSTJOIZ,O,O,X,X,O,X
LSTJOZI,O,O,X,O,O,X
LSTZIJO,O,X,X,O,O,X
LSTZIOJ,O,X,X,O,O,O
LSTZJIO,O,O,X,O,O,X
LSTZJOI,O,O,X,O,O,X
LSTZOIJ,O,X,X,O,O,O
LSTZOJI,O,O,X,O,O,X
LSTOIJZ,O,O,X,X,O,X
LSTOIZJ,O,X,X,O,O,X
LSTOJIZ,O,O,X,X,O,X
LSTOJZI,O,O,X,O,O,X
LSTOZIJ,O,X,X,O,O,X
LSTOZJI,O,O,X,O,O,X
LSITJZO,O,O,X,X,O,X
LSITJOZ,O,O,X,X,O,X
LSITZJO,O,X,X,O,O,X
LSITZOJ,O,X,X,O,O,X
LSITOJZ,O,O,X,X,O,X
LSITOZJ,O,X,X,O,O,X
LSIJTZO,O,X,X,X,O,X
LSIJTOZ,O,O,X,X,O,X
LSIJZTO,O,X,X,X,O,X
LSIJZOT,O,O,X,X,O,X
LSIJOTZ,X,O,X,X,O,X
LSIJOZT,X,O,X,X,O,X
LSIZTJO,O,X,X,O,O,X
LSIZTOJ,O,X,X,O,O,X
LSIZJTO,O,X,X,O,O,X
LSIZJOT,O,X,X,O,O,X
LSIZOTJ,O,X,X,O,O,X
LSIZOJT,O,X,X,O,O,X
LSIOTJZ,X,O,X,X,O,X
LSIOTZJ,X,X,X,O,O,X
LSIOJTZ,X,O,X,X,O,X
LSIOJZT,X,O,X,X,O,X
LSIOZTJ,X,X,X,O,O,X
LSIOZJT,X,X,X,O,O,X
LSJTIZO,O,O,X,X,O,X
LSJTIOZ,O,O,X,X,O,X
LSJTZIO,O,O,X,O,O,X
LSJTZOI,O,O,X,O,O,X
LSJTOIZ,O,O,X,X,O,X
LSJTOZI,O,O,X,O,O,X
LSJITZO,O,X,X,X,O,X
LSJITOZ,O,O,X,X,O,X
LSJIZTO,O,X,X,X,O,X
LSJIZOT,O,O,X,X,O,X
LSJIOTZ,X,O,X,X,O,X
LSJIOZT,X,O,X,X,O,X
LSJZTIO,O,X,X,O,O,X
LSJZTOI,O,X,X,O,O,X
LSJZITO,O,X,X,O,O,X
LSJZIOT,O,O,X,O,O,X
LSJZOTI,O,O,X,O,O,X
LSJZOIT,O,O,X,O,O,X
LSJOTIZ,X,O,X,X,O,X
LSJOTZI,X,O,X,O,O,X
LSJOITZ,X,O,X,X,O,X
LSJOIZT,X,O,X,X,O,X
LSJOZTI,X,O,X,O,O,X
LSJOZIT,X,O,X,O,O,X
LSZTIJO,O,X,X,O,O,X
LSZTIOJ,O,X,X,O,O,O
LSZTJIO,O,O,X,O,O,X
LSZTJOI,O,O,X,O,O,X
LSZTOIJ,O,X,X,O,O,O
LSZTOJI,O,O,X,O,O,X
LSZITJO,O,X,X,O,O,X
LSZITOJ,O,X,X,O,O,X
LSZIJTO,O,X,X,O,O,X
LSZIJOT,O,X,X,O,O,X
LSZIOTJ,O,X,X,O,O,X
LSZIOJT,O,X,X,O,O,X
LSZJTIO,O,X,X,O,O,X
LSZJTOI,O,X,X,O,O,X
LSZJITO,O,X,X,O,O,X
LSZJIOT,O,O,X,O,O,X
LSZJOTI,O,O,X,O,O,X
LSZJOIT,O,O,X,O,O,X
LSZOTIJ,O,X,X,O,O,O
LSZOTJI,O,O,X,O,O,X
LSZOITJ,O,X,X,O,O,X
LSZOIJT,O,X,X,O,O,X
LSZOJTI,O,O,X,O,O,X
LSZOJIT,O,O,X,O,O,X
LSOTIJZ,X,O,X,X,O,X
LSOTIZJ,X,X,X,O,O,X
LSOTJIZ,X,O,X,X,O,X
LSOTJZI,X,O,X,O,O,X
LSOTZIJ,X,X,X,O,O,X
LSOTZJI,X,O,X,O,O,X
LSOITJZ,X,O,X,X,O,X
LSOITZJ,X,X,X,O,O,X
LSOIJTZ,X,O,X,X,O,X
LSOIJZT,X,O,X,X,O,X
LSOIZTJ,X,X,X,O,O,X
LSOIZJT,X,X,X,O,O,X
LSOJTIZ,X,O,X,X,O,X
LSOJTZI,X,O,X,O,O,X
LSOJITZ,X,O,X,X,O,X
LSOJIZT,X,O,X,X,O,X
LSOJZTI,X,O,X,O,O,X
LSOJZIT,X,O,X,O,O,X
LSOZTIJ,X,X,X,O,O,X
LSOZTJI,X,O,X,O,O,X
LSOZITJ,X,X,X,O,O,X
LSOZIJT,X,X,X,O,O,X
LSOZJTI,X,O,X,O,O,X
LSOZJIT,X,O,X,O,O,X
LZTIJSO,O,X,O,O,O,X
LZTIJOS,O,X,O,O,O,O
LZTISJO,O,X,O,O,O,X
LZTISOJ,O,X,O,O,O,O
LZTIOJS,O,X,O,O,O,O
LZTIOSJ,O,X,O,O,O,O
LZTJISO,O,O,O,O,O,X
LZTJIOS,O,O,O,O,O,O
LZTJSIO,O,O,O,O,O,X
LZTJSOI,O,O,O,O,O,X
LZTJOIS,O,O,O,O,O,O
LZTJOSI,O,O,O,O,O,X
LZTSIJO,O,X,O,O,O,X
LZTSIOJ,O,X,O,O,O,O
LZTSJIO,O,O,O,O,O,X
LZTSJOI,O,O,O,O,O,X
LZTSOIJ,O,X,O,O,O,O
LZTSOJI,O,O,O,O,O,X
LZTOIJS,O,X,O,O,O,O
LZTOISJ,O,X,O,O,O,O
LZTOJIS,O,O,O,O,O,O
LZTOJSI,O,O,O,O,O,X
LZTOSIJ,O,X,O,O,O,O
LZTOSJI,O,O,O,O,O,X
LZITJSO,O,X,O,O,O,X
LZITJOS,O,X,O,O,O,O
LZITSJO,O,X,O,O,O,X
LZITSOJ,O,X,O,O,O,O
LZITOJS,O,X,O,O,O,O
LZITOSJ,O,X,O,O,O,O
LZIJTSO,O,X,O,X,O,X
LZIJTOS,O,X,O,X,O,X
LZIJSTO,O,X,X,O,O,X
LZIJSOT,O,O,O,O,O,X
LZIJOTS,O,X,O,X,O,X
LZIJOST,O,O,O,O,O,X
LZISTJO,O,X,X,O,O,X
LZISTOJ,O,X,X,O,O,X
LZISJTO,O,X,X,O,O,X
LZISJOT,O,X,O,O,O,X
LZISOTJ,O,X,O,O,O,X
LZISOJT,O,X,O,O,O,X
LZIOTJS,X,X,O,O,O,O
LZIOTSJ,X,X,O,O,O,O
LZIOJTS,X,X,O,X,O,X
LZIOJST,X,O,O,O,O,X
LZIOSTJ,X,X,O,O,O,X
LZIOSJT,X,X,O,O,O,X
LZJTISO,O,O,O,X,O,X
LZJTIOS,O,O,O,X,O,O
LZJTSIO,O,O,O,X,O,X
LZJTSOI,O,O,O,X,O,X
LZJTOIS,O,O,O,X,O,O
LZJTOSI,O,O,O,X,O,X
LZJITSO,O,X,O,X,O,X
LZJITOS,O,X,O,X,O,X
LZJISTO,O,X,X,O,O,X
LZJISOT,O,O,O,O,O,X
LZJIOTS,O,X,O,X,O,X
LZJIOST,O,O,O,O,O,X
LZJSTIO,O,X,X,O,O,X
LZJSTOI,O,X,X,O,O,X
LZJSITO,O,X,X,O,O,X
LZJSIOT,O,O,O,O,O,X
LZJSOTI,O,O,O,O,O,X
LZJSOIT,O,O,O,O,O,X
LZJOTIS,O,O,O,X,O,O
LZJOTSI,O,O,O,X,O,X
LZJOITS,O,X,O,X,O,X
LZJOIST,O,O,O,O,O,X
LZJOSTI,O,O,O,O,O,X
LZJOSIT,O,O,O,O,O,X
LZSTIJO,O,X,X,O,O,X
LZSTIOJ,O,X,X,O,O,O
LZSTJIO,O,O,X,O,O,X
LZSTJOI,O,O,X,O,O,X
LZSTOIJ,O,X,X,O,O,O
LZSTOJI,O,O,X,O,O,X
LZSITJO,O,X,X,O,O,X
LZSITOJ,O,X,X,O,O,X
LZSIJTO,O,X,X,O,O,X
LZSIJOT,O,X,O,O,O,X
LZSIOTJ,O,X,O,O,O,X
LZSIOJT,O,X,O,O,O,X
LZSJTIO,O,X,X,O,O,X
LZSJTOI,O,X,X,O,O,X
LZSJITO,O,X,X,O,O,X
LZSJIOT,O,O,O,O,O,X
LZSJOTI,O,O,O,O,O,X
LZSJOIT,O,O,O,O,O,X
LZSOTIJ,O,X,O,O,O,O
LZSOTJI,O,O,O,O,O,X
LZSOITJ,O,X,O,O,O,X
LZSOIJT,O,X,O,O,O,X
LZSOJTI,O,O,O,O,O,X
LZSOJIT,O,O,O,O,O,X
LZOTIJS,O,X,O,O,O,O
LZOTISJ,O,X,O,O,O,O
LZOTJIS,O,O,O,O,O,O
LZOTJSI,O,O,O,O,O,X
LZOTSIJ,O,X,O,O,O,O
LZOTSJI,O,O,O,O,O,X
LZOITJS,X,X,O,O,O,O
LZOITSJ,X,X,O,O,O,O
LZOIJTS,X,X,O,X,O,X
LZOIJST,X,O,O,O,O,X
LZOISTJ,X,X,O,O,O,X
LZOISJT,X,X,O,O,O,X
LZOJTIS,O,O,O,X,O,O
