sequence,v115@RhA8BeB8EeF8AeC8Je/EJvhFRgBzhBGjBilBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgBymBGjBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFzhBfoB6oBxkB0kBFsB,v115@RhA8BeB8EeF8AeC8JemAJvhFFiB6oBxkBfsBzsB0pB,v115@RhA8BeB8EeF8AeC8Jex/IvhFylBFiBTjB0kBfsBWyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFmhBSoBxlBXlBUoBFsB,v115@RhA8BeB8EeF8AeC8JeT/IvhF6oBxlBmnBXlBlmBcsB,v115@RhA8BeB8EeF8AeC8JeT/IvhFUjBxlBOsBXqBlrBSyB,v115@RhA8BeB8EeF8AeC8JeT/IvhFxgB+oBXlB0mBlnBisB,v115@RhA8BeB8EeF8AeC8JeT/IvhFSoBxlBVsBXlBUoBmrB
JIOSZTL,X,X,X,O,O,X,X,O,X,X
JIOSZLT,X,X,X,O,O,X,X,O,X,X
JIOZTLS,X,X,X,X,O,X,X,O,X,X
JIOZTSL,X,X,X,X,O,X,X,O,X,X
JIOZLTS,X,X,X,X,O,X,O,O,X,X
JIOZLST,X,X,X,O,O,X,O,O,X,X
JIOZSTL,X,X,X,O,O,X,X,O,X,X
JIOZSLT,X,X,X,O,O,X,X,O,X,X
JLTISZO,X,X,O,X,O,X,X,X,X,X
JLTISOZ,X,X,O,X,O,X,X,X,X,X
JLTIZSO,X,X,X,X,X,X,X,X,X,X
JLTIZOS,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,X,X,O,O,O,X,O,X,X,X
JLTIOZS,X,X,X,X,X,X,O,X,X,X
JLTSIZO,O,X,O,X,O,X,X,X,X,X
JLTSIOZ,O,X,O,X,O,X,X,X,X,X
JLTSZIO,O,X,O,X,O,X,X,X,O,X
JLTSZOI,O,X,O,X,O,X,X,X,O,X
JLTSOIZ,O,X,O,X,O,X,X,X,X,X
JLTSOZI,O,X,O,X,O,X,X,X,O,X
JLTZISO,O,X,X,X,O,X,X,X,O,X
JLTZIOS,O,X,X,X,O,X,X,X,X,X
JLTZSIO,O,X,X,X,O,X,X,X,O,X
JLTZSOI,O,X,X,X,O,X,X,X,O,X
JLTZOIS,O,X,X,X,O,X,X,X,X,X
JLTZOSI,O,X,X,X,O,X,X,X,X,X
JLTOISZ,X,X,O,O,O,X,O,X,X,X
JLTOIZS,X,X,X,X,X,X,O,X,X,X
JLTOSIZ,O,X,O,O,O,X,X,X,X,X
JLTOSZI,O,X,O,O,O,X,X,X,X,X
JLTOZIS,O,X,X,X,O,X,X,X,X,X
JLTOZSI,O,X,X,X,O,X,X,X,X,X
JLITSZO,X,X,O,X,O,X,X,X,X,X
JLITSOZ,X,X,O,X,O,X,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,X,X,X,X,X,X
JLITOSZ,X,X,O,O,O,X,O,X,X,X
JLITOZS,X,X,X,X,X,X,O,X,X,X
JLISTZO,X,X,O,X,O,X,X,X,X,X
JLISTOZ,X,X,O,O,O,X,X,X,X,X
JLISZTO,X,O,O,X,O,X,X,X,X,X
JLISZOT,X,O,X,X,O,X,X,X,X,X
JLISOTZ,X,X,O,O,O,X,O,X,X,X
JLISOZT,X,O,X,O,O,X,O,X,X,X
JLIZTSO,X,O,X,X,O,X,X,X,X,X
JLIZTOS,X,O,X,X,O,X,X,X,X,X
JLIZSTO,X,O,O,X,O,X,X,X,X,X
JLIZSOT,X,O,X,X,O,X,X,X,X,X
JLIZOTS,X,O,X,X,O,X,O,O,X,X
JLIZOST,X,O,X,O,O,X,O,O,X,X
JLIOTSZ,X,X,X,O,O,X,O,X,X,X
JLIOTZS,X,X,X,X,X,X,O,X,X,X
JLIOSTZ,X,X,O,O,O,X,O,X,X,X
JLIOSZT,X,X,X,O,O,X,O,X,X,X
JLIOZTS,X,O,X,X,O,X,O,O,X,X
JLIOZST,X,O,X,O,O,X,O,O,X,X
JLSTIZO,O,X,O,X,O,X,X,X,X,X
JLSTIOZ,O,X,O,O,O,X,X,X,X,X
JLSTZIO,O,X,O,X,O,X,X,X,O,X
JLSTZOI,O,X,O,X,O,X,X,X,O,X
JLSTOIZ,O,X,O,O,O,X,X,X,X,X
JLSTOZI,O,X,O,O,O,X,X,X,O,X
JLSITZO,O,X,O,X,O,X,X,X,X,X
JLSITOZ,O,X,O,O,O,X,X,X,X,X
JLSIZTO,O,O,O,X,O,X,X,X,O,X
JLSIZOT,O,O,X,X,O,X,X,X,O,X
JLSIOTZ,X,X,O,O,O,X,O,X,X,X
JLSIOZT,X,O,X,O,O,X,O,X,O,X
JLSZTIO,O,O,O,X,O,X,X,X,O,X
JLSZTOI,O,O,O,X,O,X,X,X,O,X
JLSZITO,O,O,O,X,O,X,X,X,O,X
JLSZIOT,O,O,X,X,O,X,X,X,O,X
JLSZOTI,O,O,X,X,O,X,X,X,O,X
JLSZOIT,O,O,X,X,O,X,X,X,O,X
JLSOTIZ,X,X,O,O,O,X,X,X,X,X
JLSOTZI,X,X,O,O,O,X,X,X,O,X
JLSOITZ,X,X,O,O,O,X,O,X,X,X
JLSOIZT,X,O,X,O,O,X,O,X,O,X
JLSOZTI,X,O,X,O,O,X,X,X,O,X
JLSOZIT,X,O,X,O,O,X,X,X,O,X
JLZTISO,O,O,X,X,O,X,X,X,O,X
JLZTIOS,O,O,X,X,O,X,X,X,X,X
JLZTSIO,O,O,X,X,O,X,X,X,O,X
JLZTSOI,O,O,X,X,O,X,X,X,O,X
JLZTOIS,O,O,X,X,O,X,X,X,X,X
JLZTOSI,O,X,X,X,O,X,X,X,X,X
JLZITSO,O,O,X,X,O,X,X,X,O,X
JLZITOS,O,O,X,X,O,X,X,X,X,X
JLZISTO,O,O,O,X,O,X,X,X,O,X
JLZISOT,O,O,X,X,O,X,X,X,O,X
JLZIOTS,X,O,X,X,O,X,O,O,X,X
JLZIOST,X,O,X,O,O,X,O,O,X,X
JLZSTIO,O,O,O,X,O,X,X,X,O,X
JLZSTOI,O,O,O,X,O,X,X,X,O,X
JLZSITO,O,O,O,X,O,X,X,X,O,X
JLZSIOT,O,O,X,X,O,X,X,X,O,X
JLZSOTI,O,O,X,X,O,X,X,X,O,X
JLZSOIT,O,O,X,X,O,X,X,X,O,X
JLZOTIS,O,O,X,X,O,X,X,X,X,X
JLZOTSI,O,X,X,X,O,X,X,X,X,X
JLZOITS,X,O,X,X,O,X,O,O,X,X
JLZOIST,X,O,X,O,O,X,O,O,X,X
JLZOSTI,O,O,X,O,O,X,X,X,X,X
JLZOSIT,O,O,X,O,O,X,X,X,X,X
JLOTISZ,X,X,X,O,O,X,O,X,X,X
JLOTIZS,X,X,X,X,X,X,O,X,X,X
JLOTSIZ,X,X,X,O,O,X,X,X,X,X
JLOTSZI,X,X,X,O,O,X,X,X,X,X
JLOTZIS,X,X,X,X,O,X,X,X,X,X
JLOTZSI,X,X,X,X,O,X,X,X,X,X
JLOITSZ,X,X,X,O,O,X,O,X,X,X
JLOITZS,X,X,X,X,X,X,O,X,X,X
JLOISTZ,X,X,O,O,O,X,O,X,X,X
JLOISZT,X,X,X,O,O,X,O,X,X,X
JLOIZTS,X,O,X,X,O,X,O,O,X,X
JLOIZST,X,O,X,O,O,X,O,O,X,X
JLOSTIZ,X,X,O,O,O,X,X,X,X,X
JLOSTZI,X,X,O,O,O,X,X,X,X,X
JLOSITZ,X,X,O,O,O,X,O,X,X,X
JLOSIZT,X,X,X,O,O,X,O,X,X,X
JLOSZTI,X,X,X,O,O,X,X,X,X,X
JLOSZIT,X,X,X,O,O,X,X,X,X,X
JLOZTIS,X,O,X,X,O,X,X,X,X,X
JLOZTSI,X,X,X,X,O,X,X,X,X,X
JLOZITS,X,O,X,X,O,X,O,O,X,X
JLOZIST,X,O,X,O,O,X,O,O,X,X
JLOZSTI,X,X,X,O,O,X,X,X,X,X
JLOZSIT,X,O,X,O,O,X,X,X,X,X
JSTILZO,O,O,O,X,O,X,X,X,X,X
JSTILOZ,O,O,O,O,O,X,X,X,X,X
JSTIZLO,O,O,O,X,O,X,X,X,O,X
JSTIZOL,O,O,O,O,O,X,X,X,O,X
JSTIOLZ,X,O,O,O,O,X,X,X,X,X
JSTIOZL,O,O,O,O,O,X,X,X,O,X
JSTLIZO,O,O,O,X,O,X,X,X,X,X
JSTLIOZ,O,O,O,O,O,X,X,X,X,X
JSTLZIO,O,O,O,X,O,X,X,X,O,X
JSTLZOI,O,O,O,X,O,X,X,X,O,X
JSTLOIZ,O,O,O,O,O,X,X,X,X,X
JSTLOZI,O,O,O,O,O,X,X,X,O,X
JSTZILO,O,O,O,X,O,X,X,X,O,X
JSTZIOL,O,O,O,O,O,X,X,X,O,X
JSTZLIO,O,O,O,X,O,X,X,X,O,X
JSTZLOI,O,O,O,X,O,X,X,X,O,X
JSTZOIL,O,O,O,O,O,X,X,X,O,X
JSTZOLI,O,O,O,O,O,X,X,X,O,X
JSTOILZ,X,O,O,O,O,X,X,X,X,X
JSTOIZL,O,O,O,O,O,X,X,X,O,X
JSTOLIZ,O,O,O,O,O,X,X,X,X,X
JSTOLZI,O,O,O,O,O,X,X,X,O,X
JSTOZIL,O,O,O,O,O,X,X,X,O,X
JSTOZLI,O,O,O,O,O,X,X,X,O,X
JSITLZO,O,O,O,X,O,X,X,X,X,X
JSITLOZ,O,O,O,O,O,X,X,X,X,X
JSITZLO,O,O,O,X,O,X,X,X,O,X
JSITZOL,O,O,O,O,O,X,X,X,O,X
JSITOLZ,X,O,O,O,O,X,X,X,X,X
JSITOZL,O,O,O,O,O,X,X,X,O,X
JSILTZO,O,X,O,X,O,X,X,X,X,X
JSILTOZ,O,X,O,O,O,X,X,X,X,X
JSILZTO,O,O,O,X,O,X,X,X,O,X
JSILZOT,O,O,X,X,O,X,X,X,O,X
JSILOTZ,X,X,O,O,O,X,O,X,X,X
JSILOZT,X,O,X,O,O,X,O,X,O,X
JSIZTLO,O,O,O,X,O,X,X,X,O,X
JSIZTOL,O,O,O,O,O,X,X,X,O,X
JSIZLTO,O,O,O,X,O,X,X,X,O,X
JSIZLOT,O,O,X,X,O,X,X,X,O,X
JSIZOTL,O,O,X,O,O,X,X,O,O,X
JSIZOLT,O,O,X,O,O,X,X,O,O,X
JSIOTLZ,X,O,O,O,O,X,X,X,X,X
JSIOTZL,X,O,O,O,O,X,X,X,O,X
JSIOLTZ,X,X,O,O,O,X,O,X,X,X
JSIOLZT,X,O,X,O,O,X,O,X,O,X
JSIOZTL,X,O,X,O,O,X,X,O,O,X
JSIOZLT,X,O,X,O,O,X,X,O,O,X
JSLTIZO,O,X,O,X,O,X,X,X,X,X
JSLTIOZ,O,X,O,O,O,X,X,X,X,X
JSLTZIO,O,X,O,X,O,X,X,X,O,X
JSLTZOI,O,X,O,X,O,X,X,X,O,X
JSLTOIZ,O,X,O,O,O,X,X,X,X,X
JSLTOZI,O,X,O,O,O,X,X,X,O,X
JSLITZO,O,X,O,X,O,X,X,X,X,X
JSLITOZ,O,X,O,O,O,X,X,X,X,X
JSLIZTO,O,O,O,X,O,X,X,X,O,X
JSLIZOT,O,O,X,X,O,X,X,X,O,X
JSLIOTZ,X,X,O,O,O,X,O,X,X,X
JSLIOZT,X,O,X,O,O,X,O,X,O,X
JSLZTIO,O,O,O,X,O,X,X,X,O,X
JSLZTOI,O,O,O,X,O,X,X,X,O,X
JSLZITO,O,O,O,X,O,X,X,X,O,X
JSLZIOT,O,O,X,X,O,X,X,X,O,X
JSLZOTI,O,O,X,X,O,X,X,X,O,X
JSLZOIT,O,O,X,X,O,X,X,X,O,X
JSLOTIZ,X,X,O,O,O,X,X,X,X,X
JSLOTZI,X,X,O,O,O,X,X,X,O,X
JSLOITZ,X,X,O,O,O,X,O,X,X,X
JSLOIZT,X,O,X,O,O,X,O,X,O,X
JSLOZTI,X,O,X,O,O,X,X,X,O,X
JSLOZIT,X,O,X,O,O,X,X,X,O,X
JSZTILO,O,O,O,X,O,X,X,X,O,X
JSZTIOL,O,O,O,O,O,X,X,X,O,X
JSZTLIO,O,O,O,X,O,X,X,X,O,X
JSZTLOI,O,O,O,X,O,X,X,X,O,X
JSZTOIL,O,O,O,O,O,X,X,X,O,X
JSZTOLI,O,O,O,O,O,X,X,X,O,X
JSZITLO,O,O,O,X,O,X,X,X,O,X
JSZITOL,O,O,O,O,O,X,X,X,O,X
JSZILTO,O,O,O,X,O,X,X,X,O,X
JSZILOT,O,O,X,X,O,X,X,X,O,X
JSZIOTL,O,O,X,O,O,X,X,O,O,X
JSZIOLT,O,O,X,O,O,X,X,O,O,X
JSZLTIO,O,O,O,X,O,X,X,X,O,X
JSZLTOI,O,O,O,X,O,X,X,X,O,X
JSZLITO,O,O,O,X,O,X,X,X,O,X
JSZLIOT,O,O,X,X,O,X,X,X,O,X
JSZLOTI,O,O,X,X,O,X,X,X,O,X
JSZLOIT,O,O,X,X,O,X,X,X,O,X
JSZOTIL,O,O,X,O,O,X,X,X,O,X
JSZOTLI,O,O,X,O,O,X,X,X,O,X
JSZOITL,O,O,X,O,O,X,X,O,O,X
JSZOILT,O,O,X,O,O,X,X,O,O,X
JSZOLTI,O,O,X,O,O,X,X,X,O,X
JSZOLIT,O,O,X,O,O,X,X,X,O,X
JSOTILZ,X,O,O,O,O,X,X,X,X,X
JSOTIZL,X,O,O,O,O,X,X,X,O,X
JSOTLIZ,X,O,O,O,O,X,X,X,X,X
JSOTLZI,X,O,O,O,O,X,X,X,O,X
JSOTZIL,X,O,O,O,O,X,X,X,O,X
JSOTZLI,X,O,O,O,O,X,X,X,O,X
JSOITLZ,X,O,O,O,O,X,X,X,X,X
JSOITZL,X,O,O,O,O,X,X,X,O,X
JSOILTZ,X,X,O,O,O,X,O,X,X,X
JSOILZT,X,O,X,O,O,X,O,X,O,X
JSOIZTL,X,O,X,O,O,X,X,O,O,X
JSOIZLT,X,O,X,O,O,X,X,O,O,X
JSOLTIZ,X,X,O,O,O,X,X,X,X,X
JSOLTZI,X,X,O,O,O,X,X,X,O,X
JSOLITZ,X,X,O,O,O,X,O,X,X,X
JSOLIZT,X,O,X,O,O,X,O,X,O,X
JSOLZTI,X,O,X,O,O,X,X,X,O,X
JSOLZIT,X,O,X,O,O,X,X,X,O,X
JSOZTIL,X,O,X,O,O,X,X,X,O,X
JSOZTLI,X,O,X,O,O,X,X,X,O,X
JSOZITL,X,O,X,O,O,X,X,O,O,X
JSOZILT,X,O,X,O,O,X,X,O,O,X
JSOZLTI,X,O,X,O,O,X,X,X,O,X
JSOZLIT,X,O,X,O,O,X,X,X,O,X
JZTILSO,O,O,X,X,O,X,X,X,O,X
JZTILOS,O,O,X,X,O,X,X,X,X,X
JZTISLO,O,O,O,X,O,X,X,X,O,X
JZTISOL,O,O,O,X,O,X,X,X,O,X
JZTIOLS,O,O,X,X,O,X,X,O,X,X
JZTIOSL,O,X,O,X,O,X,X,O,O,X
JZTLISO,O,O,X,X,O,X,X,X,O,X
JZTLIOS,O,O,X,X,O,X,X,X,X,X
JZTLSIO,O,O,X,X,O,X,X,X,O,X
JZTLSOI,O,O,X,X,O,X,X,X,O,X
JZTLOIS,O,O,X,X,O,X,X,X,X,X
JZTLOSI,O,O,X,X,O,X,X,X,X,X
JZTSILO,O,O,O,X,O,X,X,X,O,X
JZTSIOL,O,O,O,X,O,X,X,X,O,X
JZTSLIO,O,O,O,X,O,X,X,X,O,X
JZTSLOI,O,O,O,X,O,X,X,X,O,X
JZTSOIL,O,O,O,X,O,X,X,X,O,X
JZTSOLI,O,O,O,X,O,X,X,X,O,X
JZTOILS,O,O,X,X,O,X,X,O,X,X
JZTOISL,O,X,O,X,O,X,X,O,O,X
JZTOLIS,O,O,X,X,O,X,X,X,X,X
JZTOLSI,O,O,X,X,O,X,X,X,X,X
JZTOSIL,O,O,O,X,O,X,X,X,O,X
JZTOSLI,O,O,O,X,O,X,X,X,O,X
JZITLSO,O,O,X,X,O,X,X,X,O,X
JZITLOS,O,O,X,X,O,X,X,X,X,X
JZITSLO,O,O,O,X,O,X,X,X,O,X
JZITSOL,O,O,O,X,O,X,X,X,O,X
JZITOLS,O,O,X,X,O,X,X,O,X,X
JZITOSL,O,X,O,X,O,X,X,O,O,X
JZILTSO,O,O,X,X,O,X,X,X,O,X
JZILTOS,O,O,X,X,O,X,X,X,X,X
JZILSTO,O,O,O,X,O,X,X,X,O,X
JZILSOT,O,O,X,X,O,X,X,X,O,X
JZILOTS,X,O,X,X,O,X,O,O,X,X
JZILOST,X,O,X,O,O,X,O,O,X,X
JZISTLO,O,O,O,X,O,X,X,X,O,X
JZISTOL,O,O,O,O,O,X,X,X,O,X
JZISLTO,O,O,O,X,O,X,X,X,O,X
JZISLOT,O,O,X,X,O,X,X,X,O,X
JZISOTL,O,O,X,O,O,X,X,O,O,X
JZISOLT,O,O,X,O,O,X,X,O,O,X
JZIOTLS,X,O,X,X,O,X,X,O,X,X
JZIOTSL,X,X,X,X,O,X,X,O,O,X
JZIOLTS,X,O,X,X,O,X,O,O,X,X
JZIOLST,X,O,X,O,O,X,O,O,X,X
JZIOSTL,X,X,X,O,O,X,X,O,O,X
JZIOSLT,X,X,X,O,O,X,X,O,O,X
JZLTISO,O,O,X,X,O,X,X,X,O,X
JZLTIOS,O,O,X,X,O,X,X,X,X,X
JZLTSIO,O,O,X,X,O,X,X,X,O,X
JZLTSOI,O,O,X,X,O,X,X,X,O,X
JZLTOIS,O,O,X,X,O,X,X,X,X,X
JZLTOSI,O,O,X,X,O,X,X,X,X,X
JZLITSO,O,O,X,X,O,X,X,X,O,X
JZLITOS,O,O,X,X,O,X,X,X,X,X
JZLISTO,O,O,O,X,O,X,X,X,O,X
JZLISOT,O,O,X,X,O,X,X,X,O,X
JZLIOTS,X,O,X,X,O,X,O,O,X,X
JZLIOST,X,O,X,O,O,X,O,O,X,X
JZLSTIO,O,O,O,X,O,X,X,X,O,X
JZLSTOI,O,O,O,X,O,X,X,X,O,X
JZLSITO,O,O,O,X,O,X,X,X,O,X
JZLSIOT,O,O,X,X,O,X,X,X,O,X
JZLSOTI,O,O,X,X,O,X,X,X,O,X
JZLSOIT,O,O,X,X,O,X,X,X,O,X
JZLOTIS,O,O,X,X,O,X,X,X,X,X
JZLOTSI,O,O,X,X,O,X,X,X,X,X
JZLOITS,X,O,X,X,O,X,O,O,X,X
JZLOIST,X,O,X,O,O,X,O,O,X,X
JZLOSTI,O,O,X,O,O,X,X,X,X,X
JZLOSIT,O,O,X,O,O,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,X,X,O,X
JZSTIOL,O,O,O,O,O,X,X,X,O,X
JZSTLIO,O,O,O,X,O,X,X,X,O,X
JZSTLOI,O,O,O,X,O,X,X,X,O,X
JZSTOIL,O,O,O,O,O,X,X,X,O,X
JZSTOLI,O,O,O,O,O,X,X,X,O,X
JZSITLO,O,O,O,X,O,X,X,X,O,X
JZSITOL,O,O,O,O,O,X,X,X,O,X
JZSILTO,O,O,O,X,O,X,X,X,O,X
JZSILOT,O,O,X,X,O,X,X,X,O,X
JZSIOTL,O,O,X,O,O,X,X,O,O,X
JZSIOLT,O,O,X,O,O,X,X,O,O,X
JZSLTIO,O,O,O,X,O,X,X,X,O,X
JZSLTOI,O,O,O,X,O,X,X,X,O,X
JZSLITO,O,O,O,X,O,X,X,X,O,X
JZSLIOT,O,O,X,X,O,X,X,X,O,X
JZSLOTI,O,O,X,X,O,X,X,X,O,X
JZSLOIT,O,O,X,X,O,X,X,X,O,X
JZSOTIL,O,O,X,O,O,X,X,X,O,X
JZSOTLI,O,O,X,O,O,X,X,X,O,X
JZSOITL,O,O,X,O,O,X,X,O,O,X
JZSOILT,O,O,X,O,O,X,X,O,O,X
JZSOLTI,O,O,X,O,O,X,X,X,O,X
JZSOLIT,O,O,X,O,O,X,X,X,O,X
JZOTILS,O,O,X,X,O,X,X,O,X,X
JZOTISL,O,X,X,X,O,X,X,O,O,X
JZOTLIS,O,O,X,X,O,X,X,X,X,X
JZOTLSI,O,O,X,X,O,X,X,X,X,X
JZOTSIL,O,O,X,X,O,X,X,X,O,X
JZOTSLI,O,O,X,X,O,X,X,X,O,X
JZOITLS,X,O,X,X,O,X,X,O,X,X
JZOITSL,X,X,X,X,O,X,X,O,O,X
JZOILTS,X,O,X,X,O,X,O,O,X,X
JZOILST,X,O,X,O,O,X,O,O,X,X
JZOISTL,X,X,X,O,O,X,X,O,O,X
JZOISLT,X,X,X,O,O,X,X,O,O,X
JZOLTIS,O,O,X,X,O,X,X,X,X,X
JZOLTSI,O,O,X,X,O,X,X,X,X,X
JZOLITS,X,O,X,X,O,X,O,O,X,X
JZOLIST,X,O,X,O,O,X,O,O,X,X
JZOLSTI,O,O,X,O,O,X,X,X,X,X
JZOLSIT,O,O,X,O,O,X,X,X,X,X
JZOSTIL,O,O,X,O,O,X,X,X,O,X
JZOSTLI,O,O,X,O,O,X,X,X,O,X
JZOSITL,O,O,X,O,O,X,X,O,O,X
JZOSILT,O,O,X,O,O,X,X,O,O,X
JZOSLTI,O,O,X,O,O,X,X,X,O,X
JZOSLIT,O,O,X,O,O,X,X,X,O,X
JOTILSZ,X,X,O,O,X,O,O,X,X,O
JOTILZS,X,X,X,X,X,O,O,X,X,O
JOTISLZ,X,X,O,O,X,O,X,X,X,X
JOTISZL,X,X,O,O,X,X,X,X,X,X
JOTIZLS,X,X,X,X,X,O,X,O,X,X
JOTIZSL,X,X,O,X,X,X,X,O,X,X
JOTLISZ,X,X,O,O,O,O,O,X,X,O
JOTLIZS,X,O,X,X,X,O,O,X,X,O
JOTLSIZ,X,X,O,O,O,O,X,X,X,X
JOTLSZI,X,X,O,O,O,X,X,X,X,X
JOTLZIS,X,O,X,X,O,O,X,X,X,X
JOTLZSI,X,O,X,X,O,X,X,X,X,X
JOTSILZ,X,X,O,O,O,O,X,X,X,X
JOTSIZL,X,X,O,O,O,X,X,X,O,X
JOTSLIZ,X,X,O,O,O,O,X,X,X,X
JOTSLZI,X,X,O,O,O,X,X,X,O,X
JOTSZIL,X,X,O,O,O,X,X,X,O,X
JOTSZLI,X,X,O,O,O,X,X,X,O,X
JOTZILS,X,O,X,X,O,O,X,O,X,X
JOTZISL,X,X,O,X,O,X,X,O,O,X
JOTZLIS,X,O,X,X,O,O,X,X,X,X
JOTZLSI,X,O,X,X,O,X,X,X,X,X
JOTZSIL,X,X,O,X,O,X,X,X,O,X
JOTZSLI,X,O,O,X,O,X,X,X,O,X
JOITLSZ,X,X,O,O,X,O,O,X,X,O
JOITLZS,X,X,X,X,X,O,O,X,X,O
JOITSLZ,X,X,O,O,X,O,X,X,X,X
JOITSZL,X,X,O,O,X,X,X,X,X,X
JOITZLS,X,X,X,X,X,O,X,O,X,X
JOITZSL,X,X,O,X,X,X,X,O,X,X
JOILTSZ,X,X,X,O,O,X,O,X,X,X
JOILTZS,X,X,X,X,X,X,O,X,X,X
JOILSTZ,X,X,O,O,O,X,O,X,X,X
JOILSZT,X,X,X,O,O,X,O,X,X,X
JOILZTS,X,X,X,X,O,X,O,O,X,X
JOILZST,X,X,X,O,O,X,O,O,X,X
JOISTLZ,X,X,O,O,O,X,X,X,X,X
JOISTZL,X,X,O,O,O,X,X,X,X,X
JOISLTZ,X,X,O,O,O,X,O,X,X,X
JOISLZT,X,X,X,O,O,X,O,X,X,X
JOISZTL,X,X,X,O,O,X,X,O,X,X
JOISZLT,X,X,X,O,O,X,X,O,X,X
JOIZTLS,X,X,X,X,O,X,X,O,X,X
JOIZTSL,X,X,X,X,O,X,X,O,X,X
JOIZLTS,X,X,X,X,O,X,O,O,X,X
JOIZLST,X,X,X,O,O,X,O,O,X,X
JOIZSTL,X,X,X,O,O,X,X,O,X,X
JOIZSLT,X,X,X,O,O,X,X,O,X,X
JOLTISZ,X,X,X,O,O,X,O,X,X,X
JOLTIZS,X,X,X,X,X,X,O,X,X,X
JOLTSIZ,X,X,X,O,O,X,X,X,X,X
JOLTSZI,X,X,X,O,O,X,X,X,X,X
JOLTZIS,X,X,X,X,O,X,X,X,X,X
JOLTZSI,X,X,X,X,O,X,X,X,X,X
JOLITSZ,X,X,X,O,O,X,O,X,X,X
JOLITZS,X,X,X,X,X,X,O,X,X,X
JOLISTZ,X,X,O,O,O,X,O,X,X,X
JOLISZT,X,X,X,O,O,X,O,X,X,X
JOLIZTS,X,O,X,X,O,X,O,O,X,X
JOLIZST,X,O,X,O,O,X,O,O,X,X
JOLSTIZ,X,X,O,O,O,X,X,X,X,X
JOLSTZI,X,X,O,O,O,X,X,X,X,X
JOLSITZ,X,X,O,O,O,X,O,X,X,X
JOLSIZT,X,X,X,O,O,X,O,X,X,X
JOLSZTI,X,X,X,O,O,X,X,X,X,X
JOLSZIT,X,X,X,O,O,X,X,X,X,X
JOLZTIS,X,O,X,X,O,X,X,X,X,X
JOLZTSI,X,X,X,X,O,X,X,X,X,X
JOLZITS,X,O,X,X,O,X,O,O,X,X
JOLZIST,X,O,X,O,O,X,O,O,X,X
JOLZSTI,X,X,X,O,O,X,X,X,X,X
JOLZSIT,X,O,X,O,O,X,X,X,X,X
JOSTILZ,X,X,O,O,O,X,X,X,X,X
JOSTIZL,X,X,O,O,O,X,X,X,O,X
JOSTLIZ,X,X,O,O,O,X,X,X,X,X
JOSTLZI,X,X,O,O,O,X,X,X,O,X
JOSTZIL,X,X,O,O,O,X,X,X,O,X
JOSTZLI,X,X,O,O,O,X,X,X,O,X
JOSITLZ,X,X,O,O,O,X,X,X,X,X
JOSITZL,X,X,O,O,O,X,X,X,O,X
JOSILTZ,X,X,O,O,O,X,O,X,X,X
JOSILZT,X,X,X,O,O,X,O,X,O,X
JOSIZTL,X,X,X,O,O,X,X,O,O,X
JOSIZLT,X,X,X,O,O,X,X,O,O,X
JOSLTIZ,X,X,O,O,O,X,X,X,X,X
JOSLTZI,X,X,O,O,O,X,X,X,O,X
JOSLITZ,X,X,O,O,O,X,O,X,X,X
JOSLIZT,X,X,X,O,O,X,O,X,O,X
JOSLZTI,X,X,X,O,O,X,X,X,O,X
JOSLZIT,X,X,X,O,O,X,X,X,O,X
JOSZTIL,X,X,X,O,O,X,X,X,O,X
JOSZTLI,X,X,X,O,O,X,X,X,O,X
JOSZITL,X,X,X,O,O,X,X,O,O,X
JOSZILT,X,X,X,O,O,X,X,O,O,X
JOSZLTI,X,X,X,O,O,X,X,X,O,X
JOSZLIT,X,X,X,O,O,X,X,X,O,X
JOZTILS,X,O,X,X,O,X,X,O,X,X
JOZTISL,X,X,X,X,O,X,X,O,O,X
JOZTLIS,X,O,X,X,O,X,X,X,X,X
JOZTLSI,X,O,X,X,O,X,X,X,X,X
JOZTSIL,X,X,X,X,O,X,X,X,O,X
JOZTSLI,X,O,X,X,O,X,X,X,O,X
JOZITLS,X,O,X,X,O,X,X,O,X,X
JOZITSL,X,X,X,X,O,X,X,O,O,X
JOZILTS,X,O,X,X,O,X,O,O,X,X
JOZILST,X,O,X,O,O,X,O,O,X,X
JOZISTL,X,X,X,O,O,X,X,O,O,X
JOZISLT,X,X,X,O,O,X,X,O,O,X
JOZLTIS,X,O,X,X,O,X,X,X,X,X
JOZLTSI,X,O,X,X,O,X,X,X,X,X
JOZLITS,X,O,X,X,O,X,O,O,X,X
JOZLIST,X,O,X,O,O,X,O,O,X,X
JOZLSTI,X,X,X,O,O,X,X,X,X,X
JOZLSIT,X,O,X,O,O,X,X,X,X,X
JOZSTIL,X,X,X,O,O,X,X,X,O,X
JOZSTLI,X,O,X,O,O,X,X,X,O,X
JOZSITL,X,X,X,O,O,X,X,O,O,X
JOZSILT,X,X,X,O,O,X,X,O,O,X
JOZSLTI,X,X,X,O,O,X,X,X,O,X
