sequence,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFzfBfmB?0hBeoBFqB6sB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFzfBWmB?3iB8sBimBFqB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFqkBlhB?3iBzlB8sBOqB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFFgB0hB?eoBfqBzlB6sB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8Jex/IvhFlhB3iB?zlB8sBmpBipB,v115@GhA8IeA8EeB8BeA8AeA8AeD8AeB8JeZEJvhFfmB0hB?WqBznBaqBlsB
SJLOITZ,X,X,X,O,X,O
SJLOIZT,X,X,X,O,X,O
SJLOZTI,X,X,X,O,X,X
SJLOZIT,X,X,X,O,X,O
SJZTILO,O,O,X,X,X,X
SJZTIOL,O,O,X,X,X,O
SJZTLIO,O,O,X,X,X,X
SJZTLOI,O,O,X,X,X,X
SJZTOIL,O,O,X,X,O,O
SJZTOLI,O,O,X,X,O,X
SJZITLO,O,O,X,X,X,X
SJZITOL,O,O,X,X,X,O
SJZILTO,O,O,X,X,X,X
SJZILOT,X,X,X,X,X,O
SJZIOTL,O,O,X,O,O,O
SJZIOLT,X,X,X,O,O,O
SJZLTIO,O,O,X,X,X,X
SJZLTOI,O,O,X,X,X,X
SJZLITO,O,O,X,X,X,X
SJZLIOT,X,X,X,X,X,O
SJZLOTI,X,X,X,X,O,X
SJZLOIT,X,X,X,X,O,O
SJZOTIL,O,O,X,O,O,O
SJZOTLI,O,O,X,O,O,X
SJZOITL,O,O,X,O,O,O
SJZOILT,X,X,X,O,O,O
SJZOLTI,X,X,X,O,O,X
SJZOLIT,X,X,X,O,O,O
SJOTILZ,O,X,X,O,X,O
SJOTIZL,O,X,X,O,O,O
SJOTLIZ,O,X,X,O,X,X
SJOTLZI,O,X,X,O,X,X
SJOTZIL,O,X,X,O,O,O
SJOTZLI,O,X,X,O,O,X
SJOITLZ,O,X,X,O,X,O
SJOITZL,O,X,X,O,O,O
SJOILTZ,X,X,X,O,X,O
SJOILZT,X,X,X,O,X,O
SJOIZTL,O,X,X,O,O,O
SJOIZLT,X,X,X,O,O,O
SJOLTIZ,X,X,X,O,X,X
SJOLTZI,X,X,X,O,X,X
SJOLITZ,X,X,X,O,X,O
SJOLIZT,X,X,X,O,X,O
SJOLZTI,X,X,X,O,X,X
SJOLZIT,X,X,X,O,X,O
SJOZTIL,O,X,X,O,O,O
SJOZTLI,O,X,X,O,O,X
SJOZITL,O,X,X,O,O,O
SJOZILT,X,X,X,O,O,O
SJOZLTI,X,X,X,O,O,X
SJOZLIT,X,X,X,O,O,O
SZTILJO,O,O,X,X,X,X
SZTILOJ,O,O,O,X,X,X
SZTIJLO,O,O,X,X,X,X
SZTIJOL,O,O,O,X,X,O
SZTIOLJ,O,O,O,X,O,X
SZTIOJL,O,O,O,X,O,O
SZTLIJO,O,O,X,X,X,X
SZTLIOJ,O,O,O,X,X,X
SZTLJIO,O,O,X,X,X,X
SZTLJOI,O,O,X,X,X,X
SZTLOIJ,O,O,O,X,O,X
SZTLOJI,O,O,O,X,O,X
SZTJILO,O,O,X,X,X,X
SZTJIOL,O,O,O,X,X,O
SZTJLIO,O,O,X,X,X,X
SZTJLOI,O,O,X,X,X,X
SZTJOIL,O,O,O,X,O,O
SZTJOLI,O,O,O,X,O,X
SZTOILJ,O,O,O,X,O,X
SZTOIJL,O,O,O,X,O,O
SZTOLIJ,O,O,O,X,O,X
SZTOLJI,O,O,O,X,O,X
SZTOJIL,O,O,O,X,O,O
SZTOJLI,O,O,O,X,O,X
SZITLJO,O,O,X,X,X,X
SZITLOJ,O,O,O,X,X,X
SZITJLO,O,O,X,X,X,X
SZITJOL,O,O,O,X,X,O
SZITOLJ,O,O,O,X,O,X
SZITOJL,O,O,O,X,O,O
SZILTJO,O,O,X,X,X,X
SZILTOJ,O,O,O,X,X,X
SZILJTO,O,O,X,X,X,X
SZILJOT,X,X,O,X,X,O
SZILOTJ,X,X,O,X,X,X
SZILOJT,X,X,O,X,X,O
SZIJTLO,O,O,X,X,X,X
SZIJTOL,O,O,O,X,X,O
SZIJLTO,O,O,X,X,X,X
SZIJLOT,X,X,O,X,X,O
SZIJOTL,O,O,O,O,O,O
SZIJOLT,X,X,O,O,O,O
SZIOTLJ,O,O,O,O,O,X
SZIOTJL,O,O,O,O,O,O
SZIOLTJ,X,X,O,O,O,X
SZIOLJT,X,X,O,O,X,O
SZIOJTL,O,O,O,O,O,O
SZIOJLT,X,X,O,O,O,O
SZLTIJO,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,X,X
SZLTJIO,O,O,X,X,X,X
SZLTJOI,O,O,X,X,X,X
SZLTOIJ,O,O,O,X,O,X
SZLTOJI,O,O,O,X,O,X
SZLITJO,O,O,X,X,X,X
SZLITOJ,O,O,O,X,X,X
SZLIJTO,O,O,X,X,X,X
SZLIJOT,X,X,O,X,X,O
SZLIOTJ,X,X,O,X,X,X
SZLIOJT,X,X,O,X,X,O
SZLJTIO,O,O,X,X,X,X
SZLJTOI,O,O,X,X,X,X
SZLJITO,O,O,X,X,X,X
SZLJIOT,X,X,O,X,X,O
SZLJOTI,X,X,O,X,O,X
SZLJOIT,X,X,O,X,O,O
SZLOTIJ,X,X,O,X,O,X
SZLOTJI,X,X,O,X,O,X
SZLOITJ,X,X,O,X,O,X
SZLOIJT,X,X,O,X,X,O
SZLOJTI,X,X,O,X,O,X
SZLOJIT,X,X,O,X,O,O
SZJTILO,O,O,X,X,X,X
SZJTIOL,O,O,O,X,X,O
SZJTLIO,O,O,X,X,X,X
SZJTLOI,O,O,X,X,X,X
SZJTOIL,O,O,O,X,O,O
SZJTOLI,O,O,O,X,O,X
SZJITLO,O,O,X,X,X,X
SZJITOL,O,O,O,X,X,O
SZJILTO,O,O,X,X,X,X
SZJILOT,X,X,O,X,X,O
SZJIOTL,O,O,O,O,O,O
SZJIOLT,X,X,O,O,O,O
SZJLTIO,O,O,X,X,X,X
SZJLTOI,O,O,X,X,X,X
SZJLITO,O,O,X,X,X,X
SZJLIOT,X,X,O,X,X,O
SZJLOTI,X,X,O,X,O,X
SZJLOIT,X,X,O,X,O,O
SZJOTIL,O,O,O,O,O,O
SZJOTLI,O,O,O,O,O,X
SZJOITL,O,O,O,O,O,O
SZJOILT,X,X,O,O,O,O
SZJOLTI,X,X,O,O,O,X
SZJOLIT,X,X,O,O,O,O
SZOTILJ,O,O,O,O,O,X
SZOTIJL,O,O,O,O,O,O
SZOTLIJ,O,O,O,O,O,X
SZOTLJI,O,O,O,O,O,X
SZOTJIL,O,O,O,O,O,O
SZOTJLI,O,O,O,O,O,X
SZOITLJ,O,O,O,O,O,X
SZOITJL,O,O,O,O,O,O
SZOILTJ,X,X,O,O,O,X
SZOILJT,X,X,O,O,X,O
SZOIJTL,O,O,O,O,O,O
SZOIJLT,X,X,O,O,O,O
SZOLTIJ,X,X,O,O,O,X
SZOLTJI,X,X,O,O,O,X
SZOLITJ,X,X,O,O,O,X
SZOLIJT,X,X,O,O,X,O
SZOLJTI,X,X,O,O,O,X
SZOLJIT,X,X,O,O,O,O
SZOJTIL,O,O,O,O,O,O
SZOJTLI,O,O,O,O,O,X
SZOJITL,O,O,O,O,O,O
SZOJILT,X,X,O,O,O,O
SZOJLTI,X,X,O,O,O,X
SZOJLIT,X,X,O,O,O,O
SOTILJZ,O,X,X,O,X,X
SOTILZJ,O,X,O,O,X,X
SOTIJLZ,O,X,X,O,X,O
SOTIJZL,O,X,X,O,X,O
SOTIZLJ,O,X,O,O,O,X
SOTIZJL,O,X,O,O,O,O
SOTLIJZ,O,X,X,O,X,X
SOTLIZJ,O,X,O,O,X,X
SOTLJIZ,O,X,X,O,X,X
SOTLJZI,O,X,X,O,X,X
SOTLZIJ,O,X,O,O,X,X
SOTLZJI,O,X,O,O,X,X
SOTJILZ,O,X,X,O,X,O
SOTJIZL,O,X,X,O,O,O
SOTJLIZ,O,X,X,O,X,X
SOTJLZI,O,X,X,O,X,X
SOTJZIL,O,X,X,O,O,O
SOTJZLI,O,X,X,O,O,X
SOTZILJ,O,X,O,O,O,X
SOTZIJL,O,X,O,O,O,O
SOTZLIJ,O,X,O,O,O,X
SOTZLJI,O,X,O,O,O,X
SOTZJIL,O,X,O,O,O,O
SOTZJLI,O,X,O,O,O,X
SOITLJZ,O,X,X,O,X,X
SOITLZJ,O,X,O,O,X,X
SOITJLZ,O,X,X,O,X,O
SOITJZL,O,X,X,O,X,O
SOITZLJ,O,X,O,O,O,X
SOITZJL,O,X,O,O,O,O
SOILTJZ,X,X,X,O,X,X
SOILTZJ,X,X,O,O,X,X
SOILJTZ,X,X,X,O,X,O
SOILJZT,X,X,X,O,X,O
SOILZTJ,X,X,O,O,X,X
SOILZJT,X,X,O,O,X,O
SOIJTLZ,O,X,X,O,X,O
SOIJTZL,O,X,X,O,X,O
SOIJLTZ,X,X,X,O,X,O
SOIJLZT,X,X,X,O,X,O
SOIJZTL,O,X,X,O,X,O
SOIJZLT,X,X,X,O,X,O
SOIZTLJ,O,X,O,O,O,X
SOIZTJL,O,X,O,O,O,O
SOIZLTJ,X,X,O,O,O,X
SOIZLJT,X,X,O,O,X,O
SOIZJTL,O,X,O,O,O,O
SOIZJLT,X,X,O,O,X,O
SOLTIJZ,X,X,X,O,X,X
SOLTIZJ,X,X,O,O,X,X
SOLTJIZ,X,X,X,O,X,X
SOLTJZI,X,X,X,O,X,X
SOLTZIJ,X,X,O,O,X,X
SOLTZJI,X,X,O,O,X,X
SOLITJZ,X,X,X,O,X,X
SOLITZJ,X,X,O,O,X,X
SOLIJTZ,X,X,X,O,X,O
SOLIJZT,X,X,X,O,X,O
SOLIZTJ,X,X,O,O,X,X
SOLIZJT,X,X,O,O,X,O
SOLJTIZ,X,X,X,O,X,X
SOLJTZI,X,X,X,O,X,X
SOLJITZ,X,X,X,O,X,O
SOLJIZT,X,X,X,O,X,O
SOLJZTI,X,X,X,O,X,X
SOLJZIT,X,X,X,O,X,O
SOLZTIJ,X,X,O,O,X,X
SOLZTJI,X,X,O,O,X,X
SOLZITJ,X,X,O,O,X,X
SOLZIJT,X,X,O,O,X,O
SOLZJTI,X,X,O,O,X,X
SOLZJIT,X,X,O,O,X,O
SOJTILZ,O,X,X,O,X,O
SOJTIZL,O,X,X,O,O,O
SOJTLIZ,O,X,X,O,X,X
SOJTLZI,O,X,X,O,X,X
SOJTZIL,O,X,X,O,O,O
SOJTZLI,O,X,X,O,O,X
SOJITLZ,O,X,X,O,X,O
SOJITZL,O,X,X,O,O,O
SOJILTZ,X,X,X,O,X,O
SOJILZT,X,X,X,O,X,O
SOJIZTL,O,X,X,O,O,O
SOJIZLT,X,X,X,O,O,O
SOJLTIZ,X,X,X,O,X,X
SOJLTZI,X,X,X,O,X,X
SOJLITZ,X,X,X,O,X,O
SOJLIZT,X,X,X,O,X,O
SOJLZTI,X,X,X,O,X,X
SOJLZIT,X,X,X,O,X,O
SOJZTIL,O,X,X,O,O,O
SOJZTLI,O,X,X,O,O,X
SOJZITL,O,X,X,O,O,O
SOJZILT,X,X,X,O,O,O
SOJZLTI,X,X,X,O,O,X
SOJZLIT,X,X,X,O,O,O
SOZTILJ,O,X,O,O,O,X
SOZTIJL,O,X,O,O,O,O
SOZTLIJ,O,X,O,O,O,X
SOZTLJI,O,X,O,O,O,X
SOZTJIL,O,X,O,O,O,O
SOZTJLI,O,X,O,O,O,X
SOZITLJ,O,X,O,O,O,X
SOZITJL,O,X,O,O,O,O
SOZILTJ,X,X,O,O,O,X
SOZILJT,X,X,O,O,X,O
SOZIJTL,O,X,O,O,O,O
SOZIJLT,X,X,O,O,O,O
SOZLTIJ,X,X,O,O,O,X
SOZLTJI,X,X,O,O,O,X
SOZLITJ,X,X,O,O,O,X
SOZLIJT,X,X,O,O,X,O
SOZLJTI,X,X,O,O,O,X
SOZLJIT,X,X,O,O,O,O
SOZJTIL,O,X,O,O,O,O
SOZJTLI,O,X,O,O,O,X
SOZJITL,O,X,O,O,O,O
SOZJILT,X,X,O,O,O,O
SOZJLTI,X,X,O,O,O,X
SOZJLIT,X,X,O,O,O,O
ZTILJSO,X,O,X,X,X,X
ZTILJOS,X,O,X,X,X,X
ZTILSJO,X,O,X,X,X,X
ZTILSOJ,X,O,O,X,X,X
ZTILOJS,X,O,O,X,X,X
ZTILOSJ,X,O,O,X,X,X
ZTIJLSO,X,O,X,X,X,X
ZTIJLOS,X,O,X,X,X,X
ZTIJSLO,O,O,X,X,X,X
ZTIJSOL,O,O,O,X,X,X
ZTIJOLS,X,O,O,X,X,X
ZTIJOSL,O,O,O,O,X,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,O,O,O,X,X,X
ZTISJLO,O,O,X,X,X,X
ZTISJOL,O,O,O,X,X,O
ZTISOLJ,O,O,O,X,O,X
ZTISOJL,O,O,O,X,O,O
ZTIOLJS,X,O,O,X,X,X
ZTIOLSJ,X,O,O,X,O,X
ZTIOJLS,X,O,O,X,O,X
ZTIOJSL,O,O,O,O,O,X
ZTIOSLJ,O,O,O,O,O,X
ZTIOSJL,O,O,O,O,O,O
ZTLIJSO,X,O,X,X,X,X
ZTLIJOS,X,O,X,X,X,X
ZTLISJO,X,O,X,X,X,X
ZTLISOJ,X,O,O,X,X,X
ZTLIOJS,X,O,O,X,X,X
ZTLIOSJ,X,O,O,X,X,X
ZTLJISO,X,O,X,X,X,X
ZTLJIOS,X,O,X,X,X,X
ZTLJSIO,X,O,X,X,X,X
ZTLJSOI,X,O,X,X,X,X
ZTLJOIS,X,O,X,X,X,X
ZTLJOSI,X,O,X,X,X,X
ZTLSIJO,X,O,X,X,X,X
ZTLSIOJ,X,O,O,X,X,X
ZTLSJIO,X,O,X,X,X,X
ZTLSJOI,X,O,X,X,X,X
ZTLSOIJ,X,O,O,X,O,X
ZTLSOJI,X,O,O,X,O,X
ZTLOIJS,X,O,O,X,X,X
ZTLOISJ,X,O,O,X,O,X
ZTLOJIS,X,O,O,X,O,X
ZTLOJSI,X,O,O,X,O,X
ZTLOSIJ,X,O,O,X,O,X
ZTLOSJI,X,O,O,X,O,X
ZTJILSO,X,O,X,X,X,X
ZTJILOS,X,O,X,X,X,X
ZTJISLO,O,O,X,X,X,X
ZTJISOL,O,O,O,X,X,X
ZTJIOLS,X,O,O,X,X,X
ZTJIOSL,O,O,O,O,X,X
ZTJLISO,X,O,X,X,X,X
ZTJLIOS,X,O,X,X,X,X
ZTJLSIO,X,O,X,X,X,X
ZTJLSOI,X,O,X,X,X,X
ZTJLOIS,X,O,X,X,X,X
ZTJLOSI,X,O,X,X,X,X
ZTJSILO,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,X,X
ZTJSLIO,O,O,X,X,X,X
ZTJSLOI,O,O,X,X,X,X
ZTJSOIL,O,O,O,X,O,X
ZTJSOLI,O,O,O,X,O,X
ZTJOILS,X,O,O,X,O,X
ZTJOISL,O,O,O,O,O,X
ZTJOLIS,X,O,O,X,O,X
ZTJOLSI,X,O,O,X,O,X
ZTJOSIL,O,O,O,O,O,X
ZTJOSLI,O,O,O,O,O,X
ZTSILJO,O,O,X,X,X,X
ZTSILOJ,O,O,O,X,X,X
ZTSIJLO,O,O,X,X,X,X
ZTSIJOL,O,O,O,X,X,O
ZTSIOLJ,O,O,O,X,O,X
ZTSIOJL,O,O,O,X,O,O
ZTSLIJO,O,O,X,X,X,X
ZTSLIOJ,O,O,O,X,X,X
ZTSLJIO,O,O,X,X,X,X
ZTSLJOI,O,O,X,X,X,X
ZTSLOIJ,O,O,O,X,O,X
ZTSLOJI,O,O,O,X,O,X
ZTSJILO,O,O,X,X,X,X
ZTSJIOL,O,O,O,X,X,O
ZTSJLIO,O,O,X,X,X,X
ZTSJLOI,O,O,X,X,X,X
ZTSJOIL,O,O,O,X,O,O
ZTSJOLI,O,O,O,X,O,X
ZTSOILJ,O,O,O,X,O,X
ZTSOIJL,O,O,O,X,O,O
ZTSOLIJ,O,O,O,X,O,X
ZTSOLJI,O,O,O,X,O,X
ZTSOJIL,O,O,O,X,O,O
ZTSOJLI,O,O,O,X,O,X
ZTOILJS,X,O,O,X,X,X
ZTOILSJ,X,O,O,X,O,X
ZTOIJLS,X,O,O,X,O,X
ZTOIJSL,O,O,O,O,O,X
ZTOISLJ,O,O,O,O,O,X
ZTOISJL,O,O,O,O,O,O
ZTOLIJS,X,O,O,X,X,X
ZTOLISJ,X,O,O,X,O,X
ZTOLJIS,X,O,O,X,O,X
ZTOLJSI,X,O,O,X,O,X
ZTOLSIJ,X,O,O,X,O,X
ZTOLSJI,X,O,O,X,O,X
ZTOJILS,X,O,O,X,O,X
ZTOJISL,O,O,O,O,O,X
ZTOJLIS,X,O,O,X,O,X
ZTOJLSI,X,O,O,X,O,X
ZTOJSIL,O,O,O,O,O,X
ZTOJSLI,O,O,O,O,O,X
ZTOSILJ,O,O,O,O,O,X
ZTOSIJL,O,O,O,O,O,O
ZTOSLIJ,O,O,O,O,O,X
ZTOSLJI,O,O,O,O,O,X
ZTOSJIL,O,O,O,O,O,O
ZTOSJLI,O,O,O,O,O,X
ZITLJSO,X,O,X,X,X,X
ZITLJOS,X,O,X,X,X,X
ZITLSJO,X,O,X,X,X,X
ZITLSOJ,X,O,O,X,X,X
ZITLOJS,X,O,O,X,X,X
ZITLOSJ,X,O,O,X,X,X
ZITJLSO,X,O,X,X,X,X
ZITJLOS,X,O,X,X,X,X
ZITJSLO,O,O,X,X,X,X
ZITJSOL,O,O,O,X,X,X
ZITJOLS,X,O,O,X,X,X
ZITJOSL,O,O,O,O,X,X
ZITSLJO,O,O,X,X,X,X
ZITSLOJ,O,O,O,X,X,X
ZITSJLO,O,O,X,X,X,X
ZITSJOL,O,O,O,X,X,O
ZITSOLJ,O,O,O,X,O,X
ZITSOJL,O,O,O,X,O,O
ZITOLJS,X,O,O,X,X,X
ZITOLSJ,X,O,O,X,O,X
ZITOJLS,X,O,O,X,O,X
ZITOJSL,O,O,O,O,O,X
ZITOSLJ,O,O,O,O,O,X
ZITOSJL,O,O,O,O,O,O
ZILTJSO,X,O,X,X,X,X
ZILTJOS,X,O,X,X,X,X
ZILTSJO,X,O,X,X,X,X
ZILTSOJ,X,O,O,X,X,X
ZILTOJS,X,O,O,X,X,X
ZILTOSJ,X,O,O,X,X,X
ZILJTSO,X,O,X,X,X,X
ZILJTOS,X,O,X,X,X,X
ZILJSTO,O,O,X,X,X,X
ZILJSOT,X,X,O,X,X,X
ZILJOTS,X,X,O,X,X,X
ZILJOST,X,X,O,O,X,X
ZILSTJO,O,O,X,X,X,X
ZILSTOJ,O,O,O,X,X,X
ZILSJTO,O,O,X,X,X,X
ZILSJOT,X,X,O,X,X,O
ZILSOTJ,X,X,O,X,X,X
ZILSOJT,X,X,O,X,X,O
ZILOTJS,X,X,O,X,X,X
ZILOTSJ,X,X,O,X,X,X
ZILOJTS,X,X,O,X,X,X
ZILOJST,X,X,O,O,X,X
ZILOSTJ,X,X,O,O,X,X
ZILOSJT,X,X,O,O,X,O
ZIJTLSO,X,O,X,X,X,X
ZIJTLOS,X,O,X,X,X,X
ZIJTSLO,O,O,X,X,X,X
ZIJTSOL,O,O,O,X,X,X
ZIJTOLS,X,O,O,X,X,X
ZIJTOSL,O,O,O,O,X,X
ZIJLTSO,X,O,X,X,X,X
ZIJLTOS,X,O,X,X,X,X
ZIJLSTO,O,O,X,X,X,X
ZIJLSOT,X,X,O,X,X,X
ZIJLOTS,X,X,O,X,X,X
ZIJLOST,X,X,O,O,X,X
ZIJSTLO,O,O,X,X,X,X
ZIJSTOL,O,O,O,X,X,O
ZIJSLTO,O,O,X,X,X,X
ZIJSLOT,X,X,O,X,X,O
ZIJSOTL,O,O,O,O,O,O
ZIJSOLT,X,X,O,O,O,O
ZIJOTLS,X,O,O,X,O,X
ZIJOTSL,X,O,O,O,O,X
ZIJOLTS,X,X,O,X,O,X
ZIJOLST,X,X,O,O,O,X
ZIJOSTL,O,O,O,O,O,O
ZIJOSLT,X,X,O,O,O,O
ZISTLJO,O,O,X,X,X,X
ZISTLOJ,O,O,O,X,X,X
ZISTJLO,O,O,X,X,X,X
ZISTJOL,O,O,O,X,X,O
ZISTOLJ,O,O,O,X,O,X
ZISTOJL,O,O,O,X,O,O
ZISLTJO,O,O,X,X,X,X
ZISLTOJ,O,O,O,X,X,X
ZISLJTO,O,O,X,X,X,X
ZISLJOT,X,X,O,X,X,O
ZISLOTJ,X,X,O,X,X,X
ZISLOJT,X,X,O,X,X,O
ZISJTLO,O,O,X,X,X,X
ZISJTOL,O,O,O,X,X,O
ZISJLTO,O,O,X,X,X,X
ZISJLOT,X,X,O,X,X,O
ZISJOTL,O,O,O,O,O,O
ZISJOLT,X,X,O,O,O,O
ZISOTLJ,O,O,O,O,O,X
ZISOTJL,O,O,O,O,O,O
ZISOLTJ,X,X,O,O,O,X
ZISOLJT,X,X,O,O,X,O
ZISOJTL,O,O,O,O,O,O
ZISOJLT,X,X,O,O,O,O
ZIOTLJS,X,O,O,X,X,X
ZIOTLSJ,X,O,O,X,O,X
ZIOTJLS,X,O,O,X,O,X
ZIOTJSL,X,O,O,O,O,X
ZIOTSLJ,X,O,O,O,O,X
ZIOTSJL,X,O,O,O,O,O
ZIOLTJS,X,X,O,X,X,X
ZIOLTSJ,X,X,O,X,O,X
ZIOLJTS,X,X,O,X,X,X
ZIOLJST,X,X,O,O,X,X
ZIOLSTJ,X,X,O,O,O,X
ZIOLSJT,X,X,O,O,X,O
ZIOJTLS,X,O,O,X,O,X
ZIOJTSL,X,O,O,O,O,X
ZIOJLTS,X,X,O,X,O,X
ZIOJLST,X,X,O,O,O,X
ZIOJSTL,O,O,O,O,O,O
ZIOJSLT,X,X,O,O,O,O
ZIOSTLJ,O,O,O,O,O,X
ZIOSTJL,O,O,O,O,O,O
ZIOSLTJ,X,X,O,O,O,X
ZIOSLJT,X,X,O,O,X,O
ZIOSJTL,O,O,O,O,O,O
ZIOSJLT,X,X,O,O,O,O
ZLTIJSO,X,O,X,X,X,X
ZLTIJOS,X,O,X,X,X,X
ZLTISJO,X,O,X,X,X,X
ZLTISOJ,X,O,O,X,X,X
ZLTIOJS,X,O,O,X,X,X
ZLTIOSJ,X,O,O,X,X,X
ZLTJISO,X,O,X,X,X,X
ZLTJIOS,X,O,X,X,X,X
ZLTJSIO,X,O,X,X,X,X
ZLTJSOI,X,O,X,X,X,X
ZLTJOIS,X,O,X,X,X,X
ZLTJOSI,X,O,X,X,X,X
ZLTSIJO,X,O,X,X,X,X
ZLTSIOJ,X,O,O,X,X,X
ZLTSJIO,X,O,X,X,X,X
ZLTSJOI,X,O,X,X,X,X
ZLTSOIJ,X,O,O,X,O,X
ZLTSOJI,X,O,O,X,O,X
ZLTOIJS,X,O,O,X,X,X
ZLTOISJ,X,O,O,X,O,X
ZLTOJIS,X,O,O,X,O,X
ZLTOJSI,X,O,O,X,O,X
ZLTOSIJ,X,O,O,X,O,X
ZLTOSJI,X,O,O,X,O,X
ZLITJSO,X,O,X,X,X,X
ZLITJOS,X,O,X,X,X,X
ZLITSJO,X,O,X,X,X,X
ZLITSOJ,X,O,O,X,X,X
ZLITOJS,X,O,O,X,X,X
ZLITOSJ,X,O,O,X,X,X
ZLIJTSO,X,O,X,X,X,X
ZLIJTOS,X,O,X,X,X,X
ZLIJSTO,O,O,X,X,X,X
ZLIJSOT,X,X,O,X,X,X
ZLIJOTS,X,X,O,X,X,X
ZLIJOST,X,X,O,O,X,X
ZLISTJO,O,O,X,X,X,X
ZLISTOJ,O,O,O,X,X,X
ZLISJTO,O,O,X,X,X,X
ZLISJOT,X,X,O,X,X,O
ZLISOTJ,X,X,O,X,X,X
ZLISOJT,X,X,O,X,X,O
ZLIOTJS,X,X,O,X,X,X
ZLIOTSJ,X,X,O,X,X,X
ZLIOJTS,X,X,O,X,X,X
ZLIOJST,X,X,O,O,X,X
ZLIOSTJ,X,X,O,O,X,X
ZLIOSJT,X,X,O,O,X,O
ZLJTISO,X,O,X,X,X,X
ZLJTIOS,X,O,X,X,X,X
ZLJTSIO,X,O,X,X,X,X
ZLJTSOI,X,O,X,X,X,X
ZLJTOIS,X,O,X,X,X,X
ZLJTOSI,X,O,X,X,X,X
ZLJITSO,X,O,X,X,X,X
ZLJITOS,X,O,X,X,X,X
ZLJISTO,O,O,X,X,X,X
ZLJISOT,X,X,O,X,X,X
ZLJIOTS,X,X,O,X,X,X
ZLJIOST,X,X,O,O,X,X
ZLJSTIO,O,O,X,X,X,X
ZLJSTOI,O,O,X,X,X,X
ZLJSITO,O,O,X,X,X,X
ZLJSIOT,X,X,O,X,X,X
ZLJSOTI,X,X,O,X,O,X
ZLJSOIT,X,X,O,X,O,X
ZLJOTIS,X,X,O,X,O,X
ZLJOTSI,X,X,O,X,O,X
ZLJOITS,X,X,O,X,O,X
ZLJOIST,X,X,O,O,O,X
ZLJOSTI,X,X,O,O,O,X
ZLJOSIT,X,X,O,O,O,X
ZLSTIJO,O,O,X,X,X,X
ZLSTIOJ,O,O,O,X,X,X
ZLSTJIO,O,O,X,X,X,X
ZLSTJOI,O,O,X,X,X,X
ZLSTOIJ,O,O,O,X,O,X
ZLSTOJI,O,O,O,X,O,X
ZLSITJO,O,O,X,X,X,X
ZLSITOJ,O,O,O,X,X,X
ZLSIJTO,O,O,X,X,X,X
ZLSIJOT,X,X,O,X,X,O
ZLSIOTJ,X,X,O,X,X,X
ZLSIOJT,X,X,O,X,X,O
ZLSJTIO,O,O,X,X,X,X
ZLSJTOI,O,O,X,X,X,X
ZLSJITO,O,O,X,X,X,X
ZLSJIOT,X,X,O,X,X,O
ZLSJOTI,X,X,O,X,O,X
ZLSJOIT,X,X,O,X,O,O
ZLSOTIJ,X,X,O,X,O,X
ZLSOTJI,X,X,O,X,O,X
ZLSOITJ,X,X,O,X,O,X
ZLSOIJT,X,X,O,X,X,O
ZLSOJTI,X,X,O,X,O,X
ZLSOJIT,X,X,O,X,O,O
ZLOTIJS,X,X,O,X,X,X
ZLOTISJ,X,X,O,X,O,X
ZLOTJIS,X,X,O,X,O,X
ZLOTJSI,X,X,O,X,O,X
ZLOTSIJ,X,X,O,X,O,X
ZLOTSJI,X,X,O,X,O,X
ZLOITJS,X,X,O,X,X,X
ZLOITSJ,X,X,O,X,O,X
ZLOIJTS,X,X,O,X,X,X
ZLOIJST,X,X,O,O,X,X
ZLOISTJ,X,X,O,O,O,X
ZLOISJT,X,X,O,O,X,O
ZLOJTIS,X,X,O,X,O,X
ZLOJTSI,X,X,O,X,O,X
ZLOJITS,X,X,O,X,O,X
ZLOJIST,X,X,O,O,O,X
ZLOJSTI,X,X,O,O,O,X
ZLOJSIT,X,X,O,O,O,X
ZLOSTIJ,X,X,O,O,O,X
ZLOSTJI,X,X,O,O,O,X
ZLOSITJ,X,X,O,O,O,X
ZLOSIJT,X,X,O,O,X,O
ZLOSJTI,X,X,O,O,O,X
ZLOSJIT,X,X,O,O,O,O
ZJTILSO,X,O,X,X,X,X
ZJTILOS,X,O,X,X,X,X
ZJTISLO,O,O,X,X,X,X
ZJTISOL,O,O,O,X,X,X
ZJTIOLS,X,O,O,X,X,X
ZJTIOSL,O,O,O,O,X,X
ZJTLISO,X,O,X,X,X,X
ZJTLIOS,X,O,X,X,X,X
ZJTLSIO,X,O,X,X,X,X
ZJTLSOI,X,O,X,X,X,X
ZJTLOIS,X,O,X,X,X,X
ZJTLOSI,X,O,X,X,X,X
ZJTSILO,O,O,X,X,X,X
ZJTSIOL,O,O,O,X,X,X
ZJTSLIO,O,O,X,X,X,X
ZJTSLOI,O,O,X,X,X,X
