sequence,v115@KhB8EeA8BeB8EeF8CeA8Je/EJvhFalBRhBFjBzmB+s?BctB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBfsBlnBct?BCtB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhBSnBTjB0kBFs?BXtB,v115@KhB8EeA8BeB8EeF8CeA8Jei/IvhFRhBGjBzkBfsBVt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBFjBfsBSt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhB0kBzmBStB3s?BFtB,v115@KhB8EeA8BeB8EeF8CeA8JeyEJvhFRhB+oBfsBlnB0k?BzsB
ZOSTILJ,O,X,O,O,X,X,X
ZOSTIJL,O,O,O,O,X,X,X
ZOSTLIJ,O,X,O,O,X,X,X
ZOSTLJI,O,O,O,O,X,X,X
ZOSTJIL,O,O,O,O,X,X,X
ZOSTJLI,O,O,O,O,X,X,X
ZOSITLJ,O,X,O,O,X,X,X
ZOSITJL,O,O,O,O,X,X,X
ZOSILTJ,O,X,X,O,X,O,X
ZOSILJT,O,X,X,X,X,O,X
ZOSIJTL,O,O,O,X,X,X,X
ZOSIJLT,O,O,X,X,X,O,X
ZOSLTIJ,O,X,O,O,X,O,X
ZOSLTJI,O,O,O,O,O,O,X
ZOSLITJ,O,X,X,O,X,O,X
ZOSLIJT,O,X,X,X,X,O,X
ZOSLJTI,O,O,O,X,O,O,X
ZOSLJIT,O,O,X,X,O,O,X
ZOSJTIL,O,O,O,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X
ZOSJITL,O,O,O,X,X,X,X
ZOSJILT,O,O,X,X,O,O,X
ZOSJLTI,O,O,O,X,O,O,X
ZOSJLIT,O,O,X,X,O,O,X
OTILJSZ,X,X,X,O,X,X,X
OTILJZS,X,X,X,O,X,X,X
OTILSJZ,X,X,O,O,X,X,X
OTILSZJ,X,X,O,O,X,X,X
OTILZJS,X,X,O,O,X,O,X
OTILZSJ,X,X,O,X,X,O,X
OTIJLSZ,X,X,X,O,X,X,X
OTIJLZS,X,X,X,O,X,X,X
OTIJSLZ,O,X,X,O,X,X,X
OTIJSZL,O,X,X,O,X,X,X
OTIJZLS,O,X,X,O,X,X,X
OTIJZSL,O,X,X,X,X,X,X
OTISLJZ,O,X,O,O,X,X,X
OTISLZJ,O,X,O,O,X,X,X
OTISJLZ,O,X,O,O,X,X,X
OTISJZL,O,X,O,O,X,X,X
OTISZLJ,O,X,O,O,X,X,X
OTISZJL,O,X,O,O,X,X,X
OTIZLJS,X,X,O,O,X,O,X
OTIZLSJ,X,X,O,X,X,O,X
OTIZJLS,O,X,O,O,X,O,X
OTIZJSL,O,X,O,X,X,X,X
OTIZSLJ,O,X,O,X,X,X,X
OTIZSJL,O,X,O,X,X,X,X
OTLIJSZ,X,X,X,O,O,X,X
OTLIJZS,X,X,X,O,O,X,X
OTLISJZ,X,X,O,O,O,X,X
OTLISZJ,X,X,O,O,X,X,X
OTLIZJS,X,X,O,O,X,O,X
OTLIZSJ,X,X,O,X,X,O,X
OTLJISZ,X,X,X,O,O,X,X
OTLJIZS,X,X,X,O,O,X,X
OTLJSIZ,X,X,X,O,O,X,X
OTLJSZI,X,X,X,O,O,X,X
OTLJZIS,X,X,X,O,O,X,X
OTLJZSI,X,X,X,O,O,X,X
OTLSIJZ,X,X,O,O,O,X,X
OTLSIZJ,X,X,O,O,X,X,X
OTLSJIZ,X,X,O,O,O,X,X
OTLSJZI,X,X,O,O,O,X,X
OTLSZIJ,X,X,O,O,X,X,X
OTLSZJI,X,X,O,O,O,X,X
OTLZIJS,X,X,O,O,X,O,X
OTLZISJ,X,X,O,X,X,O,X
OTLZJIS,X,X,O,O,O,O,X
OTLZJSI,X,X,O,O,O,O,X
OTLZSIJ,X,X,O,O,X,O,X
OTLZSJI,X,X,O,O,O,O,X
OTJILSZ,X,X,X,O,O,X,X
OTJILZS,X,X,X,O,O,X,X
OTJISLZ,O,X,X,O,O,X,X
OTJISZL,O,O,X,O,X,X,X
OTJIZLS,O,X,X,O,X,X,X
OTJIZSL,O,O,X,X,X,X,X
OTJLISZ,X,X,X,O,O,X,X
OTJLIZS,X,X,X,O,O,X,X
OTJLSIZ,X,X,X,O,O,X,X
OTJLSZI,X,X,X,O,O,X,X
OTJLZIS,X,X,X,O,O,X,X
OTJLZSI,X,X,X,O,O,X,X
OTJSILZ,O,X,X,O,O,X,X
OTJSIZL,O,O,X,O,X,X,X
OTJSLIZ,O,X,X,O,O,X,X
OTJSLZI,O,X,X,O,O,X,X
OTJSZIL,O,O,X,O,X,X,X
OTJSZLI,O,O,X,O,X,X,X
OTJZILS,O,X,X,O,X,X,X
OTJZISL,O,O,X,X,X,X,X
OTJZLIS,O,X,X,O,X,X,X
OTJZLSI,O,X,X,O,X,X,X
OTJZSIL,O,O,X,O,X,X,X
OTJZSLI,O,O,X,O,X,X,X
OTSILJZ,O,X,O,O,X,X,X
OTSILZJ,O,X,O,O,X,X,X
OTSIJLZ,O,X,O,O,X,X,X
OTSIJZL,O,X,O,O,X,X,X
OTSIZLJ,O,X,O,O,X,X,X
OTSIZJL,O,X,O,O,X,X,X
OTSLIJZ,O,X,O,O,O,X,X
OTSLIZJ,O,X,O,O,X,X,X
OTSLJIZ,O,X,O,O,O,X,X
OTSLJZI,O,X,O,O,O,X,X
OTSLZIJ,O,X,O,O,X,X,X
OTSLZJI,O,X,O,O,O,X,X
OTSJILZ,O,X,O,O,O,X,X
OTSJIZL,O,O,O,O,X,X,X
OTSJLIZ,O,X,O,O,O,X,X
OTSJLZI,O,X,O,O,O,X,X
OTSJZIL,O,O,O,O,X,X,X
OTSJZLI,O,O,O,O,X,X,X
OTSZILJ,O,X,O,O,X,X,X
OTSZIJL,O,O,O,O,X,X,X
OTSZLIJ,O,X,O,O,X,X,X
OTSZLJI,O,O,O,O,X,X,X
OTSZJIL,O,O,O,O,X,X,X
OTSZJLI,O,O,O,O,X,X,X
OTZILJS,X,X,O,O,X,O,X
OTZILSJ,X,X,O,X,X,O,X
OTZIJLS,O,X,O,O,X,O,X
OTZIJSL,O,X,O,X,X,X,X
OTZISLJ,O,X,O,X,X,X,X
OTZISJL,O,X,O,X,X,X,X
OTZLIJS,X,X,O,O,X,O,X
OTZLISJ,X,X,O,X,X,O,X
OTZLJIS,X,X,O,O,X,O,X
OTZLJSI,X,X,O,O,X,O,X
OTZLSIJ,X,X,O,O,X,O,X
OTZLSJI,X,X,O,O,X,O,X
OTZJILS,O,X,O,O,X,O,X
OTZJISL,O,O,O,X,X,X,X
OTZJLIS,O,X,O,O,X,O,X
OTZJLSI,O,X,O,O,X,O,X
OTZJSIL,O,O,O,O,X,X,X
OTZJSLI,O,O,O,O,X,X,X
OTZSILJ,O,X,O,O,X,X,X
OTZSIJL,O,O,O,O,X,X,X
OTZSLIJ,O,X,O,O,X,X,X
OTZSLJI,O,O,O,O,X,X,X
OTZSJIL,O,O,O,O,X,X,X
OTZSJLI,O,O,O,O,X,X,X
OITLJSZ,X,X,X,O,X,X,X
OITLJZS,X,X,X,O,X,X,X
OITLSJZ,X,X,O,O,X,X,X
OITLSZJ,X,X,O,O,X,X,X
OITLZJS,X,X,O,O,X,O,X
OITLZSJ,X,X,O,X,X,O,X
OITJLSZ,X,X,X,O,X,X,X
OITJLZS,X,X,X,O,X,X,X
OITJSLZ,O,X,X,O,X,X,X
OITJSZL,O,X,X,O,X,X,X
OITJZLS,O,X,X,O,X,X,X
OITJZSL,O,X,X,X,X,X,X
OITSLJZ,O,X,O,O,X,X,X
OITSLZJ,O,X,O,O,X,X,X
OITSJLZ,O,X,O,O,X,X,X
OITSJZL,O,X,O,O,X,X,X
OITSZLJ,O,X,O,O,X,X,X
OITSZJL,O,X,O,O,X,X,X
OITZLJS,X,X,O,O,X,O,X
OITZLSJ,X,X,O,X,X,O,X
OITZJLS,O,X,O,O,X,O,X
OITZJSL,O,X,O,X,X,X,X
OITZSLJ,O,X,O,X,X,X,X
OITZSJL,O,X,O,X,X,X,X
OILTJSZ,X,X,X,O,O,X,X
OILTJZS,X,X,X,O,O,X,X
OILTSJZ,X,X,X,O,O,X,X
OILTSZJ,X,X,X,O,X,X,X
OILTZJS,X,X,X,O,X,O,X
OILTZSJ,X,X,X,X,X,O,X
OILJTSZ,X,X,X,O,O,X,X
OILJTZS,X,X,X,O,O,X,X
OILJSTZ,O,X,X,O,O,X,O
OILJSZT,O,X,X,X,O,X,X
OILJZTS,O,X,X,X,O,O,X
OILJZST,O,X,X,X,X,O,X
OILSTJZ,O,X,X,O,O,X,X
OILSTZJ,O,X,X,O,X,X,X
OILSJTZ,O,X,X,O,O,X,O
OILSJZT,O,X,X,X,O,X,X
OILSZTJ,O,X,X,O,X,O,X
OILSZJT,O,X,X,X,X,O,X
OILZTJS,X,X,X,O,X,O,X
OILZTSJ,X,X,X,X,X,O,X
OILZJTS,O,X,X,X,X,O,X
OILZJST,O,X,X,X,X,O,X
OILZSTJ,O,X,X,O,X,O,X
OILZSJT,O,X,X,X,X,O,X
OIJTLSZ,X,X,X,O,O,X,X
OIJTLZS,X,X,X,O,O,X,X
OIJTSLZ,O,X,X,O,O,X,X
OIJTSZL,O,O,X,X,X,X,X
OIJTZLS,O,X,X,O,X,X,X
OIJTZSL,O,O,X,X,X,X,X
OIJLTSZ,X,X,X,O,O,X,X
OIJLTZS,X,X,X,O,O,X,X
OIJLSTZ,O,X,X,O,O,X,O
OIJLSZT,O,O,X,X,O,X,X
OIJLZTS,O,X,X,X,O,O,X
OIJLZST,O,O,X,X,X,O,X
OIJSTLZ,O,X,X,O,O,X,O
OIJSTZL,O,O,X,O,X,X,X
OIJSLTZ,O,X,X,O,O,X,O
OIJSLZT,O,O,X,X,O,X,X
OIJSZTL,O,O,X,X,X,X,X
OIJSZLT,O,O,X,X,O,X,X
OIJZTLS,O,X,X,X,X,O,X
OIJZTSL,O,O,X,X,X,X,X
OIJZLTS,O,X,X,X,O,O,X
OIJZLST,O,O,X,X,X,O,X
OIJZSTL,O,O,X,X,X,X,X
OIJZSLT,O,O,X,X,O,O,X
OISTLJZ,O,X,O,O,X,X,X
OISTLZJ,O,X,O,O,X,X,X
OISTJLZ,O,X,O,O,X,X,X
OISTJZL,O,X,O,O,X,X,X
OISTZLJ,O,X,O,O,X,X,X
OISTZJL,O,X,O,O,X,X,X
OISLTJZ,O,X,X,O,O,X,X
OISLTZJ,O,X,X,O,X,X,X
OISLJTZ,O,X,X,O,O,X,O
OISLJZT,O,X,X,X,O,X,X
OISLZTJ,O,X,X,O,X,O,X
OISLZJT,O,X,X,X,X,O,X
OISJTLZ,O,X,X,O,O,X,O
OISJTZL,O,O,X,O,X,X,X
OISJLTZ,O,X,X,O,O,X,O
OISJLZT,O,O,X,X,O,X,X
OISJZTL,O,O,X,X,X,X,X
OISJZLT,O,O,X,X,O,X,X
OISZTLJ,O,X,O,O,X,X,X
OISZTJL,O,O,O,O,X,X,X
OISZLTJ,O,X,X,O,X,O,X
OISZLJT,O,X,X,X,X,O,X
OISZJTL,O,O,O,X,X,X,X
OISZJLT,O,O,X,X,X,O,X
OIZTLJS,X,X,O,O,X,O,X
OIZTLSJ,X,X,O,X,X,O,X
OIZTJLS,O,X,O,O,X,O,X
OIZTJSL,O,X,O,X,X,X,X
OIZTSLJ,O,X,O,X,X,X,X
OIZTSJL,O,X,O,X,X,X,X
OIZLTJS,X,X,X,O,X,O,X
OIZLTSJ,X,X,X,X,X,O,X
OIZLJTS,O,X,X,X,X,O,X
OIZLJST,O,X,X,X,X,O,X
OIZLSTJ,O,X,X,O,X,O,X
OIZLSJT,O,X,X,X,X,O,X
OIZJTLS,O,X,O,X,X,O,X
OIZJTSL,O,O,O,X,X,X,X
OIZJLTS,O,X,X,X,X,O,X
OIZJLST,O,O,X,X,X,O,X
OIZJSTL,O,O,O,X,X,X,X
OIZJSLT,O,O,X,X,X,O,X
OIZSTLJ,O,X,O,O,X,X,X
OIZSTJL,O,O,O,O,X,X,X
OIZSLTJ,O,X,X,O,X,O,X
OIZSLJT,O,X,X,X,X,O,X
OIZSJTL,O,O,O,X,X,X,X
OIZSJLT,O,O,X,X,X,O,X
OLTIJSZ,X,X,X,O,O,X,X
OLTIJZS,X,X,X,O,O,X,X
OLTISJZ,X,X,X,O,O,X,X
OLTISZJ,X,X,X,O,X,X,X
OLTIZJS,X,X,X,O,X,O,X
OLTIZSJ,X,X,X,X,X,O,X
OLTJISZ,X,X,X,O,O,X,X
OLTJIZS,X,X,X,O,O,X,X
OLTJSIZ,X,X,X,O,O,X,X
OLTJSZI,X,X,X,O,O,X,X
OLTJZIS,X,X,X,O,O,X,X
OLTJZSI,X,X,X,O,O,X,X
OLTSIJZ,X,X,X,O,O,X,X
OLTSIZJ,X,X,X,O,X,X,X
OLTSJIZ,X,X,X,O,O,X,X
OLTSJZI,X,X,X,O,O,X,X
OLTSZIJ,X,X,X,O,X,X,X
OLTSZJI,X,X,X,O,O,X,X
OLTZIJS,X,X,X,O,X,O,X
OLTZISJ,X,X,X,X,X,O,X
OLTZJIS,X,X,X,O,O,O,X
OLTZJSI,X,X,X,O,O,O,X
OLTZSIJ,X,X,X,O,X,O,X
OLTZSJI,X,X,X,O,O,O,X
OLITJSZ,X,X,X,O,O,X,X
OLITJZS,X,X,X,O,O,X,X
OLITSJZ,X,X,X,O,O,X,X
OLITSZJ,X,X,X,O,X,X,X
OLITZJS,X,X,X,O,X,O,X
OLITZSJ,X,X,X,X,X,O,X
OLIJTSZ,X,X,X,O,O,X,X
OLIJTZS,X,X,X,O,O,X,X
OLIJSTZ,O,X,X,O,O,X,O
OLIJSZT,O,X,X,X,O,X,X
OLIJZTS,O,X,X,X,O,O,X
OLIJZST,O,X,X,X,X,O,X
OLISTJZ,O,X,X,O,O,X,X
OLISTZJ,O,X,X,O,X,X,X
OLISJTZ,O,X,X,O,O,X,O
OLISJZT,O,X,X,X,O,X,X
OLISZTJ,O,X,X,O,X,O,X
OLISZJT,O,X,X,X,X,O,X
OLIZTJS,X,X,X,O,X,O,X
OLIZTSJ,X,X,X,X,X,O,X
OLIZJTS,O,X,X,X,X,O,X
OLIZJST,O,X,X,X,X,O,X
OLIZSTJ,O,X,X,O,X,O,X
OLIZSJT,O,X,X,X,X,O,X
OLJTISZ,X,X,X,O,O,X,X
OLJTIZS,X,X,X,O,O,X,X
OLJTSIZ,X,X,X,O,O,X,X
OLJTSZI,X,X,X,O,O,X,X
OLJTZIS,X,X,X,O,O,X,X
OLJTZSI,X,X,X,O,O,X,X
OLJITSZ,X,X,X,O,O,X,X
OLJITZS,X,X,X,O,O,X,X
OLJISTZ,O,X,X,O,O,X,O
OLJISZT,O,O,X,X,O,X,X
OLJIZTS,O,X,X,X,O,O,X
OLJIZST,O,O,X,X,X,O,X
OLJSTIZ,O,X,X,O,O,X,O
OLJSTZI,O,X,X,O,O,X,O
OLJSITZ,O,X,X,O,O,X,O
OLJSIZT,O,O,X,X,O,X,X
OLJSZTI,O,O,X,X,O,X,X
OLJSZIT,O,O,X,X,O,X,X
OLJZTIS,O,X,X,X,O,O,X
OLJZTSI,O,X,X,X,O,O,X
OLJZITS,O,X,X,X,O,O,X
OLJZIST,O,O,X,X,X,O,X
OLJZSTI,O,O,X,X,O,O,X
OLJZSIT,O,O,X,X,O,O,X
OLSTIJZ,O,X,X,O,O,X,X
OLSTIZJ,O,X,X,O,X,X,X
OLSTJIZ,O,X,X,O,O,X,X
OLSTJZI,O,X,X,O,O,X,X
OLSTZIJ,O,X,X,O,X,X,X
OLSTZJI,O,X,X,O,O,X,X
OLSITJZ,O,X,X,O,O,X,X
OLSITZJ,O,X,X,O,X,X,X
OLSIJTZ,O,X,X,O,O,X,O
OLSIJZT,O,X,X,X,O,X,X
OLSIZTJ,O,X,X,O,X,O,X
OLSIZJT,O,X,X,X,X,O,X
OLSJTIZ,O,X,X,O,O,X,O
OLSJTZI,O,X,X,O,O,X,O
OLSJITZ,O,X,X,O,O,X,O
OLSJIZT,O,O,X,X,O,X,X
OLSJZTI,O,O,X,X,O,X,X
OLSJZIT,O,O,X,X,O,X,X
OLSZTIJ,O,X,X,O,X,O,X
OLSZTJI,O,O,X,O,O,O,X
OLSZITJ,O,X,X,O,X,O,X
OLSZIJT,O,X,X,X,X,O,X
OLSZJTI,O,O,X,X,O,O,X
OLSZJIT,O,O,X,X,O,O,X
OLZTIJS,X,X,X,O,X,O,X
OLZTISJ,X,X,X,X,X,O,X
OLZTJIS,X,X,X,O,O,O,X
OLZTJSI,X,X,X,O,O,O,X
OLZTSIJ,X,X,X,O,X,O,X
OLZTSJI,X,X,X,O,O,O,X
OLZITJS,X,X,X,O,X,O,X
OLZITSJ,X,X,X,X,X,O,X
OLZIJTS,O,X,X,X,X,O,X
OLZIJST,O,X,X,X,X,O,X
OLZISTJ,O,X,X,O,X,O,X
OLZISJT,O,X,X,X,X,O,X
OLZJTIS,O,X,X,X,O,O,X
OLZJTSI,O,X,X,X,O,O,X
OLZJITS,O,X,X,X,O,O,X
OLZJIST,O,O,X,X,X,O,X
OLZJSTI,O,O,X,X,O,O,X
OLZJSIT,O,O,X,X,O,O,X
OLZSTIJ,O,X,X,O,X,O,X
OLZSTJI,O,O,X,O,O,O,X
OLZSITJ,O,X,X,O,X,O,X
OLZSIJT,O,X,X,X,X,O,X
OLZSJTI,O,O,X,X,O,O,X
OLZSJIT,O,O,X,X,O,O,X
OJTILSZ,X,X,X,O,O,X,X
OJTILZS,X,X,X,O,O,X,X
OJTISLZ,O,X,X,O,O,X,X
OJTISZL,O,O,X,O,X,X,X
OJTIZLS,O,X,X,O,X,X,X
OJTIZSL,O,O,X,X,X,X,X
OJTLISZ,X,X,X,O,O,X,X
OJTLIZS,X,X,X,O,O,X,X
OJTLSIZ,X,X,X,O,O,X,X
OJTLSZI,X,X,X,O,O,X,X
OJTLZIS,X,X,X,O,O,X,X
OJTLZSI,X,X,X,O,O,X,X
OJTSILZ,O,X,X,O,O,X,X
OJTSIZL,O,O,X,O,X,X,X
OJTSLIZ,O,X,X,O,O,X,X
OJTSLZI,O,X,X,O,O,X,X
OJTSZIL,O,O,X,O,X,X,X
OJTSZLI,O,O,X,O,X,X,X
OJTZILS,O,X,X,O,X,X,X
OJTZISL,O,O,X,X,X,X,X
OJTZLIS,O,X,X,O,X,X,X
OJTZLSI,O,X,X,O,X,X,X
OJTZSIL,O,O,X,O,X,X,X
OJTZSLI,O,O,X,O,X,X,X
OJITLSZ,X,X,X,O,O,X,X
OJITLZS,X,X,X,O,O,X,X
OJITSLZ,O,X,X,O,O,X,X
OJITSZL,O,O,X,X,X,X,X
OJITZLS,O,X,X,O,X,X,X
OJITZSL,O,O,X,X,X,X,X
OJILTSZ,X,X,X,O,O,X,X
OJILTZS,X,X,X,O,O,X,X
OJILSTZ,O,X,X,O,O,X,O
OJILSZT,O,O,X,X,O,X,X
OJILZTS,O,X,X,X,O,O,X
OJILZST,O,O,X,X,X,O,X
OJISTLZ,O,X,X,O,O,X,O
OJISTZL,O,O,X,O,X,X,X
OJISLTZ,O,X,X,O,O,X,O
OJISLZT,O,O,X,X,O,X,X
OJISZTL,O,O,X,X,X,X,X
OJISZLT,O,O,X,X,O,X,X
OJIZTLS,O,X,X,X,X,O,X
OJIZTSL,O,O,X,X,X,X,X
OJIZLTS,O,X,X,X,O,O,X
OJIZLST,O,O,X,X,X,O,X
OJIZSTL,O,O,X,X,X,X,X
OJIZSLT,O,O,X,X,O,O,X
OJLTISZ,X,X,X,O,O,X,X
OJLTIZS,X,X,X,O,O,X,X
OJLTSIZ,X,X,X,O,O,X,X
OJLTSZI,X,X,X,O,O,X,X
OJLTZIS,X,X,X,O,O,X,X
OJLTZSI,X,X,X,O,O,X,X
OJLITSZ,X,X,X,O,O,X,X
OJLITZS,X,X,X,O,O,X,X
OJLISTZ,O,X,X,O,O,X,O
OJLISZT,O,O,X,X,O,X,X
OJLIZTS,O,X,X,X,O,O,X
OJLIZST,O,O,X,X,X,O,X
OJLSTIZ,O,X,X,O,O,X,O
OJLSTZI,O,X,X,O,O,X,O
OJLSITZ,O,X,X,O,O,X,O
OJLSIZT,O,O,X,X,O,X,X
OJLSZTI,O,O,X,X,O,X,X
OJLSZIT,O,O,X,X,O,X,X
OJLZTIS,O,X,X,X,O,O,X
OJLZTSI,O,X,X,X,O,O,X
OJLZITS,O,X,X,X,O,O,X
OJLZIST,O,O,X,X,X,O,X
OJLZSTI,O,O,X,X,O,O,X
OJLZSIT,O,O,X,X,O,O,X
OJSTILZ,O,X,X,O,O,X,O
OJSTIZL,O,O,X,O,X,X,X
OJSTLIZ,O,X,X,O,O,X,O
OJSTLZI,O,X,X,O,O,X,O
OJSTZIL,O,O,X,O,X,X,X
OJSTZLI,O,O,X,O,X,X,X
OJSITLZ,O,X,X,O,O,X,O
OJSITZL,O,O,X,O,X,X,X
OJSILTZ,O,X,X,O,O,X,O
OJSILZT,O,O,X,X,O,X,X
OJSIZTL,O,O,X,X,X,X,X
OJSIZLT,O,O,X,X,O,X,X
OJSLTIZ,O,X,X,O,O,X,O
OJSLTZI,O,X,X,O,O,X,O
OJSLITZ,O,X,X,O,O,X,O
OJSLIZT,O,O,X,X,O,X,X
OJSLZTI,O,O,X,X,O,X,X
OJSLZIT,O,O,X,X,O,X,X
OJSZTIL,O,O,X,X,X,X,X
OJSZTLI,O,O,X,X,X,X,X
OJSZITL,O,O,X,X,X,X,X
OJSZILT,O,O,X,X,O,X,X
OJSZLTI,O,O,X,X,O,X,X
OJSZLIT,O,O,X,X,O,X,X
OJZTILS,O,X,X,X,X,O,X
OJZTISL,O,O,X,X,X,X,X
OJZTLIS,O,X,X,X,X,O,X
OJZTLSI,O,X,X,X,X,O,X
OJZTSIL,O,O,X,X,X,X,X
OJZTSLI,O,O,X,X,X,X,X
OJZITLS,O,X,X,X,X,O,X
OJZITSL,O,O,X,X,X,X,X
OJZILTS,O,X,X,X,O,O,X
OJZILST,O,O,X,X,X,O,X
OJZISTL,O,O,X,X,X,X,X
OJZISLT,O,O,X,X,O,O,X
OJZLTIS,O,X,X,X,O,O,X
OJZLTSI,O,X,X,X,O,O,X
OJZLITS,O,X,X,X,O,O,X
OJZLIST,O,O,X,X,X,O,X
OJZLSTI,O,O,X,X,O,O,X
OJZLSIT,O,O,X,X,O,O,X
OJZSTIL,O,O,X,X,X,X,X
OJZSTLI,O,O,X,X,X,X,X
OJZSITL,O,O,X,X,X,X,X
OJZSILT,O,O,X,X,O,O,X
OJZSLTI,O,O,X,X,O,O,X
OJZSLIT,O,O,X,X,O,O,X
OSTILJZ,O,X,O,O,X,X,X
OSTILZJ,O,X,O,O,X,X,X
OSTIJLZ,O,X,O,O,X,X,X
OSTIJZL,O,X,O,O,X,X,X
OSTIZLJ,O,X,O,O,X,X,X
OSTIZJL,O,X,O,O,X,X,X
OSTLIJZ,O,X,O,O,O,X,X
OSTLIZJ,O,X,O,O,X,X,X
OSTLJIZ,O,X,O,O,O,X,X
OSTLJZI,O,X,O,O,O,X,X
OSTLZIJ,O,X,O,O,X,X,X
OSTLZJI,O,X,O,O,O,X,X
OSTJILZ,O,X,O,O,O,X,X
OSTJIZL,O,O,O,O,X,X,X
OSTJLIZ,O,X,O,O,O,X,X
OSTJLZI,O,X,O,O,O,X,X
OSTJZIL,O,O,O,O,X,X,X
OSTJZLI,O,O,O,O,X,X,X
OSTZILJ,O,X,O,O,X,X,X
OSTZIJL,O,O,O,O,X,X,X
OSTZLIJ,O,X,O,O,X,X,X
OSTZLJI,O,O,O,O,X,X,X
OSTZJIL,O,O,O,O,X,X,X
OSTZJLI,O,O,O,O,X,X,X
OSITLJZ,O,X,O,O,X,X,X
OSITLZJ,O,X,O,O,X,X,X
OSITJLZ,O,X,O,O,X,X,X
OSITJZL,O,X,O,O,X,X,X
OSITZLJ,O,X,O,O,X,X,X
OSITZJL,O,X,O,O,X,X,X
OSILTJZ,O,X,X,O,O,X,X
OSILTZJ,O,X,X,O,X,X,X
OSILJTZ,O,X,X,O,O,X,O
OSILJZT,O,X,X,X,O,X,X
OSILZTJ,O,X,X,O,X,O,X
OSILZJT,O,X,X,X,X,O,X
OSIJTLZ,O,X,X,O,O,X,O
OSIJTZL,O,O,X,O,X,X,X
OSIJLTZ,O,X,X,O,O,X,O
OSIJLZT,O,O,X,X,O,X,X
OSIJZTL,O,O,X,X,X,X,X
OSIJZLT,O,O,X,X,O,X,X
OSIZTLJ,O,X,O,O,X,X,X
OSIZTJL,O,O,O,O,X,X,X
OSIZLTJ,O,X,X,O,X,O,X
OSIZLJT,O,X,X,X,X,O,X
OSIZJTL,O,O,O,X,X,X,X
OSIZJLT,O,O,X,X,X,O,X
OSLTIJZ,O,X,O,O,O,X,X
OSLTIZJ,O,X,O,O,X,X,X
OSLTJIZ,O,X,O,O,O,X,X
OSLTJZI,O,X,O,O,O,X,X
OSLTZIJ,O,X,O,O,X,X,X
OSLTZJI,O,X,O,O,O,X,X
OSLITJZ,O,X,X,O,O,X,X
OSLITZJ,O,X,X,O,X,X,X
OSLIJTZ,O,X,X,O,O,X,O
OSLIJZT,O,X,X,X,O,X,X
OSLIZTJ,O,X,X,O,X,O,X
OSLIZJT,O,X,X,X,X,O,X
OSLJTIZ,O,X,X,O,O,X,O
OSLJTZI,O,X,X,O,O,X,O
OSLJITZ,O,X,X,O,O,X,O
OSLJIZT,O,O,X,X,O,X,X
OSLJZTI,O,O,X,X,O,X,X
OSLJZIT,O,O,X,X,O,X,X
OSLZTIJ,O,X,O,O,X,O,X
OSLZTJI,O,O,O,O,O,O,X
OSLZITJ,O,X,X,O,X,O,X
OSLZIJT,O,X,X,X,X,O,X
OSLZJTI,O,O,O,X,O,O,X
OSLZJIT,O,O,X,X,O,O,X
OSJTILZ,O,X,O,O,O,X,O
OSJTIZL,O,O,O,O,X,X,X
OSJTLIZ,O,X,O,O,O,X,O
OSJTLZI,O,X,O,O,O,X,O
OSJTZIL,O,O,O,O,X,X,X
OSJTZLI,O,O,O,O,X,X,X
OSJITLZ,O,X,X,O,O,X,O
OSJITZL,O,O,X,O,X,X,X
OSJILTZ,O,X,X,O,O,X,O
OSJILZT,O,O,X,X,O,X,X
OSJIZTL,O,O,X,X,X,X,X
OSJIZLT,O,O,X,X,O,X,X
OSJLTIZ,O,X,X,O,O,X,O
OSJLTZI,O,X,X,O,O,X,O
OSJLITZ,O,X,X,O,O,X,O
OSJLIZT,O,O,X,X,O,X,X
OSJLZTI,O,O,X,X,O,X,X
OSJLZIT,O,O,X,X,O,X,X
OSJZTIL,O,O,O,X,X,X,X
OSJZTLI,O,O,O,X,X,X,X
OSJZITL,O,O,O,X,X,X,X
OSJZILT,O,O,X,X,O,X,X
OSJZLTI,O,O,O,X,O,X,X
OSJZLIT,O,O,X,X,O,X,X
OSZTILJ,O,X,O,O,X,X,X
OSZTIJL,O,O,O,O,X,X,X
OSZTLIJ,O,X,O,O,X,X,X
OSZTLJI,O,O,O,O,X,X,X
OSZTJIL,O,O,O,O,X,X,X
OSZTJLI,O,O,O,O,X,X,X
OSZITLJ,O,X,O,O,X,X,X
OSZITJL,O,O,O,O,X,X,X
OSZILTJ,O,X,X,O,X,O,X
OSZILJT,O,X,X,X,X,O,X
OSZIJTL,O,O,O,X,X,X,X
OSZIJLT,O,O,X,X,X,O,X
OSZLTIJ,O,X,O,O,X,O,X
OSZLTJI,O,O,O,O,O,O,X
OSZLITJ,O,X,X,O,X,O,X
OSZLIJT,O,X,X,X,X,O,X
OSZLJTI,O,O,O,X,O,O,X
OSZLJIT,O,O,X,X,O,O,X
OSZJTIL,O,O,O,X,X,X,X
OSZJTLI,O,O,O,X,X,X,X
