sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
SIZOTJL,O,X,O,O,X,X,X
SIZOLTJ,O,O,O,X,X,X,X
SIZOLJT,O,O,X,X,X,O,X
SIZOJTL,O,X,X,O,X,O,X
SIZOJLT,O,X,X,X,X,O,X
SIOTLJZ,O,X,O,O,X,O,X
SIOTLZJ,O,X,O,X,X,X,X
SIOTJLZ,X,X,O,O,X,O,X
SIOTJZL,X,X,O,X,X,O,X
SIOTZLJ,O,X,O,X,X,X,X
SIOTZJL,O,X,O,X,X,X,X
SIOLTJZ,O,X,O,X,X,O,X
SIOLTZJ,O,O,O,X,X,X,X
SIOLJTZ,O,X,X,X,X,O,X
SIOLJZT,O,O,X,X,X,O,X
SIOLZTJ,O,O,O,X,X,X,X
SIOLZJT,O,O,X,X,X,O,X
SIOJTLZ,X,X,X,O,X,O,X
SIOJTZL,X,X,X,X,X,O,X
SIOJLTZ,O,X,X,X,X,O,X
SIOJLZT,O,X,X,X,X,O,X
SIOJZTL,O,X,X,O,X,O,X
SIOJZLT,O,X,X,X,X,O,X
SIOZTLJ,O,O,O,O,X,X,X
SIOZTJL,O,X,O,O,X,X,X
SIOZLTJ,O,O,O,X,X,X,X
SIOZLJT,O,O,X,X,X,O,X
SIOZJTL,O,X,X,O,X,O,X
SIOZJLT,O,X,X,X,X,O,X
SLTIJZO,O,X,O,X,X,X,X
SLTIJOZ,X,X,O,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X
SLTIOJZ,O,X,O,X,X,O,X
SLTIOZJ,O,O,O,X,X,X,X
SLTJIZO,O,X,O,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,X
SLTJZIO,O,X,O,X,X,X,X
SLTJZOI,O,X,O,X,X,X,X
SLTJOIZ,O,X,O,X,X,O,X
SLTJOZI,O,X,O,X,X,O,X
SLTZIJO,O,O,O,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X
SLTOIJZ,O,X,O,X,X,O,X
SLTOIZJ,O,O,O,X,X,X,X
SLTOJIZ,O,X,O,X,X,O,X
SLTOJZI,O,X,O,X,X,O,X
SLTOZIJ,O,O,O,X,X,X,X
SLTOZJI,O,O,O,X,X,X,X
SLITJZO,O,X,O,X,X,X,X
SLITJOZ,X,X,O,X,X,X,X
SLITZJO,O,O,O,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X
SLITOJZ,O,X,O,X,X,O,X
SLITOZJ,O,O,O,X,X,X,X
SLIJTZO,O,X,O,X,X,X,X
SLIJTOZ,X,X,O,X,O,X,X
SLIJZTO,O,O,O,X,X,X,O
SLIJZOT,O,O,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,O,X
SLIJOZT,X,O,X,X,X,O,X
SLIZTJO,O,O,O,X,X,X,O
SLIZTOJ,O,O,O,X,X,X,X
SLIZJTO,O,O,O,X,O,X,O
SLIZJOT,O,O,X,X,O,X,X
SLIZOTJ,O,O,O,X,X,X,X
SLIZOJT,O,O,X,X,O,O,X
SLIOTJZ,O,X,O,X,X,O,X
SLIOTZJ,O,O,O,X,X,X,X
SLIOJTZ,O,X,X,X,O,O,X
SLIOJZT,O,O,X,X,X,O,X
SLIOZTJ,O,O,O,X,X,X,X
SLIOZJT,O,O,X,X,O,O,X
SLJTIZO,O,X,O,X,X,X,X
SLJTIOZ,X,X,O,X,O,X,X
SLJTZIO,O,X,O,X,O,X,X
SLJTZOI,O,X,O,X,O,X,X
SLJTOIZ,O,X,O,X,O,O,X
SLJTOZI,O,X,O,X,O,O,X
SLJITZO,O,X,O,X,X,X,X
SLJITOZ,X,X,O,X,O,X,X
SLJIZTO,O,O,O,X,X,X,O
SLJIZOT,O,O,X,X,X,X,X
SLJIOTZ,X,X,X,X,O,O,X
SLJIOZT,X,O,X,X,X,O,X
SLJZTIO,O,O,O,X,O,X,O
SLJZTOI,O,O,O,X,O,X,O
SLJZITO,O,O,O,X,O,X,O
SLJZIOT,O,O,X,X,O,X,X
SLJZOTI,O,O,O,X,O,O,X
SLJZOIT,O,O,X,X,O,O,X
SLJOTIZ,O,X,X,X,O,O,X
SLJOTZI,O,X,X,X,O,O,X
SLJOITZ,O,X,X,X,O,O,X
SLJOIZT,O,O,X,X,X,O,X
SLJOZTI,O,O,X,X,O,O,X
SLJOZIT,O,O,X,X,O,O,X
SLZTIJO,O,O,O,X,X,X,O
SLZTIOJ,O,O,O,X,X,X,X
SLZTJIO,O,O,O,X,X,X,O
SLZTJOI,O,O,O,X,X,X,O
SLZTOIJ,O,O,O,X,X,X,X
SLZTOJI,O,O,O,X,X,X,X
SLZITJO,O,O,O,X,X,X,O
SLZITOJ,O,O,O,X,X,X,X
SLZIJTO,O,O,O,X,O,X,O
SLZIJOT,O,O,X,X,O,X,X
SLZIOTJ,O,O,O,X,X,X,X
SLZIOJT,O,O,X,X,O,O,X
SLZJTIO,O,O,O,X,O,X,O
SLZJTOI,O,O,O,X,O,X,O
SLZJITO,O,O,O,X,O,X,O
SLZJIOT,O,O,X,X,O,X,X
SLZJOTI,O,O,O,X,O,O,X
SLZJOIT,O,O,X,X,O,O,X
SLZOTIJ,O,O,O,X,X,X,X
SLZOTJI,O,O,O,X,X,X,X
SLZOITJ,O,O,O,X,X,X,X
SLZOIJT,O,O,X,X,O,O,X
SLZOJTI,O,O,O,X,O,O,X
SLZOJIT,O,O,X,X,O,O,X
SLOTIJZ,O,X,O,X,X,O,X
SLOTIZJ,O,O,O,X,X,X,X
SLOTJIZ,O,X,O,X,X,O,X
SLOTJZI,O,X,O,X,X,O,X
SLOTZIJ,O,O,O,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X
SLOITJZ,O,X,O,X,X,O,X
SLOITZJ,O,O,O,X,X,X,X
SLOIJTZ,O,X,X,X,O,O,X
SLOIJZT,O,O,X,X,X,O,X
SLOIZTJ,O,O,O,X,X,X,X
SLOIZJT,O,O,X,X,O,O,X
SLOJTIZ,O,X,X,X,O,O,X
SLOJTZI,O,X,X,X,O,O,X
SLOJITZ,O,X,X,X,O,O,X
SLOJIZT,O,O,X,X,X,O,X
SLOJZTI,O,O,X,X,O,O,X
SLOJZIT,O,O,X,X,O,O,X
SLOZTIJ,O,O,O,X,X,X,X
SLOZTJI,O,O,O,X,X,X,X
SLOZITJ,O,O,O,X,X,X,X
SLOZIJT,O,O,X,X,O,O,X
SLOZJTI,O,O,O,X,O,O,X
SLOZJIT,O,O,X,X,O,O,X
SJTILZO,X,X,O,O,X,X,X
SJTILOZ,X,X,O,O,O,X,X
SJTIZLO,O,X,O,X,X,X,X
SJTIZOL,O,X,O,X,X,X,X
SJTIOLZ,X,X,O,X,X,X,X
SJTIOZL,X,X,O,X,X,X,X
SJTLIZO,O,X,O,O,X,X,X
SJTLIOZ,X,X,O,O,O,X,X
SJTLZIO,O,X,O,O,O,X,X
SJTLZOI,O,X,O,X,O,X,X
SJTLOIZ,O,X,O,X,O,O,X
SJTLOZI,O,X,O,X,O,O,X
SJTZILO,O,X,O,O,O,X,X
SJTZIOL,O,X,O,X,X,X,X
SJTZLIO,O,X,O,O,O,X,X
SJTZLOI,O,X,O,X,O,X,X
SJTZOIL,O,X,O,X,X,X,X
SJTZOLI,O,X,O,X,O,X,X
SJTOILZ,X,X,O,X,X,O,X
SJTOIZL,X,X,O,X,X,O,X
SJTOLIZ,X,X,O,X,O,O,X
SJTOLZI,X,X,O,X,O,O,X
SJTOZIL,X,X,O,X,X,O,X
SJTOZLI,X,X,O,X,O,O,X
SJITLZO,X,X,O,O,X,X,X
SJITLOZ,X,X,O,O,O,X,X
SJITZLO,O,X,O,X,X,X,X
SJITZOL,O,X,O,X,X,X,X
SJITOLZ,X,X,O,X,X,X,X
SJITOZL,X,X,O,X,X,X,X
SJILTZO,O,X,O,X,X,X,X
SJILTOZ,X,X,O,X,O,X,X
SJILZTO,O,O,O,X,X,X,O
SJILZOT,O,O,X,X,X,X,X
SJILOTZ,X,X,X,X,O,O,X
SJILOZT,X,O,X,X,X,O,X
SJIZTLO,O,O,O,O,X,X,X
SJIZTOL,O,X,O,X,X,X,X
SJIZLTO,O,O,O,X,X,X,O
SJIZLOT,O,O,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X,X
SJIZOLT,O,X,X,X,X,X,X
SJIOTLZ,X,X,X,X,X,O,X
SJIOTZL,X,X,X,X,X,O,X
SJIOLTZ,X,X,X,X,X,O,X
SJIOLZT,X,X,X,X,X,O,X
SJIOZTL,X,X,X,X,X,O,X
SJIOZLT,X,X,X,X,X,O,X
SJLTIZO,O,X,O,X,X,X,X
SJLTIOZ,X,X,O,X,O,X,X
SJLTZIO,O,X,O,X,O,X,X
SJLTZOI,O,X,O,X,O,X,X
SJLTOIZ,O,X,O,X,O,O,X
SJLTOZI,O,X,O,X,O,O,X
SJLITZO,O,X,O,X,X,X,X
SJLITOZ,X,X,O,X,O,X,X
SJLIZTO,O,O,O,X,X,X,O
SJLIZOT,O,O,X,X,X,X,X
SJLIOTZ,X,X,X,X,O,O,X
SJLIOZT,X,O,X,X,X,O,X
SJLZTIO,O,O,O,X,O,X,O
SJLZTOI,O,O,O,X,O,X,O
SJLZITO,O,O,O,X,O,X,O
SJLZIOT,O,O,X,X,O,X,X
SJLZOTI,O,O,O,X,O,O,X
SJLZOIT,O,O,X,X,O,O,X
SJLOTIZ,O,X,X,X,O,O,X
SJLOTZI,O,X,X,X,O,O,X
SJLOITZ,O,X,X,X,O,O,X
SJLOIZT,O,O,X,X,X,O,X
SJLOZTI,O,O,X,X,O,O,X
SJLOZIT,O,O,X,X,O,O,X
SJZTILO,O,O,O,O,O,X,X
SJZTIOL,O,X,O,X,X,X,X
SJZTLIO,O,O,O,O,O,X,X
SJZTLOI,O,O,O,X,O,X,X
SJZTOIL,O,X,O,X,X,X,X
SJZTOLI,O,O,O,X,O,X,X
SJZITLO,O,O,O,O,O,X,X
SJZITOL,O,X,O,X,X,X,X
SJZILTO,O,O,O,X,O,X,O
SJZILOT,O,O,X,X,O,X,X
SJZIOTL,O,X,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X
SJZLTIO,O,O,O,X,O,X,O
SJZLTOI,O,O,O,X,O,X,O
SJZLITO,O,O,O,X,O,X,O
SJZLIOT,O,O,X,X,O,X,X
SJZLOTI,O,O,O,X,O,O,X
SJZLOIT,O,O,X,X,O,O,X
SJZOTIL,O,X,O,X,X,O,X
SJZOTLI,O,O,O,X,O,O,X
SJZOITL,O,X,X,X,X,O,X
SJZOILT,O,X,X,X,X,O,X
SJZOLTI,O,O,O,X,O,O,X
SJZOLIT,O,O,X,X,O,O,X
SJOTILZ,X,X,X,X,X,O,X
SJOTIZL,X,X,X,X,X,O,X
SJOTLIZ,X,X,X,X,O,O,X
SJOTLZI,X,X,X,X,O,O,X
SJOTZIL,X,X,X,X,X,O,X
SJOTZLI,X,X,X,X,O,O,X
SJOITLZ,X,X,X,X,X,O,X
SJOITZL,X,X,X,X,X,O,X
SJOILTZ,O,X,X,X,X,O,X
SJOILZT,O,X,X,X,X,O,X
SJOIZTL,O,X,X,X,X,O,X
SJOIZLT,O,X,X,X,X,O,X
SJOLTIZ,O,X,X,X,O,O,X
SJOLTZI,O,X,X,X,O,O,X
SJOLITZ,O,X,X,X,O,O,X
SJOLIZT,O,O,X,X,X,O,X
SJOLZTI,O,O,X,X,O,O,X
SJOLZIT,O,O,X,X,O,O,X
SJOZTIL,O,X,X,X,X,O,X
SJOZTLI,O,O,X,X,O,O,X
SJOZITL,O,X,X,X,X,O,X
SJOZILT,O,X,X,X,X,O,X
SJOZLTI,O,O,X,X,O,O,X
SJOZLIT,O,O,X,X,O,O,X
SZTILJO,O,O,O,O,X,X,X
SZTILOJ,O,O,O,O,X,X,X
SZTIJLO,O,O,O,O,X,X,X
SZTIJOL,O,X,O,X,X,X,X
SZTIOLJ,X,O,O,O,X,X,X
SZTIOJL,O,X,O,O,X,X,X
SZTLIJO,O,O,O,O,X,X,X
SZTLIOJ,O,O,O,O,X,X,X
SZTLJIO,O,O,O,O,X,X,X
SZTLJOI,O,O,O,X,X,X,X
SZTLOIJ,O,O,O,O,X,X,X
SZTLOJI,O,O,O,O,X,X,X
SZTJILO,O,O,O,O,X,X,X
SZTJIOL,O,X,O,X,X,X,X
SZTJLIO,O,O,O,O,X,X,X
SZTJLOI,O,O,O,X,X,X,X
SZTJOIL,O,X,O,X,X,X,X
SZTJOLI,O,O,O,X,X,X,X
SZTOILJ,O,O,O,O,X,X,X
SZTOIJL,O,X,O,O,X,X,X
SZTOLIJ,O,O,O,O,X,X,X
SZTOLJI,O,O,O,O,X,X,X
SZTOJIL,O,X,O,O,X,X,X
SZTOJLI,O,O,O,O,X,X,X
SZITLJO,O,O,O,O,X,X,X
SZITLOJ,O,O,O,O,X,X,X
SZITJLO,O,O,O,O,X,X,X
SZITJOL,O,X,O,X,X,X,X
SZITOLJ,X,O,O,O,X,X,X
SZITOJL,O,X,O,O,X,X,X
SZILTJO,O,O,O,X,X,X,O
SZILTOJ,O,O,O,X,X,X,X
SZILJTO,O,O,O,X,O,X,O
SZILJOT,O,O,X,X,O,X,X
SZILOTJ,O,O,O,X,X,X,X
SZILOJT,O,O,X,X,O,O,X
SZIJTLO,O,O,O,O,O,X,X
SZIJTOL,O,X,O,X,X,X,X
SZIJLTO,O,O,O,X,O,X,O
SZIJLOT,O,O,X,X,O,X,X
SZIJOTL,O,X,X,X,X,X,X
SZIJOLT,O,X,X,X,X,X,X
SZIOTLJ,O,O,O,O,X,X,X
SZIOTJL,O,X,O,O,X,X,X
SZIOLTJ,O,O,O,X,X,X,X
SZIOLJT,O,O,X,X,X,O,X
SZIOJTL,O,X,X,O,X,O,X
SZIOJLT,O,X,X,X,X,O,X
SZLTIJO,O,O,O,X,X,X,O
SZLTIOJ,O,O,O,X,X,X,X
SZLTJIO,O,O,O,X,X,X,O
SZLTJOI,O,O,O,X,X,X,O
SZLTOIJ,O,O,O,X,X,X,X
SZLTOJI,O,O,O,X,X,X,X
SZLITJO,O,O,O,X,X,X,O
SZLITOJ,O,O,O,X,X,X,X
SZLIJTO,O,O,O,X,O,X,O
SZLIJOT,O,O,X,X,O,X,X
SZLIOTJ,O,O,O,X,X,X,X
SZLIOJT,O,O,X,X,O,O,X
SZLJTIO,O,O,O,X,O,X,O
SZLJTOI,O,O,O,X,O,X,O
SZLJITO,O,O,O,X,O,X,O
SZLJIOT,O,O,X,X,O,X,X
SZLJOTI,O,O,O,X,O,O,X
SZLJOIT,O,O,X,X,O,O,X
SZLOTIJ,O,O,O,X,X,X,X
SZLOTJI,O,O,O,X,X,X,X
SZLOITJ,O,O,O,X,X,X,X
SZLOIJT,O,O,X,X,O,O,X
SZLOJTI,O,O,O,X,O,O,X
SZLOJIT,O,O,X,X,O,O,X
SZJTILO,O,O,O,O,O,X,X
SZJTIOL,O,X,O,X,X,X,X
SZJTLIO,O,O,O,O,O,X,X
SZJTLOI,O,O,O,X,O,X,X
SZJTOIL,O,X,O,X,X,X,X
SZJTOLI,O,O,O,X,O,X,X
SZJITLO,O,O,O,O,O,X,X
SZJITOL,O,X,O,X,X,X,X
SZJILTO,O,O,O,X,O,X,O
SZJILOT,O,O,X,X,O,X,X
SZJIOTL,O,X,X,X,X,X,X
SZJIOLT,O,X,X,X,X,X,X
SZJLTIO,O,O,O,X,O,X,O
SZJLTOI,O,O,O,X,O,X,O
SZJLITO,O,O,O,X,O,X,O
SZJLIOT,O,O,X,X,O,X,X
SZJLOTI,O,O,O,X,O,O,X
SZJLOIT,O,O,X,X,O,O,X
SZJOTIL,O,X,O,X,X,O,X
SZJOTLI,O,O,O,X,O,O,X
SZJOITL,O,X,X,X,X,O,X
SZJOILT,O,X,X,X,X,O,X
SZJOLTI,O,O,O,X,O,O,X
SZJOLIT,O,O,X,X,O,O,X
SZOTILJ,O,O,O,O,X,X,X
SZOTIJL,O,X,O,O,X,X,X
SZOTLIJ,O,O,O,O,X,X,X
SZOTLJI,O,O,O,O,X,X,X
SZOTJIL,O,X,O,O,X,X,X
SZOTJLI,O,O,O,O,X,X,X
SZOITLJ,O,O,O,O,X,X,X
SZOITJL,O,X,O,O,X,X,X
SZOILTJ,O,O,O,X,X,X,X
SZOILJT,O,O,X,X,X,O,X
SZOIJTL,O,X,X,O,X,O,X
SZOIJLT,O,X,X,X,X,O,X
SZOLTIJ,O,O,O,X,X,X,X
SZOLTJI,O,O,O,X,X,X,X
SZOLITJ,O,O,O,X,X,X,X
SZOLIJT,O,O,X,X,O,O,X
SZOLJTI,O,O,O,X,O,O,X
SZOLJIT,O,O,X,X,O,O,X
SZOJTIL,O,X,O,O,X,O,X
SZOJTLI,O,O,O,O,O,O,X
SZOJITL,O,X,X,O,X,O,X
SZOJILT,O,X,X,X,X,O,X
SZOJLTI,O,O,O,X,O,O,X
SZOJLIT,O,O,X,X,O,O,X
SOTILJZ,O,X,O,O,X,O,X
SOTILZJ,O,X,O,X,X,X,X
SOTIJLZ,X,X,O,O,X,O,X
SOTIJZL,X,X,O,X,X,O,X
SOTIZLJ,O,X,O,X,X,X,X
SOTIZJL,O,X,O,X,X,X,X
SOTLIJZ,O,X,O,O,X,O,X
SOTLIZJ,O,O,O,X,X,X,X
SOTLJIZ,O,X,O,O,X,O,X
SOTLJZI,O,X,O,O,X,O,X
SOTLZIJ,O,O,O,O,X,X,X
SOTLZJI,O,O,O,O,X,X,X
SOTJILZ,X,X,O,O,X,O,X
SOTJIZL,X,X,O,X,X,O,X
SOTJLIZ,X,X,O,O,X,O,X
SOTJLZI,X,X,O,O,X,O,X
SOTJZIL,X,X,O,O,X,O,X
SOTJZLI,X,X,O,O,X,O,X
SOTZILJ,O,O,O,O,X,X,X
SOTZIJL,O,X,O,O,X,X,X
SOTZLIJ,O,O,O,O,X,X,X
SOTZLJI,O,O,O,O,X,X,X
SOTZJIL,O,X,O,O,X,X,X
SOTZJLI,O,O,O,O,X,X,X
SOITLJZ,O,X,O,O,X,O,X
SOITLZJ,O,X,O,X,X,X,X
SOITJLZ,X,X,O,O,X,O,X
SOITJZL,X,X,O,X,X,O,X
SOITZLJ,O,X,O,X,X,X,X
SOITZJL,O,X,O,X,X,X,X
SOILTJZ,O,X,O,X,X,O,X
SOILTZJ,O,O,O,X,X,X,X
SOILJTZ,O,X,X,X,X,O,X
SOILJZT,O,O,X,X,X,O,X
SOILZTJ,O,O,O,X,X,X,X
SOILZJT,O,O,X,X,X,O,X
SOIJTLZ,X,X,X,O,X,O,X
SOIJTZL,X,X,X,X,X,O,X
SOIJLTZ,O,X,X,X,X,O,X
SOIJLZT,O,X,X,X,X,O,X
SOIJZTL,O,X,X,O,X,O,X
SOIJZLT,O,X,X,X,X,O,X
SOIZTLJ,O,O,O,O,X,X,X
SOIZTJL,O,X,O,O,X,X,X
SOIZLTJ,O,O,O,X,X,X,X
SOIZLJT,O,O,X,X,X,O,X
SOIZJTL,O,X,X,O,X,O,X
SOIZJLT,O,X,X,X,X,O,X
SOLTIJZ,O,X,O,X,X,O,X
SOLTIZJ,O,O,O,X,X,X,X
SOLTJIZ,O,X,O,X,X,O,X
SOLTJZI,O,X,O,X,X,O,X
SOLTZIJ,O,O,O,X,X,X,X
SOLTZJI,O,O,O,X,X,X,X
SOLITJZ,O,X,O,X,X,O,X
SOLITZJ,O,O,O,X,X,X,X
SOLIJTZ,O,X,X,X,O,O,X
SOLIJZT,O,O,X,X,X,O,X
SOLIZTJ,O,O,O,X,X,X,X
SOLIZJT,O,O,X,X,O,O,X
SOLJTIZ,O,X,X,X,O,O,X
SOLJTZI,O,X,X,X,O,O,X
SOLJITZ,O,X,X,X,O,O,X
SOLJIZT,O,O,X,X,X,O,X
SOLJZTI,O,O,X,X,O,O,X
SOLJZIT,O,O,X,X,O,O,X
SOLZTIJ,O,O,O,X,X,X,X
SOLZTJI,O,O,O,X,X,X,X
SOLZITJ,O,O,O,X,X,X,X
SOLZIJT,O,O,X,X,O,O,X
SOLZJTI,O,O,O,X,O,O,X
SOLZJIT,O,O,X,X,O,O,X
SOJTILZ,X,X,X,O,X,O,X
SOJTIZL,X,X,X,X,X,O,X
SOJTLIZ,X,X,X,O,O,O,X
SOJTLZI,X,X,X,O,O,O,X
SOJTZIL,X,X,X,O,X,O,X
SOJTZLI,X,X,X,O,O,O,X
SOJITLZ,X,X,X,O,X,O,X
SOJITZL,X,X,X,X,X,O,X
SOJILTZ,O,X,X,X,X,O,X
SOJILZT,O,X,X,X,X,O,X
SOJIZTL,O,X,X,O,X,O,X
SOJIZLT,O,X,X,X,X,O,X
SOJLTIZ,O,X,X,X,O,O,X
SOJLTZI,O,X,X,X,O,O,X
SOJLITZ,O,X,X,X,O,O,X
SOJLIZT,O,O,X,X,X,O,X
SOJLZTI,O,O,X,X,O,O,X
SOJLZIT,O,O,X,X,O,O,X
SOJZTIL,O,X,X,O,X,O,X
SOJZTLI,O,O,X,O,O,O,X
SOJZITL,O,X,X,O,X,O,X
SOJZILT,O,X,X,X,X,O,X
SOJZLTI,O,O,X,X,O,O,X
SOJZLIT,O,O,X,X,O,O,X
SOZTILJ,O,O,O,O,X,X,X
SOZTIJL,O,X,O,O,X,X,X
SOZTLIJ,O,O,O,O,X,X,X
SOZTLJI,O,O,O,O,X,X,X
SOZTJIL,O,X,O,O,X,X,X
SOZTJLI,O,O,O,O,X,X,X
SOZITLJ,O,O,O,O,X,X,X
SOZITJL,O,X,O,O,X,X,X
SOZILTJ,O,O,O,X,X,X,X
SOZILJT,O,O,X,X,X,O,X
SOZIJTL,O,X,X,O,X,O,X
SOZIJLT,O,X,X,X,X,O,X
SOZLTIJ,O,O,O,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X
SOZLITJ,O,O,O,X,X,X,X
SOZLIJT,O,O,X,X,O,O,X
SOZLJTI,O,O,O,X,O,O,X
SOZLJIT,O,O,X,X,O,O,X
SOZJTIL,O,X,O,O,X,O,X
SOZJTLI,O,O,O,O,O,O,X
SOZJITL,O,X,X,O,X,O,X
SOZJILT,O,X,X,X,X,O,X
SOZJLTI,O,O,O,X,O,O,X
SOZJLIT,O,O,X,X,O,O,X
ZTILJSO,O,X,O,O,O,X,O
ZTILJOS,X,X,O,O,O,X,O
ZTILSJO,O,O,O,O,X,X,O
ZTILSOJ,O,O,O,O,X,X,X
ZTILOJS,X,X,O,O,O,X,O
ZTILOSJ,X,O,O,O,X,X,X
ZTIJLSO,O,X,O,O,O,X,O
ZTIJLOS,X,X,O,O,O,X,O
ZTIJSLO,O,X,O,O,O,X,X
ZTIJSOL,O,X,O,X,X,X,X
ZTIJOLS,O,X,O,O,O,X,X
ZTIJOSL,O,X,O,O,X,X,X
ZTISLJO,O,O,O,O,X,X,X
ZTISLOJ,O,O,O,O,X,X,X
ZTISJLO,O,O,O,O,X,X,X
ZTISJOL,O,X,O,X,X,X,X
ZTISOLJ,X,O,O,O,X,X,X
ZTISOJL,O,X,O,O,X,X,X
ZTIOLJS,O,X,O,O,X,X,X
ZTIOLSJ,O,X,O,O,X,X,X
ZTIOJLS,O,X,O,O,X,X,X
ZTIOJSL,O,X,O,O,X,X,X
ZTIOSLJ,O,X,O,O,X,X,X
ZTIOSJL,O,X,O,O,X,X,X
ZTLIJSO,O,X,O,O,O,X,O
ZTLIJOS,X,X,O,O,O,X,O
ZTLISJO,O,O,O,O,X,X,O
ZTLISOJ,O,O,O,O,X,X,X
ZTLIOJS,X,X,O,O,O,X,O
ZTLIOSJ,X,O,O,O,X,X,X
ZTLJISO,O,X,O,O,O,X,O
ZTLJIOS,X,X,O,O,O,X,O
ZTLJSIO,O,X,O,O,O,X,O
ZTLJSOI,O,X,O,X,O,X,O
ZTLJOIS,O,X,O,O,O,X,O
ZTLJOSI,O,X,O,O,O,X,O
ZTLSIJO,O,O,O,O,X,X,O
ZTLSIOJ,O,O,O,O,X,X,X
ZTLSJIO,O,O,O,O,X,X,O
ZTLSJOI,O,O,O,X,X,X,O
ZTLSOIJ,O,O,O,O,X,X,X
ZTLSOJI,O,O,O,O,X,X,X
ZTLOIJS,O,X,O,O,O,X,O
ZTLOISJ,O,O,O,O,X,X,X
ZTLOJIS,O,X,O,O,O,X,O
ZTLOJSI,O,X,O,O,O,X,O
ZTLOSIJ,O,O,O,O,X,X,X
ZTLOSJI,O,O,O,O,X,X,X
ZTJILSO,O,X,O,O,O,X,O
ZTJILOS,X,X,O,O,O,X,O
ZTJISLO,O,X,O,O,O,X,X
ZTJISOL,O,X,O,X,X,X,X
ZTJIOLS,O,X,O,O,O,X,X
ZTJIOSL,O,X,O,O,X,X,X
ZTJLISO,O,X,O,O,O,X,O
ZTJLIOS,X,X,O,O,O,X,O
ZTJLSIO,O,X,O,O,O,X,O
ZTJLSOI,O,X,O,X,O,X,O
ZTJLOIS,O,X,O,O,O,X,O
ZTJLOSI,O,X,O,O,O,X,O
ZTJSILO,O,X,O,O,O,X,X
ZTJSIOL,O,X,O,X,X,X,X
ZTJSLIO,O,X,O,O,O,X,X
ZTJSLOI,O,X,O,X,O,X,X
ZTJSOIL,O,X,O,X,X,X,X
ZTJSOLI,O,X,O,X,O,X,X
ZTJOILS,O,X,O,O,O,X,X
ZTJOISL,O,X,O,O,X,X,X
ZTJOLIS,O,X,O,O,O,X,X
ZTJOLSI,O,X,O,O,O,X,X
ZTJOSIL,O,X,O,O,X,X,X
ZTJOSLI,O,X,O,O,O,X,X
ZTSILJO,O,O,O,O,X,X,X
ZTSILOJ,O,O,O,O,X,X,X
ZTSIJLO,O,O,O,O,X,X,X
ZTSIJOL,O,X,O,X,X,X,X
ZTSIOLJ,X,O,O,O,X,X,X
ZTSIOJL,O,X,O,O,X,X,X
ZTSLIJO,O,O,O,O,X,X,X
ZTSLIOJ,O,O,O,O,X,X,X
ZTSLJIO,O,O,O,O,X,X,X
ZTSLJOI,O,O,O,X,X,X,X
ZTSLOIJ,O,O,O,O,X,X,X
ZTSLOJI,O,O,O,O,X,X,X
ZTSJILO,O,O,O,O,X,X,X
ZTSJIOL,O,X,O,X,X,X,X
ZTSJLIO,O,O,O,O,X,X,X
ZTSJLOI,O,O,O,X,X,X,X
ZTSJOIL,O,X,O,X,X,X,X
ZTSJOLI,O,O,O,X,X,X,X
ZTSOILJ,O,O,O,O,X,X,X
ZTSOIJL,O,X,O,O,X,X,X
ZTSOLIJ,O,O,O,O,X,X,X
ZTSOLJI,O,O,O,O,X,X,X
ZTSOJIL,O,X,O,O,X,X,X
ZTSOJLI,O,O,O,O,X,X,X
ZTOILJS,O,X,O,O,X,X,X
ZTOILSJ,O,X,O,O,X,X,X
ZTOIJLS,O,X,O,O,X,X,X
ZTOIJSL,O,X,O,O,X,X,X
ZTOISLJ,O,X,O,O,X,X,X
ZTOISJL,O,X,O,O,X,X,X
ZTOLIJS,O,X,O,O,O,X,X
ZTOLISJ,O,O,O,O,X,X,X
ZTOLJIS,O,X,O,O,O,X,X
ZTOLJSI,O,X,O,O,O,X,X
