sequence,v115@YhF8AeF8Jei/IvhFRhBcnBTjB3kBGmBlqB,v115@YhF8AeF8JeOEJvhF8kBChBTjBxmBXnBlqB,v115@YhF8AeF8Jel/IvhF3gBRiBSoB2pB8qBzrB,v115@YhF8AeF8Je0/IvhFxhBTjB2pBFmBXnB6qB,v115@YhF8AeF8Jei/IvhF3gBGjB1pB8qBRsBzrB,v115@YhF8AeF8JeKEJvhFxhBTjBUlBFmBXnBGqB,v115@YhF8AeF8JeOEJvhFTjBClBxmB/qBUrBFsB
ZITLOJS,O,O,X,X,O,X,X
ZITLOSJ,O,O,X,X,O,X,X
ZITJLSO,O,O,X,X,O,X,X
ZITJLOS,O,O,X,X,O,X,X
ZITJSLO,O,O,X,X,O,X,X
ZITJSOL,O,O,X,X,O,X,X
ZITJOLS,O,O,X,X,O,X,X
ZITJOSL,O,O,X,X,O,X,X
ZITSLJO,O,O,X,X,O,X,X
ZITSLOJ,O,O,X,X,O,X,X
ZITSJLO,O,O,X,X,O,X,X
ZITSJOL,O,O,X,X,O,X,X
ZITSOLJ,O,O,X,X,O,X,X
ZITSOJL,O,O,X,X,O,X,X
ZITOLJS,O,O,X,X,O,X,X
ZITOLSJ,O,O,X,X,O,X,X
ZITOJLS,O,O,X,X,O,X,X
ZITOJSL,O,O,X,X,O,X,X
ZITOSLJ,O,O,X,X,O,X,X
ZITOSJL,O,O,X,X,O,X,X
ZILTJSO,O,X,O,X,O,X,X
ZILTJOS,O,O,O,X,O,X,X
ZILTSJO,O,X,O,X,O,X,X
ZILTSOJ,O,X,O,X,O,X,X
ZILTOJS,O,O,X,X,O,X,X
ZILTOSJ,O,X,X,X,O,X,X
ZILJTSO,X,X,O,X,O,X,X
ZILJTOS,X,O,O,X,O,X,X
ZILJSTO,O,X,O,X,O,X,X
ZILJSOT,O,O,O,X,X,X,X
ZILJOTS,X,O,O,X,X,X,O
ZILJOST,O,O,O,X,X,X,O
ZILSTJO,X,X,O,X,O,X,X
ZILSTOJ,O,X,O,X,O,X,X
ZILSJTO,X,X,O,X,O,X,X
ZILSJOT,O,O,O,X,X,X,X
ZILSOTJ,O,X,O,X,X,X,X
ZILSOJT,O,O,O,X,X,X,X
ZILOTJS,O,O,O,X,X,X,X
ZILOTSJ,O,X,O,X,X,X,X
ZILOJTS,X,O,O,X,X,X,O
ZILOJST,O,O,O,X,X,X,O
ZILOSTJ,O,X,O,X,X,X,X
ZILOSJT,O,O,O,X,X,X,X
ZIJTLSO,O,O,O,X,O,X,X
ZIJTLOS,O,O,O,X,O,X,X
ZIJTSLO,O,O,O,X,O,X,X
ZIJTSOL,O,O,O,X,O,X,X
ZIJTOLS,O,O,O,X,O,X,X
ZIJTOSL,O,O,O,X,O,X,X
ZIJLTSO,X,X,O,X,O,X,X
ZIJLTOS,X,O,O,X,O,X,X
ZIJLSTO,O,X,O,X,O,X,X
ZIJLSOT,O,O,O,X,X,X,X
ZIJLOTS,X,O,O,X,X,X,O
ZIJLOST,O,O,O,X,X,X,O
ZIJSTLO,O,X,O,X,O,X,X
ZIJSTOL,O,X,O,X,O,X,X
ZIJSLTO,O,X,O,X,O,X,X
ZIJSLOT,O,O,O,X,X,X,X
ZIJSOTL,O,X,O,X,O,X,X
ZIJSOLT,O,O,O,X,X,X,X
ZIJOTLS,O,O,O,X,O,X,X
ZIJOTSL,O,O,O,X,O,X,X
ZIJOLTS,X,O,O,X,X,X,O
ZIJOLST,O,O,O,X,X,X,O
ZIJOSTL,O,X,O,X,O,X,X
ZIJOSLT,O,O,O,X,X,X,X
ZISTLJO,O,X,O,X,O,X,X
ZISTLOJ,O,X,O,X,O,X,X
ZISTJLO,O,X,X,X,O,X,X
ZISTJOL,O,X,X,X,O,X,X
ZISTOLJ,O,X,O,X,O,X,X
ZISTOJL,O,X,O,X,O,X,X
ZISLTJO,O,X,O,X,O,X,X
ZISLTOJ,O,X,O,X,O,X,X
ZISLJTO,O,X,O,X,O,X,X
ZISLJOT,O,O,O,X,X,X,X
ZISLOTJ,O,X,O,X,X,X,X
ZISLOJT,O,O,O,X,X,X,X
ZISJTLO,O,X,O,X,O,X,X
ZISJTOL,O,X,O,X,O,X,X
ZISJLTO,O,X,O,X,O,X,X
ZISJLOT,O,O,O,X,X,X,X
ZISJOTL,O,X,O,X,O,X,X
ZISJOLT,O,O,O,X,X,X,X
ZISOTLJ,O,X,O,X,O,X,X
ZISOTJL,O,X,O,X,O,X,X
ZISOLTJ,O,X,O,X,X,X,X
ZISOLJT,O,O,O,X,X,X,X
ZISOJTL,O,X,O,X,O,X,X
ZISOJLT,O,O,O,X,X,X,X
ZIOTLJS,O,O,O,X,O,X,X
ZIOTLSJ,O,O,O,X,O,X,X
ZIOTJLS,O,O,O,X,O,X,X
ZIOTJSL,O,O,O,X,O,X,X
ZIOTSLJ,O,O,O,X,O,X,X
ZIOTSJL,O,O,O,X,O,X,X
ZIOLTJS,O,O,O,X,X,X,X
ZIOLTSJ,O,X,O,X,X,X,X
ZIOLJTS,X,O,O,X,X,X,O
ZIOLJST,O,O,O,X,X,X,O
ZIOLSTJ,O,X,O,X,X,X,X
ZIOLSJT,O,O,O,X,X,X,X
ZIOJTLS,O,O,O,X,O,X,X
ZIOJTSL,O,O,O,X,O,X,X
ZIOJLTS,X,O,O,X,X,X,O
ZIOJLST,O,O,O,X,X,X,O
ZIOJSTL,O,X,O,X,O,X,X
ZIOJSLT,O,O,O,X,X,X,X
ZIOSTLJ,O,X,O,X,O,X,X
ZIOSTJL,O,X,O,X,O,X,X
ZIOSLTJ,O,X,O,X,X,X,X
ZIOSLJT,O,O,O,X,X,X,X
ZIOSJTL,O,X,O,X,O,X,X
ZIOSJLT,O,O,O,X,X,X,X
ZLTIJSO,O,O,O,X,O,X,X
ZLTIJOS,O,O,O,X,O,X,X
ZLTISJO,O,O,O,X,O,O,X
ZLTISOJ,O,O,O,X,O,O,X
ZLTIOJS,O,O,X,X,O,X,X
ZLTIOSJ,O,O,X,X,O,O,X
ZLTJISO,O,O,O,X,O,X,X
ZLTJIOS,O,O,O,X,O,X,X
ZLTJSIO,O,O,O,X,O,O,X
ZLTJSOI,O,O,O,X,O,O,X
ZLTJOIS,O,O,O,X,O,X,X
ZLTJOSI,O,O,O,X,O,O,X
ZLTSIJO,O,O,O,X,O,O,X
ZLTSIOJ,O,O,O,X,O,O,X
ZLTSJIO,O,O,O,X,O,O,X
ZLTSJOI,O,O,O,X,O,O,X
ZLTSOIJ,O,O,O,X,O,O,X
ZLTSOJI,O,O,O,X,O,O,X
ZLTOIJS,O,O,O,X,O,X,X
ZLTOISJ,O,O,O,X,O,O,X
ZLTOJIS,O,O,O,X,O,X,X
ZLTOJSI,O,O,O,X,O,O,X
ZLTOSIJ,O,O,O,X,O,O,X
ZLTOSJI,O,O,O,X,O,O,X
ZLITJSO,O,X,O,X,O,X,X
ZLITJOS,O,O,O,X,O,X,X
ZLITSJO,O,X,O,X,O,O,X
ZLITSOJ,O,X,O,X,O,O,X
ZLITOJS,O,O,X,X,O,X,X
ZLITOSJ,O,X,X,X,O,O,X
ZLIJTSO,X,X,O,X,O,X,X
ZLIJTOS,X,O,O,X,O,X,X
ZLIJSTO,O,X,O,X,O,X,X
ZLIJSOT,O,O,O,X,X,X,X
ZLIJOTS,X,O,O,X,X,X,O
ZLIJOST,O,O,O,X,X,X,O
ZLISTJO,X,X,O,X,O,O,X
ZLISTOJ,O,X,O,X,O,O,X
ZLISJTO,X,X,O,X,O,X,X
ZLISJOT,O,O,O,X,X,X,X
ZLISOTJ,O,X,O,X,X,O,X
ZLISOJT,O,O,O,X,X,X,X
ZLIOTJS,O,O,O,X,X,X,X
ZLIOTSJ,O,X,O,X,X,O,X
ZLIOJTS,X,O,O,X,X,X,O
ZLIOJST,O,O,O,X,X,X,O
ZLIOSTJ,O,X,O,X,X,O,X
ZLIOSJT,O,O,O,X,X,X,X
ZLJTISO,X,O,O,X,O,X,X
ZLJTIOS,X,O,O,X,O,X,X
ZLJTSIO,X,O,O,X,O,O,X
ZLJTSOI,X,O,O,X,O,O,X
ZLJTOIS,X,O,O,X,O,X,X
ZLJTOSI,X,O,O,X,O,O,X
ZLJITSO,X,X,O,X,O,X,X
ZLJITOS,X,O,O,X,O,X,X
ZLJISTO,O,X,O,X,O,X,X
ZLJISOT,O,O,O,X,X,X,X
ZLJIOTS,X,O,O,X,X,X,O
ZLJIOST,O,O,O,X,X,X,O
ZLJSTIO,O,X,O,X,O,O,X
ZLJSTOI,O,X,O,X,O,O,X
ZLJSITO,O,X,O,X,O,X,X
ZLJSIOT,O,X,O,X,X,X,X
ZLJSOTI,O,X,O,X,X,O,X
ZLJSOIT,O,X,O,X,X,X,X
ZLJOTIS,X,O,O,X,X,X,X
ZLJOTSI,X,O,O,X,X,O,X
ZLJOITS,X,O,O,X,X,X,O
ZLJOIST,O,O,O,X,X,X,O
ZLJOSTI,O,X,O,X,X,O,X
ZLJOSIT,O,X,O,X,X,X,X
ZLSTIJO,O,X,O,X,O,O,X
ZLSTIOJ,O,X,O,X,O,O,X
ZLSTJIO,O,X,O,X,O,O,X
ZLSTJOI,O,X,O,X,O,O,X
ZLSTOIJ,O,X,O,X,O,O,X
ZLSTOJI,O,X,O,X,O,O,X
ZLSITJO,O,X,O,X,O,O,X
ZLSITOJ,O,X,O,X,O,O,X
ZLSIJTO,O,X,O,X,O,X,X
ZLSIJOT,O,X,O,X,X,X,X
ZLSIOTJ,O,X,O,X,X,O,X
ZLSIOJT,O,X,O,X,X,X,X
ZLSJTIO,O,X,O,X,O,O,X
ZLSJTOI,O,X,O,X,O,O,X
ZLSJITO,O,X,O,X,O,X,X
ZLSJIOT,O,X,O,X,X,X,X
ZLSJOTI,O,X,O,X,X,O,X
ZLSJOIT,O,X,O,X,X,X,X
ZLSOTIJ,O,X,O,X,X,O,X
ZLSOTJI,O,X,O,X,X,O,X
ZLSOITJ,O,X,O,X,X,O,X
ZLSOIJT,O,X,O,X,X,X,X
ZLSOJTI,O,X,O,X,X,O,X
ZLSOJIT,O,X,O,X,X,X,X
ZLOTIJS,O,O,O,X,X,X,X
ZLOTISJ,O,O,O,X,X,O,X
ZLOTJIS,O,O,O,X,X,X,X
ZLOTJSI,O,O,O,X,X,O,X
ZLOTSIJ,O,O,O,X,X,O,X
ZLOTSJI,O,O,O,X,X,O,X
ZLOITJS,O,O,O,X,X,X,X
ZLOITSJ,O,X,O,X,X,O,X
ZLOIJTS,X,O,O,X,X,X,O
ZLOIJST,O,O,O,X,X,X,O
ZLOISTJ,O,X,O,X,X,O,X
ZLOISJT,O,O,O,X,X,X,X
ZLOJTIS,X,O,O,X,X,X,X
ZLOJTSI,X,O,O,X,X,O,X
ZLOJITS,X,O,O,X,X,X,O
ZLOJIST,O,O,O,X,X,X,O
ZLOJSTI,O,X,O,X,X,O,X
ZLOJSIT,O,X,O,X,X,X,X
ZLOSTIJ,O,X,O,X,X,O,X
ZLOSTJI,O,X,O,X,X,O,X
ZLOSITJ,O,X,O,X,X,O,X
ZLOSIJT,O,X,O,X,X,X,X
ZLOSJTI,O,X,O,X,X,O,X
ZLOSJIT,O,X,O,X,X,X,X
ZJTILSO,O,O,O,X,O,X,X
ZJTILOS,O,O,O,X,O,X,X
ZJTISLO,O,O,O,O,O,X,X
ZJTISOL,O,O,O,O,O,X,X
ZJTIOLS,O,O,O,X,O,X,X
ZJTIOSL,O,O,O,O,O,X,X
ZJTLISO,O,O,O,X,O,X,X
ZJTLIOS,O,O,O,X,O,X,X
ZJTLSIO,O,O,O,O,O,X,X
ZJTLSOI,O,O,O,O,O,X,X
ZJTLOIS,O,O,O,X,O,X,X
ZJTLOSI,O,O,O,O,O,X,X
ZJTSILO,O,O,O,O,O,X,X
ZJTSIOL,O,O,O,O,O,X,X
ZJTSLIO,O,O,O,O,O,X,X
ZJTSLOI,O,O,O,O,O,X,X
ZJTSOIL,O,O,O,O,O,X,X
ZJTSOLI,O,O,O,O,O,X,X
ZJTOILS,O,O,O,X,O,X,X
ZJTOISL,O,O,O,O,O,X,X
ZJTOLIS,O,O,O,X,O,X,X
ZJTOLSI,O,O,O,O,O,X,X
ZJTOSIL,O,O,O,O,O,X,X
ZJTOSLI,O,O,O,O,O,X,X
ZJITLSO,O,O,O,X,O,X,X
ZJITLOS,O,O,O,X,O,X,X
ZJITSLO,O,O,O,O,O,X,X
ZJITSOL,O,O,O,O,O,X,X
ZJITOLS,O,O,O,X,O,X,X
ZJITOSL,O,O,O,O,O,X,X
ZJILTSO,X,X,O,X,O,X,X
ZJILTOS,X,O,O,X,O,X,X
ZJILSTO,O,X,O,X,O,X,X
ZJILSOT,O,O,O,X,X,X,X
ZJILOTS,X,O,O,X,X,X,O
ZJILOST,O,O,O,X,X,X,O
ZJISTLO,O,X,O,O,O,X,X
ZJISTOL,O,X,O,O,O,X,X
ZJISLTO,O,X,O,X,O,X,X
ZJISLOT,O,O,O,X,X,X,X
ZJISOTL,O,X,O,O,O,X,X
ZJISOLT,O,O,O,X,X,X,X
ZJIOTLS,O,O,O,X,O,X,X
ZJIOTSL,O,O,O,O,O,X,X
ZJIOLTS,X,O,O,X,X,X,O
ZJIOLST,O,O,O,X,X,X,O
ZJIOSTL,O,X,O,O,O,X,X
ZJIOSLT,O,O,O,X,X,X,X
ZJLTISO,X,O,O,X,O,X,X
ZJLTIOS,X,O,O,X,O,X,X
ZJLTSIO,X,O,O,O,O,X,X
ZJLTSOI,X,O,O,O,O,X,X
ZJLTOIS,X,O,O,X,O,X,X
ZJLTOSI,X,O,O,O,O,X,X
ZJLITSO,X,X,O,X,O,X,X
ZJLITOS,X,O,O,X,O,X,X
ZJLISTO,O,X,O,X,O,X,X
ZJLISOT,O,O,O,X,X,X,X
ZJLIOTS,X,O,O,X,X,X,O
ZJLIOST,O,O,O,X,X,X,O
ZJLSTIO,O,X,O,O,O,X,X
ZJLSTOI,O,X,O,O,O,X,X
ZJLSITO,O,X,O,X,O,X,X
ZJLSIOT,O,X,O,X,X,X,X
ZJLSOTI,O,X,O,O,X,X,X
ZJLSOIT,O,X,O,X,X,X,X
ZJLOTIS,X,O,O,X,X,X,X
ZJLOTSI,X,O,O,O,X,X,X
ZJLOITS,X,O,O,X,X,X,O
ZJLOIST,O,O,O,X,X,X,O
ZJLOSTI,O,X,O,O,X,X,X
ZJLOSIT,O,X,O,X,X,X,X
ZJSTILO,O,O,O,O,O,X,X
ZJSTIOL,O,O,O,O,O,X,X
ZJSTLIO,O,O,O,O,O,X,X
ZJSTLOI,O,O,O,O,O,X,X
ZJSTOIL,O,O,O,O,O,X,X
ZJSTOLI,O,O,O,O,O,X,X
ZJSITLO,O,X,O,O,O,X,X
ZJSITOL,O,X,O,O,O,X,X
ZJSILTO,O,X,O,X,O,X,X
ZJSILOT,O,O,O,X,X,X,X
ZJSIOTL,O,X,O,O,O,X,X
ZJSIOLT,O,O,O,X,X,X,X
ZJSLTIO,O,X,O,O,O,X,X
ZJSLTOI,O,X,O,O,O,X,X
ZJSLITO,O,X,O,X,O,X,X
ZJSLIOT,O,X,O,X,X,X,X
ZJSLOTI,O,X,O,O,X,X,X
ZJSLOIT,O,X,O,X,X,X,X
ZJSOTIL,O,O,O,O,O,X,X
ZJSOTLI,O,O,O,O,O,X,X
ZJSOITL,O,X,O,O,O,X,X
ZJSOILT,O,O,O,X,X,X,X
ZJSOLTI,O,X,O,O,X,X,X
ZJSOLIT,O,X,O,X,X,X,X
ZJOTILS,O,O,O,X,O,X,X
ZJOTISL,O,O,O,O,O,X,X
ZJOTLIS,O,O,O,X,O,X,X
ZJOTLSI,O,O,O,O,O,X,X
ZJOTSIL,O,O,O,O,O,X,X
ZJOTSLI,O,O,O,O,O,X,X
ZJOITLS,O,O,O,X,O,X,X
ZJOITSL,O,O,O,O,O,X,X
ZJOILTS,X,O,O,X,X,X,O
ZJOILST,O,O,O,X,X,X,O
ZJOISTL,O,X,O,O,O,X,X
ZJOISLT,O,O,O,X,X,X,X
ZJOLTIS,X,O,O,X,X,X,X
ZJOLTSI,X,O,O,O,X,X,X
ZJOLITS,X,O,O,X,X,X,O
ZJOLIST,O,O,O,X,X,X,O
ZJOLSTI,O,X,O,O,X,X,X
ZJOLSIT,O,X,O,X,X,X,X
ZJOSTIL,O,O,O,O,O,X,X
ZJOSTLI,O,O,O,O,O,X,X
ZJOSITL,O,X,O,O,O,X,X
ZJOSILT,O,O,O,X,X,X,X
ZJOSLTI,O,X,O,O,X,X,X
ZJOSLIT,O,X,O,X,X,X,X
ZSTILJO,O,O,O,X,O,O,X
ZSTILOJ,O,O,O,X,O,O,X
ZSTIJLO,O,O,X,O,O,X,X
ZSTIJOL,O,O,X,O,O,X,X
ZSTIOLJ,O,O,O,X,O,O,X
ZSTIOJL,O,O,O,O,O,X,X
ZSTLIJO,O,O,O,X,O,O,X
ZSTLIOJ,O,O,O,X,O,O,X
ZSTLJIO,O,O,O,X,O,O,X
ZSTLJOI,O,O,O,X,O,O,X
ZSTLOIJ,O,O,O,X,O,O,X
ZSTLOJI,O,O,O,X,O,O,X
ZSTJILO,O,O,O,O,O,X,X
ZSTJIOL,O,O,O,O,O,X,X
ZSTJLIO,O,O,O,O,O,X,X
ZSTJLOI,O,O,O,O,O,X,X
ZSTJOIL,O,O,O,O,O,X,X
ZSTJOLI,O,O,O,O,O,X,X
ZSTOILJ,O,O,O,X,O,O,X
ZSTOIJL,O,O,O,O,O,X,X
ZSTOLIJ,O,O,O,X,O,O,X
ZSTOLJI,O,O,O,X,O,O,X
ZSTOJIL,O,O,O,O,O,X,X
ZSTOJLI,O,O,O,O,O,X,X
ZSITLJO,O,X,O,X,O,O,X
ZSITLOJ,O,X,O,X,O,O,X
ZSITJLO,O,X,X,O,O,X,X
ZSITJOL,O,X,X,O,O,X,X
ZSITOLJ,O,X,O,X,O,O,X
ZSITOJL,O,X,O,O,O,X,X
ZSILTJO,O,X,O,X,O,O,X
ZSILTOJ,O,X,O,X,O,O,X
ZSILJTO,O,X,O,X,O,X,X
ZSILJOT,O,O,O,X,X,X,X
ZSILOTJ,O,X,O,X,X,O,X
ZSILOJT,O,O,O,X,X,X,X
ZSIJTLO,O,X,O,O,O,X,X
ZSIJTOL,O,X,O,O,O,X,X
ZSIJLTO,O,X,O,X,O,X,X
ZSIJLOT,O,O,O,X,X,X,X
ZSIJOTL,O,X,O,O,O,X,X
ZSIJOLT,O,O,O,X,X,X,X
ZSIOTLJ,O,X,O,X,O,O,X
ZSIOTJL,O,X,O,O,O,X,X
ZSIOLTJ,O,X,O,X,X,O,X
ZSIOLJT,O,O,O,X,X,X,X
ZSIOJTL,O,X,O,O,O,X,X
ZSIOJLT,O,O,O,X,X,X,X
ZSLTIJO,O,X,O,X,O,O,X
ZSLTIOJ,O,X,O,X,O,O,X
ZSLTJIO,O,X,O,X,O,O,X
ZSLTJOI,O,X,O,X,O,O,X
ZSLTOIJ,O,X,O,X,O,O,X
ZSLTOJI,O,X,O,X,O,O,X
ZSLITJO,O,X,O,X,O,O,X
ZSLITOJ,O,X,O,X,O,O,X
ZSLIJTO,O,X,O,X,O,X,X
ZSLIJOT,O,X,O,X,X,X,X
ZSLIOTJ,O,X,O,X,X,O,X
ZSLIOJT,O,X,O,X,X,X,X
ZSLJTIO,O,X,O,X,O,O,X
ZSLJTOI,O,X,O,X,O,O,X
ZSLJITO,O,X,O,X,O,X,X
ZSLJIOT,O,X,O,X,X,X,X
ZSLJOTI,O,X,O,X,X,O,X
ZSLJOIT,O,X,O,X,X,X,X
ZSLOTIJ,O,X,O,X,X,O,X
ZSLOTJI,O,X,O,X,X,O,X
ZSLOITJ,O,X,O,X,X,O,X
ZSLOIJT,O,X,O,X,X,X,X
ZSLOJTI,O,X,O,X,X,O,X
ZSLOJIT,O,X,O,X,X,X,X
ZSJTILO,O,O,O,O,O,X,X
ZSJTIOL,O,O,O,O,O,X,X
ZSJTLIO,O,O,O,O,O,X,X
ZSJTLOI,O,O,O,O,O,X,X
ZSJTOIL,O,O,O,O,O,X,X
ZSJTOLI,O,O,O,O,O,X,X
ZSJITLO,O,X,O,O,O,X,X
ZSJITOL,O,X,O,O,O,X,X
ZSJILTO,O,X,O,X,O,X,X
ZSJILOT,O,O,O,X,X,X,X
ZSJIOTL,O,X,O,O,O,X,X
ZSJIOLT,O,O,O,X,X,X,X
ZSJLTIO,O,X,O,O,O,X,X
ZSJLTOI,O,X,O,O,O,X,X
ZSJLITO,O,X,O,X,O,X,X
ZSJLIOT,O,X,O,X,X,X,X
ZSJLOTI,O,X,O,O,X,X,X
ZSJLOIT,O,X,O,X,X,X,X
ZSJOTIL,O,O,O,O,O,X,X
ZSJOTLI,O,O,O,O,O,X,X
ZSJOITL,O,X,O,O,O,X,X
ZSJOILT,O,O,O,X,X,X,X
ZSJOLTI,O,X,O,O,X,X,X
ZSJOLIT,O,X,O,X,X,X,X
ZSOTILJ,O,O,O,X,O,O,X
ZSOTIJL,O,O,O,O,O,X,X
ZSOTLIJ,O,O,O,X,O,O,X
ZSOTLJI,O,O,O,X,O,O,X
ZSOTJIL,O,O,O,O,O,X,X
ZSOTJLI,O,O,O,O,O,X,X
ZSOITLJ,O,X,O,X,O,O,X
ZSOITJL,O,X,O,O,O,X,X
ZSOILTJ,O,X,O,X,X,O,X
ZSOILJT,O,O,O,X,X,X,X
ZSOIJTL,O,X,O,O,O,X,X
ZSOIJLT,O,O,O,X,X,X,X
ZSOLTIJ,O,X,O,X,X,O,X
ZSOLTJI,O,X,O,X,X,O,X
ZSOLITJ,O,X,O,X,X,O,X
ZSOLIJT,O,X,O,X,X,X,X
ZSOLJTI,O,X,O,X,X,O,X
ZSOLJIT,O,X,O,X,X,X,X
ZSOJTIL,O,O,O,O,O,X,X
ZSOJTLI,O,O,O,O,O,X,X
ZSOJITL,O,X,O,O,O,X,X
ZSOJILT,O,O,O,X,X,X,X
ZSOJLTI,O,X,O,O,X,X,X
ZSOJLIT,O,X,O,X,X,X,X
ZOTILJS,O,O,O,X,O,X,X
ZOTILSJ,O,O,O,X,O,X,X
ZOTIJLS,O,O,O,X,O,X,X
ZOTIJSL,O,O,O,X,O,X,X
ZOTISLJ,O,O,O,X,O,X,X
ZOTISJL,O,O,O,X,O,X,X
ZOTLIJS,O,O,O,X,O,X,X
ZOTLISJ,O,O,O,X,O,O,X
ZOTLJIS,O,O,O,X,O,X,X
ZOTLJSI,O,O,O,X,O,O,X
ZOTLSIJ,O,O,O,X,O,O,X
ZOTLSJI,O,O,O,X,O,O,X
ZOTJILS,O,O,O,X,O,X,X
ZOTJISL,O,O,O,O,O,X,X
ZOTJLIS,O,O,O,X,O,X,X
ZOTJLSI,O,O,O,O,O,X,X
ZOTJSIL,O,O,O,O,O,X,X
ZOTJSLI,O,O,O,O,O,X,X
ZOTSILJ,O,O,O,X,O,O,X
ZOTSIJL,O,O,O,O,O,X,X
ZOTSLIJ,O,O,O,X,O,O,X
ZOTSLJI,O,O,O,X,O,O,X
ZOTSJIL,O,O,O,O,O,X,X
ZOTSJLI,O,O,O,O,O,X,X
ZOITLJS,O,O,O,X,O,X,X
ZOITLSJ,O,O,O,X,O,X,X
ZOITJLS,O,O,O,X,O,X,X
ZOITJSL,O,O,O,X,O,X,X
ZOITSLJ,O,O,O,X,O,X,X
ZOITSJL,O,O,O,X,O,X,X
ZOILTJS,O,O,O,X,X,X,X
ZOILTSJ,O,X,O,X,X,X,X
ZOILJTS,X,O,O,X,X,X,O
ZOILJST,O,O,O,X,X,X,O
ZOILSTJ,O,X,O,X,X,X,X
ZOILSJT,O,O,O,X,X,X,X
ZOIJTLS,O,O,O,X,O,X,X
ZOIJTSL,O,O,O,X,O,X,X
ZOIJLTS,X,O,O,X,X,X,O
ZOIJLST,O,O,O,X,X,X,O
ZOIJSTL,O,X,O,X,O,X,X
ZOIJSLT,O,O,O,X,X,X,X
ZOISTLJ,O,X,O,X,O,X,X
ZOISTJL,O,X,O,X,O,X,X
ZOISLTJ,O,X,O,X,X,X,X
ZOISLJT,O,O,O,X,X,X,X
ZOISJTL,O,X,O,X,O,X,X
ZOISJLT,O,O,O,X,X,X,X
ZOLTIJS,O,O,O,X,X,X,X
ZOLTISJ,O,O,O,X,X,O,X
ZOLTJIS,O,O,O,X,X,X,X
ZOLTJSI,O,O,O,X,X,O,X
ZOLTSIJ,O,O,O,X,X,O,X
ZOLTSJI,O,O,O,X,X,O,X
ZOLITJS,O,O,O,X,X,X,X
ZOLITSJ,O,X,O,X,X,O,X
ZOLIJTS,X,O,O,X,X,X,O
ZOLIJST,O,O,O,X,X,X,O
ZOLISTJ,O,X,O,X,X,O,X
ZOLISJT,O,O,O,X,X,X,X
ZOLJTIS,X,O,O,X,X,X,X
ZOLJTSI,X,O,O,X,X,O,X
ZOLJITS,X,O,O,X,X,X,O
ZOLJIST,O,O,O,X,X,X,O
ZOLJSTI,O,X,O,X,X,O,X
ZOLJSIT,O,X,O,X,X,X,X
ZOLSTIJ,O,X,O,X,X,O,X
ZOLSTJI,O,X,O,X,X,O,X
ZOLSITJ,O,X,O,X,X,O,X
ZOLSIJT,O,X,O,X,X,X,X
ZOLSJTI,O,X,O,X,X,O,X
ZOLSJIT,O,X,O,X,X,X,X
ZOJTILS,O,O,O,X,O,X,X
ZOJTISL,O,O,O,O,O,X,X
ZOJTLIS,O,O,O,X,O,X,X
ZOJTLSI,O,O,O,O,O,X,X
ZOJTSIL,O,O,O,O,O,X,X
ZOJTSLI,O,O,O,O,O,X,X
ZOJITLS,O,O,O,X,O,X,X
ZOJITSL,O,O,O,O,O,X,X
ZOJILTS,X,O,O,X,X,X,O
ZOJILST,O,O,O,X,X,X,O
ZOJISTL,O,X,O,O,O,X,X
ZOJISLT,O,O,O,X,X,X,X
ZOJLTIS,X,O,O,X,X,X,X
ZOJLTSI,X,O,O,O,X,X,X
ZOJLITS,X,O,O,X,X,X,O
ZOJLIST,O,O,O,X,X,X,O
ZOJLSTI,O,X,O,O,X,X,X
ZOJLSIT,O,X,O,X,X,X,X
ZOJSTIL,O,O,O,O,O,X,X
ZOJSTLI,O,O,O,O,O,X,X
ZOJSITL,O,X,O,O,O,X,X
ZOJSILT,O,O,O,X,X,X,X
ZOJSLTI,O,X,O,O,X,X,X
ZOJSLIT,O,X,O,X,X,X,X
ZOSTILJ,O,O,O,X,O,O,X
ZOSTIJL,O,O,O,O,O,X,X
ZOSTLIJ,O,O,O,X,O,O,X
ZOSTLJI,O,O,O,X,O,O,X
ZOSTJIL,O,O,O,O,O,X,X
ZOSTJLI,O,O,O,O,O,X,X
ZOSITLJ,O,X,O,X,O,O,X
ZOSITJL,O,X,O,O,O,X,X
ZOSILTJ,O,X,O,X,X,O,X
ZOSILJT,O,O,O,X,X,X,X
ZOSIJTL,O,X,O,O,O,X,X
ZOSIJLT,O,O,O,X,X,X,X
ZOSLTIJ,O,X,O,X,X,O,X
ZOSLTJI,O,X,O,X,X,O,X
ZOSLITJ,O,X,O,X,X,O,X
ZOSLIJT,O,X,O,X,X,X,X
ZOSLJTI,O,X,O,X,X,O,X
ZOSLJIT,O,X,O,X,X,X,X
ZOSJTIL,O,O,O,O,O,X,X
ZOSJTLI,O,O,O,O,O,X,X
ZOSJITL,O,X,O,O,O,X,X
ZOSJILT,O,O,O,X,X,X,X
ZOSJLTI,O,X,O,O,X,X,X
ZOSJLIT,O,X,O,X,X,X,X
OTILJSZ,X,X,O,X,X,X,O
OTILJZS,X,O,O,X,O,X,O
OTILSJZ,X,X,X,X,X,O,X
OTILSZJ,X,O,X,X,X,O,X
OTILZJS,X,O,O,X,O,X,X
OTILZSJ,X,O,O,X,O,O,X
OTIJLSZ,X,X,O,X,X,X,O
OTIJLZS,X,O,O,X,O,X,O
