sequence,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF/lBUhBRiBtpBTn?ByvB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFxgBdnBunB/qBar?B0pB,v115@GhA8HeB8EeA8BeC8DeE8Je0/IvhFxgBdnBunB/pBar?BTqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeSFJvhFNmBRiB/pBTnB0q?BmpB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFNmBanBunBxpBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF6lBNmB3iBzkBUn?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhF0gBdnBunBypBXm?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkBXq?B0qB
JOZTILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
JOZTISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
JOZTLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
JOZTLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JOZTSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOZTSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOZITLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
JOZITSL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
JOZILTS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
JOZLTSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JOZLITS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JOZLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOZSTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOZSITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOZSILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOZSLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
STILJOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
STILZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
STILZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
STILOJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
STILOZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
STIJLZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
STIJLOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
STIJZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STIJZOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STIJOLZ,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O
STIJOZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STIZLOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STIZJOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STIZOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STIZOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STIOLJZ,O,X,O,X,O,X,O,O,X,O,X,O,X,X,O
STIOLZJ,O,X,O,X,O,O,X,O,X,O,X,O,X,X,X
STIOJLZ,O,X,O,X,O,X,O,O,X,O,X,O,X,X,O
STIOJZL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X
STIOZLJ,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X
STIOZJL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X
STLIJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
STLIJOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
STLIZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
STLIZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
STLIOJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
STLIOZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
STLJIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
STLJIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
STLJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLJZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
STLJOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
STLJOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
STLZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZJOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
STLZOIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
STLZOJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
STLOIJZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
STLOIZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
STLOJIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
STLOJZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
STLOZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
STLOZJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
STJILZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
STJILOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
STJIZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STJIZOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STJIOLZ,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O
STJIOZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
STJLIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
STJLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STJLZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
STJLOIZ,O,O,O,O,O,X,X,O,X,X,X,O,O,X,O
STJLOZI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
STJZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STJZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STJZLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STJZOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STJZOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STJOILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
STJOIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
STJOLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
STJOLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
STJOZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STJOZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZILJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZILOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZIJOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZIOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STZIOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZLIOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZLJOI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZLOIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZLOJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZJLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZJOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZJOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZOILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZOIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZOLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZOLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZOJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZOJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOILJZ,O,X,O,O,O,X,X,O,X,O,O,O,X,X,O
STOILZJ,O,X,O,X,O,O,X,O,X,O,O,O,X,X,X
STOIJLZ,O,X,O,O,O,X,X,O,X,O,X,O,X,X,O
STOIJZL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
STOIZLJ,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
STOIZJL,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
STOLIJZ,O,O,O,O,O,X,X,O,X,X,O,O,X,X,O
STOLIZJ,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X
STOLJIZ,O,O,O,O,O,X,X,O,X,X,O,O,X,X,O
STOLJZI,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X
STOLZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
STOLZJI,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
STOJILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
STOJIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
STOJLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
STOJLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
STOJZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOZILJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STOZIJL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOZLIJ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STOZLJI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STOZJIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOZJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
SITLJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SITLJOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
SITLZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
SITLZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
SITLOJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
SITLOZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
SITJLZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SITJLOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
SITJZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SITJZOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SITJOLZ,X,X,O,X,O,X,O,O,X,O,X,X,X,X,O
SITJOZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X
SITZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SITZLOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SITZJOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SITZOLJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SITZOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SITOLJZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,O
SITOLZJ,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X
SITOJLZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,O
SITOJZL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X
SITOZLJ,X,O,O,X,O,O,X,O,X,O,X,O,X,X,X
SITOZJL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X
SILTJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SILTJOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
SILTZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
SILTZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
SILTOJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
SILTOZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
SILJTZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SILJTOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
SILJZTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SILJZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILJOTZ,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SILZTJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SILZTOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
SILZJTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SILZJOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZOTJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
SILZOJT,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SILOTJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,X
SILOTZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
SILOJTZ,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X
SILOJZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SILOZTJ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X
SILOZJT,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJTLZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SIJTLOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
SIJTZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIJTZOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJTOLZ,X,X,O,X,O,X,O,O,X,O,X,X,X,X,O
SIJTOZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SIJLTOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
SIJLZTO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJLZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLOTZ,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJZTLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIJZTOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJZLTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJZOLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,X,X,O,X,O,X,O,O,X,O,X,X,X,X,O
SIJOTZL,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
SIJOLTZ,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SIJOLZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZTL,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIZTLOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZTJLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIZTJOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZTOLJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZTOJL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZLTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZLJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIZJTOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZJLTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZJOLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZOTJL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SIZOJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,O
SIOTLZJ,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X
SIOTJLZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,O
SIOTJZL,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X
SIOTZLJ,X,O,O,X,O,O,X,O,X,O,X,O,X,X,X
SIOTZJL,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X
SIOLTJZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,X
SIOLTZJ,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X
SIOLJTZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,X
SIOLJZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X
SIOLZJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,O
SIOJTZL,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
SIOJLTZ,X,X,O,X,O,X,O,O,X,O,X,O,X,X,X
SIOJLZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOJZTL,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
SIOJZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOZTLJ,X,O,O,X,O,O,X,O,X,O,X,O,X,X,X
SIOZTJL,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X
SIOZLTJ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
SIOZLJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOZJTL,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X
SIOZJLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SLTIJOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
SLTIZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
SLTIZOJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
SLTIOJZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
SLTIOZJ,O,O,O,X,O,X,X,O,X,O,X,O,O,X,X
SLTJIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SLTJIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
SLTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTJZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
SLTJOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
SLTJOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
SLTZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZJOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
SLTZOIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
SLTZOJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
SLTOIJZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
SLTOIZJ,O,O,O,X,O,O,X,O,X,X,O,O,O,X,X
SLTOJIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
SLTOJZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
SLTOZIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
SLTOZJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
SLITJZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
SLITJOZ,O,O,O,X,O,X,O,O,X,O,X,O,X,X,O
SLITZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SLITZOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SLITOJZ,O,O,O,X,O,X,O,O,X,O,X,O,X,X,O
SLITOZJ,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X
SLIJTZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
SLIJTOZ,O,O,O,X,O,X,O,O,X,O,X,O,X,X,O
SLIJZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIZTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SLIZJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SLIZOJT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOTJZ,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X
SLIOTZJ,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X
SLIOJTZ,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
SLIOJZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X
SLIOZJT,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SLJTIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SLJTIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
SLJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLJTZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
SLJTOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
SLJTOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
SLJITZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SLJITOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
SLJIZTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SLJIZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLJIOTZ,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X
SLJIOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLJZTOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
SLJZITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
SLJZOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
SLJOTZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
SLJOITZ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
SLJOIZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLJOZTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
SLJOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLZTIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZTJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLZTJOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
SLZTOIJ,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
SLZTOJI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
SLZITJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZITOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZIJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZIJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZIOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLZJTOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
