sequence,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF/lBUhBRiBtpBTn?ByvB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFxgBdnBunB/qBar?B0pB,v115@GhA8HeB8EeA8BeC8DeE8Je0/IvhFxgBdnBunB/pBar?BTqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8Jex/IvhFNmBanBunBTkBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeSFJvhFNmBRiB/pBTnB0q?BmpB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhFNmBanBunBxpBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhFNmBRiBClBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeOEJvhF6lBNmB3iBzkBUn?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeKEJvhFWlBNmBRiBTnBXq?B0qB,v115@GhA8HeB8EeA8BeC8DeE8JeT/IvhF0gBdnBunBypBXm?BRvB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkB0q?BXqB,v115@GhA8HeB8EeA8BeC8DeE8JeNGJvhFanBunBxkBTkBXq?B0qB
JLOISZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JLOIZTS,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X
JLOIZST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JLOSTIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
JLOSTZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
JLOSITZ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
JLOSIZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JLOSZTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLOZTIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
JLOZTSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
JLOZITS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
JLOZIST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JLOZSTI,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X
JLOZSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTILZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
JSTILOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
JSTIZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JSTIZOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSTIOLZ,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O
JSTIOZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X
JSTLIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
JSTLIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
JSTLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSTLZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JSTLOIZ,O,O,O,O,O,X,X,O,X,X,X,O,O,X,O
JSTLOZI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JSTZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSTZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSTZLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSTZOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSTZOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSTOILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
JSTOIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
JSTOLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
JSTOLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
JSTOZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSTOZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSITLZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
JSITLOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
JSITZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JSITZOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSITOLZ,X,X,O,X,O,X,O,O,X,O,X,X,X,X,O
JSITOZL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X
JSILTZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
JSILTOZ,O,O,O,X,O,X,O,O,X,O,X,X,O,X,O
JSILZTO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
JSILZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JSILOTZ,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
JSILOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSIZTLO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
JSIZTOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSIZLTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIZLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIZOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSIZOLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSIOTLZ,X,X,O,X,O,X,O,O,X,O,X,X,X,X,O
JSIOTZL,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
JSIOLTZ,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
JSIOLZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSIOZTL,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
JSIOZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSLTIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
JSLTIOZ,O,O,O,X,O,X,O,O,X,X,X,O,O,X,O
JSLTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSLTZOI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JSLTOIZ,O,O,O,O,O,X,X,O,X,X,X,O,O,X,O
JSLTOZI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JSLITZO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
JSLITOZ,O,O,O,X,O,X,O,O,X,O,X,O,O,X,O
JSLIZTO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
JSLIZOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JSLIOTZ,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X
JSLIOZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSLZTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSLZTOI,X,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JSLZITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLZIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLZOTI,X,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JSLZOIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,O,O,O,X,X,O,X,X,X,O,O,X,O
JSLOTZI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JSLOITZ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
JSLOIZT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JSLOZTI,X,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JSLOZIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZTILO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSZTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZTLIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSZTLOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZTOIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZTOLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZITLO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSZITOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSZILTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZILOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZIOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSZIOLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JSZLTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JSZLTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZLITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZLIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSZLOTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZLOIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZOTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZOITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZOILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSZOLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
JSOTIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
JSOTLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
JSOTLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
JSOTZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSOTZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSOITLZ,O,X,O,O,O,X,X,O,X,O,X,O,X,X,O
JSOITZL,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
JSOILTZ,O,X,O,X,O,X,X,O,X,O,X,O,X,X,X
JSOILZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSOIZTL,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
JSOIZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSOLTIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
JSOLTZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
JSOLITZ,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
JSOLIZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLZTI,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X
JSOLZIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSOZTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSOZITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSOZILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JSOZLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTILSO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
JZTILOS,X,O,O,O,X,X,O,X,O,X,X,X,O,O,X
JZTISLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JZTISOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X
JZTIOSL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
JZTLIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
JZTLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZTLSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
JZTLOIS,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X
JZTLOSI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
JZTSILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZTSIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZTSLOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTSOIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTSOLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTOILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
JZTOISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
JZTOLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
JZTOLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JZTOSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZTOSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZITLSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
JZITLOS,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X
JZITSLO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZITSOL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZITOLS,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X
JZITOSL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
JZILTSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
JZILTOS,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
JZILSTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZILSOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZILOTS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
JZILOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZISTLO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZISTOL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZISLTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZISOTL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZISOLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZIOTLS,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X
JZIOTSL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
JZIOLTS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
JZIOLST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZIOSTL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
JZIOSLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLTISO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
JZLTIOS,X,O,O,O,X,X,O,X,O,X,O,X,O,O,X
JZLTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZLTSOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
JZLTOIS,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X
JZLTOSI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
JZLITSO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
JZLITOS,X,X,X,O,X,X,O,X,O,X,O,X,O,O,X
JZLISTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLISOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLIOTS,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X
JZLIOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZLSTOI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
JZLSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLSIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X
JZLOTSI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
JZLOITS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
JZLOIST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLOSTI,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X
JZLOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZSTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSTLIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZSTLOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSTOIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSTOLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSITLO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZSITOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSILTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSILOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSIOLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZSLTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
JZSLTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSLITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSLIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSLOIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSOTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSOITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSOILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSOLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
JZOTISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
JZOTLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
JZOTLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JZOTSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOTSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOITLS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
JZOITSL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
JZOILTS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
JZOISLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
JZOLTSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JZOLITS,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JZOLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOSTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOSITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOSILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOSLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
JOTILZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
JOTISLZ,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X
JOTISZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
JOTIZLS,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
JOTIZSL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
JOTLISZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
JOTLIZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
JOTLSIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
JOTLSZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
JOTLZIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
JOTLZSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
JOTSILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
JOTSIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
JOTSLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
JOTSLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
JOTSZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOTSZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOTZILS,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X
JOTZISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
JOTZLIS,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X
JOTZLSI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JOTZSIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOTZSLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOITLSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
JOITLZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
JOITSLZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
JOITSZL,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
JOITZLS,O,X,X,O,O,X,O,X,O,O,O,X,X,X,X
JOITZSL,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X
JOILTSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
JOILTZS,O,X,O,O,O,X,O,X,O,O,O,O,O,X,X
JOILSTZ,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X
JOILSZT,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOILZTS,O,X,X,O,X,X,O,X,O,O,O,X,O,X,X
JOILZST,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOISTLZ,O,X,O,O,O,X,O,O,X,O,X,O,X,X,X
JOISTZL,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
JOISLTZ,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X
JOISLZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOISZTL,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
JOISZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOIZTLS,O,X,X,O,O,X,O,X,O,O,O,X,X,X,X
JOIZTSL,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
JOIZLTS,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X
JOIZLST,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZSTL,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X
JOIZSLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTISZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X,X
JOLTIZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
JOLTSIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
JOLTSZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
JOLTZIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
JOLTZSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
JOLITSZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
JOLITZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
JOLISTZ,O,X,O,X,O,X,O,O,X,X,X,O,O,X,X
JOLISZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOLIZTS,O,X,X,O,X,X,O,X,O,X,O,X,O,X,X
JOLIZST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLSTIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,X,O
JOLSTZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
JOLSITZ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X
JOLSIZT,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOLSZTI,O,O,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,O,O,O,X,X,X,O,X,O,O,O,O,X
JOLZTSI,O,X,O,O,O,X,X,X,O,X,O,O,O,X,X
JOLZITS,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLZSTI,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X
JOLZSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O
JOSTIZL,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
JOSTLIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
JOSTLZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
JOSTZIL,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOSTZLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOSITLZ,O,X,O,O,O,X,X,O,X,O,X,O,X,X,O
JOSITZL,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
JOSILTZ,O,X,O,X,O,X,X,O,X,O,X,O,X,X,X
JOSILZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSIZTL,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
JOSIZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSLTIZ,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O
JOSLTZI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X
JOSLITZ,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
JOSLIZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X
JOSLZIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOSZTLI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOSZITL,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOSZILT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
JOSZLIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
