sequence,v115@QhA8DeI8EeB8Jex/IvhFylBFiBXjBTkB0qBWxB,v115@QhA8DeI8EeB8JeT/IvhFUiBFjBxpB/qBarBWxB,v115@QhA8DeI8EeB8Jem/IvhFChBxiBTkB0qBlrB3sB,v115@QhA8DeI8EeB8JeT/IvhFylBFiBXjBxpBWxB0qB,v115@QhA8DeI8EeB8JeT/IvhFmgBCiBXjBxpB0qBVxB,v115@QhA8DeI8EeB8JeKEJvhFzfB+lBxmBXoBVwBUsB,v115@QhA8DeI8EeB8JeKEJvhFRgB3hBFjBUlBWwBTsB,v115@QhA8DeI8EeB8JeUBJvhFFiBXjBTkB6qBmkBxwB,v115@QhA8DeI8EeB8Jei/IvhFRhBFjB3kB0qBGrBTsB,v115@QhA8DeI8EeB8Jei/IvhF3hBFjBxpBGqBTsBUrB,v115@QhA8DeI8EeB8JeKEJvhFzfB+lBxnBXrBlsB0rB,v115@QhA8DeI8EeB8JeOEJvhF6lBxhBXjBzkBVwBUsB,v115@QhA8DeI8EeB8JeKEJvhFGgBThBFjBUlB/sBRwB,v115@QhA8DeI8EeB8JeOEJvhF6lBxiBzkBXrBlsB0rB,v115@QhA8DeI8EeB8Jex/IvhF2nBTkB/qBFrB0rBCtB,v115@QhA8DeI8EeB8Je0/IvhF6lBThBFjB2pB/sBRwB,v115@QhA8DeI8EeB8Je1GJvhFXjBxkBikBGqBUrBTsB
LITZJOS,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LITZSJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LITZSOJ,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LITZOJS,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LITZOSJ,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X
LITOJSZ,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LITOJZS,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X
LITOSJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LITOSZJ,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LITOZJS,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LITOZSJ,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
LIJTSZO,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJTZSO,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJTZOS,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJTOSZ,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJTOZS,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJSTZO,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJSZTO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJSOZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJZTSO,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LIJZTOS,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X
LIJZSTO,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSOT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZOTS,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X
LIJZOST,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LIJOTSZ,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LIJOTZS,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LIJOSTZ,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LIJOSZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,O,X,O,X,X,X,X,X,O,O,X,O,O,X,X,X
LIJOZST,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LISTJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LISTZJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LISTOJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LISTOZJ,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LISJTZO,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LISJTOZ,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LISJZTO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LISJOZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISZTJO,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LISZTOJ,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LISZJTO,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LISZJOT,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LISZOTJ,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LISZOJT,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LISOTJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LISOTZJ,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
LISOJTZ,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LISOJZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISOZTJ,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LISOZJT,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LIZTJSO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZTJOS,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LIZTSJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZTSOJ,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LIZTOJS,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X
LIZJTSO,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
LIZJTOS,X,X,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X
LIZJSTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZJSOT,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZJOTS,X,X,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X
LIZJOST,X,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
LIZSTJO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LIZSJTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZSJOT,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LIZSOJT,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZOTJS,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LIZOTSJ,X,X,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X
LIZOJTS,X,X,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X
LIZOJST,X,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
LIZOSTJ,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X
LIZOSJT,X,X,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
LIOTJSZ,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
LIOTJZS,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
LIOTSJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOTSZJ,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LIOTZSJ,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
LIOJTSZ,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LIOJTZS,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LIOJSTZ,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LIOJSZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X
LIOJZST,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LIOSTJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTZJ,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LIOSJTZ,X,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
LIOSJZT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LIOSZJT,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LIOZTJS,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LIOZTSJ,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X
LIOZJTS,X,X,O,O,O,X,X,X,X,O,O,X,O,O,X,X,X
LIOZJST,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LIOZSTJ,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X
LIOZSJT,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LJTISZO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJTISOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJTIZSO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LJTSIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJTSZIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJITSZO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJITSOZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJITZSO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITZOS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITOSZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJISTOZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJISZTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJISOZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJIZTOS,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJIZSTO,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSOT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZOTS,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJIZOST,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LJIOTZS,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LJIOSTZ,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LJIOSZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X
LJIOZST,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LJSTIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJSTZIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJSITZO,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O
LJSITOZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJSIZTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LJSIOZT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSZTIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
LJSOTZI,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X
LJSOITZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
LJSOIZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSOZTI,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LJSOZIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZTISO,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X
LJZTIOS,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X
LJZTSIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LJZITOS,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LJZISTO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJZISOT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJZIOTS,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LJZIOST,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJZSTIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJZSIOT,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
LJZSOTI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X
LJZOTSI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X
LJZOITS,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LJZOIST,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJZOSTI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X
LJZOSIT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LJOTISZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOTIZS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOTSIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOTSZI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
LJOTZIS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOTZSI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
LJOITSZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
LJOITZS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
LJOISTZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
LJOISZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
LJOIZTS,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X
LJOIZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJOSTIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X
LJOSTZI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,O,X,X
LJOSITZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X
LJOSIZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOSZTI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
LJOSZIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOZTIS,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,O,X
LJOZTSI,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,O,X
LJOZITS,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X
LJOZIST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJOZSTI,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,O,X
LJOZSIT,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X
LSTIJZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LSTJIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSTJZIO,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSTZJIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTZJOI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSTZOJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSTOZJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LSIJTOZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIJZTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
LSIJOZT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LSIZTJO,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LSIZTOJ,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X
LSIZJTO,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
LSIZJOT,X,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X
LSIZOJT,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X
LSIOTJZ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSIOTZJ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
LSIOJZT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LSIOZJT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LSJTIZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LSJTIOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LSJTZIO,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LSJITZO,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O
LSJITOZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LSJIZTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LSJIOZT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LSJZTIO,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X
LSJZITO,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
LSJOTZI,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X
LSJOITZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
LSJOIZT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSJOZTI,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LSJOZIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSZTIJO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSZTOJI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LSZITOJ,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X
LSZIJTO,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
LSZIJOT,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X
LSZIOTJ,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X
LSZIOJT,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
LSZJTIO,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LSZJIOT,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LSZJOTI,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
