sequence,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBcmB6nBT?jBdsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3gBumB9nBT?jB8qBywB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBOmBXiBT?jBcsBSwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lBymB+nBT?jB0rBXrB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB2mBTjBc?sBXrBCsB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF9lB6nBTjBm?mBXrB0rB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhFihB9nBTjB0?lBfsBWwB,v115@+gB8HeA8IeB8EeB8AeB8DeC8JeZEJvhF3hB9nBTjB6?qBmrBUrB
LOTJISZ,O,O,O,O,O,X,O,X,O
LOTJIZS,O,O,O,O,O,X,X,X,O
LOTJSIZ,O,O,O,O,O,X,O,X,O
LOTJSZI,O,O,O,O,X,X,O,X,O
LOTJZIS,O,O,O,O,O,X,X,X,O
LOTJZSI,O,O,X,O,O,X,X,X,O
LOTSIJZ,O,O,O,O,X,X,O,X,O
LOTSIZJ,O,O,X,O,X,O,O,O,O
LOTSJIZ,O,O,O,O,X,X,O,X,O
LOTSJZI,O,O,O,O,X,X,O,X,O
LOTSZIJ,O,O,X,O,X,O,O,O,O
LOTSZJI,O,O,X,O,X,O,O,O,X
LOTZIJS,O,O,X,O,O,X,X,X,O
LOTZISJ,O,O,X,O,X,O,O,O,O
LOTZJIS,O,O,X,O,O,X,X,X,O
LOTZJSI,O,O,X,O,O,X,X,X,O
LOTZSIJ,O,O,X,O,X,O,O,O,O
LOTZSJI,O,O,X,O,X,O,O,O,X
LOITJSZ,O,O,O,O,O,X,O,X,O
LOITJZS,O,O,O,O,O,X,X,X,O
LOITSJZ,O,O,O,O,X,X,O,X,O
LOITSZJ,O,O,X,O,X,O,O,O,O
LOITZJS,O,O,X,O,O,X,X,X,O
LOITZSJ,O,O,X,O,X,O,O,O,O
LOIJTSZ,O,O,O,O,O,X,O,X,O
LOIJTZS,O,O,O,O,O,X,X,X,O
LOIJSTZ,O,X,O,X,X,X,O,X,O
LOIJSZT,O,X,X,X,X,X,X,X,X
LOIJZTS,O,O,X,O,O,X,X,X,O
LOIJZST,O,O,X,O,X,X,X,X,X
LOISTJZ,O,O,O,O,X,X,O,X,O
LOISTZJ,O,O,X,O,X,O,O,O,O
LOISJTZ,O,X,O,X,X,X,O,X,O
LOISJZT,O,X,X,X,X,X,X,X,X
LOISZTJ,X,O,X,O,X,O,O,O,X
LOISZJT,X,O,X,O,X,X,X,X,X
LOIZTJS,O,O,X,O,O,X,X,X,O
LOIZTSJ,O,O,X,O,X,O,O,O,O
LOIZJTS,O,O,X,O,O,X,X,X,O
LOIZJST,X,O,X,O,X,X,X,X,X
LOIZSTJ,X,O,X,O,X,O,O,O,X
LOIZSJT,X,O,X,O,X,X,X,X,X
LOJTISZ,O,O,O,O,O,X,O,X,O
LOJTIZS,O,O,O,O,O,X,X,X,O
LOJTSIZ,O,O,O,O,O,X,O,X,O
LOJTSZI,O,O,O,O,X,X,O,X,O
LOJTZIS,O,O,O,O,O,X,X,X,O
LOJTZSI,O,O,X,O,O,X,X,X,O
LOJITSZ,O,O,O,O,O,X,O,X,O
LOJITZS,O,O,O,O,O,X,X,X,O
LOJISTZ,O,X,O,X,X,X,O,X,O
LOJISZT,O,X,X,X,X,X,X,X,X
LOJIZTS,O,O,X,O,O,X,X,X,O
LOJIZST,O,O,X,O,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,O,X,O
LOJSTZI,O,X,O,X,X,X,O,X,O
LOJSITZ,O,X,O,X,X,X,O,X,O
LOJSIZT,O,X,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X
LOJZTIS,O,O,X,O,O,X,X,X,O
LOJZTSI,O,O,X,O,O,X,X,X,O
LOJZITS,O,O,X,O,O,X,X,X,O
LOJZIST,O,O,X,O,X,X,X,X,X
LOJZSTI,O,O,X,O,X,X,X,X,X
LOJZSIT,O,O,X,O,X,X,X,X,X
LOSTIJZ,O,O,O,O,X,X,O,X,O
LOSTIZJ,O,O,X,O,X,O,O,O,O
LOSTJIZ,O,O,O,O,X,X,O,X,O
LOSTJZI,O,O,O,O,X,X,O,X,O
LOSTZIJ,O,O,X,O,X,O,O,O,O
LOSTZJI,O,O,X,O,X,O,O,O,X
LOSITJZ,O,O,O,O,X,X,O,X,O
LOSITZJ,O,O,X,O,X,O,O,O,O
LOSIJTZ,O,X,O,X,X,X,O,X,O
LOSIJZT,O,X,X,X,X,X,X,X,X
LOSIZTJ,X,O,X,O,X,O,O,O,X
LOSIZJT,X,O,X,O,X,X,X,X,X
LOSJTIZ,O,X,O,X,X,X,O,X,O
LOSJTZI,O,X,O,X,X,X,O,X,O
LOSJITZ,O,X,O,X,X,X,O,X,O
LOSJIZT,O,X,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X
LOSZTIJ,X,O,X,O,X,O,O,O,X
LOSZTJI,X,O,X,O,X,O,O,O,X
LOSZITJ,X,O,X,O,X,O,O,O,X
LOSZIJT,X,O,X,O,X,X,X,X,X
LOSZJTI,X,O,X,O,X,X,X,X,X
LOSZJIT,X,O,X,O,X,X,X,X,X
LOZTIJS,O,O,X,O,O,X,X,X,O
LOZTISJ,O,O,X,O,X,O,O,O,O
LOZTJIS,O,O,X,O,O,X,X,X,O
LOZTJSI,O,O,X,O,O,X,X,X,O
LOZTSIJ,O,O,X,O,X,O,O,O,O
LOZTSJI,O,O,X,O,X,O,O,O,X
LOZITJS,O,O,X,O,O,X,X,X,O
LOZITSJ,O,O,X,O,X,O,O,O,O
LOZIJTS,O,O,X,O,O,X,X,X,O
LOZIJST,X,O,X,O,X,X,X,X,X
LOZISTJ,X,O,X,O,X,O,O,O,X
LOZISJT,X,O,X,O,X,X,X,X,X
LOZJTIS,O,O,X,O,O,X,X,X,O
LOZJTSI,O,O,X,O,O,X,X,X,O
LOZJITS,O,O,X,O,O,X,X,X,O
LOZJIST,X,O,X,O,X,X,X,X,X
LOZJSTI,X,O,X,O,X,X,X,X,X
LOZJSIT,X,O,X,O,X,X,X,X,X
LOZSTIJ,X,O,X,O,X,O,O,O,X
LOZSTJI,X,O,X,O,X,O,O,O,X
LOZSITJ,X,O,X,O,X,O,O,O,X
LOZSIJT,X,O,X,O,X,X,X,X,X
LOZSJTI,X,O,X,O,X,X,X,X,X
LOZSJIT,X,O,X,O,X,X,X,X,X
JTILSZO,O,O,O,O,X,X,O,X,O
JTILSOZ,O,O,O,O,O,X,O,X,O
JTILZSO,O,O,X,O,O,X,X,X,O
JTILZOS,O,O,O,O,O,X,X,X,O
JTILOSZ,O,O,O,O,O,X,O,X,O
JTILOZS,O,O,O,O,O,X,X,X,O
JTISLZO,O,O,O,X,X,X,O,X,X
JTISLOZ,O,O,O,X,O,X,O,X,X
JTISZLO,O,O,O,X,O,O,O,O,X
JTISZOL,O,O,O,X,O,O,O,O,X
JTISOLZ,O,O,O,X,O,X,O,X,X
JTISOZL,O,O,O,X,O,O,O,O,X
JTIZLSO,O,O,X,O,O,X,X,X,X
JTIZLOS,O,O,O,O,O,X,X,X,X
JTIZSLO,O,O,O,O,O,O,X,O,X
JTIZSOL,O,O,O,O,O,O,X,O,X
JTIZOLS,O,O,O,O,O,X,X,X,X
JTIZOSL,O,O,O,O,O,O,X,O,X
JTIOLSZ,O,O,O,O,O,X,O,X,O
JTIOLZS,O,O,O,O,O,X,X,X,O
JTIOSLZ,O,O,O,X,O,X,O,X,X
JTIOSZL,O,O,O,X,O,O,O,O,X
JTIOZLS,O,O,O,O,O,X,X,X,X
JTIOZSL,O,O,O,O,O,O,X,O,X
JTLISZO,O,O,O,O,X,X,O,X,O
JTLISOZ,O,O,O,O,O,X,O,X,O
JTLIZSO,O,O,X,O,O,X,X,X,O
JTLIZOS,O,O,O,O,O,X,X,X,O
JTLIOSZ,O,O,O,O,O,X,O,X,O
JTLIOZS,O,O,O,O,O,X,X,X,O
JTLSIZO,O,O,O,O,X,X,O,X,O
JTLSIOZ,O,O,O,O,O,X,O,X,O
JTLSZIO,O,O,O,O,X,X,O,X,O
JTLSZOI,O,O,O,O,X,X,O,X,O
JTLSOIZ,O,O,O,O,O,X,O,X,O
JTLSOZI,O,O,O,O,X,X,O,X,O
JTLZISO,O,O,X,O,O,X,X,X,O
JTLZIOS,O,O,O,O,O,X,X,X,O
JTLZSIO,O,O,X,O,O,X,X,X,O
JTLZSOI,O,O,X,O,O,X,X,X,O
JTLZOIS,O,O,O,O,O,X,X,X,O
JTLZOSI,O,O,X,O,O,X,X,X,O
JTLOISZ,O,O,O,O,O,X,O,X,O
JTLOIZS,O,O,O,O,O,X,X,X,O
JTLOSIZ,O,O,O,O,O,X,O,X,O
JTLOSZI,O,O,O,O,X,X,O,X,O
JTLOZIS,O,O,O,O,O,X,X,X,O
JTLOZSI,O,O,X,O,O,X,X,X,O
JTSILZO,O,O,O,X,X,X,O,X,X
JTSILOZ,O,O,O,X,O,X,O,X,X
JTSIZLO,O,O,O,X,O,O,O,O,X
JTSIZOL,O,O,O,X,O,O,O,O,X
JTSIOLZ,O,O,O,X,O,X,O,X,X
JTSIOZL,O,O,O,X,O,O,O,O,X
JTSLIZO,O,O,O,X,X,X,O,X,X
JTSLIOZ,O,O,O,X,O,X,O,X,X
JTSLZIO,O,O,O,X,X,X,O,X,X
JTSLZOI,O,O,O,X,X,X,O,X,X
JTSLOIZ,O,O,O,X,O,X,O,X,X
JTSLOZI,O,O,O,X,X,X,O,X,X
JTSZILO,O,O,O,X,O,O,O,O,X
JTSZIOL,O,O,O,X,O,O,O,O,X
JTSZLIO,O,O,O,X,O,O,O,O,X
JTSZLOI,O,O,O,X,O,O,O,O,X
JTSZOIL,O,O,O,X,O,O,O,O,X
JTSZOLI,O,O,O,X,O,O,O,O,X
JTSOILZ,O,O,O,X,O,X,O,X,X
JTSOIZL,O,O,O,X,O,O,O,O,X
JTSOLIZ,O,O,O,X,O,X,O,X,X
JTSOLZI,O,O,O,X,X,X,O,X,X
JTSOZIL,O,O,O,X,O,O,O,O,X
JTSOZLI,O,O,O,X,O,O,O,O,X
JTZILSO,O,O,X,O,O,X,X,X,X
JTZILOS,O,O,O,O,O,X,X,X,X
JTZISLO,O,O,O,O,O,O,X,O,X
JTZISOL,O,O,O,O,O,O,X,O,X
JTZIOLS,O,O,O,O,O,X,X,X,X
JTZIOSL,O,O,O,O,O,O,X,O,X
JTZLISO,O,O,X,O,O,X,X,X,X
JTZLIOS,O,O,O,O,O,X,X,X,X
JTZLSIO,O,O,X,O,O,X,X,X,X
JTZLSOI,O,O,X,O,O,X,X,X,X
JTZLOIS,O,O,O,O,O,X,X,X,X
JTZLOSI,O,O,X,O,O,X,X,X,X
JTZSILO,O,O,O,O,O,O,X,O,X
JTZSIOL,O,O,O,O,O,O,X,O,X
JTZSLIO,O,O,O,O,O,O,X,O,X
JTZSLOI,O,O,O,O,O,O,X,O,X
JTZSOIL,O,O,O,O,O,O,X,O,X
JTZSOLI,O,O,O,O,O,O,X,O,X
JTZOILS,O,O,O,O,O,X,X,X,X
JTZOISL,O,O,O,O,O,O,X,O,X
JTZOLIS,O,O,O,O,O,X,X,X,X
JTZOLSI,O,O,X,O,O,X,X,X,X
JTZOSIL,O,O,O,O,O,O,X,O,X
JTZOSLI,O,O,O,O,O,O,X,O,X
JTOILSZ,O,O,O,O,O,X,O,X,O
JTOILZS,O,O,O,O,O,X,X,X,O
JTOISLZ,O,O,O,X,O,X,O,X,X
JTOISZL,O,O,O,X,O,O,O,O,X
JTOIZLS,O,O,O,O,O,X,X,X,X
JTOIZSL,O,O,O,O,O,O,X,O,X
JTOLISZ,O,O,O,O,O,X,O,X,O
JTOLIZS,O,O,O,O,O,X,X,X,O
JTOLSIZ,O,O,O,O,O,X,O,X,O
JTOLSZI,O,O,O,O,X,X,O,X,O
JTOLZIS,O,O,O,O,O,X,X,X,O
JTOLZSI,O,O,X,O,O,X,X,X,O
JTOSILZ,O,O,O,X,O,X,O,X,X
JTOSIZL,O,O,O,X,O,O,O,O,X
JTOSLIZ,O,O,O,X,O,X,O,X,X
JTOSLZI,O,O,O,X,X,X,O,X,X
JTOSZIL,O,O,O,X,O,O,O,O,X
JTOSZLI,O,O,O,X,O,O,O,O,X
JTOZILS,O,O,O,O,O,X,X,X,X
JTOZISL,O,O,O,O,O,O,X,O,X
JTOZLIS,O,O,O,O,O,X,X,X,X
JTOZLSI,O,O,X,O,O,X,X,X,X
JTOZSIL,O,O,O,O,O,O,X,O,X
JTOZSLI,O,O,O,O,O,O,X,O,X
JITLSZO,O,O,O,O,X,X,O,X,O
JITLSOZ,O,O,O,O,O,X,O,X,O
JITLZSO,O,O,X,O,O,X,X,X,O
JITLZOS,O,O,O,O,O,X,X,X,O
JITLOSZ,O,O,O,O,O,X,O,X,O
JITLOZS,O,O,O,O,O,X,X,X,O
JITSLZO,O,O,O,X,X,X,O,X,X
JITSLOZ,O,O,O,X,O,X,O,X,X
JITSZLO,O,O,O,X,O,O,O,O,X
JITSZOL,O,O,O,X,O,O,O,O,X
JITSOLZ,O,O,O,X,O,X,O,X,X
JITSOZL,O,O,O,X,O,O,O,O,X
JITZLSO,O,O,X,O,O,X,X,X,X
JITZLOS,O,O,O,O,O,X,X,X,X
JITZSLO,O,O,O,O,O,O,X,O,X
JITZSOL,O,O,O,O,O,O,X,O,X
JITZOLS,O,O,O,O,O,X,X,X,X
JITZOSL,O,O,O,O,O,O,X,O,X
JITOLSZ,O,O,O,O,O,X,O,X,O
JITOLZS,O,O,O,O,O,X,X,X,O
JITOSLZ,O,O,O,X,O,X,O,X,X
JITOSZL,O,O,O,X,O,O,O,O,X
JITOZLS,O,O,O,O,O,X,X,X,X
JITOZSL,O,O,O,O,O,O,X,O,X
JILTSZO,O,O,O,O,X,X,O,X,O
JILTSOZ,O,O,O,O,O,X,O,X,O
JILTZSO,O,O,X,O,O,X,X,X,O
JILTZOS,O,O,O,O,O,X,X,X,O
JILTOSZ,O,O,O,O,O,X,O,X,O
JILTOZS,O,O,O,O,O,X,X,X,O
JILSTZO,O,O,O,X,X,X,O,X,O
JILSTOZ,O,O,O,X,X,X,O,X,O
JILSZTO,O,O,X,X,X,X,X,X,O
JILSZOT,O,O,X,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,O,X,O
JILSOZT,O,X,X,X,X,X,X,X,X
JILZTSO,O,O,X,O,O,X,X,X,O
JILZTOS,O,O,X,O,O,X,X,X,O
JILZSTO,O,O,X,O,X,X,X,X,O
JILZSOT,O,O,X,O,X,X,X,X,X
JILZOTS,O,O,X,O,O,X,X,X,O
JILZOST,O,O,X,O,X,X,X,X,X
JILOTSZ,O,O,O,O,O,X,O,X,O
JILOTZS,O,O,O,O,O,X,X,X,O
JILOSTZ,O,X,O,X,X,X,O,X,O
JILOSZT,O,X,X,X,X,X,X,X,X
JILOZTS,O,O,X,O,O,X,X,X,O
JILOZST,O,O,X,O,X,X,X,X,X
JISTLZO,O,X,O,X,X,X,O,X,X
JISTLOZ,O,X,O,X,O,X,O,X,X
JISTZLO,O,O,O,X,O,O,O,O,X
JISTZOL,O,O,O,X,O,O,O,O,X
JISTOLZ,O,X,O,X,O,X,O,X,X
JISTOZL,O,O,O,X,O,O,O,O,X
JISLTZO,O,X,O,X,X,X,O,X,X
JISLTOZ,O,X,O,X,X,X,O,X,X
JISLZTO,O,X,X,X,X,X,X,X,X
JISLZOT,O,X,X,X,X,X,X,X,X
JISLOTZ,O,X,O,X,X,X,O,X,X
JISLOZT,O,X,X,X,X,X,X,X,X
JISZTLO,O,O,O,X,O,O,X,O,X
JISZTOL,O,O,O,X,O,O,X,O,X
JISZLTO,O,X,X,X,X,X,X,O,X
JISZLOT,O,X,X,X,X,X,X,X,X
JISZOTL,O,O,O,X,O,O,X,O,X
JISZOLT,O,X,X,X,X,X,X,X,X
JISOTLZ,O,X,O,X,O,X,O,X,X
JISOTZL,O,O,O,X,O,O,O,O,X
JISOLTZ,O,X,O,X,X,X,O,X,X
JISOLZT,O,X,X,X,X,X,X,X,X
JISOZTL,O,O,O,X,O,O,X,O,X
JISOZLT,O,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,O,O,X,X,X,X
JIZTLOS,O,O,O,O,O,X,X,X,X
JIZTSLO,O,O,O,O,O,O,X,O,X
JIZTSOL,O,O,O,O,O,O,X,O,X
JIZTOLS,O,O,O,O,O,X,X,X,X
JIZTOSL,O,O,O,O,O,O,X,O,X
JIZLTSO,O,X,X,O,O,X,X,X,X
JIZLTOS,O,X,X,O,O,X,X,X,X
JIZLSTO,O,X,X,O,X,X,X,O,X
JIZLSOT,O,X,X,O,X,X,X,X,X
JIZLOTS,O,X,X,O,O,X,X,X,X
JIZLOST,O,X,X,O,X,X,X,X,X
JIZSTLO,O,O,O,O,O,O,X,O,X
JIZSTOL,O,O,O,O,O,O,X,O,X
JIZSLTO,O,X,X,O,X,X,X,O,X
JIZSLOT,O,X,X,O,X,X,X,X,X
JIZSOTL,O,O,O,O,O,O,X,O,X
JIZSOLT,O,X,X,O,X,X,X,X,X
JIZOTLS,O,O,O,O,O,X,X,X,X
JIZOTSL,O,O,O,O,O,O,X,O,X
JIZOLTS,O,X,X,O,O,X,X,X,X
JIZOLST,O,X,X,O,X,X,X,X,X
JIZOSTL,O,O,O,O,O,O,X,O,X
JIZOSLT,O,X,X,O,X,X,X,X,X
JIOTLSZ,O,O,O,O,O,X,O,X,O
JIOTLZS,O,O,O,O,O,X,X,X,O
JIOTSLZ,O,O,O,X,O,X,O,X,X
JIOTSZL,O,O,O,X,O,O,O,O,X
JIOTZLS,O,O,O,O,O,X,X,X,X
JIOTZSL,O,O,O,O,O,O,X,O,X
JIOLTSZ,O,O,O,O,O,X,O,X,O
JIOLTZS,O,O,O,O,O,X,X,X,O
JIOLSTZ,O,X,O,X,X,X,O,X,O
JIOLSZT,O,X,X,X,X,X,X,X,X
JIOLZTS,O,O,X,O,O,X,X,X,O
JIOLZST,O,O,X,O,X,X,X,X,X
JIOSTLZ,O,X,O,X,O,X,O,X,X
JIOSTZL,O,O,O,X,O,O,O,O,X
JIOSLTZ,O,X,O,X,X,X,O,X,X
JIOSLZT,O,X,X,X,X,X,X,X,X
JIOSZTL,O,O,O,X,O,O,X,O,X
JIOSZLT,O,X,X,X,X,X,X,X,X
JIOZTLS,O,O,O,O,O,X,X,X,X
JIOZTSL,O,O,O,O,O,O,X,O,X
JIOZLTS,O,X,X,O,O,X,X,X,X
JIOZLST,O,X,X,O,X,X,X,X,X
JIOZSTL,O,O,O,O,O,O,X,O,X
JIOZSLT,O,X,X,O,X,X,X,X,X
JLTISZO,O,O,O,O,X,X,O,X,O
JLTISOZ,O,O,O,O,O,X,O,X,O
JLTIZSO,O,O,X,O,O,X,X,X,O
JLTIZOS,O,O,O,O,O,X,X,X,O
JLTIOSZ,O,O,O,O,O,X,O,X,O
JLTIOZS,O,O,O,O,O,X,X,X,O
JLTSIZO,O,O,O,O,X,X,O,X,O
JLTSIOZ,O,O,O,O,O,X,O,X,O
JLTSZIO,O,O,O,O,X,X,O,X,O
JLTSZOI,O,O,O,O,X,X,O,X,O
JLTSOIZ,O,O,O,O,O,X,O,X,O
JLTSOZI,O,O,O,O,X,X,O,X,O
JLTZISO,O,O,X,O,O,X,X,X,O
JLTZIOS,O,O,O,O,O,X,X,X,O
JLTZSIO,O,O,X,O,O,X,X,X,O
JLTZSOI,O,O,X,O,O,X,X,X,O
JLTZOIS,O,O,O,O,O,X,X,X,O
JLTZOSI,O,O,X,O,O,X,X,X,O
JLTOISZ,O,O,O,O,O,X,O,X,O
JLTOIZS,O,O,O,O,O,X,X,X,O
JLTOSIZ,O,O,O,O,O,X,O,X,O
JLTOSZI,O,O,O,O,X,X,O,X,O
JLTOZIS,O,O,O,O,O,X,X,X,O
JLTOZSI,O,O,X,O,O,X,X,X,O
JLITSZO,O,O,O,O,X,X,O,X,O
JLITSOZ,O,O,O,O,O,X,O,X,O
JLITZSO,O,O,X,O,O,X,X,X,O
JLITZOS,O,O,O,O,O,X,X,X,O
JLITOSZ,O,O,O,O,O,X,O,X,O
JLITOZS,O,O,O,O,O,X,X,X,O
JLISTZO,O,O,O,X,X,X,O,X,O
JLISTOZ,O,O,O,X,X,X,O,X,O
JLISZTO,O,O,X,X,X,X,X,X,O
JLISZOT,O,O,X,X,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,O,X,O
JLISOZT,O,X,X,X,X,X,X,X,X
JLIZTSO,O,O,X,O,O,X,X,X,O
JLIZTOS,O,O,X,O,O,X,X,X,O
JLIZSTO,O,O,X,O,X,X,X,X,O
JLIZSOT,O,O,X,O,X,X,X,X,X
JLIZOTS,O,O,X,O,O,X,X,X,O
JLIZOST,O,O,X,O,X,X,X,X,X
JLIOTSZ,O,O,O,O,O,X,O,X,O
JLIOTZS,O,O,O,O,O,X,X,X,O
JLIOSTZ,O,X,O,X,X,X,O,X,O
JLIOSZT,O,X,X,X,X,X,X,X,X
JLIOZTS,O,O,X,O,O,X,X,X,O
JLIOZST,O,O,X,O,X,X,X,X,X
JLSTIZO,O,O,O,X,X,X,O,X,O
JLSTIOZ,O,O,O,X,X,X,O,X,O
JLSTZIO,O,O,O,X,X,X,O,X,O
JLSTZOI,O,O,O,X,X,X,O,X,O
JLSTOIZ,O,O,O,X,X,X,O,X,O
JLSTOZI,O,O,O,X,X,X,O,X,O
JLSITZO,O,O,O,X,X,X,O,X,O
JLSITOZ,O,O,O,X,X,X,O,X,O
JLSIZTO,O,O,X,X,X,X,X,X,O
JLSIZOT,O,O,X,X,X,X,X,X,X
JLSIOTZ,O,X,O,X,X,X,O,X,O
JLSIOZT,O,X,X,X,X,X,X,X,X
JLSZTIO,O,O,X,X,X,X,X,X,O
JLSZTOI,O,O,X,X,X,X,X,X,O
JLSZITO,O,O,X,X,X,X,X,X,O
JLSZIOT,O,O,X,X,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,X,O,X,O
JLSOTZI,O,X,O,X,X,X,O,X,O
JLSOITZ,O,X,O,X,X,X,O,X,O
JLSOIZT,O,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X
JLSOZIT,O,X,X,X,X,X,X,X,X
JLZTISO,O,O,X,O,O,X,X,X,O
JLZTIOS,O,O,X,O,O,X,X,X,O
JLZTSIO,O,O,X,O,O,X,X,X,O
JLZTSOI,O,O,X,O,O,X,X,X,O
JLZTOIS,O,O,X,O,O,X,X,X,O
JLZTOSI,O,O,X,O,O,X,X,X,O
JLZITSO,O,O,X,O,O,X,X,X,O
JLZITOS,O,O,X,O,O,X,X,X,O
JLZISTO,O,O,X,O,X,X,X,X,O
JLZISOT,O,O,X,O,X,X,X,X,X
JLZIOTS,O,O,X,O,O,X,X,X,O
JLZIOST,O,O,X,O,X,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X,X,O
JLZSTOI,O,O,X,O,X,X,X,X,O
JLZSITO,O,O,X,O,X,X,X,X,O
JLZSIOT,O,O,X,O,X,X,X,X,X
JLZSOTI,O,O,X,O,X,X,X,X,X
JLZSOIT,O,O,X,O,X,X,X,X,X
JLZOTIS,O,O,X,O,O,X,X,X,O
JLZOTSI,O,O,X,O,O,X,X,X,O
JLZOITS,O,O,X,O,O,X,X,X,O
JLZOIST,O,O,X,O,X,X,X,X,X
JLZOSTI,O,O,X,O,X,X,X,X,X
JLZOSIT,O,O,X,O,X,X,X,X,X
JLOTISZ,O,O,O,O,O,X,O,X,O
JLOTIZS,O,O,O,O,O,X,X,X,O
JLOTSIZ,O,O,O,O,O,X,O,X,O
JLOTSZI,O,O,O,O,X,X,O,X,O
JLOTZIS,O,O,O,O,O,X,X,X,O
JLOTZSI,O,O,X,O,O,X,X,X,O
JLOITSZ,O,O,O,O,O,X,O,X,O
JLOITZS,O,O,O,O,O,X,X,X,O
JLOISTZ,O,X,O,X,X,X,O,X,O
JLOISZT,O,X,X,X,X,X,X,X,X
JLOIZTS,O,O,X,O,O,X,X,X,O
JLOIZST,O,O,X,O,X,X,X,X,X
JLOSTIZ,O,X,O,X,X,X,O,X,O
JLOSTZI,O,X,O,X,X,X,O,X,O
JLOSITZ,O,X,O,X,X,X,O,X,O
JLOSIZT,O,X,X,X,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X
JLOZTIS,O,O,X,O,O,X,X,X,O
JLOZTSI,O,O,X,O,O,X,X,X,O
JLOZITS,O,O,X,O,O,X,X,X,O
JLOZIST,O,O,X,O,X,X,X,X,X
JLOZSTI,O,O,X,O,X,X,X,X,X
JLOZSIT,O,O,X,O,X,X,X,X,X
JSTILZO,O,X,O,X,X,X,O,X,X
JSTILOZ,O,X,O,X,O,X,O,X,X
JSTIZLO,O,O,O,X,O,O,O,O,X
JSTIZOL,O,O,O,X,O,O,O,O,X
JSTIOLZ,O,X,O,X,O,X,O,X,X
JSTIOZL,O,O,O,X,O,O,O,O,X
JSTLIZO,O,X,O,X,X,X,O,X,X
JSTLIOZ,O,X,O,X,O,X,O,X,X
JSTLZIO,O,X,O,X,X,X,O,X,X
JSTLZOI,O,X,O,X,X,X,O,X,X
JSTLOIZ,O,X,O,X,O,X,O,X,X
JSTLOZI,O,X,O,X,X,X,O,X,X
JSTZILO,O,O,O,X,O,O,O,O,X
JSTZIOL,O,O,O,X,O,O,O,O,X
JSTZLIO,O,O,O,X,O,O,O,O,X
JSTZLOI,O,O,O,X,O,O,O,O,X
JSTZOIL,O,O,O,X,O,O,O,O,X
JSTZOLI,O,O,O,X,O,O,O,O,X
JSTOILZ,O,X,O,X,O,X,O,X,X
JSTOIZL,O,O,O,X,O,O,O,O,X
JSTOLIZ,O,X,O,X,O,X,O,X,X
JSTOLZI,O,X,O,X,X,X,O,X,X
JSTOZIL,O,O,O,X,O,O,O,O,X
JSTOZLI,O,O,O,X,O,O,O,O,X
JSITLZO,O,X,O,X,X,X,O,X,X
JSITLOZ,O,X,O,X,O,X,O,X,X
JSITZLO,O,O,O,X,O,O,O,O,X
JSITZOL,O,O,O,X,O,O,O,O,X
JSITOLZ,O,X,O,X,O,X,O,X,X
JSITOZL,O,O,O,X,O,O,O,O,X
JSILTZO,O,X,O,X,X,X,O,X,X
JSILTOZ,O,X,O,X,X,X,O,X,X
JSILZTO,O,X,X,X,X,X,X,X,X
JSILZOT,O,X,X,X,X,X,X,X,X
JSILOTZ,O,X,O,X,X,X,O,X,X
JSILOZT,O,X,X,X,X,X,X,X,X
JSIZTLO,O,O,O,X,O,O,X,O,X
JSIZTOL,O,O,O,X,O,O,X,O,X
JSIZLTO,O,X,X,X,X,X,X,O,X
JSIZLOT,O,X,X,X,X,X,X,X,X
JSIZOTL,O,O,O,X,O,O,X,O,X
JSIZOLT,O,X,X,X,X,X,X,X,X
JSIOTLZ,O,X,O,X,O,X,O,X,X
JSIOTZL,O,O,O,X,O,O,O,O,X
JSIOLTZ,O,X,O,X,X,X,O,X,X
JSIOLZT,O,X,X,X,X,X,X,X,X
JSIOZTL,O,O,O,X,O,O,X,O,X
JSIOZLT,O,X,X,X,X,X,X,X,X
