sequence,v115@9gB8HeB8HeA8HeE8DeB8JeTAJvhFihBGjB8sBRqB3r?BFsB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFXiBTjBUmB1sBCm?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFRhBqnBTjBfrBUs?BlrB,v115@9gB8HeB8HeA8HeE8DeB8JeiAJvhFGiBTjB8rBRqB3s?BFrB,v115@9gB8HeB8HeA8HeE8DeB8JemAJvhFTjBXlBSrB0nBFn?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFqlB/mBTjB0nBFn?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeqHJvhFTjBVqBRmBmlBUs?B3rB,v115@9gB8HeB8HeA8HeE8DeB8JeSIJvhFVqBRmBmlBznBUs?B3rB,v115@9gB8HeB8HeA8HeE8DeB8JeGDJvhFXlBxmB8sBllBas?BTrB
SIOLTZJ,O,X,X,O,O,X,X,X,X
SIOLJTZ,O,X,O,O,O,X,X,X,X
SIOLJZT,O,X,O,O,O,X,X,X,X
SIOLZTJ,O,X,X,O,O,X,X,X,X
SIOLZJT,O,X,O,O,O,X,X,X,X
SIOJTLZ,O,O,X,O,O,X,X,X,X
SIOJTZL,X,O,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,O,O,O,X,X,X
SIOJLZT,O,X,O,O,O,O,X,X,X
SIOJZTL,O,X,X,O,X,X,X,X,O
SIOJZLT,O,X,O,O,O,O,X,X,O
SIOZTLJ,O,X,X,O,O,X,X,X,X
SIOZTJL,O,X,X,O,X,X,X,X,O
SIOZLTJ,O,X,X,O,O,X,X,X,X
SIOZLJT,O,X,O,O,O,X,X,X,O
SIOZJTL,O,X,X,O,X,X,X,X,O
SIOZJLT,O,X,O,O,O,O,X,X,O
SLTIJZO,X,X,X,X,O,X,X,O,X
SLTIJOZ,X,X,X,X,O,X,X,O,X
SLTIZJO,X,X,X,X,O,X,X,O,X
SLTIZOJ,X,X,X,X,O,X,X,O,X
SLTIOJZ,X,X,X,X,O,X,O,O,X
SLTIOZJ,X,X,X,X,O,X,O,O,X
SLTJIZO,X,X,X,X,O,X,X,X,X
SLTJIOZ,X,X,O,X,O,X,X,X,X
SLTJZIO,X,X,O,X,X,X,X,X,X
SLTJZOI,X,X,O,X,O,X,X,X,X
SLTJOIZ,X,X,O,X,O,X,X,X,X
SLTJOZI,X,X,O,X,O,X,X,X,X
SLTZIJO,X,X,X,X,X,X,X,O,X
SLTZIOJ,X,X,X,X,X,X,O,O,X
SLTZJIO,X,X,O,X,X,X,X,X,X
SLTZJOI,X,X,O,X,O,X,X,X,X
SLTZOIJ,X,X,X,X,X,X,O,X,X
SLTZOJI,X,X,O,X,O,X,X,X,X
SLTOIJZ,X,X,X,X,O,X,O,X,X
SLTOIZJ,X,X,X,X,O,X,O,X,X
SLTOJIZ,X,X,O,X,O,X,X,X,X
SLTOJZI,X,X,O,X,O,X,X,X,X
SLTOZIJ,X,X,X,X,X,X,O,X,X
SLTOZJI,X,X,O,X,O,X,X,X,X
SLITJZO,X,X,X,X,O,X,X,X,X
SLITJOZ,X,X,X,O,O,X,X,X,X
SLITZJO,X,X,X,O,O,X,X,X,X
SLITZOJ,X,X,X,O,O,X,X,X,X
SLITOJZ,X,X,X,O,O,X,X,X,X
SLITOZJ,X,X,X,O,O,X,X,X,X
SLIJTZO,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,O,O,O,X,X,X,X
SLIJZTO,X,X,O,O,O,X,X,X,X
SLIJZOT,X,X,O,O,O,X,X,X,X
SLIJOTZ,X,X,O,O,O,X,X,X,X
SLIJOZT,X,X,O,O,O,X,X,X,X
SLIZTJO,X,X,X,O,O,X,X,X,X
SLIZTOJ,X,X,X,O,O,X,X,X,X
SLIZJTO,X,X,O,O,O,X,X,X,X
SLIZJOT,X,X,O,O,O,X,X,X,X
SLIZOTJ,X,X,X,O,O,X,X,X,X
SLIZOJT,X,X,O,O,O,X,X,X,X
SLIOTJZ,X,X,X,O,O,X,X,X,X
SLIOTZJ,X,X,X,O,O,X,X,X,X
SLIOJTZ,X,X,O,O,O,X,X,X,X
SLIOJZT,X,X,O,O,O,X,X,X,X
SLIOZTJ,X,X,X,O,O,X,X,X,X
SLIOZJT,X,X,O,O,O,X,X,X,X
SLJTIZO,X,X,X,X,O,X,X,X,X
SLJTIOZ,X,X,O,X,O,X,X,X,X
SLJTZIO,X,X,O,X,X,X,X,X,X
SLJTZOI,X,X,O,X,O,X,X,X,X
SLJTOIZ,X,X,O,X,O,X,X,X,X
SLJTOZI,X,X,O,X,O,X,X,X,X
SLJITZO,X,X,X,X,O,X,X,X,X
SLJITOZ,X,X,O,O,O,X,X,X,X
SLJIZTO,X,X,O,X,O,X,X,X,X
SLJIZOT,X,X,O,O,O,X,X,X,X
SLJIOTZ,X,X,O,O,O,X,X,X,X
SLJIOZT,X,X,O,O,O,X,X,X,X
SLJZTIO,X,X,O,X,X,X,X,X,X
SLJZTOI,X,X,O,X,O,X,X,X,X
SLJZITO,X,X,O,O,O,X,X,X,O
SLJZIOT,X,X,O,O,O,X,X,X,O
SLJZOTI,X,X,O,X,O,X,X,X,X
SLJZOIT,X,X,O,O,O,X,X,X,O
SLJOTIZ,X,X,O,X,O,X,X,X,X
SLJOTZI,X,X,O,X,O,X,X,X,X
SLJOITZ,X,X,O,O,O,X,X,X,X
SLJOIZT,X,X,O,O,O,X,X,X,X
SLJOZTI,X,X,O,X,O,X,X,X,X
SLJOZIT,X,X,O,O,O,X,X,X,O
SLZTIJO,X,X,X,X,X,X,X,O,X
SLZTIOJ,X,X,X,X,X,X,O,O,X
SLZTJIO,X,X,O,X,X,X,X,X,X
SLZTJOI,X,X,O,X,O,X,X,X,X
SLZTOIJ,X,X,X,X,X,X,O,X,X
SLZTOJI,X,X,O,X,O,X,X,X,X
SLZITJO,X,X,X,O,O,X,X,X,X
SLZITOJ,X,X,X,O,O,X,X,X,X
SLZIJTO,X,X,O,O,O,X,X,X,O
SLZIJOT,X,X,O,O,O,X,X,X,O
SLZIOTJ,X,X,X,O,O,X,X,X,X
SLZIOJT,X,X,O,O,O,X,X,X,X
SLZJTIO,X,X,O,X,X,X,X,X,X
SLZJTOI,X,X,O,X,O,X,X,X,X
SLZJITO,X,X,O,O,O,X,X,X,O
SLZJIOT,X,X,O,O,O,X,X,X,O
SLZJOTI,X,X,O,X,O,X,X,X,X
SLZJOIT,X,X,O,O,O,X,X,X,O
SLZOTIJ,X,X,X,X,X,X,O,X,X
SLZOTJI,X,X,O,X,O,X,X,X,X
SLZOITJ,X,X,X,O,O,X,X,X,X
SLZOIJT,X,X,O,O,O,X,X,X,O
SLZOJTI,X,X,O,X,O,X,X,X,X
SLZOJIT,X,X,O,O,O,X,X,X,O
SLOTIJZ,X,X,X,X,O,X,O,X,X
SLOTIZJ,X,X,X,X,O,X,O,X,X
SLOTJIZ,X,X,O,X,O,X,X,X,X
SLOTJZI,X,X,O,X,O,X,X,X,X
SLOTZIJ,X,X,X,X,X,X,O,X,X
SLOTZJI,X,X,O,X,O,X,X,X,X
SLOITJZ,X,X,X,O,O,X,X,X,X
SLOITZJ,X,X,X,O,O,X,X,X,X
SLOIJTZ,X,X,O,O,O,X,X,X,X
SLOIJZT,X,X,O,O,O,X,X,X,X
SLOIZTJ,X,X,X,O,O,X,X,X,X
SLOIZJT,X,X,O,O,O,X,X,X,X
SLOJTIZ,X,X,O,X,O,X,X,X,X
SLOJTZI,X,X,O,X,O,X,X,X,X
SLOJITZ,X,X,O,O,O,X,X,X,X
SLOJIZT,X,X,O,O,O,X,X,X,X
SLOJZTI,X,X,O,X,O,X,X,X,X
SLOJZIT,X,X,O,O,O,X,X,X,O
SLOZTIJ,X,X,X,X,X,X,O,X,X
SLOZTJI,X,X,O,X,O,X,X,X,X
SLOZITJ,X,X,X,O,O,X,X,X,X
SLOZIJT,X,X,O,O,O,X,X,X,O
SLOZJTI,X,X,O,X,O,X,X,X,X
SLOZJIT,X,X,O,O,O,X,X,X,O
SJTILZO,X,O,X,X,O,X,X,X,X
SJTILOZ,X,O,O,O,O,X,X,X,X
SJTIZLO,X,O,O,X,X,X,X,X,X
SJTIZOL,X,O,X,X,X,X,X,X,X
SJTIOLZ,X,O,X,O,O,X,X,X,X
SJTIOZL,X,O,X,X,X,X,X,X,X
SJTLIZO,X,O,X,X,O,X,X,X,X
SJTLIOZ,X,O,O,X,O,X,X,X,X
SJTLZIO,X,X,O,X,X,X,X,X,X
SJTLZOI,X,X,O,X,O,X,X,X,X
SJTLOIZ,X,O,O,X,O,X,X,X,X
SJTLOZI,X,X,O,X,O,X,X,X,X
SJTZILO,X,O,O,O,X,X,X,X,O
SJTZIOL,X,O,X,O,X,X,X,X,O
SJTZLIO,X,X,O,X,X,X,X,X,X
SJTZLOI,X,X,O,X,X,X,X,X,X
SJTZOIL,X,O,X,O,X,X,X,X,O
SJTZOLI,X,X,O,X,X,X,X,X,X
SJTOILZ,X,O,X,O,O,X,X,X,X
SJTOIZL,X,O,X,X,X,X,X,X,X
SJTOLIZ,X,O,O,X,O,X,X,X,X
SJTOLZI,X,X,O,X,O,X,X,X,X
SJTOZIL,X,O,X,O,X,X,X,X,O
SJTOZLI,X,X,O,X,X,X,X,X,X
SJITLZO,X,O,X,X,O,X,X,X,X
SJITLOZ,O,O,O,O,O,X,X,X,X
SJITZLO,X,O,O,X,X,X,X,X,X
SJITZOL,X,O,X,X,X,X,X,X,X
SJITOLZ,O,O,X,O,O,X,X,X,X
SJITOZL,X,O,X,X,X,X,X,X,X
SJILTZO,X,X,X,X,O,O,X,X,X
SJILTOZ,O,X,O,O,O,O,X,X,X
SJILZTO,X,X,O,O,O,O,X,X,X
SJILZOT,O,X,O,O,O,O,X,X,X
SJILOTZ,O,X,O,O,O,O,X,X,X
SJILOZT,O,X,O,O,O,O,X,X,X
SJIZTLO,O,O,O,O,X,X,X,X,O
SJIZTOL,O,O,X,O,X,X,X,X,O
SJIZLTO,O,X,O,O,O,O,X,X,O
SJIZLOT,O,X,O,O,O,O,X,X,O
SJIZOTL,O,X,X,O,X,X,X,X,O
SJIZOLT,O,X,O,O,O,O,X,X,O
SJIOTLZ,O,O,X,O,O,X,X,X,X
SJIOTZL,X,O,X,X,X,X,X,X,X
SJIOLTZ,O,X,O,O,O,O,X,X,X
SJIOLZT,O,X,O,O,O,O,X,X,X
SJIOZTL,O,X,X,O,X,X,X,X,O
SJIOZLT,O,X,O,O,O,O,X,X,O
SJLTIZO,X,X,X,X,O,O,X,X,X
SJLTIOZ,X,X,O,X,O,O,X,X,X
SJLTZIO,X,X,O,X,X,X,X,X,X
SJLTZOI,X,X,O,X,O,O,X,X,X
SJLTOIZ,X,X,O,X,O,O,X,X,X
SJLTOZI,X,X,O,X,O,O,X,X,X
SJLITZO,X,X,X,X,O,O,X,X,X
SJLITOZ,X,X,O,O,O,O,X,X,X
SJLIZTO,X,X,O,X,O,O,X,X,X
SJLIZOT,X,X,O,O,O,O,X,X,X
SJLIOTZ,X,X,O,O,O,O,X,X,X
SJLIOZT,X,X,O,O,O,O,X,X,X
SJLZTIO,X,X,O,X,X,X,X,X,X
SJLZTOI,X,X,O,X,O,O,X,X,X
SJLZITO,X,X,O,O,O,O,X,X,O
SJLZIOT,X,X,O,O,O,O,X,X,O
SJLZOTI,X,X,O,X,O,O,X,X,X
SJLZOIT,X,X,O,O,O,O,X,X,O
SJLOTIZ,X,X,O,X,O,O,X,X,X
SJLOTZI,X,X,O,X,O,O,X,X,X
SJLOITZ,X,X,O,O,O,O,X,X,X
SJLOIZT,X,X,O,O,O,O,X,X,X
SJLOZTI,X,X,O,X,O,O,X,X,X
SJLOZIT,X,X,O,O,O,O,X,X,O
SJZTILO,X,X,O,O,X,X,X,X,O
SJZTIOL,X,X,X,O,X,X,X,X,O
SJZTLIO,X,X,O,X,X,X,X,X,X
SJZTLOI,X,X,O,X,X,X,X,X,X
SJZTOIL,X,X,X,O,X,X,X,X,O
SJZTOLI,X,X,O,X,X,X,X,X,X
SJZITLO,O,X,O,O,X,X,X,X,O
SJZITOL,O,X,X,O,X,X,X,X,O
SJZILTO,O,X,O,O,O,O,X,X,O
SJZILOT,O,X,O,O,O,O,X,X,O
SJZIOTL,O,X,X,O,X,X,X,X,O
SJZIOLT,O,X,O,O,O,O,X,X,O
SJZLTIO,X,X,O,X,X,X,X,X,X
SJZLTOI,X,X,O,X,O,O,X,X,X
SJZLITO,X,X,O,O,O,X,X,X,O
SJZLIOT,X,X,O,O,O,O,X,X,O
SJZLOTI,X,X,O,X,O,O,X,X,X
SJZLOIT,X,X,O,O,O,O,X,X,O
SJZOTIL,X,X,X,O,X,X,X,X,O
SJZOTLI,X,X,O,X,X,X,X,X,X
SJZOITL,X,X,X,O,X,X,X,X,O
SJZOILT,X,X,O,O,O,O,X,X,O
SJZOLTI,X,X,O,X,O,O,X,X,X
SJZOLIT,X,X,O,O,O,O,X,X,O
SJOTILZ,X,O,X,O,O,X,X,X,X
SJOTIZL,X,O,X,X,X,X,X,X,X
SJOTLIZ,X,O,O,X,O,X,X,X,X
SJOTLZI,X,X,O,X,O,X,X,X,X
SJOTZIL,X,O,X,O,X,X,X,X,O
SJOTZLI,X,X,O,X,X,X,X,X,X
SJOITLZ,X,O,X,O,O,X,X,X,X
SJOITZL,X,O,X,X,X,X,X,X,X
SJOILTZ,X,X,O,O,O,O,X,X,X
SJOILZT,X,X,O,O,O,O,X,X,X
SJOIZTL,X,X,X,O,X,X,X,X,O
SJOIZLT,X,X,O,O,O,O,X,X,O
SJOLTIZ,X,X,O,X,O,O,X,X,X
SJOLTZI,X,X,O,X,O,O,X,X,X
SJOLITZ,X,X,O,O,O,O,X,X,X
SJOLIZT,X,X,O,O,O,O,X,X,X
SJOLZTI,X,X,O,X,O,O,X,X,X
SJOLZIT,X,X,O,O,O,O,X,X,O
SJOZTIL,X,X,X,O,X,X,X,X,O
SJOZTLI,X,X,O,X,X,X,X,X,X
SJOZITL,X,X,X,O,X,X,X,X,O
SJOZILT,X,X,O,O,O,O,X,X,O
SJOZLTI,X,X,O,X,O,O,X,X,X
SJOZLIT,X,X,O,O,O,O,X,X,O
SZTILJO,X,X,X,O,O,X,X,O,X
SZTILOJ,X,X,X,O,O,X,O,O,X
SZTIJLO,X,X,X,O,X,X,X,X,O
SZTIJOL,X,X,X,O,X,X,X,X,O
SZTIOLJ,X,X,X,O,O,X,O,X,X
SZTIOJL,X,X,X,O,X,X,X,X,X
SZTLIJO,X,X,X,X,X,X,X,O,X
SZTLIOJ,X,X,X,X,X,X,O,O,X
SZTLJIO,X,X,O,X,X,X,X,X,X
SZTLJOI,X,X,O,X,O,X,X,X,X
SZTLOIJ,X,X,X,X,X,X,O,X,X
SZTLOJI,X,X,O,X,O,X,X,X,X
SZTJILO,X,X,O,O,X,X,X,X,O
SZTJIOL,X,X,X,O,X,X,X,X,O
SZTJLIO,X,X,O,X,X,X,X,X,X
SZTJLOI,X,X,O,X,X,X,X,X,X
SZTJOIL,X,X,X,O,X,X,X,X,O
SZTJOLI,X,X,O,X,X,X,X,X,X
SZTOILJ,X,X,X,O,O,X,O,X,X
SZTOIJL,X,X,X,O,X,X,X,X,O
SZTOLIJ,X,X,X,X,X,X,O,X,X
SZTOLJI,X,X,O,X,O,X,X,X,X
SZTOJIL,X,X,X,O,X,X,X,X,O
SZTOJLI,X,X,O,X,X,X,X,X,X
SZITLJO,O,X,X,O,O,X,X,X,X
SZITLOJ,O,X,X,O,O,X,X,X,X
SZITJLO,O,X,X,O,X,X,X,X,O
SZITJOL,O,X,X,O,X,X,X,X,O
SZITOLJ,O,X,X,O,O,X,X,X,X
SZITOJL,O,X,X,O,X,X,X,X,X
SZILTJO,O,X,X,O,O,X,X,X,X
SZILTOJ,O,X,X,O,O,X,X,X,X
SZILJTO,O,X,O,O,O,X,X,X,O
SZILJOT,O,X,O,O,O,X,X,X,O
SZILOTJ,O,X,X,O,O,X,X,X,X
SZILOJT,O,X,O,O,O,X,X,X,X
SZIJTLO,O,X,O,O,X,X,X,X,O
SZIJTOL,O,X,X,O,X,X,X,X,O
SZIJLTO,O,X,O,O,O,O,X,X,O
SZIJLOT,O,X,O,O,O,O,X,X,O
SZIJOTL,O,X,X,O,X,X,X,X,O
SZIJOLT,O,X,O,O,O,O,X,X,O
SZIOTLJ,O,X,X,O,O,X,X,X,X
SZIOTJL,O,X,X,O,X,X,X,X,O
SZIOLTJ,O,X,X,O,O,X,X,X,X
SZIOLJT,O,X,O,O,O,X,X,X,O
SZIOJTL,O,X,X,O,X,X,X,X,O
SZIOJLT,O,X,O,O,O,O,X,X,O
SZLTIJO,X,X,X,X,X,X,X,O,X
SZLTIOJ,X,X,X,X,X,X,O,O,X
SZLTJIO,X,X,O,X,X,X,X,X,X
SZLTJOI,X,X,O,X,O,X,X,X,X
SZLTOIJ,X,X,X,X,X,X,O,X,X
SZLTOJI,X,X,O,X,O,X,X,X,X
SZLITJO,X,X,X,O,O,X,X,X,X
SZLITOJ,X,X,X,O,O,X,X,X,X
SZLIJTO,X,X,O,O,O,X,X,X,O
SZLIJOT,X,X,O,O,O,X,X,X,O
SZLIOTJ,X,X,X,O,O,X,X,X,X
SZLIOJT,X,X,O,O,O,X,X,X,X
SZLJTIO,X,X,O,X,X,X,X,X,X
SZLJTOI,X,X,O,X,O,X,X,X,X
SZLJITO,X,X,O,O,O,X,X,X,O
SZLJIOT,X,X,O,O,O,X,X,X,O
SZLJOTI,X,X,O,X,O,X,X,X,X
SZLJOIT,X,X,O,O,O,X,X,X,O
SZLOTIJ,X,X,X,X,X,X,O,X,X
SZLOTJI,X,X,O,X,O,X,X,X,X
SZLOITJ,X,X,X,O,O,X,X,X,X
SZLOIJT,X,X,O,O,O,X,X,X,O
SZLOJTI,X,X,O,X,O,X,X,X,X
SZLOJIT,X,X,O,O,O,X,X,X,O
SZJTILO,X,X,O,O,X,X,X,X,O
SZJTIOL,X,X,X,O,X,X,X,X,O
SZJTLIO,X,X,O,X,X,X,X,X,X
SZJTLOI,X,X,O,X,X,X,X,X,X
SZJTOIL,X,X,X,O,X,X,X,X,O
SZJTOLI,X,X,O,X,X,X,X,X,X
SZJITLO,O,X,O,O,X,X,X,X,O
SZJITOL,O,X,X,O,X,X,X,X,O
SZJILTO,O,X,O,O,O,O,X,X,O
SZJILOT,O,X,O,O,O,O,X,X,O
SZJIOTL,O,X,X,O,X,X,X,X,O
SZJIOLT,O,X,O,O,O,O,X,X,O
SZJLTIO,X,X,O,X,X,X,X,X,X
SZJLTOI,X,X,O,X,O,O,X,X,X
SZJLITO,X,X,O,O,O,X,X,X,O
SZJLIOT,X,X,O,O,O,O,X,X,O
SZJLOTI,X,X,O,X,O,O,X,X,X
SZJLOIT,X,X,O,O,O,O,X,X,O
SZJOTIL,X,X,X,O,X,X,X,X,O
SZJOTLI,X,X,O,X,X,X,X,X,X
SZJOITL,X,X,X,O,X,X,X,X,O
SZJOILT,X,X,O,O,O,O,X,X,O
SZJOLTI,X,X,O,X,O,O,X,X,X
SZJOLIT,X,X,O,O,O,O,X,X,O
SZOTILJ,X,X,X,O,O,X,O,X,X
SZOTIJL,X,X,X,O,X,X,X,X,O
SZOTLIJ,X,X,X,X,X,X,O,X,X
SZOTLJI,X,X,O,X,O,X,X,X,X
SZOTJIL,X,X,X,O,X,X,X,X,O
SZOTJLI,X,X,O,X,X,X,X,X,X
SZOITLJ,X,X,X,O,O,X,X,X,X
SZOITJL,X,X,X,O,X,X,X,X,O
SZOILTJ,X,X,X,O,O,X,X,X,X
SZOILJT,X,X,O,O,O,X,X,X,O
SZOIJTL,X,X,X,O,X,X,X,X,O
SZOIJLT,X,X,O,O,O,O,X,X,O
SZOLTIJ,X,X,X,X,X,X,O,X,X
SZOLTJI,X,X,O,X,O,X,X,X,X
SZOLITJ,X,X,X,O,O,X,X,X,X
SZOLIJT,X,X,O,O,O,X,X,X,O
SZOLJTI,X,X,O,X,O,X,X,X,X
SZOLJIT,X,X,O,O,O,X,X,X,O
SZOJTIL,X,X,X,O,X,X,X,X,O
SZOJTLI,X,X,O,X,X,X,X,X,X
SZOJITL,X,X,X,O,X,X,X,X,O
SZOJILT,X,X,O,O,O,O,X,X,O
SZOJLTI,X,X,O,X,O,O,X,X,X
SZOJLIT,X,X,O,O,O,O,X,X,O
SOTILJZ,X,O,X,O,O,X,O,X,X
SOTILZJ,X,O,X,O,O,X,O,X,X
SOTIJLZ,X,O,X,O,O,X,X,X,X
SOTIJZL,X,O,X,X,X,X,X,X,X
SOTIZLJ,X,O,X,O,O,X,X,X,X
SOTIZJL,X,O,X,O,X,X,X,X,X
SOTLIJZ,X,O,X,X,O,X,O,X,X
SOTLIZJ,X,O,X,X,O,X,O,X,X
SOTLJIZ,X,O,O,X,O,X,X,X,X
SOTLJZI,X,X,O,X,O,X,X,X,X
SOTLZIJ,X,X,X,X,X,X,O,X,X
SOTLZJI,X,X,O,X,O,X,X,X,X
SOTJILZ,X,O,X,O,O,X,X,X,X
SOTJIZL,X,O,X,X,X,X,X,X,X
SOTJLIZ,X,O,O,X,O,X,X,X,X
SOTJLZI,X,X,O,X,O,X,X,X,X
SOTJZIL,X,O,X,O,X,X,X,X,O
SOTJZLI,X,X,O,X,X,X,X,X,X
SOTZILJ,X,O,X,O,O,X,O,X,X
SOTZIJL,X,O,X,O,X,X,X,X,O
SOTZLIJ,X,X,X,X,X,X,O,X,X
SOTZLJI,X,X,O,X,O,X,X,X,X
SOTZJIL,X,O,X,O,X,X,X,X,O
SOTZJLI,X,X,O,X,X,X,X,X,X
SOITLJZ,X,O,X,O,O,X,X,X,X
SOITLZJ,X,O,X,O,O,X,X,X,X
SOITJLZ,X,O,X,O,O,X,X,X,X
SOITJZL,X,O,X,X,X,X,X,X,X
SOITZLJ,X,O,X,O,O,X,X,X,X
SOITZJL,X,O,X,O,X,X,X,X,X
SOILTJZ,X,X,X,O,O,X,X,X,X
SOILTZJ,X,X,X,O,O,X,X,X,X
SOILJTZ,X,X,O,O,O,X,X,X,X
SOILJZT,X,X,O,O,O,X,X,X,X
SOILZTJ,X,X,X,O,O,X,X,X,X
SOILZJT,X,X,O,O,O,X,X,X,X
SOIJTLZ,X,O,X,O,O,X,X,X,X
SOIJTZL,X,O,X,X,X,X,X,X,X
SOIJLTZ,X,X,O,O,O,O,X,X,X
SOIJLZT,X,X,O,O,O,O,X,X,X
SOIJZTL,X,X,X,O,X,X,X,X,O
SOIJZLT,X,X,O,O,O,O,X,X,O
SOIZTLJ,X,X,X,O,O,X,X,X,X
SOIZTJL,X,X,X,O,X,X,X,X,O
SOIZLTJ,X,X,X,O,O,X,X,X,X
SOIZLJT,X,X,O,O,O,X,X,X,O
SOIZJTL,X,X,X,O,X,X,X,X,O
SOIZJLT,X,X,O,O,O,O,X,X,O
SOLTIJZ,X,X,X,X,O,X,O,X,X
SOLTIZJ,X,X,X,X,O,X,O,X,X
SOLTJIZ,X,X,O,X,O,X,X,X,X
SOLTJZI,X,X,O,X,O,X,X,X,X
SOLTZIJ,X,X,X,X,X,X,O,X,X
SOLTZJI,X,X,O,X,O,X,X,X,X
SOLITJZ,X,X,X,O,O,X,X,X,X
SOLITZJ,X,X,X,O,O,X,X,X,X
SOLIJTZ,X,X,O,O,O,X,X,X,X
SOLIJZT,X,X,O,O,O,X,X,X,X
SOLIZTJ,X,X,X,O,O,X,X,X,X
SOLIZJT,X,X,O,O,O,X,X,X,X
SOLJTIZ,X,X,O,X,O,X,X,X,X
SOLJTZI,X,X,O,X,O,X,X,X,X
SOLJITZ,X,X,O,O,O,X,X,X,X
SOLJIZT,X,X,O,O,O,X,X,X,X
SOLJZTI,X,X,O,X,O,X,X,X,X
SOLJZIT,X,X,O,O,O,X,X,X,O
SOLZTIJ,X,X,X,X,X,X,O,X,X
SOLZTJI,X,X,O,X,O,X,X,X,X
SOLZITJ,X,X,X,O,O,X,X,X,X
SOLZIJT,X,X,O,O,O,X,X,X,O
SOLZJTI,X,X,O,X,O,X,X,X,X
SOLZJIT,X,X,O,O,O,X,X,X,O
SOJTILZ,X,O,X,O,O,X,X,X,X
SOJTIZL,X,O,X,X,X,X,X,X,X
SOJTLIZ,X,O,O,X,O,X,X,X,X
SOJTLZI,X,X,O,X,O,X,X,X,X
SOJTZIL,X,O,X,O,X,X,X,X,O
SOJTZLI,X,X,O,X,X,X,X,X,X
SOJITLZ,X,O,X,O,O,X,X,X,X
SOJITZL,X,O,X,X,X,X,X,X,X
SOJILTZ,X,X,O,O,O,O,X,X,X
SOJILZT,X,X,O,O,O,O,X,X,X
SOJIZTL,X,X,X,O,X,X,X,X,O
SOJIZLT,X,X,O,O,O,O,X,X,O
SOJLTIZ,X,X,O,X,O,O,X,X,X
SOJLTZI,X,X,O,X,O,O,X,X,X
SOJLITZ,X,X,O,O,O,O,X,X,X
SOJLIZT,X,X,O,O,O,O,X,X,X
SOJLZTI,X,X,O,X,O,O,X,X,X
SOJLZIT,X,X,O,O,O,O,X,X,O
SOJZTIL,X,X,X,O,X,X,X,X,O
SOJZTLI,X,X,O,X,X,X,X,X,X
SOJZITL,X,X,X,O,X,X,X,X,O
SOJZILT,X,X,O,O,O,O,X,X,O
SOJZLTI,X,X,O,X,O,O,X,X,X
SOJZLIT,X,X,O,O,O,O,X,X,O
SOZTILJ,X,X,X,O,O,X,O,X,X
SOZTIJL,X,X,X,O,X,X,X,X,O
SOZTLIJ,X,X,X,X,X,X,O,X,X
SOZTLJI,X,X,O,X,O,X,X,X,X
SOZTJIL,X,X,X,O,X,X,X,X,O
SOZTJLI,X,X,O,X,X,X,X,X,X
SOZITLJ,X,X,X,O,O,X,X,X,X
SOZITJL,X,X,X,O,X,X,X,X,O
SOZILTJ,X,X,X,O,O,X,X,X,X
SOZILJT,X,X,O,O,O,X,X,X,O
SOZIJTL,X,X,X,O,X,X,X,X,O
SOZIJLT,X,X,O,O,O,O,X,X,O
SOZLTIJ,X,X,X,X,X,X,O,X,X
SOZLTJI,X,X,O,X,O,X,X,X,X
SOZLITJ,X,X,X,O,O,X,X,X,X
SOZLIJT,X,X,O,O,O,X,X,X,O
SOZLJTI,X,X,O,X,O,X,X,X,X
SOZLJIT,X,X,O,O,O,X,X,X,O
SOZJTIL,X,X,X,O,X,X,X,X,O
SOZJTLI,X,X,O,X,X,X,X,X,X
SOZJITL,X,X,X,O,X,X,X,X,O
SOZJILT,X,X,O,O,O,O,X,X,O
SOZJLTI,X,X,O,X,O,O,X,X,X
SOZJLIT,X,X,O,O,O,O,X,X,O
ZTILJSO,X,X,X,X,X,X,X,O,X
ZTILJOS,O,X,X,X,X,X,O,O,X
ZTILSJO,X,X,X,X,X,X,X,O,X
ZTILSOJ,X,X,X,X,X,X,O,O,X
ZTILOJS,O,X,X,X,X,X,O,O,X
ZTILOSJ,X,X,X,X,X,X,O,O,X
ZTIJLSO,X,X,X,X,X,O,X,O,X
ZTIJLOS,O,X,X,X,X,O,O,O,X
ZTIJSLO,O,X,X,X,X,X,X,X,O
ZTIJSOL,O,X,X,X,X,X,X,X,O
ZTIJOLS,O,X,X,X,X,O,O,X,X
ZTIJOSL,O,X,X,X,X,X,X,X,X
ZTISLJO,O,X,X,X,O,X,X,O,X
ZTISLOJ,O,X,X,X,O,X,O,O,X
ZTISJLO,O,X,X,X,X,X,X,X,O
ZTISJOL,O,X,X,X,X,X,X,X,O
ZTISOLJ,O,X,X,X,O,X,O,X,X
ZTISOJL,O,X,X,X,X,X,X,X,X
ZTIOLJS,O,X,X,X,X,X,O,O,X
ZTIOLSJ,X,X,X,X,X,X,O,O,X
ZTIOJLS,O,X,X,X,X,O,O,X,X
ZTIOJSL,O,X,X,X,X,X,X,X,X
