sequence,v115@HhB8HeB8FeE8DeC8Jex/IvhFSnBTjBmlBlmB0qBXsB,v115@HhB8HeB8FeE8DeC8Jex/IvhFSnBTjB2qBFsB8qB3rB,v115@HhB8HeB8FeE8DeC8Jex/IvhFVmBUiBTjB/qBSsB2wB,v115@HhB8HeB8FeE8DeC8Jex/IvhFXiBTjBSsBlqBmqB0rB,v115@HhB8HeB8FeE8DeC8Jex/IvhFTjB2qBSsB8qB3rBFsB,v115@HhB8HeB8FeE8DeC8Jex/IvhF0hBTjBSsBmqBlqBXsB,v115@HhB8HeB8FeE8DeC8Jex/IvhFXiBTjBSsBmqBlqB0rB
ZOSLTIJ,O,X,X,X,X,X,X
ZOSLTJI,O,X,X,X,X,X,X
ZOSLITJ,O,X,X,X,X,X,X
ZOSLIJT,O,X,X,X,X,X,X
ZOSLJTI,O,X,X,X,X,X,X
ZOSLJIT,O,X,X,X,X,X,X
ZOSJTIL,O,X,O,X,X,X,X
ZOSJTLI,O,X,O,X,X,X,X
ZOSJITL,O,X,O,X,X,X,X
ZOSJILT,O,X,X,X,X,X,X
ZOSJLTI,O,X,X,X,X,X,X
ZOSJLIT,O,X,X,X,X,X,X
OTILJSZ,X,O,X,O,X,X,X
OTILJZS,X,O,X,O,O,X,X
OTILSJZ,X,O,X,O,X,X,X
OTILSZJ,X,X,X,O,X,X,X
OTILZJS,X,O,X,O,X,X,X
OTILZSJ,X,X,X,O,X,X,X
OTIJLSZ,X,O,X,O,X,X,X
OTIJLZS,X,O,X,O,O,X,X
OTIJSLZ,X,O,X,X,X,X,X
OTIJSZL,X,O,X,X,X,X,X
OTIJZLS,X,O,X,X,X,X,X
OTIJZSL,X,O,X,X,X,X,X
OTISLJZ,X,O,O,O,X,X,X
OTISLZJ,O,X,O,O,X,X,X
OTISJLZ,X,O,O,X,X,X,X
OTISJZL,X,O,O,X,X,X,X
OTISZLJ,O,X,O,X,X,X,X
OTISZJL,O,X,O,X,X,X,X
OTIZLJS,X,O,X,O,X,X,X
OTIZLSJ,X,X,X,O,X,X,X
OTIZJLS,X,O,X,X,X,X,X
OTIZJSL,O,O,X,X,X,X,X
OTIZSLJ,O,X,X,X,X,X,X
OTIZSJL,O,X,X,X,X,X,X
OTLIJSZ,X,O,X,O,X,X,X
OTLIJZS,X,O,X,O,O,X,X
OTLISJZ,X,O,X,O,X,X,X
OTLISZJ,X,X,X,O,X,X,X
OTLIZJS,X,O,X,O,X,X,X
OTLIZSJ,X,X,X,O,X,X,X
OTLJISZ,X,O,X,O,X,O,O
OTLJIZS,X,O,X,O,O,O,O
OTLJSIZ,X,O,X,O,X,O,O
OTLJSZI,X,O,X,O,O,O,O
OTLJZIS,X,O,X,O,O,O,O
OTLJZSI,X,O,X,O,O,O,O
OTLSIJZ,X,O,X,O,X,X,X
OTLSIZJ,X,X,X,O,X,X,X
OTLSJIZ,X,O,X,O,X,X,O
OTLSJZI,X,O,X,O,X,X,O
OTLSZIJ,X,X,X,O,X,X,X
OTLSZJI,X,X,X,O,X,X,X
OTLZIJS,X,O,X,O,X,X,X
OTLZISJ,X,X,X,O,X,X,X
OTLZJIS,X,O,X,O,X,O,X
OTLZJSI,X,O,X,O,X,O,X
OTLZSIJ,X,X,X,O,X,X,X
OTLZSJI,X,X,X,O,X,X,X
OTJILSZ,X,O,X,O,X,X,X
OTJILZS,X,O,X,O,O,X,X
OTJISLZ,X,O,O,X,X,X,X
OTJISZL,X,O,O,X,X,X,X
OTJIZLS,X,O,X,X,X,X,X
OTJIZSL,X,O,O,X,X,X,X
OTJLISZ,X,O,X,O,X,O,O
OTJLIZS,X,O,X,O,O,O,O
OTJLSIZ,X,O,O,O,X,O,O
OTJLSZI,X,O,O,O,O,O,O
OTJLZIS,X,O,X,O,O,O,O
OTJLZSI,X,O,O,O,O,O,O
OTJSILZ,X,O,O,X,X,X,X
OTJSIZL,X,O,O,X,X,X,X
OTJSLIZ,X,O,O,X,X,X,X
OTJSLZI,X,O,O,X,X,X,X
OTJSZIL,X,O,O,X,X,X,X
OTJSZLI,X,O,O,X,X,X,X
OTJZILS,X,O,X,X,X,X,X
OTJZISL,X,O,O,X,X,X,X
OTJZLIS,X,O,X,X,X,X,X
OTJZLSI,X,O,O,X,X,X,X
OTJZSIL,X,O,O,X,X,X,X
OTJZSLI,X,O,O,X,X,X,X
OTSILJZ,X,O,O,O,X,X,X
OTSILZJ,O,X,O,O,X,X,X
OTSIJLZ,X,O,O,X,X,X,X
OTSIJZL,X,O,O,X,X,X,X
OTSIZLJ,O,X,O,X,X,X,X
OTSIZJL,O,X,O,X,X,X,X
OTSLIJZ,X,O,O,O,X,X,X
OTSLIZJ,O,X,O,O,X,X,X
OTSLJIZ,X,O,O,O,X,X,X
OTSLJZI,X,O,O,O,X,X,X
OTSLZIJ,O,X,O,O,X,X,X
OTSLZJI,O,X,O,O,X,X,X
OTSJILZ,X,O,O,X,X,X,X
OTSJIZL,X,O,O,X,X,X,X
OTSJLIZ,X,O,O,X,X,X,X
OTSJLZI,X,O,O,X,X,X,X
OTSJZIL,X,O,O,X,X,X,X
OTSJZLI,X,O,O,X,X,X,X
OTSZILJ,O,X,O,X,X,X,X
OTSZIJL,O,X,O,X,X,X,X
OTSZLIJ,O,X,O,X,X,X,X
OTSZLJI,O,X,O,X,X,X,X
OTSZJIL,O,X,O,X,X,X,X
OTSZJLI,O,X,O,X,X,X,X
OTZILJS,X,O,X,O,X,X,X
OTZILSJ,X,X,X,O,X,X,X
OTZIJLS,X,O,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X,X
OTZISLJ,O,X,X,X,X,X,X
OTZISJL,O,X,X,X,X,X,X
OTZLIJS,X,O,X,O,X,X,X
OTZLISJ,X,X,X,O,X,X,X
OTZLJIS,X,O,X,O,X,X,X
OTZLJSI,X,O,X,O,X,X,X
OTZLSIJ,X,X,X,O,X,X,X
OTZLSJI,X,X,X,O,X,X,X
OTZJILS,X,O,X,X,X,X,X
OTZJISL,O,O,X,X,X,X,X
OTZJLIS,X,O,X,X,X,X,X
OTZJLSI,X,O,X,X,X,X,X
OTZJSIL,O,O,X,X,X,X,X
OTZJSLI,O,O,X,X,X,X,X
OTZSILJ,O,X,X,X,X,X,X
OTZSIJL,O,X,X,X,X,X,X
OTZSLIJ,O,X,X,X,X,X,X
OTZSLJI,O,X,X,X,X,X,X
OTZSJIL,O,X,X,X,X,X,X
OTZSJLI,O,X,X,X,X,X,X
OITLJSZ,X,O,X,O,X,X,X
OITLJZS,X,O,X,O,O,X,X
OITLSJZ,X,O,X,O,X,X,X
OITLSZJ,X,X,X,O,X,X,X
OITLZJS,X,O,X,O,X,X,X
OITLZSJ,X,X,X,O,X,X,X
OITJLSZ,X,O,X,O,X,X,X
OITJLZS,X,O,X,O,O,X,X
OITJSLZ,X,O,X,X,X,X,X
OITJSZL,X,O,X,X,X,X,X
OITJZLS,X,O,X,X,X,X,X
OITJZSL,X,O,X,X,X,X,X
OITSLJZ,X,O,O,O,X,X,X
OITSLZJ,O,X,O,O,X,X,X
OITSJLZ,X,O,O,X,X,X,X
OITSJZL,X,O,O,X,X,X,X
OITSZLJ,O,X,O,X,X,X,X
OITSZJL,O,X,O,X,X,X,X
OITZLJS,X,O,X,O,X,X,X
OITZLSJ,X,X,X,O,X,X,X
OITZJLS,X,O,X,X,X,X,X
OITZJSL,O,O,X,X,X,X,X
OITZSLJ,O,X,X,X,X,X,X
OITZSJL,O,X,X,X,X,X,X
OILTJSZ,X,O,X,O,X,X,X
OILTJZS,X,O,X,O,O,X,X
OILTSJZ,X,O,X,O,X,X,X
OILTSZJ,X,X,X,O,X,X,X
OILTZJS,X,O,X,O,X,X,X
OILTZSJ,X,X,X,O,X,X,X
OILJTSZ,X,O,X,O,X,O,O
OILJTZS,X,O,X,O,O,O,O
OILJSTZ,X,X,X,X,X,X,O
OILJSZT,X,X,X,X,O,X,X
OILJZTS,X,X,X,X,O,X,X
OILJZST,X,X,X,X,O,X,X
OILSTJZ,X,X,O,O,X,X,X
OILSTZJ,O,X,O,O,X,X,X
OILSJTZ,X,X,O,X,X,X,O
OILSJZT,O,X,X,X,O,X,X
OILSZTJ,O,X,X,X,X,X,X
OILSZJT,O,X,X,X,X,X,X
OILZTJS,X,X,X,O,X,X,X
OILZTSJ,X,X,X,O,X,X,X
OILZJTS,X,X,X,X,O,O,X
OILZJST,O,X,X,X,O,X,X
OILZSTJ,O,X,X,X,X,X,X
OILZSJT,O,X,X,X,X,X,X
OIJTLSZ,X,O,X,O,X,X,X
OIJTLZS,X,O,X,O,O,X,X
OIJTSLZ,X,O,O,X,X,X,X
OIJTSZL,X,O,O,X,X,X,X
OIJTZLS,X,O,X,X,X,X,X
OIJTZSL,X,O,O,X,X,X,X
OIJLTSZ,X,O,X,O,X,O,O
OIJLTZS,X,O,X,O,O,O,O
OIJLSTZ,X,X,X,X,X,X,O
OIJLSZT,X,X,X,X,O,X,X
OIJLZTS,X,X,X,X,O,X,X
OIJLZST,X,X,X,X,O,X,X
OIJSTLZ,X,O,O,X,X,X,X
OIJSTZL,X,O,O,X,X,X,X
OIJSLTZ,X,X,O,X,X,X,X
OIJSLZT,O,X,X,X,O,X,X
OIJSZTL,O,X,O,X,X,X,X
OIJSZLT,O,X,X,X,X,X,X
OIJZTLS,X,O,X,X,X,X,X
OIJZTSL,O,O,X,X,X,X,X
OIJZLTS,X,X,X,X,O,X,X
OIJZLST,O,X,X,X,O,X,X
OIJZSTL,O,X,X,X,X,X,X
OIJZSLT,O,X,X,X,X,X,X
OISTLJZ,X,O,O,O,X,X,X
OISTLZJ,O,X,O,O,X,X,X
OISTJLZ,X,O,O,X,X,X,X
OISTJZL,X,O,O,X,X,X,X
OISTZLJ,O,X,O,X,X,X,X
OISTZJL,O,X,O,X,X,X,X
OISLTJZ,X,X,O,O,X,X,X
OISLTZJ,O,X,O,O,X,X,X
OISLJTZ,X,X,O,X,X,X,X
OISLJZT,O,X,X,X,O,X,X
OISLZTJ,O,X,X,X,X,X,X
OISLZJT,O,X,X,X,X,X,X
OISJTLZ,X,O,O,X,X,X,X
OISJTZL,X,O,O,X,X,X,X
OISJLTZ,X,X,O,X,X,X,X
OISJLZT,O,X,X,X,O,X,X
OISJZTL,O,X,O,X,X,X,X
OISJZLT,O,X,X,X,X,X,X
OISZTLJ,O,X,O,X,X,X,X
OISZTJL,O,X,O,X,X,X,X
OISZLTJ,O,X,X,X,X,X,X
OISZLJT,O,X,X,X,X,X,X
OISZJTL,O,X,O,X,X,X,X
OISZJLT,O,X,X,X,X,X,X
OIZTLJS,X,O,X,O,X,X,X
OIZTLSJ,X,X,X,O,X,X,X
OIZTJLS,X,O,X,X,X,X,X
OIZTJSL,O,O,X,X,X,X,X
OIZTSLJ,O,X,X,X,X,X,X
OIZTSJL,O,X,X,X,X,X,X
OIZLTJS,X,X,X,O,X,X,X
OIZLTSJ,X,X,X,O,X,X,X
OIZLJTS,X,X,X,X,O,X,X
OIZLJST,O,X,X,X,O,X,X
OIZLSTJ,O,X,X,X,X,X,X
OIZLSJT,O,X,X,X,X,X,X
OIZJTLS,X,O,X,X,X,X,X
OIZJTSL,O,O,X,X,X,X,X
OIZJLTS,X,X,X,X,O,X,X
OIZJLST,O,X,X,X,O,X,X
OIZJSTL,O,X,X,X,X,X,X
OIZJSLT,O,X,X,X,X,X,X
OIZSTLJ,O,X,O,X,X,X,X
OIZSTJL,O,X,O,X,X,X,X
OIZSLTJ,O,X,X,X,X,X,X
OIZSLJT,O,X,X,X,X,X,X
OIZSJTL,O,X,O,X,X,X,X
OIZSJLT,O,X,X,X,X,X,X
OLTIJSZ,X,O,X,O,X,X,X
OLTIJZS,X,O,X,O,O,X,X
OLTISJZ,X,O,X,O,X,X,X
OLTISZJ,X,X,X,O,X,X,X
OLTIZJS,X,O,X,O,X,X,X
OLTIZSJ,X,X,X,O,X,X,X
OLTJISZ,X,O,X,O,X,O,O
OLTJIZS,X,O,X,O,O,O,O
OLTJSIZ,X,O,X,O,X,O,O
OLTJSZI,X,O,X,O,O,O,O
OLTJZIS,X,O,X,O,O,O,O
OLTJZSI,X,O,X,O,O,O,O
OLTSIJZ,X,O,X,O,X,X,X
OLTSIZJ,X,X,X,O,X,X,X
OLTSJIZ,X,O,X,O,X,X,O
OLTSJZI,X,O,X,O,X,X,O
OLTSZIJ,X,X,X,O,X,X,X
OLTSZJI,X,X,X,O,X,X,X
OLTZIJS,X,O,X,O,X,X,X
OLTZISJ,X,X,X,O,X,X,X
OLTZJIS,X,O,X,O,X,O,X
OLTZJSI,X,O,X,O,X,O,X
OLTZSIJ,X,X,X,O,X,X,X
OLTZSJI,X,X,X,O,X,X,X
OLITJSZ,X,O,X,O,X,X,X
OLITJZS,X,O,X,O,O,X,X
OLITSJZ,X,O,X,O,X,X,X
OLITSZJ,X,X,X,O,X,X,X
OLITZJS,X,O,X,O,X,X,X
OLITZSJ,X,X,X,O,X,X,X
OLIJTSZ,X,O,X,O,X,O,O
OLIJTZS,X,O,X,O,O,O,O
OLIJSTZ,X,X,X,X,X,X,O
OLIJSZT,X,X,X,X,O,X,X
OLIJZTS,X,X,X,X,O,X,X
OLIJZST,X,X,X,X,O,X,X
OLISTJZ,X,X,O,O,X,X,X
OLISTZJ,O,X,O,O,X,X,X
OLISJTZ,X,X,O,X,X,X,O
OLISJZT,O,X,X,X,O,X,X
OLISZTJ,O,X,X,X,X,X,X
OLISZJT,O,X,X,X,X,X,X
OLIZTJS,X,X,X,O,X,X,X
OLIZTSJ,X,X,X,O,X,X,X
OLIZJTS,X,X,X,X,O,O,X
OLIZJST,O,X,X,X,O,X,X
OLIZSTJ,O,X,X,X,X,X,X
OLIZSJT,O,X,X,X,X,X,X
OLJTISZ,X,O,X,O,X,O,O
OLJTIZS,X,O,X,O,O,O,O
OLJTSIZ,X,O,O,O,X,O,O
OLJTSZI,X,O,O,O,O,O,O
OLJTZIS,X,O,X,O,O,O,O
OLJTZSI,X,O,O,O,O,O,O
OLJITSZ,X,O,X,O,X,O,O
OLJITZS,X,O,X,O,O,O,O
OLJISTZ,X,X,X,X,X,X,O
OLJISZT,X,X,X,X,O,X,X
OLJIZTS,X,X,X,X,O,X,X
OLJIZST,X,X,X,X,O,X,X
OLJSTIZ,X,X,O,O,X,O,O
OLJSTZI,X,X,O,O,O,O,O
OLJSITZ,X,X,O,X,X,X,O
OLJSIZT,X,X,X,X,O,X,X
OLJSZTI,X,X,X,X,O,X,O
OLJSZIT,X,X,X,X,O,X,X
OLJZTIS,X,X,X,X,O,O,O
OLJZTSI,X,X,X,X,O,O,O
OLJZITS,X,X,X,X,O,O,X
OLJZIST,X,X,X,X,O,X,X
OLJZSTI,X,X,X,X,O,O,O
OLJZSIT,X,X,X,X,O,X,X
OLSTIJZ,X,X,O,O,X,X,X
OLSTIZJ,O,X,O,O,X,X,X
OLSTJIZ,X,X,O,O,X,X,O
OLSTJZI,X,X,O,O,X,X,O
OLSTZIJ,O,X,O,O,X,X,X
OLSTZJI,O,X,O,O,X,X,X
OLSITJZ,X,X,O,O,X,X,X
OLSITZJ,O,X,O,O,X,X,X
OLSIJTZ,X,X,O,X,X,X,O
OLSIJZT,O,X,X,X,O,X,X
OLSIZTJ,O,X,X,X,X,X,X
OLSIZJT,O,X,X,X,X,X,X
OLSJTIZ,X,X,O,O,X,O,O
OLSJTZI,X,X,O,O,O,O,O
OLSJITZ,X,X,O,X,X,X,O
OLSJIZT,O,X,X,X,O,X,X
OLSJZTI,O,X,X,X,O,X,O
OLSJZIT,O,X,X,X,O,X,X
OLSZTIJ,O,X,X,O,X,X,X
OLSZTJI,O,X,X,O,X,X,X
OLSZITJ,O,X,X,X,X,X,X
OLSZIJT,O,X,X,X,X,X,X
OLSZJTI,O,X,X,X,X,O,O
OLSZJIT,O,X,X,X,X,X,X
OLZTIJS,X,X,X,O,X,X,X
OLZTISJ,X,X,X,O,X,X,X
OLZTJIS,X,X,X,O,X,O,X
OLZTJSI,X,X,X,O,X,O,X
OLZTSIJ,X,X,X,O,X,X,X
OLZTSJI,X,X,X,O,X,X,X
OLZITJS,X,X,X,O,X,X,X
OLZITSJ,X,X,X,O,X,X,X
OLZIJTS,X,X,X,X,O,O,X
OLZIJST,O,X,X,X,O,X,X
OLZISTJ,O,X,X,X,X,X,X
OLZISJT,O,X,X,X,X,X,X
OLZJTIS,X,X,X,X,O,O,O
OLZJTSI,X,X,X,X,O,O,O
OLZJITS,X,X,X,X,O,O,X
OLZJIST,O,X,X,X,O,X,X
OLZJSTI,O,X,X,X,O,O,O
OLZJSIT,O,X,X,X,O,X,X
OLZSTIJ,O,X,X,O,X,X,X
OLZSTJI,O,X,X,O,X,X,X
OLZSITJ,O,X,X,X,X,X,X
OLZSIJT,O,X,X,X,X,X,X
OLZSJTI,O,X,X,X,X,O,O
OLZSJIT,O,X,X,X,X,X,X
OJTILSZ,X,O,X,O,X,X,X
OJTILZS,X,O,X,O,O,X,X
OJTISLZ,X,O,O,X,X,X,X
OJTISZL,X,O,O,X,X,X,X
OJTIZLS,X,O,X,X,X,X,X
OJTIZSL,X,O,O,X,X,X,X
OJTLISZ,X,O,X,O,X,O,O
OJTLIZS,X,O,X,O,O,O,O
OJTLSIZ,X,O,O,O,X,O,O
OJTLSZI,X,O,O,O,O,O,O
OJTLZIS,X,O,X,O,O,O,O
OJTLZSI,X,O,O,O,O,O,O
OJTSILZ,X,O,O,X,X,X,X
OJTSIZL,X,O,O,X,X,X,X
OJTSLIZ,X,O,O,X,X,X,X
OJTSLZI,X,O,O,X,X,X,X
OJTSZIL,X,O,O,X,X,X,X
OJTSZLI,X,O,O,X,X,X,X
OJTZILS,X,O,X,X,X,X,X
OJTZISL,X,O,O,X,X,X,X
OJTZLIS,X,O,X,X,X,X,X
OJTZLSI,X,O,O,X,X,X,X
OJTZSIL,X,O,O,X,X,X,X
OJTZSLI,X,O,O,X,X,X,X
OJITLSZ,X,O,X,O,X,X,X
OJITLZS,X,O,X,O,O,X,X
OJITSLZ,X,O,O,X,X,X,X
OJITSZL,X,O,O,X,X,X,X
OJITZLS,X,O,X,X,X,X,X
OJITZSL,X,O,O,X,X,X,X
OJILTSZ,X,O,X,O,X,O,O
OJILTZS,X,O,X,O,O,O,O
OJILSTZ,X,X,X,X,X,X,O
OJILSZT,X,X,X,X,O,X,X
OJILZTS,X,X,X,X,O,X,X
OJILZST,X,X,X,X,O,X,X
OJISTLZ,X,O,O,X,X,X,X
OJISTZL,X,O,O,X,X,X,X
OJISLTZ,X,X,O,X,X,X,X
OJISLZT,O,X,X,X,O,X,X
OJISZTL,O,X,O,X,X,X,X
OJISZLT,O,X,X,X,X,X,X
OJIZTLS,X,O,X,X,X,X,X
OJIZTSL,O,O,X,X,X,X,X
OJIZLTS,X,X,X,X,O,X,X
OJIZLST,O,X,X,X,O,X,X
OJIZSTL,O,X,X,X,X,X,X
OJIZSLT,O,X,X,X,X,X,X
OJLTISZ,X,O,X,O,X,O,O
OJLTIZS,X,O,X,O,O,O,O
OJLTSIZ,X,O,O,O,X,O,O
OJLTSZI,X,O,O,O,O,O,O
OJLTZIS,X,O,X,O,O,O,O
OJLTZSI,X,O,O,O,O,O,O
OJLITSZ,X,O,X,O,X,O,O
OJLITZS,X,O,X,O,O,O,O
OJLISTZ,X,X,X,X,X,X,O
OJLISZT,X,X,X,X,O,X,X
OJLIZTS,X,X,X,X,O,X,X
OJLIZST,X,X,X,X,O,X,X
OJLSTIZ,X,X,O,O,X,O,O
OJLSTZI,X,X,O,O,O,O,O
OJLSITZ,X,X,O,X,X,X,O
OJLSIZT,X,X,X,X,O,X,X
OJLSZTI,X,X,X,X,O,X,O
OJLSZIT,X,X,X,X,O,X,X
OJLZTIS,X,X,X,X,O,O,O
OJLZTSI,X,X,X,X,O,O,O
OJLZITS,X,X,X,X,O,O,X
OJLZIST,X,X,X,X,O,X,X
OJLZSTI,X,X,X,X,O,O,O
OJLZSIT,X,X,X,X,O,X,X
OJSTILZ,X,O,O,X,X,X,X
OJSTIZL,X,O,O,X,X,X,X
OJSTLIZ,X,O,O,X,X,X,X
OJSTLZI,X,O,O,X,X,X,X
OJSTZIL,X,O,O,X,X,X,X
OJSTZLI,X,O,O,X,X,X,X
OJSITLZ,X,O,O,X,X,X,X
OJSITZL,X,O,O,X,X,X,X
OJSILTZ,X,X,O,X,X,X,X
OJSILZT,O,X,X,X,O,X,X
OJSIZTL,O,X,O,X,X,X,X
OJSIZLT,O,X,X,X,X,X,X
OJSLTIZ,X,X,O,X,X,O,O
OJSLTZI,X,X,O,X,O,O,O
OJSLITZ,X,X,O,X,X,X,O
OJSLIZT,O,X,X,X,O,X,X
OJSLZTI,O,X,X,X,O,X,O
OJSLZIT,O,X,X,X,O,X,X
OJSZTIL,O,X,O,X,X,X,X
OJSZTLI,O,X,O,X,X,X,X
OJSZITL,O,X,O,X,X,X,X
OJSZILT,O,X,X,X,X,X,X
OJSZLTI,O,X,X,X,X,X,X
OJSZLIT,O,X,X,X,X,X,X
OJZTILS,X,O,X,X,X,X,X
OJZTISL,O,O,O,X,X,X,X
OJZTLIS,X,O,X,X,X,X,X
OJZTLSI,X,O,O,X,X,X,X
OJZTSIL,O,O,O,X,X,X,X
OJZTSLI,O,O,O,X,X,X,X
OJZITLS,X,O,X,X,X,X,X
OJZITSL,O,O,X,X,X,X,X
OJZILTS,X,X,X,X,O,X,X
OJZILST,O,X,X,X,O,X,X
OJZISTL,O,X,X,X,X,X,X
OJZISLT,O,X,X,X,X,X,X
OJZLTIS,X,X,X,X,O,O,O
OJZLTSI,X,X,X,X,O,O,O
OJZLITS,X,X,X,X,O,X,X
OJZLIST,O,X,X,X,O,X,X
OJZLSTI,O,X,X,X,O,X,O
OJZLSIT,O,X,X,X,O,X,X
OJZSTIL,O,X,O,X,X,X,X
OJZSTLI,O,X,O,X,X,X,X
OJZSITL,O,X,O,X,X,X,X
OJZSILT,O,X,X,X,X,X,X
OJZSLTI,O,X,X,X,X,X,X
OJZSLIT,O,X,X,X,X,X,X
OSTILJZ,X,O,O,O,X,X,X
OSTILZJ,O,X,O,O,X,X,X
OSTIJLZ,X,O,O,X,X,X,X
OSTIJZL,X,O,O,X,X,X,X
OSTIZLJ,O,X,O,X,X,X,X
OSTIZJL,O,X,O,X,X,X,X
OSTLIJZ,X,O,O,O,X,X,X
OSTLIZJ,O,X,O,O,X,X,X
OSTLJIZ,X,O,O,O,X,X,X
OSTLJZI,X,O,O,O,X,X,X
OSTLZIJ,O,X,O,O,X,X,X
OSTLZJI,O,X,O,O,X,X,X
OSTJILZ,X,O,O,X,X,X,X
OSTJIZL,X,O,O,X,X,X,X
OSTJLIZ,X,O,O,X,X,X,X
OSTJLZI,X,O,O,X,X,X,X
OSTJZIL,X,O,O,X,X,X,X
OSTJZLI,X,O,O,X,X,X,X
OSTZILJ,O,X,O,X,X,X,X
OSTZIJL,O,X,O,X,X,X,X
OSTZLIJ,O,X,O,X,X,X,X
OSTZLJI,O,X,O,X,X,X,X
OSTZJIL,O,X,O,X,X,X,X
OSTZJLI,O,X,O,X,X,X,X
OSITLJZ,X,O,O,O,X,X,X
OSITLZJ,O,X,O,O,X,X,X
OSITJLZ,X,O,O,X,X,X,X
OSITJZL,X,O,O,X,X,X,X
OSITZLJ,O,X,O,X,X,X,X
OSITZJL,O,X,O,X,X,X,X
OSILTJZ,X,X,O,O,X,X,X
OSILTZJ,O,X,O,O,X,X,X
OSILJTZ,X,X,O,X,X,X,X
OSILJZT,O,X,X,X,O,X,X
OSILZTJ,O,X,X,X,X,X,X
OSILZJT,O,X,X,X,X,X,X
OSIJTLZ,X,O,O,X,X,X,X
OSIJTZL,X,O,O,X,X,X,X
OSIJLTZ,X,X,O,X,X,X,X
OSIJLZT,O,X,X,X,O,X,X
OSIJZTL,O,X,O,X,X,X,X
OSIJZLT,O,X,X,X,X,X,X
OSIZTLJ,O,X,O,X,X,X,X
OSIZTJL,O,X,O,X,X,X,X
OSIZLTJ,O,X,X,X,X,X,X
OSIZLJT,O,X,X,X,X,X,X
OSIZJTL,O,X,O,X,X,X,X
OSIZJLT,O,X,X,X,X,X,X
OSLTIJZ,X,X,O,O,X,X,X
OSLTIZJ,O,X,O,O,X,X,X
OSLTJIZ,X,X,O,O,X,X,O
OSLTJZI,X,X,O,O,X,X,O
OSLTZIJ,O,X,O,O,X,X,X
OSLTZJI,O,X,O,O,X,X,X
OSLITJZ,X,X,O,O,X,X,X
OSLITZJ,O,X,O,O,X,X,X
OSLIJTZ,X,X,O,X,X,X,O
OSLIJZT,O,X,X,X,O,X,X
OSLIZTJ,O,X,X,X,X,X,X
OSLIZJT,O,X,X,X,X,X,X
OSLJTIZ,X,X,O,O,X,O,O
OSLJTZI,X,X,O,O,O,O,O
OSLJITZ,X,X,O,X,X,X,O
OSLJIZT,O,X,X,X,O,X,X
OSLJZTI,O,X,X,X,O,X,O
OSLJZIT,O,X,X,X,O,X,X
OSLZTIJ,O,X,X,O,X,X,X
OSLZTJI,O,X,X,O,X,X,X
OSLZITJ,O,X,X,X,X,X,X
OSLZIJT,O,X,X,X,X,X,X
OSLZJTI,O,X,X,X,X,O,O
OSLZJIT,O,X,X,X,X,X,X
OSJTILZ,X,O,O,X,X,X,X
OSJTIZL,X,O,O,X,X,X,X
OSJTLIZ,X,O,O,X,X,X,X
OSJTLZI,X,O,O,X,X,X,X
OSJTZIL,X,O,O,X,X,X,X
OSJTZLI,X,O,O,X,X,X,X
OSJITLZ,X,O,O,X,X,X,X
OSJITZL,X,O,O,X,X,X,X
OSJILTZ,X,X,O,X,X,X,X
OSJILZT,O,X,X,X,O,X,X
OSJIZTL,O,X,O,X,X,X,X
OSJIZLT,O,X,X,X,X,X,X
OSJLTIZ,X,X,O,X,X,O,O
OSJLTZI,X,X,O,X,O,O,O
OSJLITZ,X,X,O,X,X,X,O
OSJLIZT,O,X,X,X,O,X,X
OSJLZTI,O,X,X,X,O,X,O
OSJLZIT,O,X,X,X,O,X,X
OSJZTIL,O,X,O,X,X,X,X
OSJZTLI,O,X,O,X,X,X,X
OSJZITL,O,X,O,X,X,X,X
OSJZILT,O,X,X,X,X,X,X
OSJZLTI,O,X,X,X,X,X,X
OSJZLIT,O,X,X,X,X,X,X
OSZTILJ,O,X,O,X,X,X,X
OSZTIJL,O,X,O,X,X,X,X
OSZTLIJ,O,X,O,X,X,X,X
OSZTLJI,O,X,O,X,X,X,X
OSZTJIL,O,X,O,X,X,X,X
OSZTJLI,O,X,O,X,X,X,X
OSZITLJ,O,X,O,X,X,X,X
OSZITJL,O,X,O,X,X,X,X
OSZILTJ,O,X,X,X,X,X,X
OSZILJT,O,X,X,X,X,X,X
OSZIJTL,O,X,O,X,X,X,X
OSZIJLT,O,X,X,X,X,X,X
OSZLTIJ,O,X,X,X,X,X,X
OSZLTJI,O,X,X,X,X,X,X
OSZLITJ,O,X,X,X,X,X,X
OSZLIJT,O,X,X,X,X,X,X
OSZLJTI,O,X,X,X,X,X,X
OSZLJIT,O,X,X,X,X,X,X
OSZJTIL,O,X,O,X,X,X,X
OSZJTLI,O,X,O,X,X,X,X
OSZJITL,O,X,O,X,X,X,X
OSZJILT,O,X,X,X,X,X,X
OSZJLTI,O,X,X,X,X,X,X
OSZJLIT,O,X,X,X,X,X,X
OZTILJS,X,O,X,O,X,X,X
OZTILSJ,X,X,X,O,X,X,X
OZTIJLS,X,O,X,X,X,X,X
OZTIJSL,O,O,X,X,X,X,X
OZTISLJ,O,X,X,X,X,X,X
OZTISJL,O,X,X,X,X,X,X
OZTLIJS,X,O,X,O,X,X,X
OZTLISJ,X,X,X,O,X,X,X
OZTLJIS,X,O,X,O,X,X,X
OZTLJSI,X,O,X,O,X,X,X
