sequence,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBCiB8?qBTnB1wB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBTiB6?qBcrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBlmBc?sBzqBCsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBXiB6?qBcsBTrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBTiBllBc?rBXsBCrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBllBcrBT?nBCrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBfnB6nBl?lB0rBzqB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFRhB+nBcpBl?lBXrBzrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFWnBcpBllBx?rBzqBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JexBJvhFTkBllB3mBc?sBipBWwB
IOSZLTJ,X,O,O,O,O,X,X,X,X,X
IOSZLJT,X,O,O,O,O,X,X,X,X,X
IOSZJTL,X,O,O,O,O,O,X,X,X,X
IOSZJLT,X,O,O,O,O,X,X,X,X,X
IOZTLJS,O,X,O,O,X,O,X,X,O,X
IOZTLSJ,O,X,O,O,X,X,X,X,X,X
IOZTJLS,O,X,O,O,X,O,X,X,O,X
IOZTJSL,O,O,O,O,O,O,O,X,X,X
IOZTSLJ,O,O,O,O,O,X,O,X,X,O
IOZTSJL,O,O,O,O,O,O,O,X,X,O
IOZLTJS,O,O,O,O,X,O,X,X,O,X
IOZLTSJ,O,O,O,O,X,X,X,X,X,X
IOZLJTS,O,O,O,O,X,O,X,X,O,X
IOZLJST,X,O,O,O,X,X,X,X,X,X
IOZLSTJ,X,O,O,O,X,X,X,X,X,O
IOZLSJT,X,O,O,O,X,X,X,X,X,X
IOZJTLS,O,X,O,O,X,O,X,X,O,X
IOZJTSL,O,O,O,O,O,O,O,X,X,X
IOZJLTS,O,X,O,O,X,O,X,X,O,X
IOZJLST,X,X,O,O,X,X,X,X,X,X
IOZJSTL,X,O,O,O,O,O,O,X,X,O
IOZJSLT,X,O,O,O,O,X,O,X,X,X
IOZSTLJ,X,O,O,O,O,X,O,X,X,O
IOZSTJL,X,O,O,O,O,O,O,X,X,O
IOZSLTJ,X,O,O,O,O,X,O,X,X,O
IOZSLJT,X,O,O,O,O,X,O,X,X,X
IOZSJTL,X,O,O,O,O,O,O,X,X,O
IOZSJLT,X,O,O,O,O,X,O,X,X,X
LTIJSZO,O,O,X,O,X,X,X,X,X,X
LTIJSOZ,X,O,X,O,X,X,X,X,X,X
LTIJZSO,O,O,X,O,O,X,O,X,O,X
LTIJZOS,O,O,X,O,X,O,X,X,O,X
LTIJOSZ,O,X,X,O,X,X,X,X,X,X
LTIJOZS,O,O,X,O,X,X,X,X,X,X
LTISJZO,O,O,X,O,X,X,X,X,X,X
LTISJOZ,X,O,X,O,X,X,X,X,X,X
LTISZJO,O,O,X,O,X,X,X,X,X,X
LTISZOJ,O,O,X,O,X,X,X,X,X,X
LTISOJZ,X,O,X,O,X,X,X,X,X,X
LTISOZJ,X,O,X,O,X,X,X,X,X,X
LTIZJSO,O,O,X,O,O,X,O,X,O,X
LTIZJOS,O,O,X,O,X,O,X,X,O,X
LTIZSJO,O,O,X,O,O,X,O,X,O,X
LTIZSOJ,O,O,X,O,O,X,O,X,X,X
LTIZOJS,O,O,X,O,X,O,X,X,O,X
LTIZOSJ,O,O,X,O,X,X,X,X,X,X
LTIOJSZ,O,X,X,O,X,X,X,X,X,X
LTIOJZS,O,O,X,O,X,X,X,X,X,X
LTIOSJZ,O,X,X,O,X,X,X,X,X,X
LTIOSZJ,O,X,X,O,X,X,X,X,X,X
LTIOZJS,O,O,X,O,X,X,X,X,X,X
LTIOZSJ,O,O,X,O,X,X,X,X,X,X
LTJISZO,O,O,X,O,X,X,X,X,X,X
LTJISOZ,X,O,X,O,X,X,X,X,X,X
LTJIZSO,O,O,X,O,O,X,O,X,X,X
LTJIZOS,O,O,X,O,X,O,X,X,X,X
LTJIOSZ,O,X,X,O,X,X,X,X,X,X
LTJIOZS,O,O,X,O,X,X,X,X,X,X
LTJSIZO,O,O,X,O,X,X,X,X,X,X
LTJSIOZ,X,O,X,O,X,X,X,X,X,X
LTJSZIO,O,O,X,O,X,X,X,X,X,X
LTJSZOI,O,O,X,O,X,X,X,X,X,X
LTJSOIZ,X,O,X,O,X,X,X,X,X,X
LTJSOZI,X,O,X,O,X,X,X,X,X,X
LTJZISO,O,O,X,O,O,X,O,X,X,X
LTJZIOS,O,O,X,O,X,O,X,X,X,X
LTJZSIO,O,O,X,O,O,X,O,X,X,X
LTJZSOI,O,O,X,O,O,X,O,X,X,X
LTJZOIS,O,O,X,O,X,O,X,X,X,X
LTJZOSI,O,O,X,O,X,X,X,X,X,X
LTJOISZ,O,X,X,O,X,X,X,X,X,X
LTJOIZS,O,O,X,O,X,X,X,X,X,X
LTJOSIZ,O,X,X,O,X,X,X,X,X,X
LTJOSZI,O,X,X,O,X,X,X,X,X,X
LTJOZIS,O,O,X,O,X,X,X,X,X,X
LTJOZSI,O,O,X,O,X,X,X,X,X,X
LTSIJZO,O,O,X,O,X,X,X,O,X,X
LTSIJOZ,X,O,X,O,X,X,X,X,X,X
LTSIZJO,O,O,X,O,X,X,X,O,X,X
LTSIZOJ,O,O,X,O,X,X,X,O,X,X
LTSIOJZ,X,O,X,O,X,X,X,X,X,X
LTSIOZJ,X,O,X,O,X,X,X,X,X,X
LTSJIZO,O,O,X,O,X,X,X,O,X,X
LTSJIOZ,X,O,X,O,X,X,X,X,X,X
LTSJZIO,O,O,X,O,X,X,X,O,X,X
LTSJZOI,O,O,X,O,X,X,X,O,X,X
LTSJOIZ,X,O,X,O,X,X,X,X,X,X
LTSJOZI,X,O,X,O,X,X,X,X,X,X
LTSZIJO,O,O,X,O,X,X,X,O,X,X
LTSZIOJ,O,O,X,O,X,X,X,O,X,X
LTSZJIO,O,O,X,O,X,X,X,O,X,X
LTSZJOI,O,O,X,O,X,X,X,O,X,X
LTSZOIJ,O,O,X,O,X,X,X,O,X,X
LTSZOJI,O,O,X,O,X,X,X,O,X,X
LTSOIJZ,X,O,X,O,X,X,X,X,X,X
LTSOIZJ,X,O,X,O,X,X,X,X,X,X
LTSOJIZ,X,O,X,O,X,X,X,X,X,X
LTSOJZI,X,O,X,O,X,X,X,X,X,X
LTSOZIJ,X,O,X,O,X,X,X,X,X,X
LTSOZJI,X,O,X,O,X,X,X,X,X,X
LTZIJSO,O,O,X,O,O,X,O,X,O,X
LTZIJOS,O,O,X,O,X,O,X,X,O,X
LTZISJO,O,O,X,O,O,X,O,O,O,X
LTZISOJ,O,O,X,O,O,X,O,O,X,X
LTZIOJS,O,O,X,O,X,O,X,X,O,X
LTZIOSJ,O,O,X,O,X,X,X,X,X,X
LTZJISO,O,O,X,O,O,X,O,X,O,X
LTZJIOS,O,O,X,O,X,O,X,X,O,X
LTZJSIO,O,O,X,O,O,X,O,O,X,X
LTZJSOI,O,O,X,O,O,X,O,O,X,X
LTZJOIS,O,O,X,O,X,O,X,X,X,X
LTZJOSI,O,O,X,O,X,X,X,X,X,X
LTZSIJO,O,O,X,O,O,X,O,O,O,X
LTZSIOJ,O,O,X,O,O,X,O,O,X,O
LTZSJIO,O,O,X,O,O,X,O,O,X,X
LTZSJOI,O,O,X,O,O,X,O,O,X,X
LTZSOIJ,O,O,X,O,O,X,O,O,X,O
LTZSOJI,O,O,X,O,O,X,O,O,X,O
LTZOIJS,O,O,X,O,X,O,X,X,O,X
LTZOISJ,O,O,X,O,X,X,X,X,X,X
LTZOJIS,O,O,X,O,X,O,X,X,X,X
LTZOJSI,O,O,X,O,X,X,X,X,X,X
LTZOSIJ,O,O,X,O,X,X,X,O,X,O
LTZOSJI,O,O,X,O,X,X,X,O,X,O
LTOIJSZ,O,X,X,O,X,X,X,X,X,X
LTOIJZS,O,O,X,O,X,X,X,X,X,X
LTOISJZ,O,X,X,O,X,X,X,X,X,X
LTOISZJ,O,X,X,O,X,X,X,X,X,X
LTOIZJS,O,O,X,O,X,X,X,X,X,X
LTOIZSJ,O,O,X,O,X,X,X,X,X,X
LTOJISZ,O,X,X,O,X,X,X,X,X,X
LTOJIZS,O,O,X,O,X,X,X,X,X,X
LTOJSIZ,O,X,X,O,X,X,X,X,X,X
LTOJSZI,O,X,X,O,X,X,X,X,X,X
LTOJZIS,O,O,X,O,X,X,X,X,X,X
LTOJZSI,O,O,X,O,X,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,X,X,X,X,X
LTOSIZJ,O,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,X,X,O,X,X,X,X,X,X
LTOSJZI,O,X,X,O,X,X,X,X,X,X
LTOSZIJ,O,X,X,O,X,X,X,X,X,X
LTOSZJI,O,X,X,O,X,X,X,X,X,X
LTOZIJS,O,O,X,O,X,X,X,X,X,X
LTOZISJ,O,O,X,O,X,X,X,X,X,X
LTOZJIS,O,O,X,O,X,X,X,X,X,X
LTOZJSI,O,O,X,O,X,X,X,X,X,X
LTOZSIJ,O,O,X,O,X,X,X,X,X,O
LTOZSJI,O,O,X,O,X,X,X,X,X,O
LITJSZO,O,O,X,O,X,X,X,X,X,X
LITJSOZ,X,O,X,O,X,X,X,X,X,X
LITJZSO,O,O,X,O,O,X,O,X,O,X
LITJZOS,O,O,X,O,X,O,X,X,O,X
LITJOSZ,O,X,X,O,X,X,X,X,X,X
LITJOZS,O,O,X,O,X,X,X,X,X,X
LITSJZO,O,O,X,O,X,X,X,X,X,X
LITSJOZ,X,O,X,O,X,X,X,X,X,X
LITSZJO,O,O,X,O,X,X,X,X,X,X
LITSZOJ,O,O,X,O,X,X,X,X,X,X
LITSOJZ,X,O,X,O,X,X,X,X,X,X
LITSOZJ,X,O,X,O,X,X,X,X,X,X
LITZJSO,O,O,X,O,O,X,O,X,O,X
LITZJOS,O,O,X,O,X,O,X,X,O,X
LITZSJO,O,O,X,O,O,X,O,X,O,X
LITZSOJ,O,O,X,O,O,X,O,X,X,X
LITZOJS,O,O,X,O,X,O,X,X,O,X
LITZOSJ,O,O,X,O,X,X,X,X,X,X
LITOJSZ,O,X,X,O,X,X,X,X,X,X
LITOJZS,O,O,X,O,X,X,X,X,X,X
LITOSJZ,O,X,X,O,X,X,X,X,X,X
LITOSZJ,O,X,X,O,X,X,X,X,X,X
LITOZJS,O,O,X,O,X,X,X,X,X,X
LITOZSJ,O,O,X,O,X,X,X,X,X,X
LIJTSZO,O,O,X,O,X,X,X,X,X,X
LIJTSOZ,X,O,X,O,X,X,X,X,X,X
LIJTZSO,O,O,X,O,O,X,O,X,O,X
LIJTZOS,O,O,X,O,X,O,X,X,O,X
LIJTOSZ,O,X,X,O,X,X,X,X,X,X
LIJTOZS,O,O,X,O,X,X,X,X,X,X
LIJSTZO,X,O,X,O,X,X,X,X,X,X
LIJSTOZ,X,O,X,O,X,X,X,X,X,X
LIJSZTO,X,O,X,O,O,X,X,X,X,X
LIJSZOT,X,O,X,O,O,X,X,X,X,X
LIJSOTZ,X,O,X,O,X,X,X,X,X,X
LIJSOZT,X,O,O,O,O,X,X,X,X,X
LIJZTSO,X,O,X,O,O,X,O,X,O,X
LIJZTOS,X,O,X,O,X,O,X,X,O,X
LIJZSTO,X,O,X,O,O,X,O,X,O,X
LIJZSOT,X,O,X,O,O,X,O,X,X,X
LIJZOTS,X,O,O,O,X,O,X,X,O,X
LIJZOST,X,O,O,O,X,X,X,X,X,X
LIJOTSZ,O,X,X,O,X,X,X,X,X,X
LIJOTZS,O,O,X,O,X,X,X,X,X,X
LIJOSTZ,O,O,X,O,X,X,X,X,X,X
LIJOSZT,X,O,O,O,X,X,X,X,X,X
LIJOZTS,O,O,O,O,X,O,X,X,X,X
LIJOZST,X,O,O,O,X,X,X,X,X,X
LISTJZO,X,O,X,O,X,X,X,X,X,X
LISTJOZ,X,O,X,O,X,X,X,X,X,X
LISTZJO,X,O,X,O,X,X,X,X,X,X
LISTZOJ,X,O,X,O,X,X,X,X,X,X
LISTOJZ,X,O,X,O,X,X,X,X,X,X
LISTOZJ,X,O,X,O,X,X,X,X,X,X
LISJTZO,X,O,X,O,X,X,X,X,X,X
LISJTOZ,X,O,X,O,X,X,X,X,X,X
LISJZTO,X,O,X,O,O,X,X,X,X,X
LISJZOT,X,O,X,O,O,X,X,X,X,X
LISJOTZ,X,O,X,O,X,X,X,X,X,X
LISJOZT,X,O,O,O,O,X,X,X,X,X
LISZTJO,X,O,X,O,O,X,X,X,X,X
LISZTOJ,X,O,X,O,O,X,X,X,X,X
LISZJTO,X,O,X,O,O,X,X,X,X,X
LISZJOT,X,O,X,O,O,X,X,X,X,X
LISZOTJ,X,O,X,O,O,X,X,X,X,X
LISZOJT,X,O,X,O,O,X,X,X,X,X
LISOTJZ,X,O,X,O,X,X,X,X,X,X
LISOTZJ,X,O,X,O,X,X,X,X,X,X
LISOJTZ,X,O,X,O,X,X,X,X,X,X
LISOJZT,X,O,O,O,O,X,X,X,X,X
LISOZTJ,X,O,O,O,O,X,X,X,X,X
LISOZJT,X,O,O,O,O,X,X,X,X,X
LIZTJSO,X,O,X,O,O,X,O,X,O,X
LIZTJOS,X,O,X,O,X,O,X,X,O,X
LIZTSJO,X,O,X,O,O,X,O,X,O,X
LIZTSOJ,X,O,X,O,O,X,O,X,X,X
LIZTOJS,X,O,X,O,X,O,X,X,O,X
LIZTOSJ,X,O,X,O,X,X,X,X,X,X
LIZJTSO,X,O,X,O,O,X,O,X,O,X
LIZJTOS,X,O,X,O,X,O,X,X,O,X
LIZJSTO,X,O,X,O,O,X,O,X,O,X
LIZJSOT,X,O,X,O,O,X,O,X,X,X
LIZJOTS,X,O,O,O,X,O,X,X,O,X
LIZJOST,X,O,O,O,X,X,X,X,X,X
LIZSTJO,X,O,X,O,O,X,O,X,O,X
LIZSTOJ,X,O,X,O,O,X,O,X,X,X
LIZSJTO,X,O,X,O,O,X,O,X,O,X
LIZSJOT,X,O,X,O,O,X,O,X,X,X
LIZSOTJ,X,O,X,O,O,X,O,X,X,X
LIZSOJT,X,O,X,O,O,X,O,X,X,X
LIZOTJS,X,O,O,O,X,O,X,X,O,X
LIZOTSJ,X,O,O,O,X,X,X,X,X,X
LIZOJTS,X,O,O,O,X,O,X,X,O,X
LIZOJST,X,O,O,O,X,X,X,X,X,X
LIZOSTJ,X,O,O,O,X,X,X,X,X,X
LIZOSJT,X,O,O,O,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,X,X,X,X,X
LIOTJZS,O,O,X,O,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,X,X,X,X
LIOTSZJ,O,X,X,O,X,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X,X
LIOTZSJ,O,O,X,O,X,X,X,X,X,X
LIOJTSZ,O,X,X,O,X,X,X,X,X,X
LIOJTZS,O,O,X,O,X,X,X,X,X,X
LIOJSTZ,O,O,X,O,X,X,X,X,X,X
LIOJSZT,X,O,O,O,X,X,X,X,X,X
LIOJZTS,O,O,O,O,X,O,X,X,X,X
LIOJZST,X,O,O,O,X,X,X,X,X,X
LIOSTJZ,O,O,X,O,X,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,X,X,X,X
LIOSJTZ,O,O,X,O,X,X,X,X,X,X
LIOSJZT,X,O,O,O,X,X,X,X,X,X
LIOSZTJ,X,O,O,O,X,X,X,X,X,X
LIOSZJT,X,O,O,O,X,X,X,X,X,X
LIOZTJS,O,O,O,O,X,O,X,X,X,X
LIOZTSJ,O,O,O,O,X,X,X,X,X,X
LIOZJTS,O,O,O,O,X,O,X,X,X,X
LIOZJST,X,O,O,O,X,X,X,X,X,X
LIOZSTJ,X,O,O,O,X,X,X,X,X,X
LIOZSJT,X,O,O,O,X,X,X,X,X,X
LJTISZO,O,O,X,O,X,X,X,X,X,X
LJTISOZ,X,O,X,O,X,X,X,X,X,X
LJTIZSO,O,O,X,O,O,X,O,X,X,X
LJTIZOS,O,O,X,O,X,O,X,X,X,X
LJTIOSZ,O,X,X,O,X,X,X,X,X,X
LJTIOZS,O,O,X,O,X,X,X,X,X,X
LJTSIZO,O,O,X,O,X,X,X,X,X,X
LJTSIOZ,X,O,X,O,X,X,X,X,X,X
LJTSZIO,O,O,X,O,X,X,X,X,X,X
LJTSZOI,O,O,X,O,X,X,X,X,X,X
LJTSOIZ,X,O,X,O,X,X,X,X,X,X
LJTSOZI,X,O,X,O,X,X,X,X,X,X
LJTZISO,O,O,X,O,O,X,O,X,X,X
LJTZIOS,O,O,X,O,X,O,X,X,X,X
LJTZSIO,O,O,X,O,O,X,O,X,X,X
LJTZSOI,O,O,X,O,O,X,O,X,X,X
LJTZOIS,O,O,X,O,X,O,X,X,X,X
LJTZOSI,O,O,X,O,X,X,X,X,X,X
LJTOISZ,O,X,X,O,X,X,X,X,X,X
LJTOIZS,O,O,X,O,X,X,X,X,X,X
LJTOSIZ,O,X,X,O,X,X,X,X,X,X
LJTOSZI,O,X,X,O,X,X,X,X,X,X
LJTOZIS,O,O,X,O,X,X,X,X,X,X
LJTOZSI,O,O,X,O,X,X,X,X,X,X
LJITSZO,O,O,X,O,X,X,X,X,X,X
LJITSOZ,X,O,X,O,X,X,X,X,X,X
LJITZSO,O,O,X,O,O,X,O,X,X,X
LJITZOS,O,O,X,O,X,O,X,X,X,X
LJITOSZ,O,X,X,O,X,X,X,X,X,X
LJITOZS,O,O,X,O,X,X,X,X,X,X
LJISTZO,X,O,X,O,X,X,X,X,X,X
LJISTOZ,X,O,X,O,X,X,X,X,X,X
LJISZTO,X,O,X,O,O,X,X,X,X,X
LJISZOT,X,O,X,O,O,X,X,X,X,X
LJISOTZ,X,O,X,O,X,X,X,X,X,X
LJISOZT,X,O,O,O,O,X,X,X,X,X
LJIZTSO,X,O,X,O,O,X,O,X,X,X
LJIZTOS,X,O,X,O,X,O,X,X,X,X
LJIZSTO,X,O,X,O,O,X,O,X,X,X
LJIZSOT,X,O,X,O,O,X,O,X,X,X
LJIZOTS,X,O,O,O,X,O,X,X,X,X
LJIZOST,X,O,O,O,X,X,X,X,X,X
LJIOTSZ,O,X,X,O,X,X,X,X,X,X
LJIOTZS,O,O,X,O,X,X,X,X,X,X
LJIOSTZ,O,O,X,O,X,X,X,X,X,X
LJIOSZT,X,O,O,O,X,X,X,X,X,X
LJIOZTS,O,O,O,O,X,O,X,X,X,X
LJIOZST,X,O,O,O,X,X,X,X,X,X
LJSTIZO,X,O,X,O,X,X,X,O,X,X
LJSTIOZ,X,O,X,O,X,X,X,X,X,X
LJSTZIO,X,O,X,O,X,X,X,O,X,X
LJSTZOI,X,O,X,O,X,X,X,O,X,X
LJSTOIZ,X,O,X,O,X,X,X,X,X,X
LJSTOZI,X,O,X,O,X,X,X,X,X,X
LJSITZO,X,O,X,O,X,X,X,X,X,X
LJSITOZ,X,O,X,O,X,X,X,X,X,X
LJSIZTO,X,O,X,O,O,X,X,X,X,X
LJSIZOT,X,O,X,O,O,X,X,X,X,X
LJSIOTZ,X,O,X,O,X,X,X,X,X,X
LJSIOZT,X,O,O,O,O,X,X,X,X,X
LJSZTIO,X,O,X,O,O,X,X,O,X,X
LJSZTOI,X,O,X,O,O,X,X,O,X,X
LJSZITO,X,O,X,O,O,X,X,O,X,X
LJSZIOT,X,O,X,O,O,X,X,X,X,X
LJSZOTI,X,O,X,O,O,X,X,O,X,X
LJSZOIT,X,O,X,O,O,X,X,X,X,X
LJSOTIZ,X,O,X,O,X,X,X,X,X,X
LJSOTZI,X,O,X,O,X,X,X,X,X,X
LJSOITZ,X,O,X,O,X,X,X,X,X,X
LJSOIZT,X,O,O,O,O,X,X,X,X,X
LJSOZTI,X,O,O,O,O,X,X,X,X,X
LJSOZIT,X,O,O,O,O,X,X,X,X,X
LJZTISO,X,O,X,O,O,X,O,X,X,X
LJZTIOS,X,O,X,O,X,O,X,X,X,X
LJZTSIO,X,O,X,O,O,X,O,O,X,X
LJZTSOI,X,O,X,O,O,X,O,O,X,X
LJZTOIS,X,O,X,O,X,O,X,X,X,X
LJZTOSI,X,O,X,O,X,X,X,X,X,X
LJZITSO,X,O,X,O,O,X,O,X,X,X
LJZITOS,X,O,X,O,X,O,X,X,X,X
LJZISTO,X,O,X,O,O,X,O,O,X,X
LJZISOT,X,O,X,O,O,X,O,X,X,X
LJZIOTS,X,O,O,O,X,O,X,X,X,X
LJZIOST,X,O,O,O,X,X,X,X,X,X
LJZSTIO,X,O,X,O,O,X,O,O,X,X
LJZSTOI,X,O,X,O,O,X,O,O,X,X
LJZSITO,X,O,X,O,O,X,O,O,X,X
LJZSIOT,X,O,X,O,O,X,O,X,X,X
LJZSOTI,X,O,X,O,O,X,O,O,X,X
LJZSOIT,X,O,X,O,O,X,O,X,X,X
LJZOTIS,X,O,O,O,X,O,X,X,X,X
LJZOTSI,X,O,O,O,X,X,X,X,X,X
LJZOITS,X,O,O,O,X,O,X,X,X,X
LJZOIST,X,O,O,O,X,X,X,X,X,X
LJZOSTI,X,O,O,O,X,X,X,O,X,X
LJZOSIT,X,O,O,O,X,X,X,X,X,X
LJOTISZ,O,X,X,O,X,X,X,X,X,X
LJOTIZS,O,O,X,O,X,X,X,X,X,X
LJOTSIZ,O,X,X,O,X,X,X,X,X,X
LJOTSZI,O,X,X,O,X,X,X,X,X,X
LJOTZIS,O,O,X,O,X,X,X,X,X,X
LJOTZSI,O,O,X,O,X,X,X,X,X,X
LJOITSZ,O,X,X,O,X,X,X,X,X,X
LJOITZS,O,O,X,O,X,X,X,X,X,X
LJOISTZ,O,O,X,O,X,X,X,X,X,X
LJOISZT,X,O,O,O,X,X,X,X,X,X
LJOIZTS,O,O,O,O,X,O,X,X,X,X
LJOIZST,X,O,O,O,X,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,X,X
LJOSITZ,O,O,X,O,X,X,X,X,X,X
LJOSIZT,X,O,O,O,X,X,X,X,X,X
LJOSZTI,X,O,O,O,X,X,X,X,X,X
LJOSZIT,X,O,O,O,X,X,X,X,X,X
LJOZTIS,O,O,O,O,X,O,X,X,X,X
LJOZTSI,O,O,O,O,X,X,X,X,X,X
LJOZITS,O,O,O,O,X,O,X,X,X,X
LJOZIST,X,O,O,O,X,X,X,X,X,X
LJOZSTI,X,O,O,O,X,X,X,X,X,X
LJOZSIT,X,O,O,O,X,X,X,X,X,X
LSTIJZO,X,O,X,O,X,X,X,O,X,X
LSTIJOZ,X,O,X,O,X,X,X,X,X,X
LSTIZJO,X,O,X,O,X,X,X,O,X,X
LSTIZOJ,X,O,X,O,X,X,X,O,X,X
LSTIOJZ,X,O,X,O,X,X,X,X,X,X
LSTIOZJ,X,O,X,O,X,X,X,X,X,X
LSTJIZO,X,O,X,O,X,X,X,O,X,X
LSTJIOZ,X,O,X,O,X,X,X,X,X,X
LSTJZIO,X,O,X,O,X,X,X,O,X,X
LSTJZOI,X,O,X,O,X,X,X,O,X,X
LSTJOIZ,X,O,X,O,X,X,X,X,X,X
LSTJOZI,X,O,X,O,X,X,X,X,X,X
LSTZIJO,X,O,X,O,X,X,X,O,X,X
LSTZIOJ,X,O,X,O,X,X,X,O,X,X
LSTZJIO,X,O,X,O,X,X,X,O,X,X
LSTZJOI,X,O,X,O,X,X,X,O,X,X
LSTZOIJ,X,O,X,O,X,X,X,O,X,X
LSTZOJI,X,O,X,O,X,X,X,O,X,X
LSTOIJZ,X,O,X,O,X,X,X,X,X,X
LSTOIZJ,X,O,X,O,X,X,X,X,X,X
LSTOJIZ,X,O,X,O,X,X,X,X,X,X
LSTOJZI,X,O,X,O,X,X,X,X,X,X
LSTOZIJ,X,O,X,O,X,X,X,X,X,X
LSTOZJI,X,O,X,O,X,X,X,X,X,X
LSITJZO,X,O,X,O,X,X,X,X,X,X
LSITJOZ,X,O,X,O,X,X,X,X,X,X
LSITZJO,X,O,X,O,X,X,X,X,X,X
LSITZOJ,X,O,X,O,X,X,X,X,X,X
LSITOJZ,X,O,X,O,X,X,X,X,X,X
LSITOZJ,X,O,X,O,X,X,X,X,X,X
LSIJTZO,X,O,X,O,X,X,X,X,X,X
LSIJTOZ,X,O,X,O,X,X,X,X,X,X
LSIJZTO,X,O,X,O,O,X,X,X,X,X
LSIJZOT,X,O,X,O,O,X,X,X,X,X
LSIJOTZ,X,O,X,O,X,X,X,X,X,X
LSIJOZT,X,O,O,O,O,X,X,X,X,X
LSIZTJO,X,O,X,O,O,X,X,X,X,X
LSIZTOJ,X,O,X,O,O,X,X,X,X,X
LSIZJTO,X,O,X,O,O,X,X,X,X,X
LSIZJOT,X,O,X,O,O,X,X,X,X,X
LSIZOTJ,X,O,X,O,O,X,X,X,X,X
LSIZOJT,X,O,X,O,O,X,X,X,X,X
LSIOTJZ,X,O,X,O,X,X,X,X,X,X
LSIOTZJ,X,O,X,O,X,X,X,X,X,X
LSIOJTZ,X,O,X,O,X,X,X,X,X,X
LSIOJZT,X,O,O,O,O,X,X,X,X,X
LSIOZTJ,X,O,O,O,O,X,X,X,X,X
LSIOZJT,X,O,O,O,O,X,X,X,X,X
LSJTIZO,X,O,X,O,X,X,X,O,X,X
LSJTIOZ,X,O,X,O,X,X,X,X,X,X
LSJTZIO,X,O,X,O,X,X,X,O,X,X
LSJTZOI,X,O,X,O,X,X,X,O,X,X
LSJTOIZ,X,O,X,O,X,X,X,X,X,X
LSJTOZI,X,O,X,O,X,X,X,X,X,X
LSJITZO,X,O,X,O,X,X,X,X,X,X
LSJITOZ,X,O,X,O,X,X,X,X,X,X
LSJIZTO,X,O,X,O,O,X,X,X,X,X
LSJIZOT,X,O,X,O,O,X,X,X,X,X
LSJIOTZ,X,O,X,O,X,X,X,X,X,X
LSJIOZT,X,O,O,O,O,X,X,X,X,X
LSJZTIO,X,O,X,O,O,X,X,O,X,X
LSJZTOI,X,O,X,O,O,X,X,O,X,X
LSJZITO,X,O,X,O,O,X,X,O,X,X
LSJZIOT,X,O,X,O,O,X,X,X,X,X
LSJZOTI,X,O,X,O,O,X,X,O,X,X
LSJZOIT,X,O,X,O,O,X,X,X,X,X
LSJOTIZ,X,O,X,O,X,X,X,X,X,X
LSJOTZI,X,O,X,O,X,X,X,X,X,X
LSJOITZ,X,O,X,O,X,X,X,X,X,X
LSJOIZT,X,O,O,O,O,X,X,X,X,X
LSJOZTI,X,O,O,O,O,X,X,X,X,X
LSJOZIT,X,O,O,O,O,X,X,X,X,X
LSZTIJO,X,O,X,O,O,X,X,O,X,X
LSZTIOJ,X,O,X,O,O,X,X,O,X,X
LSZTJIO,X,O,X,O,O,X,X,O,X,X
LSZTJOI,X,O,X,O,O,X,X,O,X,X
LSZTOIJ,X,O,X,O,O,X,X,O,X,X
LSZTOJI,X,O,X,O,O,X,X,O,X,X
LSZITJO,X,O,X,O,O,X,X,O,X,X
LSZITOJ,X,O,X,O,O,X,X,O,X,X
LSZIJTO,X,O,X,O,O,X,X,O,X,X
LSZIJOT,X,O,X,O,O,X,X,X,X,X
LSZIOTJ,X,O,X,O,O,X,X,X,X,X
LSZIOJT,X,O,X,O,O,X,X,X,X,X
LSZJTIO,X,O,X,O,O,X,X,O,X,X
LSZJTOI,X,O,X,O,O,X,X,O,X,X
LSZJITO,X,O,X,O,O,X,X,O,X,X
LSZJIOT,X,O,X,O,O,X,X,X,X,X
LSZJOTI,X,O,X,O,O,X,X,O,X,X
LSZJOIT,X,O,X,O,O,X,X,X,X,X
LSZOTIJ,X,O,X,O,O,X,X,O,X,X
