sequence,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeOEJvhFdlBzgBCiB5?oBXnBUrB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeNEJvhFUgBGhBTiB5?oByqB3rB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeNEJvhFalBulB3hBc?nB5oBTrB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeNEJvhFalBulBcmBT?iB5oB3rB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeOEJvhFdlBzgBcnB5?oBSrB3rB,v115@FhA8IeA8BeA8EeB8AeD8BeC8KeNEJvhF3gBGiB5oBK?rBzrBUqB
OJLISZT,X,X,X,X,X,O
OJLIZTS,X,O,O,X,O,O
OJLIZST,X,X,O,X,X,O
OJLSTIZ,X,O,X,X,X,O
OJLSTZI,X,O,X,X,X,O
OJLSITZ,X,O,X,X,X,O
OJLSIZT,X,X,X,X,X,O
OJLSZTI,X,X,X,X,X,O
OJLSZIT,X,X,X,X,X,O
OJLZTIS,X,O,O,X,O,O
OJLZTSI,X,O,O,X,O,O
OJLZITS,X,O,O,X,O,O
OJLZIST,X,X,O,X,X,O
OJLZSTI,X,X,O,X,X,O
OJLZSIT,X,X,O,X,X,O
OJSTILZ,O,O,O,O,X,O
OJSTIZL,O,O,O,O,X,X
OJSTLIZ,O,O,O,O,X,O
OJSTLZI,O,O,O,O,X,O
OJSTZIL,O,O,O,O,X,X
OJSTZLI,O,O,O,O,X,X
OJSITLZ,O,O,O,O,X,O
OJSITZL,O,O,O,O,X,X
OJSILTZ,O,O,X,X,X,O
OJSILZT,X,O,X,X,X,O
OJSIZTL,O,O,O,O,X,X
OJSIZLT,O,O,O,O,X,X
OJSLTIZ,O,O,X,X,X,O
OJSLTZI,O,O,X,X,X,O
OJSLITZ,O,O,X,X,X,O
OJSLIZT,X,O,X,X,X,O
OJSLZTI,X,O,X,X,X,O
OJSLZIT,X,O,X,X,X,O
OJSZTIL,O,O,O,O,X,X
OJSZTLI,O,O,O,O,X,X
OJSZITL,O,O,O,O,X,X
OJSZILT,O,O,O,O,X,X
OJSZLTI,O,O,O,O,X,X
OJSZLIT,O,O,O,O,X,X
OJZTILS,O,X,O,X,O,O
OJZTISL,O,X,O,X,X,X
OJZTLIS,O,X,O,X,O,O
OJZTLSI,O,X,O,X,O,O
OJZTSIL,O,X,O,X,X,X
OJZTSLI,O,X,O,X,X,X
OJZITLS,O,X,O,X,O,O
OJZITSL,O,X,O,X,X,X
OJZILTS,X,X,O,X,O,O
OJZILST,X,X,O,X,X,O
OJZISTL,O,X,O,X,X,X
OJZISLT,O,X,O,X,X,X
OJZLTIS,X,X,O,X,O,O
OJZLTSI,X,X,O,X,O,O
OJZLITS,X,X,O,X,O,O
OJZLIST,X,X,O,X,X,O
OJZLSTI,X,X,O,X,X,O
OJZLSIT,X,X,O,X,X,O
OJZSTIL,O,X,O,X,X,X
OJZSTLI,O,X,O,X,X,X
OJZSITL,O,X,O,X,X,X
OJZSILT,O,X,O,X,X,X
OJZSLTI,O,X,O,X,X,X
OJZSLIT,O,X,O,X,X,X
OSTILJZ,O,O,O,O,X,O
OSTILZJ,O,O,O,O,X,O
OSTIJLZ,O,O,O,O,X,O
OSTIJZL,O,O,O,O,X,X
OSTIZLJ,O,O,O,O,X,X
OSTIZJL,O,O,O,O,X,X
OSTLIJZ,O,O,O,O,X,O
OSTLIZJ,O,O,O,O,X,O
OSTLJIZ,O,O,O,O,X,O
OSTLJZI,O,O,O,O,X,O
OSTLZIJ,O,O,O,O,X,O
OSTLZJI,O,O,O,O,X,O
OSTJILZ,O,O,O,O,X,O
OSTJIZL,O,O,O,O,X,X
OSTJLIZ,O,O,O,O,X,O
OSTJLZI,O,O,O,O,X,O
OSTJZIL,O,O,O,O,X,X
OSTJZLI,O,O,O,O,X,X
OSTZILJ,O,O,O,O,X,X
OSTZIJL,O,O,O,O,X,X
OSTZLIJ,O,O,O,O,X,X
OSTZLJI,O,O,O,O,X,X
OSTZJIL,O,O,O,O,X,X
OSTZJLI,O,O,O,O,X,X
OSITLJZ,O,O,O,O,X,O
OSITLZJ,O,O,O,O,X,O
OSITJLZ,O,O,O,O,X,O
OSITJZL,O,O,O,O,X,X
OSITZLJ,O,O,O,O,X,X
OSITZJL,O,O,O,O,X,X
OSILTJZ,O,O,X,O,X,O
OSILTZJ,O,O,X,O,X,O
OSILJTZ,O,O,X,X,X,O
OSILJZT,X,O,X,X,X,O
OSILZTJ,X,O,X,O,X,O
OSILZJT,X,O,X,O,X,O
OSIJTLZ,O,O,O,O,X,O
OSIJTZL,O,O,O,O,X,X
OSIJLTZ,O,O,X,X,X,O
OSIJLZT,X,O,X,X,X,O
OSIJZTL,O,O,O,O,X,X
OSIJZLT,O,O,O,O,X,X
OSIZTLJ,O,O,O,O,X,X
OSIZTJL,O,O,O,O,X,X
OSIZLTJ,O,O,O,O,X,X
OSIZLJT,O,O,O,O,X,X
OSIZJTL,O,O,O,O,X,X
OSIZJLT,O,O,O,O,X,X
OSLTIJZ,O,O,X,O,X,O
OSLTIZJ,O,O,X,O,X,O
OSLTJIZ,O,O,X,O,X,O
OSLTJZI,O,O,X,O,X,O
OSLTZIJ,O,O,X,O,X,O
OSLTZJI,O,O,X,O,X,O
OSLITJZ,O,O,X,O,X,O
OSLITZJ,O,O,X,O,X,O
OSLIJTZ,O,O,X,X,X,O
OSLIJZT,X,O,X,X,X,O
OSLIZTJ,X,O,X,O,X,O
OSLIZJT,X,O,X,O,X,O
OSLJTIZ,O,O,X,X,X,O
OSLJTZI,O,O,X,X,X,O
OSLJITZ,O,O,X,X,X,O
OSLJIZT,X,O,X,X,X,O
OSLJZTI,X,O,X,X,X,O
OSLJZIT,X,O,X,X,X,O
OSLZTIJ,X,O,X,O,X,O
OSLZTJI,X,O,X,O,X,O
OSLZITJ,X,O,X,O,X,O
OSLZIJT,X,O,X,O,X,O
OSLZJTI,X,O,X,O,X,O
OSLZJIT,X,O,X,O,X,O
OSJTILZ,O,O,O,O,X,O
OSJTIZL,O,O,O,O,X,X
OSJTLIZ,O,O,O,O,X,O
OSJTLZI,O,O,O,O,X,O
OSJTZIL,O,O,O,O,X,X
OSJTZLI,O,O,O,O,X,X
OSJITLZ,O,O,O,O,X,O
OSJITZL,O,O,O,O,X,X
OSJILTZ,O,O,X,X,X,O
OSJILZT,X,O,X,X,X,O
OSJIZTL,O,O,O,O,X,X
OSJIZLT,O,O,O,O,X,X
OSJLTIZ,O,O,X,X,X,O
OSJLTZI,O,O,X,X,X,O
OSJLITZ,O,O,X,X,X,O
OSJLIZT,X,O,X,X,X,O
OSJLZTI,X,O,X,X,X,O
OSJLZIT,X,O,X,X,X,O
OSJZTIL,O,O,O,O,X,X
OSJZTLI,O,O,O,O,X,X
OSJZITL,O,O,O,O,X,X
OSJZILT,O,O,O,O,X,X
OSJZLTI,O,O,O,O,X,X
OSJZLIT,O,O,O,O,X,X
OSZTILJ,O,O,O,O,X,X
OSZTIJL,O,O,O,O,X,X
OSZTLIJ,O,O,O,O,X,X
OSZTLJI,O,O,O,O,X,X
OSZTJIL,O,O,O,O,X,X
OSZTJLI,O,O,O,O,X,X
OSZITLJ,O,O,O,O,X,X
OSZITJL,O,O,O,O,X,X
OSZILTJ,O,O,O,O,X,X
OSZILJT,O,O,O,O,X,X
OSZIJTL,O,O,O,O,X,X
OSZIJLT,O,O,O,O,X,X
OSZLTIJ,O,O,O,O,X,X
OSZLTJI,O,O,O,O,X,X
OSZLITJ,O,O,O,O,X,X
OSZLIJT,O,O,O,O,X,X
OSZLJTI,O,O,O,O,X,X
OSZLJIT,O,O,O,O,X,X
OSZJTIL,O,O,O,O,X,X
OSZJTLI,O,O,O,O,X,X
OSZJITL,O,O,O,O,X,X
OSZJILT,O,O,O,O,X,X
OSZJLTI,O,O,O,O,X,X
OSZJLIT,O,O,O,O,X,X
OZTILJS,O,O,O,X,O,O
OZTILSJ,O,O,O,O,O,O
OZTIJLS,O,O,O,X,O,O
OZTIJSL,O,O,O,X,X,X
OZTISLJ,O,O,O,O,X,X
OZTISJL,O,O,O,O,X,X
OZTLIJS,O,O,O,X,O,O
OZTLISJ,O,O,O,O,O,O
OZTLJIS,O,O,O,X,O,O
OZTLJSI,O,O,O,X,O,O
OZTLSIJ,O,O,O,O,O,O
OZTLSJI,O,O,O,O,O,O
OZTJILS,O,O,O,X,O,O
OZTJISL,O,O,O,X,X,X
OZTJLIS,O,O,O,X,O,O
OZTJLSI,O,O,O,X,O,O
OZTJSIL,O,O,O,X,X,X
OZTJSLI,O,O,O,X,X,X
OZTSILJ,O,O,O,O,X,X
OZTSIJL,O,O,O,O,X,X
OZTSLIJ,O,O,O,O,X,X
OZTSLJI,O,O,O,O,X,X
OZTSJIL,O,O,O,O,X,X
OZTSJLI,O,O,O,O,X,X
OZITLJS,O,O,O,X,O,O
OZITLSJ,O,O,O,O,O,O
OZITJLS,O,O,O,X,O,O
OZITJSL,O,O,O,X,X,X
OZITSLJ,O,O,O,O,X,X
OZITSJL,O,O,O,O,X,X
OZILTJS,O,O,O,X,O,O
OZILTSJ,O,O,O,X,O,O
OZILJTS,X,O,O,X,O,O
OZILJST,X,X,O,X,X,O
OZILSTJ,O,X,O,X,O,O
OZILSJT,O,X,O,X,X,O
OZIJTLS,O,X,O,X,O,O
OZIJTSL,O,X,O,X,X,X
OZIJLTS,X,X,O,X,O,O
OZIJLST,X,X,O,X,X,O
OZIJSTL,O,X,O,X,X,X
OZIJSLT,O,X,O,X,X,X
OZISTLJ,O,O,O,O,X,X
OZISTJL,O,O,O,O,X,X
OZISLTJ,O,O,O,O,X,X
OZISLJT,O,O,O,O,X,X
OZISJTL,O,O,O,O,X,X
OZISJLT,O,O,O,O,X,X
OZLTIJS,O,O,O,X,O,O
OZLTISJ,O,O,O,X,O,O
OZLTJIS,O,O,O,X,O,O
OZLTJSI,O,O,O,X,O,O
OZLTSIJ,O,O,O,X,O,O
OZLTSJI,O,O,O,X,O,O
OZLITJS,O,O,O,X,O,O
OZLITSJ,O,O,O,X,O,O
OZLIJTS,X,O,O,X,O,O
OZLIJST,X,X,O,X,X,O
OZLISTJ,O,X,O,X,O,O
OZLISJT,O,X,O,X,X,O
OZLJTIS,X,O,O,X,O,O
OZLJTSI,X,O,O,X,O,O
OZLJITS,X,O,O,X,O,O
OZLJIST,X,X,O,X,X,O
OZLJSTI,X,X,O,X,X,O
OZLJSIT,X,X,O,X,X,O
OZLSTIJ,O,X,O,X,O,O
OZLSTJI,O,X,O,X,O,O
OZLSITJ,O,X,O,X,O,O
OZLSIJT,O,X,O,X,X,O
OZLSJTI,O,X,O,X,X,O
OZLSJIT,O,X,O,X,X,O
OZJTILS,O,X,O,X,O,O
OZJTISL,O,X,O,X,X,X
OZJTLIS,O,X,O,X,O,O
OZJTLSI,O,X,O,X,O,O
OZJTSIL,O,X,O,X,X,X
OZJTSLI,O,X,O,X,X,X
OZJITLS,O,X,O,X,O,O
OZJITSL,O,X,O,X,X,X
OZJILTS,X,X,O,X,O,O
OZJILST,X,X,O,X,X,O
OZJISTL,O,X,O,X,X,X
OZJISLT,O,X,O,X,X,X
OZJLTIS,X,X,O,X,O,O
OZJLTSI,X,X,O,X,O,O
OZJLITS,X,X,O,X,O,O
OZJLIST,X,X,O,X,X,O
OZJLSTI,X,X,O,X,X,O
OZJLSIT,X,X,O,X,X,O
OZJSTIL,O,X,O,X,X,X
OZJSTLI,O,X,O,X,X,X
OZJSITL,O,X,O,X,X,X
OZJSILT,O,X,O,X,X,X
OZJSLTI,O,X,O,X,X,X
OZJSLIT,O,X,O,X,X,X
OZSTILJ,O,O,O,O,X,X
OZSTIJL,O,O,O,O,X,X
OZSTLIJ,O,O,O,O,X,X
OZSTLJI,O,O,O,O,X,X
OZSTJIL,O,O,O,O,X,X
OZSTJLI,O,O,O,O,X,X
OZSITLJ,O,O,O,O,X,X
OZSITJL,O,O,O,O,X,X
OZSILTJ,O,O,O,O,X,X
OZSILJT,O,O,O,O,X,X
OZSIJTL,O,O,O,O,X,X
OZSIJLT,O,O,O,O,X,X
OZSLTIJ,O,O,O,O,X,X
OZSLTJI,O,O,O,O,X,X
OZSLITJ,O,O,O,O,X,X
OZSLIJT,O,O,O,O,X,X
OZSLJTI,O,O,O,O,X,X
OZSLJIT,O,O,O,O,X,X
OZSJTIL,O,O,O,O,X,X
OZSJTLI,O,O,O,O,X,X
OZSJITL,O,O,O,O,X,X
OZSJILT,O,O,O,O,X,X
OZSJLTI,O,O,O,O,X,X
OZSJLIT,O,O,O,O,X,X
