sequence,v115@OhB8FeA8AeD8DeE8Je0/IvhFxgBdnBGjB/pBarBTqB,v115@OhB8FeA8AeD8DeE8JeT/IvhFxgBdnBGjB/qBarB0pB,v115@OhB8FeA8AeD8DeE8Jex/IvhFNmBanBGjBTkB0qBXqB,v115@OhB8FeA8AeD8DeE8Jex/IvhFNmBanBGjBTkBXqB0qB,v115@OhB8FeA8AeD8DeE8JeT/IvhFNmBanBGjBxpBXqB0qB,v115@OhB8FeA8AeD8DeE8JeNEJvhFRgBanBGjBXmBzpB0qB,v115@OhB8FeA8AeD8DeE8JeT/IvhF0gBdnBGjBypBXmBRvB,v115@OhB8FeA8AeD8DeE8JeNGJvhFanBGjBxkBTkBXqB0qB,v115@OhB8FeA8AeD8DeE8JeNGJvhFanBGjBxkBTkB0qBXqB
IJSZLOT,X,O,X,X,X,X,X,X,X
IJSZOTL,O,O,X,X,X,X,X,X,X
IJSZOLT,O,O,X,X,X,X,X,X,X
IJSOTLZ,O,X,X,O,O,O,X,O,X
IJSOTZL,O,X,X,O,X,O,X,X,X
IJSOLTZ,O,X,X,O,O,O,X,X,X
IJSOLZT,O,X,X,X,X,X,X,X,X
IJSOZTL,O,X,X,O,X,X,X,X,X
IJSOZLT,O,X,X,X,X,X,X,X,X
IJZTLSO,X,X,X,X,O,X,O,X,O
IJZTLOS,X,O,O,X,O,X,O,X,O
IJZTSLO,X,O,X,X,X,X,X,X,O
IJZTSOL,X,O,X,X,X,X,X,X,X
IJZTOLS,X,O,O,X,O,X,X,X,O
IJZTOSL,X,O,O,X,X,X,X,X,X
IJZLTSO,X,X,X,X,O,X,O,X,O
IJZLTOS,X,X,O,X,O,X,O,X,O
IJZLSTO,X,X,X,X,X,X,O,X,X
IJZLSOT,X,X,X,X,X,X,O,X,X
IJZLOTS,X,X,O,X,O,X,O,X,X
IJZLOST,X,X,X,X,X,X,O,X,X
IJZSTLO,X,O,X,X,X,X,X,X,O
IJZSTOL,X,O,X,X,X,X,X,X,X
IJZSLTO,X,O,X,X,X,X,X,X,X
IJZSLOT,X,O,X,X,X,X,X,X,X
IJZSOTL,X,O,X,X,X,X,X,X,X
IJZSOLT,X,O,X,X,X,X,X,X,X
IJZOTLS,X,O,O,X,O,X,X,X,O
IJZOTSL,X,O,O,X,X,X,X,X,X
IJZOLTS,X,X,O,X,O,X,X,X,X
IJZOLST,X,X,X,X,X,X,X,X,X
IJZOSTL,X,O,O,X,X,X,X,X,X
IJZOSLT,X,O,X,X,X,X,X,X,X
IJOTLSZ,O,X,O,O,O,O,O,X,X
IJOTLZS,O,X,O,O,O,O,O,X,X
IJOTSLZ,O,X,O,O,O,O,X,X,X
IJOTSZL,O,X,X,O,X,O,X,X,X
IJOTZLS,X,X,O,O,O,O,X,X,X
IJOTZSL,O,X,O,X,X,X,X,X,X
IJOLTSZ,O,X,O,O,O,O,O,X,X
IJOLTZS,O,X,O,O,O,O,O,X,X
IJOLSTZ,O,X,X,O,O,O,O,X,X
IJOLSZT,O,X,X,X,X,X,O,X,X
IJOLZTS,X,X,O,X,O,X,O,X,X
IJOLZST,X,X,X,X,X,X,O,X,X
IJOSTLZ,O,X,O,O,O,O,X,X,X
IJOSTZL,O,X,X,O,X,O,X,X,X
IJOSLTZ,O,X,X,O,O,O,X,X,X
IJOSLZT,O,X,X,X,X,X,X,X,X
IJOSZTL,O,X,O,O,X,X,X,X,X
IJOSZLT,O,X,X,X,X,X,X,X,X
IJOZTLS,X,X,O,O,O,X,X,X,X
IJOZTSL,X,X,O,X,X,X,X,X,X
IJOZLTS,X,X,O,X,O,X,X,X,X
IJOZLST,X,X,X,X,X,X,X,X,X
IJOZSTL,X,X,O,O,X,X,X,X,X
IJOZSLT,X,X,X,X,X,X,X,X,X
ISTLJZO,O,O,X,X,O,X,O,O,X
ISTLJOZ,O,O,X,O,O,X,O,O,X
ISTLZJO,O,O,X,X,O,X,O,O,X
ISTLZOJ,O,O,X,X,O,X,O,X,X
ISTLOJZ,O,O,X,O,O,X,O,O,X
ISTLOZJ,O,O,X,O,O,X,O,X,X
ISTJLZO,O,O,X,X,O,X,O,O,X
ISTJLOZ,O,O,X,O,O,X,O,O,X
ISTJZLO,O,O,X,X,X,X,X,O,X
ISTJZOL,O,O,X,X,X,X,X,X,X
ISTJOLZ,O,X,X,O,O,X,X,O,X
ISTJOZL,O,O,X,O,X,X,X,X,X
ISTZLJO,O,O,X,X,X,X,X,O,X
ISTZLOJ,O,O,X,X,X,X,X,X,X
ISTZJLO,O,O,X,X,X,X,X,O,X
ISTZJOL,O,O,X,X,X,X,X,X,X
ISTZOLJ,O,O,X,X,X,X,X,X,X
ISTZOJL,O,O,X,X,X,X,X,X,X
ISTOLJZ,O,X,X,O,O,X,X,O,X
ISTOLZJ,O,X,X,O,O,X,X,X,X
ISTOJLZ,O,X,X,O,O,X,X,O,X
ISTOJZL,O,O,X,O,X,X,X,X,X
ISTOZLJ,O,O,X,O,X,X,X,X,X
ISTOZJL,O,O,X,O,X,X,X,X,X
ISLTJZO,O,O,X,X,O,X,O,O,X
ISLTJOZ,O,O,X,O,O,X,O,O,X
ISLTZJO,O,O,X,X,O,X,O,O,X
ISLTZOJ,O,O,X,X,O,X,O,X,X
ISLTOJZ,O,O,X,O,O,X,O,O,X
ISLTOZJ,O,O,X,O,O,X,O,X,X
ISLJTZO,O,O,X,X,O,X,O,O,X
ISLJTOZ,O,O,X,O,O,X,O,O,X
ISLJZTO,O,O,X,X,X,X,O,X,X
ISLJZOT,X,O,X,X,X,X,O,X,X
ISLJOTZ,X,X,X,O,O,O,O,X,X
ISLJOZT,X,X,X,X,X,X,O,X,X
ISLZTJO,O,O,X,X,X,X,O,X,X
ISLZTOJ,O,O,X,X,X,X,O,X,X
ISLZJTO,O,O,X,X,X,X,O,X,X
ISLZJOT,X,O,X,X,X,X,O,X,X
ISLZOTJ,X,O,X,X,X,X,O,X,X
ISLZOJT,X,O,X,X,X,X,O,X,X
ISLOTJZ,X,X,X,O,O,O,O,X,X
ISLOTZJ,X,X,X,O,O,O,O,X,X
ISLOJTZ,X,X,X,O,O,O,O,X,X
ISLOJZT,X,X,X,X,X,X,O,X,X
ISLOZTJ,X,X,X,X,X,X,O,X,X
ISLOZJT,X,X,X,X,X,X,O,X,X
ISJTLZO,O,O,X,X,O,X,O,O,X
ISJTLOZ,O,O,X,O,O,X,O,O,X
ISJTZLO,O,O,X,X,X,X,X,O,X
ISJTZOL,O,O,X,X,X,X,X,X,X
ISJTOLZ,O,X,X,O,O,X,X,O,X
ISJTOZL,O,O,X,O,X,X,X,X,X
ISJLTZO,O,O,X,X,O,X,O,O,X
ISJLTOZ,O,O,X,O,O,X,O,O,X
ISJLZTO,O,O,X,X,X,X,O,X,X
ISJLZOT,X,O,X,X,X,X,O,X,X
ISJLOTZ,X,X,X,O,O,O,O,X,X
ISJLOZT,X,X,X,X,X,X,O,X,X
ISJZTLO,O,O,X,X,X,X,X,O,X
ISJZTOL,O,O,X,X,X,X,X,X,X
ISJZLTO,O,O,X,X,X,X,X,X,X
ISJZLOT,X,O,X,X,X,X,X,X,X
ISJZOTL,O,O,X,X,X,X,X,X,X
ISJZOLT,O,O,X,X,X,X,X,X,X
ISJOTLZ,O,X,X,O,O,O,X,O,X
ISJOTZL,O,X,X,O,X,O,X,X,X
ISJOLTZ,O,X,X,O,O,O,X,X,X
ISJOLZT,O,X,X,X,X,X,X,X,X
ISJOZTL,O,X,X,O,X,X,X,X,X
ISJOZLT,O,X,X,X,X,X,X,X,X
ISZTLJO,O,O,X,X,X,X,X,O,X
ISZTLOJ,O,O,X,X,X,X,X,X,X
ISZTJLO,O,O,X,X,X,X,X,O,X
ISZTJOL,O,O,X,X,X,X,X,X,X
ISZTOLJ,O,O,X,X,X,X,X,X,X
ISZTOJL,O,O,X,X,X,X,X,X,X
ISZLTJO,O,O,X,X,X,X,X,X,X
ISZLTOJ,O,O,X,X,X,X,X,X,X
ISZLJTO,O,O,X,X,X,X,X,X,X
ISZLJOT,X,O,X,X,X,X,X,X,X
ISZLOTJ,X,O,X,X,X,X,X,X,X
ISZLOJT,X,O,X,X,X,X,X,X,X
ISZJTLO,O,O,X,X,X,X,X,O,X
ISZJTOL,O,O,X,X,X,X,X,X,X
ISZJLTO,O,O,X,X,X,X,X,X,X
ISZJLOT,X,O,X,X,X,X,X,X,X
ISZJOTL,O,O,X,X,X,X,X,X,X
ISZJOLT,O,O,X,X,X,X,X,X,X
ISZOTLJ,O,O,X,X,X,X,X,X,X
ISZOTJL,O,O,X,X,X,X,X,X,X
ISZOLTJ,O,O,X,X,X,X,X,X,X
ISZOLJT,O,O,X,X,X,X,X,X,X
ISZOJTL,O,O,X,X,X,X,X,X,X
ISZOJLT,O,O,X,X,X,X,X,X,X
ISOTLJZ,O,X,X,O,O,O,X,O,X
ISOTLZJ,O,X,X,O,O,O,X,X,X
ISOTJLZ,O,X,X,O,O,O,X,O,X
ISOTJZL,O,X,X,O,X,O,X,X,X
ISOTZLJ,O,X,X,O,X,O,X,X,X
ISOTZJL,O,X,X,O,X,O,X,X,X
ISOLTJZ,O,X,X,O,O,O,X,X,X
ISOLTZJ,O,X,X,O,O,O,X,X,X
ISOLJTZ,O,X,X,O,O,O,X,X,X
ISOLJZT,O,X,X,X,X,X,X,X,X
ISOLZTJ,O,X,X,X,X,X,X,X,X
ISOLZJT,O,X,X,X,X,X,X,X,X
ISOJTLZ,O,X,X,O,O,O,X,O,X
ISOJTZL,O,X,X,O,X,O,X,X,X
ISOJLTZ,O,X,X,O,O,O,X,X,X
ISOJLZT,O,X,X,X,X,X,X,X,X
ISOJZTL,O,X,X,O,X,X,X,X,X
ISOJZLT,O,X,X,X,X,X,X,X,X
ISOZTLJ,O,X,X,O,X,X,X,X,X
ISOZTJL,O,X,X,O,X,X,X,X,X
ISOZLTJ,O,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,X,X,X,X,X
ISOZJTL,O,X,X,O,X,X,X,X,X
ISOZJLT,O,X,X,X,X,X,X,X,X
IZTLJSO,X,X,X,X,O,X,O,X,O
IZTLJOS,X,O,O,X,O,X,O,X,O
IZTLSJO,X,X,X,X,O,X,O,X,O
IZTLSOJ,X,X,X,X,O,X,O,X,X
IZTLOJS,X,O,O,X,O,X,O,X,O
IZTLOSJ,X,X,O,X,O,X,O,X,X
IZTJLSO,X,X,X,X,O,X,O,X,O
IZTJLOS,X,O,O,X,O,X,O,X,O
IZTJSLO,X,O,X,X,X,X,X,X,O
IZTJSOL,X,O,X,X,X,X,X,X,X
IZTJOLS,X,O,O,X,O,X,X,X,O
IZTJOSL,X,O,O,X,X,X,X,X,X
IZTSLJO,X,O,X,X,X,X,X,X,O
IZTSLOJ,X,O,X,X,X,X,X,X,X
IZTSJLO,X,O,X,X,X,X,X,X,O
IZTSJOL,X,O,X,X,X,X,X,X,X
IZTSOLJ,X,O,X,X,X,X,X,X,X
IZTSOJL,X,O,X,X,X,X,X,X,X
IZTOLJS,X,O,O,X,O,X,X,X,O
IZTOLSJ,X,X,O,X,O,X,X,X,X
IZTOJLS,X,O,O,X,O,X,X,X,O
IZTOJSL,X,O,O,X,X,X,X,X,X
IZTOSLJ,X,O,O,X,X,X,X,X,X
IZTOSJL,X,O,O,X,X,X,X,X,X
IZLTJSO,X,X,X,X,O,X,O,X,O
IZLTJOS,X,X,O,X,O,X,O,X,O
IZLTSJO,X,X,X,X,O,X,O,X,O
IZLTSOJ,X,X,X,X,O,X,O,X,X
IZLTOJS,X,X,O,X,O,X,O,X,O
IZLTOSJ,X,X,O,X,O,X,O,X,X
IZLJTSO,X,X,X,X,O,X,O,X,O
IZLJTOS,X,X,O,X,O,X,O,X,O
IZLJSTO,X,X,X,X,X,X,O,X,X
IZLJSOT,X,X,X,X,X,X,O,X,X
IZLJOTS,X,X,O,X,O,X,O,X,X
IZLJOST,X,X,X,X,X,X,O,X,X
IZLSTJO,X,X,X,X,X,X,O,X,X
IZLSTOJ,X,X,X,X,X,X,O,X,X
IZLSJTO,X,X,X,X,X,X,O,X,X
IZLSJOT,X,X,X,X,X,X,O,X,X
IZLSOTJ,X,X,X,X,X,X,O,X,X
IZLSOJT,X,X,X,X,X,X,O,X,X
IZLOTJS,X,X,O,X,O,X,O,X,X
IZLOTSJ,X,X,O,X,O,X,O,X,X
IZLOJTS,X,X,O,X,O,X,O,X,X
IZLOJST,X,X,X,X,X,X,O,X,X
IZLOSTJ,X,X,X,X,X,X,O,X,X
IZLOSJT,X,X,X,X,X,X,O,X,X
IZJTLSO,X,X,X,X,O,X,O,X,O
IZJTLOS,X,O,O,X,O,X,O,X,O
IZJTSLO,X,O,X,X,X,X,X,X,O
IZJTSOL,X,O,X,X,X,X,X,X,X
IZJTOLS,X,O,O,X,O,X,X,X,O
IZJTOSL,X,O,O,X,X,X,X,X,X
IZJLTSO,X,X,X,X,O,X,O,X,O
IZJLTOS,X,X,O,X,O,X,O,X,O
IZJLSTO,X,X,X,X,X,X,O,X,X
IZJLSOT,X,X,X,X,X,X,O,X,X
IZJLOTS,X,X,O,X,O,X,O,X,X
IZJLOST,X,X,X,X,X,X,O,X,X
IZJSTLO,X,O,X,X,X,X,X,X,O
IZJSTOL,X,O,X,X,X,X,X,X,X
IZJSLTO,X,O,X,X,X,X,X,X,X
IZJSLOT,X,O,X,X,X,X,X,X,X
IZJSOTL,X,O,X,X,X,X,X,X,X
IZJSOLT,X,O,X,X,X,X,X,X,X
IZJOTLS,X,O,O,X,O,X,X,X,O
IZJOTSL,X,O,O,X,X,X,X,X,X
IZJOLTS,X,X,O,X,O,X,X,X,X
IZJOLST,X,X,X,X,X,X,X,X,X
IZJOSTL,X,O,O,X,X,X,X,X,X
IZJOSLT,X,O,X,X,X,X,X,X,X
IZSTLJO,X,O,X,X,X,X,X,X,O
IZSTLOJ,X,O,X,X,X,X,X,X,X
IZSTJLO,X,O,X,X,X,X,X,X,O
IZSTJOL,X,O,X,X,X,X,X,X,X
IZSTOLJ,X,O,X,X,X,X,X,X,X
IZSTOJL,X,O,X,X,X,X,X,X,X
IZSLTJO,X,O,X,X,X,X,X,X,X
IZSLTOJ,X,O,X,X,X,X,X,X,X
IZSLJTO,X,O,X,X,X,X,X,X,X
IZSLJOT,X,O,X,X,X,X,X,X,X
IZSLOTJ,X,O,X,X,X,X,X,X,X
IZSLOJT,X,O,X,X,X,X,X,X,X
IZSJTLO,X,O,X,X,X,X,X,X,O
IZSJTOL,X,O,X,X,X,X,X,X,X
IZSJLTO,X,O,X,X,X,X,X,X,X
IZSJLOT,X,O,X,X,X,X,X,X,X
IZSJOTL,X,O,X,X,X,X,X,X,X
IZSJOLT,X,O,X,X,X,X,X,X,X
IZSOTLJ,X,O,X,X,X,X,X,X,X
IZSOTJL,X,O,X,X,X,X,X,X,X
IZSOLTJ,X,O,X,X,X,X,X,X,X
IZSOLJT,X,O,X,X,X,X,X,X,X
IZSOJTL,X,O,X,X,X,X,X,X,X
IZSOJLT,X,O,X,X,X,X,X,X,X
IZOTLJS,X,O,O,X,O,X,X,X,O
IZOTLSJ,X,X,O,X,O,X,X,X,X
IZOTJLS,X,O,O,X,O,X,X,X,O
IZOTJSL,X,O,O,X,X,X,X,X,X
IZOTSLJ,X,O,O,X,X,X,X,X,X
IZOTSJL,X,O,O,X,X,X,X,X,X
IZOLTJS,X,X,O,X,O,X,X,X,X
IZOLTSJ,X,X,O,X,O,X,X,X,X
IZOLJTS,X,X,O,X,O,X,X,X,X
IZOLJST,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,X,X,X,X,X,X
IZOLSJT,X,X,X,X,X,X,X,X,X
IZOJTLS,X,O,O,X,O,X,X,X,O
IZOJTSL,X,O,O,X,X,X,X,X,X
IZOJLTS,X,X,O,X,O,X,X,X,X
IZOJLST,X,X,X,X,X,X,X,X,X
IZOJSTL,X,O,O,X,X,X,X,X,X
IZOJSLT,X,O,X,X,X,X,X,X,X
IZOSTLJ,X,O,O,X,X,X,X,X,X
IZOSTJL,X,O,O,X,X,X,X,X,X
IZOSLTJ,X,O,X,X,X,X,X,X,X
IZOSLJT,X,O,X,X,X,X,X,X,X
IZOSJTL,X,O,O,X,X,X,X,X,X
IZOSJLT,X,O,X,X,X,X,X,X,X
IOTLJSZ,O,X,O,O,O,O,O,X,X
IOTLJZS,O,X,O,O,O,O,O,X,X
IOTLSJZ,O,X,O,O,O,O,O,X,X
IOTLSZJ,O,X,X,O,O,O,O,X,X
IOTLZJS,O,X,O,O,O,O,O,X,X
IOTLZSJ,O,X,O,X,O,X,O,X,X
IOTJLSZ,O,X,O,O,O,O,O,X,X
IOTJLZS,O,X,O,O,O,O,O,X,X
IOTJSLZ,O,X,O,O,O,O,X,X,X
IOTJSZL,O,X,X,O,X,O,X,X,X
IOTJZLS,X,X,O,O,O,O,X,X,X
IOTJZSL,O,X,O,X,X,X,X,X,X
IOTSLJZ,O,X,O,O,O,O,X,X,X
IOTSLZJ,O,X,X,O,O,O,X,X,X
IOTSJLZ,O,X,O,O,O,O,X,X,X
IOTSJZL,O,X,X,O,X,O,X,X,X
IOTSZLJ,O,X,X,O,X,O,X,X,X
IOTSZJL,O,X,X,O,X,O,X,X,X
IOTZLJS,X,X,O,O,O,O,X,X,X
IOTZLSJ,X,X,O,X,O,X,X,X,X
IOTZJLS,X,X,O,O,O,O,X,X,X
IOTZJSL,O,X,O,X,X,X,X,X,X
IOTZSLJ,O,X,O,X,X,X,X,X,X
IOTZSJL,O,X,O,X,X,X,X,X,X
IOLTJSZ,O,X,O,O,O,O,O,X,X
IOLTJZS,O,X,O,O,O,O,O,X,X
IOLTSJZ,O,X,O,O,O,O,O,X,X
IOLTSZJ,O,X,X,O,O,O,O,X,X
IOLTZJS,O,X,O,O,O,O,O,X,X
IOLTZSJ,O,X,O,X,O,X,O,X,X
IOLJTSZ,O,X,O,O,O,O,O,X,X
IOLJTZS,O,X,O,O,O,O,O,X,X
IOLJSTZ,O,X,X,O,O,O,O,X,X
IOLJSZT,O,X,X,X,X,X,O,X,X
IOLJZTS,X,X,O,X,O,X,O,X,X
IOLJZST,X,X,X,X,X,X,O,X,X
IOLSTJZ,O,X,X,O,O,O,O,X,X
IOLSTZJ,O,X,X,O,O,O,O,X,X
IOLSJTZ,O,X,X,O,O,O,O,X,X
IOLSJZT,O,X,X,X,X,X,O,X,X
IOLSZTJ,O,X,X,X,X,X,O,X,X
IOLSZJT,O,X,X,X,X,X,O,X,X
IOLZTJS,X,X,O,X,O,X,O,X,X
IOLZTSJ,X,X,O,X,O,X,O,X,X
IOLZJTS,X,X,O,X,O,X,O,X,X
IOLZJST,X,X,X,X,X,X,O,X,X
IOLZSTJ,X,X,X,X,X,X,O,X,X
IOLZSJT,X,X,X,X,X,X,O,X,X
IOJTLSZ,O,X,O,O,O,O,O,X,X
IOJTLZS,O,X,O,O,O,O,O,X,X
IOJTSLZ,O,X,O,O,O,O,X,X,X
IOJTSZL,O,X,X,O,X,O,X,X,X
IOJTZLS,X,X,O,O,O,O,X,X,X
IOJTZSL,O,X,O,X,X,X,X,X,X
IOJLTSZ,O,X,O,O,O,O,O,X,X
IOJLTZS,O,X,O,O,O,O,O,X,X
IOJLSTZ,O,X,X,O,O,O,O,X,X
IOJLSZT,O,X,X,X,X,X,O,X,X
IOJLZTS,X,X,O,X,O,X,O,X,X
IOJLZST,X,X,X,X,X,X,O,X,X
IOJSTLZ,O,X,O,O,O,O,X,X,X
IOJSTZL,O,X,X,O,X,O,X,X,X
IOJSLTZ,O,X,X,O,O,O,X,X,X
IOJSLZT,O,X,X,X,X,X,X,X,X
IOJSZTL,O,X,O,O,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X,X,X
IOJZTLS,X,X,O,O,O,X,X,X,X
IOJZTSL,X,X,O,X,X,X,X,X,X
IOJZLTS,X,X,O,X,O,X,X,X,X
IOJZLST,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,O,O,X,X,X,X,X
IOJZSLT,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,X,O,O,O,O,X,X,X
IOSTLZJ,O,X,X,O,O,O,X,X,X
IOSTJLZ,O,X,O,O,O,O,X,X,X
IOSTJZL,O,X,X,O,X,O,X,X,X
IOSTZLJ,O,X,X,O,X,O,X,X,X
IOSTZJL,O,X,X,O,X,O,X,X,X
IOSLTJZ,O,X,X,O,O,O,X,X,X
IOSLTZJ,O,X,X,O,O,O,X,X,X
IOSLJTZ,O,X,X,O,O,O,X,X,X
IOSLJZT,O,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,O,O,O,O,X,X,X
IOSJTZL,O,X,X,O,X,O,X,X,X
IOSJLTZ,O,X,X,O,O,O,X,X,X
IOSJLZT,O,X,X,X,X,X,X,X,X
IOSJZTL,O,X,O,O,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,O,O,X,X,X,X,X
IOSZTJL,O,X,O,O,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X
IOSZJTL,O,X,O,O,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X
IOZTLJS,X,X,O,O,O,X,X,X,X
IOZTLSJ,X,X,O,X,O,X,X,X,X
IOZTJLS,X,X,O,O,O,X,X,X,X
IOZTJSL,X,X,O,X,X,X,X,X,X
IOZTSLJ,X,X,O,X,X,X,X,X,X
IOZTSJL,X,X,O,X,X,X,X,X,X
IOZLTJS,X,X,O,X,O,X,X,X,X
IOZLTSJ,X,X,O,X,O,X,X,X,X
IOZLJTS,X,X,O,X,O,X,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,X
IOZLSJT,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,O,O,O,X,X,X,X
IOZJTSL,X,X,O,X,X,X,X,X,X
IOZJLTS,X,X,O,X,O,X,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,X
IOZJSTL,X,X,O,O,X,X,X,X,X
IOZJSLT,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,O,X,X,X,X,X
IOZSTJL,X,X,O,O,X,X,X,X,X
IOZSLTJ,X,X,X,X,X,X,X,X,X
IOZSLJT,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,O,O,X,X,X,X,X
IOZSJLT,X,X,X,X,X,X,X,X,X
LTIJSZO,O,O,X,X,O,X,O,O,X
LTIJSOZ,O,O,X,O,O,O,O,O,X
LTIJZSO,O,O,X,X,O,X,O,X,O
LTIJZOS,O,O,O,X,O,O,O,X,O
LTIJOSZ,O,O,O,O,O,O,O,X,X
LTIJOZS,O,X,O,O,O,O,O,X,X
LTISJZO,O,O,X,X,O,X,O,O,X
LTISJOZ,O,O,X,O,O,O,O,O,X
LTISZJO,O,O,X,X,O,X,O,O,X
LTISZOJ,O,O,X,X,O,X,O,X,X
LTISOJZ,O,O,X,O,O,X,O,O,X
LTISOZJ,O,O,X,O,O,X,O,X,X
LTIZJSO,O,O,X,X,O,X,O,X,O
LTIZJOS,O,O,O,X,O,O,O,X,O
LTIZSJO,O,O,X,X,O,X,O,X,O
LTIZSOJ,O,O,X,X,O,X,O,X,X
LTIZOJS,O,O,O,X,O,X,O,X,O
LTIZOSJ,O,X,O,X,O,X,O,X,X
LTIOJSZ,O,O,O,O,O,O,O,X,X
LTIOJZS,O,X,O,O,O,O,O,X,X
LTIOSJZ,O,O,O,O,O,O,O,X,X
LTIOSZJ,O,O,X,O,O,O,O,X,X
LTIOZJS,O,X,O,O,O,O,O,X,X
LTIOZSJ,O,X,O,X,O,X,O,X,X
LTJISZO,O,O,X,X,O,X,O,O,X
LTJISOZ,O,O,X,O,O,O,O,O,X
LTJIZSO,O,O,X,X,O,X,O,X,O
LTJIZOS,O,O,O,X,O,O,O,X,O
LTJIOSZ,O,O,O,O,O,O,O,X,X
LTJIOZS,O,X,O,O,O,O,O,X,X
LTJSIZO,O,O,X,X,O,X,O,O,X
LTJSIOZ,O,O,X,O,O,O,O,O,X
LTJSZIO,O,O,X,X,X,X,X,O,O
LTJSZOI,O,O,O,O,X,X,O,X,X
LTJSOIZ,O,O,O,O,X,O,O,O,X
LTJSOZI,O,O,O,O,X,O,O,X,X
LTJZISO,O,O,X,X,O,X,O,X,O
LTJZIOS,O,O,O,X,O,O,O,X,O
LTJZSIO,O,O,X,X,X,X,X,O,O
LTJZSOI,O,O,O,O,X,X,O,X,X
LTJZOIS,O,O,O,O,X,O,O,X,O
LTJZOSI,O,O,O,O,X,O,O,X,X
LTJOISZ,O,O,O,O,O,O,O,X,X
LTJOIZS,O,X,O,O,O,O,O,X,X
LTJOSIZ,O,O,O,O,X,O,O,O,X
LTJOSZI,O,O,O,O,X,O,O,X,X
LTJOZIS,O,X,O,O,X,O,O,X,O
LTJOZSI,O,X,O,O,X,O,O,X,X
LTSIJZO,O,O,X,X,O,X,O,O,X
LTSIJOZ,O,O,X,O,O,O,O,O,X
LTSIZJO,O,O,X,X,O,X,O,O,X
LTSIZOJ,O,O,X,X,O,X,O,X,X
LTSIOJZ,O,O,X,O,O,X,O,O,X
LTSIOZJ,O,O,X,O,O,X,O,X,X
LTSJIZO,O,O,X,X,O,X,O,O,X
LTSJIOZ,O,O,X,O,O,O,O,O,X
LTSJZIO,O,O,X,X,X,X,X,O,O
LTSJZOI,O,O,O,O,X,X,O,X,X
LTSJOIZ,O,O,O,O,X,O,O,O,X
LTSJOZI,O,O,O,O,X,O,O,X,X
LTSZIJO,O,O,X,X,X,X,X,O,O
LTSZIOJ,O,O,X,X,X,X,X,X,X
LTSZJIO,O,O,X,X,X,X,X,O,O
LTSZJOI,O,O,O,O,X,X,O,X,X
LTSZOIJ,O,O,O,O,X,X,X,X,X
LTSZOJI,O,O,O,O,X,X,O,X,X
LTSOIJZ,O,O,O,O,X,O,O,O,X
LTSOIZJ,O,O,X,O,X,O,O,X,X
LTSOJIZ,O,O,O,O,X,O,O,O,X
LTSOJZI,O,O,O,O,X,O,O,X,X
LTSOZIJ,O,O,O,O,X,O,X,X,X
LTSOZJI,O,O,O,O,X,O,O,X,X
LTZIJSO,O,O,X,X,O,X,O,X,O
LTZIJOS,O,O,O,X,O,O,O,X,O
LTZISJO,O,O,X,X,O,X,O,X,O
LTZISOJ,O,O,X,X,O,X,O,X,X
LTZIOJS,O,O,O,X,O,X,O,X,O
LTZIOSJ,O,X,O,X,O,X,O,X,X
LTZJISO,O,O,X,X,O,X,O,X,O
LTZJIOS,O,O,O,X,O,O,O,X,O
LTZJSIO,O,O,X,X,X,X,X,O,O
LTZJSOI,O,O,O,O,X,X,O,X,X
LTZJOIS,O,O,O,O,X,O,O,X,O
LTZJOSI,O,O,O,O,X,O,O,X,X
LTZSIJO,O,O,X,X,X,X,X,O,O
LTZSIOJ,O,O,X,X,X,X,X,X,X
LTZSJIO,O,O,X,X,X,X,X,O,O
LTZSJOI,O,O,O,O,X,X,O,X,X
LTZSOIJ,O,O,O,O,X,X,X,X,X
LTZSOJI,O,O,O,O,X,X,O,X,X
LTZOIJS,O,O,O,O,X,O,O,X,O
LTZOISJ,O,X,O,X,X,X,O,X,X
LTZOJIS,O,O,O,O,X,O,O,X,O
LTZOJSI,O,O,O,O,X,O,O,X,X
LTZOSIJ,O,O,O,O,X,O,X,X,X
LTZOSJI,O,O,O,O,X,O,O,X,X
LTOIJSZ,O,O,O,O,O,O,O,X,X
LTOIJZS,O,X,O,O,O,O,O,X,X
LTOISJZ,O,O,O,O,O,O,O,X,X
LTOISZJ,O,O,X,O,O,O,O,X,X
