sequence,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFFgBmhBziBfqBUr?BCrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFUgBymBziBfqBFm?BWwB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFukB1lBziBiqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JexAJvhFymBziB3kBcqBVw?BOpB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFCgBziBmlBFqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFWlBziBimBllBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8Jex/IvhFXhBziBOpBVqByv?B8rB,v115@GhA8IeA8EeE8AeA8DeD8JeRBJvhFziB2pB8qBFqB3r?BipB,v115@GhA8IeA8EeE8AeA8DeD8JelAJvhFziBimBxpBOpBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8JeyEJvhFziBRmBOpBfrBUq?BlrB
JIOLSTZ,O,O,O,X,X,X,X,X,X,X
JIOLSZT,O,O,O,X,X,X,X,X,O,X
JIOLZTS,X,X,O,X,X,O,X,X,O,X
JIOLZST,O,O,O,X,X,O,X,X,O,X
JIOSTLZ,O,O,X,X,X,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,O,O,X,X,X,X,X,X,X
JIOSLZT,O,O,O,X,X,X,X,X,X,X
JIOSZTL,O,O,X,X,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X,X,X
JIOZTLS,X,X,X,X,X,O,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,O,X,X
JIOZLTS,X,X,O,X,X,O,X,X,X,O
JIOZLST,O,O,O,X,X,O,X,X,X,O
JIOZSTL,O,O,X,X,X,X,X,O,X,X
JIOZSLT,O,O,X,X,X,O,X,O,X,X
JLTISZO,X,O,O,X,X,X,O,X,X,X
JLTISOZ,X,O,O,X,X,X,O,X,X,X
JLTIZSO,X,X,O,O,X,X,O,X,X,X
JLTIZOS,X,X,O,O,X,X,O,X,X,X
JLTIOSZ,X,O,O,X,X,X,O,X,X,X
JLTIOZS,X,X,O,O,X,X,O,X,X,X
JLTSIZO,X,O,O,X,X,X,O,X,X,X
JLTSIOZ,X,O,O,X,X,X,O,X,X,X
JLTSZIO,X,O,X,X,X,X,O,X,X,X
JLTSZOI,X,O,X,X,X,X,O,X,X,X
JLTSOIZ,X,O,O,X,X,X,O,X,X,X
JLTSOZI,X,O,X,X,X,X,O,X,X,X
JLTZISO,X,X,O,O,X,X,O,X,X,X
JLTZIOS,X,X,O,O,X,X,O,X,X,X
JLTZSIO,X,X,X,O,X,X,O,X,X,X
JLTZSOI,X,X,X,O,X,X,O,X,X,X
JLTZOIS,X,X,O,O,X,X,O,X,X,X
JLTZOSI,X,X,X,O,X,X,O,X,X,X
JLTOISZ,X,O,O,X,X,X,O,X,X,X
JLTOIZS,X,X,O,O,X,X,O,X,X,X
JLTOSIZ,X,O,O,X,X,X,O,X,X,X
JLTOSZI,X,O,X,X,X,X,O,X,X,X
JLTOZIS,X,X,O,O,X,X,O,X,X,X
JLTOZSI,X,X,X,O,X,X,O,X,X,X
JLITSZO,X,O,O,X,X,X,X,X,X,X
JLITSOZ,X,O,O,X,X,X,X,X,X,X
JLITZSO,X,X,O,O,X,X,X,X,O,X
JLITZOS,X,X,O,O,X,X,X,X,O,X
JLITOSZ,X,O,O,X,X,X,X,X,X,X
JLITOZS,X,X,O,O,X,X,X,X,O,X
JLISTZO,X,O,O,X,X,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X,X,X
JLISZTO,O,O,O,X,X,X,X,X,O,X
JLISZOT,O,O,O,X,X,X,X,X,O,X
JLISOTZ,O,O,O,X,X,X,X,X,X,X
JLISOZT,O,O,O,X,X,X,X,X,O,X
JLIZTSO,X,X,O,X,X,X,X,X,O,X
JLIZTOS,X,X,O,X,X,O,X,X,O,X
JLIZSTO,O,O,O,X,X,X,X,X,O,X
JLIZSOT,O,O,O,X,X,O,X,X,O,X
JLIZOTS,X,X,O,X,X,O,X,X,O,X
JLIZOST,O,O,O,X,X,O,X,X,O,X
JLIOTSZ,X,O,O,X,X,X,X,X,X,X
JLIOTZS,X,X,O,O,X,X,X,X,O,X
JLIOSTZ,O,O,O,X,X,X,X,X,X,X
JLIOSZT,O,O,O,X,X,X,X,X,O,X
JLIOZTS,X,X,O,X,X,O,X,X,O,X
JLIOZST,O,O,O,X,X,O,X,X,O,X
JLSTIZO,X,O,O,X,X,X,X,X,X,X
JLSTIOZ,O,O,O,X,X,X,X,X,X,X
JLSTZIO,X,O,X,X,X,X,X,X,X,X
JLSTZOI,X,O,X,X,X,X,X,X,X,X
JLSTOIZ,O,O,O,X,X,X,X,X,X,X
JLSTOZI,X,O,X,X,X,X,X,X,X,X
JLSITZO,X,O,O,X,X,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,X,X,X
JLSIZTO,O,O,O,X,X,X,X,X,X,X
JLSIZOT,O,O,O,X,X,X,X,X,X,X
JLSIOTZ,O,O,O,X,X,X,X,X,X,X
JLSIOZT,O,O,O,X,X,X,X,X,X,X
JLSZTIO,O,O,X,X,X,X,X,X,X,X
JLSZTOI,O,O,X,X,X,X,X,X,X,X
JLSZITO,O,O,X,X,X,X,X,X,X,X
JLSZIOT,O,O,X,X,X,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,X,X,X,X,X
JLSOTZI,X,O,X,X,X,X,X,X,X,X
JLSOITZ,O,O,O,X,X,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,X,X,X,X
JLSOZTI,O,O,X,X,X,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,X,X,X
JLZTISO,X,X,O,X,X,X,X,X,X,X
JLZTIOS,X,X,O,X,X,O,X,X,X,X
JLZTSIO,X,X,X,X,X,X,X,O,X,X
JLZTSOI,X,X,X,X,X,X,X,O,X,X
JLZTOIS,X,X,O,X,X,O,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,O,X,X
JLZITSO,X,X,O,X,X,X,X,X,X,X
JLZITOS,X,X,O,X,X,O,X,X,X,X
JLZISTO,O,O,O,X,X,X,X,X,X,X
JLZISOT,O,O,O,X,X,O,X,X,X,X
JLZIOTS,X,X,O,X,X,O,X,X,X,X
JLZIOST,O,O,O,X,X,O,X,X,X,X
JLZSTIO,O,O,X,X,X,X,X,O,X,X
JLZSTOI,O,O,X,X,X,X,X,O,X,X
JLZSITO,O,O,X,X,X,X,X,O,X,X
JLZSIOT,O,O,X,X,X,O,X,O,X,X
JLZSOTI,O,O,X,X,X,X,X,O,X,X
JLZSOIT,O,O,X,X,X,O,X,O,X,X
JLZOTIS,X,X,O,X,X,O,X,X,X,X
JLZOTSI,X,X,X,X,X,X,X,O,X,X
JLZOITS,X,X,O,X,X,O,X,X,X,X
JLZOIST,O,O,O,X,X,O,X,X,X,X
JLZOSTI,O,O,X,X,X,X,X,O,X,X
JLZOSIT,O,O,X,X,X,O,X,O,X,X
JLOTISZ,X,O,O,X,X,X,O,X,X,X
JLOTIZS,X,X,O,O,X,X,O,X,X,X
JLOTSIZ,X,O,O,X,X,X,O,X,X,X
JLOTSZI,X,O,X,X,X,X,O,X,X,X
JLOTZIS,X,X,O,O,X,X,O,X,X,X
JLOTZSI,X,X,X,O,X,X,O,X,X,X
JLOITSZ,X,O,O,X,X,X,X,X,X,X
JLOITZS,X,X,O,O,X,X,X,X,O,X
JLOISTZ,O,O,O,X,X,X,X,X,X,X
JLOISZT,O,O,O,X,X,X,X,X,O,X
JLOIZTS,X,X,O,X,X,O,X,X,O,X
JLOIZST,O,O,O,X,X,O,X,X,O,X
JLOSTIZ,O,O,O,X,X,X,X,X,X,X
JLOSTZI,X,O,X,X,X,X,X,X,X,X
JLOSITZ,O,O,O,X,X,X,X,X,X,X
JLOSIZT,O,O,O,X,X,X,X,X,X,X
JLOSZTI,O,O,X,X,X,X,X,X,X,X
JLOSZIT,O,O,X,X,X,X,X,X,X,X
JLOZTIS,X,X,O,X,X,O,X,X,X,X
JLOZTSI,X,X,X,X,X,X,X,O,X,X
JLOZITS,X,X,O,X,X,O,X,X,X,X
JLOZIST,O,O,O,X,X,O,X,X,X,X
JLOZSTI,O,O,X,X,X,X,X,O,X,X
JLOZSIT,O,O,X,X,X,O,X,O,X,X
JSTILZO,X,O,X,X,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X,X,X
JSTIZLO,O,O,X,X,X,X,X,X,X,X
JSTIZOL,O,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,X,X
JSTIOZL,O,O,X,X,X,X,X,X,X,X
JSTLIZO,X,O,X,X,X,X,O,X,X,X
JSTLIOZ,O,O,X,X,X,X,O,X,X,X
JSTLZIO,X,O,X,X,X,X,O,X,X,X
JSTLZOI,X,O,X,X,X,X,O,X,X,X
JSTLOIZ,O,O,X,X,X,X,O,X,X,X
JSTLOZI,X,O,X,X,X,X,O,X,X,X
JSTZILO,O,O,X,X,X,X,X,X,X,X
JSTZIOL,O,O,X,X,X,X,X,X,X,X
JSTZLIO,O,O,X,X,X,X,X,X,X,X
JSTZLOI,O,O,X,X,X,X,X,X,X,X
JSTZOIL,O,O,X,X,X,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,X,X,X,O,X,X,X
JSTOLZI,X,O,X,X,X,X,O,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X,X,X
JSITLZO,X,O,X,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X,X
JSITZLO,O,O,X,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,X,X,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X
JSITOZL,O,O,X,X,X,X,X,X,X,X
JSILTZO,X,O,O,X,X,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,X,X,X
JSILZTO,O,O,O,X,X,X,X,X,X,X
JSILZOT,O,O,O,X,X,X,X,X,X,X
JSILOTZ,O,O,O,X,X,X,X,X,X,X
JSILOZT,O,O,O,X,X,X,X,X,X,X
JSIZTLO,O,O,X,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,X,X,X,X
JSIZLTO,O,O,X,X,X,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,X,X,X,X
JSIZOTL,O,O,X,X,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X,X,X
JSIOTZL,O,O,X,X,X,X,X,X,X,X
JSIOLTZ,O,O,O,X,X,X,X,X,X,X
JSIOLZT,O,O,O,X,X,X,X,X,X,X
JSIOZTL,O,O,X,X,X,X,X,X,X,X
JSIOZLT,O,O,X,X,X,X,X,X,X,X
JSLTIZO,X,O,O,X,X,X,X,X,X,X
JSLTIOZ,O,O,O,X,X,X,X,X,X,X
JSLTZIO,X,O,X,X,X,X,X,X,X,X
JSLTZOI,X,O,X,X,X,X,X,X,X,X
JSLTOIZ,O,O,O,X,X,X,X,X,X,X
JSLTOZI,X,O,X,X,X,X,X,X,X,X
JSLITZO,X,O,O,X,X,X,X,X,X,X
JSLITOZ,O,O,O,X,X,X,X,X,X,X
JSLIZTO,O,O,O,X,X,X,X,X,X,X
JSLIZOT,O,O,O,X,X,X,X,X,X,X
JSLIOTZ,O,O,O,X,X,X,X,X,X,X
JSLIOZT,O,O,O,X,X,X,X,X,X,X
JSLZTIO,O,O,X,X,X,X,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,X,X,X
JSLZOTI,O,O,X,X,X,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,O,X,X,X,X,X,X,X
JSLOTZI,X,O,X,X,X,X,X,X,X,X
JSLOITZ,O,O,O,X,X,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X,X,X,X
JSLOZTI,O,O,X,X,X,X,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,X,X
JSZTILO,O,O,X,X,X,X,X,O,X,X
JSZTIOL,O,O,X,X,X,X,X,O,X,X
JSZTLIO,O,O,X,X,X,X,X,O,X,X
JSZTLOI,O,O,X,X,X,X,X,O,X,X
JSZTOIL,O,O,X,X,X,X,X,O,X,X
JSZTOLI,O,O,X,X,X,X,X,O,X,X
JSZITLO,O,O,X,X,X,X,X,O,X,X
JSZITOL,O,O,X,X,X,X,X,O,X,X
JSZILTO,O,O,X,X,X,X,X,O,X,X
JSZILOT,O,O,X,X,X,X,X,O,X,X
JSZIOTL,O,O,X,X,X,X,X,O,X,X
JSZIOLT,O,O,X,X,X,X,X,O,X,X
JSZLTIO,O,O,X,X,X,X,X,O,X,X
JSZLTOI,O,O,X,X,X,X,X,O,X,X
JSZLITO,O,O,X,X,X,X,X,O,X,X
JSZLIOT,O,O,X,X,X,X,X,O,X,X
JSZLOTI,O,O,X,X,X,X,X,O,X,X
JSZLOIT,O,O,X,X,X,X,X,O,X,X
JSZOTIL,O,O,X,X,X,X,X,O,X,X
JSZOTLI,O,O,X,X,X,X,X,O,X,X
JSZOITL,O,O,X,X,X,X,X,O,X,X
JSZOILT,O,O,X,X,X,X,X,O,X,X
JSZOLTI,O,O,X,X,X,X,X,O,X,X
JSZOLIT,O,O,X,X,X,X,X,O,X,X
JSOTILZ,O,O,X,X,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,X,X,O,X,X,X
JSOTLZI,X,O,X,X,X,X,O,X,X,X
JSOTZIL,O,O,X,X,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X,X,X
JSOILTZ,O,O,O,X,X,X,X,X,X,X
JSOILZT,O,O,O,X,X,X,X,X,X,X
JSOIZTL,O,O,X,X,X,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,X,X,X,X,X,X,X
JSOLTZI,X,O,X,X,X,X,X,X,X,X
JSOLITZ,O,O,O,X,X,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X,X,X,X
JSOLZTI,O,O,X,X,X,X,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X,X
JSOZTIL,O,O,X,X,X,X,X,O,X,X
JSOZTLI,O,O,X,X,X,X,X,O,X,X
JSOZITL,O,O,X,X,X,X,X,O,X,X
JSOZILT,O,O,X,X,X,X,X,O,X,X
JSOZLTI,O,O,X,X,X,X,X,O,X,X
JSOZLIT,O,O,X,X,X,X,X,O,X,X
JZTILSO,X,X,X,X,X,X,X,X,X,X
JZTILOS,X,X,X,X,X,O,X,X,X,X
JZTISLO,O,X,X,X,X,X,X,O,X,X
JZTISOL,O,X,X,X,X,X,X,O,X,X
JZTIOLS,X,X,X,X,X,O,X,X,X,X
JZTIOSL,O,X,X,X,X,X,X,O,X,X
JZTLISO,X,X,X,X,X,X,O,X,X,X
JZTLIOS,X,X,X,X,X,O,O,X,X,X
JZTLSIO,X,X,X,X,X,X,O,O,X,X
JZTLSOI,X,X,X,X,X,X,O,O,X,X
JZTLOIS,X,X,X,X,X,O,O,X,X,X
JZTLOSI,X,X,X,X,X,X,O,O,X,X
JZTSILO,O,X,X,X,X,X,X,O,X,X
JZTSIOL,O,X,X,X,X,X,X,O,X,X
JZTSLIO,O,X,X,X,X,X,X,O,X,X
JZTSLOI,O,X,X,X,X,X,X,O,X,X
JZTSOIL,O,X,X,X,X,X,X,O,X,X
JZTSOLI,O,X,X,X,X,X,X,O,X,X
JZTOILS,X,X,X,X,X,O,X,X,X,X
JZTOISL,O,X,X,X,X,X,X,O,X,X
JZTOLIS,X,X,X,X,X,O,O,X,X,X
JZTOLSI,X,X,X,X,X,X,O,O,X,X
JZTOSIL,O,X,X,X,X,X,X,O,X,X
JZTOSLI,O,X,X,X,X,X,X,O,X,X
JZITLSO,X,X,X,X,X,X,X,X,X,X
JZITLOS,X,X,X,X,X,O,X,X,X,X
JZITSLO,O,X,X,X,X,X,X,O,X,X
JZITSOL,O,X,X,X,X,X,X,O,X,X
JZITOLS,X,X,X,X,X,O,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,O,X,X
JZILTSO,X,X,O,X,X,X,X,X,X,X
JZILTOS,X,X,O,X,X,O,X,X,X,X
JZILSTO,O,O,O,X,X,X,X,X,X,X
JZILSOT,O,O,O,X,X,O,X,X,X,X
JZILOTS,X,X,O,X,X,O,X,X,X,O
JZILOST,O,O,O,X,X,O,X,X,X,O
JZISTLO,O,O,X,X,X,X,X,O,X,X
JZISTOL,O,O,X,X,X,X,X,O,X,X
JZISLTO,O,O,X,X,X,X,X,O,X,X
JZISLOT,O,O,X,X,X,O,X,O,X,X
JZISOTL,O,O,X,X,X,X,X,O,X,X
JZISOLT,O,O,X,X,X,O,X,O,X,X
JZIOTLS,X,X,X,X,X,O,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,O,X,X
JZIOLTS,X,X,O,X,X,O,X,X,X,O
JZIOLST,O,O,O,X,X,O,X,X,X,O
JZIOSTL,O,O,X,X,X,X,X,O,X,X
JZIOSLT,O,O,X,X,X,O,X,O,X,X
JZLTISO,X,X,O,X,X,X,X,X,X,X
JZLTIOS,X,X,O,X,X,O,X,X,X,X
JZLTSIO,X,X,X,X,X,X,X,O,X,X
JZLTSOI,X,X,X,X,X,X,X,O,X,X
JZLTOIS,X,X,O,X,X,O,X,X,X,X
JZLTOSI,X,X,X,X,X,X,X,O,X,X
JZLITSO,X,X,O,X,X,X,X,X,X,X
JZLITOS,X,X,O,X,X,O,X,X,X,X
JZLISTO,O,O,O,X,X,X,X,X,X,X
JZLISOT,O,O,O,X,X,O,X,X,X,X
JZLIOTS,X,X,O,X,X,O,X,X,X,O
JZLIOST,O,O,O,X,X,O,X,X,X,O
JZLSTIO,O,O,X,X,X,X,X,O,X,X
JZLSTOI,O,O,X,X,X,X,X,O,X,X
JZLSITO,O,O,X,X,X,X,X,O,X,X
JZLSIOT,O,O,X,X,X,O,X,O,X,X
JZLSOTI,O,O,X,X,X,X,X,O,X,X
JZLSOIT,O,O,X,X,X,O,X,O,X,X
JZLOTIS,X,X,O,X,X,O,X,X,X,X
JZLOTSI,X,X,X,X,X,X,X,O,X,X
JZLOITS,X,X,O,X,X,O,X,X,X,O
JZLOIST,O,O,O,X,X,O,X,X,X,O
JZLOSTI,O,O,X,X,X,X,X,O,X,X
JZLOSIT,O,O,X,X,X,O,X,O,X,X
JZSTILO,O,O,X,X,X,X,X,O,X,X
JZSTIOL,O,O,X,X,X,X,X,O,X,X
JZSTLIO,O,O,X,X,X,X,X,O,X,X
JZSTLOI,O,O,X,X,X,X,X,O,X,X
JZSTOIL,O,O,X,X,X,X,X,O,X,X
JZSTOLI,O,O,X,X,X,X,X,O,X,X
JZSITLO,O,O,X,X,X,X,X,O,X,X
JZSITOL,O,O,X,X,X,X,X,O,X,X
JZSILTO,O,O,X,X,X,X,X,O,X,X
JZSILOT,O,O,X,X,X,O,X,O,X,X
JZSIOTL,O,O,X,X,X,X,X,O,X,X
JZSIOLT,O,O,X,X,X,O,X,O,X,X
JZSLTIO,O,O,X,X,X,X,X,O,X,X
JZSLTOI,O,O,X,X,X,X,X,O,X,X
JZSLITO,O,O,X,X,X,X,X,O,X,X
JZSLIOT,O,O,X,X,X,O,X,O,X,X
JZSLOTI,O,O,X,X,X,X,X,O,X,X
JZSLOIT,O,O,X,X,X,O,X,O,X,X
JZSOTIL,O,O,X,X,X,X,X,O,X,X
JZSOTLI,O,O,X,X,X,X,X,O,X,X
JZSOITL,O,O,X,X,X,X,X,O,X,X
JZSOILT,O,O,X,X,X,O,X,O,X,X
JZSOLTI,O,O,X,X,X,X,X,O,X,X
JZSOLIT,O,O,X,X,X,O,X,O,X,X
JZOTILS,X,X,X,X,X,O,X,X,X,X
JZOTISL,O,X,X,X,X,X,X,O,X,X
JZOTLIS,X,X,X,X,X,O,O,X,X,X
JZOTLSI,X,X,X,X,X,X,O,O,X,X
JZOTSIL,O,X,X,X,X,X,X,O,X,X
JZOTSLI,O,X,X,X,X,X,X,O,X,X
JZOITLS,X,X,X,X,X,O,X,X,X,X
JZOITSL,O,X,X,X,X,X,X,O,X,X
JZOILTS,X,X,O,X,X,O,X,X,X,O
JZOILST,O,O,O,X,X,O,X,X,X,O
JZOISTL,O,O,X,X,X,X,X,O,X,X
JZOISLT,O,O,X,X,X,O,X,O,X,X
JZOLTIS,X,X,O,X,X,O,X,X,X,X
JZOLTSI,X,X,X,X,X,X,X,O,X,X
JZOLITS,X,X,O,X,X,O,X,X,X,O
JZOLIST,O,O,O,X,X,O,X,X,X,O
JZOLSTI,O,O,X,X,X,X,X,O,X,X
JZOLSIT,O,O,X,X,X,O,X,O,X,X
JZOSTIL,O,O,X,X,X,X,X,O,X,X
JZOSTLI,O,O,X,X,X,X,X,O,X,X
JZOSITL,O,O,X,X,X,X,X,O,X,X
JZOSILT,O,O,X,X,X,O,X,O,X,X
JZOSLTI,O,O,X,X,X,X,X,O,X,X
JZOSLIT,O,O,X,X,X,O,X,O,X,X
JOTILSZ,X,O,O,X,O,X,O,X,X,X
JOTILZS,X,X,O,X,O,X,O,X,X,X
JOTISLZ,O,O,X,X,O,X,X,X,X,X
JOTISZL,O,O,X,X,O,X,X,X,X,X
JOTIZLS,X,X,X,X,O,X,X,X,X,X
JOTIZSL,O,X,X,X,O,X,X,X,X,X
JOTLISZ,X,O,O,X,O,X,O,X,X,X
JOTLIZS,X,X,O,O,O,X,O,X,X,X
JOTLSIZ,X,O,O,X,O,X,O,X,X,X
JOTLSZI,X,O,X,X,X,X,O,X,X,X
JOTLZIS,X,X,O,O,O,X,O,X,X,X
JOTLZSI,X,X,X,O,X,X,O,X,X,X
JOTSILZ,O,O,X,X,O,X,X,X,X,X
JOTSIZL,O,O,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,X,X,O,X,O,X,X,X
JOTSLZI,X,O,X,X,X,X,O,X,X,X
JOTSZIL,O,O,X,X,X,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X,X,X,X
JOTZILS,X,X,X,O,O,X,X,X,X,X
JOTZISL,O,X,X,O,O,X,X,O,X,X
JOTZLIS,X,X,X,O,O,X,O,X,X,X
JOTZLSI,X,X,X,O,X,X,O,O,X,X
JOTZSIL,O,X,X,O,X,X,X,O,X,X
JOTZSLI,O,X,X,O,X,X,X,O,X,X
JOITLSZ,X,O,O,X,O,X,O,X,X,X
JOITLZS,X,X,O,X,O,X,O,X,X,X
JOITSLZ,O,O,X,X,O,X,X,X,X,X
JOITSZL,O,O,X,X,O,X,X,X,X,X
JOITZLS,X,X,X,X,O,X,X,X,X,X
JOITZSL,O,X,X,X,O,X,X,X,X,X
JOILTSZ,X,O,O,X,X,X,X,X,X,X
JOILTZS,X,X,O,X,X,X,X,X,O,X
JOILSTZ,O,O,O,X,X,X,X,X,X,X
JOILSZT,O,O,O,X,X,X,X,X,O,X
JOILZTS,X,X,O,X,X,O,X,X,O,X
JOILZST,O,O,O,X,X,O,X,X,O,X
JOISTLZ,O,O,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X,X,X
JOISLTZ,O,O,O,X,X,X,X,X,X,X
JOISLZT,O,O,O,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X,X,X
JOIZTLS,X,X,X,X,X,O,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X,O,X,X
JOIZLTS,X,X,O,X,X,O,X,X,X,O
JOIZLST,O,O,O,X,X,O,X,X,X,O
JOIZSTL,O,O,X,X,X,X,X,O,X,X
JOIZSLT,O,O,X,X,X,O,X,O,X,X
JOLTISZ,X,O,O,X,X,X,O,X,X,X
JOLTIZS,X,X,O,O,X,X,O,X,X,X
JOLTSIZ,X,O,O,X,X,X,O,X,X,X
JOLTSZI,X,O,X,X,X,X,O,X,X,X
JOLTZIS,X,X,O,O,X,X,O,X,X,X
JOLTZSI,X,X,X,O,X,X,O,X,X,X
JOLITSZ,X,O,O,X,X,X,X,X,X,X
JOLITZS,X,X,O,O,X,X,X,X,O,X
JOLISTZ,O,O,O,X,X,X,X,X,X,X
JOLISZT,O,O,O,X,X,X,X,X,O,X
JOLIZTS,X,X,O,X,X,O,X,X,O,X
JOLIZST,O,O,O,X,X,O,X,X,O,X
JOLSTIZ,O,O,O,X,X,X,X,X,X,X
JOLSTZI,X,O,X,X,X,X,X,X,X,X
JOLSITZ,O,O,O,X,X,X,X,X,X,X
JOLSIZT,O,O,O,X,X,X,X,X,X,X
JOLSZTI,O,O,X,X,X,X,X,X,X,X
JOLSZIT,O,O,X,X,X,X,X,X,X,X
JOLZTIS,X,X,O,X,X,O,X,X,X,X
JOLZTSI,X,X,X,X,X,X,X,O,X,X
JOLZITS,X,X,O,X,X,O,X,X,X,X
JOLZIST,O,O,O,X,X,O,X,X,X,X
JOLZSTI,O,O,X,X,X,X,X,O,X,X
JOLZSIT,O,O,X,X,X,O,X,O,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,O,X,X,X
JOSTLZI,X,O,X,X,X,X,O,X,X,X
JOSTZIL,O,O,X,X,X,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X,X,X
JOSILTZ,O,O,O,X,X,X,X,X,X,X
JOSILZT,O,O,O,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,X,X,X,X,X,X,X
JOSLTZI,X,O,X,X,X,X,X,X,X,X
JOSLITZ,O,O,O,X,X,X,X,X,X,X
JOSLIZT,O,O,O,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,O,X,X
JOSZTLI,O,O,X,X,X,X,X,O,X,X
JOSZITL,O,O,X,X,X,X,X,O,X,X
JOSZILT,O,O,X,X,X,X,X,O,X,X
JOSZLTI,O,O,X,X,X,X,X,O,X,X
JOSZLIT,O,O,X,X,X,X,X,O,X,X
JOZTILS,X,X,X,X,X,O,X,X,X,X
JOZTISL,O,X,X,X,X,X,X,O,X,X
JOZTLIS,X,X,X,X,X,O,O,X,X,X
JOZTLSI,X,X,X,X,X,X,O,O,X,X
JOZTSIL,O,X,X,X,X,X,X,O,X,X
JOZTSLI,O,X,X,X,X,X,X,O,X,X
JOZITLS,X,X,X,X,X,O,X,X,X,X
JOZITSL,O,X,X,X,X,X,X,O,X,X
JOZILTS,X,X,O,X,X,O,X,X,X,O
JOZILST,O,O,O,X,X,O,X,X,X,O
JOZISTL,O,O,X,X,X,X,X,O,X,X
JOZISLT,O,O,X,X,X,O,X,O,X,X
JOZLTIS,X,X,O,X,X,O,X,X,X,X
JOZLTSI,X,X,X,X,X,X,X,O,X,X
