sequence,v115@HhA8IeD8AeA8DeD8AeA8BeA8Kel/IvhF3gBUiBaoB5?oBOrBTsB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFlgBanBziB5?oBOrB3sB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFanBziB5oBF?mB3sBmqB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFxgBVnBGjBa?rB/tBTsB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFlgBanB5oBO?rBznB3sB,v115@HhA8IeD8AeA8DeD8AeA8BeA8Ke0/IvhFanB5oBFmBz?nBmqB3sB
SJOIZLT,O,O,O,X,O,X
SJOLTIZ,O,O,O,O,O,X
SJOLTZI,O,O,O,O,O,X
SJOLITZ,O,O,O,X,O,X
SJOLIZT,O,O,O,X,O,X
SJOLZTI,O,O,O,O,O,X
SJOLZIT,O,O,O,X,O,X
SJOZTIL,O,O,O,O,O,X
SJOZTLI,O,O,O,O,O,X
SJOZITL,O,O,O,O,O,X
SJOZILT,O,O,O,X,O,X
SJOZLTI,O,O,O,O,O,X
SJOZLIT,O,O,O,X,O,X
SZTILJO,X,O,O,O,X,X
SZTILOJ,X,O,O,O,X,O
SZTIJLO,X,O,O,O,X,X
SZTIJOL,X,O,O,O,X,X
SZTIOLJ,O,O,O,X,X,O
SZTIOJL,O,O,O,O,X,X
SZTLIJO,X,O,O,O,X,X
SZTLIOJ,X,O,O,O,X,O
SZTLJIO,X,O,O,O,X,X
SZTLJOI,X,O,O,O,X,X
SZTLOIJ,X,O,O,O,X,O
SZTLOJI,X,O,O,O,X,X
SZTJILO,X,O,O,O,X,X
SZTJIOL,X,O,O,O,X,X
SZTJLIO,X,O,O,O,X,X
SZTJLOI,X,O,O,O,X,X
SZTJOIL,X,O,O,O,X,X
SZTJOLI,X,O,O,O,X,X
SZTOILJ,O,O,O,O,X,O
SZTOIJL,O,O,O,O,X,X
SZTOLIJ,O,O,O,O,X,O
SZTOLJI,O,O,O,O,X,X
SZTOJIL,O,O,O,O,X,X
SZTOJLI,O,O,O,O,X,X
SZITLJO,X,O,O,O,X,X
SZITLOJ,X,O,O,O,X,O
SZITJLO,X,O,O,O,X,X
SZITJOL,X,O,O,O,X,X
SZITOLJ,O,O,O,X,X,O
SZITOJL,O,O,O,O,X,X
SZILTJO,X,O,O,O,X,X
SZILTOJ,X,O,O,O,X,X
SZILJTO,X,O,O,O,X,X
SZILJOT,X,O,O,X,X,X
SZILOTJ,X,O,O,O,X,X
SZILOJT,X,O,O,X,X,X
SZIJTLO,X,O,O,O,O,X
SZIJTOL,X,O,O,O,O,X
SZIJLTO,X,O,O,O,O,X
SZIJLOT,X,O,O,X,O,X
SZIJOTL,X,O,O,X,O,X
SZIJOLT,X,O,O,X,O,X
SZIOTLJ,O,O,O,O,X,O
SZIOTJL,O,O,O,O,X,X
SZIOLTJ,O,O,O,O,X,X
SZIOLJT,O,O,O,X,X,X
SZIOJTL,O,O,O,O,O,X
SZIOJLT,O,O,O,X,O,X
SZLTIJO,X,O,O,O,X,X
SZLTIOJ,X,O,O,O,X,X
SZLTJIO,X,O,O,O,X,X
SZLTJOI,X,O,O,O,X,X
SZLTOIJ,X,O,O,O,X,X
SZLTOJI,X,O,O,O,X,X
SZLITJO,X,O,O,O,X,X
SZLITOJ,X,O,O,O,X,X
SZLIJTO,X,O,O,O,X,X
SZLIJOT,X,O,O,X,X,X
SZLIOTJ,X,O,O,O,X,X
SZLIOJT,X,O,O,X,X,X
SZLJTIO,X,O,O,O,X,X
SZLJTOI,X,O,O,O,X,X
SZLJITO,X,O,O,O,X,X
SZLJIOT,X,O,O,X,X,X
SZLJOTI,X,O,O,O,X,X
SZLJOIT,X,O,O,X,X,X
SZLOTIJ,X,O,O,O,X,X
SZLOTJI,X,O,O,O,X,X
SZLOITJ,X,O,O,O,X,X
SZLOIJT,X,O,O,X,X,X
SZLOJTI,X,O,O,O,X,X
SZLOJIT,X,O,O,X,X,X
SZJTILO,X,O,O,O,O,X
SZJTIOL,X,O,O,O,O,X
SZJTLIO,X,O,O,O,O,X
SZJTLOI,X,O,O,O,O,X
SZJTOIL,X,O,O,O,O,X
SZJTOLI,X,O,O,O,O,X
SZJITLO,X,O,O,O,O,X
SZJITOL,X,O,O,O,O,X
SZJILTO,X,O,O,O,O,X
SZJILOT,X,O,O,X,O,X
SZJIOTL,X,O,O,X,O,X
SZJIOLT,X,O,O,X,O,X
SZJLTIO,X,O,O,O,O,X
SZJLTOI,X,O,O,O,O,X
SZJLITO,X,O,O,O,O,X
SZJLIOT,X,O,O,X,O,X
SZJLOTI,X,O,O,O,O,X
SZJLOIT,X,O,O,X,O,X
SZJOTIL,X,O,O,O,O,X
SZJOTLI,X,O,O,O,O,X
SZJOITL,X,O,O,O,O,X
SZJOILT,X,O,O,X,O,X
SZJOLTI,X,O,O,O,O,X
SZJOLIT,X,O,O,X,O,X
SZOTILJ,O,O,O,O,X,O
SZOTIJL,O,O,O,O,X,X
SZOTLIJ,O,O,O,O,X,O
SZOTLJI,O,O,O,O,X,X
SZOTJIL,O,O,O,O,X,X
SZOTJLI,O,O,O,O,X,X
SZOITLJ,O,O,O,O,X,O
SZOITJL,O,O,O,O,X,X
SZOILTJ,O,O,O,O,X,X
SZOILJT,O,O,O,X,X,X
SZOIJTL,O,O,O,O,O,X
SZOIJLT,O,O,O,X,O,X
SZOLTIJ,O,O,O,O,X,X
SZOLTJI,O,O,O,O,X,X
SZOLITJ,O,O,O,O,X,X
SZOLIJT,O,O,O,X,X,X
SZOLJTI,O,O,O,O,X,X
SZOLJIT,O,O,O,X,X,X
SZOJTIL,O,O,O,O,O,X
SZOJTLI,O,O,O,O,O,X
SZOJITL,O,O,O,O,O,X
SZOJILT,O,O,O,X,O,X
SZOJLTI,O,O,O,O,O,X
SZOJLIT,O,O,O,X,O,X
SOTILJZ,O,O,O,O,X,X
SOTILZJ,O,O,O,O,X,O
SOTIJLZ,O,O,O,O,X,X
SOTIJZL,O,O,O,O,X,X
SOTIZLJ,O,O,O,O,X,O
SOTIZJL,O,O,O,O,X,X
SOTLIJZ,O,O,O,O,X,X
SOTLIZJ,O,O,O,O,X,O
SOTLJIZ,O,O,O,O,X,X
SOTLJZI,O,O,O,O,X,X
SOTLZIJ,O,O,O,O,X,O
SOTLZJI,O,O,O,O,X,X
SOTJILZ,O,O,O,O,X,X
SOTJIZL,O,O,O,O,X,X
SOTJLIZ,O,O,O,O,X,X
SOTJLZI,O,O,O,O,X,X
SOTJZIL,O,O,O,O,X,X
SOTJZLI,O,O,O,O,X,X
SOTZILJ,O,O,O,O,X,O
SOTZIJL,O,O,O,O,X,X
SOTZLIJ,O,O,O,O,X,O
SOTZLJI,O,O,O,O,X,X
SOTZJIL,O,O,O,O,X,X
SOTZJLI,O,O,O,O,X,X
SOITLJZ,O,O,O,O,X,X
SOITLZJ,O,O,O,O,X,O
SOITJLZ,O,O,O,O,X,X
SOITJZL,O,O,O,O,X,X
SOITZLJ,O,O,O,O,X,O
SOITZJL,O,O,O,O,X,X
SOILTJZ,O,O,O,O,X,X
SOILTZJ,O,O,O,O,X,X
SOILJTZ,O,O,O,X,X,X
SOILJZT,O,O,O,X,X,X
SOILZTJ,O,O,O,O,X,X
SOILZJT,O,O,O,X,X,X
SOIJTLZ,O,O,O,O,O,X
SOIJTZL,O,O,O,O,O,X
SOIJLTZ,O,O,O,X,O,X
SOIJLZT,O,O,O,X,O,X
SOIJZTL,O,O,O,O,O,X
SOIJZLT,O,O,O,X,O,X
SOIZTLJ,O,O,O,O,X,O
SOIZTJL,O,O,O,O,X,X
SOIZLTJ,O,O,O,O,X,X
SOIZLJT,O,O,O,X,X,X
SOIZJTL,O,O,O,O,O,X
SOIZJLT,O,O,O,X,O,X
SOLTIJZ,O,O,O,O,X,X
SOLTIZJ,O,O,O,O,X,X
SOLTJIZ,O,O,O,O,X,X
SOLTJZI,O,O,O,O,X,X
SOLTZIJ,O,O,O,O,X,X
SOLTZJI,O,O,O,O,X,X
SOLITJZ,O,O,O,O,X,X
SOLITZJ,O,O,O,O,X,X
SOLIJTZ,O,O,O,X,X,X
SOLIJZT,O,O,O,X,X,X
SOLIZTJ,O,O,O,O,X,X
SOLIZJT,O,O,O,X,X,X
SOLJTIZ,O,O,O,O,X,X
SOLJTZI,O,O,O,O,X,X
SOLJITZ,O,O,O,X,X,X
SOLJIZT,O,O,O,X,X,X
SOLJZTI,O,O,O,O,X,X
SOLJZIT,O,O,O,X,X,X
SOLZTIJ,O,O,O,O,X,X
SOLZTJI,O,O,O,O,X,X
SOLZITJ,O,O,O,O,X,X
SOLZIJT,O,O,O,X,X,X
SOLZJTI,O,O,O,O,X,X
SOLZJIT,O,O,O,X,X,X
SOJTILZ,O,O,O,O,O,X
SOJTIZL,O,O,O,O,O,X
SOJTLIZ,O,O,O,O,O,X
SOJTLZI,O,O,O,O,O,X
SOJTZIL,O,O,O,O,O,X
SOJTZLI,O,O,O,O,O,X
SOJITLZ,O,O,O,O,O,X
SOJITZL,O,O,O,O,O,X
SOJILTZ,O,O,O,X,O,X
SOJILZT,O,O,O,X,O,X
SOJIZTL,O,O,O,O,O,X
SOJIZLT,O,O,O,X,O,X
SOJLTIZ,O,O,O,O,O,X
SOJLTZI,O,O,O,O,O,X
SOJLITZ,O,O,O,X,O,X
SOJLIZT,O,O,O,X,O,X
SOJLZTI,O,O,O,O,O,X
SOJLZIT,O,O,O,X,O,X
SOJZTIL,O,O,O,O,O,X
SOJZTLI,O,O,O,O,O,X
SOJZITL,O,O,O,O,O,X
SOJZILT,O,O,O,X,O,X
SOJZLTI,O,O,O,O,O,X
SOJZLIT,O,O,O,X,O,X
SOZTILJ,O,O,O,O,X,O
SOZTIJL,O,O,O,O,X,X
SOZTLIJ,O,O,O,O,X,O
SOZTLJI,O,O,O,O,X,X
SOZTJIL,O,O,O,O,X,X
SOZTJLI,O,O,O,O,X,X
SOZITLJ,O,O,O,O,X,O
SOZITJL,O,O,O,O,X,X
SOZILTJ,O,O,O,O,X,X
SOZILJT,O,O,O,X,X,X
SOZIJTL,O,O,O,O,O,X
SOZIJLT,O,O,O,X,O,X
SOZLTIJ,O,O,O,O,X,X
SOZLTJI,O,O,O,O,X,X
SOZLITJ,O,O,O,O,X,X
SOZLIJT,O,O,O,X,X,X
SOZLJTI,O,O,O,O,X,X
SOZLJIT,O,O,O,X,X,X
SOZJTIL,O,O,O,O,O,X
SOZJTLI,O,O,O,O,O,X
SOZJITL,O,O,O,O,O,X
SOZJILT,O,O,O,X,O,X
SOZJLTI,O,O,O,O,O,X
SOZJLIT,O,O,O,X,O,X
ZTILJSO,O,X,O,O,X,X
ZTILJOS,O,X,X,X,X,O
ZTILSJO,X,O,O,O,X,X
ZTILSOJ,X,O,O,O,X,O
ZTILOJS,X,X,X,X,X,O
ZTILOSJ,X,X,O,O,X,O
ZTIJLSO,O,O,O,X,O,X
ZTIJLOS,O,O,X,X,O,O
ZTIJSLO,O,O,O,O,O,X
ZTIJSOL,O,O,O,O,O,X
ZTIJOLS,O,O,X,X,O,O
ZTIJOSL,O,O,X,X,O,X
ZTISLJO,X,O,O,O,X,X
ZTISLOJ,X,O,O,O,X,O
ZTISJLO,X,O,O,O,X,X
ZTISJOL,X,O,O,O,X,X
ZTISOLJ,O,O,O,X,X,O
ZTISOJL,O,O,O,O,X,X
ZTIOLJS,O,X,X,X,X,O
ZTIOLSJ,O,X,O,O,X,O
ZTIOJLS,O,X,X,X,O,O
ZTIOJSL,O,X,X,O,O,X
ZTIOSLJ,O,O,O,O,X,O
ZTIOSJL,O,O,O,O,X,X
ZTLIJSO,O,X,O,O,X,X
ZTLIJOS,O,X,X,X,X,O
ZTLISJO,X,O,O,O,X,X
ZTLISOJ,X,O,O,O,X,O
ZTLIOJS,X,X,X,O,X,O
ZTLIOSJ,X,X,O,O,X,O
ZTLJISO,O,X,O,O,X,X
ZTLJIOS,O,X,X,X,X,O
ZTLJSIO,O,X,X,O,X,X
ZTLJSOI,O,X,X,O,X,X
ZTLJOIS,O,X,X,X,X,O
ZTLJOSI,O,X,X,X,X,X
ZTLSIJO,X,O,O,O,X,X
ZTLSIOJ,X,O,O,O,X,O
ZTLSJIO,X,O,O,O,X,X
ZTLSJOI,X,O,O,O,X,X
ZTLSOIJ,X,O,O,O,X,O
ZTLSOJI,X,O,O,O,X,X
ZTLOIJS,X,X,X,O,X,O
ZTLOISJ,X,X,O,O,X,O
ZTLOJIS,X,X,X,O,X,O
ZTLOJSI,X,X,X,O,X,X
ZTLOSIJ,X,X,X,O,X,O
ZTLOSJI,X,X,X,O,X,X
ZTJILSO,O,O,O,X,O,X
ZTJILOS,O,O,X,X,O,O
ZTJISLO,O,O,O,O,O,X
ZTJISOL,O,O,O,O,O,X
ZTJIOLS,O,O,X,X,O,O
ZTJIOSL,O,O,X,X,O,X
ZTJLISO,O,O,O,O,O,X
ZTJLIOS,O,O,X,X,O,O
ZTJLSIO,O,O,X,O,O,X
ZTJLSOI,O,O,X,O,O,X
ZTJLOIS,O,O,X,X,O,O
ZTJLOSI,O,X,X,X,O,X
ZTJSILO,O,O,O,O,O,X
ZTJSIOL,O,O,O,O,O,X
ZTJSLIO,O,O,O,O,O,X
ZTJSLOI,O,O,O,O,O,X
ZTJSOIL,O,O,O,O,O,X
ZTJSOLI,O,O,O,O,O,X
ZTJOILS,O,O,X,X,O,O
ZTJOISL,O,O,X,X,O,X
ZTJOLIS,O,O,X,X,O,O
ZTJOLSI,O,X,X,X,O,X
ZTJOSIL,O,O,X,X,O,X
ZTJOSLI,O,O,X,X,O,X
ZTSILJO,X,O,O,O,X,X
ZTSILOJ,X,O,O,O,X,O
ZTSIJLO,X,O,O,O,X,X
ZTSIJOL,X,O,O,O,X,X
ZTSIOLJ,O,O,O,X,X,O
ZTSIOJL,O,O,O,O,X,X
ZTSLIJO,X,O,O,O,X,X
ZTSLIOJ,X,O,O,O,X,O
ZTSLJIO,X,O,O,O,X,X
ZTSLJOI,X,O,O,O,X,X
ZTSLOIJ,X,O,O,O,X,O
ZTSLOJI,X,O,O,O,X,X
ZTSJILO,X,O,O,O,X,X
ZTSJIOL,X,O,O,O,X,X
ZTSJLIO,X,O,O,O,X,X
ZTSJLOI,X,O,O,O,X,X
ZTSJOIL,X,O,O,O,X,X
ZTSJOLI,X,O,O,O,X,X
ZTSOILJ,O,O,O,O,X,O
ZTSOIJL,O,O,O,O,X,X
ZTSOLIJ,O,O,O,O,X,O
ZTSOLJI,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,X,X
ZTOILJS,O,X,X,O,X,O
ZTOILSJ,O,X,O,O,X,O
ZTOIJLS,O,X,X,X,O,O
ZTOIJSL,O,X,X,O,O,X
ZTOISLJ,O,O,O,O,X,O
ZTOISJL,O,O,O,O,X,X
ZTOLIJS,O,X,X,O,X,O
ZTOLISJ,O,X,O,O,X,O
ZTOLJIS,O,X,X,O,X,O
ZTOLJSI,O,X,X,O,X,X
ZTOLSIJ,O,X,X,O,X,O
ZTOLSJI,O,X,X,O,X,X
ZTOJILS,O,X,X,X,O,O
ZTOJISL,O,X,X,O,O,X
ZTOJLIS,O,X,X,O,O,O
ZTOJLSI,O,X,X,O,O,X
ZTOJSIL,O,X,X,O,O,X
ZTOJSLI,O,X,X,O,O,X
ZTOSILJ,O,O,O,O,X,O
ZTOSIJL,O,O,O,O,X,X
ZTOSLIJ,O,O,O,O,X,O
ZTOSLJI,O,O,O,O,X,X
ZTOSJIL,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,X,X
ZITLJSO,O,X,O,O,X,X
ZITLJOS,O,X,X,X,X,O
ZITLSJO,X,O,O,O,X,X
ZITLSOJ,X,O,O,O,X,O
ZITLOJS,X,X,X,X,X,O
ZITLOSJ,X,X,O,O,X,O
ZITJLSO,O,O,O,X,O,X
ZITJLOS,O,O,X,X,O,O
ZITJSLO,O,O,O,O,O,X
ZITJSOL,O,O,O,O,O,X
ZITJOLS,O,O,X,X,O,O
ZITJOSL,O,O,X,X,O,X
ZITSLJO,X,O,O,O,X,X
ZITSLOJ,X,O,O,O,X,O
ZITSJLO,X,O,O,O,X,X
ZITSJOL,X,O,O,O,X,X
ZITSOLJ,O,O,O,X,X,O
ZITSOJL,O,O,O,O,X,X
ZITOLJS,O,X,X,X,X,O
ZITOLSJ,O,X,O,O,X,O
ZITOJLS,O,X,X,X,O,O
ZITOJSL,O,X,X,O,O,X
ZITOSLJ,O,O,O,O,X,O
ZITOSJL,O,O,O,O,X,X
ZILTJSO,O,X,O,O,X,X
ZILTJOS,O,X,X,X,X,O
ZILTSJO,X,O,O,O,X,X
ZILTSOJ,X,O,O,O,X,O
ZILTOJS,X,X,X,O,X,O
ZILTOSJ,X,X,O,O,X,O
ZILJTSO,O,O,X,O,O,X
ZILJTOS,O,O,X,X,O,X
ZILJSTO,O,O,X,O,O,X
ZILJSOT,O,O,X,X,O,X
ZILJOTS,O,O,X,O,O,X
ZILJOST,O,O,X,X,O,X
ZILSTJO,X,O,O,O,X,X
ZILSTOJ,X,O,O,O,X,X
ZILSJTO,X,O,O,O,X,X
ZILSJOT,X,O,O,X,X,X
ZILSOTJ,X,O,O,O,X,X
ZILSOJT,X,O,O,X,X,X
ZILOTJS,X,X,X,O,X,O
ZILOTSJ,X,X,X,O,X,O
ZILOJTS,X,X,X,O,O,X
ZILOJST,X,X,X,X,O,X
ZILOSTJ,X,X,X,O,X,X
ZILOSJT,X,X,X,X,X,X
ZIJTLSO,O,O,O,X,O,X
ZIJTLOS,O,O,X,X,O,O
ZIJTSLO,O,O,O,O,O,X
ZIJTSOL,O,O,O,O,O,X
ZIJTOLS,O,O,X,X,O,O
ZIJTOSL,O,O,X,X,O,X
ZIJLTSO,O,O,X,X,O,X
ZIJLTOS,O,O,X,X,O,X
ZIJLSTO,O,O,X,X,O,X
ZIJLSOT,O,O,X,X,O,X
ZIJLOTS,O,O,X,X,O,X
ZIJLOST,O,O,X,X,O,X
ZIJSTLO,O,O,O,O,O,X
ZIJSTOL,O,O,O,O,O,X
ZIJSLTO,O,O,O,X,O,X
ZIJSLOT,O,O,O,X,O,X
ZIJSOTL,O,O,O,X,O,X
ZIJSOLT,O,O,O,X,O,X
ZIJOTLS,O,O,X,X,O,O
ZIJOTSL,O,O,X,O,O,X
ZIJOLTS,O,O,X,X,O,X
ZIJOLST,O,O,X,X,O,X
ZIJOSTL,O,O,X,X,O,X
ZIJOSLT,O,O,X,X,O,X
ZISTLJO,X,O,O,O,X,X
ZISTLOJ,X,O,O,O,X,O
ZISTJLO,X,O,O,O,X,X
ZISTJOL,X,O,O,O,X,X
ZISTOLJ,O,O,O,X,X,O
ZISTOJL,O,O,O,O,X,X
ZISLTJO,X,O,O,O,X,X
ZISLTOJ,X,O,O,O,X,X
ZISLJTO,X,O,O,O,X,X
ZISLJOT,X,O,O,X,X,X
ZISLOTJ,X,O,O,O,X,X
ZISLOJT,X,O,O,X,X,X
ZISJTLO,X,O,O,O,O,X
ZISJTOL,X,O,O,O,O,X
ZISJLTO,X,O,O,O,O,X
ZISJLOT,X,O,O,X,O,X
ZISJOTL,X,O,O,X,O,X
ZISJOLT,X,O,O,X,O,X
ZISOTLJ,O,O,O,O,X,O
ZISOTJL,O,O,O,O,X,X
ZISOLTJ,O,O,O,O,X,X
ZISOLJT,O,O,O,X,X,X
ZISOJTL,O,O,O,O,O,X
ZISOJLT,O,O,O,X,O,X
ZIOTLJS,O,X,X,O,X,O
ZIOTLSJ,O,X,O,O,X,O
ZIOTJLS,O,X,X,X,O,O
ZIOTJSL,O,X,X,O,O,X
ZIOTSLJ,O,O,O,O,X,O
ZIOTSJL,O,O,O,O,X,X
ZIOLTJS,O,X,X,O,X,O
ZIOLTSJ,O,X,X,O,X,O
ZIOLJTS,O,X,X,O,O,X
ZIOLJST,O,X,X,X,O,X
ZIOLSTJ,O,X,X,O,X,X
ZIOLSJT,O,X,X,X,X,X
ZIOJTLS,O,O,X,X,O,O
ZIOJTSL,O,O,X,O,O,X
ZIOJLTS,O,O,X,X,O,X
ZIOJLST,O,O,X,X,O,X
ZIOJSTL,O,O,X,X,O,X
ZIOJSLT,O,O,X,X,O,X
ZIOSTLJ,O,O,O,O,X,O
ZIOSTJL,O,O,O,O,X,X
ZIOSLTJ,O,O,O,O,X,X
ZIOSLJT,O,O,O,X,X,X
ZIOSJTL,O,O,O,O,O,X
ZIOSJLT,O,O,O,X,O,X
ZLTIJSO,O,X,O,O,X,X
ZLTIJOS,O,X,X,X,X,O
ZLTISJO,X,O,O,O,X,X
ZLTISOJ,X,O,O,O,X,O
ZLTIOJS,X,X,X,O,X,O
ZLTIOSJ,X,X,O,O,X,O
ZLTJISO,O,X,O,O,X,X
ZLTJIOS,O,X,X,X,X,O
ZLTJSIO,O,X,X,O,X,X
ZLTJSOI,O,X,X,O,X,X
ZLTJOIS,O,X,X,X,X,O
ZLTJOSI,O,X,X,X,X,X
ZLTSIJO,X,O,O,O,X,X
ZLTSIOJ,X,O,O,O,X,O
ZLTSJIO,X,O,O,O,X,X
ZLTSJOI,X,O,O,O,X,X
ZLTSOIJ,X,O,O,O,X,O
ZLTSOJI,X,O,O,O,X,X
ZLTOIJS,X,X,X,O,X,O
ZLTOISJ,X,X,O,O,X,O
ZLTOJIS,X,X,X,O,X,O
ZLTOJSI,X,X,X,O,X,X
ZLTOSIJ,X,X,X,O,X,O
ZLTOSJI,X,X,X,O,X,X
ZLITJSO,O,X,O,O,X,X
ZLITJOS,O,X,X,X,X,O
ZLITSJO,X,O,O,O,X,X
ZLITSOJ,X,O,O,O,X,O
ZLITOJS,X,X,X,O,X,O
ZLITOSJ,X,X,O,O,X,O
ZLIJTSO,O,O,X,O,O,X
ZLIJTOS,O,O,X,X,O,X
ZLIJSTO,O,O,X,O,O,X
ZLIJSOT,O,O,X,X,O,X
ZLIJOTS,O,O,X,O,O,X
ZLIJOST,O,O,X,X,O,X
ZLISTJO,X,O,O,O,X,X
ZLISTOJ,X,O,O,O,X,X
ZLISJTO,X,O,O,O,X,X
ZLISJOT,X,O,O,X,X,X
ZLISOTJ,X,O,O,O,X,X
ZLISOJT,X,O,O,X,X,X
ZLIOTJS,X,X,X,O,X,O
ZLIOTSJ,X,X,X,O,X,O
ZLIOJTS,X,X,X,O,O,X
ZLIOJST,X,X,X,X,O,X
ZLIOSTJ,X,X,X,O,X,X
ZLIOSJT,X,X,X,X,X,X
ZLJTISO,O,O,X,O,O,X
ZLJTIOS,O,O,X,X,O,X
ZLJTSIO,O,O,X,O,O,X
ZLJTSOI,O,O,X,O,O,X
ZLJTOIS,O,O,X,X,O,X
ZLJTOSI,O,X,X,X,O,X
ZLJITSO,O,O,X,O,O,X
ZLJITOS,O,O,X,X,O,X
ZLJISTO,O,O,X,O,O,X
ZLJISOT,O,O,X,X,O,X
ZLJIOTS,O,O,X,O,O,X
ZLJIOST,O,O,X,X,O,X
ZLJSTIO,O,O,X,O,O,X
ZLJSTOI,O,O,X,O,O,X
ZLJSITO,O,O,X,O,O,X
ZLJSIOT,O,O,X,X,O,X
ZLJSOTI,O,O,X,O,O,X
ZLJSOIT,O,O,X,X,O,X
ZLJOTIS,O,O,X,O,O,X
ZLJOTSI,O,X,X,O,O,X
ZLJOITS,O,O,X,O,O,X
ZLJOIST,O,O,X,X,O,X
ZLJOSTI,O,X,X,O,O,X
ZLJOSIT,O,X,X,X,O,X
ZLSTIJO,X,O,O,O,X,X
ZLSTIOJ,X,O,O,O,X,X
ZLSTJIO,X,O,O,O,X,X
ZLSTJOI,X,O,O,O,X,X
ZLSTOIJ,X,O,O,O,X,X
ZLSTOJI,X,O,O,O,X,X
ZLSITJO,X,O,O,O,X,X
ZLSITOJ,X,O,O,O,X,X
ZLSIJTO,X,O,O,O,X,X
ZLSIJOT,X,O,O,X,X,X
ZLSIOTJ,X,O,O,O,X,X
ZLSIOJT,X,O,O,X,X,X
ZLSJTIO,X,O,O,O,X,X
ZLSJTOI,X,O,O,O,X,X
ZLSJITO,X,O,O,O,X,X
ZLSJIOT,X,O,O,X,X,X
ZLSJOTI,X,O,O,O,X,X
ZLSJOIT,X,O,O,X,X,X
ZLSOTIJ,X,O,O,O,X,X
ZLSOTJI,X,O,O,O,X,X
ZLSOITJ,X,O,O,O,X,X
ZLSOIJT,X,O,O,X,X,X
ZLSOJTI,X,O,O,O,X,X
ZLSOJIT,X,O,O,X,X,X
ZLOTIJS,X,X,X,O,X,O
ZLOTISJ,X,X,X,O,X,O
ZLOTJIS,X,X,X,O,X,O
ZLOTJSI,X,X,X,O,X,X
ZLOTSIJ,X,X,X,O,X,O
ZLOTSJI,X,X,X,O,X,X
ZLOITJS,X,X,X,O,X,O
ZLOITSJ,X,X,X,O,X,O
ZLOIJTS,X,X,X,O,O,X
ZLOIJST,X,X,X,X,O,X
ZLOISTJ,X,X,X,O,X,X
ZLOISJT,X,X,X,X,X,X
ZLOJTIS,X,X,X,O,O,X
ZLOJTSI,X,X,X,O,O,X
ZLOJITS,X,X,X,O,O,X
ZLOJIST,X,X,X,X,O,X
ZLOJSTI,X,X,X,O,O,X
ZLOJSIT,X,X,X,X,O,X
ZLOSTIJ,X,X,X,O,X,X
ZLOSTJI,X,X,X,O,X,X
ZLOSITJ,X,X,X,O,X,X
ZLOSIJT,X,X,X,X,X,X
ZLOSJTI,X,X,X,O,X,X
ZLOSJIT,X,X,X,X,X,X
ZJTILSO,O,O,O,X,O,X
ZJTILOS,O,O,X,X,O,O
ZJTISLO,O,O,O,O,O,X
ZJTISOL,O,O,O,O,O,X
ZJTIOLS,O,O,X,X,O,O
ZJTIOSL,O,O,X,X,O,X
ZJTLISO,O,O,O,O,O,X
ZJTLIOS,O,O,X,X,O,O
ZJTLSIO,O,O,X,O,O,X
ZJTLSOI,O,O,X,O,O,X
ZJTLOIS,O,O,X,X,O,O
ZJTLOSI,O,X,X,X,O,X
ZJTSILO,O,O,O,O,O,X
ZJTSIOL,O,O,O,O,O,X
ZJTSLIO,O,O,O,O,O,X
ZJTSLOI,O,O,O,O,O,X
ZJTSOIL,O,O,O,O,O,X
ZJTSOLI,O,O,O,O,O,X
ZJTOILS,O,O,X,X,O,O
ZJTOISL,O,O,X,X,O,X
ZJTOLIS,O,O,X,X,O,O
ZJTOLSI,O,X,X,X,O,X
ZJTOSIL,O,O,X,X,O,X
ZJTOSLI,O,O,X,X,O,X
ZJITLSO,O,O,O,X,O,X
ZJITLOS,O,O,X,X,O,O
ZJITSLO,O,O,O,O,O,X
ZJITSOL,O,O,O,O,O,X
ZJITOLS,O,O,X,X,O,O
ZJITOSL,O,O,X,X,O,X
ZJILTSO,O,O,X,X,O,X
ZJILTOS,O,O,X,X,O,X
ZJILSTO,O,O,X,X,O,X
ZJILSOT,O,O,X,X,O,X
ZJILOTS,O,O,X,X,O,X
ZJILOST,O,O,X,X,O,X
ZJISTLO,O,O,O,O,O,X
ZJISTOL,O,O,O,O,O,X
ZJISLTO,O,O,O,X,O,X
ZJISLOT,O,O,O,X,O,X
ZJISOTL,O,O,O,X,O,X
ZJISOLT,O,O,O,X,O,X
ZJIOTLS,O,O,X,X,O,O
ZJIOTSL,O,O,X,O,O,X
ZJIOLTS,O,O,X,X,O,X
ZJIOLST,O,O,X,X,O,X
ZJIOSTL,O,O,X,X,O,X
ZJIOSLT,O,O,X,X,O,X
ZJLTISO,O,O,X,O,O,X
ZJLTIOS,O,O,X,X,O,X
ZJLTSIO,O,O,X,O,O,X
ZJLTSOI,O,O,X,O,O,X
ZJLTOIS,O,O,X,X,O,X
ZJLTOSI,O,X,X,X,O,X
ZJLITSO,O,O,X,O,O,X
