sequence,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhFmgBzhBtnB6?oB0lB3rB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhFTgBihB3iB9?oBWsBUrB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhF/lBUhBanBu?nB9oBTrB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhFTgB/mBanBu?nB9oBUrB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhF/lBzhBtnB6?oB2rBUrB,v115@+gA8IeA8IeB8EeA8BeC8BeD8JeZEJvhFigBUiB9oBz?lB+rB3sB
JZLOTSI,O,O,X,X,X,O
JZLOITS,O,O,X,X,X,O
JZLOIST,X,O,X,X,X,O
JZLOSTI,X,O,X,X,X,O
JZLOSIT,X,O,X,X,X,O
JZSTILO,O,O,X,O,O,X
JZSTIOL,O,O,X,O,O,O
JZSTLIO,O,O,X,O,O,X
JZSTLOI,O,O,X,O,O,X
JZSTOIL,O,O,X,O,O,O
JZSTOLI,O,O,X,O,O,O
JZSITLO,O,O,X,O,O,X
JZSITOL,O,O,X,O,O,O
JZSILTO,O,O,X,O,O,X
JZSILOT,O,O,X,O,X,X
JZSIOTL,O,O,X,O,O,O
JZSIOLT,O,O,X,O,X,O
JZSLTIO,O,O,X,O,O,X
JZSLTOI,O,O,X,O,O,X
JZSLITO,O,O,X,O,O,X
JZSLIOT,O,O,X,O,X,X
JZSLOTI,O,O,X,O,X,X
JZSLOIT,O,O,X,O,X,X
JZSOTIL,O,O,X,O,O,O
JZSOTLI,O,O,X,O,O,O
JZSOITL,O,O,X,O,O,O
JZSOILT,O,O,X,O,X,O
JZSOLTI,O,O,X,O,X,O
JZSOLIT,O,O,X,O,X,O
JZOTILS,O,O,X,O,O,O
JZOTISL,O,O,X,O,O,O
JZOTLIS,O,O,X,O,O,O
JZOTLSI,O,O,X,O,O,O
JZOTSIL,O,O,X,O,O,O
JZOTSLI,O,O,X,O,O,O
JZOITLS,O,O,X,O,O,O
JZOITSL,O,O,X,O,O,O
JZOILTS,O,O,X,X,X,O
JZOILST,X,O,X,X,X,O
JZOISTL,X,O,X,O,O,O
JZOISLT,X,O,X,O,X,O
JZOLTIS,O,O,X,X,X,O
JZOLTSI,O,O,X,X,X,O
JZOLITS,O,O,X,X,X,O
JZOLIST,X,O,X,X,X,O
JZOLSTI,X,O,X,X,X,O
JZOLSIT,X,O,X,X,X,O
JZOSTIL,X,O,X,O,O,O
JZOSTLI,X,O,X,O,O,O
JZOSITL,X,O,X,O,O,O
JZOSILT,X,O,X,O,X,O
JZOSLTI,X,O,X,O,X,O
JZOSLIT,X,O,X,O,X,O
JOTILSZ,X,O,O,X,O,O
JOTILZS,X,O,O,O,O,O
JOTISLZ,X,O,O,X,O,O
JOTISZL,X,O,O,O,O,O
JOTIZLS,X,O,O,O,O,O
JOTIZSL,X,O,O,O,O,O
JOTLISZ,X,O,O,X,O,O
JOTLIZS,X,O,O,O,O,O
JOTLSIZ,X,O,O,X,O,O
JOTLSZI,X,O,O,X,O,O
JOTLZIS,X,O,O,O,O,O
JOTLZSI,X,O,O,O,O,O
JOTSILZ,X,O,O,X,O,O
JOTSIZL,X,O,O,O,O,O
JOTSLIZ,X,O,O,X,O,O
JOTSLZI,X,O,O,X,O,O
JOTSZIL,X,O,O,O,O,O
JOTSZLI,X,O,O,O,O,O
JOTZILS,X,O,O,O,O,O
JOTZISL,X,O,O,O,O,O
JOTZLIS,X,O,O,O,O,O
JOTZLSI,X,O,O,O,O,O
JOTZSIL,X,O,O,O,O,O
JOTZSLI,X,O,O,O,O,O
JOITLSZ,X,O,O,X,O,O
JOITLZS,X,O,O,O,O,O
JOITSLZ,X,O,O,X,O,O
JOITSZL,X,O,O,O,O,O
JOITZLS,X,O,O,O,O,O
JOITZSL,X,O,O,O,O,O
JOILTSZ,X,O,O,X,O,O
JOILTZS,X,O,O,X,O,O
JOILSTZ,X,O,O,X,O,O
JOILSZT,X,X,O,X,X,O
JOILZTS,X,O,X,X,X,O
JOILZST,X,X,X,X,X,O
JOISTLZ,X,O,O,X,O,O
JOISTZL,X,O,O,X,O,O
JOISLTZ,X,O,O,X,O,O
JOISLZT,X,X,O,X,X,O
JOISZTL,X,X,O,X,O,O
JOISZLT,X,X,O,X,X,O
JOIZTLS,X,O,X,O,O,O
JOIZTSL,X,O,X,O,O,O
JOIZLTS,X,O,X,X,X,O
JOIZLST,X,O,X,X,X,O
JOIZSTL,X,O,X,O,O,O
JOIZSLT,X,O,X,O,X,O
JOLTISZ,X,O,O,X,O,O
JOLTIZS,X,O,O,X,O,O
JOLTSIZ,X,O,O,X,O,O
JOLTSZI,X,O,O,X,O,O
JOLTZIS,X,O,O,X,O,O
JOLTZSI,X,O,O,X,O,O
JOLITSZ,X,O,O,X,O,O
JOLITZS,X,O,O,X,O,O
JOLISTZ,X,O,O,X,O,O
JOLISZT,X,X,O,X,X,O
JOLIZTS,X,O,X,X,X,O
JOLIZST,X,X,X,X,X,O
JOLSTIZ,X,O,O,X,O,O
JOLSTZI,X,O,O,X,O,O
JOLSITZ,X,O,O,X,O,O
JOLSIZT,X,X,O,X,X,O
JOLSZTI,X,X,O,X,X,O
JOLSZIT,X,X,O,X,X,O
JOLZTIS,X,O,X,X,X,O
JOLZTSI,X,O,X,X,X,O
JOLZITS,X,O,X,X,X,O
JOLZIST,X,X,X,X,X,O
JOLZSTI,X,X,X,X,X,O
JOLZSIT,X,X,X,X,X,O
JOSTILZ,X,O,O,X,O,O
JOSTIZL,X,O,O,X,O,O
JOSTLIZ,X,O,O,X,O,O
JOSTLZI,X,O,O,X,O,O
JOSTZIL,X,O,O,X,O,O
JOSTZLI,X,O,O,X,O,O
JOSITLZ,X,O,O,X,O,O
JOSITZL,X,O,O,X,O,O
JOSILTZ,X,O,O,X,O,O
JOSILZT,X,X,O,X,X,O
JOSIZTL,X,X,O,X,O,O
JOSIZLT,X,X,O,X,X,O
JOSLTIZ,X,O,O,X,O,O
JOSLTZI,X,O,O,X,O,O
JOSLITZ,X,O,O,X,O,O
JOSLIZT,X,X,O,X,X,O
JOSLZTI,X,X,O,X,X,O
JOSLZIT,X,X,O,X,X,O
JOSZTIL,X,X,O,X,O,O
JOSZTLI,X,X,O,X,O,O
JOSZITL,X,X,O,X,O,O
JOSZILT,X,X,O,X,X,O
JOSZLTI,X,X,O,X,X,O
JOSZLIT,X,X,O,X,X,O
JOZTILS,X,O,X,O,O,O
JOZTISL,X,O,X,O,O,O
JOZTLIS,X,O,X,O,O,O
JOZTLSI,X,O,X,O,O,O
JOZTSIL,X,O,X,O,O,O
JOZTSLI,X,O,X,O,O,O
JOZITLS,X,O,X,O,O,O
JOZITSL,X,O,X,O,O,O
JOZILTS,X,O,X,X,X,O
JOZILST,X,O,X,X,X,O
JOZISTL,X,O,X,O,O,O
JOZISLT,X,O,X,O,X,O
JOZLTIS,X,O,X,X,X,O
JOZLTSI,X,O,X,X,X,O
JOZLITS,X,O,X,X,X,O
JOZLIST,X,O,X,X,X,O
JOZLSTI,X,O,X,X,X,O
JOZLSIT,X,O,X,X,X,O
JOZSTIL,X,O,X,O,O,O
JOZSTLI,X,O,X,O,O,O
JOZSITL,X,O,X,O,O,O
JOZSILT,X,O,X,O,X,O
JOZSLTI,X,O,X,O,X,O
JOZSLIT,X,O,X,O,X,O
STILJZO,O,O,O,X,O,X
STILJOZ,O,O,O,X,O,X
STILZJO,O,O,O,X,O,X
STILZOJ,O,O,O,X,X,X
STILOJZ,O,O,O,X,O,O
STILOZJ,O,O,O,X,X,X
STIJLZO,O,O,O,X,O,X
STIJLOZ,O,O,O,X,O,X
STIJZLO,O,O,O,O,O,X
STIJZOL,O,O,O,O,O,O
STIJOLZ,O,O,O,X,O,O
STIJOZL,O,O,O,O,O,O
STIZLJO,O,O,O,O,O,X
STIZLOJ,O,O,O,O,X,X
STIZJLO,O,O,O,O,O,X
STIZJOL,O,O,O,O,O,X
STIZOLJ,O,O,O,O,X,X
STIZOJL,O,O,O,O,X,X
STIOLJZ,O,O,O,X,O,O
STIOLZJ,O,O,O,X,X,X
STIOJLZ,O,O,O,X,O,O
STIOJZL,O,O,O,O,O,O
STIOZLJ,O,O,O,O,X,X
STIOZJL,O,O,O,O,X,X
STLIJZO,O,O,O,X,O,X
STLIJOZ,O,O,O,X,O,X
STLIZJO,O,O,O,X,O,X
STLIZOJ,O,O,O,X,X,X
STLIOJZ,O,O,O,X,O,O
STLIOZJ,O,O,O,X,X,X
STLJIZO,O,O,O,X,O,X
STLJIOZ,O,O,O,X,O,X
STLJZIO,O,O,O,X,O,X
STLJZOI,O,O,O,X,O,X
STLJOIZ,O,O,O,X,O,X
STLJOZI,O,O,O,X,O,X
STLZIJO,O,O,O,X,O,X
STLZIOJ,O,O,O,X,X,X
STLZJIO,O,O,O,X,O,X
STLZJOI,O,O,O,X,O,X
STLZOIJ,O,O,O,X,X,X
STLZOJI,O,O,O,X,X,X
STLOIJZ,O,O,O,X,O,O
STLOIZJ,O,O,O,X,X,X
STLOJIZ,O,O,O,X,O,O
STLOJZI,O,O,O,X,O,O
STLOZIJ,O,O,O,X,X,X
STLOZJI,O,O,O,X,X,X
STJILZO,O,O,O,X,O,X
STJILOZ,O,O,O,X,O,X
STJIZLO,O,O,O,O,O,X
STJIZOL,O,O,O,O,O,O
STJIOLZ,O,O,O,X,O,O
STJIOZL,O,O,O,O,O,O
STJLIZO,O,O,O,X,O,X
STJLIOZ,O,O,O,X,O,X
STJLZIO,O,O,O,X,O,X
STJLZOI,O,O,O,X,O,X
STJLOIZ,O,O,O,X,O,X
STJLOZI,O,O,O,X,O,X
STJZILO,O,O,O,O,O,X
STJZIOL,O,O,O,O,O,O
STJZLIO,O,O,O,O,O,X
STJZLOI,O,O,O,O,O,X
STJZOIL,O,O,O,O,O,O
STJZOLI,O,O,O,O,O,O
STJOILZ,O,O,O,X,O,O
STJOIZL,O,O,O,O,O,O
STJOLIZ,O,O,O,X,O,O
STJOLZI,O,O,O,X,O,O
STJOZIL,O,O,O,O,O,O
STJOZLI,O,O,O,O,O,O
STZILJO,O,O,O,O,O,X
STZILOJ,O,O,O,O,X,X
STZIJLO,O,O,O,O,O,X
STZIJOL,O,O,O,O,O,X
STZIOLJ,O,O,O,O,X,X
STZIOJL,O,O,O,O,X,X
STZLIJO,O,O,O,O,O,X
STZLIOJ,O,O,O,O,X,X
STZLJIO,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,X
STZLOIJ,O,O,O,O,X,X
STZLOJI,O,O,O,O,X,X
STZJILO,O,O,O,O,O,X
STZJIOL,O,O,O,O,O,X
STZJLIO,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,X
STZJOIL,O,O,O,O,O,X
STZJOLI,O,O,O,O,O,X
STZOILJ,O,O,O,O,X,X
STZOIJL,O,O,O,O,X,X
STZOLIJ,O,O,O,O,X,X
STZOLJI,O,O,O,O,X,X
STZOJIL,O,O,O,O,X,X
STZOJLI,O,O,O,O,X,X
STOILJZ,O,O,O,X,O,O
STOILZJ,O,O,O,X,X,X
STOIJLZ,O,O,O,X,O,O
STOIJZL,O,O,O,O,O,O
STOIZLJ,O,O,O,O,X,X
STOIZJL,O,O,O,O,X,X
STOLIJZ,O,O,O,X,O,O
STOLIZJ,O,O,O,X,X,X
STOLJIZ,O,O,O,X,O,O
STOLJZI,O,O,O,X,O,O
STOLZIJ,O,O,O,X,X,X
STOLZJI,O,O,O,X,X,X
STOJILZ,O,O,O,X,O,O
STOJIZL,O,O,O,O,O,O
STOJLIZ,O,O,O,X,O,O
STOJLZI,O,O,O,X,O,O
STOJZIL,O,O,O,O,O,O
STOJZLI,O,O,O,O,O,O
STOZILJ,O,O,O,O,X,X
STOZIJL,O,O,O,O,X,X
STOZLIJ,O,O,O,O,X,X
STOZLJI,O,O,O,O,X,X
STOZJIL,O,O,O,O,X,X
STOZJLI,O,O,O,O,X,X
SITLJZO,O,O,O,X,O,X
SITLJOZ,O,O,O,X,O,X
SITLZJO,O,O,O,X,O,X
SITLZOJ,O,O,O,X,X,X
SITLOJZ,O,O,O,X,O,O
SITLOZJ,O,O,O,X,X,X
SITJLZO,O,O,O,X,O,X
SITJLOZ,O,O,O,X,O,X
SITJZLO,O,O,O,O,O,X
SITJZOL,O,O,O,O,O,O
SITJOLZ,O,O,O,X,O,O
SITJOZL,O,O,O,O,O,O
SITZLJO,O,O,O,O,O,X
SITZLOJ,O,O,O,O,X,X
SITZJLO,O,O,O,O,O,X
SITZJOL,O,O,O,O,O,X
SITZOLJ,O,O,O,O,X,X
SITZOJL,O,O,O,O,X,X
SITOLJZ,O,O,O,X,O,O
SITOLZJ,O,O,O,X,X,X
SITOJLZ,O,O,O,X,O,O
SITOJZL,O,O,O,O,O,O
SITOZLJ,O,O,O,O,X,X
SITOZJL,O,O,O,O,X,X
SILTJZO,O,X,O,X,O,X
SILTJOZ,O,X,O,X,O,X
SILTZJO,O,X,O,X,O,X
SILTZOJ,O,X,O,X,X,X
SILTOJZ,O,X,O,X,O,O
SILTOZJ,O,X,O,X,X,X
SILJTZO,O,X,O,X,O,X
SILJTOZ,O,X,O,X,O,X
SILJZTO,O,X,O,X,O,X
SILJZOT,O,X,X,X,X,X
SILJOTZ,X,X,X,X,O,X
SILJOZT,X,X,X,X,X,X
SILZTJO,O,X,O,X,O,X
SILZTOJ,O,X,O,X,X,X
SILZJTO,O,X,O,X,O,X
SILZJOT,O,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X
SILZOJT,O,X,X,X,X,X
SILOTJZ,O,X,O,X,O,O
SILOTZJ,O,X,O,X,X,X
SILOJTZ,X,X,O,X,O,O
SILOJZT,X,X,O,X,X,O
SILOZTJ,O,X,O,X,X,X
SILOZJT,O,X,O,X,X,X
SIJTLZO,O,O,O,X,O,X
SIJTLOZ,O,O,O,X,O,X
SIJTZLO,O,O,O,X,O,X
SIJTZOL,O,O,O,X,O,O
SIJTOLZ,O,O,O,X,O,O
SIJTOZL,O,O,O,X,O,O
SIJLTZO,O,O,O,X,O,X
SIJLTOZ,O,O,O,X,O,X
SIJLZTO,O,X,O,X,O,X
SIJLZOT,O,X,X,X,X,X
SIJLOTZ,X,O,X,X,O,X
SIJLOZT,X,X,X,X,X,X
SIJZTLO,O,X,O,X,O,X
SIJZTOL,O,X,O,X,O,O
SIJZLTO,O,X,O,X,O,X
SIJZLOT,O,X,X,X,X,X
SIJZOTL,O,X,X,X,O,O
SIJZOLT,O,X,X,X,X,O
SIJOTLZ,O,O,O,X,O,O
SIJOTZL,O,O,O,X,O,O
SIJOLTZ,X,O,O,X,O,O
SIJOLZT,X,X,O,X,X,O
SIJOZTL,O,X,O,X,O,O
SIJOZLT,O,X,O,X,X,O
SIZTLJO,O,O,O,O,O,X
SIZTLOJ,O,O,O,O,X,X
SIZTJLO,O,O,O,O,O,X
SIZTJOL,O,O,O,O,O,X
SIZTOLJ,O,O,O,O,X,X
SIZTOJL,O,O,O,O,X,X
SIZLTJO,O,O,O,O,O,X
SIZLTOJ,O,O,O,O,X,X
SIZLJTO,O,O,O,O,O,X
SIZLJOT,O,O,X,O,X,X
SIZLOTJ,O,O,O,O,X,X
SIZLOJT,O,O,X,O,X,X
SIZJTLO,O,O,O,O,O,X
SIZJTOL,O,O,O,O,O,X
SIZJLTO,O,O,O,O,O,X
SIZJLOT,O,O,X,O,X,X
SIZJOTL,O,O,X,O,O,X
SIZJOLT,O,O,X,O,X,X
SIZOTLJ,O,O,O,O,X,X
SIZOTJL,O,O,O,O,X,X
SIZOLTJ,O,O,O,O,X,X
SIZOLJT,O,O,O,O,X,X
SIZOJTL,O,O,O,O,X,X
SIZOJLT,O,O,O,O,X,X
SIOTLJZ,O,O,O,X,O,O
SIOTLZJ,O,O,O,X,X,X
SIOTJLZ,O,O,O,X,O,O
SIOTJZL,O,O,O,O,O,O
SIOTZLJ,O,O,O,O,X,X
SIOTZJL,O,O,O,O,X,X
SIOLTJZ,O,X,O,X,O,O
SIOLTZJ,O,X,O,X,X,X
SIOLJTZ,X,X,O,X,O,O
SIOLJZT,X,X,O,X,X,O
SIOLZTJ,O,X,O,X,X,X
SIOLZJT,O,X,O,X,X,X
SIOJTLZ,O,O,O,X,O,O
SIOJTZL,O,O,O,X,O,O
SIOJLTZ,X,O,O,X,O,O
SIOJLZT,X,X,O,X,X,O
SIOJZTL,O,X,O,X,O,O
SIOJZLT,O,X,O,X,X,O
SIOZTLJ,O,O,O,O,X,X
SIOZTJL,O,O,O,O,X,X
SIOZLTJ,O,O,O,O,X,X
SIOZLJT,O,O,O,O,X,X
SIOZJTL,O,O,O,O,X,X
SIOZJLT,O,O,O,O,X,X
SLTIJZO,O,X,O,X,O,X
SLTIJOZ,O,X,O,X,O,X
SLTIZJO,O,X,O,X,O,X
SLTIZOJ,O,X,O,X,X,X
SLTIOJZ,O,X,O,X,O,O
SLTIOZJ,O,X,O,X,X,X
SLTJIZO,O,X,O,X,O,X
SLTJIOZ,O,X,O,X,O,X
SLTJZIO,O,X,O,X,O,X
SLTJZOI,O,X,O,X,O,X
SLTJOIZ,O,X,O,X,O,X
SLTJOZI,O,X,O,X,O,X
SLTZIJO,O,X,O,X,O,X
SLTZIOJ,O,X,O,X,X,X
SLTZJIO,O,X,O,X,O,X
SLTZJOI,O,X,O,X,O,X
SLTZOIJ,O,X,O,X,X,X
SLTZOJI,O,X,O,X,X,X
SLTOIJZ,O,X,O,X,O,O
SLTOIZJ,O,X,O,X,X,X
SLTOJIZ,O,X,O,X,O,O
SLTOJZI,O,X,O,X,O,O
SLTOZIJ,O,X,O,X,X,X
SLTOZJI,O,X,O,X,X,X
SLITJZO,O,X,O,X,O,X
SLITJOZ,O,X,O,X,O,X
SLITZJO,O,X,O,X,O,X
SLITZOJ,O,X,O,X,X,X
SLITOJZ,O,X,O,X,O,O
SLITOZJ,O,X,O,X,X,X
SLIJTZO,O,X,O,X,O,X
SLIJTOZ,O,X,O,X,O,X
SLIJZTO,O,X,O,X,O,X
SLIJZOT,O,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,X
SLIJOZT,X,X,X,X,X,X
SLIZTJO,O,X,O,X,O,X
SLIZTOJ,O,X,O,X,X,X
SLIZJTO,O,X,O,X,O,X
SLIZJOT,O,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X
SLIZOJT,O,X,X,X,X,X
SLIOTJZ,O,X,O,X,O,O
SLIOTZJ,O,X,O,X,X,X
SLIOJTZ,X,X,O,X,O,O
SLIOJZT,X,X,O,X,X,O
SLIOZTJ,O,X,O,X,X,X
SLIOZJT,O,X,O,X,X,X
SLJTIZO,O,X,O,X,O,X
SLJTIOZ,O,X,O,X,O,X
SLJTZIO,O,X,O,X,O,X
SLJTZOI,O,X,O,X,O,X
SLJTOIZ,O,X,O,X,O,X
SLJTOZI,O,X,O,X,O,X
SLJITZO,O,X,O,X,O,X
SLJITOZ,O,X,O,X,O,X
SLJIZTO,O,X,O,X,O,X
SLJIZOT,O,X,X,X,X,X
SLJIOTZ,X,X,X,X,O,X
SLJIOZT,X,X,X,X,X,X
SLJZTIO,O,X,O,X,O,X
SLJZTOI,O,X,O,X,O,X
SLJZITO,O,X,O,X,O,X
SLJZIOT,O,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X
SLJZOIT,O,X,X,X,X,X
SLJOTIZ,X,X,X,X,O,X
SLJOTZI,X,X,X,X,O,X
SLJOITZ,X,X,X,X,O,X
SLJOIZT,X,X,X,X,X,X
SLJOZTI,X,X,X,X,X,X
SLJOZIT,X,X,X,X,X,X
SLZTIJO,O,X,O,X,O,X
SLZTIOJ,O,X,O,X,X,X
SLZTJIO,O,X,O,X,O,X
SLZTJOI,O,X,O,X,O,X
SLZTOIJ,O,X,O,X,X,X
SLZTOJI,O,X,O,X,X,X
SLZITJO,O,X,O,X,O,X
SLZITOJ,O,X,O,X,X,X
SLZIJTO,O,X,O,X,O,X
SLZIJOT,O,X,X,X,X,X
SLZIOTJ,O,X,O,X,X,X
SLZIOJT,O,X,X,X,X,X
SLZJTIO,O,X,O,X,O,X
SLZJTOI,O,X,O,X,O,X
SLZJITO,O,X,O,X,O,X
SLZJIOT,O,X,X,X,X,X
SLZJOTI,O,X,X,X,X,X
SLZJOIT,O,X,X,X,X,X
SLZOTIJ,O,X,O,X,X,X
SLZOTJI,O,X,O,X,X,X
SLZOITJ,O,X,O,X,X,X
SLZOIJT,O,X,X,X,X,X
SLZOJTI,O,X,X,X,X,X
SLZOJIT,O,X,X,X,X,X
SLOTIJZ,O,X,O,X,O,O
SLOTIZJ,O,X,O,X,X,X
SLOTJIZ,O,X,O,X,O,O
SLOTJZI,O,X,O,X,O,O
SLOTZIJ,O,X,O,X,X,X
SLOTZJI,O,X,O,X,X,X
SLOITJZ,O,X,O,X,O,O
SLOITZJ,O,X,O,X,X,X
SLOIJTZ,X,X,O,X,O,O
SLOIJZT,X,X,O,X,X,O
SLOIZTJ,O,X,O,X,X,X
SLOIZJT,O,X,O,X,X,X
SLOJTIZ,X,X,O,X,O,O
SLOJTZI,X,X,O,X,O,O
SLOJITZ,X,X,O,X,O,O
SLOJIZT,X,X,O,X,X,O
SLOJZTI,X,X,O,X,X,O
SLOJZIT,X,X,O,X,X,O
SLOZTIJ,O,X,O,X,X,X
SLOZTJI,O,X,O,X,X,X
SLOZITJ,O,X,O,X,X,X
SLOZIJT,O,X,O,X,X,X
SLOZJTI,O,X,O,X,X,X
SLOZJIT,O,X,O,X,X,X
SJTILZO,O,O,O,X,O,X
SJTILOZ,O,O,O,X,O,X
SJTIZLO,O,O,O,X,O,X
SJTIZOL,O,O,O,X,O,O
SJTIOLZ,O,O,O,X,O,O
SJTIOZL,O,O,O,X,O,O
SJTLIZO,O,O,O,X,O,X
SJTLIOZ,O,O,O,X,O,X
SJTLZIO,O,O,O,X,O,X
SJTLZOI,O,O,O,X,O,X
SJTLOIZ,O,O,O,X,O,X
SJTLOZI,O,O,O,X,O,X
SJTZILO,O,O,O,X,O,X
SJTZIOL,O,O,O,X,O,O
SJTZLIO,O,O,O,X,O,X
SJTZLOI,O,O,O,X,O,X
SJTZOIL,O,O,O,X,O,O
SJTZOLI,O,O,O,X,O,O
SJTOILZ,O,O,O,X,O,O
SJTOIZL,O,O,O,X,O,O
SJTOLIZ,O,O,O,X,O,O
SJTOLZI,O,O,O,X,O,O
SJTOZIL,O,O,O,X,O,O
SJTOZLI,O,O,O,X,O,O
SJITLZO,O,O,O,X,O,X
SJITLOZ,O,O,O,X,O,X
SJITZLO,O,O,O,X,O,X
SJITZOL,O,O,O,X,O,O
SJITOLZ,O,O,O,X,O,O
SJITOZL,O,O,O,X,O,O
SJILTZO,O,O,O,X,O,X
SJILTOZ,O,O,O,X,O,X
SJILZTO,O,X,O,X,O,X
SJILZOT,O,X,X,X,X,X
SJILOTZ,X,O,X,X,O,X
SJILOZT,X,X,X,X,X,X
SJIZTLO,O,X,O,X,O,X
SJIZTOL,O,X,O,X,O,O
SJIZLTO,O,X,O,X,O,X
SJIZLOT,O,X,X,X,X,X
SJIZOTL,O,X,X,X,O,O
SJIZOLT,O,X,X,X,X,O
SJIOTLZ,O,O,O,X,O,O
SJIOTZL,O,O,O,X,O,O
SJIOLTZ,X,O,O,X,O,O
SJIOLZT,X,X,O,X,X,O
SJIOZTL,O,X,O,X,O,O
SJIOZLT,O,X,O,X,X,O
SJLTIZO,O,O,O,X,O,X
SJLTIOZ,O,O,O,X,O,X
SJLTZIO,O,O,O,X,O,X
SJLTZOI,O,O,O,X,O,X
SJLTOIZ,O,O,O,X,O,X
SJLTOZI,O,O,O,X,O,X
SJLITZO,O,O,O,X,O,X
SJLITOZ,O,O,O,X,O,X
SJLIZTO,O,X,O,X,O,X
SJLIZOT,O,X,X,X,X,X
SJLIOTZ,X,O,X,X,O,X
SJLIOZT,X,X,X,X,X,X
SJLZTIO,O,X,O,X,O,X
SJLZTOI,O,X,O,X,O,X
SJLZITO,O,X,O,X,O,X
SJLZIOT,O,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X
SJLZOIT,O,X,X,X,X,X
SJLOTIZ,X,O,X,X,O,X
SJLOTZI,X,O,X,X,O,X
SJLOITZ,X,O,X,X,O,X
SJLOIZT,X,X,X,X,X,X
SJLOZTI,X,X,X,X,X,X
SJLOZIT,X,X,X,X,X,X
SJZTILO,O,X,O,X,O,X
SJZTIOL,O,X,O,X,O,O
SJZTLIO,O,X,O,X,O,X
SJZTLOI,O,X,O,X,O,X
SJZTOIL,O,X,O,X,O,O
SJZTOLI,O,X,O,X,O,O
SJZITLO,O,X,O,X,O,X
SJZITOL,O,X,O,X,O,O
SJZILTO,O,X,O,X,O,X
SJZILOT,O,X,X,X,X,X
SJZIOTL,O,X,X,X,O,O
SJZIOLT,O,X,X,X,X,O
SJZLTIO,O,X,O,X,O,X
SJZLTOI,O,X,O,X,O,X
SJZLITO,O,X,O,X,O,X
SJZLIOT,O,X,X,X,X,X
SJZLOTI,O,X,X,X,X,X
SJZLOIT,O,X,X,X,X,X
SJZOTIL,O,X,X,X,O,O
SJZOTLI,O,X,X,X,O,O
SJZOITL,O,X,X,X,O,O
SJZOILT,O,X,X,X,X,O
SJZOLTI,O,X,X,X,X,O
SJZOLIT,O,X,X,X,X,O
SJOTILZ,O,O,O,X,O,O
SJOTIZL,O,O,O,X,O,O
SJOTLIZ,O,O,O,X,O,O
SJOTLZI,O,O,O,X,O,O
SJOTZIL,O,O,O,X,O,O
SJOTZLI,O,O,O,X,O,O
SJOITLZ,O,O,O,X,O,O
SJOITZL,O,O,O,X,O,O
SJOILTZ,X,O,O,X,O,O
SJOILZT,X,X,O,X,X,O
SJOIZTL,O,X,O,X,O,O
SJOIZLT,O,X,O,X,X,O
SJOLTIZ,X,O,O,X,O,O
SJOLTZI,X,O,O,X,O,O
SJOLITZ,X,O,O,X,O,O
SJOLIZT,X,X,O,X,X,O
SJOLZTI,X,X,O,X,X,O
SJOLZIT,X,X,O,X,X,O
SJOZTIL,O,X,O,X,O,O
SJOZTLI,O,X,O,X,O,O
SJOZITL,O,X,O,X,O,O
SJOZILT,O,X,O,X,X,O
SJOZLTI,O,X,O,X,X,O
SJOZLIT,O,X,O,X,X,O
SZTILJO,O,O,O,O,O,X
SZTILOJ,O,O,O,O,X,X
SZTIJLO,O,O,O,O,O,X
SZTIJOL,O,O,O,O,O,X
SZTIOLJ,O,O,O,O,X,X
SZTIOJL,O,O,O,O,X,X
SZTLIJO,O,O,O,O,O,X
SZTLIOJ,O,O,O,O,X,X
SZTLJIO,O,O,O,O,O,X
SZTLJOI,O,O,O,O,O,X
SZTLOIJ,O,O,O,O,X,X
SZTLOJI,O,O,O,O,X,X
SZTJILO,O,O,O,O,O,X
SZTJIOL,O,O,O,O,O,X
SZTJLIO,O,O,O,O,O,X
SZTJLOI,O,O,O,O,O,X
SZTJOIL,O,O,O,O,O,X
SZTJOLI,O,O,O,O,O,X
SZTOILJ,O,O,O,O,X,X
SZTOIJL,O,O,O,O,X,X
SZTOLIJ,O,O,O,O,X,X
SZTOLJI,O,O,O,O,X,X
SZTOJIL,O,O,O,O,X,X
SZTOJLI,O,O,O,O,X,X
SZITLJO,O,O,O,O,O,X
SZITLOJ,O,O,O,O,X,X
SZITJLO,O,O,O,O,O,X
SZITJOL,O,O,O,O,O,X
SZITOLJ,O,O,O,O,X,X
SZITOJL,O,O,O,O,X,X
SZILTJO,O,O,O,O,O,X
SZILTOJ,O,O,O,O,X,X
SZILJTO,O,O,O,O,O,X
SZILJOT,O,O,X,O,X,X
SZILOTJ,O,O,O,O,X,X
SZILOJT,O,O,X,O,X,X
SZIJTLO,O,O,O,O,O,X
