sequence,v115@WhC8AeA8AeA8AeG8JeZEJvhFzfBfmB0hBSoBmnBFqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFzfBWmB3iBcoBimBFqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFqkBlhB3iBcoBzlBOqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFFgB0hBSoBfqBzqBmsB,v115@WhC8AeA8AeA8AeG8Jex/IvhFlhB3iBcoBzlBmpBipB,v115@WhC8AeA8AeA8AeG8Jei/IvhF3hBcpBOqBxsBzqBFtB
ZSTILOJ,O,O,O,X,X,X
ZSTIJLO,O,O,X,X,X,O
ZSTIJOL,O,O,O,X,X,X
ZSTIOLJ,O,O,O,X,O,X
ZSTIOJL,O,O,O,X,O,X
ZSTLIJO,O,O,X,X,X,X
ZSTLIOJ,O,O,O,X,X,X
ZSTLJIO,O,O,X,X,X,X
ZSTLJOI,O,O,X,X,X,X
ZSTLOIJ,O,O,O,X,O,X
ZSTLOJI,O,O,O,X,O,X
ZSTJILO,O,O,X,X,X,O
ZSTJIOL,O,O,O,X,X,X
ZSTJLIO,O,O,X,X,X,O
ZSTJLOI,O,O,X,X,X,X
ZSTJOIL,O,O,O,X,O,X
ZSTJOLI,O,O,O,X,O,X
ZSTOILJ,O,O,O,X,O,X
ZSTOIJL,O,O,O,X,O,X
ZSTOLIJ,O,O,O,X,O,X
ZSTOLJI,O,O,O,X,O,X
ZSTOJIL,O,O,O,X,O,X
ZSTOJLI,O,O,O,X,O,X
ZSITLJO,O,O,X,X,X,X
ZSITLOJ,O,O,O,X,X,X
ZSITJLO,O,O,X,X,X,O
ZSITJOL,O,O,O,X,X,X
ZSITOLJ,O,O,O,X,O,X
ZSITOJL,O,O,O,X,O,X
ZSILTJO,O,O,X,X,X,X
ZSILTOJ,O,O,O,X,X,X
ZSILJTO,O,O,X,X,X,O
ZSILJOT,X,X,O,X,X,O
ZSILOTJ,O,X,O,O,X,X
ZSILOJT,X,X,O,O,X,X
ZSIJTLO,O,O,X,X,X,O
ZSIJTOL,O,O,O,X,X,X
ZSIJLTO,O,O,X,X,X,O
ZSIJLOT,X,X,O,X,X,O
ZSIJOTL,X,O,O,X,O,X
ZSIJOLT,X,X,O,X,O,O
ZSIOTLJ,O,O,O,O,O,X
ZSIOTJL,O,O,O,O,O,X
ZSIOLTJ,O,X,O,O,O,X
ZSIOLJT,X,X,O,O,X,X
ZSIOJTL,X,O,O,O,O,X
ZSIOJLT,X,X,O,O,O,O
ZSLTIJO,O,O,X,X,X,X
ZSLTIOJ,O,O,O,X,X,X
ZSLTJIO,O,O,X,X,X,X
ZSLTJOI,O,O,X,X,X,X
ZSLTOIJ,O,O,O,X,O,X
ZSLTOJI,O,O,O,X,O,X
ZSLITJO,O,O,X,X,X,X
ZSLITOJ,O,O,O,X,X,X
ZSLIJTO,O,O,X,X,X,O
ZSLIJOT,X,X,O,X,X,O
ZSLIOTJ,O,X,O,O,X,X
ZSLIOJT,X,X,O,O,X,X
ZSLJTIO,O,O,X,X,X,O
ZSLJTOI,O,O,X,X,X,X
ZSLJITO,O,O,X,X,X,O
ZSLJIOT,X,X,O,X,X,O
ZSLJOTI,X,X,O,X,O,X
ZSLJOIT,X,X,O,X,O,O
ZSLOTIJ,O,X,O,O,O,X
ZSLOTJI,O,X,O,O,O,X
ZSLOITJ,O,X,O,O,O,X
ZSLOIJT,X,X,O,O,X,X
ZSLOJTI,X,X,O,O,O,X
ZSLOJIT,X,X,O,O,O,X
ZSJTILO,O,O,X,X,X,O
ZSJTIOL,O,O,O,X,X,X
ZSJTLIO,O,O,X,X,X,O
ZSJTLOI,O,O,X,X,X,X
ZSJTOIL,O,O,O,X,O,X
ZSJTOLI,O,O,O,X,O,X
ZSJITLO,O,O,X,X,X,O
ZSJITOL,O,O,O,X,X,X
ZSJILTO,O,O,X,X,X,O
ZSJILOT,X,X,O,X,X,O
ZSJIOTL,X,O,O,X,O,X
ZSJIOLT,X,X,O,X,O,O
ZSJLTIO,O,O,X,X,X,O
ZSJLTOI,O,O,X,X,X,X
ZSJLITO,O,O,X,X,X,O
ZSJLIOT,X,X,O,X,X,O
ZSJLOTI,X,X,O,X,O,X
ZSJLOIT,X,X,O,X,O,O
ZSJOTIL,X,O,O,X,O,X
ZSJOTLI,X,O,O,X,O,X
ZSJOITL,X,O,O,X,O,X
ZSJOILT,X,X,O,X,O,O
ZSJOLTI,X,X,O,X,O,X
ZSJOLIT,X,X,O,X,O,O
ZSOTILJ,O,O,O,O,O,X
ZSOTIJL,O,O,O,O,O,X
ZSOTLIJ,O,O,O,O,O,X
ZSOTLJI,O,O,O,O,O,X
ZSOTJIL,O,O,O,O,O,X
ZSOTJLI,O,O,O,O,O,X
ZSOITLJ,O,O,O,O,O,X
ZSOITJL,O,O,O,O,O,X
ZSOILTJ,O,X,O,O,O,X
ZSOILJT,X,X,O,O,X,X
ZSOIJTL,X,O,O,O,O,X
ZSOIJLT,X,X,O,O,O,O
ZSOLTIJ,O,X,O,O,O,X
ZSOLTJI,O,X,O,O,O,X
ZSOLITJ,O,X,O,O,O,X
ZSOLIJT,X,X,O,O,X,X
ZSOLJTI,X,X,O,O,O,X
ZSOLJIT,X,X,O,O,O,X
ZSOJTIL,X,O,O,O,O,X
ZSOJTLI,X,O,O,O,O,X
ZSOJITL,X,O,O,O,O,X
ZSOJILT,X,X,O,O,O,O
ZSOJLTI,X,X,O,O,O,X
ZSOJLIT,X,X,O,O,O,O
ZOTILJS,X,O,O,X,X,X
ZOTILSJ,X,O,O,O,O,X
ZOTIJLS,X,O,O,X,O,X
ZOTIJSL,X,O,O,X,O,X
ZOTISLJ,X,O,O,O,O,X
ZOTISJL,X,O,O,O,O,X
ZOTLIJS,X,O,O,X,X,X
ZOTLISJ,X,O,O,O,O,X
ZOTLJIS,X,O,O,X,O,X
ZOTLJSI,X,O,O,X,O,X
ZOTLSIJ,X,O,O,O,O,X
ZOTLSJI,X,O,O,O,O,X
ZOTJILS,X,O,O,X,O,X
ZOTJISL,X,O,O,X,O,X
ZOTJLIS,X,O,O,X,O,X
ZOTJLSI,X,O,O,X,O,X
ZOTJSIL,X,O,O,X,O,X
ZOTJSLI,X,O,O,X,O,X
ZOTSILJ,X,O,O,O,O,X
ZOTSIJL,X,O,O,O,O,X
ZOTSLIJ,X,O,O,O,O,X
ZOTSLJI,X,O,O,O,O,X
ZOTSJIL,X,O,O,O,O,X
ZOTSJLI,X,O,O,O,O,X
ZOITLJS,X,O,O,X,X,X
ZOITLSJ,X,O,O,O,O,X
ZOITJLS,X,O,O,X,O,X
ZOITJSL,X,O,O,X,O,X
ZOITSLJ,X,O,O,O,O,X
ZOITSJL,X,O,O,O,O,X
ZOILTJS,X,X,O,X,X,X
ZOILTSJ,X,X,O,O,O,X
ZOILJTS,X,X,O,X,X,X
ZOILJST,X,X,O,O,X,O
ZOILSTJ,O,X,O,O,O,X
ZOILSJT,X,X,O,O,X,X
ZOIJTLS,X,O,O,X,O,X
ZOIJTSL,X,O,O,X,O,X
ZOIJLTS,X,X,O,X,O,X
ZOIJLST,X,X,O,O,O,O
ZOIJSTL,X,O,O,O,O,X
ZOIJSLT,X,X,O,O,O,O
ZOISTLJ,O,O,O,O,O,X
ZOISTJL,O,O,O,O,O,X
ZOISLTJ,O,X,O,O,O,X
ZOISLJT,X,X,O,O,X,X
ZOISJTL,X,O,O,O,O,X
ZOISJLT,X,X,O,O,O,O
ZOLTIJS,X,X,O,X,X,X
ZOLTISJ,X,X,O,O,O,X
ZOLTJIS,X,X,O,X,O,X
ZOLTJSI,X,X,O,X,O,X
ZOLTSIJ,X,X,O,O,O,X
ZOLTSJI,X,X,O,O,O,X
ZOLITJS,X,X,O,X,X,X
ZOLITSJ,X,X,O,O,O,X
ZOLIJTS,X,X,O,X,X,X
ZOLIJST,X,X,O,O,X,O
ZOLISTJ,O,X,O,O,O,X
ZOLISJT,X,X,O,O,X,X
ZOLJTIS,X,X,O,X,O,X
ZOLJTSI,X,X,O,X,O,X
ZOLJITS,X,X,O,X,O,X
ZOLJIST,X,X,O,O,O,O
ZOLJSTI,X,X,O,O,O,X
ZOLJSIT,X,X,O,O,O,O
ZOLSTIJ,O,X,O,O,O,X
ZOLSTJI,O,X,O,O,O,X
ZOLSITJ,O,X,O,O,O,X
ZOLSIJT,X,X,O,O,X,X
ZOLSJTI,X,X,O,O,O,X
ZOLSJIT,X,X,O,O,O,X
ZOJTILS,X,O,O,X,O,X
ZOJTISL,X,O,O,X,O,X
ZOJTLIS,X,O,O,X,O,X
ZOJTLSI,X,O,O,X,O,X
ZOJTSIL,X,O,O,X,O,X
ZOJTSLI,X,O,O,X,O,X
ZOJITLS,X,O,O,X,O,X
ZOJITSL,X,O,O,X,O,X
ZOJILTS,X,X,O,X,O,X
ZOJILST,X,X,O,O,O,O
ZOJISTL,X,O,O,O,O,X
ZOJISLT,X,X,O,O,O,O
ZOJLTIS,X,X,O,X,O,X
ZOJLTSI,X,X,O,X,O,X
ZOJLITS,X,X,O,X,O,X
ZOJLIST,X,X,O,O,O,O
ZOJLSTI,X,X,O,O,O,X
ZOJLSIT,X,X,O,O,O,O
ZOJSTIL,X,O,O,O,O,X
ZOJSTLI,X,O,O,O,O,X
ZOJSITL,X,O,O,O,O,X
ZOJSILT,X,X,O,O,O,O
ZOJSLTI,X,X,O,O,O,X
ZOJSLIT,X,X,O,O,O,O
ZOSTILJ,O,O,O,O,O,X
ZOSTIJL,O,O,O,O,O,X
ZOSTLIJ,O,O,O,O,O,X
ZOSTLJI,O,O,O,O,O,X
ZOSTJIL,O,O,O,O,O,X
ZOSTJLI,O,O,O,O,O,X
ZOSITLJ,O,O,O,O,O,X
ZOSITJL,O,O,O,O,O,X
ZOSILTJ,O,X,O,O,O,X
ZOSILJT,X,X,O,O,X,X
ZOSIJTL,X,O,O,O,O,X
ZOSIJLT,X,X,O,O,O,O
ZOSLTIJ,O,X,O,O,O,X
ZOSLTJI,O,X,O,O,O,X
ZOSLITJ,O,X,O,O,O,X
ZOSLIJT,X,X,O,O,X,X
ZOSLJTI,X,X,O,O,O,X
ZOSLJIT,X,X,O,O,O,X
ZOSJTIL,X,O,O,O,O,X
ZOSJTLI,X,O,O,O,O,X
ZOSJITL,X,O,O,O,O,X
ZOSJILT,X,X,O,O,O,O
ZOSJLTI,X,X,O,O,O,X
ZOSJLIT,X,X,O,O,O,O
OTILJSZ,O,X,X,X,X,X
OTILJZS,X,O,O,X,X,X
OTILSJZ,O,X,X,O,X,X
OTILSZJ,O,X,O,O,X,X
OTILZJS,X,O,O,X,X,X
OTILZSJ,O,O,O,O,O,X
OTIJLSZ,O,X,X,X,X,X
OTIJLZS,X,O,O,X,O,X
OTIJSLZ,O,X,X,X,X,X
OTIJSZL,O,O,X,X,O,X
OTIJZLS,X,O,O,X,O,X
OTIJZSL,X,O,O,X,O,X
OTISLJZ,O,X,X,O,X,X
OTISLZJ,O,X,O,O,X,X
OTISJLZ,O,X,X,O,X,X
OTISJZL,O,O,X,O,X,X
OTISZLJ,O,O,O,O,O,X
OTISZJL,O,O,O,O,O,X
OTIZLJS,X,O,O,X,X,X
OTIZLSJ,O,O,O,O,O,X
OTIZJLS,X,O,O,X,O,X
OTIZJSL,X,O,O,X,O,X
OTIZSLJ,O,O,O,O,O,X
OTIZSJL,O,O,O,O,O,X
OTLIJSZ,O,X,X,X,X,X
OTLIJZS,X,O,O,X,X,X
OTLISJZ,O,X,X,O,X,X
OTLISZJ,O,X,O,O,X,X
OTLIZJS,X,O,O,X,X,X
OTLIZSJ,O,O,O,O,O,X
OTLJISZ,O,X,X,X,X,X
OTLJIZS,X,O,O,X,O,X
OTLJSIZ,O,X,X,X,X,X
OTLJSZI,O,X,X,X,X,X
OTLJZIS,X,O,O,X,O,X
OTLJZSI,X,O,O,X,O,X
OTLSIJZ,O,X,X,O,X,X
OTLSIZJ,O,X,O,O,X,X
OTLSJIZ,O,X,X,O,X,X
OTLSJZI,O,X,X,O,X,X
OTLSZIJ,O,X,O,O,X,X
OTLSZJI,O,X,O,O,X,X
OTLZIJS,X,O,O,X,X,X
OTLZISJ,O,O,O,O,O,X
OTLZJIS,X,O,O,X,O,X
OTLZJSI,X,O,O,X,O,X
OTLZSIJ,O,O,O,O,O,X
OTLZSJI,O,O,O,O,O,X
OTJILSZ,O,X,X,X,X,X
OTJILZS,X,O,O,X,O,X
OTJISLZ,O,X,X,X,X,X
OTJISZL,O,O,X,X,O,X
OTJIZLS,X,O,O,X,O,X
OTJIZSL,X,O,O,X,O,X
OTJLISZ,O,X,X,X,X,X
OTJLIZS,X,O,O,X,O,X
OTJLSIZ,O,X,X,X,X,X
OTJLSZI,O,X,X,X,X,X
OTJLZIS,X,O,O,X,O,X
OTJLZSI,X,O,O,X,O,X
OTJSILZ,O,X,X,X,X,X
OTJSIZL,O,O,X,X,O,X
OTJSLIZ,O,X,X,X,X,X
OTJSLZI,O,X,X,X,X,X
OTJSZIL,O,O,X,X,O,X
OTJSZLI,O,O,X,X,O,X
OTJZILS,X,O,O,X,O,X
OTJZISL,X,O,O,X,O,X
OTJZLIS,X,O,O,X,O,X
OTJZLSI,X,O,O,X,O,X
OTJZSIL,X,O,O,X,O,X
OTJZSLI,X,O,O,X,O,X
OTSILJZ,O,X,X,O,X,X
OTSILZJ,O,X,O,O,X,X
OTSIJLZ,O,X,X,O,X,X
OTSIJZL,O,O,X,O,X,X
OTSIZLJ,O,O,O,O,O,X
OTSIZJL,O,O,O,O,O,X
OTSLIJZ,O,X,X,O,X,X
OTSLIZJ,O,X,O,O,X,X
OTSLJIZ,O,X,X,O,X,X
OTSLJZI,O,X,X,O,X,X
OTSLZIJ,O,X,O,O,X,X
OTSLZJI,O,X,O,O,X,X
OTSJILZ,O,X,X,O,X,X
OTSJIZL,O,O,X,O,O,X
OTSJLIZ,O,X,X,O,X,X
OTSJLZI,O,X,X,O,X,X
OTSJZIL,O,O,X,O,O,X
OTSJZLI,O,O,X,O,O,X
OTSZILJ,O,O,O,O,O,X
OTSZIJL,O,O,O,O,O,X
OTSZLIJ,O,O,O,O,O,X
OTSZLJI,O,O,O,O,O,X
OTSZJIL,O,O,O,O,O,X
OTSZJLI,O,O,O,O,O,X
OTZILJS,X,O,O,X,X,X
OTZILSJ,O,O,O,O,O,X
OTZIJLS,X,O,O,X,O,X
OTZIJSL,X,O,O,X,O,X
OTZISLJ,O,O,O,O,O,X
OTZISJL,O,O,O,O,O,X
OTZLIJS,X,O,O,X,X,X
OTZLISJ,O,O,O,O,O,X
OTZLJIS,X,O,O,X,O,X
OTZLJSI,X,O,O,X,O,X
OTZLSIJ,O,O,O,O,O,X
OTZLSJI,O,O,O,O,O,X
OTZJILS,X,O,O,X,O,X
OTZJISL,X,O,O,X,O,X
OTZJLIS,X,O,O,X,O,X
OTZJLSI,X,O,O,X,O,X
OTZJSIL,X,O,O,X,O,X
OTZJSLI,X,O,O,X,O,X
OTZSILJ,O,O,O,O,O,X
OTZSIJL,O,O,O,O,O,X
OTZSLIJ,O,O,O,O,O,X
OTZSLJI,O,O,O,O,O,X
OTZSJIL,O,O,O,O,O,X
OTZSJLI,O,O,O,O,O,X
OITLJSZ,O,X,X,X,X,X
OITLJZS,X,O,O,X,X,X
OITLSJZ,O,X,X,O,X,X
OITLSZJ,O,X,O,O,X,X
OITLZJS,X,O,O,X,X,X
OITLZSJ,O,O,O,O,O,X
OITJLSZ,O,X,X,X,X,X
OITJLZS,X,O,O,X,O,X
OITJSLZ,O,X,X,X,X,X
OITJSZL,O,O,X,X,O,X
OITJZLS,X,O,O,X,O,X
OITJZSL,X,O,O,X,O,X
OITSLJZ,O,X,X,O,X,X
OITSLZJ,O,X,O,O,X,X
OITSJLZ,O,X,X,O,X,X
OITSJZL,O,O,X,O,X,X
OITSZLJ,O,O,O,O,O,X
OITSZJL,O,O,O,O,O,X
OITZLJS,X,O,O,X,X,X
OITZLSJ,O,O,O,O,O,X
OITZJLS,X,O,O,X,O,X
OITZJSL,X,O,O,X,O,X
OITZSLJ,O,O,O,O,O,X
OITZSJL,O,O,O,O,O,X
OILTJSZ,O,X,X,X,X,X
OILTJZS,X,X,O,X,X,X
OILTSJZ,O,X,X,O,X,X
OILTSZJ,O,X,O,O,X,X
OILTZJS,X,X,O,X,X,X
OILTZSJ,O,X,O,O,O,X
OILJTSZ,X,X,X,X,X,X
OILJTZS,X,X,O,X,X,X
OILJSTZ,X,X,X,O,X,X
OILJSZT,X,X,X,O,X,X
OILJZTS,X,X,O,X,X,X
OILJZST,X,X,O,O,X,X
OILSTJZ,O,X,X,O,X,X
OILSTZJ,O,X,O,O,X,X
OILSJTZ,X,X,X,O,X,X
OILSJZT,X,X,X,O,X,X
OILSZTJ,O,X,O,O,X,X
OILSZJT,X,X,O,O,X,X
OILZTJS,X,X,O,X,X,X
OILZTSJ,X,X,O,O,O,X
OILZJTS,X,X,O,X,X,X
OILZJST,X,X,O,O,X,X
OILZSTJ,O,X,O,O,O,X
OILZSJT,X,X,O,O,X,X
OIJTLSZ,X,X,X,X,X,X
OIJTLZS,X,O,O,X,O,X
OIJTSLZ,X,X,X,X,X,X
OIJTSZL,X,O,X,X,O,X
OIJTZLS,X,O,O,X,O,X
OIJTZSL,X,O,O,X,O,X
OIJLTSZ,X,X,X,X,X,X
OIJLTZS,X,X,O,X,O,X
OIJLSTZ,X,X,X,O,X,X
OIJLSZT,X,X,X,O,X,X
OIJLZTS,X,X,O,X,O,X
OIJLZST,X,X,O,O,O,X
OIJSTLZ,X,X,X,O,X,X
OIJSTZL,X,X,X,O,O,X
OIJSLTZ,X,X,X,O,X,X
OIJSLZT,X,X,X,O,X,X
OIJSZTL,X,X,X,O,O,X
OIJSZLT,X,X,X,O,O,O
OIJZTLS,X,O,O,X,O,X
OIJZTSL,X,O,O,X,O,X
OIJZLTS,X,X,O,X,O,X
OIJZLST,X,X,O,O,O,O
OIJZSTL,X,O,O,O,O,X
OIJZSLT,X,X,O,O,O,O
OISTLJZ,O,X,X,O,X,X
OISTLZJ,O,X,O,O,X,X
OISTJLZ,O,X,X,O,X,X
OISTJZL,O,X,X,O,X,X
OISTZLJ,O,X,O,O,O,X
OISTZJL,O,X,O,O,O,X
OISLTJZ,O,X,X,O,X,X
OISLTZJ,O,X,O,O,X,X
OISLJTZ,X,X,X,O,X,X
OISLJZT,X,X,X,O,X,X
OISLZTJ,O,X,O,O,X,X
OISLZJT,X,X,O,O,X,X
OISJTLZ,X,X,X,O,X,X
OISJTZL,X,X,X,O,X,X
OISJLTZ,X,X,X,O,X,X
OISJLZT,X,X,X,O,X,X
OISJZTL,X,X,X,O,X,X
OISJZLT,X,X,X,O,X,O
OISZTLJ,O,X,O,O,O,X
OISZTJL,O,X,O,O,O,X
OISZLTJ,O,X,O,O,O,X
OISZLJT,X,X,O,O,X,X
OISZJTL,X,X,O,O,O,X
OISZJLT,X,X,O,O,X,O
OIZTLJS,X,O,O,X,X,X
OIZTLSJ,X,O,O,O,O,X
OIZTJLS,X,O,O,X,O,X
OIZTJSL,X,O,O,X,O,X
OIZTSLJ,X,O,O,O,O,X
OIZTSJL,X,O,O,O,O,X
OIZLTJS,X,X,O,X,X,X
OIZLTSJ,X,X,O,O,O,X
OIZLJTS,X,X,O,X,X,X
OIZLJST,X,X,O,O,X,O
OIZLSTJ,O,X,O,O,O,X
OIZLSJT,X,X,O,O,X,X
OIZJTLS,X,O,O,X,O,X
OIZJTSL,X,O,O,X,O,X
OIZJLTS,X,X,O,X,O,X
OIZJLST,X,X,O,O,O,O
OIZJSTL,X,O,O,O,O,X
OIZJSLT,X,X,O,O,O,O
OIZSTLJ,O,O,O,O,O,X
OIZSTJL,O,O,O,O,O,X
OIZSLTJ,O,X,O,O,O,X
OIZSLJT,X,X,O,O,X,X
OIZSJTL,X,O,O,O,O,X
OIZSJLT,X,X,O,O,O,O
OLTIJSZ,O,X,X,X,X,X
OLTIJZS,X,X,O,X,X,X
OLTISJZ,O,X,X,O,X,X
OLTISZJ,O,X,O,O,X,X
OLTIZJS,X,X,O,X,X,X
OLTIZSJ,O,X,O,O,O,X
OLTJISZ,O,X,X,X,X,X
OLTJIZS,X,X,O,X,O,X
OLTJSIZ,O,X,X,X,X,X
OLTJSZI,O,X,X,X,X,X
OLTJZIS,X,X,O,X,O,X
OLTJZSI,X,X,O,X,O,X
OLTSIJZ,O,X,X,O,X,X
OLTSIZJ,O,X,O,O,X,X
OLTSJIZ,O,X,X,O,X,X
OLTSJZI,O,X,X,O,X,X
OLTSZIJ,O,X,O,O,X,X
OLTSZJI,O,X,O,O,X,X
OLTZIJS,X,X,O,X,X,X
OLTZISJ,O,X,O,O,O,X
OLTZJIS,X,X,O,X,O,X
OLTZJSI,X,X,O,X,O,X
OLTZSIJ,O,X,O,O,O,X
OLTZSJI,O,X,O,O,O,X
OLITJSZ,O,X,X,X,X,X
OLITJZS,X,X,O,X,X,X
OLITSJZ,O,X,X,O,X,X
OLITSZJ,O,X,O,O,X,X
OLITZJS,X,X,O,X,X,X
OLITZSJ,O,X,O,O,O,X
OLIJTSZ,X,X,X,X,X,X
OLIJTZS,X,X,O,X,X,X
OLIJSTZ,X,X,X,O,X,X
OLIJSZT,X,X,X,O,X,X
OLIJZTS,X,X,O,X,X,X
OLIJZST,X,X,O,O,X,X
OLISTJZ,O,X,X,O,X,X
OLISTZJ,O,X,O,O,X,X
OLISJTZ,X,X,X,O,X,X
OLISJZT,X,X,X,O,X,X
OLISZTJ,O,X,O,O,X,X
OLISZJT,X,X,O,O,X,X
OLIZTJS,X,X,O,X,X,X
OLIZTSJ,X,X,O,O,O,X
OLIZJTS,X,X,O,X,X,X
OLIZJST,X,X,O,O,X,X
OLIZSTJ,O,X,O,O,O,X
OLIZSJT,X,X,O,O,X,X
OLJTISZ,X,X,X,X,X,X
OLJTIZS,X,X,O,X,O,X
OLJTSIZ,X,X,X,X,X,X
OLJTSZI,X,X,X,X,X,X
OLJTZIS,X,X,O,X,O,X
OLJTZSI,X,X,O,X,O,X
OLJITSZ,X,X,X,X,X,X
OLJITZS,X,X,O,X,O,X
OLJISTZ,X,X,X,O,X,X
OLJISZT,X,X,X,O,X,X
OLJIZTS,X,X,O,X,O,X
OLJIZST,X,X,O,O,O,X
OLJSTIZ,X,X,X,O,X,X
OLJSTZI,X,X,X,O,X,X
OLJSITZ,X,X,X,O,X,X
OLJSIZT,X,X,X,O,X,X
OLJSZTI,X,X,X,O,X,X
OLJSZIT,X,X,X,O,X,X
OLJZTIS,X,X,O,X,O,X
OLJZTSI,X,X,O,X,O,X
OLJZITS,X,X,O,X,O,X
OLJZIST,X,X,O,O,O,X
OLJZSTI,X,X,O,O,O,X
OLJZSIT,X,X,O,O,O,X
OLSTIJZ,O,X,X,O,X,X
OLSTIZJ,O,X,O,O,X,X
OLSTJIZ,O,X,X,O,X,X
OLSTJZI,O,X,X,O,X,X
OLSTZIJ,O,X,O,O,X,X
OLSTZJI,O,X,O,O,X,X
OLSITJZ,O,X,X,O,X,X
OLSITZJ,O,X,O,O,X,X
OLSIJTZ,X,X,X,O,X,X
OLSIJZT,X,X,X,O,X,X
OLSIZTJ,O,X,O,O,X,X
OLSIZJT,X,X,O,O,X,X
OLSJTIZ,X,X,X,O,X,X
OLSJTZI,X,X,X,O,X,X
OLSJITZ,X,X,X,O,X,X
OLSJIZT,X,X,X,O,X,X
OLSJZTI,X,X,X,O,X,X
OLSJZIT,X,X,X,O,X,X
OLSZTIJ,O,X,O,O,X,X
OLSZTJI,O,X,O,O,X,X
OLSZITJ,O,X,O,O,X,X
OLSZIJT,X,X,O,O,X,X
OLSZJTI,X,X,O,O,X,X
OLSZJIT,X,X,O,O,X,X
OLZTIJS,X,X,O,X,X,X
OLZTISJ,X,X,O,O,O,X
OLZTJIS,X,X,O,X,O,X
OLZTJSI,X,X,O,X,O,X
OLZTSIJ,X,X,O,O,O,X
OLZTSJI,X,X,O,O,O,X
OLZITJS,X,X,O,X,X,X
OLZITSJ,X,X,O,O,O,X
OLZIJTS,X,X,O,X,X,X
OLZIJST,X,X,O,O,X,X
OLZISTJ,O,X,O,O,O,X
OLZISJT,X,X,O,O,X,X
OLZJTIS,X,X,O,X,O,X
OLZJTSI,X,X,O,X,O,X
OLZJITS,X,X,O,X,O,X
OLZJIST,X,X,O,O,O,X
OLZJSTI,X,X,O,O,O,X
OLZJSIT,X,X,O,O,O,X
OLZSTIJ,O,X,O,O,O,X
OLZSTJI,O,X,O,O,O,X
OLZSITJ,O,X,O,O,O,X
OLZSIJT,X,X,O,O,X,X
OLZSJTI,X,X,O,O,O,X
OLZSJIT,X,X,O,O,O,X
OJTILSZ,X,X,X,X,X,X
OJTILZS,X,O,O,X,O,X
OJTISLZ,X,X,X,X,X,X
OJTISZL,X,O,X,X,O,X
OJTIZLS,X,O,O,X,O,X
OJTIZSL,X,O,O,X,O,X
OJTLISZ,X,X,X,X,X,X
OJTLIZS,X,O,O,X,O,X
OJTLSIZ,X,X,X,X,X,X
OJTLSZI,X,X,X,X,X,X
OJTLZIS,X,O,O,X,O,X
OJTLZSI,X,O,O,X,O,X
OJTSILZ,X,X,X,X,X,X
OJTSIZL,X,O,X,X,O,X
OJTSLIZ,X,X,X,X,X,X
OJTSLZI,X,X,X,X,X,X
OJTSZIL,X,O,X,X,O,X
OJTSZLI,X,O,X,X,O,X
OJTZILS,X,O,O,X,O,X
OJTZISL,X,O,O,X,O,X
OJTZLIS,X,O,O,X,O,X
OJTZLSI,X,O,O,X,O,X
OJTZSIL,X,O,O,X,O,X
OJTZSLI,X,O,O,X,O,X
OJITLSZ,X,X,X,X,X,X
OJITLZS,X,O,O,X,O,X
OJITSLZ,X,X,X,X,X,X
OJITSZL,X,O,X,X,O,X
OJITZLS,X,O,O,X,O,X
OJITZSL,X,O,O,X,O,X
OJILTSZ,X,X,X,X,X,X
OJILTZS,X,X,O,X,O,X
OJILSTZ,X,X,X,O,X,X
OJILSZT,X,X,X,O,X,X
OJILZTS,X,X,O,X,O,X
OJILZST,X,X,O,O,O,X
OJISTLZ,X,X,X,O,X,X
OJISTZL,X,X,X,O,O,X
OJISLTZ,X,X,X,O,X,X
OJISLZT,X,X,X,O,X,X
OJISZTL,X,X,X,O,O,X
OJISZLT,X,X,X,O,O,O
OJIZTLS,X,O,O,X,O,X
OJIZTSL,X,O,O,X,O,X
OJIZLTS,X,X,O,X,O,X
OJIZLST,X,X,O,O,O,O
OJIZSTL,X,O,O,O,O,X
OJIZSLT,X,X,O,O,O,O
OJLTISZ,X,X,X,X,X,X
OJLTIZS,X,X,O,X,O,X
OJLTSIZ,X,X,X,X,X,X
OJLTSZI,X,X,X,X,X,X
OJLTZIS,X,X,O,X,O,X
OJLTZSI,X,X,O,X,O,X
OJLITSZ,X,X,X,X,X,X
OJLITZS,X,X,O,X,O,X
OJLISTZ,X,X,X,O,X,X
OJLISZT,X,X,X,O,X,X
OJLIZTS,X,X,O,X,O,X
OJLIZST,X,X,O,O,O,X
OJLSTIZ,X,X,X,O,X,X
OJLSTZI,X,X,X,O,X,X
OJLSITZ,X,X,X,O,X,X
OJLSIZT,X,X,X,O,X,X
OJLSZTI,X,X,X,O,X,X
OJLSZIT,X,X,X,O,X,X
OJLZTIS,X,X,O,X,O,X
OJLZTSI,X,X,O,X,O,X
OJLZITS,X,X,O,X,O,X
OJLZIST,X,X,O,O,O,X
OJLZSTI,X,X,O,O,O,X
OJLZSIT,X,X,O,O,O,X
OJSTILZ,X,X,X,O,X,X
OJSTIZL,X,X,X,O,O,X
OJSTLIZ,X,X,X,O,X,X
OJSTLZI,X,X,X,O,X,X
OJSTZIL,X,X,X,O,O,X
OJSTZLI,X,X,X,O,O,X
