sequence,v115@NhA8CeA8DeB8BeC8CeE8Jei/IvhFRhBunBcoBzkB3q?BFrB,v115@NhA8CeA8DeB8BeC8CeE8Jex/IvhFlhBqnBTjB0kB3q?BmqB,v115@NhA8CeA8DeB8BeC8CeE8JeT/IvhF0gBlhBCjBXoBRq?B2vB,v115@NhA8CeA8DeB8BeC8CeE8Je2EJvhFlhBqnBTjBRqBfr?BUqB,v115@NhA8CeA8DeB8BeC8CeE8Je/EJvhFUgBRhBOrBFoBCo?BTqB,v115@NhA8CeA8DeB8BeC8CeE8Je/EJvhFRhBGjBFmBznB0q?BaqB
IZSLJTO,O,O,O,X,X,X
IZSLJOT,O,O,O,X,X,X
IZSLOTJ,O,O,O,X,X,X
IZSLOJT,O,O,O,X,X,X
IZSJTLO,O,O,O,X,O,X
IZSJTOL,O,X,O,X,O,X
IZSJLTO,O,O,O,X,O,X
IZSJLOT,O,O,O,X,X,X
IZSJOTL,O,X,O,X,O,X
IZSJOLT,O,O,O,X,X,X
IZSOTLJ,O,O,O,X,X,O
IZSOTJL,O,X,O,X,X,O
IZSOLTJ,O,O,O,X,X,X
IZSOLJT,O,O,O,X,X,X
IZSOJTL,O,X,O,X,X,O
IZSOJLT,O,O,O,X,X,X
IZOTLJS,O,O,X,X,X,O
IZOTLSJ,X,O,O,X,X,O
IZOTJLS,O,X,X,X,X,O
IZOTJSL,X,X,O,X,X,O
IZOTSLJ,X,O,O,X,X,O
IZOTSJL,X,X,O,X,X,O
IZOLTJS,O,O,X,O,X,X
IZOLTSJ,X,O,O,O,X,X
IZOLJTS,O,O,X,O,X,X
IZOLJST,O,O,X,O,X,X
IZOLSTJ,O,O,O,O,X,X
IZOLSJT,O,O,O,O,X,X
IZOJTLS,O,X,X,X,X,O
IZOJTSL,X,X,O,X,X,O
IZOJLTS,O,O,X,O,X,X
IZOJLST,O,O,X,O,X,X
IZOJSTL,O,X,O,X,X,O
IZOJSLT,O,O,O,X,X,X
IZOSTLJ,O,O,O,X,X,O
IZOSTJL,O,X,O,X,X,O
IZOSLTJ,O,O,O,X,X,X
IZOSLJT,O,O,O,X,X,X
IZOSJTL,O,X,O,X,X,O
IZOSJLT,O,O,O,X,X,X
IOTLJSZ,X,X,X,O,X,X
IOTLJZS,X,X,X,O,X,O
IOTLSJZ,X,X,O,O,X,X
IOTLSZJ,X,X,O,O,X,X
IOTLZJS,O,X,X,O,X,O
IOTLZSJ,X,X,O,O,X,O
IOTJLSZ,X,X,X,O,O,X
IOTJLZS,X,X,X,O,X,O
IOTJSLZ,X,X,O,X,O,X
IOTJSZL,X,X,O,X,O,O
IOTJZLS,X,X,X,X,X,O
IOTJZSL,X,X,O,X,O,O
IOTSLJZ,X,X,O,X,X,X
IOTSLZJ,X,X,O,X,X,X
IOTSJLZ,X,X,O,X,O,X
IOTSJZL,X,X,O,X,O,O
IOTSZLJ,X,X,O,X,X,O
IOTSZJL,X,X,O,X,O,O
IOTZLJS,O,X,X,X,X,O
IOTZLSJ,X,X,O,X,X,O
IOTZJLS,O,X,X,X,X,O
IOTZJSL,X,X,O,X,X,O
IOTZSLJ,X,X,O,X,X,O
IOTZSJL,X,X,O,X,X,O
IOLTJSZ,X,X,X,O,X,X
IOLTJZS,X,X,X,O,X,O
IOLTSJZ,X,X,O,O,X,X
IOLTSZJ,X,O,O,O,X,X
IOLTZJS,O,O,X,O,X,O
IOLTZSJ,X,O,O,O,X,O
IOLJTSZ,X,X,X,O,X,X
IOLJTZS,X,X,X,O,X,O
IOLJSTZ,X,X,X,O,X,X
IOLJSZT,X,X,X,O,X,X
IOLJZTS,O,X,X,O,X,X
IOLJZST,O,X,X,O,X,X
IOLSTJZ,X,X,O,O,X,X
IOLSTZJ,O,O,O,O,X,X
IOLSJTZ,X,X,O,O,X,X
IOLSJZT,O,X,O,O,X,X
IOLSZTJ,O,O,O,O,X,X
IOLSZJT,O,O,O,O,X,X
IOLZTJS,O,O,X,O,X,X
IOLZTSJ,X,O,O,O,X,X
IOLZJTS,O,O,X,O,X,X
IOLZJST,O,O,X,O,X,X
IOLZSTJ,O,O,O,O,X,X
IOLZSJT,O,O,O,O,X,X
IOJTLSZ,X,X,X,O,O,X
IOJTLZS,X,X,X,O,X,O
IOJTSLZ,X,X,O,X,O,X
IOJTSZL,X,X,O,X,O,O
IOJTZLS,X,X,X,X,X,O
IOJTZSL,X,X,O,X,O,O
IOJLTSZ,X,X,X,O,O,X
IOJLTZS,X,X,X,O,X,O
IOJLSTZ,X,X,X,O,O,X
IOJLSZT,X,X,X,O,O,X
IOJLZTS,O,X,X,O,X,X
IOJLZST,O,X,X,O,X,X
IOJSTLZ,X,X,O,X,O,X
IOJSTZL,X,X,O,X,O,O
IOJSLTZ,X,X,O,O,O,X
IOJSLZT,X,X,O,O,O,X
IOJSZTL,X,X,O,X,O,O
IOJSZLT,X,X,O,X,O,X
IOJZTLS,O,X,X,X,X,O
IOJZTSL,X,X,O,X,O,O
IOJZLTS,O,X,X,O,X,X
IOJZLST,O,X,X,O,X,X
IOJZSTL,X,X,O,X,O,O
IOJZSLT,O,X,O,X,O,X
IOSTLJZ,X,X,O,X,X,X
IOSTLZJ,O,X,O,X,X,X
IOSTJLZ,X,X,O,X,O,X
IOSTJZL,X,X,O,X,O,O
IOSTZLJ,O,X,O,X,X,O
IOSTZJL,O,X,O,X,O,O
IOSLTJZ,X,X,O,O,X,X
IOSLTZJ,O,O,O,O,X,X
IOSLJTZ,X,X,O,O,X,X
IOSLJZT,O,X,O,O,X,X
IOSLZTJ,O,O,O,O,X,X
IOSLZJT,O,O,O,O,X,X
IOSJTLZ,X,X,O,X,O,X
IOSJTZL,X,X,O,X,O,O
IOSJLTZ,X,X,O,O,O,X
IOSJLZT,O,X,O,O,O,X
IOSJZTL,O,X,O,X,O,O
IOSJZLT,O,X,O,X,O,X
IOSZTLJ,O,O,O,X,X,O
IOSZTJL,O,X,O,X,O,O
IOSZLTJ,O,O,O,X,X,X
IOSZLJT,O,O,O,X,X,X
IOSZJTL,O,X,O,X,O,O
IOSZJLT,O,O,O,X,O,X
IOZTLJS,O,O,X,X,X,O
IOZTLSJ,X,O,O,X,X,O
IOZTJLS,O,X,X,X,X,O
IOZTJSL,X,X,O,X,X,O
IOZTSLJ,X,O,O,X,X,O
IOZTSJL,X,X,O,X,X,O
IOZLTJS,O,O,X,O,X,X
IOZLTSJ,X,O,O,O,X,X
IOZLJTS,O,O,X,O,X,X
IOZLJST,O,O,X,O,X,X
IOZLSTJ,O,O,O,O,X,X
IOZLSJT,O,O,O,O,X,X
IOZJTLS,O,X,X,X,X,O
IOZJTSL,X,X,O,X,X,O
IOZJLTS,O,O,X,O,X,X
IOZJLST,O,O,X,O,X,X
IOZJSTL,O,X,O,X,X,O
IOZJSLT,O,O,O,X,X,X
IOZSTLJ,O,O,O,X,X,O
IOZSTJL,O,X,O,X,X,O
IOZSLTJ,O,O,O,X,X,X
IOZSLJT,O,O,O,X,X,X
IOZSJTL,O,X,O,X,X,O
IOZSJLT,O,O,O,X,X,X
LTIJSZO,X,X,X,O,O,X
LTIJSOZ,X,X,X,O,X,X
LTIJZSO,X,X,X,O,X,X
LTIJZOS,X,X,X,O,X,X
LTIJOSZ,X,X,X,O,O,X
LTIJOZS,X,X,X,O,X,X
LTISJZO,X,X,O,O,O,X
LTISJOZ,X,X,O,O,X,X
LTISZJO,X,O,O,O,X,X
LTISZOJ,X,O,O,O,X,X
LTISOJZ,X,X,O,O,X,X
LTISOZJ,X,O,O,O,X,X
LTIZJSO,O,X,X,O,X,X
LTIZJOS,O,O,X,O,X,X
LTIZSJO,X,O,O,O,X,X
LTIZSOJ,X,O,O,O,X,O
LTIZOJS,X,O,X,O,X,O
LTIZOSJ,X,O,O,O,X,O
LTIOJSZ,X,X,X,O,X,X
LTIOJZS,X,X,X,O,X,O
LTIOSJZ,X,X,O,O,X,X
LTIOSZJ,X,O,O,O,X,X
LTIOZJS,X,O,X,O,X,O
LTIOZSJ,X,O,O,O,X,O
LTJISZO,X,X,X,O,O,X
LTJISOZ,X,X,X,O,X,X
LTJIZSO,X,X,X,O,X,X
LTJIZOS,X,X,X,O,X,X
LTJIOSZ,X,X,X,O,O,X
LTJIOZS,X,X,X,O,X,X
LTJSIZO,X,X,X,O,O,X
LTJSIOZ,X,X,X,O,X,X
LTJSZIO,X,O,X,X,O,X
LTJSZOI,X,O,X,X,O,X
LTJSOIZ,X,X,X,O,O,X
LTJSOZI,X,O,X,X,O,X
LTJZISO,X,X,X,O,X,X
LTJZIOS,X,O,X,O,X,X
LTJZSIO,X,O,X,X,X,X
LTJZSOI,X,O,X,X,X,X
LTJZOIS,X,O,X,O,X,X
LTJZOSI,X,O,X,X,X,X
LTJOISZ,X,X,X,O,O,X
LTJOIZS,X,X,X,O,X,X
LTJOSIZ,X,X,X,O,O,X
LTJOSZI,X,O,X,X,O,X
LTJOZIS,X,O,X,O,X,X
LTJOZSI,X,O,X,X,X,X
LTSIJZO,X,X,O,O,O,X
LTSIJOZ,X,X,O,O,X,X
LTSIZJO,O,O,O,O,X,X
LTSIZOJ,X,O,O,O,X,X
LTSIOJZ,X,X,O,O,X,X
LTSIOZJ,X,O,O,O,X,X
LTSJIZO,X,X,O,O,O,X
LTSJIOZ,X,X,O,O,X,X
LTSJZIO,X,O,X,X,O,X
LTSJZOI,X,O,X,X,O,X
LTSJOIZ,X,X,O,O,O,X
LTSJOZI,X,O,X,X,O,X
LTSZIJO,O,O,O,X,X,X
LTSZIOJ,X,O,O,X,X,X
LTSZJIO,O,O,X,X,O,X
LTSZJOI,X,O,X,X,O,X
LTSZOIJ,X,O,O,X,X,X
LTSZOJI,X,O,X,X,X,X
LTSOIJZ,X,X,O,O,X,X
LTSOIZJ,X,O,O,O,X,X
LTSOJIZ,X,X,O,O,O,X
LTSOJZI,X,O,X,X,O,X
LTSOZIJ,X,O,O,X,X,X
LTSOZJI,X,O,X,X,O,X
LTZIJSO,O,X,X,O,X,X
LTZIJOS,O,O,X,O,X,X
LTZISJO,X,O,X,O,X,X
LTZISOJ,X,O,X,O,X,O
LTZIOJS,X,O,X,O,X,O
LTZIOSJ,X,O,X,O,X,O
LTZJISO,O,X,X,O,X,X
LTZJIOS,O,O,X,O,X,X
LTZJSIO,O,O,X,X,X,X
LTZJSOI,X,O,X,X,X,X
LTZJOIS,O,O,X,O,X,X
LTZJOSI,O,O,X,X,X,X
LTZSIJO,O,O,X,X,X,X
LTZSIOJ,X,O,X,X,X,O
LTZSJIO,O,O,X,X,X,X
LTZSJOI,X,O,X,X,X,X
LTZSOIJ,X,O,X,X,X,O
LTZSOJI,X,O,X,X,X,O
LTZOIJS,O,O,X,O,X,O
LTZOISJ,X,O,X,O,X,O
LTZOJIS,O,O,X,O,X,O
LTZOJSI,O,O,X,X,X,O
LTZOSIJ,O,O,X,X,X,O
LTZOSJI,O,O,X,X,X,O
LTOIJSZ,X,X,X,O,X,X
LTOIJZS,X,X,X,O,X,O
LTOISJZ,X,X,O,O,X,X
LTOISZJ,X,O,O,O,X,X
LTOIZJS,O,O,X,O,X,O
LTOIZSJ,X,O,O,O,X,O
LTOJISZ,X,X,X,O,O,X
LTOJIZS,X,X,X,O,X,O
LTOJSIZ,X,X,X,O,O,X
LTOJSZI,X,O,X,X,O,X
LTOJZIS,X,O,X,O,X,O
LTOJZSI,X,O,X,X,X,O
LTOSIJZ,X,X,O,O,X,X
LTOSIZJ,O,O,O,O,X,X
LTOSJIZ,X,X,O,O,O,X
LTOSJZI,X,O,X,X,O,X
LTOSZIJ,O,O,O,X,X,X
LTOSZJI,O,O,X,X,O,X
LTOZIJS,O,O,X,O,X,O
LTOZISJ,X,O,X,O,X,O
LTOZJIS,O,O,X,O,X,O
LTOZJSI,O,O,X,X,X,O
LTOZSIJ,O,O,X,X,X,O
LTOZSJI,O,O,X,X,X,O
LITJSZO,X,X,X,O,O,X
LITJSOZ,X,X,X,O,X,X
LITJZSO,X,X,X,O,X,X
LITJZOS,X,X,X,O,X,X
LITJOSZ,X,X,X,O,O,X
LITJOZS,X,X,X,O,X,X
LITSJZO,X,X,O,O,O,X
LITSJOZ,X,X,O,O,X,X
LITSZJO,X,O,O,O,X,X
LITSZOJ,X,O,O,O,X,X
LITSOJZ,X,X,O,O,X,X
LITSOZJ,X,O,O,O,X,X
LITZJSO,O,X,X,O,X,X
LITZJOS,O,O,X,O,X,X
LITZSJO,X,O,O,O,X,X
LITZSOJ,X,O,O,O,X,O
LITZOJS,X,O,X,O,X,O
LITZOSJ,X,O,O,O,X,O
LITOJSZ,X,X,X,O,X,X
LITOJZS,X,X,X,O,X,O
LITOSJZ,X,X,O,O,X,X
LITOSZJ,X,O,O,O,X,X
LITOZJS,X,O,X,O,X,O
LITOZSJ,X,O,O,O,X,O
LIJTSZO,X,X,X,O,O,X
LIJTSOZ,X,X,X,O,X,X
LIJTZSO,X,X,X,O,X,X
LIJTZOS,X,X,X,O,X,X
LIJTOSZ,X,X,X,O,O,X
LIJTOZS,X,X,X,O,X,X
LIJSTZO,X,X,X,O,O,X
LIJSTOZ,X,X,X,O,X,X
LIJSZTO,X,X,X,O,O,X
LIJSZOT,X,X,X,O,X,X
LIJSOTZ,X,X,X,O,X,X
LIJSOZT,X,X,X,O,X,X
LIJZTSO,O,X,X,O,X,X
LIJZTOS,O,X,X,O,X,X
LIJZSTO,O,X,X,O,X,X
LIJZSOT,O,X,X,O,X,X
LIJZOTS,O,X,X,O,X,X
LIJZOST,O,X,X,O,X,X
LIJOTSZ,X,X,X,O,O,X
LIJOTZS,X,X,X,O,X,X
LIJOSTZ,X,X,X,O,O,X
LIJOSZT,X,X,X,O,O,X
LIJOZTS,X,X,X,O,X,X
LIJOZST,X,X,X,O,X,X
LISTJZO,X,X,O,O,O,X
LISTJOZ,X,X,O,O,X,X
LISTZJO,O,O,O,O,X,X
LISTZOJ,X,O,O,O,X,X
LISTOJZ,X,X,O,O,X,X
LISTOZJ,X,O,O,O,X,X
LISJTZO,X,X,O,O,O,X
LISJTOZ,X,X,O,O,X,X
LISJZTO,O,X,O,O,O,X
LISJZOT,O,X,O,O,X,X
LISJOTZ,X,X,O,O,X,X
LISJOZT,X,X,O,O,X,X
LISZTJO,O,O,O,O,X,X
LISZTOJ,X,O,O,O,X,X
LISZJTO,O,O,O,O,X,X
LISZJOT,O,O,O,O,X,X
LISZOTJ,O,O,O,O,X,X
LISZOJT,O,O,O,O,X,X
LISOTJZ,X,X,O,O,X,X
LISOTZJ,O,O,O,O,X,X
LISOJTZ,X,X,O,O,X,X
LISOJZT,O,X,O,O,X,X
LISOZTJ,O,O,O,O,X,X
LISOZJT,O,O,O,O,X,X
LIZTJSO,O,X,X,O,X,X
LIZTJOS,O,O,X,O,X,X
LIZTSJO,X,O,O,O,X,X
LIZTSOJ,X,O,O,O,X,X
LIZTOJS,X,O,X,O,X,X
LIZTOSJ,X,O,O,O,X,X
LIZJTSO,O,X,X,O,X,X
LIZJTOS,O,O,X,O,X,X
LIZJSTO,O,O,X,O,X,X
LIZJSOT,O,O,X,O,X,X
LIZJOTS,O,O,X,O,X,X
LIZJOST,O,O,X,O,X,X
LIZSTJO,O,O,O,O,X,X
LIZSTOJ,X,O,O,O,X,X
LIZSJTO,O,O,O,O,X,X
LIZSJOT,O,O,O,O,X,X
LIZSOTJ,O,O,O,O,X,X
LIZSOJT,O,O,O,O,X,X
LIZOTJS,O,O,X,O,X,X
LIZOTSJ,X,O,O,O,X,X
LIZOJTS,O,O,X,O,X,X
LIZOJST,O,O,X,O,X,X
LIZOSTJ,O,O,O,O,X,X
LIZOSJT,O,O,O,O,X,X
LIOTJSZ,X,X,X,O,X,X
LIOTJZS,X,X,X,O,X,O
LIOTSJZ,X,X,O,O,X,X
LIOTSZJ,X,O,O,O,X,X
LIOTZJS,O,O,X,O,X,O
LIOTZSJ,X,O,O,O,X,O
LIOJTSZ,X,X,X,O,X,X
LIOJTZS,X,X,X,O,X,O
LIOJSTZ,X,X,X,O,X,X
LIOJSZT,X,X,X,O,X,X
LIOJZTS,O,X,X,O,X,X
LIOJZST,O,X,X,O,X,X
LIOSTJZ,X,X,O,O,X,X
LIOSTZJ,O,O,O,O,X,X
LIOSJTZ,X,X,O,O,X,X
LIOSJZT,O,X,O,O,X,X
LIOSZTJ,O,O,O,O,X,X
LIOSZJT,O,O,O,O,X,X
LIOZTJS,O,O,X,O,X,X
LIOZTSJ,X,O,O,O,X,X
LIOZJTS,O,O,X,O,X,X
LIOZJST,O,O,X,O,X,X
LIOZSTJ,O,O,O,O,X,X
LIOZSJT,O,O,O,O,X,X
LJTISZO,X,X,X,O,O,X
LJTISOZ,X,X,X,O,X,X
LJTIZSO,X,X,X,O,X,X
LJTIZOS,X,X,X,O,X,X
LJTIOSZ,X,X,X,O,O,X
LJTIOZS,X,X,X,O,X,X
LJTSIZO,X,X,X,O,O,X
LJTSIOZ,X,X,X,O,X,X
LJTSZIO,X,O,X,X,O,X
LJTSZOI,X,O,X,X,O,X
LJTSOIZ,X,X,X,O,O,X
LJTSOZI,X,O,X,X,O,X
LJTZISO,X,X,X,O,X,X
LJTZIOS,X,O,X,O,X,X
LJTZSIO,X,O,X,X,X,X
LJTZSOI,X,O,X,X,X,X
LJTZOIS,X,O,X,O,X,X
LJTZOSI,X,O,X,X,X,X
LJTOISZ,X,X,X,O,O,X
LJTOIZS,X,X,X,O,X,X
LJTOSIZ,X,X,X,O,O,X
LJTOSZI,X,O,X,X,O,X
LJTOZIS,X,O,X,O,X,X
LJTOZSI,X,O,X,X,X,X
LJITSZO,X,X,X,O,O,X
LJITSOZ,X,X,X,O,X,X
LJITZSO,X,X,X,O,X,X
LJITZOS,X,X,X,O,X,X
LJITOSZ,X,X,X,O,O,X
LJITOZS,X,X,X,O,X,X
LJISTZO,X,X,X,O,O,X
LJISTOZ,X,X,X,O,X,X
LJISZTO,X,X,X,O,O,X
LJISZOT,X,X,X,O,X,X
LJISOTZ,X,X,X,O,X,X
LJISOZT,X,X,X,O,X,X
LJIZTSO,O,X,X,O,X,X
LJIZTOS,O,X,X,O,X,X
LJIZSTO,O,X,X,O,X,X
LJIZSOT,O,X,X,O,X,X
LJIZOTS,O,X,X,O,X,X
LJIZOST,O,X,X,O,X,X
LJIOTSZ,X,X,X,O,O,X
LJIOTZS,X,X,X,O,X,X
LJIOSTZ,X,X,X,O,O,X
LJIOSZT,X,X,X,O,O,X
LJIOZTS,X,X,X,O,X,X
LJIOZST,X,X,X,O,X,X
LJSTIZO,X,X,X,O,O,X
LJSTIOZ,X,X,X,O,X,X
LJSTZIO,X,O,X,X,O,X
LJSTZOI,X,O,X,X,O,X
LJSTOIZ,X,X,X,O,O,X
LJSTOZI,X,O,X,X,O,X
LJSITZO,X,X,X,O,O,X
LJSITOZ,X,X,X,O,X,X
LJSIZTO,O,X,X,O,O,X
LJSIZOT,O,X,X,O,X,X
LJSIOTZ,X,X,X,O,X,X
LJSIOZT,X,X,X,O,X,X
LJSZTIO,O,O,X,X,O,X
LJSZTOI,X,O,X,X,O,X
LJSZITO,O,O,X,X,O,X
LJSZIOT,O,O,X,X,X,X
LJSZOTI,X,O,X,X,X,X
LJSZOIT,O,O,X,X,X,X
LJSOTIZ,X,X,X,O,O,X
LJSOTZI,X,O,X,X,O,X
LJSOITZ,X,X,X,O,O,X
LJSOIZT,X,X,X,O,O,X
LJSOZTI,X,O,X,X,O,X
LJSOZIT,X,O,X,X,O,X
LJZTISO,O,X,X,O,X,X
LJZTIOS,O,O,X,O,X,X
LJZTSIO,O,O,X,X,X,X
LJZTSOI,X,O,X,X,X,X
LJZTOIS,O,O,X,O,X,X
LJZTOSI,O,O,X,X,X,X
LJZITSO,O,X,X,O,X,X
LJZITOS,O,O,X,O,X,X
LJZISTO,O,O,X,O,X,X
LJZISOT,O,O,X,O,X,X
LJZIOTS,O,O,X,O,X,X
LJZIOST,O,O,X,O,X,X
LJZSTIO,O,O,X,X,X,X
LJZSTOI,X,O,X,X,X,X
LJZSITO,O,O,X,X,X,X
LJZSIOT,O,O,X,X,X,X
LJZSOTI,O,O,X,X,X,X
LJZSOIT,O,O,X,X,X,X
LJZOTIS,O,O,X,O,X,X
LJZOTSI,O,O,X,X,X,X
LJZOITS,O,O,X,O,X,X
LJZOIST,O,O,X,O,X,X
LJZOSTI,O,O,X,X,X,X
LJZOSIT,O,O,X,X,X,X
LJOTISZ,X,X,X,O,O,X
LJOTIZS,X,X,X,O,X,X
LJOTSIZ,X,X,X,O,O,X
LJOTSZI,X,O,X,X,O,X
LJOTZIS,X,O,X,O,X,X
LJOTZSI,X,O,X,X,X,X
LJOITSZ,X,X,X,O,O,X
LJOITZS,X,X,X,O,X,X
LJOISTZ,X,X,X,O,O,X
LJOISZT,X,X,X,O,O,X
LJOIZTS,O,X,X,O,X,X
LJOIZST,O,X,X,O,X,X
LJOSTIZ,X,X,X,O,O,X
LJOSTZI,X,O,X,X,O,X
LJOSITZ,X,X,X,O,O,X
LJOSIZT,O,X,X,O,O,X
LJOSZTI,O,O,X,X,O,X
LJOSZIT,O,O,X,X,O,X
LJOZTIS,O,O,X,O,X,X
LJOZTSI,O,O,X,X,X,X
LJOZITS,O,O,X,O,X,X
LJOZIST,O,O,X,O,X,X
LJOZSTI,O,O,X,X,X,X
LJOZSIT,O,O,X,X,X,X
LSTIJZO,X,X,O,O,O,X
LSTIJOZ,X,X,O,O,X,X
LSTIZJO,O,O,O,O,X,X
LSTIZOJ,X,O,O,O,X,X
LSTIOJZ,X,X,O,O,X,X
LSTIOZJ,X,O,O,O,X,X
LSTJIZO,X,X,O,O,O,X
LSTJIOZ,X,X,O,O,X,X
LSTJZIO,X,O,X,X,O,X
LSTJZOI,X,O,X,X,O,X
LSTJOIZ,X,X,O,O,O,X
LSTJOZI,X,O,X,X,O,X
LSTZIJO,O,O,O,X,X,X
LSTZIOJ,X,O,O,X,X,X
LSTZJIO,O,O,X,X,O,X
LSTZJOI,X,O,X,X,O,X
LSTZOIJ,X,O,O,X,X,X
LSTZOJI,X,O,X,X,X,X
LSTOIJZ,X,X,O,O,X,X
LSTOIZJ,X,O,O,O,X,X
LSTOJIZ,X,X,O,O,O,X
LSTOJZI,X,O,X,X,O,X
LSTOZIJ,X,O,O,X,X,X
LSTOZJI,X,O,X,X,O,X
LSITJZO,X,X,O,O,O,X
LSITJOZ,X,X,O,O,X,X
LSITZJO,O,O,O,O,X,X
LSITZOJ,X,O,O,O,X,X
LSITOJZ,X,X,O,O,X,X
LSITOZJ,X,O,O,O,X,X
LSIJTZO,X,X,O,O,O,X
LSIJTOZ,X,X,O,O,X,X
LSIJZTO,O,X,O,O,O,X
LSIJZOT,O,X,O,O,X,X
LSIJOTZ,X,X,O,O,X,X
LSIJOZT,X,X,O,O,X,X
LSIZTJO,O,O,O,O,X,X
LSIZTOJ,X,O,O,O,X,X
LSIZJTO,O,O,O,O,X,X
LSIZJOT,O,O,O,O,X,X
LSIZOTJ,O,O,O,O,X,X
LSIZOJT,O,O,O,O,X,X
LSIOTJZ,X,X,O,O,X,X
LSIOTZJ,O,O,O,O,X,X
LSIOJTZ,X,X,O,O,X,X
LSIOJZT,O,X,O,O,X,X
LSIOZTJ,O,O,O,O,X,X
LSIOZJT,O,O,O,O,X,X
LSJTIZO,X,X,O,O,O,X
LSJTIOZ,X,X,O,O,X,X
LSJTZIO,X,O,X,X,O,X
LSJTZOI,X,O,X,X,O,X
LSJTOIZ,X,X,O,O,O,X
LSJTOZI,X,O,X,X,O,X
LSJITZO,X,X,O,O,O,X
LSJITOZ,X,X,O,O,X,X
LSJIZTO,O,X,O,O,O,X
LSJIZOT,O,X,O,O,X,X
LSJIOTZ,X,X,O,O,X,X
LSJIOZT,X,X,O,O,X,X
LSJZTIO,O,O,X,X,O,X
LSJZTOI,X,O,X,X,O,X
LSJZITO,O,O,X,X,O,X
LSJZIOT,O,O,X,X,X,X
LSJZOTI,X,O,X,X,X,X
LSJZOIT,O,O,X,X,X,X
LSJOTIZ,X,X,O,O,O,X
LSJOTZI,X,O,X,X,O,X
LSJOITZ,X,X,O,O,O,X
LSJOIZT,X,X,O,O,O,X
LSJOZTI,X,O,X,X,O,X
LSJOZIT,X,O,X,X,O,X
LSZTIJO,O,O,O,X,X,X
LSZTIOJ,X,O,O,X,X,O
LSZTJIO,O,O,X,X,O,X
LSZTJOI,X,O,X,X,O,X
LSZTOIJ,X,O,O,X,X,O
LSZTOJI,X,O,X,X,X,O
LSZITJO,O,O,O,X,X,X
LSZITOJ,X,O,O,X,X,X
LSZIJTO,O,O,O,X,X,X
LSZIJOT,O,O,O,X,X,X
LSZIOTJ,O,O,O,X,X,X
LSZIOJT,O,O,O,X,X,X
LSZJTIO,O,O,X,X,O,X
LSZJTOI,X,O,X,X,O,X
LSZJITO,O,O,X,X,O,X
LSZJIOT,O,O,X,X,X,X
LSZJOTI,O,O,X,X,X,X
LSZJOIT,O,O,X,X,X,X
LSZOTIJ,O,O,O,X,X,O
LSZOTJI,O,O,X,X,X,O
LSZOITJ,O,O,O,X,X,X
LSZOIJT,O,O,O,X,X,X
LSZOJTI,O,O,X,X,X,O
LSZOJIT,O,O,X,X,X,X
LSOTIJZ,X,X,O,O,X,X
LSOTIZJ,O,O,O,O,X,X
LSOTJIZ,X,X,O,O,O,X
LSOTJZI,X,O,X,X,O,X
LSOTZIJ,O,O,O,X,X,X
LSOTZJI,O,O,X,X,O,X
LSOITJZ,X,X,O,O,X,X
LSOITZJ,O,O,O,O,X,X
LSOIJTZ,X,X,O,O,X,X
LSOIJZT,O,X,O,O,X,X
LSOIZTJ,O,O,O,O,X,X
LSOIZJT,O,O,O,O,X,X
LSOJTIZ,X,X,O,O,O,X
LSOJTZI,X,O,X,X,O,X
LSOJITZ,X,X,O,O,O,X
LSOJIZT,O,X,O,O,O,X
LSOJZTI,O,O,X,X,O,O
LSOJZIT,O,O,X,X,O,X
LSOZTIJ,O,O,O,X,X,O
LSOZTJI,O,O,X,X,O,O
LSOZITJ,O,O,O,X,X,X
LSOZIJT,O,O,O,X,X,X
LSOZJTI,O,O,X,X,O,O
LSOZJIT,O,O,X,X,O,X
LZTIJSO,O,X,X,O,X,X
LZTIJOS,O,O,X,O,X,X
LZTISJO,X,O,X,O,X,X
LZTISOJ,X,O,X,O,X,O
LZTIOJS,X,O,X,O,X,O
LZTIOSJ,X,O,X,O,X,O
LZTJISO,O,X,X,O,X,X
LZTJIOS,O,O,X,O,X,X
LZTJSIO,O,O,X,X,X,X
LZTJSOI,X,O,X,X,X,X
LZTJOIS,O,O,X,O,X,X
LZTJOSI,O,O,X,X,X,X
LZTSIJO,O,O,X,X,X,X
LZTSIOJ,X,O,X,X,X,O
LZTSJIO,O,O,X,X,X,X
LZTSJOI,X,O,X,X,X,X
LZTSOIJ,X,O,X,X,X,O
LZTSOJI,X,O,X,X,X,O
LZTOIJS,O,O,X,O,X,O
LZTOISJ,X,O,X,O,X,O
LZTOJIS,O,O,X,O,X,O
LZTOJSI,O,O,X,X,X,O
LZTOSIJ,O,O,X,X,X,O
LZTOSJI,O,O,X,X,X,O
LZITJSO,O,X,X,O,X,X
LZITJOS,O,O,X,O,X,X
LZITSJO,X,O,X,O,X,X
LZITSOJ,X,O,X,O,X,X
LZITOJS,X,O,X,O,X,X
LZITOSJ,X,O,X,O,X,X
LZIJTSO,O,X,X,O,X,X
LZIJTOS,O,O,X,O,X,X
LZIJSTO,O,O,X,O,X,X
LZIJSOT,O,O,X,O,X,X
LZIJOTS,O,O,X,O,X,X
LZIJOST,O,O,X,O,X,X
LZISTJO,O,O,X,O,X,X
LZISTOJ,X,O,X,O,X,X
LZISJTO,O,O,X,O,X,X
LZISJOT,O,O,X,O,X,X
