sequence,v115@NhA8CeA8DeB8BeC8CeE8Jei/IvhFRhBunBcoBzkB3q?BFrB,v115@NhA8CeA8DeB8BeC8CeE8Jex/IvhFlhBqnBTjB0kB3q?BmqB,v115@NhA8CeA8DeB8BeC8CeE8JeT/IvhF0gBlhBCjBXoBRq?B2vB,v115@NhA8CeA8DeB8BeC8CeE8Je2EJvhFlhBqnBTjBRqBfr?BUqB,v115@NhA8CeA8DeB8BeC8CeE8Je/EJvhFUgBRhBOrBFoBCo?BTqB,v115@NhA8CeA8DeB8BeC8CeE8Je/EJvhFRhBGjBFmBznB0q?BaqB
OJTISZL,X,X,O,X,O,O
OJTIZLS,X,X,X,X,X,O
OJTIZSL,X,X,O,X,O,O
OJTLISZ,X,X,X,O,O,X
OJTLIZS,X,X,X,O,X,O
OJTLSIZ,X,X,X,O,O,X
OJTLSZI,X,X,X,X,O,X
OJTLZIS,X,X,X,O,X,O
OJTLZSI,X,X,X,X,X,O
OJTSILZ,X,X,O,X,O,X
OJTSIZL,X,X,O,X,O,O
OJTSLIZ,X,X,O,X,O,X
OJTSLZI,X,X,X,X,O,X
OJTSZIL,X,X,X,X,O,O
OJTSZLI,X,X,X,X,O,O
OJTZILS,X,X,X,X,X,O
OJTZISL,X,X,X,X,O,O
OJTZLIS,X,X,X,X,X,O
OJTZLSI,X,X,X,X,X,O
OJTZSIL,X,X,X,X,O,O
OJTZSLI,X,X,X,X,O,O
OJITLSZ,X,X,X,O,O,X
OJITLZS,X,X,X,O,X,O
OJITSLZ,X,X,O,X,O,X
OJITSZL,X,X,O,X,O,O
OJITZLS,X,X,X,X,X,O
OJITZSL,X,X,O,X,O,O
OJILTSZ,X,X,X,O,O,X
OJILTZS,X,X,X,O,X,O
OJILSTZ,X,X,X,O,O,X
OJILSZT,X,X,X,O,O,X
OJILZTS,O,X,X,O,X,X
OJILZST,O,X,X,O,X,X
OJISTLZ,X,X,O,X,O,X
OJISTZL,X,X,O,X,O,O
OJISLTZ,X,X,O,O,O,X
OJISLZT,X,X,O,O,O,X
OJISZTL,X,X,O,X,O,O
OJISZLT,X,X,O,X,O,X
OJIZTLS,O,X,X,X,X,O
OJIZTSL,X,X,O,X,O,O
OJIZLTS,O,X,X,O,X,X
OJIZLST,O,X,X,O,X,X
OJIZSTL,X,X,O,X,O,O
OJIZSLT,O,X,O,X,O,X
OJLTISZ,X,X,X,O,O,X
OJLTIZS,X,X,X,O,X,O
OJLTSIZ,X,X,X,O,O,X
OJLTSZI,X,O,X,X,O,X
OJLTZIS,X,O,X,O,X,O
OJLTZSI,X,O,X,X,X,O
OJLITSZ,X,X,X,O,O,X
OJLITZS,X,X,X,O,X,O
OJLISTZ,X,X,X,O,O,X
OJLISZT,X,X,X,O,O,X
OJLIZTS,O,X,X,O,X,X
OJLIZST,O,X,X,O,X,X
OJLSTIZ,X,X,X,O,O,X
OJLSTZI,X,O,X,X,O,X
OJLSITZ,X,X,X,O,O,X
OJLSIZT,O,X,X,O,O,X
OJLSZTI,O,O,X,X,O,O
OJLSZIT,O,O,X,X,O,X
OJLZTIS,O,O,X,O,X,O
OJLZTSI,O,O,X,X,X,O
OJLZITS,O,O,X,O,X,X
OJLZIST,O,O,X,O,X,X
OJLZSTI,O,O,X,X,X,O
OJLZSIT,O,O,X,X,X,X
OJSTILZ,X,X,O,X,O,X
OJSTIZL,X,X,O,X,O,O
OJSTLIZ,X,X,O,X,O,X
OJSTLZI,X,X,X,X,O,X
OJSTZIL,X,X,X,X,O,O
OJSTZLI,X,X,X,X,O,O
OJSITLZ,X,X,O,X,O,X
OJSITZL,X,X,O,X,O,O
OJSILTZ,X,X,O,O,O,X
OJSILZT,O,X,O,O,O,X
OJSIZTL,O,X,O,X,O,O
OJSIZLT,O,X,O,X,O,X
OJSLTIZ,X,X,O,O,O,X
OJSLTZI,X,O,X,X,O,X
OJSLITZ,X,X,O,O,O,X
OJSLIZT,O,X,O,O,O,X
OJSLZTI,O,O,X,X,O,O
OJSLZIT,O,O,X,X,O,X
OJSZTIL,O,X,X,X,O,O
OJSZTLI,O,X,X,X,O,O
OJSZITL,O,X,X,X,O,O
OJSZILT,O,O,X,X,O,X
OJSZLTI,O,O,X,X,O,O
OJSZLIT,O,O,X,X,O,X
OJZTILS,O,X,X,X,X,O
OJZTISL,X,X,X,X,O,O
OJZTLIS,O,X,X,X,X,O
OJZTLSI,O,X,X,X,X,O
OJZTSIL,O,X,X,X,O,O
OJZTSLI,O,X,X,X,O,O
OJZITLS,O,X,X,X,X,O
OJZITSL,X,X,X,X,O,O
OJZILTS,O,O,X,O,X,X
OJZILST,O,O,X,O,X,X
OJZISTL,O,X,X,X,O,O
OJZISLT,O,O,X,X,O,X
OJZLTIS,O,O,X,O,X,O
OJZLTSI,O,O,X,X,X,O
OJZLITS,O,O,X,O,X,X
OJZLIST,O,O,X,O,X,X
OJZLSTI,O,O,X,X,X,O
OJZLSIT,O,O,X,X,X,X
OJZSTIL,O,X,X,X,O,O
OJZSTLI,O,X,X,X,O,O
OJZSITL,O,X,X,X,O,O
OJZSILT,O,O,X,X,O,X
OJZSLTI,O,O,X,X,O,O
OJZSLIT,O,O,X,X,O,X
OSTILJZ,X,X,O,X,X,X
OSTILZJ,O,X,O,X,X,X
OSTIJLZ,X,X,O,X,O,X
OSTIJZL,X,X,O,X,O,O
OSTIZLJ,O,X,O,X,X,O
OSTIZJL,O,X,O,X,O,O
OSTLIJZ,X,X,O,X,X,X
OSTLIZJ,O,O,O,X,X,X
OSTLJIZ,X,X,O,X,O,X
OSTLJZI,X,O,X,X,O,X
OSTLZIJ,O,O,O,X,X,X
OSTLZJI,O,O,X,X,O,X
OSTJILZ,X,X,O,X,O,X
OSTJIZL,X,X,O,X,O,O
OSTJLIZ,X,X,O,X,O,X
OSTJLZI,X,X,X,X,O,X
OSTJZIL,X,X,X,X,O,O
OSTJZLI,X,X,X,X,O,O
OSTZILJ,O,O,O,X,X,O
OSTZIJL,O,X,O,X,O,O
OSTZLIJ,O,O,O,X,X,O
OSTZLJI,O,O,X,X,O,O
OSTZJIL,O,X,X,X,O,O
OSTZJLI,O,X,X,X,O,O
OSITLJZ,X,X,O,X,X,X
OSITLZJ,O,X,O,X,X,X
OSITJLZ,X,X,O,X,O,X
OSITJZL,X,X,O,X,O,O
OSITZLJ,O,X,O,X,X,O
OSITZJL,O,X,O,X,O,O
OSILTJZ,X,X,O,O,X,X
OSILTZJ,O,O,O,O,X,X
OSILJTZ,X,X,O,O,X,X
OSILJZT,O,X,O,O,X,X
OSILZTJ,O,O,O,O,X,X
OSILZJT,O,O,O,O,X,X
OSIJTLZ,X,X,O,X,O,X
OSIJTZL,X,X,O,X,O,O
OSIJLTZ,X,X,O,O,O,X
OSIJLZT,O,X,O,O,O,X
OSIJZTL,O,X,O,X,O,O
OSIJZLT,O,X,O,X,O,X
OSIZTLJ,O,O,O,X,X,O
OSIZTJL,O,X,O,X,O,O
OSIZLTJ,O,O,O,X,X,X
OSIZLJT,O,O,O,X,X,X
OSIZJTL,O,X,O,X,O,O
OSIZJLT,O,O,O,X,O,X
OSLTIJZ,X,X,O,O,X,X
OSLTIZJ,O,O,O,O,X,X
OSLTJIZ,X,X,O,O,O,X
OSLTJZI,X,O,X,X,O,X
OSLTZIJ,O,O,O,X,X,X
OSLTZJI,O,O,X,X,O,X
OSLITJZ,X,X,O,O,X,X
OSLITZJ,O,O,O,O,X,X
OSLIJTZ,X,X,O,O,X,X
OSLIJZT,O,X,O,O,X,X
OSLIZTJ,O,O,O,O,X,X
OSLIZJT,O,O,O,O,X,X
OSLJTIZ,X,X,O,O,O,X
OSLJTZI,X,O,X,X,O,X
OSLJITZ,X,X,O,O,O,X
OSLJIZT,O,X,O,O,O,X
OSLJZTI,O,O,X,X,O,O
OSLJZIT,O,O,X,X,O,X
OSLZTIJ,O,O,O,X,X,O
OSLZTJI,O,O,X,X,O,O
OSLZITJ,O,O,O,X,X,X
OSLZIJT,O,O,O,X,X,X
OSLZJTI,O,O,X,X,O,O
OSLZJIT,O,O,X,X,O,X
OSJTILZ,X,X,O,X,O,X
OSJTIZL,X,X,O,X,O,O
OSJTLIZ,X,X,O,X,O,X
OSJTLZI,X,X,X,X,O,X
OSJTZIL,X,X,X,X,O,O
OSJTZLI,X,X,X,X,O,O
OSJITLZ,X,X,O,X,O,X
OSJITZL,X,X,O,X,O,O
OSJILTZ,X,X,O,O,O,X
OSJILZT,O,X,O,O,O,X
OSJIZTL,O,X,O,X,O,O
OSJIZLT,O,X,O,X,O,X
OSJLTIZ,X,X,O,O,O,X
OSJLTZI,X,O,X,X,O,X
OSJLITZ,X,X,O,O,O,X
OSJLIZT,O,X,O,O,O,X
OSJLZTI,O,O,X,X,O,O
OSJLZIT,O,O,X,X,O,X
OSJZTIL,O,X,X,X,O,O
OSJZTLI,O,X,X,X,O,O
OSJZITL,O,X,X,X,O,O
OSJZILT,O,O,X,X,O,X
OSJZLTI,O,O,X,X,O,O
OSJZLIT,O,O,X,X,O,X
OSZTILJ,O,O,O,X,X,O
OSZTIJL,O,X,O,X,O,O
OSZTLIJ,O,O,O,X,X,O
OSZTLJI,O,O,X,X,O,O
OSZTJIL,O,X,X,X,O,O
OSZTJLI,O,X,X,X,O,O
OSZITLJ,O,O,O,X,X,O
OSZITJL,O,X,O,X,O,O
OSZILTJ,O,O,O,X,X,X
OSZILJT,O,O,O,X,X,X
OSZIJTL,O,X,O,X,O,O
OSZIJLT,O,O,O,X,O,X
OSZLTIJ,O,O,O,X,X,O
OSZLTJI,O,O,X,X,O,O
OSZLITJ,O,O,O,X,X,X
OSZLIJT,O,O,O,X,X,X
OSZLJTI,O,O,X,X,O,O
OSZLJIT,O,O,X,X,O,X
OSZJTIL,O,X,X,X,O,O
OSZJTLI,O,X,X,X,O,O
OSZJITL,O,X,X,X,O,O
OSZJILT,O,O,X,X,O,X
OSZJLTI,O,O,X,X,O,O
OSZJLIT,O,O,X,X,O,X
OZTILJS,O,O,X,X,X,O
OZTILSJ,X,O,O,X,X,O
OZTIJLS,O,X,X,X,X,O
OZTIJSL,X,X,O,X,X,O
OZTISLJ,X,O,O,X,X,O
OZTISJL,X,X,O,X,X,O
OZTLIJS,O,O,X,X,X,O
OZTLISJ,X,O,X,X,X,O
OZTLJIS,O,O,X,X,X,O
OZTLJSI,O,O,X,X,X,O
OZTLSIJ,O,O,X,X,X,O
OZTLSJI,O,O,X,X,X,O
OZTJILS,O,X,X,X,X,O
OZTJISL,X,X,X,X,O,O
OZTJLIS,O,X,X,X,X,O
OZTJLSI,O,X,X,X,X,O
OZTJSIL,O,X,X,X,O,O
OZTJSLI,O,X,X,X,O,O
OZTSILJ,O,O,O,X,X,O
OZTSIJL,O,X,O,X,O,O
OZTSLIJ,O,O,O,X,X,O
OZTSLJI,O,O,X,X,O,O
OZTSJIL,O,X,X,X,O,O
OZTSJLI,O,X,X,X,O,O
OZITLJS,O,O,X,X,X,O
OZITLSJ,X,O,O,X,X,O
OZITJLS,O,X,X,X,X,O
OZITJSL,X,X,O,X,X,O
OZITSLJ,X,O,O,X,X,O
OZITSJL,X,X,O,X,X,O
OZILTJS,O,O,X,O,X,X
OZILTSJ,X,O,O,O,X,X
OZILJTS,O,O,X,O,X,X
OZILJST,O,O,X,O,X,X
OZILSTJ,O,O,O,O,X,X
OZILSJT,O,O,O,O,X,X
OZIJTLS,O,X,X,X,X,O
OZIJTSL,X,X,O,X,X,O
OZIJLTS,O,O,X,O,X,X
OZIJLST,O,O,X,O,X,X
OZIJSTL,O,X,O,X,X,O
OZIJSLT,O,O,O,X,X,X
OZISTLJ,O,O,O,X,X,O
OZISTJL,O,X,O,X,X,O
OZISLTJ,O,O,O,X,X,X
OZISLJT,O,O,O,X,X,X
OZISJTL,O,X,O,X,X,O
OZISJLT,O,O,O,X,X,X
OZLTIJS,O,O,X,O,X,O
OZLTISJ,X,O,X,O,X,O
OZLTJIS,O,O,X,O,X,O
OZLTJSI,O,O,X,X,X,O
OZLTSIJ,O,O,X,X,X,O
OZLTSJI,O,O,X,X,X,O
OZLITJS,O,O,X,O,X,X
OZLITSJ,X,O,X,O,X,X
OZLIJTS,O,O,X,O,X,X
OZLIJST,O,O,X,O,X,X
OZLISTJ,O,O,X,O,X,X
OZLISJT,O,O,X,O,X,X
OZLJTIS,O,O,X,O,X,O
OZLJTSI,O,O,X,X,X,O
OZLJITS,O,O,X,O,X,X
OZLJIST,O,O,X,O,X,X
OZLJSTI,O,O,X,X,X,O
OZLJSIT,O,O,X,X,X,X
OZLSTIJ,O,O,X,X,X,O
OZLSTJI,O,O,X,X,X,O
OZLSITJ,O,O,X,X,X,X
OZLSIJT,O,O,X,X,X,X
OZLSJTI,O,O,X,X,X,O
OZLSJIT,O,O,X,X,X,X
OZJTILS,O,X,X,X,X,O
OZJTISL,X,X,X,X,O,O
OZJTLIS,O,X,X,X,X,O
OZJTLSI,O,X,X,X,X,O
OZJTSIL,O,X,X,X,O,O
OZJTSLI,O,X,X,X,O,O
OZJITLS,O,X,X,X,X,O
OZJITSL,X,X,X,X,O,O
OZJILTS,O,O,X,O,X,X
OZJILST,O,O,X,O,X,X
OZJISTL,O,X,X,X,O,O
OZJISLT,O,O,X,X,O,X
OZJLTIS,O,O,X,O,X,O
OZJLTSI,O,O,X,X,X,O
OZJLITS,O,O,X,O,X,X
OZJLIST,O,O,X,O,X,X
OZJLSTI,O,O,X,X,X,O
OZJLSIT,O,O,X,X,X,X
OZJSTIL,O,X,X,X,O,O
OZJSTLI,O,X,X,X,O,O
OZJSITL,O,X,X,X,O,O
OZJSILT,O,O,X,X,O,X
OZJSLTI,O,O,X,X,O,O
OZJSLIT,O,O,X,X,O,X
OZSTILJ,O,O,O,X,X,O
OZSTIJL,O,X,O,X,O,O
OZSTLIJ,O,O,O,X,X,O
OZSTLJI,O,O,X,X,O,O
OZSTJIL,O,X,X,X,O,O
OZSTJLI,O,X,X,X,O,O
OZSITLJ,O,O,O,X,X,O
OZSITJL,O,X,O,X,O,O
OZSILTJ,O,O,O,X,X,X
OZSILJT,O,O,O,X,X,X
OZSIJTL,O,X,O,X,O,O
OZSIJLT,O,O,O,X,O,X
OZSLTIJ,O,O,O,X,X,O
OZSLTJI,O,O,X,X,O,O
OZSLITJ,O,O,O,X,X,X
OZSLIJT,O,O,O,X,X,X
OZSLJTI,O,O,X,X,O,O
OZSLJIT,O,O,X,X,O,X
OZSJTIL,O,X,X,X,O,O
OZSJTLI,O,X,X,X,O,O
OZSJITL,O,X,X,X,O,O
OZSJILT,O,O,X,X,O,X
OZSJLTI,O,O,X,X,O,O
OZSJLIT,O,O,X,X,O,X
