sequence,v115@9gB8HeA8IeB8HeD8CeC8JezBJvhFGjBRlBUoBilBFr?BXsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFxhB8nB+oB1qBzr?BirB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFKnBziB+oBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFxiBFlBSsBToBUr?BfsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFOnB6oBznBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFTjBFlBSrBxsBcs?B3rB,v115@9gB8HeA8IeB8HeD8CeC8JexAJvhFVnBUlBarBXoBGo?BzrB,v115@9gB8HeA8IeB8HeD8CeC8Je0BJvhFfoB6oBRlBTlBVs?B2wB
SZTOILJ,O,X,X,X,X,X,O,X
SZTOIJL,O,X,X,X,X,X,X,X
SZTOLIJ,O,X,X,O,X,X,O,X
SZTOLJI,O,X,X,O,X,X,O,X
SZTOJIL,O,O,X,X,X,X,X,X
SZTOJLI,O,O,X,O,X,X,O,X
SZITLJO,O,X,X,X,X,X,O,O
SZITLOJ,O,X,X,X,X,X,O,O
SZITJLO,O,X,X,X,X,X,X,X
SZITJOL,O,X,X,X,X,X,X,X
SZITOLJ,O,X,X,X,X,X,X,X
SZITOJL,O,X,X,X,X,X,X,X
SZILTJO,X,X,X,X,X,X,O,O
SZILTOJ,X,X,X,X,X,X,O,O
SZILJTO,X,X,O,X,X,X,O,O
SZILJOT,O,X,O,X,X,X,X,X
SZILOTJ,X,X,X,X,X,X,O,O
SZILOJT,O,X,X,X,O,X,X,X
SZIJTLO,O,X,X,X,X,X,X,X
SZIJTOL,O,X,X,X,X,X,X,X
SZIJLTO,X,X,O,X,X,X,O,O
SZIJLOT,O,X,O,X,X,X,X,X
SZIJOTL,O,X,X,X,X,X,X,X
SZIJOLT,O,X,O,X,X,X,X,X
SZIOTLJ,O,X,X,X,X,X,O,X
SZIOTJL,O,X,X,X,X,X,X,X
SZIOLTJ,X,X,X,X,X,X,O,O
SZIOLJT,O,X,X,X,O,X,X,X
SZIOJTL,O,X,X,X,X,X,X,X
SZIOJLT,O,X,X,X,O,X,X,X
SZLTIJO,O,X,X,X,X,X,O,X
SZLTIOJ,O,X,X,X,X,X,O,X
SZLTJIO,O,X,X,X,X,X,O,X
SZLTJOI,O,X,X,O,X,X,O,X
SZLTOIJ,O,X,X,O,X,X,O,X
SZLTOJI,O,X,X,O,X,X,O,X
SZLITJO,X,X,X,X,X,X,O,O
SZLITOJ,X,X,X,X,X,X,O,O
SZLIJTO,X,X,O,X,X,X,O,O
SZLIJOT,O,X,O,X,X,X,X,X
SZLIOTJ,X,X,X,X,X,X,O,O
SZLIOJT,O,X,X,X,O,X,X,X
SZLJTIO,O,X,X,X,X,X,O,X
SZLJTOI,O,X,X,X,X,X,O,X
SZLJITO,X,X,O,X,X,X,O,X
SZLJIOT,O,X,O,X,X,X,X,X
SZLJOTI,O,X,X,X,X,X,O,X
SZLJOIT,O,X,O,X,X,X,X,X
SZLOTIJ,O,X,X,O,X,X,O,X
SZLOTJI,O,X,X,O,X,X,O,X
SZLOITJ,X,X,X,X,X,X,O,X
SZLOIJT,O,X,X,X,O,X,X,X
SZLOJTI,O,X,X,X,X,X,O,X
SZLOJIT,O,X,X,X,O,X,X,X
SZJTILO,O,O,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,O,X
SZJTLOI,O,O,X,X,X,X,O,X
SZJTOIL,O,O,X,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X
SZJILTO,X,O,O,X,X,X,O,X
SZJILOT,O,O,O,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,X,X
SZJIOLT,O,O,O,X,X,X,X,X
SZJLTIO,O,O,X,X,X,X,O,X
SZJLTOI,O,O,X,X,X,X,O,X
SZJLITO,X,O,O,X,X,X,O,X
SZJLIOT,O,O,O,X,X,X,X,X
SZJLOTI,O,O,X,X,X,X,O,X
SZJLOIT,O,O,O,X,X,X,X,X
SZJOTIL,O,O,X,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,O,X
SZJOITL,O,O,X,X,X,X,X,X
SZJOILT,O,O,O,X,X,X,X,X
SZJOLTI,O,O,X,X,X,X,O,X
SZJOLIT,O,O,O,X,X,X,X,X
SZOTILJ,O,X,X,X,X,X,O,X
SZOTIJL,O,X,X,X,X,X,X,X
SZOTLIJ,O,X,X,O,X,X,O,X
SZOTLJI,O,X,X,O,X,X,O,X
SZOTJIL,O,O,X,X,X,X,X,X
SZOTJLI,O,O,X,O,X,X,O,X
SZOITLJ,O,X,X,X,X,X,O,X
SZOITJL,O,X,X,X,X,X,X,X
SZOILTJ,X,X,X,X,X,X,O,X
SZOILJT,O,X,X,X,O,X,X,X
SZOIJTL,O,X,X,X,X,X,X,X
SZOIJLT,O,X,X,X,O,X,X,X
SZOLTIJ,O,X,X,O,X,X,O,X
SZOLTJI,O,X,X,O,X,X,O,X
SZOLITJ,X,X,X,X,X,X,O,X
SZOLIJT,O,X,X,X,O,X,X,X
SZOLJTI,O,X,X,X,X,X,O,X
SZOLJIT,O,X,X,X,O,X,X,X
SZOJTIL,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,O,X
SZOJITL,O,O,X,X,X,X,X,X
SZOJILT,O,O,X,X,O,X,X,X
SZOJLTI,O,O,X,X,X,X,O,X
SZOJLIT,O,O,X,X,O,X,X,X
SOTILJZ,X,X,X,X,O,X,X,X
SOTILZJ,O,X,X,X,X,X,O,X
SOTIJLZ,X,X,X,X,O,X,X,X
SOTIJZL,O,O,X,X,X,X,X,X
SOTIZLJ,O,X,X,X,X,X,O,X
SOTIZJL,O,X,X,X,X,X,X,X
SOTLIJZ,X,X,X,X,O,X,X,X
SOTLIZJ,O,X,X,X,X,X,O,X
SOTLJIZ,X,X,X,X,O,X,X,X
SOTLJZI,X,O,X,X,X,X,O,X
SOTLZIJ,O,X,X,O,X,X,O,X
SOTLZJI,O,X,X,O,X,X,O,X
SOTJILZ,X,X,X,X,O,X,X,X
SOTJIZL,O,O,X,X,X,X,X,X
SOTJLIZ,X,X,X,X,O,X,X,X
SOTJLZI,X,O,X,X,X,X,O,X
SOTJZIL,O,O,X,X,X,X,X,X
SOTJZLI,O,O,X,O,X,X,O,X
SOTZILJ,O,X,X,X,X,X,O,X
SOTZIJL,O,X,X,X,X,X,X,X
SOTZLIJ,O,X,X,O,X,X,O,X
SOTZLJI,O,X,X,O,X,X,O,X
SOTZJIL,O,O,X,X,X,X,X,X
SOTZJLI,O,O,X,O,X,X,O,X
SOITLJZ,X,X,X,X,O,X,X,X
SOITLZJ,O,X,X,X,X,X,O,X
SOITJLZ,X,X,X,X,O,X,X,X
SOITJZL,O,O,X,X,X,X,X,X
SOITZLJ,O,X,X,X,X,X,O,X
SOITZJL,O,X,X,X,X,X,X,X
SOILTJZ,X,X,X,X,O,X,X,X
SOILTZJ,X,X,X,X,X,X,O,X
SOILJTZ,X,X,O,X,O,X,X,X
SOILJZT,X,X,O,X,O,X,X,X
SOILZTJ,X,X,X,X,X,X,O,O
SOILZJT,O,X,X,X,O,X,X,X
SOIJTLZ,X,X,O,X,O,X,X,X
SOIJTZL,X,O,X,X,X,X,X,X
SOIJLTZ,X,X,O,X,O,X,X,X
SOIJLZT,X,X,O,X,O,X,X,X
SOIJZTL,O,O,X,X,X,X,X,X
SOIJZLT,O,O,O,X,O,X,X,X
SOIZTLJ,O,X,X,X,X,X,O,X
SOIZTJL,O,X,X,X,X,X,X,X
SOIZLTJ,X,X,X,X,X,X,O,O
SOIZLJT,O,X,X,X,O,X,X,X
SOIZJTL,O,X,X,X,X,X,X,X
SOIZJLT,O,X,X,X,O,X,X,X
SOLTIJZ,X,X,X,X,O,X,X,X
SOLTIZJ,O,X,X,X,X,X,O,X
SOLTJIZ,X,X,X,X,O,X,X,X
SOLTJZI,X,O,X,X,X,X,O,X
SOLTZIJ,O,X,X,O,X,X,O,X
SOLTZJI,O,X,X,O,X,X,O,X
SOLITJZ,X,X,X,X,O,X,X,X
SOLITZJ,X,X,X,X,X,X,O,X
SOLIJTZ,X,X,O,X,O,X,X,X
SOLIJZT,X,X,O,X,O,X,X,X
SOLIZTJ,X,X,X,X,X,X,O,O
SOLIZJT,O,X,X,X,O,X,X,X
SOLJTIZ,X,X,O,X,O,X,X,X
SOLJTZI,X,O,X,X,X,X,O,X
SOLJITZ,X,X,O,X,O,X,X,X
SOLJIZT,X,X,O,X,O,X,X,X
SOLJZTI,X,O,X,X,X,X,O,X
SOLJZIT,X,O,O,X,O,X,X,X
SOLZTIJ,O,X,X,O,X,X,O,X
SOLZTJI,O,X,X,O,X,X,O,X
SOLZITJ,X,X,X,X,X,X,O,X
SOLZIJT,O,X,X,X,O,X,X,X
SOLZJTI,O,X,X,X,X,X,O,X
SOLZJIT,O,X,X,X,O,X,X,X
SOJTILZ,X,X,O,X,O,X,X,X
SOJTIZL,O,O,X,X,X,X,X,X
SOJTLIZ,X,X,O,X,O,X,X,X
SOJTLZI,X,O,X,X,X,X,O,X
SOJTZIL,O,O,X,X,X,X,X,X
SOJTZLI,O,O,X,X,X,X,O,X
SOJITLZ,X,X,O,X,O,X,X,X
SOJITZL,X,O,X,X,X,X,X,X
SOJILTZ,X,X,O,X,O,X,X,X
SOJILZT,X,X,O,X,O,X,X,X
SOJIZTL,O,O,X,X,X,X,X,X
SOJIZLT,O,O,O,X,O,X,X,X
SOJLTIZ,X,X,O,X,O,X,X,X
SOJLTZI,X,O,X,X,X,X,O,X
SOJLITZ,X,X,O,X,O,X,X,X
SOJLIZT,X,X,O,X,O,X,X,X
SOJLZTI,X,O,X,X,X,X,O,X
SOJLZIT,X,O,O,X,O,X,X,X
SOJZTIL,O,O,X,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,O,X
SOJZITL,O,O,X,X,X,X,X,X
SOJZILT,O,O,O,X,O,X,X,X
SOJZLTI,O,O,X,X,X,X,O,X
SOJZLIT,O,O,O,X,O,X,X,X
SOZTILJ,O,X,X,X,X,X,O,X
SOZTIJL,O,X,X,X,X,X,X,X
SOZTLIJ,O,X,X,O,X,X,O,X
SOZTLJI,O,X,X,O,X,X,O,X
SOZTJIL,O,O,X,X,X,X,X,X
SOZTJLI,O,O,X,O,X,X,O,X
SOZITLJ,O,X,X,X,X,X,O,X
SOZITJL,O,X,X,X,X,X,X,X
SOZILTJ,X,X,X,X,X,X,O,X
SOZILJT,O,X,X,X,O,X,X,X
SOZIJTL,O,X,X,X,X,X,X,X
SOZIJLT,O,X,X,X,O,X,X,X
SOZLTIJ,O,X,X,O,X,X,O,X
SOZLTJI,O,X,X,O,X,X,O,X
SOZLITJ,X,X,X,X,X,X,O,X
SOZLIJT,O,X,X,X,O,X,X,X
SOZLJTI,O,X,X,X,X,X,O,X
SOZLJIT,O,X,X,X,O,X,X,X
SOZJTIL,O,O,X,X,X,X,X,X
SOZJTLI,O,O,X,X,X,X,O,X
SOZJITL,O,O,X,X,X,X,X,X
SOZJILT,O,O,X,X,O,X,X,X
SOZJLTI,O,O,X,X,X,X,O,X
SOZJLIT,O,O,X,X,O,X,X,X
ZTILJSO,O,X,X,X,X,O,X,X
ZTILJOS,O,X,X,O,X,O,X,X
ZTILSJO,O,X,X,X,X,O,O,X
ZTILSOJ,O,X,X,X,X,O,O,X
ZTILOJS,O,X,X,O,X,O,O,X
ZTILOSJ,X,X,X,O,X,O,O,X
ZTIJLSO,O,X,X,X,X,X,X,X
ZTIJLOS,O,X,X,O,X,X,X,X
ZTIJSLO,O,X,X,X,X,X,X,X
ZTIJSOL,O,X,X,X,X,X,X,X
ZTIJOLS,O,X,X,O,X,X,X,X
ZTIJOSL,O,X,X,X,X,X,X,X
ZTISLJO,O,X,X,X,X,X,O,X
ZTISLOJ,O,X,X,X,X,X,O,X
ZTISJLO,O,X,X,X,X,X,X,X
ZTISJOL,O,X,X,X,X,X,X,X
ZTISOLJ,O,X,X,X,X,X,X,X
ZTISOJL,O,X,X,X,X,X,X,X
ZTIOLJS,O,X,X,O,X,O,X,X
ZTIOLSJ,X,X,X,O,X,O,X,X
ZTIOJLS,O,X,X,O,X,X,X,X
ZTIOJSL,O,X,X,X,X,X,X,X
ZTIOSLJ,O,X,X,X,X,X,X,X
ZTIOSJL,O,X,X,X,X,X,X,X
ZTLIJSO,O,X,X,X,X,O,X,X
ZTLIJOS,O,X,X,O,X,O,X,X
ZTLISJO,O,X,X,X,X,O,O,X
ZTLISOJ,O,X,X,X,X,O,O,X
ZTLIOJS,O,X,X,O,X,O,O,X
ZTLIOSJ,X,X,X,O,X,O,O,X
ZTLJISO,O,X,X,X,X,O,X,X
ZTLJIOS,O,X,X,O,X,O,X,X
ZTLJSIO,O,X,X,X,X,X,X,X
ZTLJSOI,O,X,X,O,X,X,X,X
ZTLJOIS,O,X,X,O,X,X,X,X
ZTLJOSI,X,X,X,O,X,X,X,X
ZTLSIJO,O,X,X,X,X,X,O,X
ZTLSIOJ,O,X,X,X,X,X,O,X
ZTLSJIO,O,X,X,X,X,X,O,X
ZTLSJOI,O,X,X,O,X,X,O,X
ZTLSOIJ,O,X,X,O,X,X,O,X
ZTLSOJI,O,X,X,O,X,X,O,X
ZTLOIJS,O,X,X,O,X,X,O,X
ZTLOISJ,X,X,X,O,X,X,O,X
ZTLOJIS,O,X,X,O,X,X,O,X
ZTLOJSI,X,X,X,O,X,X,O,X
ZTLOSIJ,X,X,X,O,X,X,O,X
ZTLOSJI,X,X,X,O,X,X,O,X
ZTJILSO,O,O,X,X,X,X,X,X
ZTJILOS,O,X,X,O,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X,X
ZTJIOLS,O,O,X,O,X,X,X,X
ZTJIOSL,O,O,X,X,X,X,X,X
ZTJLISO,O,O,X,X,X,O,X,X
ZTJLIOS,O,X,X,O,X,O,X,X
ZTJLSIO,O,O,X,X,X,X,X,X
ZTJLSOI,O,O,X,O,X,X,X,X
ZTJLOIS,O,O,X,O,X,X,X,X
ZTJLOSI,X,O,X,O,X,X,X,X
ZTJSILO,O,O,X,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X
ZTJSLIO,O,O,X,X,X,X,X,X
ZTJSLOI,O,O,X,O,X,X,X,X
ZTJSOIL,O,O,X,X,X,X,X,X
ZTJSOLI,O,O,X,O,X,X,X,X
ZTJOILS,O,O,X,O,X,X,X,X
ZTJOISL,O,O,X,X,X,X,X,X
ZTJOLIS,O,O,X,O,X,X,X,X
ZTJOLSI,X,O,X,O,X,X,X,X
ZTJOSIL,O,O,X,X,X,X,X,X
ZTJOSLI,O,O,X,O,X,X,X,X
ZTSILJO,O,X,X,X,X,X,O,X
ZTSILOJ,O,X,X,X,X,X,O,X
ZTSIJLO,O,X,X,X,X,X,X,X
ZTSIJOL,O,X,X,X,X,X,X,X
ZTSIOLJ,O,X,X,X,X,X,X,X
ZTSIOJL,O,X,X,X,X,X,X,X
ZTSLIJO,O,X,X,X,X,X,O,X
ZTSLIOJ,O,X,X,X,X,X,O,X
ZTSLJIO,O,X,X,X,X,X,O,X
ZTSLJOI,O,X,X,O,X,X,O,X
ZTSLOIJ,O,X,X,O,X,X,O,X
ZTSLOJI,O,X,X,O,X,X,O,X
ZTSJILO,O,O,X,X,X,X,X,X
ZTSJIOL,O,O,X,X,X,X,X,X
ZTSJLIO,O,O,X,X,X,X,O,X
ZTSJLOI,O,O,X,O,X,X,O,X
ZTSJOIL,O,O,X,X,X,X,X,X
ZTSJOLI,O,O,X,O,X,X,X,X
ZTSOILJ,O,X,X,X,X,X,O,X
ZTSOIJL,O,X,X,X,X,X,X,X
ZTSOLIJ,O,X,X,O,X,X,O,X
ZTSOLJI,O,X,X,O,X,X,O,X
ZTSOJIL,O,O,X,X,X,X,X,X
ZTSOJLI,O,O,X,O,X,X,O,X
ZTOILJS,O,X,X,O,X,X,O,X
ZTOILSJ,X,X,X,O,X,X,O,X
ZTOIJLS,O,X,X,O,X,X,X,X
ZTOIJSL,O,X,X,X,X,X,X,X
ZTOISLJ,O,X,X,X,X,X,O,X
ZTOISJL,O,X,X,X,X,X,X,X
ZTOLIJS,O,X,X,O,X,X,O,X
ZTOLISJ,X,X,X,O,X,X,O,X
ZTOLJIS,O,X,X,O,X,X,O,X
ZTOLJSI,X,X,X,O,X,X,O,X
ZTOLSIJ,X,X,X,O,X,X,O,X
ZTOLSJI,X,X,X,O,X,X,O,X
ZTOJILS,O,O,X,O,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X,X
ZTOJLIS,O,O,X,O,X,X,O,X
ZTOJLSI,X,O,X,O,X,X,O,X
ZTOJSIL,O,O,X,X,X,X,X,X
ZTOJSLI,O,O,X,O,X,X,O,X
ZTOSILJ,O,X,X,X,X,X,O,X
ZTOSIJL,O,X,X,X,X,X,X,X
ZTOSLIJ,O,X,X,O,X,X,O,X
ZTOSLJI,O,X,X,O,X,X,O,X
ZTOSJIL,O,O,X,X,X,X,X,X
ZTOSJLI,O,O,X,O,X,X,O,X
ZITLJSO,O,X,X,X,X,O,X,X
ZITLJOS,O,X,X,O,X,O,X,X
ZITLSJO,O,X,X,X,X,O,O,O
ZITLSOJ,O,X,X,X,X,O,O,O
ZITLOJS,O,X,X,O,X,O,O,X
ZITLOSJ,X,X,X,O,X,O,O,X
ZITJLSO,O,X,X,X,X,X,X,X
ZITJLOS,O,X,X,O,X,X,X,X
ZITJSLO,O,X,X,X,X,X,X,X
ZITJSOL,O,X,X,X,X,X,X,X
ZITJOLS,O,X,X,O,X,X,X,X
ZITJOSL,O,X,X,X,X,X,X,X
ZITSLJO,O,X,X,X,X,X,O,O
ZITSLOJ,O,X,X,X,X,X,O,O
ZITSJLO,O,X,X,X,X,X,X,X
ZITSJOL,O,X,X,X,X,X,X,X
ZITSOLJ,O,X,X,X,X,X,X,X
ZITSOJL,O,X,X,X,X,X,X,X
ZITOLJS,O,X,X,O,X,O,X,X
ZITOLSJ,X,X,X,O,X,O,X,X
ZITOJLS,O,X,X,O,X,X,X,X
ZITOJSL,O,X,X,X,X,X,X,X
ZITOSLJ,O,X,X,X,X,X,X,X
ZITOSJL,O,X,X,X,X,X,X,X
ZILTJSO,O,X,X,X,X,O,X,X
ZILTJOS,O,X,X,O,X,O,X,X
ZILTSJO,O,X,X,X,X,O,O,O
ZILTSOJ,O,X,X,X,X,O,O,O
ZILTOJS,O,X,X,O,X,O,O,X
ZILTOSJ,X,X,X,O,X,O,O,X
ZILJTSO,O,X,O,X,X,X,X,X
ZILJTOS,O,X,O,X,X,X,X,X
ZILJSTO,X,X,O,X,X,X,O,O
ZILJSOT,O,X,O,X,X,X,X,X
ZILJOTS,X,X,O,X,X,X,O,X
ZILJOST,X,X,O,X,X,X,X,X
ZILSTJO,X,X,X,X,X,X,O,O
ZILSTOJ,X,X,X,X,X,X,O,O
ZILSJTO,X,X,O,X,X,X,O,O
ZILSJOT,O,X,O,X,X,X,X,X
ZILSOTJ,X,X,X,X,X,X,O,O
ZILSOJT,O,X,X,X,O,X,X,X
ZILOTJS,X,X,X,O,X,O,O,X
ZILOTSJ,X,X,X,O,X,O,O,X
ZILOJTS,X,X,X,X,O,X,O,X
ZILOJST,X,X,X,X,O,X,X,X
ZILOSTJ,X,X,X,X,X,X,O,O
ZILOSJT,X,X,X,X,O,X,X,X
ZIJTLSO,O,X,X,X,X,X,X,X
ZIJTLOS,O,X,X,X,X,X,X,X
ZIJTSLO,O,X,X,X,X,X,X,X
ZIJTSOL,O,X,X,X,X,X,X,X
ZIJTOLS,O,X,X,X,X,X,X,X
ZIJTOSL,O,X,X,X,X,X,X,X
ZIJLTSO,O,X,O,X,X,X,X,X
ZIJLTOS,O,X,O,X,X,X,X,X
ZIJLSTO,X,X,O,X,X,X,O,O
ZIJLSOT,O,X,O,X,X,X,X,X
ZIJLOTS,X,X,O,X,X,X,O,X
ZIJLOST,X,X,O,X,X,X,X,X
ZIJSTLO,O,X,X,X,X,X,X,X
ZIJSTOL,O,X,X,X,X,X,X,X
ZIJSLTO,X,X,O,X,X,X,O,O
ZIJSLOT,O,X,O,X,X,X,X,X
ZIJSOTL,O,X,X,X,X,X,X,X
ZIJSOLT,O,X,O,X,X,X,X,X
ZIJOTLS,O,X,X,X,X,X,X,X
ZIJOTSL,O,X,X,X,X,X,X,X
ZIJOLTS,X,X,O,X,X,X,X,X
ZIJOLST,X,X,O,X,X,X,X,X
ZIJOSTL,O,X,X,X,X,X,X,X
ZIJOSLT,O,X,O,X,X,X,X,X
ZISTLJO,O,X,X,X,X,X,O,O
ZISTLOJ,O,X,X,X,X,X,O,O
ZISTJLO,O,X,X,X,X,X,X,X
ZISTJOL,O,X,X,X,X,X,X,X
ZISTOLJ,O,X,X,X,X,X,X,X
ZISTOJL,O,X,X,X,X,X,X,X
ZISLTJO,X,X,X,X,X,X,O,O
ZISLTOJ,X,X,X,X,X,X,O,O
ZISLJTO,X,X,O,X,X,X,O,O
ZISLJOT,O,X,O,X,X,X,X,X
ZISLOTJ,X,X,X,X,X,X,O,O
ZISLOJT,O,X,X,X,O,X,X,X
ZISJTLO,O,X,X,X,X,X,X,X
ZISJTOL,O,X,X,X,X,X,X,X
ZISJLTO,X,X,O,X,X,X,O,O
ZISJLOT,O,X,O,X,X,X,X,X
ZISJOTL,O,X,X,X,X,X,X,X
ZISJOLT,O,X,O,X,X,X,X,X
ZISOTLJ,O,X,X,X,X,X,O,X
ZISOTJL,O,X,X,X,X,X,X,X
ZISOLTJ,X,X,X,X,X,X,O,O
ZISOLJT,O,X,X,X,O,X,X,X
ZISOJTL,O,X,X,X,X,X,X,X
ZISOJLT,O,X,X,X,O,X,X,X
ZIOTLJS,O,X,X,O,X,O,O,X
ZIOTLSJ,X,X,X,O,X,O,O,X
ZIOTJLS,O,X,X,O,X,X,X,X
ZIOTJSL,O,X,X,X,X,X,X,X
ZIOTSLJ,O,X,X,X,X,X,O,X
ZIOTSJL,O,X,X,X,X,X,X,X
ZIOLTJS,X,X,X,O,X,O,O,X
ZIOLTSJ,X,X,X,O,X,O,O,X
ZIOLJTS,X,X,X,X,O,X,O,X
ZIOLJST,X,X,X,X,O,X,X,X
ZIOLSTJ,X,X,X,X,X,X,O,O
ZIOLSJT,X,X,X,X,O,X,X,X
ZIOJTLS,O,X,X,X,X,X,X,X
ZIOJTSL,O,X,X,X,X,X,X,X
ZIOJLTS,X,X,X,X,O,X,X,X
ZIOJLST,X,X,X,X,O,X,X,X
ZIOJSTL,O,X,X,X,X,X,X,X
ZIOJSLT,O,X,X,X,O,X,X,X
ZIOSTLJ,X,X,X,X,X,X,O,X
ZIOSTJL,O,X,X,X,X,X,X,X
ZIOSLTJ,X,X,X,X,X,X,O,O
ZIOSLJT,O,X,X,X,O,X,X,X
ZIOSJTL,O,X,X,X,X,X,X,X
ZIOSJLT,O,X,X,X,O,X,X,X
ZLTIJSO,O,X,X,X,X,O,X,X
ZLTIJOS,O,X,X,O,X,O,X,X
ZLTISJO,O,X,X,X,X,O,O,X
ZLTISOJ,O,X,X,X,X,O,O,X
ZLTIOJS,O,X,X,O,X,O,O,X
ZLTIOSJ,X,X,X,O,X,O,O,X
ZLTJISO,O,X,X,X,X,O,X,X
ZLTJIOS,O,X,X,O,X,O,X,X
ZLTJSIO,O,X,X,X,X,X,X,X
ZLTJSOI,O,X,X,O,X,X,X,X
ZLTJOIS,O,X,X,O,X,X,X,X
ZLTJOSI,X,X,X,O,X,X,X,X
ZLTSIJO,O,X,X,X,X,X,O,X
ZLTSIOJ,O,X,X,X,X,X,O,X
ZLTSJIO,O,X,X,X,X,X,O,X
ZLTSJOI,O,X,X,O,X,X,O,X
ZLTSOIJ,O,X,X,O,X,X,O,X
ZLTSOJI,O,X,X,O,X,X,O,X
ZLTOIJS,O,X,X,O,X,X,O,X
ZLTOISJ,X,X,X,O,X,X,O,X
ZLTOJIS,O,X,X,O,X,X,O,X
ZLTOJSI,X,X,X,O,X,X,O,X
ZLTOSIJ,X,X,X,O,X,X,O,X
ZLTOSJI,X,X,X,O,X,X,O,X
ZLITJSO,O,X,X,X,X,O,X,X
ZLITJOS,O,X,X,O,X,O,X,X
ZLITSJO,O,X,X,X,X,O,O,O
ZLITSOJ,O,X,X,X,X,O,O,O
ZLITOJS,O,X,X,O,X,O,O,X
ZLITOSJ,X,X,X,O,X,O,O,X
ZLIJTSO,O,X,O,X,X,X,X,X
ZLIJTOS,O,X,O,X,X,X,X,X
ZLIJSTO,X,X,O,X,X,X,O,O
ZLIJSOT,O,X,O,X,X,X,X,X
ZLIJOTS,X,X,O,X,X,X,O,X
ZLIJOST,X,X,O,X,X,X,X,X
ZLISTJO,X,X,X,X,X,X,O,O
ZLISTOJ,X,X,X,X,X,X,O,O
ZLISJTO,X,X,O,X,X,X,O,O
ZLISJOT,O,X,O,X,X,X,X,X
ZLISOTJ,X,X,X,X,X,X,O,O
ZLISOJT,O,X,X,X,O,X,X,X
ZLIOTJS,X,X,X,O,X,O,O,X
ZLIOTSJ,X,X,X,O,X,O,O,X
ZLIOJTS,X,X,X,X,O,X,O,X
ZLIOJST,X,X,X,X,O,X,X,X
ZLIOSTJ,X,X,X,X,X,X,O,O
ZLIOSJT,X,X,X,X,O,X,X,X
ZLJTISO,O,X,X,X,X,X,X,X
ZLJTIOS,O,X,X,O,X,X,X,X
ZLJTSIO,O,X,X,X,X,X,X,X
ZLJTSOI,O,X,X,O,X,X,X,X
ZLJTOIS,O,X,X,O,X,X,X,X
ZLJTOSI,X,X,X,O,X,X,X,X
ZLJITSO,O,X,O,X,X,X,X,X
ZLJITOS,O,X,O,X,X,X,X,X
ZLJISTO,X,X,O,X,X,X,O,X
ZLJISOT,O,X,O,X,X,X,X,X
ZLJIOTS,X,X,O,X,X,X,O,X
ZLJIOST,X,X,O,X,X,X,X,X
ZLJSTIO,O,X,X,X,X,X,O,X
ZLJSTOI,O,X,X,X,X,X,O,X
ZLJSITO,X,X,O,X,X,X,O,X
ZLJSIOT,O,X,O,X,X,X,X,X
ZLJSOTI,O,X,X,X,X,X,O,X
ZLJSOIT,O,X,O,X,X,X,X,X
ZLJOTIS,X,X,X,O,X,X,O,X
ZLJOTSI,X,X,X,O,X,X,O,X
ZLJOITS,X,X,O,X,X,X,O,X
ZLJOIST,X,X,O,X,X,X,X,X
ZLJOSTI,X,X,X,X,X,X,O,X
ZLJOSIT,X,X,O,X,X,X,X,X
ZLSTIJO,O,X,X,X,X,X,O,X
ZLSTIOJ,O,X,X,X,X,X,O,X
ZLSTJIO,O,X,X,X,X,X,O,X
ZLSTJOI,O,X,X,O,X,X,O,X
ZLSTOIJ,O,X,X,O,X,X,O,X
ZLSTOJI,O,X,X,O,X,X,O,X
ZLSITJO,X,X,X,X,X,X,O,O
ZLSITOJ,X,X,X,X,X,X,O,O
ZLSIJTO,X,X,O,X,X,X,O,O
ZLSIJOT,O,X,O,X,X,X,X,X
ZLSIOTJ,X,X,X,X,X,X,O,O
ZLSIOJT,O,X,X,X,O,X,X,X
ZLSJTIO,O,X,X,X,X,X,O,X
ZLSJTOI,O,X,X,X,X,X,O,X
ZLSJITO,X,X,O,X,X,X,O,X
ZLSJIOT,O,X,O,X,X,X,X,X
ZLSJOTI,O,X,X,X,X,X,O,X
ZLSJOIT,O,X,O,X,X,X,X,X
ZLSOTIJ,O,X,X,O,X,X,O,X
ZLSOTJI,O,X,X,O,X,X,O,X
ZLSOITJ,X,X,X,X,X,X,O,X
ZLSOIJT,O,X,X,X,O,X,X,X
