sequence,v115@ShC8EeF8BeC8JeNEJvhFUgBGhBZnBqnBTjB/rB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmB5mBcoBTnBisB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBSsBzrB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBqrBTsB,v115@ShC8EeF8BeC8JeNEJvhFUgBRhBCjBTmBesBXtB,v115@ShC8EeF8BeC8JeNEJvhFUgBamBWnBxiBXoBzrB,v115@ShC8EeF8BeC8JeNEJvhFUgBZnBCjBTmBXoBGrB
ZOSJLTI,O,O,O,O,O,O,X
ZOSJLIT,O,X,X,O,O,O,X
OTILJSZ,O,O,X,X,O,O,X
OTILJZS,O,O,X,X,O,O,X
OTILSJZ,O,O,X,X,X,O,O
OTILSZJ,O,O,X,X,X,O,O
OTILZJS,O,O,X,X,O,O,X
OTILZSJ,O,O,X,X,X,O,O
OTIJLSZ,X,O,X,X,O,O,X
OTIJLZS,X,O,X,X,O,O,X
OTIJSLZ,X,O,X,X,O,O,O
OTIJSZL,X,O,X,X,O,O,O
OTIJZLS,X,O,X,X,O,O,X
OTIJZSL,X,O,X,X,O,O,O
OTISLJZ,O,O,X,X,X,O,O
OTISLZJ,O,O,X,X,X,O,O
OTISJLZ,O,O,X,X,O,O,O
OTISJZL,O,O,X,X,O,O,O
OTISZLJ,O,O,X,X,X,O,O
OTISZJL,O,O,X,X,O,O,O
OTIZLJS,O,O,X,X,O,O,X
OTIZLSJ,O,O,X,X,X,O,O
OTIZJLS,X,O,X,X,O,O,X
OTIZJSL,X,O,X,X,O,O,O
OTIZSLJ,O,O,X,X,X,O,O
OTIZSJL,O,O,X,X,O,O,O
OTLIJSZ,O,O,X,O,O,O,X
OTLIJZS,O,O,X,O,O,O,X
OTLISJZ,O,O,X,O,X,O,O
OTLISZJ,O,O,X,O,X,O,O
OTLIZJS,O,O,X,O,O,O,X
OTLIZSJ,O,O,X,O,X,O,O
OTLJISZ,O,O,X,O,O,O,X
OTLJIZS,O,O,X,O,O,O,X
OTLJSIZ,O,O,X,O,O,O,X
OTLJSZI,O,O,O,O,O,O,X
OTLJZIS,O,O,O,O,O,O,X
OTLJZSI,O,O,O,O,O,O,X
OTLSIJZ,O,O,X,O,X,O,O
OTLSIZJ,O,O,X,O,X,O,O
OTLSJIZ,O,O,X,O,O,O,O
OTLSJZI,O,O,O,O,O,O,O
OTLSZIJ,O,O,O,O,X,O,O
OTLSZJI,O,O,O,O,O,O,O
OTLZIJS,O,O,O,O,O,O,X
OTLZISJ,O,O,O,O,X,O,O
OTLZJIS,O,O,O,O,O,O,X
OTLZJSI,O,O,O,O,O,O,X
OTLZSIJ,O,O,O,O,X,O,O
OTLZSJI,O,O,O,O,O,O,O
OTJILSZ,X,O,X,X,O,O,X
OTJILZS,X,O,X,X,O,O,X
OTJISLZ,X,O,X,X,O,O,O
OTJISZL,X,O,X,X,O,O,O
OTJIZLS,X,O,X,X,O,O,X
OTJIZSL,X,O,X,X,O,O,O
OTJLISZ,O,O,X,O,O,O,X
OTJLIZS,O,O,X,O,O,O,X
OTJLSIZ,O,O,X,O,O,O,X
OTJLSZI,O,O,O,O,O,O,X
OTJLZIS,O,O,O,O,O,O,X
OTJLZSI,O,O,O,O,O,O,X
OTJSILZ,O,O,X,X,O,O,O
OTJSIZL,O,O,X,X,O,O,O
OTJSLIZ,O,O,X,O,O,O,O
OTJSLZI,O,O,O,O,O,O,O
OTJSZIL,O,O,O,O,O,O,O
OTJSZLI,O,O,O,O,O,O,O
OTJZILS,X,O,X,X,O,O,X
OTJZISL,X,O,O,O,O,O,O
OTJZLIS,O,O,O,O,O,O,X
OTJZLSI,O,O,O,O,O,O,X
OTJZSIL,O,O,O,O,O,O,O
OTJZSLI,O,O,O,O,O,O,O
OTSILJZ,O,O,X,X,X,O,O
OTSILZJ,O,O,X,X,X,O,O
OTSIJLZ,O,O,X,X,O,O,O
OTSIJZL,O,O,X,X,O,O,O
OTSIZLJ,O,O,X,X,X,O,O
OTSIZJL,O,O,X,X,O,O,O
OTSLIJZ,O,O,X,O,X,O,O
OTSLIZJ,O,O,X,O,X,O,O
OTSLJIZ,O,O,X,O,O,O,O
OTSLJZI,O,O,O,O,O,O,O
OTSLZIJ,O,O,O,O,O,O,O
OTSLZJI,O,O,O,O,O,O,O
OTSJILZ,O,O,X,X,O,O,O
OTSJIZL,O,O,X,X,O,O,O
OTSJLIZ,O,O,X,O,O,O,O
OTSJLZI,O,O,O,O,O,O,O
OTSJZIL,O,O,O,O,O,O,O
OTSJZLI,O,O,O,O,O,O,O
OTSZILJ,O,O,X,X,O,O,O
OTSZIJL,O,O,O,O,O,O,O
OTSZLIJ,O,O,O,O,O,O,O
OTSZLJI,O,O,O,O,O,O,O
OTSZJIL,O,O,O,O,O,O,O
OTSZJLI,O,O,O,O,O,O,O
OTZILJS,O,O,X,X,O,O,X
OTZILSJ,O,O,X,X,X,O,O
OTZIJLS,X,O,X,X,O,O,X
OTZIJSL,X,O,O,O,O,O,O
OTZISLJ,O,O,X,X,O,O,O
OTZISJL,O,O,O,O,O,O,O
OTZLIJS,O,O,O,O,O,O,X
OTZLISJ,O,O,O,O,X,O,O
OTZLJIS,O,O,O,O,O,O,X
OTZLJSI,O,O,O,O,O,O,X
OTZLSIJ,O,O,O,O,X,O,O
OTZLSJI,O,O,O,O,O,O,O
OTZJILS,X,O,X,X,O,O,X
OTZJISL,X,O,O,O,O,O,O
OTZJLIS,O,O,O,O,O,O,X
OTZJLSI,O,O,O,O,O,O,X
OTZJSIL,O,O,O,O,O,O,O
OTZJSLI,O,O,O,O,O,O,O
OTZSILJ,O,O,X,X,O,O,O
OTZSIJL,O,O,O,O,O,O,O
OTZSLIJ,O,O,O,O,O,O,O
OTZSLJI,O,O,O,O,O,O,O
OTZSJIL,O,O,O,O,O,O,O
OTZSJLI,O,O,O,O,O,O,O
OITLJSZ,O,O,X,X,O,O,X
OITLJZS,O,O,X,X,O,O,X
OITLSJZ,O,O,X,X,X,O,O
OITLSZJ,O,O,X,X,X,O,O
OITLZJS,O,O,X,X,O,O,X
OITLZSJ,O,O,X,X,X,O,O
OITJLSZ,X,O,X,X,O,O,X
OITJLZS,X,O,X,X,O,O,X
OITJSLZ,X,O,X,X,O,O,O
OITJSZL,X,O,X,X,O,O,O
OITJZLS,X,O,X,X,O,O,X
OITJZSL,X,O,X,X,O,O,O
OITSLJZ,O,O,X,X,X,O,O
OITSLZJ,O,O,X,X,X,O,O
OITSJLZ,O,O,X,X,O,O,O
OITSJZL,O,O,X,X,O,O,O
OITSZLJ,O,O,X,X,X,O,O
OITSZJL,O,O,X,X,O,O,O
OITZLJS,O,O,X,X,O,O,X
OITZLSJ,O,O,X,X,X,O,O
OITZJLS,X,O,X,X,O,O,X
OITZJSL,X,O,X,X,O,O,O
OITZSLJ,O,O,X,X,X,O,O
OITZSJL,O,O,X,X,O,O,O
OILTJSZ,O,O,X,O,O,O,X
OILTJZS,O,O,X,O,O,O,X
OILTSJZ,O,O,X,O,X,O,O
OILTSZJ,O,O,X,O,X,O,O
OILTZJS,O,O,X,O,O,O,X
OILTZSJ,O,O,X,O,X,O,O
OILJTSZ,O,O,X,O,O,O,X
OILJTZS,O,O,X,O,O,O,X
OILJSTZ,O,X,X,X,O,O,X
OILJSZT,O,X,X,X,O,O,X
OILJZTS,X,O,X,O,X,O,X
OILJZST,X,X,X,O,X,X,X
OILSTJZ,O,X,X,X,X,O,O
OILSTZJ,O,X,X,X,X,O,O
OILSJTZ,O,X,X,X,X,O,O
OILSJZT,O,X,X,X,X,O,X
OILSZTJ,O,X,X,X,X,O,O
OILSZJT,O,X,X,X,X,O,X
OILZTJS,O,O,X,O,X,X,X
OILZTSJ,O,O,X,O,X,X,X
OILZJTS,X,O,X,O,X,X,X
OILZJST,X,X,X,O,X,X,X
OILZSTJ,O,X,X,O,X,X,X
OILZSJT,O,X,X,O,X,X,X
OIJTLSZ,X,O,X,X,O,O,X
OIJTLZS,X,O,X,X,O,O,X
OIJTSLZ,X,O,X,X,O,O,O
OIJTSZL,X,O,X,X,O,O,O
OIJTZLS,X,O,X,X,O,O,X
OIJTZSL,X,O,X,X,O,O,O
OIJLTSZ,X,O,X,O,O,O,X
OIJLTZS,X,O,X,O,O,O,X
OIJLSTZ,X,X,X,X,O,O,X
OIJLSZT,X,X,X,X,O,O,X
OIJLZTS,X,O,X,O,X,O,X
OIJLZST,X,X,X,O,X,X,X
OIJSTLZ,X,O,X,X,O,O,O
OIJSTZL,X,O,X,X,O,O,O
OIJSLTZ,X,X,X,X,O,O,O
OIJSLZT,X,X,X,X,O,O,X
OIJSZTL,X,O,X,X,O,O,X
OIJSZLT,X,X,X,X,O,O,X
OIJZTLS,X,O,X,X,O,O,X
OIJZTSL,X,O,X,X,O,O,X
OIJZLTS,X,O,X,O,X,O,X
OIJZLST,X,X,X,O,X,X,X
OIJZSTL,X,O,X,X,O,X,X
OIJZSLT,X,X,X,X,O,X,X
OISTLJZ,O,O,X,X,X,O,O
OISTLZJ,O,O,X,X,X,O,O
OISTJLZ,O,O,X,X,O,O,O
OISTJZL,O,O,X,X,O,O,O
OISTZLJ,O,O,X,X,X,O,O
OISTZJL,O,O,X,X,O,O,O
OISLTJZ,O,X,X,X,X,O,O
OISLTZJ,O,X,X,X,X,O,O
OISLJTZ,O,X,X,X,X,O,O
OISLJZT,O,X,X,X,X,O,X
OISLZTJ,O,X,X,X,X,O,O
OISLZJT,O,X,X,X,X,O,X
OISJTLZ,O,O,X,X,O,O,O
OISJTZL,O,O,X,X,O,O,O
OISJLTZ,O,X,X,X,O,O,O
OISJLZT,O,X,X,X,O,O,X
OISJZTL,X,O,X,X,O,O,X
OISJZLT,X,X,X,X,O,O,X
OISZTLJ,X,O,X,X,X,O,O
OISZTJL,X,O,X,X,X,O,O
OISZLTJ,X,X,X,X,X,O,O
OISZLJT,X,X,X,X,X,O,X
OISZJTL,X,O,X,X,X,O,X
OISZJLT,X,X,X,X,X,O,X
OIZTLJS,X,O,X,X,O,X,X
OIZTLSJ,X,O,X,X,X,X,O
OIZTJLS,X,O,X,X,O,X,X
OIZTJSL,X,O,X,X,O,X,O
OIZTSLJ,X,O,X,X,X,X,O
OIZTSJL,X,O,X,X,O,X,O
OIZLTJS,X,O,X,O,X,X,X
OIZLTSJ,X,O,X,O,X,X,X
OIZLJTS,X,O,X,O,X,X,X
OIZLJST,X,X,X,O,X,X,X
OIZLSTJ,X,X,X,O,X,X,X
OIZLSJT,X,X,X,O,X,X,X
OIZJTLS,X,O,X,X,O,X,X
OIZJTSL,X,O,X,X,O,X,X
OIZJLTS,X,O,X,O,X,X,X
OIZJLST,X,X,X,O,X,X,X
OIZJSTL,X,O,X,X,O,X,X
OIZJSLT,X,X,X,X,O,X,X
OIZSTLJ,X,O,X,X,X,X,O
OIZSTJL,X,O,X,X,X,X,O
OIZSLTJ,X,X,X,X,X,X,O
OIZSLJT,X,X,X,X,X,X,X
OIZSJTL,X,O,X,X,X,X,X
OIZSJLT,X,X,X,X,X,X,X
OLTIJSZ,O,O,X,O,O,O,X
OLTIJZS,O,O,X,O,O,O,X
OLTISJZ,O,O,X,O,X,O,O
OLTISZJ,O,O,X,O,X,O,O
OLTIZJS,O,O,X,O,O,O,X
OLTIZSJ,O,O,X,O,X,O,O
OLTJISZ,O,O,X,O,O,O,X
OLTJIZS,O,O,X,O,O,O,X
OLTJSIZ,O,O,X,O,O,O,X
OLTJSZI,O,O,O,O,O,O,X
OLTJZIS,O,O,O,O,O,O,X
OLTJZSI,O,O,O,O,O,O,X
OLTSIJZ,O,O,X,O,X,O,O
OLTSIZJ,O,O,X,O,X,O,O
OLTSJIZ,O,O,X,O,O,O,O
OLTSJZI,O,O,O,O,O,O,O
OLTSZIJ,O,O,O,O,X,O,O
OLTSZJI,O,O,O,O,O,O,O
OLTZIJS,O,O,O,O,O,O,X
OLTZISJ,O,O,O,O,X,O,O
OLTZJIS,O,O,O,O,O,O,X
OLTZJSI,O,O,O,O,O,O,X
OLTZSIJ,O,O,O,O,X,O,O
OLTZSJI,O,O,O,O,O,O,O
OLITJSZ,O,O,X,O,O,O,X
OLITJZS,O,O,X,O,O,O,X
OLITSJZ,O,O,X,O,X,O,O
OLITSZJ,O,O,X,O,X,O,O
OLITZJS,O,O,X,O,O,O,X
OLITZSJ,O,O,X,O,X,O,O
OLIJTSZ,O,O,X,O,O,O,X
OLIJTZS,O,O,X,O,O,O,X
OLIJSTZ,O,X,X,X,O,O,X
OLIJSZT,O,X,X,X,O,O,X
OLIJZTS,X,O,X,O,X,O,X
OLIJZST,X,X,X,O,X,X,X
OLISTJZ,O,X,X,X,X,O,O
OLISTZJ,O,X,X,X,X,O,O
OLISJTZ,O,X,X,X,X,O,O
OLISJZT,O,X,X,X,X,O,X
OLISZTJ,O,X,X,X,X,O,O
OLISZJT,O,X,X,X,X,O,X
OLIZTJS,O,O,X,O,X,X,X
OLIZTSJ,O,O,X,O,X,X,X
OLIZJTS,X,O,X,O,X,X,X
OLIZJST,X,X,X,O,X,X,X
OLIZSTJ,O,X,X,O,X,X,X
OLIZSJT,O,X,X,O,X,X,X
OLJTISZ,O,O,X,O,O,O,X
OLJTIZS,O,O,X,O,O,O,X
OLJTSIZ,O,O,X,O,O,O,X
OLJTSZI,O,O,O,O,O,O,X
OLJTZIS,O,O,O,O,O,O,X
OLJTZSI,O,O,O,O,O,O,X
OLJITSZ,O,O,X,O,O,O,X
OLJITZS,O,O,X,O,O,O,X
OLJISTZ,O,X,X,X,O,O,X
OLJISZT,O,X,X,X,O,O,X
OLJIZTS,X,O,X,O,X,O,X
OLJIZST,X,X,X,O,X,X,X
OLJSTIZ,O,O,X,O,O,O,X
OLJSTZI,O,O,O,O,O,O,X
OLJSITZ,O,X,X,X,O,O,X
OLJSIZT,O,X,X,X,O,O,X
OLJSZTI,O,O,O,O,O,O,X
OLJSZIT,O,X,X,O,O,O,X
OLJZTIS,X,O,O,O,X,O,X
OLJZTSI,X,O,O,O,X,O,X
OLJZITS,X,O,O,O,X,O,X
OLJZIST,X,X,X,O,X,X,X
OLJZSTI,X,O,O,O,X,O,X
OLJZSIT,X,X,X,O,X,O,X
OLSTIJZ,O,O,X,O,X,O,O
OLSTIZJ,O,O,X,O,X,O,O
OLSTJIZ,O,O,X,O,O,O,O
OLSTJZI,O,O,O,O,O,O,O
OLSTZIJ,O,O,O,O,X,O,O
OLSTZJI,O,O,O,O,O,O,O
OLSITJZ,O,X,X,X,X,O,O
OLSITZJ,O,X,X,X,X,O,O
OLSIJTZ,O,X,X,X,X,O,O
OLSIJZT,O,X,X,X,X,O,X
OLSIZTJ,O,X,X,X,X,O,O
OLSIZJT,O,X,X,X,X,O,X
OLSJTIZ,O,O,X,O,O,O,O
OLSJTZI,O,O,O,O,O,O,O
OLSJITZ,O,X,X,X,O,O,O
OLSJIZT,O,X,X,X,O,O,X
OLSJZTI,O,O,O,O,O,O,X
OLSJZIT,O,X,X,O,O,O,X
OLSZTIJ,O,O,O,O,X,O,O
OLSZTJI,O,O,O,O,X,O,O
OLSZITJ,O,X,X,O,X,O,O
OLSZIJT,O,X,X,O,X,O,X
OLSZJTI,O,O,O,O,X,O,X
OLSZJIT,O,X,X,O,X,O,X
OLZTIJS,O,O,O,O,X,O,X
OLZTISJ,O,O,O,O,X,O,X
OLZTJIS,O,O,O,O,X,O,X
OLZTJSI,O,O,O,O,X,O,X
OLZTSIJ,O,O,O,O,X,O,X
OLZTSJI,O,O,O,O,X,O,X
OLZITJS,O,O,O,O,X,X,X
OLZITSJ,O,O,O,O,X,X,X
OLZIJTS,X,O,O,O,X,X,X
OLZIJST,X,X,X,O,X,X,X
OLZISTJ,O,X,X,O,X,X,X
OLZISJT,O,X,X,O,X,X,X
OLZJTIS,X,O,O,O,X,O,X
OLZJTSI,X,O,O,O,X,O,X
OLZJITS,X,O,O,O,X,O,X
OLZJIST,X,X,X,O,X,X,X
OLZJSTI,X,O,O,O,X,O,X
OLZJSIT,X,X,X,O,X,O,X
OLZSTIJ,O,O,O,O,X,O,X
OLZSTJI,O,O,O,O,X,O,X
OLZSITJ,O,X,X,O,X,O,X
OLZSIJT,O,X,X,O,X,O,X
OLZSJTI,O,O,O,O,X,O,X
OLZSJIT,O,X,X,O,X,O,X
OJTILSZ,X,O,X,X,O,O,X
OJTILZS,X,O,X,X,O,O,X
OJTISLZ,X,O,X,X,O,O,O
OJTISZL,X,O,X,X,O,O,O
OJTIZLS,X,O,X,X,O,O,X
OJTIZSL,X,O,X,X,O,O,O
OJTLISZ,O,O,X,O,O,O,X
OJTLIZS,O,O,X,O,O,O,X
OJTLSIZ,O,O,X,O,O,O,X
OJTLSZI,O,O,O,O,O,O,X
OJTLZIS,O,O,O,O,O,O,X
OJTLZSI,O,O,O,O,O,O,X
OJTSILZ,O,O,X,X,O,O,O
OJTSIZL,O,O,X,X,O,O,O
OJTSLIZ,O,O,X,O,O,O,O
OJTSLZI,O,O,O,O,O,O,O
OJTSZIL,O,O,O,O,O,O,O
OJTSZLI,O,O,O,O,O,O,O
OJTZILS,X,O,X,X,O,O,X
OJTZISL,X,O,O,O,O,O,O
OJTZLIS,O,O,O,O,O,O,X
OJTZLSI,O,O,O,O,O,O,X
OJTZSIL,O,O,O,O,O,O,O
OJTZSLI,O,O,O,O,O,O,O
OJITLSZ,X,O,X,X,O,O,X
OJITLZS,X,O,X,X,O,O,X
OJITSLZ,X,O,X,X,O,O,O
OJITSZL,X,O,X,X,O,O,O
OJITZLS,X,O,X,X,O,O,X
OJITZSL,X,O,X,X,O,O,O
OJILTSZ,X,O,X,O,O,O,X
OJILTZS,X,O,X,O,O,O,X
OJILSTZ,X,X,X,X,O,O,X
OJILSZT,X,X,X,X,O,O,X
OJILZTS,X,O,X,O,X,O,X
OJILZST,X,X,X,O,X,X,X
OJISTLZ,X,O,X,X,O,O,O
OJISTZL,X,O,X,X,O,O,O
OJISLTZ,X,X,X,X,O,O,O
OJISLZT,X,X,X,X,O,O,X
OJISZTL,X,O,X,X,O,O,X
OJISZLT,X,X,X,X,O,O,X
OJIZTLS,X,O,X,X,O,O,X
OJIZTSL,X,O,X,X,O,O,X
OJIZLTS,X,O,X,O,X,O,X
OJIZLST,X,X,X,O,X,X,X
OJIZSTL,X,O,X,X,O,X,X
OJIZSLT,X,X,X,X,O,X,X
OJLTISZ,O,O,X,O,O,O,X
OJLTIZS,O,O,X,O,O,O,X
OJLTSIZ,O,O,X,O,O,O,X
OJLTSZI,O,O,O,O,O,O,X
OJLTZIS,O,O,O,O,O,O,X
OJLTZSI,O,O,O,O,O,O,X
OJLITSZ,O,O,X,O,O,O,X
OJLITZS,O,O,X,O,O,O,X
OJLISTZ,O,X,X,X,O,O,X
OJLISZT,O,X,X,X,O,O,X
OJLIZTS,X,O,X,O,X,O,X
OJLIZST,X,X,X,O,X,X,X
OJLSTIZ,O,O,X,O,O,O,X
OJLSTZI,O,O,O,O,O,O,X
OJLSITZ,O,X,X,X,O,O,X
OJLSIZT,O,X,X,X,O,O,X
OJLSZTI,O,O,O,O,O,O,X
OJLSZIT,O,X,X,O,O,O,X
OJLZTIS,X,O,O,O,X,O,X
OJLZTSI,X,O,O,O,X,O,X
OJLZITS,X,O,O,O,X,O,X
OJLZIST,X,X,X,O,X,X,X
OJLZSTI,X,O,O,O,X,O,X
OJLZSIT,X,X,X,O,X,O,X
OJSTILZ,O,O,X,X,O,O,O
OJSTIZL,O,O,X,X,O,O,O
OJSTLIZ,O,O,X,O,O,O,O
OJSTLZI,O,O,O,O,O,O,O
OJSTZIL,O,O,O,O,O,O,O
OJSTZLI,O,O,O,O,O,O,O
OJSITLZ,O,O,X,X,O,O,O
OJSITZL,O,O,X,X,O,O,O
OJSILTZ,O,X,X,X,O,O,O
OJSILZT,O,X,X,X,O,O,X
OJSIZTL,X,O,X,X,O,O,X
OJSIZLT,X,X,X,X,O,O,X
OJSLTIZ,O,O,X,O,O,O,O
OJSLTZI,O,O,O,O,O,O,O
OJSLITZ,O,X,X,X,O,O,O
OJSLIZT,O,X,X,X,O,O,X
OJSLZTI,O,O,O,O,O,O,X
OJSLZIT,O,X,X,O,O,O,X
OJSZTIL,O,O,O,O,O,O,X
OJSZTLI,O,O,O,O,O,O,X
OJSZITL,X,O,X,X,O,O,X
OJSZILT,X,X,X,X,O,O,X
OJSZLTI,O,O,O,O,O,O,X
OJSZLIT,O,X,X,O,O,O,X
OJZTILS,X,O,X,X,O,O,X
OJZTISL,X,O,O,O,O,O,X
OJZTLIS,X,O,O,O,O,O,X
OJZTLSI,X,O,O,O,O,O,X
OJZTSIL,X,O,O,O,O,O,X
OJZTSLI,X,O,O,O,O,O,X
OJZITLS,X,O,X,X,O,O,X
OJZITSL,X,O,O,O,O,O,X
OJZILTS,X,O,O,O,X,O,X
OJZILST,X,X,X,O,X,X,X
OJZISTL,X,O,X,X,O,X,X
OJZISLT,X,X,X,X,O,X,X
OJZLTIS,X,O,O,O,X,O,X
OJZLTSI,X,O,O,O,X,O,X
OJZLITS,X,O,O,O,X,O,X
OJZLIST,X,X,X,O,X,X,X
OJZLSTI,X,O,O,O,X,O,X
OJZLSIT,X,X,X,O,X,O,X
OJZSTIL,X,O,O,O,O,O,X
OJZSTLI,X,O,O,O,O,O,X
OJZSITL,X,O,X,X,O,O,X
OJZSILT,X,X,X,X,O,O,X
OJZSLTI,X,O,O,O,O,O,X
OJZSLIT,X,X,X,O,O,O,X
OSTILJZ,O,O,X,X,X,O,O
OSTILZJ,O,O,X,X,X,O,O
OSTIJLZ,O,O,X,X,O,O,O
OSTIJZL,O,O,X,X,O,O,O
OSTIZLJ,O,O,X,X,X,O,O
OSTIZJL,O,O,X,X,O,O,O
OSTLIJZ,O,O,X,O,X,O,O
OSTLIZJ,O,O,X,O,X,O,O
OSTLJIZ,O,O,X,O,O,O,O
OSTLJZI,O,O,O,O,O,O,O
OSTLZIJ,O,O,O,O,O,O,O
OSTLZJI,O,O,O,O,O,O,O
OSTJILZ,O,O,X,X,O,O,O
OSTJIZL,O,O,X,X,O,O,O
OSTJLIZ,O,O,X,O,O,O,O
OSTJLZI,O,O,O,O,O,O,O
OSTJZIL,O,O,O,O,O,O,O
OSTJZLI,O,O,O,O,O,O,O
OSTZILJ,O,O,X,X,O,O,O
OSTZIJL,O,O,O,O,O,O,O
OSTZLIJ,O,O,O,O,O,O,O
OSTZLJI,O,O,O,O,O,O,O
OSTZJIL,O,O,O,O,O,O,O
OSTZJLI,O,O,O,O,O,O,O
OSITLJZ,O,O,X,X,X,O,O
OSITLZJ,O,O,X,X,X,O,O
OSITJLZ,O,O,X,X,O,O,O
OSITJZL,O,O,X,X,O,O,O
OSITZLJ,O,O,X,X,X,O,O
OSITZJL,O,O,X,X,O,O,O
OSILTJZ,O,X,X,X,X,O,O
OSILTZJ,O,X,X,X,X,O,O
OSILJTZ,O,X,X,X,X,O,O
OSILJZT,O,X,X,X,X,O,X
OSILZTJ,O,X,X,X,X,O,O
OSILZJT,O,X,X,X,X,O,X
OSIJTLZ,O,O,X,X,O,O,O
OSIJTZL,O,O,X,X,O,O,O
OSIJLTZ,O,X,X,X,O,O,O
OSIJLZT,O,X,X,X,O,O,X
OSIJZTL,X,O,X,X,O,O,X
OSIJZLT,X,X,X,X,O,O,X
OSIZTLJ,X,O,X,X,X,O,O
OSIZTJL,X,O,X,X,X,O,O
OSIZLTJ,X,X,X,X,X,O,O
OSIZLJT,X,X,X,X,X,O,X
OSIZJTL,X,O,X,X,X,O,X
OSIZJLT,X,X,X,X,X,O,X
OSLTIJZ,O,O,X,O,X,O,O
OSLTIZJ,O,O,X,O,X,O,O
OSLTJIZ,O,O,X,O,O,O,O
OSLTJZI,O,O,O,O,O,O,O
OSLTZIJ,O,O,O,O,O,O,O
OSLTZJI,O,O,O,O,O,O,O
OSLITJZ,O,X,X,X,X,O,O
OSLITZJ,O,X,X,X,X,O,O
OSLIJTZ,O,X,X,X,X,O,O
OSLIJZT,O,X,X,X,X,O,X
OSLIZTJ,O,X,X,X,X,O,O
OSLIZJT,O,X,X,X,X,O,X
OSLJTIZ,O,O,X,O,O,O,O
OSLJTZI,O,O,O,O,O,O,O
OSLJITZ,O,X,X,X,O,O,O
OSLJIZT,O,X,X,X,O,O,X
OSLJZTI,O,O,O,O,O,O,X
OSLJZIT,O,X,X,O,O,O,X
OSLZTIJ,O,O,O,O,X,O,O
OSLZTJI,O,O,O,O,X,O,O
OSLZITJ,O,X,X,O,X,O,O
OSLZIJT,O,X,X,O,X,O,X
OSLZJTI,O,O,O,O,X,O,X
OSLZJIT,O,X,X,O,X,O,X
OSJTILZ,O,O,X,X,O,O,O
OSJTIZL,O,O,X,X,O,O,O
OSJTLIZ,O,O,X,O,O,O,O
OSJTLZI,O,O,O,O,O,O,O
OSJTZIL,O,O,O,O,O,O,O
OSJTZLI,O,O,O,O,O,O,O
OSJITLZ,O,O,X,X,O,O,O
OSJITZL,O,O,X,X,O,O,O
OSJILTZ,O,X,X,X,O,O,O
OSJILZT,O,X,X,X,O,O,X
OSJIZTL,X,O,X,X,O,O,X
OSJIZLT,X,X,X,X,O,O,X
OSJLTIZ,O,O,X,O,O,O,O
OSJLTZI,O,O,O,O,O,O,O
OSJLITZ,O,X,X,X,O,O,O
OSJLIZT,O,X,X,X,O,O,X
OSJLZTI,O,O,O,O,O,O,X
OSJLZIT,O,X,X,O,O,O,X
OSJZTIL,O,O,O,O,O,O,X
OSJZTLI,O,O,O,O,O,O,X
OSJZITL,X,O,X,X,O,O,X
OSJZILT,X,X,X,X,O,O,X
OSJZLTI,O,O,O,O,O,O,X
OSJZLIT,O,X,X,O,O,O,X
OSZTILJ,O,O,X,X,X,O,O
OSZTIJL,O,O,O,O,O,O,O
OSZTLIJ,O,O,O,O,X,O,O
OSZTLJI,O,O,O,O,O,O,O
OSZTJIL,O,O,O,O,O,O,O
OSZTJLI,O,O,O,O,O,O,O
OSZITLJ,X,O,X,X,X,O,O
OSZITJL,X,O,X,X,X,O,O
OSZILTJ,X,X,X,X,X,O,O
OSZILJT,X,X,X,X,X,O,X
OSZIJTL,X,O,X,X,X,O,X
OSZIJLT,X,X,X,X,X,O,X
OSZLTIJ,O,O,O,O,X,O,O
OSZLTJI,O,O,O,O,X,O,O
OSZLITJ,O,X,X,O,X,O,O
OSZLIJT,O,X,X,O,X,O,X
OSZLJTI,O,O,O,O,X,O,X
OSZLJIT,O,X,X,O,X,O,X
OSZJTIL,O,O,O,O,O,O,X
OSZJTLI,O,O,O,O,O,O,X
OSZJITL,X,O,X,X,O,O,X
OSZJILT,X,X,X,X,O,O,X
OSZJLTI,O,O,O,O,O,O,X
OSZJLIT,O,X,X,O,O,O,X
OZTILJS,O,O,X,X,O,O,X
OZTILSJ,O,O,X,X,X,O,O
OZTIJLS,X,O,X,X,O,O,X
OZTIJSL,X,O,O,O,O,O,O
OZTISLJ,O,O,X,X,X,O,O
OZTISJL,O,O,O,O,O,O,O
OZTLIJS,O,O,O,O,O,O,X
OZTLISJ,O,O,O,O,X,O,O
OZTLJIS,O,O,O,O,O,O,X
OZTLJSI,O,O,O,O,O,O,X
OZTLSIJ,O,O,O,O,X,O,O
OZTLSJI,O,O,O,O,O,O,O
OZTJILS,X,O,X,X,O,O,X
OZTJISL,X,O,O,O,O,O,O
OZTJLIS,O,O,O,O,O,O,X
OZTJLSI,O,O,O,O,O,O,X
OZTJSIL,O,O,O,O,O,O,O
OZTJSLI,O,O,O,O,O,O,O
OZTSILJ,O,O,X,X,X,O,O
OZTSIJL,O,O,O,O,O,O,O
OZTSLIJ,O,O,O,O,X,O,O
OZTSLJI,O,O,O,O,O,O,O
