sequence,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFukB8mBziBi?lBFmBXsB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFukBXiB8nBi?lBFmBzrB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JecFJvhFxhBynBOpBT?mBlkBXsB,v115@GhA8IeA8CeA8DeB8AeD8BeC8JeZEJvhFCgBThB8nBX?lBlrBOsB
SZLOITJ,O,O,O,O
SZLOIJT,O,O,O,X
SZLOJTI,O,O,O,X
SZLOJIT,O,O,O,X
SZJTILO,O,O,X,O
SZJTIOL,O,X,X,O
SZJTLIO,O,O,X,O
SZJTLOI,O,X,O,O
SZJTOIL,O,X,O,O
SZJTOLI,O,X,O,O
SZJITLO,O,O,X,O
SZJITOL,O,X,X,O
SZJILTO,O,O,X,O
SZJILOT,O,O,O,X
SZJIOTL,O,O,O,X
SZJIOLT,O,O,O,X
SZJLTIO,O,O,X,O
SZJLTOI,O,X,O,O
SZJLITO,O,O,X,O
SZJLIOT,O,O,O,X
SZJLOTI,O,O,O,X
SZJLOIT,O,O,O,X
SZJOTIL,O,O,O,X
SZJOTLI,O,O,O,X
SZJOITL,O,O,O,X
SZJOILT,O,O,O,X
SZJOLTI,O,O,O,X
SZJOLIT,O,O,O,X
SZOTILJ,O,O,O,O
SZOTIJL,O,O,O,O
SZOTLIJ,O,O,O,O
SZOTLJI,O,O,O,O
SZOTJIL,O,O,O,O
SZOTJLI,O,O,O,O
SZOITLJ,O,O,O,O
SZOITJL,O,O,O,O
SZOILTJ,O,O,O,O
SZOILJT,O,O,O,X
SZOIJTL,O,O,O,X
SZOIJLT,O,O,O,X
SZOLTIJ,O,O,O,O
SZOLTJI,O,O,O,O
SZOLITJ,O,O,O,O
SZOLIJT,O,O,O,X
SZOLJTI,O,O,O,X
SZOLJIT,O,O,O,X
SZOJTIL,O,O,O,X
SZOJTLI,O,O,O,X
SZOJITL,O,O,O,X
SZOJILT,O,O,O,X
SZOJLTI,O,O,O,X
SZOJLIT,O,O,O,X
SOTILJZ,O,X,O,O
SOTILZJ,O,X,O,O
SOTIJLZ,O,X,O,O
SOTIJZL,O,X,O,O
SOTIZLJ,O,X,O,O
SOTIZJL,O,X,O,O
SOTLIJZ,O,X,O,O
SOTLIZJ,O,X,O,O
SOTLJIZ,O,X,O,O
SOTLJZI,O,X,O,O
SOTLZIJ,O,X,O,O
SOTLZJI,O,X,O,O
SOTJILZ,O,X,O,O
SOTJIZL,O,X,O,O
SOTJLIZ,O,X,O,O
SOTJLZI,O,X,O,O
SOTJZIL,O,X,O,O
SOTJZLI,O,X,O,O
SOTZILJ,O,X,O,O
SOTZIJL,O,X,O,O
SOTZLIJ,O,X,O,O
SOTZLJI,O,X,O,O
SOTZJIL,O,X,O,O
SOTZJLI,O,X,O,O
SOITLJZ,O,X,O,O
SOITLZJ,O,X,O,O
SOITJLZ,O,X,O,O
SOITJZL,O,X,O,O
SOITZLJ,O,X,O,O
SOITZJL,O,X,O,O
SOILTJZ,O,X,O,O
SOILTZJ,O,X,O,O
SOILJTZ,O,X,O,X
SOILJZT,O,O,O,X
SOILZTJ,O,O,O,O
SOILZJT,O,O,O,X
SOIJTLZ,O,X,O,X
SOIJTZL,O,X,O,X
SOIJLTZ,O,X,O,X
SOIJLZT,O,O,O,X
SOIJZTL,O,O,O,X
SOIJZLT,O,O,O,X
SOIZTLJ,O,O,O,O
SOIZTJL,O,O,O,O
SOIZLTJ,O,O,O,O
SOIZLJT,O,O,O,X
SOIZJTL,O,O,O,X
SOIZJLT,O,O,O,X
SOLTIJZ,O,X,O,O
SOLTIZJ,O,X,O,O
SOLTJIZ,O,X,O,O
SOLTJZI,O,X,O,O
SOLTZIJ,O,X,O,O
SOLTZJI,O,X,O,O
SOLITJZ,O,X,O,O
SOLITZJ,O,X,O,O
SOLIJTZ,O,X,O,X
SOLIJZT,O,O,O,X
SOLIZTJ,O,O,O,O
SOLIZJT,O,O,O,X
SOLJTIZ,O,X,O,X
SOLJTZI,O,X,O,X
SOLJITZ,O,X,O,X
SOLJIZT,O,O,O,X
SOLJZTI,O,O,O,X
SOLJZIT,O,O,O,X
SOLZTIJ,O,O,O,O
SOLZTJI,O,O,O,O
SOLZITJ,O,O,O,O
SOLZIJT,O,O,O,X
SOLZJTI,O,O,O,X
SOLZJIT,O,O,O,X
SOJTILZ,O,X,O,X
SOJTIZL,O,X,O,X
SOJTLIZ,O,X,O,X
SOJTLZI,O,X,O,X
SOJTZIL,O,X,O,X
SOJTZLI,O,X,O,X
SOJITLZ,O,X,O,X
SOJITZL,O,X,O,X
SOJILTZ,O,X,O,X
SOJILZT,O,O,O,X
SOJIZTL,O,O,O,X
SOJIZLT,O,O,O,X
SOJLTIZ,O,X,O,X
SOJLTZI,O,X,O,X
SOJLITZ,O,X,O,X
SOJLIZT,O,O,O,X
SOJLZTI,O,O,O,X
SOJLZIT,O,O,O,X
SOJZTIL,O,O,O,X
SOJZTLI,O,O,O,X
SOJZITL,O,O,O,X
SOJZILT,O,O,O,X
SOJZLTI,O,O,O,X
SOJZLIT,O,O,O,X
SOZTILJ,O,O,O,O
SOZTIJL,O,O,O,O
SOZTLIJ,O,O,O,O
SOZTLJI,O,O,O,O
SOZTJIL,O,O,O,O
SOZTJLI,O,O,O,O
SOZITLJ,O,O,O,O
SOZITJL,O,O,O,O
SOZILTJ,O,O,O,O
SOZILJT,O,O,O,X
SOZIJTL,O,O,O,X
SOZIJLT,O,O,O,X
SOZLTIJ,O,O,O,O
SOZLTJI,O,O,O,O
SOZLITJ,O,O,O,O
SOZLIJT,O,O,O,X
SOZLJTI,O,O,O,X
SOZLJIT,O,O,O,X
SOZJTIL,O,O,O,X
SOZJTLI,O,O,O,X
SOZJITL,O,O,O,X
SOZJILT,O,O,O,X
SOZJLTI,O,O,O,X
SOZJLIT,O,O,O,X
ZTILJSO,X,O,X,X
ZTILJOS,X,O,X,X
ZTILSJO,X,O,X,O
ZTILSOJ,X,X,X,O
ZTILOJS,X,O,X,X
ZTILOSJ,X,O,X,O
ZTIJLSO,X,O,X,X
ZTIJLOS,X,O,X,X
ZTIJSLO,X,O,X,O
ZTIJSOL,X,X,X,O
ZTIJOLS,X,O,X,X
ZTIJOSL,X,O,X,O
ZTISLJO,X,O,X,O
ZTISLOJ,X,X,X,O
ZTISJLO,X,O,X,O
ZTISJOL,X,X,X,O
ZTISOLJ,X,X,X,O
ZTISOJL,X,X,X,O
ZTIOLJS,X,O,X,X
ZTIOLSJ,X,O,X,O
ZTIOJLS,X,O,X,X
ZTIOJSL,X,O,X,O
ZTIOSLJ,X,O,X,O
ZTIOSJL,X,O,X,O
ZTLIJSO,X,O,X,X
ZTLIJOS,X,O,X,X
ZTLISJO,X,O,X,O
ZTLISOJ,X,X,X,O
ZTLIOJS,X,O,X,X
ZTLIOSJ,X,O,X,O
ZTLJISO,X,O,X,X
ZTLJIOS,X,O,X,X
ZTLJSIO,X,O,X,X
ZTLJSOI,X,X,O,X
ZTLJOIS,X,O,O,X
ZTLJOSI,X,O,O,X
ZTLSIJO,X,O,X,O
ZTLSIOJ,X,X,X,O
ZTLSJIO,X,O,X,O
ZTLSJOI,X,X,O,O
ZTLSOIJ,X,X,O,O
ZTLSOJI,X,X,O,O
ZTLOIJS,X,O,O,X
ZTLOISJ,X,O,X,O
ZTLOJIS,X,O,O,X
ZTLOJSI,X,O,O,X
ZTLOSIJ,X,O,X,O
ZTLOSJI,X,O,X,O
ZTJILSO,X,O,X,X
ZTJILOS,X,O,X,X
ZTJISLO,X,O,X,O
ZTJISOL,X,X,X,O
ZTJIOLS,X,O,X,X
ZTJIOSL,X,O,X,O
ZTJLISO,X,O,X,X
ZTJLIOS,X,O,X,X
ZTJLSIO,X,O,X,X
ZTJLSOI,X,X,O,X
ZTJLOIS,X,O,O,X
ZTJLOSI,X,O,O,X
ZTJSILO,X,O,X,O
ZTJSIOL,X,X,X,O
ZTJSLIO,X,O,X,O
ZTJSLOI,X,X,O,O
ZTJSOIL,X,X,O,O
ZTJSOLI,X,X,O,O
ZTJOILS,X,O,O,X
ZTJOISL,X,O,X,O
ZTJOLIS,X,O,O,X
ZTJOLSI,X,O,O,X
ZTJOSIL,X,O,X,O
ZTJOSLI,X,O,X,O
ZTSILJO,X,O,X,O
ZTSILOJ,X,X,X,O
ZTSIJLO,X,O,X,O
ZTSIJOL,X,X,X,O
ZTSIOLJ,X,X,X,O
ZTSIOJL,X,X,X,O
ZTSLIJO,X,O,X,O
ZTSLIOJ,X,X,X,O
ZTSLJIO,X,O,X,O
ZTSLJOI,X,X,O,O
ZTSLOIJ,X,X,O,O
ZTSLOJI,X,X,O,O
ZTSJILO,X,O,X,O
ZTSJIOL,X,X,X,O
ZTSJLIO,X,O,X,O
ZTSJLOI,X,X,O,O
ZTSJOIL,X,X,O,O
ZTSJOLI,X,X,O,O
ZTSOILJ,X,X,O,O
ZTSOIJL,X,X,O,O
ZTSOLIJ,X,X,O,O
ZTSOLJI,X,X,O,O
ZTSOJIL,X,X,O,O
ZTSOJLI,X,X,O,O
ZTOILJS,X,O,O,X
ZTOILSJ,X,O,X,O
ZTOIJLS,X,O,O,X
ZTOIJSL,X,O,X,O
ZTOISLJ,X,O,X,O
ZTOISJL,X,O,X,O
ZTOLIJS,X,O,O,X
ZTOLISJ,X,O,X,O
ZTOLJIS,X,O,O,X
ZTOLJSI,X,O,O,X
ZTOLSIJ,X,O,X,O
ZTOLSJI,X,O,X,O
ZTOJILS,X,O,O,X
ZTOJISL,X,O,X,O
ZTOJLIS,X,O,O,X
ZTOJLSI,X,O,O,X
ZTOJSIL,X,O,X,O
ZTOJSLI,X,O,X,O
ZTOSILJ,X,O,X,O
ZTOSIJL,X,O,X,O
ZTOSLIJ,X,O,X,O
ZTOSLJI,X,O,X,O
ZTOSJIL,X,O,X,O
ZTOSJLI,X,O,X,O
ZITLJSO,X,O,X,X
ZITLJOS,X,O,X,X
ZITLSJO,X,O,X,O
ZITLSOJ,X,X,X,O
ZITLOJS,X,O,X,X
ZITLOSJ,X,O,X,O
ZITJLSO,X,O,X,X
ZITJLOS,X,O,X,X
ZITJSLO,X,O,X,O
ZITJSOL,X,X,X,O
ZITJOLS,X,O,X,X
ZITJOSL,X,O,X,O
ZITSLJO,X,O,X,O
ZITSLOJ,X,X,X,O
ZITSJLO,X,O,X,O
ZITSJOL,X,X,X,O
ZITSOLJ,X,X,X,O
ZITSOJL,X,X,X,O
ZITOLJS,X,O,X,X
ZITOLSJ,X,O,X,O
ZITOJLS,X,O,X,X
ZITOJSL,X,O,X,O
ZITOSLJ,X,O,X,O
ZITOSJL,X,O,X,O
ZILTJSO,X,O,X,X
ZILTJOS,X,O,X,X
ZILTSJO,X,O,X,O
ZILTSOJ,X,X,X,O
ZILTOJS,X,O,X,X
ZILTOSJ,X,O,X,O
ZILJTSO,X,O,X,X
ZILJTOS,X,O,X,X
ZILJSTO,O,O,X,X
ZILJSOT,O,O,O,X
ZILJOTS,X,O,O,X
ZILJOST,O,O,O,X
ZILSTJO,O,O,X,O
ZILSTOJ,O,X,X,O
ZILSJTO,O,O,X,O
ZILSJOT,O,O,O,X
ZILSOTJ,O,O,O,O
ZILSOJT,O,O,O,X
ZILOTJS,X,O,O,X
ZILOTSJ,X,O,X,X
ZILOJTS,X,O,O,X
ZILOJST,O,O,O,X
ZILOSTJ,O,O,X,X
ZILOSJT,O,O,O,X
ZIJTLSO,X,O,X,X
ZIJTLOS,X,O,X,X
ZIJTSLO,X,O,X,O
ZIJTSOL,X,X,X,O
ZIJTOLS,X,O,X,X
ZIJTOSL,X,O,X,O
ZIJLTSO,X,O,X,X
ZIJLTOS,X,O,X,X
ZIJLSTO,O,O,X,X
ZIJLSOT,O,O,O,X
ZIJLOTS,X,O,O,X
ZIJLOST,O,O,O,X
ZIJSTLO,O,O,X,O
ZIJSTOL,O,X,X,O
ZIJSLTO,O,O,X,O
ZIJSLOT,O,O,O,X
ZIJSOTL,O,O,O,X
ZIJSOLT,O,O,O,X
ZIJOTLS,X,O,O,X
ZIJOTSL,X,O,X,X
ZIJOLTS,X,O,O,X
ZIJOLST,O,O,O,X
ZIJOSTL,O,O,X,X
ZIJOSLT,O,O,O,X
ZISTLJO,O,O,X,O
ZISTLOJ,O,X,X,O
ZISTJLO,O,O,X,O
ZISTJOL,O,X,X,O
ZISTOLJ,O,X,X,O
ZISTOJL,O,X,X,O
ZISLTJO,O,O,X,O
ZISLTOJ,O,X,X,O
ZISLJTO,O,O,X,O
ZISLJOT,O,O,O,X
ZISLOTJ,O,O,O,O
ZISLOJT,O,O,O,X
ZISJTLO,O,O,X,O
ZISJTOL,O,X,X,O
ZISJLTO,O,O,X,O
ZISJLOT,O,O,O,X
ZISJOTL,O,O,O,X
ZISJOLT,O,O,O,X
ZISOTLJ,O,O,O,O
ZISOTJL,O,O,O,O
ZISOLTJ,O,O,O,O
ZISOLJT,O,O,O,X
ZISOJTL,O,O,O,X
ZISOJLT,O,O,O,X
ZIOTLJS,X,O,O,X
ZIOTLSJ,X,O,X,O
ZIOTJLS,X,O,O,X
ZIOTJSL,X,O,X,O
ZIOTSLJ,X,O,X,O
ZIOTSJL,X,O,X,O
ZIOLTJS,X,O,O,X
ZIOLTSJ,X,O,X,X
ZIOLJTS,X,O,O,X
ZIOLJST,O,O,O,X
ZIOLSTJ,O,O,X,X
ZIOLSJT,O,O,O,X
ZIOJTLS,X,O,O,X
ZIOJTSL,X,O,X,X
ZIOJLTS,X,O,O,X
ZIOJLST,O,O,O,X
ZIOJSTL,O,O,X,X
ZIOJSLT,O,O,O,X
ZIOSTLJ,O,O,X,O
ZIOSTJL,O,O,X,O
ZIOSLTJ,O,O,X,O
ZIOSLJT,O,O,O,X
ZIOSJTL,O,O,X,X
ZIOSJLT,O,O,O,X
ZLTIJSO,X,O,X,X
ZLTIJOS,X,O,X,X
ZLTISJO,X,O,X,O
ZLTISOJ,X,X,X,O
ZLTIOJS,X,O,X,X
ZLTIOSJ,X,O,X,O
ZLTJISO,X,O,X,X
ZLTJIOS,X,O,X,X
ZLTJSIO,X,O,X,X
ZLTJSOI,X,X,O,X
ZLTJOIS,X,O,O,X
ZLTJOSI,X,O,O,X
ZLTSIJO,X,O,X,O
ZLTSIOJ,X,X,X,O
ZLTSJIO,X,O,X,O
ZLTSJOI,X,X,O,O
ZLTSOIJ,X,X,O,O
ZLTSOJI,X,X,O,O
ZLTOIJS,X,O,O,X
ZLTOISJ,X,O,X,O
ZLTOJIS,X,O,O,X
ZLTOJSI,X,O,O,X
ZLTOSIJ,X,O,X,O
ZLTOSJI,X,O,X,O
ZLITJSO,X,O,X,X
ZLITJOS,X,O,X,X
ZLITSJO,X,O,X,O
ZLITSOJ,X,X,X,O
ZLITOJS,X,O,X,X
ZLITOSJ,X,O,X,O
ZLIJTSO,X,O,X,X
ZLIJTOS,X,O,X,X
ZLIJSTO,O,O,X,X
ZLIJSOT,O,O,O,X
ZLIJOTS,X,O,O,X
ZLIJOST,O,O,O,X
ZLISTJO,O,O,X,O
ZLISTOJ,O,X,X,O
ZLISJTO,O,O,X,O
ZLISJOT,O,O,O,X
ZLISOTJ,O,O,O,O
ZLISOJT,O,O,O,X
ZLIOTJS,X,O,O,X
ZLIOTSJ,X,O,X,X
ZLIOJTS,X,O,O,X
ZLIOJST,O,O,O,X
ZLIOSTJ,O,O,X,X
ZLIOSJT,O,O,O,X
ZLJTISO,X,O,X,X
ZLJTIOS,X,O,X,X
ZLJTSIO,X,O,X,X
ZLJTSOI,X,X,O,X
ZLJTOIS,X,O,O,X
ZLJTOSI,X,O,O,X
ZLJITSO,X,O,X,X
ZLJITOS,X,O,X,X
ZLJISTO,O,O,X,X
ZLJISOT,O,O,O,X
ZLJIOTS,X,O,O,X
ZLJIOST,O,O,O,X
ZLJSTIO,O,O,X,X
ZLJSTOI,O,X,O,X
ZLJSITO,O,O,X,X
ZLJSIOT,O,O,O,X
ZLJSOTI,O,O,O,X
ZLJSOIT,O,O,O,X
ZLJOTIS,X,O,O,X
ZLJOTSI,X,O,O,X
ZLJOITS,X,O,O,X
ZLJOIST,O,O,O,X
ZLJOSTI,O,O,O,X
ZLJOSIT,O,O,O,X
ZLSTIJO,O,O,X,O
ZLSTIOJ,O,X,X,O
ZLSTJIO,O,O,X,O
ZLSTJOI,O,X,O,O
ZLSTOIJ,O,X,O,O
ZLSTOJI,O,X,O,O
ZLSITJO,O,O,X,O
ZLSITOJ,O,X,X,O
ZLSIJTO,O,O,X,O
ZLSIJOT,O,O,O,X
ZLSIOTJ,O,O,O,O
ZLSIOJT,O,O,O,X
ZLSJTIO,O,O,X,O
ZLSJTOI,O,X,O,O
ZLSJITO,O,O,X,O
ZLSJIOT,O,O,O,X
ZLSJOTI,O,O,O,X
ZLSJOIT,O,O,O,X
ZLSOTIJ,O,O,O,O
ZLSOTJI,O,O,O,O
ZLSOITJ,O,O,O,O
ZLSOIJT,O,O,O,X
ZLSOJTI,O,O,O,X
ZLSOJIT,O,O,O,X
ZLOTIJS,X,O,O,X
ZLOTISJ,X,O,X,X
ZLOTJIS,X,O,O,X
ZLOTJSI,X,O,O,X
ZLOTSIJ,X,O,X,X
ZLOTSJI,X,O,X,X
ZLOITJS,X,O,O,X
ZLOITSJ,X,O,X,X
ZLOIJTS,X,O,O,X
ZLOIJST,O,O,O,X
ZLOISTJ,O,O,X,X
ZLOISJT,O,O,O,X
ZLOJTIS,X,O,O,X
ZLOJTSI,X,O,O,X
ZLOJITS,X,O,O,X
ZLOJIST,O,O,O,X
ZLOJSTI,O,O,O,X
ZLOJSIT,O,O,O,X
ZLOSTIJ,O,O,O,X
ZLOSTJI,O,O,O,X
ZLOSITJ,O,O,O,X
ZLOSIJT,O,O,O,X
ZLOSJTI,O,O,O,X
ZLOSJIT,O,O,O,X
ZJTILSO,X,O,X,X
ZJTILOS,X,O,X,X
ZJTISLO,X,O,X,O
ZJTISOL,X,X,X,O
ZJTIOLS,X,O,X,X
ZJTIOSL,X,O,X,O
ZJTLISO,X,O,X,X
ZJTLIOS,X,O,X,X
ZJTLSIO,X,O,X,X
ZJTLSOI,X,X,O,X
ZJTLOIS,X,O,O,X
ZJTLOSI,X,O,O,X
ZJTSILO,X,O,X,O
ZJTSIOL,X,X,X,O
ZJTSLIO,X,O,X,O
ZJTSLOI,X,X,O,O
ZJTSOIL,X,X,O,O
ZJTSOLI,X,X,O,O
ZJTOILS,X,O,O,X
ZJTOISL,X,O,X,O
ZJTOLIS,X,O,O,X
ZJTOLSI,X,O,O,X
ZJTOSIL,X,O,X,O
ZJTOSLI,X,O,X,O
ZJITLSO,X,O,X,X
ZJITLOS,X,O,X,X
ZJITSLO,X,O,X,O
ZJITSOL,X,X,X,O
ZJITOLS,X,O,X,X
ZJITOSL,X,O,X,O
ZJILTSO,X,O,X,X
ZJILTOS,X,O,X,X
ZJILSTO,O,O,X,X
ZJILSOT,O,O,O,X
ZJILOTS,X,O,O,X
ZJILOST,O,O,O,X
ZJISTLO,O,O,X,O
ZJISTOL,O,X,X,O
ZJISLTO,O,O,X,O
ZJISLOT,O,O,O,X
ZJISOTL,O,O,O,X
ZJISOLT,O,O,O,X
ZJIOTLS,X,O,O,X
ZJIOTSL,X,O,X,X
ZJIOLTS,X,O,O,X
ZJIOLST,O,O,O,X
ZJIOSTL,O,O,X,X
ZJIOSLT,O,O,O,X
ZJLTISO,X,O,X,X
ZJLTIOS,X,O,X,X
ZJLTSIO,X,O,X,X
ZJLTSOI,X,X,O,X
ZJLTOIS,X,O,O,X
ZJLTOSI,X,O,O,X
ZJLITSO,X,O,X,X
ZJLITOS,X,O,X,X
ZJLISTO,O,O,X,X
ZJLISOT,O,O,O,X
ZJLIOTS,X,O,O,X
ZJLIOST,O,O,O,X
ZJLSTIO,O,O,X,X
ZJLSTOI,O,X,O,X
ZJLSITO,O,O,X,X
ZJLSIOT,O,O,O,X
ZJLSOTI,O,O,O,X
ZJLSOIT,O,O,O,X
ZJLOTIS,X,O,O,X
ZJLOTSI,X,O,O,X
ZJLOITS,X,O,O,X
ZJLOIST,O,O,O,X
ZJLOSTI,O,O,O,X
ZJLOSIT,O,O,O,X
ZJSTILO,O,O,X,O
ZJSTIOL,O,X,X,O
ZJSTLIO,O,O,X,O
ZJSTLOI,O,X,O,O
ZJSTOIL,O,X,O,O
ZJSTOLI,O,X,O,O
ZJSITLO,O,O,X,O
ZJSITOL,O,X,X,O
ZJSILTO,O,O,X,O
ZJSILOT,O,O,O,X
ZJSIOTL,O,O,O,X
ZJSIOLT,O,O,O,X
ZJSLTIO,O,O,X,O
ZJSLTOI,O,X,O,O
ZJSLITO,O,O,X,O
ZJSLIOT,O,O,O,X
ZJSLOTI,O,O,O,X
ZJSLOIT,O,O,O,X
ZJSOTIL,O,O,O,X
ZJSOTLI,O,O,O,X
ZJSOITL,O,O,O,X
ZJSOILT,O,O,O,X
ZJSOLTI,O,O,O,X
ZJSOLIT,O,O,O,X
ZJOTILS,X,O,O,X
ZJOTISL,X,O,X,X
ZJOTLIS,X,O,O,X
ZJOTLSI,X,O,O,X
ZJOTSIL,X,O,X,X
ZJOTSLI,X,O,X,X
ZJOITLS,X,O,O,X
ZJOITSL,X,O,X,X
ZJOILTS,X,O,O,X
ZJOILST,O,O,O,X
ZJOISTL,O,O,X,X
ZJOISLT,O,O,O,X
ZJOLTIS,X,O,O,X
ZJOLTSI,X,O,O,X
ZJOLITS,X,O,O,X
ZJOLIST,O,O,O,X
ZJOLSTI,O,O,O,X
ZJOLSIT,O,O,O,X
ZJOSTIL,O,O,O,X
ZJOSTLI,O,O,O,X
ZJOSITL,O,O,O,X
ZJOSILT,O,O,O,X
ZJOSLTI,O,O,O,X
ZJOSLIT,O,O,O,X
ZSTILJO,O,O,X,O
ZSTILOJ,O,X,X,O
ZSTIJLO,O,O,X,O
ZSTIJOL,O,X,X,O
ZSTIOLJ,O,X,X,O
ZSTIOJL,O,X,X,O
ZSTLIJO,O,O,X,O
ZSTLIOJ,O,X,X,O
ZSTLJIO,O,O,X,O
ZSTLJOI,O,X,O,O
ZSTLOIJ,O,X,O,O
ZSTLOJI,O,X,O,O
ZSTJILO,O,O,X,O
ZSTJIOL,O,X,X,O
ZSTJLIO,O,O,X,O
ZSTJLOI,O,X,O,O
ZSTJOIL,O,X,O,O
ZSTJOLI,O,X,O,O
ZSTOILJ,O,X,O,O
ZSTOIJL,O,X,O,O
ZSTOLIJ,O,X,O,O
ZSTOLJI,O,X,O,O
ZSTOJIL,O,X,O,O
ZSTOJLI,O,X,O,O
ZSITLJO,O,O,X,O
ZSITLOJ,O,X,X,O
ZSITJLO,O,O,X,O
ZSITJOL,O,X,X,O
ZSITOLJ,O,X,X,O
ZSITOJL,O,X,X,O
ZSILTJO,O,O,X,O
ZSILTOJ,O,X,X,O
ZSILJTO,O,O,X,O
ZSILJOT,O,O,O,X
ZSILOTJ,O,O,O,O
ZSILOJT,O,O,O,X
ZSIJTLO,O,O,X,O
ZSIJTOL,O,X,X,O
ZSIJLTO,O,O,X,O
ZSIJLOT,O,O,O,X
ZSIJOTL,O,O,O,X
ZSIJOLT,O,O,O,X
ZSIOTLJ,O,O,O,O
ZSIOTJL,O,O,O,O
ZSIOLTJ,O,O,O,O
ZSIOLJT,O,O,O,X
ZSIOJTL,O,O,O,X
ZSIOJLT,O,O,O,X
ZSLTIJO,O,O,X,O
ZSLTIOJ,O,X,X,O
ZSLTJIO,O,O,X,O
ZSLTJOI,O,X,O,O
ZSLTOIJ,O,X,O,O
ZSLTOJI,O,X,O,O
ZSLITJO,O,O,X,O
ZSLITOJ,O,X,X,O
ZSLIJTO,O,O,X,O
ZSLIJOT,O,O,O,X
ZSLIOTJ,O,O,O,O
ZSLIOJT,O,O,O,X
ZSLJTIO,O,O,X,O
ZSLJTOI,O,X,O,O
ZSLJITO,O,O,X,O
ZSLJIOT,O,O,O,X
ZSLJOTI,O,O,O,X
ZSLJOIT,O,O,O,X
ZSLOTIJ,O,O,O,O
ZSLOTJI,O,O,O,O
ZSLOITJ,O,O,O,O
ZSLOIJT,O,O,O,X
ZSLOJTI,O,O,O,X
ZSLOJIT,O,O,O,X
ZSJTILO,O,O,X,O
ZSJTIOL,O,X,X,O
ZSJTLIO,O,O,X,O
ZSJTLOI,O,X,O,O
ZSJTOIL,O,X,O,O
ZSJTOLI,O,X,O,O
ZSJITLO,O,O,X,O
ZSJITOL,O,X,X,O
ZSJILTO,O,O,X,O
ZSJILOT,O,O,O,X
ZSJIOTL,O,O,O,X
ZSJIOLT,O,O,O,X
ZSJLTIO,O,O,X,O
ZSJLTOI,O,X,O,O
ZSJLITO,O,O,X,O
ZSJLIOT,O,O,O,X
ZSJLOTI,O,O,O,X
ZSJLOIT,O,O,O,X
ZSJOTIL,O,O,O,X
ZSJOTLI,O,O,O,X
ZSJOITL,O,O,O,X
ZSJOILT,O,O,O,X
ZSJOLTI,O,O,O,X
ZSJOLIT,O,O,O,X
ZSOTILJ,O,O,O,O
ZSOTIJL,O,O,O,O
ZSOTLIJ,O,O,O,O
ZSOTLJI,O,O,O,O
ZSOTJIL,O,O,O,O
ZSOTJLI,O,O,O,O
ZSOITLJ,O,O,O,O
ZSOITJL,O,O,O,O
ZSOILTJ,O,O,O,O
ZSOILJT,O,O,O,X
ZSOIJTL,O,O,O,X
ZSOIJLT,O,O,O,X
ZSOLTIJ,O,O,O,O
ZSOLTJI,O,O,O,O
ZSOLITJ,O,O,O,O
ZSOLIJT,O,O,O,X
ZSOLJTI,O,O,O,X
ZSOLJIT,O,O,O,X
ZSOJTIL,O,O,O,X
ZSOJTLI,O,O,O,X
ZSOJITL,O,O,O,X
ZSOJILT,O,O,O,X
ZSOJLTI,O,O,O,X
ZSOJLIT,O,O,O,X
ZOTILJS,X,O,O,X
ZOTILSJ,X,O,X,O
ZOTIJLS,X,O,O,X
ZOTIJSL,X,O,X,O
ZOTISLJ,X,O,X,O
ZOTISJL,X,O,X,O
ZOTLIJS,X,O,O,X
ZOTLISJ,X,O,X,O
ZOTLJIS,X,O,O,X
ZOTLJSI,X,O,O,X
ZOTLSIJ,X,O,X,O
ZOTLSJI,X,O,X,O
ZOTJILS,X,O,O,X
ZOTJISL,X,O,X,O
ZOTJLIS,X,O,O,X
ZOTJLSI,X,O,O,X
ZOTJSIL,X,O,X,O
ZOTJSLI,X,O,X,O
ZOTSILJ,X,O,X,O
ZOTSIJL,X,O,X,O
ZOTSLIJ,X,O,X,O
ZOTSLJI,X,O,X,O
ZOTSJIL,X,O,X,O
ZOTSJLI,X,O,X,O
ZOITLJS,X,O,O,X
ZOITLSJ,X,O,X,O
ZOITJLS,X,O,O,X
ZOITJSL,X,O,X,O
ZOITSLJ,X,O,X,O
ZOITSJL,X,O,X,O
ZOILTJS,X,O,O,X
ZOILTSJ,X,O,X,X
ZOILJTS,X,O,O,X
ZOILJST,O,O,O,X
ZOILSTJ,O,O,X,X
ZOILSJT,O,O,O,X
ZOIJTLS,X,O,O,X
ZOIJTSL,X,O,X,X
ZOIJLTS,X,O,O,X
ZOIJLST,O,O,O,X
ZOIJSTL,O,O,X,X
ZOIJSLT,O,O,O,X
ZOISTLJ,O,O,X,O
ZOISTJL,O,O,X,O
ZOISLTJ,O,O,X,O
ZOISLJT,O,O,O,X
ZOISJTL,O,O,X,X
ZOISJLT,O,O,O,X
ZOLTIJS,X,O,O,X
ZOLTISJ,X,O,X,X
ZOLTJIS,X,O,O,X
ZOLTJSI,X,O,O,X
ZOLTSIJ,X,O,X,X
ZOLTSJI,X,O,X,X
ZOLITJS,X,O,O,X
ZOLITSJ,X,O,X,X
ZOLIJTS,X,O,O,X
ZOLIJST,O,O,O,X
