sequence,v115@RhA8EeC8AeC8BeE8JeT/IvhFelB5lBihB3iB9oBcrB,v115@RhA8EeC8AeC8BeE8Je/EJvhFZmBtmB0iB6oBTlBGqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oB2qBzqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oBTlBerB,v115@RhA8EeC8AeC8BeE8Jem/IvhFRhB3iB9oB0kBqqBTrB,v115@RhA8EeC8AeC8BeE8Jex/IvhFylBumB3iB9oB0kBzqB,v115@RhA8EeC8AeC8BeE8Jem/IvhF5lB3iB9oB0kBTmBirB
ZOSLTJI,O,O,O,O,O,O,X
ZOSLITJ,X,O,X,X,O,O,X
ZOSLIJT,X,X,X,X,O,O,X
ZOSLJTI,O,O,O,O,O,O,X
ZOSLJIT,O,X,X,O,O,O,X
ZOSJTIL,O,O,O,O,X,O,O
ZOSJTLI,O,O,O,O,X,O,O
ZOSJITL,O,X,X,O,X,O,O
ZOSJILT,O,X,X,O,X,O,X
ZOSJLTI,O,O,O,O,X,O,X
ZOSJLIT,O,X,X,O,X,O,X
OTILJSZ,X,O,X,X,O,O,X
OTILJZS,X,O,X,X,O,O,X
OTILSJZ,X,O,X,X,O,O,X
OTILSZJ,X,O,X,X,O,O,O
OTILZJS,X,O,X,X,O,O,O
OTILZSJ,X,O,X,X,O,O,O
OTIJLSZ,O,O,X,X,O,O,X
OTIJLZS,O,O,X,X,O,O,X
OTIJSLZ,O,O,X,X,O,O,X
OTIJSZL,O,O,X,X,X,O,O
OTIJZLS,O,O,X,X,X,O,O
OTIJZSL,O,O,X,X,X,O,O
OTISLJZ,X,O,X,X,O,O,X
OTISLZJ,X,O,X,X,O,O,O
OTISJLZ,O,O,X,X,O,O,X
OTISJZL,O,O,X,X,X,O,O
OTISZLJ,O,O,X,X,O,O,O
OTISZJL,O,O,X,X,X,O,O
OTIZLJS,O,O,X,X,O,O,O
OTIZLSJ,O,O,X,X,O,O,O
OTIZJLS,O,O,X,X,X,O,O
OTIZJSL,O,O,X,X,X,O,O
OTIZSLJ,O,O,X,X,O,O,O
OTIZSJL,O,O,X,X,X,O,O
OTLIJSZ,X,O,X,X,O,O,X
OTLIJZS,X,O,X,X,O,O,X
OTLISJZ,X,O,X,X,O,O,X
OTLISZJ,X,O,X,X,O,O,O
OTLIZJS,X,O,X,X,O,O,O
OTLIZSJ,X,O,X,X,O,O,O
OTLJISZ,O,O,X,O,O,O,X
OTLJIZS,O,O,X,O,O,O,X
OTLJSIZ,O,O,O,O,O,O,X
OTLJSZI,O,O,O,O,O,O,X
OTLJZIS,O,O,X,O,O,O,X
OTLJZSI,O,O,O,O,O,O,X
OTLSIJZ,X,O,X,X,O,O,X
OTLSIZJ,X,O,O,O,O,O,O
OTLSJIZ,O,O,O,O,O,O,X
OTLSJZI,O,O,O,O,O,O,X
OTLSZIJ,O,O,O,O,O,O,O
OTLSZJI,O,O,O,O,O,O,O
OTLZIJS,O,O,X,X,O,O,O
OTLZISJ,O,O,X,X,O,O,O
OTLZJIS,O,O,X,O,O,O,O
OTLZJSI,O,O,O,O,O,O,O
OTLZSIJ,O,O,O,O,O,O,O
OTLZSJI,O,O,O,O,O,O,O
OTJILSZ,O,O,X,O,O,O,X
OTJILZS,O,O,X,O,O,O,X
OTJISLZ,O,O,X,O,O,O,X
OTJISZL,O,O,X,O,X,O,O
OTJIZLS,O,O,X,O,X,O,O
OTJIZSL,O,O,X,O,X,O,O
OTJLISZ,O,O,X,O,O,O,X
OTJLIZS,O,O,X,O,O,O,X
OTJLSIZ,O,O,O,O,O,O,X
OTJLSZI,O,O,O,O,O,O,X
OTJLZIS,O,O,X,O,O,O,X
OTJLZSI,O,O,O,O,O,O,X
OTJSILZ,O,O,O,O,O,O,X
OTJSIZL,O,O,O,O,X,O,O
OTJSLIZ,O,O,O,O,O,O,X
OTJSLZI,O,O,O,O,O,O,X
OTJSZIL,O,O,O,O,X,O,O
OTJSZLI,O,O,O,O,O,O,O
OTJZILS,O,O,X,O,X,O,O
OTJZISL,O,O,X,O,X,O,O
OTJZLIS,O,O,X,O,O,O,O
OTJZLSI,O,O,O,O,O,O,O
OTJZSIL,O,O,O,O,X,O,O
OTJZSLI,O,O,O,O,O,O,O
OTSILJZ,X,O,X,X,O,O,X
OTSILZJ,X,O,O,O,O,O,O
OTSIJLZ,O,O,X,X,O,O,X
OTSIJZL,O,O,X,X,X,O,O
OTSIZLJ,O,O,O,O,O,O,O
OTSIZJL,O,O,X,X,O,O,O
OTSLIJZ,X,O,X,X,O,O,X
OTSLIZJ,X,O,O,O,O,O,O
OTSLJIZ,O,O,O,O,O,O,X
OTSLJZI,O,O,O,O,O,O,X
OTSLZIJ,O,O,O,O,O,O,O
OTSLZJI,O,O,O,O,O,O,O
OTSJILZ,O,O,O,O,O,O,X
OTSJIZL,O,O,O,O,X,O,O
OTSJLIZ,O,O,O,O,O,O,X
OTSJLZI,O,O,O,O,O,O,X
OTSJZIL,O,O,O,O,X,O,O
OTSJZLI,O,O,O,O,O,O,O
OTSZILJ,O,O,O,O,O,O,O
OTSZIJL,O,O,X,X,O,O,O
OTSZLIJ,O,O,O,O,O,O,O
OTSZLJI,O,O,O,O,O,O,O
OTSZJIL,O,O,O,O,O,O,O
OTSZJLI,O,O,O,O,O,O,O
OTZILJS,O,O,X,X,O,O,O
OTZILSJ,O,O,X,X,O,O,O
OTZIJLS,O,O,X,X,X,O,O
OTZIJSL,O,O,X,X,X,O,O
OTZISLJ,O,O,X,X,O,O,O
OTZISJL,O,O,X,X,X,O,O
OTZLIJS,O,O,X,X,O,O,O
OTZLISJ,O,O,X,X,O,O,O
OTZLJIS,O,O,X,O,O,O,O
OTZLJSI,O,O,O,O,O,O,O
OTZLSIJ,O,O,O,O,O,O,O
OTZLSJI,O,O,O,O,O,O,O
OTZJILS,O,O,X,O,X,O,O
OTZJISL,O,O,X,O,X,O,O
OTZJLIS,O,O,X,O,O,O,O
OTZJLSI,O,O,O,O,O,O,O
OTZJSIL,O,O,O,O,O,O,O
OTZJSLI,O,O,O,O,O,O,O
OTZSILJ,O,O,O,O,O,O,O
OTZSIJL,O,O,X,X,O,O,O
OTZSLIJ,O,O,O,O,O,O,O
OTZSLJI,O,O,O,O,O,O,O
OTZSJIL,O,O,O,O,O,O,O
OTZSJLI,O,O,O,O,O,O,O
OITLJSZ,X,O,X,X,O,O,X
OITLJZS,X,O,X,X,O,O,X
OITLSJZ,X,O,X,X,O,O,X
OITLSZJ,X,O,X,X,O,O,O
OITLZJS,X,O,X,X,O,O,O
OITLZSJ,X,O,X,X,O,O,O
OITJLSZ,O,O,X,X,O,O,X
OITJLZS,O,O,X,X,O,O,X
OITJSLZ,O,O,X,X,O,O,X
OITJSZL,O,O,X,X,X,O,O
OITJZLS,O,O,X,X,X,O,O
OITJZSL,O,O,X,X,X,O,O
OITSLJZ,X,O,X,X,O,O,X
OITSLZJ,X,O,X,X,O,O,O
OITSJLZ,O,O,X,X,O,O,X
OITSJZL,O,O,X,X,X,O,O
OITSZLJ,O,O,X,X,O,O,O
OITSZJL,O,O,X,X,X,O,O
OITZLJS,O,O,X,X,O,O,O
OITZLSJ,O,O,X,X,O,O,O
OITZJLS,O,O,X,X,X,O,O
OITZJSL,O,O,X,X,X,O,O
OITZSLJ,O,O,X,X,O,O,O
OITZSJL,O,O,X,X,X,O,O
OILTJSZ,X,O,X,X,O,O,X
OILTJZS,X,O,X,X,O,O,X
OILTSJZ,X,O,X,X,O,O,X
OILTSZJ,X,O,X,X,O,O,O
OILTZJS,X,O,X,X,O,O,O
OILTZSJ,X,O,X,X,O,O,O
OILJTSZ,X,O,X,O,O,O,X
OILJTZS,X,O,X,O,O,O,X
OILJSTZ,X,O,X,O,X,O,X
OILJSZT,X,X,X,O,X,X,X
OILJZTS,X,X,X,X,O,O,X
OILJZST,X,X,X,X,O,O,X
OILSTJZ,X,O,X,X,O,O,X
OILSTZJ,X,O,X,X,O,O,X
OILSJTZ,X,O,X,O,X,O,X
OILSJZT,X,X,X,O,X,X,X
OILSZTJ,X,O,X,X,O,X,X
OILSZJT,X,X,X,X,O,X,X
OILZTJS,X,O,X,X,O,O,O
OILZTSJ,X,O,X,X,O,O,O
OILZJTS,X,X,X,X,O,O,O
OILZJST,X,X,X,X,O,O,X
OILZSTJ,X,O,X,X,O,O,X
OILZSJT,X,X,X,X,O,O,X
OIJTLSZ,O,O,X,O,O,O,X
OIJTLZS,O,O,X,O,O,O,X
OIJTSLZ,O,O,X,O,O,O,X
OIJTSZL,O,O,X,O,X,O,O
OIJTZLS,O,O,X,O,X,O,O
OIJTZSL,O,O,X,O,X,O,O
OIJLTSZ,O,O,X,O,O,O,X
OIJLTZS,O,O,X,O,O,O,X
OIJLSTZ,X,O,X,O,X,O,X
OIJLSZT,X,X,X,O,X,X,X
OIJLZTS,O,X,X,X,O,O,X
OIJLZST,O,X,X,X,O,O,X
OIJSTLZ,O,O,X,O,X,X,X
OIJSTZL,O,O,X,O,X,X,X
OIJSLTZ,X,O,X,O,X,X,X
OIJSLZT,X,X,X,O,X,X,X
OIJSZTL,O,X,X,O,X,X,X
OIJSZLT,O,X,X,O,X,X,X
OIJZTLS,O,X,X,X,X,O,O
OIJZTSL,O,X,X,X,X,O,O
OIJZLTS,O,X,X,X,X,O,O
OIJZLST,O,X,X,X,X,O,X
OIJZSTL,O,X,X,X,X,O,O
OIJZSLT,O,X,X,X,X,O,X
OISTLJZ,X,O,X,X,O,X,X
OISTLZJ,X,O,X,X,O,X,O
OISTJLZ,X,O,X,X,O,X,X
OISTJZL,X,O,X,X,X,X,O
OISTZLJ,X,O,X,X,O,X,O
OISTZJL,X,O,X,X,X,X,O
OISLTJZ,X,O,X,X,O,X,X
OISLTZJ,X,O,X,X,O,X,X
OISLJTZ,X,O,X,O,X,X,X
OISLJZT,X,X,X,O,X,X,X
OISLZTJ,X,O,X,X,O,X,X
OISLZJT,X,X,X,X,O,X,X
OISJTLZ,X,O,X,O,X,X,X
OISJTZL,X,O,X,O,X,X,X
OISJLTZ,X,O,X,O,X,X,X
OISJLZT,X,X,X,O,X,X,X
OISJZTL,X,X,X,O,X,X,X
OISJZLT,X,X,X,O,X,X,X
OISZTLJ,X,O,X,X,X,X,O
OISZTJL,X,O,X,X,X,X,O
OISZLTJ,X,O,X,X,X,X,X
OISZLJT,X,X,X,X,X,X,X
OISZJTL,X,X,X,X,X,X,O
OISZJLT,X,X,X,X,X,X,X
OIZTLJS,O,O,X,X,O,O,O
OIZTLSJ,O,O,X,X,O,O,O
OIZTJLS,O,O,X,X,X,O,O
OIZTJSL,O,O,X,X,X,O,O
OIZTSLJ,O,O,X,X,O,O,O
OIZTSJL,O,O,X,X,X,O,O
OIZLTJS,O,O,X,X,O,O,O
OIZLTSJ,O,O,X,X,O,O,O
OIZLJTS,O,X,X,X,O,O,O
OIZLJST,O,X,X,X,O,O,X
OIZLSTJ,X,O,X,X,O,O,X
OIZLSJT,X,X,X,X,O,O,X
OIZJTLS,O,X,X,X,X,O,O
OIZJTSL,O,X,X,X,X,O,O
OIZJLTS,O,X,X,X,X,O,O
OIZJLST,O,X,X,X,X,O,X
OIZJSTL,O,X,X,X,X,O,O
OIZJSLT,O,X,X,X,X,O,X
OIZSTLJ,X,O,X,X,X,O,O
OIZSTJL,X,O,X,X,X,O,O
OIZSLTJ,X,O,X,X,X,O,X
OIZSLJT,X,X,X,X,X,O,X
OIZSJTL,X,X,X,X,X,O,O
OIZSJLT,X,X,X,X,X,O,X
OLTIJSZ,X,O,X,X,O,O,X
OLTIJZS,X,O,X,X,O,O,X
OLTISJZ,X,O,X,X,O,O,X
OLTISZJ,X,O,X,X,O,O,O
OLTIZJS,X,O,X,X,O,O,O
OLTIZSJ,X,O,X,X,O,O,O
OLTJISZ,O,O,X,O,O,O,X
OLTJIZS,O,O,X,O,O,O,X
OLTJSIZ,O,O,O,O,O,O,X
OLTJSZI,O,O,O,O,O,O,X
OLTJZIS,O,O,X,O,O,O,X
OLTJZSI,O,O,O,O,O,O,X
OLTSIJZ,X,O,X,X,O,O,X
OLTSIZJ,X,O,O,O,O,O,O
OLTSJIZ,O,O,O,O,O,O,X
OLTSJZI,O,O,O,O,O,O,X
OLTSZIJ,O,O,O,O,O,O,O
OLTSZJI,O,O,O,O,O,O,O
OLTZIJS,O,O,X,X,O,O,O
OLTZISJ,O,O,X,X,O,O,O
OLTZJIS,O,O,X,O,O,O,O
OLTZJSI,O,O,O,O,O,O,O
OLTZSIJ,O,O,O,O,O,O,O
OLTZSJI,O,O,O,O,O,O,O
OLITJSZ,X,O,X,X,O,O,X
OLITJZS,X,O,X,X,O,O,X
OLITSJZ,X,O,X,X,O,O,X
OLITSZJ,X,O,X,X,O,O,O
OLITZJS,X,O,X,X,O,O,O
OLITZSJ,X,O,X,X,O,O,O
OLIJTSZ,X,O,X,O,O,O,X
OLIJTZS,X,O,X,O,O,O,X
OLIJSTZ,X,O,X,O,X,O,X
OLIJSZT,X,X,X,O,X,X,X
OLIJZTS,X,X,X,X,O,O,X
OLIJZST,X,X,X,X,O,O,X
OLISTJZ,X,O,X,X,O,O,X
OLISTZJ,X,O,X,X,O,O,X
OLISJTZ,X,O,X,O,X,O,X
OLISJZT,X,X,X,O,X,X,X
OLISZTJ,X,O,X,X,O,X,X
OLISZJT,X,X,X,X,O,X,X
OLIZTJS,X,O,X,X,O,O,O
OLIZTSJ,X,O,X,X,O,O,O
OLIZJTS,X,X,X,X,O,O,O
OLIZJST,X,X,X,X,O,O,X
OLIZSTJ,X,O,X,X,O,O,X
OLIZSJT,X,X,X,X,O,O,X
OLJTISZ,O,O,X,O,O,O,X
OLJTIZS,O,O,X,O,O,O,X
OLJTSIZ,O,O,O,O,O,O,X
OLJTSZI,O,O,O,O,O,O,X
OLJTZIS,O,O,X,O,O,O,X
OLJTZSI,O,O,O,O,O,O,X
OLJITSZ,O,O,X,O,O,O,X
OLJITZS,O,O,X,O,O,O,X
OLJISTZ,X,O,X,O,X,O,X
OLJISZT,X,X,X,O,X,X,X
OLJIZTS,O,X,X,X,O,O,X
OLJIZST,O,X,X,X,O,O,X
OLJSTIZ,X,O,O,O,X,O,X
OLJSTZI,X,O,O,O,X,O,X
OLJSITZ,X,O,O,O,X,O,X
OLJSIZT,X,X,X,O,X,X,X
OLJSZTI,X,O,O,O,X,O,X
OLJSZIT,X,X,X,O,X,O,X
OLJZTIS,O,O,X,O,O,O,X
OLJZTSI,O,O,O,O,O,O,X
OLJZITS,O,X,X,X,O,O,X
OLJZIST,O,X,X,X,O,O,X
OLJZSTI,O,O,O,O,O,O,X
OLJZSIT,O,X,X,O,O,O,X
OLSTIJZ,X,O,X,X,O,O,X
OLSTIZJ,X,O,O,O,O,O,X
OLSTJIZ,X,O,O,O,O,O,X
OLSTJZI,X,O,O,O,O,O,X
OLSTZIJ,X,O,O,O,O,O,X
OLSTZJI,X,O,O,O,O,O,X
OLSITJZ,X,O,X,X,O,O,X
OLSITZJ,X,O,O,O,O,O,X
OLSIJTZ,X,O,O,O,X,O,X
OLSIJZT,X,X,X,O,X,X,X
OLSIZTJ,X,O,X,X,O,X,X
OLSIZJT,X,X,X,X,O,X,X
OLSJTIZ,X,O,O,O,X,O,X
OLSJTZI,X,O,O,O,X,O,X
OLSJITZ,X,O,O,O,X,O,X
OLSJIZT,X,X,X,O,X,X,X
OLSJZTI,X,O,O,O,X,O,X
OLSJZIT,X,X,X,O,X,O,X
OLSZTIJ,X,O,O,O,O,O,X
OLSZTJI,X,O,O,O,O,O,X
OLSZITJ,X,O,X,X,O,O,X
OLSZIJT,X,X,X,X,O,O,X
OLSZJTI,X,O,O,O,O,O,X
OLSZJIT,X,X,X,O,O,O,X
OLZTIJS,O,O,X,X,O,O,O
OLZTISJ,O,O,X,X,O,O,O
OLZTJIS,O,O,X,O,O,O,O
OLZTJSI,O,O,O,O,O,O,O
OLZTSIJ,O,O,O,O,O,O,O
OLZTSJI,O,O,O,O,O,O,O
OLZITJS,O,O,X,X,O,O,O
OLZITSJ,O,O,X,X,O,O,O
OLZIJTS,O,X,X,X,O,O,O
OLZIJST,O,X,X,X,O,O,X
OLZISTJ,X,O,X,X,O,O,X
OLZISJT,X,X,X,X,O,O,X
OLZJTIS,O,O,X,O,O,O,O
OLZJTSI,O,O,O,O,O,O,O
OLZJITS,O,X,X,X,O,O,O
OLZJIST,O,X,X,X,O,O,X
OLZJSTI,O,O,O,O,O,O,X
OLZJSIT,O,X,X,O,O,O,X
OLZSTIJ,O,O,O,O,O,O,X
OLZSTJI,O,O,O,O,O,O,X
OLZSITJ,X,O,X,X,O,O,X
OLZSIJT,X,X,X,X,O,O,X
OLZSJTI,O,O,O,O,O,O,X
OLZSJIT,O,X,X,O,O,O,X
OJTILSZ,O,O,X,O,O,O,X
OJTILZS,O,O,X,O,O,O,X
OJTISLZ,O,O,X,O,O,O,X
OJTISZL,O,O,X,O,X,O,O
OJTIZLS,O,O,X,O,X,O,O
OJTIZSL,O,O,X,O,X,O,O
OJTLISZ,O,O,X,O,O,O,X
OJTLIZS,O,O,X,O,O,O,X
OJTLSIZ,O,O,O,O,O,O,X
OJTLSZI,O,O,O,O,O,O,X
OJTLZIS,O,O,X,O,O,O,X
OJTLZSI,O,O,O,O,O,O,X
OJTSILZ,O,O,O,O,O,O,X
OJTSIZL,O,O,O,O,X,O,O
OJTSLIZ,O,O,O,O,O,O,X
OJTSLZI,O,O,O,O,O,O,X
OJTSZIL,O,O,O,O,X,O,O
OJTSZLI,O,O,O,O,O,O,O
OJTZILS,O,O,X,O,X,O,O
OJTZISL,O,O,X,O,X,O,O
OJTZLIS,O,O,X,O,O,O,O
OJTZLSI,O,O,O,O,O,O,O
OJTZSIL,O,O,O,O,X,O,O
OJTZSLI,O,O,O,O,O,O,O
OJITLSZ,O,O,X,O,O,O,X
OJITLZS,O,O,X,O,O,O,X
OJITSLZ,O,O,X,O,O,O,X
OJITSZL,O,O,X,O,X,O,O
OJITZLS,O,O,X,O,X,O,O
OJITZSL,O,O,X,O,X,O,O
OJILTSZ,O,O,X,O,O,O,X
OJILTZS,O,O,X,O,O,O,X
OJILSTZ,X,O,X,O,X,O,X
OJILSZT,X,X,X,O,X,X,X
OJILZTS,O,X,X,X,O,O,X
OJILZST,O,X,X,X,O,O,X
OJISTLZ,O,O,X,O,X,X,X
OJISTZL,O,O,X,O,X,X,X
OJISLTZ,X,O,X,O,X,X,X
OJISLZT,X,X,X,O,X,X,X
OJISZTL,O,X,X,O,X,X,X
OJISZLT,O,X,X,O,X,X,X
OJIZTLS,O,X,X,X,X,O,O
OJIZTSL,O,X,X,X,X,O,O
OJIZLTS,O,X,X,X,X,O,O
OJIZLST,O,X,X,X,X,O,X
OJIZSTL,O,X,X,X,X,O,O
OJIZSLT,O,X,X,X,X,O,X
OJLTISZ,O,O,X,O,O,O,X
OJLTIZS,O,O,X,O,O,O,X
OJLTSIZ,O,O,O,O,O,O,X
OJLTSZI,O,O,O,O,O,O,X
OJLTZIS,O,O,X,O,O,O,X
OJLTZSI,O,O,O,O,O,O,X
OJLITSZ,O,O,X,O,O,O,X
OJLITZS,O,O,X,O,O,O,X
OJLISTZ,X,O,X,O,X,O,X
OJLISZT,X,X,X,O,X,X,X
OJLIZTS,O,X,X,X,O,O,X
OJLIZST,O,X,X,X,O,O,X
OJLSTIZ,X,O,O,O,X,O,X
OJLSTZI,X,O,O,O,X,O,X
OJLSITZ,X,O,O,O,X,O,X
OJLSIZT,X,X,X,O,X,X,X
OJLSZTI,X,O,O,O,X,O,X
OJLSZIT,X,X,X,O,X,O,X
OJLZTIS,O,O,X,O,O,O,X
OJLZTSI,O,O,O,O,O,O,X
OJLZITS,O,X,X,X,O,O,X
OJLZIST,O,X,X,X,O,O,X
OJLZSTI,O,O,O,O,O,O,X
OJLZSIT,O,X,X,O,O,O,X
OJSTILZ,O,O,O,O,X,O,X
OJSTIZL,O,O,O,O,X,O,X
OJSTLIZ,O,O,O,O,X,O,X
OJSTLZI,O,O,O,O,X,O,X
OJSTZIL,O,O,O,O,X,O,X
OJSTZLI,O,O,O,O,X,O,X
OJSITLZ,O,O,O,O,X,X,X
OJSITZL,O,O,O,O,X,X,X
OJSILTZ,X,O,O,O,X,X,X
OJSILZT,X,X,X,O,X,X,X
OJSIZTL,O,X,X,O,X,X,X
OJSIZLT,O,X,X,O,X,X,X
OJSLTIZ,X,O,O,O,X,O,X
OJSLTZI,X,O,O,O,X,O,X
OJSLITZ,X,O,O,O,X,O,X
OJSLIZT,X,X,X,O,X,X,X
OJSLZTI,X,O,O,O,X,O,X
OJSLZIT,X,X,X,O,X,O,X
OJSZTIL,O,O,O,O,X,O,X
OJSZTLI,O,O,O,O,X,O,X
OJSZITL,O,X,X,O,X,O,X
OJSZILT,O,X,X,O,X,O,X
OJSZLTI,O,O,O,O,X,O,X
OJSZLIT,O,X,X,O,X,O,X
OJZTILS,O,O,X,O,X,O,O
OJZTISL,O,O,X,O,X,O,O
OJZTLIS,O,O,X,O,O,O,O
OJZTLSI,O,O,O,O,O,O,O
OJZTSIL,O,O,O,O,X,O,O
OJZTSLI,O,O,O,O,O,O,O
OJZITLS,O,X,X,X,X,O,O
OJZITSL,O,X,X,X,X,O,O
OJZILTS,O,X,X,X,X,O,O
OJZILST,O,X,X,X,X,O,X
OJZISTL,O,X,X,X,X,O,O
OJZISLT,O,X,X,X,X,O,X
OJZLTIS,O,O,X,O,O,O,O
OJZLTSI,O,O,O,O,O,O,O
OJZLITS,O,X,X,X,O,O,O
OJZLIST,O,X,X,X,O,O,X
OJZLSTI,O,O,O,O,O,O,X
OJZLSIT,O,X,X,O,O,O,X
OJZSTIL,O,O,O,O,X,O,O
OJZSTLI,O,O,O,O,X,O,O
OJZSITL,O,X,X,O,X,O,O
OJZSILT,O,X,X,O,X,O,X
OJZSLTI,O,O,O,O,X,O,X
OJZSLIT,O,X,X,O,X,O,X
OSTILJZ,X,O,X,X,O,O,X
OSTILZJ,X,O,O,O,O,O,O
OSTIJLZ,O,O,X,X,O,O,X
OSTIJZL,O,O,X,X,X,O,O
OSTIZLJ,O,O,O,O,O,O,O
OSTIZJL,O,O,X,X,X,O,O
OSTLIJZ,X,O,X,X,O,O,X
OSTLIZJ,X,O,O,O,O,O,O
OSTLJIZ,O,O,O,O,O,O,X
OSTLJZI,O,O,O,O,O,O,X
OSTLZIJ,O,O,O,O,O,O,O
OSTLZJI,O,O,O,O,O,O,O
OSTJILZ,O,O,O,O,O,O,X
OSTJIZL,O,O,O,O,X,O,O
OSTJLIZ,O,O,O,O,O,O,X
OSTJLZI,O,O,O,O,O,O,X
OSTJZIL,O,O,O,O,X,O,O
OSTJZLI,O,O,O,O,O,O,O
OSTZILJ,O,O,O,O,O,O,O
OSTZIJL,O,O,X,X,X,O,O
OSTZLIJ,O,O,O,O,O,O,O
OSTZLJI,O,O,O,O,O,O,O
OSTZJIL,O,O,O,O,X,O,O
OSTZJLI,O,O,O,O,O,O,O
OSITLJZ,X,O,X,X,O,X,X
OSITLZJ,X,O,O,O,O,X,O
OSITJLZ,X,O,X,X,O,X,X
OSITJZL,X,O,X,X,X,X,O
OSITZLJ,X,O,O,O,O,X,O
OSITZJL,X,O,X,X,X,X,O
OSILTJZ,X,O,X,X,O,X,X
OSILTZJ,X,O,O,O,O,X,X
OSILJTZ,X,O,O,O,X,X,X
OSILJZT,X,X,X,O,X,X,X
OSILZTJ,X,O,X,X,O,X,X
OSILZJT,X,X,X,X,O,X,X
OSIJTLZ,X,O,O,O,X,X,X
OSIJTZL,X,O,O,O,X,X,X
OSIJLTZ,X,O,O,O,X,X,X
OSIJLZT,X,X,X,O,X,X,X
OSIJZTL,X,X,X,O,X,X,X
OSIJZLT,X,X,X,O,X,X,X
OSIZTLJ,X,O,X,X,X,X,O
OSIZTJL,X,O,X,X,X,X,O
OSIZLTJ,X,O,X,X,X,X,X
OSIZLJT,X,X,X,X,X,X,X
OSIZJTL,X,X,X,X,X,X,O
OSIZJLT,X,X,X,X,X,X,X
OSLTIJZ,X,O,X,X,O,O,X
OSLTIZJ,X,O,O,O,O,O,X
OSLTJIZ,X,O,O,O,O,O,X
OSLTJZI,X,O,O,O,O,O,X
OSLTZIJ,X,O,O,O,O,O,X
OSLTZJI,X,O,O,O,O,O,X
OSLITJZ,X,O,X,X,O,O,X
OSLITZJ,X,O,O,O,O,O,X
OSLIJTZ,X,O,O,O,X,O,X
OSLIJZT,X,X,X,O,X,X,X
OSLIZTJ,X,O,X,X,O,X,X
OSLIZJT,X,X,X,X,O,X,X
OSLJTIZ,X,O,O,O,X,O,X
OSLJTZI,X,O,O,O,X,O,X
OSLJITZ,X,O,O,O,X,O,X
OSLJIZT,X,X,X,O,X,X,X
OSLJZTI,X,O,O,O,X,O,X
OSLJZIT,X,X,X,O,X,O,X
OSLZTIJ,X,O,O,O,O,O,X
OSLZTJI,X,O,O,O,O,O,X
OSLZITJ,X,O,X,X,O,O,X
OSLZIJT,X,X,X,X,O,O,X
OSLZJTI,X,O,O,O,O,O,X
OSLZJIT,X,X,X,O,O,O,X
OSJTILZ,O,O,O,O,X,O,X
OSJTIZL,O,O,O,O,X,O,X
OSJTLIZ,O,O,O,O,X,O,X
OSJTLZI,O,O,O,O,X,O,X
OSJTZIL,O,O,O,O,X,O,X
OSJTZLI,O,O,O,O,X,O,X
OSJITLZ,O,O,O,O,X,X,X
OSJITZL,O,O,O,O,X,X,X
OSJILTZ,X,O,O,O,X,X,X
OSJILZT,X,X,X,O,X,X,X
OSJIZTL,O,X,X,O,X,X,X
OSJIZLT,O,X,X,O,X,X,X
OSJLTIZ,X,O,O,O,X,O,X
OSJLTZI,X,O,O,O,X,O,X
OSJLITZ,X,O,O,O,X,O,X
OSJLIZT,X,X,X,O,X,X,X
OSJLZTI,X,O,O,O,X,O,X
OSJLZIT,X,X,X,O,X,O,X
OSJZTIL,O,O,O,O,X,O,X
OSJZTLI,O,O,O,O,X,O,X
OSJZITL,O,X,X,O,X,O,X
OSJZILT,O,X,X,O,X,O,X
OSJZLTI,O,O,O,O,X,O,X
OSJZLIT,O,X,X,O,X,O,X
OSZTILJ,O,O,O,O,O,O,O
OSZTIJL,O,O,X,X,X,O,O
OSZTLIJ,O,O,O,O,O,O,O
OSZTLJI,O,O,O,O,O,O,O
OSZTJIL,O,O,O,O,X,O,O
OSZTJLI,O,O,O,O,O,O,O
OSZITLJ,X,O,X,X,X,O,O
OSZITJL,X,O,X,X,X,O,O
OSZILTJ,X,O,X,X,X,O,X
OSZILJT,X,X,X,X,X,O,X
OSZIJTL,X,X,X,X,X,O,O
OSZIJLT,X,X,X,X,X,O,X
OSZLTIJ,O,O,O,O,O,O,X
OSZLTJI,O,O,O,O,O,O,X
OSZLITJ,X,O,X,X,O,O,X
OSZLIJT,X,X,X,X,O,O,X
OSZLJTI,O,O,O,O,O,O,X
OSZLJIT,O,X,X,O,O,O,X
OSZJTIL,O,O,O,O,X,O,O
OSZJTLI,O,O,O,O,X,O,O
OSZJITL,O,X,X,O,X,O,O
OSZJILT,O,X,X,O,X,O,X
OSZJLTI,O,O,O,O,X,O,X
OSZJLIT,O,X,X,O,X,O,X
OZTILJS,O,O,X,X,O,O,O
OZTILSJ,O,O,X,X,O,O,O
OZTIJLS,O,O,X,X,X,O,O
OZTIJSL,O,O,X,X,X,O,O
OZTISLJ,O,O,X,X,O,O,O
OZTISJL,O,O,X,X,X,O,O
OZTLIJS,O,O,X,X,O,O,O
OZTLISJ,O,O,X,X,O,O,O
OZTLJIS,O,O,X,O,O,O,O
OZTLJSI,O,O,O,O,O,O,O
OZTLSIJ,O,O,O,O,O,O,O
