sequence,v115@9gB8HeA8HeB8HeB8BeB8AeA8AeB8JeXAJvhF8lBanB?5nBOoB9rBzpB,v115@9gB8HeA8HeB8HeB8BeB8AeA8AeB8JexAJvhFdnBCjB?GlB/rB8sBzpB,v115@9gB8HeA8HeB8HeB8BeB8AeA8AeB8JeNFJvhF3hB5nB?OoBqpB8rBzqB,v115@9gB8HeA8HeB8HeB8BeB8AeA8AeB8JexAJvhFXjBGlB?imB8rBtsBzpB
ZOLTSIJ,O,O,O,X
ZOLTSJI,O,O,O,X
ZOLITJS,O,O,O,X
ZOLITSJ,O,O,O,X
ZOLIJTS,O,O,O,X
ZOLIJST,O,O,O,X
ZOLISTJ,O,O,O,X
ZOLISJT,O,O,O,X
ZOLJTIS,O,O,O,X
ZOLJTSI,O,O,O,X
ZOLJITS,O,O,O,X
ZOLJIST,O,O,O,X
ZOLJSTI,O,O,O,O
ZOLJSIT,O,O,O,X
ZOLSTIJ,O,O,O,X
ZOLSTJI,O,O,O,X
ZOLSITJ,O,O,O,X
ZOLSIJT,O,O,O,X
ZOLSJTI,O,O,O,O
ZOLSJIT,O,O,O,X
ZOJTILS,O,O,X,X
ZOJTISL,O,O,X,X
ZOJTLIS,O,O,X,X
ZOJTLSI,O,O,X,X
ZOJTSIL,O,O,X,X
ZOJTSLI,O,O,X,X
ZOJITLS,O,O,X,X
ZOJITSL,O,O,X,X
ZOJILTS,O,O,O,X
ZOJILST,O,O,O,X
ZOJISTL,O,O,X,X
ZOJISLT,O,O,O,X
ZOJLTIS,O,O,O,X
ZOJLTSI,O,O,O,X
ZOJLITS,O,O,O,X
ZOJLIST,O,O,O,X
ZOJLSTI,O,O,O,O
ZOJLSIT,O,O,O,X
ZOJSTIL,O,O,X,X
ZOJSTLI,O,O,X,X
ZOJSITL,O,O,X,X
ZOJSILT,O,O,O,X
ZOJSLTI,O,O,O,O
ZOJSLIT,O,O,O,X
ZOSTILJ,O,O,X,X
ZOSTIJL,O,O,X,X
ZOSTLIJ,O,O,X,X
ZOSTLJI,O,O,X,X
ZOSTJIL,O,O,X,X
ZOSTJLI,O,O,X,X
ZOSITLJ,O,O,X,X
ZOSITJL,O,O,X,X
ZOSILTJ,O,O,O,X
ZOSILJT,O,O,O,X
ZOSIJTL,O,O,X,X
ZOSIJLT,O,O,O,X
ZOSLTIJ,O,O,O,X
ZOSLTJI,O,O,O,X
ZOSLITJ,O,O,O,X
ZOSLIJT,O,O,O,X
ZOSLJTI,O,O,O,O
ZOSLJIT,O,O,O,X
ZOSJTIL,O,O,X,X
ZOSJTLI,O,O,X,X
ZOSJITL,O,O,X,X
ZOSJILT,O,O,O,X
ZOSJLTI,O,O,O,O
ZOSJLIT,O,O,O,X
OTILJSZ,O,X,X,X
OTILJZS,O,X,X,X
OTILSJZ,O,X,X,X
OTILSZJ,O,X,X,X
OTILZJS,O,X,X,X
OTILZSJ,O,X,X,X
OTIJLSZ,O,X,X,X
OTIJLZS,O,X,X,X
OTIJSLZ,O,O,X,X
OTIJSZL,O,O,X,X
OTIJZLS,O,O,X,X
OTIJZSL,O,O,X,X
OTISLJZ,O,X,X,X
OTISLZJ,O,O,X,X
OTISJLZ,O,O,X,X
OTISJZL,O,O,X,X
OTISZLJ,O,O,X,X
OTISZJL,O,O,X,X
OTIZLJS,O,O,X,X
OTIZLSJ,O,O,X,X
OTIZJLS,O,O,X,X
OTIZJSL,O,O,X,X
OTIZSLJ,O,O,X,X
OTIZSJL,O,O,X,X
OTLIJSZ,O,X,X,X
OTLIJZS,O,X,X,X
OTLISJZ,O,X,X,X
OTLISZJ,O,X,X,X
OTLIZJS,O,X,X,X
OTLIZSJ,O,X,X,X
OTLJISZ,O,X,X,X
OTLJIZS,O,X,X,X
OTLJSIZ,O,O,X,O
OTLJSZI,O,O,X,O
OTLJZIS,O,O,X,X
OTLJZSI,O,O,X,X
OTLSIJZ,O,X,X,X
OTLSIZJ,O,O,X,X
OTLSJIZ,O,O,X,O
OTLSJZI,O,O,X,O
OTLSZIJ,O,O,X,X
OTLSZJI,O,O,X,X
OTLZIJS,O,O,X,X
OTLZISJ,O,O,X,X
OTLZJIS,O,O,X,X
OTLZJSI,O,O,X,X
OTLZSIJ,O,O,X,X
OTLZSJI,O,O,X,X
OTJILSZ,O,X,X,X
OTJILZS,O,X,X,X
OTJISLZ,O,O,X,X
OTJISZL,O,O,X,X
OTJIZLS,O,O,X,X
OTJIZSL,O,O,X,X
OTJLISZ,O,X,X,X
OTJLIZS,O,X,X,X
OTJLSIZ,O,O,X,O
OTJLSZI,O,O,X,O
OTJLZIS,O,O,X,X
OTJLZSI,O,O,X,X
OTJSILZ,O,O,X,X
OTJSIZL,O,O,X,X
OTJSLIZ,O,O,X,O
OTJSLZI,O,O,X,O
OTJSZIL,O,O,X,X
OTJSZLI,O,O,X,X
OTJZILS,O,O,X,X
OTJZISL,O,O,X,X
OTJZLIS,O,O,X,X
OTJZLSI,O,O,X,X
OTJZSIL,O,O,X,X
OTJZSLI,O,O,X,X
OTSILJZ,O,X,X,X
OTSILZJ,O,O,X,X
OTSIJLZ,O,O,X,X
OTSIJZL,O,O,X,X
OTSIZLJ,O,O,X,X
OTSIZJL,O,O,X,X
OTSLIJZ,O,X,X,X
OTSLIZJ,O,O,X,X
OTSLJIZ,O,O,X,O
OTSLJZI,O,O,X,O
OTSLZIJ,O,O,X,X
OTSLZJI,O,O,X,X
OTSJILZ,O,O,X,X
OTSJIZL,O,O,X,X
OTSJLIZ,O,O,X,O
OTSJLZI,O,O,X,O
OTSJZIL,O,O,X,X
OTSJZLI,O,O,X,X
OTSZILJ,O,O,X,X
OTSZIJL,O,O,X,X
OTSZLIJ,O,O,X,X
OTSZLJI,O,O,X,X
OTSZJIL,O,O,X,X
OTSZJLI,O,O,X,X
OTZILJS,O,O,X,X
OTZILSJ,O,O,X,X
OTZIJLS,O,O,X,X
OTZIJSL,O,O,X,X
OTZISLJ,O,O,X,X
OTZISJL,O,O,X,X
OTZLIJS,O,O,X,X
OTZLISJ,O,O,X,X
OTZLJIS,O,O,X,X
OTZLJSI,O,O,X,X
OTZLSIJ,O,O,X,X
OTZLSJI,O,O,X,X
OTZJILS,O,O,X,X
OTZJISL,O,O,X,X
OTZJLIS,O,O,X,X
OTZJLSI,O,O,X,X
OTZJSIL,O,O,X,X
OTZJSLI,O,O,X,X
OTZSILJ,O,O,X,X
OTZSIJL,O,O,X,X
OTZSLIJ,O,O,X,X
OTZSLJI,O,O,X,X
OTZSJIL,O,O,X,X
OTZSJLI,O,O,X,X
OITLJSZ,O,X,X,X
OITLJZS,O,X,X,X
OITLSJZ,O,X,X,X
OITLSZJ,O,X,X,X
OITLZJS,O,X,X,X
OITLZSJ,O,X,X,X
OITJLSZ,O,X,X,X
OITJLZS,O,X,X,X
OITJSLZ,O,O,X,X
OITJSZL,O,O,X,X
OITJZLS,O,O,X,X
OITJZSL,O,O,X,X
OITSLJZ,O,X,X,X
OITSLZJ,O,O,X,X
OITSJLZ,O,O,X,X
OITSJZL,O,O,X,X
OITSZLJ,O,O,X,X
OITSZJL,O,O,X,X
OITZLJS,O,O,X,X
OITZLSJ,O,O,X,X
OITZJLS,O,O,X,X
OITZJSL,O,O,X,X
OITZSLJ,O,O,X,X
OITZSJL,O,O,X,X
OILTJSZ,O,X,X,X
OILTJZS,O,X,O,X
OILTSJZ,O,X,X,X
OILTSZJ,O,X,X,X
OILTZJS,O,X,O,X
OILTZSJ,O,X,O,X
OILJTSZ,O,X,X,X
OILJTZS,O,X,O,X
OILJSTZ,O,X,X,O
OILJSZT,O,X,X,X
OILJZTS,O,X,O,X
OILJZST,O,X,O,X
OILSTJZ,O,X,X,X
OILSTZJ,O,X,X,X
OILSJTZ,O,X,X,O
OILSJZT,O,X,X,X
OILSZTJ,O,X,X,X
OILSZJT,O,X,X,X
OILZTJS,O,X,O,X
OILZTSJ,O,X,O,X
OILZJTS,O,X,O,X
OILZJST,O,X,O,X
OILZSTJ,O,X,O,X
OILZSJT,O,X,O,X
OIJTLSZ,O,X,X,X
OIJTLZS,O,X,X,X
OIJTSLZ,O,O,X,X
OIJTSZL,O,O,X,X
OIJTZLS,O,O,X,X
OIJTZSL,O,O,X,X
OIJLTSZ,O,X,X,X
OIJLTZS,O,X,O,X
OIJLSTZ,O,O,X,O
OIJLSZT,O,O,X,X
OIJLZTS,O,X,O,X
OIJLZST,O,O,O,X
OIJSTLZ,O,O,X,X
OIJSTZL,O,O,X,X
OIJSLTZ,O,O,X,O
OIJSLZT,O,O,X,X
OIJSZTL,O,O,X,X
OIJSZLT,O,O,X,X
OIJZTLS,O,O,X,X
OIJZTSL,O,O,X,X
OIJZLTS,O,O,O,X
OIJZLST,O,O,O,X
OIJZSTL,O,O,X,X
OIJZSLT,O,O,O,X
OISTLJZ,O,X,X,X
OISTLZJ,O,O,X,X
OISTJLZ,O,O,X,X
OISTJZL,O,O,X,X
OISTZLJ,O,O,X,X
OISTZJL,O,O,X,X
OISLTJZ,O,X,X,X
OISLTZJ,O,O,X,X
OISLJTZ,O,X,X,O
OISLJZT,O,X,X,X
OISLZTJ,O,O,X,X
OISLZJT,O,X,X,X
OISJTLZ,O,O,X,X
OISJTZL,O,O,X,X
OISJLTZ,O,O,X,O
OISJLZT,O,O,X,X
OISJZTL,O,O,X,X
OISJZLT,O,O,X,X
OISZTLJ,O,O,X,X
OISZTJL,O,O,X,X
OISZLTJ,O,O,X,X
OISZLJT,O,O,X,X
OISZJTL,O,O,X,X
OISZJLT,O,O,X,X
OIZTLJS,O,O,X,X
OIZTLSJ,O,O,X,X
OIZTJLS,O,O,X,X
OIZTJSL,O,O,X,X
OIZTSLJ,O,O,X,X
OIZTSJL,O,O,X,X
OIZLTJS,O,O,O,X
OIZLTSJ,O,O,O,X
OIZLJTS,O,O,O,X
OIZLJST,O,O,O,X
OIZLSTJ,O,O,O,X
OIZLSJT,O,O,O,X
OIZJTLS,O,O,X,X
OIZJTSL,O,O,X,X
OIZJLTS,O,O,O,X
OIZJLST,O,O,O,X
OIZJSTL,O,O,X,X
OIZJSLT,O,O,O,X
OIZSTLJ,O,O,X,X
OIZSTJL,O,O,X,X
OIZSLTJ,O,O,O,X
OIZSLJT,O,O,O,X
OIZSJTL,O,O,X,X
OIZSJLT,O,O,O,X
OLTIJSZ,O,X,X,X
OLTIJZS,O,X,O,X
OLTISJZ,O,X,X,X
OLTISZJ,O,X,X,X
OLTIZJS,O,X,O,X
OLTIZSJ,O,X,O,X
OLTJISZ,O,X,X,X
OLTJIZS,O,X,O,X
OLTJSIZ,O,O,X,O
OLTJSZI,O,O,X,O
OLTJZIS,O,O,O,X
OLTJZSI,O,O,O,X
OLTSIJZ,O,X,X,X
OLTSIZJ,O,O,X,X
OLTSJIZ,O,O,X,O
OLTSJZI,O,O,X,O
OLTSZIJ,O,O,X,X
OLTSZJI,O,O,X,X
OLTZIJS,O,O,O,X
OLTZISJ,O,O,O,X
OLTZJIS,O,O,O,X
OLTZJSI,O,O,O,X
OLTZSIJ,O,O,O,X
OLTZSJI,O,O,O,X
OLITJSZ,O,X,X,X
OLITJZS,O,X,O,X
OLITSJZ,O,X,X,X
OLITSZJ,O,X,X,X
OLITZJS,O,X,O,X
OLITZSJ,O,X,O,X
OLIJTSZ,O,X,X,X
OLIJTZS,O,X,O,X
OLIJSTZ,O,X,X,O
OLIJSZT,O,X,X,X
OLIJZTS,O,X,O,X
OLIJZST,O,X,O,X
OLISTJZ,O,X,X,X
OLISTZJ,O,X,X,X
OLISJTZ,O,X,X,O
OLISJZT,O,X,X,X
OLISZTJ,O,X,X,X
OLISZJT,O,X,X,X
OLIZTJS,O,X,O,X
OLIZTSJ,O,X,O,X
OLIZJTS,O,X,O,X
OLIZJST,O,X,O,X
OLIZSTJ,O,X,O,X
OLIZSJT,O,X,O,X
OLJTISZ,O,X,X,X
OLJTIZS,O,X,O,X
OLJTSIZ,O,O,X,O
OLJTSZI,O,O,X,O
OLJTZIS,O,O,O,X
OLJTZSI,O,O,O,X
OLJITSZ,O,X,X,X
OLJITZS,O,X,O,X
OLJISTZ,O,O,X,O
OLJISZT,O,O,X,X
OLJIZTS,O,X,O,X
OLJIZST,O,O,O,X
OLJSTIZ,O,O,X,O
OLJSTZI,O,O,X,O
OLJSITZ,O,O,X,O
OLJSIZT,O,O,X,X
OLJSZTI,O,O,X,O
OLJSZIT,O,O,X,X
OLJZTIS,O,O,O,X
OLJZTSI,O,O,O,X
OLJZITS,O,O,O,X
OLJZIST,O,O,O,X
OLJZSTI,O,O,O,O
OLJZSIT,O,O,O,X
OLSTIJZ,O,X,X,X
OLSTIZJ,O,O,X,X
OLSTJIZ,O,O,X,O
OLSTJZI,O,O,X,O
OLSTZIJ,O,O,X,X
OLSTZJI,O,O,X,X
OLSITJZ,O,X,X,X
OLSITZJ,O,O,X,X
OLSIJTZ,O,X,X,O
OLSIJZT,O,X,X,X
OLSIZTJ,O,O,X,X
OLSIZJT,O,X,X,X
OLSJTIZ,O,O,X,O
OLSJTZI,O,O,X,O
OLSJITZ,O,O,X,O
OLSJIZT,O,O,X,X
OLSJZTI,O,O,X,O
OLSJZIT,O,O,X,X
OLSZTIJ,O,O,X,X
OLSZTJI,O,O,X,X
OLSZITJ,O,O,X,X
OLSZIJT,O,O,X,X
OLSZJTI,O,O,X,O
OLSZJIT,O,O,X,X
OLZTIJS,O,O,O,X
OLZTISJ,O,O,O,X
OLZTJIS,O,O,O,X
OLZTJSI,O,O,O,X
OLZTSIJ,O,O,O,X
OLZTSJI,O,O,O,X
OLZITJS,O,O,O,X
OLZITSJ,O,O,O,X
OLZIJTS,O,O,O,X
OLZIJST,O,O,O,X
OLZISTJ,O,O,O,X
OLZISJT,O,O,O,X
OLZJTIS,O,O,O,X
OLZJTSI,O,O,O,X
OLZJITS,O,O,O,X
OLZJIST,O,O,O,X
OLZJSTI,O,O,O,O
OLZJSIT,O,O,O,X
OLZSTIJ,O,O,O,X
OLZSTJI,O,O,O,X
OLZSITJ,O,O,O,X
OLZSIJT,O,O,O,X
OLZSJTI,O,O,O,O
OLZSJIT,O,O,O,X
OJTILSZ,O,X,X,X
OJTILZS,O,X,X,X
OJTISLZ,O,O,X,X
OJTISZL,O,O,X,X
OJTIZLS,O,O,X,X
OJTIZSL,O,O,X,X
OJTLISZ,O,X,X,X
OJTLIZS,O,X,X,X
OJTLSIZ,O,O,X,O
OJTLSZI,O,O,X,O
OJTLZIS,O,O,X,X
OJTLZSI,O,O,X,X
OJTSILZ,O,O,X,X
OJTSIZL,O,O,X,X
OJTSLIZ,O,O,X,O
OJTSLZI,O,O,X,O
OJTSZIL,O,O,X,X
OJTSZLI,O,O,X,X
OJTZILS,O,O,X,X
OJTZISL,O,O,X,X
OJTZLIS,O,O,X,X
OJTZLSI,O,O,X,X
OJTZSIL,O,O,X,X
OJTZSLI,O,O,X,X
OJITLSZ,O,X,X,X
OJITLZS,O,X,X,X
OJITSLZ,O,O,X,X
OJITSZL,O,O,X,X
OJITZLS,O,O,X,X
OJITZSL,O,O,X,X
OJILTSZ,O,X,X,X
OJILTZS,O,X,O,X
OJILSTZ,O,O,X,O
OJILSZT,O,O,X,X
OJILZTS,O,X,O,X
OJILZST,O,O,O,X
OJISTLZ,O,O,X,X
OJISTZL,O,O,X,X
OJISLTZ,O,O,X,O
OJISLZT,O,O,X,X
OJISZTL,O,O,X,X
OJISZLT,O,O,X,X
OJIZTLS,O,O,X,X
OJIZTSL,O,O,X,X
OJIZLTS,O,O,O,X
OJIZLST,O,O,O,X
OJIZSTL,O,O,X,X
OJIZSLT,O,O,O,X
OJLTISZ,O,X,X,X
OJLTIZS,O,X,O,X
OJLTSIZ,O,O,X,O
OJLTSZI,O,O,X,O
OJLTZIS,O,O,O,X
OJLTZSI,O,O,O,X
OJLITSZ,O,X,X,X
OJLITZS,O,X,O,X
OJLISTZ,O,O,X,O
OJLISZT,O,O,X,X
OJLIZTS,O,X,O,X
OJLIZST,O,O,O,X
OJLSTIZ,O,O,X,O
OJLSTZI,O,O,X,O
OJLSITZ,O,O,X,O
OJLSIZT,O,O,X,X
OJLSZTI,O,O,X,O
OJLSZIT,O,O,X,X
OJLZTIS,O,O,O,X
OJLZTSI,O,O,O,X
OJLZITS,O,O,O,X
OJLZIST,O,O,O,X
OJLZSTI,O,O,O,O
OJLZSIT,O,O,O,X
OJSTILZ,O,O,X,X
OJSTIZL,O,O,X,X
OJSTLIZ,O,O,X,O
OJSTLZI,O,O,X,O
OJSTZIL,O,O,X,X
OJSTZLI,O,O,X,X
OJSITLZ,O,O,X,X
OJSITZL,O,O,X,X
OJSILTZ,O,O,X,O
OJSILZT,O,O,X,X
OJSIZTL,O,O,X,X
OJSIZLT,O,O,X,X
OJSLTIZ,O,O,X,O
OJSLTZI,O,O,X,O
OJSLITZ,O,O,X,O
OJSLIZT,O,O,X,X
OJSLZTI,O,O,X,O
OJSLZIT,O,O,X,X
OJSZTIL,O,O,X,X
OJSZTLI,O,O,X,X
OJSZITL,O,O,X,X
OJSZILT,O,O,X,X
OJSZLTI,O,O,X,O
OJSZLIT,O,O,X,X
OJZTILS,O,O,X,X
OJZTISL,O,O,X,X
OJZTLIS,O,O,X,X
OJZTLSI,O,O,X,X
OJZTSIL,O,O,X,X
OJZTSLI,O,O,X,X
OJZITLS,O,O,X,X
OJZITSL,O,O,X,X
OJZILTS,O,O,O,X
OJZILST,O,O,O,X
OJZISTL,O,O,X,X
OJZISLT,O,O,O,X
OJZLTIS,O,O,O,X
OJZLTSI,O,O,O,X
OJZLITS,O,O,O,X
OJZLIST,O,O,O,X
OJZLSTI,O,O,O,O
OJZLSIT,O,O,O,X
OJZSTIL,O,O,X,X
OJZSTLI,O,O,X,X
OJZSITL,O,O,X,X
OJZSILT,O,O,O,X
OJZSLTI,O,O,O,O
OJZSLIT,O,O,O,X
OSTILJZ,O,X,X,X
OSTILZJ,O,O,X,X
OSTIJLZ,O,O,X,X
OSTIJZL,O,O,X,X
OSTIZLJ,O,O,X,X
OSTIZJL,O,O,X,X
OSTLIJZ,O,X,X,X
OSTLIZJ,O,O,X,X
OSTLJIZ,O,O,X,O
OSTLJZI,O,O,X,O
OSTLZIJ,O,O,X,X
OSTLZJI,O,O,X,X
OSTJILZ,O,O,X,X
OSTJIZL,O,O,X,X
OSTJLIZ,O,O,X,O
OSTJLZI,O,O,X,O
OSTJZIL,O,O,X,X
OSTJZLI,O,O,X,X
OSTZILJ,O,O,X,X
OSTZIJL,O,O,X,X
OSTZLIJ,O,O,X,X
OSTZLJI,O,O,X,X
OSTZJIL,O,O,X,X
OSTZJLI,O,O,X,X
OSITLJZ,O,X,X,X
OSITLZJ,O,O,X,X
OSITJLZ,O,O,X,X
OSITJZL,O,O,X,X
OSITZLJ,O,O,X,X
OSITZJL,O,O,X,X
OSILTJZ,O,X,X,X
OSILTZJ,O,O,X,X
OSILJTZ,O,X,X,O
OSILJZT,O,X,X,X
OSILZTJ,O,O,X,X
OSILZJT,O,X,X,X
OSIJTLZ,O,O,X,X
OSIJTZL,O,O,X,X
OSIJLTZ,O,O,X,O
OSIJLZT,O,O,X,X
OSIJZTL,O,O,X,X
OSIJZLT,O,O,X,X
OSIZTLJ,O,O,X,X
OSIZTJL,O,O,X,X
OSIZLTJ,O,O,X,X
OSIZLJT,O,O,X,X
OSIZJTL,O,O,X,X
OSIZJLT,O,O,X,X
OSLTIJZ,O,X,X,X
OSLTIZJ,O,O,X,X
OSLTJIZ,O,O,X,O
OSLTJZI,O,O,X,O
OSLTZIJ,O,O,X,X
OSLTZJI,O,O,X,X
OSLITJZ,O,X,X,X
OSLITZJ,O,O,X,X
OSLIJTZ,O,X,X,O
OSLIJZT,O,X,X,X
OSLIZTJ,O,O,X,X
OSLIZJT,O,X,X,X
OSLJTIZ,O,O,X,O
OSLJTZI,O,O,X,O
OSLJITZ,O,O,X,O
OSLJIZT,O,O,X,X
OSLJZTI,O,O,X,O
OSLJZIT,O,O,X,X
OSLZTIJ,O,O,X,X
OSLZTJI,O,O,X,X
OSLZITJ,O,O,X,X
OSLZIJT,O,O,X,X
OSLZJTI,O,O,X,O
OSLZJIT,O,O,X,X
OSJTILZ,O,O,X,X
OSJTIZL,O,O,X,X
OSJTLIZ,O,O,X,O
OSJTLZI,O,O,X,O
OSJTZIL,O,O,X,X
OSJTZLI,O,O,X,X
OSJITLZ,O,O,X,X
OSJITZL,O,O,X,X
OSJILTZ,O,O,X,O
OSJILZT,O,O,X,X
OSJIZTL,O,O,X,X
OSJIZLT,O,O,X,X
OSJLTIZ,O,O,X,O
OSJLTZI,O,O,X,O
OSJLITZ,O,O,X,O
OSJLIZT,O,O,X,X
OSJLZTI,O,O,X,O
OSJLZIT,O,O,X,X
OSJZTIL,O,O,X,X
OSJZTLI,O,O,X,X
OSJZITL,O,O,X,X
OSJZILT,O,O,X,X
OSJZLTI,O,O,X,O
OSJZLIT,O,O,X,X
OSZTILJ,O,O,X,X
OSZTIJL,O,O,X,X
OSZTLIJ,O,O,X,X
OSZTLJI,O,O,X,X
OSZTJIL,O,O,X,X
OSZTJLI,O,O,X,X
OSZITLJ,O,O,X,X
OSZITJL,O,O,X,X
OSZILTJ,O,O,X,X
OSZILJT,O,O,X,X
OSZIJTL,O,O,X,X
OSZIJLT,O,O,X,X
OSZLTIJ,O,O,X,X
OSZLTJI,O,O,X,X
OSZLITJ,O,O,X,X
OSZLIJT,O,O,X,X
OSZLJTI,O,O,X,O
OSZLJIT,O,O,X,X
OSZJTIL,O,O,X,X
OSZJTLI,O,O,X,X
OSZJITL,O,O,X,X
OSZJILT,O,O,X,X
OSZJLTI,O,O,X,O
OSZJLIT,O,O,X,X
OZTILJS,O,O,X,X
OZTILSJ,O,O,X,X
OZTIJLS,O,O,X,X
OZTIJSL,O,O,X,X
OZTISLJ,O,O,X,X
OZTISJL,O,O,X,X
OZTLIJS,O,O,X,X
OZTLISJ,O,O,X,X
OZTLJIS,O,O,X,X
OZTLJSI,O,O,X,X
OZTLSIJ,O,O,X,X
OZTLSJI,O,O,X,X
OZTJILS,O,O,X,X
OZTJISL,O,O,X,X
OZTJLIS,O,O,X,X
OZTJLSI,O,O,X,X
OZTJSIL,O,O,X,X
OZTJSLI,O,O,X,X
OZTSILJ,O,O,X,X
OZTSIJL,O,O,X,X
OZTSLIJ,O,O,X,X
OZTSLJI,O,O,X,X
OZTSJIL,O,O,X,X
OZTSJLI,O,O,X,X
OZITLJS,O,O,X,X
OZITLSJ,O,O,X,X
OZITJLS,O,O,X,X
OZITJSL,O,O,X,X
OZITSLJ,O,O,X,X
OZITSJL,O,O,X,X
OZILTJS,O,O,O,X
OZILTSJ,O,O,O,X
OZILJTS,O,O,O,X
OZILJST,O,O,O,X
OZILSTJ,O,O,O,X
OZILSJT,O,O,O,X
OZIJTLS,O,O,X,X
OZIJTSL,O,O,X,X
OZIJLTS,O,O,O,X
OZIJLST,O,O,O,X
OZIJSTL,O,O,X,X
OZIJSLT,O,O,O,X
OZISTLJ,O,O,X,X
OZISTJL,O,O,X,X
OZISLTJ,O,O,O,X
OZISLJT,O,O,O,X
OZISJTL,O,O,X,X
OZISJLT,O,O,O,X
OZLTIJS,O,O,O,X
OZLTISJ,O,O,O,X
OZLTJIS,O,O,O,X
OZLTJSI,O,O,O,X
OZLTSIJ,O,O,O,X
OZLTSJI,O,O,O,X
OZLITJS,O,O,O,X
OZLITSJ,O,O,O,X
OZLIJTS,O,O,O,X
OZLIJST,O,O,O,X
OZLISTJ,O,O,O,X
OZLISJT,O,O,O,X
OZLJTIS,O,O,O,X
OZLJTSI,O,O,O,X
OZLJITS,O,O,O,X
OZLJIST,O,O,O,X
OZLJSTI,O,O,O,O
OZLJSIT,O,O,O,X
OZLSTIJ,O,O,O,X
OZLSTJI,O,O,O,X
OZLSITJ,O,O,O,X
OZLSIJT,O,O,O,X
OZLSJTI,O,O,O,O
OZLSJIT,O,O,O,X
OZJTILS,O,O,X,X
OZJTISL,O,O,X,X
OZJTLIS,O,O,X,X
OZJTLSI,O,O,X,X
OZJTSIL,O,O,X,X
OZJTSLI,O,O,X,X
OZJITLS,O,O,X,X
OZJITSL,O,O,X,X
OZJILTS,O,O,O,X
OZJILST,O,O,O,X
OZJISTL,O,O,X,X
OZJISLT,O,O,O,X
OZJLTIS,O,O,O,X
OZJLTSI,O,O,O,X
OZJLITS,O,O,O,X
OZJLIST,O,O,O,X
OZJLSTI,O,O,O,O
OZJLSIT,O,O,O,X
OZJSTIL,O,O,X,X
OZJSTLI,O,O,X,X
OZJSITL,O,O,X,X
OZJSILT,O,O,O,X
OZJSLTI,O,O,O,O
OZJSLIT,O,O,O,X
OZSTILJ,O,O,X,X
OZSTIJL,O,O,X,X
OZSTLIJ,O,O,X,X
OZSTLJI,O,O,X,X
OZSTJIL,O,O,X,X
OZSTJLI,O,O,X,X
OZSITLJ,O,O,X,X
OZSITJL,O,O,X,X
OZSILTJ,O,O,O,X
OZSILJT,O,O,O,X
OZSIJTL,O,O,X,X
OZSIJLT,O,O,O,X
OZSLTIJ,O,O,O,X
OZSLTJI,O,O,O,X
OZSLITJ,O,O,O,X
OZSLIJT,O,O,O,X
OZSLJTI,O,O,O,O
OZSLJIT,O,O,O,X
OZSJTIL,O,O,X,X
OZSJTLI,O,O,X,X
OZSJITL,O,O,X,X
OZSJILT,O,O,O,X
OZSJLTI,O,O,O,O
OZSJLIT,O,O,O,X
