sequence,v115@HhA8IeA8GeD8AeA8AeE8Jem/IvhFzgBRiBSoBfqBUn?BFrB,v115@HhA8IeA8GeD8AeA8AeE8Je0/IvhFxgBTjBarBGnBXn?BFqB,v115@HhA8IeA8GeD8AeA8AeE8Je6EJvhFZlBUhBGiBTjBfr?BVxB,v115@HhA8IeA8GeD8AeA8AeE8Jex/IvhFylBGiBTjBfqBUn?BFrB,v115@HhA8IeA8GeD8AeA8AeE8Je6EJvhFZlBFhB8mB+nBTj?BfrB,v115@HhA8IeA8GeD8AeA8AeE8JezBJvhFGjBRlB3nB0kBFr?BiqB
LZISOJT,O,O,O,X,O,X
LZIOTJS,O,O,O,X,X,X
LZIOTSJ,O,X,O,X,X,X
LZIOJTS,X,O,X,X,O,X
LZIOJST,X,O,X,X,O,X
LZIOSTJ,O,X,O,X,O,X
LZIOSJT,O,O,O,X,O,X
LZJTISO,O,O,X,X,O,X
LZJTIOS,O,O,X,X,O,X
LZJTSIO,O,O,X,O,O,X
LZJTSOI,O,O,X,O,O,X
LZJTOIS,O,O,X,X,O,X
LZJTOSI,O,O,X,O,O,X
LZJITSO,O,X,X,X,O,X
LZJITOS,O,O,X,X,O,X
LZJISTO,O,X,X,X,O,X
LZJISOT,O,O,X,X,O,X
LZJIOTS,X,O,X,X,O,X
LZJIOST,X,O,X,X,O,X
LZJSTIO,O,X,X,O,O,X
LZJSTOI,O,X,X,O,O,X
LZJSITO,O,X,X,O,O,X
LZJSIOT,O,O,X,O,O,X
LZJSOTI,O,O,X,O,O,X
LZJSOIT,O,O,X,O,O,X
LZJOTIS,X,O,X,X,O,X
LZJOTSI,X,O,X,O,O,X
LZJOITS,X,O,X,X,O,X
LZJOIST,X,O,X,X,O,X
LZJOSTI,X,O,X,O,O,X
LZJOSIT,X,O,X,O,O,X
LZSTIJO,O,X,O,O,O,X
LZSTIOJ,O,X,O,O,O,X
LZSTJIO,O,X,O,O,O,X
LZSTJOI,O,X,O,O,O,X
LZSTOIJ,O,X,O,O,O,X
LZSTOJI,O,X,O,O,O,X
LZSITJO,O,X,O,O,O,X
LZSITOJ,O,X,O,O,O,X
LZSIJTO,O,X,X,O,O,X
LZSIJOT,O,O,O,O,O,X
LZSIOTJ,O,X,O,O,O,X
LZSIOJT,O,O,O,O,O,X
LZSJTIO,O,X,X,O,O,X
LZSJTOI,O,X,X,O,O,X
LZSJITO,O,X,X,O,O,X
LZSJIOT,O,O,O,O,O,X
LZSJOTI,O,O,O,O,O,X
LZSJOIT,O,O,O,O,O,X
LZSOTIJ,O,X,O,O,O,X
LZSOTJI,O,X,O,O,O,X
LZSOITJ,O,X,O,O,O,X
LZSOIJT,O,O,O,O,O,X
LZSOJTI,O,O,O,O,O,X
LZSOJIT,O,O,O,O,O,X
LZOTIJS,O,O,O,X,X,X
LZOTISJ,O,O,O,X,X,X
LZOTJIS,O,O,O,X,X,X
LZOTJSI,O,O,O,O,X,X
LZOTSIJ,O,O,O,O,X,X
LZOTSJI,O,O,O,O,X,X
LZOITJS,O,O,O,X,X,X
LZOITSJ,O,X,O,X,X,X
LZOIJTS,X,O,X,X,O,X
LZOIJST,X,O,X,X,O,X
LZOISTJ,O,X,O,X,O,X
LZOISJT,O,O,O,X,O,X
LZOJTIS,X,O,X,X,O,X
LZOJTSI,X,O,X,O,O,X
LZOJITS,X,O,X,X,O,X
LZOJIST,X,O,X,X,O,X
LZOJSTI,X,O,X,O,O,X
LZOJSIT,X,O,X,O,O,X
LZOSTIJ,O,X,O,O,O,X
LZOSTJI,O,X,O,O,O,X
LZOSITJ,O,X,O,O,O,X
LZOSIJT,O,O,O,O,O,X
LZOSJTI,O,O,O,O,O,X
LZOSJIT,O,O,O,O,O,X
LOTIJSZ,O,O,O,X,O,X
LOTIJZS,X,O,O,X,O,X
LOTISJZ,O,O,O,X,O,X
LOTISZJ,O,O,O,X,X,X
LOTIZJS,O,O,O,X,X,X
LOTIZSJ,O,O,O,X,X,X
LOTJISZ,O,O,O,X,O,X
LOTJIZS,X,O,O,X,O,X
LOTJSIZ,O,O,O,X,O,X
LOTJSZI,O,O,O,X,O,X
LOTJZIS,O,O,O,X,O,X
LOTJZSI,O,O,O,X,O,X
LOTSIJZ,O,O,O,O,O,X
LOTSIZJ,O,O,O,O,X,X
LOTSJIZ,O,O,O,O,O,X
LOTSJZI,O,O,O,O,O,X
LOTSZIJ,O,O,O,O,X,X
LOTSZJI,O,O,O,O,X,X
LOTZIJS,O,O,O,X,X,X
LOTZISJ,O,O,O,X,X,X
LOTZJIS,O,O,O,X,X,X
LOTZJSI,O,O,O,O,X,X
LOTZSIJ,O,O,O,O,X,X
LOTZSJI,O,O,O,O,X,X
LOITJSZ,O,O,O,X,O,X
LOITJZS,X,O,O,X,O,X
LOITSJZ,O,O,O,X,O,X
LOITSZJ,O,O,O,X,X,X
LOITZJS,X,O,O,X,X,X
LOITZSJ,O,O,O,X,X,X
LOIJTSZ,X,O,O,X,O,X
LOIJTZS,X,O,O,X,O,X
LOIJSTZ,X,X,O,X,O,X
LOIJSZT,X,O,O,X,O,X
LOIJZTS,X,O,X,X,O,X
LOIJZST,X,O,X,X,O,X
LOISTJZ,O,X,O,O,O,X
LOISTZJ,O,X,O,O,O,X
LOISJTZ,O,X,O,X,O,X
LOISJZT,O,O,O,O,O,X
LOISZTJ,O,X,O,O,O,X
LOISZJT,O,O,O,O,O,X
LOIZTJS,O,O,O,X,X,X
LOIZTSJ,O,X,O,X,X,X
LOIZJTS,X,O,X,X,O,X
LOIZJST,X,O,X,X,O,X
LOIZSTJ,O,X,O,X,O,X
LOIZSJT,O,O,O,X,O,X
LOJTISZ,X,O,O,X,O,X
LOJTIZS,X,O,O,X,O,X
LOJTSIZ,X,O,O,X,O,X
LOJTSZI,X,O,O,X,O,X
LOJTZIS,X,O,O,X,O,X
LOJTZSI,X,O,O,X,O,X
LOJITSZ,X,O,O,X,O,X
LOJITZS,X,O,O,X,O,X
LOJISTZ,X,X,O,X,O,X
LOJISZT,X,O,O,X,O,X
LOJIZTS,X,O,X,X,O,X
LOJIZST,X,O,X,X,O,X
LOJSTIZ,X,O,O,X,O,X
LOJSTZI,X,O,O,X,O,X
LOJSITZ,X,X,O,X,O,X
LOJSIZT,X,O,O,X,O,X
LOJSZTI,X,O,O,X,O,X
LOJSZIT,X,O,O,X,O,X
LOJZTIS,X,O,X,X,O,X
LOJZTSI,X,O,X,X,O,X
LOJZITS,X,O,X,X,O,X
LOJZIST,X,O,X,X,O,X
LOJZSTI,X,O,X,X,O,X
LOJZSIT,X,O,X,X,O,X
LOSTIJZ,O,O,O,O,O,X
LOSTIZJ,O,O,O,O,O,X
LOSTJIZ,O,O,O,O,O,X
LOSTJZI,O,O,O,O,O,X
LOSTZIJ,O,O,O,O,O,X
LOSTZJI,O,O,O,O,O,X
LOSITJZ,O,X,O,O,O,X
LOSITZJ,O,X,O,O,O,X
LOSIJTZ,O,X,O,X,O,X
LOSIJZT,O,O,O,O,O,X
LOSIZTJ,O,X,O,O,O,X
LOSIZJT,O,O,O,O,O,X
LOSJTIZ,O,O,O,X,O,X
LOSJTZI,O,O,O,X,O,X
LOSJITZ,O,X,O,X,O,X
LOSJIZT,O,O,O,O,O,X
LOSJZTI,O,O,O,O,O,X
LOSJZIT,O,O,O,O,O,X
LOSZTIJ,O,X,O,O,O,X
LOSZTJI,O,X,O,O,O,X
LOSZITJ,O,X,O,O,O,X
LOSZIJT,O,O,O,O,O,X
LOSZJTI,O,O,O,O,O,X
LOSZJIT,O,O,O,O,O,X
LOZTIJS,O,O,O,X,X,X
LOZTISJ,O,O,O,X,X,X
LOZTJIS,O,O,O,X,X,X
LOZTJSI,O,O,O,O,X,X
LOZTSIJ,O,O,O,O,X,X
LOZTSJI,O,O,O,O,X,X
LOZITJS,O,O,O,X,X,X
LOZITSJ,O,X,O,X,X,X
LOZIJTS,X,O,X,X,O,X
LOZIJST,X,O,X,X,O,X
LOZISTJ,O,X,O,X,O,X
LOZISJT,O,O,O,X,O,X
LOZJTIS,X,O,X,X,O,X
LOZJTSI,X,O,X,O,O,X
LOZJITS,X,O,X,X,O,X
LOZJIST,X,O,X,X,O,X
LOZJSTI,X,O,X,O,O,X
LOZJSIT,X,O,X,O,O,X
LOZSTIJ,O,X,O,O,O,X
LOZSTJI,O,X,O,O,O,X
LOZSITJ,O,X,O,O,O,X
LOZSIJT,O,O,O,O,O,X
LOZSJTI,O,O,O,O,O,X
LOZSJIT,O,O,O,O,O,X
JTILSZO,X,O,O,X,O,X
JTILSOZ,X,O,O,X,O,O
JTILZSO,X,O,O,X,O,X
JTILZOS,X,O,O,X,O,X
JTILOSZ,X,O,O,X,O,X
JTILOZS,X,O,O,X,O,X
JTISLZO,X,X,O,X,O,X
JTISLOZ,X,X,O,X,O,O
JTISZLO,X,X,O,X,O,X
JTISZOL,X,X,O,X,O,O
JTISOLZ,X,X,O,X,O,O
JTISOZL,X,X,O,X,O,O
JTIZLSO,X,O,O,X,O,X
JTIZLOS,X,O,O,X,O,X
JTIZSLO,X,X,O,X,O,X
JTIZSOL,X,X,O,X,O,O
JTIZOLS,X,O,O,X,O,X
JTIZOSL,X,X,O,X,O,X
JTIOLSZ,X,O,O,X,O,X
JTIOLZS,X,O,O,X,O,X
JTIOSLZ,X,X,O,X,O,O
JTIOSZL,X,X,O,X,O,O
JTIOZLS,X,O,O,X,O,X
JTIOZSL,X,X,O,X,O,X
JTLISZO,O,O,O,X,O,X
JTLISOZ,O,O,O,X,O,O
JTLIZSO,X,O,O,X,O,X
JTLIZOS,X,O,O,X,O,X
JTLIOSZ,O,O,O,X,O,X
JTLIOZS,X,O,O,X,O,X
JTLSIZO,O,O,O,X,O,X
JTLSIOZ,O,O,O,X,O,O
JTLSZIO,O,O,O,X,O,X
JTLSZOI,O,O,O,X,O,X
JTLSOIZ,O,O,O,X,O,O
JTLSOZI,O,O,O,X,O,X
JTLZISO,O,O,O,X,O,X
JTLZIOS,O,O,O,X,O,X
JTLZSIO,O,O,O,X,O,X
JTLZSOI,O,O,O,X,O,X
JTLZOIS,O,O,O,X,O,X
JTLZOSI,O,O,O,X,O,X
JTLOISZ,O,O,O,X,O,X
JTLOIZS,X,O,O,X,O,X
JTLOSIZ,O,O,O,X,O,X
JTLOSZI,O,O,O,X,O,X
JTLOZIS,O,O,O,X,O,X
JTLOZSI,O,O,O,X,O,X
JTSILZO,O,X,O,O,O,X
JTSILOZ,O,X,O,O,O,O
JTSIZLO,O,X,O,O,O,X
JTSIZOL,O,X,O,O,O,O
JTSIOLZ,O,X,O,O,O,O
JTSIOZL,O,X,O,O,O,O
JTSLIZO,O,O,O,O,O,X
JTSLIOZ,O,O,O,O,O,O
JTSLZIO,O,O,O,O,O,X
JTSLZOI,O,O,O,O,O,X
JTSLOIZ,O,O,O,O,O,O
JTSLOZI,O,O,O,O,O,X
JTSZILO,O,X,O,O,O,X
JTSZIOL,O,X,O,O,O,O
JTSZLIO,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,X
JTSZOIL,O,X,O,O,O,O
JTSZOLI,O,O,O,O,O,X
JTSOILZ,O,X,O,O,O,O
JTSOIZL,O,X,O,O,O,O
JTSOLIZ,O,O,O,O,O,O
JTSOLZI,O,O,O,O,O,X
JTSOZIL,O,X,O,O,O,O
JTSOZLI,O,O,O,O,O,X
JTZILSO,O,O,O,X,O,X
JTZILOS,O,O,O,X,O,X
JTZISLO,O,X,O,O,O,X
JTZISOL,O,X,O,O,O,O
JTZIOLS,O,O,O,X,O,X
JTZIOSL,O,X,O,O,O,X
JTZLISO,O,O,O,X,O,X
JTZLIOS,O,O,O,X,O,X
JTZLSIO,O,O,O,O,O,X
JTZLSOI,O,O,O,O,O,X
JTZLOIS,O,O,O,X,O,X
JTZLOSI,O,O,O,O,O,X
JTZSILO,O,X,O,O,O,X
JTZSIOL,O,X,O,O,O,O
JTZSLIO,O,O,O,O,O,X
JTZSLOI,O,O,O,O,O,X
JTZSOIL,O,X,O,O,O,O
JTZSOLI,O,O,O,O,O,X
JTZOILS,O,O,O,X,O,X
JTZOISL,O,X,O,O,O,X
JTZOLIS,O,O,O,X,O,X
JTZOLSI,O,O,O,O,O,X
JTZOSIL,O,X,O,O,O,X
JTZOSLI,O,O,O,O,O,X
JTOILSZ,X,O,O,X,O,X
JTOILZS,X,O,O,X,O,X
JTOISLZ,X,X,O,X,O,O
JTOISZL,X,X,O,X,O,O
JTOIZLS,X,O,O,X,O,X
JTOIZSL,X,X,O,X,O,X
JTOLISZ,O,O,O,X,O,X
JTOLIZS,X,O,O,X,O,X
JTOLSIZ,O,O,O,X,O,X
JTOLSZI,O,O,O,X,O,X
JTOLZIS,O,O,O,X,O,X
JTOLZSI,O,O,O,X,O,X
JTOSILZ,O,X,O,O,O,O
JTOSIZL,O,X,O,O,O,O
JTOSLIZ,O,O,O,O,O,O
JTOSLZI,O,O,O,O,O,X
JTOSZIL,O,X,O,O,O,O
JTOSZLI,O,O,O,O,O,X
JTOZILS,O,O,O,X,O,X
JTOZISL,O,X,O,O,O,X
JTOZLIS,O,O,O,X,O,X
JTOZLSI,O,O,O,O,O,X
JTOZSIL,O,X,O,O,O,X
JTOZSLI,O,O,O,O,O,X
JITLSZO,X,O,O,X,O,X
JITLSOZ,X,O,O,X,O,O
JITLZSO,X,O,O,X,O,X
JITLZOS,X,O,O,X,O,X
JITLOSZ,X,O,O,X,O,X
JITLOZS,X,O,O,X,O,X
JITSLZO,X,X,O,X,O,X
JITSLOZ,X,X,O,X,O,O
JITSZLO,X,X,O,X,O,X
JITSZOL,X,X,O,X,O,O
JITSOLZ,X,X,O,X,O,O
JITSOZL,X,X,O,X,O,O
JITZLSO,X,O,O,X,O,X
JITZLOS,X,O,O,X,O,X
JITZSLO,X,X,O,X,O,X
JITZSOL,X,X,O,X,O,O
JITZOLS,X,O,O,X,O,X
JITZOSL,X,X,O,X,O,X
JITOLSZ,X,O,O,X,O,X
JITOLZS,X,O,O,X,O,X
JITOSLZ,X,X,O,X,O,O
JITOSZL,X,X,O,X,O,O
JITOZLS,X,O,O,X,O,X
JITOZSL,X,X,O,X,O,X
JILTSZO,X,O,O,X,O,X
JILTSOZ,X,O,O,X,O,X
JILTZSO,X,O,O,X,O,X
JILTZOS,X,O,O,X,O,X
JILTOSZ,X,O,O,X,O,X
JILTOZS,X,O,O,X,O,X
JILSTZO,X,X,O,X,O,X
JILSTOZ,X,X,O,X,O,X
JILSZTO,X,X,X,X,O,X
JILSZOT,X,O,O,X,O,X
JILSOTZ,X,X,O,X,O,X
JILSOZT,X,O,O,X,O,X
JILZTSO,X,X,X,X,O,X
JILZTOS,X,O,X,X,O,X
JILZSTO,X,X,X,X,O,X
JILZSOT,X,O,X,X,O,X
JILZOTS,X,O,X,X,O,X
JILZOST,X,O,X,X,O,X
JILOTSZ,X,O,O,X,O,X
JILOTZS,X,O,O,X,O,X
JILOSTZ,X,X,O,X,O,X
JILOSZT,X,O,O,X,O,X
JILOZTS,X,O,X,X,O,X
JILOZST,X,O,X,X,O,X
JISTLZO,X,X,O,O,O,X
JISTLOZ,X,X,O,O,O,O
JISTZLO,X,X,O,O,O,X
JISTZOL,X,X,O,O,O,O
JISTOLZ,X,X,O,O,O,O
JISTOZL,X,X,O,O,O,O
JISLTZO,X,X,O,X,O,X
JISLTOZ,X,X,O,X,O,X
JISLZTO,X,X,X,O,O,X
JISLZOT,X,O,O,O,O,X
JISLOTZ,X,X,O,X,O,X
JISLOZT,X,O,O,O,O,X
JISZTLO,X,X,X,O,O,X
JISZTOL,X,X,X,O,O,X
JISZLTO,X,X,X,O,O,X
JISZLOT,X,X,O,O,O,X
JISZOTL,X,X,O,O,O,X
JISZOLT,X,X,O,O,O,X
JISOTLZ,X,X,O,O,O,O
JISOTZL,X,X,O,O,O,O
JISOLTZ,X,X,O,X,O,X
JISOLZT,X,O,O,O,O,X
JISOZTL,X,X,O,O,O,X
JISOZLT,X,X,O,O,O,X
JIZTLSO,X,X,X,X,O,X
JIZTLOS,X,X,X,X,O,X
JIZTSLO,X,X,X,X,O,X
JIZTSOL,X,X,X,X,O,X
JIZTOLS,X,X,X,X,O,X
JIZTOSL,X,X,X,X,O,X
JIZLTSO,X,X,X,X,O,X
JIZLTOS,X,O,X,X,O,X
JIZLSTO,X,X,X,X,O,X
JIZLSOT,X,O,X,X,O,X
JIZLOTS,X,O,X,X,O,X
JIZLOST,X,O,X,X,O,X
JIZSTLO,X,X,X,X,O,X
JIZSTOL,X,X,X,X,O,X
JIZSLTO,X,X,X,X,O,X
JIZSLOT,X,X,X,X,O,X
JIZSOTL,X,X,X,X,O,X
JIZSOLT,X,X,X,X,O,X
JIZOTLS,X,X,X,X,O,X
JIZOTSL,X,X,X,X,O,X
JIZOLTS,X,O,X,X,O,X
JIZOLST,X,O,X,X,O,X
JIZOSTL,X,X,X,X,O,X
JIZOSLT,X,X,X,X,O,X
JIOTLSZ,X,O,O,X,O,X
JIOTLZS,X,O,O,X,O,X
JIOTSLZ,X,X,O,X,O,X
JIOTSZL,X,X,O,X,O,X
JIOTZLS,X,O,O,X,O,X
JIOTZSL,X,X,O,X,O,X
JIOLTSZ,X,O,O,X,O,X
JIOLTZS,X,O,O,X,O,X
JIOLSTZ,X,X,O,X,O,X
JIOLSZT,X,O,O,X,O,X
JIOLZTS,X,O,X,X,O,X
JIOLZST,X,O,X,X,O,X
JIOSTLZ,X,X,O,O,O,X
JIOSTZL,X,X,O,O,O,X
JIOSLTZ,X,X,O,X,O,X
JIOSLZT,X,O,O,O,O,X
JIOSZTL,X,X,O,O,O,X
JIOSZLT,X,X,O,O,O,X
JIOZTLS,X,X,X,X,O,X
JIOZTSL,X,X,X,X,O,X
JIOZLTS,X,O,X,X,O,X
JIOZLST,X,O,X,X,O,X
JIOZSTL,X,X,X,X,O,X
JIOZSLT,X,X,X,X,O,X
JLTISZO,O,O,O,X,O,X
JLTISOZ,O,O,O,X,O,O
JLTIZSO,X,O,O,X,O,X
JLTIZOS,X,O,O,X,O,X
JLTIOSZ,O,O,O,X,O,X
JLTIOZS,X,O,O,X,O,X
JLTSIZO,O,O,O,X,O,X
JLTSIOZ,O,O,O,X,O,O
JLTSZIO,O,O,O,X,O,X
JLTSZOI,O,O,O,X,O,X
JLTSOIZ,O,O,O,X,O,O
JLTSOZI,O,O,O,X,O,X
JLTZISO,O,O,O,X,O,X
JLTZIOS,O,O,O,X,O,X
JLTZSIO,O,O,O,X,O,X
JLTZSOI,O,O,O,X,O,X
JLTZOIS,O,O,O,X,O,X
JLTZOSI,O,O,O,X,O,X
JLTOISZ,O,O,O,X,O,X
JLTOIZS,X,O,O,X,O,X
JLTOSIZ,O,O,O,X,O,X
JLTOSZI,O,O,O,X,O,X
JLTOZIS,O,O,O,X,O,X
JLTOZSI,O,O,O,X,O,X
JLITSZO,O,O,O,X,O,X
JLITSOZ,O,O,O,X,O,X
JLITZSO,X,O,O,X,O,X
JLITZOS,X,O,O,X,O,X
JLITOSZ,O,O,O,X,O,X
JLITOZS,X,O,O,X,O,X
JLISTZO,O,X,O,X,O,X
JLISTOZ,O,X,O,X,O,X
JLISZTO,O,X,X,X,O,X
JLISZOT,O,O,O,X,O,X
JLISOTZ,O,X,O,X,O,X
JLISOZT,O,O,O,X,O,X
JLIZTSO,O,X,X,X,O,X
JLIZTOS,O,O,X,X,O,X
JLIZSTO,O,X,X,X,O,X
JLIZSOT,O,O,X,X,O,X
JLIZOTS,X,O,X,X,O,X
JLIZOST,X,O,X,X,O,X
JLIOTSZ,X,O,O,X,O,X
JLIOTZS,X,O,O,X,O,X
JLIOSTZ,X,X,O,X,O,X
JLIOSZT,X,O,O,X,O,X
JLIOZTS,X,O,X,X,O,X
JLIOZST,X,O,X,X,O,X
JLSTIZO,O,O,O,X,O,X
JLSTIOZ,O,O,O,X,O,O
JLSTZIO,O,O,O,X,O,X
JLSTZOI,O,O,O,X,O,X
JLSTOIZ,O,O,O,X,O,O
JLSTOZI,O,O,O,X,O,X
JLSITZO,O,X,O,X,O,X
JLSITOZ,O,X,O,X,O,X
JLSIZTO,O,X,X,X,O,X
JLSIZOT,O,O,O,X,O,X
JLSIOTZ,O,X,O,X,O,X
JLSIOZT,O,O,O,X,O,X
JLSZTIO,O,X,X,X,O,X
JLSZTOI,O,X,X,X,O,X
JLSZITO,O,X,X,X,O,X
JLSZIOT,O,O,O,X,O,X
JLSZOTI,O,O,O,X,O,X
JLSZOIT,O,O,O,X,O,X
JLSOTIZ,O,O,O,X,O,O
JLSOTZI,O,O,O,X,O,X
JLSOITZ,O,X,O,X,O,X
JLSOIZT,O,O,O,X,O,X
JLSOZTI,O,O,O,X,O,X
JLSOZIT,O,O,O,X,O,X
JLZTISO,O,O,X,X,O,X
JLZTIOS,O,O,X,X,O,X
JLZTSIO,O,O,X,X,O,X
JLZTSOI,O,O,X,X,O,X
JLZTOIS,O,O,X,X,O,X
JLZTOSI,O,O,X,X,O,X
JLZITSO,O,X,X,X,O,X
JLZITOS,O,O,X,X,O,X
JLZISTO,O,X,X,X,O,X
JLZISOT,O,O,X,X,O,X
JLZIOTS,X,O,X,X,O,X
JLZIOST,X,O,X,X,O,X
JLZSTIO,O,X,X,X,O,X
JLZSTOI,O,X,X,X,O,X
JLZSITO,O,X,X,X,O,X
JLZSIOT,O,O,X,X,O,X
JLZSOTI,O,O,X,X,O,X
JLZSOIT,O,O,X,X,O,X
JLZOTIS,X,O,X,X,O,X
JLZOTSI,X,O,X,X,O,X
JLZOITS,X,O,X,X,O,X
JLZOIST,X,O,X,X,O,X
JLZOSTI,X,O,X,X,O,X
JLZOSIT,X,O,X,X,O,X
JLOTISZ,X,O,O,X,O,X
JLOTIZS,X,O,O,X,O,X
JLOTSIZ,X,O,O,X,O,X
JLOTSZI,X,O,O,X,O,X
JLOTZIS,X,O,O,X,O,X
JLOTZSI,X,O,O,X,O,X
JLOITSZ,X,O,O,X,O,X
JLOITZS,X,O,O,X,O,X
JLOISTZ,X,X,O,X,O,X
JLOISZT,X,O,O,X,O,X
JLOIZTS,X,O,X,X,O,X
JLOIZST,X,O,X,X,O,X
JLOSTIZ,X,O,O,X,O,X
JLOSTZI,X,O,O,X,O,X
JLOSITZ,X,X,O,X,O,X
JLOSIZT,X,O,O,X,O,X
JLOSZTI,X,O,O,X,O,X
JLOSZIT,X,O,O,X,O,X
JLOZTIS,X,O,X,X,O,X
JLOZTSI,X,O,X,X,O,X
JLOZITS,X,O,X,X,O,X
JLOZIST,X,O,X,X,O,X
JLOZSTI,X,O,X,X,O,X
JLOZSIT,X,O,X,X,O,X
JSTILZO,O,X,O,O,O,X
JSTILOZ,O,X,O,O,O,O
JSTIZLO,O,X,O,O,O,X
JSTIZOL,O,X,O,O,O,O
JSTIOLZ,O,X,O,O,O,O
JSTIOZL,O,X,O,O,O,O
JSTLIZO,O,O,O,O,O,X
JSTLIOZ,O,O,O,O,O,O
JSTLZIO,O,O,O,O,O,X
JSTLZOI,O,O,O,O,O,X
JSTLOIZ,O,O,O,O,O,O
JSTLOZI,O,O,O,O,O,X
JSTZILO,O,X,O,O,O,X
JSTZIOL,O,X,O,O,O,O
JSTZLIO,O,O,O,O,O,X
JSTZLOI,O,O,O,O,O,X
JSTZOIL,O,X,O,O,O,O
JSTZOLI,O,O,O,O,O,X
JSTOILZ,O,X,O,O,O,O
JSTOIZL,O,X,O,O,O,O
JSTOLIZ,O,O,O,O,O,O
JSTOLZI,O,O,O,O,O,X
JSTOZIL,O,X,O,O,O,O
JSTOZLI,O,O,O,O,O,X
JSITLZO,O,X,O,O,O,X
JSITLOZ,O,X,O,O,O,O
JSITZLO,O,X,O,O,O,X
JSITZOL,O,X,O,O,O,O
JSITOLZ,O,X,O,O,O,O
JSITOZL,O,X,O,O,O,O
JSILTZO,O,X,O,X,O,X
JSILTOZ,O,X,O,X,O,X
JSILZTO,O,X,X,O,O,X
JSILZOT,O,O,O,O,O,X
JSILOTZ,O,X,O,X,O,X
JSILOZT,O,O,O,O,O,X
JSIZTLO,O,X,X,O,O,X
JSIZTOL,O,X,X,O,O,X
JSIZLTO,O,X,X,O,O,X
JSIZLOT,O,X,O,O,O,X
JSIZOTL,O,X,O,O,O,X
JSIZOLT,O,X,O,O,O,X
JSIOTLZ,X,X,O,O,O,O
JSIOTZL,X,X,O,O,O,O
JSIOLTZ,X,X,O,X,O,X
JSIOLZT,X,O,O,O,O,X
JSIOZTL,X,X,O,O,O,X
JSIOZLT,X,X,O,O,O,X
JSLTIZO,O,O,O,X,O,X
JSLTIOZ,O,O,O,X,O,O
JSLTZIO,O,O,O,X,O,X
JSLTZOI,O,O,O,X,O,X
JSLTOIZ,O,O,O,X,O,O
JSLTOZI,O,O,O,X,O,X
JSLITZO,O,X,O,X,O,X
JSLITOZ,O,X,O,X,O,X
JSLIZTO,O,X,X,O,O,X
JSLIZOT,O,O,O,O,O,X
JSLIOTZ,O,X,O,X,O,X
JSLIOZT,O,O,O,O,O,X
JSLZTIO,O,X,X,O,O,X
JSLZTOI,O,X,X,O,O,X
JSLZITO,O,X,X,O,O,X
JSLZIOT,O,O,O,O,O,X
JSLZOTI,O,O,O,O,O,X
JSLZOIT,O,O,O,O,O,X
JSLOTIZ,O,O,O,X,O,O
JSLOTZI,O,O,O,X,O,X
JSLOITZ,O,X,O,X,O,X
JSLOIZT,O,O,O,O,O,X
JSLOZTI,O,O,O,O,O,X
JSLOZIT,O,O,O,O,O,X
JSZTILO,O,X,X,O,O,X
JSZTIOL,O,X,X,O,O,O
JSZTLIO,O,X,X,O,O,X
JSZTLOI,O,X,X,O,O,X
JSZTOIL,O,X,X,O,O,O
JSZTOLI,O,X,X,O,O,X
JSZITLO,O,X,X,O,O,X
JSZITOL,O,X,X,O,O,X
JSZILTO,O,X,X,O,O,X
JSZILOT,O,X,O,O,O,X
JSZIOTL,O,X,O,O,O,X
JSZIOLT,O,X,O,O,O,X
JSZLTIO,O,X,X,O,O,X
JSZLTOI,O,X,X,O,O,X
JSZLITO,O,X,X,O,O,X
JSZLIOT,O,O,O,O,O,X
JSZLOTI,O,O,O,O,O,X
JSZLOIT,O,O,O,O,O,X
JSZOTIL,O,X,O,O,O,O
JSZOTLI,O,X,O,O,O,X
JSZOITL,O,X,O,O,O,X
JSZOILT,O,X,O,O,O,X
JSZOLTI,O,O,O,O,O,X
JSZOLIT,O,O,O,O,O,X
JSOTILZ,O,X,O,O,O,O
JSOTIZL,O,X,O,O,O,O
JSOTLIZ,O,O,O,O,O,O
JSOTLZI,O,O,O,O,O,X
JSOTZIL,O,X,O,O,O,O
JSOTZLI,O,O,O,O,O,X
JSOITLZ,X,X,O,O,O,O
JSOITZL,X,X,O,O,O,O
JSOILTZ,X,X,O,X,O,X
JSOILZT,X,O,O,O,O,X
JSOIZTL,X,X,O,O,O,X
JSOIZLT,X,X,O,O,O,X
JSOLTIZ,O,O,O,X,O,O
JSOLTZI,O,O,O,X,O,X
JSOLITZ,O,X,O,X,O,X
JSOLIZT,O,O,O,O,O,X
JSOLZTI,O,O,O,O,O,X
JSOLZIT,O,O,O,O,O,X
JSOZTIL,O,X,O,O,O,O
JSOZTLI,O,X,O,O,O,X
JSOZITL,O,X,O,O,O,X
JSOZILT,O,X,O,O,O,X
JSOZLTI,O,O,O,O,O,X
JSOZLIT,O,O,O,O,O,X
JZTILSO,O,O,X,X,O,X
JZTILOS,O,O,X,X,O,X
JZTISLO,O,X,X,O,O,X
JZTISOL,O,X,X,O,O,O
JZTIOLS,O,O,X,X,O,X
JZTIOSL,O,X,X,O,O,X
JZTLISO,O,O,X,X,O,X
JZTLIOS,O,O,X,X,O,X
JZTLSIO,O,O,X,O,O,X
JZTLSOI,O,O,X,O,O,X
