sequence,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBfmB0hB6?nBNqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBzgBfnB6?nBNqB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFCgB8lB+mBT?iBdqBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukB3gB9nB0?mBiqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFfmBxhBcpBN?qBGnBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFtkBzhB+nB3?lB0rBiqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBSsB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFzgBWnBcpBN?qBxrBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBcsB6rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JezAJvhFfnB6nBxpB0?rBOpBdqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JefGJvhFxhBTkBNqBu?rBcsBipB
JZTLOIS,O,O,O,O,O,O,O,O,O,X,X
JZTLOSI,O,O,O,O,O,O,O,X,O,X,O
JZTSILO,O,O,O,X,O,O,X,X,X,X,O
JZTSIOL,O,O,O,X,O,O,X,X,O,X,O
JZTSLIO,O,O,O,X,O,O,X,X,X,X,O
JZTSLOI,O,O,O,X,O,O,X,X,O,X,O
JZTSOIL,O,O,O,X,O,O,X,X,O,X,O
JZTSOLI,O,O,O,X,O,O,X,X,O,X,O
JZTOILS,O,O,O,X,O,O,O,O,O,X,X
JZTOISL,O,O,O,X,O,O,X,O,O,X,O
JZTOLIS,O,O,O,X,O,O,O,O,O,X,X
JZTOLSI,O,O,O,X,O,O,O,X,O,X,O
JZTOSIL,O,O,O,X,O,O,X,X,O,X,O
JZTOSLI,O,O,O,X,O,O,X,X,O,X,O
JZITLSO,O,O,O,O,O,O,X,O,X,X,X
JZITLOS,O,O,O,O,X,O,X,O,O,X,X
JZITSLO,O,O,O,X,O,O,X,O,X,X,O
JZITSOL,O,O,O,X,O,O,X,O,O,X,O
JZITOLS,O,O,O,X,X,O,O,O,O,X,X
JZITOSL,O,O,O,X,X,O,X,O,O,X,O
JZILTSO,O,X,O,O,O,O,X,O,X,X,X
JZILTOS,O,X,O,O,X,O,X,O,O,X,X
JZILSTO,X,X,O,O,X,O,X,X,X,X,O
JZILSOT,X,X,O,O,X,O,X,X,X,X,X
JZILOTS,O,X,X,O,X,O,X,X,X,X,X
JZILOST,X,X,X,O,X,O,X,X,X,X,X
JZISTLO,X,O,O,X,O,O,X,O,X,X,O
JZISTOL,X,O,O,X,O,O,X,O,O,X,O
JZISLTO,X,O,O,X,X,O,X,X,X,O,O
JZISLOT,X,O,O,X,X,O,X,X,X,O,X
JZISOTL,X,O,O,X,X,O,X,X,X,X,O
JZISOLT,X,O,O,X,X,O,X,X,X,O,X
JZIOTLS,O,O,O,X,X,O,X,O,O,X,X
JZIOTSL,O,O,O,X,X,O,X,O,O,X,O
JZIOLTS,O,X,X,X,X,O,X,X,X,X,X
JZIOLST,X,X,X,X,X,O,X,X,X,X,X
JZIOSTL,X,O,O,X,X,O,X,X,X,X,O
JZIOSLT,X,O,O,X,X,O,X,X,X,O,X
JZLTISO,O,X,O,O,O,O,X,O,X,X,X
JZLTIOS,O,X,O,O,X,O,X,O,O,X,X
JZLTSIO,O,X,O,O,O,O,X,X,X,X,O
JZLTSOI,O,X,O,O,O,O,O,X,O,X,O
JZLTOIS,O,X,O,O,O,O,O,O,O,X,X
JZLTOSI,O,X,O,O,O,O,O,X,O,X,O
JZLITSO,O,X,O,O,O,O,X,X,X,X,X
JZLITOS,O,X,O,O,X,O,X,X,O,X,X
JZLISTO,X,X,O,O,X,O,X,X,X,X,O
JZLISOT,X,X,O,O,X,O,X,X,X,X,X
JZLIOTS,O,X,X,O,X,O,X,X,X,X,X
JZLIOST,X,X,X,O,X,O,X,X,X,X,X
JZLSTIO,X,X,O,O,O,O,X,X,X,X,O
JZLSTOI,X,X,O,O,O,O,O,X,O,X,O
JZLSITO,X,X,O,O,X,O,X,X,X,X,O
JZLSIOT,X,X,O,O,X,O,X,X,X,X,X
JZLSOTI,X,X,O,O,X,O,X,X,X,X,X
JZLSOIT,X,X,O,O,X,O,X,X,X,X,X
JZLOTIS,O,X,X,O,O,O,X,X,X,X,X
JZLOTSI,O,X,X,O,O,O,X,X,X,X,O
JZLOITS,O,X,X,O,O,O,X,X,X,X,X
JZLOIST,X,X,X,O,X,O,X,X,X,X,X
JZLOSTI,X,X,X,O,O,O,X,X,X,X,X
JZLOSIT,X,X,X,O,X,O,X,X,X,X,X
JZSTILO,X,O,O,X,O,O,X,X,X,X,O
JZSTIOL,X,O,O,X,O,O,X,X,O,X,O
JZSTLIO,X,O,O,X,O,O,X,X,X,X,O
JZSTLOI,X,O,O,X,O,O,X,X,O,X,O
JZSTOIL,X,O,O,X,O,O,X,X,O,X,O
JZSTOLI,X,O,O,X,O,O,X,X,O,X,O
JZSITLO,X,O,O,X,O,O,X,X,X,X,O
JZSITOL,X,O,O,X,O,O,X,X,O,X,O
JZSILTO,X,O,O,X,X,O,X,X,X,O,O
JZSILOT,X,O,O,X,X,O,X,X,X,O,X
JZSIOTL,X,O,O,X,X,O,X,X,X,X,O
JZSIOLT,X,O,O,X,X,O,X,X,X,O,X
JZSLTIO,X,O,O,X,O,O,X,X,X,X,O
JZSLTOI,X,O,O,X,O,O,X,X,O,X,O
JZSLITO,X,O,O,X,X,O,X,X,X,O,O
JZSLIOT,X,O,O,X,X,O,X,X,X,O,X
JZSLOTI,X,O,O,X,X,O,X,X,X,X,X
JZSLOIT,X,O,O,X,X,O,X,X,X,O,X
JZSOTIL,X,O,O,X,X,O,X,X,O,X,O
JZSOTLI,X,O,O,X,X,O,X,X,O,X,O
JZSOITL,X,O,O,X,X,O,X,X,X,X,O
JZSOILT,X,O,O,X,X,O,X,X,X,O,X
JZSOLTI,X,O,O,X,X,O,X,X,X,X,X
JZSOLIT,X,O,O,X,X,O,X,X,X,O,X
JZOTILS,O,O,O,X,O,O,X,X,O,X,X
JZOTISL,O,O,O,X,O,O,X,X,O,X,O
JZOTLIS,O,O,O,X,O,O,X,X,O,X,X
JZOTLSI,O,O,O,X,O,O,X,X,O,X,O
JZOTSIL,O,O,O,X,O,O,X,X,O,X,O
JZOTSLI,O,O,O,X,O,O,X,X,O,X,O
JZOITLS,O,O,O,X,O,O,X,X,O,X,X
JZOITSL,O,O,O,X,O,O,X,X,O,X,O
JZOILTS,O,X,X,X,O,O,X,X,X,X,X
JZOILST,X,X,X,X,X,O,X,X,X,X,X
JZOISTL,X,O,O,X,X,O,X,X,X,X,O
JZOISLT,X,O,O,X,X,O,X,X,X,O,X
JZOLTIS,O,X,X,X,O,O,X,X,X,X,X
JZOLTSI,O,X,X,X,O,O,X,X,X,X,O
JZOLITS,O,X,X,X,O,O,X,X,X,X,X
JZOLIST,X,X,X,X,X,O,X,X,X,X,X
JZOLSTI,X,X,X,X,O,O,X,X,X,X,X
JZOLSIT,X,X,X,X,X,O,X,X,X,X,X
JZOSTIL,X,O,O,X,O,O,X,X,O,X,O
JZOSTLI,X,O,O,X,O,O,X,X,O,X,O
JZOSITL,X,O,O,X,X,O,X,X,X,X,O
JZOSILT,X,O,O,X,X,O,X,X,X,O,X
JZOSLTI,X,O,O,X,O,O,X,X,X,X,X
JZOSLIT,X,O,O,X,X,O,X,X,X,O,X
JOTILSZ,O,X,X,O,X,X,O,X,X,X,X
JOTILZS,O,O,X,O,X,X,O,X,O,X,X
JOTISLZ,O,X,O,X,O,X,O,X,X,X,X
JOTISZL,O,O,O,X,O,O,X,X,O,X,X
JOTIZLS,O,O,O,X,O,O,O,X,O,X,X
JOTIZSL,O,O,O,X,O,O,X,X,O,X,X
JOTLISZ,O,X,X,O,X,X,O,X,X,X,X
JOTLIZS,O,O,X,O,X,X,O,X,O,X,X
JOTLSIZ,O,X,X,O,O,X,O,X,X,X,X
JOTLSZI,O,X,X,O,O,X,O,X,X,X,X
JOTLZIS,O,O,X,O,O,X,O,X,O,X,X
JOTLZSI,O,O,X,O,O,X,O,X,O,X,X
JOTSILZ,O,X,O,X,O,X,O,X,X,X,X
JOTSIZL,O,O,O,X,O,O,X,X,O,X,X
JOTSLIZ,O,X,O,X,O,X,O,X,X,X,X
JOTSLZI,O,X,O,X,O,X,O,X,X,X,X
JOTSZIL,O,O,O,X,O,O,X,X,O,X,O
JOTSZLI,O,O,O,X,O,O,X,X,O,X,O
JOTZILS,O,O,O,X,O,O,O,X,O,X,X
JOTZISL,O,O,O,X,O,O,X,X,O,X,O
JOTZLIS,O,O,O,X,O,O,O,X,O,X,X
JOTZLSI,O,O,O,X,O,O,O,X,O,X,O
JOTZSIL,O,O,O,X,O,O,X,X,O,X,O
JOTZSLI,O,O,O,X,O,O,X,X,O,X,O
JOITLSZ,O,X,X,O,X,X,O,X,X,X,X
JOITLZS,O,O,X,O,X,X,O,X,O,X,X
JOITSLZ,O,X,O,X,O,X,O,X,X,X,X
JOITSZL,O,O,O,X,O,O,X,X,O,X,X
JOITZLS,O,O,O,X,O,O,O,X,O,X,X
JOITZSL,O,O,O,X,O,O,X,X,O,X,X
JOILTSZ,O,X,X,O,X,X,X,X,X,X,X
JOILTZS,O,X,X,O,X,X,X,X,X,X,X
JOILSTZ,O,X,X,O,O,X,X,X,X,X,X
JOILSZT,O,X,X,O,X,X,X,X,X,X,X
JOILZTS,O,X,X,O,X,X,X,X,X,X,X
JOILZST,O,X,X,O,X,X,X,X,X,X,X
JOISTLZ,O,X,O,X,O,X,X,X,X,X,X
JOISTZL,O,X,O,X,O,O,X,X,X,X,X
JOISLTZ,O,X,O,X,O,X,X,X,X,X,X
JOISLZT,O,X,O,X,X,X,X,X,X,X,X
JOISZTL,O,X,O,X,O,O,X,X,X,X,X
JOISZLT,O,X,O,X,X,O,X,X,X,X,X
JOIZTLS,O,X,O,X,O,O,X,X,O,X,X
JOIZTSL,O,X,O,X,O,O,X,X,O,X,X
JOIZLTS,O,X,X,X,O,O,X,X,X,X,X
JOIZLST,O,X,X,X,X,O,X,X,X,X,X
JOIZSTL,O,X,O,X,O,O,X,X,X,X,X
JOIZSLT,O,X,O,X,X,O,X,X,X,X,X
JOLTISZ,O,X,X,O,X,X,O,X,X,X,X
JOLTIZS,O,X,X,O,X,X,O,X,X,X,X
JOLTSIZ,O,X,X,O,O,X,O,X,X,X,X
JOLTSZI,O,X,X,O,O,X,O,X,X,X,X
JOLTZIS,O,X,X,O,O,X,O,X,X,X,X
JOLTZSI,O,X,X,O,O,X,O,X,X,X,X
JOLITSZ,O,X,X,O,X,X,X,X,X,X,X
JOLITZS,O,X,X,O,X,X,X,X,X,X,X
JOLISTZ,O,X,X,O,O,X,X,X,X,X,X
JOLISZT,O,X,X,O,X,X,X,X,X,X,X
JOLIZTS,O,X,X,O,X,X,X,X,X,X,X
JOLIZST,O,X,X,O,X,X,X,X,X,X,X
JOLSTIZ,O,X,X,O,O,X,O,X,X,X,X
JOLSTZI,O,X,X,O,O,X,O,X,X,X,X
JOLSITZ,O,X,X,O,O,X,X,X,X,X,X
JOLSIZT,O,X,X,O,X,X,X,X,X,X,X
JOLSZTI,O,X,X,O,X,X,X,X,X,X,X
JOLSZIT,O,X,X,O,X,X,X,X,X,X,X
JOLZTIS,O,X,X,O,O,X,X,X,X,X,X
JOLZTSI,O,X,X,O,O,X,X,X,X,X,X
JOLZITS,O,X,X,O,O,X,X,X,X,X,X
JOLZIST,O,X,X,O,X,X,X,X,X,X,X
JOLZSTI,O,X,X,O,O,X,X,X,X,X,X
JOLZSIT,O,X,X,O,X,X,X,X,X,X,X
JOSTILZ,O,X,O,X,O,X,X,X,X,X,X
JOSTIZL,O,X,O,X,O,O,X,X,X,X,X
JOSTLIZ,O,X,O,X,O,X,X,X,X,X,X
JOSTLZI,O,X,O,X,O,X,X,X,X,X,X
JOSTZIL,O,X,O,X,O,O,X,X,X,X,X
JOSTZLI,O,X,O,X,O,O,X,X,X,X,X
JOSITLZ,O,X,O,X,O,X,X,X,X,X,X
JOSITZL,O,X,O,X,O,O,X,X,X,X,X
JOSILTZ,O,X,O,X,O,X,X,X,X,X,X
JOSILZT,O,X,O,X,X,X,X,X,X,X,X
JOSIZTL,O,X,O,X,O,O,X,X,X,X,X
JOSIZLT,O,X,O,X,X,O,X,X,X,X,X
JOSLTIZ,O,X,O,X,O,X,X,X,X,X,X
JOSLTZI,O,X,O,X,O,X,X,X,X,X,X
JOSLITZ,O,X,O,X,O,X,X,X,X,X,X
JOSLIZT,O,X,O,X,X,X,X,X,X,X,X
JOSLZTI,O,X,O,X,X,X,X,X,X,X,X
JOSLZIT,O,X,O,X,X,X,X,X,X,X,X
JOSZTIL,O,X,O,X,O,O,X,X,X,X,X
JOSZTLI,O,X,O,X,O,O,X,X,X,X,X
JOSZITL,O,X,O,X,O,O,X,X,X,X,X
JOSZILT,O,X,O,X,X,O,X,X,X,X,X
JOSZLTI,O,X,O,X,O,O,X,X,X,X,X
JOSZLIT,O,X,O,X,X,O,X,X,X,X,X
JOZTILS,O,X,O,X,O,O,X,X,O,X,X
JOZTISL,O,X,O,X,O,O,X,X,O,X,O
JOZTLIS,O,X,O,X,O,O,X,X,O,X,X
JOZTLSI,O,X,O,X,O,O,X,X,O,X,O
JOZTSIL,O,X,O,X,O,O,X,X,O,X,O
JOZTSLI,O,X,O,X,O,O,X,X,O,X,O
JOZITLS,O,X,O,X,O,O,X,X,O,X,X
JOZITSL,O,X,O,X,O,O,X,X,O,X,O
JOZILTS,O,X,X,X,O,O,X,X,X,X,X
JOZILST,O,X,X,X,X,O,X,X,X,X,X
JOZISTL,O,X,O,X,O,O,X,X,X,X,X
JOZISLT,O,X,O,X,X,O,X,X,X,X,X
JOZLTIS,O,X,X,X,O,O,X,X,X,X,X
JOZLTSI,O,X,X,X,O,O,X,X,X,X,O
JOZLITS,O,X,X,X,O,O,X,X,X,X,X
JOZLIST,O,X,X,X,X,O,X,X,X,X,X
JOZLSTI,O,X,X,X,O,O,X,X,X,X,X
JOZLSIT,O,X,X,X,X,O,X,X,X,X,X
JOZSTIL,O,X,O,X,O,O,X,X,O,X,O
JOZSTLI,O,X,O,X,O,O,X,X,O,X,O
JOZSITL,O,X,O,X,O,O,X,X,X,X,X
JOZSILT,O,X,O,X,X,O,X,X,X,X,X
JOZSLTI,O,X,O,X,O,O,X,X,X,X,X
JOZSLIT,O,X,O,X,X,O,X,X,X,X,X
STILJZO,O,X,O,O,X,O,X,X,X,X,X
STILJOZ,O,X,O,O,X,X,X,X,X,X,X
STILZJO,O,X,O,O,O,O,X,X,X,X,X
STILZOJ,O,X,O,O,O,X,X,X,X,X,X
STILOJZ,O,X,O,O,X,X,X,X,X,X,X
STILOZJ,O,X,O,O,X,X,X,X,X,X,X
STIJLZO,O,X,O,O,O,O,X,X,X,X,X
STIJLOZ,O,X,O,O,X,X,X,X,X,X,X
STIJZLO,O,O,O,X,O,O,X,O,X,X,X
STIJZOL,O,O,O,X,O,O,X,O,X,X,X
STIJOLZ,O,X,O,X,X,X,X,X,X,X,X
STIJOZL,O,O,O,X,O,O,X,O,X,X,X
STIZLJO,O,O,O,X,O,O,X,O,X,X,X
STIZLOJ,O,O,O,X,O,X,X,O,X,X,X
STIZJLO,O,O,O,X,O,O,X,O,X,X,O
STIZJOL,O,O,O,X,O,O,X,O,X,X,O
STIZOLJ,O,O,O,X,O,X,X,O,X,X,X
STIZOJL,O,O,O,X,O,O,X,O,X,X,O
STIOLJZ,O,X,O,X,X,X,X,X,X,X,X
STIOLZJ,O,X,O,X,O,X,X,X,X,X,X
STIOJLZ,O,X,O,X,O,X,X,X,X,X,X
STIOJZL,O,O,O,X,O,O,X,O,X,X,X
STIOZLJ,O,O,O,X,O,X,X,O,X,X,X
STIOZJL,O,O,O,X,O,O,X,O,X,X,O
STLIJZO,O,X,O,O,X,O,X,X,X,X,X
STLIJOZ,O,X,O,O,X,X,O,X,X,X,X
STLIZJO,O,X,O,O,O,O,X,X,X,X,X
STLIZOJ,O,X,O,O,O,X,X,X,X,X,X
STLIOJZ,O,X,O,O,X,X,O,X,X,X,X
STLIOZJ,O,X,O,O,X,X,X,X,X,X,X
STLJIZO,O,X,O,O,O,O,X,X,X,X,X
STLJIOZ,O,X,O,O,X,X,O,X,X,X,X
STLJZIO,O,X,O,O,O,O,X,X,X,X,X
STLJZOI,O,X,O,O,O,O,O,X,X,X,X
STLJOIZ,O,X,O,O,X,X,O,X,X,X,X
STLJOZI,O,X,O,O,X,X,O,X,X,X,X
STLZIJO,O,X,O,O,O,O,X,X,X,X,X
STLZIOJ,O,X,O,O,O,X,X,X,X,X,X
STLZJIO,O,X,O,O,O,O,X,X,X,X,O
STLZJOI,O,X,O,O,O,O,O,X,X,X,O
STLZOIJ,O,X,O,O,O,X,X,X,X,X,X
STLZOJI,O,X,O,O,O,X,O,X,X,X,O
STLOIJZ,O,X,O,O,X,X,O,X,X,X,X
STLOIZJ,O,X,O,O,O,X,X,X,X,X,X
STLOJIZ,O,X,O,O,O,X,O,X,X,X,X
STLOJZI,O,X,O,O,O,X,O,X,X,X,X
STLOZIJ,O,X,O,O,O,X,X,X,X,X,X
STLOZJI,O,X,O,O,O,X,O,X,X,X,O
STJILZO,O,X,O,O,O,O,X,X,X,X,X
STJILOZ,O,X,O,O,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,O,O,X,X,X,X,X
STJIZOL,O,O,O,X,O,O,X,X,O,X,X
STJIOLZ,O,X,O,X,X,X,O,X,X,X,X
STJIOZL,O,O,O,X,O,O,X,X,O,X,X
STJLIZO,O,X,O,O,O,O,X,X,X,X,X
STJLIOZ,O,X,O,O,X,X,O,X,X,X,X
STJLZIO,O,X,O,O,O,O,X,X,X,X,X
STJLZOI,O,X,O,O,O,O,O,X,X,X,X
STJLOIZ,O,X,O,O,X,X,O,X,X,X,X
STJLOZI,O,X,O,O,X,X,O,X,X,X,X
STJZILO,O,O,O,X,O,O,X,X,X,X,O
STJZIOL,O,O,O,X,O,O,X,X,O,X,O
STJZLIO,O,O,O,X,O,O,X,X,X,X,O
STJZLOI,O,O,O,X,O,O,X,X,O,X,O
STJZOIL,O,O,O,X,O,O,X,X,O,X,O
STJZOLI,O,O,O,X,O,O,X,X,O,X,O
STJOILZ,O,X,O,X,O,X,O,X,X,X,X
STJOIZL,O,O,O,X,O,O,X,X,O,X,X
STJOLIZ,O,X,O,X,O,X,O,X,X,X,X
STJOLZI,O,X,O,X,O,X,O,X,X,X,X
STJOZIL,O,O,O,X,O,O,X,X,O,X,O
STJOZLI,O,O,O,X,O,O,X,X,O,X,O
STZILJO,O,O,O,X,O,O,X,O,X,X,X
STZILOJ,O,O,O,X,O,X,X,O,X,X,X
STZIJLO,O,O,O,X,O,O,X,O,X,X,O
STZIJOL,O,O,O,X,O,O,X,O,O,X,O
STZIOLJ,O,O,O,X,O,X,X,O,X,X,X
STZIOJL,O,O,O,X,O,O,X,O,O,X,O
STZLIJO,O,O,O,X,O,O,X,O,X,X,X
STZLIOJ,O,O,O,X,O,X,X,O,X,X,X
STZLJIO,O,O,O,X,O,O,X,X,X,X,O
STZLJOI,O,O,O,X,O,O,X,X,O,X,O
STZLOIJ,O,O,O,X,O,X,X,O,X,X,X
STZLOJI,O,O,O,X,O,X,X,X,O,X,O
STZJILO,O,O,O,X,O,O,X,X,X,X,O
STZJIOL,O,O,O,X,O,O,X,X,O,X,O
STZJLIO,O,O,O,X,O,O,X,X,X,X,O
STZJLOI,O,O,O,X,O,O,X,X,O,X,O
STZJOIL,O,O,O,X,O,O,X,X,O,X,O
STZJOLI,O,O,O,X,O,O,X,X,O,X,O
STZOILJ,O,O,O,X,O,X,X,O,X,X,X
STZOIJL,O,O,O,X,O,O,X,O,O,X,O
STZOLIJ,O,O,O,X,O,X,X,O,X,X,X
STZOLJI,O,O,O,X,O,X,X,X,O,X,O
STZOJIL,O,O,O,X,O,O,X,X,O,X,O
STZOJLI,O,O,O,X,O,O,X,X,O,X,O
STOILJZ,O,X,O,X,X,X,X,X,X,X,X
STOILZJ,O,X,O,X,O,X,X,X,X,X,X
STOIJLZ,O,X,O,X,O,X,X,X,X,X,X
STOIJZL,O,O,O,X,O,O,X,O,X,X,X
STOIZLJ,O,O,O,X,O,X,X,O,X,X,X
STOIZJL,O,O,O,X,O,O,X,O,X,X,O
STOLIJZ,O,X,O,X,X,X,O,X,X,X,X
STOLIZJ,O,X,O,X,O,X,X,X,X,X,X
STOLJIZ,O,X,O,X,O,X,O,X,X,X,X
STOLJZI,O,X,O,X,O,X,O,X,X,X,X
STOLZIJ,O,X,O,X,O,X,X,X,X,X,X
STOLZJI,O,X,O,X,O,X,O,X,X,X,O
STOJILZ,O,X,O,X,O,X,O,X,X,X,X
STOJIZL,O,O,O,X,O,O,X,X,O,X,X
STOJLIZ,O,X,O,X,O,X,O,X,X,X,X
STOJLZI,O,X,O,X,O,X,O,X,X,X,X
STOJZIL,O,O,O,X,O,O,X,X,O,X,O
STOJZLI,O,O,O,X,O,O,X,X,O,X,O
STOZILJ,O,O,O,X,O,X,X,O,X,X,X
STOZIJL,O,O,O,X,O,O,X,O,O,X,O
STOZLIJ,O,O,O,X,O,X,X,O,X,X,X
STOZLJI,O,O,O,X,O,X,X,X,O,X,O
STOZJIL,O,O,O,X,O,O,X,X,O,X,O
STOZJLI,O,O,O,X,O,O,X,X,O,X,O
SITLJZO,O,X,O,O,X,O,X,X,X,X,X
SITLJOZ,O,X,O,O,X,X,X,X,X,X,X
SITLZJO,O,X,O,O,O,O,X,X,X,X,X
SITLZOJ,O,X,O,O,O,X,X,X,X,X,X
SITLOJZ,O,X,O,O,X,X,X,X,X,X,X
SITLOZJ,O,X,O,O,X,X,X,X,X,X,X
SITJLZO,O,X,O,O,O,O,X,X,X,X,X
SITJLOZ,O,X,O,O,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,O,O,X,O,X,X,X
SITJZOL,O,O,O,X,O,O,X,O,X,X,X
SITJOLZ,O,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,O,O,X,O,O,X,O,X,X,X
SITZLJO,O,O,O,X,O,O,X,O,X,X,X
SITZLOJ,O,O,O,X,O,X,X,O,X,X,X
SITZJLO,O,O,O,X,O,O,X,O,X,X,O
SITZJOL,O,O,O,X,O,O,X,O,X,X,O
SITZOLJ,O,O,O,X,O,X,X,O,X,X,X
SITZOJL,O,O,O,X,O,O,X,O,X,X,O
SITOLJZ,O,X,O,X,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,O,X,X,X,X,X,X
SITOJLZ,O,X,O,X,O,X,X,X,X,X,X
SITOJZL,O,O,O,X,O,O,X,O,X,X,X
SITOZLJ,O,O,O,X,O,X,X,O,X,X,X
SITOZJL,O,O,O,X,O,O,X,O,X,X,O
SILTJZO,O,X,O,O,X,O,X,X,X,X,X
SILTJOZ,O,X,O,O,X,X,X,X,X,X,X
SILTZJO,O,X,O,O,O,O,X,X,X,X,X
SILTZOJ,O,X,O,O,O,X,X,X,X,X,X
SILTOJZ,O,X,O,O,X,X,X,X,X,X,X
SILTOZJ,O,X,O,O,X,X,X,X,X,X,X
SILJTZO,O,X,O,O,X,O,X,X,X,X,X
SILJTOZ,O,X,O,O,X,X,X,X,X,X,X
SILJZTO,O,X,O,O,X,O,X,X,X,X,X
SILJZOT,X,X,O,O,X,O,X,X,X,X,X
SILJOTZ,O,X,O,O,X,X,X,X,X,X,X
SILJOZT,X,X,O,O,X,X,X,X,X,X,X
SILZTJO,O,X,O,O,X,O,X,X,X,X,X
SILZTOJ,O,X,O,O,X,X,X,X,X,X,X
SILZJTO,O,X,O,O,X,O,X,X,X,X,X
SILZJOT,X,X,O,O,X,O,X,X,X,X,X
SILZOTJ,O,X,X,O,X,X,X,X,X,X,X
SILZOJT,X,X,X,O,X,X,X,X,X,X,X
SILOTJZ,O,X,O,O,X,X,X,X,X,X,X
SILOTZJ,O,X,X,O,X,X,X,X,X,X,X
SILOJTZ,O,X,O,O,X,X,X,X,X,X,X
SILOJZT,O,X,O,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,X,X,X,X,X,X
SILOZJT,O,X,X,O,X,X,X,X,X,X,X
SIJTLZO,O,X,O,O,O,O,X,X,X,X,X
SIJTLOZ,O,X,O,O,X,X,X,X,X,X,X
SIJTZLO,O,O,O,X,O,O,X,O,X,X,X
SIJTZOL,O,O,O,X,O,O,X,O,X,X,X
SIJTOLZ,O,X,O,X,X,X,X,X,X,X,X
SIJTOZL,O,O,O,X,O,O,X,O,X,X,X
SIJLTZO,O,X,O,O,O,O,X,X,X,X,X
SIJLTOZ,O,X,O,O,X,X,X,X,X,X,X
SIJLZTO,O,X,O,O,X,O,X,X,X,X,X
SIJLZOT,X,X,O,O,X,O,X,X,X,X,X
SIJLOTZ,O,X,O,O,X,X,X,X,X,X,X
SIJLOZT,X,X,O,O,X,X,X,X,X,X,X
SIJZTLO,O,X,O,X,O,O,X,O,X,X,X
SIJZTOL,O,X,O,X,O,O,X,O,X,X,X
SIJZLTO,O,X,O,X,X,O,X,X,X,X,X
SIJZLOT,X,X,O,X,X,O,X,X,X,X,X
SIJZOTL,X,X,O,X,X,O,X,X,X,X,X
SIJZOLT,X,X,O,X,X,O,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,X,X,X,X,X,X
SIJOTZL,O,X,O,X,O,O,X,O,X,X,X
SIJOLTZ,O,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X,X,X,X,X
SIJOZTL,O,X,O,X,X,O,X,X,X,X,X
SIJOZLT,O,X,O,X,X,O,X,X,X,X,X
SIZTLJO,O,O,O,X,O,O,X,O,X,O,X
SIZTLOJ,O,O,O,X,O,X,X,O,X,O,X
SIZTJLO,O,O,O,X,O,O,X,O,X,X,O
SIZTJOL,O,O,O,X,X,O,X,O,X,X,O
SIZTOLJ,O,O,O,X,O,X,X,O,X,O,X
SIZTOJL,O,O,O,X,X,O,X,O,X,X,O
SIZLTJO,O,O,O,X,X,O,X,X,X,O,X
SIZLTOJ,O,O,O,X,X,X,X,X,X,O,X
SIZLJTO,O,O,O,X,X,O,X,X,X,O,X
SIZLJOT,X,O,O,X,X,O,X,X,X,O,X
SIZLOTJ,O,O,X,X,X,X,X,X,X,O,X
SIZLOJT,X,O,X,X,X,X,X,X,X,O,X
SIZJTLO,O,O,O,X,X,O,X,O,X,X,O
SIZJTOL,O,O,O,X,X,O,X,O,X,X,O
SIZJLTO,O,O,O,X,X,O,X,X,X,O,O
SIZJLOT,X,O,O,X,X,O,X,X,X,O,X
SIZJOTL,X,O,O,X,X,O,X,X,X,X,O
SIZJOLT,X,O,O,X,X,O,X,X,X,O,X
SIZOTLJ,O,O,O,X,X,X,X,X,X,O,X
SIZOTJL,O,O,O,X,X,O,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X,X,O,X
SIZOLJT,O,O,X,X,X,X,X,X,X,O,X
SIZOJTL,O,O,O,X,X,O,X,X,X,X,X
SIZOJLT,O,O,O,X,X,O,X,X,X,O,X
SIOTLJZ,O,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,O,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,O,X,X,X,X,X,X
SIOTJZL,O,X,O,X,O,O,X,O,X,X,X
SIOTZLJ,O,X,O,X,O,X,X,O,X,X,X
SIOTZJL,O,X,O,X,O,O,X,O,X,X,X
