sequence,v115@ChB8IeA8HeD8AeA8DeD8KeOEJvhF/lBUhBziB5oBtp?ByvB,v115@ChB8IeA8HeD8AeA8DeD8Ke0/IvhF6lBNmBziB5oB/p?B2vB,v115@ChB8IeA8HeD8AeA8DeD8KeKEJvhFWlBNmBziB5oB0q?BXqB,v115@ChB8IeA8HeD8AeA8DeD8KeKEJvhFWlBNmBziB5oBXq?B0qB,v115@ChB8IeA8HeD8AeA8DeD8KeSFJvhFNmBziB5oB/pB0q?BmpB,v115@ChB8IeA8HeD8AeA8DeD8KeOEJvhFNmBziB5oBClB0q?BXqB
TOJZISL,O,O,X,X,O,O
TOJZLIS,O,O,O,X,X,O
TOJZLSI,O,O,O,X,X,O
TOJZSIL,O,O,X,X,O,O
TOJZSLI,O,O,X,X,O,O
TOSILJZ,O,O,O,O,X,X
TOSILZJ,O,O,O,O,O,X
TOSIJLZ,O,O,X,O,X,X
TOSIJZL,O,O,X,X,O,O
TOSIZLJ,O,O,O,O,O,O
TOSIZJL,O,O,X,X,O,O
TOSLIJZ,O,O,O,O,X,X
TOSLIZJ,O,O,O,O,O,X
TOSLJIZ,O,O,O,O,X,X
TOSLJZI,O,O,X,O,X,X
TOSLZIJ,O,O,O,O,O,X
TOSLZJI,O,O,O,O,O,X
TOSJILZ,O,O,X,O,X,X
TOSJIZL,O,O,X,X,O,O
TOSJLIZ,O,O,X,O,X,X
TOSJLZI,O,O,X,O,X,X
TOSJZIL,O,O,X,X,O,O
TOSJZLI,O,O,X,X,O,O
TOSZILJ,O,O,O,O,O,O
TOSZIJL,O,O,X,X,O,O
TOSZLIJ,O,O,O,O,O,O
TOSZLJI,O,O,O,O,O,O
TOSZJIL,O,O,X,X,O,O
TOSZJLI,O,O,X,X,O,O
TOZILJS,O,X,O,O,X,O
TOZILSJ,O,X,O,O,O,O
TOZIJLS,O,O,O,X,X,O
TOZIJSL,O,O,X,X,O,O
TOZISLJ,O,O,O,O,O,O
TOZISJL,O,O,X,X,O,O
TOZLIJS,O,X,O,O,X,O
TOZLISJ,O,X,O,O,O,O
TOZLJIS,O,X,O,O,X,O
TOZLJSI,O,X,O,X,X,O
TOZLSIJ,O,X,O,O,O,O
TOZLSJI,O,X,O,O,O,O
TOZJILS,O,O,O,X,X,O
TOZJISL,O,O,X,X,O,O
TOZJLIS,O,O,O,X,X,O
TOZJLSI,O,O,O,X,X,O
TOZJSIL,O,O,X,X,O,O
TOZJSLI,O,O,X,X,O,O
TOZSILJ,O,O,O,O,O,O
TOZSIJL,O,O,X,X,O,O
TOZSLIJ,O,O,O,O,O,O
TOZSLJI,O,O,O,O,O,O
TOZSJIL,O,O,X,X,O,O
TOZSJLI,O,O,X,X,O,O
ITLJSZO,O,O,X,O,X,X
ITLJSOZ,O,O,O,O,X,X
ITLJZSO,O,O,O,X,X,O
ITLJZOS,O,O,O,O,X,O
ITLJOSZ,O,O,O,O,X,X
ITLJOZS,O,O,O,O,X,O
ITLSJZO,O,O,X,O,X,X
ITLSJOZ,O,O,O,O,X,X
ITLSZJO,O,O,O,O,O,X
ITLSZOJ,O,O,O,O,O,X
ITLSOJZ,O,O,O,O,X,X
ITLSOZJ,O,O,O,O,O,X
ITLZJSO,O,X,O,X,X,O
ITLZJOS,O,X,O,O,X,O
ITLZSJO,O,X,O,O,O,O
ITLZSOJ,O,X,O,O,O,O
ITLZOJS,O,X,O,O,X,O
ITLZOSJ,O,X,O,O,O,O
ITLOJSZ,O,O,O,O,X,X
ITLOJZS,O,O,O,O,X,O
ITLOSJZ,O,O,O,O,X,X
ITLOSZJ,O,O,O,O,O,X
ITLOZJS,O,X,O,O,X,O
ITLOZSJ,O,X,O,O,O,O
ITJLSZO,O,O,X,O,X,X
ITJLSOZ,O,O,O,O,X,X
ITJLZSO,O,O,O,X,X,O
ITJLZOS,O,O,O,O,X,O
ITJLOSZ,O,O,O,O,X,X
ITJLOZS,O,O,O,O,X,O
ITJSLZO,O,O,X,O,X,X
ITJSLOZ,O,O,X,O,X,X
ITJSZLO,O,O,X,X,O,O
ITJSZOL,O,O,X,X,O,O
ITJSOLZ,O,O,X,O,X,X
ITJSOZL,O,O,X,X,O,O
ITJZLSO,O,O,O,X,X,O
ITJZLOS,O,O,O,X,X,O
ITJZSLO,O,O,X,X,O,O
ITJZSOL,O,O,X,X,O,O
ITJZOLS,O,O,O,X,X,O
ITJZOSL,O,O,X,X,O,O
ITJOLSZ,O,O,O,O,X,X
ITJOLZS,O,O,O,O,X,O
ITJOSLZ,O,O,X,O,X,X
ITJOSZL,O,O,X,X,O,O
ITJOZLS,O,O,O,X,X,O
ITJOZSL,O,O,X,X,O,O
ITSLJZO,O,O,X,O,X,X
ITSLJOZ,O,O,O,O,X,X
ITSLZJO,O,O,O,O,O,X
ITSLZOJ,O,O,O,O,O,X
ITSLOJZ,O,O,O,O,X,X
ITSLOZJ,O,O,O,O,O,X
ITSJLZO,O,O,X,O,X,X
ITSJLOZ,O,O,X,O,X,X
ITSJZLO,O,O,X,X,O,O
ITSJZOL,O,O,X,X,O,O
ITSJOLZ,O,O,X,O,X,X
ITSJOZL,O,O,X,X,O,O
ITSZLJO,O,O,O,O,O,O
ITSZLOJ,O,O,O,O,O,O
ITSZJLO,O,O,X,X,O,O
ITSZJOL,O,O,X,X,O,O
ITSZOLJ,O,O,O,O,O,O
ITSZOJL,O,O,X,X,O,O
ITSOLJZ,O,O,O,O,X,X
ITSOLZJ,O,O,O,O,O,X
ITSOJLZ,O,O,X,O,X,X
ITSOJZL,O,O,X,X,O,O
ITSOZLJ,O,O,O,O,O,O
ITSOZJL,O,O,X,X,O,O
ITZLJSO,O,X,O,X,X,O
ITZLJOS,O,X,O,O,X,O
ITZLSJO,O,X,O,O,O,O
ITZLSOJ,O,X,O,O,O,O
ITZLOJS,O,X,O,O,X,O
ITZLOSJ,O,X,O,O,O,O
ITZJLSO,O,O,O,X,X,O
ITZJLOS,O,O,O,X,X,O
ITZJSLO,O,O,X,X,O,O
ITZJSOL,O,O,X,X,O,O
ITZJOLS,O,O,O,X,X,O
ITZJOSL,O,O,X,X,O,O
ITZSLJO,O,O,O,O,O,O
ITZSLOJ,O,O,O,O,O,O
ITZSJLO,O,O,X,X,O,O
ITZSJOL,O,O,X,X,O,O
ITZSOLJ,O,O,O,O,O,O
ITZSOJL,O,O,X,X,O,O
ITZOLJS,O,X,O,O,X,O
ITZOLSJ,O,X,O,O,O,O
ITZOJLS,O,O,O,X,X,O
ITZOJSL,O,O,X,X,O,O
ITZOSLJ,O,O,O,O,O,O
ITZOSJL,O,O,X,X,O,O
ITOLJSZ,O,O,O,O,X,X
ITOLJZS,O,O,O,O,X,O
ITOLSJZ,O,O,O,O,X,X
ITOLSZJ,O,O,O,O,O,X
ITOLZJS,O,X,O,O,X,O
ITOLZSJ,O,X,O,O,O,O
ITOJLSZ,O,O,O,O,X,X
ITOJLZS,O,O,O,O,X,O
ITOJSLZ,O,O,X,O,X,X
ITOJSZL,O,O,X,X,O,O
ITOJZLS,O,O,O,X,X,O
ITOJZSL,O,O,X,X,O,O
ITOSLJZ,O,O,O,O,X,X
ITOSLZJ,O,O,O,O,O,X
ITOSJLZ,O,O,X,O,X,X
ITOSJZL,O,O,X,X,O,O
ITOSZLJ,O,O,O,O,O,O
ITOSZJL,O,O,X,X,O,O
ITOZLJS,O,X,O,O,X,O
ITOZLSJ,O,X,O,O,O,O
ITOZJLS,O,O,O,X,X,O
ITOZJSL,O,O,X,X,O,O
ITOZSLJ,O,O,O,O,O,O
ITOZSJL,O,O,X,X,O,O
ILTJSZO,O,O,X,O,X,X
ILTJSOZ,O,O,O,O,X,X
ILTJZSO,O,O,O,X,X,O
ILTJZOS,O,O,O,O,X,O
ILTJOSZ,O,O,O,O,X,X
ILTJOZS,O,O,O,O,X,O
ILTSJZO,O,O,X,O,X,X
ILTSJOZ,O,O,O,O,X,X
ILTSZJO,O,O,O,O,O,X
ILTSZOJ,O,O,O,O,O,X
ILTSOJZ,O,O,O,O,X,X
ILTSOZJ,O,O,O,O,O,X
ILTZJSO,O,X,O,X,X,O
ILTZJOS,O,X,O,O,X,O
ILTZSJO,O,X,O,O,O,O
ILTZSOJ,O,X,O,O,O,O
ILTZOJS,O,X,O,O,X,O
ILTZOSJ,O,X,O,O,O,O
ILTOJSZ,O,O,O,O,X,X
ILTOJZS,O,O,O,O,X,O
ILTOSJZ,O,O,O,O,X,X
ILTOSZJ,O,O,O,O,O,X
ILTOZJS,O,X,O,O,X,O
ILTOZSJ,O,X,O,O,O,O
ILJTSZO,O,O,X,O,X,X
ILJTSOZ,O,O,O,O,X,X
ILJTZSO,O,O,O,X,X,O
ILJTZOS,O,O,O,O,X,O
ILJTOSZ,O,O,O,O,X,X
ILJTOZS,O,O,O,O,X,O
ILJSTZO,O,O,X,O,X,X
ILJSTOZ,O,O,X,O,X,X
ILJSZTO,O,O,X,X,X,X
ILJSZOT,O,O,X,X,X,X
ILJSOTZ,O,O,X,O,X,X
ILJSOZT,O,O,X,X,X,X
ILJZTSO,O,X,O,X,X,O
ILJZTOS,O,X,O,X,X,O
ILJZSTO,O,X,X,X,X,X
ILJZSOT,O,X,X,X,X,X
ILJZOTS,O,X,O,X,X,O
ILJZOST,O,X,X,X,X,X
ILJOTSZ,O,O,O,O,X,X
ILJOTZS,O,O,O,O,X,O
ILJOSTZ,O,O,X,O,X,X
ILJOSZT,O,O,X,X,X,X
ILJOZTS,O,X,O,X,X,O
ILJOZST,O,X,X,X,X,X
ILSTJZO,O,O,X,O,X,X
ILSTJOZ,O,O,O,O,X,X
ILSTZJO,O,O,O,O,O,X
ILSTZOJ,O,O,O,O,O,X
ILSTOJZ,O,O,O,O,X,X
ILSTOZJ,O,O,O,O,O,X
ILSJTZO,O,O,X,O,X,X
ILSJTOZ,O,O,X,O,X,X
ILSJZTO,O,O,X,X,X,X
ILSJZOT,O,O,X,X,X,X
ILSJOTZ,O,O,X,O,X,X
ILSJOZT,O,O,X,X,X,X
ILSZTJO,O,O,O,O,O,X
ILSZTOJ,O,O,O,O,O,X
ILSZJTO,O,O,X,X,X,X
ILSZJOT,O,O,X,X,X,X
ILSZOTJ,O,O,O,O,O,X
ILSZOJT,O,O,X,X,X,X
ILSOTJZ,O,O,O,O,X,X
ILSOTZJ,O,O,O,O,O,X
ILSOJTZ,O,O,X,O,X,X
ILSOJZT,O,O,X,X,X,X
ILSOZTJ,O,O,O,O,O,X
ILSOZJT,O,O,X,X,X,X
ILZTJSO,O,X,O,X,X,O
ILZTJOS,O,X,O,O,X,O
ILZTSJO,O,X,O,O,O,O
ILZTSOJ,O,X,O,O,O,O
ILZTOJS,O,X,O,O,X,O
ILZTOSJ,O,X,O,O,O,O
ILZJTSO,O,X,O,X,X,O
ILZJTOS,O,X,O,X,X,O
ILZJSTO,O,X,X,X,X,X
ILZJSOT,O,X,X,X,X,X
ILZJOTS,O,X,O,X,X,O
ILZJOST,O,X,X,X,X,X
ILZSTJO,O,X,O,O,O,X
ILZSTOJ,O,X,O,O,O,X
ILZSJTO,O,X,X,X,X,X
ILZSJOT,O,X,X,X,X,X
ILZSOTJ,O,X,O,O,O,X
ILZSOJT,O,X,X,X,X,X
ILZOTJS,O,X,O,O,X,O
ILZOTSJ,O,X,O,O,O,O
ILZOJTS,O,X,O,X,X,O
ILZOJST,O,X,X,X,X,X
ILZOSTJ,O,X,O,O,O,X
ILZOSJT,O,X,X,X,X,X
ILOTJSZ,O,O,O,O,X,X
ILOTJZS,O,O,O,O,X,O
ILOTSJZ,O,O,O,O,X,X
ILOTSZJ,O,O,O,O,O,X
ILOTZJS,O,X,O,O,X,O
ILOTZSJ,O,X,O,O,O,O
ILOJTSZ,O,O,O,O,X,X
ILOJTZS,O,O,O,O,X,O
ILOJSTZ,O,O,X,O,X,X
ILOJSZT,O,O,X,X,X,X
ILOJZTS,O,X,O,X,X,O
ILOJZST,O,X,X,X,X,X
ILOSTJZ,O,O,O,O,X,X
ILOSTZJ,O,O,O,O,O,X
ILOSJTZ,O,O,X,O,X,X
ILOSJZT,O,O,X,X,X,X
ILOSZTJ,O,O,O,O,O,X
ILOSZJT,O,O,X,X,X,X
ILOZTJS,O,X,O,O,X,O
ILOZTSJ,O,X,O,O,O,O
ILOZJTS,O,X,O,X,X,O
ILOZJST,O,X,X,X,X,X
ILOZSTJ,O,X,O,O,O,X
ILOZSJT,O,X,X,X,X,X
IJTLSZO,O,O,X,O,X,X
IJTLSOZ,O,O,O,O,X,X
IJTLZSO,O,O,O,X,X,O
IJTLZOS,O,O,O,O,X,O
IJTLOSZ,O,O,O,O,X,X
IJTLOZS,O,O,O,O,X,O
IJTSLZO,O,O,X,O,X,X
IJTSLOZ,O,O,X,O,X,X
IJTSZLO,O,O,X,X,O,O
IJTSZOL,O,O,X,X,O,O
IJTSOLZ,O,O,X,O,X,X
IJTSOZL,O,O,X,X,O,O
IJTZLSO,O,O,O,X,X,O
IJTZLOS,O,O,O,X,X,O
IJTZSLO,O,O,X,X,O,O
IJTZSOL,O,O,X,X,O,O
IJTZOLS,O,O,O,X,X,O
IJTZOSL,O,O,X,X,O,O
IJTOLSZ,O,O,O,O,X,X
IJTOLZS,O,O,O,O,X,O
IJTOSLZ,O,O,X,O,X,X
IJTOSZL,O,O,X,X,O,O
IJTOZLS,O,O,O,X,X,O
IJTOZSL,O,O,X,X,O,O
IJLTSZO,O,O,X,O,X,X
IJLTSOZ,O,O,O,O,X,X
IJLTZSO,O,O,O,X,X,O
IJLTZOS,O,O,O,O,X,O
IJLTOSZ,O,O,O,O,X,X
IJLTOZS,O,O,O,O,X,O
IJLSTZO,O,O,X,O,X,X
IJLSTOZ,O,O,X,O,X,X
IJLSZTO,O,O,X,X,X,X
IJLSZOT,O,O,X,X,X,X
IJLSOTZ,O,O,X,O,X,X
IJLSOZT,O,O,X,X,X,X
IJLZTSO,O,X,O,X,X,O
IJLZTOS,O,X,O,X,X,O
IJLZSTO,O,X,X,X,X,X
IJLZSOT,O,X,X,X,X,X
IJLZOTS,O,X,O,X,X,O
IJLZOST,O,X,X,X,X,X
IJLOTSZ,O,O,O,O,X,X
IJLOTZS,O,O,O,O,X,O
IJLOSTZ,O,O,X,O,X,X
IJLOSZT,O,O,X,X,X,X
IJLOZTS,O,X,O,X,X,O
IJLOZST,O,X,X,X,X,X
IJSTLZO,O,O,X,O,X,X
IJSTLOZ,O,O,X,O,X,X
IJSTZLO,O,O,X,X,O,O
IJSTZOL,O,O,X,X,O,O
IJSTOLZ,O,O,X,O,X,X
IJSTOZL,O,O,X,X,O,O
IJSLTZO,O,O,X,O,X,X
IJSLTOZ,O,O,X,O,X,X
IJSLZTO,X,O,X,X,X,X
IJSLZOT,X,O,X,X,X,X
IJSLOTZ,O,O,X,O,X,X
IJSLOZT,X,O,X,X,X,X
IJSZTLO,X,O,X,X,O,O
IJSZTOL,X,O,X,X,O,O
IJSZLTO,X,O,X,X,X,X
IJSZLOT,X,O,X,X,X,X
IJSZOTL,X,O,X,X,O,O
IJSZOLT,X,O,X,X,X,X
IJSOTLZ,O,O,X,O,X,X
IJSOTZL,O,O,X,X,O,O
IJSOLTZ,O,O,X,O,X,X
IJSOLZT,X,O,X,X,X,X
IJSOZTL,X,O,X,X,O,O
IJSOZLT,X,O,X,X,X,X
IJZTLSO,O,O,O,X,X,O
IJZTLOS,O,O,O,X,X,O
IJZTSLO,O,O,X,X,O,O
IJZTSOL,O,O,X,X,O,O
IJZTOLS,O,O,O,X,X,O
IJZTOSL,O,O,X,X,O,O
IJZLTSO,O,X,O,X,X,O
IJZLTOS,O,X,O,X,X,O
IJZLSTO,O,X,X,X,X,X
IJZLSOT,O,X,X,X,X,X
IJZLOTS,O,X,O,X,X,O
IJZLOST,O,X,X,X,X,X
IJZSTLO,X,O,X,X,O,O
IJZSTOL,X,O,X,X,O,O
IJZSLTO,X,O,X,X,X,X
IJZSLOT,X,O,X,X,X,X
IJZSOTL,X,O,X,X,O,O
IJZSOLT,X,O,X,X,X,X
IJZOTLS,O,O,O,X,X,O
IJZOTSL,O,O,X,X,O,O
IJZOLTS,O,X,O,X,X,O
IJZOLST,O,X,X,X,X,X
IJZOSTL,X,O,X,X,O,O
IJZOSLT,X,O,X,X,X,X
IJOTLSZ,O,O,O,O,X,X
IJOTLZS,O,O,O,O,X,O
IJOTSLZ,O,O,X,O,X,X
IJOTSZL,O,O,X,X,O,O
IJOTZLS,O,O,O,X,X,O
IJOTZSL,O,O,X,X,O,O
IJOLTSZ,O,O,O,O,X,X
IJOLTZS,O,O,O,O,X,O
IJOLSTZ,O,O,X,O,X,X
IJOLSZT,O,O,X,X,X,X
IJOLZTS,O,X,O,X,X,O
IJOLZST,O,X,X,X,X,X
IJOSTLZ,O,O,X,O,X,X
IJOSTZL,O,O,X,X,O,O
IJOSLTZ,O,O,X,O,X,X
IJOSLZT,X,O,X,X,X,X
IJOSZTL,X,O,X,X,O,O
IJOSZLT,X,O,X,X,X,X
IJOZTLS,O,O,O,X,X,O
IJOZTSL,O,O,X,X,O,O
IJOZLTS,O,X,O,X,X,O
IJOZLST,O,X,X,X,X,X
IJOZSTL,X,O,X,X,O,O
IJOZSLT,X,O,X,X,X,X
ISTLJZO,O,O,X,O,X,X
ISTLJOZ,O,O,O,O,X,X
ISTLZJO,O,O,O,O,O,X
ISTLZOJ,O,O,O,O,O,X
ISTLOJZ,O,O,O,O,X,X
ISTLOZJ,O,O,O,O,O,X
ISTJLZO,O,O,X,O,X,X
ISTJLOZ,O,O,X,O,X,X
ISTJZLO,O,O,X,X,O,O
ISTJZOL,O,O,X,X,O,O
ISTJOLZ,O,O,X,O,X,X
ISTJOZL,O,O,X,X,O,O
ISTZLJO,O,O,O,O,O,O
ISTZLOJ,O,O,O,O,O,O
ISTZJLO,O,O,X,X,O,O
ISTZJOL,O,O,X,X,O,O
ISTZOLJ,O,O,O,O,O,O
ISTZOJL,O,O,X,X,O,O
ISTOLJZ,O,O,O,O,X,X
ISTOLZJ,O,O,O,O,O,X
ISTOJLZ,O,O,X,O,X,X
ISTOJZL,O,O,X,X,O,O
ISTOZLJ,O,O,O,O,O,O
ISTOZJL,O,O,X,X,O,O
ISLTJZO,O,O,X,O,X,X
ISLTJOZ,O,O,O,O,X,X
ISLTZJO,O,O,O,O,O,X
ISLTZOJ,O,O,O,O,O,X
ISLTOJZ,O,O,O,O,X,X
ISLTOZJ,O,O,O,O,O,X
ISLJTZO,O,O,X,O,X,X
ISLJTOZ,O,O,X,O,X,X
ISLJZTO,O,O,X,X,X,X
ISLJZOT,O,O,X,X,X,X
ISLJOTZ,O,O,X,O,X,X
ISLJOZT,O,O,X,X,X,X
ISLZTJO,O,O,O,O,O,X
ISLZTOJ,O,O,O,O,O,X
ISLZJTO,O,O,X,X,X,X
ISLZJOT,O,O,X,X,X,X
ISLZOTJ,O,O,O,O,O,X
ISLZOJT,O,O,X,X,X,X
ISLOTJZ,O,O,O,O,X,X
ISLOTZJ,O,O,O,O,O,X
ISLOJTZ,O,O,X,O,X,X
ISLOJZT,O,O,X,X,X,X
ISLOZTJ,O,O,O,O,O,X
ISLOZJT,O,O,X,X,X,X
ISJTLZO,O,O,X,O,X,X
ISJTLOZ,O,O,X,O,X,X
ISJTZLO,O,O,X,X,O,O
ISJTZOL,O,O,X,X,O,O
ISJTOLZ,O,O,X,O,X,X
ISJTOZL,O,O,X,X,O,O
ISJLTZO,O,O,X,O,X,X
ISJLTOZ,O,O,X,O,X,X
ISJLZTO,X,O,X,X,X,X
ISJLZOT,X,O,X,X,X,X
ISJLOTZ,O,O,X,O,X,X
ISJLOZT,X,O,X,X,X,X
ISJZTLO,X,O,X,X,O,O
ISJZTOL,X,O,X,X,O,O
ISJZLTO,X,O,X,X,X,X
ISJZLOT,X,O,X,X,X,X
ISJZOTL,X,O,X,X,O,O
ISJZOLT,X,O,X,X,X,X
ISJOTLZ,O,O,X,O,X,X
ISJOTZL,O,O,X,X,O,O
ISJOLTZ,O,O,X,O,X,X
ISJOLZT,X,O,X,X,X,X
ISJOZTL,X,O,X,X,O,O
ISJOZLT,X,O,X,X,X,X
ISZTLJO,X,O,O,O,O,O
ISZTLOJ,X,O,O,O,O,O
ISZTJLO,X,O,X,X,O,O
ISZTJOL,X,O,X,X,O,O
ISZTOLJ,X,O,O,O,O,O
ISZTOJL,X,O,X,X,O,O
ISZLTJO,O,O,O,O,O,X
ISZLTOJ,O,O,O,O,O,X
ISZLJTO,O,O,X,X,X,X
ISZLJOT,O,O,X,X,X,X
ISZLOTJ,O,O,O,O,O,X
ISZLOJT,O,O,X,X,X,X
ISZJTLO,X,O,X,X,O,O
ISZJTOL,X,O,X,X,O,O
ISZJLTO,X,O,X,X,X,X
ISZJLOT,X,O,X,X,X,X
ISZJOTL,X,O,X,X,O,O
ISZJOLT,X,O,X,X,X,X
ISZOTLJ,X,O,O,O,O,O
ISZOTJL,X,O,X,X,O,O
ISZOLTJ,O,O,O,O,O,X
ISZOLJT,O,O,X,X,X,X
ISZOJTL,X,O,X,X,O,O
ISZOJLT,X,O,X,X,X,X
ISOTLJZ,O,O,O,O,X,X
ISOTLZJ,O,O,O,O,O,X
ISOTJLZ,O,O,X,O,X,X
ISOTJZL,O,O,X,X,O,O
ISOTZLJ,O,O,O,O,O,O
ISOTZJL,O,O,X,X,O,O
ISOLTJZ,O,O,O,O,X,X
ISOLTZJ,O,O,O,O,O,X
ISOLJTZ,O,O,X,O,X,X
ISOLJZT,O,O,X,X,X,X
ISOLZTJ,O,O,O,O,O,X
ISOLZJT,O,O,X,X,X,X
ISOJTLZ,O,O,X,O,X,X
ISOJTZL,O,O,X,X,O,O
ISOJLTZ,O,O,X,O,X,X
ISOJLZT,X,O,X,X,X,X
ISOJZTL,X,O,X,X,O,O
ISOJZLT,X,O,X,X,X,X
ISOZTLJ,X,O,O,O,O,O
ISOZTJL,X,O,X,X,O,O
ISOZLTJ,O,O,O,O,O,X
ISOZLJT,O,O,X,X,X,X
ISOZJTL,X,O,X,X,O,O
ISOZJLT,X,O,X,X,X,X
IZTLJSO,O,X,O,X,X,O
IZTLJOS,O,X,O,O,X,O
IZTLSJO,O,X,O,O,O,O
IZTLSOJ,O,X,O,O,O,O
IZTLOJS,O,X,O,O,X,O
IZTLOSJ,O,X,O,O,O,O
IZTJLSO,O,O,O,X,X,O
IZTJLOS,O,O,O,X,X,O
IZTJSLO,O,O,X,X,O,O
IZTJSOL,O,O,X,X,O,O
IZTJOLS,O,O,O,X,X,O
IZTJOSL,O,O,X,X,O,O
IZTSLJO,O,O,O,O,O,O
IZTSLOJ,O,O,O,O,O,O
IZTSJLO,O,O,X,X,O,O
IZTSJOL,O,O,X,X,O,O
IZTSOLJ,O,O,O,O,O,O
IZTSOJL,O,O,X,X,O,O
IZTOLJS,O,X,O,O,X,O
IZTOLSJ,O,X,O,O,O,O
IZTOJLS,O,O,O,X,X,O
IZTOJSL,O,O,X,X,O,O
IZTOSLJ,O,O,O,O,O,O
IZTOSJL,O,O,X,X,O,O
IZLTJSO,O,X,O,X,X,O
IZLTJOS,O,X,O,O,X,O
IZLTSJO,O,X,O,O,O,O
IZLTSOJ,O,X,O,O,O,O
IZLTOJS,O,X,O,O,X,O
IZLTOSJ,O,X,O,O,O,O
IZLJTSO,O,X,O,X,X,O
IZLJTOS,O,X,O,X,X,O
IZLJSTO,O,X,X,X,X,X
IZLJSOT,O,X,X,X,X,X
IZLJOTS,O,X,O,X,X,O
IZLJOST,O,X,X,X,X,X
IZLSTJO,O,X,O,O,O,X
IZLSTOJ,O,X,O,O,O,X
IZLSJTO,O,X,X,X,X,X
IZLSJOT,O,X,X,X,X,X
IZLSOTJ,O,X,O,O,O,X
IZLSOJT,O,X,X,X,X,X
IZLOTJS,O,X,O,O,X,O
IZLOTSJ,O,X,O,O,O,O
IZLOJTS,O,X,O,X,X,O
IZLOJST,O,X,X,X,X,X
IZLOSTJ,O,X,O,O,O,X
IZLOSJT,O,X,X,X,X,X
IZJTLSO,O,O,O,X,X,O
IZJTLOS,O,O,O,X,X,O
IZJTSLO,O,O,X,X,O,O
IZJTSOL,O,O,X,X,O,O
IZJTOLS,O,O,O,X,X,O
IZJTOSL,O,O,X,X,O,O
IZJLTSO,O,X,O,X,X,O
IZJLTOS,O,X,O,X,X,O
IZJLSTO,O,X,X,X,X,X
IZJLSOT,O,X,X,X,X,X
IZJLOTS,O,X,O,X,X,O
IZJLOST,O,X,X,X,X,X
IZJSTLO,X,O,X,X,O,O
IZJSTOL,X,O,X,X,O,O
IZJSLTO,X,O,X,X,X,X
IZJSLOT,X,O,X,X,X,X
IZJSOTL,X,O,X,X,O,O
IZJSOLT,X,O,X,X,X,X
IZJOTLS,O,O,O,X,X,O
IZJOTSL,O,O,X,X,O,O
IZJOLTS,O,X,O,X,X,O
IZJOLST,O,X,X,X,X,X
IZJOSTL,X,O,X,X,O,O
IZJOSLT,X,O,X,X,X,X
IZSTLJO,X,O,O,O,O,O
IZSTLOJ,X,O,O,O,O,O
IZSTJLO,X,O,X,X,O,O
IZSTJOL,X,O,X,X,O,O
IZSTOLJ,X,O,O,O,O,O
IZSTOJL,X,O,X,X,O,O
IZSLTJO,O,O,O,O,O,X
IZSLTOJ,O,O,O,O,O,X
IZSLJTO,O,O,X,X,X,X
IZSLJOT,O,O,X,X,X,X
IZSLOTJ,O,O,O,O,O,X
IZSLOJT,O,O,X,X,X,X
IZSJTLO,X,O,X,X,O,O
IZSJTOL,X,O,X,X,O,O
IZSJLTO,X,O,X,X,X,X
IZSJLOT,X,O,X,X,X,X
IZSJOTL,X,O,X,X,O,O
IZSJOLT,X,O,X,X,X,X
IZSOTLJ,X,O,O,O,O,O
IZSOTJL,X,O,X,X,O,O
IZSOLTJ,O,O,O,O,O,X
IZSOLJT,O,O,X,X,X,X
IZSOJTL,X,O,X,X,O,O
IZSOJLT,X,O,X,X,X,X
IZOTLJS,O,X,O,O,X,O
IZOTLSJ,O,X,O,O,O,O
IZOTJLS,O,O,O,X,X,O
IZOTJSL,O,O,X,X,O,O
IZOTSLJ,O,O,O,O,O,O
IZOTSJL,O,O,X,X,O,O
IZOLTJS,O,X,O,O,X,O
IZOLTSJ,O,X,O,O,O,O
IZOLJTS,O,X,O,X,X,O
IZOLJST,O,X,X,X,X,X
IZOLSTJ,O,X,O,O,O,X
IZOLSJT,O,X,X,X,X,X
IZOJTLS,O,O,O,X,X,O
IZOJTSL,O,O,X,X,O,O
IZOJLTS,O,X,O,X,X,O
IZOJLST,O,X,X,X,X,X
IZOJSTL,X,O,X,X,O,O
IZOJSLT,X,O,X,X,X,X
IZOSTLJ,X,O,O,O,O,O
IZOSTJL,X,O,X,X,O,O
IZOSLTJ,O,O,O,O,O,X
IZOSLJT,O,O,X,X,X,X
IZOSJTL,X,O,X,X,O,O
IZOSJLT,X,O,X,X,X,X
IOTLJSZ,O,O,O,O,X,X
IOTLJZS,O,O,O,O,X,O
IOTLSJZ,O,O,O,O,X,X
IOTLSZJ,O,O,O,O,O,X
IOTLZJS,O,X,O,O,X,O
IOTLZSJ,O,X,O,O,O,O
IOTJLSZ,O,O,O,O,X,X
IOTJLZS,O,O,O,O,X,O
IOTJSLZ,O,O,X,O,X,X
IOTJSZL,O,O,X,X,O,O
IOTJZLS,O,O,O,X,X,O
IOTJZSL,O,O,X,X,O,O
IOTSLJZ,O,O,O,O,X,X
IOTSLZJ,O,O,O,O,O,X
IOTSJLZ,O,O,X,O,X,X
IOTSJZL,O,O,X,X,O,O
IOTSZLJ,O,O,O,O,O,O
IOTSZJL,O,O,X,X,O,O
IOTZLJS,O,X,O,O,X,O
IOTZLSJ,O,X,O,O,O,O
IOTZJLS,O,O,O,X,X,O
IOTZJSL,O,O,X,X,O,O
