sequence,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeRyXaAFLDmClc?JSAVDEHBEooRBJoAVBsfLuCvOBAAvhFyQB+PBsOB3NBTLBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ3jFDqOBAAvhFRSBzLBXKB0HBOLBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBp/rtC6OBAAvhFRSB2QB6PB3NB0LBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je1yXaAFLDmClc?JSAVDEHBEooRBUoAVBzfjWCP+AAAvhF3MB+PBsOBKLBzLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBUNUFDK+AAAvhF1SB3MB6PBsLBOLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVB6+ytCp/AAAvhF0NB1RBTLBXPBRNBm?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVB6+bgCpCBAAvhF0NB1RB3LBTPBRNBi?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC6OBAAvhFRSBTKBKLBfMB0MBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBzHLxCM+AAAvhF3NB0LBTKBlMBiLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBa3TxCK+AAAvhF0MBTLBXKBlNBmLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVB6C+tCK+AAAvhF0MB6PBlNB3GB2QBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je0sXaAFLDmClc?JSAVDEHBEooRBaoAVBs+bgCK+AAAvhFCPBlNB3GBTPB2QBR?NB
LITJSZO,O,O,O,O,X,X,X,O,X,X,X,X
LITJSOZ,O,O,O,O,X,X,X,O,X,X,X,X
LITJZSO,O,O,O,O,X,X,X,O,X,X,X,X
LITJZOS,O,O,O,O,X,X,X,O,X,X,X,X
LITJOSZ,O,O,O,O,X,X,X,O,X,X,X,X
LITJOZS,O,O,O,O,X,X,X,O,X,X,X,X
LITSJZO,O,O,O,O,X,X,X,O,X,X,X,X
LITSJOZ,O,O,O,O,X,X,X,O,X,X,X,X
LITSZJO,O,O,X,O,X,O,X,O,X,X,X,X
LITSZOJ,O,O,X,O,X,O,X,O,X,X,X,X
LITSOJZ,O,O,O,O,X,O,X,O,X,X,X,X
LITSOZJ,O,O,O,O,X,O,X,O,X,X,X,X
LITZJSO,O,O,X,O,X,O,X,O,X,X,X,X
LITZJOS,O,O,X,O,X,O,X,O,X,X,X,X
LITZSJO,O,O,X,O,X,O,X,O,X,X,X,X
LITZSOJ,O,O,X,O,X,O,X,O,X,X,X,X
LITZOJS,O,O,X,X,X,O,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,O,X,X,X,X,X,X
LITOJSZ,O,O,O,O,X,O,X,O,X,X,X,X
LITOJZS,O,O,O,O,X,O,X,O,X,X,X,X
LITOSJZ,O,O,O,O,X,O,X,O,X,X,X,X
LITOSZJ,O,O,O,O,X,O,X,O,X,X,X,X
LITOZJS,O,O,O,X,X,O,X,X,X,X,X,X
LITOZSJ,O,O,O,X,X,O,X,X,X,X,X,X
LIJTSZO,O,O,O,O,X,X,X,O,X,X,X,X
LIJTSOZ,O,O,O,O,X,X,X,O,X,X,X,X
LIJTZSO,O,O,O,O,X,X,X,O,X,X,X,X
LIJTZOS,O,O,O,O,X,X,X,O,X,X,X,X
LIJTOSZ,O,O,O,O,X,X,X,O,X,X,X,X
LIJTOZS,O,O,O,O,X,X,X,O,X,X,X,X
LIJSTZO,O,O,O,O,X,X,X,O,X,X,X,X
LIJSTOZ,O,O,O,O,X,X,X,O,X,X,X,X
LIJSZTO,O,O,O,O,X,X,X,O,X,X,X,X
LIJSZOT,O,O,O,O,X,X,X,O,X,X,X,X
LIJSOTZ,O,O,O,O,X,X,X,O,X,X,X,X
LIJSOZT,O,O,O,O,X,X,X,O,X,X,X,X
LIJZTSO,O,O,O,O,X,X,X,O,X,X,X,X
LIJZTOS,O,O,O,O,X,X,X,O,X,X,X,X
LIJZSTO,O,O,O,O,X,X,X,O,X,X,X,X
LIJZSOT,O,O,O,O,O,X,X,O,X,X,X,X
LIJZOTS,O,O,O,X,X,X,X,O,X,X,X,X
LIJZOST,O,O,O,O,O,X,X,O,X,X,X,X
LIJOTSZ,O,O,O,X,X,X,X,O,X,X,X,X
LIJOTZS,O,O,O,X,X,X,X,O,X,X,X,X
LIJOSTZ,O,O,O,O,X,X,X,O,X,X,X,X
LIJOSZT,O,O,O,O,X,X,X,O,X,X,X,X
LIJOZTS,O,O,O,X,X,X,X,O,X,X,X,X
LIJOZST,O,O,O,O,O,X,X,O,X,X,X,X
LISTJZO,O,O,O,O,X,X,X,O,X,X,X,X
LISTJOZ,O,O,O,O,X,X,X,O,X,X,X,X
LISTZJO,O,O,X,O,X,O,X,O,X,X,X,X
LISTZOJ,O,O,X,O,X,O,X,O,X,X,X,X
LISTOJZ,O,O,O,O,X,O,X,O,X,X,X,X
LISTOZJ,O,O,O,O,X,O,X,O,X,X,X,X
LISJTZO,O,O,O,O,X,X,X,O,X,X,X,X
LISJTOZ,O,O,O,O,X,X,X,O,X,X,X,X
LISJZTO,O,O,O,O,X,X,X,O,X,X,X,X
LISJZOT,O,O,O,O,X,X,X,O,X,X,X,X
LISJOTZ,O,O,O,O,X,X,X,O,X,X,X,X
LISJOZT,O,O,O,O,X,X,X,O,X,X,X,X
LISZTJO,O,O,X,O,X,O,X,O,X,O,X,X
LISZTOJ,O,O,X,O,X,O,X,O,X,O,X,X
LISZJTO,O,O,X,O,X,O,X,O,X,X,X,X
LISZJOT,O,O,X,O,O,X,X,O,X,X,X,X
LISZOTJ,O,O,X,O,O,O,X,O,X,O,X,X
LISZOJT,O,O,X,O,O,X,X,O,X,X,X,X
LISOTJZ,O,O,O,O,O,O,X,O,X,X,X,X
LISOTZJ,O,O,O,O,O,O,X,O,X,X,X,X
LISOJTZ,O,O,O,O,X,O,X,O,X,X,X,X
LISOJZT,O,O,O,O,X,X,X,O,X,X,X,X
LISOZTJ,O,O,O,O,O,O,X,O,X,O,X,X
LISOZJT,O,O,O,O,O,X,X,O,X,X,X,X
LIZTJSO,O,O,X,X,X,O,X,O,X,O,X,O
LIZTJOS,O,O,X,X,X,O,X,O,X,O,X,X
LIZTSJO,O,O,X,X,X,O,X,O,X,O,X,O
LIZTSOJ,O,O,X,X,X,O,X,O,X,O,X,O
LIZTOJS,O,O,X,X,X,O,X,X,X,O,X,X
LIZTOSJ,O,O,X,X,X,O,X,X,X,O,X,O
LIZJTSO,O,O,X,X,X,O,X,O,X,X,X,X
LIZJTOS,O,O,X,X,X,O,X,O,X,X,X,X
LIZJSTO,O,O,X,X,X,O,X,O,X,X,X,X
LIZJSOT,O,O,X,X,O,X,X,O,X,X,X,X
LIZJOTS,O,O,X,X,X,X,X,O,X,X,X,X
LIZJOST,O,O,X,X,O,X,X,O,X,X,X,X
LIZSTJO,O,O,X,X,X,O,X,O,X,O,X,O
LIZSTOJ,O,O,X,X,X,O,X,O,X,O,X,O
LIZSJTO,O,O,X,X,X,O,X,O,X,X,X,X
LIZSJOT,O,O,X,X,O,X,X,O,X,X,X,X
LIZSOTJ,O,O,X,X,O,O,X,O,X,O,O,X
LIZSOJT,O,O,X,X,O,X,X,O,X,X,X,X
LIZOTJS,O,O,X,X,X,O,X,X,X,O,O,X
LIZOTSJ,O,O,X,X,X,O,X,X,X,O,O,X
LIZOJTS,O,O,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,O,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,O,O,X,X,X,O,O,X
LIZOSJT,O,O,X,X,O,X,X,X,X,X,X,X
LIOTJSZ,O,O,O,X,O,O,X,O,X,X,X,X
LIOTJZS,O,O,O,X,X,O,X,O,X,X,X,X
LIOTSJZ,O,O,O,X,O,O,X,O,X,X,X,X
LIOTSZJ,O,O,O,X,O,O,X,O,X,X,X,X
LIOTZJS,O,O,O,X,X,O,X,X,X,X,X,X
LIOTZSJ,O,O,O,X,O,O,X,X,X,X,X,X
LIOJTSZ,O,O,O,X,X,O,X,O,X,X,X,X
LIOJTZS,O,O,O,X,X,O,X,O,X,X,X,X
LIOJSTZ,O,O,O,O,X,O,X,O,X,X,X,X
LIOJSZT,O,O,O,O,X,X,X,O,X,X,X,X
LIOJZTS,O,O,O,X,X,X,X,O,X,X,X,X
LIOJZST,O,O,O,O,O,X,X,O,X,X,X,X
LIOSTJZ,O,O,O,O,O,O,X,O,X,X,X,X
LIOSTZJ,O,O,O,O,O,O,X,O,X,X,X,X
LIOSJTZ,O,O,O,O,X,O,X,O,X,X,X,X
LIOSJZT,O,O,O,O,X,X,X,O,X,X,X,X
LIOSZTJ,O,O,O,O,O,O,X,O,X,O,X,X
LIOSZJT,O,O,O,O,O,X,X,O,X,X,X,X
LIOZTJS,O,O,O,X,X,O,X,X,X,O,O,X
LIOZTSJ,O,O,O,X,X,O,X,X,X,O,O,X
LIOZJTS,O,O,O,X,X,X,X,X,X,X,X,X
LIOZJST,O,O,O,X,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,O,X,O,O,X,X,X,O,O,X
LIOZSJT,O,O,O,X,O,X,X,X,X,X,X,X
LJTISZO,O,X,X,O,X,X,X,O,X,X,X,X
LJTISOZ,O,X,X,O,X,X,X,O,X,X,X,X
LJTIZSO,O,X,X,O,X,X,X,O,X,X,X,X
LJTIZOS,O,X,X,O,X,X,X,O,X,X,X,X
LJTIOSZ,O,X,X,O,X,X,X,O,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,O,X,X,X,X
LJTSIZO,O,X,X,O,X,X,O,O,O,X,X,X
LJTSIOZ,O,X,X,O,X,X,O,O,O,X,X,X
LJTSZIO,O,X,X,O,X,O,O,O,O,X,X,X
LJTSZOI,O,X,X,O,X,O,O,O,O,X,X,X
LJTSOIZ,O,O,X,O,X,O,O,O,O,X,X,X
LJTSOZI,O,O,X,O,X,O,O,O,O,X,X,X
LJTZISO,O,X,X,O,X,O,O,X,X,X,X,X
LJTZIOS,O,X,O,O,X,O,O,X,X,X,X,X
LJTZSIO,O,X,X,O,X,O,O,X,O,X,X,X
LJTZSOI,O,X,O,O,O,O,O,X,O,X,X,X
LJTZOIS,O,X,O,O,X,O,O,X,X,X,X,X
LJTZOSI,O,X,O,O,O,O,O,X,O,X,X,X
LJTOISZ,O,O,O,O,X,O,X,O,X,X,X,X
LJTOIZS,O,O,O,O,X,O,X,O,X,X,X,X
LJTOSIZ,O,O,X,O,X,O,O,O,O,X,X,X
LJTOSZI,O,O,X,O,X,O,O,O,O,X,X,X
LJTOZIS,O,O,O,O,X,O,O,X,X,X,X,X
LJTOZSI,O,O,O,O,O,O,O,X,O,X,X,X
LJITSZO,O,O,O,O,X,X,X,O,X,X,X,X
LJITSOZ,O,O,O,O,X,X,X,O,X,X,X,X
LJITZSO,O,O,O,O,X,X,X,O,X,X,X,X
LJITZOS,O,O,O,O,X,X,X,O,X,X,X,X
LJITOSZ,O,O,O,O,X,X,X,O,X,X,X,X
LJITOZS,O,O,O,O,X,X,X,O,X,X,X,X
LJISTZO,O,O,O,O,X,X,X,O,X,X,X,X
LJISTOZ,O,O,O,O,X,X,X,O,X,X,X,X
LJISZTO,O,O,O,O,X,X,X,O,X,X,X,X
LJISZOT,O,O,O,O,X,X,X,O,X,X,X,X
LJISOTZ,O,O,O,O,X,X,X,O,X,X,X,X
LJISOZT,O,O,O,O,X,X,X,O,X,X,X,X
LJIZTSO,O,O,O,O,X,X,X,O,X,X,X,X
LJIZTOS,O,O,O,O,X,X,X,O,X,X,X,X
LJIZSTO,O,O,O,O,X,X,X,O,X,X,X,X
LJIZSOT,O,O,O,O,O,X,X,O,X,X,X,X
LJIZOTS,O,O,O,X,X,X,X,O,X,X,X,X
LJIZOST,O,O,O,O,O,X,X,O,X,X,X,X
LJIOTSZ,O,O,O,X,X,X,X,O,X,X,X,X
LJIOTZS,O,O,O,X,X,X,X,O,X,X,X,X
LJIOSTZ,O,O,O,O,X,X,X,O,X,X,X,X
LJIOSZT,O,O,O,O,X,X,X,O,X,X,X,X
LJIOZTS,O,O,O,X,X,X,X,O,X,X,X,X
LJIOZST,O,O,O,O,O,X,X,O,X,X,X,X
LJSTIZO,O,X,X,O,X,X,O,O,O,X,X,X
LJSTIOZ,O,X,X,O,X,X,O,O,O,X,X,X
LJSTZIO,O,X,X,O,X,O,O,O,O,X,X,X
LJSTZOI,O,X,X,O,X,O,O,O,O,X,X,X
LJSTOIZ,O,O,X,O,X,O,O,O,O,X,X,X
LJSTOZI,O,O,X,O,X,O,O,O,O,X,X,X
LJSITZO,O,O,X,O,X,X,O,O,O,X,X,X
LJSITOZ,O,O,X,O,X,X,O,O,O,X,X,X
LJSIZTO,O,O,X,O,X,X,X,O,X,X,X,X
LJSIZOT,O,O,X,O,X,X,X,O,X,X,X,X
LJSIOTZ,O,O,X,O,X,X,O,O,O,X,X,X
LJSIOZT,O,O,X,O,X,X,X,O,X,X,X,X
LJSZTIO,O,X,X,O,X,O,O,O,O,O,X,X
LJSZTOI,O,X,O,O,O,O,O,O,O,O,X,X
LJSZITO,O,X,X,O,X,O,X,O,X,X,X,X
LJSZIOT,O,X,X,O,O,X,X,O,X,X,X,X
LJSZOTI,O,O,O,O,O,O,O,O,O,O,X,X
LJSZOIT,O,O,O,O,O,X,X,O,X,X,X,X
LJSOTIZ,O,O,X,O,O,O,O,O,O,X,X,X
LJSOTZI,O,O,X,O,O,O,O,O,O,X,X,X
LJSOITZ,O,O,O,O,X,O,O,O,O,X,X,X
LJSOIZT,O,O,O,O,X,X,X,O,X,X,X,X
LJSOZTI,O,O,O,O,O,O,O,O,O,O,X,X
LJSOZIT,O,O,O,O,O,X,X,O,X,X,X,X
LJZTISO,O,X,O,O,X,O,O,X,X,O,X,O
LJZTIOS,O,X,O,O,X,O,O,X,X,O,X,X
LJZTSIO,O,X,X,O,X,O,O,X,O,O,X,O
LJZTSOI,O,X,O,O,O,O,O,X,O,O,X,O
LJZTOIS,O,X,O,O,X,O,O,X,X,O,X,X
LJZTOSI,O,X,O,O,O,O,O,X,O,O,X,X
LJZITSO,O,X,O,O,X,O,O,O,X,X,X,X
LJZITOS,O,X,O,O,X,O,O,O,X,X,X,X
LJZISTO,O,X,O,O,X,O,X,O,X,X,X,X
LJZISOT,O,X,O,O,O,X,X,O,X,X,X,X
LJZIOTS,O,X,O,X,X,X,O,O,X,X,X,X
LJZIOST,O,X,O,O,O,X,X,O,X,X,X,X
LJZSTIO,O,X,X,O,O,O,X,O,O,O,X,O
LJZSTOI,O,X,O,O,O,O,X,O,O,O,X,O
LJZSITO,O,X,X,O,O,O,X,O,X,X,X,X
LJZSIOT,O,X,X,O,O,X,X,O,X,X,X,X
LJZSOTI,O,O,O,O,O,O,X,O,O,O,O,X
LJZSOIT,O,O,O,O,O,X,X,O,X,X,X,X
LJZOTIS,O,O,O,O,X,O,O,X,X,O,O,X
LJZOTSI,O,O,O,O,O,O,O,X,O,O,O,X
LJZOITS,O,O,O,X,X,X,O,O,X,X,X,X
LJZOIST,O,O,O,O,O,X,X,O,X,X,X,X
LJZOSTI,O,O,O,O,O,O,X,O,O,O,O,X
LJZOSIT,O,O,O,O,O,X,X,O,X,X,X,X
LJOTISZ,O,O,O,O,O,O,X,O,X,X,X,X
LJOTIZS,O,O,O,O,X,O,X,O,X,X,X,X
LJOTSIZ,O,O,X,O,O,O,O,O,O,X,X,X
LJOTSZI,O,O,X,O,O,O,O,O,O,X,X,X
LJOTZIS,O,O,O,O,X,O,O,X,X,X,X,X
LJOTZSI,O,O,O,O,O,O,O,X,O,X,X,X
LJOITSZ,O,O,O,X,X,O,X,O,X,X,X,X
LJOITZS,O,O,O,X,X,O,X,O,X,X,X,X
LJOISTZ,O,O,O,O,X,O,X,O,X,X,X,X
LJOISZT,O,O,O,O,X,X,X,O,X,X,X,X
LJOIZTS,O,O,O,X,X,X,X,O,X,X,X,X
LJOIZST,O,O,O,O,O,X,X,O,X,X,X,X
LJOSTIZ,O,O,X,O,O,O,O,O,O,X,X,X
LJOSTZI,O,O,X,O,O,O,O,O,O,X,X,X
LJOSITZ,O,O,O,O,X,O,O,O,O,X,X,X
LJOSIZT,O,O,O,O,X,X,X,O,X,X,X,X
LJOSZTI,O,O,O,O,O,O,O,O,O,O,X,X
LJOSZIT,O,O,O,O,O,X,X,O,X,X,X,X
LJOZTIS,O,O,O,O,X,O,O,X,X,O,O,X
LJOZTSI,O,O,O,O,O,O,O,X,O,O,O,X
LJOZITS,O,O,O,X,X,X,O,O,X,X,X,X
LJOZIST,O,O,O,O,O,X,X,O,X,X,X,X
LJOZSTI,O,O,O,O,O,O,X,O,O,O,O,X
LJOZSIT,O,O,O,O,O,X,X,O,X,X,X,X
LSTIJZO,O,O,X,O,X,X,O,O,O,X,X,X
LSTIJOZ,O,O,X,O,X,X,O,O,O,X,X,X
LSTIZJO,O,O,X,O,O,O,O,O,O,X,X,X
LSTIZOJ,O,O,X,O,O,O,O,O,X,X,X,X
LSTIOJZ,O,O,X,O,O,O,X,O,X,X,X,X
LSTIOZJ,O,O,X,O,O,O,O,O,X,X,X,X
LSTJIZO,O,X,X,O,X,X,O,O,O,X,X,X
LSTJIOZ,O,X,X,O,X,X,O,O,O,X,X,X
LSTJZIO,O,X,X,O,X,O,O,O,O,X,X,X
LSTJZOI,O,X,X,O,X,O,O,O,O,X,X,X
LSTJOIZ,O,O,X,O,X,O,O,O,O,X,X,X
LSTJOZI,O,O,X,O,X,O,O,O,O,X,X,X
LSTZIJO,X,X,X,O,O,O,O,O,O,O,X,X
LSTZIOJ,X,X,X,O,O,O,O,O,X,O,X,X
LSTZJIO,X,X,X,O,O,O,O,O,O,O,X,X
LSTZJOI,X,X,X,O,O,O,O,O,O,O,X,X
LSTZOIJ,X,X,X,O,O,O,O,O,X,O,X,X
LSTZOJI,X,X,X,O,O,O,O,X,X,O,X,X
LSTOIJZ,O,O,X,O,O,O,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,O,O,O,X,X,X,X,X
LSTOJIZ,O,O,X,O,O,O,O,X,X,X,X,X
LSTOJZI,O,O,X,O,O,O,O,X,X,X,X,X
LSTOZIJ,X,O,X,O,O,O,O,X,X,O,X,X
LSTOZJI,X,O,X,O,O,O,O,X,X,O,X,X
LSITJZO,O,O,X,O,X,X,O,O,O,X,X,X
LSITJOZ,O,O,X,O,X,X,O,O,O,X,X,X
LSITZJO,O,O,X,O,O,O,O,O,O,X,X,X
LSITZOJ,O,O,X,O,O,O,O,O,X,X,X,X
LSITOJZ,O,O,X,O,O,O,X,O,X,X,X,X
LSITOZJ,O,O,X,O,O,O,O,O,X,X,X,X
LSIJTZO,O,O,X,O,X,X,O,O,O,X,X,X
LSIJTOZ,O,O,X,O,X,X,O,O,O,X,X,X
LSIJZTO,O,O,X,O,X,X,X,O,X,X,X,X
LSIJZOT,O,O,X,O,X,X,X,O,X,X,X,X
LSIJOTZ,O,O,X,O,X,X,O,O,O,X,X,X
LSIJOZT,O,O,X,O,X,X,X,O,X,X,X,X
LSIZTJO,O,O,X,O,O,O,X,O,X,O,X,X
LSIZTOJ,O,O,X,O,O,O,X,O,X,O,X,X
LSIZJTO,O,O,X,O,O,O,X,O,X,X,X,X
LSIZJOT,O,O,X,O,O,X,X,O,X,X,X,X
LSIZOTJ,O,O,X,O,O,O,X,O,X,O,X,X
LSIZOJT,O,O,X,O,O,X,X,O,X,X,X,X
LSIOTJZ,O,O,X,O,O,O,X,O,X,X,X,X
LSIOTZJ,O,O,X,O,O,O,X,O,X,X,X,X
LSIOJTZ,O,O,X,O,X,O,X,O,X,X,X,X
LSIOJZT,O,O,X,O,X,X,X,O,X,X,X,X
LSIOZTJ,O,O,X,O,O,O,X,O,X,O,X,X
LSIOZJT,O,O,X,O,O,X,X,O,X,X,X,X
LSJTIZO,O,X,X,O,X,X,O,O,O,X,X,X
LSJTIOZ,O,X,X,O,X,X,O,O,O,X,X,X
LSJTZIO,O,X,X,O,X,O,O,O,O,X,X,X
LSJTZOI,O,X,X,O,X,O,O,O,O,X,X,X
LSJTOIZ,O,O,X,O,X,O,O,O,O,X,X,X
LSJTOZI,O,O,X,O,X,O,O,O,O,X,X,X
LSJITZO,O,O,X,O,X,X,O,O,O,X,X,X
LSJITOZ,O,O,X,O,X,X,O,O,O,X,X,X
LSJIZTO,O,O,X,O,X,X,X,O,X,X,X,X
LSJIZOT,O,O,X,O,X,X,X,O,X,X,X,X
LSJIOTZ,O,O,X,O,X,X,O,O,O,X,X,X
LSJIOZT,O,O,X,O,X,X,X,O,X,X,X,X
LSJZTIO,O,X,X,O,X,O,O,O,O,O,X,X
LSJZTOI,O,X,O,O,O,O,O,O,O,O,X,X
LSJZITO,O,X,X,O,X,O,X,O,X,X,X,X
LSJZIOT,O,X,X,O,O,X,X,O,X,X,X,X
LSJZOTI,O,O,O,O,O,O,O,O,O,O,X,X
LSJZOIT,O,O,O,O,O,X,X,O,X,X,X,X
LSJOTIZ,O,O,X,O,O,O,O,O,O,X,X,X
LSJOTZI,O,O,X,O,O,O,O,O,O,X,X,X
LSJOITZ,O,O,O,O,X,O,O,O,O,X,X,X
LSJOIZT,O,O,O,O,X,X,X,O,X,X,X,X
LSJOZTI,O,O,O,O,O,O,O,O,O,O,X,X
LSJOZIT,O,O,O,O,O,X,X,O,X,X,X,X
LSZTIJO,X,X,X,O,O,O,O,O,O,O,X,O
LSZTIOJ,X,X,X,O,O,O,O,O,X,O,X,O
LSZTJIO,X,X,X,O,O,O,O,O,O,O,X,O
LSZTJOI,X,X,X,O,O,O,O,O,O,O,X,O
LSZTOIJ,X,X,X,O,O,O,O,O,X,O,O,O
LSZTOJI,X,X,X,O,O,O,O,X,X,O,O,O
LSZITJO,X,O,X,O,O,O,X,O,X,O,X,O
LSZITOJ,X,O,X,O,O,O,X,O,X,O,X,O
LSZIJTO,X,O,X,O,O,O,X,O,X,X,X,X
LSZIJOT,X,O,X,O,O,X,X,O,X,X,X,X
LSZIOTJ,X,O,X,O,O,O,X,O,X,O,O,X
LSZIOJT,X,O,X,O,O,X,X,O,X,X,X,X
LSZJTIO,X,X,X,O,O,O,O,O,O,O,X,O
LSZJTOI,X,X,X,O,O,O,O,O,O,O,X,O
LSZJITO,X,X,X,O,O,O,X,O,X,X,X,X
LSZJIOT,X,X,X,O,O,X,X,O,X,X,X,X
LSZJOTI,X,O,X,O,O,O,O,O,O,O,O,X
LSZJOIT,X,O,X,O,O,X,X,O,X,X,X,X
LSZOTIJ,X,O,X,O,O,O,X,O,X,O,O,O
LSZOTJI,X,O,X,O,O,O,X,X,X,O,O,O
LSZOITJ,X,O,X,O,O,O,X,O,X,O,O,X
LSZOIJT,X,O,X,O,O,X,X,O,X,X,X,X
LSZOJTI,X,O,X,O,O,O,X,O,X,O,O,X
LSZOJIT,X,O,X,O,O,X,X,O,X,X,X,X
LSOTIJZ,O,O,X,O,O,O,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,O,O,O,X,X,X,X,X
LSOTJIZ,O,O,X,O,O,O,O,X,X,X,X,X
LSOTJZI,O,O,X,O,O,O,O,X,X,X,X,X
LSOTZIJ,X,O,X,O,O,O,O,X,X,O,X,X
LSOTZJI,X,O,X,O,O,O,O,X,X,O,X,X
LSOITJZ,O,O,O,O,O,O,X,O,X,X,X,X
LSOITZJ,O,O,O,O,O,O,X,O,X,X,X,X
LSOIJTZ,O,O,O,O,X,O,X,O,X,X,X,X
LSOIJZT,O,O,O,O,X,X,X,O,X,X,X,X
LSOIZTJ,O,O,O,O,O,O,X,O,X,O,X,X
LSOIZJT,O,O,O,O,O,X,X,O,X,X,X,X
LSOJTIZ,O,O,X,O,O,O,O,O,X,X,X,X
LSOJTZI,O,O,X,O,O,O,O,O,X,X,X,X
LSOJITZ,O,O,O,O,X,O,O,O,X,X,X,X
LSOJIZT,O,O,O,O,X,X,X,O,X,X,X,X
LSOJZTI,O,O,O,O,O,O,O,O,X,O,X,X
LSOJZIT,O,O,O,O,O,X,X,O,X,X,X,X
LSOZTIJ,X,O,X,O,O,O,X,O,X,O,O,X
LSOZTJI,X,O,X,O,O,O,X,X,X,O,O,X
LSOZITJ,X,O,X,O,O,O,X,O,X,O,O,X
LSOZIJT,X,O,X,O,O,X,X,O,X,X,X,X
LSOZJTI,X,O,X,O,O,O,X,O,X,O,O,X
LSOZJIT,X,O,X,O,O,X,X,O,X,X,X,X
LZTIJSO,O,X,X,O,X,O,O,X,X,O,X,O
LZTIJOS,O,X,X,O,X,O,O,X,X,O,X,X
LZTISJO,O,X,X,O,X,O,O,X,O,O,X,O
LZTISOJ,O,X,X,O,X,O,O,X,X,O,O,O
LZTIOJS,O,X,X,X,X,O,X,X,X,O,O,X
LZTIOSJ,O,X,X,X,X,O,X,X,X,O,O,O
LZTJISO,O,X,X,O,X,O,O,X,X,O,X,O
LZTJIOS,O,X,X,O,X,O,O,X,X,O,X,X
LZTJSIO,O,X,X,O,X,O,O,X,O,O,X,O
LZTJSOI,O,X,X,O,O,O,O,X,O,O,X,O
LZTJOIS,O,X,X,O,X,O,O,X,X,O,X,X
LZTJOSI,O,X,X,O,O,O,O,X,O,O,X,X
LZTSIJO,X,X,X,O,X,O,O,X,O,O,X,O
LZTSIOJ,X,X,X,O,X,O,O,X,X,O,O,O
LZTSJIO,X,X,X,O,X,O,O,X,O,O,X,O
LZTSJOI,X,X,X,O,O,O,O,X,O,O,X,O
LZTSOIJ,X,X,X,O,O,O,O,X,X,O,O,O
LZTSOJI,X,X,X,O,O,O,O,X,X,O,O,O
LZTOIJS,O,X,X,X,X,O,X,X,X,O,O,X
LZTOISJ,O,X,X,X,X,O,X,X,X,O,O,O
LZTOJIS,O,X,X,X,X,O,X,X,X,O,O,X
LZTOJSI,O,X,X,X,O,O,X,X,X,O,O,X
LZTOSIJ,X,X,X,X,O,O,X,X,X,O,O,O
LZTOSJI,X,X,X,X,O,O,X,X,X,O,O,O
LZITJSO,O,O,X,X,X,O,O,O,X,O,X,O
LZITJOS,O,O,X,X,X,O,O,O,X,O,X,X
LZITSJO,O,O,X,X,X,O,O,O,X,O,X,O
LZITSOJ,O,O,X,X,X,O,O,O,X,O,O,O
LZITOJS,O,O,X,X,X,O,X,X,X,O,O,X
LZITOSJ,O,O,X,X,X,O,X,X,X,O,O,O
LZIJTSO,O,O,X,X,X,O,O,O,X,X,X,X
LZIJTOS,O,O,X,X,X,O,O,O,X,X,X,X
LZIJSTO,O,O,X,X,X,O,X,O,X,X,X,X
LZIJSOT,O,O,X,X,O,X,X,O,X,X,X,X
LZIJOTS,O,O,X,X,X,X,O,O,X,X,X,X
LZIJOST,O,O,X,X,O,X,X,O,X,X,X,X
LZISTJO,O,O,X,X,X,O,X,O,X,O,X,O
LZISTOJ,O,O,X,X,X,O,X,O,X,O,O,O
LZISJTO,O,O,X,X,X,O,X,O,X,X,X,X
LZISJOT,O,O,X,X,O,X,X,O,X,X,X,X
LZISOTJ,O,O,X,X,O,O,X,O,X,O,O,X
