sequence,v115@HhC8GeD8FeD8AeB8BeA8JeRGJvhCqsBToBirB,v115@HhC8GeD8FeD8AeB8BeA8JeRGJvhCGoBirBzsB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCCnBToB0sB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCWsBxnBXtB,v115@HhC8GeD8FeD8AeB8BeA8JeRGJvhCusBctBirB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCRnBctBGsB,v115@HhC8GeD8FeD8AeB8BeA8JeRGJvhCCoBirBXtB,v115@HhC8GeD8FeD8AeB8BeA8JeRGJvhCirBCtBFtB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCzmBCoBXtB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCzmBusBctB,v115@HhC8GeD8FeD8AeB8BeA8JeRGJvhCWtBirBXtB,v115@HhC8GeD8FeD8AeB8BeA8JeRGJvhCirBFtBCtB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCCnBxsBXtB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCzmBFtBCtB,v115@HhC8GeD8FeD8AeB8BeA8JeyLJvhCStBFrBzsB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCzmBWtBXtB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCWsBctBlsB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCWsBToB0sB,v115@HhC8GeD8FeD8AeB8BeA8JeyLJvhCWtBFrBXtB,v115@HhC8GeD8FeD8AeB8BeA8JeyLJvhCqsBToBFrB,v115@HhC8GeD8FeD8AeB8BeA8JeyLJvhCGoBzsBFrB,v115@HhC8GeD8FeD8AeB8BeA8JeaLJvhCzmBCtBFtB,v115@HhC8GeD8FeD8AeB8BeA8JeyLJvhCCoBXtBFrB,v115@HhC8GeD8FeD8AeB8BeA8JeTIJvhCxrBFrB0sB
LJSLOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSLOZIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSZTIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSZTLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSZTLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSZTOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSZTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJSZITLO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITOL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZILTO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZILOT,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOLT,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZLTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZLITO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZLIOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZLOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZLOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOITL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOILT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOLIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTILZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJSOTIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJSOTLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJSOTLZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJSOTZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJSOTZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJSOITLZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOITZL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOILTZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOILZT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOIZTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOIZLT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOLTIZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOLTZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOLITZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOLIZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOLZTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOLZIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOZTIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSOZTLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSOZITL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSOZILT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSOZLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSOZLIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZTILSO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTILOS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTISLO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTISOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTIOLS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTIOSL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTLISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTLIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTLSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTLSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTLOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTLOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTSILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZTSIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZTSLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZTSLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZTSOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZTSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZTOILS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOISL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOLIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOLSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOSLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITLSO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITLOS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITSLO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITSOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITOLS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITOSL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZILTSO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZILTOS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZILSTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZILSOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZILOTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZILOST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTLO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTOL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISLTO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISLOT,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOTL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOLT,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTLS,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTSL,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOLTS,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOLST,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOSTL,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOSLT,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLTISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZLTIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZLTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZLTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZLTOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZLTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZLITSO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLITOS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLISTO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLISOT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLIOTS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLIOST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLSITO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLSIOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLOTIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLOTSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLOITS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLOIST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLOSTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZLOSIT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZSTIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZSTLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZSTLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZSTOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZSTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZSITLO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITOL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSILTO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSILOT,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOTL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOLT,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSLTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSLITO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSLIOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSLOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSLOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOITL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOILT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOLTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOLIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTILS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOTISL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOTLIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOTLSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOTSIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOTSLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOITLS,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOITSL,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOILTS,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOILST,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOISTL,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOISLT,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOLTIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOLTSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOLITS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOLIST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOLSTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOLSIT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOSTIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZOSTLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZOSITL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZOSILT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZOSLTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJZOSLIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOTILSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTILZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTISLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTISZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTIZLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTIZSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTLISZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOTLIZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOTLSIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOTLSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOTLZIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOTLZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOTSILZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOTSIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOTSLIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOTSLZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOTSZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOTSZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOTZILS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTZISL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTZLIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTZLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTZSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTZSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOITLSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOITLZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOITSLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOITSZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOITZLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOITZSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOILTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOILTZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOILSTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOILSZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOILZTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOILZST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTLZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOISTZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOISLTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOISLZT,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOISZTL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOISZLT,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOIZTLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZTSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZLTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZLST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZSTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZSLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOLTISZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJOLTIZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJOLTSIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJOLTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJOLTZIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJOLTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJOLITSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOLITZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOLISTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOLISZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOLIZTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOLIZST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
