sequence,v115@vhGRRYaAFLDmClcJSAVDEHBEooRBJoAVBvXExCz/AA?ATqB0nB6tB1rB/pBmqB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBp+ytCs/AA?AxvBFtBTlB/pBimBGtB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBpvytCsOBA?AxvBGtBTlB/pBimBFtB,v115@vhGxRYaAFLDmClcJSAVDEHBEooRBJoAVBaH+tCqCBA?A0qBToBlrB/pBGnBiqB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBJ3TWCqOBA?AxwBzmB/pBiqBGoBlqB,v115@vhGTNYaAFLDmClcJSAVDEHBEooRBPoAVBpX+tCqCBA?ARwBUnBVrB/pBOqBCtB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBJ3TxCqCBA?AxwBzmB/pBlqBGoBiqB,v115@vhGTNYaAFLDmClcJSAVDEHBEooRBPoAVBTezPC0CBA?AXsBRvB0lB2pBlmBCtB,v115@vhGxRYaAFLDmClcJSAVDEHBEooRBJoAVBKHUFDzOBA?A2vBToBSsB0lB/pBlrB,v115@vhGVSYaAFLDmClcJSAVDEHBEooRBUoAVBaujPCvCBA?A0qBxrB/pBGoBzrBiqB,v115@vhG2QYaAFLDmClcJSAVDEHBEooRBKoAVBvuLuCM+AA?ATqBVsBUoB/pBSyBxqB,v115@vhG0LYaAFLDmClcJSAVDEHBEooRBaoAVBUuTWCv/AA?A1vBxsB/pBilBTtBGsB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBPN8LC6OBA?AToB/pBKqBRrBUrBFsB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBUdNPCvCBA?AVxB/pBxqBGoBTqBirB,v115@vhGyPYaAFLDmClcJSAVDEHBEooRBMoAVBKuytC6OBA?A+tBRsBTlB/pB0rBlsB,v115@vhG2PYaAFLDmClcJSAVDEHBEooRBKoAVBpHUxCMHBA?AxrBUoB/pBllBSyBzrB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBJ9aFD0CBA?ARwBXqBToBUmBFnBikB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBUtHgCpCBA?AVwBXqB+tBznBRmBikB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBauytC0CBA?A0rBRvBToB3lBFnBikB,v115@vhGzLYaAFLDmClcJSAVDEHBEooRBPoAVB0fLuCpCBA?AVvB+tBssBfrBxmBikB
JOZLSIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
JOZSTIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOZSTLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
JOZSITL,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
JOZSILT,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O
JOZSLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JOZSLIT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O
STILJZO,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,O
STILJOZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
STILZJO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X
STILZOJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
STILOJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
STILOZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
STIJLZO,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,O
STIJLOZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
STIJZLO,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,X,O
STIJZOL,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,X,O
STIJOLZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
STIJOZL,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,O,O,X,O
STIZLJO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X
STIZLOJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
STIZJLO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X
STIZJOL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STIZOLJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
STIZOJL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STIOLJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
STIOLZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
STIOJLZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
STIOJZL,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,O,O,X,O
STIOZLJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
STIOZJL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STLIJZO,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
STLIJOZ,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O
STLIZJO,O,O,X,O,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,X
STLIZOJ,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
STLIOJZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
STLIOZJ,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
STLJIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
STLJIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
STLJZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
STLJOIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
STLJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
STLZIJO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X
STLZIOJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
STLZJIO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,O
STLZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
STLZOIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
STLZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STLOIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
STLOIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STLOJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
STLOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STLOZIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STLOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STJILZO,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,O
STJILOZ,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O
STJIZLO,X,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O
STJIZOL,X,O,O,O,X,O,O,O,O,O,O,X,X,O,X,O,X,O,X,O
STJIOLZ,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O
STJIOZL,X,O,O,O,X,O,O,O,O,O,O,X,X,X,X,O,X,O,X,O
STJLIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
STJLIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
STJLZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
STJLZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
STJLOIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
STJLOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
STJZILO,X,O,O,O,X,X,X,X,O,O,X,O,X,O,X,O,X,O,X,O
STJZIOL,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,X,O,X,O
STJZLIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O
STJZLOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
STJZOIL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,O
STJZOLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
STJOILZ,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O
STJOIZL,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,O
STJOLIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
STJOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
STJOZIL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
STJOZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
STZILJO,X,O,O,O,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,X
STZILOJ,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
STZIJLO,X,O,O,O,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,X
STZIJOL,X,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STZIOLJ,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
STZIOJL,X,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STZLIJO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X
STZLIOJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
STZLJIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,O
STZLJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
STZLOIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
STZLOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STZJILO,X,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,O,O,X,O
STZJIOL,X,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,O
STZJLIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,O
STZJLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
STZJOIL,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,O
STZJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
STZOILJ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X
STZOIJL,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X
STZOLIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
STZOLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STZOJIL,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O
STZOJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STOILJZ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
STOILZJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STOIJLZ,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O
STOIJZL,O,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O
STOIZLJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STOIZJL,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
STOLIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
STOLIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STOLJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STOLJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STOLZIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOLZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STOJILZ,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O
STOJIZL,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O
STOJLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STOJLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STOJZIL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O
STOJZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STOZILJ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STOZIJL,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
STOZLIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOZLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STOZJIL,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O
STOZJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITLJZO,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,O,O
SITLJOZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,O,O
SITLZJO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,O,X
SITLZOJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X
SITLOJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
SITLOZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SITJLZO,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,O,O
SITJLOZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,O,O
SITJZLO,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,O,O
SITJZOL,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,O,O
SITJOLZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,O,O
SITJOZL,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,O,O,O,O
SITZLJO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,O,X
SITZLOJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X
SITZJLO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,O,X
SITZJOL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X
SITZOLJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X
SITZOJL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X
SITOLJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
SITOLZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SITOJLZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
SITOJZL,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,O,O,X,O
SITOZLJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SITOZJL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
SILTJZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SILTJOZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,O,O,O,X
SILTZJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X
SILTZOJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X
SILTOJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
SILTOZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SILJTZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SILJTOZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SILJZTO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SILJZOT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SILJOTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SILJOZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SILZTJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X
SILZTOJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O,X
SILZJTO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
SILZJOT,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,X,O,O,O,X
SILZOTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SILZOJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SILOTJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
SILOTZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SILOJTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SILOJZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SILOZTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SILOZJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIJTLZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,O,O,O
SIJTLOZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,O,O,O,O
SIJTZLO,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,O,O,O,O
SIJTZOL,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,O,O,O,O,O
SIJTOLZ,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O
SIJTOZL,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,O,O,O,O,O
SIJLTZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,O,O,X
SIJLTOZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SIJLZTO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X
SIJLZOT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SIJLOTZ,O,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SIJLOZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SIJZTLO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,O,O,O
SIJZTOL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,O,O,O
SIJZLTO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,O,O,O
SIJZLOT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,O,O,X
SIJZOTL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,X,O,O
SIJZOLT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O
SIJOTLZ,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O
SIJOTZL,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,O,O,O,O,O
SIJOLTZ,O,X,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,O,O,X
SIJOLZT,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X
SIJOZTL,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,O,O
SIJOZLT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O
SIZTLJO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,O,X
SIZTLOJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X
SIZTJLO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,O,X
SIZTJOL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X
SIZTOLJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X
SIZTOJL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X
SIZLTJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,X
SIZLTOJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,O,X
SIZLJTO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
SIZLJOT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
SIZLOTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZLOJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIZJTLO,O,O,O,O,O,O,O,O,O,O,X,O,X,O,X,X,O,O,O,X
SIZJTOL,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,O,O,X
SIZJLTO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
SIZJLOT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
SIZJOTL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIZJOLT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X
SIZOTLJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X
SIZOTJL,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X
SIZOLTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIZOLJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIZOJTL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIZOJLT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIOTLJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
SIOTLZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SIOTJLZ,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,X,O
SIOTJZL,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,O,O,X,O
SIOTZLJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SIOTZJL,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SIOLTJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
SIOLTZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SIOLJTZ,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X
SIOLJZT,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SIOLZTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIOLZJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIOJTLZ,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,O
SIOJTZL,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,O,O,O,O
SIOJLTZ,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X
SIOJLZT,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SIOJZTL,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,O,O
SIOJZLT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O
SIOZTLJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIOZTJL,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIOZLTJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
SIOZLJT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SIOZJTL,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X
SIOZJLT,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X
SLTIJZO,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
SLTIJOZ,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O
SLTIZJO,O,O,X,O,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,X
SLTIZOJ,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
SLTIOJZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
SLTIOZJ,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
SLTJIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
SLTJIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
SLTJZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
SLTJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
SLTJOIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
SLTJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
SLTZIJO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X
SLTZIOJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
SLTZJIO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,O
SLTZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
SLTZOIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
SLTZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SLTOIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
SLTOIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
