sequence,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jex1IvhFTXB/dB?0bBOjBCjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xYB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xYBXeB0iBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jex1IvhFTXB0bB?6iBOjB/sBFtB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xdB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFScBxdB?zbB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFRXBzbB?FeBfoBUnBCtB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFRcBFeB?zbBfoBUnBCtB
ZLTSJOI,O,O,O,X,X,X,X,X
ZLTSOIJ,O,O,O,X,X,X,X,X
ZLTSOJI,O,O,O,X,X,X,X,X
ZLTOIJS,O,O,X,O,O,X,X,X
ZLTOISJ,O,O,X,X,X,X,X,X
ZLTOJIS,O,O,X,O,O,X,X,X
ZLTOJSI,O,O,O,O,X,X,X,X
ZLTOSIJ,O,O,O,X,X,X,X,X
ZLTOSJI,O,O,O,X,X,X,X,X
ZLITJSO,O,X,X,X,X,X,X,X
ZLITJOS,O,O,X,O,X,X,X,X
ZLITSJO,O,X,X,X,X,X,X,X
ZLITSOJ,O,X,X,X,X,X,X,X
ZLITOJS,O,O,X,O,X,X,X,X
ZLITOSJ,O,X,X,X,X,X,X,X
ZLIJTSO,X,X,X,X,X,O,X,X
ZLIJTOS,X,O,X,O,X,O,X,X
ZLIJSTO,X,O,X,X,X,X,X,X
ZLIJSOT,O,O,X,O,X,O,X,X
ZLIJOTS,X,O,X,O,O,O,X,X
ZLIJOST,O,O,X,O,O,O,X,X
ZLISTJO,X,O,X,X,X,X,X,X
ZLISTOJ,X,O,X,X,X,X,X,X
ZLISJTO,X,O,X,X,X,X,X,X
ZLISJOT,O,O,X,O,X,X,X,X
ZLISOTJ,X,O,X,X,X,X,X,X
ZLISOJT,O,O,X,O,X,X,X,X
ZLIOTJS,O,O,X,O,X,X,X,X
ZLIOTSJ,O,X,X,X,X,X,X,X
ZLIOJTS,X,O,X,O,O,X,X,X
ZLIOJST,O,O,X,O,O,X,X,X
ZLIOSTJ,X,O,X,X,X,X,X,X
ZLIOSJT,O,O,X,O,X,X,X,X
ZLJTISO,X,O,X,X,X,O,X,X
ZLJTIOS,X,O,X,O,O,O,X,X
ZLJTSIO,X,O,O,X,X,X,X,X
ZLJTSOI,X,O,O,X,X,X,X,X
ZLJTOIS,X,O,X,O,O,X,X,X
ZLJTOSI,X,O,O,O,X,X,X,X
ZLJITSO,X,X,X,X,X,O,X,X
ZLJITOS,X,O,X,O,X,O,X,X
ZLJISTO,X,O,X,X,X,X,X,X
ZLJISOT,O,O,X,O,X,O,X,X
ZLJIOTS,X,O,X,O,O,O,X,X
ZLJIOST,O,O,X,O,O,O,X,X
ZLJSTIO,X,O,O,X,X,X,X,X
ZLJSTOI,X,O,O,X,X,X,X,X
ZLJSITO,X,O,O,X,X,X,X,X
ZLJSIOT,O,O,O,O,X,X,X,X
ZLJSOTI,O,O,O,O,X,X,X,X
ZLJSOIT,O,O,O,O,X,X,X,X
ZLJOTIS,X,O,X,O,O,X,X,X
ZLJOTSI,X,O,O,O,X,X,X,X
ZLJOITS,X,O,X,O,O,X,X,X
ZLJOIST,O,O,X,O,O,X,X,X
ZLJOSTI,O,O,O,O,X,X,X,X
ZLJOSIT,O,O,O,O,X,X,X,X
ZLSTIJO,X,O,O,X,X,X,X,X
ZLSTIOJ,X,O,O,X,X,X,X,X
ZLSTJIO,X,O,O,X,X,X,X,X
ZLSTJOI,X,O,O,X,X,X,X,X
ZLSTOIJ,X,O,O,X,X,X,X,X
ZLSTOJI,X,O,O,X,X,X,X,X
ZLSITJO,X,O,O,X,X,X,X,X
ZLSITOJ,X,O,O,X,X,X,X,X
ZLSIJTO,X,O,O,X,X,X,X,X
ZLSIJOT,O,O,O,O,X,X,X,X
ZLSIOTJ,X,O,O,X,X,X,X,X
ZLSIOJT,O,O,O,O,X,X,X,X
ZLSJTIO,X,O,O,X,X,X,X,X
ZLSJTOI,X,O,O,X,X,X,X,X
ZLSJITO,X,O,O,X,X,X,X,X
ZLSJIOT,O,O,O,O,X,X,X,X
ZLSJOTI,O,O,O,O,X,X,X,X
ZLSJOIT,O,O,O,O,X,X,X,X
ZLSOTIJ,X,O,O,X,X,X,X,X
ZLSOTJI,X,O,O,X,X,X,X,X
ZLSOITJ,X,O,O,X,X,X,X,X
ZLSOIJT,O,O,O,O,X,X,X,X
ZLSOJTI,O,O,O,O,X,X,X,X
ZLSOJIT,O,O,O,O,X,X,X,X
ZLOTIJS,O,O,X,O,O,X,X,X
ZLOTISJ,O,O,X,X,X,X,X,X
ZLOTJIS,O,O,X,O,O,X,X,X
ZLOTJSI,O,O,O,O,X,X,X,X
ZLOTSIJ,O,O,O,X,X,X,X,X
ZLOTSJI,O,O,O,X,X,X,X,X
ZLOITJS,O,O,X,O,X,X,X,X
ZLOITSJ,O,X,X,X,X,X,X,X
ZLOIJTS,X,O,X,O,O,X,X,X
ZLOIJST,O,O,X,O,O,X,X,X
ZLOISTJ,X,O,X,X,X,X,X,X
ZLOISJT,O,O,X,O,X,X,X,X
ZLOJTIS,X,O,X,O,O,X,X,X
ZLOJTSI,X,O,O,O,X,X,X,X
ZLOJITS,X,O,X,O,O,X,X,X
ZLOJIST,O,O,X,O,O,X,X,X
ZLOJSTI,O,O,O,O,X,X,X,X
ZLOJSIT,O,O,O,O,X,X,X,X
ZLOSTIJ,X,O,O,X,X,X,X,X
ZLOSTJI,X,O,O,X,X,X,X,X
ZLOSITJ,X,O,O,X,X,X,X,X
ZLOSIJT,O,O,O,O,X,X,X,X
ZLOSJTI,O,O,O,O,X,X,X,X
ZLOSJIT,O,O,O,O,X,X,X,X
ZJTILSO,O,O,X,X,X,O,X,X
ZJTILOS,O,O,X,O,O,O,X,X
ZJTISLO,O,O,X,X,X,X,X,X
ZJTISOL,O,X,X,X,X,X,X,X
ZJTIOLS,O,O,X,O,X,X,X,X
ZJTIOSL,O,X,X,X,X,X,X,X
ZJTLISO,O,O,X,X,X,O,X,X
ZJTLIOS,O,O,X,O,O,O,X,X
ZJTLSIO,O,O,O,X,X,X,X,X
ZJTLSOI,O,O,O,X,X,X,X,X
ZJTLOIS,O,O,X,O,O,X,X,X
ZJTLOSI,O,O,O,O,X,X,X,X
ZJTSILO,O,O,O,X,X,X,X,X
ZJTSIOL,O,X,X,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X,X
ZJTSLOI,O,O,O,X,X,X,X,X
ZJTSOIL,O,X,X,X,X,X,X,X
ZJTSOLI,O,X,X,X,X,X,X,X
ZJTOILS,O,O,X,O,X,X,X,X
ZJTOISL,O,X,X,X,X,X,X,X
ZJTOLIS,O,O,X,O,X,X,X,X
ZJTOLSI,O,O,X,O,X,X,X,X
ZJTOSIL,O,X,X,X,X,X,X,X
ZJTOSLI,O,X,X,X,X,X,X,X
ZJITLSO,O,X,X,X,X,X,X,X
ZJITLOS,O,O,X,O,X,X,X,X
ZJITSLO,O,X,X,X,X,X,X,X
ZJITSOL,O,X,X,X,X,X,X,X
ZJITOLS,O,X,X,O,X,X,X,X
ZJITOSL,O,X,X,X,X,X,X,X
ZJILTSO,X,X,X,X,X,O,X,X
ZJILTOS,X,O,X,O,X,O,X,X
ZJILSTO,X,O,X,X,X,X,X,X
ZJILSOT,O,O,X,O,X,O,X,X
ZJILOTS,X,O,X,O,O,O,X,X
ZJILOST,O,O,X,O,O,O,X,X
ZJISTLO,X,X,X,X,X,X,X,X
ZJISTOL,O,X,X,X,X,X,X,O
ZJISLTO,X,X,X,X,X,X,X,X
ZJISLOT,O,O,X,O,X,X,X,X
ZJISOTL,O,X,X,X,X,X,X,X
ZJISOLT,O,X,X,O,X,X,X,X
ZJIOTLS,O,X,X,O,X,X,X,X
ZJIOTSL,O,X,X,X,X,X,X,X
ZJIOLTS,X,O,X,O,X,X,X,X
ZJIOLST,O,O,X,O,X,X,X,X
ZJIOSTL,O,X,X,X,X,X,X,X
ZJIOSLT,O,X,X,O,X,X,X,X
ZJLTISO,X,O,X,X,X,O,X,X
ZJLTIOS,X,O,X,O,O,O,X,X
ZJLTSIO,X,O,O,X,X,X,X,X
ZJLTSOI,X,O,O,X,X,X,X,X
ZJLTOIS,X,O,X,O,O,X,X,X
ZJLTOSI,X,O,O,O,X,X,X,X
ZJLITSO,X,X,X,X,X,O,X,X
ZJLITOS,X,O,X,O,X,O,X,X
ZJLISTO,X,O,X,X,X,X,X,X
ZJLISOT,O,O,X,O,X,O,X,X
ZJLIOTS,X,O,X,O,O,O,X,X
ZJLIOST,O,O,X,O,O,O,X,X
ZJLSTIO,X,O,O,X,X,X,X,X
ZJLSTOI,X,O,O,X,X,X,X,X
ZJLSITO,X,O,O,X,X,X,X,X
ZJLSIOT,O,O,O,O,X,X,X,X
ZJLSOTI,O,O,O,O,X,X,X,X
ZJLSOIT,O,O,O,O,X,X,X,X
ZJLOTIS,X,O,X,O,O,X,X,X
ZJLOTSI,X,O,O,O,X,X,X,X
ZJLOITS,X,O,X,O,O,X,X,X
ZJLOIST,O,O,X,O,O,X,X,X
ZJLOSTI,O,O,O,O,X,X,X,X
ZJLOSIT,O,O,O,O,X,X,X,X
ZJSTILO,X,X,X,X,X,X,X,X
ZJSTIOL,O,X,X,X,X,X,X,O
ZJSTLIO,X,X,X,X,X,X,X,X
ZJSTLOI,X,X,X,X,X,X,X,X
ZJSTOIL,O,X,X,X,X,X,O,X
ZJSTOLI,O,X,X,X,X,X,O,X
ZJSITLO,X,X,X,X,X,X,X,X
ZJSITOL,O,X,X,X,X,X,X,O
ZJSILTO,X,X,X,X,X,X,X,X
ZJSILOT,O,O,O,O,X,X,X,X
ZJSIOTL,O,X,X,X,X,X,X,X
ZJSIOLT,O,X,X,O,X,X,X,X
ZJSLTIO,X,O,O,X,X,X,X,X
ZJSLTOI,X,O,O,X,X,X,X,X
ZJSLITO,X,O,O,X,X,X,X,X
ZJSLIOT,O,O,O,O,X,X,X,X
ZJSLOTI,O,O,O,O,X,X,X,X
ZJSLOIT,O,O,O,O,X,X,X,X
ZJSOTIL,O,X,X,X,X,X,O,X
ZJSOTLI,O,X,X,X,X,X,O,X
ZJSOITL,O,X,X,X,X,X,X,X
ZJSOILT,O,X,X,O,X,X,X,X
ZJSOLTI,O,X,X,O,X,X,X,X
ZJSOLIT,O,X,X,O,X,X,X,X
ZJOTILS,O,X,X,O,X,X,X,X
ZJOTISL,O,X,X,X,X,X,X,X
ZJOTLIS,O,X,X,O,X,X,X,X
ZJOTLSI,O,X,X,O,X,X,X,X
ZJOTSIL,O,X,X,X,X,X,X,X
ZJOTSLI,O,X,X,X,X,X,X,X
ZJOITLS,O,X,X,O,X,X,X,X
ZJOITSL,O,X,X,X,X,X,X,X
ZJOILTS,X,O,X,O,X,X,X,X
ZJOILST,O,O,X,O,X,X,X,X
ZJOISTL,O,X,X,X,X,X,X,X
ZJOISLT,O,X,X,O,X,X,X,X
ZJOLTIS,X,O,X,O,X,X,X,X
ZJOLTSI,X,O,X,O,X,X,X,X
ZJOLITS,X,O,X,O,X,X,X,X
ZJOLIST,O,O,X,O,X,X,X,X
ZJOLSTI,O,O,X,O,X,X,X,X
ZJOLSIT,O,O,X,O,X,X,X,X
ZJOSTIL,O,X,X,X,X,X,O,X
ZJOSTLI,O,X,X,X,X,X,O,X
ZJOSITL,O,X,X,X,X,X,X,X
ZJOSILT,O,X,X,O,X,X,X,X
ZJOSLTI,O,X,X,O,X,X,X,X
ZJOSLIT,O,X,X,O,X,X,X,X
ZSTILJO,O,X,X,X,X,X,X,X
ZSTILOJ,O,X,X,X,X,X,X,X
ZSTIJLO,O,X,X,X,X,X,X,X
ZSTIJOL,O,X,X,X,X,X,X,O
ZSTIOLJ,O,X,X,X,X,X,X,X
ZSTIOJL,O,X,X,X,X,X,X,X
ZSTLIJO,O,X,X,X,X,X,X,X
ZSTLIOJ,O,X,X,X,X,X,X,X
ZSTLJIO,O,X,X,X,X,X,X,X
ZSTLJOI,O,X,X,X,X,X,X,X
ZSTLOIJ,O,X,X,X,X,X,X,X
ZSTLOJI,O,X,X,X,X,X,X,X
ZSTJILO,O,X,X,X,X,X,X,X
ZSTJIOL,O,X,X,X,X,X,X,O
ZSTJLIO,O,X,X,X,X,X,X,X
ZSTJLOI,O,X,X,X,X,X,X,X
ZSTJOIL,O,X,X,X,X,X,O,X
ZSTJOLI,O,X,X,X,X,X,O,X
ZSTOILJ,O,X,X,X,X,X,O,X
ZSTOIJL,O,X,X,X,X,X,O,X
ZSTOLIJ,O,X,X,X,X,X,O,X
ZSTOLJI,O,X,X,X,X,X,O,X
ZSTOJIL,O,X,X,X,X,X,O,X
ZSTOJLI,O,X,X,X,X,X,O,X
ZSITLJO,O,X,X,X,X,X,X,X
ZSITLOJ,O,X,X,X,X,X,X,X
ZSITJLO,O,X,X,X,X,X,X,X
ZSITJOL,O,X,X,X,X,X,X,O
ZSITOLJ,O,X,X,X,X,X,X,X
ZSITOJL,O,X,X,X,X,X,X,X
ZSILTJO,X,X,X,X,X,X,X,X
ZSILTOJ,X,X,X,X,X,X,X,X
ZSILJTO,X,X,X,X,X,X,X,X
ZSILJOT,O,O,O,O,X,X,X,X
ZSILOTJ,X,X,X,X,X,X,X,X
ZSILOJT,O,O,O,O,X,X,X,X
ZSIJTLO,X,X,X,X,X,X,X,X
ZSIJTOL,O,X,X,X,X,X,X,O
ZSIJLTO,X,X,X,X,X,X,X,X
ZSIJLOT,O,O,O,O,X,X,X,X
ZSIJOTL,O,X,X,X,X,X,X,X
ZSIJOLT,O,X,X,O,X,X,X,X
ZSIOTLJ,O,X,X,X,X,X,X,X
ZSIOTJL,O,X,X,X,X,X,X,X
ZSIOLTJ,X,X,X,X,X,X,X,X
ZSIOLJT,O,O,O,O,X,X,X,X
ZSIOJTL,O,X,X,X,X,X,X,X
ZSIOJLT,O,X,X,O,X,X,X,X
ZSLTIJO,X,O,O,X,X,X,X,X
ZSLTIOJ,X,O,O,X,X,X,X,X
ZSLTJIO,X,O,O,X,X,X,X,X
ZSLTJOI,X,O,O,X,X,X,X,X
ZSLTOIJ,X,O,O,X,X,X,X,X
ZSLTOJI,X,O,O,X,X,X,X,X
ZSLITJO,X,O,O,X,X,X,X,X
ZSLITOJ,X,O,O,X,X,X,X,X
ZSLIJTO,X,O,O,X,X,X,X,X
ZSLIJOT,O,O,O,O,X,X,X,X
ZSLIOTJ,X,O,O,X,X,X,X,X
ZSLIOJT,O,O,O,O,X,X,X,X
ZSLJTIO,X,O,O,X,X,X,X,X
ZSLJTOI,X,O,O,X,X,X,X,X
ZSLJITO,X,O,O,X,X,X,X,X
ZSLJIOT,O,O,O,O,X,X,X,X
ZSLJOTI,O,O,O,O,X,X,X,X
ZSLJOIT,O,O,O,O,X,X,X,X
ZSLOTIJ,X,O,O,X,X,X,X,X
ZSLOTJI,X,O,O,X,X,X,X,X
ZSLOITJ,X,O,O,X,X,X,X,X
ZSLOIJT,O,O,O,O,X,X,X,X
ZSLOJTI,O,O,O,O,X,X,X,X
ZSLOJIT,O,O,O,O,X,X,X,X
ZSJTILO,X,X,X,X,X,X,X,X
ZSJTIOL,O,X,X,X,X,X,X,O
ZSJTLIO,X,X,X,X,X,X,X,X
ZSJTLOI,X,X,X,X,X,X,X,X
ZSJTOIL,O,X,X,X,X,X,O,X
ZSJTOLI,O,X,X,X,X,X,O,X
ZSJITLO,X,X,X,X,X,X,X,X
ZSJITOL,O,X,X,X,X,X,X,O
ZSJILTO,X,X,X,X,X,X,X,X
ZSJILOT,O,O,O,O,X,X,X,X
ZSJIOTL,O,X,X,X,X,X,X,X
ZSJIOLT,O,X,X,O,X,X,X,X
ZSJLTIO,X,O,O,X,X,X,X,X
ZSJLTOI,X,O,O,X,X,X,X,X
ZSJLITO,X,O,O,X,X,X,X,X
ZSJLIOT,O,O,O,O,X,X,X,X
ZSJLOTI,O,O,O,O,X,X,X,X
ZSJLOIT,O,O,O,O,X,X,X,X
ZSJOTIL,O,X,X,X,X,X,O,X
ZSJOTLI,O,X,X,X,X,X,O,X
ZSJOITL,O,X,X,X,X,X,X,X
ZSJOILT,O,X,X,O,X,X,X,X
ZSJOLTI,O,X,X,O,X,X,X,X
ZSJOLIT,O,X,X,O,X,X,X,X
ZSOTILJ,O,X,X,X,X,X,O,X
ZSOTIJL,O,X,X,X,X,X,O,X
ZSOTLIJ,O,X,X,X,X,X,O,X
ZSOTLJI,O,X,X,X,X,X,O,X
ZSOTJIL,O,X,X,X,X,X,O,X
ZSOTJLI,O,X,X,X,X,X,O,X
ZSOITLJ,O,X,X,X,X,X,X,X
ZSOITJL,O,X,X,X,X,X,X,X
ZSOILTJ,X,X,X,X,X,X,X,X
ZSOILJT,O,O,O,O,X,X,X,X
ZSOIJTL,O,X,X,X,X,X,X,X
ZSOIJLT,O,X,X,O,X,X,X,X
ZSOLTIJ,X,O,O,X,X,X,X,X
ZSOLTJI,X,O,O,X,X,X,X,X
ZSOLITJ,X,O,O,X,X,X,X,X
ZSOLIJT,O,O,O,O,X,X,X,X
ZSOLJTI,O,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,O,X,X,X,X
ZSOJTIL,O,X,X,X,X,X,O,X
ZSOJTLI,O,X,X,X,X,X,O,X
ZSOJITL,O,X,X,X,X,X,X,X
ZSOJILT,O,X,X,O,X,X,X,X
ZSOJLTI,O,X,X,O,X,X,X,X
ZSOJLIT,O,X,X,O,X,X,X,X
ZOTILJS,O,O,X,O,O,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X
ZOTIJLS,O,O,X,O,X,X,X,X
ZOTIJSL,O,X,X,X,X,X,X,X
ZOTISLJ,O,O,X,X,X,X,X,X
ZOTISJL,O,X,X,X,X,X,X,X
ZOTLIJS,O,O,X,O,O,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X
ZOTLJIS,O,O,X,O,O,X,X,X
ZOTLJSI,O,O,O,O,X,X,X,X
ZOTLSIJ,O,O,O,X,X,X,X,X
ZOTLSJI,O,O,O,X,X,X,X,X
ZOTJILS,O,O,X,O,X,X,X,X
ZOTJISL,O,X,X,X,X,X,X,X
ZOTJLIS,O,O,X,O,X,X,X,X
ZOTJLSI,O,O,X,O,X,X,X,X
ZOTJSIL,O,X,X,X,X,X,X,X
ZOTJSLI,O,X,X,X,X,X,X,X
ZOTSILJ,O,O,O,X,X,X,X,X
ZOTSIJL,O,X,X,X,X,X,X,X
ZOTSLIJ,O,O,O,X,X,X,X,X
ZOTSLJI,O,O,O,X,X,X,X,X
ZOTSJIL,O,X,X,X,X,X,X,X
ZOTSJLI,O,X,X,X,X,X,X,X
ZOITLJS,O,O,X,O,X,X,X,X
ZOITLSJ,O,X,X,X,X,X,X,X
ZOITJLS,O,X,X,O,X,X,X,X
ZOITJSL,O,X,X,X,X,X,X,X
ZOITSLJ,O,X,X,X,X,X,X,X
ZOITSJL,O,X,X,X,X,X,X,X
ZOILTJS,O,O,X,O,X,X,X,X
ZOILTSJ,O,X,X,X,X,X,X,X
ZOILJTS,X,O,X,O,O,X,X,X
ZOILJST,O,O,X,O,O,X,X,X
ZOILSTJ,X,O,X,X,X,X,X,X
ZOILSJT,O,O,X,O,X,X,X,X
ZOIJTLS,O,X,X,O,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X
ZOIJLTS,X,O,X,O,X,X,X,X
ZOIJLST,O,O,X,O,X,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,O,X,X,X,X
ZOISTLJ,O,X,X,X,X,X,X,X
ZOISTJL,O,X,X,X,X,X,X,X
ZOISLTJ,X,X,X,X,X,X,X,X
ZOISLJT,O,O,X,O,X,X,X,X
ZOISJTL,O,X,X,X,X,X,X,X
ZOISJLT,O,X,X,O,X,X,X,X
ZOLTIJS,O,O,X,O,O,X,X,X
ZOLTISJ,O,O,X,X,X,X,X,X
ZOLTJIS,O,O,X,O,O,X,X,X
ZOLTJSI,O,O,O,O,X,X,X,X
ZOLTSIJ,O,O,O,X,X,X,X,X
ZOLTSJI,O,O,O,X,X,X,X,X
ZOLITJS,O,O,X,O,X,X,X,X
ZOLITSJ,O,X,X,X,X,X,X,X
ZOLIJTS,X,O,X,O,O,X,X,X
ZOLIJST,O,O,X,O,O,X,X,X
ZOLISTJ,X,O,X,X,X,X,X,X
ZOLISJT,O,O,X,O,X,X,X,X
ZOLJTIS,X,O,X,O,O,X,X,X
ZOLJTSI,X,O,O,O,X,X,X,X
ZOLJITS,X,O,X,O,O,X,X,X
ZOLJIST,O,O,X,O,O,X,X,X
ZOLJSTI,O,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,O,X,X,X,X
ZOLSTIJ,X,O,O,X,X,X,X,X
ZOLSTJI,X,O,O,X,X,X,X,X
ZOLSITJ,X,O,O,X,X,X,X,X
ZOLSIJT,O,O,O,O,X,X,X,X
ZOLSJTI,O,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,O,X,X,X,X
ZOJTILS,O,X,X,O,X,X,X,X
ZOJTISL,O,X,X,X,X,X,X,X
ZOJTLIS,O,X,X,O,X,X,X,X
ZOJTLSI,O,X,X,O,X,X,X,X
ZOJTSIL,O,X,X,X,X,X,X,X
ZOJTSLI,O,X,X,X,X,X,X,X
ZOJITLS,O,X,X,O,X,X,X,X
ZOJITSL,O,X,X,X,X,X,X,X
ZOJILTS,X,O,X,O,X,X,X,X
ZOJILST,O,O,X,O,X,X,X,X
ZOJISTL,O,X,X,X,X,X,X,X
ZOJISLT,O,X,X,O,X,X,X,X
ZOJLTIS,X,O,X,O,X,X,X,X
ZOJLTSI,X,O,X,O,X,X,X,X
ZOJLITS,X,O,X,O,X,X,X,X
ZOJLIST,O,O,X,O,X,X,X,X
ZOJLSTI,O,O,X,O,X,X,X,X
ZOJLSIT,O,O,X,O,X,X,X,X
ZOJSTIL,O,X,X,X,X,X,O,X
ZOJSTLI,O,X,X,X,X,X,O,X
ZOJSITL,O,X,X,X,X,X,X,X
ZOJSILT,O,X,X,O,X,X,X,X
ZOJSLTI,O,X,X,O,X,X,X,X
ZOJSLIT,O,X,X,O,X,X,X,X
ZOSTILJ,O,X,X,X,X,X,O,X
ZOSTIJL,O,X,X,X,X,X,O,X
ZOSTLIJ,O,X,X,X,X,X,O,X
ZOSTLJI,O,X,X,X,X,X,O,X
ZOSTJIL,O,X,X,X,X,X,O,X
ZOSTJLI,O,X,X,X,X,X,O,X
ZOSITLJ,O,X,X,X,X,X,X,X
ZOSITJL,O,X,X,X,X,X,X,X
ZOSILTJ,X,X,X,X,X,X,X,X
ZOSILJT,O,O,O,O,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X,X
ZOSIJLT,O,X,X,O,X,X,X,X
ZOSLTIJ,X,O,O,X,X,X,X,X
ZOSLTJI,X,O,O,X,X,X,X,X
ZOSLITJ,X,O,O,X,X,X,X,X
ZOSLIJT,O,O,O,O,X,X,X,X
ZOSLJTI,O,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,X,X,X,X
ZOSJTIL,O,X,X,X,X,X,O,X
ZOSJTLI,O,X,X,X,X,X,O,X
ZOSJITL,O,X,X,X,X,X,X,X
ZOSJILT,O,X,X,O,X,X,X,X
ZOSJLTI,O,X,X,O,X,X,X,X
ZOSJLIT,O,X,X,O,X,X,X,X
OTILJSZ,X,X,O,X,O,O,X,X
OTILJZS,X,O,X,X,O,O,X,X
OTILSJZ,X,X,O,X,O,X,X,X
OTILSZJ,X,X,O,X,X,X,X,X
OTILZJS,X,O,X,X,O,X,X,X
OTILZSJ,X,O,X,X,X,X,X,X
OTIJLSZ,X,X,X,X,O,O,X,X
OTIJLZS,X,X,X,X,O,O,X,X
OTIJSLZ,X,X,X,X,X,X,X,X
OTIJSZL,O,X,X,X,X,X,X,X
OTIJZLS,O,X,X,X,X,X,X,X
OTIJZSL,O,X,X,X,X,X,X,X
OTISLJZ,X,X,O,X,O,X,X,X
OTISLZJ,X,X,O,X,X,X,X,X
OTISJLZ,X,X,O,X,X,X,X,X
OTISJZL,O,X,X,X,X,X,X,X
OTISZLJ,O,X,O,X,X,X,X,X
OTISZJL,O,X,X,X,X,X,X,X
OTIZLJS,O,O,X,X,O,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X
OTIZJLS,O,O,X,X,X,X,X,X
OTIZJSL,O,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,X
OTIZSJL,O,X,X,X,X,X,X,X
OTLIJSZ,X,X,O,X,O,O,X,X
OTLIJZS,X,O,X,X,O,O,X,X
OTLISJZ,X,X,O,X,O,X,X,X
OTLISZJ,X,X,O,X,X,X,X,X
OTLIZJS,X,O,X,X,O,X,X,X
OTLIZSJ,X,O,X,X,X,X,X,X
OTLJISZ,X,X,O,X,O,O,X,X
OTLJIZS,X,O,X,X,O,O,X,X
OTLJSIZ,X,X,O,X,O,X,X,X
OTLJSZI,X,O,O,X,X,X,X,X
OTLJZIS,X,O,X,X,O,X,X,X
OTLJZSI,X,O,O,X,X,X,X,X
OTLSIJZ,X,X,O,X,O,X,X,X
OTLSIZJ,X,X,O,X,X,X,X,X
OTLSJIZ,X,X,O,X,O,X,X,X
OTLSJZI,X,O,O,X,X,X,X,X
OTLSZIJ,X,O,O,X,X,X,X,X
OTLSZJI,X,O,O,X,X,X,X,X
OTLZIJS,X,O,X,X,O,X,X,X
OTLZISJ,X,O,X,X,X,X,X,X
OTLZJIS,X,O,X,X,O,X,X,X
OTLZJSI,X,O,O,X,X,X,X,X
OTLZSIJ,X,O,O,X,X,X,X,X
OTLZSJI,X,O,O,X,X,X,X,X
OTJILSZ,X,X,X,X,O,O,X,X
OTJILZS,X,X,X,X,O,O,X,X
OTJISLZ,X,X,X,X,X,X,X,X
OTJISZL,O,X,X,X,X,X,X,X
OTJIZLS,O,X,X,X,X,X,X,X
OTJIZSL,O,X,X,X,X,X,X,X
OTJLISZ,X,X,O,X,O,O,X,X
OTJLIZS,X,O,X,X,O,O,X,X
OTJLSIZ,X,X,O,X,O,X,X,X
OTJLSZI,X,O,O,X,X,X,X,X
OTJLZIS,X,O,X,X,O,X,X,X
OTJLZSI,X,O,O,X,X,X,X,X
OTJSILZ,X,X,O,X,X,X,X,X
OTJSIZL,O,X,X,X,X,X,O,X
OTJSLIZ,X,X,O,X,X,X,X,X
OTJSLZI,X,X,O,X,X,X,O,X
OTJSZIL,O,X,X,X,X,X,O,X
OTJSZLI,O,X,X,X,X,X,O,X
OTJZILS,O,O,X,X,X,X,X,X
OTJZISL,O,X,X,X,X,X,X,X
OTJZLIS,O,O,X,X,X,X,X,X
OTJZLSI,O,O,X,X,X,X,X,X
OTJZSIL,O,X,X,X,X,X,X,X
OTJZSLI,O,X,X,X,X,X,X,X
OTSILJZ,X,X,O,X,O,X,X,X
OTSILZJ,X,X,O,X,X,X,X,X
OTSIJLZ,X,X,O,X,X,X,X,X
OTSIJZL,O,X,X,X,X,X,O,X
OTSIZLJ,O,X,O,X,X,X,O,X
OTSIZJL,O,X,X,X,X,X,O,X
OTSLIJZ,X,X,O,X,O,X,X,X
OTSLIZJ,X,X,O,X,X,X,X,X
OTSLJIZ,X,X,O,X,O,X,X,X
OTSLJZI,X,O,O,X,X,X,O,X
OTSLZIJ,X,O,O,X,X,X,O,X
