sequence,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jex1IvhFTXB/dB?0bBOjBCjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xYB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xYBXeB0iBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jex1IvhFTXB0bB?6iBOjB/sBFtB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFqbBTXB?xdB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFScBxdB?zbB0dBXjBlsB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFRXBzbB?FeBfoBUnBCtB,v115@zgB8HeC8BeB8BeH8BeG8CeH8AeB8Jem1IvhFRcBFeB?zbBfoBUnBCtB
JTILZSO,O,O,X,X,X,O,X,X
JTILZOS,O,O,X,O,O,O,X,X
JTILOSZ,X,X,O,X,O,O,X,X
JTILOZS,X,O,X,X,O,O,X,X
JTISLZO,O,X,O,X,X,O,X,X
JTISLOZ,X,X,O,X,O,O,X,O
JTISZLO,O,X,O,X,X,X,X,X
JTISZOL,O,X,X,X,X,X,X,O
JTISOLZ,X,X,O,X,X,X,X,O
JTISOZL,O,X,X,X,X,X,X,O
JTIZLSO,O,O,X,X,X,O,X,X
JTIZLOS,O,O,X,O,O,O,X,X
JTIZSLO,O,O,X,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X,X,X
JTIZOLS,O,O,X,O,X,X,X,X
JTIZOSL,O,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,X,O,O,X,X
JTIOLZS,X,X,X,X,O,O,X,X
JTIOSLZ,X,X,X,X,X,X,X,X
JTIOSZL,O,X,X,X,X,X,X,X
JTIOZLS,O,X,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X,X,X
JTLISZO,O,X,O,X,X,O,X,X
JTLISOZ,X,X,O,X,O,O,X,X
JTLIZSO,O,O,X,X,X,O,X,X
JTLIZOS,O,O,X,O,O,O,X,X
JTLIOSZ,X,X,O,X,O,O,X,X
JTLIOZS,X,O,X,X,O,O,X,X
JTLSIZO,O,X,O,X,X,O,X,X
JTLSIOZ,X,X,O,X,O,O,X,X
JTLSZIO,O,O,O,X,X,X,X,X
JTLSZOI,O,O,O,X,X,X,X,X
JTLSOIZ,X,X,O,X,O,X,X,X
JTLSOZI,X,O,O,X,X,X,X,X
JTLZISO,O,O,X,X,X,O,X,X
JTLZIOS,O,O,X,O,O,O,X,X
JTLZSIO,O,O,O,X,X,X,X,X
JTLZSOI,O,O,O,X,X,X,X,X
JTLZOIS,O,O,X,O,O,X,X,X
JTLZOSI,O,O,O,O,X,X,X,X
JTLOISZ,X,X,O,X,O,O,X,X
JTLOIZS,X,O,X,X,O,O,X,X
JTLOSIZ,X,X,O,X,O,X,X,X
JTLOSZI,X,O,O,X,X,X,X,X
JTLOZIS,X,O,X,X,O,X,X,X
JTLOZSI,X,O,O,X,X,X,X,X
JTSILZO,O,X,O,X,X,O,X,X
JTSILOZ,X,X,O,X,O,O,X,O
JTSIZLO,O,X,O,X,X,X,X,X
JTSIZOL,O,X,X,X,X,X,X,O
JTSIOLZ,X,X,O,X,X,X,X,O
JTSIOZL,O,X,X,X,X,X,O,O
JTSLIZO,O,X,O,X,X,O,X,X
JTSLIOZ,X,X,O,X,O,O,X,O
JTSLZIO,O,O,O,X,X,X,X,X
JTSLZOI,O,O,O,X,X,X,X,X
JTSLOIZ,X,X,O,X,O,X,X,X
JTSLOZI,X,O,O,X,X,X,O,X
JTSZILO,O,O,O,X,X,X,X,X
JTSZIOL,O,X,X,X,X,X,X,O
JTSZLIO,O,O,O,X,X,X,X,X
JTSZLOI,O,O,O,X,X,X,X,X
JTSZOIL,O,X,X,X,X,X,O,X
JTSZOLI,O,X,X,X,X,X,O,X
JTSOILZ,X,X,O,X,X,X,X,O
JTSOIZL,O,X,X,X,X,X,O,O
JTSOLIZ,X,X,O,X,X,X,X,X
JTSOLZI,X,X,O,X,X,X,O,X
JTSOZIL,O,X,X,X,X,X,O,X
JTSOZLI,O,X,X,X,X,X,O,X
JTZILSO,O,O,X,X,X,O,X,X
JTZILOS,O,O,X,O,O,O,X,X
JTZISLO,O,O,X,X,X,X,X,X
JTZISOL,O,X,X,X,X,X,X,X
JTZIOLS,O,O,X,O,X,X,X,X
JTZIOSL,O,X,X,X,X,X,X,X
JTZLISO,O,O,X,X,X,O,X,X
JTZLIOS,O,O,X,O,O,O,X,X
JTZLSIO,O,O,O,X,X,X,X,X
JTZLSOI,O,O,O,X,X,X,X,X
JTZLOIS,O,O,X,O,O,X,X,X
JTZLOSI,O,O,O,O,X,X,X,X
JTZSILO,O,O,O,X,X,X,X,X
JTZSIOL,O,X,X,X,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X,X
JTZSOIL,O,X,X,X,X,X,X,X
JTZSOLI,O,X,X,X,X,X,X,X
JTZOILS,O,O,X,O,X,X,X,X
JTZOISL,O,X,X,X,X,X,X,X
JTZOLIS,O,O,X,O,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X
JTZOSIL,O,X,X,X,X,X,X,X
JTZOSLI,O,X,X,X,X,X,X,X
JTOILSZ,X,X,X,X,O,O,X,X
JTOILZS,X,X,X,X,O,O,X,X
JTOISLZ,X,X,X,X,X,X,X,X
JTOISZL,O,X,X,X,X,X,X,X
JTOIZLS,O,X,X,X,X,X,X,X
JTOIZSL,O,X,X,X,X,X,X,X
JTOLISZ,X,X,O,X,O,O,X,X
JTOLIZS,X,O,X,X,O,O,X,X
JTOLSIZ,X,X,O,X,O,X,X,X
JTOLSZI,X,O,O,X,X,X,X,X
JTOLZIS,X,O,X,X,O,X,X,X
JTOLZSI,X,O,O,X,X,X,X,X
JTOSILZ,X,X,O,X,X,X,X,X
JTOSIZL,O,X,X,X,X,X,O,X
JTOSLIZ,X,X,O,X,X,X,X,X
JTOSLZI,X,X,O,X,X,X,O,X
JTOSZIL,O,X,X,X,X,X,O,X
JTOSZLI,O,X,X,X,X,X,O,X
JTOZILS,O,O,X,X,X,X,X,X
JTOZISL,O,X,X,X,X,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X
JTOZLSI,O,O,X,X,X,X,X,X
JTOZSIL,O,X,X,X,X,X,X,X
JTOZSLI,O,X,X,X,X,X,X,X
JITLSZO,O,X,O,X,X,O,X,X
JITLSOZ,X,X,O,X,O,O,X,X
JITLZSO,O,O,X,X,X,O,X,X
JITLZOS,O,O,X,O,O,O,X,X
JITLOSZ,X,X,O,X,O,O,X,X
JITLOZS,X,O,X,X,O,O,X,X
JITSLZO,O,X,O,X,X,O,X,X
JITSLOZ,X,X,O,X,O,O,X,O
JITSZLO,O,X,O,X,X,X,X,X
JITSZOL,O,X,X,X,X,X,X,O
JITSOLZ,X,X,O,X,X,X,X,O
JITSOZL,O,X,X,X,X,X,X,O
JITZLSO,O,O,X,X,X,O,X,X
JITZLOS,O,O,X,O,O,O,X,X
JITZSLO,O,O,X,X,X,X,X,X
JITZSOL,O,X,X,X,X,X,X,X
JITZOLS,O,O,X,O,X,X,X,X
JITZOSL,O,X,X,X,X,X,X,X
JITOLSZ,X,X,X,X,O,O,X,X
JITOLZS,X,X,X,X,O,O,X,X
JITOSLZ,X,X,X,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,X,X
JILTSZO,X,X,O,X,X,O,X,X
JILTSOZ,X,X,O,X,O,O,X,X
JILTZSO,X,O,X,X,X,O,X,X
JILTZOS,X,O,X,O,O,O,X,X
JILTOSZ,X,X,O,X,O,O,X,X
JILTOZS,X,O,X,X,O,O,X,X
JILSTZO,X,X,X,X,X,O,X,X
JILSTOZ,X,X,O,X,X,O,X,O
JILSZTO,X,X,O,X,X,X,X,X
JILSZOT,O,X,O,O,X,O,X,X
JILSOTZ,X,X,O,X,O,O,X,X
JILSOZT,X,X,O,X,O,O,X,X
JILZTSO,X,X,X,X,X,O,X,X
JILZTOS,X,O,X,O,X,O,X,X
JILZSTO,X,O,X,X,X,X,X,X
JILZSOT,O,O,X,O,X,O,X,X
JILZOTS,X,O,X,O,O,O,X,X
JILZOST,O,O,X,O,O,O,X,X
JILOTSZ,X,X,O,X,O,O,X,X
JILOTZS,X,O,X,X,O,O,X,X
JILOSTZ,X,X,O,X,O,O,X,X
JILOSZT,X,X,O,X,O,O,X,X
JILOZTS,X,O,X,O,O,O,X,X
JILOZST,X,O,X,O,O,O,X,X
JISTLZO,X,X,X,X,X,X,X,X
JISTLOZ,X,X,O,X,X,X,X,O
JISTZLO,X,X,X,X,X,X,X,X
JISTZOL,O,X,X,X,X,X,X,O
JISTOLZ,X,X,X,X,X,X,X,O
JISTOZL,X,X,X,X,X,X,O,O
JISLTZO,X,X,X,X,X,O,X,X
JISLTOZ,X,X,O,X,X,O,X,O
JISLZTO,X,X,O,X,X,X,X,X
JISLZOT,O,X,O,O,X,O,X,X
JISLOTZ,X,X,O,X,O,O,X,X
JISLOZT,X,X,O,X,O,O,X,X
JISZTLO,X,X,X,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,X,O
JISZLTO,X,X,X,X,X,X,X,X
JISZLOT,O,X,O,O,X,X,X,X
JISZOTL,O,X,X,X,X,X,X,X
JISZOLT,O,X,X,O,X,X,X,X
JISOTLZ,X,X,X,X,X,X,X,O
JISOTZL,X,X,X,X,X,X,O,O
JISOLTZ,X,X,O,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,X,X
JISOZTL,O,X,X,X,X,X,X,X
JISOZLT,O,X,X,X,X,X,X,X
JIZTLSO,O,X,X,X,X,X,X,X
JIZTLOS,O,O,X,O,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,X
JIZTSOL,O,X,X,X,X,X,X,X
JIZTOLS,O,X,X,O,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,X,O,X,X
JIZLTOS,X,O,X,O,X,O,X,X
JIZLSTO,X,O,X,X,X,X,X,X
JIZLSOT,O,O,X,O,X,O,X,X
JIZLOTS,X,O,X,O,O,O,X,X
JIZLOST,O,O,X,O,O,O,X,X
JIZSTLO,X,X,X,X,X,X,X,X
JIZSTOL,O,X,X,X,X,X,X,O
JIZSLTO,X,X,X,X,X,X,X,X
JIZSLOT,O,O,X,O,X,X,X,X
JIZSOTL,O,X,X,X,X,X,X,X
JIZSOLT,O,X,X,O,X,X,X,X
JIZOTLS,O,X,X,O,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,X
JIZOLTS,X,O,X,O,X,X,X,X
JIZOLST,O,O,X,O,X,X,X,X
JIZOSTL,O,X,X,X,X,X,X,X
JIZOSLT,O,X,X,O,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,O,O,X,X
JIOLTZS,X,X,X,X,O,O,X,X
JIOLSTZ,X,X,X,X,O,O,X,X
JIOLSZT,X,X,X,X,O,O,X,X
JIOLZTS,X,X,X,O,O,O,X,X
JIOLZST,X,X,X,O,O,O,X,X
JIOSTLZ,X,X,X,X,X,X,X,O
JIOSTZL,X,X,X,X,X,X,O,O
JIOSLTZ,X,X,X,X,X,X,X,X
JIOSLZT,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X,X
JIOZTLS,X,X,X,O,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,X
JIOZLTS,X,X,X,O,X,X,X,X
JIOZLST,O,X,X,O,X,X,X,X
JIOZSTL,O,X,X,X,X,X,X,X
JIOZSLT,O,X,X,O,X,X,X,X
JLTISZO,X,X,O,X,X,O,X,X
JLTISOZ,X,X,O,X,O,O,X,X
JLTIZSO,X,O,X,X,X,O,X,X
JLTIZOS,X,O,X,O,O,O,X,X
JLTIOSZ,X,X,O,X,O,O,X,X
JLTIOZS,X,O,X,X,O,O,X,X
JLTSIZO,X,X,O,X,X,O,X,X
JLTSIOZ,X,X,O,X,O,O,X,X
JLTSZIO,X,O,O,X,X,X,X,X
JLTSZOI,X,O,O,X,X,X,X,X
JLTSOIZ,X,X,O,X,O,X,X,X
JLTSOZI,X,O,O,X,X,X,X,X
JLTZISO,X,O,X,X,X,O,X,X
JLTZIOS,X,O,X,O,O,O,X,X
JLTZSIO,X,O,O,X,X,X,X,X
JLTZSOI,X,O,O,X,X,X,X,X
JLTZOIS,X,O,X,O,O,X,X,X
JLTZOSI,X,O,O,O,X,X,X,X
JLTOISZ,X,X,O,X,O,O,X,X
JLTOIZS,X,O,X,X,O,O,X,X
JLTOSIZ,X,X,O,X,O,X,X,X
JLTOSZI,X,O,O,X,X,X,X,X
JLTOZIS,X,O,X,X,O,X,X,X
JLTOZSI,X,O,O,X,X,X,X,X
JLITSZO,X,X,O,X,X,O,X,X
JLITSOZ,X,X,O,X,O,O,X,X
JLITZSO,X,O,X,X,X,O,X,X
JLITZOS,X,O,X,O,O,O,X,X
JLITOSZ,X,X,O,X,O,O,X,X
JLITOZS,X,O,X,X,O,O,X,X
JLISTZO,X,X,X,X,X,O,X,X
JLISTOZ,X,X,O,X,X,O,X,O
JLISZTO,X,X,O,X,X,X,X,X
JLISZOT,O,X,O,O,X,O,X,X
JLISOTZ,X,X,O,X,O,O,X,X
JLISOZT,X,X,O,X,O,O,X,X
JLIZTSO,X,X,X,X,X,O,X,X
JLIZTOS,X,O,X,O,X,O,X,X
JLIZSTO,X,O,X,X,X,X,X,X
JLIZSOT,O,O,X,O,X,O,X,X
JLIZOTS,X,O,X,O,O,O,X,X
JLIZOST,O,O,X,O,O,O,X,X
JLIOTSZ,X,X,O,X,O,O,X,X
JLIOTZS,X,O,X,X,O,O,X,X
JLIOSTZ,X,X,O,X,O,O,X,X
JLIOSZT,X,X,O,X,O,O,X,X
JLIOZTS,X,O,X,O,O,O,X,X
JLIOZST,X,O,X,O,O,O,X,X
JLSTIZO,X,X,O,X,X,O,X,X
JLSTIOZ,X,X,O,X,O,O,X,O
JLSTZIO,X,O,O,X,X,X,X,X
JLSTZOI,X,O,O,X,X,X,X,X
JLSTOIZ,X,X,O,X,O,X,X,X
JLSTOZI,X,O,O,X,X,X,O,X
JLSITZO,X,X,X,X,X,O,X,X
JLSITOZ,X,X,O,X,X,O,X,O
JLSIZTO,X,X,O,X,X,X,X,X
JLSIZOT,O,X,O,O,X,O,X,X
JLSIOTZ,X,X,O,X,O,O,X,X
JLSIOZT,X,X,O,X,O,O,X,X
JLSZTIO,X,O,O,X,X,X,X,X
JLSZTOI,X,O,O,X,X,X,X,X
JLSZITO,X,O,O,X,X,X,X,X
JLSZIOT,O,O,O,O,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X,X
JLSZOIT,O,O,O,O,X,X,X,X
JLSOTIZ,X,X,O,X,O,X,X,X
JLSOTZI,X,O,O,X,X,X,O,X
JLSOITZ,X,X,O,X,O,X,X,X
JLSOIZT,X,X,O,X,O,X,X,X
JLSOZTI,X,O,O,X,X,X,X,X
JLSOZIT,X,O,O,X,X,X,X,X
JLZTISO,X,O,X,X,X,O,X,X
JLZTIOS,X,O,X,O,O,O,X,X
JLZTSIO,X,O,O,X,X,X,X,X
JLZTSOI,X,O,O,X,X,X,X,X
JLZTOIS,X,O,X,O,O,X,X,X
JLZTOSI,X,O,O,O,X,X,X,X
JLZITSO,X,X,X,X,X,O,X,X
JLZITOS,X,O,X,O,X,O,X,X
JLZISTO,X,O,X,X,X,X,X,X
JLZISOT,O,O,X,O,X,O,X,X
JLZIOTS,X,O,X,O,O,O,X,X
JLZIOST,O,O,X,O,O,O,X,X
JLZSTIO,X,O,O,X,X,X,X,X
JLZSTOI,X,O,O,X,X,X,X,X
JLZSITO,X,O,O,X,X,X,X,X
JLZSIOT,O,O,O,O,X,X,X,X
JLZSOTI,O,O,O,O,X,X,X,X
JLZSOIT,O,O,O,O,X,X,X,X
JLZOTIS,X,O,X,O,O,X,X,X
JLZOTSI,X,O,O,O,X,X,X,X
JLZOITS,X,O,X,O,O,X,X,X
JLZOIST,O,O,X,O,O,X,X,X
JLZOSTI,O,O,O,O,X,X,X,X
JLZOSIT,O,O,O,O,X,X,X,X
JLOTISZ,X,X,O,X,O,O,X,X
JLOTIZS,X,O,X,X,O,O,X,X
JLOTSIZ,X,X,O,X,O,X,X,X
JLOTSZI,X,O,O,X,X,X,X,X
JLOTZIS,X,O,X,X,O,X,X,X
JLOTZSI,X,O,O,X,X,X,X,X
JLOITSZ,X,X,O,X,O,O,X,X
JLOITZS,X,O,X,X,O,O,X,X
JLOISTZ,X,X,O,X,O,O,X,X
JLOISZT,X,X,O,X,O,O,X,X
JLOIZTS,X,O,X,O,O,O,X,X
JLOIZST,X,O,X,O,O,O,X,X
JLOSTIZ,X,X,O,X,O,X,X,X
JLOSTZI,X,O,O,X,X,X,O,X
JLOSITZ,X,X,O,X,O,X,X,X
JLOSIZT,X,X,O,X,O,X,X,X
JLOSZTI,X,O,O,X,X,X,X,X
JLOSZIT,X,O,O,X,X,X,X,X
JLOZTIS,X,O,X,O,O,X,X,X
JLOZTSI,X,O,O,O,X,X,X,X
JLOZITS,X,O,X,O,O,X,X,X
JLOZIST,X,O,X,O,O,X,X,X
JLOZSTI,X,O,O,O,X,X,X,X
JLOZSIT,X,O,O,O,X,X,X,X
JSTILZO,X,X,O,X,X,O,X,X
JSTILOZ,X,X,O,X,O,O,X,O
JSTIZLO,X,X,O,X,X,X,X,X
JSTIZOL,O,X,X,X,X,X,X,O
JSTIOLZ,X,X,O,X,X,X,X,O
JSTIOZL,X,X,X,X,X,X,O,O
JSTLIZO,X,X,O,X,X,O,X,X
JSTLIOZ,X,X,O,X,O,O,X,O
JSTLZIO,X,O,O,X,X,X,X,X
JSTLZOI,X,O,O,X,X,X,X,X
JSTLOIZ,X,X,O,X,O,X,X,X
JSTLOZI,X,O,O,X,X,X,O,X
JSTZILO,X,O,O,X,X,X,X,X
JSTZIOL,O,X,X,X,X,X,X,O
JSTZLIO,X,O,O,X,X,X,X,X
JSTZLOI,X,O,O,X,X,X,X,X
JSTZOIL,O,X,X,X,X,X,O,X
JSTZOLI,O,X,X,X,X,X,O,X
JSTOILZ,X,X,O,X,X,X,X,O
JSTOIZL,X,X,X,X,X,X,O,O
JSTOLIZ,X,X,O,X,X,X,X,X
JSTOLZI,X,X,O,X,X,X,O,X
JSTOZIL,X,X,X,X,X,X,O,X
JSTOZLI,X,X,X,X,X,X,O,X
JSITLZO,X,X,X,X,X,X,X,X
JSITLOZ,X,X,O,X,X,X,X,O
JSITZLO,X,X,X,X,X,X,X,X
JSITZOL,O,X,X,X,X,X,X,O
JSITOLZ,X,X,X,X,X,X,X,O
JSITOZL,X,X,X,X,X,X,O,O
JSILTZO,X,X,X,X,X,O,X,X
JSILTOZ,X,X,O,X,X,O,X,O
JSILZTO,X,X,O,X,X,X,X,X
JSILZOT,O,X,O,O,X,O,X,X
JSILOTZ,X,X,O,X,O,O,X,X
JSILOZT,X,X,O,X,O,O,X,X
JSIZTLO,X,X,X,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,X,O
JSIZLTO,X,X,X,X,X,X,X,X
JSIZLOT,O,X,O,O,X,X,X,X
JSIZOTL,O,X,X,X,X,X,X,X
JSIZOLT,O,X,X,O,X,X,X,X
JSIOTLZ,X,X,X,X,X,X,X,O
JSIOTZL,X,X,X,X,X,X,O,O
JSIOLTZ,X,X,O,X,X,X,X,X
JSIOLZT,X,X,O,X,X,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,X,X,X,X
JSLTIZO,X,X,O,X,X,O,X,X
JSLTIOZ,X,X,O,X,O,O,X,O
JSLTZIO,X,O,O,X,X,X,X,X
JSLTZOI,X,O,O,X,X,X,X,X
JSLTOIZ,X,X,O,X,O,X,X,X
JSLTOZI,X,O,O,X,X,X,O,X
JSLITZO,X,X,X,X,X,O,X,X
JSLITOZ,X,X,O,X,X,O,X,O
JSLIZTO,X,X,O,X,X,X,X,X
JSLIZOT,O,X,O,O,X,O,X,X
JSLIOTZ,X,X,O,X,O,O,X,X
JSLIOZT,X,X,O,X,O,O,X,X
JSLZTIO,X,O,O,X,X,X,X,X
JSLZTOI,X,O,O,X,X,X,X,X
JSLZITO,X,O,O,X,X,X,X,X
JSLZIOT,O,O,O,O,X,X,X,X
JSLZOTI,O,O,O,O,X,X,X,X
JSLZOIT,O,O,O,O,X,X,X,X
JSLOTIZ,X,X,O,X,O,X,X,X
JSLOTZI,X,O,O,X,X,X,O,X
JSLOITZ,X,X,O,X,O,X,X,X
JSLOIZT,X,X,O,X,O,X,X,X
JSLOZTI,X,O,O,X,X,X,X,X
JSLOZIT,X,O,O,X,X,X,X,X
JSZTILO,X,X,X,X,X,X,X,X
JSZTIOL,O,X,X,X,X,X,X,O
JSZTLIO,X,X,X,X,X,X,X,X
JSZTLOI,X,X,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,O,X
JSZTOLI,O,X,X,X,X,X,O,X
JSZITLO,X,X,X,X,X,X,X,X
JSZITOL,O,X,X,X,X,X,X,O
JSZILTO,X,X,X,X,X,X,X,X
JSZILOT,O,O,O,O,X,X,X,X
JSZIOTL,O,X,X,X,X,X,X,X
JSZIOLT,O,X,X,O,X,X,X,X
JSZLTIO,X,O,O,X,X,X,X,X
JSZLTOI,X,O,O,X,X,X,X,X
JSZLITO,X,O,O,X,X,X,X,X
JSZLIOT,O,O,O,O,X,X,X,X
JSZLOTI,O,O,O,O,X,X,X,X
JSZLOIT,O,O,O,O,X,X,X,X
JSZOTIL,O,X,X,X,X,X,O,X
JSZOTLI,O,X,X,X,X,X,O,X
JSZOITL,O,X,X,X,X,X,X,X
JSZOILT,O,X,X,O,X,X,X,X
JSZOLTI,O,X,X,O,X,X,X,X
JSZOLIT,O,X,X,O,X,X,X,X
JSOTILZ,X,X,X,X,X,X,X,O
JSOTIZL,X,X,X,X,X,X,O,O
JSOTLIZ,X,X,X,X,X,X,X,X
JSOTLZI,X,X,X,X,X,X,O,X
JSOTZIL,X,X,X,X,X,X,O,X
JSOTZLI,X,X,X,X,X,X,O,X
JSOITLZ,X,X,X,X,X,X,X,O
JSOITZL,X,X,X,X,X,X,O,O
JSOILTZ,X,X,O,X,X,X,X,X
JSOILZT,X,X,O,X,X,X,X,X
JSOIZTL,O,X,X,X,X,X,X,X
JSOIZLT,O,X,X,X,X,X,X,X
JSOLTIZ,X,X,O,X,X,X,X,X
JSOLTZI,X,X,O,X,X,X,O,X
JSOLITZ,X,X,O,X,X,X,X,X
JSOLIZT,X,X,O,X,X,X,X,X
JSOLZTI,X,X,O,X,X,X,X,X
JSOLZIT,X,X,O,X,X,X,X,X
JSOZTIL,O,X,X,X,X,X,O,X
JSOZTLI,O,X,X,X,X,X,O,X
JSOZITL,O,X,X,X,X,X,X,X
JSOZILT,O,X,X,X,X,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X
JSOZLIT,O,X,X,X,X,X,X,X
JZTILSO,O,O,X,X,X,O,X,X
JZTILOS,O,O,X,O,O,O,X,X
JZTISLO,O,O,X,X,X,X,X,X
JZTISOL,O,X,X,X,X,X,X,X
JZTIOLS,O,O,X,O,X,X,X,X
JZTIOSL,O,X,X,X,X,X,X,X
JZTLISO,O,O,X,X,X,O,X,X
JZTLIOS,O,O,X,O,O,O,X,X
JZTLSIO,O,O,O,X,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X,X
JZTLOIS,O,O,X,O,O,X,X,X
JZTLOSI,O,O,O,O,X,X,X,X
JZTSILO,O,O,O,X,X,X,X,X
JZTSIOL,O,X,X,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X,X
JZTSOIL,O,X,X,X,X,X,X,X
JZTSOLI,O,X,X,X,X,X,X,X
JZTOILS,O,O,X,O,X,X,X,X
JZTOISL,O,X,X,X,X,X,X,X
JZTOLIS,O,O,X,O,X,X,X,X
JZTOLSI,O,O,X,O,X,X,X,X
JZTOSIL,O,X,X,X,X,X,X,X
JZTOSLI,O,X,X,X,X,X,X,X
JZITLSO,O,X,X,X,X,X,X,X
JZITLOS,O,O,X,O,X,X,X,X
JZITSLO,O,X,X,X,X,X,X,X
JZITSOL,O,X,X,X,X,X,X,X
JZITOLS,O,X,X,O,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,X
JZILTSO,X,X,X,X,X,O,X,X
JZILTOS,X,O,X,O,X,O,X,X
JZILSTO,X,O,X,X,X,X,X,X
JZILSOT,O,O,X,O,X,O,X,X
JZILOTS,X,O,X,O,O,O,X,X
JZILOST,O,O,X,O,O,O,X,X
JZISTLO,X,X,X,X,X,X,X,X
JZISTOL,O,X,X,X,X,X,X,O
JZISLTO,X,X,X,X,X,X,X,X
JZISLOT,O,O,X,O,X,X,X,X
JZISOTL,O,X,X,X,X,X,X,X
JZISOLT,O,X,X,O,X,X,X,X
JZIOTLS,O,X,X,O,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X
JZIOLTS,X,O,X,O,X,X,X,X
JZIOLST,O,O,X,O,X,X,X,X
JZIOSTL,O,X,X,X,X,X,X,X
JZIOSLT,O,X,X,O,X,X,X,X
JZLTISO,X,O,X,X,X,O,X,X
JZLTIOS,X,O,X,O,O,O,X,X
JZLTSIO,X,O,O,X,X,X,X,X
JZLTSOI,X,O,O,X,X,X,X,X
JZLTOIS,X,O,X,O,O,X,X,X
JZLTOSI,X,O,O,O,X,X,X,X
JZLITSO,X,X,X,X,X,O,X,X
JZLITOS,X,O,X,O,X,O,X,X
JZLISTO,X,O,X,X,X,X,X,X
JZLISOT,O,O,X,O,X,O,X,X
JZLIOTS,X,O,X,O,O,O,X,X
JZLIOST,O,O,X,O,O,O,X,X
JZLSTIO,X,O,O,X,X,X,X,X
JZLSTOI,X,O,O,X,X,X,X,X
JZLSITO,X,O,O,X,X,X,X,X
JZLSIOT,O,O,O,O,X,X,X,X
JZLSOTI,O,O,O,O,X,X,X,X
JZLSOIT,O,O,O,O,X,X,X,X
JZLOTIS,X,O,X,O,O,X,X,X
JZLOTSI,X,O,O,O,X,X,X,X
JZLOITS,X,O,X,O,O,X,X,X
JZLOIST,O,O,X,O,O,X,X,X
JZLOSTI,O,O,O,O,X,X,X,X
JZLOSIT,O,O,O,O,X,X,X,X
JZSTILO,X,X,X,X,X,X,X,X
JZSTIOL,O,X,X,X,X,X,X,O
JZSTLIO,X,X,X,X,X,X,X,X
JZSTLOI,X,X,X,X,X,X,X,X
JZSTOIL,O,X,X,X,X,X,O,X
JZSTOLI,O,X,X,X,X,X,O,X
JZSITLO,X,X,X,X,X,X,X,X
JZSITOL,O,X,X,X,X,X,X,O
JZSILTO,X,X,X,X,X,X,X,X
JZSILOT,O,O,O,O,X,X,X,X
JZSIOTL,O,X,X,X,X,X,X,X
JZSIOLT,O,X,X,O,X,X,X,X
JZSLTIO,X,O,O,X,X,X,X,X
JZSLTOI,X,O,O,X,X,X,X,X
JZSLITO,X,O,O,X,X,X,X,X
JZSLIOT,O,O,O,O,X,X,X,X
JZSLOTI,O,O,O,O,X,X,X,X
JZSLOIT,O,O,O,O,X,X,X,X
JZSOTIL,O,X,X,X,X,X,O,X
