sequence,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoByxB8nBOn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoBetBMsBii?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxBKnBUoBGj?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxB2sB0iB6o?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB2xBknB6tBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBKsBEtBGoBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB0sBmnBpoBFl?BisB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB6tB2xBpZBkn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBGtBSoBJn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBisB2nBpo?BFlB
JOZILTS,X,O,X,X,O,O,X,O,O,O
JOZILST,X,O,X,X,O,O,O,O,O,O
JOZISTL,X,O,X,X,X,X,O,X,O,X
JOZISLT,X,O,X,X,O,X,O,O,O,O
JOZLTIS,X,O,X,X,O,O,X,O,O,O
JOZLTSI,X,O,X,X,O,O,X,O,O,O
JOZLITS,X,O,X,X,O,O,X,O,O,O
JOZLIST,X,O,X,X,O,O,O,O,O,O
JOZLSTI,X,O,X,X,O,O,X,O,O,O
JOZLSIT,X,O,X,X,O,O,O,O,O,O
JOZSTIL,X,O,X,X,X,X,O,X,O,X
JOZSTLI,X,O,X,X,O,X,X,O,O,X
JOZSITL,X,O,X,X,X,X,O,X,O,X
JOZSILT,X,O,X,X,O,X,O,O,O,O
JOZSLTI,X,O,X,X,O,O,X,O,O,O
JOZSLIT,X,O,X,X,O,O,O,O,O,O
STILJZO,X,X,X,O,X,X,X,X,X,O
STILJOZ,X,X,X,O,X,X,X,X,X,O
STILZJO,O,X,O,X,X,X,X,X,X,O
STILZOJ,O,X,O,X,X,X,X,X,X,O
STILOJZ,X,X,X,O,X,X,X,X,X,O
STILOZJ,O,X,O,X,X,X,X,X,X,O
STIJLZO,X,X,X,O,X,X,X,X,O,X
STIJLOZ,X,X,X,O,X,X,X,X,O,X
STIJZLO,X,O,X,O,X,X,X,X,O,X
STIJZOL,X,O,X,O,X,X,X,X,O,X
STIJOLZ,X,X,X,O,X,X,X,X,O,X
STIJOZL,X,O,X,O,X,X,X,X,O,X
STIZLJO,X,X,O,X,X,X,X,X,X,O
STIZLOJ,X,X,O,X,X,X,X,X,X,O
STIZJLO,X,X,O,X,X,X,X,X,O,X
STIZJOL,X,X,O,X,X,X,O,X,O,X
STIZOLJ,X,X,O,X,X,X,X,X,X,O
STIZOJL,X,X,O,X,X,X,O,X,O,X
STIOLJZ,X,X,X,O,X,X,X,X,X,O
STIOLZJ,O,X,O,X,X,X,X,X,X,O
STIOJLZ,X,X,X,O,X,X,X,X,O,X
STIOJZL,X,O,X,O,X,X,X,X,O,X
STIOZLJ,X,X,O,X,X,X,X,X,X,O
STIOZJL,X,X,O,X,X,X,O,X,O,X
STLIJZO,X,X,X,X,X,X,X,O,X,O
STLIJOZ,X,X,X,X,X,X,X,O,X,O
STLIZJO,O,X,X,X,X,X,X,X,X,O
STLIZOJ,O,X,X,X,X,X,X,X,X,O
STLIOJZ,X,X,X,X,X,X,X,O,X,O
STLIOZJ,O,X,X,X,X,X,X,X,X,O
STLJIZO,X,X,X,X,X,X,X,O,X,O
STLJIOZ,X,X,X,X,X,X,X,O,X,O
STLJZIO,X,X,X,X,O,X,X,O,X,O
STLJZOI,X,X,X,X,O,X,X,O,X,O
STLJOIZ,X,X,X,X,X,X,X,O,X,O
STLJOZI,X,X,X,X,O,X,X,O,X,O
STLZIJO,O,X,X,X,X,X,X,X,X,O
STLZIOJ,O,X,X,X,X,X,X,X,X,O
STLZJIO,O,X,X,X,X,O,X,X,X,O
STLZJOI,O,X,X,X,X,O,X,X,X,O
STLZOIJ,O,X,X,X,X,X,X,X,X,O
STLZOJI,O,X,X,X,X,O,X,X,X,O
STLOIJZ,X,X,X,X,X,X,X,O,X,O
STLOIZJ,O,X,X,X,X,X,X,X,X,O
STLOJIZ,X,X,X,X,X,X,X,O,X,O
STLOJZI,X,X,X,X,O,X,X,O,X,O
STLOZIJ,O,X,X,X,X,X,X,X,X,O
STLOZJI,O,X,X,X,X,O,X,X,X,O
STJILZO,X,X,X,X,X,X,X,X,O,X
STJILOZ,X,X,X,X,X,X,X,X,O,X
STJIZLO,X,O,X,X,X,X,X,X,O,X
STJIZOL,X,O,X,X,X,X,X,X,O,X
STJIOLZ,X,X,X,X,X,X,X,X,O,X
STJIOZL,X,O,X,X,X,X,X,X,O,X
STJLIZO,X,X,X,X,X,X,X,O,O,X
STJLIOZ,X,X,X,X,X,X,X,O,O,X
STJLZIO,X,X,X,X,O,X,X,O,O,X
STJLZOI,X,X,X,X,O,X,X,O,O,X
STJLOIZ,X,X,X,X,X,X,X,O,O,X
STJLOZI,X,X,X,X,O,X,X,O,O,X
STJZILO,X,O,X,X,X,X,X,X,O,X
STJZIOL,X,O,X,X,X,X,X,X,O,X
STJZLIO,X,O,X,X,O,X,X,O,O,X
STJZLOI,X,O,X,X,O,X,X,O,O,X
STJZOIL,X,O,X,X,X,X,X,X,O,X
STJZOLI,X,O,X,X,O,X,X,O,O,X
STJOILZ,X,X,X,X,X,X,X,X,O,X
STJOIZL,X,O,X,X,X,X,X,X,O,X
STJOLIZ,X,X,X,X,X,X,X,O,O,X
STJOLZI,X,X,X,X,O,X,X,O,O,X
STJOZIL,X,O,X,X,X,X,X,X,O,X
STJOZLI,X,O,X,X,O,X,X,O,O,X
STZILJO,X,X,X,X,X,X,X,X,X,O
STZILOJ,X,X,X,X,X,X,X,X,X,O
STZIJLO,X,X,X,X,X,X,X,X,O,X
STZIJOL,X,X,X,X,X,X,O,X,O,X
STZIOLJ,X,X,X,X,X,X,X,X,X,O
STZIOJL,X,X,X,X,X,X,O,X,O,X
STZLIJO,X,X,X,X,X,X,X,X,X,O
STZLIOJ,X,X,X,X,X,X,X,X,X,O
STZLJIO,X,X,X,X,X,X,X,X,X,O
STZLJOI,X,X,X,X,X,X,X,X,X,O
STZLOIJ,X,X,X,X,X,X,X,X,X,O
STZLOJI,X,X,X,X,X,X,X,X,X,O
STZJILO,X,O,X,X,X,X,X,X,O,X
STZJIOL,X,O,X,X,X,X,O,X,O,X
STZJLIO,X,O,X,X,X,X,X,X,O,X
STZJLOI,X,O,X,X,X,X,X,X,O,X
STZJOIL,X,O,X,X,X,X,O,X,O,X
STZJOLI,X,O,X,X,X,X,X,X,O,X
STZOILJ,X,X,X,X,X,X,X,X,X,O
STZOIJL,X,X,X,X,X,X,O,X,O,X
STZOLIJ,X,X,X,X,X,X,X,X,X,O
STZOLJI,X,X,X,X,X,X,X,X,X,O
STZOJIL,X,O,X,X,X,X,O,X,O,X
STZOJLI,X,O,X,X,X,X,X,X,O,X
STOILJZ,X,X,X,O,X,X,X,X,X,O
STOILZJ,O,X,O,X,X,X,X,X,X,O
STOIJLZ,X,X,X,O,X,X,X,X,O,X
STOIJZL,X,O,X,O,X,X,X,X,O,X
STOIZLJ,X,X,O,X,X,X,X,X,X,O
STOIZJL,X,X,O,X,X,X,O,X,O,X
STOLIJZ,X,X,X,X,X,X,X,O,X,O
STOLIZJ,O,X,X,X,X,X,X,X,X,O
STOLJIZ,X,X,X,X,X,X,X,O,X,O
STOLJZI,X,X,X,X,O,X,X,O,X,O
STOLZIJ,O,X,X,X,X,X,X,X,X,O
STOLZJI,O,X,X,X,X,O,X,X,X,O
STOJILZ,X,X,X,X,X,X,X,X,O,X
STOJIZL,X,O,X,X,X,X,X,X,O,X
STOJLIZ,X,X,X,X,X,X,X,O,O,X
STOJLZI,X,X,X,X,O,X,X,O,O,X
STOJZIL,X,O,X,X,X,X,X,X,O,X
STOJZLI,X,O,X,X,O,X,X,O,O,X
STOZILJ,X,X,X,X,X,X,X,X,X,O
STOZIJL,X,X,X,X,X,X,O,X,O,X
STOZLIJ,X,X,X,X,X,X,X,X,X,O
STOZLJI,X,X,X,X,X,X,X,X,X,O
STOZJIL,X,O,X,X,X,X,O,X,O,X
STOZJLI,X,O,X,X,X,X,X,X,O,X
SITLJZO,X,X,X,O,X,X,X,X,X,O
SITLJOZ,X,X,X,O,X,X,X,X,X,O
SITLZJO,O,X,O,X,X,X,X,X,X,O
SITLZOJ,O,X,O,X,X,X,X,X,X,O
SITLOJZ,X,X,X,O,X,X,X,X,X,O
SITLOZJ,O,X,O,X,X,X,X,X,X,O
SITJLZO,X,X,X,O,X,X,X,X,O,X
SITJLOZ,X,X,X,O,X,X,X,X,O,X
SITJZLO,X,O,X,O,X,X,X,X,O,X
SITJZOL,X,O,X,O,X,X,X,X,O,X
SITJOLZ,X,X,X,O,X,X,X,X,O,X
SITJOZL,X,O,X,O,X,X,X,X,O,X
SITZLJO,X,X,O,X,X,X,X,X,X,O
SITZLOJ,X,X,O,X,X,X,X,X,X,O
SITZJLO,X,X,O,X,X,X,X,X,O,X
SITZJOL,X,X,O,X,X,X,O,X,O,X
SITZOLJ,X,X,O,X,X,X,X,X,X,O
SITZOJL,X,X,O,X,X,X,O,X,O,X
SITOLJZ,X,X,X,O,X,X,X,X,X,O
SITOLZJ,O,X,O,X,X,X,X,X,X,O
SITOJLZ,X,X,X,O,X,X,X,X,O,X
SITOJZL,X,O,X,O,X,X,X,X,O,X
SITOZLJ,X,X,O,X,X,X,X,X,X,O
SITOZJL,X,X,O,X,X,X,O,X,O,X
SILTJZO,X,X,X,O,X,X,X,O,X,O
SILTJOZ,X,X,X,O,X,X,X,O,X,O
SILTZJO,O,X,O,X,X,X,X,X,X,O
SILTZOJ,O,X,O,X,X,X,X,X,X,O
SILTOJZ,X,X,X,O,X,X,X,O,X,O
SILTOZJ,O,X,O,X,X,X,X,X,X,O
SILJTZO,X,X,X,O,X,X,X,O,O,O
SILJTOZ,X,X,X,O,X,X,X,O,O,O
SILJZTO,O,O,O,O,O,X,X,O,O,O
SILJZOT,O,O,O,O,O,X,X,O,O,O
SILJOTZ,X,X,X,O,X,X,X,O,O,O
SILJOZT,O,O,O,O,O,X,X,O,O,O
SILZTJO,O,X,O,X,X,X,X,X,X,O
SILZTOJ,O,X,O,X,X,X,X,X,X,O
SILZJTO,O,X,O,O,X,O,X,O,O,O
SILZJOT,O,X,O,O,X,O,O,O,O,O
SILZOTJ,O,X,O,X,X,X,X,X,X,O
SILZOJT,O,X,O,O,X,O,O,O,O,O
SILOTJZ,X,X,X,O,X,X,X,O,X,O
SILOTZJ,O,X,O,X,X,X,X,X,X,O
SILOJTZ,X,X,X,O,X,X,X,O,O,O
SILOJZT,O,O,O,O,O,X,X,O,O,O
SILOZTJ,O,X,O,X,X,X,X,X,X,O
SILOZJT,O,X,O,O,X,O,O,O,O,O
SIJTLZO,X,X,X,O,X,X,X,X,O,X
SIJTLOZ,X,X,X,O,X,X,X,X,O,X
SIJTZLO,X,O,X,O,X,X,X,X,O,X
SIJTZOL,X,O,X,O,X,X,X,X,O,X
SIJTOLZ,X,X,X,O,X,X,X,X,O,X
SIJTOZL,X,O,X,O,X,X,X,X,O,X
SIJLTZO,X,X,X,O,X,X,X,O,O,O
SIJLTOZ,X,X,X,O,X,X,X,O,O,O
SIJLZTO,O,O,O,O,O,X,X,O,O,O
SIJLZOT,O,O,O,O,O,X,X,O,O,O
SIJLOTZ,X,X,X,O,X,X,X,O,O,O
SIJLOZT,O,O,O,O,O,X,X,O,O,O
SIJZTLO,X,O,O,O,X,X,X,X,O,X
SIJZTOL,X,O,O,O,X,X,O,X,O,X
SIJZLTO,X,O,O,O,O,X,X,O,O,O
SIJZLOT,X,O,O,O,O,X,O,O,O,O
SIJZOTL,X,O,O,O,X,X,O,X,O,X
SIJZOLT,X,O,O,O,O,X,O,O,O,O
SIJOTLZ,X,X,X,O,X,X,X,X,O,X
SIJOTZL,X,O,X,O,X,X,X,X,O,X
SIJOLTZ,X,X,X,O,X,X,X,O,O,O
SIJOLZT,O,O,O,O,O,X,X,O,O,O
SIJOZTL,X,O,O,O,X,X,O,X,O,X
SIJOZLT,X,O,O,O,O,X,O,O,O,O
SIZTLJO,X,X,O,X,X,X,X,X,X,O
SIZTLOJ,X,X,O,X,X,X,X,X,X,O
SIZTJLO,X,X,O,X,X,X,X,X,O,X
SIZTJOL,X,X,O,X,X,X,O,X,O,X
SIZTOLJ,X,X,O,X,X,X,X,X,X,O
SIZTOJL,X,X,O,X,X,X,O,X,O,X
SIZLTJO,O,X,O,X,X,X,X,X,X,O
SIZLTOJ,O,X,O,X,X,X,X,X,X,O
SIZLJTO,O,X,O,O,X,X,X,X,O,O
SIZLJOT,O,X,O,O,X,X,O,X,O,O
SIZLOTJ,O,X,O,X,X,X,X,X,X,O
SIZLOJT,O,X,O,O,X,X,O,X,O,O
SIZJTLO,X,O,O,O,X,X,X,X,O,X
SIZJTOL,X,O,O,O,X,X,O,X,O,X
SIZJLTO,X,O,O,O,X,X,X,X,O,O
SIZJLOT,X,O,O,O,X,X,O,X,O,O
SIZJOTL,X,O,O,O,X,X,O,X,O,X
SIZJOLT,X,O,O,O,X,X,O,X,O,O
SIZOTLJ,X,X,O,X,X,X,X,X,X,O
SIZOTJL,X,X,O,X,X,X,O,X,O,X
SIZOLTJ,O,X,O,X,X,X,X,X,X,O
SIZOLJT,O,X,O,O,X,X,O,X,O,O
SIZOJTL,X,O,O,O,X,X,O,X,O,X
SIZOJLT,X,O,O,O,X,X,O,X,O,O
SIOTLJZ,X,X,X,O,X,X,X,X,X,O
SIOTLZJ,O,X,O,X,X,X,X,X,X,O
SIOTJLZ,X,X,X,O,X,X,X,X,O,X
SIOTJZL,X,O,X,O,X,X,X,X,O,X
SIOTZLJ,X,X,O,X,X,X,X,X,X,O
SIOTZJL,X,X,O,X,X,X,O,X,O,X
SIOLTJZ,X,X,X,O,X,X,X,O,X,O
SIOLTZJ,O,X,O,X,X,X,X,X,X,O
SIOLJTZ,X,X,X,O,X,X,X,O,O,O
SIOLJZT,O,O,O,O,O,X,X,O,O,O
SIOLZTJ,O,X,O,X,X,X,X,X,X,O
SIOLZJT,O,X,O,O,X,O,O,O,O,O
SIOJTLZ,X,X,X,O,X,X,X,X,O,X
SIOJTZL,X,O,X,O,X,X,X,X,O,X
SIOJLTZ,X,X,X,O,X,X,X,O,O,O
SIOJLZT,O,O,O,O,O,X,X,O,O,O
SIOJZTL,X,O,O,O,X,X,O,X,O,X
SIOJZLT,X,O,O,O,O,X,O,O,O,O
SIOZTLJ,X,X,O,X,X,X,X,X,X,O
SIOZTJL,X,X,O,X,X,X,O,X,O,X
SIOZLTJ,O,X,O,X,X,X,X,X,X,O
SIOZLJT,O,X,O,O,X,X,O,X,O,O
SIOZJTL,X,O,O,O,X,X,O,X,O,X
SIOZJLT,X,O,O,O,X,X,O,X,O,O
SLTIJZO,X,X,X,X,X,X,X,O,X,O
SLTIJOZ,X,X,X,X,X,X,X,O,X,O
SLTIZJO,O,X,X,X,X,X,X,X,X,O
SLTIZOJ,O,X,X,X,X,X,X,X,X,O
SLTIOJZ,X,X,X,X,X,X,X,O,X,O
SLTIOZJ,O,X,X,X,X,X,X,X,X,O
SLTJIZO,X,X,X,X,X,X,X,O,X,O
SLTJIOZ,X,X,X,X,X,X,X,O,X,O
SLTJZIO,X,X,X,X,O,X,X,O,X,O
SLTJZOI,X,X,X,X,O,X,X,O,X,O
SLTJOIZ,X,X,X,X,X,X,X,O,X,O
SLTJOZI,X,X,X,X,O,X,X,O,X,O
SLTZIJO,O,X,X,X,X,X,X,X,X,O
SLTZIOJ,O,X,X,X,X,X,X,X,X,O
SLTZJIO,O,X,X,X,X,O,X,X,X,O
SLTZJOI,O,X,X,X,X,O,X,X,X,O
SLTZOIJ,O,X,X,X,X,X,X,X,X,O
SLTZOJI,O,X,X,X,X,O,X,X,X,O
SLTOIJZ,X,X,X,X,X,X,X,O,X,O
SLTOIZJ,O,X,X,X,X,X,X,X,X,O
SLTOJIZ,X,X,X,X,X,X,X,O,X,O
SLTOJZI,X,X,X,X,O,X,X,O,X,O
SLTOZIJ,O,X,X,X,X,X,X,X,X,O
SLTOZJI,O,X,X,X,X,O,X,X,X,O
SLITJZO,X,X,X,O,X,X,X,O,X,O
SLITJOZ,X,X,X,O,X,X,X,O,X,O
SLITZJO,O,X,O,X,X,X,X,X,X,O
SLITZOJ,O,X,O,X,X,X,X,X,X,O
SLITOJZ,X,X,X,O,X,X,X,O,X,O
SLITOZJ,O,X,O,X,X,X,X,X,X,O
SLIJTZO,X,X,X,O,X,X,X,O,O,O
SLIJTOZ,X,X,X,O,X,X,X,O,O,O
SLIJZTO,O,O,O,O,O,X,X,O,O,O
SLIJZOT,O,O,O,O,O,X,X,O,O,O
SLIJOTZ,X,X,X,O,X,X,X,O,O,O
SLIJOZT,O,O,O,O,O,X,X,O,O,O
SLIZTJO,O,X,O,X,X,X,X,X,X,O
SLIZTOJ,O,X,O,X,X,X,X,X,X,O
SLIZJTO,O,X,O,O,X,O,X,O,O,O
SLIZJOT,O,X,O,O,X,O,O,O,O,O
SLIZOTJ,O,X,O,X,X,X,X,X,X,O
SLIZOJT,O,X,O,O,X,O,O,O,O,O
SLIOTJZ,X,X,X,O,X,X,X,O,X,O
SLIOTZJ,O,X,O,X,X,X,X,X,X,O
SLIOJTZ,X,X,X,O,X,X,X,O,O,O
SLIOJZT,O,O,O,O,O,X,X,O,O,O
SLIOZTJ,O,X,O,X,X,X,X,X,X,O
SLIOZJT,O,X,O,O,X,O,O,O,O,O
SLJTIZO,X,X,X,X,X,X,X,O,O,O
SLJTIOZ,X,X,X,X,X,X,X,O,O,O
SLJTZIO,X,X,X,X,O,X,X,O,O,O
SLJTZOI,X,X,X,X,O,X,X,O,O,O
SLJTOIZ,X,X,X,X,X,X,X,O,O,O
SLJTOZI,X,X,X,X,O,X,X,O,O,O
SLJITZO,X,X,X,X,X,X,X,O,O,O
SLJITOZ,X,X,X,X,X,X,X,O,O,O
SLJIZTO,O,O,X,X,O,X,X,O,O,O
SLJIZOT,O,O,X,X,O,X,X,O,O,O
SLJIOTZ,X,X,X,X,X,X,X,O,O,O
SLJIOZT,O,O,X,X,O,X,X,O,O,O
SLJZTIO,O,O,X,X,O,O,X,O,O,O
SLJZTOI,O,O,X,X,O,O,X,O,O,O
SLJZITO,O,O,X,X,O,O,X,O,O,O
SLJZIOT,O,O,X,X,O,O,X,O,O,O
SLJZOTI,O,O,X,X,O,O,X,O,O,O
SLJZOIT,O,O,X,X,O,O,X,O,O,O
SLJOTIZ,X,X,X,X,X,X,X,O,O,O
SLJOTZI,X,X,X,X,O,X,X,O,O,O
SLJOITZ,X,X,X,X,X,X,X,O,O,O
SLJOIZT,O,O,X,X,O,X,X,O,O,O
SLJOZTI,O,O,X,X,O,O,X,O,O,O
SLJOZIT,O,O,X,X,O,O,X,O,O,O
SLZTIJO,O,X,X,X,X,X,X,X,X,O
SLZTIOJ,O,X,X,X,X,X,X,X,X,O
SLZTJIO,O,X,X,X,X,O,X,X,X,O
SLZTJOI,O,X,X,X,X,O,X,X,X,O
SLZTOIJ,O,X,X,X,X,X,X,X,X,O
SLZTOJI,O,X,X,X,X,O,X,X,X,O
SLZITJO,O,X,X,X,X,X,X,X,X,O
SLZITOJ,O,X,X,X,X,X,X,X,X,O
SLZIJTO,O,X,X,X,X,O,X,O,O,O
SLZIJOT,O,X,X,X,X,O,O,O,O,O
SLZIOTJ,O,X,X,X,X,X,X,X,X,O
SLZIOJT,O,X,X,X,X,O,O,O,O,O
SLZJTIO,O,O,X,X,O,O,X,O,O,O
SLZJTOI,O,O,X,X,O,O,X,O,O,O
SLZJITO,O,O,X,X,O,O,X,O,O,O
SLZJIOT,O,O,X,X,O,O,O,O,O,O
SLZJOTI,O,O,X,X,O,O,X,O,O,O
SLZJOIT,O,O,X,X,O,O,O,O,O,O
SLZOTIJ,O,X,X,X,X,X,X,X,X,O
SLZOTJI,O,X,X,X,X,O,X,X,X,O
SLZOITJ,O,X,X,X,X,X,X,X,X,O
SLZOIJT,O,X,X,X,X,O,O,O,O,O
SLZOJTI,O,O,X,X,O,O,X,O,O,O
SLZOJIT,O,O,X,X,O,O,O,O,O,O
SLOTIJZ,X,X,X,X,X,X,X,O,X,O
SLOTIZJ,O,X,X,X,X,X,X,X,X,O
SLOTJIZ,X,X,X,X,X,X,X,O,X,O
SLOTJZI,X,X,X,X,O,X,X,O,X,O
SLOTZIJ,O,X,X,X,X,X,X,X,X,O
SLOTZJI,O,X,X,X,X,O,X,X,X,O
SLOITJZ,X,X,X,O,X,X,X,O,X,O
SLOITZJ,O,X,O,X,X,X,X,X,X,O
SLOIJTZ,X,X,X,O,X,X,X,O,O,O
SLOIJZT,O,O,O,O,O,X,X,O,O,O
SLOIZTJ,O,X,O,X,X,X,X,X,X,O
SLOIZJT,O,X,O,O,X,O,O,O,O,O
SLOJTIZ,X,X,X,X,X,X,X,O,O,O
SLOJTZI,X,X,X,X,O,X,X,O,O,O
SLOJITZ,X,X,X,X,X,X,X,O,O,O
SLOJIZT,O,O,X,X,O,X,X,O,O,O
SLOJZTI,O,O,X,X,O,O,X,O,O,O
SLOJZIT,O,O,X,X,O,O,X,O,O,O
SLOZTIJ,O,X,X,X,X,X,X,X,X,O
SLOZTJI,O,X,X,X,X,O,X,X,X,O
SLOZITJ,O,X,X,X,X,X,X,X,X,O
SLOZIJT,O,X,X,X,X,O,O,O,O,O
SLOZJTI,O,O,X,X,O,O,X,O,O,O
SLOZJIT,O,O,X,X,O,O,O,O,O,O
SJTILZO,X,X,X,X,X,X,X,X,O,X
SJTILOZ,X,X,X,X,X,X,X,X,O,X
SJTIZLO,X,O,X,X,X,X,X,X,O,X
SJTIZOL,X,O,X,X,X,X,X,X,O,X
SJTIOLZ,X,X,X,X,X,X,X,X,O,X
SJTIOZL,X,O,X,X,X,X,X,X,O,X
SJTLIZO,X,X,X,X,X,X,X,O,O,X
SJTLIOZ,X,X,X,X,X,X,X,O,O,X
SJTLZIO,X,X,X,X,O,X,X,O,O,X
SJTLZOI,X,X,X,X,O,X,X,O,O,X
SJTLOIZ,X,X,X,X,X,X,X,O,O,X
SJTLOZI,X,X,X,X,O,X,X,O,O,X
SJTZILO,X,O,X,X,X,X,X,X,O,X
SJTZIOL,X,O,X,X,X,X,X,X,O,X
SJTZLIO,X,O,X,X,O,X,X,O,O,X
SJTZLOI,X,O,X,X,O,X,X,O,O,X
SJTZOIL,X,O,X,X,X,X,X,X,O,X
SJTZOLI,X,O,X,X,O,X,X,O,O,X
SJTOILZ,X,X,X,X,X,X,X,X,O,X
SJTOIZL,X,O,X,X,X,X,X,X,O,X
SJTOLIZ,X,X,X,X,X,X,X,O,O,X
SJTOLZI,X,X,X,X,O,X,X,O,O,X
SJTOZIL,X,O,X,X,X,X,X,X,O,X
SJTOZLI,X,O,X,X,O,X,X,O,O,X
SJITLZO,X,X,X,O,X,X,X,X,O,X
SJITLOZ,X,X,X,O,X,X,X,X,O,X
SJITZLO,X,O,X,O,X,X,X,X,O,X
SJITZOL,X,O,X,O,X,X,X,X,O,X
SJITOLZ,X,X,X,O,X,X,X,X,O,X
SJITOZL,X,O,X,O,X,X,X,X,O,X
SJILTZO,X,X,X,O,X,X,X,O,O,O
SJILTOZ,X,X,X,O,X,X,X,O,O,O
SJILZTO,O,O,O,O,O,X,X,O,O,O
SJILZOT,O,O,O,O,O,X,X,O,O,O
SJILOTZ,X,X,X,O,X,X,X,O,O,O
SJILOZT,O,O,O,O,O,X,X,O,O,O
SJIZTLO,X,O,O,O,X,X,X,X,O,X
SJIZTOL,X,O,O,O,X,X,O,X,O,X
SJIZLTO,X,O,O,O,O,X,X,O,O,O
SJIZLOT,X,O,O,O,O,X,O,O,O,O
SJIZOTL,X,O,O,O,X,X,O,X,O,X
SJIZOLT,X,O,O,O,O,X,O,O,O,O
SJIOTLZ,X,X,X,O,X,X,X,X,O,X
SJIOTZL,X,O,X,O,X,X,X,X,O,X
SJIOLTZ,X,X,X,O,X,X,X,O,O,O
SJIOLZT,O,O,O,O,O,X,X,O,O,O
SJIOZTL,X,O,O,O,X,X,O,X,O,X
SJIOZLT,X,O,O,O,O,X,O,O,O,O
SJLTIZO,X,X,X,X,X,X,X,O,O,O
SJLTIOZ,X,X,X,X,X,X,X,O,O,O
SJLTZIO,X,X,X,X,O,X,X,O,O,O
SJLTZOI,X,X,X,X,O,X,X,O,O,O
SJLTOIZ,X,X,X,X,X,X,X,O,O,O
SJLTOZI,X,X,X,X,O,X,X,O,O,O
SJLITZO,X,X,X,X,X,X,X,O,O,O
SJLITOZ,X,X,X,X,X,X,X,O,O,O
SJLIZTO,O,O,X,X,O,X,X,O,O,O
SJLIZOT,O,O,X,X,O,X,X,O,O,O
SJLIOTZ,X,X,X,X,X,X,X,O,O,O
SJLIOZT,O,O,X,X,O,X,X,O,O,O
SJLZTIO,O,O,X,X,O,O,X,O,O,O
SJLZTOI,O,O,X,X,O,O,X,O,O,O
SJLZITO,O,O,X,X,O,O,X,O,O,O
SJLZIOT,O,O,X,X,O,O,X,O,O,O
SJLZOTI,O,O,X,X,O,O,X,O,O,O
SJLZOIT,O,O,X,X,O,O,X,O,O,O
SJLOTIZ,X,X,X,X,X,X,X,O,O,O
SJLOTZI,X,X,X,X,O,X,X,O,O,O
SJLOITZ,X,X,X,X,X,X,X,O,O,O
SJLOIZT,O,O,X,X,O,X,X,O,O,O
SJLOZTI,O,O,X,X,O,O,X,O,O,O
SJLOZIT,O,O,X,X,O,O,X,O,O,O
SJZTILO,X,O,X,X,X,X,X,X,O,X
SJZTIOL,X,O,X,X,X,X,O,X,O,X
SJZTLIO,X,O,X,X,O,X,X,O,O,X
SJZTLOI,X,O,X,X,O,X,X,O,O,X
SJZTOIL,X,O,X,X,X,X,O,X,O,X
SJZTOLI,X,O,X,X,O,X,X,O,O,X
SJZITLO,X,O,X,X,X,X,X,X,O,X
SJZITOL,X,O,X,X,X,X,O,X,O,X
SJZILTO,X,O,X,X,O,X,X,O,O,O
SJZILOT,X,O,X,X,O,X,O,O,O,O
SJZIOTL,X,O,X,X,X,X,O,X,O,X
SJZIOLT,X,O,X,X,O,X,O,O,O,O
SJZLTIO,X,O,X,X,O,X,X,O,O,O
SJZLTOI,X,O,X,X,O,X,X,O,O,O
SJZLITO,X,O,X,X,O,X,X,O,O,O
SJZLIOT,X,O,X,X,O,X,O,O,O,O
SJZLOTI,X,O,X,X,O,X,X,O,O,O
SJZLOIT,X,O,X,X,O,X,O,O,O,O
SJZOTIL,X,O,X,X,X,X,O,X,O,X
SJZOTLI,X,O,X,X,O,X,X,O,O,X
SJZOITL,X,O,X,X,X,X,O,X,O,X
SJZOILT,X,O,X,X,O,X,O,O,O,O
SJZOLTI,X,O,X,X,O,X,X,O,O,O
SJZOLIT,X,O,X,X,O,X,O,O,O,O
SJOTILZ,X,X,X,X,X,X,X,X,O,X
SJOTIZL,X,O,X,X,X,X,X,X,O,X
SJOTLIZ,X,X,X,X,X,X,X,O,O,X
SJOTLZI,X,X,X,X,O,X,X,O,O,X
SJOTZIL,X,O,X,X,X,X,X,X,O,X
SJOTZLI,X,O,X,X,O,X,X,O,O,X
SJOITLZ,X,X,X,O,X,X,X,X,O,X
SJOITZL,X,O,X,O,X,X,X,X,O,X
SJOILTZ,X,X,X,O,X,X,X,O,O,O
SJOILZT,O,O,O,O,O,X,X,O,O,O
SJOIZTL,X,O,O,O,X,X,O,X,O,X
SJOIZLT,X,O,O,O,O,X,O,O,O,O
