sequence,v115@3gB8DeA8BeD8BeH8BeG8CeH8AeB8JeT1IvhFxWBceB?XbB6iBmiBlsB,v115@3gB8DeA8BeD8BeH8BeG8CeH8AeB8JeT1IvhFebBCXB?xYB0dBXjBlsB,v115@3gB8DeA8BeD8BeH8BeG8CeH8AeB8JeT1IvhFebBCXB?xYBXeB0iBlsB,v115@3gB8DeA8BeD8BeH8BeG8CeH8AeB8JeT1IvhFebBCXB?xdB0dBXjBlsB,v115@3gB8DeA8BeD8BeH8BeG8CeH8AeB8Je26IvhFCXBxdB?zaB0dBXjBlsB
SILTZOJ,O,X,X,X,X
SILTOJZ,O,X,X,X,X
SILTOZJ,O,X,X,X,X
SILJTZO,X,X,X,X,O
SILJTOZ,X,X,O,X,O
SILJZTO,X,X,O,X,X
SILJZOT,O,X,O,X,O
SILJOTZ,X,X,O,O,O
SILJOZT,O,X,O,O,O
SILZTJO,X,X,X,X,X
SILZTOJ,O,X,X,X,X
SILZJTO,X,X,X,X,X
SILZJOT,O,X,O,X,X
SILZOTJ,O,X,X,X,X
SILZOJT,O,X,X,X,X
SILOTJZ,O,X,X,X,X
SILOTZJ,O,X,X,X,X
SILOJTZ,X,X,O,X,X
SILOJZT,O,X,O,X,X
SILOZTJ,O,X,X,X,X
SILOZJT,O,X,X,X,X
SIJTLZO,O,X,X,X,X
SIJTLOZ,O,X,O,X,X
SIJTZLO,O,X,X,X,X
SIJTZOL,O,X,X,X,X
SIJTOLZ,O,X,O,X,X
SIJTOZL,O,X,X,X,X
SIJLTZO,X,X,X,X,O
SIJLTOZ,X,X,O,X,O
SIJLZTO,X,X,O,X,X
SIJLZOT,O,X,O,X,O
SIJLOTZ,X,X,O,O,O
SIJLOZT,O,X,O,O,O
SIJZTLO,X,X,O,X,X
SIJZTOL,X,X,O,X,X
SIJZLTO,X,X,O,X,X
SIJZLOT,O,X,O,X,X
SIJZOTL,X,X,O,X,X
SIJZOLT,O,X,O,X,X
SIJOTLZ,O,X,O,X,X
SIJOTZL,O,X,X,X,X
SIJOLTZ,X,X,O,O,X
SIJOLZT,O,X,O,O,X
SIJOZTL,X,X,O,X,X
SIJOZLT,O,X,O,X,X
SIZTLJO,O,X,X,X,X
SIZTLOJ,O,X,X,X,X
SIZTJLO,O,X,X,X,X
SIZTJOL,O,X,X,X,X
SIZTOLJ,O,X,X,X,X
SIZTOJL,O,X,X,X,X
SIZLTJO,X,X,X,X,X
SIZLTOJ,O,X,X,X,X
SIZLJTO,X,X,X,X,X
SIZLJOT,O,X,O,X,X
SIZLOTJ,O,X,X,X,X
SIZLOJT,O,X,X,X,X
SIZJTLO,X,X,X,X,X
SIZJTOL,X,X,X,X,X
SIZJLTO,X,X,X,X,X
SIZJLOT,O,X,O,X,X
SIZJOTL,X,X,X,X,X
SIZJOLT,O,X,O,X,X
SIZOTLJ,O,X,X,X,X
SIZOTJL,O,X,X,X,X
SIZOLTJ,O,X,X,X,X
SIZOLJT,O,X,X,X,X
SIZOJTL,X,X,X,X,X
SIZOJLT,O,X,O,X,X
SIOTLJZ,O,X,X,X,X
SIOTLZJ,O,X,X,X,X
SIOTJLZ,O,X,O,X,X
SIOTJZL,O,X,X,X,X
SIOTZLJ,O,X,X,X,X
SIOTZJL,O,X,X,X,X
SIOLTJZ,O,X,X,X,X
SIOLTZJ,O,X,X,X,X
SIOLJTZ,X,X,O,X,X
SIOLJZT,O,X,O,X,X
SIOLZTJ,O,X,X,X,X
SIOLZJT,O,X,X,X,X
SIOJTLZ,O,X,O,X,X
SIOJTZL,O,X,X,X,X
SIOJLTZ,X,X,O,O,X
SIOJLZT,O,X,O,O,X
SIOJZTL,X,X,O,X,X
SIOJZLT,O,X,O,X,X
SIOZTLJ,O,X,X,X,X
SIOZTJL,O,X,X,X,X
SIOZLTJ,O,X,X,X,X
SIOZLJT,O,X,X,X,X
SIOZJTL,X,X,X,X,X
SIOZJLT,O,X,O,X,X
SLTIJZO,O,X,O,X,O
SLTIJOZ,O,X,O,O,O
SLTIZJO,O,X,O,X,X
SLTIZOJ,O,X,X,X,X
SLTIOJZ,O,X,O,X,X
SLTIOZJ,O,X,X,X,X
SLTJIZO,O,X,O,X,O
SLTJIOZ,O,X,O,O,O
SLTJZIO,O,O,O,X,X
SLTJZOI,O,O,O,X,X
SLTJOIZ,O,X,O,O,X
SLTJOZI,O,O,O,X,X
SLTZIJO,O,O,O,X,X
SLTZIOJ,O,X,X,X,X
SLTZJIO,O,O,O,X,X
SLTZJOI,O,O,O,X,X
SLTZOIJ,O,X,X,X,X
SLTZOJI,O,X,X,X,X
SLTOIJZ,O,X,O,X,X
SLTOIZJ,O,X,X,X,X
SLTOJIZ,O,X,O,X,X
SLTOJZI,O,X,O,X,X
SLTOZIJ,O,X,X,X,X
SLTOZJI,O,X,X,X,X
SLITJZO,O,X,X,X,X
SLITJOZ,O,X,O,X,X
SLITZJO,O,X,X,X,X
SLITZOJ,O,X,X,X,X
SLITOJZ,O,X,X,X,X
SLITOZJ,O,X,X,X,X
SLIJTZO,X,X,X,X,O
SLIJTOZ,X,X,O,X,O
SLIJZTO,X,X,O,X,X
SLIJZOT,O,X,O,X,O
SLIJOTZ,X,X,O,O,O
SLIJOZT,O,X,O,O,O
SLIZTJO,X,X,X,X,X
SLIZTOJ,O,X,X,X,X
SLIZJTO,X,X,X,X,X
SLIZJOT,O,X,O,X,X
SLIZOTJ,O,X,X,X,X
SLIZOJT,O,X,X,X,X
SLIOTJZ,O,X,X,X,X
SLIOTZJ,O,X,X,X,X
SLIOJTZ,X,X,O,X,X
SLIOJZT,O,X,O,X,X
SLIOZTJ,O,X,X,X,X
SLIOZJT,O,X,X,X,X
SLJTIZO,X,X,O,X,O
SLJTIOZ,X,X,O,O,O
SLJTZIO,X,O,O,X,X
SLJTZOI,X,O,O,X,X
SLJTOIZ,X,X,O,O,X
SLJTOZI,X,O,O,X,X
SLJITZO,X,X,X,X,O
SLJITOZ,X,X,O,X,O
SLJIZTO,X,X,O,X,X
SLJIZOT,O,X,O,X,O
SLJIOTZ,X,X,O,O,O
SLJIOZT,O,X,O,O,O
SLJZTIO,X,O,O,X,X
SLJZTOI,X,O,O,X,X
SLJZITO,X,O,O,X,X
SLJZIOT,O,O,O,X,X
SLJZOTI,O,O,O,X,X
SLJZOIT,O,O,O,X,X
SLJOTIZ,X,X,O,O,X
SLJOTZI,X,O,O,X,X
SLJOITZ,X,X,O,O,X
SLJOIZT,O,X,O,O,X
SLJOZTI,O,O,O,X,X
SLJOZIT,O,O,O,X,X
SLZTIJO,X,X,X,X,X
SLZTIOJ,O,X,X,X,X
SLZTJIO,X,X,X,X,X
SLZTJOI,X,X,X,X,X
SLZTOIJ,O,X,X,X,X
SLZTOJI,O,X,X,X,X
SLZITJO,X,X,X,X,X
SLZITOJ,O,X,X,X,X
SLZIJTO,X,X,X,X,X
SLZIJOT,O,O,O,X,X
SLZIOTJ,O,X,X,X,X
SLZIOJT,O,X,X,X,X
SLZJTIO,X,O,O,X,X
SLZJTOI,X,O,O,X,X
SLZJITO,X,O,O,X,X
SLZJIOT,O,O,O,X,X
SLZJOTI,O,O,O,X,X
SLZJOIT,O,O,O,X,X
SLZOTIJ,O,X,X,X,X
SLZOTJI,O,X,X,X,X
SLZOITJ,O,X,X,X,X
SLZOIJT,O,X,X,X,X
SLZOJTI,O,X,X,X,X
SLZOJIT,O,X,X,X,X
SLOTIJZ,O,X,X,X,X
SLOTIZJ,O,X,X,X,X
SLOTJIZ,O,X,X,X,X
SLOTJZI,O,X,X,X,X
SLOTZIJ,O,X,X,X,X
SLOTZJI,O,X,X,X,X
SLOITJZ,O,X,X,X,X
SLOITZJ,O,X,X,X,X
SLOIJTZ,X,X,O,X,X
SLOIJZT,O,X,O,X,X
SLOIZTJ,O,X,X,X,X
SLOIZJT,O,X,X,X,X
SLOJTIZ,X,X,O,X,X
SLOJTZI,X,X,O,X,X
SLOJITZ,X,X,O,X,X
SLOJIZT,O,X,O,X,X
SLOJZTI,O,X,O,X,X
SLOJZIT,O,X,O,X,X
SLOZTIJ,O,X,X,X,X
SLOZTJI,O,X,X,X,X
SLOZITJ,O,X,X,X,X
SLOZIJT,O,X,X,X,X
SLOZJTI,O,X,X,X,X
SLOZJIT,O,X,X,X,X
SJTILZO,O,X,O,X,O
SJTILOZ,O,X,O,O,O
SJTIZLO,O,X,O,X,X
SJTIZOL,O,X,O,X,X
SJTIOLZ,O,X,O,O,X
SJTIOZL,O,X,O,X,X
SJTLIZO,O,X,O,X,O
SJTLIOZ,O,X,O,O,O
SJTLZIO,O,O,O,X,X
SJTLZOI,O,O,O,X,X
SJTLOIZ,O,X,O,O,X
SJTLOZI,O,O,O,X,X
SJTZILO,O,O,O,X,X
SJTZIOL,O,O,O,X,X
SJTZLIO,O,O,O,X,X
SJTZLOI,O,O,O,X,X
SJTZOIL,O,O,O,X,X
SJTZOLI,O,O,O,X,X
SJTOILZ,O,X,O,O,X
SJTOIZL,O,X,O,X,X
SJTOLIZ,O,X,O,O,X
SJTOLZI,O,O,O,X,X
SJTOZIL,O,O,O,X,X
SJTOZLI,O,O,O,X,X
SJITLZO,O,X,X,X,X
SJITLOZ,O,X,O,X,X
SJITZLO,O,X,X,X,X
SJITZOL,O,X,X,X,X
SJITOLZ,O,X,O,X,X
SJITOZL,O,X,X,X,X
SJILTZO,X,X,X,X,O
SJILTOZ,X,X,O,X,O
SJILZTO,X,X,O,X,X
SJILZOT,O,X,O,X,O
SJILOTZ,X,X,O,O,O
SJILOZT,O,X,O,O,O
SJIZTLO,X,X,O,X,X
SJIZTOL,X,X,O,X,X
SJIZLTO,X,X,O,X,X
SJIZLOT,O,X,O,X,X
SJIZOTL,X,X,O,X,X
SJIZOLT,O,X,O,X,X
SJIOTLZ,O,X,O,X,X
SJIOTZL,O,X,X,X,X
SJIOLTZ,X,X,O,O,X
SJIOLZT,O,X,O,O,X
SJIOZTL,X,X,O,X,X
SJIOZLT,O,X,O,X,X
SJLTIZO,X,X,O,X,O
SJLTIOZ,X,X,O,O,O
SJLTZIO,X,O,O,X,X
SJLTZOI,X,O,O,X,X
SJLTOIZ,X,X,O,O,X
SJLTOZI,X,O,O,X,X
SJLITZO,X,X,X,X,O
SJLITOZ,X,X,O,X,O
SJLIZTO,X,X,O,X,X
SJLIZOT,O,X,O,X,O
SJLIOTZ,X,X,O,O,O
SJLIOZT,O,X,O,O,O
SJLZTIO,X,O,O,X,X
SJLZTOI,X,O,O,X,X
SJLZITO,X,O,O,X,X
SJLZIOT,O,O,O,X,X
SJLZOTI,O,O,O,X,X
SJLZOIT,O,O,O,X,X
SJLOTIZ,X,X,O,O,X
SJLOTZI,X,O,O,X,X
SJLOITZ,X,X,O,O,X
SJLOIZT,O,X,O,O,X
SJLOZTI,O,O,O,X,X
SJLOZIT,O,O,O,X,X
SJZTILO,X,O,O,X,X
SJZTIOL,X,O,O,X,X
SJZTLIO,X,O,O,X,X
SJZTLOI,X,O,O,X,X
SJZTOIL,X,O,O,X,X
SJZTOLI,X,O,O,X,X
SJZITLO,X,O,O,X,X
SJZITOL,X,O,O,X,X
SJZILTO,X,O,O,X,X
SJZILOT,O,O,O,X,X
SJZIOTL,X,O,O,X,X
SJZIOLT,O,O,O,X,X
SJZLTIO,X,O,O,X,X
SJZLTOI,X,O,O,X,X
SJZLITO,X,O,O,X,X
SJZLIOT,O,O,O,X,X
SJZLOTI,O,O,O,X,X
SJZLOIT,O,O,O,X,X
SJZOTIL,X,O,O,X,X
SJZOTLI,X,O,O,X,X
SJZOITL,X,O,O,X,X
SJZOILT,O,O,O,X,X
SJZOLTI,O,O,O,X,X
SJZOLIT,O,O,O,X,X
SJOTILZ,O,X,O,O,X
SJOTIZL,O,X,O,X,X
SJOTLIZ,O,X,O,O,X
SJOTLZI,O,O,O,X,X
SJOTZIL,O,O,O,X,X
SJOTZLI,O,O,O,X,X
SJOITLZ,O,X,O,X,X
SJOITZL,O,X,X,X,X
SJOILTZ,X,X,O,O,X
SJOILZT,O,X,O,O,X
SJOIZTL,X,X,O,X,X
SJOIZLT,O,X,O,X,X
SJOLTIZ,X,X,O,O,X
SJOLTZI,X,O,O,X,X
SJOLITZ,X,X,O,O,X
SJOLIZT,O,X,O,O,X
SJOLZTI,O,O,O,X,X
SJOLZIT,O,O,O,X,X
SJOZTIL,X,O,O,X,X
SJOZTLI,X,O,O,X,X
SJOZITL,X,O,O,X,X
SJOZILT,O,O,O,X,X
SJOZLTI,O,O,O,X,X
SJOZLIT,O,O,O,X,X
SZTILJO,O,X,X,X,X
SZTILOJ,O,X,X,X,X
SZTIJLO,O,X,X,X,X
SZTIJOL,O,X,X,X,X
SZTIOLJ,O,X,X,X,X
SZTIOJL,O,X,X,X,X
SZTLIJO,O,X,X,X,X
SZTLIOJ,O,X,X,X,X
SZTLJIO,O,X,X,X,X
SZTLJOI,O,X,X,X,X
SZTLOIJ,O,X,X,X,X
SZTLOJI,O,X,X,X,X
SZTJILO,O,X,X,X,X
SZTJIOL,O,X,X,X,X
SZTJLIO,O,X,X,X,X
SZTJLOI,O,X,X,X,X
SZTJOIL,O,X,X,X,X
SZTJOLI,O,X,X,X,X
SZTOILJ,O,X,X,X,X
SZTOIJL,O,X,X,X,X
SZTOLIJ,O,X,X,X,X
SZTOLJI,O,X,X,X,X
SZTOJIL,O,X,X,X,X
SZTOJLI,O,X,X,X,X
SZITLJO,O,X,X,X,X
SZITLOJ,O,X,X,X,X
SZITJLO,O,X,X,X,X
SZITJOL,O,X,X,X,X
SZITOLJ,O,X,X,X,X
SZITOJL,O,X,X,X,X
SZILTJO,X,X,X,X,X
SZILTOJ,O,X,X,X,X
SZILJTO,X,X,X,X,X
SZILJOT,O,O,O,X,X
SZILOTJ,O,X,X,X,X
SZILOJT,O,X,X,X,X
SZIJTLO,X,X,X,X,X
SZIJTOL,X,X,X,X,X
SZIJLTO,X,X,X,X,X
SZIJLOT,O,O,O,X,X
SZIJOTL,X,X,X,X,X
SZIJOLT,O,O,O,X,X
SZIOTLJ,O,X,X,X,X
SZIOTJL,O,X,X,X,X
SZIOLTJ,O,X,X,X,X
SZIOLJT,O,X,X,X,X
SZIOJTL,X,X,X,X,X
SZIOJLT,O,O,O,X,X
SZLTIJO,X,X,X,X,X
SZLTIOJ,O,X,X,X,X
SZLTJIO,X,X,X,X,X
SZLTJOI,X,X,X,X,X
SZLTOIJ,O,X,X,X,X
SZLTOJI,O,X,X,X,X
SZLITJO,X,X,X,X,X
SZLITOJ,O,X,X,X,X
SZLIJTO,X,X,X,X,X
SZLIJOT,O,O,O,X,X
SZLIOTJ,O,X,X,X,X
SZLIOJT,O,X,X,X,X
SZLJTIO,X,O,O,X,X
SZLJTOI,X,O,O,X,X
SZLJITO,X,O,O,X,X
SZLJIOT,O,O,O,X,X
SZLJOTI,O,O,O,X,X
SZLJOIT,O,O,O,X,X
SZLOTIJ,O,X,X,X,X
SZLOTJI,O,X,X,X,X
SZLOITJ,O,X,X,X,X
SZLOIJT,O,X,X,X,X
SZLOJTI,O,X,X,X,X
SZLOJIT,O,X,X,X,X
SZJTILO,X,O,O,X,X
SZJTIOL,X,O,O,X,X
SZJTLIO,X,O,O,X,X
SZJTLOI,X,O,O,X,X
SZJTOIL,X,O,O,X,X
SZJTOLI,X,O,O,X,X
SZJITLO,X,O,O,X,X
SZJITOL,X,O,O,X,X
SZJILTO,X,O,O,X,X
SZJILOT,O,O,O,X,X
SZJIOTL,X,O,O,X,X
SZJIOLT,O,O,O,X,X
SZJLTIO,X,O,O,X,X
SZJLTOI,X,O,O,X,X
SZJLITO,X,O,O,X,X
SZJLIOT,O,O,O,X,X
SZJLOTI,O,O,O,X,X
SZJLOIT,O,O,O,X,X
SZJOTIL,X,O,O,X,X
SZJOTLI,X,O,O,X,X
SZJOITL,X,O,O,X,X
SZJOILT,O,O,O,X,X
SZJOLTI,O,O,O,X,X
SZJOLIT,O,O,O,X,X
SZOTILJ,O,X,X,X,X
SZOTIJL,O,X,X,X,X
SZOTLIJ,O,X,X,X,X
SZOTLJI,O,X,X,X,X
SZOTJIL,O,X,X,X,X
SZOTJLI,O,X,X,X,X
SZOITLJ,O,X,X,X,X
SZOITJL,O,X,X,X,X
SZOILTJ,O,X,X,X,X
SZOILJT,O,X,X,X,X
SZOIJTL,X,X,X,X,X
SZOIJLT,O,O,O,X,X
SZOLTIJ,O,X,X,X,X
SZOLTJI,O,X,X,X,X
SZOLITJ,O,X,X,X,X
SZOLIJT,O,X,X,X,X
SZOLJTI,O,X,X,X,X
SZOLJIT,O,X,X,X,X
SZOJTIL,X,O,O,X,X
SZOJTLI,X,O,O,X,X
SZOJITL,X,O,O,X,X
SZOJILT,O,O,O,X,X
SZOJLTI,O,O,O,X,X
SZOJLIT,O,O,O,X,X
SOTILJZ,O,X,O,X,X
SOTILZJ,O,X,X,X,X
SOTIJLZ,O,X,O,O,X
SOTIJZL,O,X,O,X,X
SOTIZLJ,O,X,X,X,X
SOTIZJL,O,X,O,X,X
SOTLIJZ,O,X,O,X,X
SOTLIZJ,O,X,X,X,X
SOTLJIZ,O,X,O,X,X
SOTLJZI,O,X,O,X,X
SOTLZIJ,O,X,X,X,X
SOTLZJI,O,X,X,X,X
SOTJILZ,O,X,O,O,X
SOTJIZL,O,X,O,X,X
SOTJLIZ,O,X,O,O,X
SOTJLZI,O,O,O,X,X
SOTJZIL,O,O,O,X,X
SOTJZLI,O,O,O,X,X
SOTZILJ,O,X,X,X,X
SOTZIJL,O,O,O,X,X
SOTZLIJ,O,X,X,X,X
SOTZLJI,O,X,X,X,X
SOTZJIL,O,O,O,X,X
SOTZJLI,O,O,O,X,X
SOITLJZ,O,X,X,X,X
SOITLZJ,O,X,X,X,X
SOITJLZ,O,X,O,X,X
SOITJZL,O,X,X,X,X
SOITZLJ,O,X,X,X,X
SOITZJL,O,X,X,X,X
SOILTJZ,O,X,X,X,X
SOILTZJ,O,X,X,X,X
SOILJTZ,X,X,O,X,X
SOILJZT,O,X,O,X,X
SOILZTJ,O,X,X,X,X
SOILZJT,O,X,X,X,X
SOIJTLZ,O,X,O,X,X
SOIJTZL,O,X,X,X,X
SOIJLTZ,X,X,O,O,X
SOIJLZT,O,X,O,O,X
SOIJZTL,X,X,O,X,X
SOIJZLT,O,X,O,X,X
SOIZTLJ,O,X,X,X,X
SOIZTJL,O,X,X,X,X
SOIZLTJ,O,X,X,X,X
SOIZLJT,O,X,X,X,X
SOIZJTL,X,X,X,X,X
SOIZJLT,O,X,O,X,X
SOLTIJZ,O,X,X,X,X
SOLTIZJ,O,X,X,X,X
SOLTJIZ,O,X,X,X,X
SOLTJZI,O,X,X,X,X
SOLTZIJ,O,X,X,X,X
SOLTZJI,O,X,X,X,X
SOLITJZ,O,X,X,X,X
SOLITZJ,O,X,X,X,X
SOLIJTZ,X,X,O,X,X
SOLIJZT,O,X,O,X,X
SOLIZTJ,O,X,X,X,X
SOLIZJT,O,X,X,X,X
SOLJTIZ,X,X,O,X,X
SOLJTZI,X,X,O,X,X
SOLJITZ,X,X,O,X,X
SOLJIZT,O,X,O,X,X
SOLJZTI,O,X,O,X,X
SOLJZIT,O,X,O,X,X
SOLZTIJ,O,X,X,X,X
SOLZTJI,O,X,X,X,X
SOLZITJ,O,X,X,X,X
SOLZIJT,O,X,X,X,X
SOLZJTI,O,X,X,X,X
SOLZJIT,O,X,X,X,X
SOJTILZ,O,X,O,O,X
SOJTIZL,O,X,O,X,X
SOJTLIZ,O,X,O,O,X
SOJTLZI,O,O,O,X,X
SOJTZIL,O,O,O,X,X
SOJTZLI,O,O,O,X,X
SOJITLZ,O,X,O,X,X
SOJITZL,O,X,X,X,X
SOJILTZ,X,X,O,O,X
SOJILZT,O,X,O,O,X
SOJIZTL,X,X,O,X,X
SOJIZLT,O,X,O,X,X
SOJLTIZ,X,X,O,O,X
SOJLTZI,X,O,O,X,X
SOJLITZ,X,X,O,O,X
SOJLIZT,O,X,O,O,X
SOJLZTI,O,O,O,X,X
SOJLZIT,O,O,O,X,X
SOJZTIL,X,O,O,X,X
SOJZTLI,X,O,O,X,X
SOJZITL,X,O,O,X,X
SOJZILT,O,O,O,X,X
SOJZLTI,O,O,O,X,X
SOJZLIT,O,O,O,X,X
SOZTILJ,O,X,X,X,X
SOZTIJL,O,X,X,X,X
SOZTLIJ,O,X,X,X,X
SOZTLJI,O,X,X,X,X
SOZTJIL,O,X,X,X,X
SOZTJLI,O,X,X,X,X
SOZITLJ,O,X,X,X,X
SOZITJL,O,X,X,X,X
SOZILTJ,O,X,X,X,X
SOZILJT,O,X,X,X,X
SOZIJTL,X,X,X,X,X
SOZIJLT,O,O,O,X,X
SOZLTIJ,O,X,X,X,X
SOZLTJI,O,X,X,X,X
SOZLITJ,O,X,X,X,X
SOZLIJT,O,X,X,X,X
SOZLJTI,O,X,X,X,X
SOZLJIT,O,X,X,X,X
SOZJTIL,X,O,O,X,X
SOZJTLI,X,O,O,X,X
SOZJITL,X,O,O,X,X
SOZJILT,O,O,O,X,X
SOZJLTI,O,O,O,X,X
SOZJLIT,O,O,O,X,X
ZTILJSO,O,O,X,X,O
ZTILJOS,X,O,X,O,O
ZTILSJO,O,O,X,X,X
ZTILSOJ,O,X,X,X,X
ZTILOJS,X,O,X,X,X
ZTILOSJ,O,X,X,X,X
ZTIJLSO,O,O,X,X,O
ZTIJLOS,X,O,X,O,O
ZTIJSLO,O,O,X,X,X
ZTIJSOL,O,O,X,X,X
ZTIJOLS,X,O,X,O,X
ZTIJOSL,X,O,X,X,X
ZTISLJO,O,O,X,X,X
ZTISLOJ,O,X,X,X,X
ZTISJLO,O,O,X,X,X
ZTISJOL,O,O,X,X,X
ZTISOLJ,O,X,X,X,X
ZTISOJL,O,O,X,X,X
ZTIOLJS,X,O,X,X,X
ZTIOLSJ,O,X,X,X,X
ZTIOJLS,X,O,X,O,X
ZTIOJSL,X,O,X,X,X
ZTIOSLJ,O,X,X,X,X
ZTIOSJL,O,O,X,X,X
ZTLIJSO,O,O,X,X,O
ZTLIJOS,X,O,X,O,O
ZTLISJO,O,O,X,X,X
ZTLISOJ,O,X,X,X,X
ZTLIOJS,X,O,X,X,X
ZTLIOSJ,O,X,X,X,X
ZTLJISO,O,O,X,X,O
ZTLJIOS,X,O,X,O,O
ZTLJSIO,O,O,O,X,X
ZTLJSOI,O,O,O,X,X
ZTLJOIS,X,O,X,O,X
ZTLJOSI,X,O,O,X,X
ZTLSIJO,O,O,O,X,X
ZTLSIOJ,O,X,X,X,X
ZTLSJIO,O,O,O,X,X
ZTLSJOI,O,O,O,X,X
ZTLSOIJ,O,X,X,X,X
ZTLSOJI,O,X,X,X,X
ZTLOIJS,X,O,X,X,X
ZTLOISJ,O,X,X,X,X
ZTLOJIS,X,O,X,X,X
ZTLOJSI,X,O,X,X,X
ZTLOSIJ,O,X,X,X,X
ZTLOSJI,O,X,X,X,X
ZTJILSO,O,O,X,X,O
ZTJILOS,X,O,X,O,O
ZTJISLO,O,O,X,X,X
ZTJISOL,O,O,X,X,X
ZTJIOLS,X,O,X,O,X
ZTJIOSL,X,O,X,X,X
ZTJLISO,O,O,X,X,O
ZTJLIOS,X,O,X,O,O
ZTJLSIO,O,O,O,X,X
ZTJLSOI,O,O,O,X,X
ZTJLOIS,X,O,X,O,X
ZTJLOSI,X,O,O,X,X
ZTJSILO,O,O,O,X,X
ZTJSIOL,O,O,O,X,X
ZTJSLIO,O,O,O,X,X
ZTJSLOI,O,O,O,X,X
ZTJSOIL,O,O,O,X,X
ZTJSOLI,O,O,O,X,X
ZTJOILS,X,O,X,O,X
ZTJOISL,X,O,X,X,X
ZTJOLIS,X,O,X,O,X
ZTJOLSI,X,O,O,X,X
ZTJOSIL,X,O,O,X,X
ZTJOSLI,X,O,O,X,X
ZTSILJO,O,O,O,X,X
ZTSILOJ,O,X,X,X,X
ZTSIJLO,O,O,O,X,X
ZTSIJOL,O,O,O,X,X
ZTSIOLJ,O,X,X,X,X
ZTSIOJL,O,O,O,X,X
ZTSLIJO,O,O,O,X,X
ZTSLIOJ,O,X,X,X,X
ZTSLJIO,O,O,O,X,X
ZTSLJOI,O,O,O,X,X
ZTSLOIJ,O,X,X,X,X
ZTSLOJI,O,X,X,X,X
ZTSJILO,O,O,O,X,X
ZTSJIOL,O,O,O,X,X
ZTSJLIO,O,O,O,X,X
ZTSJLOI,O,O,O,X,X
ZTSJOIL,O,O,O,X,X
ZTSJOLI,O,O,O,X,X
ZTSOILJ,O,X,X,X,X
ZTSOIJL,O,O,O,X,X
ZTSOLIJ,O,X,X,X,X
ZTSOLJI,O,X,X,X,X
ZTSOJIL,O,O,O,X,X
ZTSOJLI,O,O,O,X,X
ZTOILJS,X,O,X,X,X
ZTOILSJ,O,X,X,X,X
ZTOIJLS,X,O,X,O,X
ZTOIJSL,X,O,X,X,X
ZTOISLJ,O,X,X,X,X
ZTOISJL,O,O,X,X,X
ZTOLIJS,X,O,X,X,X
ZTOLISJ,O,X,X,X,X
ZTOLJIS,X,O,X,X,X
ZTOLJSI,X,O,X,X,X
ZTOLSIJ,O,X,X,X,X
ZTOLSJI,O,X,X,X,X
ZTOJILS,X,O,X,O,X
ZTOJISL,X,O,X,X,X
ZTOJLIS,X,O,X,O,X
ZTOJLSI,X,O,O,X,X
ZTOJSIL,X,O,O,X,X
ZTOJSLI,X,O,O,X,X
ZTOSILJ,O,X,X,X,X
ZTOSIJL,O,O,O,X,X
ZTOSLIJ,O,X,X,X,X
ZTOSLJI,O,X,X,X,X
ZTOSJIL,O,O,O,X,X
ZTOSJLI,O,O,O,X,X
ZITLJSO,O,X,X,X,X
ZITLJOS,X,O,X,X,X
ZITLSJO,O,X,X,X,X
ZITLSOJ,O,X,X,X,X
ZITLOJS,X,X,X,X,X
ZITLOSJ,O,X,X,X,X
ZITJLSO,O,X,X,X,X
ZITJLOS,X,O,X,X,X
ZITJSLO,O,X,X,X,X
ZITJSOL,O,X,X,X,X
ZITJOLS,X,O,X,X,X
ZITJOSL,X,X,X,X,X
ZITSLJO,O,X,X,X,X
ZITSLOJ,O,X,X,X,X
ZITSJLO,O,X,X,X,X
ZITSJOL,O,X,X,X,X
ZITSOLJ,O,X,X,X,X
ZITSOJL,O,X,X,X,X
ZITOLJS,X,X,X,X,X
ZITOLSJ,O,X,X,X,X
ZITOJLS,X,O,X,X,X
ZITOJSL,X,X,X,X,X
ZITOSLJ,O,X,X,X,X
ZITOSJL,O,X,X,X,X
ZILTJSO,X,X,X,X,X
ZILTJOS,X,O,X,X,X
ZILTSJO,X,X,X,X,X
ZILTSOJ,O,X,X,X,X
ZILTOJS,X,X,X,X,X
ZILTOSJ,X,X,X,X,X
ZILJTSO,X,X,X,X,O
ZILJTOS,X,O,X,X,O
ZILJSTO,X,O,X,X,X
ZILJSOT,O,O,X,X,O
ZILJOTS,X,O,X,O,O
ZILJOST,X,O,X,O,O
ZILSTJO,X,X,X,X,X
ZILSTOJ,O,X,X,X,X
ZILSJTO,X,X,X,X,X
ZILSJOT,O,O,X,X,X
ZILSOTJ,O,X,X,X,X
ZILSOJT,O,X,X,X,X
ZILOTJS,X,X,X,X,X
ZILOTSJ,X,X,X,X,X
ZILOJTS,X,O,X,X,X
ZILOJST,X,O,X,X,X
ZILOSTJ,O,X,X,X,X
ZILOSJT,O,X,X,X,X
ZIJTLSO,X,X,X,X,X
ZIJTLOS,X,O,X,X,X
ZIJTSLO,X,X,X,X,X
ZIJTSOL,X,X,X,X,X
ZIJTOLS,X,O,X,X,X
ZIJTOSL,X,X,X,X,X
ZIJLTSO,X,X,X,X,O
ZIJLTOS,X,O,X,X,O
ZIJLSTO,X,O,X,X,X
ZIJLSOT,O,O,X,X,O
ZIJLOTS,X,O,X,O,O
