sequence,v115@pgB8HeA8IeC8GeC8DeA8BeC8AeJ8AeE8Je0BJvhEXW?BxQBmiB6jBTYB,v115@pgB8HeA8IeC8GeC8DeA8BeC8AeJ8AeE8Je0BJvhEXW?BxQBTjBKdBWeB,v115@pgB8HeA8IeC8GeC8DeA8BeC8AeJ8AeE8Je0BJvhEXW?BpeBmiBzYBiLB
STJLOZI,O,X,O
STJZILO,O,X,O
STJZIOL,O,X,O
STJZLIO,O,X,O
STJZLOI,O,X,O
STJZOIL,O,X,O
STJZOLI,O,X,O
STJOILZ,O,X,O
STJOIZL,O,X,O
STJOLIZ,O,X,O
STJOLZI,O,X,O
STJOZIL,O,X,O
STJOZLI,O,X,O
STZILJO,X,X,O
STZILOJ,X,O,X
STZIJLO,O,X,O
STZIJOL,O,X,O
STZIOLJ,X,O,X
STZIOJL,X,O,X
STZLIJO,X,X,O
STZLIOJ,X,O,X
STZLJIO,X,X,O
STZLJOI,X,X,O
STZLOIJ,X,O,X
STZLOJI,X,O,X
STZJILO,O,X,O
STZJIOL,O,X,O
STZJLIO,O,X,O
STZJLOI,O,X,O
STZJOIL,O,X,O
STZJOLI,O,X,O
STZOILJ,X,O,X
STZOIJL,X,O,X
STZOLIJ,X,O,X
STZOLJI,X,O,X
STZOJIL,X,O,X
STZOJLI,X,O,X
STOILJZ,X,O,X
STOILZJ,X,O,X
STOIJLZ,X,O,X
STOIJZL,X,O,X
STOIZLJ,X,O,X
STOIZJL,X,O,X
STOLIJZ,X,O,X
STOLIZJ,X,O,X
STOLJIZ,X,O,X
STOLJZI,X,O,X
STOLZIJ,X,O,X
STOLZJI,X,O,X
STOJILZ,X,O,X
STOJIZL,X,O,X
STOJLIZ,X,O,X
STOJLZI,X,O,X
STOJZIL,X,O,X
STOJZLI,X,O,X
STOZILJ,X,O,X
STOZIJL,X,O,X
STOZLIJ,X,O,X
STOZLJI,X,O,X
STOZJIL,X,O,X
STOZJLI,X,O,X
SITLJZO,O,X,O
SITLJOZ,O,X,O
SITLZJO,X,X,O
SITLZOJ,X,O,X
SITLOJZ,X,O,X
SITLOZJ,X,O,X
SITJLZO,O,X,O
SITJLOZ,O,X,O
SITJZLO,O,X,O
SITJZOL,O,X,O
SITJOLZ,O,X,O
SITJOZL,O,X,O
SITZLJO,X,X,O
SITZLOJ,X,O,X
SITZJLO,O,X,O
SITZJOL,O,X,O
SITZOLJ,X,O,X
SITZOJL,X,O,X
SITOLJZ,X,O,X
SITOLZJ,X,O,X
SITOJLZ,X,O,X
SITOJZL,X,O,X
SITOZLJ,X,O,X
SITOZJL,X,O,X
SILTJZO,O,X,O
SILTJOZ,O,X,O
SILTZJO,X,X,O
SILTZOJ,X,O,X
SILTOJZ,X,O,X
SILTOZJ,X,O,X
SILJTZO,O,X,O
SILJTOZ,O,X,O
SILJZTO,O,X,O
SILJZOT,O,O,O
SILJOTZ,O,O,O
SILJOZT,O,O,O
SILZTJO,X,X,O
SILZTOJ,X,O,X
SILZJTO,O,X,O
SILZJOT,O,O,O
SILZOTJ,X,O,X
SILZOJT,X,O,O
SILOTJZ,X,O,X
SILOTZJ,X,O,X
SILOJTZ,O,O,O
SILOJZT,O,O,O
SILOZTJ,X,O,X
SILOZJT,X,O,O
SIJTLZO,O,X,O
SIJTLOZ,O,X,O
SIJTZLO,O,X,O
SIJTZOL,O,X,O
SIJTOLZ,O,X,O
SIJTOZL,O,X,O
SIJLTZO,O,X,O
SIJLTOZ,O,X,O
SIJLZTO,O,X,O
SIJLZOT,O,O,O
SIJLOTZ,O,O,O
SIJLOZT,O,O,O
SIJZTLO,O,X,O
SIJZTOL,O,X,O
SIJZLTO,O,X,O
SIJZLOT,O,O,O
SIJZOTL,O,O,O
SIJZOLT,O,O,O
SIJOTLZ,O,O,O
SIJOTZL,O,O,O
SIJOLTZ,O,O,O
SIJOLZT,O,O,O
SIJOZTL,O,O,O
SIJOZLT,O,O,O
SIZTLJO,X,X,O
SIZTLOJ,X,O,X
SIZTJLO,O,X,O
SIZTJOL,O,X,O
SIZTOLJ,X,O,X
SIZTOJL,X,O,X
SIZLTJO,X,X,O
SIZLTOJ,X,O,X
SIZLJTO,O,X,O
SIZLJOT,O,O,O
SIZLOTJ,X,O,X
SIZLOJT,X,O,O
SIZJTLO,O,X,O
SIZJTOL,O,X,O
SIZJLTO,O,X,O
SIZJLOT,O,O,O
SIZJOTL,O,O,O
SIZJOLT,O,O,O
SIZOTLJ,X,O,X
SIZOTJL,X,O,X
SIZOLTJ,X,O,X
SIZOLJT,X,O,O
SIZOJTL,O,O,O
SIZOJLT,O,O,O
SIOTLJZ,X,O,X
SIOTLZJ,X,O,X
SIOTJLZ,X,O,X
SIOTJZL,X,O,X
SIOTZLJ,X,O,X
SIOTZJL,X,O,X
SIOLTJZ,X,O,X
SIOLTZJ,X,O,X
SIOLJTZ,O,O,O
SIOLJZT,O,O,O
SIOLZTJ,X,O,X
SIOLZJT,X,O,O
SIOJTLZ,O,O,O
SIOJTZL,O,O,O
SIOJLTZ,O,O,O
SIOJLZT,O,O,O
SIOJZTL,O,O,O
SIOJZLT,O,O,O
SIOZTLJ,X,O,X
SIOZTJL,X,O,X
SIOZLTJ,X,O,X
SIOZLJT,X,O,O
SIOZJTL,O,O,O
SIOZJLT,O,O,O
SLTIJZO,O,X,O
SLTIJOZ,O,X,O
SLTIZJO,X,X,O
SLTIZOJ,X,O,X
SLTIOJZ,X,O,X
SLTIOZJ,X,O,X
SLTJIZO,O,X,O
SLTJIOZ,O,X,O
SLTJZIO,O,X,O
SLTJZOI,O,X,O
SLTJOIZ,O,X,O
SLTJOZI,O,X,O
SLTZIJO,X,X,O
SLTZIOJ,X,O,X
SLTZJIO,X,X,O
SLTZJOI,X,X,O
SLTZOIJ,X,O,X
SLTZOJI,X,O,X
SLTOIJZ,X,O,X
SLTOIZJ,X,O,X
SLTOJIZ,X,O,X
SLTOJZI,X,O,X
SLTOZIJ,X,O,X
SLTOZJI,X,O,X
SLITJZO,O,X,O
SLITJOZ,O,X,O
SLITZJO,X,X,O
SLITZOJ,X,O,X
SLITOJZ,X,O,X
SLITOZJ,X,O,X
SLIJTZO,O,X,O
SLIJTOZ,O,X,O
SLIJZTO,O,X,O
SLIJZOT,O,O,O
SLIJOTZ,O,O,O
SLIJOZT,O,O,O
SLIZTJO,X,X,O
SLIZTOJ,X,O,X
SLIZJTO,O,X,O
SLIZJOT,O,O,O
SLIZOTJ,X,O,X
SLIZOJT,X,O,O
SLIOTJZ,X,O,X
SLIOTZJ,X,O,X
SLIOJTZ,O,O,O
SLIOJZT,O,O,O
SLIOZTJ,X,O,X
SLIOZJT,X,O,O
SLJTIZO,O,X,O
SLJTIOZ,O,X,O
SLJTZIO,O,X,O
SLJTZOI,O,X,O
SLJTOIZ,O,X,O
SLJTOZI,O,X,O
SLJITZO,O,X,O
SLJITOZ,O,X,O
SLJIZTO,O,X,O
SLJIZOT,O,O,O
SLJIOTZ,O,O,O
SLJIOZT,O,O,O
SLJZTIO,O,X,O
SLJZTOI,O,X,O
SLJZITO,O,X,O
SLJZIOT,O,O,O
SLJZOTI,O,O,O
SLJZOIT,O,O,O
SLJOTIZ,O,O,O
SLJOTZI,O,O,O
SLJOITZ,O,O,O
SLJOIZT,O,O,O
SLJOZTI,O,O,O
SLJOZIT,O,O,O
SLZTIJO,X,X,O
SLZTIOJ,X,O,X
SLZTJIO,X,X,O
SLZTJOI,X,X,O
SLZTOIJ,X,O,X
SLZTOJI,X,O,X
SLZITJO,X,X,O
SLZITOJ,X,O,X
SLZIJTO,O,X,O
SLZIJOT,O,O,O
SLZIOTJ,X,O,X
SLZIOJT,X,O,O
SLZJTIO,O,X,O
SLZJTOI,O,X,O
SLZJITO,O,X,O
SLZJIOT,O,O,O
SLZJOTI,O,O,O
SLZJOIT,O,O,O
SLZOTIJ,X,O,X
SLZOTJI,X,O,X
SLZOITJ,X,O,X
SLZOIJT,X,O,O
SLZOJTI,X,O,O
SLZOJIT,X,O,O
SLOTIJZ,X,O,X
SLOTIZJ,X,O,X
SLOTJIZ,X,O,X
SLOTJZI,X,O,X
SLOTZIJ,X,O,X
SLOTZJI,X,O,X
SLOITJZ,X,O,X
SLOITZJ,X,O,X
SLOIJTZ,O,O,O
SLOIJZT,O,O,O
SLOIZTJ,X,O,X
SLOIZJT,X,O,O
SLOJTIZ,O,O,O
SLOJTZI,O,O,O
SLOJITZ,O,O,O
SLOJIZT,O,O,O
SLOJZTI,O,O,O
SLOJZIT,O,O,O
SLOZTIJ,X,O,X
SLOZTJI,X,O,X
SLOZITJ,X,O,X
SLOZIJT,X,O,O
SLOZJTI,X,O,O
SLOZJIT,X,O,O
SJTILZO,O,X,O
SJTILOZ,O,X,O
SJTIZLO,O,X,O
SJTIZOL,O,X,O
SJTIOLZ,O,X,O
SJTIOZL,O,X,O
SJTLIZO,O,X,O
SJTLIOZ,O,X,O
SJTLZIO,O,X,O
SJTLZOI,O,X,O
SJTLOIZ,O,X,O
SJTLOZI,O,X,O
SJTZILO,O,X,O
SJTZIOL,O,X,O
SJTZLIO,O,X,O
SJTZLOI,O,X,O
SJTZOIL,O,X,O
SJTZOLI,O,X,O
SJTOILZ,O,X,O
SJTOIZL,O,X,O
SJTOLIZ,O,X,O
SJTOLZI,O,X,O
SJTOZIL,O,X,O
SJTOZLI,O,X,O
SJITLZO,O,X,O
SJITLOZ,O,X,O
SJITZLO,O,X,O
SJITZOL,O,X,O
SJITOLZ,O,X,O
SJITOZL,O,X,O
SJILTZO,O,X,O
SJILTOZ,O,X,O
SJILZTO,O,X,O
SJILZOT,O,O,O
SJILOTZ,O,O,O
SJILOZT,O,O,O
SJIZTLO,O,X,O
SJIZTOL,O,X,O
SJIZLTO,O,X,O
SJIZLOT,O,O,O
SJIZOTL,O,O,O
SJIZOLT,O,O,O
SJIOTLZ,O,O,O
SJIOTZL,O,O,O
SJIOLTZ,O,O,O
SJIOLZT,O,O,O
SJIOZTL,O,O,O
SJIOZLT,O,O,O
SJLTIZO,O,X,O
SJLTIOZ,O,X,O
SJLTZIO,O,X,O
SJLTZOI,O,X,O
SJLTOIZ,O,X,O
SJLTOZI,O,X,O
SJLITZO,O,X,O
SJLITOZ,O,X,O
SJLIZTO,O,X,O
SJLIZOT,O,O,O
SJLIOTZ,O,O,O
SJLIOZT,O,O,O
SJLZTIO,O,X,O
SJLZTOI,O,X,O
SJLZITO,O,X,O
SJLZIOT,O,O,O
SJLZOTI,O,O,O
SJLZOIT,O,O,O
SJLOTIZ,O,O,O
SJLOTZI,O,O,O
SJLOITZ,O,O,O
SJLOIZT,O,O,O
SJLOZTI,O,O,O
SJLOZIT,O,O,O
SJZTILO,O,X,O
SJZTIOL,O,X,O
SJZTLIO,O,X,O
SJZTLOI,O,X,O
SJZTOIL,O,X,O
SJZTOLI,O,X,O
SJZITLO,O,X,O
SJZITOL,O,X,O
SJZILTO,O,X,O
SJZILOT,O,O,O
SJZIOTL,O,O,O
SJZIOLT,O,O,O
SJZLTIO,O,X,O
SJZLTOI,O,X,O
SJZLITO,O,X,O
SJZLIOT,O,O,O
SJZLOTI,O,O,O
SJZLOIT,O,O,O
SJZOTIL,O,O,O
SJZOTLI,O,O,O
SJZOITL,O,O,O
SJZOILT,O,O,O
SJZOLTI,O,O,O
SJZOLIT,O,O,O
SJOTILZ,O,O,O
SJOTIZL,O,O,O
SJOTLIZ,O,O,O
SJOTLZI,O,O,O
SJOTZIL,O,O,O
SJOTZLI,O,O,O
SJOITLZ,O,O,O
SJOITZL,O,O,O
SJOILTZ,O,O,O
SJOILZT,O,O,O
SJOIZTL,O,O,O
SJOIZLT,O,O,O
SJOLTIZ,O,O,O
SJOLTZI,O,O,O
SJOLITZ,O,O,O
SJOLIZT,O,O,O
SJOLZTI,O,O,O
SJOLZIT,O,O,O
SJOZTIL,O,O,O
SJOZTLI,O,O,O
SJOZITL,O,O,O
SJOZILT,O,O,O
SJOZLTI,O,O,O
SJOZLIT,O,O,O
SZTILJO,X,X,O
SZTILOJ,X,O,X
SZTIJLO,O,X,O
SZTIJOL,O,X,O
SZTIOLJ,X,O,X
SZTIOJL,X,O,X
SZTLIJO,X,X,O
SZTLIOJ,X,O,X
SZTLJIO,X,X,O
SZTLJOI,X,X,O
SZTLOIJ,X,O,X
SZTLOJI,X,O,X
SZTJILO,O,X,O
SZTJIOL,O,X,O
SZTJLIO,O,X,O
SZTJLOI,O,X,O
SZTJOIL,O,X,O
SZTJOLI,O,X,O
SZTOILJ,X,O,X
SZTOIJL,X,O,X
SZTOLIJ,X,O,X
SZTOLJI,X,O,X
SZTOJIL,X,O,X
SZTOJLI,X,O,X
SZITLJO,X,X,O
SZITLOJ,X,O,X
SZITJLO,O,X,O
SZITJOL,O,X,O
SZITOLJ,X,O,X
SZITOJL,X,O,X
SZILTJO,X,X,O
SZILTOJ,X,O,X
SZILJTO,O,X,O
SZILJOT,O,O,O
SZILOTJ,X,O,X
SZILOJT,X,O,O
SZIJTLO,O,X,O
SZIJTOL,O,X,O
SZIJLTO,O,X,O
SZIJLOT,O,O,O
SZIJOTL,O,O,O
SZIJOLT,O,O,O
SZIOTLJ,X,O,X
SZIOTJL,X,O,X
SZIOLTJ,X,O,X
SZIOLJT,X,O,O
SZIOJTL,O,O,O
SZIOJLT,O,O,O
SZLTIJO,X,X,O
SZLTIOJ,X,O,X
SZLTJIO,X,X,O
SZLTJOI,X,X,O
SZLTOIJ,X,O,X
SZLTOJI,X,O,X
SZLITJO,X,X,O
SZLITOJ,X,O,X
SZLIJTO,O,X,O
SZLIJOT,O,O,O
SZLIOTJ,X,O,X
SZLIOJT,X,O,O
SZLJTIO,O,X,O
SZLJTOI,O,X,O
SZLJITO,O,X,O
SZLJIOT,O,O,O
SZLJOTI,O,O,O
SZLJOIT,O,O,O
SZLOTIJ,X,O,X
SZLOTJI,X,O,X
SZLOITJ,X,O,X
SZLOIJT,X,O,O
SZLOJTI,X,O,O
SZLOJIT,X,O,O
SZJTILO,O,X,O
SZJTIOL,O,X,O
SZJTLIO,O,X,O
SZJTLOI,O,X,O
SZJTOIL,O,X,O
SZJTOLI,O,X,O
SZJITLO,O,X,O
SZJITOL,O,X,O
SZJILTO,O,X,O
SZJILOT,O,O,O
SZJIOTL,O,O,O
SZJIOLT,O,O,O
SZJLTIO,O,X,O
SZJLTOI,O,X,O
SZJLITO,O,X,O
SZJLIOT,O,O,O
SZJLOTI,O,O,O
SZJLOIT,O,O,O
SZJOTIL,O,O,O
SZJOTLI,O,O,O
SZJOITL,O,O,O
SZJOILT,O,O,O
SZJOLTI,O,O,O
SZJOLIT,O,O,O
SZOTILJ,X,O,X
SZOTIJL,X,O,X
SZOTLIJ,X,O,X
SZOTLJI,X,O,X
SZOTJIL,X,O,X
SZOTJLI,X,O,X
SZOITLJ,X,O,X
SZOITJL,X,O,X
SZOILTJ,X,O,X
SZOILJT,X,O,O
SZOIJTL,O,O,O
SZOIJLT,O,O,O
SZOLTIJ,X,O,X
SZOLTJI,X,O,X
SZOLITJ,X,O,X
SZOLIJT,X,O,O
SZOLJTI,X,O,O
SZOLJIT,X,O,O
SZOJTIL,O,O,O
SZOJTLI,O,O,O
SZOJITL,O,O,O
SZOJILT,O,O,O
SZOJLTI,O,O,O
SZOJLIT,O,O,O
SOTILJZ,X,O,X
SOTILZJ,X,O,X
SOTIJLZ,X,O,X
SOTIJZL,X,O,X
SOTIZLJ,X,O,X
SOTIZJL,X,O,X
SOTLIJZ,X,O,X
SOTLIZJ,X,O,X
SOTLJIZ,X,O,X
SOTLJZI,X,O,X
SOTLZIJ,X,O,X
SOTLZJI,X,O,X
SOTJILZ,X,O,X
SOTJIZL,X,O,X
SOTJLIZ,X,O,X
SOTJLZI,X,O,X
SOTJZIL,X,O,X
SOTJZLI,X,O,X
SOTZILJ,X,O,X
SOTZIJL,X,O,X
SOTZLIJ,X,O,X
SOTZLJI,X,O,X
SOTZJIL,X,O,X
SOTZJLI,X,O,X
SOITLJZ,X,O,X
SOITLZJ,X,O,X
SOITJLZ,X,O,X
SOITJZL,X,O,X
SOITZLJ,X,O,X
SOITZJL,X,O,X
SOILTJZ,X,O,X
SOILTZJ,X,O,X
SOILJTZ,O,O,O
SOILJZT,O,O,O
SOILZTJ,X,O,X
SOILZJT,X,O,O
SOIJTLZ,O,O,O
SOIJTZL,O,O,O
SOIJLTZ,O,O,O
SOIJLZT,O,O,O
SOIJZTL,O,O,O
SOIJZLT,O,O,O
SOIZTLJ,X,O,X
SOIZTJL,X,O,X
SOIZLTJ,X,O,X
SOIZLJT,X,O,O
SOIZJTL,O,O,O
SOIZJLT,O,O,O
SOLTIJZ,X,O,X
SOLTIZJ,X,O,X
SOLTJIZ,X,O,X
SOLTJZI,X,O,X
SOLTZIJ,X,O,X
SOLTZJI,X,O,X
SOLITJZ,X,O,X
SOLITZJ,X,O,X
SOLIJTZ,O,O,O
SOLIJZT,O,O,O
SOLIZTJ,X,O,X
SOLIZJT,X,O,O
SOLJTIZ,O,O,O
SOLJTZI,O,O,O
SOLJITZ,O,O,O
SOLJIZT,O,O,O
SOLJZTI,O,O,O
SOLJZIT,O,O,O
SOLZTIJ,X,O,X
SOLZTJI,X,O,X
SOLZITJ,X,O,X
SOLZIJT,X,O,O
SOLZJTI,X,O,O
SOLZJIT,X,O,O
SOJTILZ,O,O,O
SOJTIZL,O,O,O
SOJTLIZ,O,O,O
SOJTLZI,O,O,O
SOJTZIL,O,O,O
SOJTZLI,O,O,O
SOJITLZ,O,O,O
SOJITZL,O,O,O
SOJILTZ,O,O,O
SOJILZT,O,O,O
SOJIZTL,O,O,O
SOJIZLT,O,O,O
SOJLTIZ,O,O,O
SOJLTZI,O,O,O
SOJLITZ,O,O,O
SOJLIZT,O,O,O
SOJLZTI,O,O,O
SOJLZIT,O,O,O
SOJZTIL,O,O,O
SOJZTLI,O,O,O
SOJZITL,O,O,O
SOJZILT,O,O,O
SOJZLTI,O,O,O
SOJZLIT,O,O,O
SOZTILJ,X,O,X
SOZTIJL,X,O,X
SOZTLIJ,X,O,X
SOZTLJI,X,O,X
SOZTJIL,X,O,X
SOZTJLI,X,O,X
SOZITLJ,X,O,X
SOZITJL,X,O,X
SOZILTJ,X,O,X
SOZILJT,X,O,O
SOZIJTL,O,O,O
SOZIJLT,O,O,O
SOZLTIJ,X,O,X
SOZLTJI,X,O,X
SOZLITJ,X,O,X
SOZLIJT,X,O,O
SOZLJTI,X,O,O
SOZLJIT,X,O,O
SOZJTIL,O,O,O
SOZJTLI,O,O,O
SOZJITL,O,O,O
SOZJILT,O,O,O
SOZJLTI,O,O,O
SOZJLIT,O,O,O
ZTILJSO,X,X,O
ZTILJOS,X,X,O
ZTILSJO,X,X,O
ZTILSOJ,X,O,X
ZTILOJS,X,O,X
ZTILOSJ,X,O,X
ZTIJLSO,O,X,O
ZTIJLOS,O,X,O
ZTIJSLO,O,X,O
ZTIJSOL,O,X,O
ZTIJOLS,O,X,O
ZTIJOSL,O,X,O
ZTISLJO,X,X,O
ZTISLOJ,X,O,X
ZTISJLO,O,X,O
ZTISJOL,O,X,O
ZTISOLJ,X,O,X
ZTISOJL,X,O,X
ZTIOLJS,X,O,X
ZTIOLSJ,X,O,X
ZTIOJLS,X,O,X
ZTIOJSL,X,O,X
ZTIOSLJ,X,O,X
ZTIOSJL,X,O,X
ZTLIJSO,X,X,O
ZTLIJOS,X,X,O
ZTLISJO,X,X,O
ZTLISOJ,X,O,X
ZTLIOJS,X,O,X
ZTLIOSJ,X,O,X
ZTLJISO,X,X,O
ZTLJIOS,X,X,O
ZTLJSIO,X,X,O
ZTLJSOI,X,X,O
ZTLJOIS,X,X,O
ZTLJOSI,X,X,O
ZTLSIJO,X,X,O
ZTLSIOJ,X,O,X
ZTLSJIO,X,X,O
ZTLSJOI,X,X,O
ZTLSOIJ,X,O,X
ZTLSOJI,X,O,X
ZTLOIJS,X,O,X
ZTLOISJ,X,O,X
ZTLOJIS,X,O,X
ZTLOJSI,X,O,X
ZTLOSIJ,X,O,X
ZTLOSJI,X,O,X
ZTJILSO,O,X,O
ZTJILOS,O,X,O
ZTJISLO,O,X,O
ZTJISOL,O,X,O
ZTJIOLS,O,X,O
ZTJIOSL,O,X,O
ZTJLISO,O,X,O
ZTJLIOS,O,X,O
ZTJLSIO,O,X,O
ZTJLSOI,O,X,O
ZTJLOIS,O,X,O
ZTJLOSI,O,X,O
ZTJSILO,O,X,O
ZTJSIOL,O,X,O
ZTJSLIO,O,X,O
ZTJSLOI,O,X,O
ZTJSOIL,O,X,O
ZTJSOLI,O,X,O
ZTJOILS,O,X,O
ZTJOISL,O,X,O
ZTJOLIS,O,X,O
ZTJOLSI,O,X,O
ZTJOSIL,O,X,O
ZTJOSLI,O,X,O
ZTSILJO,X,X,O
ZTSILOJ,X,O,X
ZTSIJLO,O,X,O
ZTSIJOL,O,X,O
ZTSIOLJ,X,O,X
ZTSIOJL,X,O,X
ZTSLIJO,X,X,O
ZTSLIOJ,X,O,X
ZTSLJIO,X,X,O
ZTSLJOI,X,X,O
ZTSLOIJ,X,O,X
ZTSLOJI,X,O,X
ZTSJILO,O,X,O
ZTSJIOL,O,X,O
ZTSJLIO,O,X,O
ZTSJLOI,O,X,O
ZTSJOIL,O,X,O
ZTSJOLI,O,X,O
ZTSOILJ,X,O,X
ZTSOIJL,X,O,X
ZTSOLIJ,X,O,X
ZTSOLJI,X,O,X
ZTSOJIL,X,O,X
ZTSOJLI,X,O,X
ZTOILJS,X,O,X
ZTOILSJ,X,O,X
ZTOIJLS,X,O,X
ZTOIJSL,X,O,X
ZTOISLJ,X,O,X
ZTOISJL,X,O,X
ZTOLIJS,X,O,X
ZTOLISJ,X,O,X
ZTOLJIS,X,O,X
ZTOLJSI,X,O,X
ZTOLSIJ,X,O,X
ZTOLSJI,X,O,X
ZTOJILS,X,O,X
ZTOJISL,X,O,X
ZTOJLIS,X,O,X
ZTOJLSI,X,O,X
ZTOJSIL,X,O,X
ZTOJSLI,X,O,X
ZTOSILJ,X,O,X
ZTOSIJL,X,O,X
ZTOSLIJ,X,O,X
ZTOSLJI,X,O,X
ZTOSJIL,X,O,X
ZTOSJLI,X,O,X
ZITLJSO,X,X,O
ZITLJOS,X,X,O
ZITLSJO,X,X,O
ZITLSOJ,X,O,X
ZITLOJS,X,O,X
ZITLOSJ,X,O,X
ZITJLSO,O,X,O
ZITJLOS,O,X,O
ZITJSLO,O,X,O
ZITJSOL,O,X,O
ZITJOLS,O,X,O
ZITJOSL,O,X,O
ZITSLJO,X,X,O
ZITSLOJ,X,O,X
ZITSJLO,O,X,O
ZITSJOL,O,X,O
ZITSOLJ,X,O,X
ZITSOJL,X,O,X
ZITOLJS,X,O,X
ZITOLSJ,X,O,X
ZITOJLS,X,O,X
ZITOJSL,X,O,X
ZITOSLJ,X,O,X
ZITOSJL,X,O,X
ZILTJSO,X,X,O
ZILTJOS,X,X,O
ZILTSJO,X,X,O
ZILTSOJ,X,O,X
ZILTOJS,X,O,X
ZILTOSJ,X,O,X
ZILJTSO,O,X,O
ZILJTOS,O,X,O
ZILJSTO,O,X,O
ZILJSOT,O,O,O
ZILJOTS,O,O,O
ZILJOST,O,O,O
ZILSTJO,X,X,O
ZILSTOJ,X,O,X
ZILSJTO,O,X,O
ZILSJOT,O,O,O
ZILSOTJ,X,O,X
ZILSOJT,X,O,O
ZILOTJS,X,O,X
ZILOTSJ,X,O,X
ZILOJTS,X,O,O
ZILOJST,X,O,O
ZILOSTJ,X,O,X
ZILOSJT,X,O,O
ZIJTLSO,O,X,O
ZIJTLOS,O,X,O
ZIJTSLO,O,X,O
ZIJTSOL,O,X,O
ZIJTOLS,O,X,O
ZIJTOSL,O,X,O
ZIJLTSO,O,X,O
ZIJLTOS,O,X,O
ZIJLSTO,O,X,O
ZIJLSOT,O,O,O
ZIJLOTS,O,O,O
ZIJLOST,O,O,O
ZIJSTLO,O,X,O
ZIJSTOL,O,X,O
ZIJSLTO,O,X,O
ZIJSLOT,O,O,O
ZIJSOTL,O,O,O
ZIJSOLT,O,O,O
ZIJOTLS,O,O,O
ZIJOTSL,O,O,O
ZIJOLTS,O,O,O
ZIJOLST,O,O,O
ZIJOSTL,O,O,O
ZIJOSLT,O,O,O
ZISTLJO,X,X,O
ZISTLOJ,X,O,X
ZISTJLO,O,X,O
ZISTJOL,O,X,O
ZISTOLJ,X,O,X
ZISTOJL,X,O,X
ZISLTJO,X,X,O
ZISLTOJ,X,O,X
ZISLJTO,O,X,O
ZISLJOT,O,O,O
ZISLOTJ,X,O,X
ZISLOJT,X,O,O
ZISJTLO,O,X,O
ZISJTOL,O,X,O
ZISJLTO,O,X,O
ZISJLOT,O,O,O
ZISJOTL,O,O,O
ZISJOLT,O,O,O
ZISOTLJ,X,O,X
ZISOTJL,X,O,X
ZISOLTJ,X,O,X
ZISOLJT,X,O,O
ZISOJTL,O,O,O
ZISOJLT,O,O,O
ZIOTLJS,X,O,X
ZIOTLSJ,X,O,X
ZIOTJLS,X,O,X
ZIOTJSL,X,O,X
ZIOTSLJ,X,O,X
ZIOTSJL,X,O,X
ZIOLTJS,X,O,X
ZIOLTSJ,X,O,X
ZIOLJTS,X,O,O
ZIOLJST,X,O,O
ZIOLSTJ,X,O,X
ZIOLSJT,X,O,O
ZIOJTLS,O,O,O
ZIOJTSL,O,O,O
ZIOJLTS,O,O,O
ZIOJLST,O,O,O
ZIOJSTL,O,O,O
ZIOJSLT,O,O,O
ZIOSTLJ,X,O,X
ZIOSTJL,X,O,X
ZIOSLTJ,X,O,X
ZIOSLJT,X,O,O
ZIOSJTL,O,O,O
ZIOSJLT,O,O,O
ZLTIJSO,X,X,O
ZLTIJOS,X,X,O
ZLTISJO,X,X,O
ZLTISOJ,X,O,X
ZLTIOJS,X,O,X
ZLTIOSJ,X,O,X
ZLTJISO,X,X,O
ZLTJIOS,X,X,O
ZLTJSIO,X,X,O
ZLTJSOI,X,X,O
ZLTJOIS,X,X,O
ZLTJOSI,X,X,O
ZLTSIJO,X,X,O
ZLTSIOJ,X,O,X
ZLTSJIO,X,X,O
ZLTSJOI,X,X,O
ZLTSOIJ,X,O,X
ZLTSOJI,X,O,X
ZLTOIJS,X,O,X
ZLTOISJ,X,O,X
ZLTOJIS,X,O,X
ZLTOJSI,X,O,X
ZLTOSIJ,X,O,X
ZLTOSJI,X,O,X
ZLITJSO,X,X,O
ZLITJOS,X,X,O
ZLITSJO,X,X,O
ZLITSOJ,X,O,X
ZLITOJS,X,O,X
ZLITOSJ,X,O,X
ZLIJTSO,O,X,O
ZLIJTOS,O,X,O
ZLIJSTO,O,X,O
ZLIJSOT,O,O,O
ZLIJOTS,O,O,O
ZLIJOST,O,O,O
ZLISTJO,X,X,O
ZLISTOJ,X,O,X
ZLISJTO,O,X,O
ZLISJOT,O,O,O
ZLISOTJ,X,O,X
ZLISOJT,X,O,O
ZLIOTJS,X,O,X
ZLIOTSJ,X,O,X
ZLIOJTS,X,O,O
ZLIOJST,X,O,O
ZLIOSTJ,X,O,X
ZLIOSJT,X,O,O
ZLJTISO,O,X,O
ZLJTIOS,O,X,O
ZLJTSIO,O,X,O
ZLJTSOI,O,X,O
ZLJTOIS,O,X,O
ZLJTOSI,O,X,O
ZLJITSO,O,X,O
ZLJITOS,O,X,O
ZLJISTO,O,X,O
ZLJISOT,O,O,O
ZLJIOTS,O,O,O
ZLJIOST,O,O,O
ZLJSTIO,O,X,O
ZLJSTOI,O,X,O
ZLJSITO,O,X,O
ZLJSIOT,O,O,O
ZLJSOTI,O,O,O
ZLJSOIT,O,O,O
ZLJOTIS,O,O,O
ZLJOTSI,O,O,O
ZLJOITS,O,O,O
ZLJOIST,O,O,O
ZLJOSTI,O,O,O
