sequence,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBRcBCeB3hBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhEibBWiBxdBUhBFrB,v115@FhF8BeG8CeH8AeE8Je2/IvhERbBzcBCeBUhBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbB8hBCeBmgBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhEFcBxdBOrB/qBCsB,v115@FhF8BeG8CeH8AeE8JeT6IvhERcBCeBOrB/qBlrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbBCeBOrB8rBlqB,v115@FhF8BeG8CeH8AeE8JeT6IvhEFcBCeBOrB/qB8rB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbB8hBCeBVrBmqB,v115@FhF8BeG8CeH8AeE8JeT6IvhExbBCeBXmB8mBmqB,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBxdBXmBCnBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhE2gBCeBXmB8mBFrB,v115@FhF8BeG8CeH8AeE8JeT6IvhE8hBCeBZmB/qBGrB,v115@FhF8BeG8CeH8AeE8JeT6IvhExdBmgBCiBllBcrB
JOZSTLI,X,X,X,X,X,O,O,O,X,X,X,X,X,X
JOZSITL,X,X,X,X,O,X,X,O,X,X,X,X,X,X
JOZSILT,O,O,O,O,O,O,O,O,X,X,X,X,X,X
JOZSLTI,O,X,O,O,O,O,O,O,X,X,X,X,X,X
JOZSLIT,O,O,O,O,O,O,O,O,X,X,X,X,X,X
STILJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STILZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STILOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STIJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STLIZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STLIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STLJZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X
STLJOIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STLJOZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
STLZIJO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STLZIOJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
STLZOIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STLOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STLOJZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
STLOZIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
STLOZJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
STJILZO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJIZLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJLZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X
STJLOIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJLOZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
STJZILO,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X
STJZOIL,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,O,X,X,X,X,X,X,X,O,X,X
STJOILZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJOIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STJOLZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
STJOZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,O,X,X,X,X,X,X,X,O,X,X
STZILJO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZILOJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZIJLO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZIJOL,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZIOLJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZLIOJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
STZLOIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
STZJILO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZJIOL,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZJLIO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
STZJOIL,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZJOLI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
STZOILJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZOLJI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
STZOJIL,O,O,O,O,X,X,X,X,O,O,X,X,X,X
STZOJLI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
STOILJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
STOLIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STOLJZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
STOLZIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
STOLZJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
STOJILZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STOJIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
STOJLZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
STOJZIL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,X,O,X,X,X,X,X,X,X,O,X,X
STOZILJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
STOZLJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
STOZJIL,O,O,X,O,X,X,X,X,O,O,X,X,X,X
STOZJLI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
SITLJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SILJZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
SILZTJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILZTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILZJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
SILZOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILZOJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
SILOZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILOZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
SIJTLZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJTZLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJLZTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SIJLOTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJLOZT,O,O,X,X,O,X,X,X,X,X,O,O,X,O
SIJZTLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SIJZOTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SIJOTLZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJOLZT,O,O,X,X,O,X,X,X,X,X,O,O,X,O
SIJOZTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SIZTLJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTLOJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIZTJLO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTJOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTOLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIZTOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIZLJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIZLOJT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
SIZJTLO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZJTOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZJLTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
SIZJOTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIZOLJT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
SIZOJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
SIOLZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOLZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
SIOJTLZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIOJLZT,O,O,X,X,O,X,X,X,X,X,O,O,X,O
SIOJZTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOZLJT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
SIOZJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X,O,O,O,O,X
SLTIJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLTIZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLTIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTJZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SLTJOIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTJOZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
SLTZIJO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
SLTZIOJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X,X,O,O,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
SLTZOIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X
SLTZOJI,O,O,O,O,X,X,X,X,O,O,X,O,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLTOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLTOJZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
SLTOZIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
SLTOZJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
SLITJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
SLIZTJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIZTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLIZJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIZJOT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLIZOJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
SLIOTJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
SLIOZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLIOZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
SLJTIZO,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLJTZIO,O,X,O,X,X,O,O,O,X,X,X,X,X,X
SLJTZOI,O,X,O,X,X,O,O,O,X,X,X,O,X,X
SLJTOIZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLJTOZI,O,X,X,X,X,O,O,O,X,X,O,O,X,X
SLJITZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLJITOZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X
SLJIZTO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJIZOT,O,X,O,X,X,O,X,O,X,X,O,O,X,X
SLJIOTZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJIOZT,O,O,O,X,X,O,X,O,X,X,O,O,X,O
SLJZTIO,X,X,X,X,X,O,O,O,X,O,X,X,X,X
SLJZTOI,X,X,X,X,X,O,O,O,X,O,X,O,X,X
SLJZITO,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLJZIOT,O,X,O,O,X,O,O,O,X,O,O,O,X,X
SLJZOTI,O,X,O,O,X,O,O,O,X,O,O,O,X,X
SLJZOIT,O,X,O,O,X,O,O,O,X,O,O,O,X,X
SLJOTIZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJOTZI,O,X,X,X,X,O,O,O,X,X,O,O,X,X
SLJOITZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLJOIZT,O,O,O,X,X,O,X,O,X,X,O,O,X,O
SLJOZTI,O,X,X,O,X,O,O,O,X,O,O,O,X,O
SLJOZIT,O,X,X,O,X,O,O,O,X,O,O,O,X,O
SLZTIJO,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZTIOJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZTJIO,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZTJOI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLZTOIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZTOJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLZITJO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZITOJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLZIJTO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZIJOT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
SLZIOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLZIOJT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
SLZJTIO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZJTOI,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLZJITO,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZJIOT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
SLZJOTI,O,X,O,O,X,X,X,X,X,O,O,O,X,X
SLZJOIT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
SLZOTIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZOTJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLZOITJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLZOIJT,O,O,O,O,X,X,X,X,X,O,O,O,O,X
SLZOJTI,O,X,O,O,X,X,X,X,X,O,O,O,X,X
SLZOJIT,O,O,O,O,X,X,X,X,X,O,O,O,X,X
SLOTIJZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLOTIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLOTJZI,O,X,X,O,X,X,X,X,X,X,O,O,X,X
SLOTZIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X
SLOTZJI,O,O,X,O,X,X,X,X,O,O,X,O,X,X
SLOITJZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOITZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,O
SLOIZTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLOIZJT,O,X,X,X,X,X,X,X,X,O,O,O,O,X
SLOJTIZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLOJTZI,O,X,X,X,X,O,O,O,X,X,O,O,X,X
SLOJITZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SLOJIZT,O,O,O,X,X,O,X,O,X,X,O,O,X,O
SLOJZTI,O,X,X,O,X,O,O,O,X,O,O,O,X,O
SLOJZIT,O,X,X,O,X,O,O,O,X,O,O,O,X,O
SLOZTIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOZTJI,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLOZITJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLOZIJT,O,O,X,O,X,X,X,X,X,O,O,O,O,X
SLOZJTI,O,X,X,O,X,X,X,X,X,O,O,O,X,X
SLOZJIT,O,O,X,O,X,X,X,X,X,O,O,O,X,X
SJTILZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SJTILOZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X
SJTIZLO,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SJTIZOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X
SJTIOZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SJTLIZO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X
SJTLZIO,O,X,O,X,O,O,O,O,X,X,X,X,X,X
