sequence,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv+jFDK+AAAvhFzhB1lBXeBsfBOfBxhB,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv3ntCpOBAAvhFzhB0gB2kBXjBxhBlfB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBUtPFDpCBAAvhF1lB3fB+jBsiBxhBifB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VB6/9tCM+AAAvhF0fBGjBlgBXjBifBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/lFDM+AAAvhF3gBGiBlfB0hBifBxiB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/TFDU+AAAvhF3gBGiBifB0hBlfBxiB,v115@RhE8AeJ8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJNUPCvOBAAvhFxkBfjB6jB2gBTaBlhB,v115@RhE8AeJ8AeC8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTHUFDqOBAAvhF3gBTeBSiBsfBOfBlhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjxCM+AAAvhF3gB+jBsiBlfBifBxhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjWCU+AAAvhF3gB+jBsiBifBlfBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBsX+tCK+AAAvhFSnB0cBlgB3aB2kBxiB,v115@RhE8AeJ8AeC8JeXCYaAFLDmClcJSAVDEHBEooRBToA?VBp3HgC0CBAAvhFxkBUeB2gBTaBlcBSoB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+LgC6OBAAvhF+jBRiBKfBzaB0hBliB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+TFDvOBAAvhF+jBRiByfB0hBTfBliB,v115@RhE8AeJ8AeC8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUubgCqCBAAvhFVnBxkB3cBTaBGeBibB,v115@RhE8AeJ8AeC8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBK3TWCa+AAAvhF+jBzdB3cBKfBUgBRbB
ZSIOLTJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIOLJT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIOJTL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSIOJLT,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSLTIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSLTIOJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSLTJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLITJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSLITOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSLIJTO,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSLIJOT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSLIOTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSLIOJT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSLJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLJITO,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X
ZSLJIOT,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X
ZSLJOTI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSLJOIT,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZSLOTIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOIJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSLOJIT,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZSJTILO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X
ZSJTIOL,X,X,O,X,X,X,X,O,O,X,X,O,X,X,O,X
ZSJTLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSJTLOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X
ZSJTOIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZSJTOLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZSJITLO,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O,X
ZSJITOL,X,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X
ZSJILTO,X,X,O,X,X,X,O,O,X,X,X,O,X,O,O,X
ZSJILOT,X,X,O,X,X,X,O,O,X,O,X,O,O,O,O,X
ZSJIOTL,X,X,O,X,X,X,O,O,O,O,X,O,X,X,O,X
ZSJIOLT,X,X,O,X,X,X,O,O,O,O,X,O,X,X,O,X
ZSJLTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZSJLITO,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X
ZSJLIOT,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X
ZSJLOTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZSJLOIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZSJOTIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZSJOTLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZSJOITL,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZSJOILT,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X
ZSJOLTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZSJOLIT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZSOTILJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOTIJL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZSOTLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSOTJLI,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSOITLJ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSOITJL,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X
ZSOILTJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSOILJT,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZSOIJTL,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
ZSOIJLT,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZSOLTIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSOLJIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSOJTIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZSOJTLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZSOJITL,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZSOJILT,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X
ZSOJLTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZSOJLIT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOTILJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZOTILSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOTIJLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOTIJSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOTISLJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOTISJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOTLIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLJIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLJSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLSIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTLSJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTJILS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZOTJISL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X
ZOTJLIS,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
ZOTJLSI,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
ZOTJSIL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X
ZOTJSLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X
ZOTSILJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOTSIJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOTSLIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOTSLJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOTSJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
ZOTSJLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X
ZOITLJS,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X
ZOITLSJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOITJLS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZOITJSL,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X
ZOITSLJ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOITSJL,O,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
ZOILTJS,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X
ZOILTSJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
ZOILJTS,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X
ZOILJST,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOILSTJ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X
ZOILSJT,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOIJTLS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZOIJTSL,O,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X
ZOIJLTS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZOIJLST,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOIJSTL,X,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X
ZOIJSLT,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOISTLJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOISTJL,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X
ZOISLTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOISLJT,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOISJTL,X,O,X,O,O,X,O,O,X,X,X,X,X,X,O,X
ZOISJLT,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X
ZOLTIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLTISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLTJIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLTJSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLTSIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLTSJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLITJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLIJTS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLIJST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLISJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
ZOLJTSI,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
ZOLJITS,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
ZOLJIST,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLJSTI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLJSIT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSIJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJTILS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X
ZOJTISL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZOJTLIS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOJTLSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOJTSIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZOJTSLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X
ZOJITLS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZOJITSL,O,O,O,O,O,X,X,O,O,O,X,X,X,X,O,X
ZOJILTS,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
ZOJILST,O,O,X,X,X,O,X,O,O,O,X,X,X,X,O,X
ZOJISTL,X,O,O,O,O,X,X,O,O,O,X,X,X,X,O,X
ZOJISLT,X,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X
ZOJLTIS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOJLTSI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOJLITS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOJLIST,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOJLSTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOJLSIT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOJSTIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOJSTLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOJSITL,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZOJSILT,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X
ZOJSLTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOSTILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOSTJLI,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOSITLJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSITJL,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOSILTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSILJT,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOSIJLT,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOSJTIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOSJTLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOSJITL,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZOSJILT,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTILJSZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X
OTILJZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTILSJZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X
OTILSZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTILZJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTILZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTIJLSZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X
OTIJLZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTIJSLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X
OTIJSZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
OTIJZLS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
OTIJZSL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X
OTISLJZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X
OTISLZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTISJLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X
OTISJZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
OTISZLJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTISZJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTIZLJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTIZLSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTIZJLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTIZJSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTIZSLJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTIZSJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTLIJSZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTLIJZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLISJZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLIZJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLJISZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O
OTLJIZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
OTLJSIZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTLJSZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
OTLJZIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
OTLJZSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
OTLSIJZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTLSIZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSJIZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTLSJZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
OTLSZIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OTLSZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
OTLZIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
OTLZISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OTLZJIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
OTLZJSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
OTLZSIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OTLZSJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OTJILSZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O
OTJILZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
OTJISLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTJISZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
OTJIZLS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJIZSL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
OTJLISZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O
OTJLIZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
OTJLSIZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTJLSZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
OTJLZIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
OTJLZSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
OTJSILZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTJSIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
OTJSLIZ,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTJSLZI,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
OTJSZIL,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
OTJSZLI,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O
OTJZILS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
OTJZISL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
OTJZLIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
OTJZLSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
OTJZSIL,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X
OTJZSLI,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O
OTSILJZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X
OTSILZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTSIJLZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X
OTSIJZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
OTSIZLJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTSIZJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTSLIJZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O,O
OTSLIZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTSLJIZ,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTSLJZI,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
OTSLZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
OTSLZJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
OTSJILZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTSJIZL,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
OTSJLIZ,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O
OTSJLZI,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O
OTSJZIL,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
OTSJZLI,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O
OTSZILJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTSZIJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTSZLIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTSZLJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
OTSZJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
OTSZJLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X
OTZILJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTZILSJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTZIJLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTZIJSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTZISLJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTZISJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTZLIJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLJIS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTZLJSI,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZJILS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
OTZJISL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X
OTZJLIS,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
OTZJLSI,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
OTZJSIL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X
OTZJSLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X
OTZSILJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTZSIJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTZSLIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTZSLJI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
