sequence,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBuqBvpBaqB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBWvB3qBipB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBvpByvBUqBGrB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnByvBGmBvpBUqB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnBWvBikBMrB3qB?,v115@RhA8DeA8BeH8BeB8JeTDJvhFOsBXmBxkB0kBxlB6sB?,v115@RhA8DeA8BeH8BeB8JeTDJvhF6sBxlB0kBxkBXmBOsB?
ISTZJLOI,O,X,X,X,X,X,X
ISTZJOIL,O,X,O,X,X,X,X
ISTZJOLI,O,X,X,X,X,X,X
ISTZOILJ,O,X,O,X,X,X,X
ISTZOIJL,O,X,O,X,X,X,X
ISTZOLIJ,O,X,O,X,X,X,X
ISTZOLJI,O,X,O,X,X,X,X
ISTZOJIL,O,X,O,X,X,X,X
ISTZOJLI,O,X,X,X,X,X,X
ISTOILJZ,X,X,O,X,X,X,X
ISTOILZJ,O,X,O,X,X,X,X
ISTOIJLZ,X,X,O,X,X,O,X
ISTOIJZL,X,X,O,X,X,O,X
ISTOIZLJ,O,X,O,X,X,X,X
ISTOIZJL,O,X,O,X,X,X,X
ISTOLIJZ,X,X,O,X,X,X,X
ISTOLIZJ,O,X,O,X,X,X,X
ISTOLJIZ,X,X,O,X,X,X,X
ISTOLJZI,X,X,O,X,X,X,X
ISTOLZIJ,O,X,O,X,X,X,X
ISTOLZJI,O,X,O,X,X,X,X
ISTOJILZ,X,X,O,X,X,O,X
ISTOJIZL,X,X,O,X,X,O,X
ISTOJLIZ,X,X,O,X,X,O,X
ISTOJLZI,X,X,O,X,X,O,X
ISTOJZIL,X,X,O,X,X,O,X
ISTOJZLI,X,X,X,X,X,O,X
ISTOZILJ,O,X,O,X,X,X,X
ISTOZIJL,O,X,O,X,X,X,X
ISTOZLIJ,O,X,O,X,X,X,X
ISTOZLJI,O,X,O,X,X,X,X
ISTOZJIL,O,X,O,X,X,X,X
ISTOZJLI,O,X,X,X,X,X,X
ISITLJZO,X,X,O,O,X,X,X
ISITLJOZ,X,X,O,X,X,X,X
ISITLZJO,O,X,O,O,X,X,X
ISITLZOJ,O,X,O,X,X,X,X
ISITLOJZ,X,X,O,X,X,X,X
ISITLOZJ,O,X,O,X,X,X,X
ISITJLZO,X,X,O,O,X,X,X
ISITJLOZ,X,X,O,X,X,X,X
ISITJZLO,X,X,X,O,X,X,X
ISITJZOL,X,X,O,X,X,X,X
ISITJOLZ,X,X,O,X,X,O,X
ISITJOZL,X,X,O,X,X,O,X
ISITZLJO,O,X,O,O,X,X,X
ISITZLOJ,O,X,O,X,X,X,X
ISITZJLO,O,X,X,O,X,X,X
ISITZJOL,O,X,O,X,X,X,X
ISITZOLJ,O,X,O,X,X,X,X
ISITZOJL,O,X,O,X,X,X,X
ISITOLJZ,X,X,O,X,X,X,X
ISITOLZJ,O,X,O,X,X,X,X
ISITOJLZ,X,X,O,X,X,O,X
ISITOJZL,X,X,O,X,X,O,X
ISITOZLJ,O,X,O,X,X,X,X
ISITOZJL,O,X,O,X,X,X,X
ISILTJZO,X,X,O,O,X,X,X
ISILTJOZ,X,X,O,X,X,X,X
ISILTZJO,O,X,O,O,X,X,X
ISILTZOJ,O,X,O,X,X,X,X
ISILTOJZ,X,X,O,X,X,X,X
ISILTOZJ,O,X,O,X,X,X,X
ISILJTZO,X,X,O,O,X,X,X
ISILJTOZ,X,X,O,X,X,X,X
ISILJZTO,O,O,O,O,O,X,X
ISILJZOT,O,O,O,O,O,X,X
ISILJOTZ,X,X,O,X,X,O,X
ISILJOZT,O,O,O,O,X,O,X
ISILZTJO,O,X,O,O,O,X,X
ISILZTOJ,O,O,O,X,X,X,X
ISILZJTO,O,O,O,O,O,X,X
ISILZJOT,O,O,O,O,O,X,X
ISILZOTJ,O,O,O,X,X,X,X
ISILZOJT,O,O,O,O,O,X,X
ISILOTJZ,X,X,O,X,X,X,X
ISILOTZJ,O,X,O,X,X,X,X
ISILOJTZ,X,X,O,X,X,O,X
ISILOJZT,O,O,O,O,X,O,X
ISILOZTJ,O,O,O,X,X,X,X
ISILOZJT,O,O,O,O,X,X,X
ISIJTLZO,X,X,O,O,X,X,X
ISIJTLOZ,X,X,O,X,X,X,X
ISIJTZLO,X,X,X,O,X,X,X
ISIJTZOL,X,X,O,X,X,X,X
ISIJTOLZ,X,X,O,X,X,O,X
ISIJTOZL,X,X,O,X,X,O,X
ISIJLTZO,X,X,O,O,X,X,X
ISIJLTOZ,X,X,O,X,X,X,X
ISIJLZTO,O,O,O,O,O,X,X
ISIJLZOT,O,O,O,O,O,X,X
ISIJLOTZ,X,X,O,X,X,O,X
ISIJLOZT,O,O,O,O,X,O,X
ISIJZTLO,O,O,X,O,O,X,X
ISIJZTOL,O,O,O,X,X,X,X
ISIJZLTO,O,O,O,O,O,X,X
ISIJZLOT,O,O,O,O,O,X,X
ISIJZOTL,O,O,O,X,X,O,X
ISIJZOLT,O,O,O,O,O,O,X
ISIJOTLZ,X,X,O,X,X,O,X
ISIJOTZL,X,X,O,X,X,O,X
ISIJOLTZ,X,X,O,X,X,O,X
ISIJOLZT,O,O,O,O,X,O,X
ISIJOZTL,O,O,O,X,X,O,X
ISIJOZLT,O,O,O,O,X,O,X
ISIZTLJO,O,X,O,O,O,X,X
ISIZTLOJ,O,O,O,X,X,X,X
ISIZTJLO,O,O,X,O,O,X,X
ISIZTJOL,O,O,O,X,X,X,X
ISIZTOLJ,O,O,O,X,X,X,X
ISIZTOJL,O,O,O,X,X,X,X
ISIZLTJO,O,X,O,O,O,X,X
ISIZLTOJ,O,O,O,X,X,X,X
ISIZLJTO,O,O,O,O,O,X,X
ISIZLJOT,O,O,O,O,O,X,X
ISIZLOTJ,O,O,O,X,X,X,X
ISIZLOJT,O,O,O,O,O,X,X
ISIZJTLO,O,O,X,O,O,X,X
ISIZJTOL,O,O,O,X,X,X,X
ISIZJLTO,O,O,O,O,O,X,X
ISIZJLOT,O,O,O,O,O,X,X
ISIZJOTL,O,O,O,X,X,O,X
ISIZJOLT,O,O,O,O,O,O,X
ISIZOTLJ,O,O,O,X,X,X,X
ISIZOTJL,O,O,O,X,X,X,X
ISIZOLTJ,O,O,O,X,X,X,X
ISIZOLJT,O,O,O,O,O,X,X
ISIZOJTL,O,O,O,X,X,O,X
ISIZOJLT,O,O,O,O,O,O,X
ISIOTLJZ,X,X,O,X,X,X,X
ISIOTLZJ,O,X,O,X,X,X,X
ISIOTJLZ,X,X,O,X,X,O,X
ISIOTJZL,X,X,O,X,X,O,X
ISIOTZLJ,O,X,O,X,X,X,X
ISIOTZJL,O,X,O,X,X,X,X
ISIOLTJZ,X,X,O,X,X,X,X
ISIOLTZJ,O,X,O,X,X,X,X
ISIOLJTZ,X,X,O,X,X,O,X
ISIOLJZT,O,O,O,O,X,O,X
ISIOLZTJ,O,O,O,X,X,X,X
ISIOLZJT,O,O,O,O,X,X,X
ISIOJTLZ,X,X,O,X,X,O,X
ISIOJTZL,X,X,O,X,X,O,X
ISIOJLTZ,X,X,O,X,X,O,X
ISIOJLZT,O,O,O,O,X,O,X
ISIOJZTL,O,O,O,X,X,O,X
ISIOJZLT,O,O,O,O,X,O,X
ISIOZTLJ,O,O,O,X,X,X,X
ISIOZTJL,O,O,O,X,X,X,X
ISIOZLTJ,O,O,O,X,X,X,X
ISIOZLJT,O,O,O,O,X,X,X
ISIOZJTL,O,O,O,X,X,O,X
ISIOZJLT,O,O,O,O,X,O,X
ISLTIJZO,X,X,O,O,X,X,X
ISLTIJOZ,X,X,O,X,X,X,X
ISLTIZJO,O,X,O,O,X,X,X
ISLTIZOJ,O,X,O,X,X,X,X
ISLTIOJZ,X,X,O,X,X,X,X
ISLTIOZJ,O,X,O,X,X,X,X
ISLTJIZO,X,X,O,O,X,X,X
ISLTJIOZ,X,X,O,X,X,X,X
ISLTJZIO,X,X,O,O,X,X,X
ISLTJZOI,X,X,O,O,X,X,X
ISLTJOIZ,X,X,O,X,X,X,X
ISLTJOZI,X,X,O,X,X,X,X
ISLTZIJO,O,X,O,O,X,X,X
ISLTZIOJ,O,X,O,X,X,X,X
ISLTZJIO,O,X,O,O,X,X,X
ISLTZJOI,O,X,O,O,X,X,X
ISLTZOIJ,O,X,O,X,X,X,X
ISLTZOJI,O,X,O,X,X,X,X
ISLTOIJZ,X,X,O,X,X,X,X
ISLTOIZJ,O,X,O,X,X,X,X
ISLTOJIZ,X,X,O,X,X,X,X
ISLTOJZI,X,X,O,X,X,X,X
ISLTOZIJ,O,X,O,X,X,X,X
ISLTOZJI,O,X,O,X,X,X,X
ISLITJZO,X,X,O,O,X,X,X
ISLITJOZ,X,X,O,X,X,X,X
ISLITZJO,O,X,O,O,X,X,X
ISLITZOJ,O,X,O,X,X,X,X
ISLITOJZ,X,X,O,X,X,X,X
ISLITOZJ,O,X,O,X,X,X,X
ISLIJTZO,X,X,O,O,X,X,X
ISLIJTOZ,X,X,O,X,X,X,X
ISLIJZTO,O,O,O,O,O,X,X
ISLIJZOT,O,O,O,O,O,X,X
ISLIJOTZ,X,X,O,X,X,O,X
ISLIJOZT,O,O,O,O,X,O,X
ISLIZTJO,O,X,O,O,O,X,X
ISLIZTOJ,O,O,O,X,X,X,X
ISLIZJTO,O,O,O,O,O,X,X
ISLIZJOT,O,O,O,O,O,X,X
ISLIZOTJ,O,O,O,X,X,X,X
ISLIZOJT,O,O,O,O,O,X,X
ISLIOTJZ,X,X,O,X,X,X,X
ISLIOTZJ,O,X,O,X,X,X,X
ISLIOJTZ,X,X,O,X,X,O,X
ISLIOJZT,O,O,O,O,X,O,X
ISLIOZTJ,O,O,O,X,X,X,X
ISLIOZJT,O,O,O,O,X,X,X
ISLJTIZO,X,X,O,O,X,X,X
ISLJTIOZ,X,X,O,X,X,X,X
ISLJTZIO,X,X,O,O,X,X,X
ISLJTZOI,X,X,O,O,X,X,X
ISLJTOIZ,X,X,O,X,X,X,X
ISLJTOZI,X,X,O,X,X,X,X
ISLJITZO,X,X,O,O,X,X,X
ISLJITOZ,X,X,O,X,X,X,X
ISLJIZTO,O,O,O,O,O,X,X
ISLJIZOT,O,O,O,O,O,X,X
ISLJIOTZ,X,X,O,X,X,O,X
ISLJIOZT,O,O,O,O,X,O,X
ISLJZTIO,O,O,O,O,O,X,X
ISLJZTOI,O,O,O,O,O,X,X
ISLJZITO,O,O,O,O,O,X,X
ISLJZIOT,O,O,O,O,O,X,X
ISLJZOTI,O,O,O,O,O,X,X
ISLJZOIT,O,O,O,O,O,X,X
ISLJOTIZ,X,X,O,O,X,O,X
ISLJOTZI,X,X,O,O,X,O,X
ISLJOITZ,X,X,O,O,X,O,X
ISLJOIZT,O,O,O,O,X,O,X
ISLJOZTI,O,O,O,O,X,O,X
ISLJOZIT,O,O,O,O,X,O,X
ISLZTIJO,O,X,O,O,O,X,X
ISLZTIOJ,O,O,O,X,X,X,X
ISLZTJIO,O,X,O,O,X,X,X
ISLZTJOI,O,X,O,O,X,X,X
ISLZTOIJ,O,O,O,X,X,X,X
ISLZTOJI,O,X,O,X,X,X,X
ISLZITJO,O,X,O,O,O,X,X
ISLZITOJ,O,O,O,X,X,X,X
ISLZIJTO,O,O,O,O,O,X,X
ISLZIJOT,O,O,O,O,O,X,X
ISLZIOTJ,O,O,O,X,X,X,O
ISLZIOJT,O,O,O,O,O,X,O
ISLZJTIO,O,O,O,O,O,X,X
ISLZJTOI,O,O,O,O,O,X,X
ISLZJITO,O,O,O,O,O,X,X
ISLZJIOT,O,O,O,O,O,X,X
ISLZJOTI,O,O,O,O,O,X,X
ISLZJOIT,O,O,O,O,O,X,X
ISLZOTIJ,O,O,O,O,X,X,O
ISLZOTJI,O,X,O,O,X,X,O
ISLZOITJ,O,O,O,O,X,X,O
ISLZOIJT,O,O,O,O,O,X,O
ISLZOJTI,O,O,O,O,X,X,O
ISLZOJIT,O,O,O,O,X,X,O
ISLOTIJZ,X,X,O,O,X,X,X
ISLOTIZJ,O,X,O,O,X,X,X
ISLOTJIZ,X,X,O,O,X,X,X
ISLOTJZI,X,X,O,O,X,X,X
ISLOTZIJ,O,X,O,O,X,X,X
ISLOTZJI,O,X,O,O,X,X,X
ISLOITJZ,X,X,O,O,X,X,X
ISLOITZJ,O,X,O,O,X,X,X
ISLOIJTZ,X,X,O,O,X,O,X
ISLOIJZT,O,O,O,O,X,O,X
ISLOIZTJ,O,O,O,O,X,X,X
ISLOIZJT,O,O,O,O,X,X,X
ISLOJTIZ,X,X,O,O,X,O,X
ISLOJTZI,X,X,O,O,X,O,X
ISLOJITZ,X,X,O,O,X,O,X
ISLOJIZT,O,O,O,O,X,O,X
ISLOJZTI,O,O,O,O,X,O,X
ISLOJZIT,O,O,O,O,X,O,X
ISLOZTIJ,O,O,O,O,X,X,O
ISLOZTJI,O,X,O,O,X,X,O
ISLOZITJ,O,O,O,O,X,X,O
ISLOZIJT,O,O,O,O,X,X,O
ISLOZJTI,O,O,O,O,X,X,O
ISLOZJIT,O,O,O,O,X,X,O
ISJTILZO,X,X,O,O,X,X,X
ISJTILOZ,X,X,O,X,X,X,X
ISJTIZLO,X,X,X,O,X,X,X
ISJTIZOL,X,X,O,X,X,X,X
ISJTIOLZ,X,X,O,X,X,O,X
ISJTIOZL,X,X,O,X,X,O,X
ISJTLIZO,X,X,O,O,X,X,X
ISJTLIOZ,X,X,O,X,X,X,X
ISJTLZIO,X,X,O,O,X,X,X
ISJTLZOI,X,X,O,O,X,X,X
ISJTLOIZ,X,X,O,X,X,X,X
ISJTLOZI,X,X,O,X,X,X,X
ISJTZILO,X,X,X,O,X,X,X
ISJTZIOL,X,X,O,X,X,X,X
ISJTZLIO,X,X,X,X,X,X,X
ISJTZLOI,X,X,X,X,X,X,X
ISJTZOIL,X,X,O,X,X,X,X
ISJTZOLI,X,X,X,X,X,X,X
ISJTOILZ,X,X,O,X,X,O,X
ISJTOIZL,X,X,O,X,X,O,X
ISJTOLIZ,X,X,O,X,X,O,X
ISJTOLZI,X,X,O,X,X,O,X
ISJTOZIL,X,X,O,X,X,O,X
ISJTOZLI,X,X,X,X,X,O,X
ISJITLZO,X,X,O,O,X,X,X
ISJITLOZ,X,X,O,X,X,X,X
ISJITZLO,X,X,X,O,X,X,X
ISJITZOL,X,X,O,X,X,X,X
ISJITOLZ,X,X,O,X,X,O,X
ISJITOZL,X,X,O,X,X,O,X
ISJILTZO,X,X,O,O,X,X,X
ISJILTOZ,X,X,O,X,X,X,X
ISJILZTO,O,O,O,O,O,X,X
ISJILZOT,O,O,O,O,O,X,X
ISJILOTZ,X,X,O,X,X,O,X
ISJILOZT,O,O,O,O,X,O,X
ISJIZTLO,O,O,X,O,O,X,X
ISJIZTOL,O,O,O,X,X,X,X
ISJIZLTO,O,O,O,O,O,X,X
ISJIZLOT,O,O,O,O,O,X,X
ISJIZOTL,O,O,O,X,X,O,X
ISJIZOLT,O,O,O,O,O,O,X
ISJIOTLZ,X,X,O,X,X,O,X
ISJIOTZL,X,X,O,X,X,O,X
ISJIOLTZ,X,X,O,X,X,O,X
ISJIOLZT,O,O,O,O,X,O,X
ISJIOZTL,O,O,O,X,X,O,X
ISJIOZLT,O,O,O,O,X,O,X
ISJLTIZO,X,X,O,O,X,X,X
ISJLTIOZ,X,X,O,X,X,X,X
ISJLTZIO,X,X,O,O,X,X,X
ISJLTZOI,X,X,O,O,X,X,X
ISJLTOIZ,X,X,O,X,X,X,X
ISJLTOZI,X,X,O,X,X,X,X
ISJLITZO,X,X,O,O,X,X,X
ISJLITOZ,X,X,O,X,X,X,X
ISJLIZTO,O,O,O,O,O,X,X
ISJLIZOT,O,O,O,O,O,X,X
ISJLIOTZ,X,X,O,X,X,O,X
ISJLIOZT,O,O,O,O,X,O,X
ISJLZTIO,O,O,O,O,O,X,X
ISJLZTOI,O,O,O,O,O,X,X
ISJLZITO,O,O,O,O,O,X,X
ISJLZIOT,O,O,O,O,O,X,X
ISJLZOTI,O,O,O,O,O,X,X
ISJLZOIT,O,O,O,O,O,X,X
ISJLOTIZ,X,X,O,O,X,O,X
ISJLOTZI,X,X,O,O,X,O,X
ISJLOITZ,X,X,O,O,X,O,X
ISJLOIZT,O,O,O,O,X,O,X
ISJLOZTI,O,O,O,O,X,O,X
ISJLOZIT,O,O,O,O,X,O,X
ISJZTILO,O,O,X,O,O,X,X
ISJZTIOL,O,O,O,X,X,X,X
ISJZTLIO,O,O,X,X,O,X,X
ISJZTLOI,O,O,X,X,O,X,X
ISJZTOIL,O,O,O,X,X,X,X
ISJZTOLI,O,O,X,X,X,X,X
ISJZITLO,O,O,X,O,O,X,X
ISJZITOL,O,O,O,X,X,X,X
ISJZILTO,O,O,O,O,O,X,X
ISJZILOT,O,O,O,O,O,X,X
ISJZIOTL,O,O,O,X,X,O,X
ISJZIOLT,O,O,O,O,O,O,X
ISJZLTIO,O,O,O,O,O,X,X
ISJZLTOI,O,O,O,O,O,X,X
ISJZLITO,O,O,O,O,O,X,X
ISJZLIOT,O,O,O,O,O,X,X
ISJZLOTI,O,O,O,O,O,X,X
ISJZLOIT,O,O,O,O,O,X,X
ISJZOTIL,O,O,O,O,X,O,X
ISJZOTLI,O,O,X,X,X,O,X
ISJZOITL,O,O,O,O,X,O,X
ISJZOILT,O,O,O,O,O,O,X
ISJZOLTI,O,O,O,X,O,O,X
ISJZOLIT,O,O,O,O,O,O,X
ISJOTILZ,X,X,O,O,X,O,X
ISJOTIZL,X,X,O,O,X,O,X
ISJOTLIZ,X,X,O,O,X,O,X
ISJOTLZI,X,X,O,O,X,O,X
ISJOTZIL,X,X,O,O,X,O,X
ISJOTZLI,X,X,X,X,X,O,X
ISJOITLZ,X,X,O,O,X,O,X
ISJOITZL,X,X,O,O,X,O,X
ISJOILTZ,X,X,O,O,X,O,X
ISJOILZT,O,O,O,O,X,O,X
ISJOIZTL,O,O,O,O,X,O,X
ISJOIZLT,O,O,O,O,X,O,X
ISJOLTIZ,X,X,O,O,X,O,X
ISJOLTZI,X,X,O,O,X,O,X
ISJOLITZ,X,X,O,O,X,O,X
ISJOLIZT,O,O,O,O,X,O,X
ISJOLZTI,O,O,O,O,X,O,X
ISJOLZIT,O,O,O,O,X,O,X
ISJOZTIL,O,O,O,O,X,O,X
ISJOZTLI,O,O,X,X,X,O,X
ISJOZITL,O,O,O,O,X,O,X
ISJOZILT,O,O,O,O,X,O,X
ISJOZLTI,O,O,O,O,X,O,X
ISJOZLIT,O,O,O,O,X,O,X
ISZTILJO,O,X,O,O,O,X,X
ISZTILOJ,O,O,O,X,X,X,X
ISZTIJLO,O,O,X,O,O,X,X
ISZTIJOL,O,O,O,X,X,X,X
ISZTIOLJ,O,O,O,X,X,X,X
ISZTIOJL,O,O,O,X,X,X,X
ISZTLIJO,O,X,O,O,O,X,X
ISZTLIOJ,O,O,O,X,X,X,X
ISZTLJIO,O,X,O,O,X,X,X
ISZTLJOI,O,X,O,O,X,X,X
ISZTLOIJ,O,O,O,X,X,X,X
ISZTLOJI,O,X,O,X,X,X,X
ISZTJILO,O,O,X,O,O,X,X
ISZTJIOL,O,O,O,X,X,X,X
ISZTJLIO,O,O,X,X,O,X,X
ISZTJLOI,O,O,X,X,O,X,X
ISZTJOIL,O,O,O,X,X,X,X
ISZTJOLI,O,O,X,X,X,X,X
ISZTOILJ,O,O,O,X,X,X,X
ISZTOIJL,O,O,O,X,X,X,X
ISZTOLIJ,O,O,O,X,X,X,X
ISZTOLJI,O,X,O,X,X,X,X
ISZTOJIL,O,O,O,X,X,X,X
ISZTOJLI,O,O,X,X,X,X,X
ISZITLJO,O,X,O,O,O,X,X
ISZITLOJ,O,O,O,X,X,X,X
ISZITJLO,O,O,X,O,O,X,X
ISZITJOL,O,O,O,X,X,X,X
ISZITOLJ,O,O,O,X,X,X,X
ISZITOJL,O,O,O,X,X,X,X
ISZILTJO,O,X,O,O,O,X,X
ISZILTOJ,O,O,O,X,X,X,X
ISZILJTO,O,O,O,O,O,X,X
ISZILJOT,O,O,O,O,O,X,X
ISZILOTJ,O,O,O,X,X,X,O
ISZILOJT,O,O,O,O,O,X,O
ISZIJTLO,O,O,X,O,O,X,X
ISZIJTOL,O,O,O,X,X,X,X
ISZIJLTO,O,O,O,O,O,X,X
ISZIJLOT,O,O,O,O,O,X,X
ISZIJOTL,O,O,O,X,X,O,X
ISZIJOLT,O,O,O,O,O,O,X
ISZIOTLJ,O,O,O,X,X,X,X
ISZIOTJL,O,O,O,X,X,X,X
ISZIOLTJ,O,O,O,X,X,X,O
ISZIOLJT,O,O,O,O,O,X,O
ISZIOJTL,O,O,O,X,X,O,X
ISZIOJLT,O,O,O,O,O,O,X
ISZLTIJO,O,X,O,O,O,X,X
ISZLTIOJ,O,O,O,X,X,X,X
ISZLTJIO,O,X,O,O,X,X,X
ISZLTJOI,O,X,O,O,X,X,X
ISZLTOIJ,O,O,O,X,X,X,X
ISZLTOJI,O,X,O,X,X,X,X
ISZLITJO,O,X,O,O,O,X,X
ISZLITOJ,O,O,O,X,X,X,X
ISZLIJTO,O,O,O,O,O,X,X
ISZLIJOT,O,O,O,O,O,X,X
ISZLIOTJ,O,O,O,X,X,X,O
ISZLIOJT,O,O,O,O,O,X,O
ISZLJTIO,O,O,O,O,O,X,X
ISZLJTOI,O,O,O,O,O,X,X
ISZLJITO,O,O,O,O,O,X,X
ISZLJIOT,O,O,O,O,O,X,X
ISZLJOTI,O,O,O,O,O,X,X
ISZLJOIT,O,O,O,O,O,X,X
ISZLOTIJ,O,O,O,O,X,X,O
ISZLOTJI,O,X,O,O,X,X,O
ISZLOITJ,O,O,O,O,X,X,O
ISZLOIJT,O,O,O,O,O,X,O
ISZLOJTI,O,O,O,O,X,X,O
ISZLOJIT,O,O,O,O,X,X,O
ISZJTILO,O,O,X,O,O,X,X
ISZJTIOL,O,O,O,X,X,X,X
ISZJTLIO,O,O,X,X,O,X,X
ISZJTLOI,O,O,X,X,O,X,X
ISZJTOIL,O,O,O,X,X,X,X
ISZJTOLI,O,O,X,X,X,X,X
ISZJITLO,O,O,X,O,O,X,X
ISZJITOL,O,O,O,X,X,X,X
ISZJILTO,O,O,O,O,O,X,X
ISZJILOT,O,O,O,O,O,X,X
ISZJIOTL,O,O,O,X,X,O,X
ISZJIOLT,O,O,O,O,O,O,X
ISZJLTIO,O,O,O,O,O,X,X
ISZJLTOI,O,O,O,O,O,X,X
ISZJLITO,O,O,O,O,O,X,X
ISZJLIOT,O,O,O,O,O,X,X
ISZJLOTI,O,O,O,O,O,X,X
ISZJLOIT,O,O,O,O,O,X,X
ISZJOTIL,O,O,O,O,X,O,X
ISZJOTLI,O,O,X,X,X,O,X
ISZJOITL,O,O,O,O,X,O,X
ISZJOILT,O,O,O,O,O,O,X
ISZJOLTI,O,O,O,X,O,O,X
ISZJOLIT,O,O,O,O,O,O,X
ISZOTILJ,O,O,O,O,X,X,X
ISZOTIJL,O,O,O,O,X,X,X
ISZOTLIJ,O,O,O,O,X,X,X
ISZOTLJI,O,X,O,O,X,X,X
ISZOTJIL,O,O,O,O,X,X,X
ISZOTJLI,O,O,X,X,X,X,X
ISZOITLJ,O,O,O,O,X,X,X
ISZOITJL,O,O,O,O,X,X,X
ISZOILTJ,O,O,O,O,X,X,O
ISZOILJT,O,O,O,O,O,X,O
ISZOIJTL,O,O,O,O,X,O,X
ISZOIJLT,O,O,O,O,O,O,X
ISZOLTIJ,O,O,O,O,X,X,O
ISZOLTJI,O,X,O,O,X,X,O
ISZOLITJ,O,O,O,O,X,X,O
ISZOLIJT,O,O,O,O,O,X,O
ISZOLJTI,O,O,O,O,X,X,O
ISZOLJIT,O,O,O,O,X,X,O
ISZOJTIL,O,O,O,O,X,O,X
ISZOJTLI,O,O,X,X,X,O,X
ISZOJITL,O,O,O,O,X,O,X
ISZOJILT,O,O,O,O,O,O,X
ISZOJLTI,O,O,O,O,O,O,X
ISZOJLIT,O,O,O,O,O,O,X
ISOTILJZ,X,X,O,O,X,X,X
ISOTILZJ,O,X,O,O,X,X,X
ISOTIJLZ,X,X,O,O,X,O,X
ISOTIJZL,X,X,O,O,X,O,X
ISOTIZLJ,O,X,O,O,X,X,X
ISOTIZJL,O,X,O,O,X,X,X
ISOTLIJZ,X,X,O,O,X,X,X
ISOTLIZJ,O,X,O,O,X,X,X
ISOTLJIZ,X,X,O,O,X,X,X
ISOTLJZI,X,X,O,O,X,X,X
ISOTLZIJ,O,X,O,O,X,X,X
ISOTLZJI,O,X,O,O,X,X,X
ISOTJILZ,X,X,O,O,X,O,X
ISOTJIZL,X,X,O,O,X,O,X
ISOTJLIZ,X,X,O,O,X,O,X
ISOTJLZI,X,X,O,O,X,O,X
ISOTJZIL,X,X,O,O,X,O,X
ISOTJZLI,X,X,X,X,X,O,X
ISOTZILJ,O,X,O,O,X,X,X
ISOTZIJL,O,X,O,O,X,X,X
ISOTZLIJ,O,X,O,O,X,X,X
ISOTZLJI,O,X,O,O,X,X,X
ISOTZJIL,O,X,O,O,X,X,X
ISOTZJLI,O,X,X,X,X,X,X
ISOITLJZ,X,X,O,O,X,X,X
ISOITLZJ,O,X,O,O,X,X,X
ISOITJLZ,X,X,O,O,X,O,X
ISOITJZL,X,X,O,O,X,O,X
ISOITZLJ,O,X,O,O,X,X,X
ISOITZJL,O,X,O,O,X,X,X
ISOILTJZ,X,X,O,O,X,X,X
ISOILTZJ,O,X,O,O,X,X,X
ISOILJTZ,X,X,O,O,X,O,X
ISOILJZT,O,O,O,O,X,O,X
ISOILZTJ,O,O,O,O,X,X,X
ISOILZJT,O,O,O,O,X,X,X
ISOIJTLZ,X,X,O,O,X,O,X
ISOIJTZL,X,X,O,O,X,O,X
ISOIJLTZ,X,X,O,O,X,O,X
ISOIJLZT,O,O,O,O,X,O,X
ISOIJZTL,O,O,O,O,X,O,X
ISOIJZLT,O,O,O,O,X,O,X
ISOIZTLJ,O,O,O,O,X,X,X
ISOIZTJL,O,O,O,O,X,X,X
ISOIZLTJ,O,O,O,O,X,X,X
ISOIZLJT,O,O,O,O,X,X,X
ISOIZJTL,O,O,O,O,X,O,X
ISOIZJLT,O,O,O,O,X,O,X
ISOLTIJZ,X,X,O,O,X,X,X
ISOLTIZJ,O,X,O,O,X,X,X
ISOLTJIZ,X,X,O,O,X,X,X
ISOLTJZI,X,X,O,O,X,X,X
ISOLTZIJ,O,X,O,O,X,X,X
ISOLTZJI,O,X,O,O,X,X,X
ISOLITJZ,X,X,O,O,X,X,X
ISOLITZJ,O,X,O,O,X,X,X
ISOLIJTZ,X,X,O,O,X,O,X
ISOLIJZT,O,O,O,O,X,O,X
ISOLIZTJ,O,O,O,O,X,X,X
ISOLIZJT,O,O,O,O,X,X,X
ISOLJTIZ,X,X,O,O,X,O,X
ISOLJTZI,X,X,O,O,X,O,X
ISOLJITZ,X,X,O,O,X,O,X
ISOLJIZT,O,O,O,O,X,O,X
ISOLJZTI,O,O,O,O,X,O,X
ISOLJZIT,O,O,O,O,X,O,X
ISOLZTIJ,O,O,O,O,X,X,O
ISOLZTJI,O,X,O,O,X,X,O
ISOLZITJ,O,O,O,O,X,X,O
ISOLZIJT,O,O,O,O,X,X,O
ISOLZJTI,O,O,O,O,X,X,O
ISOLZJIT,O,O,O,O,X,X,O
ISOJTILZ,X,X,O,O,X,O,X
ISOJTIZL,X,X,O,O,X,O,X
ISOJTLIZ,X,X,O,O,X,O,X
ISOJTLZI,X,X,O,O,X,O,X
ISOJTZIL,X,X,O,O,X,O,X
ISOJTZLI,X,X,X,X,X,O,X
ISOJITLZ,X,X,O,O,X,O,X
ISOJITZL,X,X,O,O,X,O,X
