sequence,v115@vhFm/IXjBTkB9tByuB0sB,v115@vhFi/IXjBzkB9tB2uB0sB,v115@vhGm/I5lBXjBTkB9tByuB0sB,v115@vhGi/I5lBXjBzkB9tB2uB0sB,v115@vhGZEJCgBXjBTlB9tBWvB0sB,v115@vhGx/IXjBOpB6qB9tBzpB0sB,v115@vhGx/IXjBKpBzkB+qB9tB0sB,v115@vhGOEJ6lBXjBzkB9tB0sBxuB,v115@vhGZEJGgBXjBzkB9tBSvB0sB,v115@vhGKEJzfB+lBXjB9tB0sBxuB,v115@vhG9IJmgBTfBPrBypBUtBxuB
JTSOLZI,X,O,X,O,O,O,O,X,X,X,X
JTSOZIL,X,O,X,O,O,O,X,X,X,X,X
JTSOZLI,X,O,X,O,O,O,O,X,X,X,X
JTZILSO,X,O,O,O,O,O,O,O,O,O,X
JTZILOS,X,O,O,O,O,O,O,O,O,O,X
JTZISLO,X,O,O,O,O,O,O,O,O,O,X
JTZISOL,X,O,X,O,O,O,X,O,X,O,X
JTZIOLS,X,O,X,O,O,O,X,O,X,O,X
JTZIOSL,X,O,X,O,O,O,X,O,X,O,X
JTZLISO,X,O,O,O,O,O,O,X,O,X,X
JTZLIOS,X,O,O,O,O,O,O,X,O,X,X
JTZLSIO,X,O,O,O,O,O,O,X,O,X,X
JTZLSOI,O,O,O,O,O,O,O,X,O,X,X
JTZLOIS,O,O,O,O,O,O,O,X,O,X,X
JTZLOSI,O,O,O,O,O,O,O,X,O,X,X
JTZSILO,X,O,O,O,O,O,O,O,O,O,X
JTZSIOL,X,O,X,O,O,O,X,O,X,O,X
JTZSLIO,X,O,O,O,O,O,O,X,O,X,X
JTZSLOI,O,O,O,O,O,O,O,X,O,X,X
JTZSOIL,X,O,X,O,O,O,X,X,X,X,X
JTZSOLI,X,O,X,O,O,O,O,X,X,X,X
JTZOILS,X,O,X,O,O,O,X,X,X,X,X
JTZOISL,X,O,X,O,O,O,X,X,X,X,X
JTZOLIS,X,O,X,O,O,O,O,X,X,X,X
JTZOLSI,X,O,X,O,O,O,O,X,X,X,X
JTZOSIL,X,O,X,O,O,O,X,X,X,X,X
JTZOSLI,X,O,X,O,O,O,O,X,X,X,X
JTOILSZ,X,O,X,O,O,O,X,X,X,X,X
JTOILZS,X,O,X,O,O,O,X,X,X,X,X
JTOISLZ,X,O,X,O,O,O,X,X,X,X,X
JTOISZL,X,O,X,O,O,O,X,X,X,X,X
JTOIZLS,X,O,X,O,O,O,X,X,X,X,X
JTOIZSL,X,O,X,O,O,O,X,X,X,X,X
JTOLISZ,X,O,X,O,O,O,O,X,X,X,X
JTOLIZS,X,O,X,O,O,O,O,X,X,X,X
JTOLSIZ,X,O,X,O,O,O,O,X,X,X,X
JTOLSZI,X,O,X,O,O,O,O,X,X,X,X
JTOLZIS,X,O,X,O,O,O,O,X,X,X,X
JTOLZSI,X,O,X,O,O,O,O,X,X,X,X
JTOSILZ,X,O,X,O,O,O,X,X,X,X,X
JTOSIZL,X,O,X,O,O,O,X,X,X,X,X
JTOSLIZ,X,O,X,O,O,O,O,X,X,X,X
JTOSLZI,X,O,X,O,O,O,O,X,X,X,X
JTOSZIL,X,O,X,O,O,O,X,X,X,X,X
JTOSZLI,X,O,X,O,O,O,O,X,X,X,X
JTOZILS,X,O,X,O,O,O,X,X,X,X,X
JTOZISL,X,O,X,O,O,O,X,X,X,X,X
JTOZLIS,X,O,X,O,O,O,O,X,X,X,X
JTOZLSI,X,O,X,O,O,O,O,X,X,X,X
JTOZSIL,X,O,X,O,O,O,X,X,X,X,X
JTOZSLI,X,O,X,O,O,O,O,X,X,X,X
JITLSZO,X,O,O,O,O,O,O,O,O,O,X
JITLSOZ,X,O,O,O,O,O,O,O,O,O,X
JITLZSO,X,O,O,O,O,O,O,O,O,O,X
JITLZOS,X,O,O,O,O,O,O,O,O,O,X
JITLOSZ,X,O,O,O,O,O,O,O,O,O,X
JITLOZS,X,O,O,O,O,O,O,O,O,O,X
JITSLZO,X,O,O,O,O,O,O,O,O,O,X
JITSLOZ,X,O,O,O,O,O,O,O,O,O,X
JITSZLO,X,O,O,O,O,O,O,O,O,O,X
JITSZOL,X,O,X,O,O,O,X,O,X,O,X
JITSOLZ,X,O,X,O,O,O,X,O,X,O,X
JITSOZL,X,O,X,O,O,O,X,O,X,O,X
JITZLSO,X,O,O,O,O,O,O,O,O,O,X
JITZLOS,X,O,O,O,O,O,O,O,O,O,X
JITZSLO,X,O,O,O,O,O,O,O,O,O,X
JITZSOL,X,O,X,O,O,O,X,O,X,O,X
JITZOLS,X,O,X,O,O,O,X,O,X,O,X
JITZOSL,X,O,X,O,O,O,X,O,X,O,X
JITOLSZ,X,O,X,O,O,O,X,O,X,O,X
JITOLZS,X,O,X,O,O,O,X,O,X,O,X
JITOSLZ,X,O,X,O,O,O,X,O,X,O,X
JITOSZL,X,O,X,O,O,O,X,O,X,O,X
JITOZLS,X,O,X,O,O,O,X,O,X,O,X
JITOZSL,X,O,X,O,O,O,X,O,X,O,X
JILTSZO,X,O,O,O,O,O,O,O,O,O,X
JILTSOZ,X,O,O,O,O,O,O,O,O,O,X
JILTZSO,X,O,O,O,O,O,O,O,O,O,X
JILTZOS,X,O,O,O,O,O,O,O,O,O,X
JILTOSZ,X,O,O,O,O,O,O,O,O,O,X
JILTOZS,X,O,O,O,O,O,O,O,O,O,X
JILSTZO,X,X,X,X,O,X,X,X,X,O,O
JILSTOZ,X,X,X,X,O,X,X,X,X,O,O
JILSZTO,X,X,X,X,O,X,X,X,X,O,O
JILSZOT,X,X,X,X,O,X,X,X,X,O,O
JILSOTZ,X,X,X,X,O,X,X,X,X,O,O
JILSOZT,X,X,X,X,O,X,X,X,X,O,O
JILZTSO,X,O,O,O,O,O,O,O,O,O,O
JILZTOS,X,O,O,O,O,O,O,O,O,O,O
JILZSTO,X,X,X,X,O,X,X,X,X,O,O
JILZSOT,X,X,X,X,O,X,X,X,X,O,O
JILZOTS,X,O,O,O,O,O,O,O,O,O,O
JILZOST,X,X,O,O,O,O,O,O,O,O,O
JILOTSZ,X,O,O,O,O,O,O,O,O,O,X
JILOTZS,X,O,O,O,O,O,O,O,O,O,X
JILOSTZ,X,X,O,O,O,O,O,O,O,O,O
JILOSZT,X,X,O,O,O,O,O,O,O,O,O
JILOZTS,X,O,O,O,O,O,O,O,O,O,O
JILOZST,X,X,O,O,O,O,O,O,O,O,O
JISTLZO,X,X,X,O,O,O,X,O,X,O,O
JISTLOZ,X,X,X,O,O,O,X,O,X,O,O
JISTZLO,X,X,X,O,O,O,X,O,X,O,O
JISTZOL,X,X,X,O,O,O,X,O,X,O,O
JISTOLZ,X,X,X,O,O,O,X,O,X,O,X
JISTOZL,X,X,X,O,O,O,X,O,X,O,X
JISLTZO,X,X,X,X,O,X,X,X,X,O,O
JISLTOZ,X,X,X,X,O,X,X,X,X,O,O
JISLZTO,X,X,X,X,O,X,X,X,X,O,O
JISLZOT,X,X,X,X,O,X,X,X,X,O,O
JISLOTZ,X,X,X,X,O,X,X,X,X,O,O
JISLOZT,X,X,X,X,O,X,X,X,X,O,O
JISZTLO,X,X,X,O,O,O,X,O,X,O,O
JISZTOL,X,X,X,O,O,O,X,O,X,O,O
JISZLTO,X,X,X,X,O,X,X,X,X,O,O
JISZLOT,X,X,X,X,O,X,X,X,X,O,O
JISZOTL,X,X,X,O,O,O,X,O,X,X,O
JISZOLT,X,X,X,O,O,O,X,O,X,X,O
JISOTLZ,X,X,X,O,O,O,X,O,X,X,X
JISOTZL,X,X,X,O,O,O,X,O,X,X,X
JISOLTZ,X,X,X,O,O,O,X,O,X,X,O
JISOLZT,X,X,X,O,O,O,X,O,X,X,O
JISOZTL,X,X,X,O,O,O,X,O,X,X,O
JISOZLT,X,X,X,O,O,O,X,O,X,X,O
JIZTLSO,X,O,O,O,O,O,O,O,O,O,O
JIZTLOS,X,O,O,O,O,O,O,O,O,O,O
JIZTSLO,X,O,O,O,O,O,O,O,O,O,O
JIZTSOL,X,O,X,O,O,O,X,O,X,O,O
JIZTOLS,X,O,X,O,O,O,X,O,X,O,X
JIZTOSL,X,O,X,O,O,O,X,O,X,O,X
JIZLTSO,X,O,O,O,O,O,O,O,O,O,O
JIZLTOS,X,O,O,O,O,O,O,O,O,O,O
JIZLSTO,X,X,X,X,O,X,X,X,X,O,O
JIZLSOT,X,X,X,X,O,X,X,X,X,O,O
JIZLOTS,X,O,O,O,O,O,O,O,O,O,O
JIZLOST,X,X,O,O,O,O,O,O,O,O,O
JIZSTLO,X,X,X,O,O,O,X,O,X,O,O
JIZSTOL,X,X,X,O,O,O,X,O,X,O,O
JIZSLTO,X,X,X,X,O,X,X,X,X,O,O
JIZSLOT,X,X,X,X,O,X,X,X,X,O,O
JIZSOTL,X,X,X,O,O,O,X,O,X,X,O
JIZSOLT,X,X,X,O,O,O,X,O,X,X,O
JIZOTLS,X,O,X,O,O,O,X,O,X,O,X
JIZOTSL,X,O,X,O,O,O,X,O,X,O,X
JIZOLTS,X,O,X,O,O,O,X,O,X,O,X
JIZOLST,X,X,X,O,O,O,X,O,X,O,X
JIZOSTL,X,X,X,O,O,O,X,O,X,X,X
JIZOSLT,X,X,X,O,O,O,X,O,X,X,X
JIOTLSZ,X,O,X,O,O,O,X,O,X,O,X
JIOTLZS,X,O,X,O,O,O,X,O,X,O,X
JIOTSLZ,X,O,X,O,O,O,X,O,X,O,X
JIOTSZL,X,O,X,O,O,O,X,O,X,O,X
JIOTZLS,X,O,X,O,O,O,X,O,X,O,X
JIOTZSL,X,O,X,O,O,O,X,O,X,O,X
JIOLTSZ,X,O,X,O,O,O,X,O,X,O,X
JIOLTZS,X,O,X,O,O,O,X,O,X,O,X
JIOLSTZ,X,X,X,O,O,O,X,O,X,O,X
JIOLSZT,X,X,X,O,O,O,X,O,X,O,X
JIOLZTS,X,O,X,O,O,O,X,O,X,O,X
JIOLZST,X,X,X,O,O,O,X,O,X,O,X
JIOSTLZ,X,X,X,O,O,O,X,O,X,X,X
JIOSTZL,X,X,X,O,O,O,X,O,X,X,X
JIOSLTZ,X,X,X,O,O,O,X,O,X,X,X
JIOSLZT,X,X,X,O,O,O,X,O,X,X,X
JIOSZTL,X,X,X,O,O,O,X,O,X,X,X
JIOSZLT,X,X,X,O,O,O,X,O,X,X,X
JIOZTLS,X,O,X,O,O,O,X,O,X,O,X
JIOZTSL,X,O,X,O,O,O,X,O,X,O,X
JIOZLTS,X,O,X,O,O,O,X,O,X,O,X
JIOZLST,X,X,X,O,O,O,X,O,X,O,X
JIOZSTL,X,X,X,O,O,O,X,O,X,X,X
JIOZSLT,X,X,X,O,O,O,X,O,X,X,X
JLTISZO,X,O,O,O,O,O,O,X,O,X,X
JLTISOZ,X,O,O,O,O,O,O,X,O,X,X
JLTIZSO,X,O,O,O,O,O,O,X,O,X,X
JLTIZOS,X,O,O,O,O,O,O,X,O,X,X
JLTIOSZ,X,O,O,O,O,O,O,X,O,X,X
JLTIOZS,X,O,O,O,O,O,O,X,O,X,X
JLTSIZO,X,O,O,O,O,O,O,X,O,X,X
JLTSIOZ,X,O,O,O,O,O,O,X,O,X,X
JLTSZIO,X,O,O,O,O,O,O,X,O,X,X
JLTSZOI,O,O,O,O,O,O,O,X,O,X,X
JLTSOIZ,O,O,O,O,O,O,O,X,O,X,X
JLTSOZI,O,O,O,O,O,O,O,X,O,X,X
JLTZISO,X,O,O,O,O,O,O,X,O,X,X
JLTZIOS,X,O,O,O,O,O,O,X,O,X,X
JLTZSIO,X,O,O,O,O,O,O,X,O,X,X
JLTZSOI,O,O,O,O,O,O,O,X,O,X,X
JLTZOIS,O,O,O,O,O,O,O,X,O,X,X
JLTZOSI,O,O,O,O,O,O,O,X,O,X,X
JLTOISZ,O,O,O,O,O,O,O,X,O,X,X
JLTOIZS,O,O,O,O,O,O,O,X,O,X,X
JLTOSIZ,O,O,O,O,O,O,O,X,O,X,X
JLTOSZI,O,O,O,O,O,O,O,X,O,X,X
JLTOZIS,O,O,O,O,O,O,O,X,O,X,X
JLTOZSI,O,O,O,O,O,O,O,X,O,X,X
JLITSZO,X,O,O,O,O,O,O,X,O,X,X
JLITSOZ,X,O,O,O,O,O,O,X,O,X,X
JLITZSO,X,O,O,O,O,O,O,X,O,X,X
JLITZOS,X,O,O,O,O,O,O,X,O,X,X
JLITOSZ,X,O,O,O,O,O,O,X,O,X,X
JLITOZS,X,O,O,O,O,O,O,X,O,X,X
JLISTZO,X,X,X,X,O,X,X,X,X,X,X
JLISTOZ,X,X,X,X,O,X,X,X,X,X,X
JLISZTO,X,X,X,X,O,X,X,X,X,X,X
JLISZOT,X,X,X,X,O,X,X,X,X,X,X
JLISOTZ,X,X,X,X,O,X,X,X,X,X,X
JLISOZT,X,X,X,X,O,X,X,X,X,X,X
JLIZTSO,X,O,O,O,O,O,O,X,O,X,X
JLIZTOS,X,O,O,O,O,O,O,X,O,X,X
JLIZSTO,X,X,X,X,O,X,X,X,X,X,X
JLIZSOT,X,X,X,X,O,X,X,X,X,X,X
JLIZOTS,X,O,O,O,O,O,O,X,O,X,X
JLIZOST,X,X,O,O,O,O,O,X,O,X,X
JLIOTSZ,X,O,O,O,O,O,O,X,O,X,X
JLIOTZS,X,O,O,O,O,O,O,X,O,X,X
JLIOSTZ,X,X,O,O,O,O,O,X,O,X,X
JLIOSZT,X,X,O,O,O,O,O,X,O,X,X
JLIOZTS,X,O,O,O,O,O,O,X,O,X,X
JLIOZST,X,X,O,O,O,O,O,X,O,X,X
JLSTIZO,X,O,X,O,O,X,O,X,X,X,X
JLSTIOZ,X,O,X,O,O,X,O,X,X,X,X
JLSTZIO,X,O,X,O,O,X,O,X,X,X,X
JLSTZOI,X,O,X,O,O,X,O,X,X,X,X
JLSTOIZ,X,O,X,O,O,X,O,X,X,X,X
JLSTOZI,X,O,X,O,O,X,O,X,X,X,X
JLSITZO,X,X,X,X,O,X,X,X,X,X,X
JLSITOZ,X,X,X,X,O,X,X,X,X,X,X
JLSIZTO,X,X,X,X,O,X,X,X,X,X,X
JLSIZOT,X,X,X,X,O,X,X,X,X,X,X
JLSIOTZ,X,X,X,X,O,X,X,X,X,X,X
JLSIOZT,X,X,X,X,O,X,X,X,X,X,X
JLSZTIO,X,O,X,O,O,X,O,X,X,X,X
JLSZTOI,X,O,X,O,O,X,O,X,X,X,X
JLSZITO,X,X,X,X,O,X,X,X,X,X,X
JLSZIOT,X,X,X,X,O,X,X,X,X,X,X
JLSZOTI,X,O,X,O,O,X,O,X,X,X,X
JLSZOIT,X,X,X,O,O,X,O,X,X,X,X
JLSOTIZ,X,O,X,O,O,X,O,X,X,X,X
JLSOTZI,X,O,X,O,O,X,O,X,X,X,X
JLSOITZ,X,X,X,O,O,X,O,X,X,X,X
JLSOIZT,X,X,X,O,O,X,O,X,X,X,X
JLSOZTI,X,O,X,O,O,X,O,X,X,X,X
JLSOZIT,X,X,X,O,O,X,O,X,X,X,X
JLZTISO,X,O,O,O,O,O,O,X,O,X,X
JLZTIOS,X,O,O,O,O,O,O,X,O,X,X
JLZTSIO,X,O,O,O,O,O,O,X,O,X,X
JLZTSOI,O,O,O,O,O,O,O,X,O,X,X
JLZTOIS,O,O,O,O,O,O,O,X,O,X,X
JLZTOSI,O,O,O,O,O,O,O,X,O,X,X
JLZITSO,X,O,O,O,O,O,O,X,O,X,X
JLZITOS,X,O,O,O,O,O,O,X,O,X,X
JLZISTO,X,X,X,X,O,X,X,X,X,X,X
JLZISOT,X,X,X,X,O,X,X,X,X,X,X
JLZIOTS,X,O,O,O,O,O,O,X,O,X,X
JLZIOST,X,X,O,O,O,O,O,X,O,X,X
JLZSTIO,X,O,X,O,O,X,O,X,X,X,X
JLZSTOI,X,O,X,O,O,X,O,X,X,X,X
JLZSITO,X,X,X,X,O,X,X,X,X,X,X
JLZSIOT,X,X,X,X,O,X,X,X,X,X,X
JLZSOTI,X,O,X,O,O,X,O,X,X,X,X
JLZSOIT,X,X,X,O,O,X,O,X,X,X,X
JLZOTIS,O,O,O,O,O,O,O,X,O,X,X
JLZOTSI,O,O,O,O,O,O,O,X,O,X,X
JLZOITS,O,O,O,O,O,O,O,X,O,X,X
JLZOIST,X,X,O,O,O,O,O,X,O,X,X
JLZOSTI,O,O,O,O,O,O,O,X,O,X,X
JLZOSIT,X,X,O,O,O,O,O,X,O,X,X
JLOTISZ,O,O,O,O,O,O,O,X,O,X,X
JLOTIZS,O,O,O,O,O,O,O,X,O,X,X
JLOTSIZ,O,O,O,O,O,O,O,X,O,X,X
JLOTSZI,O,O,O,O,O,O,O,X,O,X,X
JLOTZIS,O,O,O,O,O,O,O,X,O,X,X
JLOTZSI,O,O,O,O,O,O,O,X,O,X,X
JLOITSZ,O,O,O,O,O,O,O,X,O,X,X
JLOITZS,O,O,O,O,O,O,O,X,O,X,X
JLOISTZ,X,X,O,O,O,O,O,X,O,X,X
JLOISZT,X,X,O,O,O,O,O,X,O,X,X
JLOIZTS,O,O,O,O,O,O,O,X,O,X,X
JLOIZST,X,X,O,O,O,O,O,X,O,X,X
JLOSTIZ,O,O,O,O,O,O,O,X,O,X,X
JLOSTZI,O,O,O,O,O,O,O,X,O,X,X
JLOSITZ,X,X,O,O,O,O,O,X,O,X,X
JLOSIZT,X,X,O,O,O,O,O,X,O,X,X
JLOSZTI,O,O,O,O,O,O,O,X,O,X,X
JLOSZIT,X,X,O,O,O,O,O,X,O,X,X
JLOZTIS,O,O,O,O,O,O,O,X,O,X,X
JLOZTSI,O,O,O,O,O,O,O,X,O,X,X
JLOZITS,O,O,O,O,O,O,O,X,O,X,X
JLOZIST,X,X,O,O,O,O,O,X,O,X,X
JLOZSTI,O,O,O,O,O,O,O,X,O,X,X
JLOZSIT,X,X,O,O,O,O,O,X,O,X,X
JSTILZO,X,O,X,O,O,O,O,X,X,X,O
JSTILOZ,X,O,X,O,O,O,O,X,X,X,O
JSTIZLO,X,O,X,O,O,O,O,X,X,X,O
JSTIZOL,X,O,X,O,O,O,X,X,X,X,O
JSTIOLZ,X,O,X,O,O,O,X,X,X,X,X
JSTIOZL,X,O,X,O,O,O,X,X,X,X,X
JSTLIZO,X,O,X,O,O,O,O,X,X,X,X
JSTLIOZ,X,O,X,O,O,O,O,X,X,X,X
JSTLZIO,X,O,X,O,O,O,O,X,X,X,X
JSTLZOI,X,O,X,O,O,O,O,X,X,X,X
JSTLOIZ,X,O,X,O,O,O,O,X,X,X,X
JSTLOZI,X,O,X,O,O,O,O,X,X,X,X
JSTZILO,X,O,X,O,O,O,O,X,X,X,O
JSTZIOL,X,O,X,O,O,O,X,X,X,X,O
JSTZLIO,X,O,X,O,O,O,O,X,X,X,O
JSTZLOI,X,O,X,O,O,O,O,X,X,X,X
JSTZOIL,X,O,X,O,O,O,X,X,X,X,O
JSTZOLI,X,O,X,O,O,O,O,X,X,X,X
JSTOILZ,X,O,X,O,O,O,X,X,X,X,X
JSTOIZL,X,O,X,O,O,O,X,X,X,X,X
JSTOLIZ,X,O,X,O,O,O,O,X,X,X,X
JSTOLZI,X,O,X,O,O,O,O,X,X,X,X
JSTOZIL,X,O,X,O,O,O,X,X,X,X,X
JSTOZLI,X,O,X,O,O,O,O,X,X,X,X
JSITLZO,X,X,X,O,O,O,X,X,X,X,O
JSITLOZ,X,X,X,O,O,O,X,X,X,X,O
JSITZLO,X,X,X,O,O,O,X,X,X,X,O
JSITZOL,X,X,X,O,O,O,X,X,X,X,O
JSITOLZ,X,X,X,O,O,O,X,X,X,X,X
JSITOZL,X,X,X,O,O,O,X,X,X,X,X
JSILTZO,X,X,X,X,O,X,X,X,X,X,O
JSILTOZ,X,X,X,X,O,X,X,X,X,X,O
JSILZTO,X,X,X,X,O,X,X,X,X,X,O
JSILZOT,X,X,X,X,O,X,X,X,X,X,O
JSILOTZ,X,X,X,X,O,X,X,X,X,X,O
JSILOZT,X,X,X,X,O,X,X,X,X,X,O
JSIZTLO,X,X,X,O,O,O,X,X,X,X,O
JSIZTOL,X,X,X,O,O,O,X,X,X,X,O
JSIZLTO,X,X,X,X,O,X,X,X,X,X,O
JSIZLOT,X,X,X,X,O,X,X,X,X,X,O
JSIZOTL,X,X,X,O,O,O,X,X,X,X,O
JSIZOLT,X,X,X,O,O,O,X,X,X,X,O
JSIOTLZ,X,X,X,O,O,O,X,X,X,X,X
JSIOTZL,X,X,X,O,O,O,X,X,X,X,X
JSIOLTZ,X,X,X,O,O,O,X,X,X,X,O
JSIOLZT,X,X,X,O,O,O,X,X,X,X,O
JSIOZTL,X,X,X,O,O,O,X,X,X,X,O
JSIOZLT,X,X,X,O,O,O,X,X,X,X,O
JSLTIZO,X,O,X,O,O,X,O,X,X,X,X
JSLTIOZ,X,O,X,O,O,X,O,X,X,X,X
JSLTZIO,X,O,X,O,O,X,O,X,X,X,X
JSLTZOI,X,O,X,O,O,X,O,X,X,X,X
JSLTOIZ,X,O,X,O,O,X,O,X,X,X,X
JSLTOZI,X,O,X,O,O,X,O,X,X,X,X
JSLITZO,X,X,X,X,O,X,X,X,X,X,O
JSLITOZ,X,X,X,X,O,X,X,X,X,X,O
JSLIZTO,X,X,X,X,O,X,X,X,X,X,O
JSLIZOT,X,X,X,X,O,X,X,X,X,X,O
JSLIOTZ,X,X,X,X,O,X,X,X,X,X,O
JSLIOZT,X,X,X,X,O,X,X,X,X,X,O
JSLZTIO,X,O,X,O,O,X,O,X,X,X,O
JSLZTOI,X,O,X,O,O,X,O,X,X,X,X
JSLZITO,X,X,X,X,O,X,X,X,X,X,O
JSLZIOT,X,X,X,X,O,X,X,X,X,X,O
JSLZOTI,X,O,X,O,O,X,O,X,X,X,X
JSLZOIT,X,X,X,O,O,X,O,X,X,X,X
JSLOTIZ,X,O,X,O,O,X,O,X,X,X,X
JSLOTZI,X,O,X,O,O,X,O,X,X,X,X
JSLOITZ,X,X,X,O,O,X,O,X,X,X,X
JSLOIZT,X,X,X,O,O,X,O,X,X,X,X
JSLOZTI,X,O,X,O,O,X,O,X,X,X,X
JSLOZIT,X,X,X,O,O,X,O,X,X,X,X
JSZTILO,X,O,X,O,O,O,O,X,X,X,O
JSZTIOL,X,O,X,O,O,O,X,X,X,X,O
JSZTLIO,X,O,X,O,O,O,O,X,X,X,O
JSZTLOI,X,O,X,O,O,O,O,X,X,X,X
JSZTOIL,X,O,X,O,O,O,X,X,X,X,O
JSZTOLI,X,O,X,O,O,O,O,X,X,X,X
JSZITLO,X,X,X,O,O,O,X,X,X,X,O
JSZITOL,X,X,X,O,O,O,X,X,X,X,O
JSZILTO,X,X,X,X,O,X,X,X,X,X,O
JSZILOT,X,X,X,X,O,X,X,X,X,X,O
JSZIOTL,X,X,X,O,O,O,X,X,X,X,O
JSZIOLT,X,X,X,O,O,O,X,X,X,X,O
JSZLTIO,X,O,X,O,O,X,O,X,X,X,O
JSZLTOI,X,O,X,O,O,X,O,X,X,X,X
JSZLITO,X,X,X,X,O,X,X,X,X,X,O
JSZLIOT,X,X,X,X,O,X,X,X,X,X,O
JSZLOTI,X,O,X,O,O,X,O,X,X,X,X
JSZLOIT,X,X,X,O,O,X,O,X,X,X,X
JSZOTIL,X,O,X,O,O,O,X,X,X,X,O
JSZOTLI,X,O,X,O,O,O,X,X,X,X,X
JSZOITL,X,X,X,O,O,O,X,X,X,X,O
JSZOILT,X,X,X,O,O,O,X,X,X,X,O
JSZOLTI,X,O,X,O,O,O,X,X,X,X,X
JSZOLIT,X,X,X,O,O,O,X,X,X,X,X
JSOTILZ,X,O,X,O,O,O,X,X,X,X,X
JSOTIZL,X,O,X,O,O,O,X,X,X,X,X
JSOTLIZ,X,O,X,O,O,O,X,X,X,X,X
JSOTLZI,X,O,X,O,O,O,X,X,X,X,X
JSOTZIL,X,O,X,O,O,O,X,X,X,X,X
JSOTZLI,X,O,X,O,O,O,X,X,X,X,X
JSOITLZ,X,X,X,O,O,O,X,X,X,X,X
JSOITZL,X,X,X,O,O,O,X,X,X,X,X
JSOILTZ,X,X,X,O,O,O,X,X,X,X,O
JSOILZT,X,X,X,O,O,O,X,X,X,X,O
JSOIZTL,X,X,X,O,O,O,X,X,X,X,O
JSOIZLT,X,X,X,O,O,O,X,X,X,X,O
JSOLTIZ,X,O,X,O,O,O,X,X,X,X,X
JSOLTZI,X,O,X,O,O,O,X,X,X,X,X
JSOLITZ,X,X,X,O,O,O,X,X,X,X,X
JSOLIZT,X,X,X,O,O,O,X,X,X,X,X
JSOLZTI,X,O,X,O,O,O,X,X,X,X,X
JSOLZIT,X,X,X,O,O,O,X,X,X,X,X
JSOZTIL,X,O,X,O,O,O,X,X,X,X,O
JSOZTLI,X,O,X,O,O,O,X,X,X,X,X
JSOZITL,X,X,X,O,O,O,X,X,X,X,O
JSOZILT,X,X,X,O,O,O,X,X,X,X,O
JSOZLTI,X,O,X,O,O,O,X,X,X,X,X
JSOZLIT,X,X,X,O,O,O,X,X,X,X,X
JZTILSO,X,O,O,O,O,O,O,O,O,O,O
JZTILOS,X,O,O,O,O,O,O,O,O,O,O
JZTISLO,X,O,O,O,O,O,O,O,O,O,O
JZTISOL,X,O,X,O,O,O,X,O,X,O,O
JZTIOLS,X,O,X,O,O,O,X,O,X,O,X
JZTIOSL,X,O,X,O,O,O,X,O,X,O,X
JZTLISO,X,O,O,O,O,O,O,X,O,X,X
JZTLIOS,X,O,O,O,O,O,O,X,O,X,X
JZTLSIO,X,O,O,O,O,O,O,X,O,X,X
JZTLSOI,O,O,O,O,O,O,O,X,O,X,X
JZTLOIS,O,O,O,O,O,O,O,X,O,X,X
JZTLOSI,O,O,O,O,O,O,O,X,O,X,X
JZTSILO,X,O,O,O,O,O,O,O,O,O,O
JZTSIOL,X,O,X,O,O,O,X,O,X,O,O
JZTSLIO,X,O,O,O,O,O,O,X,O,X,O
JZTSLOI,O,O,O,O,O,O,O,X,O,X,X
JZTSOIL,X,O,X,O,O,O,X,X,X,X,O
JZTSOLI,X,O,X,O,O,O,O,X,X,X,X
JZTOILS,X,O,X,O,O,O,X,X,X,X,X
JZTOISL,X,O,X,O,O,O,X,X,X,X,X
JZTOLIS,X,O,X,O,O,O,O,X,X,X,X
JZTOLSI,X,O,X,O,O,O,O,X,X,X,X
JZTOSIL,X,O,X,O,O,O,X,X,X,X,X
JZTOSLI,X,O,X,O,O,O,O,X,X,X,X
JZITLSO,X,O,O,O,O,O,O,O,O,O,O
JZITLOS,X,O,O,O,O,O,O,O,O,O,O
JZITSLO,X,O,O,O,O,O,O,O,O,O,O
JZITSOL,X,O,X,O,O,O,X,O,X,O,O
JZITOLS,X,O,X,O,O,O,X,O,X,O,X
JZITOSL,X,O,X,O,O,O,X,O,X,O,X
JZILTSO,X,O,O,O,O,O,O,O,O,O,O
JZILTOS,X,O,O,O,O,O,O,O,O,O,O
JZILSTO,X,X,X,X,O,X,X,X,X,O,O
JZILSOT,X,X,X,X,O,X,X,X,X,O,O
JZILOTS,X,O,O,O,O,O,O,O,O,O,O
JZILOST,X,X,O,O,O,O,O,O,O,O,O
JZISTLO,X,X,X,O,O,O,X,O,X,O,O
JZISTOL,X,X,X,O,O,O,X,O,X,O,O
JZISLTO,X,X,X,X,O,X,X,X,X,O,O
JZISLOT,X,X,X,X,O,X,X,X,X,O,O
JZISOTL,X,X,X,O,O,O,X,O,X,X,O
JZISOLT,X,X,X,O,O,O,X,O,X,X,O
JZIOTLS,X,O,X,O,O,O,X,O,X,O,X
JZIOTSL,X,O,X,O,O,O,X,O,X,O,X
JZIOLTS,X,O,X,O,O,O,X,O,X,O,X
JZIOLST,X,X,X,O,O,O,X,O,X,O,X
JZIOSTL,X,X,X,O,O,O,X,O,X,X,X
JZIOSLT,X,X,X,O,O,O,X,O,X,X,X
JZLTISO,X,O,O,O,O,O,O,X,O,X,X
