sequence,v115@vhFm/IXjBTkB9tByuB0sB,v115@vhFi/IXjBzkB9tB2uB0sB,v115@vhGm/I5lBXjBTkB9tByuB0sB,v115@vhGi/I5lBXjBzkB9tB2uB0sB,v115@vhGZEJCgBXjBTlB9tBWvB0sB,v115@vhGx/IXjBOpB6qB9tBzpB0sB,v115@vhGx/IXjBKpBzkB+qB9tB0sB,v115@vhGOEJ6lBXjBzkB9tB0sBxuB,v115@vhGZEJGgBXjBzkB9tBSvB0sB,v115@vhGKEJzfB+lBXjB9tB0sBxuB,v115@vhG9IJmgBTfBPrBypBUtBxuB
ILJTZOS,X,X,O,O,O,X,O,O,O,O,X
ILJTOSZ,X,X,O,O,O,X,O,O,O,O,X
ILJTOZS,X,X,O,O,O,X,O,O,O,O,X
ILJSTZO,X,X,X,X,O,X,X,X,X,O,O
ILJSTOZ,X,X,X,X,O,X,X,X,X,O,O
ILJSZTO,X,X,X,X,O,X,X,X,X,O,O
ILJSZOT,X,X,X,X,O,X,X,X,X,O,O
ILJSOTZ,X,X,X,X,O,X,X,X,X,O,O
ILJSOZT,X,X,X,X,O,X,X,X,X,O,O
ILJZTSO,X,X,O,O,O,X,O,O,O,O,O
ILJZTOS,X,X,O,O,O,X,O,O,O,O,O
ILJZSTO,X,X,X,X,O,X,X,X,X,O,O
ILJZSOT,X,X,X,X,O,X,X,X,X,O,O
ILJZOTS,X,X,O,O,O,X,O,O,O,O,O
ILJZOST,X,X,O,O,O,X,O,O,O,O,O
ILJOTSZ,X,X,O,O,O,X,O,O,O,O,X
ILJOTZS,X,X,O,O,O,X,O,O,O,O,X
ILJOSTZ,X,X,O,O,O,X,O,O,O,O,O
ILJOSZT,X,X,O,O,O,X,O,O,O,O,O
ILJOZTS,X,X,O,O,O,X,O,O,O,O,O
ILJOZST,X,X,O,O,O,X,O,O,O,O,O
ILSTJZO,X,X,O,X,X,X,O,O,O,O,O
ILSTJOZ,X,X,O,X,X,X,O,O,O,O,O
ILSTZJO,X,X,O,X,X,X,O,O,O,O,O
ILSTZOJ,X,X,O,X,X,X,O,O,O,O,O
ILSTOJZ,X,X,O,X,X,X,O,O,O,O,O
ILSTOZJ,X,X,O,X,X,X,O,O,O,O,O
ILSJTZO,X,X,X,X,X,X,X,X,X,O,O
ILSJTOZ,X,X,X,X,X,X,X,X,X,O,O
ILSJZTO,X,X,X,X,X,X,X,X,X,O,O
ILSJZOT,X,X,X,X,X,X,X,X,X,O,O
ILSJOTZ,X,X,X,X,X,X,X,X,X,O,O
ILSJOZT,X,X,X,X,X,X,X,X,X,O,O
ILSZTJO,X,X,O,X,X,X,O,O,O,O,O
ILSZTOJ,X,X,O,X,X,X,O,O,O,O,O
ILSZJTO,X,X,X,X,X,X,X,X,X,O,O
ILSZJOT,X,X,X,X,X,X,X,X,X,O,O
ILSZOTJ,X,X,O,X,X,X,O,O,O,O,O
ILSZOJT,X,X,O,X,X,X,O,O,O,O,O
ILSOTJZ,X,X,O,X,X,X,O,O,O,O,O
ILSOTZJ,X,X,O,X,X,X,O,O,O,O,O
ILSOJTZ,X,X,O,X,X,X,O,O,O,O,O
ILSOJZT,X,X,O,X,X,X,O,O,O,O,O
ILSOZTJ,X,X,O,X,X,X,O,O,O,O,O
ILSOZJT,X,X,O,X,X,X,O,O,O,O,O
ILZTJSO,X,X,O,O,O,X,O,O,O,O,O
ILZTJOS,X,X,O,O,O,X,O,O,O,O,O
ILZTSJO,X,X,O,O,O,X,O,O,O,O,O
ILZTSOJ,O,X,O,X,X,O,O,O,O,O,O
ILZTOJS,O,X,O,X,X,O,O,O,O,O,O
ILZTOSJ,O,X,O,X,X,O,O,O,O,O,O
ILZJTSO,X,X,O,O,O,X,O,O,O,O,O
ILZJTOS,X,X,O,O,O,X,O,O,O,O,O
ILZJSTO,X,X,X,X,O,X,X,X,X,O,O
ILZJSOT,X,X,X,X,O,X,X,X,X,O,O
ILZJOTS,X,X,O,O,O,X,O,O,O,O,O
ILZJOST,X,X,O,O,O,X,O,O,O,O,O
ILZSTJO,X,X,O,X,X,X,O,O,O,O,O
ILZSTOJ,X,X,O,X,X,X,O,O,O,O,O
ILZSJTO,X,X,X,X,X,X,X,X,X,O,O
ILZSJOT,X,X,X,X,X,X,X,X,X,O,O
ILZSOTJ,X,X,O,X,X,X,O,O,O,O,O
ILZSOJT,X,X,O,X,X,X,O,O,O,O,O
ILZOTJS,O,X,O,X,X,O,O,O,O,O,O
ILZOTSJ,O,X,O,X,X,O,O,O,O,O,O
ILZOJTS,O,X,O,X,X,O,O,O,O,O,O
ILZOJST,X,X,O,X,X,O,O,O,O,O,O
ILZOSTJ,X,X,O,X,X,X,O,O,O,O,O
ILZOSJT,X,X,O,X,X,X,O,O,O,O,O
ILOTJSZ,O,X,O,X,X,O,O,O,O,O,X
ILOTJZS,O,X,O,X,X,O,O,O,O,O,X
ILOTSJZ,O,X,O,X,X,O,O,O,O,O,O
ILOTSZJ,O,X,O,X,X,O,O,O,O,O,O
ILOTZJS,O,X,O,X,X,O,O,O,O,O,O
ILOTZSJ,O,X,O,X,X,O,O,O,O,O,O
ILOJTSZ,O,X,O,X,X,O,O,O,O,O,X
ILOJTZS,O,X,O,X,X,O,O,O,O,O,X
ILOJSTZ,X,X,O,X,X,O,O,O,O,O,O
ILOJSZT,X,X,O,X,X,O,O,O,O,O,O
ILOJZTS,O,X,O,X,X,O,O,O,O,O,O
ILOJZST,X,X,O,X,X,O,O,O,O,O,O
ILOSTJZ,X,X,O,X,X,X,O,O,O,O,O
ILOSTZJ,X,X,O,X,X,X,O,O,O,O,O
ILOSJTZ,X,X,O,X,X,X,O,O,O,O,O
ILOSJZT,X,X,O,X,X,X,O,O,O,O,O
ILOSZTJ,X,X,O,X,X,X,O,O,O,O,O
ILOSZJT,X,X,O,X,X,X,O,O,O,O,O
ILOZTJS,O,X,O,X,X,O,O,O,O,O,O
ILOZTSJ,O,X,O,X,X,O,O,O,O,O,O
ILOZJTS,O,X,O,X,X,O,O,O,O,O,O
ILOZJST,X,X,O,X,X,O,O,O,O,O,O
ILOZSTJ,X,X,O,X,X,X,O,O,O,O,O
ILOZSJT,X,X,O,X,X,X,O,O,O,O,O
IJTLSZO,X,O,O,O,O,O,O,O,O,O,X
IJTLSOZ,X,O,O,O,O,O,O,O,O,O,X
IJTLZSO,X,O,O,O,O,O,O,O,O,O,X
IJTLZOS,X,O,O,O,O,O,O,O,O,O,X
IJTLOSZ,X,O,O,O,O,O,O,O,O,O,X
IJTLOZS,X,O,O,O,O,O,O,O,O,O,X
IJTSLZO,X,O,O,O,O,O,O,O,O,O,X
IJTSLOZ,X,O,O,O,O,O,O,O,O,O,X
IJTSZLO,X,O,O,O,O,O,O,O,O,O,X
IJTSZOL,X,O,X,O,O,O,X,O,X,O,X
IJTSOLZ,X,O,X,O,O,O,X,O,X,O,X
IJTSOZL,X,O,X,O,O,O,X,O,X,O,X
IJTZLSO,X,O,O,O,O,O,O,O,O,O,X
IJTZLOS,X,O,O,O,O,O,O,O,O,O,X
IJTZSLO,X,O,O,O,O,O,O,O,O,O,X
IJTZSOL,X,O,X,O,O,O,X,O,X,O,X
IJTZOLS,X,O,X,O,O,O,X,O,X,O,X
IJTZOSL,X,O,X,O,O,O,X,O,X,O,X
IJTOLSZ,X,O,X,O,O,O,X,O,X,O,X
IJTOLZS,X,O,X,O,O,O,X,O,X,O,X
IJTOSLZ,X,O,X,O,O,O,X,O,X,O,X
IJTOSZL,X,O,X,O,O,O,X,O,X,O,X
IJTOZLS,X,O,X,O,O,O,X,O,X,O,X
IJTOZSL,X,O,X,O,O,O,X,O,X,O,X
IJLTSZO,X,O,O,O,O,O,O,O,O,O,X
IJLTSOZ,X,O,O,O,O,O,O,O,O,O,X
IJLTZSO,X,O,O,O,O,O,O,O,O,O,X
IJLTZOS,X,O,O,O,O,O,O,O,O,O,X
IJLTOSZ,X,O,O,O,O,O,O,O,O,O,X
IJLTOZS,X,O,O,O,O,O,O,O,O,O,X
IJLSTZO,X,X,X,X,O,X,X,X,X,O,O
IJLSTOZ,X,X,X,X,O,X,X,X,X,O,O
IJLSZTO,X,X,X,X,O,X,X,X,X,O,O
IJLSZOT,X,X,X,X,O,X,X,X,X,O,O
IJLSOTZ,X,X,X,X,O,X,X,X,X,O,O
IJLSOZT,X,X,X,X,O,X,X,X,X,O,O
IJLZTSO,X,O,O,O,O,O,O,O,O,O,O
IJLZTOS,X,O,O,O,O,O,O,O,O,O,O
IJLZSTO,X,X,X,X,O,X,X,X,X,O,O
IJLZSOT,X,X,X,X,O,X,X,X,X,O,O
IJLZOTS,X,O,O,O,O,O,O,O,O,O,O
IJLZOST,X,X,O,O,O,O,O,O,O,O,O
IJLOTSZ,X,O,O,O,O,O,O,O,O,O,X
IJLOTZS,X,O,O,O,O,O,O,O,O,O,X
IJLOSTZ,X,X,O,O,O,O,O,O,O,O,O
IJLOSZT,X,X,O,O,O,O,O,O,O,O,O
IJLOZTS,X,O,O,O,O,O,O,O,O,O,O
IJLOZST,X,X,O,O,O,O,O,O,O,O,O
IJSTLZO,X,X,X,O,O,O,X,O,X,O,O
IJSTLOZ,X,X,X,O,O,O,X,O,X,O,O
IJSTZLO,X,X,X,O,O,O,X,O,X,O,O
IJSTZOL,X,X,X,O,O,O,X,O,X,O,O
IJSTOLZ,X,X,X,O,O,O,X,O,X,O,X
IJSTOZL,X,X,X,O,O,O,X,O,X,O,X
IJSLTZO,X,X,X,X,O,X,X,X,X,O,O
IJSLTOZ,X,X,X,X,O,X,X,X,X,O,O
IJSLZTO,X,X,X,X,O,X,X,X,X,O,O
IJSLZOT,X,X,X,X,O,X,X,X,X,O,O
IJSLOTZ,X,X,X,X,O,X,X,X,X,O,O
IJSLOZT,X,X,X,X,O,X,X,X,X,O,O
IJSZTLO,X,X,X,O,O,O,X,O,X,O,O
IJSZTOL,X,X,X,O,O,O,X,O,X,O,O
IJSZLTO,X,X,X,X,O,X,X,X,X,O,O
IJSZLOT,X,X,X,X,O,X,X,X,X,O,O
IJSZOTL,X,X,X,O,O,O,X,O,X,X,O
IJSZOLT,X,X,X,O,O,O,X,O,X,X,O
IJSOTLZ,X,X,X,O,O,O,X,O,X,X,X
IJSOTZL,X,X,X,O,O,O,X,O,X,X,X
IJSOLTZ,X,X,X,O,O,O,X,O,X,X,O
IJSOLZT,X,X,X,O,O,O,X,O,X,X,O
IJSOZTL,X,X,X,O,O,O,X,O,X,X,O
IJSOZLT,X,X,X,O,O,O,X,O,X,X,O
IJZTLSO,X,O,O,O,O,O,O,O,O,O,O
IJZTLOS,X,O,O,O,O,O,O,O,O,O,O
IJZTSLO,X,O,O,O,O,O,O,O,O,O,O
IJZTSOL,X,O,X,O,O,O,X,O,X,O,O
IJZTOLS,X,O,X,O,O,O,X,O,X,O,X
IJZTOSL,X,O,X,O,O,O,X,O,X,O,X
IJZLTSO,X,O,O,O,O,O,O,O,O,O,O
IJZLTOS,X,O,O,O,O,O,O,O,O,O,O
IJZLSTO,X,X,X,X,O,X,X,X,X,O,O
IJZLSOT,X,X,X,X,O,X,X,X,X,O,O
IJZLOTS,X,O,O,O,O,O,O,O,O,O,O
IJZLOST,X,X,O,O,O,O,O,O,O,O,O
IJZSTLO,X,X,X,O,O,O,X,O,X,O,O
IJZSTOL,X,X,X,O,O,O,X,O,X,O,O
IJZSLTO,X,X,X,X,O,X,X,X,X,O,O
IJZSLOT,X,X,X,X,O,X,X,X,X,O,O
IJZSOTL,X,X,X,O,O,O,X,O,X,X,O
IJZSOLT,X,X,X,O,O,O,X,O,X,X,O
IJZOTLS,X,O,X,O,O,O,X,O,X,O,X
IJZOTSL,X,O,X,O,O,O,X,O,X,O,X
IJZOLTS,X,O,X,O,O,O,X,O,X,O,X
IJZOLST,X,X,X,O,O,O,X,O,X,O,X
IJZOSTL,X,X,X,O,O,O,X,O,X,X,X
IJZOSLT,X,X,X,O,O,O,X,O,X,X,X
IJOTLSZ,X,O,X,O,O,O,X,O,X,O,X
IJOTLZS,X,O,X,O,O,O,X,O,X,O,X
IJOTSLZ,X,O,X,O,O,O,X,O,X,O,X
IJOTSZL,X,O,X,O,O,O,X,O,X,O,X
IJOTZLS,X,O,X,O,O,O,X,O,X,O,X
IJOTZSL,X,O,X,O,O,O,X,O,X,O,X
IJOLTSZ,X,O,X,O,O,O,X,O,X,O,X
IJOLTZS,X,O,X,O,O,O,X,O,X,O,X
IJOLSTZ,X,X,X,O,O,O,X,O,X,O,X
IJOLSZT,X,X,X,O,O,O,X,O,X,O,X
IJOLZTS,X,O,X,O,O,O,X,O,X,O,X
IJOLZST,X,X,X,O,O,O,X,O,X,O,X
IJOSTLZ,X,X,X,O,O,O,X,O,X,X,X
IJOSTZL,X,X,X,O,O,O,X,O,X,X,X
IJOSLTZ,X,X,X,O,O,O,X,O,X,X,X
IJOSLZT,X,X,X,O,O,O,X,O,X,X,X
IJOSZTL,X,X,X,O,O,O,X,O,X,X,X
IJOSZLT,X,X,X,O,O,O,X,O,X,X,X
IJOZTLS,X,O,X,O,O,O,X,O,X,O,X
IJOZTSL,X,O,X,O,O,O,X,O,X,O,X
IJOZLTS,X,O,X,O,O,O,X,O,X,O,X
IJOZLST,X,X,X,O,O,O,X,O,X,O,X
IJOZSTL,X,X,X,O,O,O,X,O,X,X,X
IJOZSLT,X,X,X,O,O,O,X,O,X,X,X
ISTLJZO,X,X,O,O,O,X,X,O,O,O,O
ISTLJOZ,X,X,O,O,O,X,X,O,O,O,O
ISTLZJO,X,X,O,O,O,X,X,O,O,O,O
ISTLZOJ,X,X,O,X,X,X,X,O,O,O,O
ISTLOJZ,X,X,O,X,X,X,X,O,O,O,O
ISTLOZJ,X,X,O,X,X,X,X,O,O,O,O
ISTJLZO,X,X,O,O,O,X,X,O,O,O,O
ISTJLOZ,X,X,O,O,O,X,X,O,O,O,O
ISTJZLO,X,X,O,O,O,X,X,O,O,O,O
ISTJZOL,X,X,X,O,O,X,X,O,X,O,O
ISTJOLZ,X,X,X,O,O,X,X,O,X,O,X
ISTJOZL,X,X,X,O,O,X,X,O,X,O,X
ISTZLJO,X,X,O,O,O,X,X,O,O,O,O
ISTZLOJ,X,X,O,X,X,X,X,O,O,O,O
ISTZJLO,X,X,O,O,O,X,X,O,O,O,O
ISTZJOL,X,X,X,O,O,X,X,O,X,O,O
ISTZOLJ,X,X,O,X,X,X,X,O,O,O,O
ISTZOJL,X,X,X,O,O,X,X,O,X,O,O
ISTOLJZ,X,X,O,X,X,X,X,O,O,O,X
ISTOLZJ,X,X,O,X,X,X,X,O,O,O,X
ISTOJLZ,X,X,X,O,O,X,X,O,X,O,X
ISTOJZL,X,X,X,O,O,X,X,O,X,O,X
ISTOZLJ,X,X,O,X,X,X,X,O,O,O,X
ISTOZJL,X,X,X,O,O,X,X,O,X,O,X
ISLTJZO,X,X,O,X,X,X,X,O,O,O,O
ISLTJOZ,X,X,O,X,X,X,X,O,O,O,O
ISLTZJO,X,X,O,X,X,X,X,O,O,O,O
ISLTZOJ,X,X,O,X,X,X,X,O,O,O,O
ISLTOJZ,X,X,O,X,X,X,X,O,O,O,O
ISLTOZJ,X,X,O,X,X,X,X,O,O,O,O
ISLJTZO,X,X,X,X,X,X,X,X,X,O,O
ISLJTOZ,X,X,X,X,X,X,X,X,X,O,O
ISLJZTO,X,X,X,X,X,X,X,X,X,O,O
ISLJZOT,X,X,X,X,X,X,X,X,X,O,O
ISLJOTZ,X,X,X,X,X,X,X,X,X,O,O
ISLJOZT,X,X,X,X,X,X,X,X,X,O,O
ISLZTJO,X,X,O,X,X,X,X,O,O,O,O
ISLZTOJ,X,X,O,X,X,X,X,O,O,O,O
ISLZJTO,X,X,X,X,X,X,X,X,X,O,O
ISLZJOT,X,X,X,X,X,X,X,X,X,O,O
ISLZOTJ,X,X,O,X,X,X,X,O,O,O,O
ISLZOJT,X,X,O,X,X,X,X,O,O,O,O
ISLOTJZ,X,X,O,X,X,X,X,O,O,O,O
ISLOTZJ,X,X,O,X,X,X,X,O,O,O,O
ISLOJTZ,X,X,O,X,X,X,X,O,O,O,O
ISLOJZT,X,X,O,X,X,X,X,O,O,O,O
ISLOZTJ,X,X,O,X,X,X,X,O,O,O,O
ISLOZJT,X,X,O,X,X,X,X,O,O,O,O
ISJTLZO,X,X,X,O,O,X,X,O,X,O,O
ISJTLOZ,X,X,X,O,O,X,X,O,X,O,O
ISJTZLO,X,X,X,O,O,X,X,O,X,O,O
ISJTZOL,X,X,X,O,O,X,X,O,X,O,O
ISJTOLZ,X,X,X,O,O,X,X,O,X,O,X
ISJTOZL,X,X,X,O,O,X,X,O,X,O,X
ISJLTZO,X,X,X,X,O,X,X,X,X,O,O
ISJLTOZ,X,X,X,X,O,X,X,X,X,O,O
ISJLZTO,X,X,X,X,O,X,X,X,X,O,O
ISJLZOT,X,X,X,X,O,X,X,X,X,O,O
ISJLOTZ,X,X,X,X,O,X,X,X,X,O,O
ISJLOZT,X,X,X,X,O,X,X,X,X,O,O
ISJZTLO,X,X,X,O,O,X,X,O,X,O,O
ISJZTOL,X,X,X,O,O,X,X,O,X,O,O
ISJZLTO,X,X,X,X,O,X,X,X,X,O,O
ISJZLOT,X,X,X,X,O,X,X,X,X,O,O
ISJZOTL,X,X,X,O,O,X,X,O,X,X,O
ISJZOLT,X,X,X,O,O,X,X,O,X,X,O
ISJOTLZ,X,X,X,O,O,X,X,O,X,X,X
ISJOTZL,X,X,X,O,O,X,X,O,X,X,X
ISJOLTZ,X,X,X,O,O,X,X,O,X,X,O
ISJOLZT,X,X,X,O,O,X,X,O,X,X,O
ISJOZTL,X,X,X,O,O,X,X,O,X,X,O
ISJOZLT,X,X,X,O,O,X,X,O,X,X,O
ISZTLJO,X,X,O,O,O,X,X,O,O,O,O
ISZTLOJ,X,X,O,X,X,X,X,O,O,O,O
ISZTJLO,X,X,O,O,O,X,X,O,O,O,O
ISZTJOL,X,X,X,O,O,X,X,O,X,O,O
ISZTOLJ,X,X,O,X,X,X,X,O,O,O,O
ISZTOJL,X,X,X,O,O,X,X,O,X,O,O
ISZLTJO,X,X,O,X,X,X,X,O,O,O,O
ISZLTOJ,X,X,O,X,X,X,X,O,O,O,O
ISZLJTO,X,X,X,X,X,X,X,X,X,O,O
ISZLJOT,X,X,X,X,X,X,X,X,X,O,O
ISZLOTJ,X,X,O,X,X,X,X,O,O,O,O
ISZLOJT,X,X,O,X,X,X,X,O,O,O,O
ISZJTLO,X,X,X,O,O,X,X,O,X,O,O
ISZJTOL,X,X,X,O,O,X,X,O,X,O,O
ISZJLTO,X,X,X,X,O,X,X,X,X,O,O
ISZJLOT,X,X,X,X,O,X,X,X,X,O,O
ISZJOTL,X,X,X,O,O,X,X,O,X,X,O
ISZJOLT,X,X,X,O,O,X,X,O,X,X,O
ISZOTLJ,X,X,X,X,X,X,X,O,X,X,O
ISZOTJL,X,X,X,X,X,X,X,O,X,X,O
ISZOLTJ,X,X,X,X,X,X,X,O,X,X,O
ISZOLJT,X,X,X,X,X,X,X,O,X,X,O
ISZOJTL,X,X,X,X,X,X,X,O,X,X,O
ISZOJLT,X,X,X,X,X,X,X,O,X,X,O
ISOTLJZ,X,X,X,X,X,X,X,O,X,X,X
ISOTLZJ,X,X,X,X,X,X,X,O,X,X,X
ISOTJLZ,X,X,X,X,X,X,X,O,X,X,X
ISOTJZL,X,X,X,X,X,X,X,O,X,X,X
ISOTZLJ,X,X,X,X,X,X,X,O,X,X,X
ISOTZJL,X,X,X,X,X,X,X,O,X,X,X
ISOLTJZ,X,X,X,X,X,X,X,O,X,X,O
ISOLTZJ,X,X,X,X,X,X,X,O,X,X,O
ISOLJTZ,X,X,X,X,X,X,X,O,X,X,O
ISOLJZT,X,X,X,X,X,X,X,O,X,X,O
ISOLZTJ,X,X,X,X,X,X,X,O,X,X,O
ISOLZJT,X,X,X,X,X,X,X,O,X,X,O
ISOJTLZ,X,X,X,X,X,X,X,O,X,X,X
ISOJTZL,X,X,X,X,X,X,X,O,X,X,X
ISOJLTZ,X,X,X,X,X,X,X,O,X,X,O
ISOJLZT,X,X,X,X,X,X,X,O,X,X,O
ISOJZTL,X,X,X,X,X,X,X,O,X,X,O
ISOJZLT,X,X,X,X,X,X,X,O,X,X,O
ISOZTLJ,X,X,X,X,X,X,X,O,X,X,O
ISOZTJL,X,X,X,X,X,X,X,O,X,X,O
ISOZLTJ,X,X,X,X,X,X,X,O,X,X,O
ISOZLJT,X,X,X,X,X,X,X,O,X,X,O
ISOZJTL,X,X,X,X,X,X,X,O,X,X,O
ISOZJLT,X,X,X,X,X,X,X,O,X,X,O
IZTLJSO,X,X,O,O,O,X,O,O,O,O,O
IZTLJOS,X,X,O,O,O,X,O,O,O,O,O
IZTLSJO,X,X,O,O,O,X,O,O,O,O,O
IZTLSOJ,O,X,O,X,X,O,O,O,O,O,O
IZTLOJS,O,X,O,X,X,O,O,O,O,O,O
IZTLOSJ,O,X,O,X,X,O,O,O,O,O,O
IZTJLSO,X,O,O,O,O,O,O,O,O,O,O
IZTJLOS,X,O,O,O,O,O,O,O,O,O,O
IZTJSLO,X,O,O,O,O,O,O,O,O,O,O
IZTJSOL,X,O,X,O,O,O,X,O,X,O,O
IZTJOLS,X,O,X,O,O,O,X,O,X,O,X
IZTJOSL,X,O,X,O,O,O,X,O,X,O,X
IZTSLJO,X,X,O,O,O,X,O,O,O,O,O
IZTSLOJ,O,X,O,X,X,O,O,O,O,O,O
IZTSJLO,X,O,O,O,O,O,O,O,O,O,O
IZTSJOL,X,O,X,O,O,O,X,O,X,O,O
IZTSOLJ,X,X,O,X,X,O,X,O,O,O,O
IZTSOJL,X,X,X,O,O,O,X,O,X,O,O
IZTOLJS,X,X,O,X,X,O,X,O,O,O,O
IZTOLSJ,X,X,O,X,X,O,X,O,O,O,O
IZTOJLS,X,X,X,O,O,O,X,O,X,O,X
IZTOJSL,X,X,X,O,O,O,X,O,X,O,X
IZTOSLJ,X,X,O,X,X,O,X,O,O,O,O
IZTOSJL,X,X,X,O,O,O,X,O,X,O,O
IZLTJSO,X,X,O,O,O,X,O,O,O,O,O
IZLTJOS,X,X,O,O,O,X,O,O,O,O,O
IZLTSJO,X,X,O,O,O,X,O,O,O,O,O
IZLTSOJ,O,X,O,X,X,O,O,O,O,O,O
IZLTOJS,O,X,O,X,X,O,O,O,O,O,O
IZLTOSJ,O,X,O,X,X,O,O,O,O,O,O
IZLJTSO,X,X,O,O,O,X,O,O,O,O,O
IZLJTOS,X,X,O,O,O,X,O,O,O,O,O
IZLJSTO,X,X,X,X,O,X,X,X,X,O,O
IZLJSOT,X,X,X,X,O,X,X,X,X,O,O
IZLJOTS,X,X,O,O,O,X,O,O,O,O,O
IZLJOST,X,X,O,O,O,X,O,O,O,O,O
IZLSTJO,X,X,O,X,X,X,O,O,O,O,O
IZLSTOJ,X,X,O,X,X,X,O,O,O,O,O
IZLSJTO,X,X,X,X,X,X,X,X,X,O,O
IZLSJOT,X,X,X,X,X,X,X,X,X,O,O
IZLSOTJ,X,X,O,X,X,X,O,O,O,O,O
IZLSOJT,X,X,O,X,X,X,O,O,O,O,O
IZLOTJS,O,X,O,X,X,O,O,O,O,O,O
IZLOTSJ,O,X,O,X,X,O,O,O,O,O,O
IZLOJTS,O,X,O,X,X,O,O,O,O,O,O
IZLOJST,X,X,O,X,X,O,O,O,O,O,O
IZLOSTJ,X,X,O,X,X,X,O,O,O,O,O
IZLOSJT,X,X,O,X,X,X,O,O,O,O,O
IZJTLSO,X,O,O,O,O,O,O,O,O,O,O
IZJTLOS,X,O,O,O,O,O,O,O,O,O,O
IZJTSLO,X,O,O,O,O,O,O,O,O,O,O
IZJTSOL,X,O,X,O,O,O,X,O,X,O,O
IZJTOLS,X,O,X,O,O,O,X,O,X,O,X
IZJTOSL,X,O,X,O,O,O,X,O,X,O,X
IZJLTSO,X,O,O,O,O,O,O,O,O,O,O
IZJLTOS,X,O,O,O,O,O,O,O,O,O,O
IZJLSTO,X,X,X,X,O,X,X,X,X,O,O
IZJLSOT,X,X,X,X,O,X,X,X,X,O,O
IZJLOTS,X,O,O,O,O,O,O,O,O,O,O
IZJLOST,X,X,O,O,O,O,O,O,O,O,O
IZJSTLO,X,X,X,O,O,O,X,O,X,O,O
IZJSTOL,X,X,X,O,O,O,X,O,X,O,O
IZJSLTO,X,X,X,X,O,X,X,X,X,O,O
IZJSLOT,X,X,X,X,O,X,X,X,X,O,O
IZJSOTL,X,X,X,O,O,O,X,O,X,X,O
IZJSOLT,X,X,X,O,O,O,X,O,X,X,O
IZJOTLS,X,O,X,O,O,O,X,O,X,O,X
IZJOTSL,X,O,X,O,O,O,X,O,X,O,X
IZJOLTS,X,O,X,O,O,O,X,O,X,O,X
IZJOLST,X,X,X,O,O,O,X,O,X,O,X
IZJOSTL,X,X,X,O,O,O,X,O,X,X,X
IZJOSLT,X,X,X,O,O,O,X,O,X,X,X
IZSTLJO,X,X,O,O,O,X,X,O,O,O,O
IZSTLOJ,X,X,O,X,X,X,X,O,O,O,O
IZSTJLO,X,X,O,O,O,X,X,O,O,O,O
IZSTJOL,X,X,X,O,O,X,X,O,X,O,O
IZSTOLJ,X,X,O,X,X,X,X,O,O,O,O
IZSTOJL,X,X,X,O,O,X,X,O,X,O,O
IZSLTJO,X,X,O,X,X,X,X,O,O,O,O
IZSLTOJ,X,X,O,X,X,X,X,O,O,O,O
IZSLJTO,X,X,X,X,X,X,X,X,X,O,O
IZSLJOT,X,X,X,X,X,X,X,X,X,O,O
IZSLOTJ,X,X,O,X,X,X,X,O,O,O,O
IZSLOJT,X,X,O,X,X,X,X,O,O,O,O
IZSJTLO,X,X,X,O,O,X,X,O,X,O,O
IZSJTOL,X,X,X,O,O,X,X,O,X,O,O
IZSJLTO,X,X,X,X,O,X,X,X,X,O,O
IZSJLOT,X,X,X,X,O,X,X,X,X,O,O
IZSJOTL,X,X,X,O,O,X,X,O,X,X,O
IZSJOLT,X,X,X,O,O,X,X,O,X,X,O
IZSOTLJ,X,X,X,X,X,X,X,O,X,X,O
IZSOTJL,X,X,X,X,X,X,X,O,X,X,O
IZSOLTJ,X,X,X,X,X,X,X,O,X,X,O
IZSOLJT,X,X,X,X,X,X,X,O,X,X,O
IZSOJTL,X,X,X,X,X,X,X,O,X,X,O
IZSOJLT,X,X,X,X,X,X,X,O,X,X,O
IZOTLJS,X,X,O,X,X,O,X,O,O,O,O
IZOTLSJ,X,X,O,X,X,O,X,O,O,O,O
IZOTJLS,X,X,X,O,O,O,X,O,X,O,X
IZOTJSL,X,X,X,O,O,O,X,O,X,O,X
IZOTSLJ,X,X,O,X,X,O,X,O,O,O,O
IZOTSJL,X,X,X,O,O,O,X,O,X,O,O
IZOLTJS,X,X,O,X,X,O,X,O,O,O,O
IZOLTSJ,X,X,O,X,X,O,X,O,O,O,O
IZOLJTS,X,X,O,X,X,O,X,O,O,O,O
IZOLJST,X,X,O,X,X,O,X,O,O,O,O
IZOLSTJ,X,X,O,X,X,X,X,O,O,O,O
IZOLSJT,X,X,O,X,X,X,X,O,O,O,O
IZOJTLS,X,X,X,O,O,O,X,O,X,O,X
IZOJTSL,X,X,X,O,O,O,X,O,X,O,X
IZOJLTS,X,X,X,O,O,O,X,O,X,O,X
IZOJLST,X,X,X,O,O,O,X,O,X,O,X
IZOJSTL,X,X,X,O,O,O,X,O,X,X,X
IZOJSLT,X,X,X,O,O,O,X,O,X,X,X
IZOSTLJ,X,X,X,X,X,X,X,O,X,X,O
IZOSTJL,X,X,X,X,X,X,X,O,X,X,O
IZOSLTJ,X,X,X,X,X,X,X,O,X,X,O
IZOSLJT,X,X,X,X,X,X,X,O,X,X,O
IZOSJTL,X,X,X,X,X,X,X,O,X,X,O
