sequence,v115@9gD8DeF8CeG8BeH8CeC8JeqLJvhFdiBsdBpUBzVBOV?B3TB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBlmB2wB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBFiBqrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB0rBirB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBTrBmrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBNrBzrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB3mB2wB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBimB1wB,v115@9gD8DeF8CeG8BeH8CeC8JeNLJvhB6rBOsB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBurBFsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhB0rBOrB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBtmBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeOGJvhBXiB1wB,v115@9gD8DeF8CeG8BeH8CeC8JelGJvhBOrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je0BJvhBNrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBcrBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhBNrB0rB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBTrBFsB,v115@9gD8DeF8CeG8BeH8CeC8Je/GJvhBFiB2wB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB0rBXn?BOrB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB2mBMr?BXsB
IZSJOTL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IZSJOLT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
IZSOTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSOTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZSOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOTLJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOTLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOTJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOTJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOTSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOTSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOLTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOLTSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOLJTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOLJST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOLSTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOLSJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOJTLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOJTSL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOJLTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOJLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOJSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOJSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IZOSTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOSTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IZOSJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTLJSZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IOTLJZS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
IOTLSJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IOTLSZJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTLZJS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
IOTLZSJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTJLSZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOTJLZS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOTJSLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOTJSZL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOTJZLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOTJZSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOTSLJZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
IOTSLZJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
IOTSJLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
IOTSJZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
IOTSZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
IOTSZJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
IOTZLJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOTZLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTZJLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOTZJSL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOTZSLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOTZSJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLTJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLTSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLTZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLJTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLJTZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLJSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLJZTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLJZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLSJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLSJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLSZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLSZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZTJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLZTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZJTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLZJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLZSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOJTLSZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
IOJTLZS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
IOJTSLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
IOJTSZL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
IOJTZLS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
IOJTZSL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
IOJLTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJLTZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJLSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJLSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJLZTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJLZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJSTLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSTZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSLZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSZTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJSZLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJZTLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJZTSL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJZLTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJZLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJZSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJZSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOSTLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSTLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSTJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSTJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSTZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSTZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSLZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSLZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSJTLZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSJTZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSJLTZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSJLZT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSJZTL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSJZLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSZTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSZLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZTLJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZTLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZTJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZTJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZTSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZTSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZLTSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLJTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZLJST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZLSTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLSJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZJTLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZJTSL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZJLTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZJLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZJSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZJSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZSTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIJSZO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LTIJSOZ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LTIJZSO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LTIJZOS,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LTIJOSZ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LTIJOZS,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LTISJZO,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTISJOZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTISZJO,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LTISZOJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LTISOJZ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LTISOZJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LTIZJSO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTIZJOS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTIZSJO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIZSOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIZOJS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTIZOSJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIOJSZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTIOJZS,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTIOSJZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTIOSZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTIOZJS,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTIOZSJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTJISZO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LTJISOZ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LTJIZSO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJIZOS,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJIOSZ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LTJIOZS,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJSIZO,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJSIOZ,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJSZIO,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJSZOI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJSOIZ,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJSOZI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJZISO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJZIOS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJZSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJZSOI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJZOIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJZOSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJOISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LTJOIZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJOSIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LTJOSZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LTJOZIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTJOZSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTSIJZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIJOZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIZJO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSIZOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSIOJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIOZJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSJIZO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LTSJIOZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LTSJZIO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LTSJZOI,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LTSJOIZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LTSJOZI,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LTSZIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTSZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTSZJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTSZJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTSZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTSZOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LTSOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSOJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSOZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZIJSO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTZIJOS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTZISJO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZISOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZIOJS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTZIOSJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZJISO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTZJIOS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTZJSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTZJSOI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTZJOIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTZJOSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTZSIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTZSIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTZSJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTZSJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTZSOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTZSOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LTZOIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LTZOISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZOJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LTZOJSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LTZOSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZOSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOIJSZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOIJZS,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTOISJZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOISZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOIZJS,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTOIZSJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTOJISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LTOJIZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTOJSIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LTOJSZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LTOJZIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTOJZSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTOSIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
