sequence,v115@RhA8AeH8AeI8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBz+aFDqCBAAvhF3hB1kBTeBsgBGiBifB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBKNMgC6OBAAvhF2kBfjB6jBzcBsgBlfB,v115@RhA8AeH8AeI8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTnjWCqOBAAvhF3hBTeBsgBifBGdBlfB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBz+aFDs/AAAvhF3fBFjBzcBsgBiaBGjB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBzvaFDsOBAAvhF3fBGjBzcBsgBiaBFjB,v115@RhA8AeH8AeI8JeXDYaAFLDmClcJSAVDEHBEooRBToA?VBpXWWCv/AAAvhFRmBUdBVhBKfBzaBGjB,v115@RhA8AeH8AeI8JezAYaAFLDmClcJSAVDEHBEooRBPoA?VBzP9VC6OBAAvhF3fB+jBRiBiaB0hBliB,v115@RhA8AeH8AeI8Je1GYaAFLDmClcJSAVDEHBEooRBUoA?VBTejWCv/AAAvhF3fBxiBsgBiaBTjBGiB,v115@RhA8AeH8AeI8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBvuLuCqCBAAvhFTfBViBUeBXcBmaBSoB,v115@RhA8AeH8AeI8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBUtHgCpCBAAvhFVmB3fB+jBzdBRcBiaB,v115@RhA8AeH8AeI8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBU3TWCp/AAAvhFVmBTfBfjB6jBRcBmaB,v115@RhA8AeH8AeI8JeWIYaAFLDmClcJSAVDEHBEooRBKoA?VBJ9aFD0CBAAvhFRmB3fBTeBUcBFdBiaB,v115@RhA8AeH8AeI8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUNMgCK+AAAvhFVnBXhBKfBzaBGeBRcB,v115@RhA8AeH8AeI8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ3jFD0/AAAvhFRmBTfBXeBUcBFdBmaB,v115@RhA8AeH8AeI8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBqHUWCvOBAAvhF+jBsiBXdBKfBzaBFcB
STILZOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STILOJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
STILOZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STIJLZO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
STIJLOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
STIJZLO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
STIJZOL,O,O,O,O,O,X,X,X,X,O,X,O,O,X,X
STIJOLZ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
STIJOZL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
STIZLJO,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STIZLOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STIZJLO,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STIZJOL,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X
STIZOLJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STIZOJL,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X
STIOLJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
STIOLZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STIOJLZ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
STIOJZL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
STIOZLJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STIOZJL,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X
STLIJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
STLIJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
STLIZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
STLIZOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STLIOJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
STLIOZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
STLJIZO,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X
STLJIOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
STLJZIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
STLJZOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
STLJOIZ,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X
STLJOZI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
STLZIJO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
STLZIOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
STLZJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
STLZJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STLZOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X
STLZOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STLOIJZ,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X
STLOIZJ,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X
STLOJIZ,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X
STLOJZI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STLOZIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X
STLOZJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STJILZO,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X
STJILOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
STJIZLO,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X
STJIZOL,O,O,O,O,O,X,X,X,X,O,X,O,O,X,X
STJIOLZ,O,O,O,O,O,X,O,X,X,O,O,O,X,X,X
STJIOZL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
STJLIZO,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X
STJLIOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
STJLZIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
STJLZOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
STJLOIZ,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X
STJLOZI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
STJZILO,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
STJZLIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
STJZLOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
STJZOIL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STJZOLI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
STJOILZ,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
STJOLIZ,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X
STJOLZI,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X
STJOZIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
STJOZLI,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X
STZILJO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
STZILOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
STZIJLO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
STZIJOL,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X
STZIOLJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
STZIOJL,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X
STZLIJO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
STZLIOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
STZLJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
STZLJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STZLOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X
STZLOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STZJILO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
STZJIOL,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X
STZJLIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
STZJLOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STZJOIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STZJOLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STZOILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
STZOIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STZOLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
STZOLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STZOJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STZOJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STOILJZ,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
STOILZJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
STOIJLZ,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
STOIJZL,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
STOIZLJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
STOIZJL,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
STOLIJZ,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
STOLIZJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
STOLJIZ,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X
STOLJZI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STOLZIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
STOLZJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STOJILZ,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
STOJIZL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
STOJLIZ,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
STOJLZI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
STOJZIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
STOZILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
STOZIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STOZLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
STOZLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STOZJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
STOZJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
SITLJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O
SITLJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O
SITLZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
SITLZOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SITLOJZ,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O
SITLOZJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SITJLZO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,O
SITJLOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,O
SITJZLO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,O
SITJZOL,O,O,O,O,O,X,X,X,O,O,X,O,O,X,O
SITJOLZ,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X
SITJOZL,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X
SITZLJO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
SITZLOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SITZJLO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
SITZJOL,O,O,O,O,O,X,X,X,O,O,X,O,O,X,X
SITZOLJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SITZOJL,O,O,O,O,O,X,X,X,O,O,O,O,O,O,X
SITOLJZ,O,O,O,O,O,O,X,X,O,O,O,O,O,O,X
SITOLZJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SITOJLZ,O,O,O,O,O,X,X,X,O,O,O,O,X,O,X
SITOJZL,O,O,O,O,O,X,X,X,O,O,O,O,X,O,X
SITOZLJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SITOZJL,O,O,O,O,O,X,X,X,O,O,O,O,O,O,X
SILTJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O
SILTJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O
SILTZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
SILTZOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SILTOJZ,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O
SILTOZJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SILJTZO,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O
SILJTOZ,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O
SILJZTO,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O
SILJZOT,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O
SILJOTZ,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O
SILJOZT,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O
SILZTJO,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SILZTOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SILZJTO,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SILZJOT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SILZOTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
SILZOJT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SILOTJZ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O
SILOTZJ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
SILOJTZ,O,O,O,O,O,O,O,X,O,X,O,O,O,O,O
SILOJZT,O,O,O,O,O,O,O,X,X,X,O,O,X,O,O
SILOZTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
SILOZJT,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
SIJTLZO,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O
SIJTLOZ,O,O,O,O,O,O,O,X,X,O,X,O,O,X,O
SIJTZLO,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O
SIJTZOL,O,O,O,O,O,X,X,X,O,O,X,O,O,X,O
SIJTOLZ,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X
SIJTOZL,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X
SIJLTZO,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O
SIJLTOZ,O,O,O,O,O,O,O,X,X,O,X,O,O,X,O
SIJLZTO,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O
SIJLZOT,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O
SIJLOTZ,O,O,O,O,O,O,O,X,X,O,X,O,O,X,O
SIJLOZT,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O
SIJZTLO,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O
SIJZTOL,O,O,O,O,O,X,X,X,X,O,X,O,X,X,O
SIJZLTO,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O
SIJZLOT,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O
SIJZOTL,O,O,O,O,O,X,X,X,X,O,X,O,X,X,O
SIJZOLT,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O
SIJOTLZ,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X
SIJOTZL,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X
SIJOLTZ,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X
SIJOLZT,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X
SIJOZTL,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X
SIJOZLT,O,O,O,O,O,X,O,X,X,O,X,O,X,X,X
SIZTLJO,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SIZTLOJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SIZTJLO,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
SIZTJOL,O,O,O,O,O,X,X,X,O,O,O,O,O,X,X
SIZTOLJ,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X
SIZTOJL,O,O,O,O,O,X,X,X,O,O,O,O,O,O,X
SIZLTJO,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SIZLTOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SIZLJTO,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SIZLJOT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SIZLOTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
SIZLOJT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SIZJTLO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
SIZJTOL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
SIZJLTO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
SIZJLOT,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
SIZJOTL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
SIZOTLJ,O,O,O,O,O,O,X,X,O,X,O,O,X,O,X
SIZOTJL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
SIZOLTJ,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
SIZOLJT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SIZOJTL,O,O,O,O,O,X,X,X,O,O,O,O,X,O,X
SIZOJLT,O,O,O,O,O,X,X,X,X,O,O,O,X,O,X
SIOTLJZ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
SIOTLZJ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
SIOTJLZ,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
SIOTJZL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
SIOTZLJ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
SIOTZJL,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X
SIOLTJZ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
SIOLTZJ,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X
SIOLJTZ,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X
SIOLJZT,O,O,O,O,O,O,O,X,X,X,O,O,X,O,X
SIOLZTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
SIOLZJT,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
SIOJTLZ,O,O,O,O,O,X,O,X,O,X,O,O,X,O,X
SIOJTZL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
SIOJLTZ,O,O,O,O,O,X,O,X,O,X,O,O,X,O,X
SIOJLZT,O,O,O,O,O,X,O,X,X,X,O,O,X,O,X
SIOJZTL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
SIOJZLT,O,O,O,O,O,X,O,X,X,X,O,O,X,O,X
SIOZTLJ,O,O,O,O,O,O,X,X,O,X,O,O,X,O,X
SIOZTJL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
SIOZLTJ,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
SIOZLJT,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
SIOZJTL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
SIOZJLT,O,O,O,O,O,X,X,X,X,X,O,O,X,O,X
SLTIJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
SLTIJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,X
SLTIZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
SLTIZOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SLTIOJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,X
SLTIOZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SLTJIZO,O,O,O,O,O,X,X,O,X,O,X,O,O,O,X
SLTJIOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,O,X
SLTJZIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
SLTJZOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
SLTJOIZ,O,O,X,X,X,X,O,X,X,O,O,O,O,O,X
SLTJOZI,O,X,X,X,X,X,X,X,X,O,O,O,O,O,X
SLTZIJO,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X
SLTZIOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X
SLTZJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
SLTZJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
SLTZOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,O,X
SLTZOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
SLTOIJZ,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X
SLTOIZJ,O,X,X,O,X,O,X,O,X,O,O,X,O,O,X
SLTOJIZ,O,X,X,X,X,X,O,X,X,O,O,X,O,O,X
SLTOJZI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
SLTOZIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,O,X
SLTOZJI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
SLITJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O
SLITJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O
SLITZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,O,X
SLITZOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SLITOJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O
SLITOZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SLIJTZO,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O
SLIJTOZ,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O
SLIJZTO,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O
SLIJZOT,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O
SLIJOTZ,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O
SLIJOZT,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O
SLIZTJO,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SLIZTOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SLIZJTO,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SLIZJOT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SLIZOTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
SLIZOJT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SLIOTJZ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,O
SLIOTZJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
SLIOJTZ,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O
SLIOJZT,O,O,O,O,O,O,O,X,X,X,O,O,X,O,O
SLIOZTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
SLIOZJT,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X
SLJTIZO,O,O,O,O,O,X,X,O,X,O,X,O,O,O,X
SLJTIOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,O,X
SLJTZIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
SLJTZOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
SLJTOIZ,O,O,X,X,X,X,O,X,X,O,O,O,O,O,X
SLJTOZI,O,X,X,X,X,X,X,X,X,O,O,O,O,O,X
SLJITZO,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O
SLJITOZ,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O
SLJIZTO,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O
SLJIZOT,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O
SLJIOTZ,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O
SLJIOZT,O,O,O,O,O,O,O,X,X,O,X,O,X,O,O
SLJZTIO,O,O,O,X,X,X,X,O,X,O,O,O,X,X,O
SLJZTOI,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O
SLJZITO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O
SLJZIOT,O,O,O,O,O,O,O,X,X,O,O,O,X,X,O
SLJZOTI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,O
SLJZOIT,X,X,O,X,X,O,O,X,X,O,O,O,X,X,O
SLJOTIZ,X,O,X,X,X,X,O,X,X,O,O,O,O,O,X
SLJOTZI,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X
SLJOITZ,X,O,O,X,O,O,O,X,X,O,O,O,O,O,O
SLJOIZT,X,O,O,X,O,O,O,X,X,O,O,O,X,O,O
SLJOZTI,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O
SLJOZIT,X,X,O,X,X,O,O,X,X,O,O,O,X,O,O
SLZTIJO,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X
SLZTIOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X
SLZTJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
SLZTJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
SLZTOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,O,X
SLZTOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X
SLZITJO,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SLZITOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X
SLZIJTO,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SLZIJOT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SLZIOTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X
SLZIOJT,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X
SLZJTIO,O,O,O,X,X,X,X,O,X,O,O,O,O,X,X
SLZJTOI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
SLZJITO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
SLZJIOT,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X
SLZJOTI,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
SLZJOIT,X,X,O,X,X,O,O,X,X,O,O,O,X,X,X
SLZOTIJ,X,X,X,X,X,O,X,O,X,O,O,X,O,O,X
SLZOTJI,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X
SLZOITJ,X,X,O,O,O,O,X,X,X,X,O,X,O,O,X
SLZOIJT,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X
SLZOJTI,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X
SLZOJIT,X,X,O,X,X,O,O,X,X,O,O,X,X,O,X
SLOTIJZ,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X
SLOTIZJ,X,X,X,O,X,O,X,O,X,O,O,X,O,O,X
SLOTJIZ,X,X,X,X,X,X,O,X,X,O,O,X,O,O,X
SLOTJZI,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X
SLOTZIJ,X,X,X,X,X,O,X,O,X,O,O,X,O,O,X
SLOTZJI,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X
