sequence,v115@DhB8IeB8GeC8FeE8Jex/IvhF0hB6oBOpBllBzpBXrB,v115@DhB8IeB8GeC8FeE8JeOEJvhFXgB0hB6oB1uBxqBzqB,v115@DhB8IeB8GeC8FeE8Je/EJvhFFgB0hB6oB2uBxqBzqB,v115@DhB8IeB8GeC8FeE8Jex/IvhF6oBOpB0lBlmBzpBXrB,v115@DhB8IeB8GeC8FeE8JexAJvhF6oBOpBXlBlmBzqB0pB,v115@DhB8IeB8GeC8FeE8JecEJvhFxgB6oBXlBlmBzqB2uB,v115@DhB8IeB8GeC8FeE8Jex/IvhF0hB6oBllBmpBXrBTpB,v115@DhB8IeB8GeC8FeE8Jex/IvhF6oB0lBlmBmpBTpBXrB
JTZSILO,O,O,O,X,X,X,O,X
JTZSIOL,O,O,O,X,X,X,O,X
JTZSLIO,O,O,O,X,X,X,O,X
JTZSLOI,O,O,O,X,X,X,O,O
JTZSOIL,O,X,X,X,X,X,O,X
JTZSOLI,O,O,O,X,X,X,O,X
JTZOILS,O,O,X,O,X,X,X,X
JTZOISL,O,O,X,O,X,X,X,X
JTZOLIS,O,O,X,O,X,X,X,O
JTZOLSI,O,O,X,O,O,X,X,O
JTZOSIL,O,X,X,O,O,X,X,X
JTZOSLI,O,O,X,O,O,X,X,X
JTOILSZ,O,O,X,X,O,O,X,X
JTOILZS,O,O,X,O,X,X,X,X
JTOISLZ,O,O,X,X,O,O,X,X
JTOISZL,O,O,X,X,O,O,X,X
JTOIZLS,O,O,X,O,X,X,X,X
JTOIZSL,O,O,X,O,X,X,X,X
JTOLISZ,O,O,X,X,O,O,X,X
JTOLIZS,O,O,X,O,X,X,X,X
JTOLSIZ,O,O,X,X,O,O,X,X
JTOLSZI,O,O,X,O,O,O,X,X
JTOLZIS,O,O,X,O,X,X,X,O
JTOLZSI,O,O,X,O,O,X,X,O
JTOSILZ,O,O,X,X,O,O,X,X
JTOSIZL,O,O,X,X,O,O,X,X
JTOSLIZ,O,O,X,X,O,O,X,X
JTOSLZI,O,O,X,O,O,O,X,X
JTOSZIL,O,X,X,O,O,O,X,X
JTOSZLI,O,O,X,O,O,O,X,X
JTOZILS,O,O,X,O,X,X,X,X
JTOZISL,O,O,X,O,X,X,X,X
JTOZLIS,O,O,X,O,X,X,X,O
JTOZLSI,O,O,X,O,O,X,X,O
JTOZSIL,O,X,X,O,O,X,X,X
JTOZSLI,O,O,X,O,O,X,X,X
JITLSZO,O,O,O,X,X,X,X,X
JITLSOZ,O,O,O,X,X,X,X,X
JITLZSO,O,O,O,X,X,X,X,X
JITLZOS,O,O,X,X,X,X,X,O
JITLOSZ,O,O,X,X,O,X,X,X
JITLOZS,O,O,X,O,X,X,X,X
JITSLZO,O,O,O,X,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,X
JITSOLZ,O,O,O,X,X,X,X,X
JITSOZL,O,O,O,X,X,X,X,X
JITZLSO,O,O,O,X,X,X,X,X
JITZLOS,O,O,X,X,X,X,X,O
JITZSLO,X,O,O,X,X,X,X,X
JITZSOL,X,O,O,X,X,X,X,X
JITZOLS,X,O,X,X,X,X,X,X
JITZOSL,X,O,X,X,X,X,X,X
JITOLSZ,O,O,X,X,O,X,X,X
JITOLZS,O,O,X,O,X,X,X,X
JITOSLZ,O,O,X,X,O,X,X,X
JITOSZL,O,O,X,X,O,X,X,X
JITOZLS,O,O,X,O,X,X,X,X
JITOZSL,O,O,X,O,X,X,X,X
JILTSZO,O,O,O,X,X,X,X,X
JILTSOZ,O,O,O,X,X,X,X,X
JILTZSO,O,O,O,X,X,X,X,X
JILTZOS,O,O,X,X,X,X,X,O
JILTOSZ,O,O,X,X,O,X,X,X
JILTOZS,O,O,X,O,X,X,X,X
JILSTZO,O,X,O,X,X,X,O,X
JILSTOZ,O,X,O,X,X,X,O,X
JILSZTO,O,X,O,X,X,X,O,X
JILSZOT,O,X,O,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,X,X
JILSOZT,O,X,O,O,X,X,X,X
JILZTSO,O,O,O,X,X,X,X,X
JILZTOS,O,O,X,X,X,X,X,O
JILZSTO,O,X,O,X,X,X,O,X
JILZSOT,O,X,O,X,X,X,X,X
JILZOTS,O,X,X,O,X,X,X,X
JILZOST,O,X,O,O,X,X,X,X
JILOTSZ,O,X,X,X,O,X,X,X
JILOTZS,O,X,X,O,X,X,X,X
JILOSTZ,O,X,O,X,O,X,X,X
JILOSZT,O,X,O,O,X,X,X,X
JILOZTS,O,X,X,O,X,X,X,X
JILOZST,O,X,O,O,X,X,X,X
JISTLZO,O,X,O,X,X,X,O,X
JISTLOZ,O,X,O,X,X,X,O,X
JISTZLO,O,X,O,X,X,X,O,X
JISTZOL,O,X,O,X,X,X,O,X
JISTOLZ,O,X,O,X,X,X,O,X
JISTOZL,O,X,O,X,X,X,O,X
JISLTZO,O,X,O,X,X,X,O,X
JISLTOZ,O,X,O,X,X,X,O,X
JISLZTO,O,X,O,X,X,X,O,X
JISLZOT,O,X,O,X,X,X,X,X
JISLOTZ,O,X,O,X,X,X,X,X
JISLOZT,O,X,O,O,X,X,X,X
JISZTLO,O,X,O,X,X,X,O,X
JISZTOL,O,X,O,X,X,X,O,X
JISZLTO,O,X,O,X,X,X,O,X
JISZLOT,O,X,O,X,X,X,X,X
JISZOTL,X,X,O,X,X,X,X,X
JISZOLT,O,X,O,X,X,X,X,X
JISOTLZ,O,X,O,X,X,X,X,X
JISOTZL,O,X,O,X,X,X,X,X
JISOLTZ,O,X,O,X,X,X,X,X
JISOLZT,O,X,O,O,X,X,X,X
JISOZTL,O,X,O,O,X,X,X,X
JISOZLT,O,X,O,O,X,X,X,X
JIZTLSO,O,O,O,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,X,O
JIZTSLO,X,O,O,X,X,X,X,X
JIZTSOL,X,O,O,X,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,X
JIZTOSL,X,O,X,X,X,X,X,X
JIZLTSO,O,O,O,X,X,X,X,X
JIZLTOS,O,O,X,X,X,X,X,O
JIZLSTO,O,X,O,X,X,X,O,X
JIZLSOT,O,X,O,X,X,X,X,X
JIZLOTS,O,X,X,O,X,X,X,X
JIZLOST,O,X,O,O,X,X,X,X
JIZSTLO,O,X,O,X,X,X,O,X
JIZSTOL,O,X,O,X,X,X,O,X
JIZSLTO,O,X,O,X,X,X,O,X
JIZSLOT,O,X,O,X,X,X,X,X
JIZSOTL,X,X,O,X,X,X,X,X
JIZSOLT,O,X,O,X,X,X,X,X
JIZOTLS,O,X,X,O,X,X,X,X
JIZOTSL,O,X,X,O,X,X,X,X
JIZOLTS,O,X,X,O,X,X,X,X
JIZOLST,O,X,O,O,X,X,X,X
JIZOSTL,O,X,O,O,X,X,X,X
JIZOSLT,O,X,O,O,X,X,X,X
JIOTLSZ,O,X,X,X,O,X,X,X
JIOTLZS,O,X,X,O,X,X,X,X
JIOTSLZ,O,X,X,X,O,X,X,X
JIOTSZL,O,X,X,X,O,X,X,X
JIOTZLS,O,X,X,O,X,X,X,X
JIOTZSL,O,X,X,O,X,X,X,X
JIOLTSZ,O,X,X,X,O,X,X,X
JIOLTZS,O,X,X,O,X,X,X,X
JIOLSTZ,O,X,O,X,O,X,X,X
JIOLSZT,O,X,O,O,X,X,X,X
JIOLZTS,O,X,X,O,X,X,X,X
JIOLZST,O,X,O,O,X,X,X,X
JIOSTLZ,O,X,O,X,O,X,X,X
JIOSTZL,O,X,O,X,O,X,X,X
JIOSLTZ,O,X,O,X,O,X,X,X
JIOSLZT,O,X,O,O,X,X,X,X
JIOSZTL,O,X,O,O,X,X,X,X
JIOSZLT,O,X,O,O,X,X,X,X
JIOZTLS,O,X,X,O,X,X,X,X
JIOZTSL,O,X,X,O,X,X,X,X
JIOZLTS,O,X,X,O,X,X,X,X
JIOZLST,O,X,O,O,X,X,X,X
JIOZSTL,O,X,O,O,X,X,X,X
JIOZSLT,O,X,O,O,X,X,X,X
JLTISZO,O,O,O,X,X,X,X,X
JLTISOZ,O,O,O,X,X,X,X,X
JLTIZSO,O,O,O,X,X,X,X,X
JLTIZOS,O,O,X,X,X,X,X,O
JLTIOSZ,O,O,X,X,O,O,X,X
JLTIOZS,O,O,X,O,X,X,X,X
JLTSIZO,O,O,O,X,X,X,O,X
JLTSIOZ,O,O,O,X,X,X,O,X
JLTSZIO,O,O,O,X,X,X,O,X
JLTSZOI,O,O,O,X,X,X,O,O
JLTSOIZ,O,O,O,X,O,X,O,X
JLTSOZI,O,O,O,O,O,X,O,X
JLTZISO,O,O,O,X,X,X,X,X
JLTZIOS,O,O,X,X,X,X,X,O
JLTZSIO,O,O,O,X,X,X,O,X
JLTZSOI,O,O,O,X,X,X,O,O
JLTZOIS,O,O,X,O,X,X,X,O
JLTZOSI,O,O,X,O,O,X,X,O
JLTOISZ,O,O,X,X,O,O,X,X
JLTOIZS,O,O,X,O,X,X,X,X
JLTOSIZ,O,O,X,X,O,O,X,X
JLTOSZI,O,O,X,O,O,O,X,X
JLTOZIS,O,O,X,O,X,X,X,O
JLTOZSI,O,O,X,O,O,X,X,O
JLITSZO,O,O,O,X,X,X,X,X
JLITSOZ,O,O,O,X,X,X,X,X
JLITZSO,O,O,O,X,X,X,X,X
JLITZOS,O,O,X,X,X,X,X,O
JLITOSZ,O,O,X,X,O,X,X,X
JLITOZS,O,O,X,O,X,X,X,X
JLISTZO,O,X,O,X,X,X,O,X
JLISTOZ,O,X,O,X,X,X,O,X
JLISZTO,O,X,O,X,X,X,O,X
JLISZOT,O,X,O,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,X,X
JLISOZT,O,X,O,O,X,X,X,X
JLIZTSO,O,O,O,X,X,X,X,X
JLIZTOS,O,O,X,X,X,X,X,O
JLIZSTO,O,X,O,X,X,X,O,X
JLIZSOT,O,X,O,X,X,X,X,X
JLIZOTS,O,X,X,O,X,X,X,X
JLIZOST,O,X,O,O,X,X,X,X
JLIOTSZ,O,X,X,X,O,X,X,X
JLIOTZS,O,X,X,O,X,X,X,X
JLIOSTZ,O,X,O,X,O,X,X,X
JLIOSZT,O,X,O,O,X,X,X,X
JLIOZTS,O,X,X,O,X,X,X,X
JLIOZST,O,X,O,O,X,X,X,X
JLSTIZO,O,X,O,X,X,X,O,X
JLSTIOZ,O,X,O,X,X,X,O,X
JLSTZIO,O,X,O,X,X,X,O,X
JLSTZOI,O,X,O,X,X,X,O,O
JLSTOIZ,O,X,O,X,O,X,O,X
JLSTOZI,O,X,O,O,O,X,O,X
JLSITZO,O,X,O,X,X,X,O,X
JLSITOZ,O,X,O,X,X,X,O,X
JLSIZTO,O,X,O,X,X,X,O,X
JLSIZOT,O,X,O,X,X,X,X,X
JLSIOTZ,O,X,O,X,X,X,X,X
JLSIOZT,O,X,O,O,X,X,X,X
JLSZTIO,O,X,O,X,X,X,O,X
JLSZTOI,O,X,O,X,X,X,O,O
JLSZITO,O,X,O,X,X,X,O,X
JLSZIOT,O,X,O,X,X,X,X,X
JLSZOTI,O,X,O,X,X,X,O,X
JLSZOIT,O,X,O,X,X,X,X,X
JLSOTIZ,O,X,O,X,O,X,O,X
JLSOTZI,O,X,O,O,O,X,O,X
JLSOITZ,O,X,O,X,O,X,X,X
JLSOIZT,O,X,O,O,X,X,X,X
JLSOZTI,O,X,O,O,O,X,O,X
JLSOZIT,O,X,O,O,X,X,X,X
JLZTISO,O,O,O,X,X,X,X,X
JLZTIOS,O,O,X,X,X,X,X,O
JLZTSIO,O,O,O,X,X,X,O,X
JLZTSOI,O,O,O,X,X,X,O,O
JLZTOIS,O,O,X,O,X,X,X,O
JLZTOSI,O,O,X,O,O,X,X,O
JLZITSO,O,O,O,X,X,X,X,X
JLZITOS,O,O,X,X,X,X,X,O
JLZISTO,O,X,O,X,X,X,O,X
JLZISOT,O,X,O,X,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,X
JLZIOST,O,X,O,O,X,X,X,X
JLZSTIO,O,X,O,X,X,X,O,X
JLZSTOI,O,X,O,X,X,X,O,O
JLZSITO,O,X,O,X,X,X,O,X
JLZSIOT,O,X,O,X,X,X,X,X
JLZSOTI,O,X,O,X,X,X,O,X
JLZSOIT,O,X,O,X,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,O
JLZOTSI,O,X,X,O,O,X,X,O
JLZOITS,O,X,X,O,X,X,X,X
JLZOIST,O,X,O,O,X,X,X,X
JLZOSTI,O,X,O,O,O,X,O,X
JLZOSIT,O,X,O,O,X,X,X,X
JLOTISZ,O,X,X,X,O,O,X,X
JLOTIZS,O,X,X,O,X,X,X,X
JLOTSIZ,O,X,X,X,O,O,X,X
JLOTSZI,O,X,X,O,O,O,X,X
JLOTZIS,O,X,X,O,X,X,X,O
JLOTZSI,O,X,X,O,O,X,X,O
JLOITSZ,O,X,X,X,O,X,X,X
JLOITZS,O,X,X,O,X,X,X,X
JLOISTZ,O,X,O,X,O,X,X,X
JLOISZT,O,X,O,O,X,X,X,X
JLOIZTS,O,X,X,O,X,X,X,X
JLOIZST,O,X,O,O,X,X,X,X
JLOSTIZ,O,X,O,X,O,O,O,X
JLOSTZI,O,X,O,O,O,O,O,X
JLOSITZ,O,X,O,X,O,X,X,X
JLOSIZT,O,X,O,O,X,X,X,X
JLOSZTI,O,X,O,O,O,O,O,X
JLOSZIT,O,X,O,O,X,X,X,X
JLOZTIS,O,X,X,O,X,X,X,O
JLOZTSI,O,X,X,O,O,X,X,O
JLOZITS,O,X,X,O,X,X,X,X
JLOZIST,O,X,O,O,X,X,X,X
JLOZSTI,O,X,O,O,O,X,O,X
JLOZSIT,O,X,O,O,X,X,X,X
JSTILZO,O,X,O,X,X,X,O,X
JSTILOZ,O,X,O,X,X,X,O,X
JSTIZLO,O,X,O,X,X,X,O,X
JSTIZOL,O,X,O,X,X,X,O,X
JSTIOLZ,O,X,O,X,X,X,O,X
JSTIOZL,O,X,O,X,X,X,O,X
JSTLIZO,O,X,O,X,X,X,O,X
JSTLIOZ,O,X,O,X,X,X,O,X
JSTLZIO,O,X,O,X,X,X,O,X
JSTLZOI,O,X,O,X,X,X,O,O
JSTLOIZ,O,X,O,X,O,X,O,X
JSTLOZI,O,X,O,O,O,X,O,X
JSTZILO,O,X,O,X,X,X,O,X
JSTZIOL,O,X,O,X,X,X,O,X
JSTZLIO,O,X,O,X,X,X,O,X
JSTZLOI,O,X,O,X,X,X,O,O
JSTZOIL,O,X,X,X,X,X,O,X
JSTZOLI,O,X,O,X,X,X,O,X
JSTOILZ,O,X,O,X,O,X,O,X
JSTOIZL,O,X,O,X,O,X,O,X
JSTOLIZ,O,X,O,X,O,X,O,X
JSTOLZI,O,X,O,O,O,X,O,X
JSTOZIL,O,X,X,O,O,X,O,X
JSTOZLI,O,X,O,O,O,X,O,X
JSITLZO,O,X,O,X,X,X,O,X
JSITLOZ,O,X,O,X,X,X,O,X
JSITZLO,O,X,O,X,X,X,O,X
JSITZOL,O,X,O,X,X,X,O,X
JSITOLZ,O,X,O,X,X,X,O,X
JSITOZL,O,X,O,X,X,X,O,X
JSILTZO,O,X,O,X,X,X,O,X
JSILTOZ,O,X,O,X,X,X,O,X
JSILZTO,O,X,O,X,X,X,O,X
JSILZOT,O,X,O,X,X,X,X,X
JSILOTZ,O,X,O,X,X,X,X,X
JSILOZT,O,X,O,O,X,X,X,X
JSIZTLO,O,X,O,X,X,X,O,X
JSIZTOL,O,X,O,X,X,X,O,X
JSIZLTO,O,X,O,X,X,X,O,X
JSIZLOT,O,X,O,X,X,X,X,X
JSIZOTL,X,X,O,X,X,X,X,X
JSIZOLT,O,X,O,X,X,X,X,X
JSIOTLZ,O,X,O,X,X,X,X,X
JSIOTZL,O,X,O,X,X,X,X,X
JSIOLTZ,O,X,O,X,X,X,X,X
JSIOLZT,O,X,O,O,X,X,X,X
JSIOZTL,O,X,O,O,X,X,X,X
JSIOZLT,O,X,O,O,X,X,X,X
JSLTIZO,O,X,O,X,X,X,O,X
JSLTIOZ,O,X,O,X,X,X,O,X
JSLTZIO,O,X,O,X,X,X,O,X
JSLTZOI,O,X,O,X,X,X,O,O
JSLTOIZ,O,X,O,X,O,X,O,X
JSLTOZI,O,X,O,O,O,X,O,X
JSLITZO,O,X,O,X,X,X,O,X
JSLITOZ,O,X,O,X,X,X,O,X
JSLIZTO,O,X,O,X,X,X,O,X
JSLIZOT,O,X,O,X,X,X,X,X
JSLIOTZ,O,X,O,X,X,X,X,X
JSLIOZT,O,X,O,O,X,X,X,X
JSLZTIO,O,X,O,X,X,X,O,X
JSLZTOI,O,X,O,X,X,X,O,O
JSLZITO,O,X,O,X,X,X,O,X
JSLZIOT,O,X,O,X,X,X,X,X
JSLZOTI,O,X,O,X,X,X,O,X
JSLZOIT,O,X,O,X,X,X,X,X
JSLOTIZ,O,X,O,X,O,X,O,X
JSLOTZI,O,X,O,O,O,X,O,X
JSLOITZ,O,X,O,X,O,X,X,X
JSLOIZT,O,X,O,O,X,X,X,X
JSLOZTI,O,X,O,O,O,X,O,X
JSLOZIT,O,X,O,O,X,X,X,X
JSZTILO,O,X,O,X,X,X,O,X
JSZTIOL,O,X,O,X,X,X,O,X
JSZTLIO,O,X,O,X,X,X,O,X
JSZTLOI,O,X,O,X,X,X,O,O
JSZTOIL,O,X,X,X,X,X,O,X
JSZTOLI,O,X,O,X,X,X,O,X
JSZITLO,O,X,O,X,X,X,O,X
JSZITOL,O,X,O,X,X,X,O,X
JSZILTO,O,X,O,X,X,X,O,X
JSZILOT,O,X,O,X,X,X,X,X
JSZIOTL,X,X,O,X,X,X,X,X
JSZIOLT,O,X,O,X,X,X,X,X
JSZLTIO,O,X,O,X,X,X,O,X
JSZLTOI,O,X,O,X,X,X,O,O
JSZLITO,O,X,O,X,X,X,O,X
JSZLIOT,O,X,O,X,X,X,X,X
JSZLOTI,O,X,O,X,X,X,O,X
JSZLOIT,O,X,O,X,X,X,X,X
JSZOTIL,O,X,X,X,X,X,O,X
JSZOTLI,O,X,O,X,X,X,O,X
JSZOITL,O,X,O,X,X,X,X,X
JSZOILT,O,X,O,X,X,X,X,X
JSZOLTI,O,X,O,X,X,X,O,X
JSZOLIT,O,X,O,X,X,X,X,X
JSOTILZ,O,X,O,X,O,X,O,X
JSOTIZL,O,X,O,X,O,X,O,X
JSOTLIZ,O,X,O,X,O,X,O,X
JSOTLZI,O,X,O,O,O,X,O,X
JSOTZIL,O,X,X,O,O,X,O,X
JSOTZLI,O,X,O,O,O,X,O,X
JSOITLZ,O,X,O,X,O,X,X,X
JSOITZL,O,X,O,X,O,X,X,X
JSOILTZ,O,X,O,X,O,X,X,X
JSOILZT,O,X,O,O,X,X,X,X
JSOIZTL,O,X,O,O,X,X,X,X
JSOIZLT,O,X,O,O,X,X,X,X
JSOLTIZ,O,X,O,X,O,X,O,X
JSOLTZI,O,X,O,O,O,X,O,X
JSOLITZ,O,X,O,X,O,X,X,X
JSOLIZT,O,X,O,O,X,X,X,X
JSOLZTI,O,X,O,O,O,X,O,X
JSOLZIT,O,X,O,O,X,X,X,X
JSOZTIL,O,X,X,O,O,X,O,X
JSOZTLI,O,X,O,O,O,X,O,X
JSOZITL,O,X,O,O,X,X,X,X
JSOZILT,O,X,O,O,X,X,X,X
JSOZLTI,O,X,O,O,O,X,O,X
JSOZLIT,O,X,O,O,X,X,X,X
JZTILSO,O,O,O,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,O
JZTISLO,X,O,O,X,X,X,X,X
JZTISOL,X,O,O,X,X,X,X,X
JZTIOLS,X,O,X,X,X,X,X,X
JZTIOSL,X,O,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,O
JZTLSIO,O,O,O,X,X,X,O,X
JZTLSOI,O,O,O,X,X,X,O,O
JZTLOIS,O,O,X,O,X,X,X,O
JZTLOSI,O,O,X,O,O,X,X,O
JZTSILO,O,O,O,X,X,X,O,X
JZTSIOL,O,O,O,X,X,X,O,X
JZTSLIO,O,O,O,X,X,X,O,X
JZTSLOI,O,O,O,X,X,X,O,O
JZTSOIL,O,X,X,X,X,X,O,X
JZTSOLI,O,O,O,X,X,X,O,X
JZTOILS,O,O,X,O,X,X,X,X
JZTOISL,O,O,X,O,X,X,X,X
JZTOLIS,O,O,X,O,X,X,X,O
JZTOLSI,O,O,X,O,O,X,X,O
JZTOSIL,O,X,X,O,O,X,X,X
JZTOSLI,O,O,X,O,O,X,X,X
JZITLSO,O,O,O,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X,O
JZITSLO,X,O,O,X,X,X,X,X
JZITSOL,X,O,O,X,X,X,X,X
JZITOLS,X,O,X,X,X,X,X,X
JZITOSL,X,O,X,X,X,X,X,X
JZILTSO,O,O,O,X,X,X,X,X
JZILTOS,O,O,X,X,X,X,X,O
JZILSTO,O,X,O,X,X,X,O,X
JZILSOT,O,X,O,X,X,X,X,X
JZILOTS,O,X,X,O,X,X,X,X
JZILOST,O,X,O,O,X,X,X,X
JZISTLO,O,X,O,X,X,X,O,X
JZISTOL,O,X,O,X,X,X,O,X
JZISLTO,O,X,O,X,X,X,O,X
JZISLOT,O,X,O,X,X,X,X,X
JZISOTL,X,X,O,X,X,X,X,X
JZISOLT,O,X,O,X,X,X,X,X
JZIOTLS,O,X,X,O,X,X,X,X
JZIOTSL,O,X,X,O,X,X,X,X
JZIOLTS,O,X,X,O,X,X,X,X
JZIOLST,O,X,O,O,X,X,X,X
JZIOSTL,O,X,O,O,X,X,X,X
JZIOSLT,O,X,O,O,X,X,X,X
JZLTISO,O,O,O,X,X,X,X,X
JZLTIOS,O,O,X,X,X,X,X,O
JZLTSIO,O,O,O,X,X,X,O,X
JZLTSOI,O,O,O,X,X,X,O,O
JZLTOIS,O,O,X,O,X,X,X,O
JZLTOSI,O,O,X,O,O,X,X,O
JZLITSO,O,O,O,X,X,X,X,X
JZLITOS,O,O,X,X,X,X,X,O
JZLISTO,O,X,O,X,X,X,O,X
JZLISOT,O,X,O,X,X,X,X,X
JZLIOTS,O,X,X,O,X,X,X,X
JZLIOST,O,X,O,O,X,X,X,X
JZLSTIO,O,X,O,X,X,X,O,X
JZLSTOI,O,X,O,X,X,X,O,O
JZLSITO,O,X,O,X,X,X,O,X
JZLSIOT,O,X,O,X,X,X,X,X
JZLSOTI,O,X,O,X,X,X,O,X
JZLSOIT,O,X,O,X,X,X,X,X
JZLOTIS,O,X,X,O,X,X,X,O
JZLOTSI,O,X,X,O,O,X,X,O
JZLOITS,O,X,X,O,X,X,X,X
JZLOIST,O,X,O,O,X,X,X,X
JZLOSTI,O,X,O,O,O,X,O,X
JZLOSIT,O,X,O,O,X,X,X,X
JZSTILO,O,X,O,X,X,X,O,X
JZSTIOL,O,X,O,X,X,X,O,X
JZSTLIO,O,X,O,X,X,X,O,X
JZSTLOI,O,X,O,X,X,X,O,O
JZSTOIL,O,X,X,X,X,X,O,X
JZSTOLI,O,X,O,X,X,X,O,X
JZSITLO,O,X,O,X,X,X,O,X
JZSITOL,O,X,O,X,X,X,O,X
JZSILTO,O,X,O,X,X,X,O,X
JZSILOT,O,X,O,X,X,X,X,X
JZSIOTL,X,X,O,X,X,X,X,X
JZSIOLT,O,X,O,X,X,X,X,X
JZSLTIO,O,X,O,X,X,X,O,X
JZSLTOI,O,X,O,X,X,X,O,O
JZSLITO,O,X,O,X,X,X,O,X
JZSLIOT,O,X,O,X,X,X,X,X
JZSLOTI,O,X,O,X,X,X,O,X
JZSLOIT,O,X,O,X,X,X,X,X
JZSOTIL,O,X,X,X,X,X,O,X
JZSOTLI,O,X,O,X,X,X,O,X
JZSOITL,O,X,O,X,X,X,X,X
JZSOILT,O,X,O,X,X,X,X,X
JZSOLTI,O,X,O,X,X,X,O,X
JZSOLIT,O,X,O,X,X,X,X,X
JZOTILS,O,X,X,O,X,X,X,X
JZOTISL,O,X,X,O,X,X,X,X
JZOTLIS,O,X,X,O,X,X,X,O
JZOTLSI,O,X,X,O,O,X,X,O
JZOTSIL,O,X,X,O,O,X,X,X
JZOTSLI,O,X,X,O,O,X,X,X
JZOITLS,O,X,X,O,X,X,X,X
JZOITSL,O,X,X,O,X,X,X,X
JZOILTS,O,X,X,O,X,X,X,X
JZOILST,O,X,O,O,X,X,X,X
JZOISTL,O,X,O,O,X,X,X,X
JZOISLT,O,X,O,O,X,X,X,X
JZOLTIS,O,X,X,O,X,X,X,O
JZOLTSI,O,X,X,O,O,X,X,O
JZOLITS,O,X,X,O,X,X,X,X
JZOLIST,O,X,O,O,X,X,X,X
JZOLSTI,O,X,O,O,O,X,O,X
JZOLSIT,O,X,O,O,X,X,X,X
JZOSTIL,O,X,X,O,O,X,O,X
JZOSTLI,O,X,O,O,O,X,O,X
JZOSITL,O,X,O,O,X,X,X,X
JZOSILT,O,X,O,O,X,X,X,X
JZOSLTI,O,X,O,O,O,X,O,X
JZOSLIT,O,X,O,O,X,X,X,X
JOTILSZ,O,X,X,X,O,O,X,X
JOTILZS,O,X,X,O,X,X,X,X
JOTISLZ,O,X,X,X,O,O,X,X
JOTISZL,O,X,X,X,O,O,X,X
JOTIZLS,O,X,X,O,X,X,X,X
JOTIZSL,O,X,X,O,X,X,X,X
JOTLISZ,O,X,X,X,O,O,X,X
JOTLIZS,O,X,X,O,X,X,X,X
JOTLSIZ,O,X,X,X,O,O,X,X
JOTLSZI,O,X,X,O,O,O,X,X
JOTLZIS,O,X,X,O,X,X,X,O
JOTLZSI,O,X,X,O,O,X,X,O
JOTSILZ,O,X,X,X,O,O,X,X
JOTSIZL,O,X,X,X,O,O,X,X
JOTSLIZ,O,X,X,X,O,O,X,X
JOTSLZI,O,X,X,O,O,O,X,X
JOTSZIL,O,X,X,O,O,O,X,X
JOTSZLI,O,X,X,O,O,O,X,X
JOTZILS,O,X,X,O,X,X,X,X
JOTZISL,O,X,X,O,X,X,X,X
JOTZLIS,O,X,X,O,X,X,X,O
JOTZLSI,O,X,X,O,O,X,X,O
JOTZSIL,O,X,X,O,O,X,X,X
JOTZSLI,O,X,X,O,O,X,X,X
JOITLSZ,O,X,X,X,O,X,X,X
JOITLZS,O,X,X,O,X,X,X,X
JOITSLZ,O,X,X,X,O,X,X,X
JOITSZL,O,X,X,X,O,X,X,X
JOITZLS,O,X,X,O,X,X,X,X
JOITZSL,O,X,X,O,X,X,X,X
JOILTSZ,O,X,X,X,O,X,X,X
JOILTZS,O,X,X,O,X,X,X,X
JOILSTZ,O,X,O,X,O,X,X,X
JOILSZT,O,X,O,O,X,X,X,X
JOILZTS,O,X,X,O,X,X,X,X
JOILZST,O,X,O,O,X,X,X,X
JOISTLZ,O,X,O,X,O,X,X,X
JOISTZL,O,X,O,X,O,X,X,X
JOISLTZ,O,X,O,X,O,X,X,X
JOISLZT,O,X,O,O,X,X,X,X
JOISZTL,O,X,O,O,X,X,X,X
JOISZLT,O,X,O,O,X,X,X,X
JOIZTLS,O,X,X,O,X,X,X,X
JOIZTSL,O,X,X,O,X,X,X,X
JOIZLTS,O,X,X,O,X,X,X,X
JOIZLST,O,X,O,O,X,X,X,X
JOIZSTL,O,X,O,O,X,X,X,X
JOIZSLT,O,X,O,O,X,X,X,X
JOLTISZ,O,X,X,X,O,O,X,X
JOLTIZS,O,X,X,O,X,X,X,X
JOLTSIZ,O,X,X,X,O,O,X,X
JOLTSZI,O,X,X,O,O,O,X,X
JOLTZIS,O,X,X,O,X,X,X,O
JOLTZSI,O,X,X,O,O,X,X,O
JOLITSZ,O,X,X,X,O,X,X,X
JOLITZS,O,X,X,O,X,X,X,X
JOLISTZ,O,X,O,X,O,X,X,X
JOLISZT,O,X,O,O,X,X,X,X
