sequence,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoByxB8nBOn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoBetBMsBii?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxBKnBUoBGj?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxB2sB0iB6o?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB2xBknB6tBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBKsBEtBGoBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB0sBmnBpoBFl?BisB
JLSTZIO,X,X,X,X,O,X,X
JLSTZOI,X,X,X,X,O,X,X
JLSTOIZ,X,X,X,X,X,X,X
JLSTOZI,X,X,X,X,O,X,X
JLSITZO,X,X,X,X,X,X,X
JLSITOZ,X,X,X,X,X,X,X
JLSIZTO,O,O,X,X,O,X,X
JLSIZOT,O,O,X,X,O,X,X
JLSIOTZ,X,X,X,X,X,X,X
JLSIOZT,O,O,X,X,O,X,X
JLSZTIO,O,O,X,X,O,O,X
JLSZTOI,O,O,X,X,O,O,X
JLSZITO,O,O,X,X,O,O,X
JLSZIOT,O,O,X,X,O,O,X
JLSZOTI,O,O,X,X,O,O,X
JLSZOIT,O,O,X,X,O,O,X
JLSOTIZ,X,X,X,X,X,X,X
JLSOTZI,X,X,X,X,O,X,X
JLSOITZ,X,X,X,X,X,X,X
JLSOIZT,O,O,X,X,O,X,X
JLSOZTI,O,O,X,X,O,O,X
JLSOZIT,O,O,X,X,O,O,X
JLZTISO,O,O,X,X,O,O,X
JLZTIOS,O,O,X,X,O,O,X
JLZTSIO,O,O,X,X,O,O,X
JLZTSOI,O,O,X,X,O,O,X
JLZTOIS,O,O,X,X,O,O,X
JLZTOSI,O,O,X,X,O,O,X
JLZITSO,O,O,X,X,O,O,X
JLZITOS,O,O,X,X,O,O,X
JLZISTO,O,O,X,X,O,O,X
JLZISOT,O,O,X,X,O,O,X
JLZIOTS,O,O,X,X,O,O,X
JLZIOST,O,O,X,X,O,O,X
JLZSTIO,O,O,X,X,O,O,X
JLZSTOI,O,O,X,X,O,O,X
JLZSITO,O,O,X,X,O,O,X
JLZSIOT,O,O,X,X,O,O,X
JLZSOTI,O,O,X,X,O,O,X
JLZSOIT,O,O,X,X,O,O,X
JLZOTIS,O,O,X,X,O,O,X
JLZOTSI,O,O,X,X,O,O,X
JLZOITS,O,O,X,X,O,O,X
JLZOIST,O,O,X,X,O,O,X
JLZOSTI,O,O,X,X,O,O,X
JLZOSIT,O,O,X,X,O,O,X
JLOTISZ,X,X,X,X,X,X,X
JLOTIZS,X,X,X,X,X,X,X
JLOTSIZ,X,X,X,X,X,X,X
JLOTSZI,X,X,X,X,O,X,X
JLOTZIS,X,X,X,X,O,X,X
JLOTZSI,X,X,X,X,O,X,X
JLOITSZ,X,X,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X
JLOISTZ,X,X,X,X,X,X,X
JLOISZT,O,O,X,X,O,X,X
JLOIZTS,O,O,X,X,O,X,X
JLOIZST,O,O,X,X,O,X,X
JLOSTIZ,X,X,X,X,X,X,X
JLOSTZI,X,X,X,X,O,X,X
JLOSITZ,X,X,X,X,X,X,X
JLOSIZT,O,O,X,X,O,X,X
JLOSZTI,O,O,X,X,O,O,X
JLOSZIT,O,O,X,X,O,O,X
JLOZTIS,O,O,X,X,O,O,X
JLOZTSI,O,O,X,X,O,O,X
JLOZITS,O,O,X,X,O,O,X
JLOZIST,O,O,X,X,O,O,X
JLOZSTI,O,O,X,X,O,O,X
JLOZSIT,O,O,X,X,O,O,X
JSTILZO,X,X,X,X,X,X,X
JSTILOZ,X,X,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X
JSTIOLZ,X,X,X,X,X,X,X
JSTIOZL,X,O,X,X,X,X,X
JSTLIZO,X,X,X,X,X,X,X
JSTLIOZ,X,X,X,X,X,X,X
JSTLZIO,X,X,X,X,O,X,X
JSTLZOI,X,X,X,X,O,X,X
JSTLOIZ,X,X,X,X,X,X,X
JSTLOZI,X,X,X,X,O,X,X
JSTZILO,X,O,X,X,X,X,X
JSTZIOL,X,O,X,X,X,X,X
JSTZLIO,X,O,X,X,O,X,X
JSTZLOI,X,O,X,X,O,X,X
JSTZOIL,X,O,X,X,X,X,X
JSTZOLI,X,O,X,X,O,X,X
JSTOILZ,X,X,X,X,X,X,X
JSTOIZL,X,O,X,X,X,X,X
JSTOLIZ,X,X,X,X,X,X,X
JSTOLZI,X,X,X,X,O,X,X
JSTOZIL,X,O,X,X,X,X,X
JSTOZLI,X,O,X,X,O,X,X
JSITLZO,X,X,X,O,X,X,X
JSITLOZ,X,X,X,O,X,X,X
JSITZLO,X,O,X,O,X,X,X
JSITZOL,X,O,X,O,X,X,X
JSITOLZ,X,X,X,O,X,X,X
JSITOZL,X,O,X,O,X,X,X
JSILTZO,X,X,X,O,X,X,X
JSILTOZ,X,X,X,O,X,X,X
JSILZTO,O,O,O,O,O,X,X
JSILZOT,O,O,O,O,O,X,X
JSILOTZ,X,X,X,O,X,X,X
JSILOZT,O,O,O,O,O,X,X
JSIZTLO,X,O,O,O,X,X,X
JSIZTOL,X,O,O,O,X,X,O
JSIZLTO,X,O,O,O,O,X,X
JSIZLOT,X,O,O,O,O,X,O
JSIZOTL,X,O,O,O,X,X,O
JSIZOLT,X,O,O,O,O,X,O
JSIOTLZ,X,X,X,O,X,X,X
JSIOTZL,X,O,X,O,X,X,X
JSIOLTZ,X,X,X,O,X,X,X
JSIOLZT,O,O,O,O,O,X,X
JSIOZTL,X,O,O,O,X,X,O
JSIOZLT,X,O,O,O,O,X,O
JSLTIZO,X,X,X,X,X,X,X
JSLTIOZ,X,X,X,X,X,X,X
JSLTZIO,X,X,X,X,O,X,X
JSLTZOI,X,X,X,X,O,X,X
JSLTOIZ,X,X,X,X,X,X,X
JSLTOZI,X,X,X,X,O,X,X
JSLITZO,X,X,X,X,X,X,X
JSLITOZ,X,X,X,X,X,X,X
JSLIZTO,O,O,X,X,O,X,X
JSLIZOT,O,O,X,X,O,X,X
JSLIOTZ,X,X,X,X,X,X,X
JSLIOZT,O,O,X,X,O,X,X
JSLZTIO,O,O,X,X,O,O,X
JSLZTOI,O,O,X,X,O,O,X
JSLZITO,O,O,X,X,O,O,X
JSLZIOT,O,O,X,X,O,O,X
JSLZOTI,O,O,X,X,O,O,X
JSLZOIT,O,O,X,X,O,O,X
JSLOTIZ,X,X,X,X,X,X,X
JSLOTZI,X,X,X,X,O,X,X
JSLOITZ,X,X,X,X,X,X,X
JSLOIZT,O,O,X,X,O,X,X
JSLOZTI,O,O,X,X,O,O,X
JSLOZIT,O,O,X,X,O,O,X
JSZTILO,X,O,X,X,X,X,X
JSZTIOL,X,O,X,X,X,X,O
JSZTLIO,X,O,X,X,O,X,X
JSZTLOI,X,O,X,X,O,X,X
JSZTOIL,X,O,X,X,X,X,O
JSZTOLI,X,O,X,X,O,X,X
JSZITLO,X,O,X,X,X,X,X
JSZITOL,X,O,X,X,X,X,O
JSZILTO,X,O,X,X,O,X,X
JSZILOT,X,O,X,X,O,X,O
JSZIOTL,X,O,X,X,X,X,O
JSZIOLT,X,O,X,X,O,X,O
JSZLTIO,X,O,X,X,O,X,X
JSZLTOI,X,O,X,X,O,X,X
JSZLITO,X,O,X,X,O,X,X
JSZLIOT,X,O,X,X,O,X,O
JSZLOTI,X,O,X,X,O,X,X
JSZLOIT,X,O,X,X,O,X,O
JSZOTIL,X,O,X,X,X,X,O
JSZOTLI,X,O,X,X,O,X,X
JSZOITL,X,O,X,X,X,X,O
JSZOILT,X,O,X,X,O,X,O
JSZOLTI,X,O,X,X,O,X,X
JSZOLIT,X,O,X,X,O,X,O
JSOTILZ,X,X,X,X,X,X,X
JSOTIZL,X,O,X,X,X,X,X
JSOTLIZ,X,X,X,X,X,X,X
JSOTLZI,X,X,X,X,O,X,X
JSOTZIL,X,O,X,X,X,X,X
JSOTZLI,X,O,X,X,O,X,X
JSOITLZ,X,X,X,O,X,X,X
JSOITZL,X,O,X,O,X,X,X
JSOILTZ,X,X,X,O,X,X,X
JSOILZT,O,O,O,O,O,X,X
JSOIZTL,X,O,O,O,X,X,O
JSOIZLT,X,O,O,O,O,X,O
JSOLTIZ,X,X,X,X,X,X,X
JSOLTZI,X,X,X,X,O,X,X
JSOLITZ,X,X,X,X,X,X,X
JSOLIZT,O,O,X,X,O,X,X
JSOLZTI,O,O,X,X,O,O,X
JSOLZIT,O,O,X,X,O,O,X
JSOZTIL,X,O,X,X,X,X,O
JSOZTLI,X,O,X,X,O,X,X
JSOZITL,X,O,X,X,X,X,O
JSOZILT,X,O,X,X,O,X,O
JSOZLTI,X,O,X,X,O,X,X
JSOZLIT,X,O,X,X,O,X,O
JZTILSO,X,O,X,X,X,X,X
JZTILOS,X,O,X,X,X,X,X
JZTISLO,X,O,X,X,X,X,X
JZTISOL,X,O,X,X,X,X,O
JZTIOLS,X,O,X,X,X,X,X
JZTIOSL,X,O,X,X,X,X,O
JZTLISO,X,O,X,X,O,O,X
JZTLIOS,X,O,X,X,O,O,X
JZTLSIO,X,O,X,X,O,O,X
JZTLSOI,X,O,X,X,O,O,X
JZTLOIS,X,O,X,X,O,O,X
JZTLOSI,X,O,X,X,O,O,X
JZTSILO,X,O,X,X,X,X,X
JZTSIOL,X,O,X,X,X,X,O
JZTSLIO,X,O,X,X,O,X,X
JZTSLOI,X,O,X,X,O,X,X
JZTSOIL,X,O,X,X,X,X,O
JZTSOLI,X,O,X,X,O,X,X
JZTOILS,X,O,X,X,X,X,X
JZTOISL,X,O,X,X,X,X,O
JZTOLIS,X,O,X,X,O,O,X
JZTOLSI,X,O,X,X,O,O,X
JZTOSIL,X,O,X,X,X,X,O
JZTOSLI,X,O,X,X,O,X,X
JZITLSO,X,O,X,X,X,X,X
JZITLOS,X,O,X,X,X,X,X
JZITSLO,X,O,X,X,X,X,X
JZITSOL,X,O,X,X,X,X,O
JZITOLS,X,O,X,X,X,X,X
JZITOSL,X,O,X,X,X,X,O
JZILTSO,X,O,X,X,O,O,X
JZILTOS,X,O,X,X,O,O,X
JZILSTO,X,O,X,X,O,O,X
JZILSOT,X,O,X,X,O,O,O
JZILOTS,X,O,X,X,O,O,X
JZILOST,X,O,X,X,O,O,O
JZISTLO,X,O,X,X,X,X,X
JZISTOL,X,O,X,X,X,X,O
JZISLTO,X,O,X,X,O,X,X
JZISLOT,X,O,X,X,O,X,O
JZISOTL,X,O,X,X,X,X,O
JZISOLT,X,O,X,X,O,X,O
JZIOTLS,X,O,X,X,X,X,X
JZIOTSL,X,O,X,X,X,X,O
JZIOLTS,X,O,X,X,O,O,X
JZIOLST,X,O,X,X,O,O,O
JZIOSTL,X,O,X,X,X,X,O
JZIOSLT,X,O,X,X,O,X,O
JZLTISO,X,O,X,X,O,O,X
JZLTIOS,X,O,X,X,O,O,X
JZLTSIO,X,O,X,X,O,O,X
JZLTSOI,X,O,X,X,O,O,X
JZLTOIS,X,O,X,X,O,O,X
JZLTOSI,X,O,X,X,O,O,X
JZLITSO,X,O,X,X,O,O,X
JZLITOS,X,O,X,X,O,O,X
JZLISTO,X,O,X,X,O,O,X
JZLISOT,X,O,X,X,O,O,O
JZLIOTS,X,O,X,X,O,O,X
JZLIOST,X,O,X,X,O,O,O
JZLSTIO,X,O,X,X,O,O,X
JZLSTOI,X,O,X,X,O,O,X
JZLSITO,X,O,X,X,O,O,X
JZLSIOT,X,O,X,X,O,O,O
JZLSOTI,X,O,X,X,O,O,X
JZLSOIT,X,O,X,X,O,O,O
JZLOTIS,X,O,X,X,O,O,X
JZLOTSI,X,O,X,X,O,O,X
JZLOITS,X,O,X,X,O,O,X
JZLOIST,X,O,X,X,O,O,O
JZLOSTI,X,O,X,X,O,O,X
JZLOSIT,X,O,X,X,O,O,O
JZSTILO,X,O,X,X,X,X,X
JZSTIOL,X,O,X,X,X,X,O
JZSTLIO,X,O,X,X,O,X,X
JZSTLOI,X,O,X,X,O,X,X
JZSTOIL,X,O,X,X,X,X,O
JZSTOLI,X,O,X,X,O,X,X
JZSITLO,X,O,X,X,X,X,X
JZSITOL,X,O,X,X,X,X,O
JZSILTO,X,O,X,X,O,X,X
JZSILOT,X,O,X,X,O,X,O
JZSIOTL,X,O,X,X,X,X,O
JZSIOLT,X,O,X,X,O,X,O
JZSLTIO,X,O,X,X,O,O,X
JZSLTOI,X,O,X,X,O,O,X
JZSLITO,X,O,X,X,O,O,X
JZSLIOT,X,O,X,X,O,O,O
JZSLOTI,X,O,X,X,O,O,X
JZSLOIT,X,O,X,X,O,O,O
JZSOTIL,X,O,X,X,X,X,O
JZSOTLI,X,O,X,X,O,X,X
JZSOITL,X,O,X,X,X,X,O
JZSOILT,X,O,X,X,O,X,O
JZSOLTI,X,O,X,X,O,O,X
JZSOLIT,X,O,X,X,O,O,O
JZOTILS,X,O,X,X,X,X,X
JZOTISL,X,O,X,X,X,X,O
JZOTLIS,X,O,X,X,O,O,X
JZOTLSI,X,O,X,X,O,O,X
JZOTSIL,X,O,X,X,X,X,O
JZOTSLI,X,O,X,X,O,X,X
JZOITLS,X,O,X,X,X,X,X
JZOITSL,X,O,X,X,X,X,O
JZOILTS,X,O,X,X,O,O,X
JZOILST,X,O,X,X,O,O,O
JZOISTL,X,O,X,X,X,X,O
JZOISLT,X,O,X,X,O,X,O
JZOLTIS,X,O,X,X,O,O,X
JZOLTSI,X,O,X,X,O,O,X
JZOLITS,X,O,X,X,O,O,X
JZOLIST,X,O,X,X,O,O,O
JZOLSTI,X,O,X,X,O,O,X
JZOLSIT,X,O,X,X,O,O,O
JZOSTIL,X,O,X,X,X,X,O
JZOSTLI,X,O,X,X,O,X,X
JZOSITL,X,O,X,X,X,X,O
JZOSILT,X,O,X,X,O,X,O
JZOSLTI,X,O,X,X,O,O,X
JZOSLIT,X,O,X,X,O,O,O
JOTILSZ,X,X,X,X,X,X,X
JOTILZS,X,X,X,X,X,X,X
JOTISLZ,X,X,X,X,X,X,X
JOTISZL,X,O,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X
JOTIZSL,X,O,X,X,X,X,X
JOTLISZ,X,X,X,X,X,X,X
JOTLIZS,X,X,X,X,X,X,X
JOTLSIZ,X,X,X,X,X,X,X
JOTLSZI,X,X,X,X,O,X,X
JOTLZIS,X,X,X,X,O,X,X
JOTLZSI,X,X,X,X,O,X,X
JOTSILZ,X,X,X,X,X,X,X
JOTSIZL,X,O,X,X,X,X,X
JOTSLIZ,X,X,X,X,X,X,X
JOTSLZI,X,X,X,X,O,X,X
JOTSZIL,X,O,X,X,X,X,X
JOTSZLI,X,O,X,X,O,X,X
JOTZILS,X,O,X,X,X,X,X
JOTZISL,X,O,X,X,X,X,X
JOTZLIS,X,O,X,X,O,X,X
JOTZLSI,X,O,X,X,O,X,X
JOTZSIL,X,O,X,X,X,X,X
JOTZSLI,X,O,X,X,O,X,X
JOITLSZ,X,X,X,O,X,X,X
JOITLZS,X,X,X,O,X,X,X
JOITSLZ,X,X,X,O,X,X,X
JOITSZL,X,O,X,O,X,X,X
JOITZLS,X,O,X,O,X,X,X
JOITZSL,X,O,X,O,X,X,X
JOILTSZ,X,X,X,O,X,X,X
JOILTZS,X,X,X,O,X,X,X
JOILSTZ,X,X,X,O,X,X,X
JOILSZT,O,O,O,O,O,X,X
JOILZTS,O,O,O,O,O,X,X
JOILZST,O,O,O,O,O,X,X
JOISTLZ,X,X,X,O,X,X,X
JOISTZL,X,O,X,O,X,X,X
JOISLTZ,X,X,X,O,X,X,X
JOISLZT,O,O,O,O,O,X,X
JOISZTL,X,O,O,O,X,X,O
JOISZLT,X,O,O,O,O,X,O
JOIZTLS,X,O,O,O,X,X,X
JOIZTSL,X,O,O,O,X,X,O
JOIZLTS,X,O,O,O,O,X,X
JOIZLST,X,O,O,O,O,X,O
JOIZSTL,X,O,O,O,X,X,O
JOIZSLT,X,O,O,O,O,X,O
JOLTISZ,X,X,X,X,X,X,X
JOLTIZS,X,X,X,X,X,X,X
JOLTSIZ,X,X,X,X,X,X,X
JOLTSZI,X,X,X,X,O,X,X
JOLTZIS,X,X,X,X,O,X,X
JOLTZSI,X,X,X,X,O,X,X
JOLITSZ,X,X,X,X,X,X,X
JOLITZS,X,X,X,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X
JOLISZT,O,O,X,X,O,X,X
JOLIZTS,O,O,X,X,O,X,X
JOLIZST,O,O,X,X,O,X,X
JOLSTIZ,X,X,X,X,X,X,X
JOLSTZI,X,X,X,X,O,X,X
JOLSITZ,X,X,X,X,X,X,X
JOLSIZT,O,O,X,X,O,X,X
JOLSZTI,O,O,X,X,O,O,X
JOLSZIT,O,O,X,X,O,O,X
JOLZTIS,O,O,X,X,O,O,X
JOLZTSI,O,O,X,X,O,O,X
JOLZITS,O,O,X,X,O,O,X
JOLZIST,O,O,X,X,O,O,X
JOLZSTI,O,O,X,X,O,O,X
JOLZSIT,O,O,X,X,O,O,X
JOSTILZ,X,X,X,X,X,X,X
JOSTIZL,X,O,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,X,X
JOSTLZI,X,X,X,X,O,X,X
JOSTZIL,X,O,X,X,X,X,X
JOSTZLI,X,O,X,X,O,X,X
JOSITLZ,X,X,X,O,X,X,X
JOSITZL,X,O,X,O,X,X,X
JOSILTZ,X,X,X,O,X,X,X
JOSILZT,O,O,O,O,O,X,X
JOSIZTL,X,O,O,O,X,X,O
JOSIZLT,X,O,O,O,O,X,O
JOSLTIZ,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,O,X,X
JOSLITZ,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,O,X,X
JOSLZTI,O,O,X,X,O,O,X
JOSLZIT,O,O,X,X,O,O,X
JOSZTIL,X,O,X,X,X,X,O
JOSZTLI,X,O,X,X,O,X,X
JOSZITL,X,O,X,X,X,X,O
JOSZILT,X,O,X,X,O,X,O
JOSZLTI,X,O,X,X,O,X,X
JOSZLIT,X,O,X,X,O,X,O
JOZTILS,X,O,X,X,X,X,X
JOZTISL,X,O,X,X,X,X,O
JOZTLIS,X,O,X,X,O,O,X
JOZTLSI,X,O,X,X,O,O,X
JOZTSIL,X,O,X,X,X,X,O
JOZTSLI,X,O,X,X,O,X,X
JOZITLS,X,O,X,X,X,X,X
JOZITSL,X,O,X,X,X,X,O
JOZILTS,X,O,X,X,O,O,X
JOZILST,X,O,X,X,O,O,O
JOZISTL,X,O,X,X,X,X,O
JOZISLT,X,O,X,X,O,X,O
JOZLTIS,X,O,X,X,O,O,X
JOZLTSI,X,O,X,X,O,O,X
JOZLITS,X,O,X,X,O,O,X
JOZLIST,X,O,X,X,O,O,O
JOZLSTI,X,O,X,X,O,O,X
JOZLSIT,X,O,X,X,O,O,O
JOZSTIL,X,O,X,X,X,X,O
JOZSTLI,X,O,X,X,O,X,X
JOZSITL,X,O,X,X,X,X,O
JOZSILT,X,O,X,X,O,X,O
JOZSLTI,X,O,X,X,O,O,X
JOZSLIT,X,O,X,X,O,O,O
STILJZO,X,X,X,O,X,X,X
STILJOZ,X,X,X,O,X,X,X
STILZJO,O,X,O,X,X,X,X
STILZOJ,O,X,O,X,X,X,X
STILOJZ,X,X,X,O,X,X,X
STILOZJ,O,X,O,X,X,X,X
STIJLZO,X,X,X,O,X,X,X
STIJLOZ,X,X,X,O,X,X,X
STIJZLO,X,O,X,O,X,X,X
STIJZOL,X,O,X,O,X,X,X
STIJOLZ,X,X,X,O,X,X,X
STIJOZL,X,O,X,O,X,X,X
STIZLJO,X,X,O,X,X,X,X
STIZLOJ,X,X,O,X,X,X,X
STIZJLO,X,X,O,X,X,X,X
STIZJOL,X,X,O,X,X,X,O
STIZOLJ,X,X,O,X,X,X,X
STIZOJL,X,X,O,X,X,X,O
STIOLJZ,X,X,X,O,X,X,X
STIOLZJ,O,X,O,X,X,X,X
STIOJLZ,X,X,X,O,X,X,X
STIOJZL,X,O,X,O,X,X,X
STIOZLJ,X,X,O,X,X,X,X
STIOZJL,X,X,O,X,X,X,O
STLIJZO,X,X,X,X,X,X,X
STLIJOZ,X,X,X,X,X,X,X
STLIZJO,O,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X,X
STLIOJZ,X,X,X,X,X,X,X
STLIOZJ,O,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,X,X
STLJIOZ,X,X,X,X,X,X,X
STLJZIO,X,X,X,X,O,X,X
STLJZOI,X,X,X,X,O,X,X
STLJOIZ,X,X,X,X,X,X,X
STLJOZI,X,X,X,X,O,X,X
STLZIJO,O,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,X,X
STLZJIO,O,X,X,X,X,O,X
STLZJOI,O,X,X,X,X,O,X
STLZOIJ,O,X,X,X,X,X,X
STLZOJI,O,X,X,X,X,O,X
STLOIJZ,X,X,X,X,X,X,X
STLOIZJ,O,X,X,X,X,X,X
STLOJIZ,X,X,X,X,X,X,X
STLOJZI,X,X,X,X,O,X,X
STLOZIJ,O,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,O,X
STJILZO,X,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,X
STJIZLO,X,O,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X
STJIOLZ,X,X,X,X,X,X,X
STJIOZL,X,O,X,X,X,X,X
STJLIZO,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,O,X,X
STJLZOI,X,X,X,X,O,X,X
STJLOIZ,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,O,X,X
STJZILO,X,O,X,X,X,X,X
STJZIOL,X,O,X,X,X,X,X
STJZLIO,X,O,X,X,O,X,X
STJZLOI,X,O,X,X,O,X,X
STJZOIL,X,O,X,X,X,X,X
STJZOLI,X,O,X,X,O,X,X
STJOILZ,X,X,X,X,X,X,X
STJOIZL,X,O,X,X,X,X,X
STJOLIZ,X,X,X,X,X,X,X
STJOLZI,X,X,X,X,O,X,X
STJOZIL,X,O,X,X,X,X,X
STJOZLI,X,O,X,X,O,X,X
STZILJO,X,X,X,X,X,X,X
STZILOJ,X,X,X,X,X,X,X
STZIJLO,X,X,X,X,X,X,X
STZIJOL,X,X,X,X,X,X,O
STZIOLJ,X,X,X,X,X,X,X
STZIOJL,X,X,X,X,X,X,O
STZLIJO,X,X,X,X,X,X,X
STZLIOJ,X,X,X,X,X,X,X
STZLJIO,X,X,X,X,X,X,X
STZLJOI,X,X,X,X,X,X,X
STZLOIJ,X,X,X,X,X,X,X
STZLOJI,X,X,X,X,X,X,X
STZJILO,X,O,X,X,X,X,X
STZJIOL,X,O,X,X,X,X,O
STZJLIO,X,O,X,X,X,X,X
STZJLOI,X,O,X,X,X,X,X
STZJOIL,X,O,X,X,X,X,O
STZJOLI,X,O,X,X,X,X,X
STZOILJ,X,X,X,X,X,X,X
STZOIJL,X,X,X,X,X,X,O
STZOLIJ,X,X,X,X,X,X,X
STZOLJI,X,X,X,X,X,X,X
STZOJIL,X,O,X,X,X,X,O
STZOJLI,X,O,X,X,X,X,X
STOILJZ,X,X,X,O,X,X,X
STOILZJ,O,X,O,X,X,X,X
STOIJLZ,X,X,X,O,X,X,X
STOIJZL,X,O,X,O,X,X,X
STOIZLJ,X,X,O,X,X,X,X
STOIZJL,X,X,O,X,X,X,O
STOLIJZ,X,X,X,X,X,X,X
STOLIZJ,O,X,X,X,X,X,X
STOLJIZ,X,X,X,X,X,X,X
STOLJZI,X,X,X,X,O,X,X
STOLZIJ,O,X,X,X,X,X,X
STOLZJI,O,X,X,X,X,O,X
STOJILZ,X,X,X,X,X,X,X
STOJIZL,X,O,X,X,X,X,X
STOJLIZ,X,X,X,X,X,X,X
STOJLZI,X,X,X,X,O,X,X
STOJZIL,X,O,X,X,X,X,X
STOJZLI,X,O,X,X,O,X,X
STOZILJ,X,X,X,X,X,X,X
STOZIJL,X,X,X,X,X,X,O
STOZLIJ,X,X,X,X,X,X,X
STOZLJI,X,X,X,X,X,X,X
STOZJIL,X,O,X,X,X,X,O
STOZJLI,X,O,X,X,X,X,X
SITLJZO,X,X,X,O,X,X,X
SITLJOZ,X,X,X,O,X,X,X
SITLZJO,O,X,O,X,X,X,X
SITLZOJ,O,X,O,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X
SITLOZJ,O,X,O,X,X,X,X
SITJLZO,X,X,X,O,X,X,X
SITJLOZ,X,X,X,O,X,X,X
SITJZLO,X,O,X,O,X,X,X
SITJZOL,X,O,X,O,X,X,X
SITJOLZ,X,X,X,O,X,X,X
SITJOZL,X,O,X,O,X,X,X
SITZLJO,X,X,O,X,X,X,X
SITZLOJ,X,X,O,X,X,X,X
SITZJLO,X,X,O,X,X,X,X
SITZJOL,X,X,O,X,X,X,O
SITZOLJ,X,X,O,X,X,X,X
SITZOJL,X,X,O,X,X,X,O
SITOLJZ,X,X,X,O,X,X,X
SITOLZJ,O,X,O,X,X,X,X
SITOJLZ,X,X,X,O,X,X,X
SITOJZL,X,O,X,O,X,X,X
SITOZLJ,X,X,O,X,X,X,X
SITOZJL,X,X,O,X,X,X,O
SILTJZO,X,X,X,O,X,X,X
SILTJOZ,X,X,X,O,X,X,X
SILTZJO,O,X,O,X,X,X,X
SILTZOJ,O,X,O,X,X,X,X
SILTOJZ,X,X,X,O,X,X,X
SILTOZJ,O,X,O,X,X,X,X
SILJTZO,X,X,X,O,X,X,X
SILJTOZ,X,X,X,O,X,X,X
SILJZTO,O,O,O,O,O,X,X
SILJZOT,O,O,O,O,O,X,X
SILJOTZ,X,X,X,O,X,X,X
SILJOZT,O,O,O,O,O,X,X
SILZTJO,O,X,O,X,X,X,X
SILZTOJ,O,X,O,X,X,X,X
SILZJTO,O,X,O,O,X,O,X
SILZJOT,O,X,O,O,X,O,O
SILZOTJ,O,X,O,X,X,X,X
SILZOJT,O,X,O,O,X,O,O
SILOTJZ,X,X,X,O,X,X,X
SILOTZJ,O,X,O,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X
SILOJZT,O,O,O,O,O,X,X
SILOZTJ,O,X,O,X,X,X,X
SILOZJT,O,X,O,O,X,O,O
SIJTLZO,X,X,X,O,X,X,X
SIJTLOZ,X,X,X,O,X,X,X
SIJTZLO,X,O,X,O,X,X,X
SIJTZOL,X,O,X,O,X,X,X
SIJTOLZ,X,X,X,O,X,X,X
SIJTOZL,X,O,X,O,X,X,X
SIJLTZO,X,X,X,O,X,X,X
SIJLTOZ,X,X,X,O,X,X,X
SIJLZTO,O,O,O,O,O,X,X
SIJLZOT,O,O,O,O,O,X,X
SIJLOTZ,X,X,X,O,X,X,X
SIJLOZT,O,O,O,O,O,X,X
SIJZTLO,X,O,O,O,X,X,X
SIJZTOL,X,O,O,O,X,X,O
SIJZLTO,X,O,O,O,O,X,X
SIJZLOT,X,O,O,O,O,X,O
SIJZOTL,X,O,O,O,X,X,O
SIJZOLT,X,O,O,O,O,X,O
SIJOTLZ,X,X,X,O,X,X,X
SIJOTZL,X,O,X,O,X,X,X
SIJOLTZ,X,X,X,O,X,X,X
SIJOLZT,O,O,O,O,O,X,X
SIJOZTL,X,O,O,O,X,X,O
SIJOZLT,X,O,O,O,O,X,O
SIZTLJO,X,X,O,X,X,X,X
SIZTLOJ,X,X,O,X,X,X,X
SIZTJLO,X,X,O,X,X,X,X
SIZTJOL,X,X,O,X,X,X,O
SIZTOLJ,X,X,O,X,X,X,X
SIZTOJL,X,X,O,X,X,X,O
SIZLTJO,O,X,O,X,X,X,X
SIZLTOJ,O,X,O,X,X,X,X
