sequence,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBXcBCXB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBXmB?8gBzcBCXB,,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBXcBKVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBXmB?8gBzcBKVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBKVBPWB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDshByqB?3gBTVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhFJlBqlB?ThBMeBlnBPnB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDZQBMmB?PdBTlB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDMmBPdB?TlBqbB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEMeBJlB?zlBvhByaB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEMeBJlB?TVBXmBChB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8JeJFJvhEzlBshB?+oB3VBiQB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8JepDJvhEaoBUiB?/lBubBTVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDMmBPdB?TlBKVB
ZSLTIJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
ZSLTIOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
ZSLTJIO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
ZSLTJOI,X,O,,X,O,X,O,X,X,X,X,X,X,O,O
ZSLTOIJ,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
ZSLTOJI,X,O,,X,O,X,O,X,X,X,X,X,X,O,O
ZSLITJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
ZSLITOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
ZSLIJTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
ZSLIJOT,X,O,,O,O,O,O,X,O,X,X,O,O,O,O
ZSLIOTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
ZSLIOJT,X,O,,O,O,O,O,X,O,X,X,O,O,O,O
ZSLJTIO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
ZSLJTOI,X,O,,X,O,X,O,X,X,X,X,O,X,O,O
ZSLJITO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
ZSLJIOT,X,O,,O,O,O,O,X,O,X,X,O,O,O,O
ZSLJOTI,X,O,,O,O,X,O,X,X,O,X,O,X,O,O
ZSLJOIT,X,O,,O,O,O,O,X,O,O,X,O,O,O,O
ZSLOTIJ,X,O,,O,O,X,X,X,X,X,X,X,X,O,X
ZSLOTJI,X,O,,O,O,X,O,X,X,O,X,X,X,O,O
ZSLOITJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
ZSLOIJT,X,O,,O,O,O,O,X,O,O,X,O,O,O,O
ZSLOJTI,X,O,,O,O,X,O,X,X,O,X,O,X,O,O
ZSLOJIT,X,O,,O,O,O,O,X,O,O,X,O,O,O,O
ZSJTILO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
ZSJTIOL,X,O,,X,O,X,X,X,O,X,X,O,O,O,X
ZSJTLIO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
ZSJTLOI,X,O,,X,O,X,X,X,X,X,X,O,X,O,O
ZSJTOIL,X,O,,X,O,X,X,X,O,X,O,O,X,O,X
ZSJTOLI,X,O,,X,O,X,X,X,X,O,X,O,X,O,O
ZSJITLO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
ZSJITOL,X,O,,X,O,X,X,X,O,X,X,O,O,O,X
ZSJILTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
ZSJILOT,X,O,,O,O,O,X,X,O,X,X,O,O,O,O
ZSJIOTL,O,O,,O,O,X,X,X,O,X,O,O,O,O,X
ZSJIOLT,O,O,,O,O,O,X,X,O,O,O,O,O,O,O
ZSJLTIO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
ZSJLTOI,X,O,,X,O,X,O,X,X,X,X,O,X,O,O
ZSJLITO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
ZSJLIOT,X,O,,O,O,O,O,X,O,X,X,O,O,O,O
ZSJLOTI,X,O,,O,O,X,O,X,X,O,X,O,X,O,O
ZSJLOIT,X,O,,O,O,O,O,X,O,O,O,O,O,O,O
ZSJOTIL,O,O,,O,O,X,X,X,O,X,O,O,X,O,X
ZSJOTLI,O,O,,O,O,X,X,X,X,O,X,O,X,O,O
ZSJOITL,O,O,,O,O,X,X,X,O,X,O,O,O,O,X
ZSJOILT,O,O,,O,O,O,X,X,O,O,O,O,O,O,O
ZSJOLTI,O,O,,O,O,X,O,X,X,O,X,O,X,O,O
ZSJOLIT,O,O,,O,O,O,O,X,O,O,O,O,O,O,O
ZSOTILJ,O,O,,O,O,X,X,X,X,X,X,X,X,O,X
ZSOTIJL,O,O,,O,O,X,X,X,O,X,X,X,X,O,X
ZSOTLIJ,O,O,,O,O,X,X,X,X,X,X,X,X,O,X
ZSOTLJI,O,O,,O,O,X,X,X,X,O,X,X,X,O,O
ZSOTJIL,O,O,,O,O,X,X,X,O,X,X,X,X,O,X
ZSOTJLI,O,O,,O,O,X,X,X,X,O,X,X,X,O,O
ZSOITLJ,O,O,,O,O,X,X,X,X,X,X,X,O,O,X
ZSOITJL,O,O,,O,O,X,X,X,O,X,X,X,O,O,X
ZSOILTJ,O,O,,O,O,O,X,X,X,X,X,X,O,O,X
ZSOILJT,O,O,,O,O,O,X,X,O,O,O,O,O,O,O
ZSOIJTL,O,O,,O,O,X,X,X,O,X,O,O,O,O,X
ZSOIJLT,O,O,,O,O,O,X,X,O,O,O,O,O,O,O
ZSOLTIJ,O,O,,O,O,X,X,X,X,X,X,X,X,O,X
ZSOLTJI,O,O,,O,O,X,O,X,X,O,X,X,X,O,O
ZSOLITJ,O,O,,O,O,O,X,X,X,X,X,X,O,O,X
ZSOLIJT,O,O,,O,O,O,O,X,O,O,X,O,O,O,O
ZSOLJTI,O,O,,O,O,X,O,X,X,O,X,O,X,O,O
ZSOLJIT,O,O,,O,O,O,O,X,O,O,X,O,O,O,O
ZSOJTIL,O,O,,O,O,X,X,X,O,X,O,O,X,O,X
ZSOJTLI,O,O,,O,O,X,X,X,X,O,X,O,X,O,O
ZSOJITL,O,O,,O,O,X,X,X,O,X,O,O,O,O,X
ZSOJILT,O,O,,O,O,O,X,X,O,O,O,O,O,O,O
ZSOJLTI,O,O,,O,O,X,O,X,X,O,X,O,X,O,O
ZSOJLIT,O,O,,O,O,O,O,X,O,O,O,O,O,O,O
ZOTILJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOTILSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
ZOTIJLS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,X,,O,X,X,X,X,O,X,X,X,O,X,X
ZOTISLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
ZOTISJL,O,X,,O,X,X,X,X,O,X,X,X,O,O,X
ZOTLIJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLISJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
ZOTLJIS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLJSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
ZOTLSIJ,X,X,,O,X,X,X,X,X,X,X,X,X,O,X
ZOTLSJI,X,X,,O,X,X,O,X,X,O,X,X,X,O,O
ZOTJILS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOTJISL,O,X,,O,X,X,X,X,O,X,X,X,O,X,X
ZOTJLIS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOTJLSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
ZOTJSIL,O,X,,O,X,X,X,X,O,X,X,X,X,X,X
ZOTJSLI,O,X,,O,X,X,X,X,X,O,X,X,X,X,O
ZOTSILJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
ZOTSIJL,O,X,,O,X,X,X,X,O,X,X,X,X,O,X
ZOTSLIJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
ZOTSLJI,O,X,,O,X,X,X,X,X,O,X,X,X,O,O
ZOTSJIL,O,X,,O,X,X,X,X,O,X,X,X,X,O,X
ZOTSJLI,O,X,,O,X,X,X,X,X,O,X,X,X,O,O
ZOITLJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
ZOITJLS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOITJSL,O,X,,O,X,X,X,X,O,X,X,X,O,X,X
ZOITSLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
ZOITSJL,O,X,,O,X,X,X,X,O,X,X,X,O,O,X
ZOILTJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
ZOILJTS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
ZOILJST,O,X,,O,X,O,O,X,O,O,O,X,O,O,O
ZOILSTJ,O,X,,O,X,O,X,X,X,X,X,X,O,O,X
ZOILSJT,O,X,,O,X,O,O,X,O,O,O,X,O,O,O
ZOIJTLS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
ZOIJTSL,O,X,,O,X,X,X,X,O,X,O,O,O,X,X
ZOIJLTS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
ZOIJLST,O,X,,O,X,O,O,X,O,O,O,O,O,O,O
ZOIJSTL,O,X,,O,X,X,X,X,O,X,O,O,O,O,X
ZOIJSLT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
ZOISTLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
ZOISTJL,O,X,,O,X,X,X,X,O,X,X,X,O,O,X
ZOISLTJ,O,X,,O,X,O,X,X,X,X,X,X,O,O,X
ZOISLJT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
ZOISJTL,O,X,,O,X,X,X,X,O,X,O,O,O,O,X
ZOISJLT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
ZOLTIJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
ZOLTJIS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTJSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
ZOLTSIJ,X,X,,O,X,X,X,X,X,X,X,X,X,O,X
ZOLTSJI,X,X,,O,X,X,O,X,X,O,X,X,X,O,O
ZOLITJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
ZOLIJTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
ZOLIJST,O,X,,O,X,O,O,O,O,O,O,X,O,O,O
ZOLISTJ,O,X,,O,X,O,X,X,X,X,X,X,O,O,X
ZOLISJT,O,X,,O,X,O,O,O,O,O,O,X,O,O,O
ZOLJTIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
ZOLJTSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
ZOLJITS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
ZOLJIST,O,X,,O,X,O,O,O,O,O,O,X,O,O,O
ZOLJSTI,O,X,,O,X,X,O,X,X,O,X,X,X,O,O
ZOLJSIT,O,X,,O,X,O,O,O,O,O,O,X,X,O,O
ZOLSTIJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
ZOLSTJI,O,X,,O,X,X,O,X,X,O,X,X,X,O,O
ZOLSITJ,O,X,,O,X,O,X,X,X,X,X,X,X,O,X
ZOLSIJT,O,X,,O,X,O,O,O,O,O,X,X,X,O,O
ZOLSJTI,O,X,,O,X,X,O,X,X,O,X,X,X,O,O
ZOLSJIT,O,X,,O,X,O,O,O,O,O,X,X,X,O,O
ZOJTILS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
ZOJTISL,O,X,,O,X,X,X,X,O,X,O,O,O,X,X
ZOJTLIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
ZOJTLSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
ZOJTSIL,O,X,,O,X,X,X,X,O,X,O,O,X,X,X
ZOJTSLI,O,X,,O,X,X,X,X,X,O,X,O,X,X,O
ZOJITLS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
ZOJITSL,O,X,,O,X,X,X,X,O,X,O,O,O,X,X
ZOJILTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
ZOJILST,O,X,,O,X,O,O,O,O,O,O,O,O,O,O
ZOJISTL,O,X,,O,X,X,X,X,O,X,O,O,O,O,X
ZOJISLT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
ZOJLTIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
ZOJLTSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
ZOJLITS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
ZOJLIST,O,X,,O,X,O,O,O,O,O,O,O,O,O,O
ZOJLSTI,O,X,,O,X,X,O,X,X,O,X,O,X,O,O
ZOJLSIT,O,X,,O,X,O,O,O,O,O,O,O,X,O,O
ZOJSTIL,O,X,,O,X,X,X,X,O,X,O,O,X,O,X
ZOJSTLI,O,X,,O,X,X,X,X,X,O,X,O,X,O,O
ZOJSITL,O,X,,O,X,X,X,X,O,X,O,O,O,O,X
ZOJSILT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
ZOJSLTI,O,X,,O,X,X,O,X,X,O,X,O,X,O,O
ZOJSLIT,O,X,,O,X,O,O,O,O,O,O,O,O,O,O
ZOSTILJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
ZOSTIJL,O,X,,O,X,X,X,X,O,X,X,X,X,O,X
ZOSTLIJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
ZOSTLJI,O,X,,O,X,X,X,X,X,O,X,X,X,O,O
ZOSTJIL,O,X,,O,X,X,X,X,O,X,X,X,X,O,X
ZOSTJLI,O,X,,O,X,X,X,X,X,O,X,X,X,O,O
ZOSITLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
ZOSITJL,O,X,,O,X,X,X,X,O,X,X,X,O,O,X
ZOSILTJ,O,X,,O,X,O,X,X,X,X,X,X,O,O,X
ZOSILJT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
ZOSIJTL,O,X,,O,X,X,X,X,O,X,O,O,O,O,X
ZOSIJLT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
ZOSLTIJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
ZOSLTJI,O,X,,O,X,X,O,X,X,O,X,X,X,O,O
ZOSLITJ,O,X,,O,X,O,X,X,X,X,X,X,O,O,X
ZOSLIJT,O,X,,O,X,O,O,O,O,O,X,O,O,O,O
ZOSLJTI,O,X,,O,X,X,O,X,X,O,X,O,X,O,O
ZOSLJIT,O,X,,O,X,O,O,O,O,O,X,O,O,O,O
ZOSJTIL,O,X,,O,X,X,X,X,O,X,O,O,X,O,X
ZOSJTLI,O,X,,O,X,X,X,X,X,O,X,O,X,O,O
ZOSJITL,O,X,,O,X,X,X,X,O,X,O,O,O,O,X
ZOSJILT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
ZOSJLTI,O,X,,O,X,X,O,X,X,O,X,O,X,O,O
ZOSJLIT,O,X,,O,X,O,O,O,O,O,O,O,O,O,O
OTILJSZ,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTILJZS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTILSJZ,X,X,,O,X,O,X,X,X,X,O,X,X,O,X
OTILSZJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTILZJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTILZSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTIJLSZ,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTIJLZS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTIJSLZ,O,X,,O,X,X,X,X,X,X,O,O,O,X,X
OTIJSZL,O,X,,O,X,X,X,X,X,X,O,O,O,X,X
OTIJZLS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTIJZSL,O,X,,O,X,X,X,X,O,X,O,O,O,X,X
OTISLJZ,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OTISLZJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTISJLZ,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OTISJZL,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OTISZLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTISZJL,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTIZLJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTIZLSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTIZJLS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTIZJSL,O,X,,O,X,X,X,X,O,X,X,X,O,X,X
OTIZSLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTIZSJL,O,X,,O,X,X,X,X,O,X,X,X,O,O,X
OTLIJSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTLIJZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTLISJZ,X,X,,O,X,O,X,O,X,X,O,X,X,O,X
OTLISZJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTLIZJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTLJISZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTLJIZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTLJSIZ,X,X,,O,X,O,X,O,X,X,X,X,X,X,X
OTLJSZI,X,X,,O,X,X,O,X,X,X,X,X,X,X,X
OTLJZIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTLJZSI,X,X,,O,X,X,O,X,X,X,X,X,X,X,O
OTLSIJZ,X,X,,O,X,O,X,O,X,X,X,X,X,O,X
OTLSIZJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTLSJIZ,X,X,,O,X,O,X,O,X,X,X,X,X,O,X
OTLSJZI,X,X,,O,X,X,O,X,X,X,X,X,X,O,X
OTLSZIJ,X,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTLSZJI,X,X,,O,X,X,O,X,X,X,X,X,X,O,X
OTLZIJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTLZISJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTLZJIS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTLZJSI,X,X,,O,X,X,O,X,X,X,X,X,X,X,O
OTLZSIJ,X,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTLZSJI,X,X,,O,X,X,O,X,X,X,X,X,X,O,O
OTJILSZ,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTJILZS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTJISLZ,O,X,,O,X,X,X,X,X,X,O,O,O,X,X
OTJISZL,O,X,,O,X,X,X,X,X,X,O,O,O,X,X
OTJIZLS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTJIZSL,O,X,,O,X,X,X,X,O,X,O,O,O,X,X
OTJLISZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTJLIZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTJLSIZ,X,X,,O,X,O,X,O,X,X,X,X,X,X,X
OTJLSZI,X,X,,O,X,X,O,X,X,X,X,X,X,X,X
OTJLZIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTJLZSI,X,X,,O,X,X,O,X,X,X,X,X,X,X,O
OTJSILZ,O,X,,O,X,X,X,X,X,X,O,O,O,X,X
OTJSIZL,O,X,,O,X,X,X,X,X,X,O,O,O,X,X
OTJSLIZ,O,X,,O,X,X,X,O,X,X,X,O,O,X,X
OTJSLZI,O,X,,O,X,X,X,X,X,X,X,O,X,X,X
OTJSZIL,O,X,,O,X,X,X,X,X,X,O,O,X,X,X
OTJSZLI,O,X,,O,X,X,X,X,X,X,X,O,X,X,X
OTJZILS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OTJZISL,O,X,,O,X,X,X,X,O,X,O,O,O,X,X
OTJZLIS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OTJZLSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
OTJZSIL,O,X,,O,X,X,X,X,O,X,O,O,X,X,X
OTJZSLI,O,X,,O,X,X,X,X,X,O,X,O,X,X,O
OTSILJZ,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OTSILZJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTSIJLZ,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OTSIJZL,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OTSIZLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTSIZJL,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTSLIJZ,O,X,,O,X,X,X,O,X,X,X,O,O,O,X
OTSLIZJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTSLJIZ,O,X,,O,X,X,X,O,X,X,X,O,O,O,X
OTSLJZI,O,X,,O,X,X,X,X,X,X,X,O,X,O,X
OTSLZIJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTSLZJI,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTSJILZ,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OTSJIZL,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OTSJLIZ,O,X,,O,X,X,X,O,X,X,X,O,O,O,X
OTSJLZI,O,X,,O,X,X,X,X,X,X,X,O,X,O,X
OTSJZIL,O,X,,O,X,X,X,X,X,X,O,O,X,O,X
OTSJZLI,O,X,,O,X,X,X,X,X,X,X,O,X,O,X
OTSZILJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTSZIJL,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTSZLIJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTSZLJI,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTSZJIL,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTSZJLI,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTZILJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTZILSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTZIJLS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTZIJSL,O,X,,O,X,X,X,X,O,X,X,X,O,X,X
OTZISLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OTZISJL,O,X,,O,X,X,X,X,O,X,X,X,O,O,X
OTZLIJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTZLISJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OTZLJIS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTZLJSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
OTZLSIJ,X,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTZLSJI,X,X,,O,X,X,O,X,X,O,X,X,X,O,O
OTZJILS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTZJISL,O,X,,O,X,X,X,X,O,X,X,X,O,X,X
OTZJLIS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OTZJLSI,X,X,,O,X,X,O,X,X,O,X,X,X,X,O
OTZJSIL,O,X,,O,X,X,X,X,O,X,X,X,X,X,X
OTZJSLI,O,X,,O,X,X,X,X,X,O,X,X,X,X,O
OTZSILJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTZSIJL,O,X,,O,X,X,X,X,O,X,X,X,X,O,X
OTZSLIJ,O,X,,O,X,X,X,X,X,X,X,X,X,O,X
OTZSLJI,O,X,,O,X,X,X,X,X,O,X,X,X,O,O
OTZSJIL,O,X,,O,X,X,X,X,O,X,X,X,X,O,X
OTZSJLI,O,X,,O,X,X,X,X,X,O,X,X,X,O,O
OITLJSZ,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OITLJZS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OITLSJZ,X,X,,O,X,O,X,X,X,X,O,X,X,O,X
OITLSZJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OITLZJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OITLZSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OITJLSZ,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OITJLZS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OITJSLZ,O,X,,O,X,X,X,X,X,X,O,O,O,X,X
OITJSZL,O,X,,O,X,X,X,X,X,X,O,O,O,X,X
OITJZLS,X,X,,O,X,O,X,X,X,X,O,X,X,X,X
OITJZSL,O,X,,O,X,X,X,X,O,X,O,O,O,X,X
OITSLJZ,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OITSLZJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OITSJLZ,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OITSJZL,O,X,,O,X,X,X,X,X,X,O,O,O,O,X
OITSZLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OITSZJL,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OITZLJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OITZLSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OITZJLS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OITZJSL,O,X,,O,X,X,X,X,O,X,X,X,O,X,X
OITZSLJ,O,X,,O,X,X,X,X,X,X,X,X,O,O,X
OITZSJL,O,X,,O,X,X,X,X,O,X,X,X,O,O,X
OILTJSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OILTJZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OILTSJZ,X,X,,O,X,O,X,O,X,X,O,X,X,O,X
OILTSZJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OILTZJS,X,X,,O,X,O,X,X,X,X,X,X,X,X,X
OILTZSJ,X,X,,O,X,O,X,X,X,X,X,X,X,O,X
OILJTSZ,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OILJTZS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OILJSTZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
OILJSZT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
OILJZTS,X,X,,O,X,O,X,O,X,X,O,X,X,X,X
OILJZST,O,X,,O,X,O,O,O,O,X,O,O,O,O,O
OILSTJZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
OILSTZJ,O,X,,O,O,O,X,X,X,X,X,X,O,O,X
OILSJTZ,O,X,,O,O,O,X,O,X,X,O,O,O,O,X
OILSJZT,O,X,,O,O,O,O,O,X,X,O,O,O,O,X
OILSZTJ,O,X,,O,O,O,X,X,X,X,X,X,O,O,X
