sequence,v115@GhA8DeA8DeA8CeB8DeA8AeD8CeB8JeZEJvhFCgB0hB?miBXlBtsBzrB,v115@GhA8DeA8DeA8CeB8DeA8AeD8CeB8JeZEJvhFqkBTgB?0hBdoBGsBXsB,v115@GhA8DeA8DeA8CeB8DeA8AeD8CeB8JeZEJvhFCgB0hB?doBXlBTnBWxB,v115@GhA8DeA8DeA8CeB8DeA8AeD8CeB8Jex/IvhF0hBdoB?OpBXlBCsBTsB
SZLJIOT,X,O,O,O
SZLJOTI,X,O,O,O
SZLJOIT,X,O,O,O
SZLOTIJ,O,O,O,X
SZLOTJI,O,X,X,O
SZLOITJ,O,O,O,X
SZLOIJT,O,O,O,X
SZLOJTI,O,O,O,O
SZLOJIT,O,O,O,O
SZJTILO,O,O,O,O
SZJTIOL,O,X,O,O
SZJTLIO,O,O,O,O
SZJTLOI,O,O,O,O
SZJTOIL,O,X,O,O
SZJTOLI,O,O,O,O
SZJITLO,O,O,O,O
SZJITOL,O,X,O,O
SZJILTO,O,O,O,O
SZJILOT,X,O,O,O
SZJIOTL,X,X,O,O
SZJIOLT,X,X,O,O
SZJLTIO,O,O,O,O
SZJLTOI,O,O,O,O
SZJLITO,O,O,O,O
SZJLIOT,X,O,O,O
SZJLOTI,X,O,O,O
SZJLOIT,X,O,O,O
SZJOTIL,X,X,O,O
SZJOTLI,X,O,O,O
SZJOITL,X,X,O,O
SZJOILT,X,X,O,O
SZJOLTI,X,O,O,O
SZJOLIT,X,O,O,O
SZOTILJ,O,X,O,X
SZOTIJL,O,X,X,X
SZOTLIJ,O,O,O,X
SZOTLJI,O,X,X,X
SZOTJIL,O,X,X,O
SZOTJLI,O,X,X,O
SZOITLJ,O,X,O,X
SZOITJL,O,X,X,X
SZOILTJ,O,X,O,X
SZOILJT,O,X,O,X
SZOIJTL,O,X,O,X
SZOIJLT,O,X,O,X
SZOLTIJ,O,O,O,X
SZOLTJI,O,X,X,O
SZOLITJ,O,O,O,X
SZOLIJT,O,O,O,X
SZOLJTI,O,O,O,O
SZOLJIT,O,O,O,O
SZOJTIL,O,X,O,O
SZOJTLI,O,O,O,O
SZOJITL,O,X,O,O
SZOJILT,O,X,O,O
SZOJLTI,O,O,O,O
SZOJLIT,O,O,O,O
SOTILJZ,O,X,O,X
SOTILZJ,O,X,O,X
SOTIJLZ,O,X,O,X
SOTIJZL,O,X,O,X
SOTIZLJ,O,X,O,X
SOTIZJL,O,X,X,X
SOTLIJZ,O,O,O,X
SOTLIZJ,O,O,O,X
SOTLJIZ,O,O,O,O
SOTLJZI,O,O,O,O
SOTLZIJ,O,O,O,X
SOTLZJI,O,X,X,O
SOTJILZ,O,X,O,O
SOTJIZL,O,X,O,O
SOTJLIZ,O,O,O,O
SOTJLZI,O,O,O,O
SOTJZIL,O,X,O,O
SOTJZLI,O,O,O,O
SOTZILJ,O,X,O,X
SOTZIJL,O,X,X,X
SOTZLIJ,O,O,O,X
SOTZLJI,O,X,X,X
SOTZJIL,O,X,X,O
SOTZJLI,O,X,X,O
SOITLJZ,O,X,O,X
SOITLZJ,O,X,O,X
SOITJLZ,O,X,O,X
SOITJZL,O,X,O,X
SOITZLJ,O,X,O,X
SOITZJL,O,X,X,X
SOILTJZ,O,X,O,X
SOILTZJ,O,X,O,X
SOILJTZ,O,X,O,X
SOILJZT,O,X,O,X
SOILZTJ,O,X,O,X
SOILZJT,O,X,O,X
SOIJTLZ,O,X,O,X
SOIJTZL,O,X,O,X
SOIJLTZ,O,X,O,X
SOIJLZT,O,X,O,X
SOIJZTL,O,X,O,X
SOIJZLT,O,X,O,X
SOIZTLJ,O,X,O,X
SOIZTJL,O,X,X,X
SOIZLTJ,O,X,O,X
SOIZLJT,O,X,O,X
SOIZJTL,O,X,O,X
SOIZJLT,O,X,O,X
SOLTIJZ,O,O,O,X
SOLTIZJ,O,O,O,X
SOLTJIZ,O,O,O,O
SOLTJZI,O,O,O,O
SOLTZIJ,O,O,O,X
SOLTZJI,O,X,X,O
SOLITJZ,O,O,O,X
SOLITZJ,O,O,O,X
SOLIJTZ,O,O,O,X
SOLIJZT,O,O,O,X
SOLIZTJ,O,O,O,X
SOLIZJT,O,O,O,X
SOLJTIZ,O,O,O,O
SOLJTZI,O,O,O,O
SOLJITZ,O,O,O,O
SOLJIZT,O,O,O,O
SOLJZTI,O,O,O,O
SOLJZIT,O,O,O,O
SOLZTIJ,O,O,O,X
SOLZTJI,O,X,X,O
SOLZITJ,O,O,O,X
SOLZIJT,O,O,O,X
SOLZJTI,O,O,O,O
SOLZJIT,O,O,O,O
SOJTILZ,O,X,O,O
SOJTIZL,O,X,O,O
SOJTLIZ,O,O,O,O
SOJTLZI,O,O,O,O
SOJTZIL,O,X,O,O
SOJTZLI,O,O,O,O
SOJITLZ,O,X,O,O
SOJITZL,O,X,O,O
SOJILTZ,O,X,O,O
SOJILZT,O,X,O,O
SOJIZTL,O,X,O,O
SOJIZLT,O,X,O,O
SOJLTIZ,O,O,O,O
SOJLTZI,O,O,O,O
SOJLITZ,O,O,O,O
SOJLIZT,O,O,O,O
SOJLZTI,O,O,O,O
SOJLZIT,O,O,O,O
SOJZTIL,O,X,O,O
SOJZTLI,O,O,O,O
SOJZITL,O,X,O,O
SOJZILT,O,X,O,O
SOJZLTI,O,O,O,O
SOJZLIT,O,O,O,O
SOZTILJ,O,X,O,X
SOZTIJL,O,X,X,X
SOZTLIJ,O,O,O,X
SOZTLJI,O,X,X,X
SOZTJIL,O,X,X,O
SOZTJLI,O,X,X,O
SOZITLJ,O,X,O,X
SOZITJL,O,X,X,X
SOZILTJ,O,X,O,X
SOZILJT,O,X,O,X
SOZIJTL,O,X,O,X
SOZIJLT,O,X,O,X
SOZLTIJ,O,O,O,X
SOZLTJI,O,X,X,O
SOZLITJ,O,O,O,X
SOZLIJT,O,O,O,X
SOZLJTI,O,O,O,O
SOZLJIT,O,O,O,O
SOZJTIL,O,X,O,O
SOZJTLI,O,O,O,O
SOZJITL,O,X,O,O
SOZJILT,O,X,O,O
SOZJLTI,O,O,O,O
SOZJLIT,O,O,O,O
ZTILJSO,O,O,X,X
ZTILJOS,X,O,X,X
ZTILSJO,O,X,O,X
ZTILSOJ,O,O,O,X
ZTILOJS,X,O,X,X
ZTILOSJ,X,O,X,X
ZTIJLSO,O,O,O,X
ZTIJLOS,X,O,X,X
ZTIJSLO,O,O,O,O
ZTIJSOL,O,X,O,O
ZTIJOLS,X,O,X,X
ZTIJOSL,O,X,O,X
ZTISLJO,O,X,O,X
ZTISLOJ,O,O,O,X
ZTISJLO,O,X,O,O
ZTISJOL,O,X,O,O
ZTISOLJ,O,X,O,X
ZTISOJL,O,X,X,X
ZTIOLJS,O,O,X,X
ZTIOLSJ,O,O,X,X
ZTIOJLS,O,X,X,X
ZTIOJSL,O,X,X,X
ZTIOSLJ,O,X,O,X
ZTIOSJL,O,X,X,X
ZTLIJSO,O,O,X,O
ZTLIJOS,X,O,X,X
ZTLISJO,O,X,O,O
ZTLISOJ,O,O,O,X
ZTLIOJS,X,O,X,X
ZTLIOSJ,X,O,X,X
ZTLJISO,O,O,X,O
ZTLJIOS,X,O,X,X
ZTLJSIO,O,O,X,O
ZTLJSOI,O,O,X,O
ZTLJOIS,X,O,X,X
ZTLJOSI,X,O,X,O
ZTLSIJO,O,X,O,O
ZTLSIOJ,O,O,O,X
ZTLSJIO,O,X,O,O
ZTLSJOI,O,X,X,O
ZTLSOIJ,O,O,O,X
ZTLSOJI,O,X,X,O
ZTLOIJS,X,O,X,X
ZTLOISJ,X,O,X,X
ZTLOJIS,X,O,X,X
ZTLOJSI,X,O,X,O
ZTLOSIJ,X,O,X,X
ZTLOSJI,X,X,X,O
ZTJILSO,O,O,O,X
ZTJILOS,X,O,X,X
ZTJISLO,O,O,O,O
ZTJISOL,O,X,O,O
ZTJIOLS,X,O,X,X
ZTJIOSL,O,X,O,X
ZTJLISO,O,O,O,O
ZTJLIOS,X,O,X,X
ZTJLSIO,O,O,O,O
ZTJLSOI,O,O,O,O
ZTJLOIS,X,O,X,X
ZTJLOSI,X,O,X,O
ZTJSILO,O,O,O,O
ZTJSIOL,O,X,O,O
ZTJSLIO,O,O,O,O
ZTJSLOI,O,O,O,O
ZTJSOIL,O,X,O,O
ZTJSOLI,O,O,O,O
ZTJOILS,X,O,X,X
ZTJOISL,O,X,O,X
ZTJOLIS,X,O,X,X
ZTJOLSI,X,O,X,X
ZTJOSIL,O,X,O,O
ZTJOSLI,O,O,O,O
ZTSILJO,O,X,O,X
ZTSILOJ,O,O,O,X
ZTSIJLO,O,X,O,O
ZTSIJOL,O,X,O,O
ZTSIOLJ,O,X,O,X
ZTSIOJL,O,X,X,X
ZTSLIJO,O,X,O,O
ZTSLIOJ,O,O,O,X
ZTSLJIO,O,X,O,O
ZTSLJOI,O,X,O,O
ZTSLOIJ,O,O,O,X
ZTSLOJI,O,X,X,O
ZTSJILO,O,X,O,O
ZTSJIOL,O,X,O,O
ZTSJLIO,O,X,O,O
ZTSJLOI,O,X,O,O
ZTSJOIL,O,X,O,O
ZTSJOLI,O,X,O,O
ZTSOILJ,O,X,O,X
ZTSOIJL,O,X,X,X
ZTSOLIJ,O,O,O,X
ZTSOLJI,O,X,X,X
ZTSOJIL,O,X,X,O
ZTSOJLI,O,X,X,O
ZTOILJS,O,O,X,X
ZTOILSJ,O,O,X,X
ZTOIJLS,O,X,X,X
ZTOIJSL,O,X,X,X
ZTOISLJ,O,X,O,X
ZTOISJL,O,X,X,X
ZTOLIJS,O,O,X,X
ZTOLISJ,O,O,X,X
ZTOLJIS,O,O,X,X
ZTOLJSI,O,O,X,X
ZTOLSIJ,O,O,X,X
ZTOLSJI,O,X,X,X
ZTOJILS,O,O,X,X
ZTOJISL,O,X,X,X
ZTOJLIS,O,O,X,X
ZTOJLSI,O,O,X,X
ZTOJSIL,O,X,X,O
ZTOJSLI,O,O,X,O
ZTOSILJ,O,X,O,X
ZTOSIJL,O,X,X,X
ZTOSLIJ,O,O,O,X
ZTOSLJI,O,X,X,X
ZTOSJIL,O,X,X,O
ZTOSJLI,O,X,X,O
ZITLJSO,O,O,X,X
ZITLJOS,X,O,X,X
ZITLSJO,O,X,O,X
ZITLSOJ,O,O,O,X
ZITLOJS,X,O,X,X
ZITLOSJ,X,O,X,X
ZITJLSO,O,O,O,X
ZITJLOS,X,O,X,X
ZITJSLO,O,O,O,O
ZITJSOL,O,X,O,O
ZITJOLS,X,O,X,X
ZITJOSL,O,X,O,X
ZITSLJO,O,X,O,X
ZITSLOJ,O,O,O,X
ZITSJLO,O,X,O,O
ZITSJOL,O,X,O,O
ZITSOLJ,O,X,O,X
ZITSOJL,O,X,X,X
ZITOLJS,O,O,X,X
ZITOLSJ,O,O,X,X
ZITOJLS,O,X,X,X
ZITOJSL,O,X,X,X
ZITOSLJ,O,X,O,X
ZITOSJL,O,X,X,X
ZILTJSO,O,O,X,O
ZILTJOS,X,O,X,X
ZILTSJO,O,X,O,O
ZILTSOJ,O,O,O,X
ZILTOJS,X,O,X,X
ZILTOSJ,X,O,X,X
ZILJTSO,X,O,O,O
ZILJTOS,X,O,X,X
ZILJSTO,X,O,O,O
ZILJSOT,X,O,O,O
ZILJOTS,X,O,X,X
ZILJOST,X,O,X,X
ZILSTJO,O,X,O,O
ZILSTOJ,O,O,O,X
ZILSJTO,O,O,O,O
ZILSJOT,X,O,O,O
ZILSOTJ,O,O,O,X
ZILSOJT,X,O,O,X
ZILOTJS,X,O,X,X
ZILOTSJ,X,O,X,X
ZILOJTS,X,O,X,X
ZILOJST,X,O,X,X
ZILOSTJ,X,O,X,X
ZILOSJT,X,O,X,X
ZIJTLSO,O,O,O,X
ZIJTLOS,X,O,X,X
ZIJTSLO,O,O,O,O
ZIJTSOL,O,X,O,O
ZIJTOLS,X,O,X,X
ZIJTOSL,O,X,O,X
ZIJLTSO,X,O,O,O
ZIJLTOS,X,O,X,X
ZIJLSTO,X,O,O,O
ZIJLSOT,X,O,O,O
ZIJLOTS,X,O,X,X
ZIJLOST,X,O,X,X
ZIJSTLO,O,O,O,O
ZIJSTOL,O,X,O,O
ZIJSLTO,O,O,O,O
ZIJSLOT,X,O,O,O
ZIJSOTL,X,X,O,O
ZIJSOLT,X,X,O,O
ZIJOTLS,X,O,X,X
ZIJOTSL,X,X,O,X
ZIJOLTS,X,O,X,X
ZIJOLST,X,O,X,X
ZIJOSTL,X,X,O,X
ZIJOSLT,X,X,O,X
ZISTLJO,O,X,O,X
ZISTLOJ,O,O,O,X
ZISTJLO,O,X,O,O
ZISTJOL,O,X,O,O
ZISTOLJ,O,X,O,X
ZISTOJL,O,X,X,X
ZISLTJO,O,X,O,O
ZISLTOJ,O,O,O,X
ZISLJTO,O,O,O,O
ZISLJOT,X,O,O,O
ZISLOTJ,O,O,O,X
ZISLOJT,O,O,O,X
ZISJTLO,O,O,O,O
ZISJTOL,O,X,O,O
ZISJLTO,O,O,O,O
ZISJLOT,X,O,O,O
ZISJOTL,X,X,O,O
ZISJOLT,X,X,O,O
ZISOTLJ,O,X,O,X
ZISOTJL,O,X,X,X
ZISOLTJ,O,X,O,X
ZISOLJT,O,X,O,X
ZISOJTL,O,X,O,X
ZISOJLT,O,X,O,X
ZIOTLJS,O,O,X,X
ZIOTLSJ,O,O,X,X
ZIOTJLS,O,X,X,X
ZIOTJSL,O,X,X,X
ZIOTSLJ,O,X,O,X
ZIOTSJL,O,X,X,X
ZIOLTJS,O,O,X,X
ZIOLTSJ,O,O,X,X
ZIOLJTS,X,O,X,X
ZIOLJST,X,O,X,X
ZIOLSTJ,O,O,X,X
ZIOLSJT,O,O,X,X
ZIOJTLS,O,O,X,X
ZIOJTSL,O,X,O,X
ZIOJLTS,X,O,X,X
ZIOJLST,X,O,X,X
ZIOJSTL,O,X,O,X
ZIOJSLT,O,X,O,X
ZIOSTLJ,O,X,O,X
ZIOSTJL,O,X,X,X
ZIOSLTJ,O,X,O,X
ZIOSLJT,O,X,O,X
ZIOSJTL,O,X,O,X
ZIOSJLT,O,X,O,X
ZLTIJSO,O,O,X,O
ZLTIJOS,X,O,X,X
ZLTISJO,O,X,O,O
ZLTISOJ,O,O,O,X
ZLTIOJS,X,O,X,X
ZLTIOSJ,X,O,X,X
ZLTJISO,O,O,X,O
ZLTJIOS,X,O,X,X
ZLTJSIO,O,O,X,O
ZLTJSOI,O,O,X,O
ZLTJOIS,X,O,X,X
ZLTJOSI,X,O,X,O
ZLTSIJO,O,X,O,O
ZLTSIOJ,O,O,O,X
ZLTSJIO,O,X,O,O
ZLTSJOI,O,X,X,O
ZLTSOIJ,O,O,O,X
ZLTSOJI,O,X,X,O
ZLTOIJS,X,O,X,X
ZLTOISJ,X,O,X,X
ZLTOJIS,X,O,X,X
ZLTOJSI,X,O,X,O
ZLTOSIJ,X,O,X,X
ZLTOSJI,X,X,X,O
ZLITJSO,O,O,X,O
ZLITJOS,X,O,X,X
ZLITSJO,O,X,O,O
ZLITSOJ,O,O,O,X
ZLITOJS,X,O,X,X
ZLITOSJ,X,O,X,X
ZLIJTSO,X,O,O,O
ZLIJTOS,X,O,X,X
ZLIJSTO,X,O,O,O
ZLIJSOT,X,O,O,O
ZLIJOTS,X,O,X,X
ZLIJOST,X,O,X,X
ZLISTJO,O,X,O,O
ZLISTOJ,O,O,O,X
ZLISJTO,O,O,O,O
ZLISJOT,X,O,O,O
ZLISOTJ,O,O,O,X
ZLISOJT,X,O,O,X
ZLIOTJS,X,O,X,X
ZLIOTSJ,X,O,X,X
ZLIOJTS,X,O,X,X
ZLIOJST,X,O,X,X
ZLIOSTJ,X,O,X,X
ZLIOSJT,X,O,X,X
ZLJTISO,X,O,O,O
ZLJTIOS,X,O,X,X
ZLJTSIO,X,O,O,O
ZLJTSOI,X,O,O,O
ZLJTOIS,X,O,X,X
ZLJTOSI,X,O,X,O
ZLJITSO,X,O,O,O
ZLJITOS,X,O,X,X
ZLJISTO,X,O,O,O
ZLJISOT,X,O,O,O
ZLJIOTS,X,O,X,X
ZLJIOST,X,O,X,X
ZLJSTIO,X,O,O,O
ZLJSTOI,X,O,O,O
ZLJSITO,X,O,O,O
ZLJSIOT,X,O,O,O
ZLJSOTI,X,O,O,O
ZLJSOIT,X,O,O,O
ZLJOTIS,X,O,X,X
ZLJOTSI,X,O,X,O
ZLJOITS,X,O,X,X
ZLJOIST,X,O,X,X
ZLJOSTI,X,O,X,O
ZLJOSIT,X,O,X,O
ZLSTIJO,O,X,O,O
ZLSTIOJ,O,O,O,X
ZLSTJIO,O,X,O,O
ZLSTJOI,O,X,O,O
ZLSTOIJ,O,O,O,X
ZLSTOJI,O,X,X,O
ZLSITJO,O,X,O,O
ZLSITOJ,O,O,O,X
ZLSIJTO,O,O,O,O
ZLSIJOT,X,O,O,O
ZLSIOTJ,O,O,O,X
ZLSIOJT,X,O,O,X
ZLSJTIO,O,O,O,O
ZLSJTOI,O,O,O,O
ZLSJITO,O,O,O,O
ZLSJIOT,X,O,O,O
ZLSJOTI,X,O,O,O
ZLSJOIT,X,O,O,O
ZLSOTIJ,O,O,O,X
ZLSOTJI,O,X,X,O
ZLSOITJ,O,O,O,X
ZLSOIJT,X,O,O,X
ZLSOJTI,X,O,O,O
ZLSOJIT,X,O,O,O
ZLOTIJS,X,O,X,X
ZLOTISJ,X,O,X,X
ZLOTJIS,X,O,X,X
ZLOTJSI,X,O,X,O
ZLOTSIJ,X,O,X,X
ZLOTSJI,X,X,X,O
ZLOITJS,X,O,X,X
ZLOITSJ,X,O,X,X
ZLOIJTS,X,O,X,X
ZLOIJST,X,O,X,X
ZLOISTJ,X,O,X,X
ZLOISJT,X,O,X,X
ZLOJTIS,X,O,X,X
ZLOJTSI,X,O,X,O
ZLOJITS,X,O,X,X
ZLOJIST,X,O,X,X
ZLOJSTI,X,O,X,O
ZLOJSIT,X,O,X,O
ZLOSTIJ,X,O,X,X
ZLOSTJI,X,X,X,O
ZLOSITJ,X,O,X,X
ZLOSIJT,X,O,X,X
ZLOSJTI,X,O,X,O
ZLOSJIT,X,O,X,O
ZJTILSO,O,O,O,X
ZJTILOS,X,O,X,X
ZJTISLO,O,O,O,O
ZJTISOL,O,X,O,O
ZJTIOLS,X,O,X,X
ZJTIOSL,O,X,O,X
ZJTLISO,O,O,O,O
ZJTLIOS,X,O,X,X
ZJTLSIO,O,O,O,O
ZJTLSOI,O,O,O,O
ZJTLOIS,X,O,X,X
ZJTLOSI,X,O,X,O
ZJTSILO,O,O,O,O
ZJTSIOL,O,X,O,O
ZJTSLIO,O,O,O,O
ZJTSLOI,O,O,O,O
ZJTSOIL,O,X,O,O
ZJTSOLI,O,O,O,O
ZJTOILS,X,O,X,X
ZJTOISL,O,X,O,X
ZJTOLIS,X,O,X,X
ZJTOLSI,X,O,X,X
ZJTOSIL,O,X,O,O
ZJTOSLI,O,O,O,O
ZJITLSO,O,O,O,X
ZJITLOS,X,O,X,X
ZJITSLO,O,O,O,O
ZJITSOL,O,X,O,O
ZJITOLS,X,O,X,X
ZJITOSL,O,X,O,X
ZJILTSO,X,O,O,O
ZJILTOS,X,O,X,X
ZJILSTO,X,O,O,O
ZJILSOT,X,O,O,O
ZJILOTS,X,O,X,X
ZJILOST,X,O,X,X
ZJISTLO,O,O,O,O
ZJISTOL,O,X,O,O
ZJISLTO,O,O,O,O
ZJISLOT,X,O,O,O
ZJISOTL,X,X,O,O
ZJISOLT,X,X,O,O
ZJIOTLS,X,O,X,X
ZJIOTSL,X,X,O,X
ZJIOLTS,X,O,X,X
ZJIOLST,X,O,X,X
ZJIOSTL,X,X,O,X
ZJIOSLT,X,X,O,X
ZJLTISO,X,O,O,O
ZJLTIOS,X,O,X,X
ZJLTSIO,X,O,O,O
ZJLTSOI,X,O,O,O
ZJLTOIS,X,O,X,X
ZJLTOSI,X,O,X,O
ZJLITSO,X,O,O,O
ZJLITOS,X,O,X,X
ZJLISTO,X,O,O,O
ZJLISOT,X,O,O,O
ZJLIOTS,X,O,X,X
ZJLIOST,X,O,X,X
ZJLSTIO,X,O,O,O
ZJLSTOI,X,O,O,O
ZJLSITO,X,O,O,O
ZJLSIOT,X,O,O,O
ZJLSOTI,X,O,O,O
ZJLSOIT,X,O,O,O
ZJLOTIS,X,O,X,X
ZJLOTSI,X,O,X,O
ZJLOITS,X,O,X,X
ZJLOIST,X,O,X,X
ZJLOSTI,X,O,X,O
ZJLOSIT,X,O,X,O
ZJSTILO,O,O,O,O
ZJSTIOL,O,X,O,O
ZJSTLIO,O,O,O,O
ZJSTLOI,O,O,O,O
ZJSTOIL,O,X,O,O
ZJSTOLI,O,O,O,O
ZJSITLO,O,O,O,O
ZJSITOL,O,X,O,O
ZJSILTO,O,O,O,O
ZJSILOT,X,O,O,O
ZJSIOTL,X,X,O,O
ZJSIOLT,X,X,O,O
ZJSLTIO,O,O,O,O
ZJSLTOI,O,O,O,O
ZJSLITO,O,O,O,O
ZJSLIOT,X,O,O,O
ZJSLOTI,X,O,O,O
ZJSLOIT,X,O,O,O
ZJSOTIL,X,X,O,O
ZJSOTLI,X,O,O,O
ZJSOITL,X,X,O,O
ZJSOILT,X,X,O,O
ZJSOLTI,X,O,O,O
ZJSOLIT,X,O,O,O
ZJOTILS,X,O,X,X
ZJOTISL,X,X,O,X
ZJOTLIS,X,O,X,X
ZJOTLSI,X,O,X,X
ZJOTSIL,X,X,O,O
ZJOTSLI,X,O,O,O
ZJOITLS,X,O,X,X
ZJOITSL,X,X,O,X
ZJOILTS,X,O,X,X
ZJOILST,X,O,X,X
ZJOISTL,X,X,O,X
ZJOISLT,X,X,O,X
ZJOLTIS,X,O,X,X
ZJOLTSI,X,O,X,O
ZJOLITS,X,O,X,X
ZJOLIST,X,O,X,X
ZJOLSTI,X,O,X,O
ZJOLSIT,X,O,X,O
ZJOSTIL,X,X,O,O
ZJOSTLI,X,O,O,O
ZJOSITL,X,X,O,O
ZJOSILT,X,X,O,O
ZJOSLTI,X,O,O,O
ZJOSLIT,X,O,O,O
ZSTILJO,O,X,O,X
ZSTILOJ,O,O,O,X
ZSTIJLO,O,X,O,O
ZSTIJOL,O,X,O,O
ZSTIOLJ,O,X,O,X
ZSTIOJL,O,X,X,X
ZSTLIJO,O,X,O,O
ZSTLIOJ,O,O,O,X
ZSTLJIO,O,X,O,O
ZSTLJOI,O,X,O,O
ZSTLOIJ,O,O,O,X
ZSTLOJI,O,X,X,O
ZSTJILO,O,X,O,O
ZSTJIOL,O,X,O,O
ZSTJLIO,O,X,O,O
ZSTJLOI,O,X,O,O
ZSTJOIL,O,X,O,O
ZSTJOLI,O,X,O,O
ZSTOILJ,O,X,O,X
ZSTOIJL,O,X,X,X
ZSTOLIJ,O,O,O,X
ZSTOLJI,O,X,X,X
ZSTOJIL,O,X,X,O
ZSTOJLI,O,X,X,O
ZSITLJO,O,X,O,X
ZSITLOJ,O,O,O,X
ZSITJLO,O,X,O,O
ZSITJOL,O,X,O,O
ZSITOLJ,O,X,O,X
ZSITOJL,O,X,X,X
ZSILTJO,O,X,O,O
ZSILTOJ,O,O,O,X
ZSILJTO,O,O,O,O
ZSILJOT,X,O,O,O
ZSILOTJ,O,O,O,X
ZSILOJT,O,O,O,X
ZSIJTLO,O,O,O,O
ZSIJTOL,O,X,O,O
ZSIJLTO,O,O,O,O
ZSIJLOT,X,O,O,O
ZSIJOTL,X,X,O,O
ZSIJOLT,X,X,O,O
ZSIOTLJ,O,X,O,X
ZSIOTJL,O,X,X,X
ZSIOLTJ,O,X,O,X
ZSIOLJT,O,X,O,X
ZSIOJTL,O,X,O,X
ZSIOJLT,O,X,O,X
ZSLTIJO,O,X,O,O
ZSLTIOJ,O,O,O,X
ZSLTJIO,O,X,O,O
ZSLTJOI,O,X,O,O
ZSLTOIJ,O,O,O,X
ZSLTOJI,O,X,X,O
ZSLITJO,O,X,O,O
ZSLITOJ,O,O,O,X
ZSLIJTO,O,O,O,O
ZSLIJOT,X,O,O,O
ZSLIOTJ,O,O,O,X
ZSLIOJT,O,O,O,X
ZSLJTIO,O,O,O,O
ZSLJTOI,O,O,O,O
ZSLJITO,O,O,O,O
ZSLJIOT,X,O,O,O
ZSLJOTI,X,O,O,O
ZSLJOIT,X,O,O,O
ZSLOTIJ,O,O,O,X
ZSLOTJI,O,X,X,O
ZSLOITJ,O,O,O,X
ZSLOIJT,O,O,O,X
ZSLOJTI,O,O,O,O
ZSLOJIT,O,O,O,O
ZSJTILO,O,O,O,O
ZSJTIOL,O,X,O,O
ZSJTLIO,O,O,O,O
ZSJTLOI,O,O,O,O
ZSJTOIL,O,X,O,O
ZSJTOLI,O,O,O,O
ZSJITLO,O,O,O,O
ZSJITOL,O,X,O,O
ZSJILTO,O,O,O,O
ZSJILOT,X,O,O,O
ZSJIOTL,X,X,O,O
ZSJIOLT,X,X,O,O
ZSJLTIO,O,O,O,O
ZSJLTOI,O,O,O,O
ZSJLITO,O,O,O,O
ZSJLIOT,X,O,O,O
ZSJLOTI,X,O,O,O
ZSJLOIT,X,O,O,O
ZSJOTIL,X,X,O,O
ZSJOTLI,X,O,O,O
ZSJOITL,X,X,O,O
ZSJOILT,X,X,O,O
ZSJOLTI,X,O,O,O
ZSJOLIT,X,O,O,O
ZSOTILJ,O,X,O,X
ZSOTIJL,O,X,X,X
ZSOTLIJ,O,O,O,X
ZSOTLJI,O,X,X,X
ZSOTJIL,O,X,X,O
ZSOTJLI,O,X,X,O
ZSOITLJ,O,X,O,X
ZSOITJL,O,X,X,X
ZSOILTJ,O,X,O,X
ZSOILJT,O,X,O,X
ZSOIJTL,O,X,O,X
ZSOIJLT,O,X,O,X
ZSOLTIJ,O,O,O,X
ZSOLTJI,O,X,X,O
ZSOLITJ,O,O,O,X
ZSOLIJT,O,O,O,X
ZSOLJTI,O,O,O,O
ZSOLJIT,O,O,O,O
ZSOJTIL,O,X,O,O
ZSOJTLI,O,O,O,O
ZSOJITL,O,X,O,O
ZSOJILT,O,X,O,O
ZSOJLTI,O,O,O,O
ZSOJLIT,O,O,O,O
ZOTILJS,O,O,X,X
ZOTILSJ,O,O,X,X
ZOTIJLS,O,X,X,X
ZOTIJSL,O,X,X,X
ZOTISLJ,O,X,O,X
ZOTISJL,O,X,X,X
ZOTLIJS,O,O,X,X
ZOTLISJ,O,O,X,X
ZOTLJIS,O,O,X,X
ZOTLJSI,O,O,X,X
ZOTLSIJ,O,O,X,X
ZOTLSJI,O,X,X,X
ZOTJILS,O,O,X,X
ZOTJISL,O,X,X,X
ZOTJLIS,O,O,X,X
ZOTJLSI,O,O,X,X
ZOTJSIL,O,X,X,O
ZOTJSLI,O,O,X,O
ZOTSILJ,O,X,O,X
ZOTSIJL,O,X,X,X
ZOTSLIJ,O,O,O,X
ZOTSLJI,O,X,X,X
ZOTSJIL,O,X,X,O
ZOTSJLI,O,X,X,O
ZOITLJS,O,O,X,X
ZOITLSJ,O,O,X,X
ZOITJLS,O,X,X,X
ZOITJSL,O,X,X,X
ZOITSLJ,O,X,O,X
ZOITSJL,O,X,X,X
ZOILTJS,O,O,X,X
ZOILTSJ,O,O,X,X
ZOILJTS,X,O,X,X
ZOILJST,X,O,X,X
ZOILSTJ,O,O,X,X
ZOILSJT,O,O,X,X
ZOIJTLS,O,O,X,X
ZOIJTSL,O,X,O,X
ZOIJLTS,X,O,X,X
ZOIJLST,X,O,X,X
ZOIJSTL,O,X,O,X
ZOIJSLT,O,X,O,X
ZOISTLJ,O,X,O,X
ZOISTJL,O,X,X,X
ZOISLTJ,O,X,O,X
ZOISLJT,O,X,O,X
ZOISJTL,O,X,O,X
ZOISJLT,O,X,O,X
ZOLTIJS,O,O,X,X
ZOLTISJ,O,O,X,X
ZOLTJIS,O,O,X,X
ZOLTJSI,O,O,X,O
