sequence,v115@HhA8IeB8EeA8BeB8BeF8Jex/IvhFmhBCjBFlB0mBTo?B3qB,v115@HhA8IeB8EeA8BeB8BeF8Jel/IvhFulBcmBxiBKqBXs?BTtB,v115@HhA8IeB8EeA8BeB8BeF8Jex/IvhFThBenBfoB6oB1q?BUqB,v115@HhA8IeB8EeA8BeB8BeF8Je0/IvhFXhBxiBFnBToBOq?BCrB,v115@HhA8IeB8EeA8BeB8BeF8Jex/IvhFlhBziB+oBUlByr?B3qB,v115@HhA8IeB8EeA8BeB8BeF8Jel/IvhFzhBGjBilBUoBRr?B3qB,v115@HhA8IeB8EeA8BeB8BeF8JeRBJvhFfoB6oBFlB8qBzm?BmpB
ZOSTILJ,O,O,X,O,X,X,O
ZOSTIJL,O,O,X,O,X,X,O
ZOSTLIJ,O,O,X,O,X,X,O
ZOSTLJI,O,O,X,O,X,X,O
ZOSTJIL,O,O,X,O,X,X,O
ZOSTJLI,O,O,X,O,X,X,O
ZOSITLJ,O,O,X,O,X,X,O
ZOSITJL,O,O,X,O,X,X,O
ZOSILTJ,O,O,X,X,X,X,O
ZOSILJT,O,O,X,X,X,X,O
ZOSIJTL,O,O,X,X,X,X,O
ZOSIJLT,O,O,X,X,X,X,O
ZOSLTIJ,O,O,X,O,X,X,O
ZOSLTJI,O,O,X,O,X,X,O
ZOSLITJ,O,O,X,O,X,X,O
ZOSLIJT,O,O,X,X,X,X,O
ZOSLJTI,O,O,X,O,X,X,O
ZOSLJIT,O,O,X,X,X,X,O
ZOSJTIL,O,O,X,X,X,X,O
ZOSJTLI,O,O,X,X,X,X,O
ZOSJITL,O,O,X,X,X,X,O
ZOSJILT,O,O,X,X,X,X,O
ZOSJLTI,O,O,X,X,X,X,O
ZOSJLIT,O,O,X,X,X,X,O
OTILJSZ,X,O,O,O,X,X,X
OTILJZS,O,O,X,O,X,O,X
OTILSJZ,X,O,X,O,X,X,X
OTILSZJ,O,O,X,O,X,O,X
OTILZJS,O,O,X,O,X,O,X
OTILZSJ,O,O,X,O,X,O,X
OTIJLSZ,X,O,O,O,X,X,X
OTIJLZS,O,O,X,O,X,O,X
OTIJSLZ,X,O,O,O,X,X,X
OTIJSZL,X,X,O,O,X,X,X
OTIJZLS,O,X,X,O,X,O,X
OTIJZSL,O,X,O,O,X,O,X
OTISLJZ,X,O,O,O,X,X,X
OTISLZJ,O,O,X,O,X,O,O
OTISJLZ,X,O,O,O,X,X,X
OTISJZL,X,X,O,O,X,X,X
OTISZLJ,O,O,X,O,X,O,O
OTISZJL,O,O,X,O,X,O,O
OTIZLJS,O,O,X,O,X,O,X
OTIZLSJ,O,O,X,O,X,O,O
OTIZJLS,O,O,X,O,X,O,X
OTIZJSL,O,X,O,O,X,O,O
OTIZSLJ,O,O,X,O,X,O,O
OTIZSJL,O,X,X,O,X,O,O
OTLIJSZ,X,O,O,O,X,X,X
OTLIJZS,O,O,X,O,X,X,X
OTLISJZ,X,O,X,O,X,X,X
OTLISZJ,O,O,X,O,X,X,X
OTLIZJS,O,O,X,O,X,X,X
OTLIZSJ,O,O,X,O,X,X,X
OTLJISZ,X,O,O,O,X,X,X
OTLJIZS,O,O,X,O,X,X,X
OTLJSIZ,X,O,O,O,X,X,X
OTLJSZI,X,O,O,O,X,X,X
OTLJZIS,O,O,X,O,X,X,X
OTLJZSI,O,O,X,O,X,X,X
OTLSIJZ,O,O,X,O,X,X,X
OTLSIZJ,O,O,X,O,X,X,X
OTLSJIZ,O,O,X,O,X,X,X
OTLSJZI,O,O,X,O,X,X,X
OTLSZIJ,O,O,X,O,X,X,X
OTLSZJI,O,O,X,O,X,X,X
OTLZIJS,O,O,X,O,X,X,X
OTLZISJ,O,O,X,O,X,X,X
OTLZJIS,O,O,X,O,X,X,X
OTLZJSI,O,O,X,O,X,X,X
OTLZSIJ,O,O,X,O,X,X,X
OTLZSJI,O,O,X,O,X,X,X
OTJILSZ,X,O,O,O,X,X,X
OTJILZS,O,O,X,O,X,X,X
OTJISLZ,X,O,O,O,X,X,X
OTJISZL,X,X,O,O,X,X,X
OTJIZLS,O,X,X,O,X,X,X
OTJIZSL,O,X,O,O,X,X,X
OTJLISZ,X,O,O,O,X,X,X
OTJLIZS,O,O,X,O,X,X,X
OTJLSIZ,X,O,O,O,X,X,X
OTJLSZI,X,O,O,O,X,X,X
OTJLZIS,O,O,X,O,X,X,X
OTJLZSI,O,O,X,O,X,X,X
OTJSILZ,X,O,O,O,X,X,X
OTJSIZL,X,X,O,O,X,X,X
OTJSLIZ,X,O,O,O,X,X,X
OTJSLZI,X,O,O,O,X,X,X
OTJSZIL,X,X,O,O,X,X,X
OTJSZLI,X,X,O,O,X,X,X
OTJZILS,O,X,X,O,X,X,X
OTJZISL,O,X,O,O,X,X,X
OTJZLIS,O,X,X,O,X,X,X
OTJZLSI,O,X,X,O,X,X,X
OTJZSIL,O,X,O,O,X,X,X
OTJZSLI,O,X,O,O,X,X,X
OTSILJZ,O,O,O,O,X,X,X
OTSILZJ,O,O,X,O,X,X,O
OTSIJLZ,O,O,O,O,X,X,X
OTSIJZL,O,X,O,O,X,X,X
OTSIZLJ,O,O,X,O,X,X,O
OTSIZJL,O,O,X,O,X,X,O
OTSLIJZ,O,O,O,O,X,X,X
OTSLIZJ,O,O,X,O,X,X,O
OTSLJIZ,O,O,O,O,X,X,X
OTSLJZI,O,O,O,O,X,X,X
OTSLZIJ,O,O,X,O,X,X,O
OTSLZJI,O,O,X,O,X,X,O
OTSJILZ,O,O,O,O,X,X,X
OTSJIZL,O,X,O,O,X,X,X
OTSJLIZ,O,O,O,O,X,X,X
OTSJLZI,O,O,O,O,X,X,X
OTSJZIL,O,X,O,O,X,X,X
OTSJZLI,O,X,O,O,X,X,X
OTSZILJ,O,O,X,O,X,X,O
OTSZIJL,O,O,X,O,X,X,O
OTSZLIJ,O,O,X,O,X,X,O
OTSZLJI,O,O,X,O,X,X,O
OTSZJIL,O,O,X,O,X,X,O
OTSZJLI,O,O,X,O,X,X,O
OTZILJS,O,O,X,O,X,O,X
OTZILSJ,O,O,X,O,X,O,O
OTZIJLS,O,O,X,O,X,O,X
OTZIJSL,O,X,O,O,X,O,O
OTZISLJ,O,O,X,O,X,O,O
OTZISJL,O,X,X,O,X,O,O
OTZLIJS,O,O,X,O,X,X,X
OTZLISJ,O,O,X,O,X,X,O
OTZLJIS,O,O,X,O,X,X,X
OTZLJSI,O,O,X,O,X,X,X
OTZLSIJ,O,O,X,O,X,X,O
OTZLSJI,O,O,X,O,X,X,O
OTZJILS,O,O,X,O,X,O,X
OTZJISL,O,X,O,O,X,O,O
OTZJLIS,O,O,X,O,X,X,X
OTZJLSI,O,O,X,O,X,X,X
OTZJSIL,O,X,O,O,X,X,O
OTZJSLI,O,X,O,O,X,X,O
OTZSILJ,O,O,X,O,X,X,O
OTZSIJL,O,X,X,O,X,X,O
OTZSLIJ,O,O,X,O,X,X,O
OTZSLJI,O,O,X,O,X,X,O
OTZSJIL,O,X,X,O,X,X,O
OTZSJLI,O,X,X,O,X,X,O
OITLJSZ,X,O,O,O,X,X,X
OITLJZS,O,O,X,O,X,O,X
OITLSJZ,X,O,X,O,X,X,X
OITLSZJ,O,O,X,O,X,O,X
OITLZJS,O,O,X,O,X,O,X
OITLZSJ,O,O,X,O,X,O,X
OITJLSZ,X,O,O,O,X,X,X
OITJLZS,O,O,X,O,X,O,X
OITJSLZ,X,O,O,O,X,X,X
OITJSZL,X,X,O,O,X,X,X
OITJZLS,O,X,X,O,X,O,X
OITJZSL,O,X,O,O,X,O,X
OITSLJZ,X,O,O,O,X,X,X
OITSLZJ,O,O,X,O,X,O,O
OITSJLZ,X,O,O,O,X,X,X
OITSJZL,X,X,O,O,X,X,X
OITSZLJ,O,O,X,O,X,O,O
OITSZJL,O,O,X,O,X,O,O
OITZLJS,O,O,X,O,X,O,X
OITZLSJ,O,O,X,O,X,O,O
OITZJLS,O,O,X,O,X,O,X
OITZJSL,O,X,O,O,X,O,O
OITZSLJ,O,O,X,O,X,O,O
OITZSJL,O,X,X,O,X,O,O
OILTJSZ,X,O,X,O,O,X,X
OILTJZS,O,O,X,O,O,O,X
OILTSJZ,X,O,X,O,X,X,X
OILTSZJ,O,O,X,O,X,O,X
OILTZJS,O,O,X,O,X,O,X
OILTZSJ,O,O,X,O,X,O,X
OILJTSZ,X,O,X,X,O,X,X
OILJTZS,O,O,X,X,O,O,X
OILJSTZ,X,O,X,X,O,X,X
OILJSZT,O,O,X,X,X,X,X
OILJZTS,O,O,X,X,O,O,X
OILJZST,O,O,X,X,X,O,X
OILSTJZ,O,O,X,O,X,X,X
OILSTZJ,O,O,X,O,X,O,O
OILSJTZ,X,O,X,X,X,X,X
OILSJZT,O,O,X,X,X,X,O
OILSZTJ,O,O,X,O,X,O,O
OILSZJT,O,O,X,X,X,O,O
OILZTJS,O,O,X,O,X,O,X
OILZTSJ,O,O,X,O,X,O,O
OILZJTS,O,O,X,X,X,O,X
OILZJST,O,O,X,X,X,O,X
OILZSTJ,O,O,X,O,X,O,O
OILZSJT,O,O,X,X,X,O,O
OIJTLSZ,X,O,O,O,O,X,X
OIJTLZS,O,O,X,O,O,O,X
OIJTSLZ,X,O,O,O,X,X,X
OIJTSZL,X,X,O,O,X,X,X
OIJTZLS,O,X,X,O,O,O,X
OIJTZSL,O,X,O,O,X,O,X
OIJLTSZ,X,O,X,X,O,X,X
OIJLTZS,O,O,X,X,O,O,X
OIJLSTZ,X,O,O,X,O,X,X
OIJLSZT,O,O,O,X,X,X,X
OIJLZTS,O,O,X,X,O,O,X
OIJLZST,O,O,X,X,O,O,X
OIJSTLZ,X,O,O,X,X,X,X
OIJSTZL,X,X,O,X,X,X,X
OIJSLTZ,X,O,O,X,O,X,X
OIJSLZT,O,O,O,X,X,X,O
OIJSZTL,O,O,X,X,X,X,O
OIJSZLT,O,O,O,X,O,X,O
OIJZTLS,O,O,X,O,O,O,X
OIJZTSL,X,X,X,O,X,O,O
OIJZLTS,O,O,X,X,O,O,X
OIJZLST,O,O,X,X,O,O,X
OIJZSTL,X,X,X,X,X,O,O
OIJZSLT,O,O,O,X,O,O,O
OISTLJZ,O,O,O,O,X,X,X
OISTLZJ,O,O,X,O,X,O,O
OISTJLZ,O,O,O,O,X,X,X
OISTJZL,O,X,O,O,X,X,X
OISTZLJ,O,O,X,O,X,O,O
OISTZJL,O,O,X,O,X,O,O
OISLTJZ,O,O,O,X,X,X,X
OISLTZJ,O,O,X,X,X,O,O
OISLJTZ,X,O,O,X,X,X,X
OISLJZT,O,O,O,X,X,X,O
OISLZTJ,O,O,X,X,X,O,O
OISLZJT,O,O,X,X,X,O,O
OISJTLZ,X,O,O,X,X,X,X
OISJTZL,X,X,O,X,X,X,X
OISJLTZ,X,O,O,X,X,X,X
OISJLZT,O,O,O,X,X,X,O
OISJZTL,O,O,X,X,X,X,O
OISJZLT,O,O,O,X,X,X,O
OISZTLJ,O,O,X,O,X,O,O
OISZTJL,O,O,X,O,X,O,O
OISZLTJ,O,O,X,X,X,O,O
OISZLJT,O,O,X,X,X,O,O
OISZJTL,O,O,X,X,X,O,O
OISZJLT,O,O,X,X,X,O,O
OIZTLJS,O,O,X,O,X,O,X
OIZTLSJ,O,O,X,O,X,O,O
OIZTJLS,O,O,X,O,X,O,X
OIZTJSL,O,X,X,O,X,O,O
OIZTSLJ,O,O,X,O,X,O,O
OIZTSJL,O,X,X,O,X,O,O
OIZLTJS,O,O,X,O,O,O,X
OIZLTSJ,O,O,X,O,X,O,O
OIZLJTS,O,O,X,X,O,O,X
OIZLJST,O,O,X,X,O,O,X
OIZLSTJ,O,O,X,O,X,O,O
OIZLSJT,O,O,X,X,X,O,O
OIZJTLS,O,O,X,O,O,O,X
OIZJTSL,O,X,X,O,X,O,O
OIZJLTS,O,O,X,X,O,O,X
OIZJLST,O,O,X,X,O,O,X
OIZJSTL,O,X,X,X,X,O,O
OIZJSLT,O,O,X,X,O,O,O
OIZSTLJ,O,O,X,O,X,O,O
OIZSTJL,O,O,X,O,X,O,O
OIZSLTJ,O,O,X,X,X,O,O
OIZSLJT,O,O,X,X,X,O,O
OIZSJTL,O,O,X,X,X,O,O
OIZSJLT,O,O,X,X,X,O,O
OLTIJSZ,X,O,X,O,O,X,X
OLTIJZS,O,O,X,O,O,X,X
OLTISJZ,X,O,X,O,X,X,X
OLTISZJ,O,O,X,O,X,X,X
OLTIZJS,O,O,X,O,X,X,X
OLTIZSJ,O,O,X,O,X,X,X
OLTJISZ,X,O,X,O,O,X,X
OLTJIZS,O,O,X,O,O,X,X
OLTJSIZ,X,O,X,O,O,X,X
OLTJSZI,X,O,X,O,O,X,X
OLTJZIS,O,O,X,O,O,X,X
OLTJZSI,O,O,X,O,O,X,X
OLTSIJZ,O,O,X,O,X,X,X
OLTSIZJ,O,O,X,O,X,X,X
OLTSJIZ,O,O,X,O,X,X,X
OLTSJZI,O,O,X,O,X,X,X
OLTSZIJ,O,O,X,O,X,X,X
OLTSZJI,O,O,X,O,X,X,X
OLTZIJS,O,O,X,O,O,X,X
OLTZISJ,O,O,X,O,X,X,X
OLTZJIS,O,O,X,O,O,X,X
OLTZJSI,O,O,X,O,O,X,X
OLTZSIJ,O,O,X,O,X,X,X
OLTZSJI,O,O,X,O,X,X,X
OLITJSZ,X,O,X,O,O,X,X
OLITJZS,O,O,X,O,O,X,X
OLITSJZ,X,O,X,O,X,X,X
OLITSZJ,O,O,X,O,X,X,X
OLITZJS,O,O,X,O,X,X,X
OLITZSJ,O,O,X,O,X,X,X
OLIJTSZ,X,O,X,X,O,X,X
OLIJTZS,O,O,X,X,O,X,X
OLIJSTZ,X,O,X,X,O,X,X
OLIJSZT,O,O,X,X,X,X,X
OLIJZTS,O,O,X,X,O,X,X
OLIJZST,O,O,X,X,X,X,X
OLISTJZ,O,O,X,O,X,X,X
OLISTZJ,O,O,X,O,X,X,O
OLISJTZ,X,O,X,X,X,X,X
OLISJZT,O,O,X,X,X,X,O
OLISZTJ,O,O,X,O,X,X,O
OLISZJT,O,O,X,X,X,X,O
OLIZTJS,O,O,X,O,X,X,X
OLIZTSJ,O,O,X,O,X,X,O
OLIZJTS,O,O,X,X,X,X,X
OLIZJST,O,O,X,X,X,X,X
OLIZSTJ,O,O,X,O,X,X,O
OLIZSJT,O,O,X,X,X,X,O
OLJTISZ,X,O,X,O,O,X,X
OLJTIZS,O,O,X,O,O,X,X
OLJTSIZ,X,O,X,O,O,X,X
OLJTSZI,X,O,X,O,O,X,X
OLJTZIS,O,O,X,O,O,X,X
OLJTZSI,O,O,X,O,O,X,X
OLJITSZ,X,O,X,X,O,X,X
OLJITZS,O,O,X,X,O,X,X
OLJISTZ,X,O,X,X,O,X,X
OLJISZT,O,O,X,X,X,X,X
OLJIZTS,O,O,X,X,O,X,X
OLJIZST,O,O,X,X,O,X,X
OLJSTIZ,O,O,X,O,O,X,X
OLJSTZI,O,O,X,O,O,X,X
OLJSITZ,X,O,X,X,O,X,X
OLJSIZT,O,O,X,X,X,X,X
OLJSZTI,O,O,X,O,O,X,X
OLJSZIT,O,O,X,X,O,X,X
OLJZTIS,O,O,X,O,O,X,X
OLJZTSI,O,O,X,O,O,X,X
OLJZITS,O,O,X,X,O,X,X
OLJZIST,O,O,X,X,O,X,X
OLJZSTI,O,O,X,O,O,X,X
OLJZSIT,O,O,X,X,O,X,X
OLSTIJZ,O,O,X,O,X,X,X
OLSTIZJ,O,O,X,O,X,X,O
OLSTJIZ,O,O,X,O,X,X,X
OLSTJZI,O,O,X,O,X,X,X
OLSTZIJ,O,O,X,O,X,X,O
OLSTZJI,O,O,X,O,X,X,O
OLSITJZ,O,O,X,O,X,X,X
OLSITZJ,O,O,X,O,X,X,O
OLSIJTZ,X,O,X,X,X,X,X
OLSIJZT,O,O,X,X,X,X,O
OLSIZTJ,O,O,X,O,X,X,O
OLSIZJT,O,O,X,X,X,X,O
OLSJTIZ,O,O,X,O,X,X,X
OLSJTZI,O,O,X,O,X,X,X
OLSJITZ,X,O,X,X,X,X,X
OLSJIZT,O,O,X,X,X,X,O
OLSJZTI,O,O,X,O,X,X,O
OLSJZIT,O,O,X,X,X,X,O
OLSZTIJ,O,O,X,O,X,X,O
OLSZTJI,O,O,X,O,X,X,O
OLSZITJ,O,O,X,O,X,X,O
OLSZIJT,O,O,X,X,X,X,O
OLSZJTI,O,O,X,O,X,X,O
OLSZJIT,O,O,X,X,X,X,O
OLZTIJS,O,O,X,O,O,X,X
OLZTISJ,O,O,X,O,X,X,O
OLZTJIS,O,O,X,O,O,X,X
OLZTJSI,O,O,X,O,O,X,X
OLZTSIJ,O,O,X,O,X,X,O
OLZTSJI,O,O,X,O,X,X,O
OLZITJS,O,O,X,O,O,X,X
OLZITSJ,O,O,X,O,X,X,O
OLZIJTS,O,O,X,X,O,X,X
OLZIJST,O,O,X,X,O,X,X
OLZISTJ,O,O,X,O,X,X,O
OLZISJT,O,O,X,X,X,X,O
OLZJTIS,O,O,X,O,O,X,X
OLZJTSI,O,O,X,O,O,X,X
OLZJITS,O,O,X,X,O,X,X
OLZJIST,O,O,X,X,O,X,X
OLZJSTI,O,O,X,O,O,X,X
OLZJSIT,O,O,X,X,O,X,X
OLZSTIJ,O,O,X,O,X,X,O
OLZSTJI,O,O,X,O,X,X,O
OLZSITJ,O,O,X,O,X,X,O
OLZSIJT,O,O,X,X,X,X,O
OLZSJTI,O,O,X,O,X,X,O
OLZSJIT,O,O,X,X,X,X,O
OJTILSZ,X,O,O,O,O,X,X
OJTILZS,O,O,X,O,O,X,X
OJTISLZ,X,O,O,O,X,X,X
OJTISZL,X,X,O,O,X,X,X
OJTIZLS,O,X,X,O,O,X,X
OJTIZSL,O,X,O,O,X,X,X
OJTLISZ,X,O,O,O,O,X,X
OJTLIZS,O,O,X,O,O,X,X
OJTLSIZ,X,O,O,O,O,X,X
OJTLSZI,X,O,O,O,O,X,X
OJTLZIS,O,O,X,O,O,X,X
OJTLZSI,O,O,X,O,O,X,X
OJTSILZ,X,O,O,O,X,X,X
OJTSIZL,X,X,O,O,X,X,X
OJTSLIZ,X,O,O,O,X,X,X
OJTSLZI,X,O,O,O,X,X,X
OJTSZIL,X,X,O,O,X,X,X
OJTSZLI,X,X,O,O,X,X,X
OJTZILS,O,X,X,O,O,X,X
OJTZISL,O,X,O,O,X,X,X
OJTZLIS,O,X,X,O,O,X,X
OJTZLSI,O,X,X,O,O,X,X
OJTZSIL,O,X,O,O,X,X,X
OJTZSLI,O,X,O,O,X,X,X
OJITLSZ,X,O,O,O,O,X,X
OJITLZS,O,O,X,O,O,X,X
OJITSLZ,X,O,O,O,X,X,X
OJITSZL,X,X,O,O,X,X,X
OJITZLS,O,X,X,O,O,X,X
OJITZSL,O,X,O,O,X,X,X
OJILTSZ,X,O,X,X,O,X,X
OJILTZS,O,O,X,X,O,X,X
OJILSTZ,X,O,O,X,O,X,X
OJILSZT,O,O,O,X,X,X,X
OJILZTS,O,O,X,X,O,X,X
OJILZST,O,O,X,X,O,X,X
OJISTLZ,X,O,O,X,X,X,X
OJISTZL,X,X,O,X,X,X,X
OJISLTZ,X,O,O,X,O,X,X
OJISLZT,O,O,O,X,X,X,O
OJISZTL,O,O,X,X,X,X,O
OJISZLT,O,O,O,X,O,X,O
OJIZTLS,O,O,X,O,O,X,X
OJIZTSL,X,X,X,O,X,X,O
OJIZLTS,O,O,X,X,O,X,X
OJIZLST,O,O,X,X,O,X,X
OJIZSTL,X,X,X,X,X,X,O
OJIZSLT,O,O,O,X,O,X,O
OJLTISZ,X,O,O,O,O,X,X
OJLTIZS,O,O,X,O,O,X,X
OJLTSIZ,X,O,O,O,O,X,X
OJLTSZI,X,O,O,O,O,X,X
OJLTZIS,O,O,X,O,O,X,X
OJLTZSI,O,O,X,O,O,X,X
OJLITSZ,X,O,X,X,O,X,X
OJLITZS,O,O,X,X,O,X,X
OJLISTZ,X,O,O,X,O,X,X
OJLISZT,O,O,O,X,X,X,X
OJLIZTS,O,O,X,X,O,X,X
OJLIZST,O,O,X,X,O,X,X
OJLSTIZ,O,O,O,O,O,X,X
OJLSTZI,O,O,O,O,O,X,X
OJLSITZ,X,O,O,X,O,X,X
OJLSIZT,O,O,O,X,X,X,X
OJLSZTI,O,O,O,O,O,X,X
OJLSZIT,O,O,O,X,O,X,X
OJLZTIS,O,O,X,O,O,X,X
OJLZTSI,O,O,X,O,O,X,X
OJLZITS,O,O,X,X,O,X,X
OJLZIST,O,O,X,X,O,X,X
OJLZSTI,O,O,X,O,O,X,X
OJLZSIT,O,O,X,X,O,X,X
OJSTILZ,O,O,O,X,X,X,X
OJSTIZL,O,X,O,X,X,X,X
OJSTLIZ,O,O,O,X,X,X,X
OJSTLZI,O,O,O,X,X,X,X
OJSTZIL,O,X,O,X,X,X,X
OJSTZLI,O,X,O,X,X,X,X
OJSITLZ,X,O,O,X,X,X,X
OJSITZL,X,X,O,X,X,X,X
OJSILTZ,X,O,O,X,O,X,X
OJSILZT,O,O,O,X,X,X,O
OJSIZTL,O,O,X,X,X,X,O
OJSIZLT,O,O,O,X,O,X,O
OJSLTIZ,O,O,O,X,O,X,X
OJSLTZI,O,O,O,X,O,X,X
OJSLITZ,X,O,O,X,O,X,X
OJSLIZT,O,O,O,X,X,X,O
OJSLZTI,O,O,O,X,O,X,O
OJSLZIT,O,O,O,X,O,X,O
OJSZTIL,O,O,O,X,X,X,O
OJSZTLI,O,O,O,X,X,X,O
OJSZITL,O,O,X,X,X,X,O
OJSZILT,O,O,O,X,O,X,O
OJSZLTI,O,O,O,X,O,X,O
OJSZLIT,O,O,O,X,O,X,O
OJZTILS,O,O,X,O,O,X,X
OJZTISL,O,X,O,O,X,X,O
OJZTLIS,O,O,X,O,O,X,X
OJZTLSI,O,O,X,O,O,X,X
OJZTSIL,O,X,O,O,X,X,O
OJZTSLI,O,X,O,O,X,X,O
OJZITLS,O,O,X,O,O,X,X
OJZITSL,O,X,X,O,X,X,O
OJZILTS,O,O,X,X,O,X,X
OJZILST,O,O,X,X,O,X,X
OJZISTL,O,X,X,X,X,X,O
OJZISLT,O,O,O,X,O,X,O
OJZLTIS,O,O,X,O,O,X,X
OJZLTSI,O,O,X,O,O,X,X
OJZLITS,O,O,X,X,O,X,X
OJZLIST,O,O,X,X,O,X,X
OJZLSTI,O,O,X,O,O,X,X
OJZLSIT,O,O,X,X,O,X,X
OJZSTIL,O,X,O,X,X,X,O
OJZSTLI,O,X,O,X,X,X,O
OJZSITL,O,X,X,X,X,X,O
OJZSILT,O,O,O,X,O,X,O
OJZSLTI,O,O,O,X,O,X,O
OJZSLIT,O,O,O,X,O,X,O
OSTILJZ,O,O,O,O,X,X,X
OSTILZJ,O,O,X,O,X,X,O
OSTIJLZ,O,O,O,O,X,X,X
OSTIJZL,O,X,O,O,X,X,X
OSTIZLJ,O,O,X,O,X,X,O
OSTIZJL,O,O,X,O,X,X,O
OSTLIJZ,O,O,O,O,X,X,X
OSTLIZJ,O,O,X,O,X,X,O
OSTLJIZ,O,O,O,O,X,X,X
OSTLJZI,O,O,O,O,X,X,X
OSTLZIJ,O,O,X,O,X,X,O
OSTLZJI,O,O,X,O,X,X,O
OSTJILZ,O,O,O,O,X,X,X
OSTJIZL,O,X,O,O,X,X,X
OSTJLIZ,O,O,O,O,X,X,X
OSTJLZI,O,O,O,O,X,X,X
OSTJZIL,O,X,O,O,X,X,X
OSTJZLI,O,X,O,O,X,X,X
OSTZILJ,O,O,X,O,X,X,O
OSTZIJL,O,O,X,O,X,X,O
OSTZLIJ,O,O,X,O,X,X,O
OSTZLJI,O,O,X,O,X,X,O
OSTZJIL,O,O,X,O,X,X,O
OSTZJLI,O,O,X,O,X,X,O
OSITLJZ,O,O,O,O,X,X,X
OSITLZJ,O,O,X,O,X,X,O
OSITJLZ,O,O,O,O,X,X,X
OSITJZL,O,X,O,O,X,X,X
OSITZLJ,O,O,X,O,X,X,O
OSITZJL,O,O,X,O,X,X,O
OSILTJZ,O,O,O,X,X,X,X
OSILTZJ,O,O,X,X,X,X,O
OSILJTZ,X,O,O,X,X,X,X
OSILJZT,O,O,O,X,X,X,O
OSILZTJ,O,O,X,X,X,X,O
OSILZJT,O,O,X,X,X,X,O
OSIJTLZ,X,O,O,X,X,X,X
OSIJTZL,X,X,O,X,X,X,X
OSIJLTZ,X,O,O,X,X,X,X
OSIJLZT,O,O,O,X,X,X,O
OSIJZTL,O,O,X,X,X,X,O
OSIJZLT,O,O,O,X,X,X,O
OSIZTLJ,O,O,X,O,X,X,O
OSIZTJL,O,O,X,O,X,X,O
OSIZLTJ,O,O,X,X,X,X,O
OSIZLJT,O,O,X,X,X,X,O
OSIZJTL,O,O,X,X,X,X,O
OSIZJLT,O,O,X,X,X,X,O
OSLTIJZ,O,O,O,O,X,X,X
OSLTIZJ,O,O,X,O,X,X,O
OSLTJIZ,O,O,O,O,X,X,X
OSLTJZI,O,O,O,O,X,X,X
OSLTZIJ,O,O,X,O,X,X,O
OSLTZJI,O,O,X,O,X,X,O
OSLITJZ,O,O,O,O,X,X,X
OSLITZJ,O,O,X,O,X,X,O
OSLIJTZ,X,O,O,X,X,X,X
OSLIJZT,O,O,O,X,X,X,O
OSLIZTJ,O,O,X,O,X,X,O
OSLIZJT,O,O,X,X,X,X,O
OSLJTIZ,O,O,O,O,X,X,X
OSLJTZI,O,O,O,O,X,X,X
OSLJITZ,X,O,O,X,X,X,X
OSLJIZT,O,O,O,X,X,X,O
OSLJZTI,O,O,O,O,X,X,O
OSLJZIT,O,O,O,X,X,X,O
OSLZTIJ,O,O,X,O,X,X,O
OSLZTJI,O,O,X,O,X,X,O
OSLZITJ,O,O,X,O,X,X,O
OSLZIJT,O,O,X,X,X,X,O
OSLZJTI,O,O,X,O,X,X,O
OSLZJIT,O,O,X,X,X,X,O
OSJTILZ,O,O,O,X,X,X,X
OSJTIZL,O,X,O,X,X,X,X
OSJTLIZ,O,O,O,X,X,X,X
OSJTLZI,O,O,O,X,X,X,X
OSJTZIL,O,X,O,X,X,X,X
OSJTZLI,O,X,O,X,X,X,X
OSJITLZ,X,O,O,X,X,X,X
OSJITZL,X,X,O,X,X,X,X
OSJILTZ,X,O,O,X,X,X,X
OSJILZT,O,O,O,X,X,X,O
OSJIZTL,O,O,X,X,X,X,O
OSJIZLT,O,O,O,X,X,X,O
OSJLTIZ,O,O,O,X,X,X,X
OSJLTZI,O,O,O,X,X,X,X
OSJLITZ,X,O,O,X,X,X,X
OSJLIZT,O,O,O,X,X,X,O
OSJLZTI,O,O,O,X,X,X,O
OSJLZIT,O,O,O,X,X,X,O
OSJZTIL,O,O,O,X,X,X,O
OSJZTLI,O,O,O,X,X,X,O
OSJZITL,O,O,X,X,X,X,O
OSJZILT,O,O,O,X,X,X,O
OSJZLTI,O,O,O,X,X,X,O
OSJZLIT,O,O,O,X,X,X,O
OSZTILJ,O,O,X,O,X,X,O
OSZTIJL,O,O,X,O,X,X,O
OSZTLIJ,O,O,X,O,X,X,O
OSZTLJI,O,O,X,O,X,X,O
OSZTJIL,O,O,X,O,X,X,O
OSZTJLI,O,O,X,O,X,X,O
OSZITLJ,O,O,X,O,X,X,O
OSZITJL,O,O,X,O,X,X,O
OSZILTJ,O,O,X,X,X,X,O
OSZILJT,O,O,X,X,X,X,O
OSZIJTL,O,O,X,X,X,X,O
OSZIJLT,O,O,X,X,X,X,O
OSZLTIJ,O,O,X,O,X,X,O
OSZLTJI,O,O,X,O,X,X,O
OSZLITJ,O,O,X,O,X,X,O
OSZLIJT,O,O,X,X,X,X,O
OSZLJTI,O,O,X,O,X,X,O
OSZLJIT,O,O,X,X,X,X,O
OSZJTIL,O,O,X,X,X,X,O
OSZJTLI,O,O,X,X,X,X,O
